Orthogroup	Homo_sapiens	Vombatus_ursinus
OG0006787	sp|Q96MT8|CEP63_HUMAN	tr|A0A4X2KL52|A0A4X2KL52_VOMUR
OG0006788	sp|Q96PK6|RBM14_HUMAN	tr|A0A4X2JMP3|A0A4X2JMP3_VOMUR
OG0006789	sp|Q96SW2|CRBN_HUMAN	tr|A0A4X2KI52|A0A4X2KI52_VOMUR
OG0006790	sp|Q99075|HBEGF_HUMAN	tr|A0A4X2KK49|A0A4X2KK49_VOMUR
OG0006791	sp|Q9BRC7|PLCD4_HUMAN	tr|A0A4X2K085|A0A4X2K085_VOMUR
OG0006792	sp|Q9BRK0|REEP2_HUMAN	tr|A0A4X2KS95|A0A4X2KS95_VOMUR
OG0006793	sp|Q9BYX2|TBD2A_HUMAN	tr|A0A4X2LC90|A0A4X2LC90_VOMUR
OG0006794	sp|Q9BZE0|GLIS2_HUMAN	tr|A0A4X2LQ14|A0A4X2LQ14_VOMUR
OG0006795	sp|Q9BZE9|ASPC1_HUMAN	tr|A0A4X2KGA6|A0A4X2KGA6_VOMUR
OG0006796	sp|Q9H4B0|OSGL1_HUMAN	tr|A0A4X2LQF5|A0A4X2LQF5_VOMUR
OG0006797	sp|Q9UH65|SWP70_HUMAN	tr|A0A4X2K704|A0A4X2K704_VOMUR
OG0006798	sp|Q9UHF4|I20RA_HUMAN	tr|A0A4X2K2Z9|A0A4X2K2Z9_VOMUR
OG0006799	sp|Q9UJ41|RABX5_HUMAN	tr|A0A4X2K663|A0A4X2K663_VOMUR
OG0006800	sp|Q9UPQ9|TNR6B_HUMAN	tr|A0A4X2JV11|A0A4X2JV11_VOMUR
OG0006802	sp|Q9Y3E7|CHMP3_HUMAN	tr|A0A4X2KUB2|A0A4X2KUB2_VOMUR
OG0006803	sp|Q9Y4X3|CCL27_HUMAN	tr|A0A4X2LG02|A0A4X2LG02_VOMUR
OG0006804	sp|Q9Y5R5|DMRT2_HUMAN	tr|A0A4X2KL95|A0A4X2KL95_VOMUR
OG0006805	sp|Q9Y5Y7|LYVE1_HUMAN	tr|A0A4X2K0U5|A0A4X2K0U5_VOMUR
OG0006806	sp|Q9Y6R0|NUMBL_HUMAN	tr|A0A4X2MCC6|A0A4X2MCC6_VOMUR
OG0006807	sp|A0A096LP01|SIM26_HUMAN	tr|A0A4X2K897|A0A4X2K897_VOMUR
OG0006808	sp|A1IGU5|ARH37_HUMAN	tr|A0A4X2KN03|A0A4X2KN03_VOMUR
OG0006809	sp|A8K0R7|ZN839_HUMAN	tr|A0A4X2K676|A0A4X2K676_VOMUR
OG0006810	sp|O43293|DAPK3_HUMAN	tr|A0A4X2ME59|A0A4X2ME59_VOMUR
OG0006811	sp|O43716|GATC_HUMAN	tr|A0A4X2KH33|A0A4X2KH33_VOMUR
OG0006812	sp|O75830|SPI2_HUMAN	tr|A0A4X2KZ25|A0A4X2KZ25_VOMUR
OG0006813	sp|O95433|AHSA1_HUMAN	tr|A0A4X2LDU6|A0A4X2LDU6_VOMUR
OG0006814	sp|O95754|SEM4F_HUMAN	tr|A0A4X2LRH6|A0A4X2LRH6_VOMUR
OG0006815	sp|O95755|RAB36_HUMAN	tr|A0A4X2L6C7|A0A4X2L6C7_VOMUR
OG0006816	sp|O95838|GLP2R_HUMAN	tr|A0A4X2KYK5|A0A4X2KYK5_VOMUR
OG0006817	sp|O95863|SNAI1_HUMAN	tr|A0A4X2LL45|A0A4X2LL45_VOMUR
OG0006818	sp|P12955|PEPD_HUMAN	tr|A0A4X2LI29|A0A4X2LI29_VOMUR
OG0006819	sp|P18509|PACA_HUMAN	tr|A0A4X2KVC3|A0A4X2KVC3_VOMUR
OG0006820	sp|P26440|IVD_HUMAN	tr|A0A4X2KMD8|A0A4X2KMD8_VOMUR
OG0006821	sp|P48436|SOX9_HUMAN	tr|A0A4X2L1P2|A0A4X2L1P2_VOMUR
OG0006822	sp|P51449|RORG_HUMAN	tr|A0A4X2LBH3|A0A4X2LBH3_VOMUR
OG0006823	sp|P52756|RBM5_HUMAN	tr|A0A4X2LMZ9|A0A4X2LMZ9_VOMUR
OG0006824	sp|P54198|HIRA_HUMAN	tr|A0A4X2LGQ3|A0A4X2LGQ3_VOMUR
OG0006825	sp|P54284|CACB3_HUMAN	tr|A0A4X2K846|A0A4X2K846_VOMUR
OG0006826	sp|P62079|TSN5_HUMAN	tr|A0A4X2JYZ4|A0A4X2JYZ4_VOMUR
OG0006827	sp|P81133|SIM1_HUMAN	tr|A0A4X2KH48|A0A4X2KH48_VOMUR
OG0006828	sp|P98161|PKD1_HUMAN	tr|A0A4X2KWQ0|A0A4X2KWQ0_VOMUR
OG0006829	sp|Q12789|TF3C1_HUMAN	tr|A0A4X2KBU3|A0A4X2KBU3_VOMUR
OG0006830	sp|Q12798|CETN1_HUMAN	tr|A0A4X2M0A9|A0A4X2M0A9_VOMUR
OG0006831	sp|Q13123|RED_HUMAN	tr|A0A4X2LFD9|A0A4X2LFD9_VOMUR
OG0006832	sp|Q13148|TADBP_HUMAN	tr|A0A4X2MCV7|A0A4X2MCV7_VOMUR
OG0006833	sp|Q13206|DDX10_HUMAN	tr|A0A4X2L222|A0A4X2L222_VOMUR
OG0006834	sp|Q13591|SEM5A_HUMAN	tr|A0A4X2M3J5|A0A4X2M3J5_VOMUR
OG0006835	sp|Q13751|LAMB3_HUMAN	tr|A0A4X2L050|A0A4X2L050_VOMUR
OG0006836	sp|Q14108|SCRB2_HUMAN	tr|A0A4X2KSI2|A0A4X2KSI2_VOMUR
OG0006837	sp|Q16890|TPD53_HUMAN	tr|A0A4X2LXK0|A0A4X2LXK0_VOMUR
OG0006839	sp|Q5JYT7|K1755_HUMAN	tr|A0A4X2KYK1|A0A4X2KYK1_VOMUR
OG0006840	sp|Q5TCZ1|SPD2A_HUMAN	tr|A0A4X2JU57|A0A4X2JU57_VOMUR
OG0006841	sp|Q6NS38|ALKB2_HUMAN	tr|A0A4X2KBV1|A0A4X2KBV1_VOMUR
OG0006842	sp|Q6P1A2|MBOA5_HUMAN	tr|A0A4X2K0H8|A0A4X2K0H8_VOMUR
OG0006843	sp|Q6UW02|CP20A_HUMAN	tr|A0A4X2KD20|A0A4X2KD20_VOMUR
OG0006844	sp|Q6ZSZ6|TSH1_HUMAN	tr|A0A4X2LYW6|A0A4X2LYW6_VOMUR
OG0006845	sp|Q7Z6V5|ADAT2_HUMAN	tr|A0A4X2K211|A0A4X2K211_VOMUR
OG0006846	sp|Q8IY51|TIGD4_HUMAN	tr|A0A4X2KU12|A0A4X2KU12_VOMUR
OG0006847	sp|Q8N7P1|PLD5_HUMAN	tr|A0A4X2KKP3|A0A4X2KKP3_VOMUR
OG0006848	sp|Q8TBF5|PIGX_HUMAN	tr|A0A4X2KM75|A0A4X2KM75_VOMUR
OG0006849	sp|Q96I59|SYNM_HUMAN	tr|A0A4X2LHH3|A0A4X2LHH3_VOMUR
OG0006850	sp|Q96L34|MARK4_HUMAN	tr|A0A4X2JLU6|A0A4X2JLU6_VOMUR
OG0006851	sp|Q96NB3|ZN830_HUMAN	tr|A0A4X2LGY5|A0A4X2LGY5_VOMUR
OG0006852	sp|Q96NJ5|KLH32_HUMAN	tr|A0A4X2KAT7|A0A4X2KAT7_VOMUR
OG0006853	sp|Q9BQB4|SOST_HUMAN	tr|A0A4X2LRS2|A0A4X2LRS2_VOMUR
OG0006854	sp|Q9BRN9|TM2D3_HUMAN	tr|A0A4X2KK70|A0A4X2KK70_VOMUR
OG0006855	sp|Q9NRN7|ADPPT_HUMAN	tr|A0A4X2L939|A0A4X2L939_VOMUR
OG0006856	sp|Q9NSB8|HOME2_HUMAN	tr|A0A4X2K066|A0A4X2K066_VOMUR
OG0006857	sp|Q9NXG6|P4HTM_HUMAN	tr|A0A4X2LQJ2|A0A4X2LQJ2_VOMUR
OG0006858	sp|Q9UHL9|GT2D1_HUMAN	tr|A0A4X2K0W1|A0A4X2K0W1_VOMUR
OG0006859	sp|Q9UNF0|PACN2_HUMAN	tr|A0A4X2KED9|A0A4X2KED9_VOMUR
OG0006860	sp|Q9UQ26|RIMS2_HUMAN	tr|A0A4X2KE59|A0A4X2KE59_VOMUR
OG0006861	sp|Q9Y3A6|TMED5_HUMAN	tr|A0A4X2LJB1|A0A4X2LJB1_VOMUR
OG0006862	sp|Q9Y534|CSDC2_HUMAN	tr|A0A4X2JRJ3|A0A4X2JRJ3_VOMUR
OG0006863	sp|Q9Y566|SHAN1_HUMAN	tr|A0A4X2K3P8|A0A4X2K3P8_VOMUR
OG0006864	sp|A0A0B4J268|TVA4_HUMAN	tr|A0A4X2LRH1|A0A4X2LRH1_VOMUR
OG0006865	sp|A6NKX4|S22AV_HUMAN	tr|A0A4X2M1G4|A0A4X2M1G4_VOMUR
OG0006866	sp|O14948|TFEC_HUMAN	tr|A0A4X2LX62|A0A4X2LX62_VOMUR
OG0006867	sp|O43633|CHM2A_HUMAN	tr|A0A4X2L438|A0A4X2L438_VOMUR
OG0006868	sp|O94855|SC24D_HUMAN	tr|A0A4X2KW56|A0A4X2KW56_VOMUR
OG0006869	sp|O95630|STABP_HUMAN	tr|A0A4X2MB52|A0A4X2MB52_VOMUR
OG0006870	sp|P08842|STS_HUMAN	tr|A0A4X2LBP6|A0A4X2LBP6_VOMUR
OG0006871	sp|P0C2W1|FBSP1_HUMAN	tr|A0A4X2KE65|A0A4X2KE65_VOMUR
OG0006872	sp|P0DMS9|TMIG3_HUMAN	tr|A0A4X2KPQ6|A0A4X2KPQ6_VOMUR
OG0006874	sp|P23435|CBLN1_HUMAN	tr|A0A4X2L8E4|A0A4X2L8E4_VOMUR
OG0006875	sp|P34910|EVI2B_HUMAN	tr|A0A4X2KRH5|A0A4X2KRH5_VOMUR
OG0006876	sp|P35523|CLCN1_HUMAN	tr|A0A4X2M8J5|A0A4X2M8J5_VOMUR
OG0006877	sp|P49321|NASP_HUMAN	tr|A0A4X2LNK4|A0A4X2LNK4_VOMUR
OG0006878	sp|P49683|PRLHR_HUMAN	tr|A0A4X2M4M1|A0A4X2M4M1_VOMUR
OG0006879	sp|P50616|TOB1_HUMAN	tr|A0A4X2L2S0|A0A4X2L2S0_VOMUR
OG0006880	sp|P51946|CCNH_HUMAN	tr|A0A4X2LMN6|A0A4X2LMN6_VOMUR
OG0006881	sp|P55064|AQP5_HUMAN	tr|A0A4X2KAE5|A0A4X2KAE5_VOMUR
OG0006882	sp|Q02223|TNR17_HUMAN	tr|A0A4X2KQQ1|A0A4X2KQQ1_VOMUR
OG0006883	sp|Q05586|NMDZ1_HUMAN	tr|A0A4X2KEZ7|A0A4X2KEZ7_VOMUR
OG0006884	sp|Q16570|ACKR1_HUMAN	tr|A0A4X2JZM2|A0A4X2JZM2_VOMUR
OG0006885	sp|Q16674|MIA_HUMAN	tr|A0A4X2MCA1|A0A4X2MCA1_VOMUR
OG0006886	sp|Q2KHT4|GSG1_HUMAN	tr|A0A4X2KBS3|A0A4X2KBS3_VOMUR
OG0006887	sp|Q2TAY7|SMU1_HUMAN	tr|A0A4X2L1B9|A0A4X2L1B9_VOMUR
OG0006888	sp|Q5T013|HYI_HUMAN	tr|A0A4X2JXE3|A0A4X2JXE3_VOMUR
OG0006889	sp|Q5T6S3|PHF19_HUMAN	tr|A0A4X2LLJ2|A0A4X2LLJ2_VOMUR
OG0006890	sp|Q5VWW1|C1QL3_HUMAN	tr|A0A4X2M972|A0A4X2M972_VOMUR
OG0006891	sp|Q6WCQ1|MPRIP_HUMAN	tr|A0A4X2KKP2|A0A4X2KKP2_VOMUR
OG0006892	sp|Q86UN2|R4RL1_HUMAN	tr|A0A4X2KME1|A0A4X2KME1_VOMUR
OG0006893	sp|Q86V21|AACS_HUMAN	tr|A0A4X2JSQ3|A0A4X2JSQ3_VOMUR
OG0006894	sp|Q86VW1|S22AG_HUMAN	tr|A0A4X2KPZ4|A0A4X2KPZ4_VOMUR
OG0006895	sp|Q86VW2|ARHGP_HUMAN	tr|A0A4X2M9F0|A0A4X2M9F0_VOMUR
OG0006896	sp|Q8IVA1|PCP2_HUMAN	tr|A0A4X2JND0|A0A4X2JND0_VOMUR
OG0006897	sp|Q8IZM8|ZN654_HUMAN	tr|A0A4X2LBR7|A0A4X2LBR7_VOMUR
OG0006898	sp|Q8N5H3|LRA25_HUMAN	tr|A0A4X2JRT1|A0A4X2JRT1_VOMUR
OG0006899	sp|Q8N7B9|EFCB3_HUMAN	tr|A0A4X2KQ84|A0A4X2KQ84_VOMUR
OG0006900	sp|Q8NFJ5|RAI3_HUMAN	tr|A0A4X2KHK4|A0A4X2KHK4_VOMUR
OG0006901	sp|Q8NGY1|O10Z1_HUMAN	tr|A0A4X2K362|A0A4X2K362_VOMUR
OG0006902	sp|Q8TEB7|RN128_HUMAN	tr|A0A4X2L355|A0A4X2L355_VOMUR
OG0006903	sp|Q92667|AKAP1_HUMAN	tr|A0A4X2L9M9|A0A4X2L9M9_VOMUR
OG0006904	sp|Q969E2|SCAM4_HUMAN	tr|A0A4X2LE33|A0A4X2LE33_VOMUR
OG0006905	sp|Q96A35|RM24_HUMAN	tr|A0A4X2L0Z1|A0A4X2L0Z1_VOMUR
OG0006906	sp|Q96BT1|CC049_HUMAN	tr|A0A4X2K774|A0A4X2K774_VOMUR
OG0006907	sp|Q96I15|SCLY_HUMAN	tr|A0A4X2LLL4|A0A4X2LLL4_VOMUR
OG0006908	sp|Q96K83|ZN521_HUMAN	tr|A0A4X2KQ27|A0A4X2KQ27_VOMUR
OG0006909	sp|Q96L96|ALPK3_HUMAN	tr|A0A4X2JYJ9|A0A4X2JYJ9_VOMUR
OG0006910	sp|Q9GZR7|DDX24_HUMAN	tr|A0A4X2M014|A0A4X2M014_VOMUR
OG0006911	sp|Q9H3C7|GGNB2_HUMAN	tr|A0A4X2KTX3|A0A4X2KTX3_VOMUR
OG0006912	sp|Q9H3S7|PTN23_HUMAN	tr|A0A4X2L0N4|A0A4X2L0N4_VOMUR
OG0006913	sp|Q9H7Y0|DIK2B_HUMAN	tr|A0A4X2K218|A0A4X2K218_VOMUR
OG0006914	sp|Q9NRM7|LATS2_HUMAN	tr|A0A4X2M1W1|A0A4X2M1W1_VOMUR
OG0006915	sp|Q9P296|C5AR2_HUMAN	tr|A0A4X2M809|A0A4X2M809_VOMUR
OG0006916	sp|Q9UBG3|CRNN_HUMAN	tr|A0A4X2LKM6|A0A4X2LKM6_VOMUR
OG0006917	sp|Q9UBP4|DKK3_HUMAN	tr|A0A4X2K026|A0A4X2K026_VOMUR
OG0006918	sp|Q9ULD6|INTU_HUMAN	tr|A0A4X2KL04|A0A4X2KL04_VOMUR
OG0006919	sp|Q9Y4E8|UBP15_HUMAN	tr|A0A4X2M1U5|A0A4X2M1U5_VOMUR
OG0006920	sp|Q9Y5Y4|PD2R2_HUMAN	tr|A0A4X2JXN3|A0A4X2JXN3_VOMUR
OG0006921	sp|Q9Y6G5|COMDA_HUMAN	tr|A0A4X2KUJ8|A0A4X2KUJ8_VOMUR
OG0006922	sp|A6NHN0|OTOL1_HUMAN	tr|A0A4X2KZV8|A0A4X2KZV8_VOMUR
OG0006923	sp|O43432|IF4G3_HUMAN	tr|A0A4X2M9P9|A0A4X2M9P9_VOMUR
OG0006924	sp|O43505|B4GA1_HUMAN	tr|A0A4X2JT03|A0A4X2JT03_VOMUR
OG0006925	sp|O60701|UGDH_HUMAN	tr|A0A4X2KKH8|A0A4X2KKH8_VOMUR
OG0006926	sp|O95721|SNP29_HUMAN	tr|A0A4X2LWA0|A0A4X2LWA0_VOMUR
OG0006927	sp|O95967|FBLN4_HUMAN	tr|A0A4X2JX92|A0A4X2JX92_VOMUR
OG0006928	sp|P08962|CD63_HUMAN	tr|A0A4X2M9P0|A0A4X2M9P0_VOMUR
OG0006929	sp|P0C2L3|F163B_HUMAN	tr|A0A4X2L252|A0A4X2L252_VOMUR
OG0006930	sp|P11836|CD20_HUMAN	tr|A0A4X2K5K7|A0A4X2K5K7_VOMUR
OG0006931	sp|P24855|DNAS1_HUMAN	tr|A0A4X2LM18|A0A4X2LM18_VOMUR
OG0006932	sp|P31939|PUR9_HUMAN	tr|A0A4X2JWJ2|A0A4X2JWJ2_VOMUR
OG0006933	sp|P35968|VGFR2_HUMAN	tr|A0A4X2KQ52|A0A4X2KQ52_VOMUR
OG0006934	sp|P53805|RCAN1_HUMAN	tr|A0A4X2K996|A0A4X2K996_VOMUR
OG0006935	sp|P82094|TMF1_HUMAN	tr|A0A4X2KJ45|A0A4X2KJ45_VOMUR
OG0006936	sp|P82650|RT22_HUMAN	tr|A0A4X2KHP7|A0A4X2KHP7_VOMUR
OG0006937	sp|Q13319|CD5R2_HUMAN	tr|A0A4X2JZ77|A0A4X2JZ77_VOMUR
OG0006938	sp|Q14677|EPN4_HUMAN	tr|A0A4X2K766|A0A4X2K766_VOMUR
OG0006939	sp|Q17R31|TATD3_HUMAN	tr|A0A4X2KRG5|A0A4X2KRG5_VOMUR
OG0006940	sp|Q53FT3|HIKES_HUMAN	tr|A0A4X2KF77|A0A4X2KF77_VOMUR
OG0006941	sp|Q5SQS7|SH24B_HUMAN	tr|A0A4X2L339|A0A4X2L339_VOMUR
OG0006942	sp|Q6GMV2|SMYD5_HUMAN	tr|A0A4X2JTI7|A0A4X2JTI7_VOMUR
OG0006943	sp|Q7RTY1|MOT9_HUMAN	tr|A0A4X2JQC4|A0A4X2JQC4_VOMUR
OG0006944	sp|Q7Z3K3|POGZ_HUMAN	tr|A0A4X2LHJ2|A0A4X2LHJ2_VOMUR
OG0006945	sp|Q7Z5H3|RHG22_HUMAN	tr|A0A4X2LAD2|A0A4X2LAD2_VOMUR
OG0006946	sp|Q86YF9|DZIP1_HUMAN	tr|A0A4X2M9Z4|A0A4X2M9Z4_VOMUR
OG0006947	sp|Q86YJ5|MARH9_HUMAN	tr|A0A4X2M749|A0A4X2M749_VOMUR
OG0006948	sp|Q8N865|CG031_HUMAN	tr|A0A4X2LLB7|A0A4X2LLB7_VOMUR
OG0006949	sp|Q8N8D1|PDCD7_HUMAN	tr|A0A4X2LAA3|A0A4X2LAA3_VOMUR
OG0006950	sp|Q8NC74|RB8NL_HUMAN	tr|A0A4X2LN50|A0A4X2LN50_VOMUR
OG0006951	sp|Q8NI38|IKBD_HUMAN	tr|A0A4X2M910|A0A4X2M910_VOMUR
OG0006952	sp|Q8TCT1|PHOP1_HUMAN	tr|A0A4X2KL88|A0A4X2KL88_VOMUR
OG0006953	sp|Q8TD55|PKHO2_HUMAN	tr|A0A4X2LHD6|A0A4X2LHD6_VOMUR
OG0006954	sp|Q8WVF5|KCTD4_HUMAN	tr|A0A4X2KPP5|A0A4X2KPP5_VOMUR
OG0006955	sp|Q92622|RUBIC_HUMAN	tr|A0A4X2KBZ6|A0A4X2KBZ6_VOMUR
OG0006956	sp|Q96FV0|LRC46_HUMAN	tr|A0A4X2KHJ5|A0A4X2KHJ5_VOMUR
OG0006957	sp|Q96HH4|TM169_HUMAN	tr|A0A4X2K3H5|A0A4X2K3H5_VOMUR
OG0006958	sp|Q96KV7|WDR90_HUMAN	tr|A0A4X2L8K1|A0A4X2L8K1_VOMUR
OG0006959	sp|Q96NY8|NECT4_HUMAN	tr|A0A4X2LVA6|A0A4X2LVA6_VOMUR
OG0006960	sp|Q9BQ48|RM34_HUMAN	tr|A0A4X2KUX5|A0A4X2KUX5_VOMUR
OG0006961	sp|Q9BSR8|YIPF4_HUMAN	tr|A0A4X2LMK0|A0A4X2LMK0_VOMUR
OG0006962	sp|Q9BTE0|NAT9_HUMAN	tr|A0A4X2L406|A0A4X2L406_VOMUR
OG0006963	sp|Q9BTP7|FAP24_HUMAN	tr|A0A4X2KQ90|A0A4X2KQ90_VOMUR
OG0006964	sp|Q9GZS1|RPA49_HUMAN	tr|A0A4X2L1U9|A0A4X2L1U9_VOMUR
OG0006965	sp|Q9H5I5|PIEZ2_HUMAN	tr|A0A4X2LLK7|A0A4X2LLK7_VOMUR
OG0006966	sp|Q9H5V9|STEEP_HUMAN	tr|A0A4X2LEI6|A0A4X2LEI6_VOMUR
OG0006967	sp|Q9HCT0|FGF22_HUMAN	tr|A0A4X2JM14|A0A4X2JM14_VOMUR
OG0006968	sp|Q9NQX1|PRDM5_HUMAN	tr|A0A4X2KWR3|A0A4X2KWR3_VOMUR
OG0006969	sp|Q9NR63|CP26B_HUMAN	tr|A0A4X2M0W3|A0A4X2M0W3_VOMUR
OG0006970	sp|Q9NUC0|SRTD4_HUMAN	tr|A0A4X2KZF3|A0A4X2KZF3_VOMUR
OG0006971	sp|Q9NVV5|AIG1_HUMAN	tr|A0A4X2JUS2|A0A4X2JUS2_VOMUR
OG0006972	sp|Q9UKA4|AKA11_HUMAN	tr|A0A4X2KKE9|A0A4X2KKE9_VOMUR
OG0006973	sp|Q9Y2I9|TBC30_HUMAN	tr|A0A4X2MDE9|A0A4X2MDE9_VOMUR
OG0006974	sp|Q9Y3I1|FBX7_HUMAN	tr|A0A4X2KAM4|A0A4X2KAM4_VOMUR
OG0006975	sp|Q9Y6J9|TAF6L_HUMAN	tr|A0A4X2JQL5|A0A4X2JQL5_VOMUR
OG0006976	sp|A4D263|SPT48_HUMAN	tr|A0A4X2L1R0|A0A4X2L1R0_VOMUR
OG0006977	sp|A6NM62|LRC53_HUMAN	tr|A0A4X2L7G3|A0A4X2L7G3_VOMUR
OG0006978	sp|O00198|HRK_HUMAN	tr|A0A4X2K3J4|A0A4X2K3J4_VOMUR
OG0006979	sp|O15218|GP182_HUMAN	tr|A0A4X2M9A1|A0A4X2M9A1_VOMUR
OG0006980	sp|O95749|GGPPS_HUMAN	tr|A0A4X2JYF8|A0A4X2JYF8_VOMUR
OG0006981	sp|P10071|GLI3_HUMAN	tr|A0A4X2KZ08|A0A4X2KZ08_VOMUR
OG0006982	sp|P21781|FGF7_HUMAN	tr|A0A4X2K870|A0A4X2K870_VOMUR
OG0006983	sp|P26640|SYVC_HUMAN	tr|A0A4X2K335|A0A4X2K335_VOMUR
OG0006984	sp|P31947|1433S_HUMAN	tr|A0A4X2KAU1|A0A4X2KAU1_VOMUR
OG0006985	sp|P41587|VIPR2_HUMAN	tr|A0A4X2KSW1|A0A4X2KSW1_VOMUR
OG0006986	sp|P50548|ERF_HUMAN	tr|A0A4X2KU59|A0A4X2KU59_VOMUR
OG0006987	sp|P56202|CATW_HUMAN	tr|A0A4X2JUM3|A0A4X2JUM3_VOMUR
OG0006988	sp|Q2TAA2|IAH1_HUMAN	tr|A0A4X2L7M9|A0A4X2L7M9_VOMUR
OG0006989	sp|Q52LA3|LIN52_HUMAN	tr|A0A4X2LJ06|A0A4X2LJ06_VOMUR
OG0006990	sp|Q5HYI7|MTX3_HUMAN	tr|A0A4X2LWC2|A0A4X2LWC2_VOMUR
OG0006991	sp|Q5RI15|COX20_HUMAN	tr|A0A4X2LIA7|A0A4X2LIA7_VOMUR
OG0006992	sp|Q5T6V5|QSPP_HUMAN	tr|A0A4X2LPG4|A0A4X2LPG4_VOMUR
OG0006993	sp|Q5U5X0|LYRM7_HUMAN	tr|A0A4X2LLQ0|A0A4X2LLQ0_VOMUR
OG0006994	sp|Q6N063|OGFD2_HUMAN	tr|A0A4X2K2A9|A0A4X2K2A9_VOMUR
OG0006995	sp|Q6ZRI0|OTOG_HUMAN	tr|A0A4X2KE03|A0A4X2KE03_VOMUR
OG0006996	sp|Q76KP1|B4GN4_HUMAN	tr|A0A4X2KAH0|A0A4X2KAH0_VOMUR
OG0006997	sp|Q86UX2|ITIH5_HUMAN	tr|A0A4X2L2Z6|A0A4X2L2Z6_VOMUR
OG0006998	sp|Q8IWZ6|BBS7_HUMAN	tr|A0A4X2KVB7|A0A4X2KVB7_VOMUR
OG0006999	sp|Q8IXM3|RM41_HUMAN	tr|A0A4X2KKI7|A0A4X2KKI7_VOMUR
OG0007001	sp|Q8NBP0|TTC13_HUMAN	tr|A0A4X2L6U9|A0A4X2L6U9_VOMUR
OG0007002	sp|Q8NFT2|STEA2_HUMAN	tr|A0A4X2M0C9|A0A4X2M0C9_VOMUR
OG0007003	sp|Q8TBM8|DJB14_HUMAN	tr|A0A4X2M2G2|A0A4X2M2G2_VOMUR
OG0007004	sp|Q92826|HXB13_HUMAN	tr|A0A4X2KKJ9|A0A4X2KKJ9_VOMUR
OG0007005	sp|Q96EX1|SIM12_HUMAN	tr|A0A4X2JZQ2|A0A4X2JZQ2_VOMUR
OG0007006	sp|Q96H78|S2544_HUMAN	tr|A0A4X2LDR1|A0A4X2LDR1_VOMUR
OG0007007	sp|Q96PD6|MOGT1_HUMAN	tr|A0A4X2LF23|A0A4X2LF23_VOMUR
OG0007008	sp|Q99453|PHX2B_HUMAN	tr|A0A4X2KM57|A0A4X2KM57_VOMUR
OG0007009	sp|Q9BRG2|SH23A_HUMAN	tr|A0A4X2MDZ0|A0A4X2MDZ0_VOMUR
OG0007010	sp|Q9BYN7|ZN341_HUMAN	tr|A0A4X2LMF2|A0A4X2LMF2_VOMUR
OG0007011	sp|Q9C0I1|MTMRC_HUMAN	tr|A0A4X2KAG6|A0A4X2KAG6_VOMUR
OG0007012	sp|Q9HC58|NCKX3_HUMAN	tr|A0A4X2K7U1|A0A4X2K7U1_VOMUR
OG0007013	sp|Q9NQ50|RM40_HUMAN	tr|A0A4X2LGN2|A0A4X2LGN2_VOMUR
OG0007014	sp|Q9NQV6|PRD10_HUMAN	tr|A0A4X2LWN2|A0A4X2LWN2_VOMUR
OG0007015	sp|Q9NRN5|OLFL3_HUMAN	tr|A0A4X2KI19|A0A4X2KI19_VOMUR
OG0007016	sp|Q9NRX4|PHP14_HUMAN	tr|A0A4X2KEA7|A0A4X2KEA7_VOMUR
OG0007017	sp|Q9NUQ2|PLCE_HUMAN	tr|A0A4X2KMC9|A0A4X2KMC9_VOMUR
OG0007018	sp|Q9NVH6|TMLH_HUMAN	tr|A0A4X2M0W5|A0A4X2M0W5_VOMUR
OG0007019	sp|Q9P2R6|RERE_HUMAN	tr|A0A4X2MB07|A0A4X2MB07_VOMUR
OG0007020	sp|Q9UID6|ZN639_HUMAN	tr|A0A4X2L2M5|A0A4X2L2M5_VOMUR
OG0007021	sp|Q9UJH8|METRN_HUMAN	tr|A0A4X2L849|A0A4X2L849_VOMUR
OG0007022	sp|Q9UJQ7|SCP2D_HUMAN	tr|A0A4X2KF89|A0A4X2KF89_VOMUR
OG0007023	sp|Q9UQ05|KCNH4_HUMAN	tr|A0A4X2LC82|A0A4X2LC82_VOMUR
OG0007024	sp|Q9Y448|SKAP_HUMAN	tr|A0A4X2KF35|A0A4X2KF35_VOMUR
OG0007025	sp|A6NEL2|SWAHB_HUMAN	tr|A0A4X2KXW6|A0A4X2KXW6_VOMUR
OG0007026	sp|O00499|BIN1_HUMAN	tr|A0A4X2KTU4|A0A4X2KTU4_VOMUR
OG0007027	sp|O60512|B4GT3_HUMAN	tr|A0A4X2LWF3|A0A4X2LWF3_VOMUR
OG0007028	sp|O60725|ICMT_HUMAN	tr|A0A4X2MBB7|A0A4X2MBB7_VOMUR
OG0007029	sp|O75494|SRS10_HUMAN	tr|A0A4X2M7T0|A0A4X2M7T0_VOMUR
OG0007030	sp|O95096|NKX22_HUMAN	tr|A0A4X2KD54|A0A4X2KD54_VOMUR
OG0007031	sp|O95342|ABCBB_HUMAN	tr|A0A4X2LYP4|A0A4X2LYP4_VOMUR
OG0007032	sp|P15056|BRAF_HUMAN	tr|A0A4X2L4F9|A0A4X2L4F9_VOMUR
OG0007033	sp|P21854|CD72_HUMAN	tr|A0A4X2LE66|A0A4X2LE66_VOMUR
OG0007034	sp|P32019|I5P2_HUMAN	tr|A0A4X2JUN2|A0A4X2JUN2_VOMUR
