Orthogroup	Homo_sapiens	Neotoma_lepida
OG0010110	sp|O60673|REV3L_HUMAN	tr|A0A1A6G569|A0A1A6G569_NEOLE
OG0010111	sp|O75553|DAB1_HUMAN	tr|A0A1A6HIP6|A0A1A6HIP6_NEOLE
OG0010112	sp|O94811|TPPP_HUMAN	tr|A0A1A6HYZ2|A0A1A6HYZ2_NEOLE
OG0010113	sp|O95685|PPR3D_HUMAN	tr|A0A1A6HIR7|A0A1A6HIR7_NEOLE
OG0010114	sp|P01130|LDLR_HUMAN	tr|A0A1A6HMA9|A0A1A6HMA9_NEOLE
OG0010115	sp|P05556|ITB1_HUMAN	tr|A0A1A6GS54|A0A1A6GS54_NEOLE
OG0010116	sp|P10911|MCF2_HUMAN	tr|A0A1A6GX50|A0A1A6GX50_NEOLE
OG0010117	sp|P16150|LEUK_HUMAN	tr|A0A1A6GC60|A0A1A6GC60_NEOLE
OG0010118	sp|P28906|CD34_HUMAN	tr|A0A1A6GZG0|A0A1A6GZG0_NEOLE
OG0010119	sp|P47989|XDH_HUMAN	tr|A0A1A6FVW4|A0A1A6FVW4_NEOLE
OG0010120	sp|P54922|ADPRH_HUMAN	tr|A0A1A6GWQ9|A0A1A6GWQ9_NEOLE
OG0010121	sp|P61201|CSN2_HUMAN	tr|A0A1A6H022|A0A1A6H022_NEOLE
OG0010122	sp|P63208|SKP1_HUMAN	tr|A0A1A6GLE0|A0A1A6GLE0_NEOLE
OG0010123	sp|Q02153|GCYB1_HUMAN	tr|A0A1A6HD91|A0A1A6HD91_NEOLE
OG0010124	sp|Q15915|ZIC1_HUMAN	tr|A0A1A6GD22|A0A1A6GD22_NEOLE
OG0010125	sp|Q5JQC9|AKAP4_HUMAN	tr|A0A1A6HTN1|A0A1A6HTN1_NEOLE
OG0010126	sp|Q68DD2|PA24F_HUMAN	tr|A0A1A6HVE9|A0A1A6HVE9_NEOLE
OG0010127	sp|Q6P050|FXL22_HUMAN	tr|A0A1A6HLD4|A0A1A6HLD4_NEOLE
OG0010128	sp|Q6SZW1|SARM1_HUMAN	tr|A0A1A6GNF4|A0A1A6GNF4_NEOLE
OG0010129	sp|Q7RTY3|PRS45_HUMAN	tr|A0A1A6G2J8|A0A1A6G2J8_NEOLE
OG0010130	sp|Q86VR7|VS10L_HUMAN	tr|A0A1A6H5V0|A0A1A6H5V0_NEOLE
OG0010131	sp|Q8N1Q8|THEM5_HUMAN	tr|A0A1A6HDX5|A0A1A6HDX5_NEOLE
OG0010132	sp|Q8N819|PPM1N_HUMAN	tr|A0A1A6GG79|A0A1A6GG79_NEOLE
OG0010133	sp|Q8NEE8|TTC16_HUMAN	tr|A0A1A6GTN3|A0A1A6GTN3_NEOLE
OG0010134	sp|Q92537|SUSD6_HUMAN	tr|A0A1A6GGX8|A0A1A6GGX8_NEOLE
OG0010135	sp|Q92619|HMHA1_HUMAN	tr|A0A1A6H943|A0A1A6H943_NEOLE
OG0010136	sp|Q96AJ1|CLUA1_HUMAN	tr|A0A1A6GZC6|A0A1A6GZC6_NEOLE
OG0010137	sp|Q96JI7|SPTCS_HUMAN	tr|A0A1A6GQ27|A0A1A6GQ27_NEOLE
OG0010138	sp|Q9BXU0|TEX12_HUMAN	tr|A0A1A6HZC9|A0A1A6HZC9_NEOLE
OG0010139	sp|Q9H694|BICC1_HUMAN	tr|A0A1A6GSF0|A0A1A6GSF0_NEOLE
OG0010140	sp|Q9NQR4|NIT2_HUMAN	tr|A0A1A6GCL7|A0A1A6GCL7_NEOLE
OG0010141	sp|Q9NRP0|OSTC_HUMAN	tr|A0A1A6HK55|A0A1A6HK55_NEOLE
OG0010142	sp|Q9UJ90|KCNE5_HUMAN	tr|A0A1A6HX65|A0A1A6HX65_NEOLE
OG0010143	sp|Q9ULV3|CIZ1_HUMAN	tr|A0A1A6GSZ8|A0A1A6GSZ8_NEOLE
OG0010144	sp|Q9UMY1|NOL7_HUMAN	tr|A0A1A6HWG1|A0A1A6HWG1_NEOLE
OG0010145	sp|Q9Y4A5|TRRAP_HUMAN	tr|A0A1A6G4B9|A0A1A6G4B9_NEOLE
OG0010146	sp|Q9Y520|PRC2C_HUMAN	tr|A0A1A6HCP7|A0A1A6HCP7_NEOLE
OG0010147	sp|Q9Y6R7|FCGBP_HUMAN	tr|A0A1A6GGL0|A0A1A6GGL0_NEOLE
OG0010148	sp|A1L453|PRS38_HUMAN	tr|A0A1A6FX02|A0A1A6FX02_NEOLE
OG0010149	sp|A6NK44|GLOD5_HUMAN	tr|A0A1A6HSD9|A0A1A6HSD9_NEOLE
OG0010150	sp|O14521|DHSD_HUMAN	tr|A0A1A6HXW5|A0A1A6HXW5_NEOLE
OG0010151	sp|O60502|OGA_HUMAN	tr|A0A1A6GV31|A0A1A6GV31_NEOLE
OG0010152	sp|O75364|PITX3_HUMAN	tr|A0A1A6GTP6|A0A1A6GTP6_NEOLE
OG0010153	sp|O75417|DPOLQ_HUMAN	tr|A0A1A6G0R8|A0A1A6G0R8_NEOLE
OG0010154	sp|P21918|DRD5_HUMAN	tr|A0A1A6GS55|A0A1A6GS55_NEOLE
OG0010155	sp|P40938|RFC3_HUMAN	tr|A0A1A6HMW6|A0A1A6HMW6_NEOLE
OG0010156	sp|P42285|MTREX_HUMAN	tr|A0A1A6GRN8|A0A1A6GRN8_NEOLE
OG0010157	sp|P46109|CRKL_HUMAN	tr|A0A1A6GCK4|A0A1A6GCK4_NEOLE
OG0010158	sp|P46937|YAP1_HUMAN	tr|A0A1A6GD84|A0A1A6GD84_NEOLE
OG0010159	sp|P50479|PDLI4_HUMAN	tr|A0A1A6HPL6|A0A1A6HPL6_NEOLE
OG0010160	sp|P52657|T2AG_HUMAN	tr|A0A1A6HFR9|A0A1A6HFR9_NEOLE
OG0010161	sp|P55211|CASP9_HUMAN	tr|A0A1A6GN67|A0A1A6GN67_NEOLE
OG0010162	sp|P60602|ROMO1_HUMAN	tr|A0A1A6GHP6|A0A1A6GHP6_NEOLE
OG0010163	sp|P63279|UBC9_HUMAN	tr|A0A1A6HJL3|A0A1A6HJL3_NEOLE
OG0010164	sp|Q12972|PP1R8_HUMAN	tr|A0A1A6FZ76|A0A1A6FZ76_NEOLE
OG0010165	sp|Q13790|APOF_HUMAN	tr|A0A1A6H080|A0A1A6H080_NEOLE
OG0010166	sp|Q15738|NSDHL_HUMAN	tr|A0A1A6H8A3|A0A1A6H8A3_NEOLE
OG0010167	sp|Q15846|CLUL1_HUMAN	tr|A0A1A6GKA2|A0A1A6GKA2_NEOLE
OG0010168	sp|Q17RM4|CC142_HUMAN	tr|A0A1A6FVJ0|A0A1A6FVJ0_NEOLE
OG0010169	sp|Q2I0M5|RSPO4_HUMAN	tr|A0A1A6HBB1|A0A1A6HBB1_NEOLE
OG0010170	sp|Q5JTH9|RRP12_HUMAN	tr|A0A1A6GH96|A0A1A6GH96_NEOLE
OG0010171	sp|Q5TAT6|CODA1_HUMAN	tr|A0A1A6HL12|A0A1A6HL12_NEOLE
OG0010172	sp|Q5VW38|GP107_HUMAN	tr|A0A1A6GS51|A0A1A6GS51_NEOLE
OG0010173	sp|Q7Z6J2|GRASP_HUMAN	tr|A0A1A6HRK5|A0A1A6HRK5_NEOLE
OG0010174	sp|Q86UY5|FA83A_HUMAN	tr|A0A1A6GMR7|A0A1A6GMR7_NEOLE
OG0010175	sp|Q8IUR5|TMTC1_HUMAN	tr|A0A1A6GDP6|A0A1A6GDP6_NEOLE
OG0010176	sp|Q8N565|MREG_HUMAN	tr|A0A1A6HC84|A0A1A6HC84_NEOLE
OG0010177	sp|Q8N5N7|RM50_HUMAN	tr|A0A1A6GW24|A0A1A6GW24_NEOLE
OG0010178	sp|Q8TBE0|BAHD1_HUMAN	tr|A0A1A6H647|A0A1A6H647_NEOLE
OG0010179	sp|Q8TBZ6|TM10A_HUMAN	tr|A0A1A6HHV5|A0A1A6HHV5_NEOLE
OG0010180	sp|Q8TD43|TRPM4_HUMAN	tr|A0A1A6G3F8|A0A1A6G3F8_NEOLE
OG0010181	sp|Q969V3|NCLN_HUMAN	tr|A0A1A6HD25|A0A1A6HD25_NEOLE
OG0010182	sp|Q96D59|RN183_HUMAN	tr|A0A1A6HFX3|A0A1A6HFX3_NEOLE
OG0010183	sp|Q96GC5|RM48_HUMAN	tr|A0A1A6GGX6|A0A1A6GGX6_NEOLE
OG0010184	sp|Q96IY1|NSL1_HUMAN	tr|A0A1A6GT41|A0A1A6GT41_NEOLE
OG0010185	sp|Q96L33|RHOV_HUMAN	tr|A0A1A6H668|A0A1A6H668_NEOLE
OG0010186	sp|Q99962|SH3G2_HUMAN	tr|A0A1A6H0P8|A0A1A6H0P8_NEOLE
OG0010187	sp|Q9BSB4|ATGA1_HUMAN	tr|A0A1A6HTM0|A0A1A6HTM0_NEOLE
OG0010188	sp|Q9BZI1|IRX2_HUMAN	tr|A0A1A6H178|A0A1A6H178_NEOLE
OG0010189	sp|Q9H492|MLP3A_HUMAN	tr|A0A1A6GJ62|A0A1A6GJ62_NEOLE
OG0010190	sp|Q9H7M9|VISTA_HUMAN	tr|A0A1A6G0C1|A0A1A6G0C1_NEOLE
OG0010191	sp|Q9UBK2|PRGC1_HUMAN	tr|A0A1A6GCV4|A0A1A6GCV4_NEOLE
OG0010192	sp|Q9UHD4|CIDEB_HUMAN	tr|A0A1A6HYY6|A0A1A6HYY6_NEOLE
OG0010193	sp|Q9UNQ2|DIM1_HUMAN	tr|A0A1A6HP72|A0A1A6HP72_NEOLE
OG0010194	sp|Q9Y2V2|CHSP1_HUMAN	tr|A0A1A6GCQ9|A0A1A6GCQ9_NEOLE
OG0010195	sp|Q9Y2Y0|AR2BP_HUMAN	tr|A0A1A6HAA4|A0A1A6HAA4_NEOLE
OG0010196	sp|Q9Y467|SALL2_HUMAN	tr|A0A1A6H9L2|A0A1A6H9L2_NEOLE
OG0010197	sp|Q9Y5X2|SNX8_HUMAN	tr|A0A1A6GSM4|A0A1A6GSM4_NEOLE
OG0010198	sp|A1L188|NDUF8_HUMAN	tr|A0A1A6HZ68|A0A1A6HZ68_NEOLE
OG0010199	sp|A2IDD5|CCD78_HUMAN	tr|A0A1A6HWR3|A0A1A6HWR3_NEOLE
OG0010200	sp|O00244|ATOX1_HUMAN	tr|A0A1A6HL16|A0A1A6HL16_NEOLE
OG0010201	sp|O14617|AP3D1_HUMAN	tr|A0A1A6G399|A0A1A6G399_NEOLE
OG0010202	sp|O14733|MP2K7_HUMAN	tr|A0A1A6GEF9|A0A1A6GEF9_NEOLE
OG0010203	sp|O60682|MUSC_HUMAN	tr|A0A1A6HXB7|A0A1A6HXB7_NEOLE
OG0010204	sp|O75807|PR15A_HUMAN	tr|A0A1A6G2E1|A0A1A6G2E1_NEOLE
OG0010205	sp|O75832|PSD10_HUMAN	tr|A0A1A6G2J0|A0A1A6G2J0_NEOLE
OG0010206	sp|O95639|CPSF4_HUMAN	tr|A0A1A6G444|A0A1A6G444_NEOLE
OG0010207	sp|P07988|PSPB_HUMAN	tr|A0A1A6HTA3|A0A1A6HTA3_NEOLE
OG0010208	sp|P20062|TCO2_HUMAN	tr|A0A1A6HRS0|A0A1A6HRS0_NEOLE
OG0010209	sp|P23142|FBLN1_HUMAN	tr|A0A1A6G5P6|A0A1A6G5P6_NEOLE
OG0010210	sp|P30038|AL4A1_HUMAN	tr|A0A1A6G2I1|A0A1A6G2I1_NEOLE
OG0010211	sp|P30872|SSR1_HUMAN	tr|A0A1A6GWL7|A0A1A6GWL7_NEOLE
OG0010212	sp|P49895|IOD1_HUMAN	tr|A0A1A6HEJ5|A0A1A6HEJ5_NEOLE
OG0010213	sp|P52655|TF2AA_HUMAN	tr|A0A1A6HPR1|A0A1A6HPR1_NEOLE
OG0010214	sp|P55060|XPO2_HUMAN	tr|A0A1A6HVG8|A0A1A6HVG8_NEOLE
OG0010215	sp|P78345|RPP38_HUMAN	tr|A0A1A6HGR9|A0A1A6HGR9_NEOLE
OG0010216	sp|Q13685|AAMP_HUMAN	tr|A0A1A6HDX6|A0A1A6HDX6_NEOLE
OG0010217	sp|Q14534|ERG1_HUMAN	tr|A0A1A6G138|A0A1A6G138_NEOLE
OG0010218	sp|Q15906|VPS72_HUMAN	tr|A0A1A6HNC7|A0A1A6HNC7_NEOLE
OG0010219	sp|Q16661|GUC2B_HUMAN	tr|A0A1A6HM75|A0A1A6HM75_NEOLE
OG0010220	sp|Q1A5X6|IQCJ_HUMAN	tr|A0A1A6H626|A0A1A6H626_NEOLE
OG0010221	sp|Q2VPB7|AP5B1_HUMAN	tr|A0A1A6GR76|A0A1A6GR76_NEOLE
OG0010222	sp|Q5BJD5|TM41B_HUMAN	tr|A0A1A6G4Y9|A0A1A6G4Y9_NEOLE
OG0010223	sp|Q5HYK7|SH319_HUMAN	tr|A0A1A6GT06|A0A1A6GT06_NEOLE
OG0010224	sp|Q5JVS0|HABP4_HUMAN	tr|A0A1A6GLF5|A0A1A6GLF5_NEOLE
OG0010225	sp|Q5TEZ5|CF163_HUMAN	tr|A0A1A6GVB1|A0A1A6GVB1_NEOLE
OG0010226	sp|Q5XPI4|RN123_HUMAN	tr|A0A1A6H0F7|A0A1A6H0F7_NEOLE
OG0010227	sp|Q6P087|RUSD3_HUMAN	tr|A0A1A6HN42|A0A1A6HN42_NEOLE
OG0010228	sp|Q6XD76|ASCL4_HUMAN	tr|A0A1A6HK47|A0A1A6HK47_NEOLE
OG0010229	sp|Q7L014|DDX46_HUMAN	tr|A0A1A6GGX5|A0A1A6GGX5_NEOLE
OG0010230	sp|Q86XA0|MET23_HUMAN	tr|A0A1A6H6Z4|A0A1A6H6Z4_NEOLE
OG0010231	sp|Q86XI8|ZSWM9_HUMAN	tr|A0A1A6FVM7|A0A1A6FVM7_NEOLE
OG0010232	sp|Q8IXJ6|SIR2_HUMAN	tr|A0A1A6GUW8|A0A1A6GUW8_NEOLE
OG0010233	sp|Q8IYB3|SRRM1_HUMAN	tr|A0A1A6GBK7|A0A1A6GBK7_NEOLE
OG0010234	sp|Q8IYW2|CFA46_HUMAN	tr|A0A1A6H2Z7|A0A1A6H2Z7_NEOLE
OG0010235	sp|Q8NFD2|ANKK1_HUMAN	tr|A0A1A6FYJ7|A0A1A6FYJ7_NEOLE
OG0010236	sp|Q8TAL6|FIBIN_HUMAN	tr|A0A1A6GUU5|A0A1A6GUU5_NEOLE
OG0010237	sp|Q8WUU8|TM174_HUMAN	tr|A0A1A6HRD1|A0A1A6HRD1_NEOLE
OG0010238	sp|Q8WWZ1|IL1FA_HUMAN	tr|A0A1A6GJR8|A0A1A6GJR8_NEOLE
OG0010239	sp|Q969H8|MYDGF_HUMAN	tr|A0A1A6HXC4|A0A1A6HXC4_NEOLE
OG0010240	sp|Q96B02|UBE2W_HUMAN	tr|A0A1A6GRV1|A0A1A6GRV1_NEOLE
OG0010241	sp|Q96FV9|THOC1_HUMAN	tr|A0A1A6H734|A0A1A6H734_NEOLE
OG0010242	sp|Q96H55|MYO19_HUMAN	tr|A0A1A6GNM8|A0A1A6GNM8_NEOLE
OG0010243	sp|Q96MN9|ZN488_HUMAN	tr|A0A1A6FVC8|A0A1A6FVC8_NEOLE
OG0010244	sp|Q99583|MNT_HUMAN	tr|A0A1A6I0W1|A0A1A6I0W1_NEOLE
OG0010245	sp|Q9BPW5|RSLBB_HUMAN	tr|A0A1A6HX23|A0A1A6HX23_NEOLE
OG0010246	sp|Q9BSJ8|ESYT1_HUMAN	tr|A0A1A6GY01|A0A1A6GY01_NEOLE
OG0010247	sp|Q9H4F1|SIA7D_HUMAN	tr|A0A1A6GUF4|A0A1A6GUF4_NEOLE
OG0010248	sp|Q9H7L9|SDS3_HUMAN	tr|A0A1A6HUA5|A0A1A6HUA5_NEOLE
OG0010249	sp|Q9H7T9|AUNIP_HUMAN	tr|A0A1A6GCW0|A0A1A6GCW0_NEOLE
OG0010250	sp|Q9HBK9|AS3MT_HUMAN	tr|A0A1A6GT56|A0A1A6GT56_NEOLE
OG0010251	sp|Q9NP85|PODO_HUMAN	tr|A0A1A6GFL1|A0A1A6GFL1_NEOLE
OG0010252	sp|Q9NQS1|AVEN_HUMAN	tr|A0A1A6GW41|A0A1A6GW41_NEOLE
OG0010253	sp|Q9NS67|GPR27_HUMAN	tr|A0A1A6H0Q1|A0A1A6H0Q1_NEOLE
OG0010254	sp|Q9UBL3|ASH2L_HUMAN	tr|A0A1A6GNY6|A0A1A6GNY6_NEOLE
OG0010255	sp|Q9UDW3|ZMAT5_HUMAN	tr|A0A1A6H8I6|A0A1A6H8I6_NEOLE
OG0010256	sp|Q9UIS9|MBD1_HUMAN	tr|A0A1A6HIU2|A0A1A6HIU2_NEOLE
OG0010257	sp|Q9Y450|HBS1L_HUMAN	tr|A0A1A6HGJ9|A0A1A6HGJ9_NEOLE
OG0010258	sp|Q9Y5R4|HEMK1_HUMAN	tr|A0A1A6HJG6|A0A1A6HJG6_NEOLE
OG0010259	sp|Q9Y6X4|F169A_HUMAN	tr|A0A1A6HEI4|A0A1A6HEI4_NEOLE
OG0010260	sp|A1A5B4|ANO9_HUMAN	tr|A0A1A6GX49|A0A1A6GX49_NEOLE
OG0010261	sp|A6NKN8|PC4L1_HUMAN	tr|A0A1A6HYH4|A0A1A6HYH4_NEOLE
OG0010262	sp|A6NMD0|IFM10_HUMAN	tr|A0A1A6H8I4|A0A1A6H8I4_NEOLE
OG0010263	sp|O14683|P5I11_HUMAN	tr|A0A1A6GQH3|A0A1A6GQH3_NEOLE
OG0010264	sp|O95972|BMP15_HUMAN	tr|A0A1A6FWH4|A0A1A6FWH4_NEOLE
OG0010265	sp|P05111|INHA_HUMAN	tr|A0A1A6G324|A0A1A6G324_NEOLE
OG0010266	sp|P08912|ACM5_HUMAN	tr|A0A1A6GID8|A0A1A6GID8_NEOLE
OG0010267	sp|P14778|IL1R1_HUMAN	tr|A0A1A6HPS3|A0A1A6HPS3_NEOLE
OG0010268	sp|P17022|ZNF18_HUMAN	tr|A0A1A6FUT6|A0A1A6FUT6_NEOLE
OG0010269	sp|P19447|ERCC3_HUMAN	tr|A0A1A6HF98|A0A1A6HF98_NEOLE
OG0010270	sp|P36402|TCF7_HUMAN	tr|A0A1A6GMT2|A0A1A6GMT2_NEOLE
OG0010271	sp|P36542|ATPG_HUMAN	tr|A0A1A6HHU1|A0A1A6HHU1_NEOLE
OG0010272	sp|P83876|TXN4A_HUMAN	tr|A0A1A6GS14|A0A1A6GS14_NEOLE
OG0010273	sp|Q13435|SF3B2_HUMAN	tr|A0A1A6GQV4|A0A1A6GQV4_NEOLE
OG0010274	sp|Q15599|NHRF2_HUMAN	tr|A0A1A6HRJ2|A0A1A6HRJ2_NEOLE
OG0010275	sp|Q16082|HSPB2_HUMAN	tr|A0A1A6HXY3|A0A1A6HXY3_NEOLE
OG0010276	sp|Q16222|UAP1_HUMAN	tr|A0A1A6H0B9|A0A1A6H0B9_NEOLE
OG0010277	sp|Q3MIP1|IPIL2_HUMAN	tr|A0A1A6FUN9|A0A1A6FUN9_NEOLE
OG0010278	sp|Q5VU43|MYOME_HUMAN	tr|A0A1A6H8V5|A0A1A6H8V5_NEOLE
OG0010279	sp|Q5VUA4|ZN318_HUMAN	tr|A0A1A6FXW9|A0A1A6FXW9_NEOLE
OG0010280	sp|Q6ICG8|WBP2L_HUMAN	tr|A0A1A6GRN0|A0A1A6GRN0_NEOLE
OG0010281	sp|Q6P2E9|EDC4_HUMAN	tr|A0A1A6FYR6|A0A1A6FYR6_NEOLE
OG0010282	sp|Q70CQ4|UBP31_HUMAN	tr|A0A1A6H799|A0A1A6H799_NEOLE
OG0010283	sp|Q7Z4R8|CF120_HUMAN	tr|A0A1A6HNB4|A0A1A6HNB4_NEOLE
OG0010284	sp|Q7Z569|BRAP_HUMAN	tr|A0A1A6FZ18|A0A1A6FZ18_NEOLE
OG0010285	sp|Q7Z5W3|BN3D2_HUMAN	tr|A0A1A6HMJ5|A0A1A6HMJ5_NEOLE
OG0010286	sp|Q8IXY8|PPIL6_HUMAN	tr|A0A1A6HLI1|A0A1A6HLI1_NEOLE
OG0010287	sp|Q8IY42|CD019_HUMAN	tr|A0A1A6FW78|A0A1A6FW78_NEOLE
OG0010288	sp|Q8N5G2|MACOI_HUMAN	tr|A0A1A6GE41|A0A1A6GE41_NEOLE
OG0010289	sp|Q8N7C0|LRC52_HUMAN	tr|A0A1A6HR98|A0A1A6HR98_NEOLE
OG0010290	sp|Q8NA29|NLS1_HUMAN	tr|A0A1A6HT05|A0A1A6HT05_NEOLE
OG0010291	sp|Q8NBH2|KY_HUMAN	tr|A0A1A6G2I5|A0A1A6G2I5_NEOLE
OG0010293	sp|Q8TF68|ZN384_HUMAN	tr|A0A1A6GH31|A0A1A6GH31_NEOLE
OG0010294	sp|Q96FX8|PERP_HUMAN	tr|A0A1A6HPG8|A0A1A6HPG8_NEOLE
OG0010295	sp|Q9BRP0|OVOL2_HUMAN	tr|A0A1A6HFS0|A0A1A6HFS0_NEOLE
OG0010296	sp|Q9BV44|THUM3_HUMAN	tr|A0A1A6HNQ7|A0A1A6HNQ7_NEOLE
OG0010297	sp|Q9HB96|FANCE_HUMAN	tr|A0A1A6HZU6|A0A1A6HZU6_NEOLE
OG0010298	sp|Q9NPG2|NGB_HUMAN	tr|A0A1A6HM48|A0A1A6HM48_NEOLE
OG0010299	sp|Q9NQ88|TIGAR_HUMAN	tr|A0A1A6HRJ1|A0A1A6HRJ1_NEOLE
OG0010300	sp|Q9NQC1|JADE2_HUMAN	tr|A0A1A6HXK9|A0A1A6HXK9_NEOLE
OG0010301	sp|Q9NVH1|DJC11_HUMAN	tr|A0A1A6HS70|A0A1A6HS70_NEOLE
OG0010302	sp|Q9P0N9|TBCD7_HUMAN	tr|A0A1A6HXS4|A0A1A6HXS4_NEOLE
OG0010303	sp|Q9P2K1|C2D2A_HUMAN	tr|A0A1A6HUC9|A0A1A6HUC9_NEOLE
OG0010304	sp|Q9UBC1|IKBL1_HUMAN	tr|A0A1A6G1N7|A0A1A6G1N7_NEOLE
OG0010305	sp|Q9UNN4|TF2AY_HUMAN	tr|A0A1A6GK92|A0A1A6GK92_NEOLE
OG0010306	sp|Q9UQF2|JIP1_HUMAN	tr|A0A1A6HR00|A0A1A6HR00_NEOLE
OG0010307	sp|A0A1B0GWB2|PRT1B_HUMAN	tr|A0A1A6H397|A0A1A6H397_NEOLE
OG0010308	sp|A6NJG2|SWAHD_HUMAN	tr|A0A1A6GR57|A0A1A6GR57_NEOLE
OG0010309	sp|O15370|SOX12_HUMAN	tr|A0A1A6H8K8|A0A1A6H8K8_NEOLE
OG0010310	sp|O94830|DDHD2_HUMAN	tr|A0A1A6GNY1|A0A1A6GNY1_NEOLE
OG0010311	sp|O95793|STAU1_HUMAN	tr|A0A1A6HVF7|A0A1A6HVF7_NEOLE
OG0010312	sp|P09693|CD3G_HUMAN	tr|A0A1A6FY73|A0A1A6FY73_NEOLE
OG0010314	sp|P0C7T5|ATX1L_HUMAN	tr|A0A1A6H7D5|A0A1A6H7D5_NEOLE
OG0010315	sp|P11086|PNMT_HUMAN	tr|A0A1A6HKA8|A0A1A6HKA8_NEOLE
OG0010316	sp|P21964|COMT_HUMAN	tr|A0A1A6GBE0|A0A1A6GBE0_NEOLE
OG0010317	sp|P46695|IEX1_HUMAN	tr|A0A1A6H8F4|A0A1A6H8F4_NEOLE
OG0010318	sp|P54852|EMP3_HUMAN	tr|A0A1A6G2G5|A0A1A6G2G5_NEOLE
OG0010319	sp|P56597|NDK5_HUMAN	tr|A0A1A6HSH6|A0A1A6HSH6_NEOLE
OG0010320	sp|Q0VDI3|TM267_HUMAN	tr|A0A1A6HCR0|A0A1A6HCR0_NEOLE
OG0010321	sp|Q12870|TCF15_HUMAN	tr|A0A1A6HAK0|A0A1A6HAK0_NEOLE
OG0010322	sp|Q14331|FRG1_HUMAN	tr|A0A1A6GSA5|A0A1A6GSA5_NEOLE
OG0010323	sp|Q14527|HLTF_HUMAN	tr|A0A1A6H1S1|A0A1A6H1S1_NEOLE
OG0010324	sp|Q53QV2|LBH_HUMAN	tr|A0A1A6HQD1|A0A1A6HQD1_NEOLE
OG0010325	sp|Q5C9Z4|NOM1_HUMAN	tr|A0A1A6GU39|A0A1A6GU39_NEOLE
OG0010326	sp|Q5SVQ8|ZBT41_HUMAN	tr|A0A1A6GDA4|A0A1A6GDA4_NEOLE
OG0010327	sp|Q6NXT1|ANR54_HUMAN	tr|A0A1A6GTB2|A0A1A6GTB2_NEOLE
OG0010328	sp|Q8IV50|LYSM2_HUMAN	tr|A0A1A6FWN3|A0A1A6FWN3_NEOLE
OG0010329	sp|Q8IWE5|PKHM2_HUMAN	tr|A0A1A6GN62|A0A1A6GN62_NEOLE
OG0010330	sp|Q8IWU2|LMTK2_HUMAN	tr|A0A1A6G341|A0A1A6G341_NEOLE
OG0010331	sp|Q8IWY9|CDAN1_HUMAN	tr|A0A1A6G4W6|A0A1A6G4W6_NEOLE
OG0010332	sp|Q8IZ16|SACDR_HUMAN	tr|A0A1A6G210|A0A1A6G210_NEOLE
OG0010333	sp|Q8N5I9|NOPC1_HUMAN	tr|A0A1A6HFA4|A0A1A6HFA4_NEOLE
OG0010334	sp|Q8NB15|ZN511_HUMAN	tr|A0A1A6H4C9|A0A1A6H4C9_NEOLE
OG0010335	sp|Q8NBZ0|IN80E_HUMAN	tr|A0A1A6FUF4|A0A1A6FUF4_NEOLE
OG0010336	sp|Q8NC42|RN149_HUMAN	tr|A0A1A6HJ73|A0A1A6HJ73_NEOLE
OG0010337	sp|Q8NCF5|NF2IP_HUMAN	tr|A0A1A6GWZ2|A0A1A6GWZ2_NEOLE
OG0010338	sp|Q8WV92|MITD1_HUMAN	tr|A0A1A6GH44|A0A1A6GH44_NEOLE
OG0010339	sp|Q969F1|TF3C6_HUMAN	tr|A0A1A6GEF8|A0A1A6GEF8_NEOLE
OG0010340	sp|Q969R5|LMBL2_HUMAN	tr|A0A1A6GT57|A0A1A6GT57_NEOLE
OG0010341	sp|Q96C34|RUND1_HUMAN	tr|A0A1A6GKY5|A0A1A6GKY5_NEOLE
OG0010342	sp|Q96F05|CK024_HUMAN	tr|A0A1A6HFE6|A0A1A6HFE6_NEOLE
OG0010343	sp|Q9H074|PAIP1_HUMAN	tr|A0A1A6HDL6|A0A1A6HDL6_NEOLE
OG0010344	sp|Q9H082|RB33B_HUMAN	tr|A0A1A6HK05|A0A1A6HK05_NEOLE
OG0010345	sp|Q9H147|TDIF1_HUMAN	tr|A0A1A6HSA7|A0A1A6HSA7_NEOLE
OG0010346	sp|Q9NPF7|IL23A_HUMAN	tr|A0A1A6GZN1|A0A1A6GZN1_NEOLE
OG0010347	sp|Q9NVC6|MED17_HUMAN	tr|A0A1A6G2A4|A0A1A6G2A4_NEOLE
OG0010348	sp|Q9NWM8|FKB14_HUMAN	tr|A0A1A6H131|A0A1A6H131_NEOLE
OG0010349	sp|Q9UIF7|MUTYH_HUMAN	tr|A0A1A6HXN8|A0A1A6HXN8_NEOLE
OG0010350	sp|Q9Y597|KCTD3_HUMAN	tr|A0A1A6GCT6|A0A1A6GCT6_NEOLE
OG0010351	sp|Q9Y6I8|PXMP4_HUMAN	tr|A0A1A6H7G8|A0A1A6H7G8_NEOLE
OG0010352	sp|A4D126|ISPD_HUMAN	tr|A0A1A6GBR4|A0A1A6GBR4_NEOLE
OG0010353	sp|A6NH11|GLTD2_HUMAN	tr|A0A1A6G0S1|A0A1A6G0S1_NEOLE
OG0010354	sp|B7ZC32|KIF28_HUMAN	tr|A0A1A6GP26|A0A1A6GP26_NEOLE
OG0010355	sp|O15527|OGG1_HUMAN	tr|A0A1A6HNR2|A0A1A6HNR2_NEOLE
