Orthogroup	Homo_sapiens	Bos_mutus
OG0006231	sp|Q9HAU0|PKHA5_HUMAN	tr|L8IQ11|L8IQ11_9CETA
OG0006232	sp|O60299|LZTS3_HUMAN	tr|L8IQ37|L8IQ37_9CETA
OG0006233	sp|P23246|SFPQ_HUMAN	tr|L8IQE8|L8IQE8_9CETA
OG0006234	sp|Q9Y6A2|CP46A_HUMAN	tr|L8IQM8|L8IQM8_9CETA
OG0006235	sp|Q9UF11|PKHB1_HUMAN	tr|L8IR17|L8IR17_9CETA
OG0006236	sp|Q9UJV8|PURG_HUMAN	tr|L8IRA2|L8IRA2_9CETA
OG0006237	sp|Q96CU9|FXRD1_HUMAN	tr|L8IRB2|L8IRB2_9CETA
OG0006238	sp|Q13753|LAMC2_HUMAN	tr|L8IS47|L8IS47_9CETA
OG0006239	sp|Q9UBP0|SPAST_HUMAN	tr|L8ISA3|L8ISA3_9CETA
OG0006240	sp|O60609|GFRA3_HUMAN	tr|L8ISG5|L8ISG5_9CETA
OG0006241	sp|O00186|STXB3_HUMAN	tr|L8ISM5|L8ISM5_9CETA
OG0006242	sp|O95475|SIX6_HUMAN	tr|L8IUF6|L8IUF6_9CETA
OG0006243	sp|Q8N687|DB125_HUMAN	tr|L8IZM4|L8IZM4_9CETA
OG0006244	sp|P21757|MSRE_HUMAN	tr|L8J0M0|L8J0M0_9CETA
OG0006245	sp|Q53H96|P5CR3_HUMAN	tr|L8J1N8|L8J1N8_9CETA
OG0006246	sp|Q9Y5Y2|NUBP2_HUMAN	tr|L8J2C4|L8J2C4_9CETA
OG0006247	sp|Q8NA66|CNBD1_HUMAN	tr|L8J2I1|L8J2I1_9CETA
OG0006248	sp|Q9BYM8|HOIL1_HUMAN	tr|L8J3B7|L8J3B7_9CETA
OG0006249	sp|Q5VV67|PPRC1_HUMAN	tr|L8J3H7|L8J3H7_9CETA
OG0006250	sp|Q99460|PSMD1_HUMAN	tr|L8J565|L8J565_9CETA
OG0006251	sp|P37268|FDFT_HUMAN	tr|L8J5X0|L8J5X0_9CETA
OG0006252	sp|Q9BSV6|SEN34_HUMAN	tr|L8HKX5|L8HKX5_9CETA
OG0006253	sp|Q9Y4B4|ARIP4_HUMAN	tr|L8HMJ9|L8HMJ9_9CETA
OG0006254	sp|Q86X67|NUD13_HUMAN	tr|L8HNC7|L8HNC7_9CETA
OG0006255	sp|Q9GZZ0|HXD1_HUMAN	tr|L8HNW0|L8HNW0_9CETA
OG0006256	sp|Q6UXB2|CXL17_HUMAN	tr|L8HQ05|L8HQ05_9CETA
OG0006257	sp|Q9UK80|UBP21_HUMAN	tr|L8HQB3|L8HQB3_9CETA
OG0006258	sp|Q9Y5W8|SNX13_HUMAN	tr|L8HRH6|L8HRH6_9CETA
OG0006259	sp|Q8N9H8|MUT7_HUMAN	tr|L8HRM4|L8HRM4_9CETA
OG0006260	sp|P48029|SC6A8_HUMAN	tr|L8HRW3|L8HRW3_9CETA
OG0006261	sp|Q9UGJ0|AAKG2_HUMAN	tr|L8HTR9|L8HTR9_9CETA
OG0006262	sp|Q8NHX9|TPC2_HUMAN	tr|L8HTT9|L8HTT9_9CETA
OG0006263	sp|P48230|T4S4_HUMAN	tr|L8HXW2|L8HXW2_9CETA
OG0006264	sp|P04004|VTNC_HUMAN	tr|L8HY22|L8HY22_9CETA
OG0006265	sp|Q96S82|UBL7_HUMAN	tr|L8HYM2|L8HYM2_9CETA
OG0006266	sp|Q9C093|SPEF2_HUMAN	tr|L8HZI0|L8HZI0_9CETA
OG0006267	sp|O00233|PSMD9_HUMAN	tr|L8I045|L8I045_9CETA
OG0006268	sp|Q9NWB1|RFOX1_HUMAN	tr|L8I060|L8I060_9CETA
OG0006269	sp|B9EJG8|T150C_HUMAN	tr|L8I0S9|L8I0S9_9CETA
OG0006270	sp|Q96L73|NSD1_HUMAN	tr|L8I195|L8I195_9CETA
OG0006271	sp|Q96Q40|CDK15_HUMAN	tr|L8I1T4|L8I1T4_9CETA
OG0006272	sp|P58418|CLRN1_HUMAN	tr|L8I2L4|L8I2L4_9CETA
OG0006273	sp|Q9NQ38|ISK5_HUMAN	tr|L8I528|L8I528_9CETA
OG0006274	sp|Q96K80|ZC3HA_HUMAN	tr|L8I691|L8I691_9CETA
OG0006275	sp|P01303|NPY_HUMAN	tr|L8I7G8|L8I7G8_9CETA
OG0006276	sp|Q9BU79|TM243_HUMAN	tr|L8I806|L8I806_9CETA
OG0006277	sp|A6NDD5|SYN1L_HUMAN	tr|L8I813|L8I813_9CETA
OG0006278	sp|A6H8Z2|F221B_HUMAN	tr|L8I9D7|L8I9D7_9CETA
OG0006279	sp|Q5T4F4|ZFY27_HUMAN	tr|L8IAA3|L8IAA3_9CETA
OG0006280	sp|Q6A163|K1C39_HUMAN	tr|L8IAW6|L8IAW6_9CETA
OG0006281	sp|Q99884|SC6A7_HUMAN	tr|L8IBH4|L8IBH4_9CETA
OG0006282	sp|Q99615|DNJC7_HUMAN	tr|L8ICI7|L8ICI7_9CETA
OG0006283	sp|Q9P2W1|HOP2_HUMAN	tr|L8ICJ4|L8ICJ4_9CETA
OG0006284	sp|Q13702|RAPSN_HUMAN	tr|L8ID51|L8ID51_9CETA
OG0006285	sp|Q9NXJ5|PGPI_HUMAN	tr|L8IDG3|L8IDG3_9CETA
OG0006286	sp|Q7Z5U6|WDR53_HUMAN	tr|L8IFC7|L8IFC7_9CETA
OG0006287	sp|Q9BXW4|MLP3C_HUMAN	tr|L8IFS0|L8IFS0_9CETA
OG0006288	sp|Q9C0J8|WDR33_HUMAN	tr|L8ILF2|L8ILF2_9CETA
OG0006289	sp|Q9H410|DSN1_HUMAN	tr|L8IM65|L8IM65_9CETA
OG0006290	sp|Q9Y2D5|AKAP2_HUMAN	tr|L8ING2|L8ING2_9CETA
OG0006291	sp|P53567|CEBPG_HUMAN	tr|L8INP4|L8INP4_9CETA
OG0006292	sp|Q92567|F168A_HUMAN	tr|L8IPI9|L8IPI9_9CETA
OG0006293	sp|Q9NX55|HYPK_HUMAN	tr|L8IPY8|L8IPY8_9CETA
OG0006294	sp|Q11206|SIA4C_HUMAN	tr|L8IS24|L8IS24_9CETA
OG0006295	sp|P12872|MOTI_HUMAN	tr|L8IT14|L8IT14_9CETA
OG0006296	sp|Q7L2H7|EIF3M_HUMAN	tr|L8ITI0|L8ITI0_9CETA
OG0006297	sp|Q9Y5R4|HEMK1_HUMAN	tr|L8ITT0|L8ITT0_9CETA
OG0006298	sp|Q6UXG2|ELAP1_HUMAN	tr|L8IU73|L8IU73_9CETA
OG0006299	sp|Q9NQC1|JADE2_HUMAN	tr|L8IUL9|L8IUL9_9CETA
OG0006300	sp|Q504Y0|S39AC_HUMAN	tr|L8IVD5|L8IVD5_9CETA
OG0006301	sp|A6NCL2|LRCL1_HUMAN	tr|L8IW24|L8IW24_9CETA
OG0006302	sp|Q9BSA4|TTYH2_HUMAN	tr|L8IW32|L8IW32_9CETA
OG0006303	sp|O14936|CSKP_HUMAN	tr|L8IWD3|L8IWD3_9CETA
OG0006304	sp|Q9UFB7|ZBT47_HUMAN	tr|L8IWK8|L8IWK8_9CETA
OG0006305	sp|Q9BU68|PR15L_HUMAN	tr|L8IY87|L8IY87_9CETA
OG0006306	sp|Q9BX93|PG12B_HUMAN	tr|L8IYI1|L8IYI1_9CETA
OG0006307	sp|Q96K76|UBP47_HUMAN	tr|L8J1P1|L8J1P1_9CETA
OG0006308	sp|Q9UJK0|TSR3_HUMAN	tr|L8J2D4|L8J2D4_9CETA
OG0006309	sp|Q8WVB6|CTF18_HUMAN	tr|L8J3T6|L8J3T6_9CETA
OG0006310	sp|A2IDD5|CCD78_HUMAN	tr|L8J3U1|L8J3U1_9CETA
OG0006311	sp|Q9P2W3|GBG13_HUMAN	tr|L8J601|L8J601_9CETA
OG0006312	sp|Q6PML9|ZNT9_HUMAN	tr|L8HKL2|L8HKL2_9CETA
OG0006313	sp|Q8NHS1|CLDN2_HUMAN	tr|L8HN94|L8HN94_9CETA
OG0006314	sp|Q9HD20|AT131_HUMAN	tr|L8HNU4|L8HNU4_9CETA
OG0006315	sp|Q15847|ADIRF_HUMAN	tr|L8HPW8|L8HPW8_9CETA
OG0006316	sp|Q9H6A0|DEN2D_HUMAN	tr|L8HUI4|L8HUI4_9CETA
OG0006317	sp|Q6UXG3|CLM9_HUMAN	tr|L8HUW4|L8HUW4_9CETA
OG0006318	sp|Q8N9I5|FADS6_HUMAN	tr|L8HWI1|L8HWI1_9CETA
OG0006319	sp|Q7Z4U5|CF201_HUMAN	tr|L8HYH1|L8HYH1_9CETA
OG0006320	sp|P13945|ADRB3_HUMAN	tr|L8HZT9|L8HZT9_9CETA
OG0006321	sp|Q96EL2|RT24_HUMAN	tr|L8I075|L8I075_9CETA
OG0006322	sp|Q9HAT1|LMA1L_HUMAN	tr|L8I151|L8I151_9CETA
OG0006323	sp|Q6NUJ2|CK087_HUMAN	tr|L8I1F6|L8I1F6_9CETA
OG0006324	sp|Q9Y3B6|EMC9_HUMAN	tr|L8I280|L8I280_9CETA
OG0006325	sp|Q7Z7N9|T179B_HUMAN	tr|L8I2D9|L8I2D9_9CETA
OG0006326	sp|Q17RR3|LIPR3_HUMAN	tr|L8I2Z4|L8I2Z4_9CETA
OG0006327	sp|Q00978|IRF9_HUMAN	tr|L8I322|L8I322_9CETA
OG0006328	sp|Q9Y5Y4|PD2R2_HUMAN	tr|L8I3N8|L8I3N8_9CETA
OG0006329	sp|P26368|U2AF2_HUMAN	tr|L8I4B9|L8I4B9_9CETA
OG0006330	sp|Q5TF21|SOGA3_HUMAN	tr|L8I5A4|L8I5A4_9CETA
OG0006331	sp|Q9NPF7|IL23A_HUMAN	tr|L8I5H4|L8I5H4_9CETA
OG0006332	sp|Q14527|HLTF_HUMAN	tr|L8I5Z2|L8I5Z2_9CETA
OG0006333	sp|Q96EH3|MASU1_HUMAN	tr|L8I7I1|L8I7I1_9CETA
OG0006334	sp|Q8N6G2|TEX26_HUMAN	tr|L8I8A0|L8I8A0_9CETA
OG0006335	sp|Q6P499|NPAL3_HUMAN	tr|L8I8R3|L8I8R3_9CETA
OG0006336	sp|Q8IZ08|GP135_HUMAN	tr|L8I9L9|L8I9L9_9CETA
OG0006337	sp|Q8N5Y8|PAR16_HUMAN	tr|L8IA54|L8IA54_9CETA
OG0006338	sp|Q9UBU7|DBF4A_HUMAN	tr|L8IA63|L8IA63_9CETA
OG0006339	sp|Q969X5|ERGI1_HUMAN	tr|L8IB93|L8IB93_9CETA
OG0006340	sp|Q92674|CENPI_HUMAN	tr|L8IBK7|L8IBK7_9CETA
OG0006341	sp|Q86U28|ISCA2_HUMAN	tr|L8IBN2|L8IBN2_9CETA
OG0006342	sp|O15455|TLR3_HUMAN	tr|L8ICW9|L8ICW9_9CETA
OG0006343	sp|Q9UH92|MLX_HUMAN	tr|L8IEF7|L8IEF7_9CETA
OG0006344	sp|Q9UN76|S6A14_HUMAN	tr|L8IFC1|L8IFC1_9CETA
OG0006345	sp|Q86SH2|ZAR1_HUMAN	tr|L8IFQ1|L8IFQ1_9CETA
OG0006346	sp|Q7Z3K6|MIER3_HUMAN	tr|L8IFZ5|L8IFZ5_9CETA
OG0006347	sp|Q9UKI9|PO2F3_HUMAN	tr|L8IGG5|L8IGG5_9CETA
OG0006348	sp|P32302|CXCR5_HUMAN	tr|L8IGI5|L8IGI5_9CETA
OG0006349	sp|O43280|TREA_HUMAN	tr|L8IGS8|L8IGS8_9CETA
OG0006350	sp|Q5T200|ZC3HD_HUMAN	tr|L8IHC3|L8IHC3_9CETA
OG0006351	sp|Q8N485|LIX1_HUMAN	tr|L8IHD6|L8IHD6_9CETA
OG0006352	sp|P19075|TSN8_HUMAN	tr|L8IHK9|L8IHK9_9CETA
OG0006353	sp|O14879|IFIT3_HUMAN	tr|L8IIM8|L8IIM8_9CETA
OG0006354	sp|O00526|UPK2_HUMAN	tr|L8IIP2|L8IIP2_9CETA
OG0006355	sp|Q9H992|MARH7_HUMAN	tr|L8IJK8|L8IJK8_9CETA
OG0006356	sp|Q8NC26|ZN114_HUMAN	tr|L8IJY0|L8IJY0_9CETA
OG0006357	sp|P55042|RAD_HUMAN	tr|L8IK20|L8IK20_9CETA
OG0006358	sp|Q5T9L3|WLS_HUMAN	tr|L8ILG4|L8ILG4_9CETA
OG0006359	sp|Q8NGE5|O10A7_HUMAN	tr|L8ILR8|L8ILR8_9CETA
OG0006360	sp|Q9Y6I4|UBP3_HUMAN	tr|L8IQ14|L8IQ14_9CETA
OG0006361	sp|P02768|ALBU_HUMAN	tr|L8ISP4|L8ISP4_9CETA
OG0006362	sp|O75363|BCAS1_HUMAN	tr|L8IU70|L8IU70_9CETA
OG0006363	sp|Q8N8A6|DDX51_HUMAN	tr|L8IUE9|L8IUE9_9CETA
OG0006364	sp|Q53H54|TYW2_HUMAN	tr|L8IW58|L8IW58_9CETA
OG0006365	sp|Q9BWQ6|YIPF2_HUMAN	tr|L8IX73|L8IX73_9CETA
OG0006366	sp|Q9BXT8|RNF17_HUMAN	tr|L8IYF2|L8IYF2_9CETA
OG0006367	sp|Q8IWB9|TEX2_HUMAN	tr|L8J004|L8J004_9CETA
OG0006368	sp|Q86WS4|CL040_HUMAN	tr|L8J072|L8J072_9CETA
OG0006369	sp|Q04864|REL_HUMAN	tr|L8J1C5|L8J1C5_9CETA
OG0006370	sp|O00141|SGK1_HUMAN	tr|L8J4D0|L8J4D0_9CETA
OG0006371	sp|Q03113|GNA12_HUMAN	tr|L8J4H4|L8J4H4_9CETA
OG0006372	sp|Q15835|GRK1_HUMAN	tr|L8HNL1|L8HNL1_9CETA
OG0006373	sp|O75781|PALM_HUMAN	tr|L8HP66|L8HP66_9CETA
OG0006374	sp|Q8N8X9|MB213_HUMAN	tr|L8HPN0|L8HPN0_9CETA
OG0006375	sp|Q8TE82|S3TC1_HUMAN	tr|L8HPT7|L8HPT7_9CETA
OG0006376	sp|Q8N3X1|FNBP4_HUMAN	tr|L8HRU0|L8HRU0_9CETA
OG0006377	sp|Q6ZRH7|CTSRG_HUMAN	tr|L8HTR6|L8HTR6_9CETA
OG0006378	sp|O94927|HAUS5_HUMAN	tr|L8HTS8|L8HTS8_9CETA
OG0006379	sp|Q9BV36|MELPH_HUMAN	tr|L8HVN8|L8HVN8_9CETA
OG0006380	sp|Q8N8K9|K1958_HUMAN	tr|L8HW31|L8HW31_9CETA
OG0006381	sp|P04156|PRIO_HUMAN	tr|L8HW79|L8HW79_9CETA
OG0006382	sp|P25103|NK1R_HUMAN	tr|L8HWS2|L8HWS2_9CETA
OG0006383	sp|Q9H1X3|DJC25_HUMAN	tr|L8HXA4|L8HXA4_9CETA
OG0006384	sp|Q7Z422|SZRD1_HUMAN	tr|L8HY52|L8HY52_9CETA
OG0006385	sp|Q9BST9|RTKN_HUMAN	tr|L8HZ78|L8HZ78_9CETA
OG0006386	sp|Q96QS1|TSN32_HUMAN	tr|L8I0L8|L8I0L8_9CETA
OG0006387	sp|Q9NXC2|GFOD1_HUMAN	tr|L8I1A6|L8I1A6_9CETA
OG0006388	sp|O14931|NCTR3_HUMAN	tr|L8I1X4|L8I1X4_9CETA
OG0006389	sp|P28221|5HT1D_HUMAN	tr|L8I2E9|L8I2E9_9CETA
OG0006390	sp|Q6P9B9|INT5_HUMAN	tr|L8I364|L8I364_9CETA
OG0006391	sp|Q6VMQ6|MCAF1_HUMAN	tr|L8I366|L8I366_9CETA
OG0006392	sp|Q4J6C6|PPCEL_HUMAN	tr|L8I6I2|L8I6I2_9CETA
OG0006393	sp|Q6PI97|HOATZ_HUMAN	tr|L8I9J0|L8I9J0_9CETA
OG0006394	sp|Q99572|P2RX7_HUMAN	tr|L8IA79|L8IA79_9CETA
OG0006395	sp|Q8WU08|ST32A_HUMAN	tr|L8IBT5|L8IBT5_9CETA
OG0006396	sp|O75339|CILP1_HUMAN	tr|L8ICS7|L8ICS7_9CETA
OG0006397	sp|A1L020|MEX3A_HUMAN	tr|L8IDJ0|L8IDJ0_9CETA
OG0006398	sp|Q92731|ESR2_HUMAN	tr|L8IEK4|L8IEK4_9CETA
OG0006399	sp|Q9NYV7|T2R16_HUMAN	tr|L8IEN3|L8IEN3_9CETA
OG0006400	sp|P10619|PPGB_HUMAN	tr|L8IEY9|L8IEY9_9CETA
OG0006401	sp|Q9UNQ0|ABCG2_HUMAN	tr|L8IFC5|L8IFC5_9CETA
OG0006402	sp|Q9H609|ZN576_HUMAN	tr|L8IFK0|L8IFK0_9CETA
OG0006403	sp|O95436|NPT2B_HUMAN	tr|L8IGW5|L8IGW5_9CETA
OG0006404	sp|P0C7P0|CISD3_HUMAN	tr|L8IGW9|L8IGW9_9CETA
OG0006405	sp|P14921|ETS1_HUMAN	tr|L8IH53|L8IH53_9CETA
OG0006406	sp|Q969X6|UTP4_HUMAN	tr|L8II30|L8II30_9CETA
OG0006407	sp|Q86XF7|ZN575_HUMAN	tr|L8IIE2|L8IIE2_9CETA
OG0006408	sp|Q8TD31|CCHCR_HUMAN	tr|L8IIL5|L8IIL5_9CETA
OG0006409	sp|Q05996|ZP2_HUMAN	tr|L8IJ01|L8IJ01_9CETA
OG0006410	sp|Q8WW43|APH1B_HUMAN	tr|L8IKZ3|L8IKZ3_9CETA
OG0006411	sp|Q9NRP0|OSTC_HUMAN	tr|L8ILM2|L8ILM2_9CETA
OG0006412	sp|Q6P1W5|CA094_HUMAN	tr|L8IN06|L8IN06_9CETA
OG0006413	sp|Q9HC44|GPBL1_HUMAN	tr|L8IN25|L8IN25_9CETA
OG0006414	sp|Q16186|ADRM1_HUMAN	tr|L8INI8|L8INI8_9CETA
OG0006415	sp|Q14191|WRN_HUMAN	tr|L8INR5|L8INR5_9CETA
OG0006416	sp|P48551|INAR2_HUMAN	tr|L8IPU6|L8IPU6_9CETA
OG0006417	sp|P09497|CLCB_HUMAN	tr|L8IPZ9|L8IPZ9_9CETA
OG0006418	sp|P78317|RNF4_HUMAN	tr|L8IQA1|L8IQA1_9CETA
OG0006419	sp|Q9UBI9|HDC_HUMAN	tr|L8ISR8|L8ISR8_9CETA
OG0006420	sp|Q9Y320|TMX2_HUMAN	tr|L8ITN6|L8ITN6_9CETA
OG0006421	sp|Q8TE67|ES8L3_HUMAN	tr|L8IU50|L8IU50_9CETA
OG0006422	sp|Q7Z6I8|CE024_HUMAN	tr|L8IV22|L8IV22_9CETA
OG0006423	sp|Q6GPH6|IPIL1_HUMAN	tr|L8IW13|L8IW13_9CETA
OG0006424	sp|Q9BXL6|CAR14_HUMAN	tr|L8IWQ0|L8IWQ0_9CETA
OG0006425	sp|P22680|CP7A1_HUMAN	tr|L8IXG3|L8IXG3_9CETA
OG0006426	sp|Q9H114|CSTL1_HUMAN	tr|L8IXX2|L8IXX2_9CETA
OG0006427	sp|P20701|ITAL_HUMAN	tr|L8IY92|L8IY92_9CETA
OG0006428	sp|Q6UXD5|SE6L2_HUMAN	tr|L8IZN2|L8IZN2_9CETA
OG0006429	sp|P35408|PE2R4_HUMAN	tr|L8IZX2|L8IZX2_9CETA
OG0006430	sp|O96001|PPR17_HUMAN	tr|L8J0N3|L8J0N3_9CETA
OG0006431	sp|Q5JXC2|MIIP_HUMAN	tr|L8J0Y9|L8J0Y9_9CETA
OG0006432	sp|O75364|PITX3_HUMAN	tr|L8J2W8|L8J2W8_9CETA
OG0006433	sp|P56177|DLX1_HUMAN	tr|L8J4I3|L8J4I3_9CETA
OG0006434	sp|Q8WZ79|DNS2B_HUMAN	tr|L8J4T6|L8J4T6_9CETA
OG0006435	sp|Q9Y2T6|GPR55_HUMAN	tr|L8J5P0|L8J5P0_9CETA
OG0006436	sp|Q5T848|GP158_HUMAN	tr|L8HL94|L8HL94_9CETA
OG0006437	sp|P35452|HXD12_HUMAN	tr|L8HNW6|L8HNW6_9CETA
OG0006438	sp|Q9H3E2|SNX25_HUMAN	tr|L8HQ41|L8HQ41_9CETA
OG0006439	sp|O15519|CFLAR_HUMAN	tr|L8HQB0|L8HQB0_9CETA
OG0006440	sp|Q8WXI9|P66B_HUMAN	tr|L8HRE6|L8HRE6_9CETA
OG0006441	sp|Q9H3Z4|DNJC5_HUMAN	tr|L8HRS5|L8HRS5_9CETA
OG0006442	sp|Q8NGF0|O52B6_HUMAN	tr|L8HWN8|L8HWN8_9CETA
OG0006443	sp|Q8IYB7|DI3L2_HUMAN	tr|L8HZU2|L8HZU2_9CETA
OG0006444	sp|Q9UJC5|SH3L2_HUMAN	tr|L8HZV9|L8HZV9_9CETA
OG0006445	sp|O95696|BRD1_HUMAN	tr|L8I2I4|L8I2I4_9CETA
OG0006446	sp|Q9NR28|DBLOH_HUMAN	tr|L8I2R6|L8I2R6_9CETA
OG0006447	sp|Q13671|RIN1_HUMAN	tr|L8I3A8|L8I3A8_9CETA
OG0006448	sp|Q12797|ASPH_HUMAN	tr|L8I3R4|L8I3R4_9CETA
OG0006449	sp|O95665|NTR2_HUMAN	tr|L8I414|L8I414_9CETA
OG0006450	sp|Q8NBF1|GLIS1_HUMAN	tr|L8I5W7|L8I5W7_9CETA
OG0006451	sp|Q6T310|RSLBA_HUMAN	tr|L8I695|L8I695_9CETA
OG0006452	sp|Q9Y3U8|RL36_HUMAN	tr|L8I779|L8I779_9CETA
OG0006453	sp|P52799|EFNB2_HUMAN	tr|L8I7X8|L8I7X8_9CETA
OG0006454	sp|Q6TDU7|DNAI7_HUMAN	tr|L8I8F8|L8I8F8_9CETA
OG0006455	sp|A8MTQ0|NOTO_HUMAN	tr|L8IAZ4|L8IAZ4_9CETA
OG0006456	sp|Q9HBE4|IL21_HUMAN	tr|L8IBC9|L8IBC9_9CETA
OG0006457	sp|Q96C74|ROP1L_HUMAN	tr|L8IBP4|L8IBP4_9CETA
OG0006458	sp|Q8NBJ4|GOLM1_HUMAN	tr|L8ICH9|L8ICH9_9CETA
OG0006459	sp|Q9Y312|AAR2_HUMAN	tr|L8ICP8|L8ICP8_9CETA
OG0006460	sp|O60832|DKC1_HUMAN	tr|L8IDM1|L8IDM1_9CETA
OG0006461	sp|A6NNE9|MARHB_HUMAN	tr|L8IDW9|L8IDW9_9CETA
OG0006462	sp|Q5T5X7|BEND3_HUMAN	tr|L8IEL3|L8IEL3_9CETA
OG0006463	sp|O94763|RMP_HUMAN	tr|L8IEW3|L8IEW3_9CETA
OG0006464	sp|Q8NEX6|WFD11_HUMAN	tr|L8IEX2|L8IEX2_9CETA
OG0006465	sp|Q6NW40|RGMB_HUMAN	tr|L8IFD6|L8IFD6_9CETA
OG0006466	sp|Q969S3|ZN622_HUMAN	tr|L8IGY9|L8IGY9_9CETA
OG0006467	sp|Q9H6T0|ESRP2_HUMAN	tr|L8IH18|L8IH18_9CETA
OG0006468	sp|P35542|SAA4_HUMAN	tr|L8IJ46|L8IJ46_9CETA
OG0006469	sp|Q9Y4E6|WDR7_HUMAN	tr|L8IJ73|L8IJ73_9CETA
OG0006470	sp|A4D126|ISPD_HUMAN	tr|L8IJH8|L8IJH8_9CETA
OG0006471	sp|P25874|UCP1_HUMAN	tr|L8IJM9|L8IJM9_9CETA
OG0006472	sp|P08397|HEM3_HUMAN	tr|L8IJS6|L8IJS6_9CETA
OG0006473	sp|Q8N6S5|AR6P6_HUMAN	tr|L8IKJ9|L8IKJ9_9CETA
OG0006474	sp|Q9H074|PAIP1_HUMAN	tr|L8ILM5|L8ILM5_9CETA
OG0006475	sp|Q8N111|CEND_HUMAN	tr|L8IMQ7|L8IMQ7_9CETA
OG0006476	sp|Q9Y3I1|FBX7_HUMAN	tr|L8IMT7|L8IMT7_9CETA
OG0006477	sp|Q6PEX7|TEX38_HUMAN	tr|L8IPM5|L8IPM5_9CETA
OG0006478	sp|Q6NTE8|MRNIP_HUMAN	tr|L8IPP2|L8IPP2_9CETA
OG0006479	sp|O75815|BCAR3_HUMAN	tr|L8IPR5|L8IPR5_9CETA
OG0006480	sp|Q8N7X0|ADGB_HUMAN	tr|L8IPS4|L8IPS4_9CETA
OG0006481	sp|Q96I36|COX14_HUMAN	tr|L8IR28|L8IR28_9CETA
OG0006482	sp|O95156|NXPH2_HUMAN	tr|L8IS82|L8IS82_9CETA
OG0006483	sp|Q9NPP4|NLRC4_HUMAN	tr|L8IT49|L8IT49_9CETA
OG0006484	sp|O95299|NDUAA_HUMAN	tr|L8ITS2|L8ITS2_9CETA
OG0006485	sp|Q96H55|MYO19_HUMAN	tr|L8IUK6|L8IUK6_9CETA
OG0006486	sp|P06340|DOA_HUMAN	tr|L8IVM7|L8IVM7_9CETA
OG0006487	sp|Q8NGQ2|OR6Q1_HUMAN	tr|L8IX37|L8IX37_9CETA
OG0006488	sp|Q96QH2|PRAM_HUMAN	tr|L8IX93|L8IX93_9CETA
OG0006489	sp|Q16674|MIA_HUMAN	tr|L8IXH5|L8IXH5_9CETA
OG0006490	sp|Q0VAF6|SYCN_HUMAN	tr|L8IXL7|L8IXL7_9CETA
OG0006491	sp|Q63HK3|ZKSC2_HUMAN	tr|L8IYE0|L8IYE0_9CETA
OG0006492	sp|P04035|HMDH_HUMAN	tr|L8IYJ3|L8IYJ3_9CETA
OG0006493	sp|Q9H808|TLE6_HUMAN	tr|L8IZB2|L8IZB2_9CETA
OG0006494	sp|Q9GZN1|ARP6_HUMAN	tr|L8IZP2|L8IZP2_9CETA
OG0006495	sp|P10109|ADX_HUMAN	tr|L8IZP3|L8IZP3_9CETA
OG0006496	sp|Q96HB5|CC120_HUMAN	tr|L8J0T5|L8J0T5_9CETA
OG0006497	sp|Q8N688|DB123_HUMAN	tr|L8J3U4|L8J3U4_9CETA
OG0006498	sp|Q12846|STX4_HUMAN	tr|L8J5D3|L8J5D3_9CETA
OG0006499	sp|P41002|CCNF_HUMAN	tr|L8J650|L8J650_9CETA
OG0006500	sp|Q8NDB6|FA156_HUMAN	tr|L8HJV3|L8HJV3_9CETA
OG0006501	sp|O60671|RAD1_HUMAN	tr|L8HLB1|L8HLB1_9CETA
OG0006502	sp|Q15311|RBP1_HUMAN	tr|L8HLU3|L8HLU3_9CETA
OG0006503	sp|Q8N6Y0|USBP1_HUMAN	tr|L8HP46|L8HP46_9CETA
OG0006504	sp|Q9NQ84|GPC5C_HUMAN	tr|L8HPB0|L8HPB0_9CETA
OG0006505	sp|Q969H8|MYDGF_HUMAN	tr|L8HRZ2|L8HRZ2_9CETA
OG0006506	sp|Q9GZX6|IL22_HUMAN	tr|L8HUC1|L8HUC1_9CETA
OG0006507	sp|Q9UNL4|ING4_HUMAN	tr|L8HVB6|L8HVB6_9CETA
OG0006508	sp|Q9BRP8|PYM1_HUMAN	tr|L8HXK2|L8HXK2_9CETA
OG0006509	sp|Q4VCS5|AMOT_HUMAN	tr|L8HXU0|L8HXU0_9CETA
OG0006510	sp|P07359|GP1BA_HUMAN	tr|L8HYC5|L8HYC5_9CETA
OG0006511	sp|Q6P988|NOTUM_HUMAN	tr|L8HYP8|L8HYP8_9CETA
OG0006512	sp|P49959|MRE11_HUMAN	tr|L8HYP9|L8HYP9_9CETA
OG0006513	sp|Q93063|EXT2_HUMAN	tr|L8HZ42|L8HZ42_9CETA
OG0006514	sp|Q96G75|RMD5B_HUMAN	tr|L8I126|L8I126_9CETA
OG0006515	sp|Q13098|CSN1_HUMAN	tr|L8I190|L8I190_9CETA
OG0006516	sp|O75635|SPB7_HUMAN	tr|L8I1E2|L8I1E2_9CETA
OG0006517	sp|Q9C0D0|PHAR1_HUMAN	tr|L8I1J7|L8I1J7_9CETA
OG0006518	sp|O95406|CNIH1_HUMAN	tr|L8I1Y1|L8I1Y1_9CETA
OG0006519	sp|Q53FT3|HIKES_HUMAN	tr|L8I3U7|L8I3U7_9CETA
