Orthogroup	Homo_sapiens	Tupaia_chinensis
OG0009414	sp|P13591|NCAM1_HUMAN	tr|L9KNC7|L9KNC7_TUPCH
OG0009415	sp|P21964|COMT_HUMAN	tr|L9KPQ4|L9KPQ4_TUPCH
OG0009416	sp|P51161|FABP6_HUMAN	tr|L8YD42|L8YD42_TUPCH
OG0009417	sp|P54852|EMP3_HUMAN	tr|L9JDW8|L9JDW8_TUPCH
OG0009418	sp|Q14331|FRG1_HUMAN	tr|L9KRU9|L9KRU9_TUPCH
OG0009419	sp|Q14527|HLTF_HUMAN	tr|L9KVE0|L9KVE0_TUPCH
OG0009420	sp|Q5C9Z4|NOM1_HUMAN	tr|L9L4X4|L9L4X4_TUPCH
OG0009421	sp|Q5SVQ8|ZBT41_HUMAN	tr|L9K5E8|L9K5E8_TUPCH
OG0009422	sp|Q5VWQ0|RSBN1_HUMAN	tr|L9KR76|L9KR76_TUPCH
OG0009423	sp|Q6NXT1|ANR54_HUMAN	tr|L8Y9E5|L8Y9E5_TUPCH
OG0009424	sp|Q7L7L0|H2A3_HUMAN	tr|L9L1T8|L9L1T8_TUPCH
OG0009425	sp|Q8IWE5|PKHM2_HUMAN	tr|L9L0N8|L9L0N8_TUPCH
OG0009426	sp|Q8IWU2|LMTK2_HUMAN	tr|L9KUP2|L9KUP2_TUPCH
OG0009427	sp|Q8IWY9|CDAN1_HUMAN	tr|L9JC19|L9JC19_TUPCH
OG0009428	sp|Q8IZ16|SACDR_HUMAN	tr|L9K1F3|L9K1F3_TUPCH
OG0009429	sp|Q8N5I9|NOPC1_HUMAN	tr|L9L9G8|L9L9G8_TUPCH
OG0009430	sp|Q8NB15|ZN511_HUMAN	tr|L9KX63|L9KX63_TUPCH
OG0009431	sp|Q8NBZ0|IN80E_HUMAN	tr|L9KTX3|L9KTX3_TUPCH
OG0009432	sp|Q8ND30|LIPB2_HUMAN	tr|L8Y9K2|L8Y9K2_TUPCH
OG0009433	sp|Q8WVY7|UBCP1_HUMAN	tr|L8YD47|L8YD47_TUPCH
OG0009434	sp|Q8WYL5|SSH1_HUMAN	tr|L9KM31|L9KM31_TUPCH
OG0009435	sp|Q969R5|LMBL2_HUMAN	tr|L9KTD6|L9KTD6_TUPCH
OG0009436	sp|Q96C34|RUND1_HUMAN	tr|L9JWW6|L9JWW6_TUPCH
OG0009437	sp|Q9H082|RB33B_HUMAN	tr|L9L339|L9L339_TUPCH
OG0009438	sp|Q9H147|TDIF1_HUMAN	tr|L9KKI8|L9KKI8_TUPCH
OG0009439	sp|Q9H633|RPP21_HUMAN	tr|L9JJL9|L9JJL9_TUPCH
OG0009440	sp|Q9NVC6|MED17_HUMAN	tr|L8YAU8|L8YAU8_TUPCH
OG0009441	sp|Q9UIF7|MUTYH_HUMAN	tr|L9KGY8|L9KGY8_TUPCH
OG0009442	sp|Q9Y4P3|TBL2_HUMAN	tr|L9KEP6|L9KEP6_TUPCH
OG0009443	sp|Q9Y6I8|PXMP4_HUMAN	tr|L9L3E0|L9L3E0_TUPCH
OG0009444	sp|A4D126|ISPD_HUMAN	tr|L8Y322|L8Y322_TUPCH
OG0009445	sp|A6NH11|GLTD2_HUMAN	tr|L9KR47|L9KR47_TUPCH
OG0009447	sp|O43167|ZBT24_HUMAN	tr|L9JHQ1|L9JHQ1_TUPCH
OG0009448	sp|O43592|XPOT_HUMAN	tr|L9KGB7|L9KGB7_TUPCH
OG0009450	sp|O75396|SC22B_HUMAN	tr|L8YBE1|L8YBE1_TUPCH
OG0009451	sp|P10176|COX8A_HUMAN	tr|L9KV71|L9KV71_TUPCH
OG0009452	sp|P14653|HXB1_HUMAN	tr|L8Y9L3|L8Y9L3_TUPCH
OG0009453	sp|P16581|LYAM2_HUMAN	tr|L9KQC9|L9KQC9_TUPCH
OG0009454	sp|P20042|IF2B_HUMAN	tr|L9L7A8|L9L7A8_TUPCH
OG0009455	sp|P31327|CPSM_HUMAN	tr|L9LCR0|L9LCR0_TUPCH
OG0009456	sp|P34969|5HT7R_HUMAN	tr|L9KUT8|L9KUT8_TUPCH
OG0009457	sp|P48145|NPBW1_HUMAN	tr|L9LBZ4|L9LBZ4_TUPCH
OG0009458	sp|P48723|HSP13_HUMAN	tr|L9KIE1|L9KIE1_TUPCH
OG0009459	sp|P82970|HMGN5_HUMAN	tr|L9KYX3|L9KYX3_TUPCH
OG0009460	sp|Q01433|AMPD2_HUMAN	tr|L9KS74|L9KS74_TUPCH
OG0009461	sp|Q03164|KMT2A_HUMAN	tr|L9KT42|L9KT42_TUPCH
OG0009462	sp|Q08188|TGM3_HUMAN	tr|L8YEI0|L8YEI0_TUPCH
OG0009463	sp|Q13519|PNOC_HUMAN	tr|L9KIL7|L9KIL7_TUPCH
OG0009464	sp|Q14154|DELE1_HUMAN	tr|L8YGB8|L8YGB8_TUPCH
OG0009465	sp|Q4ADV7|RIC1_HUMAN	tr|L9KPJ0|L9KPJ0_TUPCH
OG0009466	sp|Q7Z572|SPT21_HUMAN	tr|L9L061|L9L061_TUPCH
OG0009467	sp|Q86VS8|HOOK3_HUMAN	tr|L9L8U7|L9L8U7_TUPCH
OG0009468	sp|Q8IYK2|CC105_HUMAN	tr|L8YEZ8|L8YEZ8_TUPCH
OG0009469	sp|Q8N1S5|S39AB_HUMAN	tr|L9KZZ1|L9KZZ1_TUPCH
OG0009470	sp|Q8N8A6|DDX51_HUMAN	tr|L9L0R6|L9L0R6_TUPCH
OG0009471	sp|Q8NCL8|TM116_HUMAN	tr|L9KZL8|L9KZL8_TUPCH
OG0009472	sp|Q8NCR0|B3GL2_HUMAN	tr|L9L057|L9L057_TUPCH
OG0009473	sp|Q8NFU7|TET1_HUMAN	tr|L9KS20|L9KS20_TUPCH
OG0009474	sp|Q92482|AQP3_HUMAN	tr|L9L4Z4|L9L4Z4_TUPCH
OG0009475	sp|Q92567|F168A_HUMAN	tr|L9LAD4|L9LAD4_TUPCH
OG0009476	sp|Q96C10|DHX58_HUMAN	tr|L9JXL6|L9JXL6_TUPCH
OG0009477	sp|Q96DT7|ZBT10_HUMAN	tr|L8Y6F1|L8Y6F1_TUPCH
OG0009478	sp|Q96K37|S35E1_HUMAN	tr|L9KWM1|L9KWM1_TUPCH
OG0009479	sp|Q96LB4|VATG3_HUMAN	tr|L9K5F7|L9K5F7_TUPCH
OG0009480	sp|Q96MT1|RN145_HUMAN	tr|L8Y7R0|L8Y7R0_TUPCH
OG0009481	sp|Q99797|MIPEP_HUMAN	tr|L9JAI3|L9JAI3_TUPCH
OG0009482	sp|Q9BUP3|HTAI2_HUMAN	tr|L9L1U7|L9L1U7_TUPCH
OG0009483	sp|Q9H000|MKRN2_HUMAN	tr|L9JDA7|L9JDA7_TUPCH
OG0009484	sp|Q9H3H1|MOD5_HUMAN	tr|L8Y7H5|L8Y7H5_TUPCH
OG0009485	sp|Q9NUB1|ACS2L_HUMAN	tr|L8YEZ4|L8YEZ4_TUPCH
OG0009486	sp|Q9NYK5|RM39_HUMAN	tr|L9JHH0|L9JHH0_TUPCH
OG0009487	sp|Q9UKN1|MUC12_HUMAN	tr|L9K1C5|L9K1C5_TUPCH
OG0009488	sp|Q9UMZ3|PTPRQ_HUMAN	tr|L9L7B8|L9L7B8_TUPCH
OG0009489	sp|Q9UNP9|PPIE_HUMAN	tr|L9JD30|L9JD30_TUPCH
OG0009490	sp|Q9Y446|PKP3_HUMAN	tr|L8Y8R1|L8Y8R1_TUPCH
OG0009491	sp|A6NGG8|PCARE_HUMAN	tr|L8YBB8|L8YBB8_TUPCH
OG0009492	sp|O15457|MSH4_HUMAN	tr|L9L3T8|L9L3T8_TUPCH
OG0009493	sp|O95867|LY66C_HUMAN	tr|L9KL44|L9KL44_TUPCH
OG0009494	sp|P00480|OTC_HUMAN	tr|L9KS72|L9KS72_TUPCH
OG0009495	sp|P00736|C1R_HUMAN	tr|L8Y088|L8Y088_TUPCH
OG0009496	sp|P16284|PECA1_HUMAN	tr|L9L2A5|L9L2A5_TUPCH
OG0009497	sp|P28066|PSA5_HUMAN	tr|L9KRC4|L9KRC4_TUPCH
OG0009498	sp|P43351|RAD52_HUMAN	tr|L8YFL0|L8YFL0_TUPCH
OG0009499	sp|P49675|STAR_HUMAN	tr|L8Y0T3|L8Y0T3_TUPCH
OG0009500	sp|P62829|RL23_HUMAN	tr|L9JWK7|L9JWK7_TUPCH
OG0009501	sp|P82932|RT06_HUMAN	tr|L9KH85|L9KH85_TUPCH
OG0009502	sp|Q02535|ID3_HUMAN	tr|L9L0N7|L9L0N7_TUPCH
OG0009503	sp|Q14162|SREC_HUMAN	tr|L8Y3X4|L8Y3X4_TUPCH
OG0009504	sp|Q16401|PSMD5_HUMAN	tr|L9K3Q6|L9K3Q6_TUPCH
OG0009505	sp|Q2TB18|ASTE1_HUMAN	tr|L9JD71|L9JD71_TUPCH
OG0009506	sp|Q5VZ19|TDR10_HUMAN	tr|L9KIC0|L9KIC0_TUPCH
OG0009507	sp|Q6IAA8|LTOR1_HUMAN	tr|L9LAY9|L9LAY9_TUPCH
OG0009508	sp|Q6IEG0|SNR48_HUMAN	tr|L9L9V8|L9L9V8_TUPCH
OG0009509	sp|Q6PJ61|FBX46_HUMAN	tr|L9L7N6|L9L7N6_TUPCH
OG0009510	sp|Q6XUX3|DUSTY_HUMAN	tr|L9JBI2|L9JBI2_TUPCH
OG0009511	sp|Q70IA6|MOB2_HUMAN	tr|L8Y6Q5|L8Y6Q5_TUPCH
OG0009512	sp|Q86TG1|T150A_HUMAN	tr|L8YBQ7|L8YBQ7_TUPCH
OG0009513	sp|Q86UP0|CAD24_HUMAN	tr|L9L2G8|L9L2G8_TUPCH
OG0009514	sp|Q8IWT1|SCN4B_HUMAN	tr|M0QT08|M0QT08_TUPCH
OG0009515	sp|Q8IY67|RAVR1_HUMAN	tr|L8YCB3|L8YCB3_TUPCH
OG0009516	sp|Q8IYH5|ZZZ3_HUMAN	tr|L9KZ48|L9KZ48_TUPCH
OG0009517	sp|Q96B33|CLD23_HUMAN	tr|L9JC94|L9JC94_TUPCH
OG0009518	sp|Q96EE4|CC126_HUMAN	tr|L9KYN2|L9KYN2_TUPCH
OG0009519	sp|Q96I24|FUBP3_HUMAN	tr|L8Y684|L8Y684_TUPCH
OG0009520	sp|Q96KG7|MEG10_HUMAN	tr|L9L0G2|L9L0G2_TUPCH
OG0009521	sp|Q96KS9|F167A_HUMAN	tr|L8YCS3|L8YCS3_TUPCH
OG0009522	sp|Q96RY5|CRML_HUMAN	tr|L9KXW8|L9KXW8_TUPCH
OG0009523	sp|Q9BSE4|HERP2_HUMAN	tr|L9L5I9|L9L5I9_TUPCH
OG0009524	sp|Q9BXS4|TMM59_HUMAN	tr|L9KW77|L9KW77_TUPCH
OG0009525	sp|Q9H305|CDIP1_HUMAN	tr|L9LBQ6|L9LBQ6_TUPCH
OG0009526	sp|Q9H497|TOR3A_HUMAN	tr|L9L6X4|L9L6X4_TUPCH
OG0009527	sp|Q9H7V2|SYNG1_HUMAN	tr|L8YD28|L8YD28_TUPCH
OG0009528	sp|Q9NVA1|UQCC1_HUMAN	tr|L9L3S0|L9L3S0_TUPCH
OG0009529	sp|Q9P0W0|IFNK_HUMAN	tr|L9L941|L9L941_TUPCH
OG0009530	sp|Q9UHN6|CEIP2_HUMAN	tr|L9KPN9|L9KPN9_TUPCH
OG0009531	sp|O00461|GOLI4_HUMAN	tr|L9KPT8|L9KPT8_TUPCH
OG0009532	sp|O75419|CDC45_HUMAN	tr|L9KQG4|L9KQG4_TUPCH
OG0009533	sp|O75427|LRCH4_HUMAN	tr|L9K1E8|L9K1E8_TUPCH
OG0009534	sp|P18510|IL1RA_HUMAN	tr|L9JMA3|L9JMA3_TUPCH
OG0009535	sp|P22466|GALA_HUMAN	tr|L8XZN7|L8XZN7_TUPCH
OG0009536	sp|P24347|MMP11_HUMAN	tr|L9LC16|L9LC16_TUPCH
OG0009537	sp|P25705|ATPA_HUMAN	tr|L9L2H2|L9L2H2_TUPCH
OG0009538	sp|P43403|ZAP70_HUMAN	tr|L8Y9B2|L8Y9B2_TUPCH
OG0009539	sp|P51170|SCNNG_HUMAN	tr|M0QT20|M0QT20_TUPCH
OG0009540	sp|P56211|ARP19_HUMAN	tr|L9KM11|L9KM11_TUPCH
OG0009541	sp|Q13829|BACD2_HUMAN	tr|L8YAJ2|L8YAJ2_TUPCH
OG0009542	sp|Q15398|DLGP5_HUMAN	tr|L9JDK5|L9JDK5_TUPCH
OG0009543	sp|Q16611|BAK_HUMAN	tr|L9L3A9|L9L3A9_TUPCH
OG0009544	sp|Q4V328|GRAP1_HUMAN	tr|L8YDL3|L8YDL3_TUPCH
OG0009545	sp|Q5XG92|EST4A_HUMAN	tr|L9K1W8|L9K1W8_TUPCH
OG0009546	sp|Q6P4I2|WDR73_HUMAN	tr|L9KNU0|L9KNU0_TUPCH
OG0009547	sp|Q6Q0C1|S2547_HUMAN	tr|L9J9L9|L9J9L9_TUPCH
OG0009548	sp|Q7L1S5|CHST9_HUMAN	tr|L9KKH8|L9KKH8_TUPCH
OG0009549	sp|Q86XI2|CNDG2_HUMAN	tr|L9L4Y9|L9L4Y9_TUPCH
OG0009550	sp|Q86Y26|NUTM1_HUMAN	tr|L9LB23|L9LB23_TUPCH
OG0009551	sp|Q8IW50|F219A_HUMAN	tr|L9L6J5|L9L6J5_TUPCH
OG0009552	sp|Q8NGE3|O10P1_HUMAN	tr|L8Y6J0|L8Y6J0_TUPCH
OG0009553	sp|Q8NI35|INADL_HUMAN	tr|L9KVF6|L9KVF6_TUPCH
OG0009554	sp|Q8TBF8|FA81A_HUMAN	tr|L9L8M9|L9L8M9_TUPCH
OG0009555	sp|Q8WXG1|RSAD2_HUMAN	tr|L9KIU0|L9KIU0_TUPCH
OG0009556	sp|Q8WYN3|CSRN3_HUMAN	tr|L9J953|L9J953_TUPCH
OG0009557	sp|Q96HA8|NTAQ1_HUMAN	tr|L9JET1|L9JET1_TUPCH
OG0009558	sp|Q96HA9|PX11C_HUMAN	tr|L8Y4P7|L8Y4P7_TUPCH
OG0009559	sp|Q9BUF7|CRUM3_HUMAN	tr|L8Y6P0|L8Y6P0_TUPCH
OG0009560	sp|Q9BUJ2|HNRL1_HUMAN	tr|L8Y7G9|L8Y7G9_TUPCH
OG0009561	sp|Q9C0B0|UNK_HUMAN	tr|L9L4H4|L9L4H4_TUPCH
OG0009562	sp|Q9NW75|GPTC2_HUMAN	tr|L9JZ36|L9JZ36_TUPCH
OG0009563	sp|Q9NY43|BARH2_HUMAN	tr|L9LD74|L9LD74_TUPCH
OG0009564	sp|Q9NZN8|CNOT2_HUMAN	tr|L9KZN3|L9KZN3_TUPCH
OG0009565	sp|Q9UC06|ZNF70_HUMAN	tr|L9LCD6|L9LCD6_TUPCH
OG0009566	sp|Q9Y2K2|SIK3_HUMAN	tr|L9KQ37|L9KQ37_TUPCH
OG0009567	sp|Q9Y4W2|LAS1L_HUMAN	tr|L8YI88|L8YI88_TUPCH
OG0009568	sp|Q9Y5X0|SNX10_HUMAN	tr|L8YGP8|L8YGP8_TUPCH
OG0009569	sp|A4D0V7|CPED1_HUMAN	tr|L9KRK1|L9KRK1_TUPCH
OG0009570	sp|A6NFE2|SMCO2_HUMAN	tr|L9LCA5|L9LCA5_TUPCH
OG0009571	sp|A6NFI3|ZN316_HUMAN	tr|L9L4P0|L9L4P0_TUPCH
OG0009572	sp|O14618|CCS_HUMAN	tr|L8Y595|L8Y595_TUPCH
OG0009573	sp|O15232|MATN3_HUMAN	tr|L8Y9S8|L8Y9S8_TUPCH
OG0009574	sp|O43772|MCAT_HUMAN	tr|L8Y3Y6|L8Y3Y6_TUPCH
OG0009575	sp|O60431|OR1I1_HUMAN	tr|L8YBQ6|L8YBQ6_TUPCH
OG0009576	sp|O60602|TLR5_HUMAN	tr|L8Y2D6|L8Y2D6_TUPCH
OG0009577	sp|P02753|RET4_HUMAN	tr|L9KV77|L9KV77_TUPCH
OG0009578	sp|P49447|CY561_HUMAN	tr|L9KXU2|L9KXU2_TUPCH
OG0009579	sp|P51116|FXR2_HUMAN	tr|L9KM93|L9KM93_TUPCH
OG0009580	sp|P61278|SMS_HUMAN	tr|L9JKL8|L9JKL8_TUPCH
OG0009581	sp|P98155|VLDLR_HUMAN	tr|L9KJI9|L9KJI9_TUPCH
OG0009582	sp|Q12768|WASC5_HUMAN	tr|L9KZ71|L9KZ71_TUPCH
OG0009583	sp|Q12841|FSTL1_HUMAN	tr|L9KXP5|L9KXP5_TUPCH
OG0009584	sp|Q13103|SPP24_HUMAN	tr|L9JF63|L9JF63_TUPCH
OG0009585	sp|Q15596|NCOA2_HUMAN	tr|L8Y5W4|L8Y5W4_TUPCH
OG0009586	sp|Q2TAL6|VWC2_HUMAN	tr|L8YCE6|L8YCE6_TUPCH
OG0009587	sp|Q5SSJ5|HP1B3_HUMAN	tr|L9L009|L9L009_TUPCH
OG0009588	sp|Q5VTB9|RN220_HUMAN	tr|L9KI33|L9KI33_TUPCH
OG0009589	sp|Q6PIF2|SYCE2_HUMAN	tr|L8YD10|L8YD10_TUPCH
OG0009590	sp|Q6UUV9|CRTC1_HUMAN	tr|L9KW35|L9KW35_TUPCH
OG0009591	sp|Q6UWY0|ARSK_HUMAN	tr|L8Y1E2|L8Y1E2_TUPCH
OG0009592	sp|Q6ZN57|ZFP2_HUMAN	tr|L9JCC0|L9JCC0_TUPCH
OG0009593	sp|Q6ZW31|SYDE1_HUMAN	tr|L8YGU1|L8YGU1_TUPCH
OG0009594	sp|Q86Y13|DZIP3_HUMAN	tr|L8Y0N3|L8Y0N3_TUPCH
OG0009595	sp|Q8IZF4|AGRG5_HUMAN	tr|L9KU21|L9KU21_TUPCH
OG0009596	sp|Q8NCK7|MOT11_HUMAN	tr|L9KLL2|L9KLL2_TUPCH
OG0009597	sp|Q8NFZ0|FBH1_HUMAN	tr|L9KQN4|L9KQN4_TUPCH
OG0009598	sp|Q8NG68|TTL_HUMAN	tr|L9JLV9|L9JLV9_TUPCH
OG0009599	sp|Q8WVC6|DCAKD_HUMAN	tr|L8Y4X7|L8Y4X7_TUPCH
OG0009600	sp|Q96F46|I17RA_HUMAN	tr|L9KTX4|L9KTX4_TUPCH
OG0009601	sp|Q96M53|TBATA_HUMAN	tr|L9L7I5|L9L7I5_TUPCH
OG0009602	sp|Q99967|CITE2_HUMAN	tr|L9KN59|L9KN59_TUPCH
OG0009603	sp|Q9BSW7|SYT17_HUMAN	tr|L9KYA5|L9KYA5_TUPCH
OG0009604	sp|Q9H607|OCEL1_HUMAN	tr|L9KWV8|L9KWV8_TUPCH
OG0009605	sp|Q9HC29|NOD2_HUMAN	tr|L9KFP9|L9KFP9_TUPCH
OG0009606	sp|Q9HDC9|APMAP_HUMAN	tr|L8Y9Q4|L8Y9Q4_TUPCH
OG0009607	sp|Q9NX24|NHP2_HUMAN	tr|L9JBK7|L9JBK7_TUPCH
OG0009608	sp|Q9UBN7|HDAC6_HUMAN	tr|L8XYU0|L8XYU0_TUPCH
OG0009609	sp|Q9UHY8|FEZ2_HUMAN	tr|L9KMH8|L9KMH8_TUPCH
OG0009610	sp|Q9ULS6|KCNS2_HUMAN	tr|L9JA73|L9JA73_TUPCH
OG0009611	sp|Q9UNG2|TNF18_HUMAN	tr|L9LAY5|L9LAY5_TUPCH
OG0009612	sp|Q9Y2F5|ICE1_HUMAN	tr|L8Y687|L8Y687_TUPCH
OG0009613	sp|O00193|SMAP_HUMAN	tr|L9LAJ2|L9LAJ2_TUPCH
OG0009614	sp|O14972|VP26C_HUMAN	tr|L9KY59|L9KY59_TUPCH
OG0009615	sp|O15432|COPT2_HUMAN	tr|L9L7H6|L9L7H6_TUPCH
OG0009616	sp|O43676|NDUB3_HUMAN	tr|L9KID0|L9KID0_TUPCH
OG0009617	sp|P04626|ERBB2_HUMAN	tr|L9JWC4|L9JWC4_TUPCH
OG0009618	sp|P0CAP1|MYZAP_HUMAN	tr|L9L8X5|L9L8X5_TUPCH
OG0009619	sp|P28288|ABCD3_HUMAN	tr|L8YAH0|L8YAH0_TUPCH
OG0009620	sp|P32970|CD70_HUMAN	tr|L8Y129|L8Y129_TUPCH
OG0009621	sp|P35367|HRH1_HUMAN	tr|L9J9I5|L9J9I5_TUPCH
OG0009622	sp|P50552|VASP_HUMAN	tr|L9LBJ8|L9LBJ8_TUPCH
OG0009623	sp|P53701|CCHL_HUMAN	tr|L8YD04|L8YD04_TUPCH
OG0009624	sp|P54851|EMP2_HUMAN	tr|L9KXH6|L9KXH6_TUPCH
OG0009625	sp|P54886|P5CS_HUMAN	tr|L9JFD3|L9JFD3_TUPCH
OG0009626	sp|P58335|ANTR2_HUMAN	tr|L9KLS8|L9KLS8_TUPCH
OG0009627	sp|Q02556|IRF8_HUMAN	tr|L9KKA4|L9KKA4_TUPCH
OG0009628	sp|Q14192|FHL2_HUMAN	tr|L8YCV9|L8YCV9_TUPCH
OG0009629	sp|Q2M1Z3|RHG31_HUMAN	tr|L8Y818|L8Y818_TUPCH
OG0009630	sp|Q6ZMJ2|SCAR5_HUMAN	tr|L9KII5|L9KII5_TUPCH
OG0009631	sp|Q7L266|ASGL1_HUMAN	tr|L9JP68|L9JP68_TUPCH
OG0009632	sp|Q86VH5|LRRT3_HUMAN	tr|L9KSJ0|L9KSJ0_TUPCH
OG0009633	sp|Q86VV8|RTTN_HUMAN	tr|L9KVY4|L9KVY4_TUPCH
OG0009634	sp|Q86WI1|PKHL1_HUMAN	tr|L8Y443|L8Y443_TUPCH
OG0009635	sp|Q8IVT5|KSR1_HUMAN	tr|L8Y131|L8Y131_TUPCH
OG0009636	sp|Q8IXL9|IQCF2_HUMAN	tr|L8Y2A2|L8Y2A2_TUPCH
OG0009637	sp|Q8N136|DAW1_HUMAN	tr|L9L7Y9|L9L7Y9_TUPCH
OG0009638	sp|Q8NBK3|SUMF1_HUMAN	tr|L9JI27|L9JI27_TUPCH
OG0009639	sp|Q8NHM5|KDM2B_HUMAN	tr|L9KWJ2|L9KWJ2_TUPCH
OG0009640	sp|Q8TBY8|PMFBP_HUMAN	tr|L9KKP8|L9KKP8_TUPCH
OG0009641	sp|Q8TDL5|BPIB1_HUMAN	tr|L9L3D2|L9L3D2_TUPCH
OG0009642	sp|Q8WTW4|NPRL2_HUMAN	tr|L8Y7S2|L8Y7S2_TUPCH
OG0009643	sp|Q8WWT9|S13A3_HUMAN	tr|L9JCE8|L9JCE8_TUPCH
OG0009644	sp|Q8WZ74|CTTB2_HUMAN	tr|L8YEV4|L8YEV4_TUPCH
OG0009645	sp|Q96CD2|COAC_HUMAN	tr|L8YA76|L8YA76_TUPCH
OG0009646	sp|Q96E16|SMI19_HUMAN	tr|L9LCD8|L9LCD8_TUPCH
OG0009647	sp|Q96PD7|DGAT2_HUMAN	tr|L9L9X2|L9L9X2_TUPCH
OG0009648	sp|Q96T53|MBOA4_HUMAN	tr|L8Y4U4|L8Y4U4_TUPCH
OG0009649	sp|Q96T66|NMNA3_HUMAN	tr|L9JDC4|L9JDC4_TUPCH
OG0009650	sp|Q99551|MTEF1_HUMAN	tr|L9K6B1|L9K6B1_TUPCH
OG0009651	sp|Q99593|TBX5_HUMAN	tr|L9KR98|L9KR98_TUPCH
OG0009652	sp|Q99619|SPSB2_HUMAN	tr|L8Y3X5|L8Y3X5_TUPCH
OG0009653	sp|Q9BVG9|PTSS2_HUMAN	tr|L8YC12|L8YC12_TUPCH
OG0009654	sp|Q9BY84|DUS16_HUMAN	tr|L8YBU9|L8YBU9_TUPCH
OG0009655	sp|Q9H9H4|VP37B_HUMAN	tr|L9KRE0|L9KRE0_TUPCH
OG0009656	sp|Q9HA38|ZMAT3_HUMAN	tr|L8YAK1|L8YAK1_TUPCH
OG0009657	sp|Q9NWQ8|PHAG1_HUMAN	tr|L8Y2E9|L8Y2E9_TUPCH
OG0009658	sp|Q9NWX5|ASB6_HUMAN	tr|L9KGD4|L9KGD4_TUPCH
OG0009659	sp|Q9UBX1|CATF_HUMAN	tr|L8Y043|L8Y043_TUPCH
OG0009660	sp|Q9UD57|NKX12_HUMAN	tr|L9L3E4|L9L3E4_TUPCH
OG0009661	sp|Q9Y5J1|UTP18_HUMAN	tr|L9KH54|L9KH54_TUPCH
OG0009662	sp|Q9Y5W9|SNX11_HUMAN	tr|L8Y680|L8Y680_TUPCH
OG0009663	sp|A2A288|ZC12D_HUMAN	tr|L9LDK2|L9LDK2_TUPCH
OG0009664	sp|O60336|MABP1_HUMAN	tr|L9JCQ8|L9JCQ8_TUPCH
OG0009665	sp|O75293|GA45B_HUMAN	tr|L8Y4F4|L8Y4F4_TUPCH
OG0009666	sp|O75319|DUS11_HUMAN	tr|L9KMR6|L9KMR6_TUPCH
OG0009667	sp|O75600|KBL_HUMAN	tr|L8Y5K1|L8Y5K1_TUPCH
OG0009668	sp|O76061|STC2_HUMAN	tr|L9JBR8|L9JBR8_TUPCH
OG0009669	sp|O94874|UFL1_HUMAN	tr|L9JVM7|L9JVM7_TUPCH
OG0009670	sp|O95104|SCAF4_HUMAN	tr|L9K9V1|L9K9V1_TUPCH
OG0009671	sp|P02751|FINC_HUMAN	tr|L9JFR7|L9JFR7_TUPCH
OG0009672	sp|P06703|S10A6_HUMAN	tr|L9JAM0|L9JAM0_TUPCH
OG0009673	sp|P10323|ACRO_HUMAN	tr|L9JF88|L9JF88_TUPCH
OG0009674	sp|P22607|FGFR3_HUMAN	tr|L9KJ31|L9KJ31_TUPCH
OG0009675	sp|P42127|ASIP_HUMAN	tr|L9L4A7|L9L4A7_TUPCH
OG0009676	sp|P43166|CAH7_HUMAN	tr|L9K2M6|L9K2M6_TUPCH
OG0009677	sp|P49366|DHYS_HUMAN	tr|L8YGL6|L8YGL6_TUPCH
OG0009678	sp|Q13444|ADA15_HUMAN	tr|L9KIY5|L9KIY5_TUPCH
OG0009679	sp|Q13515|BFSP2_HUMAN	tr|L8Y2D2|L8Y2D2_TUPCH
OG0009680	sp|Q16540|RM23_HUMAN	tr|L9LB65|L9LB65_TUPCH
OG0009681	sp|Q3ZAQ7|VMA21_HUMAN	tr|L8Y3Q0|L8Y3Q0_TUPCH
OG0009683	sp|Q5JU00|DRC5_HUMAN	tr|L9KS56|L9KS56_TUPCH
OG0009684	sp|Q5SZL2|CE85L_HUMAN	tr|L9JDV4|L9JDV4_TUPCH
OG0009685	sp|Q6BAA4|FCRLB_HUMAN	tr|L9L8H3|L9L8H3_TUPCH
OG0009686	sp|Q6PID8|KLD10_HUMAN	tr|L9JBU1|L9JBU1_TUPCH
OG0009687	sp|Q6UXC1|AEGP_HUMAN	tr|L8YA66|L8YA66_TUPCH
OG0009688	sp|Q6ZUT3|FRMD7_HUMAN	tr|L8YGG2|L8YGG2_TUPCH
OG0009689	sp|Q8IVP5|FUND1_HUMAN	tr|L9L2K8|L9L2K8_TUPCH
OG0009690	sp|Q8IWB9|TEX2_HUMAN	tr|L9KXS3|L9KXS3_TUPCH
OG0009691	sp|Q8IYP2|PRS58_HUMAN	tr|L9L281|L9L281_TUPCH
OG0009692	sp|Q8N567|ZCHC9_HUMAN	tr|L9L5M7|L9L5M7_TUPCH
OG0009693	sp|Q8N9I9|DTX3_HUMAN	tr|L8Y4B8|L8Y4B8_TUPCH
OG0009694	sp|Q8TAA1|RNS11_HUMAN	tr|L8YA50|L8YA50_TUPCH
OG0009695	sp|Q8WTX7|CAST1_HUMAN	tr|L9KZH9|L9KZH9_TUPCH
OG0009696	sp|Q8WVB6|CTF18_HUMAN	tr|L9KYH8|L9KYH8_TUPCH
OG0009697	sp|Q8WWY7|WFD12_HUMAN	tr|L9KVB6|L9KVB6_TUPCH
OG0009698	sp|Q8WXX5|DNJC9_HUMAN	tr|L8Y4W0|L8Y4W0_TUPCH
