Orthogroup	Homo_sapiens	Sapajus_apella
OG0008850	sp|Q96BN6|F149B_HUMAN	tr|A0A6J3G2F6|A0A6J3G2F6_SAPAP
OG0008851	sp|Q96C23|GALM_HUMAN	tr|A0A6J3EKR2|A0A6J3EKR2_SAPAP
OG0008852	sp|Q96NA8|TSNA1_HUMAN	tr|A0A6J3FX73|A0A6J3FX73_SAPAP
OG0008853	sp|Q9BSF4|TIM29_HUMAN	tr|A0A6J3FPV5|A0A6J3FPV5_SAPAP
OG0008854	sp|Q9BTE6|AASD1_HUMAN	tr|A0A6J3HZK5|A0A6J3HZK5_SAPAP
OG0008855	sp|Q9BVI0|PHF20_HUMAN	tr|A0A6J3J9X7|A0A6J3J9X7_SAPAP
OG0008856	sp|Q9H095|DRC9_HUMAN	tr|A0A6J3GQI1|A0A6J3GQI1_SAPAP
OG0008857	sp|Q9H4X1|RGCC_HUMAN	tr|A0A6J3J718|A0A6J3J718_SAPAP
OG0008858	sp|Q9H5K3|SG196_HUMAN	tr|A0A6J3IPM9|A0A6J3IPM9_SAPAP
OG0008859	sp|Q9H6W3|RIOX1_HUMAN	tr|A0A6J3IMR8|A0A6J3IMR8_SAPAP
OG0008860	sp|Q9HAJ7|SP30L_HUMAN	tr|A0A6J3GPC6|A0A6J3GPC6_SAPAP
OG0008861	sp|Q9NNZ6|PRM3_HUMAN	tr|A0A6J3EZA6|A0A6J3EZA6_SAPAP
OG0008862	sp|Q9NVU7|SDA1_HUMAN	tr|A0A6J3GFV2|A0A6J3GFV2_SAPAP
OG0008863	sp|Q9NZH6|IL37_HUMAN	tr|A0A6J3F234|A0A6J3F234_SAPAP
OG0008864	sp|Q9UBD5|ORC3_HUMAN	tr|A0A6J3HNH7|A0A6J3HNH7_SAPAP
OG0008865	sp|Q9ULZ2|STAP1_HUMAN	tr|A0A6J3GB03|A0A6J3GB03_SAPAP
OG0008866	sp|Q9UNK9|ANGE1_HUMAN	tr|A0A6J3IMI7|A0A6J3IMI7_SAPAP
OG0008867	sp|Q9UPZ3|HPS5_HUMAN	tr|A0A6J3ERH8|A0A6J3ERH8_SAPAP
OG0008868	sp|Q9Y3D8|KAD6_HUMAN	tr|A0A6J3HY40|A0A6J3HY40_SAPAP
OG0008869	sp|Q9Y3Z3|SAMH1_HUMAN	tr|A0A6J3J7Q5|A0A6J3J7Q5_SAPAP
OG0008870	sp|Q9Y5U2|TSSC4_HUMAN	tr|A0A6J3H3H5|A0A6J3H3H5_SAPAP
OG0008871	sp|Q9Y6G3|RM42_HUMAN	tr|A0A6J3JFG8|A0A6J3JFG8_SAPAP
OG0008872	sp|Q9Y6I9|TX264_HUMAN	tr|A0A6J3ITS6|A0A6J3ITS6_SAPAP
OG0008873	sp|A0A1B0GVH6|CM042_HUMAN	tr|A0A6J3J6F4|A0A6J3J6F4_SAPAP
OG0008874	sp|A1L168|CT202_HUMAN	tr|A0A6J3JAT0|A0A6J3JAT0_SAPAP
OG0008875	sp|A6NJ46|NKX63_HUMAN	tr|A0A6J3IPT7|A0A6J3IPT7_SAPAP
OG0008876	sp|A6NK06|IRG1_HUMAN	tr|A0A6J3HTC6|A0A6J3HTC6_SAPAP
OG0008877	sp|A6NLE4|SIM23_HUMAN	tr|A0A6J3GFW1|A0A6J3GFW1_SAPAP
OG0008878	sp|I1YAP6|TRI77_HUMAN	tr|A0A6J3J9L2|A0A6J3J9L2_SAPAP
OG0008879	sp|O43364|HXA2_HUMAN	tr|A0A6J3IL88|A0A6J3IL88_SAPAP
OG0008880	sp|O75379|VAMP4_HUMAN	tr|A0A6J3IYF0|A0A6J3IYF0_SAPAP
OG0008881	sp|O75711|SCRG1_HUMAN	tr|A0A6J3JJE1|A0A6J3JJE1_SAPAP
OG0008882	sp|O94901|SUN1_HUMAN	tr|A0A6J3GCR4|A0A6J3GCR4_SAPAP
OG0008883	sp|P11309|PIM1_HUMAN	tr|A0A6J3FW91|A0A6J3FW91_SAPAP
OG0008884	sp|P26441|CNTF_HUMAN	tr|A0A6J3I7U7|A0A6J3I7U7_SAPAP
OG0008885	sp|P28838|AMPL_HUMAN	tr|A0A6J3HFX2|A0A6J3HFX2_SAPAP
OG0008886	sp|P30556|AGTR1_HUMAN	tr|A0A6J3GPC7|A0A6J3GPC7_SAPAP
OG0008887	sp|P31277|HXD11_HUMAN	tr|A0A6J3J3L1|A0A6J3J3L1_SAPAP
OG0008888	sp|P51786|ZN157_HUMAN	tr|A0A6J3G923|A0A6J3G923_SAPAP
OG0008889	sp|P55347|PKNX1_HUMAN	tr|A0A6J3HRC7|A0A6J3HRC7_SAPAP
OG0008890	sp|P61106|RAB14_HUMAN	tr|A0A6J3FNN6|A0A6J3FNN6_SAPAP
OG0008891	sp|P98175|RBM10_HUMAN	tr|A0A6J3G8X4|A0A6J3G8X4_SAPAP
OG0008892	sp|Q03014|HHEX_HUMAN	tr|A0A6J3F736|A0A6J3F736_SAPAP
OG0008893	sp|Q10589|BST2_HUMAN	tr|A0A6J3H222|A0A6J3H222_SAPAP
OG0008894	sp|Q13794|APR_HUMAN	tr|A0A6J3J4Q4|A0A6J3J4Q4_SAPAP
OG0008895	sp|Q14526|HIC1_HUMAN	tr|A0A6J3GN48|A0A6J3GN48_SAPAP
OG0008896	sp|Q14964|RB39A_HUMAN	tr|A0A6J3IGD0|A0A6J3IGD0_SAPAP
OG0008897	sp|Q15027|ACAP1_HUMAN	tr|A0A6J3I287|A0A6J3I287_SAPAP
OG0008898	sp|Q16181|SEPT7_HUMAN	tr|A0A6J3IKV3|A0A6J3IKV3_SAPAP
OG0008899	sp|Q16558|KCMB1_HUMAN	tr|A0A6J3FSI5|A0A6J3FSI5_SAPAP
OG0008900	sp|Q16795|NDUA9_HUMAN	tr|A0A6J3G361|A0A6J3G361_SAPAP
OG0008901	sp|Q2M1P5|KIF7_HUMAN	tr|A0A6J3GPI2|A0A6J3GPI2_SAPAP
OG0008902	sp|Q5H9E4|S2553_HUMAN	tr|A0A6J3FN35|A0A6J3FN35_SAPAP
OG0008903	sp|Q5SQI0|ATAT_HUMAN	tr|A0A6J3H8V7|A0A6J3H8V7_SAPAP
OG0008904	sp|Q5VZP5|STYL2_HUMAN	tr|A0A6J3IXW2|A0A6J3IXW2_SAPAP
OG0008905	sp|Q659C4|LAR1B_HUMAN	tr|A0A6J3J0Q7|A0A6J3J0Q7_SAPAP
OG0008906	sp|Q6P499|NPAL3_HUMAN	tr|A0A6J3JP62|A0A6J3JP62_SAPAP
OG0008907	sp|Q6PI26|SHQ1_HUMAN	tr|A0A6J3IVB8|A0A6J3IVB8_SAPAP
OG0008908	sp|Q71F23|CENPU_HUMAN	tr|A0A6J3JI70|A0A6J3JI70_SAPAP
OG0008909	sp|Q8NC01|CLC1A_HUMAN	tr|A0A6J3FYE8|A0A6J3FYE8_SAPAP
OG0008910	sp|Q8WTR8|NET5_HUMAN	tr|A0A6J3HAW2|A0A6J3HAW2_SAPAP
OG0008911	sp|Q92902|HPS1_HUMAN	tr|A0A6J3I3E3|A0A6J3I3E3_SAPAP
OG0008912	sp|Q96G46|DUS3L_HUMAN	tr|A0A6J3FQF5|A0A6J3FQF5_SAPAP
OG0008913	sp|Q96HH9|GRM2B_HUMAN	tr|A0A6J3GU25|A0A6J3GU25_SAPAP
OG0008914	sp|Q96SE0|ABHD1_HUMAN	tr|A0A6J3JSH1|A0A6J3JSH1_SAPAP
OG0008915	sp|Q9C073|F117A_HUMAN	tr|A0A6J3I0P0|A0A6J3I0P0_SAPAP
OG0008916	sp|Q9C0F3|ZN436_HUMAN	tr|A0A6J3JQI3|A0A6J3JQI3_SAPAP
OG0008917	sp|Q9H1Y3|OPN3_HUMAN	tr|A0A6J3EXV0|A0A6J3EXV0_SAPAP
OG0008918	sp|Q9H6K1|ILRUN_HUMAN	tr|A0A6J3FUS0|A0A6J3FUS0_SAPAP
OG0008919	sp|Q9H777|RNZ1_HUMAN	tr|A0A6J3GBG1|A0A6J3GBG1_SAPAP
OG0008920	sp|Q9HCN4|GPN1_HUMAN	tr|A0A6J3JSP8|A0A6J3JSP8_SAPAP
OG0008921	sp|Q9NWZ8|GEMI8_HUMAN	tr|A0A6J3IH23|A0A6J3IH23_SAPAP
OG0008922	sp|Q9NXD2|MTMRA_HUMAN	tr|A0A6J3GCS0|A0A6J3GCS0_SAPAP
OG0008923	sp|Q9NYH9|UTP6_HUMAN	tr|A0A6J3I4J6|A0A6J3I4J6_SAPAP
OG0008924	sp|Q9UI08|EVL_HUMAN	tr|A0A6J3IMK3|A0A6J3IMK3_SAPAP
OG0008925	sp|Q9UJT2|TSKS_HUMAN	tr|A0A6J3GSG0|A0A6J3GSG0_SAPAP
OG0008926	sp|Q9ULI1|NWD2_HUMAN	tr|A0A6J3HIY8|A0A6J3HIY8_SAPAP
OG0008927	sp|Q9UPP1|PHF8_HUMAN	tr|A0A6J3GXD6|A0A6J3GXD6_SAPAP
OG0008928	sp|Q9UQ35|SRRM2_HUMAN	tr|A0A6J3H1Z8|A0A6J3H1Z8_SAPAP
OG0008929	sp|Q9Y2G9|SBNO2_HUMAN	tr|A0A6J3FSD3|A0A6J3FSD3_SAPAP
OG0008930	sp|Q9Y2R2|PTN22_HUMAN	tr|A0A6J3FJI0|A0A6J3FJI0_SAPAP
OG0008931	sp|Q9Y375|CIA30_HUMAN	tr|A0A6J3FN29|A0A6J3FN29_SAPAP
OG0008932	sp|Q9Y3F4|STRAP_HUMAN	tr|A0A6J3FVG9|A0A6J3FVG9_SAPAP
OG0008933	sp|Q9Y5S8|NOX1_HUMAN	tr|A0A6J3G739|A0A6J3G739_SAPAP
OG0008934	sp|A6NE01|F186A_HUMAN	tr|A0A6J3I949|A0A6J3I949_SAPAP
OG0008935	sp|F5H4A9|CC080_HUMAN	tr|A0A6J3GIR3|A0A6J3GIR3_SAPAP
OG0008936	sp|O15522|NKX28_HUMAN	tr|A0A6J3EYJ1|A0A6J3EYJ1_SAPAP
OG0008937	sp|O43914|TYOBP_HUMAN	tr|A0A6J3FJ97|A0A6J3FJ97_SAPAP
OG0008938	sp|O60240|PLIN1_HUMAN	tr|A0A6J3GQK4|A0A6J3GQK4_SAPAP
OG0008939	sp|O75410|TACC1_HUMAN	tr|A0A6J3IND3|A0A6J3IND3_SAPAP
OG0008940	sp|O75663|TIPRL_HUMAN	tr|A0A6J3FMZ3|A0A6J3FMZ3_SAPAP
OG0008941	sp|O95163|ELP1_HUMAN	tr|A0A6J3ENH5|A0A6J3ENH5_SAPAP
OG0008942	sp|O95447|LCA5L_HUMAN	tr|A0A6J3HSY4|A0A6J3HSY4_SAPAP
OG0008943	sp|O95980|RECK_HUMAN	tr|A0A6J3EUE3|A0A6J3EUE3_SAPAP
OG0008944	sp|P05107|ITB2_HUMAN	tr|A0A6J3HR95|A0A6J3HR95_SAPAP
OG0008945	sp|P09619|PGFRB_HUMAN	tr|A0A6J3FK22|A0A6J3FK22_SAPAP
OG0008946	sp|P17735|ATTY_HUMAN	tr|A0A6J3ICL5|A0A6J3ICL5_SAPAP
OG0008947	sp|P22680|CP7A1_HUMAN	tr|A0A6J3JAS2|A0A6J3JAS2_SAPAP
OG0008948	sp|P32780|TF2H1_HUMAN	tr|A0A6J3EV95|A0A6J3EV95_SAPAP
OG0008949	sp|P41732|TSN7_HUMAN	tr|A0A6J3GHW7|A0A6J3GHW7_SAPAP
OG0008950	sp|P42766|RL35_HUMAN	tr|A0A6J3FNY4|A0A6J3FNY4_SAPAP
OG0008951	sp|P48230|T4S4_HUMAN	tr|A0A6J3GNH5|A0A6J3GNH5_SAPAP
OG0008952	sp|P55157|MTP_HUMAN	tr|A0A6J3GHK5|A0A6J3GHK5_SAPAP
OG0008953	sp|P56880|CLD20_HUMAN	tr|A0A6J3GA46|A0A6J3GA46_SAPAP
OG0008954	sp|P57055|DSCR6_HUMAN	tr|A0A6J3HRS9|A0A6J3HRS9_SAPAP
OG0008955	sp|P57772|SELB_HUMAN	tr|A0A6J3H235|A0A6J3H235_SAPAP
OG0008956	sp|P57773|CXA9_HUMAN	tr|A0A6J3FB96|A0A6J3FB96_SAPAP
OG0008957	sp|P57775|FBXW4_HUMAN	tr|A0A6J3I4T4|A0A6J3I4T4_SAPAP
OG0008958	sp|P57789|KCNKA_HUMAN	tr|A0A6J3IM09|A0A6J3IM09_SAPAP
OG0008959	sp|P58166|INHBE_HUMAN	tr|A0A6J3ITR8|A0A6J3ITR8_SAPAP
OG0008960	sp|P62341|SELT_HUMAN	tr|A0A6J3GM95|A0A6J3GM95_SAPAP
OG0008961	sp|Q05996|ZP2_HUMAN	tr|A0A6J3EZQ7|A0A6J3EZQ7_SAPAP
OG0008962	sp|Q0D2K3|RIPP1_HUMAN	tr|A0A6J3FM16|A0A6J3FM16_SAPAP
OG0008963	sp|Q13200|PSMD2_HUMAN	tr|A0A6J3JID6|A0A6J3JID6_SAPAP
OG0008964	sp|Q13469|NFAC2_HUMAN	tr|A0A6J3G391|A0A6J3G391_SAPAP
OG0008965	sp|Q15546|PAQRB_HUMAN	tr|A0A6J3I128|A0A6J3I128_SAPAP
OG0008966	sp|Q15646|OASL_HUMAN	tr|A0A6J3EX19|A0A6J3EX19_SAPAP
OG0008967	sp|Q15750|TAB1_HUMAN	tr|A0A6J3GZ12|A0A6J3GZ12_SAPAP
OG0008968	sp|Q4G1C9|GRPL2_HUMAN	tr|A0A6J3JCQ1|A0A6J3JCQ1_SAPAP
OG0008969	sp|Q53S99|CB083_HUMAN	tr|A0A6J3HYE0|A0A6J3HYE0_SAPAP
OG0008970	sp|Q5T1B0|AXDN1_HUMAN	tr|A0A6J3IYJ6|A0A6J3IYJ6_SAPAP
OG0008971	sp|Q5T601|AGRF1_HUMAN	tr|A0A6J3JLT0|A0A6J3JLT0_SAPAP
OG0008972	sp|Q5TD94|RSH4A_HUMAN	tr|A0A6J3HK08|A0A6J3HK08_SAPAP
OG0008973	sp|Q5U5R9|HECD2_HUMAN	tr|A0A6J3F703|A0A6J3F703_SAPAP
OG0008974	sp|Q5VW36|FOCAD_HUMAN	tr|A0A6J3JNI1|A0A6J3JNI1_SAPAP
OG0008975	sp|Q6NT04|TIGD7_HUMAN	tr|A0A6J3G7Z0|A0A6J3G7Z0_SAPAP
OG0008976	sp|Q6RW13|ATRAP_HUMAN	tr|A0A6J3JS88|A0A6J3JS88_SAPAP
OG0008977	sp|Q6UXS0|CL19A_HUMAN	tr|A0A6J3EZG4|A0A6J3EZG4_SAPAP
OG0008978	sp|Q6ZNW5|GDPP1_HUMAN	tr|A0A6J3GPL1|A0A6J3GPL1_SAPAP
OG0008979	sp|Q7Z392|TPC11_HUMAN	tr|A0A6J3JIG0|A0A6J3JIG0_SAPAP
OG0008980	sp|Q86TZ1|TTC6_HUMAN	tr|A0A6J3EYM1|A0A6J3EYM1_SAPAP
OG0008981	sp|Q86X24|HORM1_HUMAN	tr|A0A6J3GYP2|A0A6J3GYP2_SAPAP
OG0008982	sp|Q8IUC6|TCAM1_HUMAN	tr|A0A6J3HGA9|A0A6J3HGA9_SAPAP
OG0008983	sp|Q8IUH3|RBM45_HUMAN	tr|A0A6J3J1L6|A0A6J3J1L6_SAPAP
OG0008984	sp|Q8N3L3|TXLNB_HUMAN	tr|A0A6J3HK69|A0A6J3HK69_SAPAP
OG0008985	sp|Q8N3Y1|FBXW8_HUMAN	tr|A0A6J3ERD7|A0A6J3ERD7_SAPAP
OG0008986	sp|Q8NBR0|P5I13_HUMAN	tr|A0A6J3HXT7|A0A6J3HXT7_SAPAP
OG0008987	sp|Q8NCA9|ZN784_HUMAN	tr|A0A6J3GMC0|A0A6J3GMC0_SAPAP
OG0008988	sp|Q8TDD1|DDX54_HUMAN	tr|A0A6J3EP12|A0A6J3EP12_SAPAP
OG0008989	sp|Q92696|PGTA_HUMAN	tr|A0A6J3GUP6|A0A6J3GUP6_SAPAP
OG0008990	sp|Q92847|GHSR_HUMAN	tr|A0A6J3G8H1|A0A6J3G8H1_SAPAP
OG0008991	sp|Q96IW7|SC22A_HUMAN	tr|A0A6J3H0A5|A0A6J3H0A5_SAPAP
OG0008992	sp|Q96SQ9|CP2S1_HUMAN	tr|A0A6J3FFV0|A0A6J3FFV0_SAPAP
OG0008993	sp|Q99966|CITE1_HUMAN	tr|A0A6J3H7P4|A0A6J3H7P4_SAPAP
OG0008994	sp|Q9BQI9|NRIP2_HUMAN	tr|A0A6J3FX16|A0A6J3FX16_SAPAP
OG0008995	sp|Q9H6R0|DHX33_HUMAN	tr|A0A6J3H3E9|A0A6J3H3E9_SAPAP
OG0008996	sp|Q9HBL7|PLRKT_HUMAN	tr|A0A6J3IXX6|A0A6J3IXX6_SAPAP
OG0008997	sp|Q9NTX7|RN146_HUMAN	tr|A0A6J3HJN5|A0A6J3HJN5_SAPAP
OG0008998	sp|Q9P2E9|RRBP1_HUMAN	tr|A0A6J3FEA5|A0A6J3FEA5_SAPAP
OG0008999	sp|Q9UBR4|LHX3_HUMAN	tr|A0A6J3GIH4|A0A6J3GIH4_SAPAP
OG0009000	sp|Q9UHD2|TBK1_HUMAN	tr|A0A6J3IQY2|A0A6J3IQY2_SAPAP
OG0009001	sp|Q9UK76|JUPI1_HUMAN	tr|A0A6J3EWJ6|A0A6J3EWJ6_SAPAP
OG0009002	sp|Q9UMN6|KMT2B_HUMAN	tr|A0A6J3FI19|A0A6J3FI19_SAPAP
OG0009003	sp|Q9UN19|DAPP1_HUMAN	tr|A0A6J3GHK0|A0A6J3GHK0_SAPAP
OG0009004	sp|Q9UPV0|CE164_HUMAN	tr|A0A6J3IFX1|A0A6J3IFX1_SAPAP
OG0009005	sp|Q9Y334|VWA7_HUMAN	tr|A0A6J3H2Z1|A0A6J3H2Z1_SAPAP
OG0009006	sp|Q9Y5X9|LIPE_HUMAN	tr|A0A6J3GBR0|A0A6J3GBR0_SAPAP
OG0009007	sp|A0A1B0GU33|TEX53_HUMAN	tr|A0A6J3FNI5|A0A6J3FNI5_SAPAP
OG0009008	sp|A6NGS2|ERIC4_HUMAN	tr|A0A6J3FHI5|A0A6J3FHI5_SAPAP
OG0009009	sp|A8MTZ0|BBIP1_HUMAN	tr|A0A6J3I6F1|A0A6J3I6F1_SAPAP
OG0009010	sp|A8MUP2|CSKMT_HUMAN	tr|A0A6J3I8V1|A0A6J3I8V1_SAPAP
OG0009011	sp|A8MV81|HIG1C_HUMAN	tr|A0A6J3IFW4|A0A6J3IFW4_SAPAP
OG0009012	sp|E2RYF6|MUC22_HUMAN	tr|A0A6J3H857|A0A6J3H857_SAPAP
OG0009013	sp|O00308|WWP2_HUMAN	tr|A0A6J3ICI8|A0A6J3ICI8_SAPAP
OG0009014	sp|O00522|KRIT1_HUMAN	tr|A0A6J3FT81|A0A6J3FT81_SAPAP
OG0009015	sp|O15297|PPM1D_HUMAN	tr|A0A6J3I2U0|A0A6J3I2U0_SAPAP
OG0009016	sp|O43708|MAAI_HUMAN	tr|A0A6J3IM97|A0A6J3IM97_SAPAP
OG0009017	sp|O60583|CCNT2_HUMAN	tr|A0A6J3FLJ3|A0A6J3FLJ3_SAPAP
OG0009018	sp|O60671|RAD1_HUMAN	tr|A0A6J3HWQ3|A0A6J3HWQ3_SAPAP
OG0009019	sp|O75356|ENTP5_HUMAN	tr|A0A6J3IMN0|A0A6J3IMN0_SAPAP
OG0009020	sp|P05981|HEPS_HUMAN	tr|A0A6J3FGZ6|A0A6J3FGZ6_SAPAP
OG0009021	sp|P06746|DPOLB_HUMAN	tr|A0A6J3INA1|A0A6J3INA1_SAPAP
OG0009022	sp|P17931|LEG3_HUMAN	tr|A0A6J3FNZ7|A0A6J3FNZ7_SAPAP
OG0009023	sp|P22792|CPN2_HUMAN	tr|A0A6J3JGK7|A0A6J3JGK7_SAPAP
OG0009024	sp|P32927|IL3RB_HUMAN	tr|A0A6J3GXM3|A0A6J3GXM3_SAPAP
OG0009025	sp|P42568|AF9_HUMAN	tr|A0A6J3JM47|A0A6J3JM47_SAPAP
OG0009026	sp|P43155|CACP_HUMAN	tr|A0A6J3G5P2|A0A6J3G5P2_SAPAP
OG0009027	sp|P54710|ATNG_HUMAN	tr|A0A6J3IFW2|A0A6J3IFW2_SAPAP
OG0009028	sp|P55345|ANM2_HUMAN	tr|A0A6J3HS11|A0A6J3HS11_SAPAP
OG0009029	sp|P60985|KTDAP_HUMAN	tr|A0A6J3FGN7|A0A6J3FGN7_SAPAP
OG0009030	sp|P63211|GBG1_HUMAN	tr|A0A6J3FU57|A0A6J3FU57_SAPAP
OG0009031	sp|Q00688|FKBP3_HUMAN	tr|A0A6J3I3A9|A0A6J3I3A9_SAPAP
OG0009032	sp|Q02078|MEF2A_HUMAN	tr|A0A6J3FTU8|A0A6J3FTU8_SAPAP
OG0009033	sp|Q02083|NAAA_HUMAN	tr|A0A6J3GGK1|A0A6J3GGK1_SAPAP
OG0009034	sp|Q06889|EGR3_HUMAN	tr|A0A6J3IR04|A0A6J3IR04_SAPAP
OG0009035	sp|Q13488|VPP3_HUMAN	tr|A0A6J3I7F2|A0A6J3I7F2_SAPAP
OG0009036	sp|Q14191|WRN_HUMAN	tr|A0A6J3INP8|A0A6J3INP8_SAPAP
OG0009037	sp|Q14204|DYHC1_HUMAN	tr|A0A6J3IMF2|A0A6J3IMF2_SAPAP
OG0009038	sp|Q14444|CAPR1_HUMAN	tr|A0A6J3IAD4|A0A6J3IAD4_SAPAP
OG0009039	sp|Q16543|CDC37_HUMAN	tr|A0A6J3FQM4|A0A6J3FQM4_SAPAP
OG0009040	sp|Q16566|KCC4_HUMAN	tr|A0A6J3HKA3|A0A6J3HKA3_SAPAP
OG0009041	sp|Q53T94|TAF1B_HUMAN	tr|A0A6J3J666|A0A6J3J666_SAPAP
OG0009042	sp|Q5T653|RM02_HUMAN	tr|A0A6J3JKG9|A0A6J3JKG9_SAPAP
OG0009043	sp|Q68D86|C102B_HUMAN	tr|A0A6J3J4W7|A0A6J3J4W7_SAPAP
OG0009044	sp|Q6ZNL6|FGD5_HUMAN	tr|A0A6J3GJM7|A0A6J3GJM7_SAPAP
OG0009045	sp|Q7Z5J4|RAI1_HUMAN	tr|A0A6J3HA08|A0A6J3HA08_SAPAP
OG0009046	sp|Q86VB7|C163A_HUMAN	tr|A0A6J3HCG3|A0A6J3HCG3_SAPAP
OG0009047	sp|Q86VH2|KIF27_HUMAN	tr|A0A6J3IX99|A0A6J3IX99_SAPAP
OG0009048	sp|Q86VR2|RETR3_HUMAN	tr|A0A6J3I0P7|A0A6J3I0P7_SAPAP
OG0009049	sp|Q86VY4|TSYL5_HUMAN	tr|A0A6J3FFG0|A0A6J3FFG0_SAPAP
OG0009050	sp|Q8IW70|T151B_HUMAN	tr|A0A6J3JKT5|A0A6J3JKT5_SAPAP
OG0009051	sp|Q8N112|LSME2_HUMAN	tr|A0A6J3ITR0|A0A6J3ITR0_SAPAP
OG0009052	sp|Q8NDV1|SIA7C_HUMAN	tr|A0A6J3JET2|A0A6J3JET2_SAPAP
OG0009053	sp|Q8NFW8|NEUA_HUMAN	tr|A0A6J3ILY3|A0A6J3ILY3_SAPAP
OG0009054	sp|Q8WUX9|CHMP7_HUMAN	tr|A0A6J3IPJ4|A0A6J3IPJ4_SAPAP
OG0009055	sp|Q8WWQ8|STAB2_HUMAN	tr|A0A6J3JKN7|A0A6J3JKN7_SAPAP
OG0009056	sp|Q8WZ82|OVCA2_HUMAN	tr|A0A6J3GN37|A0A6J3GN37_SAPAP
OG0009057	sp|Q96F10|SAT2_HUMAN	tr|A0A6J3I339|A0A6J3I339_SAPAP
OG0009058	sp|Q96JM2|ZN462_HUMAN	tr|A0A6J3ENG4|A0A6J3ENG4_SAPAP
OG0009059	sp|Q96L42|KCNH8_HUMAN	tr|A0A6J3H023|A0A6J3H023_SAPAP
OG0009060	sp|Q96LW2|KS6R_HUMAN	tr|A0A6J3I3X8|A0A6J3I3X8_SAPAP
OG0009061	sp|Q96NY9|MUS81_HUMAN	tr|A0A6J3I815|A0A6J3I815_SAPAP
OG0009062	sp|Q99742|NPAS1_HUMAN	tr|A0A6J3GK40|A0A6J3GK40_SAPAP
OG0009063	sp|Q9BYJ1|LOXE3_HUMAN	tr|A0A6J3I179|A0A6J3I179_SAPAP
OG0009064	sp|Q9H0X9|OSBL5_HUMAN	tr|A0A6J3H3I5|A0A6J3H3I5_SAPAP
OG0009065	sp|Q9H1H1|GTSFL_HUMAN	tr|A0A6J3GMW0|A0A6J3GMW0_SAPAP
OG0009066	sp|Q9HBJ8|CLTRN_HUMAN	tr|A0A6J3IIA9|A0A6J3IIA9_SAPAP
OG0009067	sp|Q9HBW1|LRRC4_HUMAN	tr|A0A6J3HLY9|A0A6J3HLY9_SAPAP
OG0009068	sp|Q9NPG4|PCD12_HUMAN	tr|A0A6J3EMP9|A0A6J3EMP9_SAPAP
OG0009069	sp|Q9NQE9|HINT3_HUMAN	tr|A0A6J3HL77|A0A6J3HL77_SAPAP
OG0009070	sp|Q9NRR5|UBQL4_HUMAN	tr|A0A6J3GGI2|A0A6J3GGI2_SAPAP
OG0009071	sp|Q9NZU7|CABP1_HUMAN	tr|A0A6J3ESK9|A0A6J3ESK9_SAPAP
OG0009072	sp|Q9P2M4|TBC14_HUMAN	tr|A0A6J3FW37|A0A6J3FW37_SAPAP
OG0009073	sp|Q9UHR4|BI2L1_HUMAN	tr|A0A6J3GXZ9|A0A6J3GXZ9_SAPAP
OG0009074	sp|Q9UL49|TCFL5_HUMAN	tr|A0A6J3G5P0|A0A6J3G5P0_SAPAP
OG0009075	sp|Q9UM22|EPDR1_HUMAN	tr|A0A6J3IKT3|A0A6J3IKT3_SAPAP
OG0009076	sp|Q9UMX9|S45A2_HUMAN	tr|A0A6J3HWR6|A0A6J3HWR6_SAPAP
OG0009077	sp|Q9UNN8|EPCR_HUMAN	tr|A0A6J3J959|A0A6J3J959_SAPAP
OG0009078	sp|Q9UPZ9|CILK1_HUMAN	tr|A0A6J3JMI3|A0A6J3JMI3_SAPAP
OG0009079	sp|A1L167|U2QL1_HUMAN	tr|A0A6J3HX55|A0A6J3HX55_SAPAP
OG0009080	sp|A2RU49|HYKK_HUMAN	tr|A0A6J3H989|A0A6J3H989_SAPAP
OG0009081	sp|A7E2S9|A30BL_HUMAN	tr|A0A6J3GDR1|A0A6J3GDR1_SAPAP
OG0009082	sp|A8MXU0|DB108_HUMAN	tr|A0A6J3H388|A0A6J3H388_SAPAP
OG0009083	sp|O00151|PDLI1_HUMAN	tr|A0A6J3F6U6|A0A6J3F6U6_SAPAP
OG0009084	sp|O00429|DNM1L_HUMAN	tr|A0A6J3FEZ8|A0A6J3FEZ8_SAPAP
OG0009085	sp|O15013|ARHGA_HUMAN	tr|A0A6J3GEB3|A0A6J3GEB3_SAPAP
OG0009086	sp|O15374|MOT5_HUMAN	tr|A0A6J3FJ35|A0A6J3FJ35_SAPAP
OG0009087	sp|O94986|CE152_HUMAN	tr|A0A6J3JFX9|A0A6J3JFX9_SAPAP
OG0009088	sp|O95707|RPP29_HUMAN	tr|A0A6J3FH96|A0A6J3FH96_SAPAP
OG0009089	sp|P05413|FABPH_HUMAN	tr|A0A6J3FAJ5|A0A6J3FAJ5_SAPAP
OG0009090	sp|P0C221|CC175_HUMAN	tr|A0A6J3F902|A0A6J3F902_SAPAP
OG0009091	sp|P25686|DNJB2_HUMAN	tr|A0A6J3HUX9|A0A6J3HUX9_SAPAP
OG0009092	sp|P28222|5HT1B_HUMAN	tr|A0A6J3HLD6|A0A6J3HLD6_SAPAP
OG0009093	sp|P35080|PROF2_HUMAN	tr|A0A6J3GMK1|A0A6J3GMK1_SAPAP
OG0009094	sp|P35462|DRD3_HUMAN	tr|Q8MKJ0|Q8MKJ0_SAPAP
