Orthogroup	Homo_sapiens	Fukomys_damarensis
OG0007251	sp|Q99643|C560_HUMAN	tr|A0A091CMA3|A0A091CMA3_FUKDA
OG0007252	sp|Q49A92|CH034_HUMAN	tr|A0A091CN47|A0A091CN47_FUKDA
OG0007253	sp|Q13007|IL24_HUMAN	tr|A0A091CNQ7|A0A091CNQ7_FUKDA
OG0007254	sp|A6NJY4|T238L_HUMAN	tr|A0A091CNZ3|A0A091CNZ3_FUKDA
OG0007255	sp|A2RUB6|CCD66_HUMAN	tr|A0A091CP32|A0A091CP32_FUKDA
OG0007256	sp|Q8IZ52|CHSS2_HUMAN	tr|A0A091CQZ1|A0A091CQZ1_FUKDA
OG0007257	sp|Q5VTB9|RN220_HUMAN	tr|A0A091CRL3|A0A091CRL3_FUKDA
OG0007258	sp|Q9ULR5|PAI2B_HUMAN	tr|A0A091CS36|A0A091CS36_FUKDA
OG0007259	sp|P35452|HXD12_HUMAN	tr|A0A091CSR2|A0A091CSR2_FUKDA
OG0007260	sp|Q5T1N1|AKND1_HUMAN	tr|A0A091CTP2|A0A091CTP2_FUKDA
OG0007261	sp|Q96M83|CCDC7_HUMAN	tr|A0A091CU57|A0A091CU57_FUKDA
OG0007262	sp|Q9HCJ6|VAT1L_HUMAN	tr|A0A091CUD6|A0A091CUD6_FUKDA
OG0007263	sp|Q7Z7M9|GALT5_HUMAN	tr|A0A091CV54|A0A091CV54_FUKDA
OG0007264	sp|Q7Z6K3|PTAR1_HUMAN	tr|A0A091CW91|A0A091CW91_FUKDA
OG0007265	sp|Q9H4P4|RNF41_HUMAN	tr|A0A091CXP8|A0A091CXP8_FUKDA
OG0007266	sp|P20823|HNF1A_HUMAN	tr|A0A091CZU1|A0A091CZU1_FUKDA
OG0007267	sp|Q9NZD2|GLTP_HUMAN	tr|A0A091D0Q9|A0A091D0Q9_FUKDA
OG0007268	sp|Q96A25|T106A_HUMAN	tr|A0A091D4X1|A0A091D4X1_FUKDA
OG0007269	sp|Q8N441|FGRL1_HUMAN	tr|A0A091D644|A0A091D644_FUKDA
OG0007270	sp|Q92583|CCL17_HUMAN	tr|A0A091D795|A0A091D795_FUKDA
OG0007271	sp|Q9NPI9|KCJ16_HUMAN	tr|A0A091D7T6|A0A091D7T6_FUKDA
OG0007272	sp|Q96MV1|TLCD4_HUMAN	tr|A0A091D8D9|A0A091D8D9_FUKDA
OG0007273	sp|Q9P109|GCNT4_HUMAN	tr|A0A091D9D8|A0A091D9D8_FUKDA
OG0007274	sp|Q8N954|GPT11_HUMAN	tr|A0A091DBZ4|A0A091DBZ4_FUKDA
OG0007275	sp|O95716|RAB3D_HUMAN	tr|A0A091DCJ2|A0A091DCJ2_FUKDA
OG0007276	sp|Q969E8|TSR2_HUMAN	tr|A0A091DD51|A0A091DD51_FUKDA
OG0007277	sp|O43572|AKA10_HUMAN	tr|A0A091DEQ3|A0A091DEQ3_FUKDA
OG0007278	sp|P11168|GTR2_HUMAN	tr|A0A091DH45|A0A091DH45_FUKDA
OG0007279	sp|Q7Z3G6|PRIC2_HUMAN	tr|A0A091DIG3|A0A091DIG3_FUKDA
OG0007280	sp|Q9NZI5|GRHL1_HUMAN	tr|A0A091DLU3|A0A091DLU3_FUKDA
OG0007281	sp|P06307|CCKN_HUMAN	tr|A0A091DME3|A0A091DME3_FUKDA
OG0007282	sp|Q05DH4|FHI1A_HUMAN	tr|A0A091DN32|A0A091DN32_FUKDA
OG0007283	sp|Q6P9G4|TM154_HUMAN	tr|A0A091DN36|A0A091DN36_FUKDA
OG0007284	sp|Q7L591|DOK3_HUMAN	tr|A0A091DUB0|A0A091DUB0_FUKDA
OG0007285	tr|B7Z3J9|B7Z3J9_HUMAN	tr|A0A091DW85|A0A091DW85_FUKDA
OG0007286	sp|Q8IVY1|CA210_HUMAN	tr|A0A091E084|A0A091E084_FUKDA
OG0007287	sp|Q9UKB3|DJC12_HUMAN	tr|A0A091E0Q5|A0A091E0Q5_FUKDA
OG0007288	sp|Q49SQ1|GPR33_HUMAN	tr|A0A091E2J8|A0A091E2J8_FUKDA
OG0007289	sp|A8MYU2|KCNU1_HUMAN	tr|A0A091E2X6|A0A091E2X6_FUKDA
OG0007290	sp|P46098|5HT3A_HUMAN	tr|A0A091E7J9|A0A091E7J9_FUKDA
OG0007291	sp|Q8NHV4|NEDD1_HUMAN	tr|A0A091E7M4|A0A091E7M4_FUKDA
OG0007292	sp|P49593|PPM1F_HUMAN	tr|A0A091EH94|A0A091EH94_FUKDA
OG0007293	sp|Q9NYV4|CDK12_HUMAN	tr|A0A091EHG1|A0A091EHG1_FUKDA
OG0007294	sp|Q4G163|FBX43_HUMAN	tr|A0A091EIF2|A0A091EIF2_FUKDA
OG0007295	sp|Q70J99|UN13D_HUMAN	tr|A0A091EJD8|A0A091EJD8_FUKDA
OG0007296	sp|Q6SA08|TSSK4_HUMAN	tr|A0A091ES05|A0A091ES05_FUKDA
OG0007297	sp|Q8IZW8|TENS4_HUMAN	tr|A0A091CJR0|A0A091CJR0_FUKDA
OG0007298	sp|P22692|IBP4_HUMAN	tr|A0A091CMU1|A0A091CMU1_FUKDA
OG0007299	sp|P27797|CALR_HUMAN	tr|A0A091CNF1|A0A091CNF1_FUKDA
OG0007300	sp|Q68G75|LEMD1_HUMAN	tr|A0A091CNM9|A0A091CNM9_FUKDA
OG0007301	sp|O75309|CAD16_HUMAN	tr|A0A091CPH5|A0A091CPH5_FUKDA
OG0007302	sp|Q8NFT8|DNER_HUMAN	tr|A0A091CRM0|A0A091CRM0_FUKDA
OG0007303	sp|P20337|RAB3B_HUMAN	tr|A0A091CRR2|A0A091CRR2_FUKDA
OG0007304	sp|Q86WK6|AMGO1_HUMAN	tr|A0A091CTQ3|A0A091CTQ3_FUKDA
OG0007305	sp|O15243|OBRG_HUMAN	tr|A0A091CUK5|A0A091CUK5_FUKDA
OG0007306	sp|Q92616|GCN1_HUMAN	tr|A0A091CYJ6|A0A091CYJ6_FUKDA
OG0007307	sp|P32249|GP183_HUMAN	tr|A0A091CYU0|A0A091CYU0_FUKDA
OG0007308	sp|Q9UJ90|KCNE5_HUMAN	tr|A0A091D1L8|A0A091D1L8_FUKDA
OG0007309	sp|Q9ULG3|CFA92_HUMAN	tr|A0A091D1N0|A0A091D1N0_FUKDA
OG0007310	sp|P55103|INHBC_HUMAN	tr|A0A091D2W4|A0A091D2W4_FUKDA
OG0007311	sp|O43299|AP5Z1_HUMAN	tr|A0A091D528|A0A091D528_FUKDA
OG0007312	sp|Q92786|PROX1_HUMAN	tr|A0A091D579|A0A091D579_FUKDA
OG0007313	sp|Q9UBF8|PI4KB_HUMAN	tr|A0A091D5X7|A0A091D5X7_FUKDA
OG0007314	sp|A5D6W6|FITM1_HUMAN	tr|A0A091DAG0|A0A091DAG0_FUKDA
OG0007315	sp|Q9UL45|BL1S6_HUMAN	tr|A0A091DC43|A0A091DC43_FUKDA
OG0007316	sp|Q53EL6|PDCD4_HUMAN	tr|A0A091DD41|A0A091DD41_FUKDA
OG0007317	sp|Q3YEC7|RABL6_HUMAN	tr|A0A091DF91|A0A091DF91_FUKDA
OG0007318	sp|Q9NWS8|RMND1_HUMAN	tr|A0A091DGP1|A0A091DGP1_FUKDA
OG0007319	sp|Q9UNY4|TTF2_HUMAN	tr|A0A091DIK5|A0A091DIK5_FUKDA
OG0007320	sp|Q8NFN8|GP156_HUMAN	tr|A0A091DJT6|A0A091DJT6_FUKDA
OG0007321	sp|Q9UM44|HHLA2_HUMAN	tr|A0A091DJY8|A0A091DJY8_FUKDA
OG0007322	sp|Q9Y5M8|SRPRB_HUMAN	tr|A0A091DKV1|A0A091DKV1_FUKDA
OG0007323	sp|O75521|ECI2_HUMAN	tr|A0A091DNR4|A0A091DNR4_FUKDA
OG0007324	sp|Q92953|KCNB2_HUMAN	tr|A0A091DPG2|A0A091DPG2_FUKDA
OG0007325	sp|P15907|SIAT1_HUMAN	tr|A0A091DQ23|A0A091DQ23_FUKDA
OG0007326	sp|Q9GZV5|WWTR1_HUMAN	tr|A0A091DRA3|A0A091DRA3_FUKDA
OG0007327	sp|Q86WA6|BPHL_HUMAN	tr|A0A091DRQ0|A0A091DRQ0_FUKDA
OG0007328	sp|Q9H0I3|CC113_HUMAN	tr|A0A091DW83|A0A091DW83_FUKDA
OG0007329	sp|Q9Y508|RN114_HUMAN	tr|A0A091DZZ8|A0A091DZZ8_FUKDA
OG0007330	sp|Q99714|HCD2_HUMAN	tr|A0A091E704|A0A091E704_FUKDA
OG0007331	sp|Q9BTE1|DCTN5_HUMAN	tr|A0A091EDR9|A0A091EDR9_FUKDA
OG0007332	sp|Q7L0R7|RNF44_HUMAN	tr|A0A091EFD3|A0A091EFD3_FUKDA
OG0007333	sp|Q99504|EYA3_HUMAN	tr|A0A091EPQ3|A0A091EPQ3_FUKDA
OG0007334	sp|Q9NVM4|ANM7_HUMAN	tr|A0A091CQN7|A0A091CQN7_FUKDA
OG0007335	sp|A6NFU8|PGPIL_HUMAN	tr|A0A091CRX8|A0A091CRX8_FUKDA
OG0007336	sp|P25787|PSA2_HUMAN	tr|A0A091CRZ5|A0A091CRZ5_FUKDA
OG0007337	sp|Q86VZ4|LRP11_HUMAN	tr|A0A091CS18|A0A091CS18_FUKDA
OG0007338	sp|Q13113|PDZ1I_HUMAN	tr|A0A091CTL0|A0A091CTL0_FUKDA
OG0007339	sp|Q9UBZ4|APEX2_HUMAN	tr|A0A091CTS3|A0A091CTS3_FUKDA
OG0007340	sp|A0PJX0|CIB4_HUMAN	tr|A0A091CXC4|A0A091CXC4_FUKDA
OG0007341	sp|Q4G0P3|HYDIN_HUMAN	tr|A0A091CXW8|A0A091CXW8_FUKDA
OG0007342	sp|Q8N0U7|CA087_HUMAN	tr|A0A091CZ59|A0A091CZ59_FUKDA
OG0007343	sp|Q8TCB7|METL6_HUMAN	tr|A0A091D2L2|A0A091D2L2_FUKDA
OG0007344	sp|Q8WUH6|TM263_HUMAN	tr|A0A091D658|A0A091D658_FUKDA
OG0007345	sp|Q6NW29|RWDD4_HUMAN	tr|A0A091D6I1|A0A091D6I1_FUKDA
OG0007346	sp|O75881|CP7B1_HUMAN	tr|A0A091D6S3|A0A091D6S3_FUKDA
OG0007347	sp|Q99615|DNJC7_HUMAN	tr|A0A091DBR5|A0A091DBR5_FUKDA
OG0007348	sp|Q9Y2H6|FND3A_HUMAN	tr|A0A091DC56|A0A091DC56_FUKDA
OG0007349	sp|Q9UGP8|SEC63_HUMAN	tr|A0A091DC69|A0A091DC69_FUKDA
OG0007350	sp|Q9Y2G9|SBNO2_HUMAN	tr|A0A091DCV3|A0A091DCV3_FUKDA
OG0007351	sp|Q96LR2|LURA1_HUMAN	tr|A0A091DDJ8|A0A091DDJ8_FUKDA
OG0007352	sp|Q10469|MGAT2_HUMAN	tr|A0A091DHK9|A0A091DHK9_FUKDA
OG0007353	sp|P18564|ITB6_HUMAN	tr|A0A091DI01|A0A091DI01_FUKDA
OG0007354	sp|P61009|SPCS3_HUMAN	tr|A0A091DKN9|A0A091DKN9_FUKDA
OG0007355	sp|P05109|S10A8_HUMAN	tr|A0A091DPX0|A0A091DPX0_FUKDA
OG0007356	sp|P98153|IDD_HUMAN	tr|A0A091DRS4|A0A091DRS4_FUKDA
OG0007357	sp|O96008|TOM40_HUMAN	tr|A0A091DSY7|A0A091DSY7_FUKDA
OG0007358	sp|Q8NH08|O10AC_HUMAN	tr|A0A091DSY9|A0A091DSY9_FUKDA
OG0007359	sp|Q9UIV1|CNOT7_HUMAN	tr|A0A091DTD2|A0A091DTD2_FUKDA
OG0007360	sp|Q15599|NHRF2_HUMAN	tr|A0A091DUI4|A0A091DUI4_FUKDA
OG0007361	sp|Q8TB45|DPTOR_HUMAN	tr|A0A091DVW3|A0A091DVW3_FUKDA
OG0007362	sp|Q9GZS1|RPA49_HUMAN	tr|A0A091DWD0|A0A091DWD0_FUKDA
OG0007363	sp|Q96J92|WNK4_HUMAN	tr|A0A091E0E0|A0A091E0E0_FUKDA
OG0007364	sp|Q9Y2X9|ZN281_HUMAN	tr|A0A091E0J8|A0A091E0J8_FUKDA
OG0007365	sp|Q7L5N7|PCAT2_HUMAN	tr|A0A091E0M0|A0A091E0M0_FUKDA
OG0007366	sp|Q6ZMI3|GLDN_HUMAN	tr|A0A091E425|A0A091E425_FUKDA
OG0007367	sp|Q86XX4|FRAS1_HUMAN	tr|A0A091E5M2|A0A091E5M2_FUKDA
OG0007368	sp|O15405|TOX3_HUMAN	tr|A0A091E5Q4|A0A091E5Q4_FUKDA
OG0007369	sp|Q8N1K5|THMS1_HUMAN	tr|A0A091EBD6|A0A091EBD6_FUKDA
OG0007370	sp|Q5JU69|TOR2A_HUMAN	tr|A0A091CNC0|A0A091CNC0_FUKDA
OG0007371	sp|Q9NYK1|TLR7_HUMAN	tr|A0A091CNZ9|A0A091CNZ9_FUKDA
OG0007372	sp|Q7Z6M1|RABEK_HUMAN	tr|A0A091CPD9|A0A091CPD9_FUKDA
OG0007373	sp|Q15596|NCOA2_HUMAN	tr|A0A091CQJ7|A0A091CQJ7_FUKDA
OG0007374	sp|Q9P2K3|RCOR3_HUMAN	tr|A0A091CQU7|A0A091CQU7_FUKDA
OG0007375	sp|Q07837|SLC31_HUMAN	tr|A0A091CR93|A0A091CR93_FUKDA
OG0007376	sp|Q9HBU1|BARX1_HUMAN	tr|A0A091CS65|A0A091CS65_FUKDA
OG0007377	sp|Q6R327|RICTR_HUMAN	tr|A0A091CUB8|A0A091CUB8_FUKDA
OG0007378	sp|Q9BT92|TCHP_HUMAN	tr|A0A091CVR2|A0A091CVR2_FUKDA
OG0007379	sp|P24539|AT5F1_HUMAN	tr|A0A091CW66|A0A091CW66_FUKDA
OG0007380	sp|Q16595|FRDA_HUMAN	tr|A0A091CXB8|A0A091CXB8_FUKDA
OG0007382	sp|Q9H741|SPRNG_HUMAN	tr|A0A091CZX7|A0A091CZX7_FUKDA
OG0007383	sp|Q8N8G2|VGLL2_HUMAN	tr|A0A091D1S3|A0A091D1S3_FUKDA
OG0007384	sp|Q96IV0|NGLY1_HUMAN	tr|A0A091D331|A0A091D331_FUKDA
OG0007385	sp|P78423|X3CL1_HUMAN	tr|A0A091D8X8|A0A091D8X8_FUKDA
OG0007386	sp|Q96Q05|TPPC9_HUMAN	tr|A0A091D973|A0A091D973_FUKDA
OG0007387	sp|Q86X55|CARM1_HUMAN	tr|A0A091D9H9|A0A091D9H9_FUKDA
OG0007388	sp|Q53RE8|ANR39_HUMAN	tr|A0A091DAQ1|A0A091DAQ1_FUKDA
OG0007389	sp|P19801|AOC1_HUMAN	tr|A0A091DBK9|A0A091DBK9_FUKDA
OG0007390	sp|Q5SVQ8|ZBT41_HUMAN	tr|A0A091DEC5|A0A091DEC5_FUKDA
OG0007391	sp|Q9Y2R9|RT07_HUMAN	tr|A0A091DEI0|A0A091DEI0_FUKDA
OG0007392	sp|Q9NZC7|WWOX_HUMAN	tr|A0A091DEM2|A0A091DEM2_FUKDA
OG0007393	sp|Q9Y2Y0|AR2BP_HUMAN	tr|A0A091DEQ5|A0A091DEQ5_FUKDA
OG0007394	sp|Q9H9A5|CNO10_HUMAN	tr|A0A091DFI7|A0A091DFI7_FUKDA
OG0007395	sp|Q96G27|WBP1_HUMAN	tr|A0A091DI47|A0A091DI47_FUKDA
OG0007396	sp|Q96M27|PRRC1_HUMAN	tr|A0A091DIR5|A0A091DIR5_FUKDA
OG0007397	sp|O43194|GPR39_HUMAN	tr|A0A091DJ03|A0A091DJ03_FUKDA
OG0007398	sp|Q9P2P6|STAR9_HUMAN	tr|A0A091DLH4|A0A091DLH4_FUKDA
OG0007399	sp|Q02930|CREB5_HUMAN	tr|A0A091DM34|A0A091DM34_FUKDA
OG0007400	sp|Q9BZJ7|GPR62_HUMAN	tr|A0A091DNM2|A0A091DNM2_FUKDA
OG0007401	sp|P33316|DUT_HUMAN	tr|A0A091DQK7|A0A091DQK7_FUKDA
OG0007402	sp|Q9UKY7|CDV3_HUMAN	tr|A0A091DR45|A0A091DR45_FUKDA
OG0007403	sp|P09936|UCHL1_HUMAN	tr|A0A091DRG9|A0A091DRG9_FUKDA
OG0007404	sp|Q53HC9|EIPR1_HUMAN	tr|A0A091DYH0|A0A091DYH0_FUKDA
OG0007405	sp|Q9BVG8|KIFC3_HUMAN	tr|A0A091DZ90|A0A091DZ90_FUKDA
OG0007406	sp|O00255|MEN1_HUMAN	tr|A0A091E027|A0A091E027_FUKDA
OG0007407	sp|Q96K62|ZBT45_HUMAN	tr|A0A091E156|A0A091E156_FUKDA
OG0007408	sp|P29965|CD40L_HUMAN	tr|A0A091E1T8|A0A091E1T8_FUKDA
OG0007409	sp|Q9NYM9|BET1L_HUMAN	tr|A0A091E2C2|A0A091E2C2_FUKDA
OG0007410	sp|P52306|GDS1_HUMAN	tr|A0A091E469|A0A091E469_FUKDA
OG0007411	sp|P48764|SL9A3_HUMAN	tr|A0A091E6U9|A0A091E6U9_FUKDA
OG0007412	sp|Q3ZCT8|KBTBC_HUMAN	tr|A0A091E6Z4|A0A091E6Z4_FUKDA
OG0007413	sp|Q7Z7H8|RM10_HUMAN	tr|A0A091EHI1|A0A091EHI1_FUKDA
OG0007414	sp|P28289|TMOD1_HUMAN	tr|A0A091CKB4|A0A091CKB4_FUKDA
OG0007415	sp|P49190|PTH2R_HUMAN	tr|A0A091CKT4|A0A091CKT4_FUKDA
OG0007416	sp|Q96S53|TESK2_HUMAN	tr|A0A091CPC2|A0A091CPC2_FUKDA
OG0007417	sp|Q96EK9|KTI12_HUMAN	tr|A0A091CPF9|A0A091CPF9_FUKDA
OG0007418	sp|Q9BX59|TPSNR_HUMAN	tr|A0A091CR66|A0A091CR66_FUKDA
OG0007419	sp|O60287|NPA1P_HUMAN	tr|A0A091CV74|A0A091CV74_FUKDA
OG0007420	sp|O14519|CDKA1_HUMAN	tr|A0A091CV87|A0A091CV87_FUKDA
OG0007421	sp|Q5VTL7|FNDC7_HUMAN	tr|A0A091CW31|A0A091CW31_FUKDA
OG0007422	sp|P55851|UCP2_HUMAN	tr|A0A091CWD7|A0A091CWD7_FUKDA
OG0007423	sp|Q96C00|ZBTB9_HUMAN	tr|A0A091CWS0|A0A091CWS0_FUKDA
OG0007424	sp|Q8NEQ5|CA162_HUMAN	tr|A0A091CX90|A0A091CX90_FUKDA
OG0007425	sp|P50454|SERPH_HUMAN	tr|A0A091CZ74|A0A091CZ74_FUKDA
OG0007426	sp|P07954|FUMH_HUMAN	tr|A0A091D067|A0A091D067_FUKDA
OG0007427	sp|Q2TBF2|WSCD2_HUMAN	tr|A0A091D0R5|A0A091D0R5_FUKDA
OG0007428	sp|Q9HCE3|ZN532_HUMAN	tr|A0A091D151|A0A091D151_FUKDA
OG0007429	sp|Q8N8N7|PTGR2_HUMAN	tr|A0A091D174|A0A091D174_FUKDA
OG0007430	sp|Q6P9F5|TRI40_HUMAN	tr|A0A091D3H1|A0A091D3H1_FUKDA
OG0007431	sp|Q9C0C4|SEM4C_HUMAN	tr|A0A091D5F1|A0A091D5F1_FUKDA
OG0007432	sp|Q86UP0|CAD24_HUMAN	tr|A0A091D5W5|A0A091D5W5_FUKDA
OG0007433	sp|Q9H9S5|FKRP_HUMAN	tr|A0A091D735|A0A091D735_FUKDA
OG0007434	sp|P48539|PCP4_HUMAN	tr|A0A091D7L8|A0A091D7L8_FUKDA
OG0007435	sp|Q9Y614|ACL7B_HUMAN	tr|A0A091D8E8|A0A091D8E8_FUKDA
OG0007436	sp|Q8WVZ7|RN133_HUMAN	tr|A0A091D932|A0A091D932_FUKDA
OG0007437	sp|P03971|MIS_HUMAN	tr|A0A091D9R5|A0A091D9R5_FUKDA
OG0007438	sp|Q96IZ7|RSRC1_HUMAN	tr|A0A091DA22|A0A091DA22_FUKDA
OG0007439	sp|Q8IXQ4|GPAM1_HUMAN	tr|A0A091DC75|A0A091DC75_FUKDA
OG0007440	sp|Q9NVE4|CCD87_HUMAN	tr|A0A091DCZ9|A0A091DCZ9_FUKDA
OG0007441	sp|Q8IW19|APLF_HUMAN	tr|A0A091DEC1|A0A091DEC1_FUKDA
OG0007442	sp|O95168|NDUB4_HUMAN	tr|A0A091DF35|A0A091DF35_FUKDA
OG0007443	sp|Q9NYW6|TA2R3_HUMAN	tr|A0A091DGB2|A0A091DGB2_FUKDA
OG0007444	sp|Q9UHP9|SMPX_HUMAN	tr|A0A091DHS7|A0A091DHS7_FUKDA
OG0007446	sp|Q96GA3|LTV1_HUMAN	tr|A0A091DJH9|A0A091DJH9_FUKDA
OG0007447	sp|A2RRH5|WDR27_HUMAN	tr|A0A091DLE3|A0A091DLE3_FUKDA
OG0007448	sp|P22736|NR4A1_HUMAN	tr|A0A091DLS1|A0A091DLS1_FUKDA
OG0007449	sp|Q96DR5|BPIA2_HUMAN	tr|A0A091DLV7|A0A091DLV7_FUKDA
OG0007450	sp|Q8N9V7|TOPZ1_HUMAN	tr|A0A091DMD2|A0A091DMD2_FUKDA
OG0007451	sp|Q9Y5J6|T10B_HUMAN	tr|A0A091DPK9|A0A091DPK9_FUKDA
OG0007452	sp|P61278|SMS_HUMAN	tr|A0A091DQ16|A0A091DQ16_FUKDA
OG0007453	sp|P49411|EFTU_HUMAN	tr|A0A091DR25|A0A091DR25_FUKDA
OG0007454	sp|Q6SZW1|SARM1_HUMAN	tr|A0A091DS05|A0A091DS05_FUKDA
OG0007455	sp|Q9GZT9|EGLN1_HUMAN	tr|A0A091DUU4|A0A091DUU4_FUKDA
OG0007456	sp|Q8WUR7|CO040_HUMAN	tr|A0A091DVZ5|A0A091DVZ5_FUKDA
OG0007457	sp|Q9NPB0|SMDC1_HUMAN	tr|A0A091DW18|A0A091DW18_FUKDA
OG0007458	sp|O43929|ORC4_HUMAN	tr|A0A091DW48|A0A091DW48_FUKDA
OG0007459	sp|Q9UKP6|UR2R_HUMAN	tr|A0A091DZ86|A0A091DZ86_FUKDA
OG0007460	sp|P12645|BMP3_HUMAN	tr|A0A091E0J2|A0A091E0J2_FUKDA
OG0007462	sp|Q8TBC5|ZSC18_HUMAN	tr|A0A091E166|A0A091E166_FUKDA
OG0007463	sp|Q9BVC5|ASHWN_HUMAN	tr|A0A091E3F4|A0A091E3F4_FUKDA
OG0007464	sp|Q13882|PTK6_HUMAN	tr|A0A091E459|A0A091E459_FUKDA
OG0007465	sp|Q08722|CD47_HUMAN	tr|A0A091E6Q8|A0A091E6Q8_FUKDA
OG0007466	sp|Q96C86|DCPS_HUMAN	tr|A0A091E890|A0A091E890_FUKDA
OG0007467	sp|Q53GS7|GLE1_HUMAN	tr|A0A091E9L7|A0A091E9L7_FUKDA
OG0007468	sp|Q12788|TBL3_HUMAN	tr|A0A091EH35|A0A091EH35_FUKDA
OG0007469	sp|Q9UM82|SPAT2_HUMAN	tr|A0A091EK20|A0A091EK20_FUKDA
OG0007470	sp|Q9NQ11|AT132_HUMAN	tr|A0A091CKG8|A0A091CKG8_FUKDA
OG0007471	sp|P48728|GCST_HUMAN	tr|A0A091CMD7|A0A091CMD7_FUKDA
OG0007472	sp|Q96GY0|ZC21A_HUMAN	tr|A0A091CNA6|A0A091CNA6_FUKDA
OG0007473	sp|Q8N5N7|RM50_HUMAN	tr|A0A091CPE2|A0A091CPE2_FUKDA
OG0007474	sp|A1L157|TSN11_HUMAN	tr|A0A091CR56|A0A091CR56_FUKDA
OG0007475	sp|Q96KQ7|EHMT2_HUMAN	tr|A0A091CT20|A0A091CT20_FUKDA
OG0007476	sp|Q9UMS0|NFU1_HUMAN	tr|A0A091CT73|A0A091CT73_FUKDA
OG0007477	sp|Q96NT0|CC115_HUMAN	tr|A0A091CWF4|A0A091CWF4_FUKDA
OG0007478	sp|Q9Y305|ACOT9_HUMAN	tr|A0A091CWV0|A0A091CWV0_FUKDA
OG0007479	sp|Q01433|AMPD2_HUMAN	tr|A0A091CX69|A0A091CX69_FUKDA
OG0007480	sp|Q9P260|RELCH_HUMAN	tr|A0A091CXG3|A0A091CXG3_FUKDA
OG0007481	sp|Q9HB96|FANCE_HUMAN	tr|A0A091CY19|A0A091CY19_FUKDA
OG0007482	sp|P48357|LEPR_HUMAN	tr|A0A091CZA1|A0A091CZA1_FUKDA
OG0007483	sp|Q9NP73|ALG13_HUMAN	tr|A0A091D0P2|A0A091D0P2_FUKDA
OG0007484	sp|O14792|HS3S1_HUMAN	tr|A0A091D107|A0A091D107_FUKDA
OG0007485	sp|Q92731|ESR2_HUMAN	tr|A0A091D1Q9|A0A091D1Q9_FUKDA
OG0007486	sp|Q8TAC2|JOS2_HUMAN	tr|A0A091D261|A0A091D261_FUKDA
OG0007487	sp|Q9NRL3|STRN4_HUMAN	tr|A0A091D2G4|A0A091D2G4_FUKDA
OG0007488	sp|Q3MHD2|LSM12_HUMAN	tr|A0A091D2Q2|A0A091D2Q2_FUKDA
OG0007489	sp|Q12882|DPYD_HUMAN	tr|A0A091D369|A0A091D369_FUKDA
OG0007490	sp|Q07820|MCL1_HUMAN	tr|A0A091D5W2|A0A091D5W2_FUKDA
OG0007491	sp|Q9BRR3|PGAP4_HUMAN	tr|A0A091D890|A0A091D890_FUKDA
OG0007492	sp|Q9HCU8|DPOD4_HUMAN	tr|A0A091D899|A0A091D899_FUKDA
OG0007493	sp|P0C645|OR4E1_HUMAN	tr|A0A091D8Z2|A0A091D8Z2_FUKDA
OG0007494	sp|Q9H8U3|ZFAN3_HUMAN	tr|A0A091D9P6|A0A091D9P6_FUKDA
OG0007495	sp|P61968|LMO4_HUMAN	tr|A0A091DBZ3|A0A091DBZ3_FUKDA
OG0007496	sp|Q9UHD1|CHRD1_HUMAN	tr|A0A091DDW6|A0A091DDW6_FUKDA
OG0007497	sp|P0C7W6|CC172_HUMAN	tr|A0A091DFA8|A0A091DFA8_FUKDA
OG0007498	sp|O43511|S26A4_HUMAN	tr|A0A091DFP2|A0A091DFP2_FUKDA
OG0007499	sp|Q9NPI0|TM138_HUMAN	tr|A0A091DGN5|A0A091DGN5_FUKDA
OG0007500	sp|Q9BQ50|TREX2_HUMAN	tr|A0A091DHP6|A0A091DHP6_FUKDA
OG0007501	sp|Q9P2P1|NYNRI_HUMAN	tr|A0A091DIY0|A0A091DIY0_FUKDA
OG0007502	sp|Q5VTL8|PR38B_HUMAN	tr|A0A091DJ53|A0A091DJ53_FUKDA
OG0007503	sp|Q9H816|DCR1B_HUMAN	tr|A0A091DJ98|A0A091DJ98_FUKDA
OG0007504	sp|P01160|ANF_HUMAN	tr|A0A091DMA4|A0A091DMA4_FUKDA
OG0007505	sp|A0A1B0GTD5|TEX49_HUMAN	tr|A0A091DMS5|A0A091DMS5_FUKDA
OG0007506	sp|Q70CQ4|UBP31_HUMAN	tr|A0A091DMY8|A0A091DMY8_FUKDA
OG0007507	sp|Q8N157|AHI1_HUMAN	tr|A0A091DP60|A0A091DP60_FUKDA
OG0007508	sp|O75167|PHAR2_HUMAN	tr|A0A091DP93|A0A091DP93_FUKDA
OG0007509	sp|Q96G03|PGM2_HUMAN	tr|A0A091DQW1|A0A091DQW1_FUKDA
OG0007510	sp|O75976|CBPD_HUMAN	tr|A0A091DRW2|A0A091DRW2_FUKDA
OG0007511	sp|Q86WI1|PKHL1_HUMAN	tr|A0A091DSY8|A0A091DSY8_FUKDA
OG0007512	sp|Q6UWN0|LYPD4_HUMAN	tr|A0A091DTN5|A0A091DTN5_FUKDA
OG0007513	sp|Q9H347|UBQL3_HUMAN	tr|A0A091DVB8|A0A091DVB8_FUKDA
OG0007514	sp|Q96AZ6|ISG20_HUMAN	tr|A0A091DWC1|A0A091DWC1_FUKDA
OG0007516	sp|Q99417|MYCBP_HUMAN	tr|A0A091E3B1|A0A091E3B1_FUKDA
