Orthogroup	Homo_sapiens	Lynx_canadensis
OG0008783	sp|Q8WWQ8|STAB2_HUMAN	tr|A0A667HF85|A0A667HF85_LYNCA
OG0008784	sp|Q8WZ82|OVCA2_HUMAN	tr|A0A667HH01|A0A667HH01_LYNCA
OG0008785	sp|Q96F10|SAT2_HUMAN	tr|A0A667HBZ5|A0A667HBZ5_LYNCA
OG0008786	sp|Q96JM2|ZN462_HUMAN	tr|A0A667IBX5|A0A667IBX5_LYNCA
OG0008787	sp|Q96L42|KCNH8_HUMAN	tr|A0A667GSR0|A0A667GSR0_LYNCA
OG0008788	sp|Q96LW2|KS6R_HUMAN	tr|A0A667H2Q9|A0A667H2Q9_LYNCA
OG0008789	sp|Q96MI6|PPM1M_HUMAN	tr|A0A667GYW7|A0A667GYW7_LYNCA
OG0008790	sp|Q96NY9|MUS81_HUMAN	tr|A0A667HNK0|A0A667HNK0_LYNCA
OG0008791	sp|Q99742|NPAS1_HUMAN	tr|A0A667ILL7|A0A667ILL7_LYNCA
OG0008792	sp|Q9BYJ1|LOXE3_HUMAN	tr|A0A667HG23|A0A667HG23_LYNCA
OG0008793	sp|Q9H0X9|OSBL5_HUMAN	tr|A0A667IM86|A0A667IM86_LYNCA
OG0008794	sp|Q9H1H1|GTSFL_HUMAN	tr|A0A667H0K4|A0A667H0K4_LYNCA
OG0008795	sp|Q9HBJ8|CLTRN_HUMAN	tr|A0A667HW62|A0A667HW62_LYNCA
OG0008796	sp|Q9HBW1|LRRC4_HUMAN	tr|A0A667GE21|A0A667GE21_LYNCA
OG0008797	sp|Q9NPG4|PCD12_HUMAN	tr|A0A667G2V3|A0A667G2V3_LYNCA
OG0008798	sp|Q9NQE9|HINT3_HUMAN	tr|A0A667FUI1|A0A667FUI1_LYNCA
OG0008799	sp|Q9NRR5|UBQL4_HUMAN	tr|A0A667IL82|A0A667IL82_LYNCA
OG0008800	sp|Q9NZU7|CABP1_HUMAN	tr|A0A667HV39|A0A667HV39_LYNCA
OG0008801	sp|Q9P2M4|TBC14_HUMAN	tr|A0A667G7D1|A0A667G7D1_LYNCA
OG0008802	sp|Q9UHR4|BI2L1_HUMAN	tr|A0A667I5H0|A0A667I5H0_LYNCA
OG0008803	sp|Q9UL49|TCFL5_HUMAN	tr|A0A667H5S9|A0A667H5S9_LYNCA
OG0008804	sp|Q9UM22|EPDR1_HUMAN	tr|A0A667GJK5|A0A667GJK5_LYNCA
OG0008805	sp|Q9UMX9|S45A2_HUMAN	tr|A0A667H7K8|A0A667H7K8_LYNCA
OG0008806	sp|Q9UNN8|EPCR_HUMAN	tr|A0A667GEE6|A0A667GEE6_LYNCA
OG0008807	sp|A1L167|U2QL1_HUMAN	tr|A0A667FT25|A0A667FT25_LYNCA
OG0008808	sp|A2RU49|HYKK_HUMAN	tr|A0A667GDR3|A0A667GDR3_LYNCA
OG0008809	sp|O00151|PDLI1_HUMAN	tr|A0A667GNX3|A0A667GNX3_LYNCA
OG0008810	sp|O00429|DNM1L_HUMAN	tr|A0A667HIX4|A0A667HIX4_LYNCA
OG0008811	sp|O15013|ARHGA_HUMAN	tr|A0A667H3W9|A0A667H3W9_LYNCA
OG0008812	sp|O15374|MOT5_HUMAN	tr|A0A667HGD5|A0A667HGD5_LYNCA
OG0008813	sp|O94986|CE152_HUMAN	tr|A0A667IA28|A0A667IA28_LYNCA
OG0008814	sp|O94993|SOX30_HUMAN	tr|A0A667GGY1|A0A667GGY1_LYNCA
OG0008815	sp|O95707|RPP29_HUMAN	tr|A0A667I2D0|A0A667I2D0_LYNCA
OG0008816	sp|P05413|FABPH_HUMAN	tr|A0A667HFT1|A0A667HFT1_LYNCA
OG0008817	sp|P0C221|CC175_HUMAN	tr|A0A667GUH1|A0A667GUH1_LYNCA
OG0008818	sp|P25686|DNJB2_HUMAN	tr|A0A667GID7|A0A667GID7_LYNCA
OG0008819	sp|P28222|5HT1B_HUMAN	tr|A0A667GQ06|A0A667GQ06_LYNCA
OG0008820	sp|P35858|ALS_HUMAN	tr|A0A667IPM0|A0A667IPM0_LYNCA
OG0008821	sp|P46091|CML2_HUMAN	tr|A0A667IKS9|A0A667IKS9_LYNCA
OG0008822	sp|P48645|NMU_HUMAN	tr|A0A667FQR4|A0A667FQR4_LYNCA
OG0008823	sp|P51685|CCR8_HUMAN	tr|A0A667H7V3|A0A667H7V3_LYNCA
OG0008824	sp|P51948|MAT1_HUMAN	tr|A0A667GR20|A0A667GR20_LYNCA
OG0008825	sp|P53365|ARFP2_HUMAN	tr|A0A667GNH1|A0A667GNH1_LYNCA
OG0008826	sp|P78396|CCNA1_HUMAN	tr|A0A667FYT1|A0A667FYT1_LYNCA
OG0008827	sp|Q02045|MYL5_HUMAN	tr|A0A667GRZ3|A0A667GRZ3_LYNCA
OG0008828	sp|Q09666|AHNK_HUMAN	tr|A0A667IDF4|A0A667IDF4_LYNCA
OG0008829	sp|Q13029|PRDM2_HUMAN	tr|A0A667ILQ6|A0A667ILQ6_LYNCA
OG0008830	sp|Q13639|5HT4R_HUMAN	tr|A0A667GPK2|A0A667GPK2_LYNCA
OG0008831	sp|Q14C86|GAPD1_HUMAN	tr|A0A667I9B0|A0A667I9B0_LYNCA
OG0008832	sp|Q562F6|SGO2_HUMAN	tr|A0A667GL84|A0A667GL84_LYNCA
OG0008833	sp|Q5T215|TPC3L_HUMAN	tr|A0A667FJQ9|A0A667FJQ9_LYNCA
OG0008834	sp|Q5VX71|SUSD4_HUMAN	tr|A0A667IPT8|A0A667IPT8_LYNCA
OG0008835	sp|Q5XKK7|F219B_HUMAN	tr|A0A667FK16|A0A667FK16_LYNCA
OG0008836	sp|Q69YN4|VIR_HUMAN	tr|A0A667IZL1|A0A667IZL1_LYNCA
OG0008837	sp|Q6UWL2|SUSD1_HUMAN	tr|A0A667HCY0|A0A667HCY0_LYNCA
OG0008838	sp|Q6ZNG0|ZN620_HUMAN	tr|A0A667H659|A0A667H659_LYNCA
OG0008839	sp|Q7L8W6|DPH6_HUMAN	tr|A0A667G6N0|A0A667G6N0_LYNCA
OG0008840	sp|Q7RTY8|TMPS7_HUMAN	tr|A0A667H6K4|A0A667H6K4_LYNCA
OG0008841	sp|Q7Z5L9|I2BP2_HUMAN	tr|A0A667I1S9|A0A667I1S9_LYNCA
OG0008842	sp|Q86UC2|RSPH3_HUMAN	tr|A0A667FZU1|A0A667FZU1_LYNCA
OG0008843	sp|Q86UD0|SAPC2_HUMAN	tr|A0A667H0J5|A0A667H0J5_LYNCA
OG0008844	sp|Q86UN6|AKA28_HUMAN	tr|A0A667HYR3|A0A667HYR3_LYNCA
OG0008845	sp|Q86XN7|PRSR1_HUMAN	tr|A0A667FEJ2|A0A667FEJ2_LYNCA
OG0008846	sp|Q8IVH2|FOXP4_HUMAN	tr|A0A667GAI6|A0A667GAI6_LYNCA
OG0008847	sp|Q8IWR0|Z3H7A_HUMAN	tr|A0A667HW87|A0A667HW87_LYNCA
OG0008848	sp|Q8N3Z0|PRS35_HUMAN	tr|A0A667G4H8|A0A667G4H8_LYNCA
OG0008849	sp|Q8N4L8|CCD24_HUMAN	tr|A0A667GV76|A0A667GV76_LYNCA
OG0008850	sp|Q8N5W9|RFLB_HUMAN	tr|A0A667ICL2|A0A667ICL2_LYNCA
OG0008851	sp|Q8N6Q3|CD177_HUMAN	tr|A0A667IZM6|A0A667IZM6_LYNCA
OG0008852	sp|Q8N7B6|PACRL_HUMAN	tr|A0A667GCX1|A0A667GCX1_LYNCA
OG0008853	sp|Q8NCE0|SEN2_HUMAN	tr|A0A667FPV5|A0A667FPV5_LYNCA
OG0008854	sp|Q8NEX6|WFD11_HUMAN	tr|A0A667G6Q8|A0A667G6Q8_LYNCA
OG0008855	sp|Q8NHG7|SVIP_HUMAN	tr|A0A667ICQ4|A0A667ICQ4_LYNCA
OG0008856	sp|Q8NHY2|COP1_HUMAN	tr|A0A667ICJ3|A0A667ICJ3_LYNCA
OG0008857	sp|Q8TDQ0|HAVR2_HUMAN	tr|A0A667G3H7|A0A667G3H7_LYNCA
OG0008858	sp|Q8WYA0|IFT81_HUMAN	tr|A0A667GX07|A0A667GX07_LYNCA
OG0008859	sp|Q969X5|ERGI1_HUMAN	tr|A0A667GCI9|A0A667GCI9_LYNCA
OG0008860	sp|Q96I34|PP16A_HUMAN	tr|A0A667IJZ0|A0A667IJZ0_LYNCA
OG0008861	sp|Q96LI6|HSFY1_HUMAN	tr|A0A667IIR1|A0A667IIR1_LYNCA
OG0008862	sp|Q96RL1|UIMC1_HUMAN	tr|A0A667G9K0|A0A667G9K0_LYNCA
OG0008863	sp|Q96ST2|IWS1_HUMAN	tr|A0A667IFK5|A0A667IFK5_LYNCA
OG0008864	sp|Q99549|MPP8_HUMAN	tr|A0A667G0B5|A0A667G0B5_LYNCA
OG0008865	sp|Q99700|ATX2_HUMAN	tr|A0A667GTX0|A0A667GTX0_LYNCA
OG0008866	sp|Q9BZJ6|GPR63_HUMAN	tr|A0A667GRI9|A0A667GRI9_LYNCA
OG0008867	sp|Q9GZQ6|NPFF1_HUMAN	tr|A0A667HRT7|A0A667HRT7_LYNCA
OG0008868	sp|Q9H2C2|ARV1_HUMAN	tr|A0A667HY74|A0A667HY74_LYNCA
OG0008869	sp|Q9H306|MMP27_HUMAN	tr|A0A667GM67|A0A667GM67_LYNCA
OG0008870	sp|Q9NQG5|RPR1B_HUMAN	tr|A0A667G0V6|A0A667G0V6_LYNCA
OG0008871	sp|Q9NRG4|SMYD2_HUMAN	tr|A0A667IIG8|A0A667IIG8_LYNCA
OG0008872	sp|Q9NXR7|BABA2_HUMAN	tr|A0A667H971|A0A667H971_LYNCA
OG0008873	sp|Q9P218|COKA1_HUMAN	tr|A0A667H3L7|A0A667H3L7_LYNCA
OG0008874	sp|Q9Y3C5|RNF11_HUMAN	tr|A0A667I0Q2|A0A667I0Q2_LYNCA
OG0008875	sp|Q9Y3Q8|T22D4_HUMAN	tr|A0A667IF64|A0A667IF64_LYNCA
OG0008876	sp|Q9Y546|LRC42_HUMAN	tr|A0A667I7S6|A0A667I7S6_LYNCA
OG0008877	sp|Q9Y581|INSL6_HUMAN	tr|A0A667H314|A0A667H314_LYNCA
OG0008878	sp|A2RU54|HMX2_HUMAN	tr|A0A667I950|A0A667I950_LYNCA
OG0008879	sp|A6NHQ4|EPOP_HUMAN	tr|A0A667HFE5|A0A667HFE5_LYNCA
OG0008880	sp|A6NIM6|S15A5_HUMAN	tr|A0A667HS92|A0A667HS92_LYNCA
OG0008881	sp|O00237|RN103_HUMAN	tr|A0A667HR81|A0A667HR81_LYNCA
OG0008882	sp|O14829|PPE1_HUMAN	tr|A0A667IES6|A0A667IES6_LYNCA
OG0008883	sp|O60522|TDRD6_HUMAN	tr|A0A667FZP3|A0A667FZP3_LYNCA
OG0008884	sp|O75503|CLN5_HUMAN	tr|A0A667GNS1|A0A667GNS1_LYNCA
OG0008885	sp|O75594|PGRP1_HUMAN	tr|A0A667II91|A0A667II91_LYNCA
OG0008886	sp|O95835|LATS1_HUMAN	tr|A0A667G795|A0A667G795_LYNCA
OG0008887	sp|O96028|NSD2_HUMAN	tr|A0A667H4T8|A0A667H4T8_LYNCA
OG0008888	sp|P15976|GATA1_HUMAN	tr|A0A667IBX8|A0A667IBX8_LYNCA
OG0008889	sp|P18754|RCC1_HUMAN	tr|A0A667GN72|A0A667GN72_LYNCA
OG0008890	sp|P21359|NF1_HUMAN	tr|A0A667HR50|A0A667HR50_LYNCA
OG0008891	sp|P29275|AA2BR_HUMAN	tr|A0A667IGN4|A0A667IGN4_LYNCA
OG0008892	sp|P55058|PLTP_HUMAN	tr|A0A667G4J2|A0A667G4J2_LYNCA
OG0008893	sp|P55317|FOXA1_HUMAN	tr|A0A667GAQ1|A0A667GAQ1_LYNCA
OG0008894	sp|P63272|SPT4H_HUMAN	tr|A0A667IT02|A0A667IT02_LYNCA
OG0008895	sp|Q00653|NFKB2_HUMAN	tr|A0A667I2C8|A0A667I2C8_LYNCA
OG0008896	sp|Q07869|PPARA_HUMAN	tr|A0A667GCX2|A0A667GCX2_LYNCA
OG0008897	sp|Q08426|ECHP_HUMAN	tr|A0A667HH53|A0A667HH53_LYNCA
OG0008898	sp|Q14565|DMC1_HUMAN	tr|A0A667GQ68|A0A667GQ68_LYNCA
OG0008899	sp|Q4L235|ACSF4_HUMAN	tr|A0A667FU08|A0A667FU08_LYNCA
OG0008900	sp|Q5SQS8|CJ120_HUMAN	tr|A0A667HJ41|A0A667HJ41_LYNCA
OG0008901	sp|Q5SXH7|PKHS1_HUMAN	tr|A0A667HHM0|A0A667HHM0_LYNCA
OG0008902	sp|Q5T2E6|ARMD3_HUMAN	tr|A0A667HE10|A0A667HE10_LYNCA
OG0008903	sp|Q5TAA0|TTC22_HUMAN	tr|A0A667IPP5|A0A667IPP5_LYNCA
OG0008904	sp|Q5VVY1|NTM1B_HUMAN	tr|A0A667I2H3|A0A667I2H3_LYNCA
OG0008905	sp|Q5VYS8|TUT7_HUMAN	tr|A0A667HRE2|A0A667HRE2_LYNCA
OG0008906	sp|Q629K1|TRIQK_HUMAN	tr|A0A667IKV7|A0A667IKV7_LYNCA
OG0008907	sp|Q68DU8|KCD16_HUMAN	tr|A0A667GRN2|A0A667GRN2_LYNCA
OG0008908	sp|Q69YZ2|T200B_HUMAN	tr|A0A667G881|A0A667G881_LYNCA
OG0008909	sp|Q6IMI4|ST6B1_HUMAN	tr|A0A667FKL4|A0A667FKL4_LYNCA
OG0008910	sp|Q6P6C2|ALKB5_HUMAN	tr|A0A667IJA1|A0A667IJA1_LYNCA
OG0008911	sp|Q6ZXV5|TMTC3_HUMAN	tr|A0A667FU15|A0A667FU15_LYNCA
OG0008912	sp|Q702N8|XIRP1_HUMAN	tr|A0A667H4T6|A0A667H4T6_LYNCA
OG0008913	sp|Q7Z7F7|RM55_HUMAN	tr|A0A667FG03|A0A667FG03_LYNCA
OG0008914	sp|Q86UB2|BIVM_HUMAN	tr|A0A667FFK0|A0A667FFK0_LYNCA
OG0008915	sp|Q86WV1|SKAP1_HUMAN	tr|A0A667IL68|A0A667IL68_LYNCA
OG0008916	sp|Q8IUD6|RN135_HUMAN	tr|A0A667IIG5|A0A667IIG5_LYNCA
OG0008917	sp|Q8IV20|LACC1_HUMAN	tr|A0A667FEV0|A0A667FEV0_LYNCA
OG0008918	sp|Q8IXT2|DMRTD_HUMAN	tr|A0A667IGC0|A0A667IGC0_LYNCA
OG0008919	sp|Q8IXU6|S35F2_HUMAN	tr|A0A667GDX8|A0A667GDX8_LYNCA
OG0008920	sp|Q8IYJ2|CJ067_HUMAN	tr|A0A667G6U8|A0A667G6U8_LYNCA
OG0008921	sp|Q8NB46|ANR52_HUMAN	tr|A0A667FYI3|A0A667FYI3_LYNCA
OG0008922	sp|Q969P0|IGSF8_HUMAN	tr|A0A667I4M5|A0A667I4M5_LYNCA
OG0008923	sp|Q96SB3|NEB2_HUMAN	tr|A0A667IK95|A0A667IK95_LYNCA
OG0008924	sp|Q9BVA6|FICD_HUMAN	tr|A0A667I902|A0A667I902_LYNCA
OG0008925	sp|Q9BY77|PDIP3_HUMAN	tr|A0A667FJA3|A0A667FJA3_LYNCA
OG0008926	sp|Q9H5J8|TAF1D_HUMAN	tr|A0A667IC02|A0A667IC02_LYNCA
OG0008927	sp|Q9HCC9|LST2_HUMAN	tr|A0A667GFI1|A0A667GFI1_LYNCA
OG0008928	sp|Q9NRL2|BAZ1A_HUMAN	tr|A0A667G867|A0A667G867_LYNCA
OG0008929	sp|Q9NZN9|AIPL1_HUMAN	tr|A0A667HKX0|A0A667HKX0_LYNCA
OG0008930	sp|Q9UJ99|CAD22_HUMAN	tr|A0A667FP38|A0A667FP38_LYNCA
OG0008931	sp|Q9UJW8|ZN180_HUMAN	tr|A0A667I0Y9|A0A667I0Y9_LYNCA
OG0008932	sp|Q9Y463|DYR1B_HUMAN	tr|A0A667HFW6|A0A667HFW6_LYNCA
OG0008933	sp|Q9Y5A7|NUB1_HUMAN	tr|A0A667GE41|A0A667GE41_LYNCA
OG0008934	sp|A6NMT0|DBX1_HUMAN	tr|A0A667HPY3|A0A667HPY3_LYNCA
OG0008935	sp|O00533|NCHL1_HUMAN	tr|A0A667I3P1|A0A667I3P1_LYNCA
OG0008936	sp|O14773|TPP1_HUMAN	tr|A0A667I1F0|A0A667I1F0_LYNCA
OG0008937	sp|O75425|MSPD3_HUMAN	tr|A0A667IX47|A0A667IX47_LYNCA
OG0008938	sp|O75792|RNH2A_HUMAN	tr|A0A667GJL3|A0A667GJL3_LYNCA
OG0008939	sp|O95399|UTS2_HUMAN	tr|A0A667GFD9|A0A667GFD9_LYNCA
OG0008940	sp|O96015|DNAL4_HUMAN	tr|A0A667HFI9|A0A667HFI9_LYNCA
OG0008941	sp|P03372|ESR1_HUMAN	tr|A0A667GA48|A0A667GA48_LYNCA
OG0008942	sp|P08670|VIME_HUMAN	tr|A0A667FWS3|A0A667FWS3_LYNCA
OG0008943	sp|P0DMQ9|CH089_HUMAN	tr|A0A667IT34|A0A667IT34_LYNCA
OG0008944	sp|P11279|LAMP1_HUMAN	tr|A0A667GP92|A0A667GP92_LYNCA
OG0008945	sp|P15336|ATF2_HUMAN	tr|A0A667I011|A0A667I011_LYNCA
OG0008946	sp|P16112|PGCA_HUMAN	tr|A0A667G119|A0A667G119_LYNCA
OG0008947	sp|P24001|IL32_HUMAN	tr|A0A667J440|A0A667J440_LYNCA
OG0008948	sp|P35219|CAH8_HUMAN	tr|A0A667HUN7|A0A667HUN7_LYNCA
OG0008949	sp|P51553|IDH3G_HUMAN	tr|A0A667I042|A0A667I042_LYNCA
OG0008950	sp|P60059|SC61G_HUMAN	tr|A0A667GHX7|A0A667GHX7_LYNCA
OG0008951	sp|Q13253|NOGG_HUMAN	tr|A0A667IVI7|A0A667IVI7_LYNCA
OG0008952	sp|Q2UY09|COSA1_HUMAN	tr|A0A667GGD9|A0A667GGD9_LYNCA
OG0008953	sp|Q4KMG9|TM52B_HUMAN	tr|A0A667HLB1|A0A667HLB1_LYNCA
OG0008954	sp|Q53ET0|CRTC2_HUMAN	tr|A0A667J2P3|A0A667J2P3_LYNCA
OG0008955	sp|Q5U5Q3|MEX3C_HUMAN	tr|A0A667HF38|A0A667HF38_LYNCA
OG0008956	sp|Q5VUM1|SDHF4_HUMAN	tr|A0A667HTJ6|A0A667HTJ6_LYNCA
OG0008957	sp|Q6E0U4|DMKN_HUMAN	tr|A0A667HXA9|A0A667HXA9_LYNCA
OG0008958	sp|Q6UXM1|LRIG3_HUMAN	tr|A0A667G9B5|A0A667G9B5_LYNCA
OG0008959	sp|Q7Z698|SPRE2_HUMAN	tr|A0A667HDT6|A0A667HDT6_LYNCA
OG0008960	sp|Q8N801|STPG4_HUMAN	tr|A0A667GZB9|A0A667GZB9_LYNCA
OG0008961	sp|Q8N9N8|EIF1A_HUMAN	tr|A0A667HPS1|A0A667HPS1_LYNCA
OG0008962	sp|Q8NBM4|UBAC2_HUMAN	tr|A0A667GNZ4|A0A667GNZ4_LYNCA
OG0008963	sp|Q8TE99|PXYP1_HUMAN	tr|A0A667HX21|A0A667HX21_LYNCA
OG0008964	sp|Q8WUD6|CHPT1_HUMAN	tr|A0A667HDU3|A0A667HDU3_LYNCA
OG0008965	sp|Q8WV60|PTCD2_HUMAN	tr|A0A667H6C4|A0A667H6C4_LYNCA
OG0008966	sp|Q8WY22|BRI3B_HUMAN	tr|A0A667HLG1|A0A667HLG1_LYNCA
OG0008967	sp|Q92466|DDB2_HUMAN	tr|A0A667HUU5|A0A667HUU5_LYNCA
OG0008968	sp|Q96CT7|CC124_HUMAN	tr|A0A667GMZ1|A0A667GMZ1_LYNCA
OG0008969	sp|Q96CX3|ZN501_HUMAN	tr|A0A667G8X5|A0A667G8X5_LYNCA
OG0008970	sp|Q96DA6|TIM14_HUMAN	tr|A0A667GV02|A0A667GV02_LYNCA
OG0008971	sp|Q96RP7|G3ST4_HUMAN	tr|A0A667HZK4|A0A667HZK4_LYNCA
OG0008972	sp|Q96S19|MTL26_HUMAN	tr|A0A667H7U1|A0A667H7U1_LYNCA
OG0008974	sp|Q9BQ70|TCF25_HUMAN	tr|A0A667IFL8|A0A667IFL8_LYNCA
OG0008975	sp|Q9BQC3|DPH2_HUMAN	tr|A0A667GUT0|A0A667GUT0_LYNCA
OG0008976	sp|Q9BYH8|IKBZ_HUMAN	tr|A0A667HW08|A0A667HW08_LYNCA
OG0008977	sp|Q9H2F9|CCD68_HUMAN	tr|A0A667GY37|A0A667GY37_LYNCA
OG0008978	sp|Q9H4B6|SAV1_HUMAN	tr|A0A667GFU5|A0A667GFU5_LYNCA
OG0008979	sp|Q9H977|WDR54_HUMAN	tr|A0A667GU75|A0A667GU75_LYNCA
OG0008980	sp|Q9HB63|NET4_HUMAN	tr|A0A667FUL7|A0A667FUL7_LYNCA
OG0008981	sp|Q9HC57|WFDC1_HUMAN	tr|A0A667HRC0|A0A667HRC0_LYNCA
OG0008982	sp|Q9NP58|ABCB6_HUMAN	tr|A0A667H4T9|A0A667H4T9_LYNCA
OG0008983	sp|Q9NQ34|TMM9B_HUMAN	tr|A0A667GIS9|A0A667GIS9_LYNCA
OG0008984	sp|Q9NX63|MIC19_HUMAN	tr|A0A667H3G9|A0A667H3G9_LYNCA
OG0008985	sp|Q9P1Q0|VPS54_HUMAN	tr|A0A667G788|A0A667G788_LYNCA
OG0008986	sp|Q9P1Z3|HCN3_HUMAN	tr|A0A667IQG6|A0A667IQG6_LYNCA
OG0008987	sp|Q9UKX7|NUP50_HUMAN	tr|A0A667FNH5|A0A667FNH5_LYNCA
OG0008988	sp|A6NEN9|CX065_HUMAN	tr|A0A667HHB3|A0A667HHB3_LYNCA
OG0008989	sp|A8MVW0|F1712_HUMAN	tr|A0A667HZ67|A0A667HZ67_LYNCA
OG0008990	sp|O15231|ZN185_HUMAN	tr|A0A667IE04|A0A667IE04_LYNCA
OG0008991	sp|O15260|SURF4_HUMAN	tr|A0A667IMA4|A0A667IMA4_LYNCA
OG0008992	sp|O43181|NDUS4_HUMAN	tr|A0A667GQG2|A0A667GQG2_LYNCA
OG0008993	sp|O60244|MED14_HUMAN	tr|A0A667HEM4|A0A667HEM4_LYNCA
OG0008994	sp|O75880|SCO1_HUMAN	tr|A0A667IFD4|A0A667IFD4_LYNCA
OG0008995	sp|O95067|CCNB2_HUMAN	tr|A0A667GID6|A0A667GID6_LYNCA
OG0008996	sp|O95551|TYDP2_HUMAN	tr|A0A667FVI0|A0A667FVI0_LYNCA
OG0008997	sp|O95872|GPAN1_HUMAN	tr|A0A667HS69|A0A667HS69_LYNCA
OG0008998	sp|P00568|KAD1_HUMAN	tr|A0A667ILN0|A0A667ILN0_LYNCA
OG0008999	sp|P02768|ALBU_HUMAN	tr|A0A667FQY8|A0A667FQY8_LYNCA
OG0009000	sp|P16234|PGFRA_HUMAN	tr|A0A667H0R0|A0A667H0R0_LYNCA
OG0009001	sp|P20273|CD22_HUMAN	tr|A0A667IWR4|A0A667IWR4_LYNCA
OG0009002	sp|P23229|ITA6_HUMAN	tr|A0A667H447|A0A667H447_LYNCA
OG0009003	sp|P42685|FRK_HUMAN	tr|A0A667G2X4|A0A667G2X4_LYNCA
OG0009004	sp|P49790|NU153_HUMAN	tr|A0A667I2M1|A0A667I2M1_LYNCA
OG0009005	sp|Q01167|FOXK2_HUMAN	tr|A0A667IZK6|A0A667IZK6_LYNCA
OG0009006	sp|Q13326|SGCG_HUMAN	tr|A0A667FLR6|A0A667FLR6_LYNCA
OG0009007	sp|Q13761|RUNX3_HUMAN	tr|A0A667HSZ9|A0A667HSZ9_LYNCA
OG0009008	sp|Q13835|PKP1_HUMAN	tr|A0A667IEC6|A0A667IEC6_LYNCA
OG0009009	sp|Q15303|ERBB4_HUMAN	tr|A0A667GQ41|A0A667GQ41_LYNCA
OG0009010	sp|Q15773|MLF2_HUMAN	tr|A0A667FUW9|A0A667FUW9_LYNCA
OG0009011	sp|Q32MH5|F214A_HUMAN	tr|A0A667I2B9|A0A667I2B9_LYNCA
OG0009012	sp|Q32MZ4|LRRF1_HUMAN	tr|A0A667IHS1|A0A667IHS1_LYNCA
OG0009013	sp|Q504Y0|S39AC_HUMAN	tr|A0A667GGL0|A0A667GGL0_LYNCA
OG0009014	sp|Q5SQ64|LY66F_HUMAN	tr|A0A667H159|A0A667H159_LYNCA
OG0009015	sp|Q5T9C9|PI5L1_HUMAN	tr|A0A667IHI2|A0A667IHI2_LYNCA
OG0009016	sp|Q5TGU0|TSPO2_HUMAN	tr|A0A667HFM1|A0A667HFM1_LYNCA
OG0009017	sp|Q5VTH9|DNAI4_HUMAN	tr|A0A667H071|A0A667H071_LYNCA
OG0009018	sp|Q6BDS2|URFB1_HUMAN	tr|A0A667GGW2|A0A667GGW2_LYNCA
OG0009019	sp|Q6JVE9|LCN8_HUMAN	tr|A0A667HKK0|A0A667HKK0_LYNCA
OG0009020	sp|Q6Q0C0|TRAF7_HUMAN	tr|A0A667IWD6|A0A667IWD6_LYNCA
OG0009021	sp|Q6Q788|APOA5_HUMAN	tr|A0A667GKQ9|A0A667GKQ9_LYNCA
OG0009022	sp|Q711Q0|CEFIP_HUMAN	tr|A0A667HHD3|A0A667HHD3_LYNCA
OG0009023	sp|Q86TL0|ATG4D_HUMAN	tr|A0A667GZG3|A0A667GZG3_LYNCA
OG0009024	sp|Q8IW19|APLF_HUMAN	tr|A0A667G8U9|A0A667G8U9_LYNCA
OG0009025	sp|Q8NDH3|PEPL1_HUMAN	tr|A0A667GPL0|A0A667GPL0_LYNCA
OG0009026	sp|Q8NFR9|I17RE_HUMAN	tr|A0A667FQK8|A0A667FQK8_LYNCA
OG0009027	sp|Q8WXE9|STON2_HUMAN	tr|A0A667H2S1|A0A667H2S1_LYNCA
OG0009028	sp|Q92522|H1X_HUMAN	tr|A0A667FYX7|A0A667FYX7_LYNCA
OG0009029	sp|Q92844|TANK_HUMAN	tr|A0A667GGD3|A0A667GGD3_LYNCA
OG0009030	sp|Q92851|CASPA_HUMAN	tr|A0A667HKT6|A0A667HKT6_LYNCA
OG0009031	sp|Q969L2|MAL2_HUMAN	tr|A0A667I265|A0A667I265_LYNCA
OG0009032	sp|Q96AG3|S2546_HUMAN	tr|A0A667GKB8|A0A667GKB8_LYNCA
OG0009033	sp|Q96AH0|SOSB2_HUMAN	tr|A0A667H0Y0|A0A667H0Y0_LYNCA
OG0009034	sp|Q96B54|ZN428_HUMAN	tr|A0A667HZ50|A0A667HZ50_LYNCA
OG0009035	sp|Q96DV4|RM38_HUMAN	tr|A0A667HNG9|A0A667HNG9_LYNCA
OG0009036	sp|Q96HB5|CC120_HUMAN	tr|A0A667HZX2|A0A667HZX2_LYNCA
OG0009037	sp|Q96J88|ESIP1_HUMAN	tr|A0A667FEV4|A0A667FEV4_LYNCA
OG0009038	sp|Q96L03|SPT17_HUMAN	tr|A0A667IJD0|A0A667IJD0_LYNCA
OG0009039	sp|Q96NT0|CC115_HUMAN	tr|A0A667GMN2|A0A667GMN2_LYNCA
OG0009040	sp|Q96PD2|DCBD2_HUMAN	tr|A0A667HNL2|A0A667HNL2_LYNCA
OG0009041	sp|Q9BQS8|FYCO1_HUMAN	tr|A0A667HND5|A0A667HND5_LYNCA
OG0009042	sp|Q9BV29|CCD32_HUMAN	tr|A0A667H810|A0A667H810_LYNCA
OG0009043	sp|Q9BVM2|DPCD_HUMAN	tr|A0A667GSZ9|A0A667GSZ9_LYNCA
OG0009044	sp|Q9C0D0|PHAR1_HUMAN	tr|A0A667HSI9|A0A667HSI9_LYNCA
OG0009045	sp|Q9H2U9|ADAM7_HUMAN	tr|A0A667G9M5|A0A667G9M5_LYNCA
