Orthogroup	Homo_sapiens	Mus_spicilegus
OG0004566	sp|Q9UI46|DNAI1_HUMAN	tr|A0A8C6GIP6|A0A8C6GIP6_MUSSI
OG0004567	sp|Q9UL15|BAG5_HUMAN	tr|A0A8C6GWW8|A0A8C6GWW8_MUSSI
OG0004568	sp|Q9ULH1|ASAP1_HUMAN	tr|A0A8C6IEZ5|A0A8C6IEZ5_MUSSI
OG0004569	sp|Q9Y2T3|GUAD_HUMAN	tr|A0A8C6GYV9|A0A8C6GYV9_MUSSI
OG0004570	sp|Q9Y5R6|DMRT1_HUMAN	tr|A0A8C6GVT7|A0A8C6GVT7_MUSSI
OG0004571	sp|Q9Y6X2|PIAS3_HUMAN	tr|A0A8C6HSA2|A0A8C6HSA2_MUSSI
OG0004572	sp|U3KPV4|A3LT2_HUMAN	tr|A0A8C6GBK6|A0A8C6GBK6_MUSSI
OG0004573	sp|O15146|MUSK_HUMAN	tr|A0A8C6HKI0|A0A8C6HKI0_MUSSI
OG0004574	sp|O43809|CPSF5_HUMAN	tr|A0A8C6G9D0|A0A8C6G9D0_MUSSI
OG0004575	sp|O60928|KCJ13_HUMAN	tr|A0A8C6G716|A0A8C6G716_MUSSI
OG0004576	sp|O75061|AUXI_HUMAN	tr|A0A8C6GGA5|A0A8C6GGA5_MUSSI
OG0004577	sp|O75506|HSBP1_HUMAN	tr|A0A8C6GZJ2|A0A8C6GZJ2_MUSSI
OG0004578	sp|O76070|SYUG_HUMAN	tr|A0A8C6IBZ3|A0A8C6IBZ3_MUSSI
OG0004579	sp|O95628|CNOT4_HUMAN	tr|A0A8C6ICJ3|A0A8C6ICJ3_MUSSI
OG0004580	sp|O95935|TBX18_HUMAN	tr|A0A8C6MZ49|A0A8C6MZ49_MUSSI
OG0004581	sp|P0DKB5|TPBGL_HUMAN	tr|A0A8C6IAZ8|A0A8C6IAZ8_MUSSI
OG0004582	sp|P21291|CSRP1_HUMAN	tr|A0A8C6HCJ5|A0A8C6HCJ5_MUSSI
OG0004583	sp|P28799|GRN_HUMAN	tr|A0A8C6I9U9|A0A8C6I9U9_MUSSI
OG0004584	sp|P39877|PA2G5_HUMAN	tr|A0A8C6MVP0|A0A8C6MVP0_MUSSI
OG0004585	sp|P41235|HNF4A_HUMAN	tr|A0A8C6IDS4|A0A8C6IDS4_MUSSI
OG0004586	sp|P43234|CATO_HUMAN	tr|A0A8C6MTA7|A0A8C6MTA7_MUSSI
OG0004587	sp|P55087|AQP4_HUMAN	tr|A0A8C6IF17|A0A8C6IF17_MUSSI
OG0004588	sp|P55145|MANF_HUMAN	tr|A0A8C6GUY6|A0A8C6GUY6_MUSSI
OG0004589	sp|P58557|YBEY_HUMAN	tr|A0A8C6GC21|A0A8C6GC21_MUSSI
OG0004590	sp|P62955|CCG7_HUMAN	tr|A0A8C6GJQ8|A0A8C6GJQ8_MUSSI
OG0004591	sp|Q13315|ATM_HUMAN	tr|A0A8C6GBJ2|A0A8C6GBJ2_MUSSI
OG0004592	sp|Q14257|RCN2_HUMAN	tr|A0A8C6GTZ8|A0A8C6GTZ8_MUSSI
OG0004593	sp|Q1KMD3|HNRL2_HUMAN	tr|A0A8C6N5E5|A0A8C6N5E5_MUSSI
OG0004594	sp|Q53F39|MPPE1_HUMAN	tr|A0A8C6HN91|A0A8C6HN91_MUSSI
OG0004595	sp|Q562E7|WDR81_HUMAN	tr|A0A8C6HX59|A0A8C6HX59_MUSSI
OG0004596	sp|Q5T6L9|EMARD_HUMAN	tr|A0A8C6I950|A0A8C6I950_MUSSI
OG0004597	sp|Q6P1J6|PLB1_HUMAN	tr|A0A8C6HS66|A0A8C6HS66_MUSSI
OG0004598	sp|Q6TDU7|DNAI7_HUMAN	tr|A0A8C6H9Q2|A0A8C6H9Q2_MUSSI
OG0004599	sp|Q6UXN7|TO20L_HUMAN	tr|A0A8C6H5P0|A0A8C6H5P0_MUSSI
OG0004600	sp|Q6ZMY6|WDR88_HUMAN	tr|A0A8C6HVQ8|A0A8C6HVQ8_MUSSI
OG0004601	sp|Q6ZSJ9|SHSA6_HUMAN	tr|A0A8C6HN36|A0A8C6HN36_MUSSI
OG0004602	sp|Q8IV63|VRK3_HUMAN	tr|A0A8C6IH82|A0A8C6IH82_MUSSI
OG0004603	sp|Q8IWE4|DCNL3_HUMAN	tr|A0A8C6GU78|A0A8C6GU78_MUSSI
OG0004604	sp|Q8IWP9|CC28A_HUMAN	tr|A0A8C6N482|A0A8C6N482_MUSSI
OG0004605	sp|Q8N1G0|ZN687_HUMAN	tr|A0A8C6GDE6|A0A8C6GDE6_MUSSI
OG0004606	sp|Q8NEA6|GLIS3_HUMAN	tr|A0A8C6N0Y7|A0A8C6N0Y7_MUSSI
OG0004607	sp|Q8NEQ5|CA162_HUMAN	tr|A0A8C6GIH5|A0A8C6GIH5_MUSSI
OG0004608	sp|Q8TB68|PRR7_HUMAN	tr|A0A8C6HJT8|A0A8C6HJT8_MUSSI
OG0004609	sp|Q8TBH0|ARRD2_HUMAN	tr|A0A8C6IK42|A0A8C6IK42_MUSSI
OG0004610	sp|Q8TF40|FNIP1_HUMAN	tr|A0A8C6MQX8|A0A8C6MQX8_MUSSI
OG0004611	sp|Q8WY41|NANO1_HUMAN	tr|A0A8C6IB41|A0A8C6IB41_MUSSI
OG0004612	sp|Q92185|SIA8A_HUMAN	tr|A0A8C6HPD1|A0A8C6HPD1_MUSSI
OG0004613	sp|Q96BN2|TADA1_HUMAN	tr|A0A8C6H1D9|A0A8C6H1D9_MUSSI
OG0004614	sp|Q96CH1|GP146_HUMAN	tr|A0A8C6IE67|A0A8C6IE67_MUSSI
OG0004615	sp|Q96HF1|SFRP2_HUMAN	tr|A0A8C6HMW7|A0A8C6HMW7_MUSSI
OG0004616	sp|Q9BR77|CCD77_HUMAN	tr|A0A8C6N5R5|A0A8C6N5R5_MUSSI
OG0004617	sp|Q9BRJ9|MESP1_HUMAN	tr|A0A8C6HGJ1|A0A8C6HGJ1_MUSSI
OG0004618	sp|Q9BUL9|RPP25_HUMAN	tr|A0A8C6GQT9|A0A8C6GQT9_MUSSI
OG0004619	sp|Q9BUU2|MET22_HUMAN	tr|A0A8C6HXD0|A0A8C6HXD0_MUSSI
OG0004620	sp|Q9BWX5|GATA5_HUMAN	tr|A0A8C6HFD0|A0A8C6HFD0_MUSSI
OG0004621	sp|Q9BZ11|ADA33_HUMAN	tr|A0A8C6MW11|A0A8C6MW11_MUSSI
OG0004622	sp|Q9H173|SIL1_HUMAN	tr|A0A8C6MTJ1|A0A8C6MTJ1_MUSSI
OG0004623	sp|Q9H2F5|EPC1_HUMAN	tr|A0A8C6HL46|A0A8C6HL46_MUSSI
OG0004624	sp|Q9H427|KCNKF_HUMAN	tr|A0A8C6ICK0|A0A8C6ICK0_MUSSI
OG0004625	sp|Q9NPJ3|ACO13_HUMAN	tr|A0A8C6N408|A0A8C6N408_MUSSI
OG0004626	sp|Q9NRC8|SIR7_HUMAN	tr|A0A8C6G4N5|A0A8C6G4N5_MUSSI
OG0004627	sp|Q9NRK6|ABCBA_HUMAN	tr|A0A8C6GS52|A0A8C6GS52_MUSSI
OG0004628	sp|Q9NUP7|TRM13_HUMAN	tr|A0A8C6GHA1|A0A8C6GHA1_MUSSI
OG0004629	sp|Q9NUR3|TM74B_HUMAN	tr|A0A8C6HF28|A0A8C6HF28_MUSSI
OG0004630	sp|Q9UBS5|GABR1_HUMAN	tr|A0A8C6H8Z7|A0A8C6H8Z7_MUSSI
OG0004631	sp|Q9UBT6|POLK_HUMAN	tr|A0A8C6G8P9|A0A8C6G8P9_MUSSI
OG0004632	sp|Q9Y2W3|S45A1_HUMAN	tr|A0A8C6HZS0|A0A8C6HZS0_MUSSI
OG0004633	sp|A6NKD9|CC85C_HUMAN	tr|A0A8C6H851|A0A8C6H851_MUSSI
OG0004634	sp|A6PVS8|LRIQ3_HUMAN	tr|A0A8C6GQ08|A0A8C6GQ08_MUSSI
OG0004635	sp|A8MT33|SYC1L_HUMAN	tr|A0A8C6HLV1|A0A8C6HLV1_MUSSI
OG0004636	sp|O14977|AZIN1_HUMAN	tr|A0A8C6IF11|A0A8C6IF11_MUSSI
OG0004637	sp|O15234|CASC3_HUMAN	tr|A0A8C6N2X1|A0A8C6N2X1_MUSSI
OG0004638	sp|O43583|DENR_HUMAN	tr|A0A8C6H7Z8|A0A8C6H7Z8_MUSSI
OG0004639	sp|O43610|SPY3_HUMAN	tr|A0A8C6G5S3|A0A8C6G5S3_MUSSI
OG0004640	sp|O60292|SI1L3_HUMAN	tr|A0A8C6HXB4|A0A8C6HXB4_MUSSI
OG0004641	sp|O60296|TRAK2_HUMAN	tr|A0A8C6GPT0|A0A8C6GPT0_MUSSI
OG0004642	sp|O60383|GDF9_HUMAN	tr|A0A8C6HI60|A0A8C6HI60_MUSSI
OG0004643	sp|O60641|AP180_HUMAN	tr|A0A8C6HM80|A0A8C6HM80_MUSSI
OG0004644	sp|O60711|LPXN_HUMAN	tr|A0A8C6HBC4|A0A8C6HBC4_MUSSI
OG0004645	sp|O75603|GCM2_HUMAN	tr|A0A8C6GDK8|A0A8C6GDK8_MUSSI
OG0004646	sp|O75925|PIAS1_HUMAN	tr|A0A8C6MPQ2|A0A8C6MPQ2_MUSSI
OG0004647	sp|O76095|JTB_HUMAN	tr|A0A8C6IBB2|A0A8C6IBB2_MUSSI
OG0004648	sp|O95990|F107A_HUMAN	tr|A0A8C6MVH0|A0A8C6MVH0_MUSSI
OG0004649	sp|P13984|T2FB_HUMAN	tr|A0A8C6HTG0|A0A8C6HTG0_MUSSI
OG0004650	sp|P17181|INAR1_HUMAN	tr|A0A8C6GK75|A0A8C6GK75_MUSSI
OG0004651	sp|P34810|CD68_HUMAN	tr|A0A8C6I5L8|A0A8C6I5L8_MUSSI
OG0004652	sp|P40926|MDHM_HUMAN	tr|A0A8C6MV08|A0A8C6MV08_MUSSI
OG0004653	sp|P42081|CD86_HUMAN	tr|A0A8C6HDN6|A0A8C6HDN6_MUSSI
OG0004654	sp|P42226|STAT6_HUMAN	tr|A0A8C6GCJ9|A0A8C6GCJ9_MUSSI
OG0004655	sp|Q14541|HNF4G_HUMAN	tr|A0A8C6HB75|A0A8C6HB75_MUSSI
OG0004656	sp|Q14679|TTLL4_HUMAN	tr|A0A8C6HKZ5|A0A8C6HKZ5_MUSSI
OG0004657	sp|Q17RF5|ODAPH_HUMAN	tr|A0A8C6HKK3|A0A8C6HKK3_MUSSI
OG0004658	sp|Q3MIN7|RGL3_HUMAN	tr|A0A8C6MW12|A0A8C6MW12_MUSSI
OG0004659	sp|Q495A1|TIGIT_HUMAN	tr|A0A8C6MQK9|A0A8C6MQK9_MUSSI
OG0004660	sp|Q5JR98|DYLT4_HUMAN	tr|A0A8C6H592|A0A8C6H592_MUSSI
OG0004661	sp|Q5VVH5|IKBP1_HUMAN	tr|A0A8C6HN13|A0A8C6HN13_MUSSI
OG0004662	sp|Q5VVX9|UBE2U_HUMAN	tr|A0A8C6IPD6|A0A8C6IPD6_MUSSI
OG0004663	sp|Q68DC2|ANKS6_HUMAN	tr|A0A8C6MZU9|A0A8C6MZU9_MUSSI
OG0004664	sp|Q6ZS81|WDFY4_HUMAN	tr|A0A8C6MVF2|A0A8C6MVF2_MUSSI
OG0004665	sp|Q76EJ3|S35D2_HUMAN	tr|A0A8C6HQV1|A0A8C6HQV1_MUSSI
OG0004666	sp|Q7KZ85|SPT6H_HUMAN	tr|A0A8C6GVN2|A0A8C6GVN2_MUSSI
OG0004667	sp|Q8N2G8|GHDC_HUMAN	tr|A0A8C6GFA0|A0A8C6GFA0_MUSSI
OG0004668	sp|Q8N9W5|DAAF3_HUMAN	tr|A0A8C6MQ46|A0A8C6MQ46_MUSSI
OG0004669	sp|Q8NA58|PNDC1_HUMAN	tr|A0A8C6N356|A0A8C6N356_MUSSI
OG0004670	sp|Q8NAB2|KBTB3_HUMAN	tr|A0A8C6GFP7|A0A8C6GFP7_MUSSI
OG0004671	sp|Q92966|SNPC3_HUMAN	tr|A0A8C6HSX5|A0A8C6HSX5_MUSSI
OG0004672	sp|Q96H79|ZCCHL_HUMAN	tr|A0A8C6IHG0|A0A8C6IHG0_MUSSI
OG0004673	sp|Q96N03|VTM2L_HUMAN	tr|A0A8C6I9T3|A0A8C6I9T3_MUSSI
OG0004674	sp|Q9BQP9|BPIA3_HUMAN	tr|A0A8C6MN88|A0A8C6MN88_MUSSI
OG0004675	sp|Q9BRR9|RHG09_HUMAN	tr|A0A8C6I6V3|A0A8C6I6V3_MUSSI
OG0004676	sp|Q9BTW9|TBCD_HUMAN	tr|A0A8C6GY92|A0A8C6GY92_MUSSI
OG0004677	sp|Q9GZN6|S6A16_HUMAN	tr|A0A8C6HLP6|A0A8C6HLP6_MUSSI
OG0004678	sp|Q9H4M7|PKHA4_HUMAN	tr|A0A8C6HK20|A0A8C6HK20_MUSSI
OG0004679	sp|Q9H9S4|CB39L_HUMAN	tr|A0A8C6I533|A0A8C6I533_MUSSI
OG0004680	sp|Q9HAV4|XPO5_HUMAN	tr|A0A8C6H0Z6|A0A8C6H0Z6_MUSSI
OG0004681	sp|Q9HCJ3|RAVR2_HUMAN	tr|A0A8C6N686|A0A8C6N686_MUSSI
OG0004682	sp|Q9NPA1|KCMB3_HUMAN	tr|A0A8C6IIP9|A0A8C6IIP9_MUSSI
OG0004683	sp|Q9NPE3|NOP10_HUMAN	tr|A0A8C6MS82|A0A8C6MS82_MUSSI
OG0004684	sp|Q9NSK7|CS012_HUMAN	tr|A0A8C6ID04|A0A8C6ID04_MUSSI
OG0004685	sp|Q9NYL5|CP39A_HUMAN	tr|A0A8C6N1B4|A0A8C6N1B4_MUSSI
OG0004686	sp|Q9NZ53|PDXL2_HUMAN	tr|A0A8C6H1Z6|A0A8C6H1Z6_MUSSI
OG0004687	sp|Q9P013|CWC15_HUMAN	tr|A0A8C6HF83|A0A8C6HF83_MUSSI
OG0004688	sp|Q9P0P8|MRES1_HUMAN	tr|A0A8C6N4X6|A0A8C6N4X6_MUSSI
OG0004689	sp|Q9UKI3|VPRE3_HUMAN	tr|A0A8C6GGA0|A0A8C6GGA0_MUSSI
OG0004690	sp|Q9UMX3|BOK_HUMAN	tr|A0A8C6H8S0|A0A8C6H8S0_MUSSI
OG0004691	sp|Q9UNP4|SIAT9_HUMAN	tr|A0A8C6GQ76|A0A8C6GQ76_MUSSI
OG0004692	sp|Q9Y3C4|TPRKB_HUMAN	tr|A0A8C6H9Z2|A0A8C6H9Z2_MUSSI
OG0004693	sp|Q9Y5K2|KLK4_HUMAN	tr|A0A8C6I3R9|A0A8C6I3R9_MUSSI
OG0004694	sp|Q9Y6J8|STYL1_HUMAN	tr|A0A8C6H1P5|A0A8C6H1P5_MUSSI
OG0004695	sp|O14782|KIF3C_HUMAN	tr|A0A8C6IC00|A0A8C6IC00_MUSSI
OG0004696	sp|O15016|TRI66_HUMAN	tr|A0A8C6I7S9|A0A8C6I7S9_MUSSI
OG0004697	sp|O43824|GTPB6_HUMAN	tr|A0A8C6GAD1|A0A8C6GAD1_MUSSI
OG0004698	sp|O94941|RNF37_HUMAN	tr|A0A8C6H4Z7|A0A8C6H4Z7_MUSSI
OG0004699	sp|O95050|INMT_HUMAN	tr|A0A8C6HRJ0|A0A8C6HRJ0_MUSSI
OG0004700	sp|P17029|ZKSC1_HUMAN	tr|A0A8C6GE53|A0A8C6GE53_MUSSI
OG0004701	sp|P27216|ANX13_HUMAN	tr|A0A8C6H8U9|A0A8C6H8U9_MUSSI
OG0004702	sp|P37288|V1AR_HUMAN	tr|A0A8C6ICT3|A0A8C6ICT3_MUSSI
OG0004703	sp|P40306|PSB10_HUMAN	tr|A0A8C6GIK2|A0A8C6GIK2_MUSSI
OG0004704	sp|P42331|RHG25_HUMAN	tr|A0A8C6H6N0|A0A8C6H6N0_MUSSI
OG0004705	sp|P50281|MMP14_HUMAN	tr|A0A8C6HD80|A0A8C6HD80_MUSSI
OG0004706	sp|P55089|UCN1_HUMAN	tr|A0A8C6H8M4|A0A8C6H8M4_MUSSI
OG0004707	sp|P61296|HAND2_HUMAN	tr|A0A8C6GBV4|A0A8C6GBV4_MUSSI
OG0004708	sp|P62857|RS28_HUMAN	tr|A0A8C6GSZ2|A0A8C6GSZ2_MUSSI
OG0004709	sp|P83859|OX26_HUMAN	tr|A0A8C6HMV2|A0A8C6HMV2_MUSSI
OG0004710	sp|Q02643|GHRHR_HUMAN	tr|A0A8C6HRD0|A0A8C6HRD0_MUSSI
OG0004711	sp|Q05048|CSTF1_HUMAN	tr|A0A8C6N300|A0A8C6N300_MUSSI
OG0004712	sp|Q06587|RING1_HUMAN	tr|A0A8C6MUL9|A0A8C6MUL9_MUSSI
OG0004713	sp|Q10469|MGAT2_HUMAN	tr|A0A8C6IEC6|A0A8C6IEC6_MUSSI
OG0004714	sp|Q13094|LCP2_HUMAN	tr|A0A8C6HX77|A0A8C6HX77_MUSSI
OG0004715	sp|Q13255|GRM1_HUMAN	tr|A0A8C6GX39|A0A8C6GX39_MUSSI
OG0004716	sp|Q13426|XRCC4_HUMAN	tr|A0A8C6IIP4|A0A8C6IIP4_MUSSI
OG0004717	sp|Q14112|NID2_HUMAN	tr|A0A8C6HTN1|A0A8C6HTN1_MUSSI
OG0004718	sp|Q5EBL4|RIPL1_HUMAN	tr|A0A8C6GQC0|A0A8C6GQC0_MUSSI
OG0004719	sp|Q5KSL6|DGKK_HUMAN	tr|A0A8C6ILL5|A0A8C6ILL5_MUSSI
OG0004720	sp|Q5QJ38|TCHL1_HUMAN	tr|A0A8C6MV84|A0A8C6MV84_MUSSI
OG0004721	sp|Q5SGD2|PPM1L_HUMAN	tr|A0A8C6I1E3|A0A8C6I1E3_MUSSI
OG0004722	sp|Q5T890|ER6L2_HUMAN	tr|A0A8C6HPD2|A0A8C6HPD2_MUSSI
OG0004723	sp|Q6IQ22|RAB12_HUMAN	tr|A0A8C6G656|A0A8C6G656_MUSSI
OG0004724	sp|Q6PH81|CP087_HUMAN	tr|A0A8C6MVE6|A0A8C6MVE6_MUSSI
OG0004725	sp|Q6UXY8|TMC5_HUMAN	tr|A0A8C6GDM8|A0A8C6GDM8_MUSSI
OG0004726	sp|Q7Z614|SNX20_HUMAN	tr|A0A8C6HVR7|A0A8C6HVR7_MUSSI
OG0004727	sp|Q86Y25|Z354C_HUMAN	tr|A0A8C6GVK5|A0A8C6GVK5_MUSSI
OG0004728	sp|Q86Y33|CD20B_HUMAN	tr|A0A8C6HEL8|A0A8C6HEL8_MUSSI
OG0004729	sp|Q8IVF4|DYH10_HUMAN	tr|A0A8C6MSW6|A0A8C6MSW6_MUSSI
OG0004730	sp|Q8IY95|TM192_HUMAN	tr|A0A8C6HAU6|A0A8C6HAU6_MUSSI
OG0004731	sp|Q8IZF5|AGRF3_HUMAN	tr|A0A8C6MV11|A0A8C6MV11_MUSSI
OG0004732	sp|Q8N4S0|CCD82_HUMAN	tr|A0A8C6IB26|A0A8C6IB26_MUSSI
OG0004733	sp|Q8N983|RM43_HUMAN	tr|A0A8C6H2W4|A0A8C6H2W4_MUSSI
OG0004734	sp|Q8N9V3|WSDU1_HUMAN	tr|A0A8C6GBL7|A0A8C6GBL7_MUSSI
OG0004735	sp|Q8NBT0|POC1A_HUMAN	tr|A0A8C6GWD8|A0A8C6GWD8_MUSSI
OG0004736	sp|Q8NH79|OR6X1_HUMAN	tr|A0A8C6HFX1|A0A8C6HFX1_MUSSI
OG0004737	sp|Q8TDX9|PK1L1_HUMAN	tr|A0A8C6GVM6|A0A8C6GVM6_MUSSI
OG0004738	sp|Q8WUX2|CHAC2_HUMAN	tr|A0A8C6GRV1|A0A8C6GRV1_MUSSI
OG0004739	sp|Q92629|SGCD_HUMAN	tr|A0A8C6G4X3|A0A8C6G4X3_MUSSI
OG0004740	sp|Q96AJ9|VTI1A_HUMAN	tr|A0A8C6IL44|A0A8C6IL44_MUSSI
OG0004741	sp|Q96DG6|CMBL_HUMAN	tr|A0A8C6I0M9|A0A8C6I0M9_MUSSI
OG0004742	sp|Q96DU7|IP3KC_HUMAN	tr|A0A8C6I7D3|A0A8C6I7D3_MUSSI
OG0004743	sp|Q99661|KIF2C_HUMAN	tr|A0A8C6H6M5|A0A8C6H6M5_MUSSI
OG0004744	sp|Q9BQ15|SOSB1_HUMAN	tr|A0A8C6GQ87|A0A8C6GQ87_MUSSI
OG0004745	sp|Q9BT04|FUZZY_HUMAN	tr|A0A8C6HPN4|A0A8C6HPN4_MUSSI
OG0004746	sp|Q9BTK6|PAGR1_HUMAN	tr|A0A8C6G4X2|A0A8C6G4X2_MUSSI
OG0004747	sp|Q9BTN0|LRFN3_HUMAN	tr|A0A8C6GFL8|A0A8C6GFL8_MUSSI
OG0004749	sp|Q9C0B1|FTO_HUMAN	tr|A0A8C6HSP4|A0A8C6HSP4_MUSSI
OG0004750	sp|Q9C0C4|SEM4C_HUMAN	tr|A0A8C6GEL4|A0A8C6GEL4_MUSSI
OG0004751	sp|Q9GZP8|IMUP_HUMAN	tr|A0A8C6HWD0|A0A8C6HWD0_MUSSI
OG0004752	sp|Q9H8N7|ZN395_HUMAN	tr|A0A8C6HH68|A0A8C6HH68_MUSSI
OG0004753	sp|Q9NXL9|MCM9_HUMAN	tr|A0A8C6HVR1|A0A8C6HVR1_MUSSI
OG0004754	sp|Q9P0N5|TM216_HUMAN	tr|A0A8C6IGW3|A0A8C6IGW3_MUSSI
OG0004755	sp|Q9P107|GMIP_HUMAN	tr|A0A8C6GHU0|A0A8C6GHU0_MUSSI
OG0004756	sp|Q9P1Z9|CC180_HUMAN	tr|A0A8C6HLV9|A0A8C6HLV9_MUSSI
OG0004757	sp|Q9P2B2|FPRP_HUMAN	tr|A0A8C6HGG1|A0A8C6HGG1_MUSSI
OG0004758	sp|Q9UBT2|SAE2_HUMAN	tr|A0A8C6HE47|A0A8C6HE47_MUSSI
OG0004759	sp|A0A0U1RRN3|SPTOS_HUMAN	tr|A0A8C6MRD7|A0A8C6MRD7_MUSSI
OG0004760	sp|B2RV13|CF97D_HUMAN	tr|A0A8C6IAP8|A0A8C6IAP8_MUSSI
OG0004761	sp|O00294|TULP1_HUMAN	tr|A0A8C6MSN7|A0A8C6MSN7_MUSSI
OG0004762	sp|O43151|TET3_HUMAN	tr|A0A8C6IKQ7|A0A8C6IKQ7_MUSSI
OG0004763	sp|O43427|FIBP_HUMAN	tr|A0A8C6GBR3|A0A8C6GBR3_MUSSI
OG0004764	sp|O60826|CCD22_HUMAN	tr|A0A8C6GMM5|A0A8C6GMM5_MUSSI
OG0004765	sp|O94777|DPM2_HUMAN	tr|A0A8C6GV21|A0A8C6GV21_MUSSI
OG0004766	sp|P06276|CHLE_HUMAN	tr|A0A8C6MVQ4|A0A8C6MVQ4_MUSSI
OG0004767	sp|P07148|FABPL_HUMAN	tr|A0A8C6HJT7|A0A8C6HJT7_MUSSI
OG0004768	sp|P0C1S8|WEE2_HUMAN	tr|A0A8C6GBK3|A0A8C6GBK3_MUSSI
OG0004769	sp|P26718|NKG2D_HUMAN	tr|A0A8C6N4T9|A0A8C6N4T9_MUSSI
OG0004770	sp|P30307|MPIP3_HUMAN	tr|A0A8C6GXP2|A0A8C6GXP2_MUSSI
OG0004771	sp|P35052|GPC1_HUMAN	tr|A0A8C6H3X1|A0A8C6H3X1_MUSSI
OG0004772	sp|P41143|OPRD_HUMAN	tr|A0A8C6GT98|A0A8C6GT98_MUSSI
OG0004773	sp|P46098|5HT3A_HUMAN	tr|A0A8C6H3M2|A0A8C6H3M2_MUSSI
OG0004774	sp|P49796|RGS3_HUMAN	tr|A0A8C6HM74|A0A8C6HM74_MUSSI
OG0004775	sp|P49848|TAF6_HUMAN	tr|A0A8C6MQN4|A0A8C6MQN4_MUSSI
OG0004776	sp|P58511|SIM11_HUMAN	tr|A0A8C6GSF8|A0A8C6GSF8_MUSSI
OG0004777	sp|P61960|UFM1_HUMAN	tr|A0A8C6H0J4|A0A8C6H0J4_MUSSI
OG0004778	sp|Q03111|ENL_HUMAN	tr|A0A8C6HUL3|A0A8C6HUL3_MUSSI
OG0004779	sp|Q14330|GPR18_HUMAN	tr|A0A8C6N378|A0A8C6N378_MUSSI
OG0004780	sp|Q15772|SPEG_HUMAN	tr|A0A8C6HEM9|A0A8C6HEM9_MUSSI
OG0004781	sp|Q16553|LY6E_HUMAN	tr|A0A8C6I431|A0A8C6I431_MUSSI
OG0004782	sp|Q16621|NFE2_HUMAN	tr|A0A8C6GWQ9|A0A8C6GWQ9_MUSSI
OG0004783	sp|Q5T5J6|SWT1_HUMAN	tr|A0A8C6GT63|A0A8C6GT63_MUSSI
OG0004784	sp|Q5TCQ9|MAGI3_HUMAN	tr|A0A8C6GWI8|A0A8C6GWI8_MUSSI
OG0004785	sp|Q6PEX3|KR261_HUMAN	tr|A0A8C6GZZ0|A0A8C6GZZ0_MUSSI
OG0004786	sp|Q6PL24|TMED8_HUMAN	tr|A0A8C6H156|A0A8C6H156_MUSSI
OG0004787	sp|Q6ZMV7|LEKR1_HUMAN	tr|A0A8C6G668|A0A8C6G668_MUSSI
OG0004788	sp|Q6ZN44|UNC5A_HUMAN	tr|A0A8C6GQN7|A0A8C6GQN7_MUSSI
OG0004789	sp|Q6ZNR0|TMM91_HUMAN	tr|A0A8C6I2P8|A0A8C6I2P8_MUSSI
OG0004790	sp|Q7RTR2|NLRC3_HUMAN	tr|A0A8C6I8L1|A0A8C6I8L1_MUSSI
OG0004791	sp|Q7Z3V4|UBE3B_HUMAN	tr|A0A8C6GTE8|A0A8C6GTE8_MUSSI
OG0004792	sp|Q86UU5|GGN_HUMAN	tr|A0A8C6HMP1|A0A8C6HMP1_MUSSI
OG0004793	sp|Q86XP6|GKN2_HUMAN	tr|A0A8C6H8K0|A0A8C6H8K0_MUSSI
OG0004794	sp|Q8N8A8|F169B_HUMAN	tr|A0A8C6GGI3|A0A8C6GGI3_MUSSI
OG0004795	sp|Q8NAT2|TDRD5_HUMAN	tr|A0A8C6H858|A0A8C6H858_MUSSI
OG0004796	sp|Q8TD35|LKAM1_HUMAN	tr|A0A8C6GYX8|A0A8C6GYX8_MUSSI
OG0004797	sp|Q92636|FAN_HUMAN	tr|A0A8C6HBI9|A0A8C6HBI9_MUSSI
OG0004798	sp|Q96AE4|FUBP1_HUMAN	tr|A0A8C6HZ50|A0A8C6HZ50_MUSSI
OG0004799	sp|Q96AQ2|TM125_HUMAN	tr|A0A8C6HCY3|A0A8C6HCY3_MUSSI
OG0004800	sp|Q96DZ1|ERLEC_HUMAN	tr|A0A8C6GTG8|A0A8C6GTG8_MUSSI
OG0004801	sp|Q96JW4|S41A2_HUMAN	tr|A0A8C6G7E8|A0A8C6G7E8_MUSSI
OG0004802	sp|Q96KB5|TOPK_HUMAN	tr|A0A8C6HGQ7|A0A8C6HGQ7_MUSSI
OG0004803	sp|Q96TA2|YMEL1_HUMAN	tr|A0A8C6IAG9|A0A8C6IAG9_MUSSI
OG0004804	sp|Q99550|MPP9_HUMAN	tr|A0A8C6GSL4|A0A8C6GSL4_MUSSI
OG0004805	sp|Q9BRR6|ADPGK_HUMAN	tr|A0A8C6GDZ7|A0A8C6GDZ7_MUSSI
OG0004806	sp|Q9BUN1|MENT_HUMAN	tr|A0A8C6GGX7|A0A8C6GGX7_MUSSI
OG0004807	sp|Q9BVP2|GNL3_HUMAN	tr|A0A8C6IFY2|A0A8C6IFY2_MUSSI
OG0004808	sp|Q9BZI7|REN3B_HUMAN	tr|A0A8C6GLX1|A0A8C6GLX1_MUSSI
OG0004809	sp|Q9H7C4|SYNCI_HUMAN	tr|A0A8C6G8D8|A0A8C6G8D8_MUSSI
