Orthogroup	Homo_sapiens	Chlorocebus_sabaeus
OG0005402	sp|Q07654|TFF3_HUMAN	tr|A0A0D9R709|A0A0D9R709_CHLSB
OG0005403	sp|P10620|MGST1_HUMAN	tr|A0A0D9R7G0|A0A0D9R7G0_CHLSB
OG0005404	sp|P45985|MP2K4_HUMAN	tr|A0A0D9R9T4|A0A0D9R9T4_CHLSB
OG0005405	sp|Q8N565|MREG_HUMAN	tr|A0A0D9R9U6|A0A0D9R9U6_CHLSB
OG0005406	sp|O75475|PSIP1_HUMAN	tr|A0A0D9RA63|A0A0D9RA63_CHLSB
OG0005407	sp|P57076|CF298_HUMAN	tr|A0A0D9RB97|A0A0D9RB97_CHLSB
OG0005408	sp|P12872|MOTI_HUMAN	tr|A0A0D9RBG5|A0A0D9RBG5_CHLSB
OG0005409	sp|P33241|LSP1_HUMAN	tr|A0A0D9RBW6|A0A0D9RBW6_CHLSB
OG0005410	sp|P43320|CRBB2_HUMAN	tr|A0A0D9RCT3|A0A0D9RCT3_CHLSB
OG0005411	sp|Q2M3T9|HYAL4_HUMAN	tr|A0A0D9RD04|A0A0D9RD04_CHLSB
OG0005412	sp|Q64LD2|WDR25_HUMAN	tr|A0A0D9RD75|A0A0D9RD75_CHLSB
OG0005413	sp|Q6UXB8|PI16_HUMAN	tr|A0A0D9RDA5|A0A0D9RDA5_CHLSB
OG0005414	sp|Q14213|IL27B_HUMAN	tr|A0A0D9RE64|A0A0D9RE64_CHLSB
OG0005415	sp|P14151|LYAM1_HUMAN	tr|A0A0D9RFV2|A0A0D9RFV2_CHLSB
OG0005416	sp|Q9UKP3|ITBP2_HUMAN	tr|A0A0D9RG21|A0A0D9RG21_CHLSB
OG0005417	sp|Q6P575|BGP11_HUMAN	tr|A0A0D9RGC7|A0A0D9RGC7_CHLSB
OG0005418	sp|Q96EU6|RRP36_HUMAN	tr|A0A0D9RGL5|A0A0D9RGL5_CHLSB
OG0005419	sp|P37275|ZEB1_HUMAN	tr|A0A0D9RGU0|A0A0D9RGU0_CHLSB
OG0005421	sp|Q92623|TTC9A_HUMAN	tr|A0A0D9RKK5|A0A0D9RKK5_CHLSB
OG0005422	sp|Q16401|PSMD5_HUMAN	tr|A0A0D9RL72|A0A0D9RL72_CHLSB
OG0005423	sp|Q86WR7|PRSR2_HUMAN	tr|A0A0D9RLQ1|A0A0D9RLQ1_CHLSB
OG0005424	sp|P49643|PRI2_HUMAN	tr|A0A0D9RLW9|A0A0D9RLW9_CHLSB
OG0005425	sp|Q99583|MNT_HUMAN	tr|A0A0D9RMU0|A0A0D9RMU0_CHLSB
OG0005426	sp|Q8IVW6|ARI3B_HUMAN	tr|A0A0D9RP25|A0A0D9RP25_CHLSB
OG0005427	sp|Q969N2|PIGT_HUMAN	tr|A0A0D9RPJ0|A0A0D9RPJ0_CHLSB
OG0005428	sp|Q16773|KAT1_HUMAN	tr|A0A0D9RPN4|A0A0D9RPN4_CHLSB
OG0005429	sp|Q6SJ96|TBPL2_HUMAN	tr|A0A0D9RQ33|A0A0D9RQ33_CHLSB
OG0005430	sp|P40925|MDHC_HUMAN	tr|A0A0D9RQC0|A0A0D9RQC0_CHLSB
OG0005431	sp|Q969S9|RRF2M_HUMAN	tr|A0A0D9RSG1|A0A0D9RSG1_CHLSB
OG0005432	sp|P01275|GLUC_HUMAN	tr|A0A0D9RSY0|A0A0D9RSY0_CHLSB
OG0005433	sp|Q9BX40|LS14B_HUMAN	tr|A0A0D9RT74|A0A0D9RT74_CHLSB
OG0005434	sp|Q9H7X2|CA115_HUMAN	tr|A0A0D9RTK3|A0A0D9RTK3_CHLSB
OG0005435	sp|Q7RTY3|PRS45_HUMAN	tr|A0A0D9RUG1|A0A0D9RUG1_CHLSB
OG0005436	sp|P78367|NKX32_HUMAN	tr|A0A0D9RUW3|A0A0D9RUW3_CHLSB
OG0005437	sp|Q9NVR2|INT10_HUMAN	tr|A0A0D9RVX5|A0A0D9RVX5_CHLSB
OG0005438	sp|A8MXD5|GRCR1_HUMAN	tr|A0A0D9RX12|A0A0D9RX12_CHLSB
OG0005439	sp|Q9NRR4|RNC_HUMAN	tr|A0A0D9RXA1|A0A0D9RXA1_CHLSB
OG0005440	sp|Q9UHR4|BI2L1_HUMAN	tr|A0A0D9RYU1|A0A0D9RYU1_CHLSB
OG0005441	sp|Q13442|HAP28_HUMAN	tr|A0A0D9RYX4|A0A0D9RYX4_CHLSB
OG0005442	sp|P22303|ACES_HUMAN	tr|A0A0D9RZH8|A0A0D9RZH8_CHLSB
OG0005443	sp|Q96LP6|CL042_HUMAN	tr|A0A0D9S1M6|A0A0D9S1M6_CHLSB
OG0005444	sp|Q14147|DHX34_HUMAN	tr|A0A0D9S2J8|A0A0D9S2J8_CHLSB
OG0005445	sp|P17509|HXB6_HUMAN	tr|A0A0D9S3S8|A0A0D9S3S8_CHLSB
OG0005446	sp|P04216|THY1_HUMAN	tr|A0A0D9S3W8|A0A0D9S3W8_CHLSB
OG0005447	sp|P33764|S10A3_HUMAN	tr|A0A0D9S5N8|A0A0D9S5N8_CHLSB
OG0005448	sp|Q8WW52|F151A_HUMAN	tr|A0A0D9S770|A0A0D9S770_CHLSB
OG0005449	sp|Q9BXM7|PINK1_HUMAN	tr|A0A0D9S8C2|A0A0D9S8C2_CHLSB
OG0005450	sp|Q6NSJ0|MYORG_HUMAN	tr|A0A0D9S9L7|A0A0D9S9L7_CHLSB
OG0005451	sp|Q5TA78|LCE4A_HUMAN	tr|A0A0D9SAR4|A0A0D9SAR4_CHLSB
OG0005452	sp|Q8N8Y5|ZFP41_HUMAN	tr|A0A0D9SBC0|A0A0D9SBC0_CHLSB
OG0005453	sp|A8MYZ5|IQCF6_HUMAN	tr|A0A0D9SBS1|A0A0D9SBS1_CHLSB
OG0005454	sp|Q96HM7|PED1B_HUMAN	tr|A0A0D9SD19|A0A0D9SD19_CHLSB
OG0005455	sp|P62310|LSM3_HUMAN	tr|A0A0D9SDT5|A0A0D9SDT5_CHLSB
OG0005456	sp|O15480|MAGB3_HUMAN	tr|A0A0D9SDV7|A0A0D9SDV7_CHLSB
OG0005457	sp|Q9BW30|TPPP3_HUMAN	tr|A0A0D9QV65|A0A0D9QV65_CHLSB
OG0005458	sp|Q9P2Y5|UVRAG_HUMAN	tr|A0A0D9QV78|A0A0D9QV78_CHLSB
OG0005459	sp|P61626|LYSC_HUMAN	tr|A0A0D9QW42|A0A0D9QW42_CHLSB
OG0005460	sp|Q99426|TBCB_HUMAN	tr|A0A0D9QW67|A0A0D9QW67_CHLSB
OG0005461	sp|Q6MZP7|LIN54_HUMAN	tr|A0A0D9QWN7|A0A0D9QWN7_CHLSB
OG0005462	sp|Q9BSA4|TTYH2_HUMAN	tr|A0A0D9QWV3|A0A0D9QWV3_CHLSB
OG0005463	sp|Q6NVV7|CDPF1_HUMAN	tr|A0A0D9QZ30|A0A0D9QZ30_CHLSB
OG0005464	sp|Q9NPH2|INO1_HUMAN	tr|A0A0D9QZ71|A0A0D9QZ71_CHLSB
OG0005465	sp|O60347|TBC12_HUMAN	tr|A0A0D9R1J7|A0A0D9R1J7_CHLSB
OG0005466	sp|P34995|PE2R1_HUMAN	tr|A0A0D9R1Y9|A0A0D9R1Y9_CHLSB
OG0005467	sp|Q8WWX8|SC5AB_HUMAN	tr|A0A0D9R2E2|A0A0D9R2E2_CHLSB
OG0005468	sp|Q96ED9|HOOK2_HUMAN	tr|A0A0D9R2M7|A0A0D9R2M7_CHLSB
OG0005469	sp|Q86UX7|URP2_HUMAN	tr|A0A0D9R3Q3|A0A0D9R3Q3_CHLSB
OG0005470	sp|P30044|PRDX5_HUMAN	tr|A0A0D9R4D0|A0A0D9R4D0_CHLSB
OG0005471	sp|Q8N0W7|FMR1N_HUMAN	tr|A0A0D9R4K1|A0A0D9R4K1_CHLSB
OG0005472	sp|Q9BY76|ANGL4_HUMAN	tr|A0A0D9R6Q1|A0A0D9R6Q1_CHLSB
OG0005473	sp|Q15884|EREP1_HUMAN	tr|A0A0D9R7V2|A0A0D9R7V2_CHLSB
OG0005474	sp|D3W0D1|KLRF2_HUMAN	tr|A0A0D9RA80|A0A0D9RA80_CHLSB
OG0005475	sp|Q8TEM1|PO210_HUMAN	tr|A0A0D9RAT8|A0A0D9RAT8_CHLSB
OG0005476	sp|Q5H9R4|ARMX4_HUMAN	tr|A0A0D9RBV2|A0A0D9RBV2_CHLSB
OG0005477	sp|Q96JN2|CC136_HUMAN	tr|A0A0D9RC98|A0A0D9RC98_CHLSB
OG0005478	sp|P98182|ZN200_HUMAN	tr|A0A0D9RCJ2|A0A0D9RCJ2_CHLSB
OG0005479	sp|O14815|CAN9_HUMAN	tr|A0A0D9RDG1|A0A0D9RDG1_CHLSB
OG0005480	sp|Q12870|TCF15_HUMAN	tr|A0A0D9RDK4|A0A0D9RDK4_CHLSB
OG0005481	sp|Q8TF64|GIPC3_HUMAN	tr|A0A0D9RFF0|A0A0D9RFF0_CHLSB
OG0005482	sp|Q9NZC2|TREM2_HUMAN	tr|A0A0D9RFP9|A0A0D9RFP9_CHLSB
OG0005483	sp|O43511|S26A4_HUMAN	tr|A0A0D9RG11|A0A0D9RG11_CHLSB
OG0005484	sp|Q9UHF5|IL17B_HUMAN	tr|A0A0D9RHC5|A0A0D9RHC5_CHLSB
OG0005485	sp|Q15008|PSMD6_HUMAN	tr|A0A0D9RHR4|A0A0D9RHR4_CHLSB
OG0005486	sp|Q96LZ7|RMD2_HUMAN	tr|A0A0D9RIH0|A0A0D9RIH0_CHLSB
OG0005487	sp|Q30KQ7|DB113_HUMAN	tr|A0A0D9RKD7|A0A0D9RKD7_CHLSB
OG0005488	sp|P32971|TNFL8_HUMAN	tr|A0A0D9RKL3|A0A0D9RKL3_CHLSB
OG0005489	sp|Q99819|GDIR3_HUMAN	tr|A0A0D9RKM1|A0A0D9RKM1_CHLSB
OG0005490	sp|Q8NBS3|S4A11_HUMAN	tr|A0A0D9RLA6|A0A0D9RLA6_CHLSB
OG0005491	sp|Q9Y584|TIM22_HUMAN	tr|A0A0D9RP00|A0A0D9RP00_CHLSB
OG0005492	sp|Q9H0A8|COMD4_HUMAN	tr|A0A0D9RPH0|A0A0D9RPH0_CHLSB
OG0005493	sp|O75223|GGCT_HUMAN	tr|A0A0D9RPV7|A0A0D9RPV7_CHLSB
OG0005494	sp|P23508|CRCM_HUMAN	tr|A0A0D9RQY0|A0A0D9RQY0_CHLSB
OG0005495	sp|Q9UM22|EPDR1_HUMAN	tr|A0A0D9RRF1|A0A0D9RRF1_CHLSB
OG0005496	sp|Q9UF56|FXL17_HUMAN	tr|A0A0D9RRI4|A0A0D9RRI4_CHLSB
OG0005497	sp|Q8IZT8|HS3S5_HUMAN	tr|A0A0D9RT36|A0A0D9RT36_CHLSB
OG0005498	sp|Q6UXZ4|UNC5D_HUMAN	tr|A0A0D9RTB2|A0A0D9RTB2_CHLSB
OG0005499	sp|P27816|MAP4_HUMAN	tr|A0A0D9RTU4|A0A0D9RTU4_CHLSB
OG0005500	sp|Q56NI9|ESCO2_HUMAN	tr|A0A0D9RTV4|A0A0D9RTV4_CHLSB
OG0005501	sp|P83110|HTRA3_HUMAN	tr|A0A0D9RTW0|A0A0D9RTW0_CHLSB
OG0005502	sp|P27987|IP3KB_HUMAN	tr|A0A0D9RUZ3|A0A0D9RUZ3_CHLSB
OG0005503	sp|Q9UKD1|GMEB2_HUMAN	tr|A0A0D9RV54|A0A0D9RV54_CHLSB
OG0005504	sp|Q9H227|GBA3_HUMAN	tr|A0A0D9RVI9|A0A0D9RVI9_CHLSB
OG0005505	sp|Q5VVB8|TM244_HUMAN	tr|A0A0D9RVJ7|A0A0D9RVJ7_CHLSB
OG0005506	sp|Q08830|FGL1_HUMAN	tr|A0A0D9RW08|A0A0D9RW08_CHLSB
OG0005507	sp|Q9UIG8|SO3A1_HUMAN	tr|A0A0D9RWS5|A0A0D9RWS5_CHLSB
OG0005508	sp|P43403|ZAP70_HUMAN	tr|A0A0D9RXH6|A0A0D9RXH6_CHLSB
OG0005509	sp|O76071|CIAO1_HUMAN	tr|A0A0D9RXR6|A0A0D9RXR6_CHLSB
OG0005510	sp|Q15311|RBP1_HUMAN	tr|A0A0D9RY97|A0A0D9RY97_CHLSB
OG0005511	sp|O94818|NOL4_HUMAN	tr|A0A0D9RZ74|A0A0D9RZ74_CHLSB
OG0005512	sp|Q7L1V2|MON1B_HUMAN	tr|A0A0D9S0N4|A0A0D9S0N4_CHLSB
OG0005513	sp|Q96RI1|NR1H4_HUMAN	tr|A0A0D9S162|A0A0D9S162_CHLSB
OG0005514	sp|Q9UQ90|SPG7_HUMAN	tr|A0A0D9S2X4|A0A0D9S2X4_CHLSB
OG0005515	sp|P02741|CRP_HUMAN	tr|A0A0D9S3Z7|A0A0D9S3Z7_CHLSB
OG0005516	sp|Q96CM3|RUSD4_HUMAN	tr|A0A0D9S4H4|A0A0D9S4H4_CHLSB
OG0005517	sp|Q9NP31|SH22A_HUMAN	tr|A0A0D9S4Q0|A0A0D9S4Q0_CHLSB
OG0005518	sp|Q8TAK5|GABP2_HUMAN	tr|A0A0D9S5V5|A0A0D9S5V5_CHLSB
OG0005519	sp|Q86Y97|KMT5C_HUMAN	tr|A0A0D9S5Z7|A0A0D9S5Z7_CHLSB
OG0005520	sp|Q8IWG1|DNAI3_HUMAN	tr|A0A0D9S6V7|A0A0D9S6V7_CHLSB
OG0005521	sp|P18754|RCC1_HUMAN	tr|A0A0D9S810|A0A0D9S810_CHLSB
OG0005522	sp|P35716|SOX11_HUMAN	tr|A0A0D9S9T7|A0A0D9S9T7_CHLSB
OG0005523	sp|Q16322|KCA10_HUMAN	tr|A0A0D9SAD6|A0A0D9SAD6_CHLSB
OG0005524	sp|Q96GX2|A7L3B_HUMAN	tr|A0A0D9SC37|A0A0D9SC37_CHLSB
OG0005525	sp|Q9NYW4|TA2R5_HUMAN	tr|A0A0D9SCS3|A0A0D9SCS3_CHLSB
OG0005526	sp|Q96M61|MAGBI_HUMAN	tr|A0A0D9SDV1|A0A0D9SDV1_CHLSB
OG0005527	sp|Q9BZM1|PG12A_HUMAN	tr|A0A0D9QVA4|A0A0D9QVA4_CHLSB
OG0005528	sp|Q96MU7|YTDC1_HUMAN	tr|A0A0D9QYX5|A0A0D9QYX5_CHLSB
OG0005529	sp|Q7L8C5|SYT13_HUMAN	tr|A0A0D9QZW6|A0A0D9QZW6_CHLSB
OG0005530	sp|Q9HCE9|ANO8_HUMAN	tr|A0A0D9QZX9|A0A0D9QZX9_CHLSB
OG0005531	sp|O15111|IKKA_HUMAN	tr|A0A0D9R033|A0A0D9R033_CHLSB
OG0005532	sp|P00451|FA8_HUMAN	tr|A0A0D9R2L7|A0A0D9R2L7_CHLSB
OG0005533	sp|Q86YS3|RFIP4_HUMAN	tr|A0A0D9R2Q9|A0A0D9R2Q9_CHLSB
OG0005534	sp|Q96FJ0|STALP_HUMAN	tr|A0A0D9R393|A0A0D9R393_CHLSB
OG0005535	sp|O75417|DPOLQ_HUMAN	tr|A0A0D9R4C0|A0A0D9R4C0_CHLSB
OG0005536	sp|P12109|CO6A1_HUMAN	tr|A0A0D9R4H5|A0A0D9R4H5_CHLSB
OG0005537	sp|P15407|FOSL1_HUMAN	tr|A0A0D9R6S0|A0A0D9R6S0_CHLSB
OG0005538	sp|Q8N4L1|T151A_HUMAN	tr|A0A0D9R724|A0A0D9R724_CHLSB
OG0005539	sp|Q13627|DYR1A_HUMAN	tr|A0A0D9R801|A0A0D9R801_CHLSB
OG0005540	sp|P23769|GATA2_HUMAN	tr|A0A0D9R8C8|A0A0D9R8C8_CHLSB
OG0005541	sp|Q9BZR8|B2L14_HUMAN	tr|A0A0D9R8F9|A0A0D9R8F9_CHLSB
OG0005542	sp|Q6IQ55|TTBK2_HUMAN	tr|A0A0D9R939|A0A0D9R939_CHLSB
OG0005543	sp|P20645|MPRD_HUMAN	tr|A0A0D9RAW9|A0A0D9RAW9_CHLSB
OG0005544	sp|Q14691|PSF1_HUMAN	tr|A0A0D9RDF4|A0A0D9RDF4_CHLSB
OG0005545	sp|Q96BZ9|TBC20_HUMAN	tr|A0A0D9RDJ6|A0A0D9RDJ6_CHLSB
OG0005546	sp|Q2M2E3|ODFP4_HUMAN	tr|A0A0D9RDJ7|A0A0D9RDJ7_CHLSB
OG0005547	sp|Q13111|CAF1A_HUMAN	tr|A0A0D9RDU6|A0A0D9RDU6_CHLSB
OG0005548	sp|P30411|BKRB2_HUMAN	tr|A0A0D9RDX3|A0A0D9RDX3_CHLSB
OG0005549	sp|Q96BF3|TMIG2_HUMAN	tr|A0A0D9RE17|A0A0D9RE17_CHLSB
OG0005550	sp|Q96DN5|TBC31_HUMAN	tr|A0A0D9RE44|A0A0D9RE44_CHLSB
OG0005551	sp|O14880|MGST3_HUMAN	tr|A0A0D9RED5|A0A0D9RED5_CHLSB
OG0005552	sp|O95859|TSN12_HUMAN	tr|A0A0D9REF6|A0A0D9REF6_CHLSB
OG0005553	sp|Q9NVW2|RNF12_HUMAN	tr|A0A0D9RF44|A0A0D9RF44_CHLSB
OG0005554	sp|Q6ZMV9|KIF6_HUMAN	tr|A0A0D9RF69|A0A0D9RF69_CHLSB
OG0005555	sp|O43761|SNG3_HUMAN	tr|A0A0D9RFH0|A0A0D9RFH0_CHLSB
OG0005556	sp|Q9P219|DAPLE_HUMAN	tr|A0A0D9RG48|A0A0D9RG48_CHLSB
OG0005557	sp|Q52LD8|RFTN2_HUMAN	tr|A0A0D9RG72|A0A0D9RG72_CHLSB
OG0005558	sp|Q8TEA8|DTD1_HUMAN	tr|A0A0D9RGC8|A0A0D9RGC8_CHLSB
OG0005559	sp|Q9BRY0|S39A3_HUMAN	tr|A0A0D9RGG0|A0A0D9RGG0_CHLSB
OG0005560	sp|Q9NPA8|ENY2_HUMAN	tr|A0A0D9RGV8|A0A0D9RGV8_CHLSB
OG0005561	sp|Q96DR5|BPIA2_HUMAN	tr|A0A0D9RIU2|A0A0D9RIU2_CHLSB
OG0005562	sp|O95847|UCP4_HUMAN	tr|A0A0D9RJG0|A0A0D9RJG0_CHLSB
OG0005563	sp|Q8N690|DB119_HUMAN	tr|A0A0D9RK53|A0A0D9RK53_CHLSB
OG0005564	sp|Q9H221|ABCG8_HUMAN	tr|A0A0D9RKJ7|A0A0D9RKJ7_CHLSB
OG0005565	sp|P25205|MCM3_HUMAN	tr|A0A0D9RKU0|A0A0D9RKU0_CHLSB
OG0005566	sp|Q6P9H4|CNKR3_HUMAN	tr|A0A0D9RLW3|A0A0D9RLW3_CHLSB
OG0005567	sp|P05060|SCG1_HUMAN	tr|A0A0D9RLW8|A0A0D9RLW8_CHLSB
OG0005568	sp|O15440|MRP5_HUMAN	tr|A0A0D9RM21|A0A0D9RM21_CHLSB
OG0005569	sp|Q70Z44|5HT3D_HUMAN	tr|A0A0D9RM32|A0A0D9RM32_CHLSB
OG0005570	sp|P29120|NEC1_HUMAN	tr|A0A0D9RPD1|A0A0D9RPD1_CHLSB
OG0005571	sp|O75191|XYLB_HUMAN	tr|A0A0D9RPR6|A0A0D9RPR6_CHLSB
OG0005572	sp|Q52LC2|VAS1L_HUMAN	tr|A0A0D9RQY4|A0A0D9RQY4_CHLSB
OG0005573	sp|P25789|PSA4_HUMAN	tr|A0A0D9RQY7|A0A0D9RQY7_CHLSB
OG0005574	sp|O00625|PIR_HUMAN	tr|A0A0D9RR29|A0A0D9RR29_CHLSB
OG0005575	sp|Q86VE9|SERC5_HUMAN	tr|A0A0D9RRM8|A0A0D9RRM8_CHLSB
OG0005576	sp|Q9NZJ0|DTL_HUMAN	tr|A0A0D9RS86|A0A0D9RS86_CHLSB
OG0005577	sp|Q9NV56|MRGBP_HUMAN	tr|A0A0D9RU80|A0A0D9RU80_CHLSB
OG0005578	sp|P05423|RPC4_HUMAN	tr|A0A0D9RVE8|A0A0D9RVE8_CHLSB
OG0005579	sp|Q92665|RT31_HUMAN	tr|A0A0D9RZ23|A0A0D9RZ23_CHLSB
OG0005580	sp|Q8TCD1|CR032_HUMAN	tr|A0A0D9RZK8|A0A0D9RZK8_CHLSB
OG0005581	sp|P41279|M3K8_HUMAN	tr|A0A0D9RZU2|A0A0D9RZU2_CHLSB
OG0005582	sp|Q9UIV8|SPB13_HUMAN	tr|A0A0D9S026|A0A0D9S026_CHLSB
OG0005583	sp|Q96KN2|CNDP1_HUMAN	tr|A0A0D9S056|A0A0D9S056_CHLSB
OG0005584	sp|Q8N131|PORIM_HUMAN	tr|A0A0D9S1T6|A0A0D9S1T6_CHLSB
OG0005585	sp|Q9C0F1|CEP44_HUMAN	tr|A0A0D9S257|A0A0D9S257_CHLSB
OG0005586	sp|O43242|PSMD3_HUMAN	tr|A0A0D9S360|A0A0D9S360_CHLSB
OG0005587	sp|Q9BYE2|TMPSD_HUMAN	tr|A0A0D9S3I2|A0A0D9S3I2_CHLSB
OG0005588	sp|Q96T60|PNKP_HUMAN	tr|A0A0D9S429|A0A0D9S429_CHLSB
OG0005589	sp|O60259|KLK8_HUMAN	tr|A0A0D9S547|A0A0D9S547_CHLSB
OG0005590	sp|Q8N697|S15A4_HUMAN	tr|A0A0D9S5D9|A0A0D9S5D9_CHLSB
OG0005591	sp|P51153|RAB13_HUMAN	tr|A0A0D9S5J3|A0A0D9S5J3_CHLSB
OG0005592	sp|Q5VTH9|DNAI4_HUMAN	tr|A0A0D9S719|A0A0D9S719_CHLSB
OG0005593	sp|Q15392|DHC24_HUMAN	tr|A0A0D9S765|A0A0D9S765_CHLSB
OG0005594	sp|O60341|KDM1A_HUMAN	tr|A0A0D9S899|A0A0D9S899_CHLSB
OG0005595	sp|Q8NGD4|OR4K1_HUMAN	tr|A0A0D9S9V1|A0A0D9S9V1_CHLSB
OG0005596	sp|Q6AHZ1|Z518A_HUMAN	tr|A0A0D9SAU8|A0A0D9SAU8_CHLSB
OG0005597	sp|Q8IX06|GOR_HUMAN	tr|A0A0D9SB77|A0A0D9SB77_CHLSB
OG0005598	sp|Q01101|INSM1_HUMAN	tr|A0A0D9SBF8|A0A0D9SBF8_CHLSB
OG0005599	sp|Q8TC94|ACTL9_HUMAN	tr|A0A0D9SBW0|A0A0D9SBW0_CHLSB
OG0005600	sp|P22792|CPN2_HUMAN	tr|A0A0D9SC63|A0A0D9SC63_CHLSB
OG0005601	sp|Q86VR8|FJX1_HUMAN	tr|A0A0D9SD85|A0A0D9SD85_CHLSB
OG0005602	sp|P30872|SSR1_HUMAN	tr|A0A0D9SDH1|A0A0D9SDH1_CHLSB
OG0005603	sp|Q9HCD6|TANC2_HUMAN	tr|A0A0D9QV32|A0A0D9QV32_CHLSB
OG0005604	sp|Q9NVU7|SDA1_HUMAN	tr|A0A0D9QXA0|A0A0D9QXA0_CHLSB
OG0005605	sp|P10092|CALCB_HUMAN	tr|A0A0D9QXH7|A0A0D9QXH7_CHLSB
OG0005606	sp|Q9HC21|TPC_HUMAN	tr|A0A0D9QXI5|A0A0D9QXI5_CHLSB
OG0005607	sp|Q8TES7|FBF1_HUMAN	tr|A0A0D9QY20|A0A0D9QY20_CHLSB
OG0005608	sp|Q6UN15|FIP1_HUMAN	tr|A0A0D9QY57|A0A0D9QY57_CHLSB
OG0005609	sp|Q8IWX8|CHERP_HUMAN	tr|A0A0D9R093|A0A0D9R093_CHLSB
OG0005610	sp|Q9H7Z6|KAT8_HUMAN	tr|A0A0D9R0A4|A0A0D9R0A4_CHLSB
OG0005611	sp|Q6ZRS2|SRCAP_HUMAN	tr|A0A0D9R0M5|A0A0D9R0M5_CHLSB
OG0005612	sp|Q96RE7|NACC1_HUMAN	tr|A0A0D9R2E3|A0A0D9R2E3_CHLSB
OG0005613	sp|Q5DX21|IGS11_HUMAN	tr|A0A0D9R3T1|A0A0D9R3T1_CHLSB
OG0005614	sp|Q9H2D6|TARA_HUMAN	tr|A0A0D9R3W0|A0A0D9R3W0_CHLSB
OG0005615	sp|P11172|UMPS_HUMAN	tr|A0A0D9R5Z1|A0A0D9R5Z1_CHLSB
OG0005616	sp|O95867|LY66C_HUMAN	tr|A0A0D9R8I0|A0A0D9R8I0_CHLSB
OG0005617	sp|Q9NRP7|STK36_HUMAN	tr|A0A0D9R8I4|A0A0D9R8I4_CHLSB
OG0005618	sp|O75112|LDB3_HUMAN	tr|A0A0D9RBE6|A0A0D9RBE6_CHLSB
OG0005619	sp|Q9UHY1|NRBP_HUMAN	tr|A0A0D9RBX9|A0A0D9RBX9_CHLSB
OG0005620	sp|O94989|ARHGF_HUMAN	tr|A0A0D9RDK1|A0A0D9RDK1_CHLSB
OG0005621	sp|Q8NDH6|ICA1L_HUMAN	tr|A0A0D9RDK3|A0A0D9RDK3_CHLSB
OG0005622	sp|P29274|AA2AR_HUMAN	tr|A0A0D9RDY5|A0A0D9RDY5_CHLSB
OG0005623	sp|Q58WW2|DCAF6_HUMAN	tr|A0A0D9RF68|A0A0D9RF68_CHLSB
OG0005624	sp|Q8N729|NPW_HUMAN	tr|A0A0D9RFB5|A0A0D9RFB5_CHLSB
OG0005625	sp|O15499|GSC2_HUMAN	tr|A0A0D9RGF5|A0A0D9RGF5_CHLSB
OG0005626	sp|Q86WB7|UN93A_HUMAN	tr|A0A0D9RI17|A0A0D9RI17_CHLSB
OG0005627	sp|Q4ZHG4|FNDC1_HUMAN	tr|A0A0D9RJJ9|A0A0D9RJJ9_CHLSB
OG0005628	sp|Q8NHS4|CLHC1_HUMAN	tr|A0A0D9RNQ4|A0A0D9RNQ4_CHLSB
OG0005629	sp|O60237|MYPT2_HUMAN	tr|A0A0D9RNU2|A0A0D9RNU2_CHLSB
OG0005630	sp|P20674|COX5A_HUMAN	tr|A0A0D9RPD6|A0A0D9RPD6_CHLSB
OG0005631	sp|O75431|MTX2_HUMAN	tr|A0A0D9RPK1|A0A0D9RPK1_CHLSB
OG0005632	sp|P62273|RS29_HUMAN	tr|A0A0D9RRX9|A0A0D9RRX9_CHLSB
OG0005633	sp|Q86UQ0|ZN589_HUMAN	tr|A0A0D9RTP5|A0A0D9RTP5_CHLSB
OG0005634	sp|Q9NXL9|MCM9_HUMAN	tr|A0A0D9RU63|A0A0D9RU63_CHLSB
OG0005635	sp|Q6NUM9|RETST_HUMAN	tr|A0A0D9RU87|A0A0D9RU87_CHLSB
OG0005636	sp|P28074|PSB5_HUMAN	tr|A0A0D9RU97|A0A0D9RU97_CHLSB
OG0005637	sp|O15117|FYB1_HUMAN	tr|A0A0D9RWK2|A0A0D9RWK2_CHLSB
OG0005638	sp|Q96QK8|SIM14_HUMAN	tr|A0A0D9RWL7|A0A0D9RWL7_CHLSB
OG0005639	sp|Q92545|TM131_HUMAN	tr|A0A0D9RXH2|A0A0D9RXH2_CHLSB
OG0005640	sp|Q9H8M2|BRD9_HUMAN	tr|A0A0D9RXV9|A0A0D9RXV9_CHLSB
OG0005641	sp|A8MW99|MEI4_HUMAN	tr|A0A0D9RXZ2|A0A0D9RXZ2_CHLSB
OG0005642	sp|Q6P3R8|NEK5_HUMAN	tr|A0A0D9RYL0|A0A0D9RYL0_CHLSB
OG0005643	sp|Q15904|VAS1_HUMAN	tr|A0A0D9RYR3|A0A0D9RYR3_CHLSB
OG0005644	sp|Q12778|FOXO1_HUMAN	tr|A0A0D9RZ24|A0A0D9RZ24_CHLSB
OG0005645	sp|Q8NCV1|ADAD2_HUMAN	tr|A0A0D9S1K4|A0A0D9S1K4_CHLSB
OG0005646	sp|Q6A162|K1C40_HUMAN	tr|A0A0D9S2W0|A0A0D9S2W0_CHLSB
OG0005647	sp|O15273|TELT_HUMAN	tr|A0A0D9S3A1|A0A0D9S3A1_CHLSB
