Orthogroup	Homo_sapiens	Pteropus_alecto
OG0003248	tr|A0A2R8Y4M4|A0A2R8Y4M4_HUMAN	tr|L5K7U5|L5K7U5_PTEAL
OG0003249	sp|A6NHS7|MANS4_HUMAN	tr|L5KN62|L5KN62_PTEAL
OG0003250	sp|O00233|PSMD9_HUMAN	tr|L5KU14|L5KU14_PTEAL
OG0003251	sp|O14639|ABLM1_HUMAN	tr|L5K0U6|L5K0U6_PTEAL
OG0003252	sp|O15371|EIF3D_HUMAN	tr|L5KF07|L5KF07_PTEAL
OG0003253	sp|O15379|HDAC3_HUMAN	tr|L5JVA0|L5JVA0_PTEAL
OG0003254	sp|O60353|FZD6_HUMAN	tr|L5KDP5|L5KDP5_PTEAL
OG0003255	sp|O75128|COBL_HUMAN	tr|L5KP21|L5KP21_PTEAL
OG0003256	sp|O95363|SYFM_HUMAN	tr|L5KW28|L5KW28_PTEAL
OG0003257	sp|O95785|WIZ_HUMAN	tr|L5JWT6|L5JWT6_PTEAL
OG0003258	sp|P05160|F13B_HUMAN	tr|L5L5U7|L5L5U7_PTEAL
OG0003259	sp|P09681|GIP_HUMAN	tr|L5JQD8|L5JQD8_PTEAL
OG0003260	sp|P17275|JUNB_HUMAN	tr|L5K588|L5K588_PTEAL
OG0003261	sp|P48764|SL9A3_HUMAN	tr|L5KBL5|L5KBL5_PTEAL
OG0003262	sp|P49207|RL34_HUMAN	tr|L5K6L7|L5K6L7_PTEAL
OG0003263	sp|P50539|MXI1_HUMAN	tr|L5JZW2|L5JZW2_PTEAL
OG0003264	sp|P53007|TXTP_HUMAN	tr|L5KWI8|L5KWI8_PTEAL
OG0003265	sp|P56715|RP1_HUMAN	tr|L5JTH5|L5JTH5_PTEAL
OG0003266	sp|P59826|BPIB3_HUMAN	tr|L5JYF0|L5JYF0_PTEAL
OG0003267	sp|Q08357|S20A2_HUMAN	tr|L5KD48|L5KD48_PTEAL
OG0003268	sp|Q0VG06|FP100_HUMAN	tr|L5KLQ8|L5KLQ8_PTEAL
OG0003269	sp|Q12918|KLRB1_HUMAN	tr|L5KIV1|L5KIV1_PTEAL
OG0003270	sp|Q19T08|ECSCR_HUMAN	tr|L5JVF0|L5JVF0_PTEAL
OG0003271	sp|Q4G0X9|CCD40_HUMAN	tr|L5KLU3|L5KLU3_PTEAL
OG0003272	sp|Q5T0L3|SPT46_HUMAN	tr|L5KZC0|L5KZC0_PTEAL
OG0003273	sp|Q6ICB4|SESQ2_HUMAN	tr|L5KB23|L5KB23_PTEAL
OG0003274	sp|Q6X4U4|SOSD1_HUMAN	tr|L5KPJ0|L5KPJ0_PTEAL
OG0003276	sp|Q6ZWE6|PKHM3_HUMAN	tr|L5K347|L5K347_PTEAL
OG0003277	sp|Q70EL2|UBP45_HUMAN	tr|L5JPK0|L5JPK0_PTEAL
OG0003278	sp|Q7RTS6|OTOP2_HUMAN	tr|L5KNG1|L5KNG1_PTEAL
OG0003279	sp|Q86Z20|CC125_HUMAN	tr|L5KKY6|L5KKY6_PTEAL
OG0003280	sp|Q8IXQ8|PDZD9_HUMAN	tr|L5KMW0|L5KMW0_PTEAL
OG0003282	sp|Q8NAA5|LR75A_HUMAN	tr|L5KWZ3|L5KWZ3_PTEAL
OG0003283	sp|Q8TAE8|G45IP_HUMAN	tr|L5K7F7|L5K7F7_PTEAL
OG0003284	sp|Q8TCX5|RHPN1_HUMAN	tr|L5KJE8|L5KJE8_PTEAL
OG0003285	sp|Q92685|ALG3_HUMAN	tr|L5JPR8|L5JPR8_PTEAL
OG0003286	sp|Q96CM8|ACSF2_HUMAN	tr|L5JTR4|L5JTR4_PTEAL
OG0003287	sp|Q96FH0|BORC8_HUMAN	tr|L5L826|L5L826_PTEAL
OG0003288	sp|Q96JK2|DCAF5_HUMAN	tr|L5KGM1|L5KGM1_PTEAL
OG0003289	sp|Q99675|CGRF1_HUMAN	tr|L5K3B8|L5K3B8_PTEAL
OG0003290	sp|Q9BRG1|VPS25_HUMAN	tr|L5JRT9|L5JRT9_PTEAL
OG0003291	sp|Q9BTA9|WAC_HUMAN	tr|L5JS49|L5JS49_PTEAL
OG0003292	sp|Q9BVW5|TIPIN_HUMAN	tr|L5K3H2|L5K3H2_PTEAL
OG0003293	sp|Q9BXS6|NUSAP_HUMAN	tr|L5K2G4|L5K2G4_PTEAL
OG0003294	sp|Q9HCU9|BRMS1_HUMAN	tr|L5KPR6|L5KPR6_PTEAL
OG0003295	sp|Q9NY15|STAB1_HUMAN	tr|L5K7Z3|L5K7Z3_PTEAL
OG0003296	sp|Q9P206|K1522_HUMAN	tr|L5JRN9|L5JRN9_PTEAL
OG0003297	sp|Q9UMR3|TBX20_HUMAN	tr|L5KM78|L5KM78_PTEAL
OG0003298	sp|Q9Y6E7|SIR4_HUMAN	tr|L5KVP4|L5KVP4_PTEAL
OG0003300	sp|A6NKF7|TM88B_HUMAN	tr|L5L932|L5L932_PTEAL
OG0003301	sp|O00566|MPP10_HUMAN	tr|L5L0S7|L5L0S7_PTEAL
OG0003302	sp|O15144|ARPC2_HUMAN	tr|L5L1A9|L5L1A9_PTEAL
OG0003303	sp|O43248|HXC11_HUMAN	tr|L5L5R3|L5L5R3_PTEAL
OG0003304	sp|O43310|CTIF_HUMAN	tr|L5K4D1|L5K4D1_PTEAL
OG0003305	sp|O75347|TBCA_HUMAN	tr|L5KL23|L5KL23_PTEAL
OG0003306	sp|O75953|DNJB5_HUMAN	tr|L5KE42|L5KE42_PTEAL
OG0003307	sp|P01100|FOS_HUMAN	tr|L5JSB2|L5JSB2_PTEAL
OG0003308	sp|P04216|THY1_HUMAN	tr|L5KKA5|L5KKA5_PTEAL
OG0003309	sp|P05231|IL6_HUMAN	tr|L5KPK4|L5KPK4_PTEAL
OG0003311	sp|P29972|AQP1_HUMAN	tr|L5KNY7|L5KNY7_PTEAL
OG0003312	sp|P30040|ERP29_HUMAN	tr|L5KVJ1|L5KVJ1_PTEAL
OG0003313	sp|P51460|INSL3_HUMAN	tr|L5L6A2|L5L6A2_PTEAL
OG0003314	sp|P57764|GSDMD_HUMAN	tr|L5KK19|L5KK19_PTEAL
OG0003315	sp|Q01831|XPC_HUMAN	tr|L5KZR8|L5KZR8_PTEAL
OG0003317	sp|Q13164|MK07_HUMAN	tr|L5KWE4|L5KWE4_PTEAL
OG0003318	sp|Q15116|PDCD1_HUMAN	tr|L5KSQ0|L5KSQ0_PTEAL
OG0003319	sp|Q15813|TBCE_HUMAN	tr|L5K0J2|L5K0J2_PTEAL
OG0003320	sp|Q16790|CAH9_HUMAN	tr|L5KEW3|L5KEW3_PTEAL
OG0003321	sp|Q2M2I8|AAK1_HUMAN	tr|L5KUZ1|L5KUZ1_PTEAL
OG0003322	sp|Q2NL68|PRSR3_HUMAN	tr|L5L409|L5L409_PTEAL
OG0003323	sp|Q3B8N5|PROX2_HUMAN	tr|L5JQ39|L5JQ39_PTEAL
OG0003324	sp|Q53EZ4|CEP55_HUMAN	tr|L5JRZ4|L5JRZ4_PTEAL
OG0003325	sp|Q5JTW2|CEP78_HUMAN	tr|L5K5V6|L5K5V6_PTEAL
OG0003326	sp|Q6UWI2|PARM1_HUMAN	tr|L5KYB9|L5KYB9_PTEAL
OG0003327	sp|Q6ZMT1|STAC2_HUMAN	tr|L5JQD9|L5JQD9_PTEAL
OG0003328	sp|Q7Z589|EMSY_HUMAN	tr|L5JNS2|L5JNS2_PTEAL
OG0003329	sp|Q7Z6K3|PTAR1_HUMAN	tr|L5K8F9|L5K8F9_PTEAL
OG0003330	sp|Q7Z6M1|RABEK_HUMAN	tr|L5K750|L5K750_PTEAL
OG0003331	sp|Q86VD9|PIGZ_HUMAN	tr|L5L3J1|L5L3J1_PTEAL
OG0003332	sp|Q86X83|COMD2_HUMAN	tr|L5JMH9|L5JMH9_PTEAL
OG0003333	sp|Q8IYT4|KATL2_HUMAN	tr|L5K2R1|L5K2R1_PTEAL
OG0003334	sp|Q8N336|ELMD1_HUMAN	tr|L5KI41|L5KI41_PTEAL
OG0003335	sp|Q8N3R3|TCAIM_HUMAN	tr|L5KFM2|L5KFM2_PTEAL
OG0003336	sp|Q8N465|D2HDH_HUMAN	tr|L5KT91|L5KT91_PTEAL
OG0003337	sp|Q8N4L1|T151A_HUMAN	tr|L5KQ47|L5KQ47_PTEAL
OG0003338	sp|Q8N5M4|TTC9C_HUMAN	tr|L5KNT8|L5KNT8_PTEAL
OG0003339	sp|Q8NEG5|ZSWM2_HUMAN	tr|L5K2P9|L5K2P9_PTEAL
OG0003340	sp|Q8NHS3|MFSD8_HUMAN	tr|L5KAV9|L5KAV9_PTEAL
OG0003341	sp|Q8TC05|MDM1_HUMAN	tr|L5JTW0|L5JTW0_PTEAL
OG0003342	sp|Q8TC57|M1AP_HUMAN	tr|L5L3Y3|L5L3Y3_PTEAL
OG0003343	sp|Q8WWL7|CCNB3_HUMAN	tr|L5KJ91|L5KJ91_PTEAL
OG0003344	sp|Q96BZ4|PLD4_HUMAN	tr|L5JR54|L5JR54_PTEAL
OG0003345	sp|Q96NW7|LRRC7_HUMAN	tr|L5K626|L5K626_PTEAL
OG0003346	sp|Q96P44|COLA1_HUMAN	tr|L5JLB8|L5JLB8_PTEAL
OG0003347	sp|Q9BTY2|FUCO2_HUMAN	tr|L5KDL7|L5KDL7_PTEAL
OG0003348	sp|Q9C0I3|CCSE1_HUMAN	tr|L5KR07|L5KR07_PTEAL
OG0003349	sp|Q9HAT2|SIAE_HUMAN	tr|L5KH11|L5KH11_PTEAL
OG0003350	sp|Q9NP50|SHCAF_HUMAN	tr|L5KK57|L5KK57_PTEAL
OG0003351	sp|Q9NQP4|PFD4_HUMAN	tr|L5JZ03|L5JZ03_PTEAL
OG0003352	sp|Q9NRF2|SH2B1_HUMAN	tr|L5KHY9|L5KHY9_PTEAL
OG0003353	sp|Q9NRS6|SNX15_HUMAN	tr|L5KQ99|L5KQ99_PTEAL
OG0003354	sp|Q9NUJ3|T11L1_HUMAN	tr|L5KXX3|L5KXX3_PTEAL
OG0003355	sp|Q9UBQ5|EIF3K_HUMAN	tr|L5KMH1|L5KMH1_PTEAL
OG0003356	sp|Q9Y274|SIA10_HUMAN	tr|L5KDH3|L5KDH3_PTEAL
OG0003357	sp|Q9Y2Z4|SYYM_HUMAN	tr|L5KN75|L5KN75_PTEAL
OG0003358	sp|Q9Y5N5|N6MT1_HUMAN	tr|L5KX11|L5KX11_PTEAL
OG0003359	sp|O15226|NKRF_HUMAN	tr|L5L608|L5L608_PTEAL
OG0003360	sp|O43182|RHG06_HUMAN	tr|L5L367|L5L367_PTEAL
OG0003361	sp|O43526|KCNQ2_HUMAN	tr|L5JYN1|L5JYN1_PTEAL
OG0003362	sp|O95476|CNEP1_HUMAN	tr|L5JZ60|L5JZ60_PTEAL
OG0003363	sp|O95502|NPTXR_HUMAN	tr|L5KF74|L5KF74_PTEAL
OG0003364	sp|P08F94|PKHD1_HUMAN	tr|L5JPZ9|L5JPZ9_PTEAL
OG0003365	sp|P14415|AT1B2_HUMAN	tr|L5JWX0|L5JWX0_PTEAL
OG0003366	sp|P17040|ZSC20_HUMAN	tr|L5JUM2|L5JUM2_PTEAL
OG0003367	sp|P19971|TYPH_HUMAN	tr|L5KAI6|L5KAI6_PTEAL
OG0003368	sp|P50995|ANX11_HUMAN	tr|L5KG79|L5KG79_PTEAL
OG0003369	sp|P51684|CCR6_HUMAN	tr|L5KGT8|L5KGT8_PTEAL
OG0003370	sp|P52746|ZN142_HUMAN	tr|L5L0P3|L5L0P3_PTEAL
OG0003371	sp|P80188|NGAL_HUMAN	tr|L5K9P2|L5K9P2_PTEAL
OG0003372	sp|Q02577|HEN2_HUMAN	tr|L5K655|L5K655_PTEAL
OG0003373	sp|Q05195|MAD1_HUMAN	tr|L5KUY6|L5KUY6_PTEAL
OG0003374	sp|Q08AI8|MB214_HUMAN	tr|L5KUD6|L5KUD6_PTEAL
OG0003375	sp|Q13087|PDIA2_HUMAN	tr|L5KH49|L5KH49_PTEAL
OG0003376	sp|Q14674|ESPL1_HUMAN	tr|L5L5H8|L5L5H8_PTEAL
OG0003377	sp|Q15466|NR0B2_HUMAN	tr|L5JRN1|L5JRN1_PTEAL
OG0003378	sp|Q155Q3|DIXC1_HUMAN	tr|L5KMZ6|L5KMZ6_PTEAL
OG0003379	sp|Q15849|UT2_HUMAN	tr|L5K2S0|L5K2S0_PTEAL
OG0003380	sp|Q16394|EXT1_HUMAN	tr|L5KA62|L5KA62_PTEAL
OG0003381	sp|Q3YBR2|TBRG1_HUMAN	tr|L5KDN3|L5KDN3_PTEAL
OG0003382	sp|Q5BJH7|YIF1B_HUMAN	tr|L5KMV9|L5KMV9_PTEAL
OG0003383	sp|Q5TEJ8|THMS2_HUMAN	tr|L5JU99|L5JU99_PTEAL
OG0003384	sp|Q5VV67|PPRC1_HUMAN	tr|L5K2N6|L5K2N6_PTEAL
OG0003385	sp|Q6IPU0|CENPP_HUMAN	tr|L5JWI7|L5JWI7_PTEAL
OG0003386	sp|Q6NUS6|TECT3_HUMAN	tr|L5JPP1|L5JPP1_PTEAL
OG0003387	sp|Q6ZV89|SH2D5_HUMAN	tr|L5JS94|L5JS94_PTEAL
OG0003388	sp|Q76FK4|NOL8_HUMAN	tr|L5JY27|L5JY27_PTEAL
OG0003389	sp|Q7Z745|MRO2B_HUMAN	tr|L5K5N0|L5K5N0_PTEAL
OG0003390	sp|Q86VZ5|SMS1_HUMAN	tr|L5JQD1|L5JQD1_PTEAL
OG0003391	sp|Q8IVT2|MISP_HUMAN	tr|L5L6L5|L5L6L5_PTEAL
OG0003392	sp|Q8N0Z3|SPICE_HUMAN	tr|L5L549|L5L549_PTEAL
OG0003394	sp|Q8NBT3|TM145_HUMAN	tr|L5L967|L5L967_PTEAL
OG0003395	sp|Q8WWI1|LMO7_HUMAN	tr|L5KHG9|L5KHG9_PTEAL
OG0003396	sp|Q92575|UBXN4_HUMAN	tr|L5JZS0|L5JZS0_PTEAL
OG0003397	sp|Q92945|FUBP2_HUMAN	tr|L5L7S2|L5L7S2_PTEAL
OG0003398	sp|Q96A70|AZIN2_HUMAN	tr|L5JRE5|L5JRE5_PTEAL
OG0003399	sp|Q96EY8|MMAB_HUMAN	tr|L5JXX9|L5JXX9_PTEAL
OG0003400	sp|Q9BQP7|MGME1_HUMAN	tr|L5K0E3|L5K0E3_PTEAL
OG0003401	sp|Q9BUR5|MIC26_HUMAN	tr|L5KNW0|L5KNW0_PTEAL
OG0003402	sp|Q9BX93|PG12B_HUMAN	tr|L5KDY2|L5KDY2_PTEAL
OG0003403	sp|Q9BXR0|TGT_HUMAN	tr|L5L453|L5L453_PTEAL
OG0003404	sp|Q9H2K0|IF3M_HUMAN	tr|L5L651|L5L651_PTEAL
OG0003405	sp|Q9H313|TTYH1_HUMAN	tr|L5K7P2|L5K7P2_PTEAL
OG0003406	sp|Q9H7Z6|KAT8_HUMAN	tr|L5KJQ6|L5KJQ6_PTEAL
OG0003407	sp|Q9HAQ2|KIF9_HUMAN	tr|L5KF32|L5KF32_PTEAL
OG0003408	sp|Q9NPI9|KCJ16_HUMAN	tr|L5KLL9|L5KLL9_PTEAL
OG0003409	sp|Q9NQZ6|ZC4H2_HUMAN	tr|L5K860|L5K860_PTEAL
OG0003410	sp|Q9UH36|SRR1L_HUMAN	tr|L5L4G4|L5L4G4_PTEAL
OG0003411	sp|Q9UPT8|ZC3H4_HUMAN	tr|L5KNC0|L5KNC0_PTEAL
OG0003412	sp|Q9Y233|PDE10_HUMAN	tr|L5KHJ8|L5KHJ8_PTEAL
OG0003413	sp|Q9Y4G2|PKHM1_HUMAN	tr|L5KSI2|L5KSI2_PTEAL
OG0003414	sp|A2RUT3|TMM89_HUMAN	tr|L5KV54|L5KV54_PTEAL
OG0003415	sp|B1AJZ9|FHAD1_HUMAN	tr|L5KGQ4|L5KGQ4_PTEAL
OG0003416	sp|C9JH25|PRRT4_HUMAN	tr|L5KSX0|L5KSX0_PTEAL
OG0003417	sp|O00471|EXOC5_HUMAN	tr|L5K428|L5K428_PTEAL
OG0003418	sp|O14513|NCKP5_HUMAN	tr|L5K1E0|L5K1E0_PTEAL
OG0003419	sp|O75971|SNPC5_HUMAN	tr|L5K0T9|L5K0T9_PTEAL
OG0003420	sp|O95800|GPR75_HUMAN	tr|L5KTF9|L5KTF9_PTEAL
OG0003421	sp|P05112|IL4_HUMAN	tr|L5JX76|L5JX76_PTEAL
OG0003422	sp|P08571|CD14_HUMAN	tr|L5JU69|L5JU69_PTEAL
OG0003423	sp|P09417|DHPR_HUMAN	tr|L5K4K1|L5K4K1_PTEAL
OG0003424	sp|P0DH78|RN224_HUMAN	tr|L5K7F0|L5K7F0_PTEAL
OG0003426	sp|P15923|TFE2_HUMAN	tr|L5L7B5|L5L7B5_PTEAL
OG0003427	sp|P19838|NFKB1_HUMAN	tr|L5K7D4|L5K7D4_PTEAL
OG0003428	sp|P24752|THIL_HUMAN	tr|L5KLA7|L5KLA7_PTEAL
OG0003429	sp|P32929|CGL_HUMAN	tr|L5K3W3|L5K3W3_PTEAL
OG0003430	sp|P43268|ETV4_HUMAN	tr|L5KTL3|L5KTL3_PTEAL
OG0003431	sp|P57682|KLF3_HUMAN	tr|L5K4H0|L5K4H0_PTEAL
OG0003432	sp|P62316|SMD2_HUMAN	tr|L5KM75|L5KM75_PTEAL
OG0003433	sp|Q00LT1|PRCD_HUMAN	tr|L5KLZ8|L5KLZ8_PTEAL
OG0003434	sp|Q02833|RASF7_HUMAN	tr|L5KPD2|L5KPD2_PTEAL
OG0003435	sp|Q08999|RBL2_HUMAN	tr|L5KVF9|L5KVF9_PTEAL
OG0003436	sp|Q13795|ARFRP_HUMAN	tr|L5JYP3|L5JYP3_PTEAL
OG0003437	sp|Q13938|CAYP1_HUMAN	tr|L5L8S8|L5L8S8_PTEAL
OG0003438	sp|Q2VYF4|LETM2_HUMAN	tr|L5KD80|L5KD80_PTEAL
OG0003439	sp|Q5VVW2|GARL3_HUMAN	tr|L5K6Q7|L5K6Q7_PTEAL
OG0003440	sp|Q6ZP01|RBM44_HUMAN	tr|L5KT50|L5KT50_PTEAL
OG0003441	sp|Q6ZUK4|TMM26_HUMAN	tr|L5KD46|L5KD46_PTEAL
OG0003442	sp|Q7L5A8|FA2H_HUMAN	tr|L5KVI7|L5KVI7_PTEAL
OG0003443	sp|Q7Z3U7|MON2_HUMAN	tr|L5JVZ7|L5JVZ7_PTEAL
OG0003444	sp|Q86T24|KAISO_HUMAN	tr|L5KAP0|L5KAP0_PTEAL
OG0003445	sp|Q86VN1|VPS36_HUMAN	tr|L5KUW7|L5KUW7_PTEAL
OG0003446	sp|Q86YS6|RAB43_HUMAN	tr|L5KVH9|L5KVH9_PTEAL
OG0003447	sp|Q86YW7|GPHB5_HUMAN	tr|L5KH63|L5KH63_PTEAL
OG0003448	sp|Q8IXM2|BAP18_HUMAN	tr|L5JZU7|L5JZU7_PTEAL
OG0003449	sp|Q8N2H4|SYS1_HUMAN	tr|L5K151|L5K151_PTEAL
OG0003450	sp|Q8N9I5|FADS6_HUMAN	tr|L5KP47|L5KP47_PTEAL
OG0003451	sp|Q8NAF0|ZN579_HUMAN	tr|L5KEE2|L5KEE2_PTEAL
OG0003452	sp|Q8NCR3|MFI_HUMAN	tr|L5KKQ4|L5KKQ4_PTEAL
OG0003453	sp|Q8NFW5|DMBX1_HUMAN	tr|L5K6K0|L5K6K0_PTEAL
OG0003455	sp|Q8TEX9|IPO4_HUMAN	tr|L5KKY0|L5KKY0_PTEAL
OG0003456	sp|Q92918|M4K1_HUMAN	tr|L5KMT6|L5KMT6_PTEAL
OG0003457	sp|Q969K4|ABTB1_HUMAN	tr|L5KN19|L5KN19_PTEAL
OG0003458	sp|Q969M2|CXA10_HUMAN	tr|L5JMB7|L5JMB7_PTEAL
OG0003459	sp|Q96M98|PACRG_HUMAN	tr|L5KE81|L5KE81_PTEAL
OG0003460	sp|Q99848|EBP2_HUMAN	tr|L5KN31|L5KN31_PTEAL
OG0003461	sp|Q9BYE0|HES7_HUMAN	tr|L5JWL5|L5JWL5_PTEAL
OG0003462	sp|Q9BZJ0|CRNL1_HUMAN	tr|L5JY02|L5JY02_PTEAL
OG0003463	sp|Q9GZZ6|ACH10_HUMAN	tr|L5K5H9|L5K5H9_PTEAL
OG0003464	sp|Q9HC78|ZBT20_HUMAN	tr|L5L4I6|L5L4I6_PTEAL
OG0003465	sp|Q9UK28|TM59L_HUMAN	tr|L5L811|L5L811_PTEAL
OG0003466	sp|A0A1W2PP97|THSD8_HUMAN	tr|L5K5T0|L5K5T0_PTEAL
OG0003467	sp|A0PJX2|TLDC2_HUMAN	tr|L5K073|L5K073_PTEAL
OG0003468	sp|A5PLN9|TPC13_HUMAN	tr|L5KIL3|L5KIL3_PTEAL
OG0003469	sp|O15014|ZN609_HUMAN	tr|L5K1Y0|L5K1Y0_PTEAL
OG0003470	sp|O15519|CFLAR_HUMAN	tr|L5K2W4|L5K2W4_PTEAL
OG0003471	sp|O43681|GET3_HUMAN	tr|L5K5S6|L5K5S6_PTEAL
OG0003472	sp|O43915|VEGFD_HUMAN	tr|L5KNN4|L5KNN4_PTEAL
OG0003473	sp|O60573|IF4E2_HUMAN	tr|L5L234|L5L234_PTEAL
OG0003474	sp|O60675|MAFK_HUMAN	tr|L5KEK6|L5KEK6_PTEAL
OG0003475	sp|O75445|USH2A_HUMAN	tr|L5KEL2|L5KEL2_PTEAL
OG0003477	sp|P00966|ASSY_HUMAN	tr|L5K944|L5K944_PTEAL
OG0003478	sp|P05455|LA_HUMAN	tr|L5JYZ9|L5JYZ9_PTEAL
OG0003480	sp|P15428|PGDH_HUMAN	tr|L5L1P1|L5L1P1_PTEAL
OG0003481	sp|P20774|MIME_HUMAN	tr|L5JYU5|L5JYU5_PTEAL
OG0003482	sp|P48067|SC6A9_HUMAN	tr|L5KPK3|L5KPK3_PTEAL
OG0003483	sp|P51687|SUOX_HUMAN	tr|L5KVP0|L5KVP0_PTEAL
OG0003484	sp|Q01726|MSHR_HUMAN	tr|L5JV49|L5JV49_PTEAL
OG0003485	sp|Q14439|GP176_HUMAN	tr|L5K1W0|L5K1W0_PTEAL
OG0003486	sp|Q15031|SYLM_HUMAN	tr|L5KF03|L5KF03_PTEAL
OG0003487	sp|Q53S33|BOLA3_HUMAN	tr|L5L5V2|L5L5V2_PTEAL
OG0003488	sp|Q5I0X7|TTC32_HUMAN	tr|L5KT83|L5KT83_PTEAL
OG0003489	sp|Q5VWC8|HACD4_HUMAN	tr|L5K6J7|L5K6J7_PTEAL
OG0003490	sp|Q5VXU9|SHOC1_HUMAN	tr|L5L217|L5L217_PTEAL
OG0003491	sp|Q5VZB9|DMRTA_HUMAN	tr|L5KXT8|L5KXT8_PTEAL
OG0003492	sp|Q63HM9|PLCX3_HUMAN	tr|L5K418|L5K418_PTEAL
OG0003493	sp|Q68D91|MBLC2_HUMAN	tr|L5KIW5|L5KIW5_PTEAL
OG0003494	sp|Q6NZ36|FAP20_HUMAN	tr|L5L954|L5L954_PTEAL
OG0003495	sp|Q6P2C8|MED27_HUMAN	tr|L5K714|L5K714_PTEAL
OG0003496	sp|Q6ZMH5|S39A5_HUMAN	tr|L5KWB1|L5KWB1_PTEAL
OG0003497	sp|Q7L0Y3|TM10C_HUMAN	tr|L5KIJ7|L5KIJ7_PTEAL
OG0003498	sp|Q7Z7M9|GALT5_HUMAN	tr|L5JYT6|L5JYT6_PTEAL
OG0003499	sp|Q8IXZ2|ZC3H3_HUMAN	tr|L5KLP3|L5KLP3_PTEAL
OG0003500	sp|Q8IZC4|RTKN2_HUMAN	tr|L5KFP7|L5KFP7_PTEAL
OG0003501	sp|Q8N7H5|PAF1_HUMAN	tr|L5L570|L5L570_PTEAL
OG0003502	sp|Q8NCX0|CC150_HUMAN	tr|L5JZN5|L5JZN5_PTEAL
OG0003503	sp|Q8WVE0|EFMT1_HUMAN	tr|L5L556|L5L556_PTEAL
OG0003504	sp|Q92504|S39A7_HUMAN	tr|L5KZN8|L5KZN8_PTEAL
OG0003505	sp|Q96B67|ARRD3_HUMAN	tr|L5KIW9|L5KIW9_PTEAL
OG0003506	sp|Q96KS0|EGLN2_HUMAN	tr|L5L3B8|L5L3B8_PTEAL
OG0003507	sp|Q96MT7|CFA44_HUMAN	tr|L5L3F2|L5L3F2_PTEAL
OG0003508	sp|Q96RT1|ERBIN_HUMAN	tr|L5KLH3|L5KLH3_PTEAL
OG0003509	sp|Q99442|SEC62_HUMAN	tr|L5KP79|L5KP79_PTEAL
OG0003510	sp|Q9BQY9|DBND2_HUMAN	tr|L5JY23|L5JY23_PTEAL
OG0003511	sp|Q9BXJ2|C1QT7_HUMAN	tr|L5K7M3|L5K7M3_PTEAL
OG0003512	sp|Q9BZJ4|S2539_HUMAN	tr|L5KRV8|L5KRV8_PTEAL
OG0003513	sp|Q9GZN7|ROGDI_HUMAN	tr|L5KGI5|L5KGI5_PTEAL
OG0003514	sp|Q9H0H0|INT2_HUMAN	tr|L5JQV9|L5JQV9_PTEAL
OG0003515	sp|Q9H3S5|PIGM_HUMAN	tr|L5JXY3|L5JXY3_PTEAL
OG0003516	sp|Q9NUI1|DECR2_HUMAN	tr|L5KJF8|L5KJF8_PTEAL
OG0003517	sp|Q9NV06|DCA13_HUMAN	tr|L5KA91|L5KA91_PTEAL
OG0003518	sp|Q9UK61|TASOR_HUMAN	tr|L5KBC4|L5KBC4_PTEAL
OG0003519	sp|Q9UKT9|IKZF3_HUMAN	tr|L5JQC5|L5JQC5_PTEAL
OG0003520	sp|Q9UL59|ZN214_HUMAN	tr|L5KZP1|L5KZP1_PTEAL
OG0003521	sp|Q9UPX8|SHAN2_HUMAN	tr|L5KPI7|L5KPI7_PTEAL
OG0003522	sp|Q9Y6W3|CAN7_HUMAN	tr|L5L0F2|L5L0F2_PTEAL
OG0003524	sp|A0AUZ9|KAL1L_HUMAN	tr|L5K362|L5K362_PTEAL
OG0003525	sp|O14526|FCHO1_HUMAN	tr|L5L6V3|L5L6V3_PTEAL
OG0003526	sp|O15079|SNPH_HUMAN	tr|L5JXJ0|L5JXJ0_PTEAL
OG0003527	sp|O43159|RRP8_HUMAN	tr|L5KEY2|L5KEY2_PTEAL
OG0003528	sp|O43189|PHF1_HUMAN	tr|L5KYZ5|L5KYZ5_PTEAL
OG0003529	sp|O76096|CYTF_HUMAN	tr|L5K167|L5K167_PTEAL
OG0003530	sp|O95644|NFAC1_HUMAN	tr|L5KII6|L5KII6_PTEAL
OG0003531	sp|P01730|CD4_HUMAN	tr|L5KFG2|L5KFG2_PTEAL
OG0003532	sp|P04198|MYCN_HUMAN	tr|L5KSS7|L5KSS7_PTEAL
OG0003533	sp|P0C7M8|CLC2L_HUMAN	tr|L5KQW1|L5KQW1_PTEAL
OG0003534	sp|P13073|COX41_HUMAN	tr|L5JNZ5|L5JNZ5_PTEAL
OG0003536	sp|P26010|ITB7_HUMAN	tr|L5L7H5|L5L7H5_PTEAL
OG0003537	sp|P48509|CD151_HUMAN	tr|L5KPE4|L5KPE4_PTEAL
OG0003538	sp|P51149|RAB7A_HUMAN	tr|L5KWL6|L5KWL6_PTEAL
OG0003539	sp|Q13077|TRAF1_HUMAN	tr|L5K918|L5K918_PTEAL
OG0003540	sp|Q14865|ARI5B_HUMAN	tr|L5KE46|L5KE46_PTEAL
OG0003541	sp|Q3SXY8|AR13B_HUMAN	tr|L5JPA6|L5JPA6_PTEAL
OG0003543	sp|Q5T9L3|WLS_HUMAN	tr|L5K4G9|L5K4G9_PTEAL
OG0003544	sp|Q6PL45|BRID5_HUMAN	tr|L5KJS1|L5KJS1_PTEAL
