Orthogroup	Homo_sapiens	Cercocebus_atys
OG0007073	sp|Q8IX19|MCEM1_HUMAN	tr|A0A2K5NWY7|A0A2K5NWY7_CERAT
OG0007074	sp|Q8NFQ8|TOIP2_HUMAN	tr|A0A2K5P089|A0A2K5P089_CERAT
OG0007075	sp|Q9H2P0|ADNP_HUMAN	tr|A0A2K5P2C9|A0A2K5P2C9_CERAT
OG0007076	sp|Q96RQ9|OXLA_HUMAN	tr|A0A2K5P365|A0A2K5P365_CERAT
OG0007077	sp|Q3LXA3|TKFC_HUMAN	tr|A0A2K5P3L9|A0A2K5P3L9_CERAT
OG0007078	sp|Q8N5N4|CC022_HUMAN	tr|A0A2K5P4B7|A0A2K5P4B7_CERAT
OG0007079	sp|Q2TAA5|ALG11_HUMAN	tr|A0A2K5P5B9|A0A2K5P5B9_CERAT
OG0007080	sp|Q96QK8|SIM14_HUMAN	tr|A0A2K5P5G4|A0A2K5P5G4_CERAT
OG0007081	sp|Q9BTW9|TBCD_HUMAN	tr|A0A2K5P698|A0A2K5P698_CERAT
OG0007082	sp|Q64LD2|WDR25_HUMAN	tr|A0A2K5KHI5|A0A2K5KHI5_CERAT
OG0007083	sp|Q9P0T4|ZN581_HUMAN	tr|A0A2K5KHI6|A0A2K5KHI6_CERAT
OG0007084	sp|P57679|EVC_HUMAN	tr|A0A2K5KJ88|A0A2K5KJ88_CERAT
OG0007085	sp|Q8N9W6|BOLL_HUMAN	tr|A0A2K5KJX6|A0A2K5KJX6_CERAT
OG0007086	sp|P00740|FA9_HUMAN	tr|A0A2K5KMW6|A0A2K5KMW6_CERAT
OG0007088	sp|Q9H2M9|RBGPR_HUMAN	tr|A0A2K5KQC5|A0A2K5KQC5_CERAT
OG0007089	sp|Q66K79|CBPZ_HUMAN	tr|A0A2K5KRI2|A0A2K5KRI2_CERAT
OG0007090	sp|Q5VU57|CBPC6_HUMAN	tr|A0A2K5KUA4|A0A2K5KUA4_CERAT
OG0007091	sp|Q9UQ53|MGT4B_HUMAN	tr|A0A2K5L2L2|A0A2K5L2L2_CERAT
OG0007092	sp|Q8ND56|LS14A_HUMAN	tr|A0A2K5L2V2|A0A2K5L2V2_CERAT
OG0007093	sp|A0A0B4J265|TVAZ2_HUMAN	tr|A0A2K5L4G5|A0A2K5L4G5_CERAT
OG0007094	sp|O94929|ABLM3_HUMAN	tr|A0A2K5L738|A0A2K5L738_CERAT
OG0007095	sp|Q76M96|CCD80_HUMAN	tr|A0A2K5L7T8|A0A2K5L7T8_CERAT
OG0007096	sp|Q9UMX6|GUC1B_HUMAN	tr|A0A2K5LA95|A0A2K5LA95_CERAT
OG0007097	sp|Q6PII3|CC174_HUMAN	tr|A0A2K5LCY9|A0A2K5LCY9_CERAT
OG0007098	sp|Q9NUC0|SRTD4_HUMAN	tr|A0A2K5LDV6|A0A2K5LDV6_CERAT
OG0007099	sp|Q9UKD2|MRT4_HUMAN	tr|A0A2K5LI75|A0A2K5LI75_CERAT
OG0007100	sp|Q86X83|COMD2_HUMAN	tr|A0A2K5LIT1|A0A2K5LIT1_CERAT
OG0007101	sp|P10242|MYB_HUMAN	tr|A0A2K5LJM3|A0A2K5LJM3_CERAT
OG0007102	sp|P07686|HEXB_HUMAN	tr|A0A2K5LKX4|A0A2K5LKX4_CERAT
OG0007103	sp|Q9H6R3|ACSS3_HUMAN	tr|A0A2K5LL17|A0A2K5LL17_CERAT
OG0007104	sp|P49642|PRI1_HUMAN	tr|A0A2K5LNL6|A0A2K5LNL6_CERAT
OG0007105	sp|Q9UMZ2|SYNRG_HUMAN	tr|A0A2K5LNR5|A0A2K5LNR5_CERAT
OG0007106	sp|Q16666|IF16_HUMAN	tr|A0A2K5LRT4|A0A2K5LRT4_CERAT
OG0007107	sp|Q8TE76|MORC4_HUMAN	tr|A0A2K5LV56|A0A2K5LV56_CERAT
OG0007108	sp|O95935|TBX18_HUMAN	tr|A0A2K5LXF7|A0A2K5LXF7_CERAT
OG0007109	sp|Q9NUG4|CCM2L_HUMAN	tr|A0A2K5M0L2|A0A2K5M0L2_CERAT
OG0007110	sp|Q2TAC6|KIF19_HUMAN	tr|A0A2K5M0W1|A0A2K5M0W1_CERAT
OG0007111	sp|P01854|IGHE_HUMAN	tr|A0A2K5M2U7|A0A2K5M2U7_CERAT
OG0007112	sp|Q86YB7|ECHD2_HUMAN	tr|A0A2K5M494|A0A2K5M494_CERAT
OG0007113	sp|P32320|CDD_HUMAN	tr|A0A2K5M5E6|A0A2K5M5E6_CERAT
OG0007114	sp|Q9Y639|NPTN_HUMAN	tr|A0A2K5M7M8|A0A2K5M7M8_CERAT
OG0007115	sp|Q13342|SP140_HUMAN	tr|A0A2K5M9S4|A0A2K5M9S4_CERAT
OG0007116	sp|Q9H6Q3|SLAP2_HUMAN	tr|A0A2K5MB19|A0A2K5MB19_CERAT
OG0007117	sp|P22692|IBP4_HUMAN	tr|A0A2K5MCV1|A0A2K5MCV1_CERAT
OG0007118	sp|Q6IC83|CV042_HUMAN	tr|A0A2K5MGE0|A0A2K5MGE0_CERAT
OG0007119	sp|Q8IUR5|TMTC1_HUMAN	tr|A0A2K5MJS5|A0A2K5MJS5_CERAT
OG0007120	sp|Q96SK3|ZN607_HUMAN	tr|A0A2K5MNG8|A0A2K5MNG8_CERAT
OG0007121	sp|Q12918|KLRB1_HUMAN	tr|A0A2K5MNS2|A0A2K5MNS2_CERAT
OG0007122	sp|A0A075B6K6|LV403_HUMAN	tr|A0A2K5MQB2|A0A2K5MQB2_CERAT
OG0007123	sp|P06730|IF4E_HUMAN	tr|A0A2K5MR66|A0A2K5MR66_CERAT
OG0007124	sp|Q8NE09|RGS22_HUMAN	tr|A0A2K5MTZ1|A0A2K5MTZ1_CERAT
OG0007125	sp|Q96H20|SNF8_HUMAN	tr|A0A2K5MYQ7|A0A2K5MYQ7_CERAT
OG0007126	sp|Q8WTR8|NET5_HUMAN	tr|A0A2K5MZN6|A0A2K5MZN6_CERAT
OG0007127	sp|Q9BSA4|TTYH2_HUMAN	tr|A0A2K5N010|A0A2K5N010_CERAT
OG0007128	sp|Q8WZ69|CK040_HUMAN	tr|A0A2K5N1R8|A0A2K5N1R8_CERAT
OG0007129	sp|Q9NU02|ANKE1_HUMAN	tr|A0A2K5N5V1|A0A2K5N5V1_CERAT
OG0007130	sp|Q7Z2W4|ZCCHV_HUMAN	tr|A0A2K5NBW3|A0A2K5NBW3_CERAT
OG0007131	sp|Q8NCT3|MACA2_HUMAN	tr|A0A2K5NEE0|A0A2K5NEE0_CERAT
OG0007132	sp|A6NMU1|O52A4_HUMAN	tr|A0A2K5NFJ0|A0A2K5NFJ0_CERAT
OG0007133	sp|O00244|ATOX1_HUMAN	tr|A0A2K5NJI1|A0A2K5NJI1_CERAT
OG0007134	sp|Q5VX71|SUSD4_HUMAN	tr|A0A2K5NUY4|A0A2K5NUY4_CERAT
OG0007135	sp|Q6UWP7|LCLT1_HUMAN	tr|A0A2K5NYQ5|A0A2K5NYQ5_CERAT
OG0007136	sp|Q9NY27|PP4R2_HUMAN	tr|A0A2K5NZB8|A0A2K5NZB8_CERAT
OG0007137	sp|Q969V6|MRTFA_HUMAN	tr|A0A2K5P1I2|A0A2K5P1I2_CERAT
OG0007138	sp|Q9BY49|PECR_HUMAN	tr|A0A2K5P2N3|A0A2K5P2N3_CERAT
OG0007139	sp|Q8WYP5|ELYS_HUMAN	tr|A0A2K5P4L0|A0A2K5P4L0_CERAT
OG0007140	sp|Q8N1Q8|THEM5_HUMAN	tr|A0A2K5P545|A0A2K5P545_CERAT
OG0007141	sp|Q9NUI1|DECR2_HUMAN	tr|A0A2K5P5A9|A0A2K5P5A9_CERAT
OG0007142	sp|H3BQB6|STMD1_HUMAN	tr|A0A2K5P8N1|A0A2K5P8N1_CERAT
OG0007143	sp|P25116|PAR1_HUMAN	tr|A0A2K5KJS9|A0A2K5KJS9_CERAT
OG0007144	sp|O43934|MFS11_HUMAN	tr|A0A2K5KK76|A0A2K5KK76_CERAT
OG0007145	sp|Q9P286|PAK5_HUMAN	tr|A0A2K5KLM9|A0A2K5KLM9_CERAT
OG0007146	sp|O60519|CRBL2_HUMAN	tr|A0A2K5KQM2|A0A2K5KQM2_CERAT
OG0007147	sp|Q96GW7|PGCB_HUMAN	tr|A0A2K5KQW7|A0A2K5KQW7_CERAT
OG0007148	sp|Q8WYA1|BMAL2_HUMAN	tr|A0A2K5KRC3|A0A2K5KRC3_CERAT
OG0007149	sp|P01880|IGHD_HUMAN	tr|A0A2K5KWH0|A0A2K5KWH0_CERAT
OG0007150	sp|P46977|STT3A_HUMAN	tr|A0A2K5KZU7|A0A2K5KZU7_CERAT
OG0007151	sp|Q96QF0|RAB3I_HUMAN	tr|A0A2K5L645|A0A2K5L645_CERAT
OG0007152	sp|Q15004|PAF15_HUMAN	tr|A0A2K5L6L4|A0A2K5L6L4_CERAT
OG0007153	sp|Q96MR6|CFA57_HUMAN	tr|A0A2K5L832|A0A2K5L832_CERAT
OG0007154	sp|Q5SW96|ARH_HUMAN	tr|A0A2K5LDB3|A0A2K5LDB3_CERAT
OG0007155	sp|Q9NPF4|OSGEP_HUMAN	tr|A0A2K5LDL9|A0A2K5LDL9_CERAT
OG0007156	sp|P24752|THIL_HUMAN	tr|A0A2K5LDT6|A0A2K5LDT6_CERAT
OG0007157	sp|Q96EB1|ELP4_HUMAN	tr|A0A2K5LJ68|A0A2K5LJ68_CERAT
OG0007158	sp|Q9NYL4|FKB11_HUMAN	tr|A0A2K5LKU2|A0A2K5LKU2_CERAT
OG0007159	sp|Q9NZ32|ARP10_HUMAN	tr|A0A2K5LMW8|A0A2K5LMW8_CERAT
OG0007160	sp|Q9Y305|ACOT9_HUMAN	tr|A0A2K5LR00|A0A2K5LR00_CERAT
OG0007161	sp|Q8TCN5|ZN507_HUMAN	tr|A0A2K5LTI2|A0A2K5LTI2_CERAT
OG0007162	sp|Q9UBG7|RBPJL_HUMAN	tr|A0A2K5LTJ8|A0A2K5LTJ8_CERAT
OG0007163	sp|P98161|PKD1_HUMAN	tr|A0A2K5LYC7|A0A2K5LYC7_CERAT
OG0007164	sp|Q9H5Z1|DHX35_HUMAN	tr|A0A2K5LZA2|A0A2K5LZA2_CERAT
OG0007165	sp|A3KMH1|VWA8_HUMAN	tr|A0A2K5M106|A0A2K5M106_CERAT
OG0007166	sp|P11086|PNMT_HUMAN	tr|A0A2K5M7G6|A0A2K5M7G6_CERAT
OG0007167	sp|Q70SY1|CR3L2_HUMAN	tr|A0A2K5M8M0|A0A2K5M8M0_CERAT
OG0007168	sp|Q9NQ92|COPRS_HUMAN	tr|A0A2K5M8Q2|A0A2K5M8Q2_CERAT
OG0007169	sp|Q16635|TAZ_HUMAN	tr|A0A2K5MBH9|A0A2K5MBH9_CERAT
OG0007170	sp|Q8N441|FGRL1_HUMAN	tr|A0A2K5MJ78|A0A2K5MJ78_CERAT
OG0007171	sp|Q6P1X5|TAF2_HUMAN	tr|A0A2K5MLS5|A0A2K5MLS5_CERAT
OG0007172	sp|Q9H2C2|ARV1_HUMAN	tr|A0A2K5MM20|A0A2K5MM20_CERAT
OG0007173	sp|Q8IXZ3|SP8_HUMAN	tr|A0A2K5MN41|A0A2K5MN41_CERAT
OG0007174	sp|Q6P087|RUSD3_HUMAN	tr|A0A2K5MPF8|A0A2K5MPF8_CERAT
OG0007175	sp|A6NC51|T150B_HUMAN	tr|A0A2K5MRN7|A0A2K5MRN7_CERAT
OG0007176	sp|P05089|ARGI1_HUMAN	tr|A0A2K5MRT9|A0A2K5MRT9_CERAT
OG0007177	sp|Q9H9Y6|RPA2_HUMAN	tr|A0A2K5MSE1|A0A2K5MSE1_CERAT
OG0007178	sp|Q8IV36|HID1_HUMAN	tr|A0A2K5MSR2|A0A2K5MSR2_CERAT
OG0007179	sp|Q96GZ6|S41A3_HUMAN	tr|A0A2K5MSW6|A0A2K5MSW6_CERAT
OG0007180	sp|Q9UPX6|MNAR1_HUMAN	tr|A0A2K5MVE4|A0A2K5MVE4_CERAT
OG0007181	sp|Q6UUV9|CRTC1_HUMAN	tr|A0A2K5MVZ5|A0A2K5MVZ5_CERAT
OG0007182	sp|Q12766|HMGX3_HUMAN	tr|A0A2K5MWJ8|A0A2K5MWJ8_CERAT
OG0007183	sp|Q15223|NECT1_HUMAN	tr|A0A2K5MYM2|A0A2K5MYM2_CERAT
OG0007184	sp|O15539|RGS5_HUMAN	tr|A0A2K5N1B9|A0A2K5N1B9_CERAT
OG0007185	sp|P49721|PSB2_HUMAN	tr|A0A2K5N213|A0A2K5N213_CERAT
OG0007186	sp|Q9NU23|LYRM2_HUMAN	tr|A0A2K5N2Q9|A0A2K5N2Q9_CERAT
OG0007187	sp|Q9C0A6|SETD5_HUMAN	tr|A0A2K5N2Y1|A0A2K5N2Y1_CERAT
OG0007188	sp|O75069|TMCC2_HUMAN	tr|A0A2K5N4R9|A0A2K5N4R9_CERAT
OG0007189	sp|Q9UF12|HYPDH_HUMAN	tr|A0A2K5N595|A0A2K5N595_CERAT
OG0007190	sp|Q6U949|IG2AS_HUMAN	tr|A0A2K5N809|A0A2K5N809_CERAT
OG0007191	sp|Q92783|STAM1_HUMAN	tr|A0A2K5N877|A0A2K5N877_CERAT
OG0007192	sp|P46109|CRKL_HUMAN	tr|A0A2K5N8R6|A0A2K5N8R6_CERAT
OG0007193	sp|Q9Y3D3|RT16_HUMAN	tr|A0A2K5NCT9|A0A2K5NCT9_CERAT
OG0007194	sp|P13010|XRCC5_HUMAN	tr|A0A2K5NFX4|A0A2K5NFX4_CERAT
OG0007195	sp|Q7Z2W9|RM21_HUMAN	tr|A0A2K5NH57|A0A2K5NH57_CERAT
OG0007196	sp|Q06413|MEF2C_HUMAN	tr|A0A2K5NHU5|A0A2K5NHU5_CERAT
OG0007197	sp|Q13595|TRA2A_HUMAN	tr|A0A2K5NHU8|A0A2K5NHU8_CERAT
OG0007198	sp|P51946|CCNH_HUMAN	tr|A0A2K5NJS2|A0A2K5NJS2_CERAT
OG0007199	sp|Q9H4M7|PKHA4_HUMAN	tr|A0A2K5NP48|A0A2K5NP48_CERAT
OG0007200	sp|Q96M83|CCDC7_HUMAN	tr|A0A2K5NPM6|A0A2K5NPM6_CERAT
OG0007201	sp|Q9Y483|MTF2_HUMAN	tr|A0A2K5NRA7|A0A2K5NRA7_CERAT
OG0007202	sp|O14683|P5I11_HUMAN	tr|A0A2K5NRZ8|A0A2K5NRZ8_CERAT
OG0007203	sp|Q8WXK3|ASB13_HUMAN	tr|A0A2K5NVQ6|A0A2K5NVQ6_CERAT
OG0007204	sp|P51686|CCR9_HUMAN	tr|A0A2K5NXR5|A0A2K5NXR5_CERAT
OG0007205	sp|P04181|OAT_HUMAN	tr|A0A2K5NZR8|A0A2K5NZR8_CERAT
OG0007206	sp|O14929|HAT1_HUMAN	tr|A0A2K5P0H4|A0A2K5P0H4_CERAT
OG0007207	sp|Q86UU1|PHLB1_HUMAN	tr|A0A2K5P2J7|A0A2K5P2J7_CERAT
OG0007208	sp|P41597|CCR2_HUMAN	tr|A0A2K5P8B7|A0A2K5P8B7_CERAT
OG0007209	sp|Q86SI9|CEI_HUMAN	tr|A0A2K5KJB9|A0A2K5KJB9_CERAT
OG0007210	sp|Q96C57|CSTOS_HUMAN	tr|A0A2K5KLV8|A0A2K5KLV8_CERAT
OG0007211	sp|Q8WWY7|WFD12_HUMAN	tr|A0A2K5KMD0|A0A2K5KMD0_CERAT
OG0007212	sp|P48052|CBPA2_HUMAN	tr|A0A2K5KNW4|A0A2K5KNW4_CERAT
OG0007213	sp|Q9H3R2|MUC13_HUMAN	tr|A0A2K5KP99|A0A2K5KP99_CERAT
OG0007214	sp|Q8N239|KLH34_HUMAN	tr|A0A2K5KTJ2|A0A2K5KTJ2_CERAT
OG0007215	sp|P25786|PSA1_HUMAN	tr|A0A2K5KTS3|A0A2K5KTS3_CERAT
OG0007216	sp|O15060|ZBT39_HUMAN	tr|A0A2K5KUC9|A0A2K5KUC9_CERAT
OG0007217	sp|Q8WUU4|ZN296_HUMAN	tr|A0A2K5KUH4|A0A2K5KUH4_CERAT
OG0007218	sp|Q8N4S7|PAQR4_HUMAN	tr|A0A2K5L9B9|A0A2K5L9B9_CERAT
OG0007219	sp|O95571|ETHE1_HUMAN	tr|A0A2K5LBK4|A0A2K5LBK4_CERAT
OG0007220	sp|P60983|GMFB_HUMAN	tr|A0A2K5LCE1|A0A2K5LCE1_CERAT
OG0007221	sp|P18583|SON_HUMAN	tr|A0A2K5LDZ4|A0A2K5LDZ4_CERAT
OG0007222	sp|Q96M94|KLH15_HUMAN	tr|A0A2K5LG49|A0A2K5LG49_CERAT
OG0007223	sp|O95715|CXL14_HUMAN	tr|A0A2K5LH44|A0A2K5LH44_CERAT
OG0007225	sp|O14653|GOSR2_HUMAN	tr|A0A2K5LHX8|A0A2K5LHX8_CERAT
OG0007226	sp|Q7Z3G6|PRIC2_HUMAN	tr|A0A2K5LJP2|A0A2K5LJP2_CERAT
OG0007227	sp|P10275|ANDR_HUMAN	tr|A0A2K5LJT9|A0A2K5LJT9_CERAT
OG0007228	sp|Q969V5|MUL1_HUMAN	tr|A0A2K5LRU5|A0A2K5LRU5_CERAT
OG0007229	sp|Q8N680|ZBTB2_HUMAN	tr|A0A2K5LST6|A0A2K5LST6_CERAT
OG0007230	sp|Q8NF86|PRS33_HUMAN	tr|A0A2K5LTZ1|A0A2K5LTZ1_CERAT
OG0007231	sp|Q5KU26|COL12_HUMAN	tr|A0A2K5LVR0|A0A2K5LVR0_CERAT
OG0007232	sp|Q9BSH3|NICN1_HUMAN	tr|A0A2K5LXF5|A0A2K5LXF5_CERAT
OG0007233	sp|Q96E35|ZMY19_HUMAN	tr|A0A2K5LXP0|A0A2K5LXP0_CERAT
OG0007234	sp|Q9UNA0|ATS5_HUMAN	tr|A0A2K5M151|A0A2K5M151_CERAT
OG0007235	sp|Q8IW03|SIAH3_HUMAN	tr|A0A2K5M3Z3|A0A2K5M3Z3_CERAT
OG0007236	sp|Q5J8M3|EMC4_HUMAN	tr|A0A2K5M5S5|A0A2K5M5S5_CERAT
OG0007237	sp|O14924|RGS12_HUMAN	tr|A0A2K5M6K6|A0A2K5M6K6_CERAT
OG0007238	sp|Q6ZU65|UBN2_HUMAN	tr|A0A2K5M6U2|A0A2K5M6U2_CERAT
OG0007239	sp|Q9HB96|FANCE_HUMAN	tr|A0A2K5MAC0|A0A2K5MAC0_CERAT
OG0007240	sp|Q5VZB9|DMRTA_HUMAN	tr|A0A2K5MAE6|A0A2K5MAE6_CERAT
OG0007241	sp|O43704|ST1B1_HUMAN	tr|A0A2K5MBC5|A0A2K5MBC5_CERAT
OG0007242	sp|Q8WXU2|DAAF4_HUMAN	tr|A0A2K5MDE2|A0A2K5MDE2_CERAT
OG0007243	sp|Q96Q83|ALKB3_HUMAN	tr|A0A2K5MGB2|A0A2K5MGB2_CERAT
OG0007244	sp|P02808|STAT_HUMAN	tr|A0A2K5MHG5|A0A2K5MHG5_CERAT
OG0007245	sp|Q9Y448|SKAP_HUMAN	tr|A0A2K5MK28|A0A2K5MK28_CERAT
OG0007246	sp|Q9H777|RNZ1_HUMAN	tr|A0A2K5MKX3|A0A2K5MKX3_CERAT
OG0007247	sp|Q9H720|PG2IP_HUMAN	tr|A0A2K5MKY6|A0A2K5MKY6_CERAT
OG0007248	sp|Q6UY27|PATE2_HUMAN	tr|A0A2K5MLZ0|A0A2K5MLZ0_CERAT
OG0007249	sp|P04004|VTNC_HUMAN	tr|A0A2K5MRF5|A0A2K5MRF5_CERAT
OG0007250	sp|Q86YV5|PRAG1_HUMAN	tr|A0A2K5MRP5|A0A2K5MRP5_CERAT
OG0007251	sp|Q92616|GCN1_HUMAN	tr|A0A2K5MV18|A0A2K5MV18_CERAT
OG0007252	sp|P01588|EPO_HUMAN	tr|A0A2K5MX68|A0A2K5MX68_CERAT
OG0007253	sp|Q96L33|RHOV_HUMAN	tr|A0A2K5MYA7|A0A2K5MYA7_CERAT
OG0007254	sp|Q96GM8|TOE1_HUMAN	tr|A0A2K5MZR5|A0A2K5MZR5_CERAT
OG0007255	sp|Q15431|SYCP1_HUMAN	tr|A0A2K5N548|A0A2K5N548_CERAT
OG0007256	sp|Q5VTH9|DNAI4_HUMAN	tr|A0A2K5N6Q6|A0A2K5N6Q6_CERAT
OG0007257	sp|Q8IV32|CCD71_HUMAN	tr|A0A2K5N7E3|A0A2K5N7E3_CERAT
OG0007258	sp|Q9NVZ3|NECP2_HUMAN	tr|A0A2K5NAD3|A0A2K5NAD3_CERAT
OG0007259	sp|P17098|ZNF8_HUMAN	tr|A0A2K5NDZ0|A0A2K5NDZ0_CERAT
OG0007260	sp|Q13228|SBP1_HUMAN	tr|A0A2K5NG00|A0A2K5NG00_CERAT
OG0007261	sp|Q96EU6|RRP36_HUMAN	tr|A0A2K5NM73|A0A2K5NM73_CERAT
OG0007262	sp|Q9Y5W8|SNX13_HUMAN	tr|A0A2K5NML9|A0A2K5NML9_CERAT
OG0007263	sp|Q86WN2|IFNE_HUMAN	tr|A0A2K5NMT3|A0A2K5NMT3_CERAT
OG0007264	sp|Q16880|CGT_HUMAN	tr|A0A2K5NN05|A0A2K5NN05_CERAT
OG0007265	sp|Q8IZC4|RTKN2_HUMAN	tr|A0A2K5NVV1|A0A2K5NVV1_CERAT
OG0007266	sp|Q8N0V4|LGI2_HUMAN	tr|A0A2K5NYV6|A0A2K5NYV6_CERAT
OG0007267	sp|O15111|IKKA_HUMAN	tr|A0A2K5NYY3|A0A2K5NYY3_CERAT
OG0007268	sp|Q16763|UBE2S_HUMAN	tr|A0A2K5P0K9|A0A2K5P0K9_CERAT
OG0007269	sp|Q9UII2|ATIF1_HUMAN	tr|A0A2K5P0W3|A0A2K5P0W3_CERAT
OG0007270	sp|O14772|FPGT_HUMAN	tr|A0A2K5P4R8|A0A2K5P4R8_CERAT
OG0007271	sp|O95777|LSM8_HUMAN	tr|A0A2K5P8C2|A0A2K5P8C2_CERAT
OG0007272	sp|O43752|STX6_HUMAN	tr|A0A2K5P8E1|A0A2K5P8E1_CERAT
OG0007273	sp|O76062|ERG24_HUMAN	tr|A0A2K5KHK1|A0A2K5KHK1_CERAT
OG0007274	sp|Q9H8W5|TRI45_HUMAN	tr|A0A2K5KHR7|A0A2K5KHR7_CERAT
OG0007275	sp|Q96NB3|ZN830_HUMAN	tr|A0A2K5KIG8|A0A2K5KIG8_CERAT
OG0007276	sp|O76003|GLRX3_HUMAN	tr|A0A2K5KIR4|A0A2K5KIR4_CERAT
OG0007277	sp|P48029|SC6A8_HUMAN	tr|A0A2K5KJE1|A0A2K5KJE1_CERAT
OG0007278	sp|P09630|HXC6_HUMAN	tr|A0A2K5KJS2|A0A2K5KJS2_CERAT
OG0007279	sp|Q9P2R6|RERE_HUMAN	tr|A0A2K5KJU2|A0A2K5KJU2_CERAT
OG0007280	sp|Q9Y2P5|S27A5_HUMAN	tr|A0A2K5KPW2|A0A2K5KPW2_CERAT
OG0007281	sp|P59046|NAL12_HUMAN	tr|A0A2K5KU50|A0A2K5KU50_CERAT
OG0007282	sp|Q9BQ31|KCNS3_HUMAN	tr|A0A2K5KZC2|A0A2K5KZC2_CERAT
OG0007283	sp|P30872|SSR1_HUMAN	tr|A0A2K5L2Y3|A0A2K5L2Y3_CERAT
OG0007285	sp|Q16563|SYPL1_HUMAN	tr|A0A2K5L515|A0A2K5L515_CERAT
OG0007286	sp|Q10471|GALT2_HUMAN	tr|A0A2K5L5J7|A0A2K5L5J7_CERAT
OG0007287	sp|O75052|CAPON_HUMAN	tr|A0A2K5L6T8|A0A2K5L6T8_CERAT
OG0007288	sp|A2A3K4|PTPC1_HUMAN	tr|A0A2K5L744|A0A2K5L744_CERAT
OG0007289	sp|Q08211|DHX9_HUMAN	tr|A0A2K5L8V6|A0A2K5L8V6_CERAT
OG0007290	sp|Q53RD9|FBLN7_HUMAN	tr|A0A2K5L9B3|A0A2K5L9B3_CERAT
OG0007291	sp|P57075|UBS3A_HUMAN	tr|A0A2K5L9X1|A0A2K5L9X1_CERAT
OG0007292	sp|Q8IUX1|T126B_HUMAN	tr|A0A2K5LBX8|A0A2K5LBX8_CERAT
OG0007293	sp|Q9UPR3|SMG5_HUMAN	tr|A0A2K5LIW6|A0A2K5LIW6_CERAT
OG0007294	sp|O95847|UCP4_HUMAN	tr|A0A2K5LJJ2|A0A2K5LJJ2_CERAT
OG0007295	sp|Q14145|KEAP1_HUMAN	tr|A0A2K5LJJ6|A0A2K5LJJ6_CERAT
OG0007296	sp|Q86XR2|NIBA3_HUMAN	tr|A0A2K5LKA3|A0A2K5LKA3_CERAT
OG0007297	sp|A0A0U1RR37|CA232_HUMAN	tr|A0A2K5LPE1|A0A2K5LPE1_CERAT
OG0007298	sp|Q52WX2|SBK1_HUMAN	tr|A0A2K5LSZ2|A0A2K5LSZ2_CERAT
OG0007299	sp|Q9BVT8|TMUB1_HUMAN	tr|A0A2K5LT17|A0A2K5LT17_CERAT
OG0007300	sp|Q9NYJ8|TAB2_HUMAN	tr|A0A2K5LU20|A0A2K5LU20_CERAT
OG0007301	sp|Q9Y3Q8|T22D4_HUMAN	tr|A0A2K5LUZ7|A0A2K5LUZ7_CERAT
OG0007302	sp|P11836|CD20_HUMAN	tr|A0A2K5LY01|A0A2K5LY01_CERAT
OG0007303	sp|Q8N283|ANR35_HUMAN	tr|A0A2K5LZW8|A0A2K5LZW8_CERAT
OG0007304	sp|Q9BTM9|URM1_HUMAN	tr|A0A2K5LZX1|A0A2K5LZX1_CERAT
OG0007305	sp|P01042|KNG1_HUMAN	tr|A0A2K5LZY2|A0A2K5LZY2_CERAT
OG0007306	sp|Q14849|STAR3_HUMAN	tr|A0A2K5M495|A0A2K5M495_CERAT
OG0007307	sp|Q9NRD5|PICK1_HUMAN	tr|A0A2K5M4N0|A0A2K5M4N0_CERAT
OG0007308	sp|O60281|ZN292_HUMAN	tr|A0A2K5M6J8|A0A2K5M6J8_CERAT
OG0007309	sp|A2VDF0|FUCM_HUMAN	tr|A0A2K5M949|A0A2K5M949_CERAT
OG0007310	sp|Q96F45|ZN503_HUMAN	tr|A0A2K5MD30|A0A2K5MD30_CERAT
OG0007311	sp|Q86UD5|SL9B2_HUMAN	tr|A0A2K5MF65|A0A2K5MF65_CERAT
OG0007312	sp|Q92911|SC5A5_HUMAN	tr|A0A2K5MHD7|A0A2K5MHD7_CERAT
OG0007313	sp|P20618|PSB1_HUMAN	tr|A0A2K5MJU5|A0A2K5MJU5_CERAT
OG0007315	sp|Q8WWC4|MAIP1_HUMAN	tr|A0A2K5MNV8|A0A2K5MNV8_CERAT
OG0007316	sp|Q8NGX6|O10R2_HUMAN	tr|A0A2K5MS15|A0A2K5MS15_CERAT
OG0007317	sp|Q6ZW13|CP086_HUMAN	tr|A0A2K5MS22|A0A2K5MS22_CERAT
OG0007318	sp|Q6UWR7|ENPP6_HUMAN	tr|A0A2K5MVX2|A0A2K5MVX2_CERAT
OG0007319	sp|Q9NYB0|TE2IP_HUMAN	tr|A0A2K5MXC7|A0A2K5MXC7_CERAT
OG0007320	sp|Q8NHV1|GIMA7_HUMAN	tr|A0A2K5MXG6|A0A2K5MXG6_CERAT
OG0007321	sp|A0A1B0GV85|RELD1_HUMAN	tr|A0A2K5MYM1|A0A2K5MYM1_CERAT
OG0007322	sp|Q9P086|MED11_HUMAN	tr|A0A2K5N0K2|A0A2K5N0K2_CERAT
OG0007323	sp|Q9H832|UBE2Z_HUMAN	tr|A0A2K5N1R4|A0A2K5N1R4_CERAT
OG0007324	sp|Q8WVF1|OSCP1_HUMAN	tr|A0A2K5N2M1|A0A2K5N2M1_CERAT
