Orthogroup	Homo_sapiens	Sarcophilus_harrisii
OG0005484	sp|P81534|D103A_HUMAN	tr|A0A7N4NZR7|A0A7N4NZR7_SARHA
OG0005485	sp|Q01804|OTUD4_HUMAN	tr|G3W5P9|G3W5P9_SARHA
OG0005486	sp|Q13111|CAF1A_HUMAN	tr|G3VAZ2|G3VAZ2_SARHA
OG0005487	sp|Q13459|MYO9B_HUMAN	tr|G3W6I0|G3W6I0_SARHA
OG0005488	sp|Q16549|PCSK7_HUMAN	tr|G3WBI3|G3WBI3_SARHA
OG0005489	sp|Q16816|PHKG1_HUMAN	tr|A0A7N4PKG8|A0A7N4PKG8_SARHA
OG0005490	sp|Q16831|UPP1_HUMAN	tr|A0A7N4NP16|A0A7N4NP16_SARHA
OG0005491	sp|Q3C1V8|BSH_HUMAN	tr|A0A7N4NKV5|A0A7N4NKV5_SARHA
OG0005492	sp|Q49A26|GLYR1_HUMAN	tr|A0A7N4P859|A0A7N4P859_SARHA
OG0005493	sp|Q5JRA6|TGO1_HUMAN	tr|G3W2H1|G3W2H1_SARHA
OG0005494	sp|Q68CP9|ARID2_HUMAN	tr|A0A7N4NLR4|A0A7N4NLR4_SARHA
OG0005495	sp|Q6NXP6|NXRD1_HUMAN	tr|A0A7N4NWJ5|A0A7N4NWJ5_SARHA
OG0005496	sp|Q6P995|F171B_HUMAN	tr|G3WAQ5|G3WAQ5_SARHA
OG0005497	sp|Q6PJG2|MDEAS_HUMAN	tr|A0A7N4PZV7|A0A7N4PZV7_SARHA
OG0005498	sp|Q6TFL4|KLH24_HUMAN	tr|A0A7N4PSP6|A0A7N4PSP6_SARHA
OG0005499	sp|Q6UX72|B3GN9_HUMAN	tr|A0A7N4NP14|A0A7N4NP14_SARHA
OG0005500	sp|Q6ZMG9|CERS6_HUMAN	tr|A0A7N4V0Y2|A0A7N4V0Y2_SARHA
OG0005501	sp|Q6ZWL3|CP4V2_HUMAN	tr|G3VV00|G3VV00_SARHA
OG0005502	sp|Q7Z6E9|RBBP6_HUMAN	tr|A0A7N4V076|A0A7N4V076_SARHA
OG0005503	sp|Q86W47|KCMB4_HUMAN	tr|A0A7N4PPL5|A0A7N4PPL5_SARHA
OG0005504	sp|Q8IVW6|ARI3B_HUMAN	tr|A0A7N4NNN5|A0A7N4NNN5_SARHA
OG0005505	sp|Q8IYL2|TRM44_HUMAN	tr|A0A7N4PL64|A0A7N4PL64_SARHA
OG0005506	sp|Q8IYR0|CF206_HUMAN	tr|A0A7N4Q0V8|A0A7N4Q0V8_SARHA
OG0005507	sp|Q8N3X1|FNBP4_HUMAN	tr|A0A7N4NRX4|A0A7N4NRX4_SARHA
OG0005508	sp|Q8N967|LRTM2_HUMAN	tr|A0A7N4PU60|A0A7N4PU60_SARHA
OG0005509	sp|Q8NAV1|PR38A_HUMAN	tr|A0A7N4PRN1|A0A7N4PRN1_SARHA
OG0005510	sp|Q8TB22|SPT20_HUMAN	tr|G3VSI1|G3VSI1_SARHA
OG0005511	sp|Q8WU10|PYRD1_HUMAN	tr|G3WTG1|G3WTG1_SARHA
OG0005512	sp|Q8WV35|LRC29_HUMAN	tr|G3WD61|G3WD61_SARHA
OG0005513	sp|Q8WWR8|NEUR4_HUMAN	tr|G3WT17|G3WT17_SARHA
OG0005514	sp|Q8WXF3|REL3_HUMAN	tr|A0A7N4V736|A0A7N4V736_SARHA
OG0005515	sp|Q8WZ73|RFFL_HUMAN	tr|G3VU82|G3VU82_SARHA
OG0005516	sp|Q969R8|ITFG2_HUMAN	tr|A0A7N4PCH8|A0A7N4PCH8_SARHA
OG0005517	sp|Q96CQ1|S2536_HUMAN	tr|G3X0W2|G3X0W2_SARHA
OG0005518	sp|Q9BQI7|PSD2_HUMAN	tr|G3WK86|G3WK86_SARHA
OG0005519	sp|Q9BRS8|LARP6_HUMAN	tr|G3X2E0|G3X2E0_SARHA
OG0005520	sp|Q9BTD8|RBM42_HUMAN	tr|A0A7N4PV20|A0A7N4PV20_SARHA
OG0005521	sp|Q9BV23|ABHD6_HUMAN	tr|G3VYQ6|G3VYQ6_SARHA
OG0005522	sp|Q9BYC5|FUT8_HUMAN	tr|A0A7N4PTB2|A0A7N4PTB2_SARHA
OG0005523	sp|Q9H0A6|RNF32_HUMAN	tr|G3WZ91|G3WZ91_SARHA
OG0005524	sp|Q9NP74|PALMD_HUMAN	tr|A0A7N4PDU3|A0A7N4PDU3_SARHA
OG0005525	sp|Q9NTN9|SEM4G_HUMAN	tr|A0A7N4PZ73|A0A7N4PZ73_SARHA
OG0005526	sp|Q9UKJ5|CHIC2_HUMAN	tr|G3WM52|G3WM52_SARHA
OG0005527	sp|Q9UNX4|WDR3_HUMAN	tr|G3VRX1|G3VRX1_SARHA
OG0005528	sp|Q9Y295|DRG1_HUMAN	tr|A0A7N4P4H6|A0A7N4P4H6_SARHA
OG0005529	sp|O15381|NVL_HUMAN	tr|G3VSN9|G3VSN9_SARHA
OG0005530	sp|O75689|ADAP1_HUMAN	tr|A0A7N4NS18|A0A7N4NS18_SARHA
OG0005531	sp|O76083|PDE9A_HUMAN	tr|A0A7N4NW01|A0A7N4NW01_SARHA
OG0005532	sp|O95059|RPP14_HUMAN	tr|A0A7N4NYZ3|A0A7N4NYZ3_SARHA
OG0005533	sp|P09012|SNRPA_HUMAN	tr|G3VM00|G3VM00_SARHA
OG0005534	sp|P09471|GNAO_HUMAN	tr|A0A7N4PX04|A0A7N4PX04_SARHA
OG0005535	sp|P0C7W0|PRR29_HUMAN	tr|G3WM11|G3WM11_SARHA
OG0005536	sp|P0CJ78|ZN865_HUMAN	tr|A0A7N4PHP0|A0A7N4PHP0_SARHA
OG0005537	sp|P10275|ANDR_HUMAN	tr|A0A7N4P062|A0A7N4P062_SARHA
OG0005538	sp|P13349|MYF5_HUMAN	tr|G3WJV7|G3WJV7_SARHA
OG0005539	sp|P19419|ELK1_HUMAN	tr|A0A7N4PEY3|A0A7N4PEY3_SARHA
OG0005540	sp|P23327|SRCH_HUMAN	tr|A0A7N4PQU9|A0A7N4PQU9_SARHA
OG0005541	sp|P28065|PSB9_HUMAN	tr|A0A7N4PWV8|A0A7N4PWV8_SARHA
OG0005542	sp|P29353|SHC1_HUMAN	tr|G3VPR5|G3VPR5_SARHA
OG0005543	sp|P42702|LIFR_HUMAN	tr|G3WMN4|G3WMN4_SARHA
OG0005545	sp|P51665|PSMD7_HUMAN	tr|G3VCB1|G3VCB1_SARHA
OG0005546	sp|P51787|KCNQ1_HUMAN	tr|G3VFJ2|G3VFJ2_SARHA
OG0005547	sp|P53804|TTC3_HUMAN	tr|G3WKZ5|G3WKZ5_SARHA
OG0005548	sp|P55042|RAD_HUMAN	tr|A0A7N4P9Q1|A0A7N4P9Q1_SARHA
OG0005549	sp|P56557|TM50B_HUMAN	tr|A0A7N4PGB2|A0A7N4PGB2_SARHA
OG0005550	sp|P69905|HBA_HUMAN	tr|G3WER9|G3WER9_SARHA
OG0005551	sp|P78346|RPP30_HUMAN	tr|G3VZJ7|G3VZJ7_SARHA
OG0005552	sp|P82673|RT35_HUMAN	tr|A0A7N4PHH4|A0A7N4PHH4_SARHA
OG0005553	sp|Q08AM6|VAC14_HUMAN	tr|G3VUI0|G3VUI0_SARHA
OG0005554	sp|Q15149|PLEC_HUMAN	tr|A0A7N4P9B3|A0A7N4P9B3_SARHA
OG0005555	sp|Q15389|ANGP1_HUMAN	tr|A0A7N4NP61|A0A7N4NP61_SARHA
OG0005556	sp|Q16134|ETFD_HUMAN	tr|G3WJD4|G3WJD4_SARHA
OG0005557	sp|Q5J8M3|EMC4_HUMAN	tr|G3VT98|G3VT98_SARHA
OG0005558	sp|Q5TGP6|MROH9_HUMAN	tr|A0A7N4NRK4|A0A7N4NRK4_SARHA
OG0005559	sp|Q5TH69|BIG3_HUMAN	tr|A0A7N4UYR9|A0A7N4UYR9_SARHA
OG0005560	sp|Q6NUN9|ZN746_HUMAN	tr|G3VJK5|G3VJK5_SARHA
OG0005561	sp|Q6P0A1|F180B_HUMAN	tr|A0A7N4NKC9|A0A7N4NKC9_SARHA
OG0005562	sp|Q6P158|DHX57_HUMAN	tr|G3WSK7|G3WSK7_SARHA
OG0005563	sp|Q6PI78|TMM65_HUMAN	tr|A0A7N4Q0S5|A0A7N4Q0S5_SARHA
OG0005564	sp|Q6ZPD9|D19L3_HUMAN	tr|G3W552|G3W552_SARHA
OG0005565	sp|Q7RTV5|PXL2C_HUMAN	tr|G3WA61|G3WA61_SARHA
OG0005566	sp|Q7Z3Z2|RD3_HUMAN	tr|A0A7N4PFK9|A0A7N4PFK9_SARHA
OG0005567	sp|Q8NBM8|PCYXL_HUMAN	tr|A0A7N4NTU2|A0A7N4NTU2_SARHA
OG0005568	sp|Q8NCE2|MTMRE_HUMAN	tr|G3WQW7|G3WQW7_SARHA
OG0005569	sp|Q8TC41|RN217_HUMAN	tr|A0A7N4PGY5|A0A7N4PGY5_SARHA
OG0005570	sp|Q8TDN6|BRX1_HUMAN	tr|G3WB09|G3WB09_SARHA
OG0005571	sp|Q8WUJ0|STYX_HUMAN	tr|A0A7N4PUW8|A0A7N4PUW8_SARHA
OG0005572	sp|Q8WUY8|NAT14_HUMAN	tr|A0A7N4P6C3|A0A7N4P6C3_SARHA
OG0005573	sp|Q8WVT3|TPC12_HUMAN	tr|A0A7N4NFK4|A0A7N4NFK4_SARHA
OG0005574	sp|Q8WXI9|P66B_HUMAN	tr|G3WBX7|G3WBX7_SARHA
OG0005575	sp|Q92832|NELL1_HUMAN	tr|A0A7N4V3U5|A0A7N4V3U5_SARHA
OG0005576	sp|Q96BT7|ALKB8_HUMAN	tr|A0A7N4PBX3|A0A7N4PBX3_SARHA
OG0005577	sp|Q96HR8|NAF1_HUMAN	tr|A0A7N4PDQ1|A0A7N4PDQ1_SARHA
OG0005578	sp|Q9BRP8|PYM1_HUMAN	tr|A0A7N4PWJ8|A0A7N4PWJ8_SARHA
OG0005579	sp|Q9HB21|PKHA1_HUMAN	tr|A0A7N4PLZ7|A0A7N4PLZ7_SARHA
OG0005580	sp|Q9NQ55|SSF1_HUMAN	tr|G3W5T9|G3W5T9_SARHA
OG0005581	sp|Q9NTX5|ECHD1_HUMAN	tr|A0A7N4V2J7|A0A7N4V2J7_SARHA
OG0005582	sp|Q9NVR7|TBCC1_HUMAN	tr|G3W8E6|G3W8E6_SARHA
OG0005583	sp|Q9NXW9|ALKB4_HUMAN	tr|A0A7N4V6C1|A0A7N4V6C1_SARHA
OG0005584	sp|Q9NYN1|RASLC_HUMAN	tr|A0A7N4PP67|A0A7N4PP67_SARHA
OG0005585	sp|Q9NZD8|SPG21_HUMAN	tr|G3W862|G3W862_SARHA
OG0005586	sp|Q9UDY2|ZO2_HUMAN	tr|A0A7N4PQX8|A0A7N4PQX8_SARHA
OG0005587	sp|Q9UP79|ATS8_HUMAN	tr|A0A7N4Q113|A0A7N4Q113_SARHA
OG0005588	sp|Q9Y2G0|EFR3B_HUMAN	tr|G3VHZ9|G3VHZ9_SARHA
OG0005589	sp|Q9Y2N7|HIF3A_HUMAN	tr|G3VNE6|G3VNE6_SARHA
OG0005590	sp|Q9Y2X0|MED16_HUMAN	tr|G3WLN9|G3WLN9_SARHA
OG0005591	sp|Q9Y547|IFT25_HUMAN	tr|G3VZU3|G3VZU3_SARHA
OG0005592	sp|O00180|KCNK1_HUMAN	tr|G3WDN7|G3WDN7_SARHA
OG0005593	sp|O15126|SCAM1_HUMAN	tr|G3WX16|G3WX16_SARHA
OG0005594	sp|O75386|TULP3_HUMAN	tr|A0A7N4V807|A0A7N4V807_SARHA
OG0005595	sp|O75529|TAF5L_HUMAN	tr|A0A7N4V274|A0A7N4V274_SARHA
OG0005596	sp|O95388|CCN4_HUMAN	tr|G3WQU8|G3WQU8_SARHA
OG0005597	sp|O95727|CRTAM_HUMAN	tr|G3VWD7|G3VWD7_SARHA
OG0005598	sp|P02730|B3AT_HUMAN	tr|G3WSG4|G3WSG4_SARHA
OG0005599	sp|P04792|HSPB1_HUMAN	tr|A0A7N4NXF4|A0A7N4NXF4_SARHA
OG0005600	sp|P05089|ARGI1_HUMAN	tr|G3W0D5|G3W0D5_SARHA
OG0005601	sp|P0C6C1|AN34C_HUMAN	tr|A0A7N4PA72|A0A7N4PA72_SARHA
OG0005602	sp|P16930|FAAA_HUMAN	tr|G3WQ22|G3WQ22_SARHA
OG0005603	sp|P27658|CO8A1_HUMAN	tr|G3WF63|G3WF63_SARHA
OG0005604	sp|P27987|IP3KB_HUMAN	tr|A0A7N4P3K9|A0A7N4P3K9_SARHA
OG0005605	sp|P31270|HXA11_HUMAN	tr|G3WVX2|G3WVX2_SARHA
OG0005606	sp|P34130|NTF4_HUMAN	tr|A0A7N4PLC9|A0A7N4PLC9_SARHA
OG0005607	sp|P38935|SMBP2_HUMAN	tr|G3VF24|G3VF24_SARHA
OG0005608	sp|P40225|TPO_HUMAN	tr|A0A7N4NTZ9|A0A7N4NTZ9_SARHA
OG0005609	sp|P51114|FXR1_HUMAN	tr|A0A7N4PGE9|A0A7N4PGE9_SARHA
OG0005610	sp|P56706|WNT7B_HUMAN	tr|A0A7N4NJB6|A0A7N4NJB6_SARHA
OG0005611	sp|P61009|SPCS3_HUMAN	tr|A0A7N4NP28|A0A7N4NP28_SARHA
OG0005612	sp|P61244|MAX_HUMAN	tr|A0A7N4NQB8|A0A7N4NQB8_SARHA
OG0005613	sp|P62861|RS30_HUMAN	tr|A0A7N4P010|A0A7N4P010_SARHA
OG0005614	sp|Q00341|VIGLN_HUMAN	tr|G3WGJ6|G3WGJ6_SARHA
OG0005615	sp|Q13454|TUSC3_HUMAN	tr|A0A7N4UXF2|A0A7N4UXF2_SARHA
OG0005616	sp|Q14940|SL9A5_HUMAN	tr|G3WEM1|G3WEM1_SARHA
OG0005617	sp|Q15784|NDF2_HUMAN	tr|A0A7N4NP32|A0A7N4NP32_SARHA
OG0005618	sp|Q5TF58|IFFO2_HUMAN	tr|A0A7N4P5Z4|A0A7N4P5Z4_SARHA
OG0005619	sp|Q6PL18|ATAD2_HUMAN	tr|G3WKE3|G3WKE3_SARHA
OG0005620	sp|Q6R327|RICTR_HUMAN	tr|A0A7N4PRZ3|A0A7N4PRZ3_SARHA
OG0005621	sp|Q7L8L6|FAKD5_HUMAN	tr|G3VJ83|G3VJ83_SARHA
OG0005622	sp|Q7Z402|TMC7_HUMAN	tr|G3X127|G3X127_SARHA
OG0005623	sp|Q86UE4|LYRIC_HUMAN	tr|A0A7N4PD24|A0A7N4PD24_SARHA
OG0005624	sp|Q8N2W9|PIAS4_HUMAN	tr|A0A7N4NFV7|A0A7N4NFV7_SARHA
OG0005625	sp|Q8N7J2|AMER2_HUMAN	tr|A0A7N4NNJ9|A0A7N4NNJ9_SARHA
OG0005626	sp|Q8N9V6|ANR53_HUMAN	tr|A0A7N4NYS5|A0A7N4NYS5_SARHA
OG0005627	sp|Q8NB12|SMYD1_HUMAN	tr|G3WAJ3|G3WAJ3_SARHA
OG0005628	sp|Q8NG31|KNL1_HUMAN	tr|A0A7N4P6W5|A0A7N4P6W5_SARHA
OG0005629	sp|Q8NGM8|OR6M1_HUMAN	tr|G3VF32|G3VF32_SARHA
OG0005630	sp|Q8WWB3|DYDC1_HUMAN	tr|G3VRZ8|G3VRZ8_SARHA
OG0005631	sp|Q92614|MY18A_HUMAN	tr|A0A7N4PA22|A0A7N4PA22_SARHA
OG0005632	sp|Q96NL0|RUN3B_HUMAN	tr|G3VPV6|G3VPV6_SARHA
OG0005633	sp|Q96PV0|SYGP1_HUMAN	tr|A0A7N4PBT6|A0A7N4PBT6_SARHA
OG0005634	sp|Q96T49|PP16B_HUMAN	tr|A0A7N4NIR5|A0A7N4NIR5_SARHA
OG0005635	sp|Q99519|NEUR1_HUMAN	tr|A0A7N4PBU0|A0A7N4PBU0_SARHA
OG0005636	sp|Q9BUM1|G6PC3_HUMAN	tr|G3WQH7|G3WQH7_SARHA
OG0005637	sp|Q9BZD2|S29A3_HUMAN	tr|G3W5U6|G3W5U6_SARHA
OG0005638	sp|Q9H765|ASB8_HUMAN	tr|A0A7N4PN16|A0A7N4PN16_SARHA
OG0005639	sp|Q9H9K5|MER34_HUMAN	tr|A0A7N4PEI0|A0A7N4PEI0_SARHA
OG0005640	sp|Q9NNZ3|DNJC4_HUMAN	tr|A0A7N4NLV2|A0A7N4NLV2_SARHA
OG0005641	sp|Q9NXN4|GDAP2_HUMAN	tr|G3VMC6|G3VMC6_SARHA
OG0005642	sp|Q9NYK1|TLR7_HUMAN	tr|A0A7N4V4L8|A0A7N4V4L8_SARHA
OG0005643	sp|Q9NZU0|FLRT3_HUMAN	tr|A0A7N4V6C8|A0A7N4V6C8_SARHA
OG0005644	sp|Q9UL40|ZN346_HUMAN	tr|A0A7N4V0G8|A0A7N4V0G8_SARHA
OG0005645	sp|Q9ULG6|CCPG1_HUMAN	tr|A0A7N4P443|A0A7N4P443_SARHA
OG0005646	sp|Q9UNH6|SNX7_HUMAN	tr|A0A7N4NYJ1|A0A7N4NYJ1_SARHA
OG0005647	sp|Q9Y2Z0|SGT1_HUMAN	tr|A0A7N4Q100|A0A7N4Q100_SARHA
OG0005648	sp|Q9Y371|SHLB1_HUMAN	tr|A0A7N4NKG4|A0A7N4NKG4_SARHA
OG0005649	sp|O00327|BMAL1_HUMAN	tr|G3WYG6|G3WYG6_SARHA
OG0005650	sp|O00744|WN10B_HUMAN	tr|G3VID6|G3VID6_SARHA
OG0005651	sp|O14494|PLPP1_HUMAN	tr|A0A7N4P0K0|A0A7N4P0K0_SARHA
OG0005652	sp|O14804|TAAR5_HUMAN	tr|G3VUD9|G3VUD9_SARHA
OG0005653	sp|O15116|LSM1_HUMAN	tr|A0A7N4UYC8|A0A7N4UYC8_SARHA
OG0005654	sp|O15259|NPHP1_HUMAN	tr|G3VAU2|G3VAU2_SARHA
OG0005655	sp|O60477|BRNP1_HUMAN	tr|A0A7N4PGT2|A0A7N4PGT2_SARHA
OG0005656	sp|P17947|SPI1_HUMAN	tr|G3WY81|G3WY81_SARHA
OG0005657	sp|P29474|NOS3_HUMAN	tr|G3W5B1|G3W5B1_SARHA
OG0005658	sp|P47901|V1BR_HUMAN	tr|G3WX95|G3WX95_SARHA
OG0005659	sp|P49069|CAMLG_HUMAN	tr|G3WPA4|G3WPA4_SARHA
OG0005660	sp|P51511|MMP15_HUMAN	tr|G3VWN5|G3VWN5_SARHA
OG0005661	sp|P55036|PSMD4_HUMAN	tr|A0A7N4P2Y2|A0A7N4P2Y2_SARHA
OG0005662	sp|P98095|FBLN2_HUMAN	tr|A0A7N4NS80|A0A7N4NS80_SARHA
OG0005663	sp|Q03403|TFF2_HUMAN	tr|G3WPR8|G3WPR8_SARHA
OG0005664	sp|Q13608|PEX6_HUMAN	tr|G3WDX7|G3WDX7_SARHA
OG0005665	sp|Q15554|TERF2_HUMAN	tr|G3WL30|G3WL30_SARHA
OG0005666	sp|Q2M296|MTHSD_HUMAN	tr|G3WIU2|G3WIU2_SARHA
OG0005667	sp|Q2QL34|MP17L_HUMAN	tr|A0A7N4PPB1|A0A7N4PPB1_SARHA
OG0005668	sp|Q6FI81|CPIN1_HUMAN	tr|A0A7N4NSJ3|A0A7N4NSJ3_SARHA
OG0005669	sp|Q6UXF1|TM108_HUMAN	tr|A0A7N4NS26|A0A7N4NS26_SARHA
OG0005670	sp|Q6ZQY3|GADL1_HUMAN	tr|G3WIZ2|G3WIZ2_SARHA
OG0005671	sp|Q7Z353|HDX_HUMAN	tr|A0A7N4P2D0|A0A7N4P2D0_SARHA
OG0005672	sp|Q7Z443|PK1L3_HUMAN	tr|A0A7N4P6D7|A0A7N4P6D7_SARHA
OG0005673	sp|Q7Z699|SPRE1_HUMAN	tr|A0A7N4V4Z9|A0A7N4V4Z9_SARHA
OG0005674	sp|Q8IZD0|SAM14_HUMAN	tr|G3WIJ2|G3WIJ2_SARHA
OG0005675	sp|Q8N0U7|CA087_HUMAN	tr|G3WDM4|G3WDM4_SARHA
OG0005676	sp|Q8N7M0|DYLT5_HUMAN	tr|A0A7N4P5P9|A0A7N4P5P9_SARHA
OG0005677	sp|Q8TB05|UBAD1_HUMAN	tr|A0A7N4NW18|A0A7N4NW18_SARHA
OG0005678	sp|Q8WYP5|ELYS_HUMAN	tr|A0A7N4PKC9|A0A7N4PKC9_SARHA
OG0005679	sp|Q92547|TOPB1_HUMAN	tr|G3WEE0|G3WEE0_SARHA
OG0005680	sp|Q96ES6|MFSD3_HUMAN	tr|G3W9C2|G3W9C2_SARHA
OG0005681	sp|Q96KP1|EXOC2_HUMAN	tr|A0A7N4NGA0|A0A7N4NGA0_SARHA
OG0005682	sp|Q96MR6|CFA57_HUMAN	tr|A0A7N4PA60|A0A7N4PA60_SARHA
OG0005683	sp|Q96RN5|MED15_HUMAN	tr|G3VQ63|G3VQ63_SARHA
OG0005684	sp|Q9BRY0|S39A3_HUMAN	tr|G3WE00|G3WE00_SARHA
OG0005685	sp|Q9BT40|INP5K_HUMAN	tr|A0A7N4PFP6|A0A7N4PFP6_SARHA
OG0005686	sp|Q9BX26|SYCP2_HUMAN	tr|G3VSY5|G3VSY5_SARHA
OG0005687	sp|Q9BXB1|LGR4_HUMAN	tr|A0A7N4V2L5|A0A7N4V2L5_SARHA
OG0005688	sp|Q9H063|MAF1_HUMAN	tr|G3VVI4|G3VVI4_SARHA
OG0005689	sp|Q9H079|KTBL1_HUMAN	tr|A0A7N4NG15|A0A7N4NG15_SARHA
OG0005690	sp|Q9H4I2|ZHX3_HUMAN	tr|A0A7N4PTG5|A0A7N4PTG5_SARHA
OG0005691	sp|Q9H4K7|MTG2_HUMAN	tr|G3WRL2|G3WRL2_SARHA
OG0005692	sp|Q9H772|GREM2_HUMAN	tr|G3WF61|G3WF61_SARHA
OG0005693	sp|Q9NPD8|UBE2T_HUMAN	tr|G3WJY5|G3WJY5_SARHA
OG0005694	sp|Q9NQZ5|STAR7_HUMAN	tr|G3VN35|G3VN35_SARHA
OG0005695	sp|Q9NSD9|SYFB_HUMAN	tr|G3WT02|G3WT02_SARHA
OG0005696	sp|Q9NWS6|F118A_HUMAN	tr|A0A7N4P8Y8|A0A7N4P8Y8_SARHA
OG0005697	sp|Q9NY33|DPP3_HUMAN	tr|A0A7N4P2W4|A0A7N4P2W4_SARHA
OG0005698	sp|Q9NYY8|FAKD2_HUMAN	tr|G3WWB3|G3WWB3_SARHA
OG0005699	sp|Q9UHR6|ZNHI2_HUMAN	tr|A0A7N4PZ82|A0A7N4PZ82_SARHA
OG0005700	sp|Q9UKP6|UR2R_HUMAN	tr|A0A7N4PJ67|A0A7N4PJ67_SARHA
OG0005701	sp|Q9UL45|BL1S6_HUMAN	tr|A0A7N4P6Y4|A0A7N4P6Y4_SARHA
OG0005702	sp|Q9ULH0|KDIS_HUMAN	tr|G3WIV1|G3WIV1_SARHA
OG0005703	sp|Q9UPW0|FOXJ3_HUMAN	tr|A0A7N4PG84|A0A7N4PG84_SARHA
OG0005704	sp|W5XKT8|SACA6_HUMAN	tr|A0A7N4P9E0|A0A7N4P9E0_SARHA
OG0005705	sp|A4D1B5|GSAP_HUMAN	tr|G3WWG5|G3WWG5_SARHA
OG0005707	sp|O00273|DFFA_HUMAN	tr|A0A7N4NSL8|A0A7N4NSL8_SARHA
OG0005708	sp|O15027|SC16A_HUMAN	tr|A0A7N4PYB2|A0A7N4PYB2_SARHA
OG0005709	sp|O43448|KCAB3_HUMAN	tr|A0A7N4NUH1|A0A7N4NUH1_SARHA
OG0005710	sp|P00167|CYB5_HUMAN	tr|G3VX68|G3VX68_SARHA
OG0005711	sp|P01588|EPO_HUMAN	tr|G3W289|G3W289_SARHA
OG0005712	sp|P13994|YJU2B_HUMAN	tr|G3WDP9|G3WDP9_SARHA
OG0005713	sp|P14416|DRD2_HUMAN	tr|G3WPM0|G3WPM0_SARHA
OG0005714	sp|P20393|NR1D1_HUMAN	tr|G3WKG2|G3WKG2_SARHA
OG0005715	sp|P61968|LMO4_HUMAN	tr|A0A7N4PIA3|A0A7N4PIA3_SARHA
OG0005716	sp|Q05215|EGR4_HUMAN	tr|A0A7N4P740|A0A7N4P740_SARHA
OG0005717	sp|Q08397|LOXL1_HUMAN	tr|A0A7N4PZP5|A0A7N4PZP5_SARHA
OG0005718	sp|Q16531|DDB1_HUMAN	tr|G3WDR5|G3WDR5_SARHA
OG0005719	sp|Q16644|MAPK3_HUMAN	tr|G5EA63|G5EA63_SARHA
OG0005720	sp|Q5T8P6|RBM26_HUMAN	tr|A0A7N4PQI0|A0A7N4PQI0_SARHA
OG0005721	sp|Q5VZQ5|TEX36_HUMAN	tr|A0A7N4NX77|A0A7N4NX77_SARHA
OG0005722	sp|Q63HM2|PCX4_HUMAN	tr|G3WKU5|G3WKU5_SARHA
OG0005723	sp|Q7L591|DOK3_HUMAN	tr|A0A7N4V097|A0A7N4V097_SARHA
OG0005724	sp|Q7Z333|SETX_HUMAN	tr|G3X2T1|G3X2T1_SARHA
OG0005726	sp|Q86YN1|DOPP1_HUMAN	tr|G3X3U8|G3X3U8_SARHA
OG0005727	sp|Q8IVB5|LIX1L_HUMAN	tr|A0A7N4NRY7|A0A7N4NRY7_SARHA
OG0005728	sp|Q8N8W4|PLPL1_HUMAN	tr|A0A7N4P4G5|A0A7N4P4G5_SARHA
OG0005729	sp|Q8N9N5|BANP_HUMAN	tr|G3VHZ1|G3VHZ1_SARHA
OG0005730	sp|Q8NC51|PAIRB_HUMAN	tr|A0A7N4NLX2|A0A7N4NLX2_SARHA
OG0005731	sp|Q8NCP5|ZBT44_HUMAN	tr|A0A7N4NZ09|A0A7N4NZ09_SARHA
OG0005732	sp|Q8NDH2|CC168_HUMAN	tr|A0A7N4V110|A0A7N4V110_SARHA
OG0005733	sp|Q8TER5|ARH40_HUMAN	tr|A0A7N4P247|A0A7N4P247_SARHA
OG0005734	sp|Q92552|RT27_HUMAN	tr|A0A7N4NU88|A0A7N4NU88_SARHA
OG0005735	sp|Q969F9|HPS3_HUMAN	tr|A0A7N4NXC5|A0A7N4NXC5_SARHA
OG0005736	sp|Q969H0|FBXW7_HUMAN	tr|G3VGU9|G3VGU9_SARHA
OG0005737	sp|Q96BI3|APH1A_HUMAN	tr|A0A7N4PRC7|A0A7N4PRC7_SARHA
OG0005738	sp|Q96BP2|CHCH1_HUMAN	tr|A0A7N4NUV8|A0A7N4NUV8_SARHA
OG0005739	sp|Q96HA4|CA159_HUMAN	tr|A0A7N4PJY9|A0A7N4PJY9_SARHA
OG0005740	sp|Q96RE7|NACC1_HUMAN	tr|G3WN00|G3WN00_SARHA
OG0005741	sp|Q99527|GPER1_HUMAN	tr|A0A7N4NT72|A0A7N4NT72_SARHA
OG0005742	sp|Q9C0K7|STRAB_HUMAN	tr|A0A7N4P6A6|A0A7N4P6A6_SARHA
OG0005743	sp|Q9GZP1|NRSN2_HUMAN	tr|A0A7N4P201|A0A7N4P201_SARHA
OG0005744	sp|Q9H0B3|IQCN_HUMAN	tr|A0A7N4NKF3|A0A7N4NKF3_SARHA
OG0005745	sp|Q9H190|SDCB2_HUMAN	tr|G3WHP3|G3WHP3_SARHA
OG0005746	sp|Q9H1Y0|ATG5_HUMAN	tr|A0A7N4P876|A0A7N4P876_SARHA
OG0005747	sp|Q9HCI7|MSL2_HUMAN	tr|G3WYQ7|G3WYQ7_SARHA
OG0005748	sp|Q9HCS7|SYF1_HUMAN	tr|A0A7N4PGR0|A0A7N4PGR0_SARHA
OG0005749	sp|Q9NPR2|SEM4B_HUMAN	tr|G3WC77|G3WC77_SARHA
OG0005750	sp|Q9NRR6|INP5E_HUMAN	tr|G3VVN0|G3VVN0_SARHA
