Orthogroup	Homo_sapiens	Cricetulus_griseus
OG0005540	sp|Q8IY95|TM192_HUMAN	tr|G3H6P7|G3H6P7_CRIGR
OG0005541	sp|Q6ZUJ4|CC062_HUMAN	tr|G3H8G3|G3H8G3_CRIGR
OG0005542	sp|P20339|RAB5A_HUMAN	tr|G3H8L7|G3H8L7_CRIGR
OG0005543	sp|O00167|EYA2_HUMAN	tr|G3H8T4|G3H8T4_CRIGR
OG0005544	sp|O75808|CAN15_HUMAN	tr|G3HBT0|G3HBT0_CRIGR
OG0005545	sp|A1L167|U2QL1_HUMAN	tr|G3HC94|G3HC94_CRIGR
OG0005546	sp|Q3KNV8|PCGF3_HUMAN	tr|G3HEE1|G3HEE1_CRIGR
OG0005547	sp|Q9NYF5|FA13B_HUMAN	tr|G3HF02|G3HF02_CRIGR
OG0005548	sp|Q53H12|AGK_HUMAN	tr|G3HGK7|G3HGK7_CRIGR
OG0005549	sp|Q96CA5|BIRC7_HUMAN	tr|G3HGY0|G3HGY0_CRIGR
OG0005550	sp|Q7Z2W4|ZCCHV_HUMAN	tr|G3HH79|G3HH79_CRIGR
OG0005551	sp|Q9NUA8|ZBT40_HUMAN	tr|G3HIN0|G3HIN0_CRIGR
OG0005552	sp|Q8IX18|DHX40_HUMAN	tr|G3HJ88|G3HJ88_CRIGR
OG0005553	sp|Q9NQX0|PRDM6_HUMAN	tr|G3HKB2|G3HKB2_CRIGR
OG0005554	sp|Q9H7B2|RPF2_HUMAN	tr|G3HMT0|G3HMT0_CRIGR
OG0005555	sp|Q5T0Z8|CF132_HUMAN	tr|G3HR50|G3HR50_CRIGR
OG0005556	sp|P51610|HCFC1_HUMAN	tr|G3HSV8|G3HSV8_CRIGR
OG0005557	sp|Q9NXI6|RN186_HUMAN	tr|G3HU34|G3HU34_CRIGR
OG0005558	sp|O94901|SUN1_HUMAN	tr|G3HUQ1|G3HUQ1_CRIGR
OG0005559	sp|Q9UBK9|UXT_HUMAN	tr|G3HXJ0|G3HXJ0_CRIGR
OG0005560	sp|Q9UPY3|DICER_HUMAN	tr|G3HZ70|G3HZ70_CRIGR
OG0005561	sp|P00751|CFAB_HUMAN	tr|G3HZE0|G3HZE0_CRIGR
OG0005562	sp|Q9BSF8|BTBDA_HUMAN	tr|G3I057|G3I057_CRIGR
OG0005563	sp|Q9C0B2|CFA74_HUMAN	tr|G3I1Y0|G3I1Y0_CRIGR
OG0005565	sp|Q6IBW4|CNDH2_HUMAN	tr|G3I2W4|G3I2W4_CRIGR
OG0005566	sp|Q8NC56|LEMD2_HUMAN	tr|G3I6U8|G3I6U8_CRIGR
OG0005567	sp|Q15542|TAF5_HUMAN	tr|G3IB33|G3IB33_CRIGR
OG0005568	sp|Q9UIU6|SIX4_HUMAN	tr|G3IE64|G3IE64_CRIGR
OG0005569	sp|Q8N4S7|PAQR4_HUMAN	tr|G3IFB5|G3IFB5_CRIGR
OG0005570	sp|Q07075|AMPE_HUMAN	tr|G3IGC4|G3IGC4_CRIGR
OG0005571	sp|Q0P6D6|CCD15_HUMAN	tr|G3IHG7|G3IHG7_CRIGR
OG0005572	sp|Q8NCJ5|SPRY3_HUMAN	tr|G3IKL9|G3IKL9_CRIGR
OG0005573	sp|Q9NX58|LYAR_HUMAN	tr|G3GWE6|G3GWE6_CRIGR
OG0005574	sp|P53384|NUBP1_HUMAN	tr|G3GWK1|G3GWK1_CRIGR
OG0005575	sp|P00749|UROK_HUMAN	tr|G3GWP9|G3GWP9_CRIGR
OG0005576	sp|Q9Y2U8|MAN1_HUMAN	tr|G3GY05|G3GY05_CRIGR
OG0005577	sp|Q86VR8|FJX1_HUMAN	tr|G3GYZ5|G3GYZ5_CRIGR
OG0005578	sp|Q9Y3C1|NOP16_HUMAN	tr|G3H196|G3H196_CRIGR
OG0005579	sp|Q9Y5K8|VATD_HUMAN	tr|G3H1M5|G3H1M5_CRIGR
OG0005580	sp|Q8N1Q1|CAH13_HUMAN	tr|G3H2Q2|G3H2Q2_CRIGR
OG0005581	sp|Q8N302|AGGF1_HUMAN	tr|G3H323|G3H323_CRIGR
OG0005582	sp|Q96BM1|ANKR9_HUMAN	tr|G3H367|G3H367_CRIGR
OG0005583	sp|Q8TF40|FNIP1_HUMAN	tr|G3H568|G3H568_CRIGR
OG0005584	sp|Q96QV1|HHIP_HUMAN	tr|G3H9G2|G3H9G2_CRIGR
OG0005585	sp|P62312|LSM6_HUMAN	tr|G3H9H3|G3H9H3_CRIGR
OG0005586	sp|Q9UK39|NOCT_HUMAN	tr|G3HAS5|G3HAS5_CRIGR
OG0005587	sp|P41214|EIF2D_HUMAN	tr|G3HAZ8|G3HAZ8_CRIGR
OG0005588	sp|Q9H0S4|DDX47_HUMAN	tr|G3HB38|G3HB38_CRIGR
OG0005589	sp|Q6PIF2|SYCE2_HUMAN	tr|G3HCX6|G3HCX6_CRIGR
OG0005590	sp|Q96JY0|MAEL_HUMAN	tr|G3HE74|G3HE74_CRIGR
OG0005591	sp|P42702|LIFR_HUMAN	tr|G3HGV0|G3HGV0_CRIGR
OG0005592	sp|Q1L5Z9|LONF2_HUMAN	tr|G3HHK6|G3HHK6_CRIGR
OG0005593	sp|O60281|ZN292_HUMAN	tr|G3HJ37|G3HJ37_CRIGR
OG0005594	sp|Q13011|ECH1_HUMAN	tr|G3HJB5|G3HJB5_CRIGR
OG0005595	sp|Q6KC79|NIPBL_HUMAN	tr|G3HJV1|G3HJV1_CRIGR
OG0005596	sp|Q9UJU6|DBNL_HUMAN	tr|G3HM98|G3HM98_CRIGR
OG0005597	sp|Q02252|MMSA_HUMAN	tr|G3HNI4|G3HNI4_CRIGR
OG0005598	sp|P34913|HYES_HUMAN	tr|G3HNJ5|G3HNJ5_CRIGR
OG0005599	sp|Q9H808|TLE6_HUMAN	tr|G3HSI5|G3HSI5_CRIGR
OG0005600	sp|Q8TBR7|TLC3A_HUMAN	tr|G3HTG5|G3HTG5_CRIGR
OG0005601	sp|O76031|CLPX_HUMAN	tr|G3HUY7|G3HUY7_CRIGR
OG0005602	sp|Q14CX5|MF13A_HUMAN	tr|G3HXW7|G3HXW7_CRIGR
OG0005603	sp|P30047|GFRP_HUMAN	tr|G3HYS2|G3HYS2_CRIGR
OG0005604	sp|Q5VYS8|TUT7_HUMAN	tr|G3I2A9|G3I2A9_CRIGR
OG0005605	sp|Q6ZTN6|AN13D_HUMAN	tr|G3I408|G3I408_CRIGR
OG0005606	sp|Q9BXS0|COPA1_HUMAN	tr|G3I599|G3I599_CRIGR
OG0005607	sp|O00189|AP4M1_HUMAN	tr|G3I5F2|G3I5F2_CRIGR
OG0005608	sp|Q9NQS5|GPR84_HUMAN	tr|G3I6B9|G3I6B9_CRIGR
OG0005609	sp|P47211|GALR1_HUMAN	tr|G3I6F5|G3I6F5_CRIGR
OG0005610	sp|Q71SY5|MED25_HUMAN	tr|G3I713|G3I713_CRIGR
OG0005611	sp|P49750|YLPM1_HUMAN	tr|G3I935|G3I935_CRIGR
OG0005612	sp|Q96Q04|LMTK3_HUMAN	tr|G3IBA4|G3IBA4_CRIGR
OG0005613	sp|A0PJX4|SHSA3_HUMAN	tr|G3IF59|G3IF59_CRIGR
OG0005614	sp|O15350|P73_HUMAN	tr|G3IHF1|G3IHF1_CRIGR
OG0005615	sp|Q6ZSS7|MFSD6_HUMAN	tr|G3II21|G3II21_CRIGR
OG0005616	sp|P81133|SIM1_HUMAN	tr|G3IIM6|G3IIM6_CRIGR
OG0005617	sp|Q9BT17|MTG1_HUMAN	tr|G3IKE9|G3IKE9_CRIGR
OG0005618	sp|Q969F2|NKD2_HUMAN	tr|G3IMF8|G3IMF8_CRIGR
OG0005619	sp|Q96E52|OMA1_HUMAN	tr|G3GTJ2|G3GTJ2_CRIGR
OG0005620	sp|Q15773|MLF2_HUMAN	tr|G3GUN7|G3GUN7_CRIGR
OG0005621	sp|Q8NE62|CHDH_HUMAN	tr|G3GUU2|G3GUU2_CRIGR
OG0005622	sp|Q8N201|INT1_HUMAN	tr|G3GVG3|G3GVG3_CRIGR
OG0005623	sp|Q9NRI5|DISC1_HUMAN	tr|G3GX01|G3GX01_CRIGR
OG0005624	sp|Q07021|C1QBP_HUMAN	tr|G3GYD5|G3GYD5_CRIGR
OG0005625	sp|Q2TB18|ASTE1_HUMAN	tr|G3GZI4|G3GZI4_CRIGR
OG0005626	sp|Q6NXR4|TTI2_HUMAN	tr|G3H057|G3H057_CRIGR
OG0005627	sp|Q9NUS5|AP5S1_HUMAN	tr|G3H422|G3H422_CRIGR
OG0005628	sp|Q8WUH2|TGFA1_HUMAN	tr|G3H5N9|G3H5N9_CRIGR
OG0005629	sp|Q53TQ3|IN80D_HUMAN	tr|G3HDL8|G3HDL8_CRIGR
OG0005630	sp|Q07817|B2CL1_HUMAN	tr|G3HEA7|G3HEA7_CRIGR
OG0005631	sp|P05546|HEP2_HUMAN	tr|G3HFZ7|G3HFZ7_CRIGR
OG0005632	sp|Q9Y6A2|CP46A_HUMAN	tr|G3HIW7|G3HIW7_CRIGR
OG0005633	sp|O15061|SYNEM_HUMAN	tr|G3HKI6|G3HKI6_CRIGR
OG0005634	sp|Q99558|M3K14_HUMAN	tr|G3HLN2|G3HLN2_CRIGR
OG0005635	sp|Q969T3|SNX21_HUMAN	tr|G3HLU3|G3HLU3_CRIGR
OG0005636	sp|Q9P266|JCAD_HUMAN	tr|G3HN39|G3HN39_CRIGR
OG0005637	sp|Q8N2M8|CLASR_HUMAN	tr|G3HPD3|G3HPD3_CRIGR
OG0005638	sp|Q8NGQ1|OR9G4_HUMAN	tr|G3HR19|G3HR19_CRIGR
OG0005639	sp|P33032|MC5R_HUMAN	tr|G3HSQ3|G3HSQ3_CRIGR
OG0005640	sp|Q8N6D5|ANR29_HUMAN	tr|G3HT59|G3HT59_CRIGR
OG0005641	sp|P43034|LIS1_HUMAN	tr|G3HVB8|G3HVB8_CRIGR
OG0005642	sp|Q9Y694|S22A7_HUMAN	tr|G3HYT7|G3HYT7_CRIGR
OG0005643	sp|Q99942|RNF5_HUMAN	tr|G3HZC5|G3HZC5_CRIGR
OG0005644	sp|Q6ZVH7|ESPNL_HUMAN	tr|G3I248|G3I248_CRIGR
OG0005645	sp|Q9UGB7|MIOX_HUMAN	tr|G3I2W2|G3I2W2_CRIGR
OG0005646	sp|Q92685|ALG3_HUMAN	tr|G3I316|G3I316_CRIGR
OG0005647	sp|Q9P1Y6|PHRF1_HUMAN	tr|G3I3F8|G3I3F8_CRIGR
OG0005648	sp|Q14CM0|FRPD4_HUMAN	tr|G3I9Z6|G3I9Z6_CRIGR
OG0005649	sp|Q8TC29|ENKUR_HUMAN	tr|G3ICY1|G3ICY1_CRIGR
OG0005650	sp|Q68D85|NR3L1_HUMAN	tr|G3IF51|G3IF51_CRIGR
OG0005651	sp|Q99807|COQ7_HUMAN	tr|G3IG13|G3IG13_CRIGR
OG0005652	sp|P56282|DPOE2_HUMAN	tr|G3IH22|G3IH22_CRIGR
OG0005653	sp|Q494U1|PKHN1_HUMAN	tr|G3IJ39|G3IJ39_CRIGR
OG0005654	sp|O15551|CLD3_HUMAN	tr|G3ILY7|G3ILY7_CRIGR
OG0005655	sp|Q15669|RHOH_HUMAN	tr|G3ILY9|G3ILY9_CRIGR
OG0005656	sp|P52298|NCBP2_HUMAN	tr|G3GSK1|G3GSK1_CRIGR
OG0005657	sp|Q14197|ICT1_HUMAN	tr|G3GTG0|G3GTG0_CRIGR
OG0005658	sp|P23786|CPT2_HUMAN	tr|G3GTN3|G3GTN3_CRIGR
OG0005659	sp|Q008S8|ECT2L_HUMAN	tr|G3GW53|G3GW53_CRIGR
OG0005660	sp|P42696|RBM34_HUMAN	tr|G3GWY2|G3GWY2_CRIGR
OG0005661	sp|A7XYQ1|SOBP_HUMAN	tr|G3GXJ8|G3GXJ8_CRIGR
OG0005662	sp|Q6GMV3|PTRD1_HUMAN	tr|G3GXN8|G3GXN8_CRIGR
OG0005663	sp|P33151|CADH5_HUMAN	tr|G3H665|G3H665_CRIGR
OG0005664	sp|Q9Y639|NPTN_HUMAN	tr|G3HEJ1|G3HEJ1_CRIGR
OG0005665	sp|P57071|PRD15_HUMAN	tr|G3HFC9|G3HFC9_CRIGR
OG0005666	sp|Q9UBM1|PEMT_HUMAN	tr|G3HHP7|G3HHP7_CRIGR
OG0005667	sp|Q8WYL5|SSH1_HUMAN	tr|G3HI91|G3HI91_CRIGR
OG0005668	sp|Q96FZ2|HMCES_HUMAN	tr|G3HID2|G3HID2_CRIGR
OG0005669	sp|Q8N0W7|FMR1N_HUMAN	tr|G3HN38|G3HN38_CRIGR
OG0005670	sp|Q9UM00|TMCO1_HUMAN	tr|G3HPP1|G3HPP1_CRIGR
OG0005671	sp|O75934|SPF27_HUMAN	tr|G3HQH4|G3HQH4_CRIGR
OG0005672	sp|Q9Y5X9|LIPE_HUMAN	tr|G3HQJ0|G3HQJ0_CRIGR
OG0005673	sp|Q9UMX6|GUC1B_HUMAN	tr|G3HR53|G3HR53_CRIGR
OG0005674	sp|Q8NB14|UBP38_HUMAN	tr|G3HRY7|G3HRY7_CRIGR
OG0005675	sp|Q99469|STAC_HUMAN	tr|G3HTB0|G3HTB0_CRIGR
OG0005676	sp|P25189|MYP0_HUMAN	tr|G3HTZ1|G3HTZ1_CRIGR
OG0005677	sp|Q5JU67|CF157_HUMAN	tr|G3HV13|G3HV13_CRIGR
OG0005678	sp|Q5TEA6|SE1L2_HUMAN	tr|G3HX56|G3HX56_CRIGR
OG0005679	sp|Q96LU7|MRFL_HUMAN	tr|G3HZ45|G3HZ45_CRIGR
OG0005680	sp|Q9UK85|DKKL1_HUMAN	tr|G3HZZ6|G3HZZ6_CRIGR
OG0005681	sp|Q9H0C8|ILKAP_HUMAN	tr|G3I245|G3I245_CRIGR
OG0005682	sp|Q8N9N8|EIF1A_HUMAN	tr|G3I2F6|G3I2F6_CRIGR
OG0005683	sp|Q9HCU9|BRMS1_HUMAN	tr|G3I2H9|G3I2H9_CRIGR
OG0005684	sp|Q9HB75|PIDD1_HUMAN	tr|G3I3H1|G3I3H1_CRIGR
OG0005685	sp|Q6IPT2|GAR5A_HUMAN	tr|G3I4T3|G3I4T3_CRIGR
OG0005686	sp|Q9H7C9|AAMDC_HUMAN	tr|G3I5D6|G3I5D6_CRIGR
OG0005687	sp|Q86UR1|NOXA1_HUMAN	tr|G3I5X9|G3I5X9_CRIGR
OG0005689	sp|O00255|MEN1_HUMAN	tr|G3I6F7|G3I6F7_CRIGR
OG0005690	sp|O43189|PHF1_HUMAN	tr|G3I6W0|G3I6W0_CRIGR
OG0005691	sp|Q8NCF5|NF2IP_HUMAN	tr|G3I7M7|G3I7M7_CRIGR
OG0005692	sp|Q5C9Z4|NOM1_HUMAN	tr|G3I7R7|G3I7R7_CRIGR
OG0005694	sp|Q05586|NMDZ1_HUMAN	tr|G3IG35|G3IG35_CRIGR
OG0005695	sp|Q6P0N0|M18BP_HUMAN	tr|G3IGS0|G3IGS0_CRIGR
OG0005696	sp|Q9BZL4|PP12C_HUMAN	tr|G3IHR3|G3IHR3_CRIGR
OG0005697	sp|O95104|SCAF4_HUMAN	tr|G3GT31|G3GT31_CRIGR
OG0005698	sp|P82932|RT06_HUMAN	tr|G3GT68|G3GT68_CRIGR
OG0005699	sp|Q8WZ55|BSND_HUMAN	tr|G3GTK6|G3GTK6_CRIGR
OG0005700	sp|Q1RMZ1|SAMTR_HUMAN	tr|G3GW32|G3GW32_CRIGR
OG0005701	sp|Q2M2E3|ODFP4_HUMAN	tr|G3GY48|G3GY48_CRIGR
OG0005702	sp|Q9NVX7|KBTB4_HUMAN	tr|G3GYL2|G3GYL2_CRIGR
OG0005704	sp|P16070|CD44_HUMAN	tr|G3GYZ1|G3GYZ1_CRIGR
OG0005705	sp|Q9ULD2|MTUS1_HUMAN	tr|G3GZB5|G3GZB5_CRIGR
OG0005706	sp|Q9BS91|S35A5_HUMAN	tr|G3H090|G3H090_CRIGR
OG0005707	sp|Q6DHV7|ADAL_HUMAN	tr|G3H0V6|G3H0V6_CRIGR
OG0005708	sp|Q9UQ07|MOK_HUMAN	tr|G3H361|G3H361_CRIGR
OG0005709	sp|Q99747|SNAG_HUMAN	tr|G3H5H2|G3H5H2_CRIGR
OG0005710	sp|Q8NBZ7|UXS1_HUMAN	tr|G3H5N5|G3H5N5_CRIGR
OG0005711	sp|Q6ZMI0|PPR21_HUMAN	tr|G3H5R2|G3H5R2_CRIGR
OG0005712	sp|Q9UNZ2|NSF1C_HUMAN	tr|G3H6Y6|G3H6Y6_CRIGR
OG0005713	sp|Q9BYX2|TBD2A_HUMAN	tr|G3H7G2|G3H7G2_CRIGR
OG0005714	sp|Q9Y4B6|DCAF1_HUMAN	tr|G3H8A6|G3H8A6_CRIGR
OG0005715	sp|Q86UW9|DTX2_HUMAN	tr|G3HA29|G3HA29_CRIGR
OG0005716	sp|P56178|DLX5_HUMAN	tr|G3HBM6|G3HBM6_CRIGR
OG0005717	sp|P34995|PE2R1_HUMAN	tr|G3HD19|G3HD19_CRIGR
OG0005718	sp|Q3SX64|OD3L2_HUMAN	tr|G3HF32|G3HF32_CRIGR
OG0005719	sp|O60636|TSN2_HUMAN	tr|G3HJF4|G3HJF4_CRIGR
OG0005720	sp|Q16891|MIC60_HUMAN	tr|G3HJK8|G3HJK8_CRIGR
OG0005722	sp|Q7Z4S9|SH2D6_HUMAN	tr|G3HPZ4|G3HPZ4_CRIGR
OG0005723	sp|O00461|GOLI4_HUMAN	tr|G3HQ97|G3HQ97_CRIGR
OG0005724	sp|Q6ZMH5|S39A5_HUMAN	tr|G3HRP9|G3HRP9_CRIGR
OG0005725	sp|Q9H6K1|ILRUN_HUMAN	tr|G3HS03|G3HS03_CRIGR
OG0005726	sp|Q99956|DUS9_HUMAN	tr|G3HSX6|G3HSX6_CRIGR
OG0005727	sp|Q96EH3|MASU1_HUMAN	tr|G3HVX4|G3HVX4_CRIGR
OG0005728	sp|Q8TER5|ARH40_HUMAN	tr|G3HWQ6|G3HWQ6_CRIGR
OG0005729	sp|Q96DR7|ARHGQ_HUMAN	tr|G3HXU6|G3HXU6_CRIGR
OG0005730	sp|P49771|FLT3L_HUMAN	tr|G3I001|G3I001_CRIGR
OG0005731	sp|Q5U3C3|TM164_HUMAN	tr|G3I083|G3I083_CRIGR
OG0005732	sp|P78364|PHC1_HUMAN	tr|G3I1S3|G3I1S3_CRIGR
OG0005733	sp|O95639|CPSF4_HUMAN	tr|G3I385|G3I385_CRIGR
OG0005734	sp|Q8WUY1|THEM6_HUMAN	tr|G3I916|G3I916_CRIGR
OG0005735	sp|P43116|PE2R2_HUMAN	tr|G3IAN9|G3IAN9_CRIGR
OG0005736	sp|Q7KZN9|COX15_HUMAN	tr|G3IBW2|G3IBW2_CRIGR
OG0005737	sp|Q8IY34|S15A3_HUMAN	tr|G3IE07|G3IE07_CRIGR
OG0005738	sp|Q99640|PMYT1_HUMAN	tr|G3IFB6|G3IFB6_CRIGR
OG0005739	sp|Q5SRE5|NU188_HUMAN	tr|G3IL93|G3IL93_CRIGR
OG0005740	sp|O43913|ORC5_HUMAN	tr|Q4U3P9|Q4U3P9_CRIGR
OG0005741	sp|P41182|BCL6_HUMAN	tr|G3GT91|G3GT91_CRIGR
OG0005742	sp|Q5TB80|CE162_HUMAN	tr|G3GTC3|G3GTC3_CRIGR
OG0005743	sp|Q96G30|MRAP2_HUMAN	tr|G3GTC4|G3GTC4_CRIGR
OG0005744	sp|Q3KR16|PKHG6_HUMAN	tr|G3GUL5|G3GUL5_CRIGR
OG0005745	sp|P06401|PRGR_HUMAN	tr|G3GUW3|G3GUW3_CRIGR
OG0005746	sp|Q92664|TF3A_HUMAN	tr|G3GWI7|G3GWI7_CRIGR
OG0005747	sp|Q9Y644|RFNG_HUMAN	tr|G3GXD4|G3GXD4_CRIGR
OG0005748	sp|Q8WXG6|MADD_HUMAN	tr|G3GYK5|G3GYK5_CRIGR
OG0005749	sp|P17174|AATC_HUMAN	tr|G3GZZ0|G3GZZ0_CRIGR
OG0005750	sp|Q9UBL3|ASH2L_HUMAN	tr|G3H1I3|G3H1I3_CRIGR
OG0005751	sp|P02708|ACHA_HUMAN	tr|G3H1V7|G3H1V7_CRIGR
OG0005752	sp|Q16610|ECM1_HUMAN	tr|G3H2W6|G3H2W6_CRIGR
OG0005753	sp|O15273|TELT_HUMAN	tr|G3H5X7|G3H5X7_CRIGR
OG0005754	sp|Q96D05|F241B_HUMAN	tr|G3H6T1|G3H6T1_CRIGR
OG0005755	sp|Q9NYI0|PSD3_HUMAN	tr|G3H6V0|G3H6V0_CRIGR
OG0005756	sp|O95406|CNIH1_HUMAN	tr|G3H7C2|G3H7C2_CRIGR
OG0005757	sp|Q9NRV9|HEBP1_HUMAN	tr|G3HB42|G3HB42_CRIGR
OG0005758	sp|Q14549|GBX1_HUMAN	tr|G3HB64|G3HB64_CRIGR
OG0005759	sp|Q96B42|TMM18_HUMAN	tr|G3HBH6|G3HBH6_CRIGR
OG0005760	sp|Q96EP1|CHFR_HUMAN	tr|G3HCD6|G3HCD6_CRIGR
OG0005761	sp|B2RXF0|T229A_HUMAN	tr|G3HDN5|G3HDN5_CRIGR
OG0005762	sp|A6NHN0|OTOL1_HUMAN	tr|G3HHB6|G3HHB6_CRIGR
OG0005763	sp|P08709|FA7_HUMAN	tr|G3HK59|G3HK59_CRIGR
OG0005764	sp|P27816|MAP4_HUMAN	tr|G3HKQ7|G3HKQ7_CRIGR
OG0005765	sp|Q8WYR4|RSPH1_HUMAN	tr|G3HLD9|G3HLD9_CRIGR
OG0005766	sp|O95625|ZBT11_HUMAN	tr|G3HSH3|G3HSH3_CRIGR
OG0005767	sp|O43765|SGTA_HUMAN	tr|G3HSM4|G3HSM4_CRIGR
OG0005768	sp|Q96NT0|CC115_HUMAN	tr|G3HXE0|G3HXE0_CRIGR
OG0005769	sp|Q04446|GLGB_HUMAN	tr|G3HY28|G3HY28_CRIGR
OG0005770	sp|P48357|LEPR_HUMAN	tr|G3HY62|G3HY62_CRIGR
OG0005771	sp|P01042|KNG1_HUMAN	tr|G3HYG4|G3HYG4_CRIGR
OG0005772	sp|Q8N5D0|WDTC1_HUMAN	tr|G3HYP0|G3HYP0_CRIGR
OG0005773	sp|Q6F5E8|CARL2_HUMAN	tr|G3HZM7|G3HZM7_CRIGR
OG0005774	sp|P23921|RIR1_HUMAN	tr|G3I3B7|G3I3B7_CRIGR
OG0005775	sp|O95947|TBX6_HUMAN	tr|G3I4H4|G3I4H4_CRIGR
OG0005776	sp|Q8IV01|SYT12_HUMAN	tr|G3I4L8|G3I4L8_CRIGR
OG0005777	sp|Q8N6Q8|MET25_HUMAN	tr|G3I551|G3I551_CRIGR
OG0005778	sp|Q0VGL1|LTOR4_HUMAN	tr|G3I5F7|G3I5F7_CRIGR
OG0005779	sp|Q8WZ64|ARAP2_HUMAN	tr|G3I6M0|G3I6M0_CRIGR
OG0005780	sp|P60852|ZP1_HUMAN	tr|G3IE03|G3IE03_CRIGR
OG0005781	sp|Q9Y691|KCMB2_HUMAN	tr|G3IFT6|G3IFT6_CRIGR
OG0005782	sp|Q96AP7|ESAM_HUMAN	tr|G3IJI7|G3IJI7_CRIGR
OG0005783	sp|Q3B726|RPA43_HUMAN	tr|G3IJJ9|G3IJJ9_CRIGR
OG0005784	sp|Q9H6A0|DEN2D_HUMAN	tr|G3ING2|G3ING2_CRIGR
OG0005785	sp|Q96DY7|MTBP_HUMAN	tr|G3IP52|G3IP52_CRIGR
OG0005786	sp|P41440|S19A1_HUMAN	sp|P42557|S19A1_CRIGR
OG0005787	sp|Q12767|TMM94_HUMAN	tr|G3GTE3|G3GTE3_CRIGR
OG0005788	sp|P0C7U0|ELFN1_HUMAN	tr|G3GVF9|G3GVF9_CRIGR
OG0005789	sp|Q92902|HPS1_HUMAN	tr|G3GZY6|G3GZY6_CRIGR
OG0005790	sp|Q8WUM9|S20A1_HUMAN	tr|G3GZZ3|G3GZZ3_CRIGR
OG0005791	sp|O75643|U520_HUMAN	tr|G3H037|G3H037_CRIGR
OG0005792	sp|Q96KS9|F167A_HUMAN	tr|G3H0L4|G3H0L4_CRIGR
OG0005793	sp|Q8NAG6|ANKL1_HUMAN	tr|G3H4E8|G3H4E8_CRIGR
OG0005794	sp|Q9UNY4|TTF2_HUMAN	tr|G3H904|G3H904_CRIGR
OG0005795	sp|Q6P9H5|GIMA6_HUMAN	tr|G3HB80|G3HB80_CRIGR
OG0005796	sp|Q969W9|PMEPA_HUMAN	tr|G3HBK6|G3HBK6_CRIGR
OG0005797	sp|P33764|S10A3_HUMAN	tr|G3HC28|G3HC28_CRIGR
OG0005798	sp|Q96MY1|NOL4L_HUMAN	tr|G3HE91|G3HE91_CRIGR
OG0005799	sp|Q8TCN5|ZN507_HUMAN	tr|G3HF25|G3HF25_CRIGR
OG0005800	sp|Q14865|ARI5B_HUMAN	tr|G3HIS7|G3HIS7_CRIGR
OG0005801	sp|Q96MH2|HEXI2_HUMAN	tr|G3HLM9|G3HLM9_CRIGR
OG0005802	sp|A6NMK7|CPS4L_HUMAN	tr|G3HNM5|G3HNM5_CRIGR
OG0005803	sp|Q9NPF7|IL23A_HUMAN	tr|G3HRP0|G3HRP0_CRIGR
OG0005804	sp|A0A1B0GVK7|F240A_HUMAN	tr|G3HT97|G3HT97_CRIGR
OG0005805	sp|Q9UFE4|CCD39_HUMAN	tr|G3HTJ7|G3HTJ7_CRIGR
OG0005806	sp|Q9P2Y5|UVRAG_HUMAN	tr|G3HUS1|G3HUS1_CRIGR
OG0005807	sp|Q86WV6|STING_HUMAN	tr|G3HVI0|G3HVI0_CRIGR
OG0005808	sp|O95158|NXPH4_HUMAN	tr|G3HW35|G3HW35_CRIGR
OG0005809	sp|P48230|T4S4_HUMAN	tr|G3HY72|G3HY72_CRIGR
OG0005810	sp|Q96IZ0|PAWR_HUMAN	tr|G3HZ16|G3HZ16_CRIGR
OG0005811	sp|Q9ULJ7|ANR50_HUMAN	tr|G3HZS2|G3HZS2_CRIGR
OG0005812	sp|Q6NUN9|ZN746_HUMAN	tr|G3IB08|G3IB08_CRIGR
OG0005813	sp|Q9NS64|RPRM_HUMAN	tr|G3IBC9|G3IBC9_CRIGR
OG0005814	sp|Q9NR61|DLL4_HUMAN	tr|G3ICK3|G3ICK3_CRIGR
OG0005815	sp|Q6NUN7|JHY_HUMAN	tr|G3IH67|G3IH67_CRIGR
OG0005816	sp|P82912|RT11_HUMAN	tr|G3IHZ9|G3IHZ9_CRIGR
OG0005817	sp|Q14181|DPOA2_HUMAN	tr|G3IIW2|G3IIW2_CRIGR
OG0005818	sp|Q6TDP4|KLH17_HUMAN	tr|G3IJ37|G3IJ37_CRIGR
OG0005819	sp|Q08334|I10R2_HUMAN	tr|G3GT50|G3GT50_CRIGR
OG0005820	sp|Q5VUM1|SDHF4_HUMAN	tr|G3GUE2|G3GUE2_CRIGR
OG0005821	sp|P30279|CCND2_HUMAN	tr|G3GUJ9|G3GUJ9_CRIGR
OG0005822	sp|Q9H6H4|REEP4_HUMAN	tr|G3GUX6|G3GUX6_CRIGR
OG0005823	sp|Q9UKS6|PACN3_HUMAN	tr|G3GYK0|G3GYK0_CRIGR
OG0005824	sp|P56539|CAV3_HUMAN	tr|G3H113|G3H113_CRIGR
OG0005825	sp|P48201|AT5G3_HUMAN	tr|G3H1V3|G3H1V3_CRIGR
OG0005826	sp|O94941|RNF37_HUMAN	tr|G3H440|G3H440_CRIGR
OG0005827	sp|Q8N6Y0|USBP1_HUMAN	tr|G3H4F1|G3H4F1_CRIGR
OG0005828	sp|O95716|RAB3D_HUMAN	tr|G3H6A3|G3H6A3_CRIGR
