Orthogroup	Homo_sapiens	Peromyscus_maniculatus_bairdii
OG0005375	sp|Q8N3F0|MTURN_HUMAN	tr|A0A6I9MDL2|A0A6I9MDL2_PERMB
OG0005376	sp|Q8NB91|FANCB_HUMAN	tr|A0A6I9L4Z0|A0A6I9L4Z0_PERMB
OG0005377	sp|Q8NC67|NETO2_HUMAN	tr|A0A6J0E341|A0A6J0E341_PERMB
OG0005378	sp|Q8NGK0|O51G2_HUMAN	tr|A0A6I9LZQ0|A0A6I9LZQ0_PERMB
OG0005379	sp|Q92520|FAM3C_HUMAN	tr|A0A6I9M1F7|A0A6I9M1F7_PERMB
OG0005380	sp|Q969T3|SNX21_HUMAN	tr|A0A6I9KUE6|A0A6I9KUE6_PERMB
OG0005381	sp|Q96GX9|MTNB_HUMAN	tr|A0A6I9LJ01|A0A6I9LJ01_PERMB
OG0005382	sp|Q96L08|SUSD3_HUMAN	tr|A0A6J0CFW4|A0A6J0CFW4_PERMB
OG0005383	sp|Q96S55|WRIP1_HUMAN	tr|A0A6I9KWL8|A0A6I9KWL8_PERMB
OG0005384	sp|Q99856|ARI3A_HUMAN	tr|A0A6J0DC87|A0A6J0DC87_PERMB
OG0005385	sp|Q9BQE9|BCL7B_HUMAN	tr|A0A6I9L179|A0A6I9L179_PERMB
OG0005386	sp|Q9BTA0|F167B_HUMAN	tr|A0A6I9M197|A0A6I9M197_PERMB
OG0005387	sp|Q9BTX7|TTPAL_HUMAN	tr|A0A6J0DP53|A0A6J0DP53_PERMB
OG0005388	sp|Q9BXJ8|TACAN_HUMAN	tr|A0A6I9L0W5|A0A6I9L0W5_PERMB
OG0005389	sp|Q9BXP8|PAPP2_HUMAN	tr|A0A6I9KZB5|A0A6I9KZB5_PERMB
OG0005390	sp|Q9C0H2|TTYH3_HUMAN	tr|A0A6J0EFK4|A0A6J0EFK4_PERMB
OG0005391	sp|Q9GZM8|NDEL1_HUMAN	tr|A0A6J0CXA7|A0A6J0CXA7_PERMB
OG0005392	sp|Q9HCC8|GDPD2_HUMAN	tr|A0A6J0DJI9|A0A6J0DJI9_PERMB
OG0005393	sp|Q9HCU0|CD248_HUMAN	tr|A0A6I9LQA7|A0A6I9LQA7_PERMB
OG0005394	sp|Q9NUM4|T106B_HUMAN	tr|A0A6I9LY16|A0A6I9LY16_PERMB
OG0005395	sp|Q9NWW5|CLN6_HUMAN	tr|A0A6I9L198|A0A6I9L198_PERMB
OG0005396	sp|Q9NYL4|FKB11_HUMAN	tr|A0A6I9L094|A0A6I9L094_PERMB
OG0005397	sp|Q9P032|NDUF4_HUMAN	tr|A0A6I9LIE2|A0A6I9LIE2_PERMB
OG0005398	sp|Q9P126|CLC1B_HUMAN	tr|A0A6I9MJW4|A0A6I9MJW4_PERMB
OG0005399	sp|Q9UBI6|GBG12_HUMAN	tr|A0A6J0E6N4|A0A6J0E6N4_PERMB
OG0005400	sp|Q9UGI8|TES_HUMAN	tr|A0A6I9LSI8|A0A6I9LSI8_PERMB
OG0005401	sp|Q9UKP5|ATS6_HUMAN	tr|A0A6J0DNQ2|A0A6J0DNQ2_PERMB
OG0005402	sp|Q9UM73|ALK_HUMAN	tr|A0A6I9LUR4|A0A6I9LUR4_PERMB
OG0005403	sp|Q9Y2B9|IPKG_HUMAN	tr|A0A6J0DIB4|A0A6J0DIB4_PERMB
OG0005404	sp|Q9Y3R5|DOP2_HUMAN	tr|A0A6J0DR03|A0A6J0DR03_PERMB
OG0005405	sp|Q9Y615|ACL7A_HUMAN	tr|A0A6I9LUR7|A0A6I9LUR7_PERMB
OG0005406	sp|Q9Y6A9|SPCS1_HUMAN	tr|A0A6I9LSH9|A0A6I9LSH9_PERMB
OG0005407	sp|A0A1B0GVM6|CK097_HUMAN	tr|A0A6J0EF10|A0A6J0EF10_PERMB
OG0005408	sp|B9EJG8|T150C_HUMAN	tr|A0A6J0D3K5|A0A6J0D3K5_PERMB
OG0005409	sp|O00187|MASP2_HUMAN	tr|A0A6I9L9G6|A0A6I9L9G6_PERMB
OG0005410	sp|O15294|OGT1_HUMAN	tr|A0A6J0DQD0|A0A6J0DQD0_PERMB
OG0005411	sp|O43149|ZZEF1_HUMAN	tr|A0A6J0CFK6|A0A6J0CFK6_PERMB
OG0005412	sp|O43435|TBX1_HUMAN	tr|A0A6I9MI29|A0A6I9MI29_PERMB
OG0005413	sp|O43561|LAT_HUMAN	tr|A0A6I9LKS2|A0A6I9LKS2_PERMB
OG0005414	sp|O43567|RNF13_HUMAN	tr|A0A6I9L5L9|A0A6I9L5L9_PERMB
OG0005415	sp|O60294|TYW4_HUMAN	tr|A0A6I9MC39|A0A6I9MC39_PERMB
OG0005416	sp|O94829|IPO13_HUMAN	tr|A0A6I9M798|A0A6I9M798_PERMB
OG0005417	sp|P05062|ALDOB_HUMAN	tr|A0A6I9KYX1|A0A6I9KYX1_PERMB
OG0005418	sp|P0C025|NUD17_HUMAN	tr|A0A6J0DUY8|A0A6J0DUY8_PERMB
OG0005419	sp|P10620|MGST1_HUMAN	tr|A0A6I9L4N3|A0A6I9L4N3_PERMB
OG0005420	sp|P11511|CP19A_HUMAN	tr|A0A6I9L4Y5|A0A6I9L4Y5_PERMB
OG0005421	sp|P11802|CDK4_HUMAN	tr|A0A6I9L581|A0A6I9L581_PERMB
OG0005422	sp|P20248|CCNA2_HUMAN	tr|A0A6I9M7T8|A0A6I9M7T8_PERMB
OG0005423	sp|P41217|OX2G_HUMAN	tr|A0A6I9LEB3|A0A6I9LEB3_PERMB
OG0005424	sp|P53597|SUCA_HUMAN	tr|A0A6J0E594|A0A6J0E594_PERMB
OG0005425	sp|P60228|EIF3E_HUMAN	tr|A0A6I9L947|A0A6I9L947_PERMB
OG0005426	sp|P63316|TNNC1_HUMAN	tr|A0A6I9LD16|A0A6I9LD16_PERMB
OG0005427	sp|P80370|DLK1_HUMAN	tr|A0A6I9L558|A0A6I9L558_PERMB
OG0005428	sp|Q08752|PPID_HUMAN	tr|A0A6I9LDZ4|A0A6I9LDZ4_PERMB
OG0005429	sp|Q13308|PTK7_HUMAN	tr|A0A6J0EA02|A0A6J0EA02_PERMB
OG0005430	sp|Q15464|SHB_HUMAN	tr|A0A6I9L647|A0A6I9L647_PERMB
OG0005431	sp|Q2V2M9|FHOD3_HUMAN	tr|A0A6J0DGM9|A0A6J0DGM9_PERMB
OG0005432	sp|Q3C1V0|M4A18_HUMAN	tr|A0A6I9M0I5|A0A6I9M0I5_PERMB
OG0005433	sp|Q5T7N3|KANK4_HUMAN	tr|A0A6J0D140|A0A6J0D140_PERMB
OG0005434	sp|Q5TZF3|ANR45_HUMAN	tr|A0A6J0DDJ0|A0A6J0DDJ0_PERMB
OG0005435	sp|Q6TDP4|KLH17_HUMAN	tr|A0A6I9MDW1|A0A6I9MDW1_PERMB
OG0005436	sp|Q6UX71|PXDC2_HUMAN	tr|A0A6I9M5I3|A0A6I9M5I3_PERMB
OG0005437	sp|Q86XS8|GOLI_HUMAN	tr|A0A6J0E1P6|A0A6J0E1P6_PERMB
OG0005438	sp|Q8IWY8|ZSC29_HUMAN	tr|A0A6I9M7Y8|A0A6I9M7Y8_PERMB
OG0005439	sp|Q8NAM6|ZSCA4_HUMAN	tr|A0A6I9M5C3|A0A6I9M5C3_PERMB
OG0005440	sp|Q8NCW5|NNRE_HUMAN	tr|A0A6I9LBV4|A0A6I9LBV4_PERMB
OG0005441	sp|Q8TAP8|PPR35_HUMAN	tr|A0A6I9L0R6|A0A6I9L0R6_PERMB
OG0005442	sp|Q8TF44|C2C4C_HUMAN	tr|A0A6I9LJS5|A0A6I9LJS5_PERMB
OG0005443	sp|Q8WWQ2|HPSE2_HUMAN	tr|A0A6I9M548|A0A6I9M548_PERMB
OG0005444	sp|Q8WXD0|RXFP2_HUMAN	tr|A0A6I9L9E4|A0A6I9L9E4_PERMB
OG0005445	sp|Q92539|LPIN2_HUMAN	tr|A0A6J0CJ37|A0A6J0CJ37_PERMB
OG0005446	sp|Q92581|SL9A6_HUMAN	tr|A0A6J0CFN1|A0A6J0CFN1_PERMB
OG0005447	sp|Q92748|THRSP_HUMAN	tr|A0A6I9LIP2|A0A6I9LIP2_PERMB
OG0005448	sp|Q96B97|SH3K1_HUMAN	tr|A0A6J0CYD0|A0A6J0CYD0_PERMB
OG0005449	sp|Q96DY7|MTBP_HUMAN	tr|A0A6I9LPZ7|A0A6I9LPZ7_PERMB
OG0005450	sp|Q96FT7|ASIC4_HUMAN	tr|A0A6I9L310|A0A6I9L310_PERMB
OG0005451	sp|Q96LX7|CCD17_HUMAN	tr|A0A6I9LXT2|A0A6I9LXT2_PERMB
OG0005452	sp|Q9H668|STN1_HUMAN	tr|A0A6J0DQ45|A0A6J0DQ45_PERMB
OG0005453	sp|Q9H6A0|DEN2D_HUMAN	tr|A0A6I9M206|A0A6I9M206_PERMB
OG0005454	sp|Q9H6D8|FNDC4_HUMAN	tr|A0A6I9MAU6|A0A6I9MAU6_PERMB
OG0005455	sp|Q9H993|ARMT1_HUMAN	tr|A0A6I9LFP4|A0A6I9LFP4_PERMB
OG0005456	sp|Q9H9Y2|RPF1_HUMAN	tr|A0A6I9LUC6|A0A6I9LUC6_PERMB
OG0005457	sp|Q9HBI1|PARVB_HUMAN	tr|A0A6I9LKI4|A0A6I9LKI4_PERMB
OG0005458	sp|Q9HCS4|TF7L1_HUMAN	tr|A0A6I9MBQ2|A0A6I9MBQ2_PERMB
OG0005459	sp|Q9NPB9|ACKR4_HUMAN	tr|A0A6I9LRB2|A0A6I9LRB2_PERMB
OG0005460	sp|Q9NX57|RAB20_HUMAN	tr|A0A6I9LEG0|A0A6I9LEG0_PERMB
OG0005461	sp|Q9UFG5|CS025_HUMAN	tr|A0A6I9L6S9|A0A6I9L6S9_PERMB
OG0005462	sp|Q9UKM9|RALY_HUMAN	tr|A0A6J0CJF1|A0A6J0CJF1_PERMB
OG0005463	sp|Q9ULL4|PLXB3_HUMAN	tr|A0A6J0CGB6|A0A6J0CGB6_PERMB
OG0005464	sp|Q9UMR5|PPT2_HUMAN	tr|A0A6J0CN17|A0A6J0CN17_PERMB
OG0005465	sp|Q9Y2D1|ATF5_HUMAN	tr|A0A6I9LX38|A0A6I9LX38_PERMB
OG0005466	sp|Q9Y2J0|RP3A_HUMAN	tr|A0A6J0DC52|A0A6J0DC52_PERMB
OG0005467	sp|Q9Y5X4|NR2E3_HUMAN	tr|A0A6I9L4K1|A0A6I9L4K1_PERMB
OG0005468	sp|Q9Y646|CBPQ_HUMAN	tr|A0A6J0DF07|A0A6J0DF07_PERMB
OG0005469	sp|Q9Y651|SOX21_HUMAN	tr|A0A6J0DIF3|A0A6J0DIF3_PERMB
OG0005470	sp|A6NC98|CC88B_HUMAN	tr|A0A6I9LBI3|A0A6I9LBI3_PERMB
OG0005471	sp|O14735|CDIPT_HUMAN	tr|A0A6I9LD86|A0A6I9LD86_PERMB
OG0005472	sp|O14757|CHK1_HUMAN	tr|A0A6I9LVL2|A0A6I9LVL2_PERMB
OG0005473	sp|O15155|BET1_HUMAN	tr|A0A6I9M0Y8|A0A6I9M0Y8_PERMB
OG0005474	sp|O15264|MK13_HUMAN	tr|A0A6I9LQ93|A0A6I9LQ93_PERMB
OG0005475	sp|O43290|SNUT1_HUMAN	tr|A0A6J0DFE1|A0A6J0DFE1_PERMB
OG0005476	sp|O60271|JIP4_HUMAN	tr|A0A6J0E650|A0A6J0E650_PERMB
OG0005477	sp|O75309|CAD16_HUMAN	tr|A0A6I9L7D8|A0A6I9L7D8_PERMB
OG0005478	sp|O75607|NPM3_HUMAN	tr|A0A6I9M6A1|A0A6I9M6A1_PERMB
OG0005479	sp|O94900|TOX_HUMAN	tr|A0A6I9M406|A0A6I9M406_PERMB
OG0005480	sp|O95400|CD2B2_HUMAN	tr|A0A6J0D9E5|A0A6J0D9E5_PERMB
OG0005481	sp|P27708|PYR1_HUMAN	tr|A0A6J0CNB2|A0A6J0CNB2_PERMB
OG0005482	sp|P28068|DMB_HUMAN	tr|A0A6I9MLA2|A0A6I9MLA2_PERMB
OG0005483	sp|P28336|NMBR_HUMAN	tr|A0A6I9L411|A0A6I9L411_PERMB
OG0005484	sp|P31314|TLX1_HUMAN	tr|A0A6I9M0K8|A0A6I9M0K8_PERMB
OG0005485	sp|P36956|SRBP1_HUMAN	tr|A0A6I9L9I1|A0A6I9L9I1_PERMB
OG0005486	sp|P37108|SRP14_HUMAN	tr|A0A6J0DEB3|A0A6J0DEB3_PERMB
OG0005487	sp|P39656|OST48_HUMAN	tr|A0A6I9LQZ8|A0A6I9LQZ8_PERMB
OG0005488	sp|P42338|PK3CB_HUMAN	tr|A0A6I9L1Z1|A0A6I9L1Z1_PERMB
OG0005489	sp|P49842|STK19_HUMAN	tr|A0A6I9MI15|A0A6I9MI15_PERMB
OG0005490	sp|P55316|FOXG1_HUMAN	tr|A0A6I9L9I2|A0A6I9L9I2_PERMB
OG0005491	sp|P63220|RS21_HUMAN	tr|A0A6I9L3T2|A0A6I9L3T2_PERMB
OG0005492	sp|P81534|D103A_HUMAN	tr|A0A6I9MP72|A0A6I9MP72_PERMB
OG0005493	sp|Q01804|OTUD4_HUMAN	tr|A0A6I9KVN5|A0A6I9KVN5_PERMB
OG0005494	sp|Q02156|KPCE_HUMAN	tr|A0A6I9LMC7|A0A6I9LMC7_PERMB
OG0005495	sp|Q13111|CAF1A_HUMAN	tr|A0A6I9LG56|A0A6I9LG56_PERMB
OG0005496	sp|Q13459|MYO9B_HUMAN	tr|A0A6J0E5N0|A0A6J0E5N0_PERMB
OG0005497	sp|Q16549|PCSK7_HUMAN	tr|A0A6I9M3X8|A0A6I9M3X8_PERMB
OG0005498	sp|Q16816|PHKG1_HUMAN	tr|A0A6I9L134|A0A6I9L134_PERMB
OG0005499	sp|Q16831|UPP1_HUMAN	tr|A0A6J0CXL1|A0A6J0CXL1_PERMB
OG0005500	sp|Q3C1V8|BSH_HUMAN	tr|A0A6I9LML6|A0A6I9LML6_PERMB
OG0005501	sp|Q49A26|GLYR1_HUMAN	tr|A0A6J0DS02|A0A6J0DS02_PERMB
OG0005502	sp|Q5H913|AR13A_HUMAN	tr|A0A6I9LXV1|A0A6I9LXV1_PERMB
OG0005503	sp|Q5JRA6|TGO1_HUMAN	tr|A0A6I9M1I1|A0A6I9M1I1_PERMB
OG0005504	sp|Q68CP9|ARID2_HUMAN	tr|A0A6I9LB57|A0A6I9LB57_PERMB
OG0005505	sp|Q6NXP6|NXRD1_HUMAN	tr|A0A6I9M669|A0A6I9M669_PERMB
OG0005506	sp|Q6P995|F171B_HUMAN	tr|A0A6I9MD99|A0A6I9MD99_PERMB
OG0005507	sp|Q6PJG2|MDEAS_HUMAN	tr|A0A6I9LFP7|A0A6I9LFP7_PERMB
OG0005508	sp|Q6TFL4|KLH24_HUMAN	tr|A0A6J0E3T3|A0A6J0E3T3_PERMB
OG0005509	sp|Q6UX72|B3GN9_HUMAN	tr|A0A6I9LYM8|A0A6I9LYM8_PERMB
OG0005510	sp|Q6ZMG9|CERS6_HUMAN	tr|A0A6I9L3J0|A0A6I9L3J0_PERMB
OG0005511	sp|Q6ZWL3|CP4V2_HUMAN	tr|A0A6I9L0A4|A0A6I9L0A4_PERMB
OG0005512	sp|Q7Z6E9|RBBP6_HUMAN	tr|A0A6I9LPP6|A0A6I9LPP6_PERMB
OG0005513	sp|Q86W47|KCMB4_HUMAN	tr|A0A6I9M276|A0A6I9M276_PERMB
OG0005514	sp|Q8IVW6|ARI3B_HUMAN	tr|A0A6J0E2M0|A0A6J0E2M0_PERMB
OG0005515	sp|Q8IXQ6|PARP9_HUMAN	tr|A0A6I9L843|A0A6I9L843_PERMB
OG0005516	sp|Q8IYL2|TRM44_HUMAN	tr|A0A6I9LW09|A0A6I9LW09_PERMB
OG0005517	sp|Q8IYR0|CF206_HUMAN	tr|A0A6I9L9L9|A0A6I9L9L9_PERMB
OG0005518	sp|Q8N3X1|FNBP4_HUMAN	tr|A0A6I9LID7|A0A6I9LID7_PERMB
OG0005519	sp|Q8N967|LRTM2_HUMAN	tr|A0A6J0E3P3|A0A6J0E3P3_PERMB
OG0005520	sp|Q8NCL9|APCDL_HUMAN	tr|A0A6J0D5M5|A0A6J0D5M5_PERMB
OG0005521	sp|Q8TB22|SPT20_HUMAN	tr|A0A6J0EBH8|A0A6J0EBH8_PERMB
OG0005522	sp|Q8TE68|ES8L1_HUMAN	tr|A0A6J0CP12|A0A6J0CP12_PERMB
OG0005523	sp|Q8WU10|PYRD1_HUMAN	tr|A0A6I9L4L7|A0A6I9L4L7_PERMB
OG0005524	sp|Q8WV35|LRC29_HUMAN	tr|A0A6J0DZH8|A0A6J0DZH8_PERMB
OG0005525	sp|Q8WWR8|NEUR4_HUMAN	tr|A0A6I9LX87|A0A6I9LX87_PERMB
OG0005526	sp|Q8WXF3|REL3_HUMAN	tr|A0A6I9MCP0|A0A6I9MCP0_PERMB
OG0005527	sp|Q8WZ73|RFFL_HUMAN	tr|A0A6J0E810|A0A6J0E810_PERMB
OG0005528	sp|Q969Q5|RAB24_HUMAN	tr|A0A6I9LCP5|A0A6I9LCP5_PERMB
OG0005529	sp|Q969R8|ITFG2_HUMAN	tr|A0A6I9LTC8|A0A6I9LTC8_PERMB
OG0005530	sp|Q96CQ1|S2536_HUMAN	tr|A0A6I9L1G8|A0A6I9L1G8_PERMB
OG0005531	sp|Q9BQI7|PSD2_HUMAN	tr|A0A6J0EES5|A0A6J0EES5_PERMB
OG0005532	sp|Q9BRS8|LARP6_HUMAN	tr|A0A6I9L1B1|A0A6I9L1B1_PERMB
OG0005533	sp|Q9BTD8|RBM42_HUMAN	tr|A0A6I9LTX5|A0A6I9LTX5_PERMB
OG0005534	sp|Q9BV23|ABHD6_HUMAN	tr|A0A6J0CLH5|A0A6J0CLH5_PERMB
OG0005535	sp|Q9BYC5|FUT8_HUMAN	tr|A0A6I9KY59|A0A6I9KY59_PERMB
OG0005536	sp|Q9H0A6|RNF32_HUMAN	tr|A0A6J0CSJ9|A0A6J0CSJ9_PERMB
OG0005537	sp|Q9H4A4|AMPB_HUMAN	tr|A0A6I9LUP6|A0A6I9LUP6_PERMB
OG0005538	sp|Q9NP74|PALMD_HUMAN	tr|A0A6I9LIW2|A0A6I9LIW2_PERMB
OG0005539	sp|Q9NTN9|SEM4G_HUMAN	tr|A0A6J0E6L9|A0A6J0E6L9_PERMB
OG0005540	sp|Q9UNX4|WDR3_HUMAN	tr|A0A6J0DUF3|A0A6J0DUF3_PERMB
OG0005541	sp|Q9Y295|DRG1_HUMAN	tr|A0A6I9L7W5|A0A6I9L7W5_PERMB
OG0005542	sp|O15381|NVL_HUMAN	tr|A0A6J0D1H1|A0A6J0D1H1_PERMB
OG0005543	sp|O60921|HUS1_HUMAN	tr|A0A6I9KXY7|A0A6I9KXY7_PERMB
OG0005544	sp|O75689|ADAP1_HUMAN	tr|A0A6I9MBQ0|A0A6I9MBQ0_PERMB
OG0005545	sp|O76083|PDE9A_HUMAN	tr|A0A6J0EAG7|A0A6J0EAG7_PERMB
OG0005546	sp|O95059|RPP14_HUMAN	tr|A0A6I9M9F2|A0A6I9M9F2_PERMB
OG0005547	sp|P09012|SNRPA_HUMAN	tr|A0A6I9MIL7|A0A6I9MIL7_PERMB
OG0005548	sp|P09471|GNAO_HUMAN	tr|A0A6I9LMA9|A0A6I9LMA9_PERMB
OG0005549	sp|P0C7W0|PRR29_HUMAN	tr|A0A6J0D8T2|A0A6J0D8T2_PERMB
OG0005550	sp|P0CJ78|ZN865_HUMAN	tr|A0A6I9M9G5|A0A6I9M9G5_PERMB
OG0005551	sp|P10275|ANDR_HUMAN	tr|A0A6I9LRL3|A0A6I9LRL3_PERMB
OG0005552	sp|P13349|MYF5_HUMAN	tr|A0A6I9LIF9|A0A6I9LIF9_PERMB
OG0005553	sp|P18075|BMP7_HUMAN	tr|A0A6J0E1Z2|A0A6J0E1Z2_PERMB
OG0005554	sp|P18084|ITB5_HUMAN	tr|A0A6I9LBN7|A0A6I9LBN7_PERMB
OG0005555	sp|P19419|ELK1_HUMAN	tr|A0A6I9M895|A0A6I9M895_PERMB
OG0005556	sp|P23327|SRCH_HUMAN	tr|A0A6I9M282|A0A6I9M282_PERMB
OG0005557	sp|P28065|PSB9_HUMAN	tr|A0A6I9MMZ3|A0A6I9MMZ3_PERMB
OG0005558	sp|P29353|SHC1_HUMAN	tr|A0A6I9LFH7|A0A6I9LFH7_PERMB
OG0005559	sp|P42702|LIFR_HUMAN	tr|A0A6I9LDH3|A0A6I9LDH3_PERMB
OG0005560	sp|P51665|PSMD7_HUMAN	tr|A0A6I9L789|A0A6I9L789_PERMB
OG0005561	sp|P51787|KCNQ1_HUMAN	tr|A0A6I9LHQ5|A0A6I9LHQ5_PERMB
OG0005562	sp|P53804|TTC3_HUMAN	tr|A0A6J0DK21|A0A6J0DK21_PERMB
OG0005563	sp|P55042|RAD_HUMAN	tr|A0A6I9LKB6|A0A6I9LKB6_PERMB
OG0005564	sp|P56557|TM50B_HUMAN	tr|A0A6I9LS71|A0A6I9LS71_PERMB
OG0005565	sp|P78346|RPP30_HUMAN	tr|A0A6J0E927|A0A6J0E927_PERMB
OG0005566	sp|P82673|RT35_HUMAN	tr|A0A6I9M302|A0A6I9M302_PERMB
OG0005567	sp|Q08AM6|VAC14_HUMAN	tr|A0A6I9LAS4|A0A6I9LAS4_PERMB
OG0005568	sp|Q0VAA2|LR74A_HUMAN	tr|A0A6J0EAI7|A0A6J0EAI7_PERMB
OG0005569	sp|Q15149|PLEC_HUMAN	tr|A0A6J0E623|A0A6J0E623_PERMB
OG0005570	sp|Q15334|L2GL1_HUMAN	tr|A0A6J0CZW4|A0A6J0CZW4_PERMB
OG0005571	sp|Q15653|IKBB_HUMAN	tr|A0A6I9LTQ3|A0A6I9LTQ3_PERMB
OG0005572	sp|Q16134|ETFD_HUMAN	tr|A0A6I9LMA3|A0A6I9LMA3_PERMB
OG0005573	sp|Q5J8M3|EMC4_HUMAN	tr|A0A6I9LY98|A0A6I9LY98_PERMB
OG0005574	sp|Q5QNW6|H2B2F_HUMAN	tr|A0A6J0DUX1|A0A6J0DUX1_PERMB
OG0005575	sp|Q5TGP6|MROH9_HUMAN	tr|A0A6I9LC58|A0A6I9LC58_PERMB
OG0005576	sp|Q5TH69|BIG3_HUMAN	tr|A0A6I9LLL2|A0A6I9LLL2_PERMB
OG0005577	sp|Q6P0A1|F180B_HUMAN	tr|A0A6I9MQG2|A0A6I9MQG2_PERMB
OG0005578	sp|Q6P158|DHX57_HUMAN	tr|A0A6I9M2V6|A0A6I9M2V6_PERMB
OG0005579	sp|Q6PI78|TMM65_HUMAN	tr|A0A6I9MAX7|A0A6I9MAX7_PERMB
OG0005580	sp|Q6QNY1|BL1S2_HUMAN	tr|A0A6I9LU00|A0A6I9LU00_PERMB
OG0005581	sp|Q6UXU4|GSG1L_HUMAN	tr|A0A6I9LAT2|A0A6I9LAT2_PERMB
OG0005582	sp|Q6ZPD9|D19L3_HUMAN	tr|A0A6J0DT09|A0A6J0DT09_PERMB
OG0005583	sp|Q7RTV5|PXL2C_HUMAN	tr|A0A6I9LT55|A0A6I9LT55_PERMB
OG0005584	sp|Q7Z3Z2|RD3_HUMAN	tr|A0A6J0E943|A0A6J0E943_PERMB
OG0005585	sp|Q8N1Q1|CAH13_HUMAN	tr|A0A6I9MG92|A0A6I9MG92_PERMB
OG0005586	sp|Q8NBM8|PCYXL_HUMAN	tr|A0A6I9LJR9|A0A6I9LJR9_PERMB
OG0005587	sp|Q8NCE2|MTMRE_HUMAN	tr|A0A6I9M8T6|A0A6I9M8T6_PERMB
OG0005588	sp|Q8TC41|RN217_HUMAN	tr|A0A6I9LMN4|A0A6I9LMN4_PERMB
OG0005589	sp|Q8TDN6|BRX1_HUMAN	tr|A0A6I9M6V3|A0A6I9M6V3_PERMB
OG0005590	sp|Q8WUJ0|STYX_HUMAN	tr|A0A6I9MF11|A0A6I9MF11_PERMB
OG0005591	sp|Q8WUY8|NAT14_HUMAN	tr|A0A6J0CCT9|A0A6J0CCT9_PERMB
OG0005592	sp|Q8WVT3|TPC12_HUMAN	tr|A0A6I9M5C0|A0A6I9M5C0_PERMB
OG0005593	sp|Q8WXI9|P66B_HUMAN	tr|A0A6I9LBK4|A0A6I9LBK4_PERMB
OG0005594	sp|Q92832|NELL1_HUMAN	tr|A0A6I9LYW7|A0A6I9LYW7_PERMB
OG0005595	sp|Q96A98|TIP39_HUMAN	tr|A0A6I9LX71|A0A6I9LX71_PERMB
OG0005596	sp|Q96BT7|ALKB8_HUMAN	tr|A0A6I9LX23|A0A6I9LX23_PERMB
OG0005597	sp|Q96HR8|NAF1_HUMAN	tr|A0A6J0E7U5|A0A6J0E7U5_PERMB
OG0005598	sp|Q96MI9|CBPC4_HUMAN	tr|A0A6I9L1G4|A0A6I9L1G4_PERMB
OG0005599	sp|Q96SB8|SMC6_HUMAN	tr|A0A6J0CSH8|A0A6J0CSH8_PERMB
OG0005600	sp|Q9BRP8|PYM1_HUMAN	tr|A0A6J0E2H1|A0A6J0E2H1_PERMB
OG0005601	sp|Q9BUB5|MKNK1_HUMAN	tr|A0A6I9M2W1|A0A6I9M2W1_PERMB
OG0005602	sp|Q9H628|RERGL_HUMAN	tr|A0A6I9LC09|A0A6I9LC09_PERMB
OG0005603	sp|Q9HB21|PKHA1_HUMAN	tr|A0A6I9LD52|A0A6I9LD52_PERMB
OG0005604	sp|Q9NQ55|SSF1_HUMAN	tr|A0A6I9LYS0|A0A6I9LYS0_PERMB
OG0005605	sp|Q9NTX5|ECHD1_HUMAN	tr|A0A6I9M1R2|A0A6I9M1R2_PERMB
OG0005606	sp|Q9NVR7|TBCC1_HUMAN	tr|A0A6J0DUK2|A0A6J0DUK2_PERMB
OG0005607	sp|Q9NXW9|ALKB4_HUMAN	tr|A0A6I9KUM9|A0A6I9KUM9_PERMB
OG0005608	sp|Q9NYN1|RASLC_HUMAN	tr|A0A6I9LM53|A0A6I9LM53_PERMB
OG0005609	sp|Q9NYX4|CALY_HUMAN	tr|A0A6J0E398|A0A6J0E398_PERMB
OG0005610	sp|Q9NZD8|SPG21_HUMAN	tr|A0A6I9LAE0|A0A6I9LAE0_PERMB
OG0005611	sp|Q9UDY2|ZO2_HUMAN	tr|A0A6J0D8G9|A0A6J0D8G9_PERMB
OG0005612	sp|Q9UP79|ATS8_HUMAN	tr|A0A6I9LC81|A0A6I9LC81_PERMB
OG0005613	sp|Q9Y2G0|EFR3B_HUMAN	tr|A0A6I9LSB0|A0A6I9LSB0_PERMB
OG0005614	sp|Q9Y2N7|HIF3A_HUMAN	tr|A0A6I9M8D5|A0A6I9M8D5_PERMB
OG0005615	sp|Q9Y2X0|MED16_HUMAN	tr|A0A6I9LFY6|A0A6I9LFY6_PERMB
OG0005616	sp|Q9Y547|IFT25_HUMAN	tr|A0A6J0DA30|A0A6J0DA30_PERMB
OG0005617	sp|O00180|KCNK1_HUMAN	tr|A0A6I9LUT5|A0A6I9LUT5_PERMB
OG0005618	sp|O15126|SCAM1_HUMAN	tr|A0A6I9LDK3|A0A6I9LDK3_PERMB
OG0005619	sp|O75529|TAF5L_HUMAN	tr|A0A6J0ECF8|A0A6J0ECF8_PERMB
OG0005620	sp|O95388|CCN4_HUMAN	tr|A0A6I9LCB9|A0A6I9LCB9_PERMB
OG0005621	sp|O95727|CRTAM_HUMAN	tr|A0A6J0DJP5|A0A6J0DJP5_PERMB
OG0005622	sp|P02730|B3AT_HUMAN	tr|A0A6I9KT39|A0A6I9KT39_PERMB
OG0005623	sp|P04792|HSPB1_HUMAN	tr|A0A6I9L163|A0A6I9L163_PERMB
