Orthogroup	Homo_sapiens	Pteropus_vampyrus
OG0004981	sp|Q8NB37|GALD1_HUMAN	tr|A0A6P6BWJ3|A0A6P6BWJ3_PTEVA
OG0004982	sp|Q8NDW4|ZN248_HUMAN	tr|A0A6P6C3T0|A0A6P6C3T0_PTEVA
OG0004983	sp|Q8NDY3|ARHL1_HUMAN	tr|A0A6P3R9V7|A0A6P3R9V7_PTEVA
OG0004984	sp|Q8NEB9|PK3C3_HUMAN	tr|A0A6P6CJL5|A0A6P6CJL5_PTEVA
OG0004985	sp|Q8WYQ3|CHC10_HUMAN	tr|A0A6P3Q7V5|A0A6P3Q7V5_PTEVA
OG0004986	sp|Q8WZ79|DNS2B_HUMAN	tr|A0A6P3Q448|A0A6P3Q448_PTEVA
OG0004987	sp|Q96AM1|MRGRF_HUMAN	tr|A0A6P3S0K9|A0A6P3S0K9_PTEVA
OG0004988	sp|Q96DY2|DRC10_HUMAN	tr|A0A6P3Q7I3|A0A6P3Q7I3_PTEVA
OG0004989	sp|Q96EV8|DTBP1_HUMAN	tr|A0A6P3QJ56|A0A6P3QJ56_PTEVA
OG0004990	sp|Q96FW1|OTUB1_HUMAN	tr|A0A6P3QQ43|A0A6P3QQ43_PTEVA
OG0004991	sp|Q96JZ2|HSH2D_HUMAN	tr|A0A6P3QHY8|A0A6P3QHY8_PTEVA
OG0004992	sp|Q96K17|BT3L4_HUMAN	tr|A0A6P3R634|A0A6P3R634_PTEVA
OG0004993	sp|Q96SJ8|TSN18_HUMAN	tr|A0A6P3Q6X0|A0A6P3Q6X0_PTEVA
OG0004994	sp|Q99731|CCL19_HUMAN	tr|A0A6P3RUF5|A0A6P3RUF5_PTEVA
OG0004995	sp|Q9BRV8|SIKE1_HUMAN	tr|A0A6P3QIR9|A0A6P3QIR9_PTEVA
OG0004996	sp|Q9BT25|HAUS8_HUMAN	tr|A0A6P3QLA8|A0A6P3QLA8_PTEVA
OG0004997	sp|Q9BWK5|CYREN_HUMAN	tr|A0A6P3QGM3|A0A6P3QGM3_PTEVA
OG0004998	sp|Q9BZR6|RTN4R_HUMAN	tr|A0A6P3QLZ7|A0A6P3QLZ7_PTEVA
OG0004999	sp|Q9H1J5|WNT8A_HUMAN	tr|A0A6P3QAC3|A0A6P3QAC3_PTEVA
OG0005000	sp|Q9H981|ARP8_HUMAN	tr|A0A6P3RFY7|A0A6P3RFY7_PTEVA
OG0005001	sp|Q9NPD7|NRN1_HUMAN	tr|A0A6P3QI98|A0A6P3QI98_PTEVA
OG0005002	sp|Q9NRR3|C42S2_HUMAN	tr|A0A6P3Q7Y7|A0A6P3Q7Y7_PTEVA
OG0005003	sp|Q9NSN8|SNTG1_HUMAN	tr|A0A6P3QV60|A0A6P3QV60_PTEVA
OG0005004	sp|Q9NY61|AATF_HUMAN	tr|A0A6P3R9K6|A0A6P3R9K6_PTEVA
OG0005005	sp|Q9NZJ5|E2AK3_HUMAN	tr|A0A6P3RGD2|A0A6P3RGD2_PTEVA
OG0005006	sp|Q9P2N5|RBM27_HUMAN	tr|A0A6P3QZZ5|A0A6P3QZZ5_PTEVA
OG0005007	sp|Q9UBF6|RBX2_HUMAN	tr|A0A6P3Q1Y5|A0A6P3Q1Y5_PTEVA
OG0005008	sp|Q9UI47|CTNA3_HUMAN	tr|A0A6P6BLD1|A0A6P6BLD1_PTEVA
OG0005009	sp|Q9Y2I2|NTNG1_HUMAN	tr|A0A6P3QKJ7|A0A6P3QKJ7_PTEVA
OG0005010	sp|Q9Y6X5|ENPP4_HUMAN	tr|A0A6P3Q550|A0A6P3Q550_PTEVA
OG0005011	sp|O00124|UBXN8_HUMAN	tr|A0A6P3QTM1|A0A6P3QTM1_PTEVA
OG0005012	sp|O00213|APBB1_HUMAN	tr|A0A6P3S1A1|A0A6P3S1A1_PTEVA
OG0005013	sp|O00287|RFXAP_HUMAN	tr|A0A6P3Q739|A0A6P3Q739_PTEVA
OG0005014	sp|O14649|KCNK3_HUMAN	tr|A0A6P3Q9B3|A0A6P3Q9B3_PTEVA
OG0005015	sp|O15217|GSTA4_HUMAN	tr|A0A6P3RPD5|A0A6P3RPD5_PTEVA
OG0005016	sp|O43395|PRPF3_HUMAN	tr|A0A6P3RKQ7|A0A6P3RKQ7_PTEVA
OG0005017	sp|O43736|ITM2A_HUMAN	tr|A0A6P3RWA1|A0A6P3RWA1_PTEVA
OG0005018	sp|O43896|KIF1C_HUMAN	tr|A0A6P6CGP5|A0A6P6CGP5_PTEVA
OG0005019	sp|O75208|COQ9_HUMAN	tr|A0A6P6CGP0|A0A6P6CGP0_PTEVA
OG0005020	sp|O75596|CLC3A_HUMAN	tr|A0A6P3PW95|A0A6P3PW95_PTEVA
OG0005021	sp|O95178|NDUB2_HUMAN	tr|A0A6P3Q6G2|A0A6P3Q6G2_PTEVA
OG0005022	sp|O95470|SGPL1_HUMAN	tr|A0A6P6D1H9|A0A6P6D1H9_PTEVA
OG0005023	sp|P01133|EGF_HUMAN	tr|A0A6P3QAX8|A0A6P3QAX8_PTEVA
OG0005024	sp|P09017|HXC4_HUMAN	tr|A0A6P3RHJ9|A0A6P3RHJ9_PTEVA
OG0005025	sp|P17542|TAL1_HUMAN	tr|A0A6P3QKX2|A0A6P3QKX2_PTEVA
OG0005026	sp|P18846|ATF1_HUMAN	tr|A0A6P3QPC9|A0A6P3QPC9_PTEVA
OG0005027	sp|P21731|TA2R_HUMAN	tr|A0A6P6D2N0|A0A6P6D2N0_PTEVA
OG0005028	sp|P29459|IL12A_HUMAN	tr|A0A6P6BYT6|A0A6P6BYT6_PTEVA
OG0005029	sp|P30050|RL12_HUMAN	tr|A0A6P3QEB8|A0A6P3QEB8_PTEVA
OG0005030	sp|P35475|IDUA_HUMAN	tr|A0A6P6BLP7|A0A6P6BLP7_PTEVA
OG0005031	sp|P78362|SRPK2_HUMAN	tr|A0A6P6D1W9|A0A6P6D1W9_PTEVA
OG0005032	sp|Q07021|C1QBP_HUMAN	tr|A0A6P3Q713|A0A6P3Q713_PTEVA
OG0005033	sp|Q12778|FOXO1_HUMAN	tr|A0A6P6CY85|A0A6P6CY85_PTEVA
OG0005034	sp|Q13939|CALI_HUMAN	tr|A0A6P3QI07|A0A6P3QI07_PTEVA
OG0005035	sp|Q53RE8|ANR39_HUMAN	tr|A0A6P3REX2|A0A6P3REX2_PTEVA
OG0005036	sp|Q6P988|NOTUM_HUMAN	tr|A0A6P3QYK8|A0A6P3QYK8_PTEVA
OG0005037	sp|Q6QHK4|FIGLA_HUMAN	tr|A0A6P3QIV9|A0A6P3QIV9_PTEVA
OG0005038	sp|Q70EL3|UBP50_HUMAN	tr|A0A6P3PTL3|A0A6P3PTL3_PTEVA
OG0005039	sp|Q7L2E3|DHX30_HUMAN	tr|A0A6P6BMI4|A0A6P6BMI4_PTEVA
OG0005040	sp|Q7Z3T8|ZFY16_HUMAN	tr|A0A6P3R5X9|A0A6P3R5X9_PTEVA
OG0005041	sp|Q7Z6J0|SH3R1_HUMAN	tr|A0A6P6CGV4|A0A6P6CGV4_PTEVA
OG0005042	sp|Q86W92|LIPB1_HUMAN	tr|A0A6P3QQ24|A0A6P3QQ24_PTEVA
OG0005043	sp|Q8IXS0|F217A_HUMAN	tr|A0A6P3QJM8|A0A6P3QJM8_PTEVA
OG0005044	sp|Q8N2A8|PLD6_HUMAN	tr|A0A6P3RFE7|A0A6P3RFE7_PTEVA
OG0005045	sp|Q8N2K1|UB2J2_HUMAN	tr|A0A6P6BQL8|A0A6P6BQL8_PTEVA
OG0005046	sp|Q8N6S4|AN13C_HUMAN	tr|A0A6P3QFE9|A0A6P3QFE9_PTEVA
OG0005047	sp|Q8NA72|POC5_HUMAN	tr|A0A6P3RFZ4|A0A6P3RFZ4_PTEVA
OG0005048	sp|Q8ND23|CARL3_HUMAN	tr|A0A6P3RRH2|A0A6P3RRH2_PTEVA
OG0005049	sp|Q8NE62|CHDH_HUMAN	tr|A0A6P6BSH9|A0A6P6BSH9_PTEVA
OG0005050	sp|Q8TE77|SSH3_HUMAN	tr|A0A6P6C4J6|A0A6P6C4J6_PTEVA
OG0005051	sp|Q8WUU4|ZN296_HUMAN	tr|A0A6P3QNK2|A0A6P3QNK2_PTEVA
OG0005052	sp|Q92551|IP6K1_HUMAN	tr|A0A6P6BMK3|A0A6P6BMK3_PTEVA
OG0005053	sp|Q969W9|PMEPA_HUMAN	tr|A0A6P6CZS2|A0A6P6CZS2_PTEVA
OG0005054	sp|Q96AB3|ISOC2_HUMAN	tr|A0A6P3RB73|A0A6P3RB73_PTEVA
OG0005055	sp|Q96EN8|MOCOS_HUMAN	tr|A0A6P6CIM8|A0A6P6CIM8_PTEVA
OG0005056	sp|Q96QV1|HHIP_HUMAN	tr|A0A6P3Q6E7|A0A6P3Q6E7_PTEVA
OG0005057	sp|Q96RR1|PEO1_HUMAN	tr|A0A6P3RGX1|A0A6P3RGX1_PTEVA
OG0005058	sp|Q9BQA9|CYBC1_HUMAN	tr|A0A6P6D3X8|A0A6P6D3X8_PTEVA
OG0005059	sp|Q9BVS4|RIOK2_HUMAN	tr|A0A6P3R7M2|A0A6P3R7M2_PTEVA
OG0005060	sp|Q9C0K1|S39A8_HUMAN	tr|A0A6P6CI75|A0A6P6CI75_PTEVA
OG0005061	sp|Q9H2S5|RNF39_HUMAN	tr|A0A6P3RZ94|A0A6P3RZ94_PTEVA
OG0005062	sp|Q9H488|OFUT1_HUMAN	tr|A0A6P6BVA9|A0A6P6BVA9_PTEVA
OG0005063	sp|Q9HCD6|TANC2_HUMAN	tr|A0A6P3QVF6|A0A6P3QVF6_PTEVA
OG0005064	sp|Q9NPJ6|MED4_HUMAN	tr|A0A6P3QUY6|A0A6P3QUY6_PTEVA
OG0005065	sp|Q9NX62|IMPA3_HUMAN	tr|A0A6P3QBL4|A0A6P3QBL4_PTEVA
OG0005066	sp|Q9UKG9|OCTC_HUMAN	tr|A0A6P3QLQ7|A0A6P3QLQ7_PTEVA
OG0005067	sp|Q9UP52|TFR2_HUMAN	tr|A0A6P3QSY0|A0A6P3QSY0_PTEVA
OG0005068	sp|Q9UQ10|DHDH_HUMAN	tr|A0A6P3RER6|A0A6P3RER6_PTEVA
OG0005069	sp|Q9UQE7|SMC3_HUMAN	tr|A0A6P3QF74|A0A6P3QF74_PTEVA
OG0005070	sp|Q9Y289|SC5A6_HUMAN	tr|A0A6P3PVW4|A0A6P3PVW4_PTEVA
OG0005071	sp|Q9Y2C2|UST_HUMAN	tr|A0A6P6C9M3|A0A6P6C9M3_PTEVA
OG0005072	sp|Q9Y3A2|UTP11_HUMAN	tr|A0A6P3RM23|A0A6P3RM23_PTEVA
OG0005073	sp|Q9Y5C1|ANGL3_HUMAN	tr|A0A6P3QNL3|A0A6P3QNL3_PTEVA
OG0005074	sp|Q9Y6Q2|STON1_HUMAN	tr|A0A6P3QKX4|A0A6P3QKX4_PTEVA
OG0005076	sp|O14836|TR13B_HUMAN	tr|A0A6P3R715|A0A6P3R715_PTEVA
OG0005077	sp|O43516|WIPF1_HUMAN	tr|A0A6P3Q7J9|A0A6P3Q7J9_PTEVA
OG0005078	sp|O60760|HPGDS_HUMAN	tr|A0A6P3PZT8|A0A6P3PZT8_PTEVA
OG0005079	sp|O76024|WFS1_HUMAN	tr|A0A6P3RG84|A0A6P3RG84_PTEVA
OG0005080	sp|O95428|PPN_HUMAN	tr|A0A6P6CZS1|A0A6P6CZS1_PTEVA
OG0005081	sp|P10074|TZAP_HUMAN	tr|A0A6P3QV98|A0A6P3QV98_PTEVA
OG0005082	sp|P14550|AK1A1_HUMAN	tr|A0A6P3QTN1|A0A6P3QTN1_PTEVA
OG0005083	sp|P15514|AREG_HUMAN	tr|A0A6P3QE65|A0A6P3QE65_PTEVA
OG0005084	sp|P17661|DESM_HUMAN	tr|A0A6P6CDQ1|A0A6P6CDQ1_PTEVA
OG0005085	sp|P22736|NR4A1_HUMAN	tr|A0A6P3RW22|A0A6P3RW22_PTEVA
OG0005086	sp|P32969|RL9_HUMAN	tr|A0A6P3QP58|A0A6P3QP58_PTEVA
OG0005087	sp|P41222|PTGDS_HUMAN	tr|A0A6P6CXF5|A0A6P6CXF5_PTEVA
OG0005088	sp|P48048|KCNJ1_HUMAN	tr|A0A6P6BWR4|A0A6P6BWR4_PTEVA
OG0005089	sp|P78549|NTH_HUMAN	tr|A0A6P3RCY9|A0A6P3RCY9_PTEVA
OG0005090	sp|Q01201|RELB_HUMAN	tr|A0A6P6CVV0|A0A6P6CVV0_PTEVA
OG0005091	sp|Q03431|PTH1R_HUMAN	tr|A0A6P6BMM6|A0A6P6BMM6_PTEVA
OG0005092	sp|Q13562|NDF1_HUMAN	tr|A0A6P3Q997|A0A6P3Q997_PTEVA
OG0005093	sp|Q14166|TTL12_HUMAN	tr|A0A6P3R336|A0A6P3R336_PTEVA
OG0005094	sp|Q14451|GRB7_HUMAN	tr|A0A6P6BZZ9|A0A6P6BZZ9_PTEVA
OG0005095	sp|Q15726|KISS1_HUMAN	tr|A0A6P6D2Q5|A0A6P6D2Q5_PTEVA
OG0005096	sp|Q16629|SRSF7_HUMAN	tr|A0A6P3QAJ1|A0A6P3QAJ1_PTEVA
OG0005097	sp|Q24JQ0|TM241_HUMAN	tr|A0A6P3Q8L2|A0A6P3Q8L2_PTEVA
OG0005098	sp|Q49B96|COX19_HUMAN	tr|A0A6P3Q043|A0A6P3Q043_PTEVA
OG0005099	sp|Q5HYW2|NHSL2_HUMAN	tr|A0A6P3RHZ2|A0A6P3RHZ2_PTEVA
OG0005100	sp|Q5T749|KPRP_HUMAN	tr|A0A6P3RLK7|A0A6P3RLK7_PTEVA
OG0005101	sp|Q5T8I3|F102B_HUMAN	tr|A0A6P3QNT9|A0A6P3QNT9_PTEVA
OG0005102	sp|Q5TFE4|NT5D1_HUMAN	tr|A0A6P3QH60|A0A6P3QH60_PTEVA
OG0005103	sp|Q6ZMZ0|RN19B_HUMAN	tr|A0A6P6CCH3|A0A6P6CCH3_PTEVA
OG0005104	sp|Q7L4I2|RSRC2_HUMAN	tr|A0A6P3Q799|A0A6P3Q799_PTEVA
OG0005105	sp|Q7RTS9|DYM_HUMAN	tr|A0A6P6CHQ0|A0A6P6CHQ0_PTEVA
OG0005106	sp|Q7Z5Q5|DPOLN_HUMAN	tr|A0A6P6BLR9|A0A6P6BLR9_PTEVA
OG0005107	sp|Q86VZ6|JAZF1_HUMAN	tr|A0A6P6CIU7|A0A6P6CIU7_PTEVA
OG0005108	sp|Q86W56|PARG_HUMAN	tr|A0A6P3PY62|A0A6P3PY62_PTEVA
OG0005109	sp|Q86YL7|PDPN_HUMAN	tr|A0A6P3QAV7|A0A6P3QAV7_PTEVA
OG0005110	sp|Q8IYD8|FANCM_HUMAN	tr|A0A6P6BS70|A0A6P6BS70_PTEVA
OG0005111	sp|Q8N137|CNTRB_HUMAN	tr|A0A6P6CF49|A0A6P6CF49_PTEVA
OG0005112	sp|Q8N6T0|TO6BL_HUMAN	tr|A0A6P6CW28|A0A6P6CW28_PTEVA
OG0005113	sp|Q8TC76|F110B_HUMAN	tr|A0A6P3Q142|A0A6P3Q142_PTEVA
OG0005114	sp|Q92759|TF2H4_HUMAN	tr|A0A6P3RJ66|A0A6P3RJ66_PTEVA
OG0005115	sp|Q96CU9|FXRD1_HUMAN	tr|A0A6P3QJQ9|A0A6P3QJQ9_PTEVA
OG0005116	sp|Q96CW5|GCP3_HUMAN	tr|A0A6P6BUQ5|A0A6P6BUQ5_PTEVA
OG0005117	sp|Q96NL8|CF418_HUMAN	tr|A0A6P3QYF0|A0A6P3QYF0_PTEVA
OG0005118	sp|Q9BSH5|HDHD3_HUMAN	tr|A0A6P3Q776|A0A6P3Q776_PTEVA
OG0005119	sp|Q9BXD5|NPL_HUMAN	tr|A0A6P3Q5I8|A0A6P3Q5I8_PTEVA
OG0005120	sp|Q9BYV8|CEP41_HUMAN	tr|A0A6P6CCA7|A0A6P6CCA7_PTEVA
OG0005121	sp|Q9BZH6|WDR11_HUMAN	tr|A0A6P3QBL8|A0A6P3QBL8_PTEVA
OG0005122	sp|Q9H0C8|ILKAP_HUMAN	tr|A0A6P3R9Y3|A0A6P3R9Y3_PTEVA
OG0005123	sp|Q9H0R6|GATA_HUMAN	tr|A0A6P3QEI2|A0A6P3QEI2_PTEVA
OG0005124	sp|Q9H2P9|DPH5_HUMAN	tr|A0A6P3QR66|A0A6P3QR66_PTEVA
OG0005125	sp|Q9H6L5|RETR1_HUMAN	tr|A0A6P3QLJ8|A0A6P3QLJ8_PTEVA
OG0005126	sp|Q9H9L3|I20L2_HUMAN	tr|A0A6P6CRN9|A0A6P6CRN9_PTEVA
OG0005127	sp|Q9HC96|CAN10_HUMAN	tr|A0A6P6BPB4|A0A6P6BPB4_PTEVA
OG0005128	sp|Q9NVR2|INT10_HUMAN	tr|A0A6P3R4N5|A0A6P3R4N5_PTEVA
OG0005129	sp|Q9UBM1|PEMT_HUMAN	tr|A0A6P6CES7|A0A6P6CES7_PTEVA
OG0005130	sp|Q9UBY8|CLN8_HUMAN	tr|A0A6P3RN21|A0A6P3RN21_PTEVA
OG0005131	sp|Q9UBZ4|APEX2_HUMAN	tr|A0A6P3RY73|A0A6P3RY73_PTEVA
OG0005132	sp|Q9UHH9|IP6K2_HUMAN	tr|A0A6P6BMQ4|A0A6P6BMQ4_PTEVA
OG0005133	sp|Q9UIF8|BAZ2B_HUMAN	tr|A0A6P6CE02|A0A6P6CE02_PTEVA
OG0005134	sp|Q9UJX3|APC7_HUMAN	tr|A0A6P6C9B9|A0A6P6C9B9_PTEVA
OG0005135	sp|Q9ULX6|AKP8L_HUMAN	tr|A0A6P3RJA4|A0A6P3RJA4_PTEVA
OG0005136	sp|Q9UPM6|LHX6_HUMAN	tr|A0A6P6CHE0|A0A6P6CHE0_PTEVA
OG0005137	sp|Q9UPU9|SMAG1_HUMAN	tr|A0A6P3RLJ1|A0A6P3RLJ1_PTEVA
OG0005138	sp|Q9Y4K0|LOXL2_HUMAN	tr|A0A6P6BTD3|A0A6P6BTD3_PTEVA
OG0005139	sp|D3W0D1|KLRF2_HUMAN	tr|A0A6P6CQI7|A0A6P6CQI7_PTEVA
OG0005140	sp|O15211|RGL2_HUMAN	tr|A0A6P3QY57|A0A6P3QY57_PTEVA
OG0005141	sp|O43175|SERA_HUMAN	tr|A0A6P3QH25|A0A6P3QH25_PTEVA
OG0005142	sp|O43414|ERI3_HUMAN	tr|A0A6P3R044|A0A6P3R044_PTEVA
OG0005143	sp|O75312|ZPR1_HUMAN	tr|A0A6P3RHE9|A0A6P3RHE9_PTEVA
OG0005144	sp|O75473|LGR5_HUMAN	tr|A0A6P3RE44|A0A6P3RE44_PTEVA
OG0005145	sp|O94826|TOM70_HUMAN	tr|A0A6P3Q1V6|A0A6P3Q1V6_PTEVA
OG0005146	sp|P07237|PDIA1_HUMAN	tr|A0A6P3QZZ7|A0A6P3QZZ7_PTEVA
OG0005147	sp|P09669|COX6C_HUMAN	tr|A0A6P3R4U5|A0A6P3R4U5_PTEVA
OG0005148	sp|P15309|PPAP_HUMAN	tr|A0A6P3QU86|A0A6P3QU86_PTEVA
OG0005149	sp|P22914|CRYGS_HUMAN	tr|A0A6P6C2U2|A0A6P6C2U2_PTEVA
OG0005150	sp|P32754|HPPD_HUMAN	tr|A0A6P3PUM0|A0A6P3PUM0_PTEVA
OG0005151	sp|P50895|BCAM_HUMAN	tr|A0A6P6CUF7|A0A6P6CUF7_PTEVA
OG0005152	sp|P56817|BACE1_HUMAN	tr|A0A6P6C036|A0A6P6C036_PTEVA
OG0005153	sp|P60201|MYPR_HUMAN	tr|A0A6P3RL50|A0A6P3RL50_PTEVA
OG0005154	sp|Q07687|DLX2_HUMAN	tr|A0A6P3PXV7|A0A6P3PXV7_PTEVA
OG0005155	sp|Q10587|TEF_HUMAN	tr|A0A6P3QQT6|A0A6P3QQT6_PTEVA
OG0005156	sp|Q13099|IFT88_HUMAN	tr|A0A6P6CGT8|A0A6P6CGT8_PTEVA
OG0005157	sp|Q13190|STX5_HUMAN	tr|A0A6P3QMY2|A0A6P3QMY2_PTEVA
OG0005158	sp|Q14117|DPYS_HUMAN	tr|A0A6P3QZ64|A0A6P3QZ64_PTEVA
OG0005159	sp|Q1X8D7|LRC36_HUMAN	tr|A0A6P3RSE1|A0A6P3RSE1_PTEVA
OG0005160	sp|Q3ZCQ2|AX2R_HUMAN	tr|A0A6P6C700|A0A6P6C700_PTEVA
OG0005161	sp|Q52MB2|CC184_HUMAN	tr|A0A6P3QM04|A0A6P3QM04_PTEVA
OG0005162	sp|Q5JTD0|TJAP1_HUMAN	tr|A0A6P6C7T4|A0A6P6C7T4_PTEVA
OG0005163	sp|Q5JU69|TOR2A_HUMAN	tr|A0A6P3QSQ4|A0A6P3QSQ4_PTEVA
OG0005164	sp|Q5NUL3|FFAR4_HUMAN	tr|A0A6P3QLL5|A0A6P3QLL5_PTEVA
OG0005165	sp|Q5SW24|DACT2_HUMAN	tr|A0A6P3S0W6|A0A6P3S0W6_PTEVA
OG0005166	sp|Q5U651|RAIN_HUMAN	tr|A0A6P3R860|A0A6P3R860_PTEVA
OG0005167	sp|Q6AI39|BICRL_HUMAN	tr|A0A6P6C7P3|A0A6P6C7P3_PTEVA
OG0005168	sp|Q6UWD8|CP054_HUMAN	tr|A0A6P3RA13|A0A6P3RA13_PTEVA
OG0005169	sp|Q6WKZ4|RFIP1_HUMAN	tr|A0A6P3R2Z7|A0A6P3R2Z7_PTEVA
OG0005170	sp|Q6ZRK6|CCD73_HUMAN	tr|A0A6P6CLG8|A0A6P6CLG8_PTEVA
OG0005171	sp|Q86SG2|ANR23_HUMAN	tr|A0A6P3RNC8|A0A6P3RNC8_PTEVA
OG0005172	sp|Q86TJ2|TAD2B_HUMAN	tr|A0A6P3R9R9|A0A6P3R9R9_PTEVA
OG0005173	sp|Q86WK6|AMGO1_HUMAN	tr|A0A6P3QJT6|A0A6P3QJT6_PTEVA
OG0005174	sp|Q8IUW5|RELL1_HUMAN	tr|A0A6P3QF69|A0A6P3QF69_PTEVA
OG0005175	sp|Q8IZC6|CORA1_HUMAN	tr|A0A6P6CIJ5|A0A6P6CIJ5_PTEVA
OG0005176	sp|Q8N1G4|LRC47_HUMAN	tr|A0A6P3QSG2|A0A6P3QSG2_PTEVA
OG0005177	sp|Q8N456|LRC18_HUMAN	tr|A0A6P3PY39|A0A6P3PY39_PTEVA
OG0005178	sp|Q8N6N7|ACBD7_HUMAN	tr|A0A6P3QGQ0|A0A6P3QGQ0_PTEVA
OG0005179	sp|Q8N6P7|I22R1_HUMAN	tr|A0A6P3PY06|A0A6P3PY06_PTEVA
OG0005180	sp|Q8N8Z6|DCBD1_HUMAN	tr|A0A6P3QH41|A0A6P3QH41_PTEVA
OG0005181	sp|Q8N9Y4|F181A_HUMAN	tr|A0A6P3RQH8|A0A6P3RQH8_PTEVA
OG0005182	sp|Q8ND61|CC020_HUMAN	tr|A0A6P3QBI7|A0A6P3QBI7_PTEVA
OG0005183	sp|Q8NDV7|TNR6A_HUMAN	tr|A0A6P6BMT7|A0A6P6BMT7_PTEVA
OG0005184	sp|Q8NFZ8|CADM4_HUMAN	tr|A0A6P3QKG6|A0A6P3QKG6_PTEVA
OG0005185	sp|Q92994|TF3B_HUMAN	tr|A0A6P3REM2|A0A6P3REM2_PTEVA
OG0005186	sp|Q93015|NAA80_HUMAN	tr|A0A6P3QF39|A0A6P3QF39_PTEVA
OG0005187	sp|Q969G6|RIFK_HUMAN	tr|A0A6P6BRN0|A0A6P6BRN0_PTEVA
OG0005188	sp|Q96E40|SACA9_HUMAN	tr|A0A6P3R548|A0A6P3R548_PTEVA
OG0005189	sp|Q96EV2|RBM33_HUMAN	tr|A0A6P6CY79|A0A6P6CY79_PTEVA
OG0005190	sp|Q96FF9|CDCA5_HUMAN	tr|A0A6P6CXC6|A0A6P6CXC6_PTEVA
OG0005191	sp|Q96FX7|TRM61_HUMAN	tr|A0A6P6BSQ2|A0A6P6BSQ2_PTEVA
OG0005192	sp|Q96I82|KAZD1_HUMAN	tr|A0A6P6BT77|A0A6P6BT77_PTEVA
OG0005193	sp|Q99986|VRK1_HUMAN	tr|A0A6P6CYK1|A0A6P6CYK1_PTEVA
OG0005194	sp|Q9BX73|TM2D2_HUMAN	tr|A0A6P3R3S1|A0A6P3R3S1_PTEVA
OG0005195	sp|Q9BYD9|ACTT3_HUMAN	tr|A0A6P3RD62|A0A6P3RD62_PTEVA
OG0005196	sp|Q9H2A7|CXL16_HUMAN	tr|A0A6P3Q4M4|A0A6P3Q4M4_PTEVA
OG0005197	sp|Q9H4I3|TRABD_HUMAN	tr|A0A6P6C1E3|A0A6P6C1E3_PTEVA
OG0005198	sp|Q9NNW5|WDR6_HUMAN	tr|A0A6P3R0W2|A0A6P3R0W2_PTEVA
OG0005199	sp|Q9NX07|TSAP1_HUMAN	tr|A0A6P3PY96|A0A6P3PY96_PTEVA
OG0005200	sp|Q9Y4D8|HECD4_HUMAN	tr|A0A6P3Q555|A0A6P3Q555_PTEVA
OG0005201	sp|Q9Y5X5|NPFF2_HUMAN	tr|A0A6P6CGW4|A0A6P6CGW4_PTEVA
OG0005202	sp|Q9Y6Y9|LY96_HUMAN	tr|A0A6P3QI17|A0A6P3QI17_PTEVA
OG0005203	sp|A0A1B0GVG4|CC194_HUMAN	tr|A0A6P6CSP0|A0A6P6CSP0_PTEVA
OG0005204	sp|A2RUB6|CCD66_HUMAN	tr|A0A6P3QTC0|A0A6P3QTC0_PTEVA
OG0005205	sp|A4IF30|S35F4_HUMAN	tr|A0A6P3RL21|A0A6P3RL21_PTEVA
OG0005206	sp|A6NGE7|URAD_HUMAN	tr|A0A6P3QID7|A0A6P3QID7_PTEVA
OG0005207	sp|A8MYZ6|FOXO6_HUMAN	tr|A0A6P6BRP3|A0A6P6BRP3_PTEVA
OG0005208	sp|K9M1U5|IFNL4_HUMAN	tr|A0A6P3QXC9|A0A6P3QXC9_PTEVA
OG0005209	sp|O00139|KIF2A_HUMAN	tr|A0A6P3R5Q8|A0A6P3R5Q8_PTEVA
OG0005210	sp|O15355|PPM1G_HUMAN	tr|A0A6P3Q076|A0A6P3Q076_PTEVA
OG0005211	sp|O60882|MMP20_HUMAN	tr|A0A6P3RQM8|A0A6P3RQM8_PTEVA
OG0005212	sp|O95168|NDUB4_HUMAN	tr|A0A6P3QWJ9|A0A6P3QWJ9_PTEVA
OG0005213	sp|O95841|ANGL1_HUMAN	tr|A0A6P6CIA4|A0A6P6CIA4_PTEVA
OG0005214	sp|P02765|FETUA_HUMAN	tr|A0A6P3RV96|A0A6P3RV96_PTEVA
OG0005215	sp|P07498|CASK_HUMAN	tr|A0A6P3Q6F9|A0A6P3Q6F9_PTEVA
OG0005216	sp|P0C672|TSN19_HUMAN	tr|A0A6P3RFI9|A0A6P3RFI9_PTEVA
OG0005217	sp|P12643|BMP2_HUMAN	tr|A0A6P3QSV7|A0A6P3QSV7_PTEVA
OG0005218	sp|P13639|EF2_HUMAN	tr|A0A6P3RES0|A0A6P3RES0_PTEVA
OG0005219	sp|P20265|PO3F2_HUMAN	tr|A0A6P3QJK7|A0A6P3QJK7_PTEVA
OG0005220	sp|P22681|CBL_HUMAN	tr|A0A6P3RL98|A0A6P3RL98_PTEVA
OG0005221	sp|P23378|GCSP_HUMAN	tr|A0A6P3QJS5|A0A6P3QJS5_PTEVA
OG0005222	sp|P35227|PCGF2_HUMAN	tr|A0A6P3RJY6|A0A6P3RJY6_PTEVA
OG0005223	sp|P35914|HMGCL_HUMAN	tr|A0A6P6CCY8|A0A6P6CCY8_PTEVA
OG0005224	sp|P46063|RECQ1_HUMAN	tr|A0A6P3RGD8|A0A6P3RGD8_PTEVA
