Orthogroup	Homo_sapiens	Gorilla_gorilla_gorilla
OG0004450	sp|Q9H2H9|S38A1_HUMAN	tr|A0A2I2ZRG3|A0A2I2ZRG3_GORGO
OG0004451	sp|Q14511|CASL_HUMAN	tr|A0A2I2ZSB7|A0A2I2ZSB7_GORGO
OG0004452	sp|A8MVS5|HIDE1_HUMAN	tr|A0A2I2ZSF1|A0A2I2ZSF1_GORGO
OG0004453	sp|Q7Z3V5|ZN571_HUMAN	tr|A0A2I2ZUH9|A0A2I2ZUH9_GORGO
OG0004454	sp|Q7Z6K5|ARPIN_HUMAN	tr|G3QDZ0|G3QDZ0_GORGO
OG0004455	sp|O43623|SNAI2_HUMAN	tr|G3QF80|G3QF80_GORGO
OG0004456	sp|Q9Y483|MTF2_HUMAN	tr|G3QG43|G3QG43_GORGO
OG0004457	sp|Q9UKQ9|KLK9_HUMAN	tr|G3QGF3|G3QGF3_GORGO
OG0004458	sp|O95944|NCTR2_HUMAN	tr|G3QGJ3|G3QGJ3_GORGO
OG0004459	sp|O75871|CEAM4_HUMAN	tr|G3QHW3|G3QHW3_GORGO
OG0004460	sp|Q92900|RENT1_HUMAN	tr|G3QJH7|G3QJH7_GORGO
OG0004461	sp|Q9NWX5|ASB6_HUMAN	tr|G3QJN5|G3QJN5_GORGO
OG0004462	sp|Q96FT7|ASIC4_HUMAN	tr|G3QJT7|G3QJT7_GORGO
OG0004463	sp|Q9NVR0|KLH11_HUMAN	tr|G3QLY1|G3QLY1_GORGO
OG0004464	sp|P09417|DHPR_HUMAN	tr|G3QNB9|G3QNB9_GORGO
OG0004465	sp|Q86VD1|MORC1_HUMAN	tr|G3QNK7|G3QNK7_GORGO
OG0004466	sp|Q9NPC3|CIP1_HUMAN	tr|G3QPJ5|G3QPJ5_GORGO
OG0004467	sp|Q9NYL2|M3K20_HUMAN	tr|G3QSG6|G3QSG6_GORGO
OG0004468	sp|O75541|ZN821_HUMAN	tr|G3QSU1|G3QSU1_GORGO
OG0004469	sp|O95279|KCNK5_HUMAN	tr|G3QTD8|G3QTD8_GORGO
OG0004470	sp|Q5W0A0|ERI6B_HUMAN	tr|G3QU18|G3QU18_GORGO
OG0004471	sp|Q96CX6|LRC58_HUMAN	tr|G3QUN2|G3QUN2_GORGO
OG0004472	sp|Q8TB68|PRR7_HUMAN	tr|G3R2J8|G3R2J8_GORGO
OG0004473	sp|P63172|DYLT1_HUMAN	tr|G3R3B8|G3R3B8_GORGO
OG0004474	sp|P01833|PIGR_HUMAN	tr|G3R3E4|G3R3E4_GORGO
OG0004475	sp|Q96MX6|DAA10_HUMAN	tr|G3R448|G3R448_GORGO
OG0004476	sp|P30711|GSTT1_HUMAN	tr|G3R4P4|G3R4P4_GORGO
OG0004477	sp|Q86Y79|PTH_HUMAN	tr|G3R620|G3R620_GORGO
OG0004478	sp|Q6UWI2|PARM1_HUMAN	tr|G3R7B8|G3R7B8_GORGO
OG0004479	sp|Q9HCQ7|NPVF_HUMAN	tr|G3R8I6|G3R8I6_GORGO
OG0004480	sp|Q9Y3D0|CIA2B_HUMAN	tr|G3R9H1|G3R9H1_GORGO
OG0004481	sp|Q96JP9|CDHR1_HUMAN	tr|G3RAI3|G3RAI3_GORGO
OG0004482	sp|P35659|DEK_HUMAN	tr|G3RAQ8|G3RAQ8_GORGO
OG0004483	sp|Q9H4Z2|ZN335_HUMAN	tr|G3RCJ8|G3RCJ8_GORGO
OG0004484	sp|P08311|CATG_HUMAN	tr|G3RD46|G3RD46_GORGO
OG0004485	sp|Q7L590|MCM10_HUMAN	tr|G3RE50|G3RE50_GORGO
OG0004486	sp|Q9H6S0|YTDC2_HUMAN	tr|G3RES7|G3RES7_GORGO
OG0004487	sp|Q12849|GRSF1_HUMAN	tr|G3RFV9|G3RFV9_GORGO
OG0004488	sp|Q9BRJ9|MESP1_HUMAN	tr|G3RG42|G3RG42_GORGO
OG0004489	sp|Q96LL4|CH048_HUMAN	tr|G3RHY8|G3RHY8_GORGO
OG0004490	sp|A6NP61|ZAR1L_HUMAN	tr|G3RIB7|G3RIB7_GORGO
OG0004491	sp|Q8NI99|ANGL6_HUMAN	tr|G3RJA3|G3RJA3_GORGO
OG0004492	sp|Q8IZP6|R113B_HUMAN	tr|G3RML9|G3RML9_GORGO
OG0004493	sp|Q495C1|RN212_HUMAN	tr|G3RU07|G3RU07_GORGO
OG0004494	sp|Q9P0K8|FOXJ2_HUMAN	tr|G3RW41|G3RW41_GORGO
OG0004495	sp|Q9UQB3|CTND2_HUMAN	tr|G3RWI8|G3RWI8_GORGO
OG0004496	sp|Q6DD87|ZN787_HUMAN	tr|G3RXB1|G3RXB1_GORGO
OG0004497	sp|Q8IX03|KIBRA_HUMAN	tr|G3RYD7|G3RYD7_GORGO
OG0004498	sp|Q6T4P5|PLPR3_HUMAN	tr|G3RYS4|G3RYS4_GORGO
OG0004499	sp|O95049|ZO3_HUMAN	tr|G3S0I2|G3S0I2_GORGO
OG0004500	sp|Q17R55|F187B_HUMAN	tr|G3S1V7|G3S1V7_GORGO
OG0004501	sp|Q9H2Z4|NKX24_HUMAN	tr|G3S4L1|G3S4L1_GORGO
OG0004502	sp|O00213|APBB1_HUMAN	tr|G3S665|G3S665_GORGO
OG0004503	sp|Q96M94|KLH15_HUMAN	tr|G3S6V6|G3S6V6_GORGO
OG0004504	sp|P07237|PDIA1_HUMAN	tr|G3SBE9|G3SBE9_GORGO
OG0004505	sp|Q9NVV9|THAP1_HUMAN	tr|G3SK76|G3SK76_GORGO
OG0004506	sp|O60880|SH21A_HUMAN	tr|G3SKS3|G3SKS3_GORGO
OG0004507	sp|Q8N9Z2|CC71L_HUMAN	tr|A0A2I2Y5N8|A0A2I2Y5N8_GORGO
OG0004508	sp|Q8IVJ1|S41A1_HUMAN	tr|A0A2I2Y734|A0A2I2Y734_GORGO
OG0004509	sp|Q66K41|Z385C_HUMAN	tr|A0A2I2YEM8|A0A2I2YEM8_GORGO
OG0004510	sp|A0A1B0GUV1|CQ114_HUMAN	tr|A0A2I2YJA0|A0A2I2YJA0_GORGO
OG0004511	sp|Q9UKX5|ITA11_HUMAN	tr|A0A2I2Z570|A0A2I2Z570_GORGO
OG0004512	sp|Q8N7Y1|KIAS3_HUMAN	tr|A0A2I2ZB44|A0A2I2ZB44_GORGO
OG0004513	sp|A0A1B0GUX0|VAFNB_HUMAN	tr|A0A2I2ZHG0|A0A2I2ZHG0_GORGO
OG0004514	sp|P51674|GPM6A_HUMAN	tr|A0A2I2ZRH9|A0A2I2ZRH9_GORGO
OG0004516	sp|Q86XS8|GOLI_HUMAN	tr|G3QFP5|G3QFP5_GORGO
OG0004517	sp|P33241|LSP1_HUMAN	tr|G3QJ19|G3QJ19_GORGO
OG0004518	sp|P29373|RABP2_HUMAN	tr|G3QJ68|G3QJ68_GORGO
OG0004519	sp|Q8N0S2|SYCE1_HUMAN	tr|G3QLD7|G3QLD7_GORGO
OG0004520	sp|Q8N5D6|GBGT1_HUMAN	tr|G3QLN1|G3QLN1_GORGO
OG0004521	sp|Q9Y2T1|AXIN2_HUMAN	tr|G3QN00|G3QN00_GORGO
OG0004522	sp|Q8NG48|LINES_HUMAN	tr|G3QPN8|G3QPN8_GORGO
OG0004523	sp|Q5SYE7|NHSL1_HUMAN	tr|G3QPS3|G3QPS3_GORGO
OG0004524	sp|P11161|EGR2_HUMAN	tr|G3QRD6|G3QRD6_GORGO
OG0004525	sp|P36269|GGT5_HUMAN	tr|G3QRZ3|G3QRZ3_GORGO
OG0004526	sp|P50995|ANX11_HUMAN	tr|G3QST6|G3QST6_GORGO
OG0004527	sp|Q14165|MLEC_HUMAN	tr|G3QWB0|G3QWB0_GORGO
OG0004528	sp|Q96JP0|FEM1C_HUMAN	tr|G3QWB1|G3QWB1_GORGO
OG0004529	sp|Q9UBW7|ZMYM2_HUMAN	tr|G3QWU3|G3QWU3_GORGO
OG0004530	sp|P20585|MSH3_HUMAN	tr|G3R048|G3R048_GORGO
OG0004531	sp|Q96QK1|VPS35_HUMAN	tr|G3R0B1|G3R0B1_GORGO
OG0004532	sp|P03956|MMP1_HUMAN	tr|G3R0I7|G3R0I7_GORGO
OG0004533	sp|Q86WC4|OSTM1_HUMAN	tr|G3R0Y2|G3R0Y2_GORGO
OG0004534	sp|P55017|S12A3_HUMAN	tr|G3R3N4|G3R3N4_GORGO
OG0004535	sp|P20849|CO9A1_HUMAN	tr|G3R409|G3R409_GORGO
OG0004536	sp|Q6PIS1|S23A3_HUMAN	tr|G3R5I1|G3R5I1_GORGO
OG0004537	sp|Q9HCS5|E41LA_HUMAN	tr|G3R6I0|G3R6I0_GORGO
OG0004538	sp|A6H8Z2|F221B_HUMAN	tr|G3R6M7|G3R6M7_GORGO
OG0004539	sp|O75888|TNF13_HUMAN	tr|G3R7B3|G3R7B3_GORGO
OG0004540	sp|O15522|NKX28_HUMAN	tr|G3R7M9|G3R7M9_GORGO
OG0004541	sp|Q7Z2T5|TRM1L_HUMAN	tr|G3R7Y9|G3R7Y9_GORGO
OG0004542	sp|Q14627|I13R2_HUMAN	tr|G3R8Y4|G3R8Y4_GORGO
OG0004543	sp|Q99436|PSB7_HUMAN	tr|G3R8Z6|G3R8Z6_GORGO
OG0004544	sp|Q96QV1|HHIP_HUMAN	tr|G3RC18|G3RC18_GORGO
OG0004545	sp|Q9BXM7|PINK1_HUMAN	tr|G3RF52|G3RF52_GORGO
OG0004546	sp|P83111|LACTB_HUMAN	tr|G3RFD6|G3RFD6_GORGO
OG0004547	sp|Q6P9G0|CB5D1_HUMAN	tr|G3RH33|G3RH33_GORGO
OG0004548	sp|Q9H1Z9|TSN10_HUMAN	tr|G3RH86|G3RH86_GORGO
OG0004549	sp|Q9Y5U4|INSI2_HUMAN	tr|G3RIH5|G3RIH5_GORGO
OG0004550	sp|Q9BRG1|VPS25_HUMAN	tr|G3RIX9|G3RIX9_GORGO
OG0004551	sp|Q9UHP6|RSP14_HUMAN	tr|G3RJU8|G3RJU8_GORGO
OG0004552	sp|P59103|DAOA_HUMAN	tr|G3RP00|G3RP00_GORGO
OG0004553	sp|Q15050|RRS1_HUMAN	tr|G3RU40|G3RU40_GORGO
OG0004554	sp|Q9UNH5|CC14A_HUMAN	tr|G3RWW9|G3RWW9_GORGO
OG0004555	sp|Q8TAX0|OSR1_HUMAN	tr|G3RZR7|G3RZR7_GORGO
OG0004556	sp|Q1L5Z9|LONF2_HUMAN	tr|G3S278|G3S278_GORGO
OG0004557	sp|Q9BVC5|ASHWN_HUMAN	tr|G3S591|G3S591_GORGO
OG0004558	sp|Q6ZT52|FA43B_HUMAN	tr|G3S5D6|G3S5D6_GORGO
OG0004559	sp|Q9H0D6|XRN2_HUMAN	tr|G3SD30|G3SD30_GORGO
OG0004560	sp|Q02078|MEF2A_HUMAN	tr|G3SD93|G3SD93_GORGO
OG0004561	sp|Q8WXW3|PIBF1_HUMAN	tr|G3SDU5|G3SDU5_GORGO
OG0004562	sp|Q7Z4L5|TT21B_HUMAN	tr|G3SFF5|G3SFF5_GORGO
OG0004563	sp|O75925|PIAS1_HUMAN	tr|A0A2I2Y228|A0A2I2Y228_GORGO
OG0004564	sp|Q9NQV5|PRD11_HUMAN	tr|A0A2I2Y4L9|A0A2I2Y4L9_GORGO
OG0004565	sp|Q9HB96|FANCE_HUMAN	tr|A0A2I2YMJ7|A0A2I2YMJ7_GORGO
OG0004566	sp|P07992|ERCC1_HUMAN	tr|A0A2I2YPF0|A0A2I2YPF0_GORGO
OG0004567	sp|A0A087WV53|SPEGN_HUMAN	tr|A0A2I2YRW4|A0A2I2YRW4_GORGO
OG0004568	sp|Q9H668|STN1_HUMAN	tr|A0A2I2YS00|A0A2I2YS00_GORGO
OG0004569	sp|Q9BZX2|UCK2_HUMAN	tr|A0A2I2YXB8|A0A2I2YXB8_GORGO
OG0004570	sp|H3BRN8|PIRC2_HUMAN	tr|A0A2I2YXM8|A0A2I2YXM8_GORGO
OG0004571	sp|P06307|CCKN_HUMAN	tr|A0A2I2Z0S0|A0A2I2Z0S0_GORGO
OG0004572	sp|Q8IXF0|NPAS3_HUMAN	tr|A0A2I2Z118|A0A2I2Z118_GORGO
OG0004573	sp|Q96LC9|BMF_HUMAN	tr|A0A2I2Z168|A0A2I2Z168_GORGO
OG0004575	sp|Q96NN9|AIFM3_HUMAN	tr|A0A2I2Z4L5|A0A2I2Z4L5_GORGO
OG0004576	sp|Q6P387|CP046_HUMAN	tr|A0A2I2ZM95|A0A2I2ZM95_GORGO
OG0004577	sp|P38919|IF4A3_HUMAN	tr|A0A2I2ZN38|A0A2I2ZN38_GORGO
OG0004578	sp|Q8WWF6|DNJB3_HUMAN	tr|A0A2I2ZU63|A0A2I2ZU63_GORGO
OG0004579	sp|Q2TBE0|C19L2_HUMAN	tr|G3QCV0|G3QCV0_GORGO
OG0004580	sp|Q96N64|PWP2A_HUMAN	tr|G3QFT5|G3QFT5_GORGO
OG0004581	sp|P42226|STAT6_HUMAN	tr|G3QGF4|G3QGF4_GORGO
OG0004582	sp|Q96EY8|MMAB_HUMAN	tr|G3QH00|G3QH00_GORGO
OG0004583	sp|Q8N801|STPG4_HUMAN	tr|G3QJ99|G3QJ99_GORGO
OG0004584	sp|P63215|GBG3_HUMAN	tr|G3QL06|G3QL06_GORGO
OG0004585	sp|O43681|GET3_HUMAN	tr|G3QS12|G3QS12_GORGO
OG0004586	sp|Q9P0B6|CC167_HUMAN	tr|G3QSA7|G3QSA7_GORGO
OG0004587	sp|Q9UHJ3|SMBT1_HUMAN	tr|G3QSK5|G3QSK5_GORGO
OG0004588	sp|P82930|RT34_HUMAN	tr|G3QTR6|G3QTR6_GORGO
OG0004589	sp|Q5T2E6|ARMD3_HUMAN	tr|G3QUJ7|G3QUJ7_GORGO
OG0004590	sp|Q8NEY1|NAV1_HUMAN	tr|G3QV71|G3QV71_GORGO
OG0004591	sp|P01286|SLIB_HUMAN	tr|G3QWX7|G3QWX7_GORGO
OG0004592	sp|P17050|NAGAB_HUMAN	tr|G3QXZ9|G3QXZ9_GORGO
OG0004593	sp|P27352|IF_HUMAN	tr|G3QYP7|G3QYP7_GORGO
OG0004594	sp|P35998|PRS7_HUMAN	tr|G3R1A6|G3R1A6_GORGO
OG0004595	sp|P10075|GLI4_HUMAN	tr|G3R1L3|G3R1L3_GORGO
OG0004596	sp|O43776|SYNC_HUMAN	tr|G3R1X4|G3R1X4_GORGO
OG0004597	sp|O60870|KIN17_HUMAN	tr|G3R2N2|G3R2N2_GORGO
OG0004598	sp|Q86YG4|NT5D4_HUMAN	tr|G3R2Q9|G3R2Q9_GORGO
OG0004599	sp|P02746|C1QB_HUMAN	tr|G3R3H6|G3R3H6_GORGO
OG0004600	sp|Q14746|COG2_HUMAN	tr|G3R4J5|G3R4J5_GORGO
OG0004601	sp|Q8IWV1|LAX1_HUMAN	tr|G3R4M8|G3R4M8_GORGO
OG0004602	sp|Q6UW56|ARAID_HUMAN	tr|G3R7J1|G3R7J1_GORGO
OG0004603	sp|Q8WWZ8|OIT3_HUMAN	tr|G3RAH7|G3RAH7_GORGO
OG0004604	sp|P60852|ZP1_HUMAN	tr|G3RCV9|G3RCV9_GORGO
OG0004605	sp|Q96HA4|CA159_HUMAN	tr|G3RE52|G3RE52_GORGO
OG0004606	sp|Q4KMP7|TB10B_HUMAN	tr|G3REE8|G3REE8_GORGO
OG0004607	sp|Q8NA19|LMBL4_HUMAN	tr|G3RGF4|G3RGF4_GORGO
OG0004608	sp|Q58A45|PAN3_HUMAN	tr|G3RJ20|G3RJ20_GORGO
OG0004609	sp|Q96DD0|LRC39_HUMAN	tr|G3RJQ9|G3RJQ9_GORGO
OG0004610	sp|Q9H7E9|CH033_HUMAN	tr|G3RKS6|G3RKS6_GORGO
OG0004611	sp|Q96HT8|MR1L1_HUMAN	tr|G3RMU4|G3RMU4_GORGO
OG0004612	sp|Q9NPG1|FZD3_HUMAN	tr|G3RNY6|G3RNY6_GORGO
OG0004613	sp|Q9BWU0|NADAP_HUMAN	tr|G3RQG3|G3RQG3_GORGO
OG0004614	sp|Q6ZYL4|TF2H5_HUMAN	tr|G3RTK3|G3RTK3_GORGO
OG0004615	sp|P0DPB6|RPAC2_HUMAN	tr|G3RWW1|G3RWW1_GORGO
OG0004616	sp|Q8NFY9|KBTB8_HUMAN	tr|G3RYR2|G3RYR2_GORGO
OG0004617	sp|Q0IIM8|TBC8B_HUMAN	tr|G3RZE1|G3RZE1_GORGO
OG0004618	sp|P0C7I6|CC159_HUMAN	tr|G3S1L2|G3S1L2_GORGO
OG0004619	sp|O15260|SURF4_HUMAN	tr|G3SD28|G3SD28_GORGO
OG0004620	sp|P20138|CD33_HUMAN	tr|G3SD55|G3SD55_GORGO
OG0004621	sp|Q8N653|LZTR1_HUMAN	tr|G3SFF8|G3SFF8_GORGO
OG0004622	sp|Q6PEZ8|PONL1_HUMAN	tr|G3SGU5|G3SGU5_GORGO
OG0004623	sp|Q68G74|LHX8_HUMAN	tr|G3SJ98|G3SJ98_GORGO
OG0004624	sp|Q15363|TMED2_HUMAN	tr|G3SJR9|G3SJR9_GORGO
OG0004625	sp|P0DMC3|ELA_HUMAN	tr|A0A2I2YSY2|A0A2I2YSY2_GORGO
OG0004626	sp|P49961|ENTP1_HUMAN	tr|A0A2I2Z1P5|A0A2I2Z1P5_GORGO
OG0004627	sp|Q92620|PRP16_HUMAN	tr|A0A2I2Z582|A0A2I2Z582_GORGO
OG0004628	sp|Q6ZN44|UNC5A_HUMAN	tr|A0A2I2Z6T8|A0A2I2Z6T8_GORGO
OG0004629	sp|P20916|MAG_HUMAN	tr|A0A2I2ZN10|A0A2I2ZN10_GORGO
OG0004630	sp|P22531|SPR2E_HUMAN	tr|A0A2I2ZQQ5|A0A2I2ZQQ5_GORGO
OG0004631	sp|Q14152|EIF3A_HUMAN	tr|G3QCT7|G3QCT7_GORGO
OG0004632	sp|Q9NSI5|IGSF5_HUMAN	tr|G3QD41|G3QD41_GORGO
OG0004633	sp|Q5SZD1|CF141_HUMAN	tr|G3QEC9|G3QEC9_GORGO
OG0004634	sp|Q8IZA3|H18_HUMAN	tr|G3QEM7|G3QEM7_GORGO
OG0004635	sp|P15173|MYOG_HUMAN	tr|G3QI77|G3QI77_GORGO
OG0004636	sp|Q9BVM2|DPCD_HUMAN	tr|G3QQQ9|G3QQQ9_GORGO
OG0004637	sp|Q7Z353|HDX_HUMAN	tr|G3QS18|G3QS18_GORGO
OG0004638	sp|Q9NRR1|CYTL1_HUMAN	tr|G3QV27|G3QV27_GORGO
OG0004639	sp|Q16787|LAMA3_HUMAN	tr|G3QV44|G3QV44_GORGO
OG0004640	sp|Q66K74|MAP1S_HUMAN	tr|G3QWC5|G3QWC5_GORGO
OG0004641	sp|P02786|TFR1_HUMAN	tr|G3QWC9|G3QWC9_GORGO
OG0004642	sp|P06703|S10A6_HUMAN	tr|G3QWD2|G3QWD2_GORGO
OG0004643	sp|Q86VN1|VPS36_HUMAN	tr|G3QYH7|G3QYH7_GORGO
OG0004644	sp|Q9UKD1|GMEB2_HUMAN	tr|G3QZY6|G3QZY6_GORGO
OG0004645	sp|O95396|MOCS3_HUMAN	tr|G3R0V0|G3R0V0_GORGO
OG0004646	sp|P07306|ASGR1_HUMAN	tr|G3R297|G3R297_GORGO
OG0004647	sp|Q92506|DHB8_HUMAN	tr|G3R2Z6|G3R2Z6_GORGO
OG0004648	sp|Q9BV81|EMC6_HUMAN	tr|G3R352|G3R352_GORGO
OG0004649	sp|P43694|GATA4_HUMAN	tr|G3R5D7|G3R5D7_GORGO
OG0004650	sp|Q01524|DEF6_HUMAN	tr|G3R5P2|G3R5P2_GORGO
OG0004651	sp|Q8N6G6|ATL1_HUMAN	tr|G3R5S1|G3R5S1_GORGO
OG0004652	sp|Q9BXM0|PRAX_HUMAN	tr|G3R616|G3R616_GORGO
OG0004653	sp|Q68CR7|LRC66_HUMAN	tr|G3R649|G3R649_GORGO
OG0004654	sp|O60216|RAD21_HUMAN	tr|G3R826|G3R826_GORGO
OG0004655	sp|Q504U0|CD046_HUMAN	tr|G3R8T3|G3R8T3_GORGO
OG0004656	sp|Q86UX7|URP2_HUMAN	tr|G3R8Y5|G3R8Y5_GORGO
OG0004657	sp|Q9ULK0|GRID1_HUMAN	tr|G3R9C0|G3R9C0_GORGO
OG0004658	sp|Q92499|DDX1_HUMAN	tr|G3R9U8|G3R9U8_GORGO
OG0004659	sp|Q9BQQ7|RTP3_HUMAN	tr|G3RC43|G3RC43_GORGO
OG0004660	sp|O96015|DNAL4_HUMAN	tr|G3RCG6|G3RCG6_GORGO
OG0004661	sp|P82914|RT15_HUMAN	tr|G3RCK0|G3RCK0_GORGO
OG0004662	sp|Q27J81|INF2_HUMAN	tr|G3RE45|G3RE45_GORGO
OG0004663	sp|Q16363|LAMA4_HUMAN	tr|G3RGA8|G3RGA8_GORGO
OG0004664	sp|Q14563|SEM3A_HUMAN	tr|G3RGH7|G3RGH7_GORGO
OG0004665	sp|P18545|CNRG_HUMAN	tr|G3RH90|G3RH90_GORGO
OG0004666	sp|Q9UBV8|PEF1_HUMAN	tr|G3RIK0|G3RIK0_GORGO
OG0004667	sp|Q69YU5|BWNIN_HUMAN	tr|G3RJ37|G3RJ37_GORGO
OG0004668	sp|Q2M329|CCD96_HUMAN	tr|G3RJT1|G3RJT1_GORGO
OG0004669	sp|Q96B97|SH3K1_HUMAN	tr|G3RV02|G3RV02_GORGO
OG0004670	sp|Q05823|RN5A_HUMAN	tr|G3RV93|G3RV93_GORGO
OG0004671	sp|Q6PI98|IN80C_HUMAN	tr|G3RZA7|G3RZA7_GORGO
OG0004672	sp|P42574|CASP3_HUMAN	tr|G3S0R4|G3S0R4_GORGO
OG0004673	sp|Q92963|RIT1_HUMAN	tr|G3S3A0|G3S3A0_GORGO
OG0004674	sp|P54710|ATNG_HUMAN	tr|G3S4V1|G3S4V1_GORGO
OG0004675	sp|Q4LE39|ARI4B_HUMAN	tr|G3S8K5|G3S8K5_GORGO
OG0004676	sp|P46060|RAGP1_HUMAN	tr|G3SCZ9|G3SCZ9_GORGO
OG0004677	sp|Q9NXP7|GIN1_HUMAN	tr|G3SDM7|G3SDM7_GORGO
OG0004678	sp|Q9NZU5|LMCD1_HUMAN	tr|G3SDR1|G3SDR1_GORGO
OG0004679	sp|O60669|MOT2_HUMAN	tr|G3SEK0|G3SEK0_GORGO
OG0004680	sp|Q96RB7|OR5MB_HUMAN	tr|G3SG91|G3SG91_GORGO
OG0004681	sp|Q9C099|LRCC1_HUMAN	tr|G3SHN8|G3SHN8_GORGO
OG0004682	sp|Q9UPC5|GPR34_HUMAN	sp|Q6XCF2|GPR34_GORGO
OG0004683	sp|Q6NUJ2|CK087_HUMAN	tr|A0A2I2Y2H1|A0A2I2Y2H1_GORGO
OG0004684	sp|Q7Z3B0|SIM15_HUMAN	tr|A0A2I2Y3E7|A0A2I2Y3E7_GORGO
OG0004685	sp|Q9NVX0|HAUS2_HUMAN	tr|A0A2I2Y5F1|A0A2I2Y5F1_GORGO
OG0004686	sp|Q9Y343|SNX24_HUMAN	tr|A0A2I2Y7M3|A0A2I2Y7M3_GORGO
OG0004687	sp|O95479|G6PE_HUMAN	tr|A0A2I2Y939|A0A2I2Y939_GORGO
OG0004688	sp|A0A1B0GTY4|TEX50_HUMAN	tr|A0A2I2YN56|A0A2I2YN56_GORGO
OG0004689	sp|Q2MV58|TECT1_HUMAN	tr|A0A2I2YWR6|A0A2I2YWR6_GORGO
OG0004690	sp|A6NM28|ZFP92_HUMAN	tr|A0A2I2YXR8|A0A2I2YXR8_GORGO
OG0004691	sp|Q86XR8|CEP57_HUMAN	tr|A0A2I2Z3E8|A0A2I2Z3E8_GORGO
OG0004692	sp|P0DI80|SMIM6_HUMAN	tr|A0A2I2Z7R8|A0A2I2Z7R8_GORGO
OG0004693	sp|Q96AX9|MIB2_HUMAN	tr|A0A2I2ZD20|A0A2I2ZD20_GORGO
OG0004694	sp|P10646|TFPI1_HUMAN	tr|A0A2I2ZNY5|A0A2I2ZNY5_GORGO
OG0004695	sp|O00399|DCTN6_HUMAN	tr|A0A2I2ZQF8|A0A2I2ZQF8_GORGO
OG0004696	sp|Q8WXF8|DEDD2_HUMAN	tr|A0A2I2ZWB2|A0A2I2ZWB2_GORGO
OG0004697	sp|P41162|ETV3_HUMAN	sp|A1YF15|ETV3_GORGO
OG0004698	sp|Q9H221|ABCG8_HUMAN	tr|G3QEC2|G3QEC2_GORGO
OG0004699	sp|Q9ULC8|ZDHC8_HUMAN	tr|G3QES5|G3QES5_GORGO
OG0004700	sp|P55145|MANF_HUMAN	tr|G3QFF0|G3QFF0_GORGO
OG0004701	sp|P32926|DSG3_HUMAN	tr|G3QFR0|G3QFR0_GORGO
OG0004702	sp|Q96C24|SYTL4_HUMAN	tr|G3QFR4|G3QFR4_GORGO
OG0004703	sp|Q5SWA1|PR15B_HUMAN	tr|G3QG83|G3QG83_GORGO
OG0004704	sp|Q53GS7|GLE1_HUMAN	tr|G3QG88|G3QG88_GORGO
OG0004705	sp|Q6NV74|CRCDL_HUMAN	tr|G3QHM3|G3QHM3_GORGO
OG0004706	sp|Q86TM6|SYVN1_HUMAN	tr|G3QJS6|G3QJS6_GORGO
OG0004707	sp|O95071|UBR5_HUMAN	tr|G3QKP2|G3QKP2_GORGO
OG0004708	sp|Q9NWV4|CZIB_HUMAN	tr|G3QN47|G3QN47_GORGO
OG0004709	sp|Q9NQG5|RPR1B_HUMAN	tr|G3QNP7|G3QNP7_GORGO
OG0004710	sp|Q9UHP9|SMPX_HUMAN	tr|G3QNY9|G3QNY9_GORGO
OG0004711	sp|Q7Z3Z2|RD3_HUMAN	tr|G3QP14|G3QP14_GORGO
OG0004712	sp|Q969X6|UTP4_HUMAN	tr|G3QPE7|G3QPE7_GORGO
OG0004713	sp|P78358|CTG1B_HUMAN	tr|G3QQD7|G3QQD7_GORGO
OG0004714	sp|Q5TC82|RC3H1_HUMAN	tr|G3QSI4|G3QSI4_GORGO
OG0004715	sp|Q9H1Z4|WDR13_HUMAN	tr|G3QSU9|G3QSU9_GORGO
OG0004716	sp|Q99549|MPP8_HUMAN	tr|G3QSY3|G3QSY3_GORGO
OG0004717	sp|O95897|NOE2_HUMAN	tr|G3QT74|G3QT74_GORGO
OG0004718	sp|Q01064|PDE1B_HUMAN	tr|G3QZ83|G3QZ83_GORGO
OG0004719	sp|Q9BYG5|PAR6B_HUMAN	tr|G3R493|G3R493_GORGO
OG0004720	sp|O14672|ADA10_HUMAN	tr|G3R524|G3R524_GORGO
OG0004721	sp|Q8N5H7|SH2D3_HUMAN	tr|G3R631|G3R631_GORGO
OG0004722	sp|O14807|RASM_HUMAN	tr|G3R673|G3R673_GORGO
OG0004723	sp|Q14CX5|MF13A_HUMAN	tr|G3R6J3|G3R6J3_GORGO
OG0004724	sp|Q9Y3Z3|SAMH1_HUMAN	tr|G3R6T5|G3R6T5_GORGO
OG0004725	sp|Q49MG5|MAP9_HUMAN	tr|G3R798|G3R798_GORGO
OG0004726	sp|Q9UPM8|AP4E1_HUMAN	tr|G3R7I6|G3R7I6_GORGO
OG0004727	sp|Q06828|FMOD_HUMAN	tr|G3R879|G3R879_GORGO
OG0004728	sp|Q5T013|HYI_HUMAN	tr|G3RAJ0|G3RAJ0_GORGO
OG0004729	sp|Q9H3J6|MTRFR_HUMAN	tr|G3RAQ6|G3RAQ6_GORGO
OG0004730	sp|Q6ZMJ4|IL34_HUMAN	tr|G3RBA4|G3RBA4_GORGO
OG0004731	sp|P51679|CCR4_HUMAN	tr|G3RC17|G3RC17_GORGO
OG0004732	sp|Q9HC57|WFDC1_HUMAN	tr|G3RD91|G3RD91_GORGO
