Orthogroup	Homo_sapiens	Myotis_myotis
OG0005407	sp|P29353|SHC1_HUMAN	tr|A0A7J7ST75|A0A7J7ST75_MYOMY
OG0005408	sp|P42702|LIFR_HUMAN	tr|A0A7J7Y0I2|A0A7J7Y0I2_MYOMY
OG0005409	sp|P51665|PSMD7_HUMAN	tr|A0A7J7SCZ9|A0A7J7SCZ9_MYOMY
OG0005410	sp|P51787|KCNQ1_HUMAN	tr|A0A7J7RH31|A0A7J7RH31_MYOMY
OG0005411	sp|P53804|TTC3_HUMAN	tr|A0A7J8A2Y3|A0A7J8A2Y3_MYOMY
OG0005412	sp|P55042|RAD_HUMAN	tr|A0A7J7SD96|A0A7J7SD96_MYOMY
OG0005413	sp|P78346|RPP30_HUMAN	tr|A0A7J7TUK9|A0A7J7TUK9_MYOMY
OG0005414	sp|P82673|RT35_HUMAN	tr|A0A7J7Z605|A0A7J7Z605_MYOMY
OG0005415	sp|Q08AM6|VAC14_HUMAN	tr|A0A7J7SDY2|A0A7J7SDY2_MYOMY
OG0005416	sp|Q0VAA2|LR74A_HUMAN	tr|A0A7J8AMZ6|A0A7J8AMZ6_MYOMY
OG0005417	sp|Q15149|PLEC_HUMAN	tr|A0A7J7R3X9|A0A7J7R3X9_MYOMY
OG0005418	sp|Q15653|IKBB_HUMAN	tr|A0A7J7SCJ3|A0A7J7SCJ3_MYOMY
OG0005419	sp|Q16134|ETFD_HUMAN	tr|A0A7J7XGE7|A0A7J7XGE7_MYOMY
OG0005420	sp|Q5J8M3|EMC4_HUMAN	tr|A0A7J8AJ95|A0A7J8AJ95_MYOMY
OG0005421	sp|Q5QNW6|H2B2F_HUMAN	tr|A0A7J7SR63|A0A7J7SR63_MYOMY
OG0005422	sp|Q5TGP6|MROH9_HUMAN	tr|A0A7J7SRY7|A0A7J7SRY7_MYOMY
OG0005423	sp|Q5TH69|BIG3_HUMAN	tr|A0A7J7WUH7|A0A7J7WUH7_MYOMY
OG0005424	sp|Q6P0A1|F180B_HUMAN	tr|A0A7J7VHK0|A0A7J7VHK0_MYOMY
OG0005425	sp|Q6P158|DHX57_HUMAN	tr|A0A7J7U4G1|A0A7J7U4G1_MYOMY
OG0005426	sp|Q6PI78|TMM65_HUMAN	tr|A0A7J7TKN2|A0A7J7TKN2_MYOMY
OG0005427	sp|Q6QNY1|BL1S2_HUMAN	tr|A0A7J7TS06|A0A7J7TS06_MYOMY
OG0005428	sp|Q6ZPD9|D19L3_HUMAN	tr|A0A7J7R4L7|A0A7J7R4L7_MYOMY
OG0005429	sp|Q7RTV5|PXL2C_HUMAN	tr|A0A7J7UQK7|A0A7J7UQK7_MYOMY
OG0005430	sp|Q7Z3Z2|RD3_HUMAN	tr|A0A7J7SSP2|A0A7J7SSP2_MYOMY
OG0005431	sp|Q8NBM8|PCYXL_HUMAN	tr|A0A7J7XIS7|A0A7J7XIS7_MYOMY
OG0005432	sp|Q8NCE2|MTMRE_HUMAN	tr|A0A7J7UDM4|A0A7J7UDM4_MYOMY
OG0005433	sp|Q8TC41|RN217_HUMAN	tr|A0A7J7WWX5|A0A7J7WWX5_MYOMY
OG0005434	sp|Q8TDN6|BRX1_HUMAN	tr|A0A7J7XX91|A0A7J7XX91_MYOMY
OG0005435	sp|Q8WUJ0|STYX_HUMAN	tr|A0A7J8ASN5|A0A7J8ASN5_MYOMY
OG0005436	sp|Q8WUY8|NAT14_HUMAN	tr|A0A7J7R0Q0|A0A7J7R0Q0_MYOMY
OG0005437	sp|Q8WVT3|TPC12_HUMAN	tr|A0A7J7U6Z7|A0A7J7U6Z7_MYOMY
OG0005438	sp|Q8WXI9|P66B_HUMAN	tr|A0A7J7SQM4|A0A7J7SQM4_MYOMY
OG0005439	sp|Q92832|NELL1_HUMAN	tr|A0A7J7VJ19|A0A7J7VJ19_MYOMY
OG0005440	sp|Q96A98|TIP39_HUMAN	tr|A0A7J7QXP6|A0A7J7QXP6_MYOMY
OG0005441	sp|Q96BT7|ALKB8_HUMAN	tr|A0A7J7VFR5|A0A7J7VFR5_MYOMY
OG0005442	sp|Q96HR8|NAF1_HUMAN	tr|A0A7J7XJK3|A0A7J7XJK3_MYOMY
OG0005443	sp|Q96SB8|SMC6_HUMAN	tr|A0A7J7U6C1|A0A7J7U6C1_MYOMY
OG0005444	sp|Q9BRP8|PYM1_HUMAN	tr|A0A7J7Z7L0|A0A7J7Z7L0_MYOMY
OG0005445	sp|Q9H628|RERGL_HUMAN	tr|A0A7J7Z860|A0A7J7Z860_MYOMY
OG0005446	sp|Q9HB21|PKHA1_HUMAN	tr|A0A7J7QVV5|A0A7J7QVV5_MYOMY
OG0005447	sp|Q9NQ55|SSF1_HUMAN	tr|A0A7J7XKB3|A0A7J7XKB3_MYOMY
OG0005448	sp|Q9NTX5|ECHD1_HUMAN	tr|A0A7J7WUK7|A0A7J7WUK7_MYOMY
OG0005449	sp|Q9NVR7|TBCC1_HUMAN	tr|A0A7J8A2N0|A0A7J8A2N0_MYOMY
OG0005450	sp|Q9NXW9|ALKB4_HUMAN	tr|A0A7J7XXE8|A0A7J7XXE8_MYOMY
OG0005451	sp|Q9NYN1|RASLC_HUMAN	tr|A0A7J8AQS9|A0A7J8AQS9_MYOMY
OG0005452	sp|Q9NYX4|CALY_HUMAN	tr|A0A7J7TS05|A0A7J7TS05_MYOMY
OG0005453	sp|Q9NZD8|SPG21_HUMAN	tr|A0A7J8AS60|A0A7J8AS60_MYOMY
OG0005454	sp|Q9UP79|ATS8_HUMAN	tr|A0A7J7S0P4|A0A7J7S0P4_MYOMY
OG0005455	sp|Q9Y2N7|HIF3A_HUMAN	tr|A0A7J7R9G8|A0A7J7R9G8_MYOMY
OG0005456	sp|Q9Y2X0|MED16_HUMAN	tr|A0A7J7XI89|A0A7J7XI89_MYOMY
OG0005457	sp|Q9Y547|IFT25_HUMAN	tr|A0A7J7ZXE3|A0A7J7ZXE3_MYOMY
OG0005458	sp|O00180|KCNK1_HUMAN	tr|A0A7J7RUK5|A0A7J7RUK5_MYOMY
OG0005459	sp|O15126|SCAM1_HUMAN	tr|A0A7J7Y1V4|A0A7J7Y1V4_MYOMY
OG0005460	sp|O15266|SHOX_HUMAN	tr|A0A7J7QVN7|A0A7J7QVN7_MYOMY
OG0005461	sp|O60422|ONEC3_HUMAN	tr|A0A7J7XJV2|A0A7J7XJV2_MYOMY
OG0005462	sp|O75386|TULP3_HUMAN	tr|A0A7J7ZAH8|A0A7J7ZAH8_MYOMY
OG0005463	sp|O75529|TAF5L_HUMAN	tr|A0A7J7RV67|A0A7J7RV67_MYOMY
OG0005464	sp|O95388|CCN4_HUMAN	tr|A0A7J7TIU4|A0A7J7TIU4_MYOMY
OG0005465	sp|O95727|CRTAM_HUMAN	tr|A0A7J7S161|A0A7J7S161_MYOMY
OG0005466	sp|P00973|OAS1_HUMAN	tr|A0A7J7S286|A0A7J7S286_MYOMY
OG0005467	sp|P02730|B3AT_HUMAN	tr|A0A7J7T8F7|A0A7J7T8F7_MYOMY
OG0005468	sp|P04792|HSPB1_HUMAN	tr|A0A7J7XZK3|A0A7J7XZK3_MYOMY
OG0005469	sp|P05089|ARGI1_HUMAN	tr|A0A7J7WUU2|A0A7J7WUU2_MYOMY
OG0005470	sp|P16930|FAAA_HUMAN	tr|A0A7J7RSH2|A0A7J7RSH2_MYOMY
OG0005471	sp|P27658|CO8A1_HUMAN	tr|A0A7J7ZTJ7|A0A7J7ZTJ7_MYOMY
OG0005472	sp|P27987|IP3KB_HUMAN	tr|A0A7J7RUI7|A0A7J7RUI7_MYOMY
OG0005473	sp|P31270|HXA11_HUMAN	tr|A0A7J7V339|A0A7J7V339_MYOMY
OG0005474	sp|P40225|TPO_HUMAN	tr|A0A7J8A2C2|A0A7J8A2C2_MYOMY
OG0005475	sp|P47874|OMP_HUMAN	tr|A0A7J7VJ26|A0A7J7VJ26_MYOMY
OG0005476	sp|P51114|FXR1_HUMAN	tr|A0A7J7ZVN7|A0A7J7ZVN7_MYOMY
OG0005477	sp|P51610|HCFC1_HUMAN	tr|A0A7J7YCZ2|A0A7J7YCZ2_MYOMY
OG0005478	sp|P61009|SPCS3_HUMAN	tr|A0A7J7Z924|A0A7J7Z924_MYOMY
OG0005479	sp|P61244|MAX_HUMAN	tr|A0A7J8ANB0|A0A7J8ANB0_MYOMY
OG0005480	sp|Q00341|VIGLN_HUMAN	tr|A0A7J7WGZ7|A0A7J7WGZ7_MYOMY
OG0005481	sp|Q06323|PSME1_HUMAN	tr|A0A7J8AQD0|A0A7J8AQD0_MYOMY
OG0005482	sp|Q13454|TUSC3_HUMAN	tr|A0A7J7ZAC3|A0A7J7ZAC3_MYOMY
OG0005483	sp|Q14940|SL9A5_HUMAN	tr|A0A7J7SDJ1|A0A7J7SDJ1_MYOMY
OG0005484	sp|Q14CX5|MF13A_HUMAN	tr|A0A7J7TTY1|A0A7J7TTY1_MYOMY
OG0005485	sp|Q15784|NDF2_HUMAN	tr|A0A7J7T7H0|A0A7J7T7H0_MYOMY
OG0005486	sp|Q5TF58|IFFO2_HUMAN	tr|A0A7J7ZWB7|A0A7J7ZWB7_MYOMY
OG0005487	sp|Q6GPH4|XAF1_HUMAN	tr|A0A7J7T9F2|A0A7J7T9F2_MYOMY
OG0005488	sp|Q6IE38|ISK14_HUMAN	tr|A0A7J7XLK4|A0A7J7XLK4_MYOMY
OG0005489	sp|Q6PL18|ATAD2_HUMAN	tr|A0A7J7TIE4|A0A7J7TIE4_MYOMY
OG0005490	sp|Q6R327|RICTR_HUMAN	tr|A0A7J7Y2Y1|A0A7J7Y2Y1_MYOMY
OG0005491	sp|Q7L8L6|FAKD5_HUMAN	tr|A0A7J7VXV8|A0A7J7VXV8_MYOMY
OG0005492	sp|Q8N2W9|PIAS4_HUMAN	tr|A0A7J7XIY1|A0A7J7XIY1_MYOMY
OG0005493	sp|Q8N9V6|ANR53_HUMAN	tr|A0A7J7U407|A0A7J7U407_MYOMY
OG0005494	sp|Q8NB12|SMYD1_HUMAN	tr|A0A7J7U6L7|A0A7J7U6L7_MYOMY
OG0005495	sp|Q8NG31|KNL1_HUMAN	tr|A0A7J8ALU8|A0A7J8ALU8_MYOMY
OG0005496	sp|Q8TF50|ZN526_HUMAN	tr|A0A7J7SE25|A0A7J7SE25_MYOMY
OG0005497	sp|Q8WWB3|DYDC1_HUMAN	tr|A0A7J7TSY5|A0A7J7TSY5_MYOMY
OG0005498	sp|Q92614|MY18A_HUMAN	tr|A0A7J7T6T0|A0A7J7T6T0_MYOMY
OG0005499	sp|Q96NL0|RUN3B_HUMAN	tr|A0A7J7V4I2|A0A7J7V4I2_MYOMY
OG0005500	sp|Q96PV0|SYGP1_HUMAN	tr|A0A7J7RLG8|A0A7J7RLG8_MYOMY
OG0005501	sp|Q96T49|PP16B_HUMAN	tr|A0A7J7W0H1|A0A7J7W0H1_MYOMY
OG0005502	sp|Q99519|NEUR1_HUMAN	tr|A0A7J7RKE8|A0A7J7RKE8_MYOMY
OG0005503	sp|Q9BUM1|G6PC3_HUMAN	tr|A0A7J7T4N8|A0A7J7T4N8_MYOMY
OG0005504	sp|Q9BZD2|S29A3_HUMAN	tr|A0A7J7TUV7|A0A7J7TUV7_MYOMY
OG0005505	sp|Q9H765|ASB8_HUMAN	tr|A0A7J7Z0H7|A0A7J7Z0H7_MYOMY
OG0005506	sp|Q9NXN4|GDAP2_HUMAN	tr|A0A7J7SQQ4|A0A7J7SQQ4_MYOMY
OG0005507	sp|Q9UL40|ZN346_HUMAN	tr|A0A7J7XM76|A0A7J7XM76_MYOMY
OG0005508	sp|Q9ULG6|CCPG1_HUMAN	tr|A0A7J8AJK4|A0A7J8AJK4_MYOMY
OG0005509	sp|Q9UNH6|SNX7_HUMAN	tr|A0A7J7STT3|A0A7J7STT3_MYOMY
OG0005510	sp|Q9Y2Z0|SGT1_HUMAN	tr|A0A7J7Z982|A0A7J7Z982_MYOMY
OG0005511	sp|Q9Y371|SHLB1_HUMAN	tr|A0A7J8A2F7|A0A7J8A2F7_MYOMY
OG0005512	sp|A8MVW5|HECA2_HUMAN	tr|A0A7J7V3K0|A0A7J7V3K0_MYOMY
OG0005513	sp|O00327|BMAL1_HUMAN	tr|A0A7J7VFS6|A0A7J7VFS6_MYOMY
OG0005514	sp|O00744|WN10B_HUMAN	tr|A0A7J7ZAR3|A0A7J7ZAR3_MYOMY
OG0005515	sp|O14494|PLPP1_HUMAN	tr|A0A7J7Y2H2|A0A7J7Y2H2_MYOMY
OG0005516	sp|O14804|TAAR5_HUMAN	tr|A0A7J7WXS9|A0A7J7WXS9_MYOMY
OG0005517	sp|O15116|LSM1_HUMAN	tr|A0A7J7Z674|A0A7J7Z674_MYOMY
OG0005518	sp|O15259|NPHP1_HUMAN	tr|A0A7J7RCX0|A0A7J7RCX0_MYOMY
OG0005519	sp|O60477|BRNP1_HUMAN	tr|A0A7J7UMT4|A0A7J7UMT4_MYOMY
OG0005520	sp|P01024|CO3_HUMAN	tr|A0A7J7XDY5|A0A7J7XDY5_MYOMY
OG0005521	sp|P09086|PO2F2_HUMAN	tr|A0A7J7SCX6|A0A7J7SCX6_MYOMY
OG0005522	sp|P17947|SPI1_HUMAN	tr|A0A7J7VLB3|A0A7J7VLB3_MYOMY
OG0005523	sp|P33552|CKS2_HUMAN	tr|A0A7J7RCH1|A0A7J7RCH1_MYOMY
OG0005524	sp|P47897|SYQ_HUMAN	tr|A0A7J7UE65|A0A7J7UE65_MYOMY
OG0005525	sp|P47901|V1BR_HUMAN	tr|A0A7J7SPM5|A0A7J7SPM5_MYOMY
OG0005526	sp|P49069|CAMLG_HUMAN	tr|A0A7J7XEL0|A0A7J7XEL0_MYOMY
OG0005527	sp|P51511|MMP15_HUMAN	tr|A0A7J7SCJ6|A0A7J7SCJ6_MYOMY
OG0005528	sp|P55036|PSMD4_HUMAN	tr|A0A7J7SSR7|A0A7J7SSR7_MYOMY
OG0005529	sp|P55769|NH2L1_HUMAN	tr|A0A7J7Z9D1|A0A7J7Z9D1_MYOMY
OG0005530	sp|P98095|FBLN2_HUMAN	tr|A0A7J7ZXR9|A0A7J7ZXR9_MYOMY
OG0005531	sp|Q03403|TFF2_HUMAN	tr|A0A7J8A352|A0A7J8A352_MYOMY
OG0005532	sp|Q13608|PEX6_HUMAN	tr|A0A7J7WWW9|A0A7J7WWW9_MYOMY
OG0005533	sp|Q14919|NC2A_HUMAN	tr|A0A7J7VHC6|A0A7J7VHC6_MYOMY
OG0005534	sp|Q15554|TERF2_HUMAN	tr|A0A7J7SDI9|A0A7J7SDI9_MYOMY
OG0005535	sp|Q2M296|MTHSD_HUMAN	tr|A0A7J7SC77|A0A7J7SC77_MYOMY
OG0005536	sp|Q2QL34|MP17L_HUMAN	tr|A0A7J7Y0L7|A0A7J7Y0L7_MYOMY
OG0005537	sp|Q4FZB7|KMT5B_HUMAN	tr|A0A7J7VHX3|A0A7J7VHX3_MYOMY
OG0005538	sp|Q5TA89|HES5_HUMAN	tr|A0A7J7QW64|A0A7J7QW64_MYOMY
OG0005539	sp|Q6FI81|CPIN1_HUMAN	tr|A0A7J7SAG7|A0A7J7SAG7_MYOMY
OG0005540	sp|Q6UXF1|TM108_HUMAN	tr|A0A7J7UEN4|A0A7J7UEN4_MYOMY
OG0005541	sp|Q7Z353|HDX_HUMAN	tr|A0A7J7YD54|A0A7J7YD54_MYOMY
OG0005542	sp|Q7Z443|PK1L3_HUMAN	tr|A0A7J7SD05|A0A7J7SD05_MYOMY
OG0005543	sp|Q7Z5A4|PRS42_HUMAN	tr|A0A7J7UE36|A0A7J7UE36_MYOMY
OG0005544	sp|Q7Z699|SPRE1_HUMAN	tr|A0A7J8AR65|A0A7J8AR65_MYOMY
OG0005545	sp|Q8IVM0|CCD50_HUMAN	tr|A0A7J7ZUS6|A0A7J7ZUS6_MYOMY
OG0005546	sp|Q8IZD0|SAM14_HUMAN	tr|A0A7J7T8K6|A0A7J7T8K6_MYOMY
OG0005547	sp|Q8N0U7|CA087_HUMAN	tr|A0A7J7ZTA9|A0A7J7ZTA9_MYOMY
OG0005548	sp|Q8TB05|UBAD1_HUMAN	tr|A0A7J7Y475|A0A7J7Y475_MYOMY
OG0005549	sp|Q8WXQ8|CBPA5_HUMAN	tr|A0A7J7V2U8|A0A7J7V2U8_MYOMY
OG0005550	sp|Q8WXX7|AUTS2_HUMAN	tr|A0A7J7XXB4|A0A7J7XXB4_MYOMY
OG0005551	sp|Q8WYP5|ELYS_HUMAN	tr|A0A7J7RTW7|A0A7J7RTW7_MYOMY
OG0005552	sp|Q92547|TOPB1_HUMAN	tr|A0A7J7UEL3|A0A7J7UEL3_MYOMY
OG0005553	sp|Q96ES6|MFSD3_HUMAN	tr|A0A7J7R436|A0A7J7R436_MYOMY
OG0005554	sp|Q96KP1|EXOC2_HUMAN	tr|A0A7J7ZVX4|A0A7J7ZVX4_MYOMY
OG0005555	sp|Q96MR6|CFA57_HUMAN	tr|A0A7J7ZTD1|A0A7J7ZTD1_MYOMY
OG0005556	sp|Q9BRY0|S39A3_HUMAN	tr|A0A7J7XLD5|A0A7J7XLD5_MYOMY
OG0005557	sp|Q9BT40|INP5K_HUMAN	tr|A0A7J7T627|A0A7J7T627_MYOMY
OG0005558	sp|Q9BX26|SYCP2_HUMAN	tr|A0A7J7W185|A0A7J7W185_MYOMY
OG0005559	sp|Q9BXB1|LGR4_HUMAN	tr|A0A7J7VI91|A0A7J7VI91_MYOMY
OG0005560	sp|Q9H063|MAF1_HUMAN	tr|A0A7J7R3Q0|A0A7J7R3Q0_MYOMY
OG0005561	sp|Q9H079|KTBL1_HUMAN	tr|A0A7J8AM08|A0A7J8AM08_MYOMY
OG0005562	sp|Q9H4I2|ZHX3_HUMAN	tr|A0A7J7W1K9|A0A7J7W1K9_MYOMY
OG0005563	sp|Q9H4K7|MTG2_HUMAN	tr|A0A7J7VZH1|A0A7J7VZH1_MYOMY
OG0005564	sp|Q9H772|GREM2_HUMAN	tr|A0A7J7RUI3|A0A7J7RUI3_MYOMY
OG0005565	sp|Q9NPD8|UBE2T_HUMAN	tr|A0A7J7RVC2|A0A7J7RVC2_MYOMY
OG0005566	sp|Q9NQZ5|STAR7_HUMAN	tr|A0A7J7R025|A0A7J7R025_MYOMY
OG0005567	sp|Q9NSD9|SYFB_HUMAN	tr|A0A7J7WH40|A0A7J7WH40_MYOMY
OG0005568	sp|Q9NWS6|F118A_HUMAN	tr|A0A7J7Z2D6|A0A7J7Z2D6_MYOMY
OG0005569	sp|Q9NYY8|FAKD2_HUMAN	tr|A0A7J7WGM1|A0A7J7WGM1_MYOMY
OG0005570	sp|Q9UHR6|ZNHI2_HUMAN	tr|A0A7J7VLL0|A0A7J7VLL0_MYOMY
OG0005571	sp|Q9UKP6|UR2R_HUMAN	tr|A0A7J7R455|A0A7J7R455_MYOMY
OG0005572	sp|Q9UKR8|TSN16_HUMAN	tr|A0A7J7XL78|A0A7J7XL78_MYOMY
OG0005573	sp|Q9UL45|BL1S6_HUMAN	tr|A0A7J8AI78|A0A7J8AI78_MYOMY
OG0005574	sp|Q9ULH0|KDIS_HUMAN	tr|A0A7J7U4Y0|A0A7J7U4Y0_MYOMY
OG0005575	sp|Q9UPW0|FOXJ3_HUMAN	tr|A0A7J7ZWM1|A0A7J7ZWM1_MYOMY
OG0005576	sp|Q9Y4X4|KLF12_HUMAN	tr|A0A7J7Z3Z4|A0A7J7Z3Z4_MYOMY
OG0005577	sp|W5XKT8|SACA6_HUMAN	tr|A0A7J7RFT4|A0A7J7RFT4_MYOMY
OG0005578	sp|A1L4L8|PL8L1_HUMAN	tr|A0A7J7XIZ3|A0A7J7XIZ3_MYOMY
OG0005579	sp|A4D1B5|GSAP_HUMAN	tr|A0A7J7V325|A0A7J7V325_MYOMY
OG0005581	sp|C9JVW0|INAM1_HUMAN	tr|A0A7J7R9B6|A0A7J7R9B6_MYOMY
OG0005582	sp|O00273|DFFA_HUMAN	tr|A0A7J7ZVH6|A0A7J7ZVH6_MYOMY
OG0005583	sp|O00445|SYT5_HUMAN	tr|A0A7J7R097|A0A7J7R097_MYOMY
OG0005584	sp|O15027|SC16A_HUMAN	tr|A0A7J7QZF8|A0A7J7QZF8_MYOMY
OG0005585	sp|P00167|CYB5_HUMAN	tr|A0A7J7VXU2|A0A7J7VXU2_MYOMY
OG0005586	sp|P00441|SODC_HUMAN	tr|A0A7J8A1Q2|A0A7J8A1Q2_MYOMY
OG0005587	sp|P01588|EPO_HUMAN	tr|A0A7J7XYL8|A0A7J7XYL8_MYOMY
OG0005588	sp|P10619|PPGB_HUMAN	tr|A0A7J7VX46|A0A7J7VX46_MYOMY
OG0005589	sp|P10767|FGF6_HUMAN	tr|A0A7J7Z2E9|A0A7J7Z2E9_MYOMY
OG0005590	sp|P14416|DRD2_HUMAN	tr|A0A7J7VH03|A0A7J7VH03_MYOMY
OG0005591	sp|P20393|NR1D1_HUMAN	tr|A0A7J7T702|A0A7J7T702_MYOMY
OG0005592	sp|P60673|PROF3_HUMAN	tr|A0A7J7XJ54|A0A7J7XJ54_MYOMY
OG0005593	sp|P61968|LMO4_HUMAN	tr|A0A7J7ZWE9|A0A7J7ZWE9_MYOMY
OG0005594	sp|Q05209|PTN12_HUMAN	tr|A0A7J7V4H9|A0A7J7V4H9_MYOMY
OG0005595	sp|Q05215|EGR4_HUMAN	tr|A0A7J7U4J5|A0A7J7U4J5_MYOMY
OG0005596	sp|Q08397|LOXL1_HUMAN	tr|A0A7J8ANX0|A0A7J8ANX0_MYOMY
OG0005597	sp|Q15743|OGR1_HUMAN	tr|A0A7J8AKH9|A0A7J8AKH9_MYOMY
OG0005598	sp|Q16531|DDB1_HUMAN	tr|A0A7J7RGR1|A0A7J7RGR1_MYOMY
OG0005599	sp|Q4G0F5|VP26B_HUMAN	tr|A0A7J7S3M3|A0A7J7S3M3_MYOMY
OG0005600	sp|Q5T8P6|RBM26_HUMAN	tr|A0A7J7Z7S8|A0A7J7Z7S8_MYOMY
OG0005601	sp|Q5VZQ5|TEX36_HUMAN	tr|A0A7J7TV10|A0A7J7TV10_MYOMY
OG0005602	sp|Q63HM2|PCX4_HUMAN	tr|A0A7J8APY0|A0A7J8APY0_MYOMY
OG0005603	sp|Q7L591|DOK3_HUMAN	tr|A0A7J7XF53|A0A7J7XF53_MYOMY
OG0005604	sp|Q7Z333|SETX_HUMAN	tr|A0A7J7UR47|A0A7J7UR47_MYOMY
OG0005605	sp|Q7Z3E1|PARPT_HUMAN	tr|A0A7J8A2V6|A0A7J8A2V6_MYOMY
OG0005606	sp|Q86YN1|DOPP1_HUMAN	tr|A0A7J7UNI4|A0A7J7UNI4_MYOMY
OG0005607	sp|Q8IVB5|LIX1L_HUMAN	tr|A0A7J7SQZ6|A0A7J7SQZ6_MYOMY
OG0005608	sp|Q8N0S2|SYCE1_HUMAN	tr|A0A7J7TV01|A0A7J7TV01_MYOMY
OG0005609	sp|Q8N8W4|PLPL1_HUMAN	tr|A0A7J7WWX0|A0A7J7WWX0_MYOMY
OG0005610	sp|Q8NCP5|ZBT44_HUMAN	tr|A0A7J7S3G9|A0A7J7S3G9_MYOMY
OG0005611	sp|Q8NDH2|CC168_HUMAN	tr|A0A7J7Z4J7|A0A7J7Z4J7_MYOMY
OG0005612	sp|Q8TAX0|OSR1_HUMAN	tr|A0A7J7U611|A0A7J7U611_MYOMY
OG0005613	sp|Q8TER5|ARH40_HUMAN	tr|A0A7J8AHW9|A0A7J8AHW9_MYOMY
OG0005614	sp|Q92552|RT27_HUMAN	tr|A0A7J7Y1I3|A0A7J7Y1I3_MYOMY
OG0005615	sp|Q969F9|HPS3_HUMAN	tr|A0A7J7ZW30|A0A7J7ZW30_MYOMY
OG0005616	sp|Q969H0|FBXW7_HUMAN	tr|A0A7J7XFT2|A0A7J7XFT2_MYOMY
OG0005617	sp|Q96BI3|APH1A_HUMAN	tr|A0A7J7SP21|A0A7J7SP21_MYOMY
OG0005618	sp|Q96BP2|CHCH1_HUMAN	tr|A0A7J7TS27|A0A7J7TS27_MYOMY
OG0005619	sp|Q96HA4|CA159_HUMAN	tr|A0A7J7QW88|A0A7J7QW88_MYOMY
OG0005620	sp|Q99527|GPER1_HUMAN	tr|A0A7J7XG15|A0A7J7XG15_MYOMY
OG0005621	sp|Q9BZJ7|GPR62_HUMAN	tr|A0A7J7UCB9|A0A7J7UCB9_MYOMY
OG0005622	sp|Q9C0K7|STRAB_HUMAN	tr|A0A7J7WJP6|A0A7J7WJP6_MYOMY
OG0005623	sp|Q9GZP1|NRSN2_HUMAN	tr|A0A7J7VZX9|A0A7J7VZX9_MYOMY
OG0005624	sp|Q9H0B3|IQCN_HUMAN	tr|A0A7J7XGN6|A0A7J7XGN6_MYOMY
OG0005625	sp|Q9H190|SDCB2_HUMAN	tr|A0A7J7QU22|A0A7J7QU22_MYOMY
OG0005626	sp|Q9H1Y0|ATG5_HUMAN	tr|A0A7J7WUC3|A0A7J7WUC3_MYOMY
OG0005627	sp|Q9HCI7|MSL2_HUMAN	tr|A0A7J7UDL0|A0A7J7UDL0_MYOMY
OG0005628	sp|Q9NPR2|SEM4B_HUMAN	tr|A0A7J7RS87|A0A7J7RS87_MYOMY
OG0005629	sp|Q9NRR6|INP5E_HUMAN	tr|A0A7J7QYV1|A0A7J7QYV1_MYOMY
OG0005630	sp|Q9NUL3|STAU2_HUMAN	tr|A0A7J7TJQ4|A0A7J7TJQ4_MYOMY
OG0005631	sp|Q9NWA0|MED9_HUMAN	tr|A0A7J7RE09|A0A7J7RE09_MYOMY
OG0005632	sp|Q9UJG1|MSPD1_HUMAN	tr|A0A7J7YEH2|A0A7J7YEH2_MYOMY
OG0005633	sp|Q9UJV9|DDX41_HUMAN	tr|A0A7J7XF04|A0A7J7XF04_MYOMY
OG0005634	sp|Q9ULC0|MUCEN_HUMAN	tr|A0A7J8AK32|A0A7J8AK32_MYOMY
OG0005635	sp|Q9Y673|ALG5_HUMAN	tr|A0A7J7YZT9|A0A7J7YZT9_MYOMY
OG0005636	sp|Q9Y6F1|PARP3_HUMAN	tr|A0A7J7UDH8|A0A7J7UDH8_MYOMY
OG0005637	sp|Q9Y6P5|SESN1_HUMAN	tr|A0A7J7WXZ2|A0A7J7WXZ2_MYOMY
OG0005638	sp|A6NFX1|MFS2B_HUMAN	tr|A0A7J7U5H6|A0A7J7U5H6_MYOMY
OG0005639	sp|A6NNX1|RIAD1_HUMAN	tr|A0A7J7STW9|A0A7J7STW9_MYOMY
OG0005640	sp|O00623|PEX12_HUMAN	tr|A0A7J7T7S8|A0A7J7T7S8_MYOMY
OG0005641	sp|O14978|ZN263_HUMAN	tr|A0A7J7Y397|A0A7J7Y397_MYOMY
OG0005642	sp|O15085|ARHGB_HUMAN	tr|A0A7J7SP09|A0A7J7SP09_MYOMY
OG0005643	sp|O15127|SCAM2_HUMAN	tr|A0A7J8AQZ6|A0A7J8AQZ6_MYOMY
OG0005644	sp|O43193|MTLR_HUMAN	tr|A0A7J7Z6B3|A0A7J7Z6B3_MYOMY
OG0005645	sp|O43813|LANC1_HUMAN	tr|A0A7J7WHH7|A0A7J7WHH7_MYOMY
OG0005646	sp|O75970|MPDZ_HUMAN	tr|A0A7J7UQ20|A0A7J7UQ20_MYOMY
OG0005647	sp|P0DPB6|RPAC2_HUMAN	tr|A0A7J7Z7K2|A0A7J7Z7K2_MYOMY
OG0005648	sp|P12259|FA5_HUMAN	tr|A0A7J7SQN1|A0A7J7SQN1_MYOMY
OG0005649	sp|P12645|BMP3_HUMAN	tr|A0A7J8AJ78|A0A7J8AJ78_MYOMY
OG0005650	sp|P14317|HCLS1_HUMAN	tr|A0A7J7ZVZ7|A0A7J7ZVZ7_MYOMY
