Orthogroup	Homo_sapiens	Diceros_bicornis_minor
OG0007152	sp|Q96ED9|HOOK2_HUMAN	tr|A0A7J7ES87|A0A7J7ES87_DICBM
OG0007153	sp|Q99742|NPAS1_HUMAN	tr|A0A7J7ESB7|A0A7J7ESB7_DICBM
OG0007154	sp|Q12767|TMM94_HUMAN	tr|A0A7J7EUI1|A0A7J7EUI1_DICBM
OG0007155	sp|Q9BXF3|CECR2_HUMAN	tr|A0A7J7EUP8|A0A7J7EUP8_DICBM
OG0007156	sp|Q7Z412|PEX26_HUMAN	tr|A0A7J7EUR9|A0A7J7EUR9_DICBM
OG0007157	sp|Q6TDP4|KLH17_HUMAN	tr|A0A7J7EX86|A0A7J7EX86_DICBM
OG0007158	sp|Q13488|VPP3_HUMAN	tr|A0A7J7EYX8|A0A7J7EYX8_DICBM
OG0007159	sp|Q14207|NPAT_HUMAN	tr|A0A7J7EZQ4|A0A7J7EZQ4_DICBM
OG0007160	sp|Q9BQA9|CYBC1_HUMAN	tr|A0A7J7F0A8|A0A7J7F0A8_DICBM
OG0007161	sp|P35222|CTNB1_HUMAN	tr|A0A7J7F1T7|A0A7J7F1T7_DICBM
OG0007162	sp|Q2VYF4|LETM2_HUMAN	tr|A0A7J7F2Z8|A0A7J7F2Z8_DICBM
OG0007163	sp|Q02338|BDH_HUMAN	tr|A0A7J7F334|A0A7J7F334_DICBM
OG0007164	sp|Q8NCE2|MTMRE_HUMAN	tr|A0A7J7F3J5|A0A7J7F3J5_DICBM
OG0007165	sp|Q8WUH1|CHUR_HUMAN	tr|A0A7J7F497|A0A7J7F497_DICBM
OG0007166	sp|P10645|CMGA_HUMAN	tr|A0A7J7F5L6|A0A7J7F5L6_DICBM
OG0007167	sp|Q96NL6|SCLT1_HUMAN	tr|A0A7J7F5Q1|A0A7J7F5Q1_DICBM
OG0007168	sp|Q9UGT4|SUSD2_HUMAN	tr|A0A7J7F5Y1|A0A7J7F5Y1_DICBM
OG0007169	sp|Q9HAB8|PPCS_HUMAN	tr|A0A7J7F5Z8|A0A7J7F5Z8_DICBM
OG0007170	sp|Q8NAV2|CH058_HUMAN	tr|A0A7J7F698|A0A7J7F698_DICBM
OG0007171	sp|Q8NC51|PAIRB_HUMAN	tr|A0A7J7F7G2|A0A7J7F7G2_DICBM
OG0007172	sp|P48357|LEPR_HUMAN	tr|A0A7J7F7N2|A0A7J7F7N2_DICBM
OG0007173	sp|Q9Y6R0|NUMBL_HUMAN	tr|A0A7J7F830|A0A7J7F830_DICBM
OG0007174	sp|Q9UNK4|PA2GD_HUMAN	tr|A0A7J7F9G3|A0A7J7F9G3_DICBM
OG0007175	sp|Q9NV31|IMP3_HUMAN	tr|A0A7J7FBZ0|A0A7J7FBZ0_DICBM
OG0007176	sp|Q9H2J4|PDCL3_HUMAN	tr|A0A7J7FDT4|A0A7J7FDT4_DICBM
OG0007177	sp|Q6ZSA7|LRC55_HUMAN	tr|A0A7J7FHC4|A0A7J7FHC4_DICBM
OG0007178	sp|Q7Z5V6|PPR32_HUMAN	tr|A0A7J7FHG8|A0A7J7FHG8_DICBM
OG0007179	sp|Q9H9P2|CHODL_HUMAN	tr|A0A7J7FHZ2|A0A7J7FHZ2_DICBM
OG0007180	sp|Q86VH5|LRRT3_HUMAN	tr|A0A7J7FIL6|A0A7J7FIL6_DICBM
OG0007181	sp|P19075|TSN8_HUMAN	tr|A0A7J7FK29|A0A7J7FK29_DICBM
OG0007182	sp|Q5VVW2|GARL3_HUMAN	tr|A0A7J7FLR6|A0A7J7FLR6_DICBM
OG0007183	sp|Q05932|FOLC_HUMAN	tr|A0A7J7FMI1|A0A7J7FMI1_DICBM
OG0007184	sp|Q6EBC2|IL31_HUMAN	tr|A0A7J7FMP3|A0A7J7FMP3_DICBM
OG0007185	sp|Q8N201|INT1_HUMAN	tr|A0A7J7FMT0|A0A7J7FMT0_DICBM
OG0007186	sp|P52948|NUP98_HUMAN	tr|A0A7J7FP58|A0A7J7FP58_DICBM
OG0007187	sp|P17040|ZSC20_HUMAN	tr|A0A7J7E3X5|A0A7J7E3X5_DICBM
OG0007188	sp|Q15631|TSN_HUMAN	tr|A0A7J7E5E2|A0A7J7E5E2_DICBM
OG0007189	sp|Q15327|ANKR1_HUMAN	tr|A0A7J7E731|A0A7J7E731_DICBM
OG0007190	sp|A6NDU8|RIMC1_HUMAN	tr|A0A7J7E8U2|A0A7J7E8U2_DICBM
OG0007191	sp|Q16538|GP162_HUMAN	tr|A0A7J7E9G2|A0A7J7E9G2_DICBM
OG0007192	sp|Q8IV03|LUR1L_HUMAN	tr|A0A7J7EAU5|A0A7J7EAU5_DICBM
OG0007193	sp|P40939|ECHA_HUMAN	tr|A0A7J7EB86|A0A7J7EB86_DICBM
OG0007194	sp|Q8TEC5|SH3R2_HUMAN	tr|A0A7J7ECC9|A0A7J7ECC9_DICBM
OG0007195	sp|P20936|RASA1_HUMAN	tr|A0A7J7ECX7|A0A7J7ECX7_DICBM
OG0007196	sp|Q8NAG6|ANKL1_HUMAN	tr|A0A7J7EDB1|A0A7J7EDB1_DICBM
OG0007197	sp|Q16625|OCLN_HUMAN	tr|A0A7J7EDI8|A0A7J7EDI8_DICBM
OG0007198	sp|Q9H4I9|EMRE_HUMAN	tr|A0A7J7EDS9|A0A7J7EDS9_DICBM
OG0007199	sp|Q8NDV7|TNR6A_HUMAN	tr|A0A7J7EET8|A0A7J7EET8_DICBM
OG0007200	sp|Q15942|ZYX_HUMAN	tr|A0A7J7EFF5|A0A7J7EFF5_DICBM
OG0007201	sp|Q15645|PCH2_HUMAN	tr|A0A7J7EG44|A0A7J7EG44_DICBM
OG0007202	sp|Q8NA58|PNDC1_HUMAN	tr|A0A7J7EGG8|A0A7J7EGG8_DICBM
OG0007203	sp|Q96JX3|SRAC1_HUMAN	tr|A0A7J7EGN7|A0A7J7EGN7_DICBM
OG0007204	sp|P22362|CCL1_HUMAN	tr|A0A7J7EJW1|A0A7J7EJW1_DICBM
OG0007205	sp|Q9BZQ6|EDEM3_HUMAN	tr|A0A7J7ELX9|A0A7J7ELX9_DICBM
OG0007206	sp|Q96MZ0|GD1L1_HUMAN	tr|A0A7J7ENZ5|A0A7J7ENZ5_DICBM
OG0007207	sp|Q8IUB2|WFDC3_HUMAN	tr|A0A7J7EP67|A0A7J7EP67_DICBM
OG0007209	sp|Q5T6S3|PHF19_HUMAN	tr|A0A7J7EPW7|A0A7J7EPW7_DICBM
OG0007210	sp|P23434|GCSH_HUMAN	tr|A0A7J7ET02|A0A7J7ET02_DICBM
OG0007211	sp|Q9P0U4|CXXC1_HUMAN	tr|A0A7J7ETF1|A0A7J7ETF1_DICBM
OG0007212	sp|Q15762|CD226_HUMAN	tr|A0A7J7ETV5|A0A7J7ETV5_DICBM
OG0007213	sp|Q96JJ7|TMX3_HUMAN	tr|A0A7J7EU91|A0A7J7EU91_DICBM
OG0007214	sp|Q9NX74|DUS2L_HUMAN	tr|A0A7J7EVB3|A0A7J7EVB3_DICBM
OG0007215	sp|P02144|MYG_HUMAN	tr|A0A7J7EW16|A0A7J7EW16_DICBM
OG0007216	sp|Q8WWK9|CKAP2_HUMAN	tr|A0A7J7EXV3|A0A7J7EXV3_DICBM
OG0007217	sp|Q155Q3|DIXC1_HUMAN	tr|A0A7J7EZC4|A0A7J7EZC4_DICBM
OG0007218	sp|Q14699|RFTN1_HUMAN	tr|A0A7J7F1L8|A0A7J7F1L8_DICBM
OG0007219	sp|Q6P087|RUSD3_HUMAN	tr|A0A7J7F3A0|A0A7J7F3A0_DICBM
OG0007220	sp|Q52LA3|LIN52_HUMAN	tr|A0A7J7F4C2|A0A7J7F4C2_DICBM
OG0007221	sp|Q9P2I0|CPSF2_HUMAN	tr|A0A7J7F4T6|A0A7J7F4T6_DICBM
OG0007222	sp|P07358|CO8B_HUMAN	tr|A0A7J7F4Z3|A0A7J7F4Z3_DICBM
OG0007223	sp|Q8NDV1|SIA7C_HUMAN	tr|A0A7J7F7C8|A0A7J7F7C8_DICBM
OG0007224	sp|O14559|RHG33_HUMAN	tr|A0A7J7F8D5|A0A7J7F8D5_DICBM
OG0007225	sp|P61962|DCAF7_HUMAN	tr|A0A7J7F8U8|A0A7J7F8U8_DICBM
OG0007226	sp|Q9NW81|DMAC2_HUMAN	tr|A0A7J7F903|A0A7J7F903_DICBM
OG0007227	sp|Q96MH2|HEXI2_HUMAN	tr|A0A7J7F933|A0A7J7F933_DICBM
OG0007228	sp|Q96JC1|VPS39_HUMAN	tr|A0A7J7FBS2|A0A7J7FBS2_DICBM
OG0007229	sp|Q9P2S6|ANKY1_HUMAN	tr|A0A7J7FBY2|A0A7J7FBY2_DICBM
OG0007230	sp|Q9ULT8|HECD1_HUMAN	tr|A0A7J7FDK0|A0A7J7FDK0_DICBM
OG0007231	sp|Q8NFQ6|BPIFC_HUMAN	tr|A0A7J7FEH3|A0A7J7FEH3_DICBM
OG0007232	sp|Q9UBI9|HDC_HUMAN	tr|A0A7J7FEI6|A0A7J7FEI6_DICBM
OG0007233	sp|Q9P2N6|KANL3_HUMAN	tr|A0A7J7FES0|A0A7J7FES0_DICBM
OG0007234	sp|P0DJH9|RD3L_HUMAN	tr|A0A7J7FEX8|A0A7J7FEX8_DICBM
OG0007235	sp|Q9Y5Q5|CORIN_HUMAN	tr|A0A7J7FG04|A0A7J7FG04_DICBM
OG0007236	sp|Q6PID8|KLD10_HUMAN	tr|A0A7J7FI21|A0A7J7FI21_DICBM
OG0007237	sp|P23743|DGKA_HUMAN	tr|A0A7J7FK83|A0A7J7FK83_DICBM
OG0007238	sp|Q9UIG0|BAZ1B_HUMAN	tr|A0A7J7FLI5|A0A7J7FLI5_DICBM
OG0007239	sp|Q9H7L9|SDS3_HUMAN	tr|A0A7J7FMP4|A0A7J7FMP4_DICBM
OG0007240	sp|Q96K62|ZBT45_HUMAN	tr|A0A7J7FN03|A0A7J7FN03_DICBM
OG0007241	sp|O94898|LRIG2_HUMAN	tr|A0A7J7E5A0|A0A7J7E5A0_DICBM
OG0007242	sp|Q12889|OVGP1_HUMAN	tr|A0A7J7E6F8|A0A7J7E6F8_DICBM
OG0007243	sp|Q9Y262|EIF3L_HUMAN	tr|A0A7J7E805|A0A7J7E805_DICBM
OG0007244	sp|P40879|S26A3_HUMAN	tr|A0A7J7E954|A0A7J7E954_DICBM
OG0007245	sp|Q8N3S3|PHTF2_HUMAN	tr|A0A7J7E965|A0A7J7E965_DICBM
OG0007246	sp|Q5VZ72|IZUM3_HUMAN	tr|A0A7J7EBQ4|A0A7J7EBQ4_DICBM
OG0007247	sp|Q8TED0|UTP15_HUMAN	tr|A0A7J7ECY7|A0A7J7ECY7_DICBM
OG0007248	sp|P46821|MAP1B_HUMAN	tr|A0A7J7EDA3|A0A7J7EDA3_DICBM
OG0007249	sp|Q96K37|S35E1_HUMAN	tr|A0A7J7EDD2|A0A7J7EDD2_DICBM
OG0007250	sp|Q86TU7|SETD3_HUMAN	tr|A0A7J7EF18|A0A7J7EF18_DICBM
OG0007251	sp|Q14527|HLTF_HUMAN	tr|A0A7J7EFN6|A0A7J7EFN6_DICBM
OG0007252	sp|Q9BRP4|PAAF1_HUMAN	tr|A0A7J7EHY7|A0A7J7EHY7_DICBM
OG0007253	sp|Q9HB89|NMUR1_HUMAN	tr|A0A7J7EJ24|A0A7J7EJ24_DICBM
OG0007254	sp|Q76N32|CEP68_HUMAN	tr|A0A7J7EQA1|A0A7J7EQA1_DICBM
OG0007255	sp|O95876|FRITZ_HUMAN	tr|A0A7J7EQQ4|A0A7J7EQQ4_DICBM
OG0007256	sp|Q96B18|DACT3_HUMAN	tr|A0A7J7ES34|A0A7J7ES34_DICBM
OG0007257	sp|Q6ZP01|RBM44_HUMAN	tr|A0A7J7EU35|A0A7J7EU35_DICBM
OG0007258	sp|Q6UWW8|EST3_HUMAN	tr|A0A7J7EUX5|A0A7J7EUX5_DICBM
OG0007259	sp|O94763|RMP_HUMAN	tr|A0A7J7EV94|A0A7J7EV94_DICBM
OG0007260	sp|Q96J84|KIRR1_HUMAN	tr|A0A7J7EWC4|A0A7J7EWC4_DICBM
OG0007261	sp|P10768|ESTD_HUMAN	tr|A0A7J7EXX0|A0A7J7EXX0_DICBM
OG0007262	sp|A6NJ46|NKX63_HUMAN	tr|A0A7J7EYA1|A0A7J7EYA1_DICBM
OG0007263	sp|Q15834|CC85B_HUMAN	tr|A0A7J7EYM6|A0A7J7EYM6_DICBM
OG0007264	sp|Q9UM47|NOTC3_HUMAN	tr|A0A7J7F0Y0|A0A7J7F0Y0_DICBM
OG0007265	sp|Q12770|SCAP_HUMAN	tr|A0A7J7F1B1|A0A7J7F1B1_DICBM
OG0007266	sp|Q9BU61|NDUF3_HUMAN	tr|A0A7J7F1S8|A0A7J7F1S8_DICBM
OG0007267	sp|Q9GZT9|EGLN1_HUMAN	tr|A0A7J7F2E3|A0A7J7F2E3_DICBM
OG0007268	sp|Q8WXH0|SYNE2_HUMAN	tr|A0A7J7F4L5|A0A7J7F4L5_DICBM
OG0007269	sp|Q92813|IOD2_HUMAN	tr|A0A7J7F4L9|A0A7J7F4L9_DICBM
OG0007270	sp|P24522|GA45A_HUMAN	tr|A0A7J7F6J4|A0A7J7F6J4_DICBM
OG0007271	sp|Q9H0F7|ARL6_HUMAN	tr|A0A7J7F842|A0A7J7F842_DICBM
OG0007272	sp|Q8IVT2|MISP_HUMAN	tr|A0A7J7F8B1|A0A7J7F8B1_DICBM
OG0007273	sp|Q96AQ6|PBIP1_HUMAN	tr|A0A7J7F964|A0A7J7F964_DICBM
OG0007274	sp|Q5SZI1|LRAD2_HUMAN	tr|A0A7J7F9D9|A0A7J7F9D9_DICBM
OG0007275	sp|P47756|CAPZB_HUMAN	tr|A0A7J7FAF2|A0A7J7FAF2_DICBM
OG0007276	sp|Q5VZK9|CARL1_HUMAN	tr|A0A7J7FBL6|A0A7J7FBL6_DICBM
OG0007277	sp|Q9ULG1|INO80_HUMAN	tr|A0A7J7FC05|A0A7J7FC05_DICBM
OG0007278	sp|Q86U42|PABP2_HUMAN	tr|A0A7J7FCN8|A0A7J7FCN8_DICBM
OG0007279	sp|Q9H307|PININ_HUMAN	tr|A0A7J7FCP9|A0A7J7FCP9_DICBM
OG0007280	sp|Q9NQS1|AVEN_HUMAN	tr|A0A7J7FD15|A0A7J7FD15_DICBM
OG0007281	sp|O60938|KERA_HUMAN	tr|A0A7J7FF37|A0A7J7FF37_DICBM
OG0007282	sp|Q9Y3D5|RT18C_HUMAN	tr|A0A7J7FFE7|A0A7J7FFE7_DICBM
OG0007283	sp|O14979|HNRDL_HUMAN	tr|A0A7J7FGC0|A0A7J7FGC0_DICBM
OG0007284	sp|A8MU46|SMTL1_HUMAN	tr|A0A7J7FHB6|A0A7J7FHB6_DICBM
OG0007285	sp|Q9UQQ1|NALDL_HUMAN	tr|A0A7J7FJR6|A0A7J7FJR6_DICBM
OG0007286	sp|Q96FF9|CDCA5_HUMAN	tr|A0A7J7FKJ2|A0A7J7FKJ2_DICBM
OG0007287	sp|Q9H6K1|ILRUN_HUMAN	tr|A0A7J7FNT3|A0A7J7FNT3_DICBM
OG0007288	sp|Q9NWS6|F118A_HUMAN	tr|A0A7J7FPI7|A0A7J7FPI7_DICBM
OG0007289	sp|Q6ZMV9|KIF6_HUMAN	tr|A0A7J7FR13|A0A7J7FR13_DICBM
OG0007290	sp|P19484|TFEB_HUMAN	tr|A0A7J7FR53|A0A7J7FR53_DICBM
OG0007291	sp|Q99417|MYCBP_HUMAN	tr|A0A7J7E3Q1|A0A7J7E3Q1_DICBM
OG0007292	sp|Q7RTP0|NIPA1_HUMAN	tr|A0A7J7E754|A0A7J7E754_DICBM
OG0007293	sp|Q5XKP0|MIC13_HUMAN	tr|A0A7J7E7D9|A0A7J7E7D9_DICBM
OG0007294	sp|O14907|TX1B3_HUMAN	tr|A0A7J7E7Q5|A0A7J7E7Q5_DICBM
OG0007295	sp|Q8NER1|TRPV1_HUMAN	tr|A0A7J7E7Q6|A0A7J7E7Q6_DICBM
OG0007296	sp|Q8IX01|SUGP2_HUMAN	tr|A0A7J7E869|A0A7J7E869_DICBM
OG0007297	sp|Q86WQ0|NR2CA_HUMAN	tr|A0A7J7E8H1|A0A7J7E8H1_DICBM
OG0007298	sp|Q9NX61|T161A_HUMAN	tr|A0A7J7E9E2|A0A7J7E9E2_DICBM
OG0007299	sp|Q8NDL9|CBPC5_HUMAN	tr|A0A7J7EB56|A0A7J7EB56_DICBM
OG0007300	sp|Q8NGU9|GP150_HUMAN	tr|A0A7J7ED03|A0A7J7ED03_DICBM
OG0007301	sp|Q10589|BST2_HUMAN	tr|A0A7J7ED22|A0A7J7ED22_DICBM
OG0007302	sp|Q9NRQ2|PLS4_HUMAN	tr|A0A7J7EFS0|A0A7J7EFS0_DICBM
OG0007304	sp|O00559|RCAS1_HUMAN	tr|A0A7J7EHH5|A0A7J7EHH5_DICBM
OG0007305	sp|Q8NDX9|LY65B_HUMAN	tr|A0A7J7EJE5|A0A7J7EJE5_DICBM
OG0007306	sp|Q8WW18|CQ050_HUMAN	tr|A0A7J7EK54|A0A7J7EK54_DICBM
OG0007307	sp|Q9H2K0|IF3M_HUMAN	tr|A0A7J7EKP2|A0A7J7EKP2_DICBM
OG0007308	sp|Q7Z5Q5|DPOLN_HUMAN	tr|A0A7J7EL27|A0A7J7EL27_DICBM
OG0007309	sp|Q96AH8|RAB7B_HUMAN	tr|A0A7J7ELH5|A0A7J7ELH5_DICBM
OG0007310	sp|Q8IYS5|OSCAR_HUMAN	tr|A0A7J7ENI9|A0A7J7ENI9_DICBM
OG0007311	sp|Q9Y2B4|T53G5_HUMAN	tr|A0A7J7ENZ2|A0A7J7ENZ2_DICBM
OG0007312	sp|Q969J5|I22R2_HUMAN	tr|A0A7J7EWB1|A0A7J7EWB1_DICBM
OG0007313	sp|P20827|EFNA1_HUMAN	tr|A0A7J7EWR8|A0A7J7EWR8_DICBM
OG0007314	sp|Q9Y6C9|MTCH2_HUMAN	tr|A0A7J7EXZ2|A0A7J7EXZ2_DICBM
OG0007315	sp|O75143|ATG13_HUMAN	tr|A0A7J7EY44|A0A7J7EY44_DICBM
OG0007316	sp|Q8IUM7|NPAS4_HUMAN	tr|A0A7J7EYY4|A0A7J7EYY4_DICBM
OG0007317	sp|Q9HCU8|DPOD4_HUMAN	tr|A0A7J7EZG5|A0A7J7EZG5_DICBM
OG0007318	sp|O75443|TECTA_HUMAN	tr|A0A7J7EZM5|A0A7J7EZM5_DICBM
OG0007319	sp|O94810|RGS11_HUMAN	tr|A0A7J7EZY1|A0A7J7EZY1_DICBM
OG0007320	sp|Q709F0|ACD11_HUMAN	tr|A0A7J7F1I7|A0A7J7F1I7_DICBM
OG0007321	sp|Q9BRX8|PXL2A_HUMAN	tr|A0A7J7F1N8|A0A7J7F1N8_DICBM
OG0007322	sp|Q86XD8|ZFAN4_HUMAN	tr|A0A7J7F1Q0|A0A7J7F1Q0_DICBM
OG0007323	sp|Q9UGI0|ZRAN1_HUMAN	tr|A0A7J7F2R3|A0A7J7F2R3_DICBM
OG0007324	sp|Q6P2H8|TMM53_HUMAN	tr|A0A7J7F5W6|A0A7J7F5W6_DICBM
OG0007325	sp|O60869|EDF1_HUMAN	tr|A0A7J7F6T7|A0A7J7F6T7_DICBM
OG0007326	sp|Q3ZCQ8|TIM50_HUMAN	tr|A0A7J7F8R7|A0A7J7F8R7_DICBM
OG0007327	sp|Q71RG4|TMUB2_HUMAN	tr|A0A7J7F8Z2|A0A7J7F8Z2_DICBM
OG0007328	sp|O15079|SNPH_HUMAN	tr|A0A7J7FAV2|A0A7J7FAV2_DICBM
OG0007329	sp|Q96JI7|SPTCS_HUMAN	tr|A0A7J7FC58|A0A7J7FC58_DICBM
OG0007331	sp|Q9NVD3|SETD4_HUMAN	tr|A0A7J7FHH3|A0A7J7FHH3_DICBM
OG0007332	sp|O95456|PSMG1_HUMAN	tr|A0A7J7FIL1|A0A7J7FIL1_DICBM
OG0007333	sp|Q9BU23|LMF2_HUMAN	tr|A0A7J7FJJ6|A0A7J7FJJ6_DICBM
OG0007334	sp|P19971|TYPH_HUMAN	tr|A0A7J7FJW0|A0A7J7FJW0_DICBM
OG0007335	sp|O94901|SUN1_HUMAN	tr|A0A7J7FMZ0|A0A7J7FMZ0_DICBM
OG0007336	sp|Q8N8A2|ANR44_HUMAN	tr|A0A7J7E4J6|A0A7J7E4J6_DICBM
OG0007337	sp|P49961|ENTP1_HUMAN	tr|A0A7J7E613|A0A7J7E613_DICBM
OG0007338	sp|Q9BT30|ALKB7_HUMAN	tr|A0A7J7E725|A0A7J7E725_DICBM
OG0007339	sp|Q99623|PHB2_HUMAN	tr|A0A7J7E9N1|A0A7J7E9N1_DICBM
OG0007340	sp|Q969J3|BORC5_HUMAN	tr|A0A7J7E9V0|A0A7J7E9V0_DICBM
OG0007341	sp|Q9NQL9|DMRT3_HUMAN	tr|A0A7J7EAG7|A0A7J7EAG7_DICBM
OG0007342	sp|Q9BPU6|DPYL5_HUMAN	tr|A0A7J7EBA0|A0A7J7EBA0_DICBM
OG0007343	sp|Q9HBR0|S38AA_HUMAN	tr|A0A7J7EDI5|A0A7J7EDI5_DICBM
OG0007344	sp|O14921|RGS13_HUMAN	tr|A0A7J7EE98|A0A7J7EE98_DICBM
OG0007345	sp|P08575|PTPRC_HUMAN	tr|A0A7J7EF05|A0A7J7EF05_DICBM
OG0007346	sp|P14927|QCR7_HUMAN	tr|A0A7J7EH73|A0A7J7EH73_DICBM
OG0007347	sp|Q96EK6|GNA1_HUMAN	tr|A0A7J7EHN7|A0A7J7EHN7_DICBM
OG0007348	sp|Q3SY56|SP6_HUMAN	tr|A0A7J7EJK2|A0A7J7EJK2_DICBM
OG0007349	sp|Q14847|LASP1_HUMAN	tr|A0A7J7EJL7|A0A7J7EJL7_DICBM
OG0007350	sp|O15335|CHAD_HUMAN	tr|A0A7J7EJQ4|A0A7J7EJQ4_DICBM
OG0007351	sp|Q9H3C7|GGNB2_HUMAN	tr|A0A7J7EJY8|A0A7J7EJY8_DICBM
OG0007352	sp|P52429|DGKE_HUMAN	tr|A0A7J7EK39|A0A7J7EK39_DICBM
OG0007353	sp|Q14444|CAPR1_HUMAN	tr|A0A7J7EKW6|A0A7J7EKW6_DICBM
OG0007354	sp|Q9ULX7|CAH14_HUMAN	tr|A0A7J7EL82|A0A7J7EL82_DICBM
OG0007355	sp|Q8IVD9|NUDC3_HUMAN	tr|A0A7J7EMA4|A0A7J7EMA4_DICBM
OG0007356	sp|Q96PV6|LENG8_HUMAN	tr|A0A7J7EMM6|A0A7J7EMM6_DICBM
OG0007357	sp|Q96T60|PNKP_HUMAN	tr|A0A7J7EN22|A0A7J7EN22_DICBM
OG0007358	sp|Q6UXV1|IZUM2_HUMAN	tr|A0A7J7ENH4|A0A7J7ENH4_DICBM
OG0007359	sp|Q9H147|TDIF1_HUMAN	tr|A0A7J7EPA8|A0A7J7EPA8_DICBM
OG0007360	sp|Q6ULP2|AFTIN_HUMAN	tr|A0A7J7EQB3|A0A7J7EQB3_DICBM
OG0007361	sp|Q6ZMI0|PPR21_HUMAN	tr|A0A7J7EQU1|A0A7J7EQU1_DICBM
OG0007362	sp|Q8IY22|CMIP_HUMAN	tr|A0A7J7ESB3|A0A7J7ESB3_DICBM
OG0007363	sp|Q69YW2|STUM_HUMAN	tr|A0A7J7EU15|A0A7J7EU15_DICBM
OG0007364	sp|Q9NU22|MDN1_HUMAN	tr|A0A7J7EVM2|A0A7J7EVM2_DICBM
OG0007365	sp|P24864|CCNE1_HUMAN	tr|A0A7J7EVX9|A0A7J7EVX9_DICBM
OG0007366	sp|Q96PV7|F193B_HUMAN	tr|A0A7J7EXP8|A0A7J7EXP8_DICBM
OG0007367	sp|Q5JTJ3|COA6_HUMAN	tr|A0A7J7F1X0|A0A7J7F1X0_DICBM
OG0007368	sp|P46013|KI67_HUMAN	tr|A0A7J7F2P0|A0A7J7F2P0_DICBM
OG0007369	sp|A2RUB6|CCD66_HUMAN	tr|A0A7J7F4N5|A0A7J7F4N5_DICBM
OG0007370	sp|Q9UEE5|ST17A_HUMAN	tr|A0A7J7F6N4|A0A7J7F6N4_DICBM
OG0007371	sp|Q14CW9|AT7L3_HUMAN	tr|A0A7J7F8V3|A0A7J7F8V3_DICBM
OG0007372	sp|Q8NAX2|KDF1_HUMAN	tr|A0A7J7F941|A0A7J7F941_DICBM
OG0007373	sp|Q8NBS3|S4A11_HUMAN	tr|A0A7J7F9X9|A0A7J7F9X9_DICBM
OG0007374	sp|Q6NUK4|REEP3_HUMAN	tr|A0A7J7FJ17|A0A7J7FJ17_DICBM
OG0007375	sp|Q8IXR9|CL056_HUMAN	tr|A0A7J7FJQ5|A0A7J7FJQ5_DICBM
OG0007376	sp|Q9NV23|SAST_HUMAN	tr|A0A7J7FL87|A0A7J7FL87_DICBM
OG0007377	sp|Q96MT3|PRIC1_HUMAN	tr|A0A7J7FLU4|A0A7J7FLU4_DICBM
OG0007378	sp|A8K8P3|SFI1_HUMAN	tr|A0A7J7FM19|A0A7J7FM19_DICBM
OG0007379	sp|A6NFT4|CFA73_HUMAN	tr|A0A7J7FNL2|A0A7J7FNL2_DICBM
OG0007380	sp|Q86T20|SIM29_HUMAN	tr|A0A7J7FPZ1|A0A7J7FPZ1_DICBM
OG0007381	sp|Q5T0W9|FA83B_HUMAN	tr|A0A7J7FRS5|A0A7J7FRS5_DICBM
OG0007382	sp|Q6ZMZ0|RN19B_HUMAN	tr|A0A7J7E3X8|A0A7J7E3X8_DICBM
OG0007383	sp|B2CW77|KILIN_HUMAN	tr|A0A7J7E634|A0A7J7E634_DICBM
OG0007384	sp|Q5T681|CJ062_HUMAN	tr|A0A7J7E6M9|A0A7J7E6M9_DICBM
OG0007385	sp|Q9HC36|MRM3_HUMAN	tr|A0A7J7E7N7|A0A7J7E7N7_DICBM
OG0007386	sp|Q9Y3S1|WNK2_HUMAN	tr|A0A7J7EBY4|A0A7J7EBY4_DICBM
OG0007387	sp|P42701|I12R1_HUMAN	tr|A0A7J7ED00|A0A7J7ED00_DICBM
OG0007388	sp|Q8WUY8|NAT14_HUMAN	tr|A0A7J7EEE5|A0A7J7EEE5_DICBM
OG0007389	sp|Q9UJY4|GGA2_HUMAN	tr|A0A7J7EEI4|A0A7J7EEI4_DICBM
OG0007390	sp|Q8TB45|DPTOR_HUMAN	tr|A0A7J7EHZ9|A0A7J7EHZ9_DICBM
OG0007391	sp|Q9H3S5|PIGM_HUMAN	tr|A0A7J7EIB6|A0A7J7EIB6_DICBM
OG0007392	sp|P21854|CD72_HUMAN	tr|A0A7J7EJV8|A0A7J7EJV8_DICBM
OG0007393	sp|P01344|IGF2_HUMAN	tr|A0A7J7EM59|A0A7J7EM59_DICBM
OG0007394	sp|Q7Z429|LFG1_HUMAN	tr|A0A7J7ENK7|A0A7J7ENK7_DICBM
OG0007395	sp|Q9H598|VIAAT_HUMAN	tr|A0A7J7EP49|A0A7J7EP49_DICBM
OG0007396	sp|Q9NSA3|CNBP1_HUMAN	tr|A0A7J7EPI2|A0A7J7EPI2_DICBM
OG0007397	sp|P0CG01|GKN3_HUMAN	tr|A0A7J7EQ83|A0A7J7EQ83_DICBM
OG0007398	sp|Q9NX65|ZSC32_HUMAN	tr|A0A7J7ES04|A0A7J7ES04_DICBM
OG0007399	sp|Q9C0B9|ZCHC2_HUMAN	tr|A0A7J7ETE5|A0A7J7ETE5_DICBM
OG0007400	sp|P11117|PPAL_HUMAN	tr|A0A7J7EY55|A0A7J7EY55_DICBM
OG0007401	sp|Q03164|KMT2A_HUMAN	tr|A0A7J7EZU7|A0A7J7EZU7_DICBM
