Orthogroup	Homo_sapiens	Octodon_degus
OG0004617	sp|Q9UBT2|SAE2_HUMAN	tr|A0A6P6EY41|A0A6P6EY41_OCTDE
OG0004618	sp|A8MXQ7|IQAK1_HUMAN	tr|A0A6P6F613|A0A6P6F613_OCTDE
OG0004619	sp|B2RV13|CF97D_HUMAN	tr|A0A6P3F7U1|A0A6P3F7U1_OCTDE
OG0004620	sp|O43151|TET3_HUMAN	tr|A0A6P6EQ66|A0A6P6EQ66_OCTDE
OG0004621	sp|O43427|FIBP_HUMAN	tr|A0A6P3ELN8|A0A6P3ELN8_OCTDE
OG0004622	sp|O43660|PLRG1_HUMAN	tr|A0A6P6F4Y9|A0A6P6F4Y9_OCTDE
OG0004623	sp|O60826|CCD22_HUMAN	tr|A0A6P3FT19|A0A6P3FT19_OCTDE
OG0004624	sp|O94777|DPM2_HUMAN	tr|A0A6P6DCR8|A0A6P6DCR8_OCTDE
OG0004625	sp|P05976|MYL1_HUMAN	tr|A0A6P3EYP6|A0A6P3EYP6_OCTDE
OG0004626	sp|P06276|CHLE_HUMAN	tr|A0A6P3FSL4|A0A6P3FSL4_OCTDE
OG0004627	sp|P0C628|O5AC1_HUMAN	tr|A0A6P3FFI2|A0A6P3FFI2_OCTDE
OG0004628	sp|P26718|NKG2D_HUMAN	tr|A0A6P6E2P7|A0A6P6E2P7_OCTDE
OG0004629	sp|P35052|GPC1_HUMAN	tr|A0A6P3F2G7|A0A6P3F2G7_OCTDE
OG0004630	sp|P41143|OPRD_HUMAN	tr|A0A6P3FB58|A0A6P3FB58_OCTDE
OG0004631	sp|P46098|5HT3A_HUMAN	tr|A0A6P3F166|A0A6P3F166_OCTDE
OG0004632	sp|P49796|RGS3_HUMAN	tr|A0A6P6F4G7|A0A6P6F4G7_OCTDE
OG0004633	sp|P49848|TAF6_HUMAN	tr|A0A6P6EDY6|A0A6P6EDY6_OCTDE
OG0004634	sp|P58511|SIM11_HUMAN	tr|A0A6P6ER05|A0A6P6ER05_OCTDE
OG0004635	sp|P61960|UFM1_HUMAN	tr|A0A6P3VDA3|A0A6P3VDA3_OCTDE
OG0004636	sp|Q03111|ENL_HUMAN	tr|A0A6P3FA64|A0A6P3FA64_OCTDE
OG0004637	sp|Q14330|GPR18_HUMAN	tr|A0A6P3ESS4|A0A6P3ESS4_OCTDE
OG0004638	sp|Q15772|SPEG_HUMAN	tr|A0A6P6F2D6|A0A6P6F2D6_OCTDE
OG0004639	sp|Q16621|NFE2_HUMAN	tr|A0A6P3FI01|A0A6P3FI01_OCTDE
OG0004640	sp|Q5JPI3|CC038_HUMAN	tr|A0A6P3FDD3|A0A6P3FDD3_OCTDE
OG0004641	sp|Q5T5J6|SWT1_HUMAN	tr|A0A6P6DWY5|A0A6P6DWY5_OCTDE
OG0004642	sp|Q5TCQ9|MAGI3_HUMAN	tr|A0A6P3FNH6|A0A6P3FNH6_OCTDE
OG0004643	sp|Q6PEX3|KR261_HUMAN	tr|A0A6P3FVR3|A0A6P3FVR3_OCTDE
OG0004644	sp|Q6PL24|TMED8_HUMAN	tr|A0A6P6D9D3|A0A6P6D9D3_OCTDE
OG0004645	sp|Q6ZMV7|LEKR1_HUMAN	tr|A0A6P3FLA3|A0A6P3FLA3_OCTDE
OG0004646	sp|Q6ZN44|UNC5A_HUMAN	tr|A0A6P3EUN3|A0A6P3EUN3_OCTDE
OG0004647	sp|Q6ZNR0|TMM91_HUMAN	tr|A0A6P3FWI4|A0A6P3FWI4_OCTDE
OG0004648	sp|Q7RTR2|NLRC3_HUMAN	tr|A0A6P6E5N2|A0A6P6E5N2_OCTDE
OG0004649	sp|Q7Z3V4|UBE3B_HUMAN	tr|A0A6P6EX61|A0A6P6EX61_OCTDE
OG0004650	sp|Q86UU5|GGN_HUMAN	tr|A0A6P6EYF6|A0A6P6EYF6_OCTDE
OG0004651	sp|Q86XP6|GKN2_HUMAN	tr|A0A6P3FC77|A0A6P3FC77_OCTDE
OG0004652	sp|Q8IZP9|AGRG2_HUMAN	tr|A0A6P6ETA4|A0A6P6ETA4_OCTDE
OG0004653	sp|Q8N8A8|F169B_HUMAN	tr|A0A6P6E6S7|A0A6P6E6S7_OCTDE
OG0004654	sp|Q8NAT2|TDRD5_HUMAN	tr|A0A6P6DH74|A0A6P6DH74_OCTDE
OG0004655	sp|Q8TD35|LKAM1_HUMAN	tr|A0A6P6DJ95|A0A6P6DJ95_OCTDE
OG0004656	sp|Q8WVH0|CPLX3_HUMAN	tr|A0A6P3F3Q7|A0A6P3F3Q7_OCTDE
OG0004657	sp|Q92636|FAN_HUMAN	tr|A0A6P6EMZ5|A0A6P6EMZ5_OCTDE
OG0004658	sp|Q96AE4|FUBP1_HUMAN	tr|A0A6P6DFZ0|A0A6P6DFZ0_OCTDE
OG0004659	sp|Q96AQ2|TM125_HUMAN	tr|A0A6P3FXM9|A0A6P3FXM9_OCTDE
OG0004660	sp|Q96DZ1|ERLEC_HUMAN	tr|A0A6P6DH56|A0A6P6DH56_OCTDE
OG0004661	sp|Q96JW4|S41A2_HUMAN	tr|A0A6P6ENT6|A0A6P6ENT6_OCTDE
OG0004662	sp|Q96KB5|TOPK_HUMAN	tr|A0A6P6EEG0|A0A6P6EEG0_OCTDE
OG0004663	sp|Q96TA2|YMEL1_HUMAN	tr|A0A6P3FAA7|A0A6P3FAA7_OCTDE
OG0004664	sp|Q99550|MPP9_HUMAN	tr|A0A6P6EWL6|A0A6P6EWL6_OCTDE
OG0004665	sp|Q9BRR6|ADPGK_HUMAN	tr|A0A6P6E7V1|A0A6P6E7V1_OCTDE
OG0004666	sp|Q9BUN1|MENT_HUMAN	tr|A0A6P6EII0|A0A6P6EII0_OCTDE
OG0004667	sp|Q9BZI7|REN3B_HUMAN	tr|A0A6P6DP59|A0A6P6DP59_OCTDE
OG0004668	sp|Q9H7C4|SYNCI_HUMAN	tr|A0A6P3VCS2|A0A6P3VCS2_OCTDE
OG0004669	sp|Q9NP73|ALG13_HUMAN	tr|A0A6P6D6F7|A0A6P6D6F7_OCTDE
OG0004670	sp|Q9NRG9|AAAS_HUMAN	tr|A0A6P3VC22|A0A6P3VC22_OCTDE
OG0004671	sp|Q9NRM1|ENAM_HUMAN	tr|A0A6P6DRD9|A0A6P6DRD9_OCTDE
OG0004672	sp|Q9NZN1|IRPL1_HUMAN	tr|A0A6P3VAL6|A0A6P3VAL6_OCTDE
OG0004673	sp|Q9P000|COMD9_HUMAN	tr|A0A6P6E2Q9|A0A6P6E2Q9_OCTDE
OG0004674	sp|Q9P242|NYAP2_HUMAN	tr|A0A6P3FEW9|A0A6P3FEW9_OCTDE
OG0004675	sp|Q9UHJ3|SMBT1_HUMAN	tr|A0A6P6EGL1|A0A6P6EGL1_OCTDE
OG0004676	sp|Q9UL68|MYT1L_HUMAN	tr|A0A6P3FPD5|A0A6P3FPD5_OCTDE
OG0004677	sp|Q9Y272|RASD1_HUMAN	tr|A0A6P3FM15|A0A6P3FM15_OCTDE
OG0004678	sp|Q9Y3E1|HDGR3_HUMAN	tr|A0A6P6E769|A0A6P6E769_OCTDE
OG0004679	sp|A2VEC9|SSPO_HUMAN	tr|A0A6P6E901|A0A6P6E901_OCTDE
OG0004680	sp|A6NFA0|F205C_HUMAN	tr|A0A6P6EIG3|A0A6P6EIG3_OCTDE
OG0004681	sp|A8MW99|MEI4_HUMAN	tr|A0A6P6EQQ9|A0A6P6EQQ9_OCTDE
OG0004682	sp|O14732|IMPA2_HUMAN	tr|A0A6P6DTI9|A0A6P6DTI9_OCTDE
OG0004683	sp|O43325|LYRM1_HUMAN	tr|A0A6P6E8A1|A0A6P6E8A1_OCTDE
OG0004684	sp|O60462|NRP2_HUMAN	tr|A0A6P3EYR6|A0A6P3EYR6_OCTDE
OG0004685	sp|O60566|BUB1B_HUMAN	tr|A0A6P6E8R4|A0A6P6E8R4_OCTDE
OG0004686	sp|O95760|IL33_HUMAN	tr|A0A6P3F278|A0A6P3F278_OCTDE
OG0004687	sp|O95831|AIFM1_HUMAN	tr|A0A6P3F8X4|A0A6P3F8X4_OCTDE
OG0004688	sp|P04180|LCAT_HUMAN	tr|A0A6P3EJW3|A0A6P3EJW3_OCTDE
OG0004689	sp|P0DMB2|CH088_HUMAN	tr|A0A6P6DAM4|A0A6P6DAM4_OCTDE
OG0004690	sp|P14324|FPPS_HUMAN	tr|A0A6P3F3T1|A0A6P3F3T1_OCTDE
OG0004691	sp|P14854|CX6B1_HUMAN	tr|A0A6P3ENY5|A0A6P3ENY5_OCTDE
OG0004692	sp|P16452|EPB42_HUMAN	tr|A0A6P3V9L9|A0A6P3V9L9_OCTDE
OG0004693	sp|P19320|VCAM1_HUMAN	tr|A0A6P3VBT9|A0A6P3VBT9_OCTDE
OG0004694	sp|P61923|COPZ1_HUMAN	tr|A0A6P3F3C6|A0A6P3F3C6_OCTDE
OG0004695	sp|P62750|RL23A_HUMAN	tr|A0A6P6E0I2|A0A6P6E0I2_OCTDE
OG0004696	sp|P63244|RACK1_HUMAN	tr|A0A6P3F9H3|A0A6P3F9H3_OCTDE
OG0004697	sp|Q00056|HXA4_HUMAN	tr|A0A6P6E099|A0A6P6E099_OCTDE
OG0004698	sp|Q01085|TIAR_HUMAN	tr|A0A6P3EJK7|A0A6P3EJK7_OCTDE
OG0004699	sp|Q12797|ASPH_HUMAN	tr|A0A6P6DDW8|A0A6P6DDW8_OCTDE
OG0004700	sp|Q13395|TARB1_HUMAN	tr|A0A6P6D9A1|A0A6P6D9A1_OCTDE
OG0004701	sp|Q14106|TOB2_HUMAN	tr|A0A6P6DE94|A0A6P6DE94_OCTDE
OG0004702	sp|Q14123|PDE1C_HUMAN	tr|A0A6P3EVN2|A0A6P3EVN2_OCTDE
OG0004703	sp|Q15785|TOM34_HUMAN	tr|A0A6P3F7C4|A0A6P3F7C4_OCTDE
OG0004704	sp|Q16363|LAMA4_HUMAN	tr|A0A6P6DPE8|A0A6P6DPE8_OCTDE
OG0004705	sp|Q5T0B9|ZN362_HUMAN	tr|A0A6P6DA58|A0A6P6DA58_OCTDE
OG0004706	sp|Q5VWQ8|DAB2P_HUMAN	tr|A0A6P3F9N0|A0A6P3F9N0_OCTDE
OG0004707	sp|Q6H8Q1|ABLM2_HUMAN	tr|A0A6P6D7H4|A0A6P6D7H4_OCTDE
OG0004708	sp|Q6UX53|MET7B_HUMAN	tr|A0A6P3FXW9|A0A6P3FXW9_OCTDE
OG0004709	sp|Q6YHK3|CD109_HUMAN	tr|A0A6P6E262|A0A6P6E262_OCTDE
OG0004710	sp|Q7Z3D4|LYSM3_HUMAN	tr|A0A6P6DIY8|A0A6P6DIY8_OCTDE
OG0004711	sp|Q7Z6M3|MILR1_HUMAN	tr|A0A6P6EC88|A0A6P6EC88_OCTDE
OG0004712	sp|Q8IUW3|SPA2L_HUMAN	tr|A0A6P3FFT3|A0A6P3FFT3_OCTDE
OG0004713	sp|Q8IXM6|NRM_HUMAN	tr|A0A6P3EVU6|A0A6P3EVU6_OCTDE
OG0004714	sp|Q8IYJ0|PIANP_HUMAN	tr|A0A6P6DIG6|A0A6P6DIG6_OCTDE
OG0004715	sp|Q8IYN6|UBAD2_HUMAN	tr|A0A6P3F207|A0A6P3F207_OCTDE
OG0004716	sp|Q8N4T8|CBR4_HUMAN	tr|A0A6P6D6Z1|A0A6P6D6Z1_OCTDE
OG0004717	sp|Q8N7X8|SIGL1_HUMAN	tr|A0A6P3VDP1|A0A6P3VDP1_OCTDE
OG0004718	sp|Q8NA31|TERB1_HUMAN	tr|A0A6P6DYJ9|A0A6P6DYJ9_OCTDE
OG0004719	sp|Q8NF37|PCAT1_HUMAN	tr|A0A6P3EJ40|A0A6P3EJ40_OCTDE
OG0004720	sp|Q8TDX6|CGAT1_HUMAN	tr|A0A6P3F551|A0A6P3F551_OCTDE
OG0004721	sp|Q8TEP8|CE192_HUMAN	tr|A0A6P6DU87|A0A6P6DU87_OCTDE
OG0004722	sp|Q8WX77|IBPL1_HUMAN	tr|A0A6P3F729|A0A6P3F729_OCTDE
OG0004723	sp|Q8WXD9|CSKI1_HUMAN	tr|A0A6P3F245|A0A6P3F245_OCTDE
OG0004724	sp|Q96AX9|MIB2_HUMAN	tr|A0A6P6D4X1|A0A6P6D4X1_OCTDE
OG0004725	sp|Q96CM3|RUSD4_HUMAN	tr|A0A6P3FK80|A0A6P3FK80_OCTDE
OG0004726	sp|Q96DP5|FMT_HUMAN	tr|A0A6P3EZV3|A0A6P3EZV3_OCTDE
OG0004727	sp|Q96GX5|GWL_HUMAN	tr|A0A6P3FNS2|A0A6P3FNS2_OCTDE
OG0004728	sp|Q96Q11|TRNT1_HUMAN	tr|A0A6P6EA84|A0A6P6EA84_OCTDE
OG0004729	sp|Q99633|PRP18_HUMAN	tr|A0A6P6DBY4|A0A6P6DBY4_OCTDE
OG0004730	sp|Q9BRJ6|CG050_HUMAN	tr|A0A6P6EAT1|A0A6P6EAT1_OCTDE
OG0004731	sp|Q9C0F1|CEP44_HUMAN	tr|A0A6P3F732|A0A6P3F732_OCTDE
OG0004732	sp|Q9H0D6|XRN2_HUMAN	tr|A0A6P3F014|A0A6P3F014_OCTDE
OG0004733	sp|Q9H0F5|RNF38_HUMAN	tr|A0A6P6EHC1|A0A6P6EHC1_OCTDE
OG0004734	sp|Q9H3M0|KCNF1_HUMAN	tr|A0A6P3FQA2|A0A6P3FQA2_OCTDE
OG0004735	sp|Q9H4B4|PLK3_HUMAN	tr|A0A6P6F5C7|A0A6P6F5C7_OCTDE
OG0004736	sp|Q9H5V8|CDCP1_HUMAN	tr|A0A6P3FMS1|A0A6P3FMS1_OCTDE
OG0004737	sp|Q9NXG2|THUM1_HUMAN	tr|A0A6P3ET18|A0A6P3ET18_OCTDE
OG0004738	sp|Q9NZM3|ITSN2_HUMAN	tr|A0A6P3VA94|A0A6P3VA94_OCTDE
OG0004739	sp|Q9UDY6|TRI10_HUMAN	tr|A0A6P3G043|A0A6P3G043_OCTDE
OG0004740	sp|Q9UGC7|RF1ML_HUMAN	tr|A0A6P6D9I3|A0A6P6D9I3_OCTDE
OG0004741	sp|Q9UJ83|HACL1_HUMAN	tr|A0A6P3ETJ1|A0A6P3ETJ1_OCTDE
OG0004742	sp|Q9Y216|MTMR7_HUMAN	tr|A0A6P3FD69|A0A6P3FD69_OCTDE
OG0004743	sp|Q9Y2U9|KLDC2_HUMAN	tr|A0A6P6F5K9|A0A6P6F5K9_OCTDE
OG0004744	sp|Q9Y3V2|RWDD3_HUMAN	tr|A0A6P3FEM7|A0A6P3FEM7_OCTDE
OG0004745	sp|Q9Y664|KPTN_HUMAN	tr|A0A6P3FQ03|A0A6P3FQ03_OCTDE
OG0004746	sp|Q9Y691|KCMB2_HUMAN	tr|A0A6P3FGS1|A0A6P3FGS1_OCTDE
OG0004747	sp|Q9Y6I4|UBP3_HUMAN	tr|A0A6P3ENZ7|A0A6P3ENZ7_OCTDE
OG0004748	sp|A6NFU8|PGPIL_HUMAN	tr|A0A6P6E0M1|A0A6P6E0M1_OCTDE
OG0004749	sp|O14519|CDKA1_HUMAN	tr|A0A6P3F0B7|A0A6P3F0B7_OCTDE
OG0004750	sp|O14558|HSPB6_HUMAN	tr|A0A6P3F1L9|A0A6P3F1L9_OCTDE
OG0004751	sp|O15229|KMO_HUMAN	tr|A0A6P3EL97|A0A6P3EL97_OCTDE
OG0004752	sp|O15315|RA51B_HUMAN	tr|A0A6P6DE88|A0A6P6DE88_OCTDE
OG0004753	sp|O15498|YKT6_HUMAN	tr|A0A6P3F2D9|A0A6P3F2D9_OCTDE
OG0004754	sp|O43312|MTSS1_HUMAN	tr|A0A6P3FCQ9|A0A6P3FCQ9_OCTDE
OG0004755	sp|O43490|PROM1_HUMAN	tr|A0A6P6D5X5|A0A6P6D5X5_OCTDE
OG0004756	sp|O43525|KCNQ3_HUMAN	tr|A0A6P3FQP1|A0A6P3FQP1_OCTDE
OG0004757	sp|O43609|SPY1_HUMAN	tr|A0A6P6DRD0|A0A6P6DRD0_OCTDE
OG0004758	sp|O94868|FCSD2_HUMAN	tr|A0A6P3FL38|A0A6P3FL38_OCTDE
OG0004759	sp|O95715|CXL14_HUMAN	tr|A0A6P3F993|A0A6P3F993_OCTDE
OG0004760	sp|P05121|PAI1_HUMAN	tr|A0A6P3ERQ5|A0A6P3ERQ5_OCTDE
OG0004761	sp|P05165|PCCA_HUMAN	tr|A0A6P3F3Q8|A0A6P3F3Q8_OCTDE
OG0004762	sp|P13501|CCL5_HUMAN	tr|A0A6P3FB87|A0A6P3FB87_OCTDE
OG0004764	sp|P19075|TSN8_HUMAN	tr|A0A6P3F974|A0A6P3F974_OCTDE
OG0004765	sp|P24387|CRHBP_HUMAN	tr|A0A6P3FD40|A0A6P3FD40_OCTDE
OG0004766	sp|P36639|8ODP_HUMAN	tr|A0A6P3EQ97|A0A6P3EQ97_OCTDE
OG0004767	sp|P45954|ACDSB_HUMAN	tr|A0A6P3EYC7|A0A6P3EYC7_OCTDE
OG0004768	sp|P49765|VEGFB_HUMAN	tr|A0A6P3FRH4|A0A6P3FRH4_OCTDE
OG0004769	sp|P51151|RAB9A_HUMAN	tr|A0A6P3EZ62|A0A6P3EZ62_OCTDE
OG0004770	sp|P57052|RBM11_HUMAN	tr|A0A6P6F6L3|A0A6P6F6L3_OCTDE
OG0004771	sp|P57076|CF298_HUMAN	tr|A0A6P3VE66|A0A6P3VE66_OCTDE
OG0004772	sp|Q00325|MPCP_HUMAN	tr|A0A6P3EUH1|A0A6P3EUH1_OCTDE
OG0004773	sp|Q07955|SRSF1_HUMAN	tr|A0A6P3VEL9|A0A6P3VEL9_OCTDE
OG0004774	sp|Q13042|CDC16_HUMAN	tr|A0A6P6EF57|A0A6P6EF57_OCTDE
OG0004775	sp|Q13133|NR1H3_HUMAN	tr|A0A6P6E1Q6|A0A6P6E1Q6_OCTDE
OG0004776	sp|Q15078|CD5R1_HUMAN	tr|A0A6P3EZR0|A0A6P3EZR0_OCTDE
OG0004777	sp|Q16854|DGUOK_HUMAN	tr|A0A6P6EQE7|A0A6P6EQE7_OCTDE
OG0004778	sp|Q5JST6|EFHC2_HUMAN	tr|A0A6P3VEM4|A0A6P3VEM4_OCTDE
OG0004779	sp|Q5VTL7|FNDC7_HUMAN	tr|A0A6P3FG47|A0A6P3FG47_OCTDE
OG0004780	sp|Q5VU97|CAHD1_HUMAN	tr|A0A6P3F816|A0A6P3F816_OCTDE
OG0004781	sp|Q6UXH9|PAMR1_HUMAN	tr|A0A6P3EZE7|A0A6P3EZE7_OCTDE
OG0004782	sp|Q6ZRR7|LRRC9_HUMAN	tr|A0A6P6DBE0|A0A6P6DBE0_OCTDE
OG0004783	sp|Q6ZWH5|NEK10_HUMAN	tr|A0A6P3FBH2|A0A6P3FBH2_OCTDE
OG0004784	sp|Q7Z6J6|FRMD5_HUMAN	tr|A0A6P3EPS1|A0A6P3EPS1_OCTDE
OG0004785	sp|Q7Z7N9|T179B_HUMAN	tr|A0A6P6DS16|A0A6P6DS16_OCTDE
OG0004786	sp|Q86U86|PB1_HUMAN	tr|A0A6P6EHB6|A0A6P6EHB6_OCTDE
OG0004787	sp|Q86UP2|KTN1_HUMAN	tr|A0A6P6DBL8|A0A6P6DBL8_OCTDE
OG0004788	sp|Q8N5C6|SRBD1_HUMAN	tr|A0A6P6E4D1|A0A6P6E4D1_OCTDE
OG0004789	sp|Q8N7A1|KLDC1_HUMAN	tr|A0A6P3F4S7|A0A6P3F4S7_OCTDE
OG0004790	sp|Q8NCC5|SPX3_HUMAN	tr|A0A6P3F055|A0A6P3F055_OCTDE
OG0004791	sp|Q8TCZ2|C99L2_HUMAN	tr|A0A6P6DPZ4|A0A6P6DPZ4_OCTDE
OG0004792	sp|Q8TED1|GPX8_HUMAN	tr|A0A6P6DYU7|A0A6P6DYU7_OCTDE
OG0004793	sp|Q8TF17|S3TC2_HUMAN	tr|A0A6P6EFN2|A0A6P6EFN2_OCTDE
OG0004794	sp|Q8WVS4|DC2I1_HUMAN	tr|A0A6P6E9G1|A0A6P6E9G1_OCTDE
OG0004795	sp|Q8WY36|BBX_HUMAN	tr|A0A6P3FSV0|A0A6P3FSV0_OCTDE
OG0004796	sp|Q96MC4|C295L_HUMAN	tr|A0A6P6D4K5|A0A6P6D4K5_OCTDE
OG0004797	sp|Q96MU7|YTDC1_HUMAN	tr|A0A6P3FCZ2|A0A6P3FCZ2_OCTDE
OG0004798	sp|Q96SU4|OSBL9_HUMAN	tr|A0A6P6F5L5|A0A6P6F5L5_OCTDE
OG0004799	sp|Q9BQJ4|TMM47_HUMAN	tr|A0A6P3FXQ1|A0A6P3FXQ1_OCTDE
OG0004801	sp|Q9H3S4|TPK1_HUMAN	tr|A0A6P6E8I7|A0A6P6E8I7_OCTDE
OG0004802	sp|Q9H714|PACER_HUMAN	tr|A0A6P3EW97|A0A6P3EW97_OCTDE
OG0004803	sp|Q9H9E1|ANRA2_HUMAN	tr|A0A6P6DHC1|A0A6P6DHC1_OCTDE
OG0004804	sp|Q9NZQ9|TMOD4_HUMAN	tr|A0A6P6EJ43|A0A6P6EJ43_OCTDE
OG0004805	sp|Q9P2E5|CHPF2_HUMAN	tr|A0A6P3F2K7|A0A6P3F2K7_OCTDE
OG0004806	sp|Q9P2W1|HOP2_HUMAN	tr|A0A6P6EN15|A0A6P6EN15_OCTDE
OG0004807	sp|Q9UHM6|OPN4_HUMAN	tr|A0A6P3VCZ9|A0A6P3VCZ9_OCTDE
OG0004808	sp|Q9UIF9|BAZ2A_HUMAN	tr|A0A6P6DSY2|A0A6P6DSY2_OCTDE
OG0004809	sp|Q9ULL0|K1210_HUMAN	tr|A0A6P6DP97|A0A6P6DP97_OCTDE
OG0004810	sp|Q9UPY6|WASF3_HUMAN	tr|A0A6P3F5T3|A0A6P3F5T3_OCTDE
OG0004811	sp|Q9Y219|JAG2_HUMAN	tr|A0A6P3FRH3|A0A6P3FRH3_OCTDE
OG0004812	sp|Q9Y3E0|GOT1B_HUMAN	tr|A0A6P3EYE9|A0A6P3EYE9_OCTDE
OG0004813	sp|Q9Y4K3|TRAF6_HUMAN	tr|A0A6P3EMX9|A0A6P3EMX9_OCTDE
OG0004814	sp|A6NK02|TRI75_HUMAN	tr|A0A6P3F712|A0A6P3F712_OCTDE
OG0004815	sp|O14511|NRG2_HUMAN	tr|A0A6P6DHK9|A0A6P6DHK9_OCTDE
OG0004816	sp|O60281|ZN292_HUMAN	tr|A0A6P6E6D6|A0A6P6E6D6_OCTDE
OG0004817	sp|O75362|ZN217_HUMAN	tr|A0A6P3FF40|A0A6P3FF40_OCTDE
OG0004818	sp|O95954|FTCD_HUMAN	tr|A0A6P3F4U0|A0A6P3F4U0_OCTDE
OG0004819	sp|O95965|ITGBL_HUMAN	tr|A0A6P3F7S2|A0A6P3F7S2_OCTDE
OG0004820	sp|P00995|ISK1_HUMAN	tr|A0A6P3ETF5|A0A6P3ETF5_OCTDE
OG0004821	sp|P10915|HPLN1_HUMAN	tr|A0A6P3FN28|A0A6P3FN28_OCTDE
OG0004822	sp|P22079|PERL_HUMAN	tr|A0A6P6DNQ0|A0A6P6DNQ0_OCTDE
OG0004823	sp|P33402|GCYA2_HUMAN	tr|A0A6P3ELV9|A0A6P3ELV9_OCTDE
OG0004824	sp|P41968|MC3R_HUMAN	tr|A0A6P3FF35|A0A6P3FF35_OCTDE
OG0004825	sp|P46934|NEDD4_HUMAN	tr|A0A6P3VCD5|A0A6P3VCD5_OCTDE
OG0004826	sp|P49286|MTR1B_HUMAN	tr|A0A6P3FQJ2|A0A6P3FQJ2_OCTDE
OG0004827	sp|P49585|PCY1A_HUMAN	tr|A0A6P3FST3|A0A6P3FST3_OCTDE
OG0004828	sp|P59533|T2R38_HUMAN	tr|A0A6P3F051|A0A6P3F051_OCTDE
OG0004829	sp|P78563|RED1_HUMAN	tr|A0A6P6EHZ9|A0A6P6EHZ9_OCTDE
OG0004830	sp|Q06124|PTN11_HUMAN	tr|A0A6P6EVB1|A0A6P6EVB1_OCTDE
OG0004831	sp|Q14393|GAS6_HUMAN	tr|A0A6P3F3N6|A0A6P3F3N6_OCTDE
OG0004832	sp|Q15759|MK11_HUMAN	tr|A0A6P3FAI7|A0A6P3FAI7_OCTDE
OG0004833	sp|Q16878|CDO1_HUMAN	tr|A0A6P3F815|A0A6P3F815_OCTDE
OG0004834	sp|Q1HG44|DOXA2_HUMAN	tr|A0A6P3FJS6|A0A6P3FJS6_OCTDE
OG0004835	sp|Q6P093|ADCL2_HUMAN	tr|A0A6P3FDV5|A0A6P3FDV5_OCTDE
OG0004836	sp|Q76N32|CEP68_HUMAN	tr|A0A6P6EW94|A0A6P6EW94_OCTDE
OG0004837	sp|Q7Z418|KCNKI_HUMAN	tr|A0A6P3EJM2|A0A6P3EJM2_OCTDE
OG0004838	sp|Q7Z6L0|PRRT2_HUMAN	tr|A0A6P6EYZ2|A0A6P6EYZ2_OCTDE
OG0004839	sp|Q86TI2|DPP9_HUMAN	tr|A0A6P6EJX4|A0A6P6EJX4_OCTDE
OG0004840	sp|Q86U70|LDB1_HUMAN	tr|A0A6P3ET73|A0A6P3ET73_OCTDE
OG0004841	sp|Q86UN3|R4RL2_HUMAN	tr|A0A6P6DQC3|A0A6P6DQC3_OCTDE
OG0004842	sp|Q8IU60|DCP2_HUMAN	tr|A0A6P6DCD2|A0A6P6DCD2_OCTDE
OG0004843	sp|Q8IVD9|NUDC3_HUMAN	tr|A0A6P3F4S2|A0A6P3F4S2_OCTDE
OG0004844	sp|Q8IXT1|DDIAS_HUMAN	tr|A0A6P6EJF7|A0A6P6EJF7_OCTDE
OG0004845	sp|Q8IY31|IFT20_HUMAN	tr|A0A6P6EUI4|A0A6P6EUI4_OCTDE
OG0004846	sp|Q8IY33|MILK2_HUMAN	tr|A0A6P6EB84|A0A6P6EB84_OCTDE
OG0004847	sp|Q8N4C6|NIN_HUMAN	tr|A0A6P6F5B5|A0A6P6F5B5_OCTDE
OG0004848	sp|Q8N4E4|PDCL2_HUMAN	tr|A0A6P3EM38|A0A6P3EM38_OCTDE
OG0004849	sp|Q8NCS7|CTL5_HUMAN	tr|A0A6P6EP42|A0A6P6EP42_OCTDE
OG0004850	sp|Q92698|RAD54_HUMAN	tr|A0A6P3F5A9|A0A6P3F5A9_OCTDE
OG0004851	sp|Q96FE7|P3IP1_HUMAN	tr|A0A6P6DPQ1|A0A6P6DPQ1_OCTDE
OG0004852	sp|Q96HJ3|CCD34_HUMAN	tr|A0A6P6DIW8|A0A6P6DIW8_OCTDE
OG0004853	sp|Q96PQ7|KLHL5_HUMAN	tr|A0A6P3FPU4|A0A6P3FPU4_OCTDE
OG0004854	sp|Q96S42|NODAL_HUMAN	tr|A0A6P3EQR3|A0A6P3EQR3_OCTDE
OG0004855	sp|Q99941|ATF6B_HUMAN	tr|A0A6P3EJQ9|A0A6P3EJQ9_OCTDE
OG0004857	sp|Q9H1P6|CT085_HUMAN	tr|A0A6P3V8L9|A0A6P3V8L9_OCTDE
OG0004858	sp|Q9H270|VPS11_HUMAN	tr|A0A6P3F189|A0A6P3F189_OCTDE
OG0004859	sp|Q9H6I2|SOX17_HUMAN	tr|A0A6P6EN05|A0A6P6EN05_OCTDE
OG0004860	sp|Q9H773|DCTP1_HUMAN	tr|A0A6P6DYV7|A0A6P6DYV7_OCTDE
OG0004861	sp|Q9HBL6|LRTM1_HUMAN	tr|A0A6P3VBB7|A0A6P3VBB7_OCTDE
OG0004862	sp|Q9HC35|EMAL4_HUMAN	tr|A0A6P3EXR0|A0A6P3EXR0_OCTDE
OG0004863	sp|Q9NR33|DPOE4_HUMAN	tr|A0A6P6EPS8|A0A6P6EPS8_OCTDE
