Orthogroup	Homo_sapiens	Rhinolophus_ferrumequinum
OG0004890	sp|Q9BXT8|RNF17_HUMAN	tr|A0A671DPV5|A0A671DPV5_RHIFE
OG0004891	sp|Q9GZT9|EGLN1_HUMAN	tr|A0A671G774|A0A671G774_RHIFE
OG0004892	sp|Q9H0K1|SIK2_HUMAN	tr|A0A671F152|A0A671F152_RHIFE
OG0004893	sp|Q9HAW0|BRF2_HUMAN	tr|A0A671DYR0|A0A671DYR0_RHIFE
OG0004894	sp|Q9NUW8|TYDP1_HUMAN	tr|A0A671ELM3|A0A671ELM3_RHIFE
OG0004895	sp|Q9NW68|BSDC1_HUMAN	tr|A0A671F5H4|A0A671F5H4_RHIFE
OG0004896	sp|Q9ULI2|RIMKB_HUMAN	tr|A0A671E0C0|A0A671E0C0_RHIFE
OG0004897	sp|Q9Y4B4|ARIP4_HUMAN	tr|A0A671FRT9|A0A671FRT9_RHIFE
OG0004898	sp|Q9Y4Z0|LSM4_HUMAN	tr|A0A671FVS3|A0A671FVS3_RHIFE
OG0004899	sp|Q9Y570|PPME1_HUMAN	tr|A0A671FFJ9|A0A671FFJ9_RHIFE
OG0004900	sp|A6NJI1|CK086_HUMAN	tr|A0A671DTT7|A0A671DTT7_RHIFE
OG0004901	sp|A8MT69|CENPX_HUMAN	tr|A0A671E7K0|A0A671E7K0_RHIFE
OG0004902	sp|O14641|DVL2_HUMAN	tr|A0A671EUY0|A0A671EUY0_RHIFE
OG0004903	sp|O14730|RIOK3_HUMAN	tr|A0A671FV35|A0A671FV35_RHIFE
OG0004904	sp|O14920|IKKB_HUMAN	tr|A0A671FAA3|A0A671FAA3_RHIFE
OG0004905	sp|O60260|PRKN_HUMAN	tr|A0A671ELY8|A0A671ELY8_RHIFE
OG0004906	sp|O95394|AGM1_HUMAN	tr|A0A671FN85|A0A671FN85_RHIFE
OG0004907	sp|O95886|DLGP3_HUMAN	tr|A0A671DKE9|A0A671DKE9_RHIFE
OG0004908	sp|O95900|TRUB2_HUMAN	tr|A0A671FN01|A0A671FN01_RHIFE
OG0004909	sp|P06734|FCER2_HUMAN	tr|A0A671F306|A0A671F306_RHIFE
OG0004910	sp|P0DJ07|PT100_HUMAN	tr|A0A671ERS2|A0A671ERS2_RHIFE
OG0004911	sp|P11182|ODB2_HUMAN	tr|A0A671FDB7|A0A671FDB7_RHIFE
OG0004912	sp|P13232|IL7_HUMAN	tr|A0A671EDN3|A0A671EDN3_RHIFE
OG0004913	sp|P17036|ZNF3_HUMAN	tr|A0A671DWU4|A0A671DWU4_RHIFE
OG0004914	sp|P22460|KCNA5_HUMAN	tr|A0A671DSF8|A0A671DSF8_RHIFE
OG0004915	sp|P29762|RABP1_HUMAN	tr|A0A671FNW4|A0A671FNW4_RHIFE
OG0004916	sp|P30044|PRDX5_HUMAN	tr|A0A671ECG9|A0A671ECG9_RHIFE
OG0004917	sp|P31512|FMO4_HUMAN	tr|A0A671G4I5|A0A671G4I5_RHIFE
OG0004918	sp|P35625|TIMP3_HUMAN	tr|B2KII1|B2KII1_RHIFE
OG0004919	sp|P54821|PRRX1_HUMAN	tr|A0A671G3Z6|A0A671G3Z6_RHIFE
OG0004920	sp|P78369|CLD10_HUMAN	tr|A0A671E1T0|A0A671E1T0_RHIFE
OG0004921	sp|P83111|LACTB_HUMAN	tr|A0A671EP19|A0A671EP19_RHIFE
OG0004922	sp|P98082|DAB2_HUMAN	tr|A0A671FK79|A0A671FK79_RHIFE
OG0004923	sp|Q07666|KHDR1_HUMAN	tr|A0A671F0T2|A0A671F0T2_RHIFE
OG0004924	sp|Q14449|GRB14_HUMAN	tr|A0A671E1P2|A0A671E1P2_RHIFE
OG0004925	sp|Q14512|FGFP1_HUMAN	tr|A0A671E086|A0A671E086_RHIFE
OG0004926	sp|Q15543|TAF13_HUMAN	tr|A0A671FV66|A0A671FV66_RHIFE
OG0004927	sp|Q16186|ADRM1_HUMAN	tr|A0A671G053|A0A671G053_RHIFE
OG0004928	sp|Q4G148|GXLT1_HUMAN	tr|A0A671E914|A0A671E914_RHIFE
OG0004929	sp|Q4LDG9|DNAL1_HUMAN	tr|A0A671DUC0|A0A671DUC0_RHIFE
OG0004930	sp|Q5JTZ9|SYAM_HUMAN	tr|A0A671EAY1|A0A671EAY1_RHIFE
OG0004931	sp|Q5VWZ2|LYPL1_HUMAN	tr|A0A671G6N5|A0A671G6N5_RHIFE
OG0004932	sp|Q5VYV0|FOXB2_HUMAN	tr|A0A671EW64|A0A671EW64_RHIFE
OG0004933	sp|Q6NUI2|GPAT2_HUMAN	tr|A0A671FQW4|A0A671FQW4_RHIFE
OG0004934	sp|Q6UX39|AMTN_HUMAN	tr|A0A671FI21|A0A671FI21_RHIFE
OG0004935	sp|Q6X4W1|NSMF_HUMAN	tr|A0A671EIE7|A0A671EIE7_RHIFE
OG0004936	sp|Q7Z601|GP142_HUMAN	tr|A0A671EKI6|A0A671EKI6_RHIFE
OG0004937	sp|Q7Z6J4|FGD2_HUMAN	tr|A0A671DHU0|A0A671DHU0_RHIFE
OG0004938	sp|Q86TC9|MYPN_HUMAN	tr|A0A671EBS6|A0A671EBS6_RHIFE
OG0004939	sp|Q86Y22|CONA1_HUMAN	tr|A0A671G5R6|A0A671G5R6_RHIFE
OG0004940	sp|Q8IYB8|SUV3_HUMAN	tr|A0A671EJW1|A0A671EJW1_RHIFE
OG0004941	sp|Q8N4X5|AF1L2_HUMAN	tr|A0A671ED56|A0A671ED56_RHIFE
OG0004942	sp|Q8NBT2|SPC24_HUMAN	tr|A0A671F907|A0A671F907_RHIFE
OG0004943	sp|Q8NC56|LEMD2_HUMAN	tr|A0A671FPU6|A0A671FPU6_RHIFE
OG0004944	sp|Q8TAE6|PP14C_HUMAN	tr|A0A671FGB9|A0A671FGB9_RHIFE
OG0004945	sp|Q8TAM1|BBS10_HUMAN	tr|A0A671E128|A0A671E128_RHIFE
OG0004946	sp|Q8TEW0|PARD3_HUMAN	tr|A0A671E1D1|A0A671E1D1_RHIFE
OG0004947	sp|Q8WU58|F222B_HUMAN	tr|A0A671ESM3|A0A671ESM3_RHIFE
OG0004948	sp|Q8WWF8|CAPSL_HUMAN	tr|A0A671F8I0|A0A671F8I0_RHIFE
OG0004949	sp|Q96A04|TSACC_HUMAN	tr|A0A671ERX4|A0A671ERX4_RHIFE
OG0004950	sp|Q96AX2|RAB37_HUMAN	tr|A0A671EMT2|A0A671EMT2_RHIFE
OG0004951	sp|Q96B42|TMM18_HUMAN	tr|A0A671FEM2|A0A671FEM2_RHIFE
OG0004952	sp|Q96C57|CSTOS_HUMAN	tr|A0A671FFP5|A0A671FFP5_RHIFE
OG0004953	sp|Q96CP6|ASTRA_HUMAN	tr|A0A671EE76|A0A671EE76_RHIFE
OG0004954	sp|Q96LI9|CX058_HUMAN	tr|A0A671DT98|A0A671DT98_RHIFE
OG0004955	sp|Q96PD4|IL17F_HUMAN	tr|A0A671F0C6|A0A671F0C6_RHIFE
OG0004956	sp|Q99595|TI17A_HUMAN	tr|A0A671G478|A0A671G478_RHIFE
OG0004957	sp|Q9BQF6|SENP7_HUMAN	tr|A0A671ECK2|A0A671ECK2_RHIFE
OG0004958	sp|Q9BTV5|FSD1_HUMAN	tr|A0A671FT54|A0A671FT54_RHIFE
OG0004959	sp|Q9BXC9|BBS2_HUMAN	tr|A0A671FSJ7|A0A671FSJ7_RHIFE
OG0004960	sp|Q9C0C2|TB182_HUMAN	tr|A0A671EAL2|A0A671EAL2_RHIFE
OG0004961	sp|Q9H2Y9|SO5A1_HUMAN	tr|A0A671EVR6|A0A671EVR6_RHIFE
OG0004962	sp|Q9NQR1|KMT5A_HUMAN	tr|A0A671G0R8|A0A671G0R8_RHIFE
OG0004963	sp|Q9NR80|ARHG4_HUMAN	tr|A0A671DWM2|A0A671DWM2_RHIFE
OG0004964	sp|Q9UGK3|STAP2_HUMAN	tr|A0A671FTE2|A0A671FTE2_RHIFE
OG0004965	sp|Q9UHQ9|NB5R1_HUMAN	tr|A0A671G7F5|A0A671G7F5_RHIFE
OG0004966	sp|Q9UKD1|GMEB2_HUMAN	tr|A0A671F706|A0A671F706_RHIFE
OG0004967	sp|Q9ULJ1|ODF2L_HUMAN	tr|A0A671EU64|A0A671EU64_RHIFE
OG0004968	sp|Q9ULX3|NOB1_HUMAN	tr|A0A671ECD5|A0A671ECD5_RHIFE
OG0004969	sp|Q9UNZ5|L10K_HUMAN	tr|A0A671F0L3|A0A671F0L3_RHIFE
OG0004970	sp|Q9Y262|EIF3L_HUMAN	tr|A0A671DTA8|A0A671DTA8_RHIFE
OG0004971	sp|Q9Y2Y9|KLF13_HUMAN	tr|A0A671FNW5|A0A671FNW5_RHIFE
OG0004972	sp|Q9Y530|OARD1_HUMAN	tr|A0A671DMM0|A0A671DMM0_RHIFE
OG0004973	sp|A7MD48|SRRM4_HUMAN	tr|A0A671F6V6|A0A671F6V6_RHIFE
OG0004974	sp|O00270|GPR31_HUMAN	tr|A0A671FGE6|A0A671FGE6_RHIFE
OG0004975	sp|O15525|MAFG_HUMAN	tr|A0A671E618|A0A671E618_RHIFE
OG0004976	sp|O43615|TIM44_HUMAN	tr|A0A671EX41|A0A671EX41_RHIFE
OG0004977	sp|O75431|MTX2_HUMAN	tr|A0A671GDB9|A0A671GDB9_RHIFE
OG0004978	sp|O94991|SLIK5_HUMAN	tr|A0A671E0Q1|A0A671E0Q1_RHIFE
OG0004979	sp|O95294|RASL1_HUMAN	tr|A0A671EZQ6|A0A671EZQ6_RHIFE
OG0004980	sp|P04070|PROC_HUMAN	tr|A0A671FIL7|A0A671FIL7_RHIFE
OG0004981	sp|P20962|PTMS_HUMAN	tr|A0A671DT85|A0A671DT85_RHIFE
OG0004982	sp|P21980|TGM2_HUMAN	tr|A0A671EUN8|A0A671EUN8_RHIFE
OG0004983	sp|P24863|CCNC_HUMAN	tr|A0A671DSW7|A0A671DSW7_RHIFE
OG0004984	sp|P47224|MSS4_HUMAN	tr|A0A671FZ30|A0A671FZ30_RHIFE
OG0004985	sp|P49454|CENPF_HUMAN	tr|A0A671FCK7|A0A671FCK7_RHIFE
OG0004986	sp|P49588|SYAC_HUMAN	tr|A0A671F912|A0A671F912_RHIFE
OG0004987	sp|P51124|GRAM_HUMAN	tr|A0A671E412|A0A671E412_RHIFE
OG0004988	sp|Q00535|CDK5_HUMAN	tr|A0A671FWI3|A0A671FWI3_RHIFE
OG0004989	sp|Q07002|CDK18_HUMAN	tr|A0A671F030|A0A671F030_RHIFE
OG0004990	sp|Q0JRZ9|FCHO2_HUMAN	tr|A0A671GA79|A0A671GA79_RHIFE
OG0004991	sp|Q12837|PO4F2_HUMAN	tr|A0A671FCF2|A0A671FCF2_RHIFE
OG0004992	sp|Q14CB8|RHG19_HUMAN	tr|A0A671EZU3|A0A671EZU3_RHIFE
OG0004993	sp|Q15526|SURF1_HUMAN	tr|A0A671FKR7|A0A671FKR7_RHIFE
OG0004994	sp|Q15717|ELAV1_HUMAN	tr|A0A671F2S3|A0A671F2S3_RHIFE
OG0004995	sp|Q5MNZ6|WIPI3_HUMAN	tr|A0A671EJA0|A0A671EJA0_RHIFE
OG0004996	sp|Q5TGY3|AHDC1_HUMAN	tr|A0A671E6U3|A0A671E6U3_RHIFE
OG0004997	sp|Q6P3R8|NEK5_HUMAN	tr|A0A671FZ38|A0A671FZ38_RHIFE
OG0004998	sp|Q6PHR2|ULK3_HUMAN	tr|A0A671FI19|A0A671FI19_RHIFE
OG0004999	sp|Q6UWE0|LRSM1_HUMAN	tr|A0A671FAT7|A0A671FAT7_RHIFE
OG0005000	sp|Q6X784|ZPBP2_HUMAN	tr|A0A671FEX9|A0A671FEX9_RHIFE
OG0005001	sp|Q6ZN55|ZN574_HUMAN	tr|A0A671FUV2|A0A671FUV2_RHIFE
OG0005002	sp|Q6ZVZ8|ASB18_HUMAN	tr|A0A671DXN9|A0A671DXN9_RHIFE
OG0005003	sp|Q7RTY7|OVCH1_HUMAN	tr|A0A671E2F8|A0A671E2F8_RHIFE
OG0005004	sp|Q86UW6|N4BP2_HUMAN	tr|A0A671DUB0|A0A671DUB0_RHIFE
OG0005005	sp|Q86VX9|MON1A_HUMAN	tr|A0A671FZV9|A0A671FZV9_RHIFE
OG0005006	sp|Q86YN6|PRGC2_HUMAN	tr|A0A671F5G6|A0A671F5G6_RHIFE
OG0005007	sp|Q8N427|TXND3_HUMAN	tr|A0A671FTI1|A0A671FTI1_RHIFE
OG0005008	sp|Q8NA54|IQUB_HUMAN	tr|A0A671FCQ9|A0A671FCQ9_RHIFE
OG0005009	sp|Q8NB37|GALD1_HUMAN	tr|A0A671E1X8|A0A671E1X8_RHIFE
OG0005010	sp|Q8NDY3|ARHL1_HUMAN	tr|A0A671EUE1|A0A671EUE1_RHIFE
OG0005011	sp|Q8NEB9|PK3C3_HUMAN	tr|A0A671EKG2|A0A671EKG2_RHIFE
OG0005012	sp|Q8WYQ3|CHC10_HUMAN	tr|A0A671FKA4|A0A671FKA4_RHIFE
OG0005013	sp|Q8WZ79|DNS2B_HUMAN	tr|A0A671EKM6|A0A671EKM6_RHIFE
OG0005014	sp|Q96AM1|MRGRF_HUMAN	tr|A0A671G696|A0A671G696_RHIFE
OG0005015	sp|Q96DY2|DRC10_HUMAN	tr|A0A671ESN8|A0A671ESN8_RHIFE
OG0005016	sp|Q96E14|RMI2_HUMAN	tr|A0A671FG12|A0A671FG12_RHIFE
OG0005017	sp|Q96FS4|SIPA1_HUMAN	tr|A0A671E4Y0|A0A671E4Y0_RHIFE
OG0005018	sp|Q96FW1|OTUB1_HUMAN	tr|A0A671ENI0|A0A671ENI0_RHIFE
OG0005019	sp|Q96JZ2|HSH2D_HUMAN	tr|A0A671EY22|A0A671EY22_RHIFE
OG0005020	sp|Q96SJ8|TSN18_HUMAN	tr|A0A671E1R2|A0A671E1R2_RHIFE
OG0005021	sp|Q99731|CCL19_HUMAN	tr|A0A671EA75|A0A671EA75_RHIFE
OG0005022	sp|Q9BRV8|SIKE1_HUMAN	tr|A0A671FKR2|A0A671FKR2_RHIFE
OG0005023	sp|Q9BT25|HAUS8_HUMAN	tr|A0A671FBS3|A0A671FBS3_RHIFE
OG0005024	sp|Q9BWK5|CYREN_HUMAN	tr|A0A671ES71|A0A671ES71_RHIFE
OG0005025	sp|Q9BZR6|RTN4R_HUMAN	tr|A0A671E718|A0A671E718_RHIFE
OG0005026	sp|Q9H1J5|WNT8A_HUMAN	tr|A0A671EER7|A0A671EER7_RHIFE
OG0005027	sp|Q9H981|ARP8_HUMAN	tr|A0A671G4E1|A0A671G4E1_RHIFE
OG0005028	sp|Q9HCM7|FBSL_HUMAN	tr|A0A671FH07|A0A671FH07_RHIFE
OG0005029	sp|Q9NPD7|NRN1_HUMAN	tr|A0A671DNL1|A0A671DNL1_RHIFE
OG0005030	sp|Q9NRR3|C42S2_HUMAN	tr|A0A671FBM6|A0A671FBM6_RHIFE
OG0005031	sp|Q9NSN8|SNTG1_HUMAN	tr|A0A671EXC4|A0A671EXC4_RHIFE
OG0005032	sp|Q9NY61|AATF_HUMAN	tr|A0A671EDS8|A0A671EDS8_RHIFE
OG0005033	sp|Q9P2N5|RBM27_HUMAN	tr|A0A671ERT4|A0A671ERT4_RHIFE
OG0005034	sp|Q9UBF6|RBX2_HUMAN	tr|A0A671F709|A0A671F709_RHIFE
OG0005035	sp|Q9ULW5|RAB26_HUMAN	tr|A0A671G3R9|A0A671G3R9_RHIFE
OG0005036	sp|Q9Y2I2|NTNG1_HUMAN	tr|A0A671FM14|A0A671FM14_RHIFE
OG0005037	sp|Q9Y6X5|ENPP4_HUMAN	tr|A0A671E931|A0A671E931_RHIFE
OG0005038	sp|A6NGH8|ANR61_HUMAN	tr|A0A671EM13|A0A671EM13_RHIFE
OG0005039	sp|O00124|UBXN8_HUMAN	tr|A0A671DX15|A0A671DX15_RHIFE
OG0005040	sp|O00213|APBB1_HUMAN	tr|A0A671E9S1|A0A671E9S1_RHIFE
OG0005041	sp|O00287|RFXAP_HUMAN	tr|A0A671DQT7|A0A671DQT7_RHIFE
OG0005042	sp|O43395|PRPF3_HUMAN	tr|A0A671FZ31|A0A671FZ31_RHIFE
OG0005043	sp|O43736|ITM2A_HUMAN	tr|A0A671E3I7|A0A671E3I7_RHIFE
OG0005044	sp|O43896|KIF1C_HUMAN	tr|A0A671FUZ7|A0A671FUZ7_RHIFE
OG0005045	sp|O75208|COQ9_HUMAN	tr|A0A671EBA0|A0A671EBA0_RHIFE
OG0005046	sp|O75596|CLC3A_HUMAN	tr|A0A671ENH2|A0A671ENH2_RHIFE
OG0005047	sp|O95178|NDUB2_HUMAN	tr|A0A671G1W4|A0A671G1W4_RHIFE
OG0005048	sp|O95470|SGPL1_HUMAN	tr|A0A671EUS4|A0A671EUS4_RHIFE
OG0005049	sp|P01133|EGF_HUMAN	tr|A0A671E557|A0A671E557_RHIFE
OG0005050	sp|P09017|HXC4_HUMAN	tr|A0A671DYA3|A0A671DYA3_RHIFE
OG0005051	sp|P17542|TAL1_HUMAN	tr|A0A671DNH5|A0A671DNH5_RHIFE
OG0005052	sp|P21731|TA2R_HUMAN	tr|A0A671FZF9|A0A671FZF9_RHIFE
OG0005053	sp|P29459|IL12A_HUMAN	tr|A0A671E2W2|A0A671E2W2_RHIFE
OG0005054	sp|P30050|RL12_HUMAN	tr|A0A671F510|A0A671F510_RHIFE
OG0005055	sp|P35475|IDUA_HUMAN	tr|A0A671EXL0|A0A671EXL0_RHIFE
OG0005056	sp|P43251|BTD_HUMAN	tr|A0A671F612|A0A671F612_RHIFE
OG0005057	sp|P53370|NUDT6_HUMAN	tr|A0A671EKK3|A0A671EKK3_RHIFE
OG0005058	sp|P78362|SRPK2_HUMAN	tr|A0A671FDI5|A0A671FDI5_RHIFE
OG0005059	sp|Q07021|C1QBP_HUMAN	tr|A0A671FPP9|A0A671FPP9_RHIFE
OG0005060	sp|Q12778|FOXO1_HUMAN	tr|A0A671FPE2|A0A671FPE2_RHIFE
OG0005061	sp|Q13461|FOXE3_HUMAN	tr|A0A671DXB4|A0A671DXB4_RHIFE
OG0005062	sp|Q13939|CALI_HUMAN	tr|A0A671FDD7|A0A671FDD7_RHIFE
OG0005063	sp|Q53RE8|ANR39_HUMAN	tr|A0A671FRZ1|A0A671FRZ1_RHIFE
OG0005064	sp|Q6B9Z1|IGFL4_HUMAN	tr|A0A671EYQ0|A0A671EYQ0_RHIFE
OG0005065	sp|Q6P988|NOTUM_HUMAN	tr|A0A671E7U7|A0A671E7U7_RHIFE
OG0005066	sp|Q6QHK4|FIGLA_HUMAN	tr|A0A671FAC3|A0A671FAC3_RHIFE
OG0005067	sp|Q70EL3|UBP50_HUMAN	tr|A0A671DN37|A0A671DN37_RHIFE
OG0005068	sp|Q7L2E3|DHX30_HUMAN	tr|A0A671EPW2|A0A671EPW2_RHIFE
OG0005069	sp|Q7Z3T8|ZFY16_HUMAN	tr|A0A671FUF3|A0A671FUF3_RHIFE
OG0005070	sp|Q7Z6J0|SH3R1_HUMAN	tr|A0A671E9Q6|A0A671E9Q6_RHIFE
OG0005071	sp|Q86W92|LIPB1_HUMAN	tr|A0A671DRJ0|A0A671DRJ0_RHIFE
OG0005072	sp|Q86XK3|SFR1_HUMAN	tr|A0A671FCF8|A0A671FCF8_RHIFE
OG0005073	sp|Q8IXS0|F217A_HUMAN	tr|A0A671DPV1|A0A671DPV1_RHIFE
OG0005074	sp|Q8N2A8|PLD6_HUMAN	tr|A0A671EKB6|A0A671EKB6_RHIFE
OG0005075	sp|Q8N2K1|UB2J2_HUMAN	tr|A0A671EU17|A0A671EU17_RHIFE
OG0005076	sp|Q8NA72|POC5_HUMAN	tr|A0A671F5X2|A0A671F5X2_RHIFE
OG0005077	sp|Q8ND23|CARL3_HUMAN	tr|A0A671DS18|A0A671DS18_RHIFE
OG0005078	sp|Q8NE62|CHDH_HUMAN	tr|A0A671G952|A0A671G952_RHIFE
OG0005079	sp|Q8TE77|SSH3_HUMAN	tr|A0A671DKF0|A0A671DKF0_RHIFE
OG0005080	sp|Q8WUU4|ZN296_HUMAN	tr|A0A671EBI9|A0A671EBI9_RHIFE
OG0005081	sp|Q92551|IP6K1_HUMAN	tr|A0A671E898|A0A671E898_RHIFE
OG0005082	sp|Q92876|KLK6_HUMAN	tr|A0A671EBJ2|A0A671EBJ2_RHIFE
OG0005083	sp|Q969W9|PMEPA_HUMAN	tr|A0A671GAQ1|A0A671GAQ1_RHIFE
OG0005084	sp|Q96AB3|ISOC2_HUMAN	tr|A0A671FX53|A0A671FX53_RHIFE
OG0005085	sp|Q96EN8|MOCOS_HUMAN	tr|A0A671EFH1|A0A671EFH1_RHIFE
OG0005086	sp|Q96QV1|HHIP_HUMAN	tr|A0A671FCC6|A0A671FCC6_RHIFE
OG0005087	sp|Q96RR1|PEO1_HUMAN	tr|A0A671EAF2|A0A671EAF2_RHIFE
OG0005088	sp|Q9BQA9|CYBC1_HUMAN	tr|A0A671ECZ4|A0A671ECZ4_RHIFE
OG0005089	sp|Q9C0K1|S39A8_HUMAN	tr|A0A671DNX6|A0A671DNX6_RHIFE
OG0005090	sp|Q9H2S5|RNF39_HUMAN	tr|A0A671DVU4|A0A671DVU4_RHIFE
OG0005091	sp|Q9H488|OFUT1_HUMAN	tr|A0A671F2B0|A0A671F2B0_RHIFE
OG0005092	sp|Q9HCD6|TANC2_HUMAN	tr|A0A671ENC8|A0A671ENC8_RHIFE
OG0005093	sp|Q9NPJ6|MED4_HUMAN	tr|A0A671DJN0|A0A671DJN0_RHIFE
OG0005094	sp|Q9NX62|IMPA3_HUMAN	tr|A0A671ELY5|A0A671ELY5_RHIFE
OG0005095	sp|Q9UKG9|OCTC_HUMAN	tr|A0A671FVY3|A0A671FVY3_RHIFE
OG0005096	sp|Q9UP52|TFR2_HUMAN	tr|A0A671E1M4|A0A671E1M4_RHIFE
OG0005097	sp|Q9UQ10|DHDH_HUMAN	tr|A0A671EBW0|A0A671EBW0_RHIFE
OG0005098	sp|Q9UQE7|SMC3_HUMAN	tr|A0A671EY39|A0A671EY39_RHIFE
OG0005099	sp|Q9Y289|SC5A6_HUMAN	tr|A0A671F2E4|A0A671F2E4_RHIFE
OG0005100	sp|Q9Y2C2|UST_HUMAN	tr|A0A671F636|A0A671F636_RHIFE
OG0005101	sp|Q9Y3A2|UTP11_HUMAN	tr|A0A671E2B0|A0A671E2B0_RHIFE
OG0005102	sp|Q9Y5C1|ANGL3_HUMAN	tr|A0A671E017|A0A671E017_RHIFE
OG0005103	sp|Q9Y6Q2|STON1_HUMAN	tr|A0A671FK02|A0A671FK02_RHIFE
OG0005104	sp|X6R8D5|GUCNB_HUMAN	tr|A0A671DQZ8|A0A671DQZ8_RHIFE
OG0005106	sp|O14836|TR13B_HUMAN	tr|A0A671EHR2|A0A671EHR2_RHIFE
OG0005107	sp|O15120|PLCB_HUMAN	tr|A0A671FWM6|A0A671FWM6_RHIFE
OG0005108	sp|O43516|WIPF1_HUMAN	tr|A0A671DS29|A0A671DS29_RHIFE
OG0005109	sp|O43741|AAKB2_HUMAN	tr|A0A671FG49|A0A671FG49_RHIFE
OG0005110	sp|O60760|HPGDS_HUMAN	tr|A0A671DLW6|A0A671DLW6_RHIFE
OG0005111	sp|O76024|WFS1_HUMAN	tr|A0A671E4S1|A0A671E4S1_RHIFE
OG0005112	sp|O95428|PPN_HUMAN	tr|A0A671DVE5|A0A671DVE5_RHIFE
OG0005113	sp|P10074|TZAP_HUMAN	tr|A0A671ET39|A0A671ET39_RHIFE
OG0005114	sp|P14550|AK1A1_HUMAN	tr|A0A671F5G1|A0A671F5G1_RHIFE
OG0005115	sp|P15514|AREG_HUMAN	tr|A0A671G488|A0A671G488_RHIFE
OG0005116	sp|P19526|FUT1_HUMAN	tr|A0A671E9B7|A0A671E9B7_RHIFE
OG0005117	sp|P22736|NR4A1_HUMAN	tr|A0A671FWN0|A0A671FWN0_RHIFE
OG0005118	sp|P41222|PTGDS_HUMAN	tr|A0A671E5F9|A0A671E5F9_RHIFE
OG0005119	sp|P48048|KCNJ1_HUMAN	tr|A0A671EST8|A0A671EST8_RHIFE
OG0005120	sp|P48060|GLIP1_HUMAN	tr|A0A671E4Y4|A0A671E4Y4_RHIFE
OG0005121	sp|P78549|NTH_HUMAN	tr|A0A671G2R6|A0A671G2R6_RHIFE
OG0005122	sp|Q01201|RELB_HUMAN	tr|A0A671EAT3|A0A671EAT3_RHIFE
OG0005123	sp|Q03431|PTH1R_HUMAN	tr|A0A671FL54|A0A671FL54_RHIFE
OG0005124	sp|Q13562|NDF1_HUMAN	tr|A0A671FKH4|A0A671FKH4_RHIFE
OG0005125	sp|Q14166|TTL12_HUMAN	tr|A0A671F2E0|A0A671F2E0_RHIFE
OG0005126	sp|Q14451|GRB7_HUMAN	tr|A0A671FFF3|A0A671FFF3_RHIFE
OG0005127	sp|Q15726|KISS1_HUMAN	tr|A0A671FBT6|A0A671FBT6_RHIFE
OG0005128	sp|Q16629|SRSF7_HUMAN	tr|A0A671EMW4|A0A671EMW4_RHIFE
OG0005129	sp|Q24JQ0|TM241_HUMAN	tr|A0A671G3T6|A0A671G3T6_RHIFE
OG0005130	sp|Q5HYW2|NHSL2_HUMAN	tr|A0A671DHQ5|A0A671DHQ5_RHIFE
OG0005131	sp|Q5T749|KPRP_HUMAN	tr|A0A671F220|A0A671F220_RHIFE
OG0005132	sp|Q5T8I3|F102B_HUMAN	tr|A0A671FKE0|A0A671FKE0_RHIFE
OG0005133	sp|Q5TFE4|NT5D1_HUMAN	tr|A0A671FQ20|A0A671FQ20_RHIFE
OG0005134	sp|Q6AI14|SL9A4_HUMAN	tr|A0A671G4Y3|A0A671G4Y3_RHIFE
OG0005135	sp|Q6ZMZ0|RN19B_HUMAN	tr|A0A671FM38|A0A671FM38_RHIFE
OG0005136	sp|Q7L4I2|RSRC2_HUMAN	tr|A0A671G8Y4|A0A671G8Y4_RHIFE
OG0005137	sp|Q7Z5Q5|DPOLN_HUMAN	tr|A0A671ENI9|A0A671ENI9_RHIFE
OG0005138	sp|Q86VZ6|JAZF1_HUMAN	tr|A0A671G2Z8|A0A671G2Z8_RHIFE
OG0005139	sp|Q86W56|PARG_HUMAN	tr|A0A671G527|A0A671G527_RHIFE
OG0005140	sp|Q86YL7|PDPN_HUMAN	tr|A0A671EJH6|A0A671EJH6_RHIFE
OG0005141	sp|Q8IYD8|FANCM_HUMAN	tr|A0A671EKI3|A0A671EKI3_RHIFE
OG0005142	sp|Q8N137|CNTRB_HUMAN	tr|A0A671EMN7|A0A671EMN7_RHIFE
OG0005143	sp|Q8N2H3|PYRD2_HUMAN	tr|A0A671EX11|A0A671EX11_RHIFE
OG0005144	sp|Q8N6T0|TO6BL_HUMAN	tr|A0A671DUL7|A0A671DUL7_RHIFE
OG0005145	sp|Q8NAP8|ZBT8B_HUMAN	tr|A0A671F6N0|A0A671F6N0_RHIFE
OG0005147	sp|Q8TC76|F110B_HUMAN	tr|A0A671ELU9|A0A671ELU9_RHIFE
OG0005148	sp|Q92759|TF2H4_HUMAN	tr|A0A671DIN0|A0A671DIN0_RHIFE
OG0005149	sp|Q96CU9|FXRD1_HUMAN	tr|A0A671ELU2|A0A671ELU2_RHIFE
OG0005150	sp|Q96CW5|GCP3_HUMAN	tr|A0A671ESS1|A0A671ESS1_RHIFE
OG0005151	sp|Q96NL8|CF418_HUMAN	tr|A0A671F8N6|A0A671F8N6_RHIFE
OG0005152	sp|Q9BXD5|NPL_HUMAN	tr|A0A671G9Y7|A0A671G9Y7_RHIFE
OG0005153	sp|Q9BYV8|CEP41_HUMAN	tr|A0A671F3F6|A0A671F3F6_RHIFE
