Orthogroup	Homo_sapiens	Saimiri_boliviensis_boliviensis
OG0006904	sp|Q8TBM8|DJB14_HUMAN	tr|A0A2K6UR72|A0A2K6UR72_SAIBB
OG0006905	sp|Q96EX1|SIM12_HUMAN	tr|A0A2K6S8K7|A0A2K6S8K7_SAIBB
OG0006906	sp|Q96H78|S2544_HUMAN	tr|A0A2K6SH53|A0A2K6SH53_SAIBB
OG0006907	sp|Q96IL0|COA8_HUMAN	tr|A0A2K6SDQ9|A0A2K6SDQ9_SAIBB
OG0006908	sp|Q96PD6|MOGT1_HUMAN	tr|A0A2K6UQ04|A0A2K6UQ04_SAIBB
OG0006909	sp|Q96SZ4|ZSC10_HUMAN	tr|A0A2K6T4X8|A0A2K6T4X8_SAIBB
OG0006910	sp|Q99453|PHX2B_HUMAN	tr|A0A2K6SKG8|A0A2K6SKG8_SAIBB
OG0006911	sp|Q99932|SPAG8_HUMAN	tr|A0A2K6TYT0|A0A2K6TYT0_SAIBB
OG0006912	sp|Q9BRG2|SH23A_HUMAN	tr|A0A2K6S8L3|A0A2K6S8L3_SAIBB
OG0006913	sp|Q9BYN7|ZN341_HUMAN	tr|A0A2K6TII5|A0A2K6TII5_SAIBB
OG0006914	sp|Q9C0I1|MTMRC_HUMAN	tr|A0A2K6RYJ8|A0A2K6RYJ8_SAIBB
OG0006915	sp|Q9HC58|NCKX3_HUMAN	tr|A0A2K6U8R9|A0A2K6U8R9_SAIBB
OG0006916	sp|Q9NQ50|RM40_HUMAN	tr|A0A2K6UC21|A0A2K6UC21_SAIBB
OG0006917	sp|Q9NQV6|PRD10_HUMAN	tr|A0A2K6S434|A0A2K6S434_SAIBB
OG0006918	sp|Q9NRN5|OLFL3_HUMAN	tr|A0A2K6SBF9|A0A2K6SBF9_SAIBB
OG0006919	sp|Q9NRX4|PHP14_HUMAN	tr|A0A2K6U5D5|A0A2K6U5D5_SAIBB
OG0006920	sp|Q9NUQ2|PLCE_HUMAN	tr|A0A2K6SPX7|A0A2K6SPX7_SAIBB
OG0006921	sp|Q9NVH6|TMLH_HUMAN	tr|A0A2K6USH3|A0A2K6USH3_SAIBB
OG0006922	sp|Q9P2R6|RERE_HUMAN	tr|A0A2K6U0A1|A0A2K6U0A1_SAIBB
OG0006923	sp|Q9UID6|ZN639_HUMAN	tr|A0A2K6TDM1|A0A2K6TDM1_SAIBB
OG0006924	sp|Q9UJH8|METRN_HUMAN	tr|A0A2K6SQ17|A0A2K6SQ17_SAIBB
OG0006925	sp|Q9UQ05|KCNH4_HUMAN	tr|A0A2K6UT48|A0A2K6UT48_SAIBB
OG0006926	tr|A0A1B0GVB3|A0A1B0GVB3_HUMAN	tr|A0A2K6TBI0|A0A2K6TBI0_SAIBB
OG0006927	sp|A6NGC4|TLCD2_HUMAN	tr|A0A2K6SVQ9|A0A2K6SVQ9_SAIBB
OG0006928	sp|O00499|BIN1_HUMAN	tr|A0A2K6V5Z4|A0A2K6V5Z4_SAIBB
OG0006929	sp|O60512|B4GT3_HUMAN	tr|A0A2K6ULU3|A0A2K6ULU3_SAIBB
OG0006930	sp|O60725|ICMT_HUMAN	tr|A0A2K6TAX1|A0A2K6TAX1_SAIBB
OG0006931	sp|O75940|SPF30_HUMAN	tr|A0A2K6TLE9|A0A2K6TLE9_SAIBB
OG0006932	sp|O95096|NKX22_HUMAN	tr|A0A2K6UIR2|A0A2K6UIR2_SAIBB
OG0006933	sp|O95342|ABCBB_HUMAN	tr|A0A2K6SPZ4|A0A2K6SPZ4_SAIBB
OG0006934	sp|P15056|BRAF_HUMAN	tr|A0A2K6TVH9|A0A2K6TVH9_SAIBB
OG0006935	sp|P21854|CD72_HUMAN	tr|A0A2K6T187|A0A2K6T187_SAIBB
OG0006936	sp|P28290|ITPI2_HUMAN	tr|A0A2K6S5Q3|A0A2K6S5Q3_SAIBB
OG0006937	sp|P32019|I5P2_HUMAN	tr|A0A2K6SLH1|A0A2K6SLH1_SAIBB
OG0006938	sp|P32321|DCTD_HUMAN	tr|A0A2K6S6K2|A0A2K6S6K2_SAIBB
OG0006939	sp|P42336|PK3CA_HUMAN	tr|A0A2K6SFQ5|A0A2K6SFQ5_SAIBB
OG0006940	sp|P54136|SYRC_HUMAN	tr|A0A2K6SK01|A0A2K6SK01_SAIBB
OG0006941	sp|P58004|SESN2_HUMAN	tr|A0A2K6TB33|A0A2K6TB33_SAIBB
OG0006942	sp|P60568|IL2_HUMAN	tr|A0A2K6TDD1|A0A2K6TDD1_SAIBB
OG0006943	sp|P78364|PHC1_HUMAN	tr|A0A2K6SP08|A0A2K6SP08_SAIBB
OG0006944	sp|Q03112|MECOM_HUMAN	tr|A0A2K6SH10|A0A2K6SH10_SAIBB
OG0006945	sp|Q03167|TGBR3_HUMAN	tr|A0A2K6UY27|A0A2K6UY27_SAIBB
OG0006946	sp|Q06265|EXOS9_HUMAN	tr|A0A2K6SJU4|A0A2K6SJU4_SAIBB
OG0006947	sp|Q08345|DDR1_HUMAN	tr|A0A2K6URH3|A0A2K6URH3_SAIBB
OG0006948	sp|Q12962|TAF10_HUMAN	tr|A0A2K6UQD7|A0A2K6UQD7_SAIBB
OG0006949	sp|Q14699|RFTN1_HUMAN	tr|A0A2K6SXJ4|A0A2K6SXJ4_SAIBB
OG0006950	sp|Q49AA0|ZFP69_HUMAN	tr|A0A2K6SM32|A0A2K6SM32_SAIBB
OG0006951	sp|Q4G0T1|SRCRM_HUMAN	tr|A0A2K6UN87|A0A2K6UN87_SAIBB
OG0006952	sp|Q5JS37|NHLC3_HUMAN	tr|A0A2K6SXQ7|A0A2K6SXQ7_SAIBB
OG0006953	sp|Q5T089|MORN1_HUMAN	tr|A0A2K6TP45|A0A2K6TP45_SAIBB
OG0006954	sp|Q5T7W7|TSTD2_HUMAN	tr|A0A2K6STY1|A0A2K6STY1_SAIBB
OG0006955	sp|Q5TC63|GRTP1_HUMAN	tr|A0A2K6V4T6|A0A2K6V4T6_SAIBB
OG0006956	sp|Q5VYS4|MEDAG_HUMAN	tr|A0A2K6S6H3|A0A2K6S6H3_SAIBB
OG0006957	sp|Q6IB77|GLYAT_HUMAN	tr|A0A2K6RY68|A0A2K6RY68_SAIBB
OG0006958	sp|Q6NYC8|PPR18_HUMAN	tr|A0A2K6RZP5|A0A2K6RZP5_SAIBB
OG0006959	sp|Q6P161|RM54_HUMAN	tr|A0A2K6TTZ3|A0A2K6TTZ3_SAIBB
OG0006960	sp|Q6UWP7|LCLT1_HUMAN	tr|A0A2K6SEU6|A0A2K6SEU6_SAIBB
OG0006961	sp|Q6ZTZ1|MSD1_HUMAN	tr|A0A2K6UI65|A0A2K6UI65_SAIBB
OG0006962	sp|Q70EL1|UBP54_HUMAN	tr|A0A2K6SNX2|A0A2K6SNX2_SAIBB
OG0006963	sp|Q86SU0|ILDR1_HUMAN	tr|A0A2K6U1R1|A0A2K6U1R1_SAIBB
OG0006964	sp|Q8NF91|SYNE1_HUMAN	tr|A0A2K6TBH1|A0A2K6TBH1_SAIBB
OG0006965	sp|Q8NI37|PPTC7_HUMAN	tr|A0A2K6SMS7|A0A2K6SMS7_SAIBB
OG0006966	sp|Q8TAD8|SNIP1_HUMAN	tr|A0A2K6V618|A0A2K6V618_SAIBB
OG0006967	sp|Q8TDY8|IGDC4_HUMAN	tr|A0A2K6TQD4|A0A2K6TQD4_SAIBB
OG0006968	sp|Q8TF47|ZFP90_HUMAN	tr|A0A2K6UM75|A0A2K6UM75_SAIBB
OG0006969	sp|Q8WZ60|KLHL6_HUMAN	tr|A0A2K6SI50|A0A2K6SI50_SAIBB
OG0006970	sp|Q969S6|TM203_HUMAN	tr|A0A2K6S3R8|A0A2K6S3R8_SAIBB
OG0006971	sp|Q96J92|WNK4_HUMAN	tr|A0A2K6U5W1|A0A2K6U5W1_SAIBB
OG0006972	sp|Q9BTV7|CABL2_HUMAN	tr|A0A2K6UJU3|A0A2K6UJU3_SAIBB
OG0006973	sp|Q9BW60|ELOV1_HUMAN	tr|A0A2K6V8T4|A0A2K6V8T4_SAIBB
OG0006974	sp|Q9NUD9|PIGV_HUMAN	tr|A0A2K6UEC7|A0A2K6UEC7_SAIBB
OG0006975	sp|Q9NUS5|AP5S1_HUMAN	tr|A0A2K6UU35|A0A2K6UU35_SAIBB
OG0006976	sp|Q9NW82|WDR70_HUMAN	tr|A0A2K6TLN3|A0A2K6TLN3_SAIBB
OG0006977	sp|Q9NXB0|MKS1_HUMAN	tr|A0A2K6SCB6|A0A2K6SCB6_SAIBB
OG0006978	sp|Q9NYY1|IL20_HUMAN	tr|A0A2K6SM35|A0A2K6SM35_SAIBB
OG0006979	sp|Q9NZK7|PA2GE_HUMAN	tr|A0A2K6STU1|A0A2K6STU1_SAIBB
OG0006980	sp|Q9P0L0|VAPA_HUMAN	tr|A0A2K6V257|A0A2K6V257_SAIBB
OG0006981	sp|Q9P2Y5|UVRAG_HUMAN	tr|A0A2K6U185|A0A2K6U185_SAIBB
OG0006982	sp|Q9UKS7|IKZF2_HUMAN	tr|A0A2K6SJN7|A0A2K6SJN7_SAIBB
OG0006983	sp|Q9UKZ1|CNO11_HUMAN	tr|A0A2K6U6L5|A0A2K6U6L5_SAIBB
OG0006984	sp|Q9UL12|SARDH_HUMAN	tr|A0A2K6TYB6|A0A2K6TYB6_SAIBB
OG0006985	sp|Q9ULE3|DEN2A_HUMAN	tr|A0A2K6TQI6|A0A2K6TQI6_SAIBB
OG0006986	sp|Q9ULR3|PPM1H_HUMAN	tr|A0A2K6T672|A0A2K6T672_SAIBB
OG0006987	sp|Q9UMD9|COHA1_HUMAN	tr|A0A2K6UJL0|A0A2K6UJL0_SAIBB
OG0006988	sp|Q9UPQ8|DOLK_HUMAN	tr|A0A2K6SDX8|A0A2K6SDX8_SAIBB
OG0006989	sp|A2VCK2|DCD2B_HUMAN	tr|A0A2K6SN83|A0A2K6SN83_SAIBB
OG0006990	sp|O14669|TMG2_HUMAN	tr|A0A2K6T7F4|A0A2K6T7F4_SAIBB
OG0006991	sp|O15392|BIRC5_HUMAN	tr|A0A2K6TK45|A0A2K6TK45_SAIBB
OG0006992	sp|O43557|TNF14_HUMAN	tr|A0A2K6SZD9|A0A2K6SZD9_SAIBB
OG0006993	sp|P04053|TDT_HUMAN	tr|A0A2K6SRQ9|A0A2K6SRQ9_SAIBB
OG0006994	sp|P05198|IF2A_HUMAN	tr|A0A2K6V7V6|A0A2K6V7V6_SAIBB
OG0006995	sp|P0DPQ3|PR20G_HUMAN	tr|A0A2K6TNR1|A0A2K6TNR1_SAIBB
OG0006996	sp|P10745|RET3_HUMAN	tr|A0A2K6U3Y4|A0A2K6U3Y4_SAIBB
OG0006997	sp|P16435|NCPR_HUMAN	tr|A0A2K6SWS3|A0A2K6SWS3_SAIBB
OG0006998	sp|P27707|DCK_HUMAN	tr|A0A2K6U364|A0A2K6U364_SAIBB
OG0006999	sp|P37287|PIGA_HUMAN	tr|A0A2K6T6M9|A0A2K6T6M9_SAIBB
OG0007000	sp|P48023|TNFL6_HUMAN	tr|A0A2K6TR68|A0A2K6TR68_SAIBB
OG0007001	sp|P53611|PGTB2_HUMAN	tr|A0A2K6U876|A0A2K6U876_SAIBB
OG0007002	sp|P62072|TIM10_HUMAN	tr|A0A2K6TH50|A0A2K6TH50_SAIBB
OG0007003	sp|P78545|ELF3_HUMAN	tr|A0A2K6V6W2|A0A2K6V6W2_SAIBB
OG0007004	sp|Q04637|IF4G1_HUMAN	tr|A0A2K6TIX2|A0A2K6TIX2_SAIBB
OG0007005	sp|Q13432|U119A_HUMAN	tr|A0A2K6U3M8|A0A2K6U3M8_SAIBB
OG0007006	sp|Q13433|S39A6_HUMAN	tr|A0A2K6SDL3|A0A2K6SDL3_SAIBB
OG0007007	sp|Q16613|SNAT_HUMAN	tr|A0A2K6U9G5|A0A2K6U9G5_SAIBB
OG0007008	sp|Q16891|MIC60_HUMAN	tr|A0A2K6SRM0|A0A2K6SRM0_SAIBB
OG0007009	sp|Q3B7J2|GFOD2_HUMAN	tr|A0A2K6RYA3|A0A2K6RYA3_SAIBB
OG0007010	sp|Q5JSP0|FGD3_HUMAN	tr|A0A2K6U978|A0A2K6U978_SAIBB
OG0007011	sp|Q5JZY3|EPHAA_HUMAN	tr|A0A2K6TDB5|A0A2K6TDB5_SAIBB
OG0007012	sp|Q5T655|CFA58_HUMAN	tr|A0A2K6SGQ3|A0A2K6SGQ3_SAIBB
OG0007013	sp|Q5VYK3|ECM29_HUMAN	tr|A0A2K6TQP9|A0A2K6TQP9_SAIBB
OG0007014	sp|Q6NVV7|CDPF1_HUMAN	tr|A0A2K6S537|A0A2K6S537_SAIBB
OG0007015	sp|Q6PJW8|CNST_HUMAN	tr|A0A2K6TVZ2|A0A2K6TVZ2_SAIBB
OG0007016	sp|Q6UXD5|SE6L2_HUMAN	tr|A0A2K6V085|A0A2K6V085_SAIBB
OG0007017	sp|Q7RTW8|OTOAN_HUMAN	tr|A0A2K6UN02|A0A2K6UN02_SAIBB
OG0007018	sp|Q7Z7A4|PXK_HUMAN	tr|A0A2K6SPI3|A0A2K6SPI3_SAIBB
OG0007019	sp|Q8IZN3|ZDH14_HUMAN	tr|A0A2K6TCK9|A0A2K6TCK9_SAIBB
OG0007020	sp|Q8N300|SVBP_HUMAN	tr|A0A2K6V912|A0A2K6V912_SAIBB
OG0007021	sp|Q8TF39|ZN483_HUMAN	tr|A0A2K6S8T1|A0A2K6S8T1_SAIBB
OG0007022	sp|Q8WXI3|ASB10_HUMAN	tr|A0A2K6RZZ2|A0A2K6RZZ2_SAIBB
OG0007023	sp|Q92949|FOXJ1_HUMAN	tr|A0A2K6URB0|A0A2K6URB0_SAIBB
OG0007024	sp|Q96A57|TM230_HUMAN	tr|A0A2K6TQE1|A0A2K6TQE1_SAIBB
OG0007025	sp|Q96JG8|MAGD4_HUMAN	tr|A0A2K6RZ79|A0A2K6RZ79_SAIBB
OG0007026	sp|Q96MV1|TLCD4_HUMAN	tr|A0A2K6SN97|A0A2K6SN97_SAIBB
OG0007027	sp|Q96N66|MBOA7_HUMAN	tr|A0A2K6UHI7|A0A2K6UHI7_SAIBB
OG0007028	sp|Q96T76|MMS19_HUMAN	tr|A0A2K6V0A0|A0A2K6V0A0_SAIBB
OG0007029	sp|Q99750|MDFI_HUMAN	tr|A0A2K6TD80|A0A2K6TD80_SAIBB
OG0007030	sp|Q99836|MYD88_HUMAN	tr|A0A2K6V8C6|A0A2K6V8C6_SAIBB
OG0007031	sp|Q9BQI3|E2AK1_HUMAN	tr|A0A2K6TJ62|A0A2K6TJ62_SAIBB
OG0007032	sp|Q9BQI5|SGIP1_HUMAN	tr|A0A2K6UNW9|A0A2K6UNW9_SAIBB
OG0007033	sp|Q9BXW7|HDHD5_HUMAN	tr|A0A2K6TQB1|A0A2K6TQB1_SAIBB
OG0007034	sp|Q9H9T3|ELP3_HUMAN	tr|A0A2K6TF44|A0A2K6TF44_SAIBB
OG0007035	sp|Q9NYP3|DONS_HUMAN	tr|A0A2K6UV51|A0A2K6UV51_SAIBB
OG0007036	sp|Q9P2G1|AKIB1_HUMAN	tr|A0A2K6T0E6|A0A2K6T0E6_SAIBB
OG0007037	sp|Q9UBU2|DKK2_HUMAN	tr|A0A2K6SEX8|A0A2K6SEX8_SAIBB
OG0007038	sp|Q9UFE4|CCD39_HUMAN	tr|A0A2K6TNZ6|A0A2K6TNZ6_SAIBB
OG0007039	sp|Q9UJW0|DCTN4_HUMAN	tr|A0A2K6UJM6|A0A2K6UJM6_SAIBB
OG0007040	sp|Q9UKQ9|KLK9_HUMAN	tr|A0A2K6V3R6|A0A2K6V3R6_SAIBB
OG0007041	sp|Q9UKZ9|PCOC2_HUMAN	tr|A0A2K6TN52|A0A2K6TN52_SAIBB
OG0007042	sp|Q9Y240|CLC11_HUMAN	tr|A0A2K6SK63|A0A2K6SK63_SAIBB
OG0007043	sp|B6A8C7|TARM1_HUMAN	tr|A0A2K6RZJ9|A0A2K6RZJ9_SAIBB
OG0007044	sp|H3BU77|CC179_HUMAN	tr|A0A2K6U1Z2|A0A2K6U1Z2_SAIBB
OG0007045	sp|O00442|RTCA_HUMAN	tr|A0A2K6TXA9|A0A2K6TXA9_SAIBB
OG0007046	sp|O15049|N4BP3_HUMAN	tr|A0A2K6USV7|A0A2K6USV7_SAIBB
OG0007047	sp|O15123|ANGP2_HUMAN	tr|A0A2K6U2C0|A0A2K6U2C0_SAIBB
OG0007048	sp|O43837|IDH3B_HUMAN	tr|A0A2K6UQI9|A0A2K6UQI9_SAIBB
OG0007049	sp|O60479|DLX3_HUMAN	tr|A0A2K6UUC2|A0A2K6UUC2_SAIBB
OG0007050	sp|O60503|ADCY9_HUMAN	tr|A0A2K6V8X0|A0A2K6V8X0_SAIBB
OG0007051	sp|O60683|PEX10_HUMAN	tr|A0A2K6SAC1|A0A2K6SAC1_SAIBB
OG0007052	sp|O94763|RMP_HUMAN	tr|A0A2K6TLW0|A0A2K6TLW0_SAIBB
OG0007053	sp|O95398|RPGF3_HUMAN	tr|A0A2K6TZL5|A0A2K6TZL5_SAIBB
OG0007054	sp|O95970|LGI1_HUMAN	tr|A0A2K6UJ19|A0A2K6UJ19_SAIBB
OG0007055	sp|P07315|CRGC_HUMAN	tr|A0A2K6TK09|A0A2K6TK09_SAIBB
OG0007056	sp|P0CW23|AKAI1_HUMAN	tr|A0A2K6UHR7|A0A2K6UHR7_SAIBB
OG0007057	sp|P11310|ACADM_HUMAN	tr|A0A2K6UKK9|A0A2K6UKK9_SAIBB
OG0007058	sp|P32942|ICAM3_HUMAN	tr|A0A2K6TUT4|A0A2K6TUT4_SAIBB
OG0007059	sp|P35408|PE2R4_HUMAN	tr|A0A2K6T6A2|A0A2K6T6A2_SAIBB
OG0007060	sp|P40818|UBP8_HUMAN	tr|A0A2K6TV31|A0A2K6TV31_SAIBB
OG0007061	sp|P62952|BLCAP_HUMAN	tr|A0A2K6SC27|A0A2K6SC27_SAIBB
OG0007062	sp|Q06828|FMOD_HUMAN	tr|A0A2K6TIM0|A0A2K6TIM0_SAIBB
OG0007063	sp|Q12830|BPTF_HUMAN	tr|A0A2K6U8B1|A0A2K6U8B1_SAIBB
OG0007064	sp|Q14032|BAAT_HUMAN	tr|A0A2K6UB42|A0A2K6UB42_SAIBB
OG0007065	sp|Q3KR16|PKHG6_HUMAN	tr|A0A2K6U0L4|A0A2K6U0L4_SAIBB
OG0007066	sp|Q53F19|NCBP3_HUMAN	tr|A0A2K6SZC4|A0A2K6SZC4_SAIBB
OG0007067	sp|Q6NZI2|CAVN1_HUMAN	tr|A0A2K6U8U1|A0A2K6U8U1_SAIBB
OG0007068	sp|Q6VY07|PACS1_HUMAN	tr|A0A2K6TDT6|A0A2K6TDT6_SAIBB
OG0007069	sp|Q6ZN01|MASTR_HUMAN	tr|A0A2K6TY30|A0A2K6TY30_SAIBB
OG0007070	sp|Q6ZT89|S2548_HUMAN	tr|A0A2K6UU38|A0A2K6UU38_SAIBB
OG0007071	sp|Q8IV13|CCNJL_HUMAN	tr|A0A2K6SY70|A0A2K6SY70_SAIBB
OG0007072	sp|Q8IWV8|UBR2_HUMAN	tr|A0A2K6UKU0|A0A2K6UKU0_SAIBB
OG0007073	sp|Q8IZA0|K319L_HUMAN	tr|A0A2K6U8D1|A0A2K6U8D1_SAIBB
OG0007074	sp|Q8N0X7|SPART_HUMAN	tr|A0A2K6STH2|A0A2K6STH2_SAIBB
OG0007075	sp|Q8N680|ZBTB2_HUMAN	tr|A0A2K6T7Q0|A0A2K6T7Q0_SAIBB
OG0007076	sp|Q8WXE0|CSKI2_HUMAN	tr|A0A2K6V8F2|A0A2K6V8F2_SAIBB
OG0007077	sp|Q96G21|IMP4_HUMAN	tr|A0A2K6TFQ2|A0A2K6TFQ2_SAIBB
OG0007078	sp|Q96H22|CENPN_HUMAN	tr|A0A2K6V4J2|A0A2K6V4J2_SAIBB
OG0007079	sp|Q96IQ7|VSIG2_HUMAN	tr|A0A2K6SP46|A0A2K6SP46_SAIBB
OG0007080	sp|Q96KN1|LRAT2_HUMAN	tr|A0A2K6S4D8|A0A2K6S4D8_SAIBB
OG0007081	sp|Q96LA8|ANM6_HUMAN	tr|A0A2K6SAR6|A0A2K6SAR6_SAIBB
OG0007082	sp|Q96MN5|TEAN2_HUMAN	tr|A0A2K6T8R0|A0A2K6T8R0_SAIBB
OG0007083	sp|Q9BT88|SYT11_HUMAN	tr|A0A2K6V4I2|A0A2K6V4I2_SAIBB
OG0007084	sp|Q9BUB7|TMM70_HUMAN	tr|A0A2K6T690|A0A2K6T690_SAIBB
OG0007085	sp|Q9BXJ4|C1QT3_HUMAN	tr|A0A2K6T3C6|A0A2K6T3C6_SAIBB
OG0007086	sp|Q9C0E2|XPO4_HUMAN	tr|A0A2K6SKS5|A0A2K6SKS5_SAIBB
OG0007087	sp|Q9GZN2|TGIF2_HUMAN	tr|A0A2K6RZJ6|A0A2K6RZJ6_SAIBB
OG0007088	sp|Q9GZS0|DNAI2_HUMAN	tr|A0A2K6UWL6|A0A2K6UWL6_SAIBB
OG0007089	sp|Q9GZX6|IL22_HUMAN	tr|A0A2K6UL79|A0A2K6UL79_SAIBB
OG0007090	sp|Q9HBV1|POPD3_HUMAN	tr|A0A2K6TFH1|A0A2K6TFH1_SAIBB
OG0007091	sp|Q9HCM4|E41L5_HUMAN	tr|A0A2K6UJS6|A0A2K6UJS6_SAIBB
OG0007092	sp|Q9NQ84|GPC5C_HUMAN	tr|A0A2K6TQ38|A0A2K6TQ38_SAIBB
OG0007093	sp|Q9NQW6|ANLN_HUMAN	tr|A0A2K6TGT0|A0A2K6TGT0_SAIBB
OG0007094	sp|Q9NXH3|PP14D_HUMAN	tr|A0A2K6U9B7|A0A2K6U9B7_SAIBB
OG0007095	sp|Q9NXJ0|M4A12_HUMAN	tr|A0A2K6SBR9|A0A2K6SBR9_SAIBB
OG0007096	sp|Q9NYT0|PLEK2_HUMAN	tr|A0A2K6S9P4|A0A2K6S9P4_SAIBB
OG0007097	sp|Q9NZD1|GPC5D_HUMAN	tr|A0A2K6SPR4|A0A2K6SPR4_SAIBB
OG0007098	sp|Q9UG56|PISD_HUMAN	tr|A0A2K6S3B7|A0A2K6S3B7_SAIBB
OG0007099	sp|Q9UMX2|OAZ3_HUMAN	tr|A0A2K6TX10|A0A2K6TX10_SAIBB
OG0007100	sp|Q9UNY5|ZN232_HUMAN	tr|A0A2K6THT9|A0A2K6THT9_SAIBB
OG0007101	sp|A1KXE4|F168B_HUMAN	tr|A0A2K6SMP2|A0A2K6SMP2_SAIBB
OG0007102	sp|A6NNW6|ENO4_HUMAN	tr|A0A2K6SIZ1|A0A2K6SIZ1_SAIBB
OG0007103	sp|C9JBD0|KRBX1_HUMAN	tr|A0A2K6V6M0|A0A2K6V6M0_SAIBB
OG0007104	sp|O43903|GAS2_HUMAN	tr|A0A2K6TRG3|A0A2K6TRG3_SAIBB
OG0007105	sp|O95076|ALX3_HUMAN	tr|A0A2K6UE72|A0A2K6UE72_SAIBB
OG0007106	sp|O95260|ATE1_HUMAN	tr|A0A2K6USD2|A0A2K6USD2_SAIBB
OG0007107	sp|O95391|SLU7_HUMAN	tr|A0A2K6S0I2|A0A2K6S0I2_SAIBB
OG0007108	sp|P02745|C1QA_HUMAN	tr|A0A2K6SNR9|A0A2K6SNR9_SAIBB
OG0007109	sp|P10636|TAU_HUMAN	tr|A0A2K6S2I8|A0A2K6S2I8_SAIBB
OG0007110	sp|P11474|ERR1_HUMAN	tr|A0A2K6SLZ5|A0A2K6SLZ5_SAIBB
OG0007111	sp|P17098|ZNF8_HUMAN	tr|A0A2K6T3S6|A0A2K6T3S6_SAIBB
OG0007112	sp|P30518|V2R_HUMAN	tr|A0A2K6UFF5|A0A2K6UFF5_SAIBB
OG0007113	sp|P31275|HXC12_HUMAN	tr|A0A2K6TYH9|A0A2K6TYH9_SAIBB
OG0007114	sp|P35247|SFTPD_HUMAN	tr|A0A2K6TZM3|A0A2K6TZM3_SAIBB
OG0007115	sp|Q13387|JIP2_HUMAN	tr|A0A2K6TUV8|A0A2K6TUV8_SAIBB
OG0007116	sp|Q14159|SPIDR_HUMAN	tr|A0A2K6U3P4|A0A2K6U3P4_SAIBB
OG0007117	sp|Q14296|FASTK_HUMAN	tr|A0A2K6UPW5|A0A2K6UPW5_SAIBB
OG0007118	sp|Q14995|NR1D2_HUMAN	tr|A0A2K6V288|A0A2K6V288_SAIBB
OG0007119	sp|Q2MV58|TECT1_HUMAN	tr|A0A2K6UX44|A0A2K6UX44_SAIBB
OG0007120	sp|Q5T0F9|C2D1B_HUMAN	tr|A0A2K6SEN7|A0A2K6SEN7_SAIBB
OG0007121	sp|Q5T2D3|OTUD3_HUMAN	tr|A0A2K6TTE8|A0A2K6TTE8_SAIBB
OG0007122	sp|Q5TC12|ATPF1_HUMAN	tr|A0A2K6V7A6|A0A2K6V7A6_SAIBB
OG0007123	sp|Q5VWT5|FYB2_HUMAN	tr|A0A2K6T777|A0A2K6T777_SAIBB
OG0007124	sp|Q68CZ1|FTM_HUMAN	tr|A0A2K6U3P1|A0A2K6U3P1_SAIBB
OG0007125	sp|Q6UWS5|PT117_HUMAN	tr|A0A2K6S9P2|A0A2K6S9P2_SAIBB
OG0007126	sp|Q6ZN30|BNC2_HUMAN	tr|A0A2K6SZY1|A0A2K6SZY1_SAIBB
OG0007127	sp|Q6ZSB9|ZBT49_HUMAN	tr|A0A2K6T0H3|A0A2K6T0H3_SAIBB
OG0007128	sp|Q6ZW05|PTHD4_HUMAN	tr|A0A2K6SE98|A0A2K6SE98_SAIBB
OG0007129	sp|Q7Z2Y5|NRK_HUMAN	tr|A0A2K6UL69|A0A2K6UL69_SAIBB
OG0007130	sp|Q86UT8|CATAC_HUMAN	tr|A0A2K6V6K1|A0A2K6V6K1_SAIBB
OG0007131	sp|Q8IV04|TB10C_HUMAN	tr|A0A2K6SUQ1|A0A2K6SUQ1_SAIBB
OG0007132	sp|Q8IWZ8|SUGP1_HUMAN	tr|A0A2K6SGL1|A0A2K6SGL1_SAIBB
OG0007133	sp|Q8IXP5|OCAT1_HUMAN	tr|A0A2K6S2Z0|A0A2K6S2Z0_SAIBB
OG0007134	sp|Q8IZS6|DYLT2_HUMAN	tr|A0A2K6S820|A0A2K6S820_SAIBB
OG0007135	sp|Q8N370|LAT4_HUMAN	tr|A0A2K6SHR9|A0A2K6SHR9_SAIBB
OG0007136	sp|Q8N3J9|ZN664_HUMAN	tr|A0A2K6S8Y6|A0A2K6S8Y6_SAIBB
OG0007137	sp|Q8NA03|FSIP1_HUMAN	tr|A0A2K6SS32|A0A2K6SS32_SAIBB
OG0007138	sp|Q8NDX6|ZN740_HUMAN	tr|A0A2K6UWD6|A0A2K6UWD6_SAIBB
OG0007139	sp|Q96B45|BORC7_HUMAN	tr|A0A2K6UEX7|A0A2K6UEX7_SAIBB
OG0007140	sp|Q96JE7|SC16B_HUMAN	tr|A0A2K6SUN4|A0A2K6SUN4_SAIBB
OG0007141	sp|Q96NT3|GUCD1_HUMAN	tr|A0A2K6V3R9|A0A2K6V3R9_SAIBB
OG0007142	sp|Q96P53|WDFY2_HUMAN	tr|A0A2K6TI05|A0A2K6TI05_SAIBB
OG0007143	sp|Q9BZE1|RM37_HUMAN	tr|A0A2K6T3Z7|A0A2K6T3Z7_SAIBB
OG0007144	sp|Q9C0H9|SRCN1_HUMAN	tr|A0A2K6S6Q4|A0A2K6S6Q4_SAIBB
OG0007145	sp|Q9H4A5|GLP3L_HUMAN	tr|A0A2K6V6I7|A0A2K6V6I7_SAIBB
OG0007146	sp|Q9NPG1|FZD3_HUMAN	tr|A0A2K6UB34|A0A2K6UB34_SAIBB
