Orthogroup	Homo_sapiens	Ursus_americanus
OG0003932	sp|Q69YU3|AN34A_HUMAN	tr|A0A452S873|A0A452S873_URSAM
OG0003933	sp|Q6NVH7|SWAP1_HUMAN	tr|A0A452SSB6|A0A452SSB6_URSAM
OG0003934	sp|Q6UXB8|PI16_HUMAN	tr|A0A452Q7R4|A0A452Q7R4_URSAM
OG0003935	sp|Q6ZMI3|GLDN_HUMAN	tr|A0A452QV15|A0A452QV15_URSAM
OG0003936	sp|Q7RTM1|OTOP1_HUMAN	tr|A0A452RB55|A0A452RB55_URSAM
OG0003937	sp|Q7Z434|MAVS_HUMAN	tr|A0A452SRQ2|A0A452SRQ2_URSAM
OG0003938	sp|Q7Z4Q2|HEAT3_HUMAN	tr|A0A452SIV2|A0A452SIV2_URSAM
OG0003939	sp|Q7Z5L0|VMO1_HUMAN	tr|A0A452QLK7|A0A452QLK7_URSAM
OG0003940	sp|Q86UZ6|ZBT46_HUMAN	tr|A0A452R0B6|A0A452R0B6_URSAM
OG0003941	sp|Q86W54|SPA24_HUMAN	tr|A0A452SQY1|A0A452SQY1_URSAM
OG0003942	sp|Q86XH1|DRC11_HUMAN	tr|A0A452RJ65|A0A452RJ65_URSAM
OG0003943	sp|Q86XT9|TM219_HUMAN	tr|A0A452SG77|A0A452SG77_URSAM
OG0003944	sp|Q8N1B4|VPS52_HUMAN	tr|A0A452SRN4|A0A452SRN4_URSAM
OG0003945	sp|Q8N6R0|EFNMT_HUMAN	tr|A0A452QF65|A0A452QF65_URSAM
OG0003946	sp|Q8NHS4|CLHC1_HUMAN	tr|A0A452RZZ2|A0A452RZZ2_URSAM
OG0003947	sp|Q96BN8|OTUL_HUMAN	tr|A0A452RCI7|A0A452RCI7_URSAM
OG0003948	sp|Q96RI0|PAR4_HUMAN	tr|A0A452R769|A0A452R769_URSAM
OG0003949	sp|Q96SB4|SRPK1_HUMAN	tr|A0A452R0M1|A0A452R0M1_URSAM
OG0003950	sp|Q99712|KCJ15_HUMAN	tr|A0A452RV03|A0A452RV03_URSAM
OG0003951	sp|Q99990|VGLL1_HUMAN	tr|A0A452RD95|A0A452RD95_URSAM
OG0003952	sp|Q9BQ75|CMS1_HUMAN	tr|A0A452SGN0|A0A452SGN0_URSAM
OG0003953	sp|Q9BSU1|PHAF1_HUMAN	tr|A0A452RL79|A0A452RL79_URSAM
OG0003954	sp|Q9H1M3|DB129_HUMAN	tr|A0A452Q8J7|A0A452Q8J7_URSAM
OG0003955	sp|Q9H5N1|RABE2_HUMAN	tr|A0A452RLK9|A0A452RLK9_URSAM
OG0003956	sp|Q9NQI0|DDX4_HUMAN	tr|A0A452SC84|A0A452SC84_URSAM
OG0003958	sp|Q9NZT2|OGFR_HUMAN	tr|A0A452RBS7|A0A452RBS7_URSAM
OG0003959	sp|Q9P055|JKAMP_HUMAN	tr|A0A452QKM0|A0A452QKM0_URSAM
OG0003960	sp|Q9P2L0|WDR35_HUMAN	tr|A0A452QVJ9|A0A452QVJ9_URSAM
OG0003961	sp|Q9Y2U2|KCNK7_HUMAN	tr|A0A452S4E4|A0A452S4E4_URSAM
OG0003962	sp|Q9Y5L4|TIM13_HUMAN	tr|A0A452Q8V2|A0A452Q8V2_URSAM
OG0003963	sp|Q9Y6F6|IRAG1_HUMAN	tr|A0A452S5S4|A0A452S5S4_URSAM
OG0003964	tr|A0A2U3TZM8|A0A2U3TZM8_HUMAN	tr|A0A452SG97|A0A452SG97_URSAM
OG0003965	sp|A6NEH6|TM247_HUMAN	tr|A0A452QXI9|A0A452QXI9_URSAM
OG0003966	sp|O00257|CBX4_HUMAN	tr|A0A452RP30|A0A452RP30_URSAM
OG0003967	sp|O15537|XLRS1_HUMAN	tr|A0A452S4C9|A0A452S4C9_URSAM
OG0003968	sp|O43709|BUD23_HUMAN	tr|A0A452RPK9|A0A452RPK9_URSAM
OG0003969	sp|O75179|ANR17_HUMAN	tr|A0A452RWP7|A0A452RWP7_URSAM
OG0003970	sp|O75326|SEM7A_HUMAN	tr|A0A452RA64|A0A452RA64_URSAM
OG0003971	sp|O75955|FLOT1_HUMAN	tr|A0A452SPA6|A0A452SPA6_URSAM
OG0003972	sp|O95415|BRI3_HUMAN	tr|A0A452RWV8|A0A452RWV8_URSAM
OG0003973	sp|P03886|NU1M_HUMAN	tr|A0A452SJP7|A0A452SJP7_URSAM
OG0003974	sp|P0DJH9|RD3L_HUMAN	tr|A0A452RRQ3|A0A452RRQ3_URSAM
OG0003975	sp|P13726|TF_HUMAN	tr|A0A452S810|A0A452S810_URSAM
OG0003976	sp|P15289|ARSA_HUMAN	tr|A0A452QC21|A0A452QC21_URSAM
OG0003977	sp|P23381|SYWC_HUMAN	tr|A0A452RNJ5|A0A452RNJ5_URSAM
OG0003978	sp|P46821|MAP1B_HUMAN	tr|A0A452QU13|A0A452QU13_URSAM
OG0003979	sp|Q01850|CDR2_HUMAN	tr|A0A452QCH4|A0A452QCH4_URSAM
OG0003980	sp|Q13772|NCOA4_HUMAN	tr|A0A452QZ07|A0A452QZ07_URSAM
OG0003981	sp|Q53HC9|EIPR1_HUMAN	tr|A0A452RV20|A0A452RV20_URSAM
OG0003982	sp|Q5W0U4|BSPRY_HUMAN	tr|A0A452RUW1|A0A452RUW1_URSAM
OG0003983	sp|Q6IPW1|CK071_HUMAN	tr|A0A452RY18|A0A452RY18_URSAM
OG0003984	sp|Q6P047|CH074_HUMAN	tr|A0A452RJQ6|A0A452RJQ6_URSAM
OG0003985	sp|Q7Z4L0|COX8C_HUMAN	tr|A0A452RFZ4|A0A452RFZ4_URSAM
OG0003986	sp|Q7Z5K2|WAPL_HUMAN	tr|A0A452S658|A0A452S658_URSAM
OG0003987	sp|Q86V20|SHLD2_HUMAN	tr|A0A452QUE4|A0A452QUE4_URSAM
OG0003988	sp|Q86VY9|T200A_HUMAN	tr|A0A452RU33|A0A452RU33_URSAM
OG0003989	sp|Q86WR6|CQ064_HUMAN	tr|A0A452R953|A0A452R953_URSAM
OG0003990	sp|Q86XZ4|SPAS2_HUMAN	tr|A0A452RNG4|A0A452RNG4_URSAM
OG0003992	sp|Q8IXQ3|CI040_HUMAN	tr|A0A452R893|A0A452R893_URSAM
OG0003993	sp|Q8N127|O5AS1_HUMAN	tr|A0A452Q9H3|A0A452Q9H3_URSAM
OG0003994	sp|Q8N131|PORIM_HUMAN	tr|A0A452RHL3|A0A452RHL3_URSAM
OG0003995	sp|Q8N6N6|NATD1_HUMAN	tr|A0A452RMN2|A0A452RMN2_URSAM
OG0003996	sp|Q8N6U8|GP161_HUMAN	tr|A0A452QVB9|A0A452QVB9_URSAM
OG0003997	sp|Q8N806|UBR7_HUMAN	tr|A0A452RG01|A0A452RG01_URSAM
OG0003998	sp|Q8NCW6|GLT11_HUMAN	tr|A0A452S3L5|A0A452S3L5_URSAM
OG0003999	sp|Q8NDT2|RB15B_HUMAN	tr|A0A452S7B7|A0A452S7B7_URSAM
OG0004000	sp|Q8NH60|O52J3_HUMAN	tr|A0A452SJI7|A0A452SJI7_URSAM
OG0004001	sp|Q8TAB5|CA216_HUMAN	tr|A0A452RBK5|A0A452RBK5_URSAM
OG0004002	sp|Q8TCD1|CR032_HUMAN	tr|A0A452QDD6|A0A452QDD6_URSAM
OG0004003	sp|Q8WWW0|RASF5_HUMAN	tr|A0A452SB17|A0A452SB17_URSAM
OG0004004	sp|Q92888|ARHG1_HUMAN	tr|A0A452QRL2|A0A452QRL2_URSAM
OG0004005	sp|Q96DC9|OTUB2_HUMAN	tr|A0A452SIA0|A0A452SIA0_URSAM
OG0004006	sp|Q96IV6|FXDC2_HUMAN	tr|A0A452RZ16|A0A452RZ16_URSAM
OG0004007	sp|Q96KN4|LRAT1_HUMAN	tr|A0A452SQC4|A0A452SQC4_URSAM
OG0004008	sp|Q96NZ1|FOXN4_HUMAN	tr|A0A452QZW6|A0A452QZW6_URSAM
OG0004009	sp|Q99956|DUS9_HUMAN	tr|A0A452RKA8|A0A452RKA8_URSAM
OG0004010	sp|Q9BRZ2|TRI56_HUMAN	tr|A0A452QX58|A0A452QX58_URSAM
OG0004011	sp|Q9BZQ8|NIBA1_HUMAN	tr|A0A452S4Y5|A0A452S4Y5_URSAM
OG0004012	sp|Q9GZM5|YIPF3_HUMAN	tr|A0A452SLS3|A0A452SLS3_URSAM
OG0004013	sp|Q9HA77|SYCM_HUMAN	tr|A0A452R0B1|A0A452R0B1_URSAM
OG0004014	sp|Q9NPI6|DCP1A_HUMAN	tr|A0A452QTB4|A0A452QTB4_URSAM
OG0004015	sp|Q9NRE2|TSH2_HUMAN	tr|A0A452SR33|A0A452SR33_URSAM
OG0004016	sp|Q9NVE5|UBP40_HUMAN	tr|A0A452RQV0|A0A452RQV0_URSAM
OG0004017	sp|Q9P244|LRFN1_HUMAN	tr|A0A452R2A2|A0A452R2A2_URSAM
OG0004018	sp|Q9UMX1|SUFU_HUMAN	tr|A0A452QWH5|A0A452QWH5_URSAM
OG0004019	sp|Q9UQ90|SPG7_HUMAN	tr|A0A452S523|A0A452S523_URSAM
OG0004020	sp|Q9Y5Z9|UBIA1_HUMAN	tr|A0A452RJY1|A0A452RJY1_URSAM
OG0004021	sp|B4DJY2|TM233_HUMAN	tr|A0A452RF01|A0A452RF01_URSAM
OG0004022	sp|O15156|ZBT7B_HUMAN	tr|A0A452RGQ6|A0A452RGQ6_URSAM
OG0004023	sp|O43825|B3GT2_HUMAN	tr|A0A452QY56|A0A452QY56_URSAM
OG0004024	sp|O75820|ZN189_HUMAN	tr|A0A452S4X6|A0A452S4X6_URSAM
OG0004025	sp|P20292|AL5AP_HUMAN	tr|A0A452S1Z2|A0A452S1Z2_URSAM
OG0004026	sp|P23919|KTHY_HUMAN	tr|A0A452QWV9|A0A452QWV9_URSAM
OG0004027	sp|P28335|5HT2C_HUMAN	tr|A0A452QNA0|A0A452QNA0_URSAM
OG0004028	sp|P29371|NK3R_HUMAN	tr|A0A452RKA7|A0A452RKA7_URSAM
OG0004029	sp|P30301|MIP_HUMAN	tr|A0A452S7I6|A0A452S7I6_URSAM
OG0004030	sp|P30414|NKTR_HUMAN	tr|A0A452QWR9|A0A452QWR9_URSAM
OG0004031	sp|P30566|PUR8_HUMAN	tr|A0A452QS69|A0A452QS69_URSAM
OG0004032	sp|P46089|GPR3_HUMAN	tr|A0A452QXJ2|A0A452QXJ2_URSAM
OG0004033	sp|P49593|PPM1F_HUMAN	tr|A0A452R5C8|A0A452R5C8_URSAM
OG0004034	sp|P58215|LOXL3_HUMAN	tr|A0A452S792|A0A452S792_URSAM
OG0004035	sp|P62318|SMD3_HUMAN	tr|A0A452R4M6|A0A452R4M6_URSAM
OG0004036	sp|P78417|GSTO1_HUMAN	tr|A0A452QDB0|A0A452QDB0_URSAM
OG0004037	sp|Q02252|MMSA_HUMAN	tr|A0A452QLT3|A0A452QLT3_URSAM
OG0004038	sp|Q06945|SOX4_HUMAN	tr|A0A452QUY2|A0A452QUY2_URSAM
OG0004039	sp|Q14642|I5P1_HUMAN	tr|A0A452S580|A0A452S580_URSAM
OG0004040	sp|Q15327|ANKR1_HUMAN	tr|A0A452Q9T9|A0A452Q9T9_URSAM
OG0004041	sp|Q5STR5|SIM40_HUMAN	tr|A0A452SS04|A0A452SS04_URSAM
OG0004042	sp|Q5VTY9|HHAT_HUMAN	tr|A0A452S6G5|A0A452S6G5_URSAM
OG0004043	sp|Q7L8J4|3BP5L_HUMAN	tr|A0A452QY39|A0A452QY39_URSAM
OG0004044	sp|Q7Z4F1|LRP10_HUMAN	tr|A0A452QX16|A0A452QX16_URSAM
OG0004045	sp|Q7Z7K2|ZN467_HUMAN	tr|A0A452SD31|A0A452SD31_URSAM
OG0004046	sp|Q7Z7L8|CK096_HUMAN	tr|A0A452SK70|A0A452SK70_URSAM
OG0004047	sp|Q86W33|TPRA1_HUMAN	tr|A0A452S6Y3|A0A452S6Y3_URSAM
OG0004048	sp|Q86Z14|KLOTB_HUMAN	tr|A0A452SF45|A0A452SF45_URSAM
OG0004049	sp|Q8IXT5|RB12B_HUMAN	tr|A0A452SEJ2|A0A452SEJ2_URSAM
OG0004050	sp|Q8N9W6|BOLL_HUMAN	tr|A0A452RMA1|A0A452RMA1_URSAM
OG0004051	sp|Q8NAG6|ANKL1_HUMAN	tr|A0A452R6Z4|A0A452R6Z4_URSAM
OG0004052	sp|Q8NEL0|CCD54_HUMAN	tr|A0A452SD42|A0A452SD42_URSAM
OG0004053	sp|Q8NHQ8|RASF8_HUMAN	tr|A0A452SUJ3|A0A452SUJ3_URSAM
OG0004054	sp|Q8NI99|ANGL6_HUMAN	tr|A0A452QSS8|A0A452QSS8_URSAM
OG0004055	sp|Q8TCV5|WFDC5_HUMAN	tr|A0A452RT13|A0A452RT13_URSAM
OG0004056	sp|Q8WV24|PHLA1_HUMAN	tr|A0A452RUW7|A0A452RUW7_URSAM
OG0004057	sp|Q92545|TM131_HUMAN	tr|A0A452RKR0|A0A452RKR0_URSAM
OG0004058	sp|Q96C11|FGGY_HUMAN	tr|A0A452QZZ0|A0A452QZZ0_URSAM
OG0004059	sp|Q96CX6|LRC58_HUMAN	tr|A0A452QHB0|A0A452QHB0_URSAM
OG0004060	sp|Q96GE4|CEP95_HUMAN	tr|A0A452REG5|A0A452REG5_URSAM
OG0004061	sp|Q96M32|KAD7_HUMAN	tr|A0A452SMG4|A0A452SMG4_URSAM
OG0004062	sp|Q96RF0|SNX18_HUMAN	tr|A0A452RCG7|A0A452RCG7_URSAM
OG0004063	sp|Q96T21|SEBP2_HUMAN	tr|A0A452RNE6|A0A452RNE6_URSAM
OG0004064	sp|Q96T58|MINT_HUMAN	tr|A0A452R0Y0|A0A452R0Y0_URSAM
OG0004065	sp|Q9BR61|ACBD6_HUMAN	tr|A0A452QYL3|A0A452QYL3_URSAM
OG0004066	sp|Q9BSH3|NICN1_HUMAN	tr|A0A452QSI7|A0A452QSI7_URSAM
OG0004067	sp|Q9BWU0|NADAP_HUMAN	tr|A0A452RA79|A0A452RA79_URSAM
OG0004068	sp|Q9BXW9|FACD2_HUMAN	tr|A0A452QZ67|A0A452QZ67_URSAM
OG0004069	sp|Q9H8V3|ECT2_HUMAN	tr|A0A452RKT3|A0A452RKT3_URSAM
OG0004070	sp|Q9NRZ7|PLCC_HUMAN	tr|A0A452RQ28|A0A452RQ28_URSAM
OG0004071	sp|Q9NSE2|CISH_HUMAN	tr|A0A452RF71|A0A452RF71_URSAM
OG0004072	sp|Q9NX08|COMD8_HUMAN	tr|A0A452R5Q5|A0A452R5Q5_URSAM
OG0004073	sp|Q9NY26|S39A1_HUMAN	tr|A0A452SH77|A0A452SH77_URSAM
OG0004074	sp|Q9UHB6|LIMA1_HUMAN	tr|A0A452S640|A0A452S640_URSAM
OG0004075	sp|Q9UII2|ATIF1_HUMAN	tr|A0A452SIB7|A0A452SIB7_URSAM
OG0004076	sp|Q9UJX5|APC4_HUMAN	tr|A0A452SEG8|A0A452SEG8_URSAM
OG0004077	sp|Q9UL19|PLAT4_HUMAN	tr|A0A452QLS8|A0A452QLS8_URSAM
OG0004078	sp|Q9UNQ0|ABCG2_HUMAN	tr|A0A452SB67|A0A452SB67_URSAM
OG0004079	sp|Q9Y252|RNF6_HUMAN	tr|A0A452SV36|A0A452SV36_URSAM
OG0004080	sp|Q9Y4C8|RBM19_HUMAN	tr|A0A452QCE5|A0A452QCE5_URSAM
OG0004081	sp|A0FGR8|ESYT2_HUMAN	tr|A0A452SLX3|A0A452SLX3_URSAM
OG0004082	sp|A6NIH7|U119B_HUMAN	tr|A0A452RGH1|A0A452RGH1_URSAM
OG0004083	sp|O00453|LST1_HUMAN	tr|A0A452RAN0|A0A452RAN0_URSAM
OG0004084	sp|O14929|HAT1_HUMAN	tr|A0A452QUH0|A0A452QUH0_URSAM
OG0004085	sp|O43240|KLK10_HUMAN	tr|A0A452S8P5|A0A452S8P5_URSAM
OG0004086	sp|O43555|GON2_HUMAN	tr|A0A452QTW1|A0A452QTW1_URSAM
OG0004087	sp|O43847|NRDC_HUMAN	tr|A0A452RS99|A0A452RS99_URSAM
OG0004088	sp|O95436|NPT2B_HUMAN	tr|A0A452QXA1|A0A452QXA1_URSAM
OG0004089	sp|O95445|APOM_HUMAN	tr|A0A452RAA5|A0A452RAA5_URSAM
OG0004090	sp|P19801|AOC1_HUMAN	tr|A0A452SK88|A0A452SK88_URSAM
OG0004091	sp|P35212|CXA4_HUMAN	tr|A0A452RZV0|A0A452RZV0_URSAM
OG0004092	sp|P36952|SPB5_HUMAN	tr|A0A452R9T4|A0A452R9T4_URSAM
OG0004093	sp|P49821|NDUV1_HUMAN	tr|A0A452R1I0|A0A452R1I0_URSAM
OG0004094	sp|P60484|PTEN_HUMAN	tr|A0A452SJZ2|A0A452SJZ2_URSAM
OG0004095	sp|P78334|GBRE_HUMAN	tr|A0A452RBY5|A0A452RBY5_URSAM
OG0004096	sp|Q01954|BNC1_HUMAN	tr|A0A452RQC0|A0A452RQC0_URSAM
OG0004097	sp|Q04837|SSBP_HUMAN	tr|A0A452RG95|A0A452RG95_URSAM
OG0004098	sp|Q07912|ACK1_HUMAN	tr|A0A452SWZ5|A0A452SWZ5_URSAM
OG0004099	sp|Q13129|RLF_HUMAN	tr|A0A452QST5|A0A452QST5_URSAM
OG0004100	sp|Q13371|PHLP_HUMAN	tr|A0A452RK50|A0A452RK50_URSAM
OG0004101	sp|Q13428|TCOF_HUMAN	tr|A0A452SK20|A0A452SK20_URSAM
OG0004102	sp|Q15834|CC85B_HUMAN	tr|A0A452S4A2|A0A452S4A2_URSAM
OG0004103	sp|Q15848|ADIPO_HUMAN	tr|A0A452RM09|A0A452RM09_URSAM
OG0004104	sp|Q2WGJ6|KLH38_HUMAN	tr|A0A452S7A0|A0A452S7A0_URSAM
OG0004105	sp|Q53GD3|CTL4_HUMAN	tr|A0A452SHJ0|A0A452SHJ0_URSAM
OG0004106	sp|Q56VL3|OCAD2_HUMAN	tr|A0A452RIC5|A0A452RIC5_URSAM
OG0004107	sp|Q5GLZ8|HERC4_HUMAN	tr|A0A452RYS8|A0A452RYS8_URSAM
OG0004108	sp|Q5SWX8|ODR4_HUMAN	tr|A0A452RJV0|A0A452RJV0_URSAM
OG0004109	sp|Q5VTJ3|KLD7A_HUMAN	tr|A0A452RLR0|A0A452RLR0_URSAM
OG0004110	sp|Q6P6B7|ANR16_HUMAN	tr|A0A452QST2|A0A452QST2_URSAM
OG0004111	sp|Q6ZS27|ZN662_HUMAN	tr|A0A452RTG6|A0A452RTG6_URSAM
OG0004112	sp|Q6ZT98|TTLL7_HUMAN	tr|A0A452R4A3|A0A452R4A3_URSAM
OG0004113	sp|Q76L83|ASXL2_HUMAN	tr|A0A452SV32|A0A452SV32_URSAM
OG0004114	sp|Q7Z7G8|VP13B_HUMAN	tr|A0A452S816|A0A452S816_URSAM
OG0004115	sp|Q86VK4|ZN410_HUMAN	tr|A0A452QK40|A0A452QK40_URSAM
OG0004116	sp|Q8IZ73|RUSD2_HUMAN	tr|A0A452QBF6|A0A452QBF6_URSAM
OG0004117	sp|Q8N4C7|STX19_HUMAN	tr|A0A452SN44|A0A452SN44_URSAM
OG0004118	sp|Q8NEC7|GSTCD_HUMAN	tr|A0A452RKH8|A0A452RKH8_URSAM
OG0004119	sp|Q8NFR7|CC148_HUMAN	tr|A0A452QCH8|A0A452QCH8_URSAM
OG0004120	sp|Q8TF01|PNISR_HUMAN	tr|A0A452SF90|A0A452SF90_URSAM
OG0004121	sp|Q8WWB7|GLMP_HUMAN	tr|A0A452REX9|A0A452REX9_URSAM
OG0004122	sp|Q96CM4|NXNL1_HUMAN	tr|A0A452QB20|A0A452QB20_URSAM
OG0004123	sp|Q96DC8|ECHD3_HUMAN	tr|A0A452QA37|A0A452QA37_URSAM
OG0004124	sp|Q96FF7|MISP3_HUMAN	tr|A0A452QSV0|A0A452QSV0_URSAM
OG0004125	sp|Q96GL9|F163A_HUMAN	tr|A0A452S7Q6|A0A452S7Q6_URSAM
OG0004126	sp|Q96JM3|CHAP1_HUMAN	tr|A0A452RIZ8|A0A452RIZ8_URSAM
OG0004127	sp|Q99807|COQ7_HUMAN	tr|A0A452SFN3|A0A452SFN3_URSAM
OG0004128	sp|Q9BQB6|VKOR1_HUMAN	tr|A0A452QXW1|A0A452QXW1_URSAM
OG0004129	sp|Q9BVV7|TIM21_HUMAN	tr|A0A452SR39|A0A452SR39_URSAM
OG0004130	sp|Q9BXI6|TB10A_HUMAN	tr|A0A452QQW0|A0A452QQW0_URSAM
OG0004131	sp|Q9NRD0|FBX8_HUMAN	tr|A0A452RUI7|A0A452RUI7_URSAM
OG0004132	sp|Q9NRQ2|PLS4_HUMAN	tr|A0A452S4J4|A0A452S4J4_URSAM
OG0004133	sp|Q9NWD8|TM248_HUMAN	tr|A0A452ST84|A0A452ST84_URSAM
OG0004134	sp|Q9NX61|T161A_HUMAN	tr|A0A452Q711|A0A452Q711_URSAM
OG0004135	sp|Q9NYJ7|DLL3_HUMAN	tr|A0A452QB84|A0A452QB84_URSAM
OG0004136	sp|Q9ULE4|F184B_HUMAN	tr|A0A452SIB5|A0A452SIB5_URSAM
OG0004137	sp|Q9Y251|HPSE_HUMAN	tr|A0A452RBI3|A0A452RBI3_URSAM
OG0004138	sp|Q9Y284|ASTER_HUMAN	tr|A0A452S041|A0A452S041_URSAM
OG0004139	sp|A6NFH5|FBP12_HUMAN	tr|A0A452QN28|A0A452QN28_URSAM
OG0004140	sp|A8MVS5|HIDE1_HUMAN	tr|A0A452S9R4|A0A452S9R4_URSAM
OG0004141	sp|O00458|IFRD1_HUMAN	tr|A0A452QI30|A0A452QI30_URSAM
OG0004142	sp|O43283|M3K13_HUMAN	tr|A0A452QZA5|A0A452QZA5_URSAM
OG0004143	sp|O43674|NDUB5_HUMAN	tr|A0A452QZ53|A0A452QZ53_URSAM
OG0004144	sp|O43820|HYAL3_HUMAN	tr|A0A452SWT6|A0A452SWT6_URSAM
OG0004145	sp|O94913|PCF11_HUMAN	tr|A0A452QZT5|A0A452QZT5_URSAM
OG0004146	sp|O95182|NDUA7_HUMAN	tr|A0A452S9P2|A0A452S9P2_URSAM
OG0004147	sp|P01871|IGHM_HUMAN	tr|A0A452RQZ0|A0A452RQZ0_URSAM
OG0004148	sp|P08648|ITA5_HUMAN	tr|A0A452S831|A0A452S831_URSAM
OG0004149	sp|P20472|PRVA_HUMAN	tr|A0A452QBD7|A0A452QBD7_URSAM
OG0004150	sp|P24278|ZBT25_HUMAN	tr|A0A452S1Q6|A0A452S1Q6_URSAM
OG0004151	sp|P35452|HXD12_HUMAN	tr|A0A452SM35|A0A452SM35_URSAM
OG0004152	sp|P39748|FEN1_HUMAN	tr|A0A452RVT2|A0A452RVT2_URSAM
OG0004153	sp|P54277|PMS1_HUMAN	tr|A0A452R6U7|A0A452R6U7_URSAM
OG0004154	sp|P54819|KAD2_HUMAN	tr|A0A452RJR8|A0A452RJR8_URSAM
OG0004155	sp|P55196|AFAD_HUMAN	tr|A0A452RTX0|A0A452RTX0_URSAM
OG0004156	sp|P56747|CLD6_HUMAN	tr|A0A452QV65|A0A452QV65_URSAM
OG0004157	sp|P59190|RAB15_HUMAN	tr|A0A452QI78|A0A452QI78_URSAM
OG0004158	sp|P62310|LSM3_HUMAN	tr|A0A452RRJ3|A0A452RRJ3_URSAM
OG0004159	sp|Q13242|SRSF9_HUMAN	tr|A0A452RKN1|A0A452RKN1_URSAM
OG0004160	sp|Q15256|PTPRR_HUMAN	tr|A0A452RH94|A0A452RH94_URSAM
OG0004161	sp|Q15758|AAAT_HUMAN	tr|A0A452RQB8|A0A452RQB8_URSAM
OG0004162	sp|Q330K2|NDUF6_HUMAN	tr|A0A452RLE0|A0A452RLE0_URSAM
OG0004163	sp|Q3KNW5|SOAT_HUMAN	tr|A0A452QC07|A0A452QC07_URSAM
OG0004164	sp|Q3V5L5|MGT5B_HUMAN	tr|A0A452RDS8|A0A452RDS8_URSAM
OG0004165	sp|Q3ZCU0|GVQW3_HUMAN	tr|A0A452QCM8|A0A452QCM8_URSAM
OG0004166	sp|Q400G9|AMZ1_HUMAN	tr|A0A452Q7F9|A0A452Q7F9_URSAM
OG0004167	sp|Q5H9J7|BEX5_HUMAN	tr|A0A452RVX6|A0A452RVX6_URSAM
OG0004168	sp|Q5M9N0|CD158_HUMAN	tr|A0A452SJH5|A0A452SJH5_URSAM
OG0004169	sp|Q5T6J7|GNTK_HUMAN	tr|A0A452SSM7|A0A452SSM7_URSAM
OG0004170	sp|Q5VUG0|SMBT2_HUMAN	tr|A0A452SJ28|A0A452SJ28_URSAM
OG0004171	sp|Q6UXV4|MIC27_HUMAN	tr|A0A452RSM3|A0A452RSM3_URSAM
OG0004172	sp|Q6ZVN8|RGMC_HUMAN	tr|A0A452S835|A0A452S835_URSAM
OG0004173	sp|Q7L3B6|CD37L_HUMAN	tr|A0A452QYR2|A0A452QYR2_URSAM
OG0004174	sp|Q7RTS1|BHA15_HUMAN	tr|A0A452RWX1|A0A452RWX1_URSAM
OG0004175	sp|Q8N0U8|VKORL_HUMAN	tr|A0A452QZL4|A0A452QZL4_URSAM
OG0004176	sp|Q8N5X7|IF4E3_HUMAN	tr|A0A452SVP2|A0A452SVP2_URSAM
OG0004177	sp|Q8TBJ4|PLPR1_HUMAN	tr|A0A452S4Y1|A0A452S4Y1_URSAM
OG0004178	sp|Q8TEA1|NSUN6_HUMAN	tr|A0A452RIP2|A0A452RIP2_URSAM
OG0004179	sp|Q8WTQ4|CP078_HUMAN	tr|A0A452SEF8|A0A452SEF8_URSAM
OG0004180	sp|Q8WV74|NUDT8_HUMAN	tr|A0A452R1L8|A0A452R1L8_URSAM
OG0004181	sp|Q8WVJ2|NUDC2_HUMAN	tr|A0A452SU49|A0A452SU49_URSAM
OG0004182	sp|Q8WXG9|AGRV1_HUMAN	tr|A0A452QT44|A0A452QT44_URSAM
OG0004183	sp|Q92979|NEP1_HUMAN	tr|A0A452SRR5|A0A452SRR5_URSAM
OG0004184	sp|Q969X1|LFG3_HUMAN	tr|A0A452Q8G2|A0A452Q8G2_URSAM
OG0004185	sp|Q96JP9|CDHR1_HUMAN	tr|A0A452QRM1|A0A452QRM1_URSAM
OG0004186	sp|Q96NS1|YPEL4_HUMAN	tr|A0A452R718|A0A452R718_URSAM
OG0004187	sp|Q96T17|MA7D2_HUMAN	tr|A0A452S6I8|A0A452S6I8_URSAM
OG0004188	sp|Q9BU19|ZN692_HUMAN	tr|A0A452QYB3|A0A452QYB3_URSAM
OG0004189	sp|Q9BW04|SARG_HUMAN	tr|A0A452S6D0|A0A452S6D0_URSAM
OG0004190	sp|Q9BWS9|CHID1_HUMAN	tr|A0A452SIS3|A0A452SIS3_URSAM
OG0004191	sp|Q9NQR9|G6PC2_HUMAN	tr|A0A452RYV0|A0A452RYV0_URSAM
OG0004192	sp|Q9P2J9|PDP2_HUMAN	tr|A0A452QQF2|A0A452QQF2_URSAM
OG0004193	sp|Q9UHA3|RLP24_HUMAN	tr|A0A452R354|A0A452R354_URSAM
OG0004194	sp|Q9ULQ1|TPC1_HUMAN	tr|A0A452SWU0|A0A452SWU0_URSAM
OG0004195	sp|Q9UMS4|PRP19_HUMAN	tr|A0A452R676|A0A452R676_URSAM
OG0004196	sp|Q9Y294|ASF1A_HUMAN	tr|A0A452QQZ6|A0A452QQZ6_URSAM
OG0004197	sp|Q9Y2B2|PIGL_HUMAN	tr|A0A452RZY1|A0A452RZY1_URSAM
OG0004198	sp|A2VDJ0|T131L_HUMAN	tr|A0A452RS23|A0A452RS23_URSAM
OG0004199	sp|A6NHM9|MOXD2_HUMAN	tr|A0A452RWJ8|A0A452RWJ8_URSAM
