Orthogroup	Homo_sapiens	Camelus_dromedarius
OG0003164	tr|A0A096LPJ9|A0A096LPJ9_HUMAN, sp|P02489|CRYAA_HUMAN	tr|A0A5N4EHP2|A0A5N4EHP2_CAMDR
OG0003165	sp|Q7LBR1|CHM1B_HUMAN	tr|A0A5N4CIV9|A0A5N4CIV9_CAMDR, tr|A0A5N4C4B7|A0A5N4C4B7_CAMDR
OG0003166	sp|Q02556|IRF8_HUMAN, sp|Q00978|IRF9_HUMAN	tr|A0A5N4CP97|A0A5N4CP97_CAMDR
OG0003167	sp|O43399|TPD54_HUMAN, sp|Q96J77|TPD55_HUMAN	tr|A0A5N4CUZ4|A0A5N4CUZ4_CAMDR
OG0003168	sp|O43497|CAC1G_HUMAN, sp|O95180|CAC1H_HUMAN	tr|A0A5N4D5M4|A0A5N4D5M4_CAMDR
OG0003169	sp|Q8TD30|ALAT2_HUMAN, sp|P24298|ALAT1_HUMAN	tr|A0A5N4DPL6|A0A5N4DPL6_CAMDR
OG0003170	sp|Q8N9M5|TM102_HUMAN, sp|Q8IYB1|M21D2_HUMAN	tr|A0A5N4EIB3|A0A5N4EIB3_CAMDR
OG0003171	sp|P01024|CO3_HUMAN	tr|A0A5N4CNH1|A0A5N4CNH1_CAMDR, tr|A0A5N4CKV7|A0A5N4CKV7_CAMDR
OG0003172	sp|Q66K66|TM198_HUMAN	tr|A0A5N4DEB0|A0A5N4DEB0_CAMDR, tr|A0A5N4E4Z2|A0A5N4E4Z2_CAMDR
OG0003173	sp|Q9UJW9|SRTD3_HUMAN, sp|Q9UHV2|SRTD1_HUMAN	tr|A0A5N4DUQ4|A0A5N4DUQ4_CAMDR
OG0003174	sp|Q96KP4|CNDP2_HUMAN	tr|A0A5N4DXS9|A0A5N4DXS9_CAMDR, tr|A0A5N4CB69|A0A5N4CB69_CAMDR
OG0003175	sp|Q9HB20|PKHA3_HUMAN	tr|A0A5N4E749|A0A5N4E749_CAMDR, tr|A0A5N4DYQ0|A0A5N4DYQ0_CAMDR
OG0003176	sp|Q6ZNB6|NFXL1_HUMAN, sp|Q12986|NFX1_HUMAN	tr|A0A5N4EFU3|A0A5N4EFU3_CAMDR
OG0003177	sp|Q9NVW2|RNF12_HUMAN	tr|A0A5N4C2S7|A0A5N4C2S7_CAMDR, tr|A0A5N4C1L8|A0A5N4C1L8_CAMDR
OG0003178	sp|Q9BQ89|F110A_HUMAN, sp|Q8TC76|F110B_HUMAN	tr|A0A5N4CV91|A0A5N4CV91_CAMDR
OG0003179	sp|Q9NRC9|OTOR_HUMAN	tr|A0A5N4E1Y0|A0A5N4E1Y0_CAMDR, tr|A0A5N4CVA0|A0A5N4CVA0_CAMDR
OG0003180	sp|Q96KR7|PHAR3_HUMAN, sp|Q9C0D0|PHAR1_HUMAN	tr|A0A5N4CU67|A0A5N4CU67_CAMDR
OG0003181	sp|P19827|ITIH1_HUMAN, sp|Q06033|ITIH3_HUMAN	tr|A0A5N4CZD6|A0A5N4CZD6_CAMDR
OG0003182	sp|P61769|B2MG_HUMAN	tr|A0A5N4E3N5|A0A5N4E3N5_CAMDR, tr|A0A5N4E390|A0A5N4E390_CAMDR
OG0003183	sp|Q6ZT89|S2548_HUMAN, sp|Q8N413|S2545_HUMAN	tr|A0A5N4EEB0|A0A5N4EEB0_CAMDR
OG0003184	sp|Q92186|SIA8B_HUMAN, sp|Q92187|SIA8D_HUMAN	tr|A0A5N4CEL2|A0A5N4CEL2_CAMDR
OG0003185	sp|P46013|KI67_HUMAN	tr|A0A5N4DJX8|A0A5N4DJX8_CAMDR, tr|A0A5N4DKQ3|A0A5N4DKQ3_CAMDR
OG0003186	sp|Q969Y0|NXPE3_HUMAN	tr|A0A5N4EI91|A0A5N4EI91_CAMDR, tr|A0A5N4CW15|A0A5N4CW15_CAMDR
OG0003187	sp|Q9BRJ6|CG050_HUMAN	tr|A0A5N4EIE0|A0A5N4EIE0_CAMDR, tr|A0A5N4CX73|A0A5N4CX73_CAMDR
OG0003188	sp|Q99677|LPAR4_HUMAN, sp|P43657|LPAR6_HUMAN	tr|A0A5N4C2T0|A0A5N4C2T0_CAMDR
OG0003189	sp|P0CG34|TB15A_HUMAN, sp|P0CG35|TB15B_HUMAN	tr|A0A5N4C303|A0A5N4C303_CAMDR
OG0003190	sp|Q5I7T1|AG10B_HUMAN, sp|Q5BKT4|AG10A_HUMAN	tr|A0A5N4C5Z2|A0A5N4C5Z2_CAMDR
OG0003191	sp|Q6DN12|MCTP2_HUMAN, sp|Q6DN14|MCTP1_HUMAN	tr|A0A5N4CDW1|A0A5N4CDW1_CAMDR
OG0003192	sp|Q6TCH4|PAQR6_HUMAN, sp|Q9NXK6|PAQR5_HUMAN	tr|A0A5N4CDY4|A0A5N4CDY4_CAMDR
OG0003193	sp|Q5SQS7|SH24B_HUMAN, sp|Q9H788|SH24A_HUMAN	tr|A0A5N4CF23|A0A5N4CF23_CAMDR
OG0003194	sp|P54727|RD23B_HUMAN, sp|P54725|RD23A_HUMAN	tr|A0A5N4CLU9|A0A5N4CLU9_CAMDR
OG0003195	sp|P16278|BGAL_HUMAN, sp|Q6UWU2|GLB1L_HUMAN	tr|A0A5N4CZ55|A0A5N4CZ55_CAMDR
OG0003196	sp|O95248|MTMR5_HUMAN, sp|Q86WG5|MTMRD_HUMAN	tr|A0A5N4DGG3|A0A5N4DGG3_CAMDR
OG0003197	sp|Q8IWB6|TEX14_HUMAN	tr|A0A5N4D2P6|A0A5N4D2P6_CAMDR, tr|A0A5N4DRZ2|A0A5N4DRZ2_CAMDR
OG0003198	sp|Q96EP1|CHFR_HUMAN	tr|A0A5N4C8H1|A0A5N4C8H1_CAMDR, tr|A0A5N4E704|A0A5N4E704_CAMDR
OG0003199	sp|Q15813|TBCE_HUMAN	tr|A0A5N4DK21|A0A5N4DK21_CAMDR, tr|A0A5N4CCZ0|A0A5N4CCZ0_CAMDR
OG0003200	sp|P24386|RAE1_HUMAN, sp|P26374|RAE2_HUMAN	tr|A0A5N4CJ68|A0A5N4CJ68_CAMDR
OG0003201	sp|O95944|NCTR2_HUMAN, sp|Q6UXN2|TRML4_HUMAN	tr|A0A5N4CS99|A0A5N4CS99_CAMDR
OG0003202	sp|Q5MJ68|SPDYC_HUMAN, sp|Q5MJ70|SPDYA_HUMAN	tr|A0A5N4D7V6|A0A5N4D7V6_CAMDR
OG0003203	sp|Q14671|PUM1_HUMAN, sp|Q8TB72|PUM2_HUMAN	tr|A0A5N4D7Z7|A0A5N4D7Z7_CAMDR
OG0003204	sp|Q92793|CBP_HUMAN, sp|Q09472|EP300_HUMAN	tr|A0A5N4DF54|A0A5N4DF54_CAMDR
OG0003205	sp|P0CB48|UBFL6_HUMAN, sp|P0CB47|UBFL1_HUMAN	tr|A0A5N4DLX2|A0A5N4DLX2_CAMDR
OG0003206	sp|P08514|ITA2B_HUMAN	tr|A0A5N4C6D1|A0A5N4C6D1_CAMDR, tr|A0A5N4D408|A0A5N4D408_CAMDR
OG0003207	sp|Q13309|SKP2_HUMAN, sp|Q9NXK8|FXL12_HUMAN	tr|A0A5N4CK14|A0A5N4CK14_CAMDR
OG0003208	sp|Q9H3Y0|CRSPL_HUMAN, sp|O43692|PI15_HUMAN	tr|A0A5N4CTI5|A0A5N4CTI5_CAMDR
OG0003209	sp|Q5D1E8|ZC12A_HUMAN	tr|A0A5N4DWH9|A0A5N4DWH9_CAMDR, tr|A0A5N4DAG2|A0A5N4DAG2_CAMDR
OG0003210	sp|P61088|UBE2N_HUMAN, sp|Q5JXB2|UE2NL_HUMAN	tr|A0A5N4DGR3|A0A5N4DGR3_CAMDR
OG0003211	sp|Q92630|DYRK2_HUMAN, sp|Q9NR20|DYRK4_HUMAN	tr|A0A5N4DH78|A0A5N4DH78_CAMDR
OG0003212	sp|P56748|CLD8_HUMAN, sp|P56750|CLD17_HUMAN	tr|A0A5N4EKW5|A0A5N4EKW5_CAMDR
OG0003213	sp|Q9BY08|EBPL_HUMAN, sp|Q15125|EBP_HUMAN	tr|A0A5N4C0Q4|A0A5N4C0Q4_CAMDR
OG0003214	sp|Q7KZF4|SND1_HUMAN, sp|Q9Y2W6|TDRKH_HUMAN	tr|A0A5N4CPQ9|A0A5N4CPQ9_CAMDR
OG0003215	sp|P15692|VEGFA_HUMAN, sp|P49765|VEGFB_HUMAN	tr|A0A5N4CT83|A0A5N4CT83_CAMDR
OG0003216	sp|Q8IV04|TB10C_HUMAN, sp|Q4KMP7|TB10B_HUMAN	tr|A0A5N4CXQ3|A0A5N4CXQ3_CAMDR
OG0003217	sp|P51864|TDGF3_HUMAN, sp|P13385|TDGF1_HUMAN	tr|A0A5N4D0C1|A0A5N4D0C1_CAMDR
OG0003218	sp|P18848|ATF4_HUMAN, sp|Q9Y2D1|ATF5_HUMAN	tr|A0A5N4DED5|A0A5N4DED5_CAMDR
OG0003219	sp|Q8IZS8|CA2D3_HUMAN, sp|Q7Z3S7|CA2D4_HUMAN	tr|A0A5N4C6V0|A0A5N4C6V0_CAMDR
OG0003220	sp|Q9NSN8|SNTG1_HUMAN, sp|Q9NY99|SNTG2_HUMAN	tr|A0A5N4CCG0|A0A5N4CCG0_CAMDR
OG0003221	sp|Q86T03|PP4P1_HUMAN, sp|Q8N4L2|PP4P2_HUMAN	tr|A0A5N4CGJ6|A0A5N4CGJ6_CAMDR
OG0003222	sp|P21453|S1PR1_HUMAN, sp|Q9H228|S1PR5_HUMAN	tr|A0A5N4DV88|A0A5N4DV88_CAMDR
OG0003223	sp|O60493|SNX3_HUMAN, sp|Q9UMY4|SNX12_HUMAN	tr|A0A5N4DXI2|A0A5N4DXI2_CAMDR
OG0003224	sp|P35462|DRD3_HUMAN, sp|P21917|DRD4_HUMAN	tr|A0A5N4EK66|A0A5N4EK66_CAMDR
OG0003225	sp|Q9NUQ3|TXLNG_HUMAN, sp|Q9BZA5|TXNG2_HUMAN	tr|A0A5N4C3Y3|A0A5N4C3Y3_CAMDR
OG0003226	sp|Q8TAG9|EXOC6_HUMAN, sp|Q9Y2D4|EXC6B_HUMAN	tr|A0A5N4DKK0|A0A5N4DKK0_CAMDR
OG0003227	sp|O14638|ENPP3_HUMAN, sp|P22413|ENPP1_HUMAN	tr|A0A5N4DVH4|A0A5N4DVH4_CAMDR
OG0003228	sp|P57729|RAB38_HUMAN, sp|Q13637|RAB32_HUMAN	tr|A0A5N4DW26|A0A5N4DW26_CAMDR
OG0003229	sp|Q8WXI4|ACO11_HUMAN, sp|Q8WYK0|ACO12_HUMAN	tr|A0A5N4EBP8|A0A5N4EBP8_CAMDR
OG0003230	sp|Q01113|IL9R_HUMAN, sp|P19235|EPOR_HUMAN	tr|A0A5N4CKX4|A0A5N4CKX4_CAMDR
OG0003231	sp|Q86WC6|PPR27_HUMAN, sp|Q7Z6K4|NRARP_HUMAN	tr|A0A5N4D3C2|A0A5N4D3C2_CAMDR
OG0003232	sp|Q7LDG7|GRP2_HUMAN, sp|Q8IV61|GRP3_HUMAN	tr|A0A5N4D6Z8|A0A5N4D6Z8_CAMDR
OG0003233	sp|Q5T0D9|TPRGL_HUMAN, sp|Q6ZUI0|TPRG1_HUMAN	tr|A0A5N4DAT6|A0A5N4DAT6_CAMDR
OG0003234	sp|Q6PKG0|LARP1_HUMAN, sp|Q659C4|LAR1B_HUMAN	tr|A0A5N4EBM6|A0A5N4EBM6_CAMDR
OG0003235	sp|Q496Y0|LONF3_HUMAN, sp|Q6PID6|TTC33_HUMAN	tr|A0A5N4C4A2|A0A5N4C4A2_CAMDR
OG0003236	sp|Q5SYC1|CLVS2_HUMAN, sp|Q8IUQ0|CLVS1_HUMAN	tr|A0A5N4CCJ2|A0A5N4CCJ2_CAMDR
OG0003237	sp|Q8WU67|ABHD3_HUMAN, sp|P08910|ABHD2_HUMAN	tr|A0A5N4CHU8|A0A5N4CHU8_CAMDR
OG0003238	sp|Q9NSQ0|RRP7B_HUMAN, sp|Q9Y3A4|RRP7A_HUMAN	tr|A0A5N4DHD9|A0A5N4DHD9_CAMDR
OG0003239	sp|O76036|NCTR1_HUMAN, sp|P24071|FCAR_HUMAN	tr|A0A5N4DQ24|A0A5N4DQ24_CAMDR
OG0003240	sp|Q9Y3A5|SBDS_HUMAN	tr|A0A5N4EK97|A0A5N4EK97_CAMDR, tr|A0A5N4CWP6|A0A5N4CWP6_CAMDR
OG0003241	sp|Q8TD16|BICD2_HUMAN, sp|Q96G01|BICD1_HUMAN	tr|A0A5N4C6V2|A0A5N4C6V2_CAMDR
OG0003242	sp|Q9HD89|RETN_HUMAN	tr|A0A5N4CLG0|A0A5N4CLG0_CAMDR, tr|A0A5N4CLN2|A0A5N4CLN2_CAMDR
OG0003243	sp|P0C875|F228B_HUMAN, sp|Q86W67|F228A_HUMAN	tr|A0A5N4D843|A0A5N4D843_CAMDR
OG0003244	sp|Q8TBM8|DJB14_HUMAN, sp|Q9NXW2|DJB12_HUMAN	tr|A0A5N4DHN6|A0A5N4DHN6_CAMDR
OG0003245	sp|Q9UKF2|ADA30_HUMAN	tr|A0A5N4DVL3|A0A5N4DVL3_CAMDR, tr|A0A5N4DV93|A0A5N4DV93_CAMDR
OG0003246	sp|P14621|ACYP2_HUMAN, sp|P07311|ACYP1_HUMAN	tr|A0A5N4E223|A0A5N4E223_CAMDR
OG0003247	sp|Q9NWH7|SPAT6_HUMAN, sp|Q8N4H0|SPA6L_HUMAN	tr|A0A5N4EBR2|A0A5N4EBR2_CAMDR
OG0003248	sp|P49427|UB2R1_HUMAN, sp|Q712K3|UB2R2_HUMAN	tr|A0A5N4CMZ4|A0A5N4CMZ4_CAMDR
OG0003249	sp|Q8WW36|ZCH13_HUMAN, sp|P62633|CNBP_HUMAN	tr|A0A5N4CZE9|A0A5N4CZE9_CAMDR
OG0003250	sp|Q8IXB3|TARG1_HUMAN, sp|Q7Z6L0|PRRT2_HUMAN	tr|A0A5N4D4H6|A0A5N4D4H6_CAMDR
OG0003251	sp|P15407|FOSL1_HUMAN, sp|P15408|FOSL2_HUMAN	tr|A0A5N4D7Z2|A0A5N4D7Z2_CAMDR
OG0003252	sp|Q5NUL3|FFAR4_HUMAN, sp|P32745|SSR3_HUMAN	tr|A0A5N4DF18|A0A5N4DF18_CAMDR
OG0003253	sp|Q8N2M8|CLASR_HUMAN, sp|Q12872|SFSWA_HUMAN	tr|A0A5N4DQ37|A0A5N4DQ37_CAMDR
OG0003254	sp|O60443|GSDME_HUMAN, sp|Q0ZLH3|PJVK_HUMAN	tr|A0A5N4E4Q5|A0A5N4E4Q5_CAMDR
OG0003255	sp|Q9BPW8|NIPS1_HUMAN, sp|O75323|NIPS2_HUMAN	tr|A0A5N4C8V9|A0A5N4C8V9_CAMDR
OG0003256	sp|Q14129|DGCR6_HUMAN, sp|Q9BY27|DGC6L_HUMAN	tr|A0A5N4C9K3|A0A5N4C9K3_CAMDR
OG0003257	sp|P31944|CASPE_HUMAN	tr|A0A5N4CJW1|A0A5N4CJW1_CAMDR, tr|A0A5N4CYP0|A0A5N4CYP0_CAMDR
OG0003258	sp|Q59EK9|RUN3A_HUMAN, sp|Q96NL0|RUN3B_HUMAN	tr|A0A5N4D3X8|A0A5N4D3X8_CAMDR
OG0003259	sp|Q5TA89|HES5_HUMAN, sp|Q9Y543|HES2_HUMAN	tr|A0A5N4DCR5|A0A5N4DCR5_CAMDR
OG0003260	sp|Q13133|NR1H3_HUMAN, sp|P55055|NR1H2_HUMAN	tr|A0A5N4DUV0|A0A5N4DUV0_CAMDR
OG0003261	sp|Q9UHI8|ATS1_HUMAN, sp|Q9UNA0|ATS5_HUMAN	tr|A0A5N4ELY0|A0A5N4ELY0_CAMDR
OG0003262	sp|Q8IYW4|ENTD1_HUMAN, sp|O95208|EPN2_HUMAN	tr|A0A5N4D3M8|A0A5N4D3M8_CAMDR
OG0003263	sp|E9PQ53|NDUCR_HUMAN, sp|O95298|NDUC2_HUMAN	tr|A0A5N4DLY5|A0A5N4DLY5_CAMDR
OG0003264	sp|Q96SQ9|CP2S1_HUMAN	tr|A0A5N4DQ84|A0A5N4DQ84_CAMDR, tr|A0A5N4DQB9|A0A5N4DQB9_CAMDR
OG0003265	sp|P31277|HXD11_HUMAN, sp|P31270|HXA11_HUMAN	tr|A0A5N4DYN1|A0A5N4DYN1_CAMDR
OG0003266	sp|Q8IXS6|PALM2_HUMAN, tr|C9JA33|C9JA33_HUMAN	tr|A0A5N4E907|A0A5N4E907_CAMDR
OG0003267	sp|Q3LFD5|UBP41_HUMAN, sp|Q9UMW8|UBP18_HUMAN	tr|A0A5N4C6J3|A0A5N4C6J3_CAMDR
OG0003268	sp|P49641|MA2A2_HUMAN, sp|Q16706|MA2A1_HUMAN	tr|A0A5N4CDU2|A0A5N4CDU2_CAMDR
OG0003269	sp|Q6ZTN6|AN13D_HUMAN, sp|Q86YJ7|AN13B_HUMAN	tr|A0A5N4D2D2|A0A5N4D2D2_CAMDR
OG0003270	sp|P36894|BMR1A_HUMAN, sp|O00238|BMR1B_HUMAN	tr|A0A5N4DJ42|A0A5N4DJ42_CAMDR
OG0003271	sp|P56851|EP3B_HUMAN, sp|Q14507|EP3A_HUMAN	tr|A0A5N4E396|A0A5N4E396_CAMDR
OG0003272	sp|Q12967|GNDS_HUMAN, sp|Q8IZJ4|RGDSR_HUMAN	tr|A0A5N4EAS0|A0A5N4EAS0_CAMDR
OG0003273	sp|Q9H324|ATS10_HUMAN, sp|Q9UKP5|ATS6_HUMAN	tr|A0A5N4CLV7|A0A5N4CLV7_CAMDR
OG0003274	sp|Q9Y3B1|PLD3B_HUMAN, sp|Q96N28|PLD3A_HUMAN	tr|A0A5N4CTD9|A0A5N4CTD9_CAMDR
OG0003275	sp|O94907|DKK1_HUMAN, sp|Q9UBU2|DKK2_HUMAN	tr|A0A5N4DKN6|A0A5N4DKN6_CAMDR
OG0003276	sp|Q96P48|ARAP1_HUMAN, sp|Q8WZ64|ARAP2_HUMAN	tr|A0A5N4DNC9|A0A5N4DNC9_CAMDR
OG0003277	sp|Q9NRE1|MMP26_HUMAN, sp|P09237|MMP7_HUMAN	tr|A0A5N4DP07|A0A5N4DP07_CAMDR
OG0003278	sp|Q5T6X4|F162B_HUMAN, sp|Q96A26|F162A_HUMAN	tr|A0A5N4DVD4|A0A5N4DVD4_CAMDR
OG0003279	sp|Q9BYF1|ACE2_HUMAN, sp|Q9HBJ8|CLTRN_HUMAN	tr|A0A5N4C2M1|A0A5N4C2M1_CAMDR
OG0003280	sp|O00116|ADAS_HUMAN, sp|Q86WU2|LDHD_HUMAN	tr|A0A5N4DTJ9|A0A5N4DTJ9_CAMDR
OG0003281	sp|Q96JC9|EAF1_HUMAN, sp|Q96CJ1|EAF2_HUMAN	tr|A0A5N4EJN1|A0A5N4EJN1_CAMDR
OG0003282	sp|A0A1B0GUS4|UB2L5_HUMAN, sp|P68036|UB2L3_HUMAN	tr|A0A5N4C953|A0A5N4C953_CAMDR
OG0003283	sp|Q99437|VATO_HUMAN, sp|P27449|VATL_HUMAN	tr|A0A5N4DB29|A0A5N4DB29_CAMDR
OG0003284	sp|Q9BUL5|PHF23_HUMAN, sp|Q86YI8|PHF13_HUMAN	tr|A0A5N4DBF0|A0A5N4DBF0_CAMDR
OG0003285	sp|Q6NUJ5|PWP2B_HUMAN, sp|Q96N64|PWP2A_HUMAN	tr|A0A5N4DIK0|A0A5N4DIK0_CAMDR
OG0003286	sp|O94973|AP2A2_HUMAN, sp|O95782|AP2A1_HUMAN	tr|A0A5N4DQF3|A0A5N4DQF3_CAMDR
OG0003287	sp|P51659|DHB4_HUMAN	tr|A0A5N4CW45|A0A5N4CW45_CAMDR, tr|A0A5N4ECJ8|A0A5N4ECJ8_CAMDR
OG0003288	sp|Q658Y4|F91A1_HUMAN, sp|P0C866|F91A2_HUMAN	tr|A0A5N4CGX4|A0A5N4CGX4_CAMDR
OG0003289	sp|O15553|MEFV_HUMAN, sp|P14373|TRI27_HUMAN	tr|A0A5N4CRL4|A0A5N4CRL4_CAMDR
OG0003290	sp|Q9Y3R0|GRIP1_HUMAN, sp|Q9C0E4|GRIP2_HUMAN	tr|A0A5N4CZU3|A0A5N4CZU3_CAMDR
OG0003291	sp|Q86V40|TIKI1_HUMAN, sp|A6NFA1|TIKI2_HUMAN	tr|A0A5N4DBA3|A0A5N4DBA3_CAMDR
OG0003292	sp|Q9H461|FZD8_HUMAN, sp|Q13467|FZD5_HUMAN	tr|A0A5N4E890|A0A5N4E890_CAMDR
OG0003293	sp|O95832|CLD1_HUMAN, sp|O95471|CLD7_HUMAN	tr|A0A5N4EIY4|A0A5N4EIY4_CAMDR
OG0003294	sp|P46527|CDN1B_HUMAN, sp|P49918|CDN1C_HUMAN	tr|A0A5N4C6Z0|A0A5N4C6Z0_CAMDR
OG0003295	sp|Q8TCU5|NMD3A_HUMAN, sp|O60391|NMD3B_HUMAN	tr|A0A5N4CKD3|A0A5N4CKD3_CAMDR
OG0003296	sp|P51801|CLCKB_HUMAN, sp|P51800|CLCKA_HUMAN	tr|A0A5N4DBA0|A0A5N4DBA0_CAMDR
OG0003297	sp|P51797|CLCN6_HUMAN, sp|P51798|CLCN7_HUMAN	tr|A0A5N4DC92|A0A5N4DC92_CAMDR
OG0003298	sp|Q96PU9|ODF3A_HUMAN, sp|A8MYP8|ODF3B_HUMAN	tr|A0A5N4DE29|A0A5N4DE29_CAMDR
OG0003299	sp|P31275|HXC12_HUMAN, sp|P35452|HXD12_HUMAN	tr|A0A5N4DHL9|A0A5N4DHL9_CAMDR
OG0003300	sp|Q5HYR2|DMRTC_HUMAN, sp|Q8IXT2|DMRTD_HUMAN	tr|A0A5N4DQP9|A0A5N4DQP9_CAMDR
OG0003301	sp|Q9Y281|COF2_HUMAN, sp|P23528|COF1_HUMAN	tr|A0A5N4E1J7|A0A5N4E1J7_CAMDR
OG0003302	sp|Q2TV78|MST1L_HUMAN, sp|P26927|HGFL_HUMAN	tr|A0A5N4CYG5|A0A5N4CYG5_CAMDR
OG0003303	sp|Q6UXH1|CREL2_HUMAN, sp|Q96HD1|CREL1_HUMAN	tr|A0A5N4DFV6|A0A5N4DFV6_CAMDR
OG0003304	sp|Q9GZS9|CHST5_HUMAN, sp|Q9GZX3|CHST6_HUMAN	tr|A0A5N4DPV5|A0A5N4DPV5_CAMDR
OG0003305	sp|P29622|KAIN_HUMAN, sp|Q6UXR4|SPA13_HUMAN	tr|A0A5N4E118|A0A5N4E118_CAMDR
OG0003306	sp|Q9NRX6|KISHB_HUMAN, sp|Q8TBQ9|KISHA_HUMAN	tr|A0A5N4EBI8|A0A5N4EBI8_CAMDR
OG0003307	sp|Q6P2I3|FAH2B_HUMAN, sp|Q96GK7|FAH2A_HUMAN	tr|A0A5N4CDE6|A0A5N4CDE6_CAMDR
OG0003308	sp|Q8WWV6|FCAMR_HUMAN, sp|O60667|FAIM3_HUMAN	tr|A0A5N4CIE4|A0A5N4CIE4_CAMDR
OG0003309	sp|O43688|PLPP2_HUMAN, sp|O14494|PLPP1_HUMAN	tr|A0A5N4CKT3|A0A5N4CKT3_CAMDR
OG0003310	sp|Q641Q3|METRL_HUMAN, sp|Q9UJH8|METRN_HUMAN	tr|A0A5N4D350|A0A5N4D350_CAMDR
OG0003311	sp|Q8N7E2|CBLL2_HUMAN, sp|Q75N03|HAKAI_HUMAN	tr|A0A5N4DZ40|A0A5N4DZ40_CAMDR
OG0003312	sp|Q9P219|DAPLE_HUMAN, sp|A6NC98|CC88B_HUMAN	tr|A0A5N4E3T2|A0A5N4E3T2_CAMDR
OG0003313	sp|Q6P4E1|GOLM2_HUMAN, sp|Q8NBJ4|GOLM1_HUMAN	tr|A0A5N4E3Y3|A0A5N4E3Y3_CAMDR
OG0003314	sp|P50221|MEOX1_HUMAN, sp|P50222|MEOX2_HUMAN	tr|A0A5N4D3A9|A0A5N4D3A9_CAMDR
OG0003315	sp|Q5SZL2|CE85L_HUMAN, sp|Q6P2H3|CEP85_HUMAN	tr|A0A5N4DC44|A0A5N4DC44_CAMDR
OG0003316	sp|O60909|B4GT2_HUMAN, sp|P15291|B4GT1_HUMAN	tr|A0A5N4DB25|A0A5N4DB25_CAMDR
OG0003317	sp|Q9UNP9|PPIE_HUMAN, sp|Q76FK4|NOL8_HUMAN	tr|A0A5N4DC90|A0A5N4DC90_CAMDR
OG0003318	sp|O00767|SCD_HUMAN, sp|Q86SK9|SCD5_HUMAN	tr|A0A5N4DKM8|A0A5N4DKM8_CAMDR
OG0003319	sp|Q9NZQ8|TRPM5_HUMAN, sp|Q8TD43|TRPM4_HUMAN	tr|A0A5N4DRD0|A0A5N4DRD0_CAMDR
OG0003320	sp|Q7RTU9|STRC_HUMAN, sp|A6NGW2|STRCL_HUMAN	tr|A0A5N4E225|A0A5N4E225_CAMDR
OG0003321	sp|P55210|CASP7_HUMAN, sp|P42574|CASP3_HUMAN	tr|A0A5N4CFQ2|A0A5N4CFQ2_CAMDR
OG0003322	sp|Q92900|RENT1_HUMAN, sp|P38935|SMBP2_HUMAN	tr|A0A5N4CKL0|A0A5N4CKL0_CAMDR
OG0003323	sp|Q96JM7|LMBL3_HUMAN, sp|Q8NA19|LMBL4_HUMAN	tr|A0A5N4DX38|A0A5N4DX38_CAMDR
OG0003324	sp|Q7L5A3|F214B_HUMAN	tr|A0A5N4E3N8|A0A5N4E3N8_CAMDR, tr|A0A5N4E9J7|A0A5N4E9J7_CAMDR
OG0003325	sp|Q9HCI5|MAGE1_HUMAN, sp|Q8TD90|MAGE2_HUMAN	tr|A0A5N4C1C3|A0A5N4C1C3_CAMDR
OG0003326	sp|P21675|TAF1_HUMAN, sp|Q8IZX4|TAF1L_HUMAN	tr|A0A5N4C357|A0A5N4C357_CAMDR
OG0003327	sp|P15538|C11B1_HUMAN, sp|P19099|C11B2_HUMAN	tr|A0A5N4CGS0|A0A5N4CGS0_CAMDR
OG0003328	sp|O95544|NADK_HUMAN	tr|A0A5N4D9B1|A0A5N4D9B1_CAMDR, tr|A0A5N4DCZ7|A0A5N4DCZ7_CAMDR
OG0003329	sp|Q96QS6|KPSH2_HUMAN, sp|P11801|KPSH1_HUMAN	tr|A0A5N4DSF5|A0A5N4DSF5_CAMDR
OG0003330	sp|Q6PH85|DCNL2_HUMAN, sp|Q96GG9|DCNL1_HUMAN	tr|A0A5N4EIK4|A0A5N4EIK4_CAMDR
OG0003331	sp|Q9HAU5|RENT2_HUMAN	tr|A0A5N4C4W4|A0A5N4C4W4_CAMDR, tr|A0A5N4C567|A0A5N4C567_CAMDR
OG0003332	sp|P31689|DNJA1_HUMAN, sp|Q8WW22|DNJA4_HUMAN	tr|A0A5N4CE80|A0A5N4CE80_CAMDR
OG0003333	sp|P57771|RGS8_HUMAN, sp|O14921|RGS13_HUMAN	tr|A0A5N4CN32|A0A5N4CN32_CAMDR
OG0003334	sp|O60487|MPZL2_HUMAN, sp|P25189|MYP0_HUMAN	tr|A0A5N4CNM8|A0A5N4CNM8_CAMDR
OG0003335	sp|Q9UPU9|SMAG1_HUMAN, sp|Q5PRF9|SMAG2_HUMAN	tr|A0A5N4DQY9|A0A5N4DQY9_CAMDR
OG0003336	sp|Q9NX38|ABITM_HUMAN, sp|Q05C16|LRC63_HUMAN	tr|A0A5N4E9D5|A0A5N4E9D5_CAMDR
OG0003337	sp|Q8TBY0|RBM46_HUMAN, sp|Q8IYX4|DND1_HUMAN	tr|A0A5N4EHZ2|A0A5N4EHZ2_CAMDR
OG0003338	sp|Q9Y4X4|KLF12_HUMAN, sp|O95600|KLF8_HUMAN	tr|A0A5N4C2Y5|A0A5N4C2Y5_CAMDR
OG0003339	sp|O15382|BCAT2_HUMAN, sp|P54687|BCAT1_HUMAN	tr|A0A5N4C5J7|A0A5N4C5J7_CAMDR
