Orthogroup	Homo_sapiens	Ailuropoda_melanoleuca
OG0009075	sp|Q9H2U9|ADAM7_HUMAN	tr|G1L4B7|G1L4B7_AILME
OG0009076	sp|Q5H8C1|FREM1_HUMAN	tr|G1L571|G1L571_AILME
OG0009077	sp|Q02318|CP27A_HUMAN	tr|G1L7M0|G1L7M0_AILME
OG0009078	sp|P78325|ADAM8_HUMAN	tr|G1L9Q0|G1L9Q0_AILME
OG0009079	sp|Q9Y584|TIM22_HUMAN	tr|G1LAL8|G1LAL8_AILME
OG0009080	sp|Q5T6J7|GNTK_HUMAN	tr|G1LAU9|G1LAU9_AILME
OG0009081	sp|Q8WXK1|ASB15_HUMAN	tr|G1LCZ2|G1LCZ2_AILME
OG0009082	sp|Q9UI17|M2GD_HUMAN	tr|G1LGP7|G1LGP7_AILME
OG0009083	sp|Q96PQ0|SORC2_HUMAN	tr|G1LHX5|G1LHX5_AILME
OG0009084	sp|Q8NBF6|AVL9_HUMAN	tr|G1LJE7|G1LJE7_AILME
OG0009085	sp|O75154|RFIP3_HUMAN	tr|G1LKM7|G1LKM7_AILME
OG0009086	sp|P80192|M3K9_HUMAN	tr|G1LN14|G1LN14_AILME
OG0009087	sp|Q8N9W8|GAR2_HUMAN	tr|G1LNU8|G1LNU8_AILME
OG0009088	sp|A0FGR8|ESYT2_HUMAN	tr|G1LP74|G1LP74_AILME
OG0009089	sp|Q86Y01|DTX1_HUMAN	tr|G1LQM3|G1LQM3_AILME
OG0009090	sp|P11274|BCR_HUMAN	tr|G1LR46|G1LR46_AILME
OG0009091	sp|Q14146|URB2_HUMAN	tr|G1LRJ6|G1LRJ6_AILME
OG0009092	sp|Q96B42|TMM18_HUMAN	tr|G1LSK0|G1LSK0_AILME
OG0009093	sp|Q9NPE6|SPAG4_HUMAN	tr|G1LTI9|G1LTI9_AILME
OG0009094	sp|Q68CQ1|MROH7_HUMAN	tr|G1LTJ8|G1LTJ8_AILME
OG0009095	sp|Q15847|ADIRF_HUMAN	tr|G1LTW7|G1LTW7_AILME
OG0009096	sp|Q9BXX0|EMIL2_HUMAN	tr|G1LTX2|G1LTX2_AILME
OG0009097	sp|P14314|GLU2B_HUMAN	tr|G1LVI9|G1LVI9_AILME
OG0009098	sp|Q7RTR2|NLRC3_HUMAN	tr|G1LVY7|G1LVY7_AILME
OG0009099	sp|O75486|SUPT3_HUMAN	tr|G1LYX3|G1LYX3_AILME
OG0009100	sp|Q92665|RT31_HUMAN	tr|G1LZ09|G1LZ09_AILME
OG0009101	sp|Q13609|DNSL3_HUMAN	tr|G1LZS9|G1LZS9_AILME
OG0009102	sp|Q7Z3J2|VP35L_HUMAN	tr|G1M010|G1M010_AILME
OG0009103	sp|Q9Y6R0|NUMBL_HUMAN	tr|G1M0V6|G1M0V6_AILME
OG0009104	sp|Q9BVQ7|SPA5L_HUMAN	tr|G1M1T9|G1M1T9_AILME
OG0009105	sp|O14974|MYPT1_HUMAN	tr|G1M406|G1M406_AILME
OG0009106	sp|Q71SY5|MED25_HUMAN	tr|G1M539|G1M539_AILME
OG0009107	sp|Q9UPR3|SMG5_HUMAN	tr|G1M7G3|G1M7G3_AILME
OG0009108	sp|Q9H079|KTBL1_HUMAN	tr|G1MBC6|G1MBC6_AILME
OG0009109	sp|P61968|LMO4_HUMAN	tr|G1MCM0|G1MCM0_AILME
OG0009110	sp|Q15628|TRADD_HUMAN	tr|G1MFS1|G1MFS1_AILME
OG0009111	sp|Q5VXU9|SHOC1_HUMAN	tr|G1MHY1|G1MHY1_AILME
OG0009112	sp|P17752|TPH1_HUMAN	tr|G1MIQ2|G1MIQ2_AILME
OG0009113	sp|Q9BW66|CINP_HUMAN	tr|G1MIR8|G1MIR8_AILME
OG0009114	sp|Q3LI83|KR241_HUMAN	tr|G1MKQ6|G1MKQ6_AILME
OG0009115	sp|Q7L775|EPMIP_HUMAN	tr|G1MNK2|G1MNK2_AILME
OG0009116	sp|Q6BDI9|REP15_HUMAN	tr|G1MPM5|G1MPM5_AILME
OG0009117	sp|Q96BN6|F149B_HUMAN	tr|A0A7N5JAF5|A0A7N5JAF5_AILME
OG0009118	sp|Q8N5S9|KKCC1_HUMAN	tr|A0A7N5JC35|A0A7N5JC35_AILME
OG0009119	sp|P55083|MFAP4_HUMAN	tr|A0A7N5JG36|A0A7N5JG36_AILME
OG0009120	sp|Q8N9M5|TM102_HUMAN	tr|A0A7N5JJ92|A0A7N5JJ92_AILME
OG0009121	sp|Q9P0N8|MARH2_HUMAN	tr|A0A7N5JLV7|A0A7N5JLV7_AILME
OG0009122	sp|Q8N0W3|FCSK_HUMAN	tr|A0A7N5JN87|A0A7N5JN87_AILME
OG0009123	sp|Q96L92|SNX27_HUMAN	tr|A0A7N5JS09|A0A7N5JS09_AILME
OG0009124	sp|Q9BV68|RN126_HUMAN	tr|A0A7N5JTB3|A0A7N5JTB3_AILME
OG0009125	sp|Q9NW97|TMM51_HUMAN	tr|A0A7N5K0U9|A0A7N5K0U9_AILME
OG0009126	sp|O00418|EF2K_HUMAN	tr|A0A7N5K2Y1|A0A7N5K2Y1_AILME
OG0009127	sp|Q2M1K9|ZN423_HUMAN	tr|A0A7N5K4N1|A0A7N5K4N1_AILME
OG0009128	sp|Q96LZ7|RMD2_HUMAN	tr|A0A7N5K5R1|A0A7N5K5R1_AILME
OG0009129	sp|Q99623|PHB2_HUMAN	tr|A0A7N5K6C1|A0A7N5K6C1_AILME
OG0009130	sp|Q00LT1|PRCD_HUMAN	tr|A0A7N5K963|A0A7N5K963_AILME
OG0009131	sp|Q5EBL4|RIPL1_HUMAN	tr|A0A7N5KAM6|A0A7N5KAM6_AILME
OG0009132	sp|P13591|NCAM1_HUMAN	tr|A0A7N5KAX4|A0A7N5KAX4_AILME
OG0009133	sp|Q5JVF3|PCID2_HUMAN	tr|A0A7N5KCX7|A0A7N5KCX7_AILME
OG0009134	sp|P51178|PLCD1_HUMAN	tr|A0A7N5KE00|A0A7N5KE00_AILME
OG0009135	sp|Q13630|FCL_HUMAN	tr|A0A7N5KHM0|A0A7N5KHM0_AILME
OG0009136	sp|Q9H8H0|NOL11_HUMAN	tr|A0A7N5KHT1|A0A7N5KHT1_AILME
OG0009137	sp|Q6ZRH7|CTSRG_HUMAN	tr|A0A7N5KN33|A0A7N5KN33_AILME
OG0009138	sp|Q96JY0|MAEL_HUMAN	tr|A0A7N5NZU5|A0A7N5NZU5_AILME
OG0009139	sp|Q1ZZU3|SWI5_HUMAN	tr|A0A7N5P6Q8|A0A7N5P6Q8_AILME
OG0009140	sp|Q99988|GDF15_HUMAN	tr|D2GV32|D2GV32_AILME
OG0009141	sp|Q16864|VATF_HUMAN	tr|D2GWS3|D2GWS3_AILME
OG0009142	sp|P20337|RAB3B_HUMAN	tr|D2H2D2|D2H2D2_AILME
OG0009143	sp|Q9HC36|MRM3_HUMAN	tr|D2H8E0|D2H8E0_AILME
OG0009144	sp|Q9GZV8|PRD14_HUMAN	tr|D2H9L4|D2H9L4_AILME
OG0009145	sp|P49005|DPOD2_HUMAN	tr|D2HNN2|D2HNN2_AILME
OG0009146	sp|A0A1B0GTD5|TEX49_HUMAN	tr|D2HWT2|D2HWT2_AILME
OG0009147	sp|P22674|CCNO_HUMAN	tr|D2I0X7|D2I0X7_AILME
OG0009148	sp|Q15063|POSTN_HUMAN	tr|G1KZU2|G1KZU2_AILME
OG0009149	sp|Q5VX52|SPAT1_HUMAN	tr|G1L0L1|G1L0L1_AILME
OG0009150	sp|O94864|ST65G_HUMAN	tr|G1L2Y9|G1L2Y9_AILME
OG0009151	sp|Q9BWV3|CDAC1_HUMAN	tr|G1L9X9|G1L9X9_AILME
OG0009152	sp|P30291|WEE1_HUMAN	tr|G1LAZ8|G1LAZ8_AILME
OG0009153	sp|Q6UXN8|CLC9A_HUMAN	tr|G1LB58|G1LB58_AILME
OG0009154	sp|Q9BUZ4|TRAF4_HUMAN	tr|G1LDA8|G1LDA8_AILME
OG0009155	sp|P00734|THRB_HUMAN	tr|G1LK81|G1LK81_AILME
OG0009156	sp|Q9BXJ3|C1QT4_HUMAN	tr|G1LMA0|G1LMA0_AILME
OG0009157	sp|Q5HYJ3|FA76B_HUMAN	tr|G1LN47|G1LN47_AILME
OG0009158	sp|Q5PRF9|SMAG2_HUMAN	tr|G1LPQ6|G1LPQ6_AILME
OG0009159	sp|Q2KJY2|KI26B_HUMAN	tr|G1LRB5|G1LRB5_AILME
OG0009160	sp|P51843|NR0B1_HUMAN	tr|G1LRL5|G1LRL5_AILME
OG0009161	sp|Q9ULR3|PPM1H_HUMAN	tr|G1LTB0|G1LTB0_AILME
OG0009162	sp|A8MVS5|HIDE1_HUMAN	tr|G1LX04|G1LX04_AILME
OG0009163	sp|Q9BYN8|RT26_HUMAN	tr|G1LX49|G1LX49_AILME
OG0009164	sp|P41226|UBA7_HUMAN	tr|G1M0R6|G1M0R6_AILME
OG0009165	sp|A6H8M9|CDHR4_HUMAN	tr|G1M0S9|G1M0S9_AILME
OG0009166	sp|Q13308|PTK7_HUMAN	tr|G1M1F0|G1M1F0_AILME
OG0009167	sp|Q6V0I7|FAT4_HUMAN	tr|G1M2V1|G1M2V1_AILME
OG0009168	sp|P17031|ZNF26_HUMAN	tr|G1M421|G1M421_AILME
OG0009169	sp|Q8WYA0|IFT81_HUMAN	tr|G1M686|G1M686_AILME
OG0009170	sp|P56705|WNT4_HUMAN	tr|G1M7U2|G1M7U2_AILME
OG0009171	sp|Q8WVN6|SCTM1_HUMAN	tr|G1MAU9|G1MAU9_AILME
OG0009172	sp|Q3B7T3|BEAN1_HUMAN	tr|G1MF33|G1MF33_AILME
OG0009173	sp|Q8TC20|CAGE1_HUMAN	tr|G1MG88|G1MG88_AILME
OG0009174	sp|Q9P2X0|DPM3_HUMAN	tr|G1MKK3|G1MKK3_AILME
OG0009175	sp|Q96NB3|ZN830_HUMAN	tr|G1MMF8|G1MMF8_AILME
OG0009176	sp|O43612|OREX_HUMAN	tr|A0A7N5JD48|A0A7N5JD48_AILME
OG0009177	sp|Q15833|STXB2_HUMAN	tr|A0A7N5JE73|A0A7N5JE73_AILME
OG0009178	sp|Q9NZ43|USE1_HUMAN	tr|A0A7N5JFZ4|A0A7N5JFZ4_AILME
OG0009179	sp|Q9NWZ3|IRAK4_HUMAN	tr|A0A7N5JIH1|A0A7N5JIH1_AILME
OG0009180	sp|Q9BVJ7|DUS23_HUMAN	tr|A0A7N5JIJ7|A0A7N5JIJ7_AILME
OG0009181	sp|Q96GD3|SCMH1_HUMAN	tr|A0A7N5JJW2|A0A7N5JJW2_AILME
OG0009182	sp|Q9Y4Z0|LSM4_HUMAN	tr|A0A7N5JK03|A0A7N5JK03_AILME
OG0009184	sp|Q9NZ01|TECR_HUMAN	tr|A0A7N5JLI4|A0A7N5JLI4_AILME
OG0009185	sp|Q9Y646|CBPQ_HUMAN	tr|A0A7N5JMT0|A0A7N5JMT0_AILME
OG0009186	sp|P01213|PDYN_HUMAN	tr|A0A7N5JNH0|A0A7N5JNH0_AILME
OG0009187	sp|O75293|GA45B_HUMAN	tr|A0A7N5JQ70|A0A7N5JQ70_AILME
OG0009188	sp|Q6ZRV2|FA83H_HUMAN	tr|A0A7N5JRJ9|A0A7N5JRJ9_AILME
OG0009189	sp|O96011|PX11B_HUMAN	tr|A0A7N5JTE5|A0A7N5JTE5_AILME
OG0009190	sp|P04217|A1BG_HUMAN	tr|A0A7N5JWW0|A0A7N5JWW0_AILME
OG0009191	sp|O94991|SLIK5_HUMAN	tr|A0A7N5JXB3|A0A7N5JXB3_AILME
OG0009192	sp|Q16600|ZN239_HUMAN	tr|A0A7N5K0L2|A0A7N5K0L2_AILME
OG0009193	sp|Q96SM3|CPXM1_HUMAN	tr|A0A7N5K2Q2|A0A7N5K2Q2_AILME
OG0009194	sp|O60519|CRBL2_HUMAN	tr|A0A7N5K499|A0A7N5K499_AILME
OG0009195	sp|Q96ES7|SGF29_HUMAN	tr|A0A7N5KIR7|A0A7N5KIR7_AILME
OG0009196	sp|O75445|USH2A_HUMAN	tr|A0A7N5KIX5|A0A7N5KIX5_AILME
OG0009197	sp|P62847|RS24_HUMAN	tr|A0A7N5KJX1|A0A7N5KJX1_AILME
OG0009198	sp|P06730|IF4E_HUMAN	tr|A0A7N5KNH8|A0A7N5KNH8_AILME
OG0009199	sp|Q9NSD9|SYFB_HUMAN	tr|A0A7N5P3Q0|A0A7N5P3Q0_AILME
OG0009200	sp|Q96H72|S39AD_HUMAN	tr|A0A7N5P7N0|A0A7N5P7N0_AILME
OG0009201	sp|O15440|MRP5_HUMAN	tr|A0A7N5P844|A0A7N5P844_AILME
OG0009202	sp|P23510|TNFL4_HUMAN	tr|A0A7N5P907|A0A7N5P907_AILME
OG0009203	sp|Q9H2L4|TMM60_HUMAN	tr|D2HCM4|D2HCM4_AILME
OG0009204	sp|Q96EL3|RM53_HUMAN	tr|D2HH60|D2HH60_AILME
OG0009205	sp|Q8NBX0|SCPDL_HUMAN	tr|D2HND4|D2HND4_AILME
OG0009206	sp|Q96CB8|INT12_HUMAN	tr|D2HPF2|D2HPF2_AILME
OG0009207	sp|Q9Y4A0|JERKL_HUMAN	tr|D2HT46|D2HT46_AILME
OG0009208	sp|Q8IZU3|SYCP3_HUMAN	tr|D2HXI6|D2HXI6_AILME
OG0009209	sp|Q9BSK0|MALD1_HUMAN	tr|G1KZP6|G1KZP6_AILME
OG0009210	sp|Q96EY4|TMA16_HUMAN	tr|G1L2U3|G1L2U3_AILME
OG0009211	sp|Q9UF56|FXL17_HUMAN	tr|G1L3D3|G1L3D3_AILME
OG0009212	sp|Q96CG8|CTHR1_HUMAN	tr|G1L494|G1L494_AILME
OG0009213	sp|Q92543|SNX19_HUMAN	tr|G1L5F4|G1L5F4_AILME
OG0009214	sp|P49795|RGS19_HUMAN	tr|G1L5F5|G1L5F5_AILME
OG0009215	sp|Q6P0N0|M18BP_HUMAN	tr|G1L5Q2|G1L5Q2_AILME
OG0009216	sp|Q96KP6|TNIP3_HUMAN	tr|G1L8M3|G1L8M3_AILME
OG0009217	sp|P42681|TXK_HUMAN	tr|G1L8Z6|G1L8Z6_AILME
OG0009218	sp|Q8IY50|S35F3_HUMAN	tr|G1L9J6|G1L9J6_AILME
OG0009219	sp|A6NEK1|ARRD5_HUMAN	tr|G1L9M1|G1L9M1_AILME
OG0009220	sp|P06400|RB_HUMAN	tr|G1LAC8|G1LAC8_AILME
OG0009221	sp|Q9BYE2|TMPSD_HUMAN	tr|G1LAQ0|G1LAQ0_AILME
OG0009222	sp|Q92887|MRP2_HUMAN	tr|G1LKV8|G1LKV8_AILME
OG0009223	sp|O43251|RFOX2_HUMAN	tr|G1LKZ7|G1LKZ7_AILME
OG0009224	sp|Q12846|STX4_HUMAN	tr|G1LLH9|G1LLH9_AILME
OG0009225	sp|Q05823|RN5A_HUMAN	tr|G1LMF4|G1LMF4_AILME
OG0009226	sp|Q9BRS8|LARP6_HUMAN	tr|G1LQM1|G1LQM1_AILME
OG0009227	sp|Q587J7|TDR12_HUMAN	tr|G1LTE6|G1LTE6_AILME
OG0009228	sp|Q86WN1|FCSD1_HUMAN	tr|G1LV49|G1LV49_AILME
OG0009229	sp|F5H4B4|F227A_HUMAN	tr|G1LVL5|G1LVL5_AILME
OG0009230	sp|O60610|DIAP1_HUMAN	tr|G1LVV1|G1LVV1_AILME
OG0009231	sp|Q9Y691|KCMB2_HUMAN	tr|G1LW33|G1LW33_AILME
OG0009233	sp|Q9UIG0|BAZ1B_HUMAN	tr|G1LXH4|G1LXH4_AILME
OG0009234	sp|Q8NFU1|BEST2_HUMAN	tr|G1M0K9|G1M0K9_AILME
OG0009235	sp|Q9Y6N5|SQOR_HUMAN	tr|G1M1P3|G1M1P3_AILME
OG0009236	sp|P15863|PAX1_HUMAN	tr|G1M1U2|G1M1U2_AILME
OG0009237	sp|Q9NVV0|TM38B_HUMAN	tr|G1M9M7|G1M9M7_AILME
OG0009238	sp|Q6ZUG5|YC006_HUMAN	tr|G1MA42|G1MA42_AILME
OG0009239	sp|Q9NRY6|PLS3_HUMAN	tr|G1ME36|G1ME36_AILME
OG0009240	sp|Q8NA56|TTC29_HUMAN	tr|G1ME41|G1ME41_AILME
OG0009241	sp|P51116|FXR2_HUMAN	tr|G1MEG5|G1MEG5_AILME
OG0009242	sp|Q9NUQ8|ABCF3_HUMAN	tr|G1MFT4|G1MFT4_AILME
OG0009243	sp|P22061|PIMT_HUMAN	tr|G1MIW8|G1MIW8_AILME
OG0009244	sp|P30518|V2R_HUMAN	tr|G1MJH8|G1MJH8_AILME
OG0009245	sp|Q15612|OR1Q1_HUMAN	tr|G1MKY7|G1MKY7_AILME
OG0009246	sp|O95238|SPDEF_HUMAN	tr|A0A7N5J8N5|A0A7N5J8N5_AILME
OG0009247	sp|Q8N9L1|ZIC4_HUMAN	tr|A0A7N5JF53|A0A7N5JF53_AILME
OG0009248	sp|O15021|MAST4_HUMAN	tr|A0A7N5JGP5|A0A7N5JGP5_AILME
OG0009249	sp|Q9NZE8|RM35_HUMAN	tr|A0A7N5JHG1|A0A7N5JHG1_AILME
OG0009250	sp|Q9BUJ0|ABHEA_HUMAN	tr|A0A7N5JHY4|A0A7N5JHY4_AILME
OG0009251	sp|Q8IZP9|AGRG2_HUMAN	tr|A0A7N5JI47|A0A7N5JI47_AILME
OG0009252	sp|P60033|CD81_HUMAN	tr|A0A7N5JJ32|A0A7N5JJ32_AILME
OG0009253	sp|P14651|HXB3_HUMAN	tr|A0A7N5JUT7|A0A7N5JUT7_AILME
OG0009254	sp|P15848|ARSB_HUMAN	tr|A0A7N5K1I4|A0A7N5K1I4_AILME
OG0009255	sp|Q6UN15|FIP1_HUMAN	tr|A0A7N5K1T2|A0A7N5K1T2_AILME
OG0009256	sp|O95670|VATG2_HUMAN	tr|A0A7N5K3X2|A0A7N5K3X2_AILME
OG0009257	sp|A8MQ27|NEU1B_HUMAN	tr|A0A7N5KEE1|A0A7N5KEE1_AILME
OG0009258	sp|P55196|AFAD_HUMAN	tr|A0A7N5KGK4|A0A7N5KGK4_AILME
OG0009259	sp|Q9HCE5|MET14_HUMAN	tr|A0A7N5KIK3|A0A7N5KIK3_AILME
OG0009260	sp|Q6UXM1|LRIG3_HUMAN	tr|A0A7N5KIM6|A0A7N5KIM6_AILME
OG0009261	sp|Q17R55|F187B_HUMAN	tr|A0A7N5KJM0|A0A7N5KJM0_AILME
OG0009262	sp|Q9NP95|FGF20_HUMAN	tr|A0A7N5KMQ5|A0A7N5KMQ5_AILME
OG0009263	sp|A4D1B5|GSAP_HUMAN	tr|A0A7N5KPD3|A0A7N5KPD3_AILME
OG0009264	sp|P0DMQ9|CH089_HUMAN	tr|A0A7N5KTM4|A0A7N5KTM4_AILME
OG0009265	sp|O14813|PHX2A_HUMAN	tr|A0A7N5P3L7|A0A7N5P3L7_AILME
OG0009266	sp|O60930|RNH1_HUMAN	tr|A0A7N5P4Q5|A0A7N5P4Q5_AILME
OG0009267	sp|Q9H503|BAFL_HUMAN	tr|A0A7N5P6F7|A0A7N5P6F7_AILME
OG0009268	sp|Q9BSW7|SYT17_HUMAN	tr|A0A7N5P8E7|A0A7N5P8E7_AILME
OG0009269	sp|Q96B21|TM45B_HUMAN	tr|D2GUX6|D2GUX6_AILME
OG0009270	sp|Q8IWT6|LRC8A_HUMAN	tr|D2H153|D2H153_AILME
OG0009271	sp|Q9HCM1|RESF1_HUMAN	tr|D2H4K2|D2H4K2_AILME
OG0009272	sp|Q9H816|DCR1B_HUMAN	sp|D2H8V8|DCR1B_AILME
OG0009273	sp|Q8IV08|PLD3_HUMAN	tr|D2HMV7|D2HMV7_AILME
OG0009274	sp|P30040|ERP29_HUMAN	tr|D2HRU5|D2HRU5_AILME
OG0009275	sp|Q99848|EBP2_HUMAN	tr|D2HSR8|D2HSR8_AILME
OG0009276	sp|P13686|PPA5_HUMAN	tr|G1KZL6|G1KZL6_AILME
OG0009277	sp|Q9H583|HEAT1_HUMAN	tr|G1L2M3|G1L2M3_AILME
OG0009278	sp|P12110|CO6A2_HUMAN	tr|G1L445|G1L445_AILME
OG0009279	sp|Q8IYM1|SEP12_HUMAN	tr|G1L4N4|G1L4N4_AILME
OG0009280	sp|P35520|CBS_HUMAN	tr|G1L4P8|G1L4P8_AILME
OG0009281	sp|A0JNW5|UH1BL_HUMAN	tr|G1L5A5|G1L5A5_AILME
OG0009282	sp|P33908|MA1A1_HUMAN	tr|G1LAD5|G1LAD5_AILME
OG0009283	sp|Q6UVW9|CLC2A_HUMAN	tr|G1LB81|G1LB81_AILME
OG0009284	sp|P46531|NOTC1_HUMAN	tr|G1LB85|G1LB85_AILME
OG0009285	sp|Q14254|FLOT2_HUMAN	tr|G1LD56|G1LD56_AILME
OG0009286	sp|A2RUH7|MBPHL_HUMAN	tr|G1LDH1|G1LDH1_AILME
OG0009287	sp|Q96IQ9|ZN414_HUMAN	tr|G1LEG3|G1LEG3_AILME
OG0009288	sp|Q8TBZ0|CC110_HUMAN	tr|G1LF71|G1LF71_AILME
OG0009289	sp|Q96P48|ARAP1_HUMAN	tr|G1LFS9|G1LFS9_AILME
OG0009290	sp|Q9BXF9|TEKT3_HUMAN	tr|G1LG05|G1LG05_AILME
OG0009291	sp|P25208|NFYB_HUMAN	tr|G1LJE2|G1LJE2_AILME
OG0009292	sp|Q9UNF0|PACN2_HUMAN	tr|G1LK25|G1LK25_AILME
OG0009293	sp|Q86W50|MET16_HUMAN	tr|G1LLV8|G1LLV8_AILME
OG0009294	sp|O15047|SET1A_HUMAN	tr|G1LLY8|G1LLY8_AILME
OG0009295	sp|Q8N475|FSTL5_HUMAN	tr|G1LMD1|G1LMD1_AILME
OG0009296	sp|Q13283|G3BP1_HUMAN	tr|G1LMQ3|G1LMQ3_AILME
OG0009297	sp|Q96C57|CSTOS_HUMAN	tr|G1LP35|G1LP35_AILME
OG0009298	sp|Q8N6M8|IQCF1_HUMAN	tr|G1LRQ7|G1LRQ7_AILME
OG0009299	sp|Q8WZ04|TOMT_HUMAN	tr|G1LWE8|G1LWE8_AILME
OG0009300	sp|O60673|REV3L_HUMAN	tr|G1LY05|G1LY05_AILME
OG0009301	sp|P02649|APOE_HUMAN	tr|G1M247|G1M247_AILME
OG0009302	sp|Q6PEZ8|PONL1_HUMAN	tr|G1M331|G1M331_AILME
OG0009303	sp|Q96JB8|MPP4_HUMAN	tr|G1M470|G1M470_AILME
OG0009304	sp|Q96HS1|PGAM5_HUMAN	tr|G1M485|G1M485_AILME
OG0009305	sp|Q6P1K1|HRG1_HUMAN	tr|G1M512|G1M512_AILME
OG0009306	sp|Q9H3S1|SEM4A_HUMAN	tr|G1M747|G1M747_AILME
OG0009307	sp|P33402|GCYA2_HUMAN	tr|G1M7H2|G1M7H2_AILME
OG0009308	sp|P15408|FOSL2_HUMAN	tr|G1MB30|G1MB30_AILME
OG0009309	sp|Q86WS4|CL040_HUMAN	tr|G1MBC8|G1MBC8_AILME
OG0009310	sp|Q08426|ECHP_HUMAN	tr|G1MEK3|G1MEK3_AILME
OG0009311	sp|Q00722|PLCB2_HUMAN	tr|G1MFM0|G1MFM0_AILME
OG0009312	sp|Q9BVC4|LST8_HUMAN	tr|G1MHK1|G1MHK1_AILME
OG0009313	sp|Q7L014|DDX46_HUMAN	tr|G1MHP8|G1MHP8_AILME
OG0009314	sp|Q9H840|GEMI7_HUMAN	tr|G1MN00|G1MN00_AILME
OG0009315	sp|Q8TDM5|SACA4_HUMAN	tr|G1MNE4|G1MNE4_AILME
OG0009316	sp|O95359|TACC2_HUMAN	tr|A0A7N5JA40|A0A7N5JA40_AILME
OG0009317	sp|Q9Y296|TPPC4_HUMAN	tr|A0A7N5JFH4|A0A7N5JFH4_AILME
OG0009318	sp|Q6ZS82|R9BP_HUMAN	tr|A0A7N5JGC5|A0A7N5JGC5_AILME
OG0009319	sp|P16109|LYAM3_HUMAN	tr|A0A7N5JJL0|A0A7N5JJL0_AILME
OG0009320	sp|Q9C0D3|ZY11B_HUMAN	tr|A0A7N5JJQ1|A0A7N5JJQ1_AILME
OG0009321	sp|Q92686|NEUG_HUMAN	tr|A0A7N5JWB2|A0A7N5JWB2_AILME
OG0009322	sp|Q9BZM3|GSX2_HUMAN	tr|A0A7N5JYV2|A0A7N5JYV2_AILME
OG0009323	sp|Q24JP5|T132A_HUMAN	tr|A0A7N5JZ22|A0A7N5JZ22_AILME
OG0009324	sp|O60307|MAST3_HUMAN	tr|A0A7N5JZE1|A0A7N5JZE1_AILME
OG0009325	sp|Q9H091|ZMY15_HUMAN	tr|A0A7N5K909|A0A7N5K909_AILME
OG0009326	sp|Q8IUD2|RB6I2_HUMAN	tr|A0A7N5KBF8|A0A7N5KBF8_AILME
OG0009327	sp|P41273|TNFL9_HUMAN	tr|A0A7N5KCA2|A0A7N5KCA2_AILME
OG0009328	sp|Q9NV56|MRGBP_HUMAN	tr|A0A7N5KGD5|A0A7N5KGD5_AILME
OG0009329	sp|Q9P2E7|PCD10_HUMAN	tr|A0A7N5KKV8|A0A7N5KKV8_AILME
OG0009330	sp|P00451|FA8_HUMAN	tr|A0A7N5KRH9|A0A7N5KRH9_AILME
OG0009332	sp|Q5T1M5|FKB15_HUMAN	tr|A0A7N5P0Z8|A0A7N5P0Z8_AILME
OG0009333	sp|O95396|MOCS3_HUMAN	tr|D2GVM6|D2GVM6_AILME
OG0009334	sp|A4D0T7|SIM30_HUMAN	tr|D2H0S0|D2H0S0_AILME
OG0009335	sp|P28838|AMPL_HUMAN	tr|D2H3S4|D2H3S4_AILME
OG0009336	sp|Q9NS64|RPRM_HUMAN	tr|D2HA73|D2HA73_AILME
OG0009337	sp|O95057|DIRA1_HUMAN	tr|D2HTM7|D2HTM7_AILME
OG0009338	sp|O43692|PI15_HUMAN	tr|D2HUM9|D2HUM9_AILME
OG0009339	sp|P08397|HEM3_HUMAN	tr|G1KZJ1|G1KZJ1_AILME
OG0009340	sp|O43826|G6PT1_HUMAN	tr|G1KZJ7|G1KZJ7_AILME
OG0009341	sp|Q9H7E2|TDRD3_HUMAN	tr|G1KZN5|G1KZN5_AILME
OG0009342	sp|Q9H7V2|SYNG1_HUMAN	tr|G1L0Z9|G1L0Z9_AILME
OG0009343	sp|Q9HAW4|CLSPN_HUMAN	tr|G1L1I5|G1L1I5_AILME
OG0009344	sp|Q8TBG4|AT2L1_HUMAN	tr|G1L4L7|G1L4L7_AILME
OG0009345	sp|Q9NR83|S2A4R_HUMAN	tr|G1L4Q4|G1L4Q4_AILME
OG0009346	sp|Q8WW43|APH1B_HUMAN	tr|G1L6B5|G1L6B5_AILME
OG0009347	sp|Q9Y4H4|GPSM3_HUMAN	tr|G1L6Z6|G1L6Z6_AILME
OG0009348	sp|P14543|NID1_HUMAN	tr|G1L932|G1L932_AILME
OG0009349	sp|Q13423|NNTM_HUMAN	tr|G1LBH1|G1LBH1_AILME
OG0009350	sp|Q9UPW5|CBPC1_HUMAN	tr|G1LBM6|G1LBM6_AILME
OG0009351	sp|A7E2U8|CD047_HUMAN	tr|G1LF85|G1LF85_AILME
OG0009352	sp|Q6ZMT9|DTHD1_HUMAN	tr|G1LFY7|G1LFY7_AILME
OG0009353	sp|Q8WUU5|GATD1_HUMAN	tr|G1LGB0|G1LGB0_AILME
OG0009354	sp|Q96PV6|LENG8_HUMAN	tr|G1LGB8|G1LGB8_AILME
OG0009355	sp|O15217|GSTA4_HUMAN	tr|G1LGC4|G1LGC4_AILME
OG0009356	sp|Q6P9B9|INT5_HUMAN	tr|G1LIV6|G1LIV6_AILME
OG0009357	sp|Q96NR8|RDH12_HUMAN	tr|G1LN50|G1LN50_AILME
OG0009358	sp|P07911|UROM_HUMAN	tr|G1LQV7|G1LQV7_AILME
