Orthogroup	Homo_sapiens	Panthera_tigris_altaica
OG0004101	sp|Q7Z769|S35E3_HUMAN	tr|A0A8C9KCC8|A0A8C9KCC8_PANTA
OG0004102	sp|Q86WS3|OOSP2_HUMAN	tr|A0A8C9JWR2|A0A8C9JWR2_PANTA
OG0004103	sp|Q86YH6|DLP1_HUMAN	tr|A0A8C9JUY4|A0A8C9JUY4_PANTA
OG0004104	sp|Q8NA61|CBY2_HUMAN	tr|A0A8C9K1W6|A0A8C9K1W6_PANTA
OG0004105	sp|Q8TB40|ABHD4_HUMAN	tr|A0A8C9J977|A0A8C9J977_PANTA
OG0004106	sp|Q8TE67|ES8L3_HUMAN	tr|A0A8C9KQG9|A0A8C9KQG9_PANTA
OG0004107	sp|Q8TE76|MORC4_HUMAN	tr|A0A8C9KW99|A0A8C9KW99_PANTA
OG0004108	sp|Q8WUF8|F172A_HUMAN	tr|A0A8C9K404|A0A8C9K404_PANTA
OG0004109	sp|Q8WXE1|ATRIP_HUMAN	tr|A0A8C9K7K6|A0A8C9K7K6_PANTA
OG0004110	sp|Q8WXK4|ASB12_HUMAN	tr|A0A8C9KN38|A0A8C9KN38_PANTA
OG0004111	sp|Q92845|KIFA3_HUMAN	tr|A0A8C9J810|A0A8C9J810_PANTA
OG0004112	sp|Q96CS7|PKHB2_HUMAN	tr|A0A8C9KZP7|A0A8C9KZP7_PANTA
OG0004113	sp|Q96D15|RCN3_HUMAN	tr|A0A8C9JEZ6|A0A8C9JEZ6_PANTA
OG0004114	sp|Q96DC7|TMCO6_HUMAN	tr|A0A8C9KH06|A0A8C9KH06_PANTA
OG0004115	sp|Q96KR6|F210B_HUMAN	tr|A0A8C9KAP2|A0A8C9KAP2_PANTA
OG0004116	sp|Q96KX2|CAZA3_HUMAN	tr|A0A8C9JAR9|A0A8C9JAR9_PANTA
OG0004117	sp|Q96MH2|HEXI2_HUMAN	tr|A0A8C9KR74|A0A8C9KR74_PANTA
OG0004118	sp|Q96RQ1|ERGI2_HUMAN	tr|A0A8C9JVN0|A0A8C9JVN0_PANTA
OG0004119	sp|Q96S90|LYSM1_HUMAN	tr|A0A8C9JRL1|A0A8C9JRL1_PANTA
OG0004120	sp|Q9BT17|MTG1_HUMAN	tr|A0A8C9JWR7|A0A8C9JWR7_PANTA
OG0004121	sp|Q9BY41|HDAC8_HUMAN	tr|A0A8C9KPP9|A0A8C9KPP9_PANTA
OG0004122	sp|Q9BY42|RTF2_HUMAN	tr|A0A8C9J9V1|A0A8C9J9V1_PANTA
OG0004123	sp|Q9H0R4|HDHD2_HUMAN	tr|A0A8C9KYB0|A0A8C9KYB0_PANTA
OG0004124	sp|Q9H0X4|F234A_HUMAN	tr|A0A8C9KI46|A0A8C9KI46_PANTA
OG0004125	sp|Q9NPU4|CN132_HUMAN	tr|A0A8C9J5Y0|A0A8C9J5Y0_PANTA
OG0004126	sp|Q9UIL1|SCOC_HUMAN	tr|A0A8C9JB95|A0A8C9JB95_PANTA
OG0004127	sp|Q9UKL0|RCOR1_HUMAN	tr|A0A8C9M2M8|A0A8C9M2M8_PANTA
OG0004128	sp|Q9UNS2|CSN3_HUMAN	tr|A0A8C9KYV0|A0A8C9KYV0_PANTA
OG0004129	sp|Q9Y2B1|RXLT1_HUMAN	tr|A0A8C9K8P6|A0A8C9K8P6_PANTA
OG0004130	sp|M0R2J8|DCDC1_HUMAN	tr|A0A8C9MCX4|A0A8C9MCX4_PANTA
OG0004131	sp|O00165|HAX1_HUMAN	tr|A0A8C9J8U4|A0A8C9J8U4_PANTA
OG0004132	sp|O43597|SPY2_HUMAN	tr|A0A8C9JG28|A0A8C9JG28_PANTA
OG0004133	sp|O43866|CD5L_HUMAN	tr|A0A8C9M6K5|A0A8C9M6K5_PANTA
OG0004134	sp|O60938|KERA_HUMAN	tr|A0A8C9JGR3|A0A8C9JGR3_PANTA
OG0004135	sp|O94864|ST65G_HUMAN	tr|A0A8C9J206|A0A8C9J206_PANTA
OG0004136	sp|O94967|WDR47_HUMAN	tr|A0A8C9KI20|A0A8C9KI20_PANTA
OG0004137	sp|P08173|ACM4_HUMAN	tr|A0A8C9JJ87|A0A8C9JJ87_PANTA
OG0004138	sp|P09630|HXC6_HUMAN	tr|A0A8C9KER9|A0A8C9KER9_PANTA
OG0004139	sp|P25208|NFYB_HUMAN	tr|A0A8C9JJN4|A0A8C9JJN4_PANTA
OG0004140	sp|P37198|NUP62_HUMAN	tr|A0A8C9KN00|A0A8C9KN00_PANTA
OG0004141	sp|P48539|PCP4_HUMAN	tr|A0A8C9K141|A0A8C9K141_PANTA
OG0004142	sp|P49961|ENTP1_HUMAN	tr|A0A8C9J4V5|A0A8C9J4V5_PANTA
OG0004143	sp|P55103|INHBC_HUMAN	tr|A0A8C9KPI7|A0A8C9KPI7_PANTA
OG0004144	sp|P98073|ENTK_HUMAN	tr|A0A8C9KYC1|A0A8C9KYC1_PANTA
OG0004145	sp|Q12802|AKP13_HUMAN	tr|A0A8C9M854|A0A8C9M854_PANTA
OG0004146	sp|Q15435|PP1R7_HUMAN	tr|A0A8C9MCL9|A0A8C9MCL9_PANTA
OG0004147	sp|Q3SYC2|MOGT2_HUMAN	tr|A0A8C9J776|A0A8C9J776_PANTA
OG0004148	sp|Q53HL2|BOREA_HUMAN	tr|A0A8C9KBB1|A0A8C9KBB1_PANTA
OG0004149	sp|Q53RY4|KCP3_HUMAN	tr|A0A8C9K9I5|A0A8C9K9I5_PANTA
OG0004150	sp|Q587J7|TDR12_HUMAN	tr|A0A8C9JL97|A0A8C9JL97_PANTA
OG0004151	sp|Q6P3S1|DEN1B_HUMAN	tr|A0A8C9J8H5|A0A8C9J8H5_PANTA
OG0004152	sp|Q7L804|RFIP2_HUMAN	tr|A0A8C9JNN4|A0A8C9JNN4_PANTA
OG0004153	sp|Q8IXS8|F126B_HUMAN	tr|A0A8C9K8L7|A0A8C9K8L7_PANTA
OG0004154	sp|Q8NDC4|MORN4_HUMAN	tr|A0A8C9K2L4|A0A8C9K2L4_PANTA
OG0004155	sp|Q8TAD7|OCC1_HUMAN	tr|A0A8C9J5V8|A0A8C9J5V8_PANTA
OG0004156	sp|Q8WUX1|S38A5_HUMAN	tr|A0A8C9KK81|A0A8C9KK81_PANTA
OG0004157	sp|Q8WYQ5|DGCR8_HUMAN	tr|A0A8C9JLM4|A0A8C9JLM4_PANTA
OG0004158	sp|Q96DB5|RMD1_HUMAN	tr|A0A8C9K8V5|A0A8C9K8V5_PANTA
OG0004159	sp|Q96IX5|ATPMK_HUMAN	tr|A0A8C9JPI2|A0A8C9JPI2_PANTA
OG0004160	sp|Q9BPX1|DHB14_HUMAN	tr|A0A8C9JDT5|A0A8C9JDT5_PANTA
OG0004161	sp|Q9BRT6|LLPH_HUMAN	tr|A0A8C9KNC7|A0A8C9KNC7_PANTA
OG0004162	sp|Q9BSE5|SPEB_HUMAN	tr|A0A8C9JK24|A0A8C9JK24_PANTA
OG0004163	sp|Q9BT23|LIMD2_HUMAN	tr|A0A8C9KDF0|A0A8C9KDF0_PANTA
OG0004164	sp|Q9BXU9|CABP8_HUMAN	tr|A0A8C9K8J4|A0A8C9K8J4_PANTA
OG0004165	sp|Q9H008|LHPP_HUMAN	tr|A0A8C9K8J0|A0A8C9K8J0_PANTA
OG0004166	sp|Q9H300|PARL_HUMAN	tr|A0A8C9KSX0|A0A8C9KSX0_PANTA
OG0004167	sp|Q9H6T3|RPAP3_HUMAN	tr|A0A8C9KL69|A0A8C9KL69_PANTA
OG0004168	sp|Q9HC10|OTOF_HUMAN	tr|A0A8C9MCY4|A0A8C9MCY4_PANTA
OG0004169	sp|Q9HCM3|K1549_HUMAN	tr|A0A8C9JKB7|A0A8C9JKB7_PANTA
OG0004170	sp|Q9NQS3|NECT3_HUMAN	tr|A0A8C9JQ77|A0A8C9JQ77_PANTA
OG0004171	sp|Q9NS68|TNR19_HUMAN	tr|A0A8C9K3D3|A0A8C9K3D3_PANTA
OG0004172	sp|Q9NS86|LANC2_HUMAN	tr|A0A8C9KMJ3|A0A8C9KMJ3_PANTA
OG0004173	sp|Q9NUJ1|ABHDA_HUMAN	tr|A0A8C9JK92|A0A8C9JK92_PANTA
OG0004174	sp|Q9UBS3|DNJB9_HUMAN	tr|A0A8C9KJ38|A0A8C9KJ38_PANTA
OG0004175	sp|Q9UQ84|EXO1_HUMAN	tr|A0A8C9KKH9|A0A8C9KKH9_PANTA
OG0004176	sp|Q9Y5Q9|TF3C3_HUMAN	tr|A0A8C9K0Q8|A0A8C9K0Q8_PANTA
OG0004177	sp|Q9Y606|PUS1_HUMAN	tr|A0A8C9J1S3|A0A8C9J1S3_PANTA
OG0004178	sp|A6XGL0|YJEN3_HUMAN	tr|A0A8C9JX49|A0A8C9JX49_PANTA
OG0004179	sp|O00622|CCN1_HUMAN	tr|A0A8C9K896|A0A8C9K896_PANTA
OG0004180	sp|O43307|ARHG9_HUMAN	tr|A0A8C9L187|A0A8C9L187_PANTA
OG0004181	sp|O94889|KLH18_HUMAN	tr|A0A8C9K0T7|A0A8C9K0T7_PANTA
OG0004182	sp|P01298|PAHO_HUMAN	tr|A0A8C9JZB9|A0A8C9JZB9_PANTA
OG0004183	sp|P08574|CY1_HUMAN	tr|A0A8C9K914|A0A8C9K914_PANTA
OG0004184	sp|P09603|CSF1_HUMAN	tr|A0A8C9KTK3|A0A8C9KTK3_PANTA
OG0004185	sp|P50053|KHK_HUMAN	tr|A0A8C9JEL0|A0A8C9JEL0_PANTA
OG0004186	sp|P51959|CCNG1_HUMAN	tr|A0A8C9JN50|A0A8C9JN50_PANTA
OG0004187	sp|P55957|BID_HUMAN	tr|A0A8C9JLR0|A0A8C9JLR0_PANTA
OG0004188	sp|P56373|P2RX3_HUMAN	tr|A0A8C9JP19|A0A8C9JP19_PANTA
OG0004189	sp|Q01151|CD83_HUMAN	tr|A0A8C9JE63|A0A8C9JE63_PANTA
OG0004190	sp|Q10713|MPPA_HUMAN	tr|A0A8C9K0V0|A0A8C9K0V0_PANTA
OG0004191	sp|Q2L4Q9|PRS53_HUMAN	tr|A0A8C9JYM8|A0A8C9JYM8_PANTA
OG0004192	sp|Q68CJ9|CR3L3_HUMAN	tr|A0A8C9JF51|A0A8C9JF51_PANTA
OG0004193	sp|Q6ZMN8|CCNI2_HUMAN	tr|A0A8C9JFA9|A0A8C9JFA9_PANTA
OG0004194	sp|Q6ZMP0|THSD4_HUMAN	tr|A0A8C9M971|A0A8C9M971_PANTA
OG0004195	sp|Q6ZQQ6|WDR87_HUMAN	tr|A0A8C9JY20|A0A8C9JY20_PANTA
OG0004196	sp|Q7L2K0|TEDC2_HUMAN	tr|A0A8C9KH02|A0A8C9KH02_PANTA
OG0004197	sp|Q8IUG5|MY18B_HUMAN	tr|A0A8C9JJ18|A0A8C9JJ18_PANTA
OG0004198	sp|Q8N1L9|BATF2_HUMAN	tr|A0A8C9K4W2|A0A8C9K4W2_PANTA
OG0004199	sp|Q8N302|AGGF1_HUMAN	tr|A0A8C9KLG3|A0A8C9KLG3_PANTA
OG0004200	sp|Q8N5U0|CK042_HUMAN	tr|A0A8C9KGQ1|A0A8C9KGQ1_PANTA
OG0004201	sp|Q8N8E3|CE112_HUMAN	tr|A0A8C9J777|A0A8C9J777_PANTA
OG0004202	sp|Q8NA23|WDR31_HUMAN	tr|A0A8C9JMC2|A0A8C9JMC2_PANTA
OG0004203	sp|Q8NEZ2|VP37A_HUMAN	tr|A0A8C9JUA0|A0A8C9JUA0_PANTA
OG0004204	sp|Q8NFH4|NUP37_HUMAN	tr|A0A8C9K7G4|A0A8C9K7G4_PANTA
OG0004205	sp|Q8TDY4|ASAP3_HUMAN	tr|A0A8C9JEP3|A0A8C9JEP3_PANTA
OG0004207	sp|Q96EH3|MASU1_HUMAN	tr|A0A8C9JB46|A0A8C9JB46_PANTA
OG0004208	sp|Q96FT9|IFT43_HUMAN	tr|A0A8C9K9M7|A0A8C9K9M7_PANTA
OG0004209	sp|Q96LM9|CT173_HUMAN	tr|A0A8C9K5U4|A0A8C9K5U4_PANTA
OG0004210	sp|Q9BPY3|F118B_HUMAN	tr|A0A8C9M5Y6|A0A8C9M5Y6_PANTA
OG0004211	sp|Q9GZU7|CTDS1_HUMAN	tr|A0A8C9J818|A0A8C9J818_PANTA
OG0004212	sp|Q9H0Q3|FXYD6_HUMAN	tr|A0A8C9KS46|A0A8C9KS46_PANTA
OG0004213	sp|Q9H2M9|RBGPR_HUMAN	tr|A0A8C9KE72|A0A8C9KE72_PANTA
OG0004214	sp|Q9H4I9|EMRE_HUMAN	tr|A0A8C9K3R7|A0A8C9K3R7_PANTA
OG0004215	sp|Q9HBE5|IL21R_HUMAN	tr|A0A8C9M3X9|A0A8C9M3X9_PANTA
OG0004216	sp|Q9NP99|TREM1_HUMAN	tr|A0A8C9KBL9|A0A8C9KBL9_PANTA
OG0004217	sp|Q9NSU2|TREX1_HUMAN	tr|A0A8C9JFK6|A0A8C9JFK6_PANTA
OG0004218	sp|Q9NXF8|ZDHC7_HUMAN	tr|A0A8C9JFN0|A0A8C9JFN0_PANTA
OG0004219	sp|Q9P0W2|HM20B_HUMAN	tr|A0A8C9KPK0|A0A8C9KPK0_PANTA
OG0004220	sp|Q9UKG1|DP13A_HUMAN	tr|A0A8C9JJK5|A0A8C9JJK5_PANTA
OG0004221	sp|Q9UKU6|TRHDE_HUMAN	tr|A0A8C9K4X2|A0A8C9K4X2_PANTA
OG0004222	sp|Q9UN30|SCML1_HUMAN	tr|A0A8C9K8J6|A0A8C9K8J6_PANTA
OG0004223	sp|Q9Y399|RT02_HUMAN	tr|A0A8C9JNV7|A0A8C9JNV7_PANTA
OG0004224	sp|Q9Y6A1|POMT1_HUMAN	tr|A0A8C9JX47|A0A8C9JX47_PANTA
OG0004225	sp|A6NMN3|F170B_HUMAN	tr|A0A8C9K7G6|A0A8C9K7G6_PANTA
OG0004226	sp|A6NN90|CB081_HUMAN	tr|A0A8C9KXB1|A0A8C9KXB1_PANTA
OG0004227	sp|A8MVM7|YD021_HUMAN	tr|A0A8C9J9V6|A0A8C9J9V6_PANTA
OG0004228	sp|A8MYU2|KCNU1_HUMAN	tr|A0A8C9JSP4|A0A8C9JSP4_PANTA
OG0004229	sp|O14786|NRP1_HUMAN	tr|A0A8C9JLC8|A0A8C9JLC8_PANTA
OG0004230	sp|O43900|PRIC3_HUMAN	tr|A0A8C9KFA0|A0A8C9KFA0_PANTA
OG0004231	sp|P20849|CO9A1_HUMAN	tr|A0A8C9JT65|A0A8C9JT65_PANTA
OG0004232	sp|P21912|SDHB_HUMAN	tr|A0A8C9KMA6|A0A8C9KMA6_PANTA
OG0004233	sp|P25189|MYP0_HUMAN	tr|A0A8C9JNY2|A0A8C9JNY2_PANTA
OG0004234	sp|P36955|PEDF_HUMAN	tr|A0A8C9J8Z1|A0A8C9J8Z1_PANTA
OG0004235	sp|P40189|IL6RB_HUMAN	tr|A0A8C9J4Y7|A0A8C9J4Y7_PANTA
OG0004236	sp|P43034|LIS1_HUMAN	tr|A0A8C9JWK3|A0A8C9JWK3_PANTA
OG0004237	sp|P48506|GSH1_HUMAN	tr|A0A8C9JYT8|A0A8C9JYT8_PANTA
OG0004238	sp|P51798|CLCN7_HUMAN	tr|A0A8C9J319|A0A8C9J319_PANTA
OG0004239	sp|P55056|APOC4_HUMAN	tr|A0A8C9KIM5|A0A8C9KIM5_PANTA
OG0004240	sp|P55072|TERA_HUMAN	tr|A0A8C9JW82|A0A8C9JW82_PANTA
OG0004241	sp|P55084|ECHB_HUMAN	tr|A0A8C9JGR8|A0A8C9JGR8_PANTA
OG0004242	sp|P58062|ISK7_HUMAN	tr|A0A8C9KQT7|A0A8C9KQT7_PANTA
OG0004243	sp|Q03933|HSF2_HUMAN	tr|A0A8C9KE39|A0A8C9KE39_PANTA
OG0004244	sp|Q16587|ZNF74_HUMAN	tr|A0A8C9JLG2|A0A8C9JLG2_PANTA
OG0004245	sp|Q17RS7|GEN_HUMAN	tr|A0A8C9JQF9|A0A8C9JQF9_PANTA
OG0004246	sp|Q1RN00|YC018_HUMAN	tr|A0A8C9JQN7|A0A8C9JQN7_PANTA
OG0004247	sp|Q53SF7|COBL1_HUMAN	tr|A0A8C9MA56|A0A8C9MA56_PANTA
OG0004248	sp|Q6IWH7|ANO7_HUMAN	tr|A0A8C9MBN1|A0A8C9MBN1_PANTA
OG0004249	sp|Q6ZT21|TMPPE_HUMAN	tr|A0A8C9JIC2|A0A8C9JIC2_PANTA
OG0004250	sp|Q7Z2K6|ERMP1_HUMAN	tr|A0A8C9M1T0|A0A8C9M1T0_PANTA
OG0004251	sp|Q7Z6J8|UBE3D_HUMAN	tr|A0A8C9KXY1|A0A8C9KXY1_PANTA
OG0004252	sp|Q86YQ2|LATH_HUMAN	tr|A0A8C9J684|A0A8C9J684_PANTA
OG0004253	sp|Q8IZ26|ZNF34_HUMAN	tr|A0A8C9KD60|A0A8C9KD60_PANTA
OG0004254	sp|Q8NEN9|PDZD8_HUMAN	tr|A0A8C9JIH8|A0A8C9JIH8_PANTA
OG0004255	sp|Q8TCN5|ZN507_HUMAN	tr|A0A8C9IZ74|A0A8C9IZ74_PANTA
OG0004256	sp|Q8WUB2|F216A_HUMAN	tr|A0A8C9J261|A0A8C9J261_PANTA
OG0004257	sp|Q8WUE5|CT55_HUMAN	tr|A0A8C9K6P5|A0A8C9K6P5_PANTA
OG0004258	sp|Q96E29|MTEF3_HUMAN	tr|A0A8C9KCN2|A0A8C9KCN2_PANTA
OG0004259	sp|Q96HR3|MED30_HUMAN	tr|A0A8C9JG63|A0A8C9JG63_PANTA
OG0004260	sp|Q96KR4|LMLN_HUMAN	tr|A0A8C9KDH4|A0A8C9KDH4_PANTA
OG0004261	sp|Q96MH7|CE034_HUMAN	tr|A0A8C9KH22|A0A8C9KH22_PANTA
OG0004262	sp|Q96NM4|TOX2_HUMAN	tr|A0A8C9K9E8|A0A8C9K9E8_PANTA
OG0004263	sp|Q96QC0|PP1RA_HUMAN	tr|A0A8C9K5T9|A0A8C9K5T9_PANTA
OG0004264	sp|Q96R05|RET7_HUMAN	tr|A0A8C9M3H0|A0A8C9M3H0_PANTA
OG0004265	sp|Q9BR26|OCSTP_HUMAN	tr|A0A8C9JIK6|A0A8C9JIK6_PANTA
OG0004266	sp|Q9H6V9|LDAH_HUMAN	tr|A0A8C9JP63|A0A8C9JP63_PANTA
OG0004267	sp|Q9H8U3|ZFAN3_HUMAN	tr|A0A8C9KIH1|A0A8C9KIH1_PANTA
OG0004268	sp|Q9NPG8|ZDHC4_HUMAN	tr|A0A8C9K7R7|A0A8C9K7R7_PANTA
OG0004269	sp|Q9NQB0|TF7L2_HUMAN	tr|A0A8C9JRH3|A0A8C9JRH3_PANTA
OG0004270	sp|Q9NXU5|ARL15_HUMAN	tr|A0A8C9MCW1|A0A8C9MCW1_PANTA
OG0004271	sp|Q9NYS7|WSB2_HUMAN	tr|A0A8C9J9W6|A0A8C9J9W6_PANTA
OG0004272	sp|Q9P0U1|TOM7_HUMAN	tr|A0A8C9K669|A0A8C9K669_PANTA
OG0004273	sp|Q9UHR5|S30BP_HUMAN	tr|A0A8C9KNM6|A0A8C9KNM6_PANTA
OG0004274	sp|Q9ULI3|HEG1_HUMAN	tr|A0A8C9KWD5|A0A8C9KWD5_PANTA
OG0004275	sp|Q9UQP3|TENN_HUMAN	tr|A0A8C9JJL4|A0A8C9JJL4_PANTA
OG0004276	sp|Q9Y215|COLQ_HUMAN	tr|A0A8C9M4U3|A0A8C9M4U3_PANTA
OG0004277	sp|Q9Y2J4|AMOL2_HUMAN	tr|A0A8C9K5U8|A0A8C9K5U8_PANTA
OG0004278	sp|A0A1B0GV85|RELD1_HUMAN	tr|A0A8C9KJN0|A0A8C9KJN0_PANTA
OG0004279	sp|A2A3K4|PTPC1_HUMAN	tr|A0A8C9KA02|A0A8C9KA02_PANTA
OG0004280	sp|A2CJ06|DYTN_HUMAN	tr|A0A8C9JNJ8|A0A8C9JNJ8_PANTA
OG0004281	sp|A8MZ26|EFCB9_HUMAN	tr|A0A8C9KQU2|A0A8C9KQU2_PANTA
OG0004283	sp|O94856|NFASC_HUMAN	tr|A0A8C9KEJ9|A0A8C9KEJ9_PANTA
OG0004284	sp|P06744|G6PI_HUMAN	tr|A0A8C9JHN4|A0A8C9JHN4_PANTA
OG0004285	sp|P07333|CSF1R_HUMAN	tr|A0A8C9KDH1|A0A8C9KDH1_PANTA
OG0004286	sp|P0C645|OR4E1_HUMAN	tr|A0A8C9J7Z4|A0A8C9J7Z4_PANTA
OG0004287	sp|P0C6T2|OST4_HUMAN	tr|A0A8C9J9C4|A0A8C9J9C4_PANTA
OG0004288	sp|P61165|TM258_HUMAN	tr|A0A8C9KP85|A0A8C9KP85_PANTA
OG0004289	sp|P63173|RL38_HUMAN	tr|A0A8C9JI63|A0A8C9JI63_PANTA
OG0004290	sp|Q12888|TP53B_HUMAN	tr|A0A8C9MDA0|A0A8C9MDA0_PANTA
OG0004291	sp|Q12907|LMAN2_HUMAN	tr|A0A8C9KIB3|A0A8C9KIB3_PANTA
OG0004292	sp|Q13823|NOG2_HUMAN	tr|A0A8C9KCQ0|A0A8C9KCQ0_PANTA
OG0004293	sp|Q13873|BMPR2_HUMAN	tr|A0A8C9KBR5|A0A8C9KBR5_PANTA
OG0004294	sp|Q14520|HABP2_HUMAN	tr|A0A8C9KLH4|A0A8C9KLH4_PANTA
OG0004295	sp|Q15361|TTF1_HUMAN	tr|A0A8C9JDH9|A0A8C9JDH9_PANTA
OG0004296	sp|Q15942|ZYX_HUMAN	tr|A0A8C9JL52|A0A8C9JL52_PANTA
OG0004297	sp|Q5JTZ5|CI152_HUMAN	tr|A0A8C9JM34|A0A8C9JM34_PANTA
OG0004298	sp|Q6ZMI0|PPR21_HUMAN	tr|A0A8C9JD41|A0A8C9JD41_PANTA
OG0004299	sp|Q6ZU64|CFA65_HUMAN	tr|A0A8C9JDC5|A0A8C9JDC5_PANTA
OG0004300	sp|Q86VW0|SESD1_HUMAN	tr|A0A8C9MD52|A0A8C9MD52_PANTA
OG0004301	sp|Q86X45|DAA11_HUMAN	tr|A0A8C9KT73|A0A8C9KT73_PANTA
OG0004302	sp|Q86XP3|DDX42_HUMAN	tr|A0A8C9JI66|A0A8C9JI66_PANTA
OG0004303	sp|Q86Y79|PTH_HUMAN	tr|A0A8C9KPH9|A0A8C9KPH9_PANTA
OG0004304	sp|Q86YD3|TMM25_HUMAN	tr|A0A8C9K770|A0A8C9K770_PANTA
OG0004305	sp|Q8IY63|AMOL1_HUMAN	tr|A0A8C9MCR7|A0A8C9MCR7_PANTA
OG0004306	sp|Q8N4M1|CTL3_HUMAN	tr|A0A8C9JQJ5|A0A8C9JQJ5_PANTA
OG0004307	sp|Q8N635|MEIOB_HUMAN	tr|A0A8C9JHS1|A0A8C9JHS1_PANTA
OG0004308	sp|Q8TAM2|TTC8_HUMAN	tr|A0A8C9JZ39|A0A8C9JZ39_PANTA
OG0004309	sp|Q8TCB0|IFI44_HUMAN	tr|A0A8C9KM18|A0A8C9KM18_PANTA
OG0004310	sp|Q8WUM0|NU133_HUMAN	tr|A0A8C9M697|A0A8C9M697_PANTA
OG0004311	sp|Q92843|B2CL2_HUMAN	tr|A0A8C9J3S1|A0A8C9J3S1_PANTA
OG0004312	sp|Q92890|UFD1_HUMAN	tr|A0A8C9JA40|A0A8C9JA40_PANTA
OG0004313	sp|Q92900|RENT1_HUMAN	tr|A0A8C9M654|A0A8C9M654_PANTA
OG0004314	sp|Q96C24|SYTL4_HUMAN	tr|A0A8C9JQJ4|A0A8C9JQJ4_PANTA
OG0004315	sp|Q96HV5|TM41A_HUMAN	tr|A0A8C9KBV1|A0A8C9KBV1_PANTA
OG0004316	sp|Q96L94|SNX22_HUMAN	tr|A0A8C9JAQ1|A0A8C9JAQ1_PANTA
OG0004317	sp|Q99685|MGLL_HUMAN	tr|A0A8C9K571|A0A8C9K571_PANTA
OG0004318	sp|Q9BV81|EMC6_HUMAN	tr|A0A8C9M3J0|A0A8C9M3J0_PANTA
OG0004319	sp|Q9BXU1|STK31_HUMAN	tr|A0A8C9KND3|A0A8C9KND3_PANTA
OG0004320	sp|Q9H511|KLH31_HUMAN	tr|A0A8C9KCD7|A0A8C9KCD7_PANTA
OG0004321	sp|Q9HBH5|RDH14_HUMAN	tr|A0A8C9JKN2|A0A8C9JKN2_PANTA
OG0004322	sp|Q9HCH0|NCK5L_HUMAN	tr|A0A8C9JQ33|A0A8C9JQ33_PANTA
OG0004323	sp|Q9NXW2|DJB12_HUMAN	tr|A0A8C9K7D5|A0A8C9K7D5_PANTA
OG0004324	sp|Q9UJU3|ZN112_HUMAN	tr|A0A8C9J8X5|A0A8C9J8X5_PANTA
OG0004325	sp|Q9UKD2|MRT4_HUMAN	tr|A0A8C9K420|A0A8C9K420_PANTA
OG0004326	sp|Q9UKP3|ITBP2_HUMAN	tr|A0A8C9JX76|A0A8C9JX76_PANTA
OG0004327	sp|Q9UKR0|KLK12_HUMAN	tr|A0A8C9KQF7|A0A8C9KQF7_PANTA
OG0004328	sp|Q9Y4R8|TELO2_HUMAN	tr|A0A8C9J4J5|A0A8C9J4J5_PANTA
OG0004329	sp|A0A087WTH1|TM265_HUMAN	tr|A0A8C9JD83|A0A8C9JD83_PANTA
OG0004330	sp|A0A0D9SF12|CC163_HUMAN	tr|A0A8C9JKU6|A0A8C9JKU6_PANTA
OG0004331	sp|A0A1W2PR48|TLE7_HUMAN	tr|A0A8C9J1Q8|A0A8C9J1Q8_PANTA
OG0004332	sp|A6NDD5|SYN1L_HUMAN	tr|A0A8C9KEK0|A0A8C9KEK0_PANTA
OG0004333	sp|O00110|OVOL3_HUMAN	tr|A0A8C9KEU2|A0A8C9KEU2_PANTA
OG0004334	sp|O00341|EAA5_HUMAN	tr|A0A8C9J835|A0A8C9J835_PANTA
OG0004335	sp|O43670|ZN207_HUMAN	tr|A0A8C9K9L1|A0A8C9K9L1_PANTA
OG0004336	sp|O60494|CUBN_HUMAN	tr|A0A8C9KDJ9|A0A8C9KDJ9_PANTA
OG0004337	sp|O60667|FAIM3_HUMAN	tr|A0A8C9MBB0|A0A8C9MBB0_PANTA
OG0004338	sp|O95084|PRS23_HUMAN	tr|A0A8C9JQJ7|A0A8C9JQJ7_PANTA
OG0004339	sp|P00813|ADA_HUMAN	tr|A0A8C9KPY8|A0A8C9KPY8_PANTA
OG0004340	sp|P07814|SYEP_HUMAN	tr|A0A8C9JTQ0|A0A8C9JTQ0_PANTA
OG0004341	sp|P0C851|PIRT_HUMAN	tr|A0A8C9M348|A0A8C9M348_PANTA
OG0004342	sp|P24588|AKAP5_HUMAN	tr|A0A8C9JFP1|A0A8C9JFP1_PANTA
OG0004343	sp|P26045|PTN3_HUMAN	tr|A0A8C9KJQ9|A0A8C9KJQ9_PANTA
OG0004344	sp|P78543|BTG2_HUMAN	tr|A0A8C9JEK9|A0A8C9JEK9_PANTA
OG0004345	sp|Q02108|GCYA1_HUMAN	tr|A0A8C9J1U6|A0A8C9J1U6_PANTA
OG0004346	sp|Q02127|PYRD_HUMAN	tr|A0A8C9KB60|A0A8C9KB60_PANTA
OG0004347	sp|Q0VD83|APOBR_HUMAN	tr|A0A8C9K5D0|A0A8C9K5D0_PANTA
OG0004348	sp|Q15018|ABRX2_HUMAN	tr|A0A8C9KAM6|A0A8C9KAM6_PANTA
OG0004349	sp|Q6PKX4|DOK6_HUMAN	tr|A0A8C9M7D2|A0A8C9M7D2_PANTA
OG0004350	sp|Q6ZN28|MACC1_HUMAN	tr|A0A8C9MCG4|A0A8C9MCG4_PANTA
