Orthogroup	Homo_sapiens	Mustela_putorius_furo
OG0007317	sp|A2RUH7|MBPHL_HUMAN	tr|A0A8U0NHU1|A0A8U0NHU1_MUSPF
OG0007318	sp|O43313|ATMIN_HUMAN	tr|A0A8U0NTS4|A0A8U0NTS4_MUSPF
OG0007319	sp|O75533|SF3B1_HUMAN	tr|M3Y8T5|M3Y8T5_MUSPF
OG0007320	sp|O95158|NXPH4_HUMAN	tr|M3XRQ1|M3XRQ1_MUSPF
OG0007321	sp|P08913|ADA2A_HUMAN	tr|A0A8U0RID3|A0A8U0RID3_MUSPF
OG0007322	sp|P0DP57|SLUR2_HUMAN	tr|M3XSN4|M3XSN4_MUSPF
OG0007323	sp|P18827|SDC1_HUMAN	tr|A0A8U0RUW2|A0A8U0RUW2_MUSPF
OG0007324	sp|P20645|MPRD_HUMAN	tr|A0A8U0MS09|A0A8U0MS09_MUSPF
OG0007325	sp|P25205|MCM3_HUMAN	tr|M3YC56|M3YC56_MUSPF
OG0007326	sp|P29965|CD40L_HUMAN	tr|M3XS26|M3XS26_MUSPF
OG0007327	sp|P46060|RAGP1_HUMAN	tr|A0A8U0NJ88|A0A8U0NJ88_MUSPF
OG0007328	sp|P51451|BLK_HUMAN	tr|M3XRU5|M3XRU5_MUSPF
OG0007329	sp|P51788|CLCN2_HUMAN	tr|A0A8U0MKA9|A0A8U0MKA9_MUSPF
OG0007330	sp|P51813|BMX_HUMAN	tr|M3XU75|M3XU75_MUSPF
OG0007331	sp|P54296|MYOM2_HUMAN	tr|A0A8U0N473|A0A8U0N473_MUSPF
OG0007332	sp|P56177|DLX1_HUMAN	tr|M3XP33|M3XP33_MUSPF
OG0007333	sp|P57738|TCTA_HUMAN	tr|A0A8U0NWX6|A0A8U0NWX6_MUSPF
OG0007334	sp|Q01453|PMP22_HUMAN	tr|M3XWL4|M3XWL4_MUSPF
OG0007335	sp|Q01968|OCRL_HUMAN	tr|M3Z152|M3Z152_MUSPF
OG0007336	sp|Q02930|CREB5_HUMAN	tr|A0A8U0ULN5|A0A8U0ULN5_MUSPF
OG0007337	sp|Q03468|ERCC6_HUMAN	tr|M3YCX6|M3YCX6_MUSPF
OG0007338	sp|Q16610|ECM1_HUMAN	tr|A0A8U0SCC3|A0A8U0SCC3_MUSPF
OG0007339	sp|Q3MJ16|PA24E_HUMAN	tr|A0A8U0RFV2|A0A8U0RFV2_MUSPF
OG0007340	sp|Q5M775|CYTSB_HUMAN	tr|M3YFS7|M3YFS7_MUSPF
OG0007341	sp|Q5MJ70|SPDYA_HUMAN	tr|A0A8U0NKQ6|A0A8U0NKQ6_MUSPF
OG0007342	sp|Q6BEB4|SP5_HUMAN	tr|A0A8U0NPB4|A0A8U0NPB4_MUSPF
OG0007343	sp|Q6ICB0|DESI1_HUMAN	tr|A0A8U0T3T3|A0A8U0T3T3_MUSPF
OG0007344	sp|Q6KB66|K2C80_HUMAN	tr|M3Y8G8|M3Y8G8_MUSPF
OG0007345	sp|Q6UUV7|CRTC3_HUMAN	tr|A0A8U0UQ12|A0A8U0UQ12_MUSPF
OG0007346	sp|Q6ZNC4|ZN704_HUMAN	tr|A0A8U0UL20|A0A8U0UL20_MUSPF
OG0007347	sp|Q6ZSS7|MFSD6_HUMAN	tr|M3YLX6|M3YLX6_MUSPF
OG0007348	sp|Q7L8C5|SYT13_HUMAN	tr|A0A8U0UN99|A0A8U0UN99_MUSPF
OG0007349	sp|Q7Z4G4|TRM11_HUMAN	tr|A0A8U0MFG4|A0A8U0MFG4_MUSPF
OG0007350	sp|Q86UD4|ZN329_HUMAN	tr|A0A8U0NML6|A0A8U0NML6_MUSPF
OG0007351	sp|Q86UX6|ST32C_HUMAN	tr|A0A8U0RIA2|A0A8U0RIA2_MUSPF
OG0007352	sp|Q8IV01|SYT12_HUMAN	tr|M3XWY0|M3XWY0_MUSPF
OG0007353	sp|Q8IY45|AMN1_HUMAN	tr|M3XMB0|M3XMB0_MUSPF
OG0007354	sp|Q8IZ20|ZN683_HUMAN	tr|A0A8U0R7K9|A0A8U0R7K9_MUSPF
OG0007355	sp|Q8N6V9|TEX9_HUMAN	tr|M3XSX8|M3XSX8_MUSPF
OG0007356	sp|Q8NCS4|TM35B_HUMAN	tr|A0A8U0MH02|A0A8U0MH02_MUSPF
OG0007357	sp|Q8TB73|NDNF_HUMAN	tr|M3Z142|M3Z142_MUSPF
OG0007358	sp|Q8TF46|DI3L1_HUMAN	tr|M3XMS6|M3XMS6_MUSPF
OG0007359	sp|Q92985|IRF7_HUMAN	tr|A0A8U0RDF4|A0A8U0RDF4_MUSPF
OG0007360	sp|Q969V4|TEKT1_HUMAN	tr|M3YIX1|M3YIX1_MUSPF
OG0007361	sp|Q96I13|ABHD8_HUMAN	tr|A0A8U0SZA0|A0A8U0SZA0_MUSPF
OG0007362	sp|Q96LZ7|RMD2_HUMAN	tr|A0A8U0V2H0|A0A8U0V2H0_MUSPF
OG0007363	sp|Q99518|FMO2_HUMAN	tr|M3YVY2|M3YVY2_MUSPF
OG0007364	sp|Q99547|MPH6_HUMAN	tr|M3YCT8|M3YCT8_MUSPF
OG0007365	sp|Q99575|POP1_HUMAN	tr|A0A8U0V1A6|A0A8U0V1A6_MUSPF
OG0007366	sp|Q9BT81|SOX7_HUMAN	tr|M3XRQ5|M3XRQ5_MUSPF
OG0007367	sp|Q9BU79|TM243_HUMAN	tr|A0A8U0NYU6|A0A8U0NYU6_MUSPF
OG0007368	sp|Q9BUV0|RSRP1_HUMAN	tr|A0A8U0MHA4|A0A8U0MHA4_MUSPF
OG0007369	sp|Q9C0D5|TANC1_HUMAN	tr|A0A8U0NPV6|A0A8U0NPV6_MUSPF
OG0007370	sp|Q9GZT3|SLIRP_HUMAN	tr|A0A8U0MET4|A0A8U0MET4_MUSPF
OG0007371	sp|Q9H336|CRLD1_HUMAN	tr|M3YFG6|M3YFG6_MUSPF
OG0007372	sp|Q9H9E3|COG4_HUMAN	tr|A0A8U0SWC6|A0A8U0SWC6_MUSPF
OG0007373	sp|Q9HAI6|TASL_HUMAN	tr|M3Z5D8|M3Z5D8_MUSPF
OG0007374	sp|Q9HCJ6|VAT1L_HUMAN	tr|M3YEI4|M3YEI4_MUSPF
OG0007375	sp|Q9NPA0|EMC7_HUMAN	tr|M3Y9G9|M3Y9G9_MUSPF
OG0007376	sp|Q9NXR8|ING3_HUMAN	tr|A0A8U0MH05|A0A8U0MH05_MUSPF
OG0007377	sp|Q9P246|STIM2_HUMAN	tr|A0A8U0T077|A0A8U0T077_MUSPF
OG0007378	sp|Q9UJY1|HSPB8_HUMAN	tr|G9K4Y4|G9K4Y4_MUSPF
OG0007379	sp|Q9ULJ6|ZMIZ1_HUMAN	tr|A0A8U0V497|A0A8U0V497_MUSPF
OG0007380	sp|Q9UN86|G3BP2_HUMAN	tr|A0A8U0N4P9|A0A8U0N4P9_MUSPF
OG0007381	sp|Q9Y4F5|C170B_HUMAN	tr|A0A8U0NTH8|A0A8U0NTH8_MUSPF
OG0007382	sp|A4D1S5|RAB19_HUMAN	tr|M3XWI1|M3XWI1_MUSPF
OG0007383	sp|A6ND36|FA83G_HUMAN	tr|A0A8U0T656|A0A8U0T656_MUSPF
OG0007384	sp|A6NI56|CC154_HUMAN	tr|A0A8U0MQ44|A0A8U0MQ44_MUSPF
OG0007385	sp|A6NIK2|LR10B_HUMAN	tr|A0A8U0T8V2|A0A8U0T8V2_MUSPF
OG0007386	sp|O60234|GMFG_HUMAN	tr|M3Z207|M3Z207_MUSPF
OG0007387	sp|O60337|MARH6_HUMAN	tr|A0A8U0NXU5|A0A8U0NXU5_MUSPF
OG0007388	sp|O76081|RGS20_HUMAN	tr|A0A8U0T2Y7|A0A8U0T2Y7_MUSPF
OG0007389	sp|P00749|UROK_HUMAN	tr|G9KH01|G9KH01_MUSPF
OG0007390	sp|P06213|INSR_HUMAN	tr|A0A8U0V6E3|A0A8U0V6E3_MUSPF
OG0007391	sp|P14136|GFAP_HUMAN	tr|A0A8U0T4D7|A0A8U0T4D7_MUSPF
OG0007392	sp|P17676|CEBPB_HUMAN	tr|M3Z5N5|M3Z5N5_MUSPF
OG0007393	sp|P19823|ITIH2_HUMAN	tr|M3YY57|M3YY57_MUSPF
OG0007394	sp|P23490|LORI_HUMAN	tr|A0A8U0SBK2|A0A8U0SBK2_MUSPF
OG0007395	sp|P34925|RYK_HUMAN	tr|A0A8U0SL38|A0A8U0SL38_MUSPF
OG0007396	sp|P35318|ADML_HUMAN	tr|M3YN31|M3YN31_MUSPF
OG0007397	sp|P43405|KSYK_HUMAN	tr|A0A8U0S9P6|A0A8U0S9P6_MUSPF
OG0007398	sp|P49281|NRAM2_HUMAN	tr|A0A8U0RTT1|A0A8U0RTT1_MUSPF
OG0007399	sp|P49788|TIG1_HUMAN	tr|M3XUT8|M3XUT8_MUSPF
OG0007400	sp|P52742|ZN135_HUMAN	tr|A0A8U0NLN2|A0A8U0NLN2_MUSPF
OG0007401	sp|P58397|ATS12_HUMAN	tr|A0A8U0MDQ7|A0A8U0MDQ7_MUSPF
OG0007402	sp|P62269|RS18_HUMAN	tr|A0A8U0N6Q5|A0A8U0N6Q5_MUSPF
OG0007403	sp|P62917|RL8_HUMAN	tr|M3Y3R9|M3Y3R9_MUSPF
OG0007404	sp|Q08AD1|CAMP2_HUMAN	tr|A0A8U0MVN0|A0A8U0MVN0_MUSPF
OG0007405	sp|Q12931|TRAP1_HUMAN	tr|A0A8U0UVT4|A0A8U0UVT4_MUSPF
OG0007406	sp|Q13451|FKBP5_HUMAN	tr|M3XXB9|M3XXB9_MUSPF
OG0007407	sp|Q13487|SNPC2_HUMAN	tr|M3Y9E5|M3Y9E5_MUSPF
OG0007408	sp|Q15006|EMC2_HUMAN	tr|M3Y3G4|M3Y3G4_MUSPF
OG0007409	sp|Q2M3G4|SHRM1_HUMAN	tr|A0A8U0RVJ7|A0A8U0RVJ7_MUSPF
OG0007410	sp|Q2WGJ9|FR1L6_HUMAN	tr|A0A8U0MIP0|A0A8U0MIP0_MUSPF
OG0007411	sp|Q53GS7|GLE1_HUMAN	tr|A0A8U0NW21|A0A8U0NW21_MUSPF
OG0007412	sp|Q5I0X4|CF226_HUMAN	tr|A0A8U0MFD8|A0A8U0MFD8_MUSPF
OG0007413	sp|Q5T3F8|CSCL2_HUMAN	tr|M3YMY9|M3YMY9_MUSPF
OG0007415	sp|Q6UX46|ALKL2_HUMAN	tr|M3YMY8|M3YMY8_MUSPF
OG0007416	sp|Q7Z6W7|DNJB7_HUMAN	tr|M3Z7A5|M3Z7A5_MUSPF
OG0007417	sp|Q7Z7L7|ZER1_HUMAN	tr|A0A8U0V5P7|A0A8U0V5P7_MUSPF
OG0007418	sp|Q7Z7M1|AGRD2_HUMAN	tr|A0A8U0SAV2|A0A8U0SAV2_MUSPF
OG0007419	sp|Q86WZ6|ZN227_HUMAN	tr|M3Y529|M3Y529_MUSPF
OG0007420	sp|Q8IXR9|CL056_HUMAN	tr|A0A8U0T1S7|A0A8U0T1S7_MUSPF
OG0007421	sp|Q8N129|CNPY4_HUMAN	tr|M1ENZ6|M1ENZ6_MUSPF
OG0007422	sp|Q8N271|PROM2_HUMAN	tr|M3YCJ1|M3YCJ1_MUSPF
OG0007423	sp|Q8N468|MFD4A_HUMAN	tr|A0A8U0S7X9|A0A8U0S7X9_MUSPF
OG0007424	sp|Q8N4Q1|MIA40_HUMAN	tr|A0A8U0ME43|A0A8U0ME43_MUSPF
OG0007425	sp|Q8NHP6|MSPD2_HUMAN	tr|M3XU42|M3XU42_MUSPF
OG0007426	sp|Q8NI60|COQ8A_HUMAN	tr|A0A8U0V7S6|A0A8U0V7S6_MUSPF
OG0007427	sp|Q8TBB6|S7A14_HUMAN	tr|A0A8U0SXR0|A0A8U0SXR0_MUSPF
OG0007428	sp|Q8TEM1|PO210_HUMAN	tr|A0A8U0R9N2|A0A8U0R9N2_MUSPF
OG0007429	sp|Q8WXH5|SOCS4_HUMAN	tr|M3Z7E3|M3Z7E3_MUSPF
OG0007430	sp|Q92802|N42L2_HUMAN	tr|A0A8U0RID1|A0A8U0RID1_MUSPF
OG0007431	sp|Q969Q6|P2R3C_HUMAN	tr|G9KI91|G9KI91_MUSPF
OG0007432	sp|Q96BQ1|FAM3D_HUMAN	tr|A0A8U0SNN2|A0A8U0SNN2_MUSPF
OG0007433	sp|Q96D42|HAVR1_HUMAN	tr|A0A8U0SNE2|A0A8U0SNE2_MUSPF
OG0007434	sp|Q96KK3|KCNS1_HUMAN	tr|A0A8U0NRY6|A0A8U0NRY6_MUSPF
OG0007435	sp|Q96Q45|TM237_HUMAN	tr|A0A8U0S0X3|A0A8U0S0X3_MUSPF
OG0007436	sp|Q96S79|RSLAB_HUMAN	tr|M3YTZ5|M3YTZ5_MUSPF
OG0007437	sp|Q99684|GFI1_HUMAN	tr|A0A8U0RDS3|A0A8U0RDS3_MUSPF
OG0007438	sp|Q9BRK4|LZTS2_HUMAN	tr|A0A8U0MP64|A0A8U0MP64_MUSPF
OG0007439	sp|Q9BV90|SNR25_HUMAN	tr|A0A8U0UTU9|A0A8U0UTU9_MUSPF
OG0007440	sp|Q9H159|CAD19_HUMAN	tr|M3YYT4|M3YYT4_MUSPF
OG0007441	sp|Q9H706|GARE1_HUMAN	tr|A0A8U0UM69|A0A8U0UM69_MUSPF
OG0007442	sp|Q9HBG6|IF122_HUMAN	tr|A0A8U0UM56|A0A8U0UM56_MUSPF
OG0007443	sp|Q9HBH0|RHOF_HUMAN	tr|M3XSJ0|M3XSJ0_MUSPF
OG0007444	sp|Q9HCE0|EPG5_HUMAN	tr|A0A8U0UNQ3|A0A8U0UNQ3_MUSPF
OG0007445	sp|Q9NRZ9|HELLS_HUMAN	tr|M3Z0B1|M3Z0B1_MUSPF
OG0007446	sp|Q9NVP4|DZAN1_HUMAN	tr|M3XQC1|M3XQC1_MUSPF
OG0007447	sp|Q9P0W8|SPAT7_HUMAN	tr|A0A8U0NUA4|A0A8U0NUA4_MUSPF
OG0007448	sp|Q9UI15|TAGL3_HUMAN	tr|G9KSC5|G9KSC5_MUSPF
OG0007449	sp|Q9UJT9|FBXL7_HUMAN	tr|A0A8U0MYQ9|A0A8U0MYQ9_MUSPF
OG0007450	sp|Q9ULL5|PRR12_HUMAN	tr|A0A8U0RXV2|A0A8U0RXV2_MUSPF
OG0007451	sp|Q9Y2U8|MAN1_HUMAN	tr|A0A8U0MRY3|A0A8U0MRY3_MUSPF
OG0007452	sp|Q9Y3B8|ORN_HUMAN	tr|M3XXW5|M3XXW5_MUSPF
OG0007453	sp|Q9Y4Z2|NGN3_HUMAN	tr|M3Z7K8|M3Z7K8_MUSPF
OG0007454	sp|Q9Y5X1|SNX9_HUMAN	tr|A0A8U0V279|A0A8U0V279_MUSPF
OG0007455	sp|A4GXA9|EME2_HUMAN	tr|A0A8U0MQP0|A0A8U0MQP0_MUSPF
OG0007456	sp|A8MPS7|YDJC_HUMAN	tr|M3XVQ8|M3XVQ8_MUSPF
OG0007457	sp|O14562|UBFD1_HUMAN	tr|A0A8U0RPE3|A0A8U0RPE3_MUSPF
OG0007458	sp|O14957|QCR10_HUMAN	tr|A0A8U0NFB9|A0A8U0NFB9_MUSPF
OG0007459	sp|O14976|GAK_HUMAN	tr|A0A8U0UUR8|A0A8U0UUR8_MUSPF
OG0007460	sp|O43763|TLX2_HUMAN	tr|M3Y9Q2|M3Y9Q2_MUSPF
OG0007461	sp|O60287|NPA1P_HUMAN	tr|A0A8U0MWQ6|A0A8U0MWQ6_MUSPF
OG0007462	sp|O60476|MA1A2_HUMAN	tr|M3XR69|M3XR69_MUSPF
OG0007463	sp|O60635|TSN1_HUMAN	tr|M3YNG6|M3YNG6_MUSPF
OG0007464	sp|O60716|CTND1_HUMAN	tr|M3XMJ4|M3XMJ4_MUSPF
OG0007465	sp|O94886|CSCL1_HUMAN	tr|A0A8U0TG17|A0A8U0TG17_MUSPF
OG0007466	sp|O95843|GUC1C_HUMAN	tr|A0A8U0N633|A0A8U0N633_MUSPF
OG0007467	sp|P01236|PRL_HUMAN	tr|A0A8U0MZ98|A0A8U0MZ98_MUSPF
OG0007468	sp|P10073|ZSC22_HUMAN	tr|A0A8U0NMS0|A0A8U0NMS0_MUSPF
OG0007469	sp|P13598|ICAM2_HUMAN	tr|A0A8U0V3P9|A0A8U0V3P9_MUSPF
OG0007470	sp|P20823|HNF1A_HUMAN	tr|A0A8U0TDV0|A0A8U0TDV0_MUSPF
OG0007471	sp|P22676|CALB2_HUMAN	tr|A0A8U0RZ75|A0A8U0RZ75_MUSPF
OG0007472	sp|P30411|BKRB2_HUMAN	tr|A0A8U0MSW0|A0A8U0MSW0_MUSPF
OG0007473	sp|P37059|DHB2_HUMAN	tr|M3YCU8|M3YCU8_MUSPF
OG0007474	sp|P49747|COMP_HUMAN	tr|M3YVP7|M3YVP7_MUSPF
OG0007475	sp|P53618|COPB_HUMAN	tr|M3YP37|M3YP37_MUSPF
OG0007476	sp|P56962|STX17_HUMAN	tr|A0A8U0NRH1|A0A8U0NRH1_MUSPF
OG0007477	sp|P57737|CORO7_HUMAN	tr|A0A8U0NRY3|A0A8U0NRY3_MUSPF
OG0007478	sp|P60006|APC15_HUMAN	tr|A0A8U0THE4|A0A8U0THE4_MUSPF
OG0007479	sp|P62993|GRB2_HUMAN	tr|M3YR20|M3YR20_MUSPF
OG0007480	sp|P78312|F193A_HUMAN	tr|A0A8U0RTT4|A0A8U0RTT4_MUSPF
OG0007481	sp|Q02447|SP3_HUMAN	tr|A0A8U0UPN2|A0A8U0UPN2_MUSPF
OG0007482	sp|Q13057|COASY_HUMAN	tr|A0A8U0T4G3|A0A8U0T4G3_MUSPF
OG0007483	sp|Q13261|I15RA_HUMAN	tr|A0A8U0RNP9|A0A8U0RNP9_MUSPF
OG0007484	sp|Q13601|KRR1_HUMAN	tr|M3Z1A3|M3Z1A3_MUSPF
OG0007486	sp|Q13616|CUL1_HUMAN	tr|A0A8U0SLH1|A0A8U0SLH1_MUSPF
OG0007487	sp|Q13886|KLF9_HUMAN	tr|M3YDM3|M3YDM3_MUSPF
OG0007488	sp|Q149N8|SHPRH_HUMAN	tr|M3Z2Y5|M3Z2Y5_MUSPF
OG0007489	sp|Q16763|UBE2S_HUMAN	tr|G9KW99|G9KW99_MUSPF
OG0007490	sp|Q2LD37|K1109_HUMAN	tr|A0A8U0SAS2|A0A8U0SAS2_MUSPF
OG0007491	sp|Q504U0|CD046_HUMAN	tr|A0A8U0NE19|A0A8U0NE19_MUSPF
OG0007492	sp|Q5T2T1|MPP7_HUMAN	tr|A0A8U0SIA8|A0A8U0SIA8_MUSPF
OG0007493	sp|Q5TBE3|CI153_HUMAN	tr|A0A8U0V951|A0A8U0V951_MUSPF
OG0007494	sp|Q5TC84|OGRL1_HUMAN	tr|A0A8U0UQU7|A0A8U0UQU7_MUSPF
OG0007495	sp|Q68D85|NR3L1_HUMAN	tr|M3YPK4|M3YPK4_MUSPF
OG0007496	sp|Q6P1N9|TATD1_HUMAN	tr|A0A8U0MIN3|A0A8U0MIN3_MUSPF
OG0007497	sp|Q7Z4H3|HDDC2_HUMAN	tr|A0A8U0MFL4|A0A8U0MFL4_MUSPF
OG0007498	sp|Q7Z5G4|GOGA7_HUMAN	tr|M3Y371|M3Y371_MUSPF
OG0007499	sp|Q86WC4|OSTM1_HUMAN	tr|A0A8U0MRM7|A0A8U0MRM7_MUSPF
OG0007500	sp|Q86YM7|HOME1_HUMAN	tr|M3Y0V0|M3Y0V0_MUSPF
OG0007501	sp|Q8N4U5|T11L2_HUMAN	tr|M3YL32|M3YL32_MUSPF
OG0007502	sp|Q8N7L0|F216B_HUMAN	tr|M3XRJ5|M3XRJ5_MUSPF
OG0007503	sp|Q8NCQ5|FBX15_HUMAN	tr|A0A8U0NQP5|A0A8U0NQP5_MUSPF
OG0007504	sp|Q8NCW0|KREM2_HUMAN	tr|M3YUZ0|M3YUZ0_MUSPF
OG0007505	sp|Q8WUN7|UBTD2_HUMAN	tr|A0A8U0RVB7|A0A8U0RVB7_MUSPF
OG0007506	sp|Q92542|NICA_HUMAN	tr|M3YRN9|M3YRN9_MUSPF
OG0007507	sp|Q92543|SNX19_HUMAN	tr|M3YCB5|M3YCB5_MUSPF
OG0007508	sp|Q969E3|UCN3_HUMAN	tr|A0A8U0MXF2|A0A8U0MXF2_MUSPF
OG0007509	sp|Q96D71|REPS1_HUMAN	tr|A0A8U0SPZ9|A0A8U0SPZ9_MUSPF
OG0007510	sp|Q96PX1|RN157_HUMAN	tr|A0A8U0SI94|A0A8U0SI94_MUSPF
OG0007511	sp|Q96ST8|CEP89_HUMAN	tr|A0A8U0NYW3|A0A8U0NYW3_MUSPF
OG0007512	sp|Q9BR39|JPH2_HUMAN	tr|A0A8U0S9Y2|A0A8U0S9Y2_MUSPF
OG0007513	sp|Q9BRT9|SLD5_HUMAN	tr|M3Y365|M3Y365_MUSPF
OG0007514	sp|Q9BWV1|BOC_HUMAN	tr|M3XMJ9|M3XMJ9_MUSPF
OG0007515	sp|Q9BXX0|EMIL2_HUMAN	tr|A0A8U0MI10|A0A8U0MI10_MUSPF
OG0007516	sp|Q9BYT1|S17A9_HUMAN	tr|A0A8U0UT50|A0A8U0UT50_MUSPF
OG0007517	sp|Q9BZZ2|SN_HUMAN	tr|M3YBJ9|M3YBJ9_MUSPF
OG0007518	sp|Q9H477|RBSK_HUMAN	tr|M3Z2R8|M3Z2R8_MUSPF
OG0007519	sp|Q9NP56|PDE7B_HUMAN	tr|A0A8U0MFR9|A0A8U0MFR9_MUSPF
OG0007520	sp|Q9NPI0|TM138_HUMAN	tr|A0A8U0N8B4|A0A8U0N8B4_MUSPF
OG0007521	sp|Q9NRA0|SPHK2_HUMAN	tr|A0A8U0T257|A0A8U0T257_MUSPF
OG0007522	sp|Q9NYF0|DACT1_HUMAN	tr|A0A8U0URH1|A0A8U0URH1_MUSPF
OG0007523	sp|Q9NZI5|GRHL1_HUMAN	tr|A0A8U0SDA7|A0A8U0SDA7_MUSPF
OG0007524	sp|Q9P2R3|ANFY1_HUMAN	tr|A0A8U0SD86|A0A8U0SD86_MUSPF
OG0007525	sp|Q9UBG7|RBPJL_HUMAN	tr|M3Z1R2|M3Z1R2_MUSPF
OG0007526	sp|Q9UPQ0|LIMC1_HUMAN	tr|A0A8U0NYI5|A0A8U0NYI5_MUSPF
OG0007527	sp|Q9UPQ7|PZRN3_HUMAN	tr|A0A8U0MDT9|A0A8U0MDT9_MUSPF
OG0007528	sp|Q9UPV7|PHF24_HUMAN	tr|M3XZN5|M3XZN5_MUSPF
OG0007529	sp|Q9Y5K5|UCHL5_HUMAN	tr|A0A8U0NSR7|A0A8U0NSR7_MUSPF
OG0007530	sp|Q9Y6X9|MORC2_HUMAN	tr|A0A8U0T144|A0A8U0T144_MUSPF
OG0007532	sp|A8MV65|VGLL3_HUMAN	tr|A0A8U0T4R9|A0A8U0T4R9_MUSPF
OG0007533	sp|A8MX34|KR291_HUMAN	tr|A0A8U0N8J6|A0A8U0N8J6_MUSPF
OG0007534	sp|C9JLW8|MCRI1_HUMAN	tr|A0A8U0SU09|A0A8U0SU09_MUSPF
OG0007535	sp|C9JTQ0|ANR63_HUMAN	tr|A0A8U0SUZ2|A0A8U0SUZ2_MUSPF
OG0007536	sp|O00189|AP4M1_HUMAN	tr|A0A8U0RVH2|A0A8U0RVH2_MUSPF
OG0007537	sp|O15551|CLD3_HUMAN	tr|M3Z7S8|M3Z7S8_MUSPF
OG0007538	sp|O43164|PJA2_HUMAN	tr|M3YMC0|M3YMC0_MUSPF
OG0007539	sp|O60231|DHX16_HUMAN	tr|M3YJW8|M3YJW8_MUSPF
OG0007540	sp|O60237|MYPT2_HUMAN	tr|A0A8U0MUC6|A0A8U0MUC6_MUSPF
OG0007541	sp|O60245|PCDH7_HUMAN	tr|A0A8U0RZ86|A0A8U0RZ86_MUSPF
OG0007542	sp|O75635|SPB7_HUMAN	tr|M3YYS4|M3YYS4_MUSPF
OG0007543	sp|O94876|TMCC1_HUMAN	tr|A0A8U0TDD9|A0A8U0TDD9_MUSPF
OG0007544	sp|O95786|DDX58_HUMAN	tr|A0A8U0N2A1|A0A8U0N2A1_MUSPF
OG0007545	sp|P02511|CRYAB_HUMAN	tr|M3XWX5|M3XWX5_MUSPF
OG0007546	sp|P30990|NEUT_HUMAN	tr|M3Y8J3|M3Y8J3_MUSPF
OG0007547	sp|P42785|PCP_HUMAN	tr|M3Y9K6|M3Y9K6_MUSPF
OG0007548	sp|P49335|PO3F4_HUMAN	tr|M3Z8Z5|M3Z8Z5_MUSPF
OG0007549	sp|P52198|RND2_HUMAN	tr|A0A8U0V1M4|A0A8U0V1M4_MUSPF
OG0007550	sp|P55771|PAX9_HUMAN	tr|M3YXU5|M3YXU5_MUSPF
OG0007551	sp|P62888|RL30_HUMAN	tr|A0A8U0N5W3|A0A8U0N5W3_MUSPF
OG0007552	sp|Q12923|PTN13_HUMAN	tr|A0A8U0NU30|A0A8U0NU30_MUSPF
OG0007553	sp|Q13239|SLAP1_HUMAN	tr|A0A8U0MIR3|A0A8U0MIR3_MUSPF
OG0007554	sp|Q13634|CAD18_HUMAN	tr|A0A8U0S7R0|A0A8U0S7R0_MUSPF
OG0007555	sp|Q14681|KCTD2_HUMAN	tr|A0A8U0SU52|A0A8U0SU52_MUSPF
OG0007556	sp|Q15527|SURF2_HUMAN	tr|A0A8U0S986|A0A8U0S986_MUSPF
OG0007557	sp|Q2M2E3|ODFP4_HUMAN	tr|A0A8U0MYX6|A0A8U0MYX6_MUSPF
OG0007558	sp|Q32ZL2|PLPR5_HUMAN	tr|A0A8U0SVC2|A0A8U0SVC2_MUSPF
OG0007559	sp|Q5BKX8|CAVN4_HUMAN	tr|M3Y627|M3Y627_MUSPF
OG0007560	sp|Q5HYA8|MKS3_HUMAN	tr|A0A8U0T2V9|A0A8U0T2V9_MUSPF
OG0007562	sp|Q5T447|HECD3_HUMAN	tr|M3YPD3|M3YPD3_MUSPF
OG0007563	sp|Q5VZY2|PLPP4_HUMAN	tr|A0A8U0MRE3|A0A8U0MRE3_MUSPF
OG0007564	sp|Q5XG87|PAPD7_HUMAN	tr|A0A8U0SLI4|A0A8U0SLI4_MUSPF
OG0007565	sp|Q6ZMB5|T184A_HUMAN	tr|M3Z2I6|M3Z2I6_MUSPF
OG0007566	sp|Q6ZMY3|SPOC1_HUMAN	tr|A0A8U0R9F8|A0A8U0R9F8_MUSPF
OG0007567	sp|Q86T03|PP4P1_HUMAN	tr|A0A8U0NFW7|A0A8U0NFW7_MUSPF
OG0007569	sp|Q8NBL3|T178A_HUMAN	tr|M3YGL2|M3YGL2_MUSPF
OG0007570	sp|Q8NEE6|DRC6_HUMAN	tr|M3Z3J7|M3Z3J7_MUSPF
OG0007571	sp|Q8TCT9|HM13_HUMAN	tr|A0A8U0SST2|A0A8U0SST2_MUSPF
OG0007572	sp|Q8WX39|LCN9_HUMAN	tr|M3Y8P3|M3Y8P3_MUSPF
OG0007573	sp|Q96EL2|RT24_HUMAN	tr|M3Z3D6|M3Z3D6_MUSPF
OG0007574	sp|Q96EW2|HBAP1_HUMAN	tr|A0A8U0NPV8|A0A8U0NPV8_MUSPF
OG0007575	sp|Q96KQ4|ASPP1_HUMAN	tr|A0A8U0NUY9|A0A8U0NUY9_MUSPF
OG0007576	sp|Q99558|M3K14_HUMAN	tr|M3YB09|M3YB09_MUSPF
OG0007577	sp|Q9BVV2|FND11_HUMAN	tr|A0A8U0MYF7|A0A8U0MYF7_MUSPF
OG0007578	sp|Q9C099|LRCC1_HUMAN	tr|A0A8U0N4W5|A0A8U0N4W5_MUSPF
