Orthogroup	Homo_sapiens	Myotis_brandtii
OG0004761	sp|Q5T3I0|GPTC4_HUMAN	tr|S7MVT4|S7MVT4_MYOBR
OG0004762	sp|Q6NSX1|CCD70_HUMAN	tr|S7NBG0|S7NBG0_MYOBR
OG0004763	sp|Q7Z769|S35E3_HUMAN	tr|S7MEQ3|S7MEQ3_MYOBR
OG0004764	sp|Q86YH6|DLP1_HUMAN	tr|S7NPH8|S7NPH8_MYOBR
OG0004765	sp|Q8TB40|ABHD4_HUMAN	tr|S7NMH3|S7NMH3_MYOBR
OG0004766	sp|Q8TC07|TBC15_HUMAN	tr|S7NNU7|S7NNU7_MYOBR
OG0004767	sp|Q8TE76|MORC4_HUMAN	tr|S7MZE6|S7MZE6_MYOBR
OG0004768	sp|Q8WXE1|ATRIP_HUMAN	tr|S7MUU1|S7MUU1_MYOBR
OG0004769	sp|Q8WXK4|ASB12_HUMAN	tr|S7NKH6|S7NKH6_MYOBR
OG0004770	sp|Q92845|KIFA3_HUMAN	tr|S7MYH7|S7MYH7_MYOBR
OG0004772	sp|Q96DC7|TMCO6_HUMAN	tr|S7NHR0|S7NHR0_MYOBR
OG0004773	sp|Q96KR6|F210B_HUMAN	tr|S7Q770|S7Q770_MYOBR
OG0004774	sp|Q96KX2|CAZA3_HUMAN	tr|S7PCS5|S7PCS5_MYOBR
OG0004775	sp|Q96LL4|CH048_HUMAN	tr|S7MQ34|S7MQ34_MYOBR
OG0004776	sp|Q96MH2|HEXI2_HUMAN	tr|S7MPQ6|S7MPQ6_MYOBR
OG0004777	sp|Q96S90|LYSM1_HUMAN	tr|S7Q063|S7Q063_MYOBR
OG0004778	sp|Q9BT17|MTG1_HUMAN	tr|S7NHN8|S7NHN8_MYOBR
OG0004779	sp|Q9BY42|RTF2_HUMAN	tr|S7Q0B1|S7Q0B1_MYOBR
OG0004780	sp|Q9C040|TRIM2_HUMAN	tr|S7N4F2|S7N4F2_MYOBR
OG0004781	sp|Q9H0R4|HDHD2_HUMAN	tr|S7MST6|S7MST6_MYOBR
OG0004782	sp|Q9H0X4|F234A_HUMAN	tr|S7N034|S7N034_MYOBR
OG0004783	sp|Q9H469|FXL15_HUMAN	tr|S7NFF8|S7NFF8_MYOBR
OG0004784	sp|Q9NPU4|CN132_HUMAN	tr|S7N3V4|S7N3V4_MYOBR
OG0004785	sp|Q9UIL1|SCOC_HUMAN	tr|S7NC66|S7NC66_MYOBR
OG0004786	sp|Q9UNS2|CSN3_HUMAN	tr|S7MZQ8|S7MZQ8_MYOBR
OG0004787	sp|Q9Y2B1|RXLT1_HUMAN	tr|S7PJV1|S7PJV1_MYOBR
OG0004788	sp|M0R2J8|DCDC1_HUMAN	tr|S7N4I8|S7N4I8_MYOBR
OG0004789	sp|O00165|HAX1_HUMAN	tr|S7MVK8|S7MVK8_MYOBR
OG0004790	sp|O15173|PGRC2_HUMAN	tr|S7NEM0|S7NEM0_MYOBR
OG0004791	sp|O43597|SPY2_HUMAN	tr|S7MEK5|S7MEK5_MYOBR
OG0004792	sp|O94864|ST65G_HUMAN	tr|S7N7V1|S7N7V1_MYOBR
OG0004793	sp|O94967|WDR47_HUMAN	tr|S7MIS6|S7MIS6_MYOBR
OG0004794	sp|P08173|ACM4_HUMAN	tr|S7N0N6|S7N0N6_MYOBR
OG0004795	sp|P58872|RHBL3_HUMAN	tr|S7NCL7|S7NCL7_MYOBR
OG0004796	sp|P98073|ENTK_HUMAN	tr|S7PUP8|S7PUP8_MYOBR
OG0004797	sp|Q12802|AKP13_HUMAN	tr|S7PMV3|S7PMV3_MYOBR
OG0004798	sp|Q53HL2|BOREA_HUMAN	tr|S7PFI4|S7PFI4_MYOBR
OG0004800	sp|Q587J7|TDR12_HUMAN	tr|S7MPU8|S7MPU8_MYOBR
OG0004801	sp|Q6UWV6|ENPP7_HUMAN	tr|S7N4D0|S7N4D0_MYOBR
OG0004802	sp|Q7L804|RFIP2_HUMAN	tr|S7NFN7|S7NFN7_MYOBR
OG0004803	sp|Q8IUF8|RIOX2_HUMAN	tr|S7NIQ4|S7NIQ4_MYOBR
OG0004804	sp|Q8IXS8|F126B_HUMAN	tr|S7PP55|S7PP55_MYOBR
OG0004805	sp|Q8IYI6|EXOC8_HUMAN	tr|S7NV68|S7NV68_MYOBR
OG0004806	sp|Q8NB50|ZFP62_HUMAN	tr|S7MUD3|S7MUD3_MYOBR
OG0004807	sp|Q8NDC4|MORN4_HUMAN	tr|S7QEP1|S7QEP1_MYOBR
OG0004808	sp|Q8WUX1|S38A5_HUMAN	tr|S7MWA3|S7MWA3_MYOBR
OG0004810	sp|Q8WYQ5|DGCR8_HUMAN	tr|S7PRK4|S7PRK4_MYOBR
OG0004811	sp|Q96DB5|RMD1_HUMAN	tr|S7Q6L3|S7Q6L3_MYOBR
OG0004812	sp|Q99719|SEPT5_HUMAN	tr|S7NB28|S7NB28_MYOBR
OG0004813	sp|Q9BSE5|SPEB_HUMAN	tr|S7Q9V4|S7Q9V4_MYOBR
OG0004814	sp|Q9BVJ7|DUS23_HUMAN	tr|S7NXT8|S7NXT8_MYOBR
OG0004815	sp|Q9BXU9|CABP8_HUMAN	tr|S7N2Z1|S7N2Z1_MYOBR
OG0004816	sp|Q9H008|LHPP_HUMAN	tr|S7NJP2|S7NJP2_MYOBR
OG0004817	sp|Q9H1K1|ISCU_HUMAN	tr|S7PGX8|S7PGX8_MYOBR
OG0004818	sp|Q9H300|PARL_HUMAN	tr|S7N5X6|S7N5X6_MYOBR
OG0004819	sp|Q9H4L5|OSBL3_HUMAN	tr|S7PCV6|S7PCV6_MYOBR
OG0004820	sp|Q9H6T3|RPAP3_HUMAN	tr|S7PUN4|S7PUN4_MYOBR
OG0004821	sp|Q9HCM3|K1549_HUMAN	tr|S7PX81|S7PX81_MYOBR
OG0004822	sp|Q9NQS3|NECT3_HUMAN	tr|S7NWF8|S7NWF8_MYOBR
OG0004823	sp|Q9NS86|LANC2_HUMAN	tr|S7MG14|S7MG14_MYOBR
OG0004824	sp|Q9NUJ1|ABHDA_HUMAN	tr|S7PUB8|S7PUB8_MYOBR
OG0004825	sp|Q9UBS3|DNJB9_HUMAN	tr|S7MWT2|S7MWT2_MYOBR
OG0004826	sp|Q9UQ84|EXO1_HUMAN	tr|S7NMS1|S7NMS1_MYOBR
OG0004827	sp|Q9Y5Q9|TF3C3_HUMAN	tr|S7N5L3|S7N5L3_MYOBR
OG0004828	sp|Q9Y5Z7|HCFC2_HUMAN	tr|S7ML67|S7ML67_MYOBR
OG0004829	sp|A6XGL0|YJEN3_HUMAN	tr|S7N8D5|S7N8D5_MYOBR
OG0004830	sp|O00622|CCN1_HUMAN	tr|S7N759|S7N759_MYOBR
OG0004831	sp|O94889|KLH18_HUMAN	tr|S7PK72|S7PK72_MYOBR
OG0004832	sp|P08574|CY1_HUMAN	tr|S7MUH2|S7MUH2_MYOBR
OG0004833	sp|P50053|KHK_HUMAN	tr|S7PX17|S7PX17_MYOBR
OG0004834	sp|P51959|CCNG1_HUMAN	tr|S7N334|S7N334_MYOBR
OG0004835	sp|P56373|P2RX3_HUMAN	tr|S7NS14|S7NS14_MYOBR
OG0004836	sp|P61081|UBC12_HUMAN	tr|S7NWS8|S7NWS8_MYOBR
OG0004837	sp|Q01151|CD83_HUMAN	tr|S7NDF5|S7NDF5_MYOBR
OG0004838	sp|Q10713|MPPA_HUMAN	tr|S7NLZ1|S7NLZ1_MYOBR
OG0004839	sp|Q14549|GBX1_HUMAN	tr|S7NFW0|S7NFW0_MYOBR
OG0004840	sp|Q68CJ9|CR3L3_HUMAN	tr|S7MGS1|S7MGS1_MYOBR
OG0004841	sp|Q6ZQQ6|WDR87_HUMAN	tr|S7N3D8|S7N3D8_MYOBR
OG0004842	sp|Q7L2K0|TEDC2_HUMAN	tr|S7PGC4|S7PGC4_MYOBR
OG0004843	sp|Q8IUG5|MY18B_HUMAN	tr|S7MZ81|S7MZ81_MYOBR
OG0004844	sp|Q8N302|AGGF1_HUMAN	tr|S7MGW6|S7MGW6_MYOBR
OG0004845	sp|Q8N5U0|CK042_HUMAN	tr|S7NRD5|S7NRD5_MYOBR
OG0004846	sp|Q8N8E3|CE112_HUMAN	tr|S7P5U0|S7P5U0_MYOBR
OG0004847	sp|Q8NA23|WDR31_HUMAN	tr|S7MW30|S7MW30_MYOBR
OG0004848	sp|Q8NEZ2|VP37A_HUMAN	tr|S7P8C7|S7P8C7_MYOBR
OG0004849	sp|Q8NFH4|NUP37_HUMAN	tr|S7Q786|S7Q786_MYOBR
OG0004850	sp|Q8TDY4|ASAP3_HUMAN	tr|S7PXM2|S7PXM2_MYOBR
OG0004851	sp|Q92828|COR2A_HUMAN	tr|S7N0H9|S7N0H9_MYOBR
OG0004852	sp|Q96DE0|NUD16_HUMAN	tr|S7P7I1|S7P7I1_MYOBR
OG0004853	sp|Q96FT9|IFT43_HUMAN	tr|S7P1J6|S7P1J6_MYOBR
OG0004854	sp|Q96LM9|CT173_HUMAN	tr|S7NFS0|S7NFS0_MYOBR
OG0004855	sp|Q9BPY3|F118B_HUMAN	tr|S7PIH2|S7PIH2_MYOBR
OG0004856	sp|Q9H1B5|XYLT2_HUMAN	tr|S7MX04|S7MX04_MYOBR
OG0004857	sp|Q9H2M9|RBGPR_HUMAN	tr|S7NFX9|S7NFX9_MYOBR
OG0004858	sp|Q9H4I9|EMRE_HUMAN	tr|S7MJA4|S7MJA4_MYOBR
OG0004859	sp|Q9HBE5|IL21R_HUMAN	tr|S7PHR8|S7PHR8_MYOBR
OG0004860	sp|Q9NXF8|ZDHC7_HUMAN	tr|S7P5G7|S7P5G7_MYOBR
OG0004861	sp|Q9P0W2|HM20B_HUMAN	tr|S7NZB4|S7NZB4_MYOBR
OG0004862	sp|Q9UKG1|DP13A_HUMAN	tr|S7PF59|S7PF59_MYOBR
OG0004863	sp|Q9UKU6|TRHDE_HUMAN	tr|S7Q684|S7Q684_MYOBR
OG0004864	sp|Q9UN30|SCML1_HUMAN	tr|S7PT96|S7PT96_MYOBR
OG0004865	sp|Q9Y6A1|POMT1_HUMAN	tr|S7Q9C9|S7Q9C9_MYOBR
OG0004866	sp|A6NN90|CB081_HUMAN	tr|S7PGE7|S7PGE7_MYOBR
OG0004867	sp|A8MVM7|YD021_HUMAN	tr|S7Q8K4|S7Q8K4_MYOBR
OG0004868	sp|O14786|NRP1_HUMAN	tr|S7NSG5|S7NSG5_MYOBR
OG0004869	sp|P19174|PLCG1_HUMAN	tr|S7N186|S7N186_MYOBR
OG0004870	sp|P25189|MYP0_HUMAN	tr|S7NGH4|S7NGH4_MYOBR
OG0004871	sp|P32745|SSR3_HUMAN	tr|S7QB29|S7QB29_MYOBR
OG0004872	sp|P36955|PEDF_HUMAN	tr|S7MH81|S7MH81_MYOBR
OG0004873	sp|P48506|GSH1_HUMAN	tr|S7NCL6|S7NCL6_MYOBR
OG0004874	sp|P51798|CLCN7_HUMAN	tr|S7PIZ8|S7PIZ8_MYOBR
OG0004875	sp|Q03933|HSF2_HUMAN	tr|S7P640|S7P640_MYOBR
OG0004876	sp|Q14249|NUCG_HUMAN	tr|S7Q1K4|S7Q1K4_MYOBR
OG0004877	sp|Q16587|ZNF74_HUMAN	tr|S7N8E7|S7N8E7_MYOBR
OG0004878	sp|Q17RS7|GEN_HUMAN	tr|S7NMU0|S7NMU0_MYOBR
OG0004879	sp|Q53SF7|COBL1_HUMAN	tr|S7P727|S7P727_MYOBR
OG0004880	sp|Q6IWH7|ANO7_HUMAN	tr|S7NXR0|S7NXR0_MYOBR
OG0004881	sp|Q6UE05|TM270_HUMAN	tr|S7NB87|S7NB87_MYOBR
OG0004882	sp|Q6ZT21|TMPPE_HUMAN	tr|S7NBQ4|S7NBQ4_MYOBR
OG0004883	sp|Q7Z2K6|ERMP1_HUMAN	tr|S7MJU5|S7MJU5_MYOBR
OG0004884	sp|Q7Z6J8|UBE3D_HUMAN	tr|S7MZJ8|S7MZJ8_MYOBR
OG0004885	sp|Q8NBD8|T229B_HUMAN	tr|S7Q287|S7Q287_MYOBR
OG0004886	sp|Q8NEN9|PDZD8_HUMAN	tr|S7NFA0|S7NFA0_MYOBR
OG0004887	sp|Q8TCN5|ZN507_HUMAN	tr|S7MM88|S7MM88_MYOBR
OG0004888	sp|Q8WUB2|F216A_HUMAN	tr|S7NAA2|S7NAA2_MYOBR
OG0004889	sp|Q96A23|CPNE4_HUMAN	tr|S7PDX0|S7PDX0_MYOBR
OG0004890	sp|Q96E29|MTEF3_HUMAN	tr|S7Q4L1|S7Q4L1_MYOBR
OG0004891	sp|Q96HR3|MED30_HUMAN	tr|S7NSF7|S7NSF7_MYOBR
OG0004892	sp|Q96KR4|LMLN_HUMAN	tr|S7PMD9|S7PMD9_MYOBR
OG0004893	sp|Q96MH7|CE034_HUMAN	tr|S7N0X5|S7N0X5_MYOBR
OG0004894	sp|Q96NM4|TOX2_HUMAN	tr|S7PIX3|S7PIX3_MYOBR
OG0004895	sp|Q9H6V9|LDAH_HUMAN	tr|S7NA11|S7NA11_MYOBR
OG0004896	sp|Q9H8U3|ZFAN3_HUMAN	tr|S7N637|S7N637_MYOBR
OG0004897	sp|Q9NP71|MLXPL_HUMAN	tr|S7PUE4|S7PUE4_MYOBR
OG0004898	sp|Q9NQB0|TF7L2_HUMAN	tr|S7PPY8|S7PPY8_MYOBR
OG0004899	sp|Q9P0U1|TOM7_HUMAN	tr|S7N632|S7N632_MYOBR
OG0004900	sp|Q9UHR5|S30BP_HUMAN	tr|S7Q6G9|S7Q6G9_MYOBR
OG0004901	sp|Q9ULI3|HEG1_HUMAN	tr|S7N7C0|S7N7C0_MYOBR
OG0004902	sp|Q9UQR0|SCML2_HUMAN	tr|S7N0T3|S7N0T3_MYOBR
OG0004903	sp|Q9Y2J4|AMOL2_HUMAN	tr|S7P7G8|S7P7G8_MYOBR
OG0004904	sp|A2A3K4|PTPC1_HUMAN	tr|S7MGN0|S7MGN0_MYOBR
OG0004905	sp|A8MZ26|EFCB9_HUMAN	tr|S7NET7|S7NET7_MYOBR
OG0004907	sp|P07333|CSF1R_HUMAN	tr|S7PHX3|S7PHX3_MYOBR
OG0004908	sp|P61165|TM258_HUMAN	tr|S7N352|S7N352_MYOBR
OG0004909	sp|P63173|RL38_HUMAN	tr|S7N003|S7N003_MYOBR
OG0004910	sp|Q12888|TP53B_HUMAN	tr|S7NBN5|S7NBN5_MYOBR
OG0004911	sp|Q13823|NOG2_HUMAN	tr|S7N009|S7N009_MYOBR
OG0004912	sp|Q13873|BMPR2_HUMAN	tr|S7MFS3|S7MFS3_MYOBR
OG0004913	sp|Q14520|HABP2_HUMAN	tr|S7PWL4|S7PWL4_MYOBR
OG0004914	sp|Q15361|TTF1_HUMAN	tr|S7Q9C2|S7Q9C2_MYOBR
OG0004915	sp|Q15942|ZYX_HUMAN	tr|S7P5T4|S7P5T4_MYOBR
OG0004916	sp|Q5JTZ5|CI152_HUMAN	tr|S7MJS4|S7MJS4_MYOBR
OG0004917	sp|Q66K66|TM198_HUMAN	tr|S7NP30|S7NP30_MYOBR
OG0004918	sp|Q6ZMI0|PPR21_HUMAN	tr|S7MR82|S7MR82_MYOBR
OG0004919	sp|Q6ZU64|CFA65_HUMAN	tr|S7NLM1|S7NLM1_MYOBR
OG0004920	sp|Q86VW0|SESD1_HUMAN	tr|S7NXN9|S7NXN9_MYOBR
OG0004921	sp|Q86X45|DAA11_HUMAN	tr|S7PT91|S7PT91_MYOBR
OG0004922	sp|Q86XP3|DDX42_HUMAN	tr|S7MFV0|S7MFV0_MYOBR
OG0004923	sp|Q86YD3|TMM25_HUMAN	tr|S7NVS8|S7NVS8_MYOBR
OG0004924	sp|Q8IY63|AMOL1_HUMAN	tr|S7Q4B6|S7Q4B6_MYOBR
OG0004925	sp|Q8N4M1|CTL3_HUMAN	tr|S7MND5|S7MND5_MYOBR
OG0004926	sp|Q8TAM2|TTC8_HUMAN	tr|S7PIU1|S7PIU1_MYOBR
OG0004927	sp|Q8WUM0|NU133_HUMAN	tr|S7NV76|S7NV76_MYOBR
OG0004928	sp|Q8WZ04|TOMT_HUMAN	tr|S7MXX4|S7MXX4_MYOBR
OG0004929	sp|Q92785|REQU_HUMAN	tr|S7PEZ3|S7PEZ3_MYOBR
OG0004930	sp|Q92890|UFD1_HUMAN	tr|S7PRJ8|S7PRJ8_MYOBR
OG0004931	sp|Q96HV5|TM41A_HUMAN	tr|S7NZ20|S7NZ20_MYOBR
OG0004932	sp|Q96L94|SNX22_HUMAN	tr|S7MJK4|S7MJK4_MYOBR
OG0004933	sp|Q99685|MGLL_HUMAN	tr|S7MUX2|S7MUX2_MYOBR
OG0004935	sp|Q9BXU1|STK31_HUMAN	tr|S7N380|S7N380_MYOBR
OG0004936	sp|Q9UKD2|MRT4_HUMAN	tr|S7NL36|S7NL36_MYOBR
OG0004937	sp|Q9UKK3|PARP4_HUMAN	tr|S7NFR4|S7NFR4_MYOBR
OG0004938	sp|Q9UKP3|ITBP2_HUMAN	tr|S7PST2|S7PST2_MYOBR
OG0004939	sp|Q9Y4R8|TELO2_HUMAN	tr|S7MUH7|S7MUH7_MYOBR
OG0004940	sp|A0A0D9SF12|CC163_HUMAN	tr|S7Q874|S7Q874_MYOBR
OG0004941	sp|A0A1W2PR48|TLE7_HUMAN	tr|S7Q811|S7Q811_MYOBR
OG0004942	sp|O00341|EAA5_HUMAN	tr|S7NE19|S7NE19_MYOBR
OG0004943	sp|O60494|CUBN_HUMAN	tr|S7MDF9|S7MDF9_MYOBR
OG0004944	sp|O60667|FAIM3_HUMAN	tr|S7QEE9|S7QEE9_MYOBR
OG0004945	sp|O75129|ASTN2_HUMAN	tr|S7Q7P7|S7Q7P7_MYOBR
OG0004946	sp|P00813|ADA_HUMAN	tr|S7PQM2|S7PQM2_MYOBR
OG0004947	sp|P07814|SYEP_HUMAN	tr|S7PYY1|S7PYY1_MYOBR
OG0004948	sp|P0C851|PIRT_HUMAN	tr|S7NGC2|S7NGC2_MYOBR
OG0004949	sp|P18124|RL7_HUMAN	tr|S7MWL0|S7MWL0_MYOBR
OG0004950	sp|P24588|AKAP5_HUMAN	tr|S7PNZ5|S7PNZ5_MYOBR
OG0004951	sp|P26045|PTN3_HUMAN	tr|S7MH27|S7MH27_MYOBR
OG0004952	sp|P78543|BTG2_HUMAN	tr|S7MF85|S7MF85_MYOBR
OG0004953	sp|Q02108|GCYA1_HUMAN	tr|S7ML54|S7ML54_MYOBR
OG0004954	sp|Q02127|PYRD_HUMAN	tr|S7NKH8|S7NKH8_MYOBR
OG0004955	sp|Q0VD83|APOBR_HUMAN	tr|S7PPB5|S7PPB5_MYOBR
OG0004956	sp|Q15018|ABRX2_HUMAN	tr|S7Q0I8|S7Q0I8_MYOBR
OG0004957	sp|Q5TA31|RN187_HUMAN	tr|S7PG11|S7PG11_MYOBR
OG0004958	sp|Q6PKX4|DOK6_HUMAN	tr|S7MK85|S7MK85_MYOBR
OG0004959	sp|Q6ZN28|MACC1_HUMAN	tr|S7N3A3|S7N3A3_MYOBR
OG0004960	sp|Q7LDG7|GRP2_HUMAN	tr|S7PEX3|S7PEX3_MYOBR
OG0004961	sp|Q7Z7F0|KHDC4_HUMAN	tr|S7MVQ6|S7MVQ6_MYOBR
OG0004962	sp|Q8IWD4|CC117_HUMAN	tr|S7MZ91|S7MZ91_MYOBR
OG0004963	sp|Q8IYW4|ENTD1_HUMAN	tr|S7N1N0|S7N1N0_MYOBR
OG0004964	sp|Q8IYX7|SAXO1_HUMAN	tr|S7PGN4|S7PGN4_MYOBR
OG0004965	sp|Q8N148|OR6V1_HUMAN	tr|S7MN26|S7MN26_MYOBR
OG0004966	sp|Q8NES8|DB124_HUMAN	tr|S7NFI0|S7NFI0_MYOBR
OG0004967	sp|Q8NGQ6|OR9I1_HUMAN	tr|S7NRB7|S7NRB7_MYOBR
OG0004968	sp|Q8NHS1|CLDN2_HUMAN	tr|S7NBF7|S7NBF7_MYOBR
OG0004969	sp|Q8TBC4|UBA3_HUMAN	tr|S7NWN7|S7NWN7_MYOBR
OG0004970	sp|Q8WV99|ZFN2B_HUMAN	tr|S7NP15|S7NP15_MYOBR
OG0004971	sp|Q8WWZ7|ABCA5_HUMAN	tr|S7MNE7|S7MNE7_MYOBR
OG0004972	sp|Q96C92|ENTR1_HUMAN	tr|S7PGK6|S7PGK6_MYOBR
OG0004973	sp|Q99720|SGMR1_HUMAN	tr|S7P758|S7P758_MYOBR
OG0004974	sp|Q99933|BAG1_HUMAN	tr|S7P771|S7P771_MYOBR
OG0004975	sp|Q9BYZ8|REG4_HUMAN	tr|S7PXG5|S7PXG5_MYOBR
OG0004976	sp|Q9C0A6|SETD5_HUMAN	tr|S7PP12|S7PP12_MYOBR
OG0004977	sp|Q9H239|MMP28_HUMAN	tr|S7P8B1|S7P8B1_MYOBR
OG0004978	sp|Q9NPL8|TIDC1_HUMAN	tr|S7N853|S7N853_MYOBR
OG0004979	sp|Q9NPP4|NLRC4_HUMAN	tr|S7QFP2|S7QFP2_MYOBR
OG0004980	sp|Q9NQ40|S52A3_HUMAN	tr|S7PQ88|S7PQ88_MYOBR
OG0004981	sp|Q9NS73|MBIP1_HUMAN	tr|S7MRH0|S7MRH0_MYOBR
OG0004982	sp|Q9NZ43|USE1_HUMAN	tr|S7MC08|S7MC08_MYOBR
OG0004983	sp|Q9P1Y6|PHRF1_HUMAN	tr|S7MGB6|S7MGB6_MYOBR
OG0004984	sp|Q9Y2I1|NISCH_HUMAN	tr|S7P523|S7P523_MYOBR
OG0004985	sp|O14559|RHG33_HUMAN	tr|S7P552|S7P552_MYOBR
OG0004986	sp|O95237|LRAT_HUMAN	tr|S7P8N6|S7P8N6_MYOBR
OG0004988	sp|P02686|MBP_HUMAN	tr|S7ML33|S7ML33_MYOBR
OG0004989	sp|P04181|OAT_HUMAN	tr|S7NHI1|S7NHI1_MYOBR
OG0004991	sp|P10244|MYBB_HUMAN	tr|S7N174|S7N174_MYOBR
OG0004992	sp|P27169|PON1_HUMAN	tr|S7NBX4|S7NBX4_MYOBR
OG0004993	sp|P35612|ADDB_HUMAN	tr|S7MYM3|S7MYM3_MYOBR
OG0004994	sp|P36941|TNR3_HUMAN	tr|S7N616|S7N616_MYOBR
OG0004995	sp|P42677|RS27_HUMAN	tr|S7MQ69|S7MQ69_MYOBR
OG0004996	sp|P80217|IN35_HUMAN	tr|S7NB86|S7NB86_MYOBR
OG0004997	sp|P82912|RT11_HUMAN	tr|S7N5A7|S7N5A7_MYOBR
OG0004998	sp|Q0PNE2|ELP6_HUMAN	tr|S7MV81|S7MV81_MYOBR
OG0004999	sp|Q15345|LRC41_HUMAN	tr|S7PFL8|S7PFL8_MYOBR
OG0005000	sp|Q16520|BATF_HUMAN	tr|S7NLR6|S7NLR6_MYOBR
OG0005001	sp|Q3SYG4|PTHB1_HUMAN	tr|S7MWE6|S7MWE6_MYOBR
OG0005002	sp|Q5SRI9|MANEA_HUMAN	tr|S7N4H7|S7N4H7_MYOBR
OG0005003	sp|Q5T3J3|LRIF1_HUMAN	tr|S7MHD5|S7MHD5_MYOBR
OG0005004	sp|Q6PCB8|EMB_HUMAN	tr|S7N3M9|S7N3M9_MYOBR
OG0005005	sp|Q6PJI9|WDR59_HUMAN	tr|S7MQ17|S7MQ17_MYOBR
OG0005006	sp|Q6UWN0|LYPD4_HUMAN	tr|S7NPN0|S7NPN0_MYOBR
OG0005007	sp|Q70E73|RAPH1_HUMAN	tr|S7N6Q2|S7N6Q2_MYOBR
OG0005008	sp|Q7Z2W7|TRPM8_HUMAN	tr|S7N290|S7N290_MYOBR
OG0005009	sp|Q7Z3F1|GP155_HUMAN	tr|S7MF35|S7MF35_MYOBR
OG0005010	sp|Q7Z404|TMC4_HUMAN	tr|S7NG11|S7NG11_MYOBR
OG0005011	sp|Q8IYA6|CKP2L_HUMAN	tr|S7Q8Z4|S7Q8Z4_MYOBR
OG0005012	sp|Q8IZL9|CDK20_HUMAN	tr|S7MJJ3|S7MJJ3_MYOBR
OG0005013	sp|Q8N5Y8|PAR16_HUMAN	tr|S7P2X5|S7P2X5_MYOBR
OG0005014	sp|Q8NE31|FA13C_HUMAN	tr|S7MRL0|S7MRL0_MYOBR
OG0005015	sp|Q8NFT6|DBF4B_HUMAN	tr|S7PE91|S7PE91_MYOBR
OG0005016	sp|Q92797|SYMPK_HUMAN	tr|S7MP55|S7MP55_MYOBR
OG0005017	sp|Q93009|UBP7_HUMAN	tr|S7N4C4|S7N4C4_MYOBR
OG0005018	sp|Q96G74|OTUD5_HUMAN	tr|S7MQR6|S7MQR6_MYOBR
OG0005019	sp|Q96RS6|NUDC1_HUMAN	tr|S7PMH2|S7PMH2_MYOBR
OG0005020	sp|Q99811|PRRX2_HUMAN	tr|S7Q1J3|S7Q1J3_MYOBR
OG0005021	sp|Q9BPW9|DHRS9_HUMAN	tr|S7MDH1|S7MDH1_MYOBR
OG0005022	sp|Q9H3H3|CK068_HUMAN	tr|S7PF17|S7PF17_MYOBR
OG0005023	sp|Q9HBB8|CDHR5_HUMAN	tr|S7P6Y8|S7P6Y8_MYOBR
OG0005024	sp|Q9HD45|TM9S3_HUMAN	tr|S7NSC1|S7NSC1_MYOBR
OG0005025	sp|Q9NWS1|PARI_HUMAN	tr|S7NHB2|S7NHB2_MYOBR
OG0005026	sp|Q9NYF8|BCLF1_HUMAN	tr|S7P669|S7P669_MYOBR
OG0005027	sp|Q9UI46|DNAI1_HUMAN	tr|S7P0U5|S7P0U5_MYOBR
OG0005028	sp|Q9UL15|BAG5_HUMAN	tr|S7MBK2|S7MBK2_MYOBR
OG0005029	sp|Q9Y2T3|GUAD_HUMAN	tr|S7MX77|S7MX77_MYOBR
OG0005030	sp|Q9Y5R6|DMRT1_HUMAN	tr|S7N706|S7N706_MYOBR
OG0005031	sp|Q9Y6X2|PIAS3_HUMAN	tr|S7Q7Q7|S7Q7Q7_MYOBR
OG0005032	sp|O14709|ZN197_HUMAN	tr|S7Q3K7|S7Q3K7_MYOBR
OG0005033	sp|O15146|MUSK_HUMAN	tr|S7P7J3|S7P7J3_MYOBR
OG0005034	sp|O76070|SYUG_HUMAN	tr|S7N3U7|S7N3U7_MYOBR
OG0005035	sp|O95628|CNOT4_HUMAN	tr|S7ML11|S7ML11_MYOBR
OG0005036	sp|P0DKB5|TPBGL_HUMAN	tr|S7PD39|S7PD39_MYOBR
OG0005037	sp|P18283|GPX2_HUMAN	tr|S7PVL1|S7PVL1_MYOBR
OG0005038	sp|P28799|GRN_HUMAN	tr|S7PE88|S7PE88_MYOBR
OG0005039	sp|P39877|PA2G5_HUMAN	tr|S7MUZ3|S7MUZ3_MYOBR
OG0005040	sp|P43234|CATO_HUMAN	tr|S7MJJ7|S7MJJ7_MYOBR
OG0005041	sp|P55087|AQP4_HUMAN	tr|S7MFC2|S7MFC2_MYOBR
OG0005042	sp|P58557|YBEY_HUMAN	tr|S7NEC7|S7NEC7_MYOBR
OG0005043	sp|Q13315|ATM_HUMAN	tr|S7QF68|S7QF68_MYOBR
OG0005044	sp|Q14790|CASP8_HUMAN	tr|S7MEE8|S7MEE8_MYOBR
OG0005045	sp|Q1KMD3|HNRL2_HUMAN	tr|S7MDD2|S7MDD2_MYOBR
OG0005046	sp|Q53F39|MPPE1_HUMAN	tr|S7MXE3|S7MXE3_MYOBR
OG0005047	sp|Q562E7|WDR81_HUMAN	tr|S7P587|S7P587_MYOBR
OG0005048	sp|Q5T6L9|EMARD_HUMAN	tr|S7P387|S7P387_MYOBR
OG0005049	sp|Q6P1J6|PLB1_HUMAN	tr|S7PWZ8|S7PWZ8_MYOBR
OG0005050	sp|Q6TDU7|DNAI7_HUMAN	tr|S7N545|S7N545_MYOBR
