Orthogroup	Homo_sapiens	Mandrillus_leucophaeus
OG0004607	sp|O14977|AZIN1_HUMAN	tr|A0A2K5XFR7|A0A2K5XFR7_MANLE
OG0004608	sp|O15234|CASC3_HUMAN	tr|A0A2K5Y2D6|A0A2K5Y2D6_MANLE
OG0004609	sp|O43583|DENR_HUMAN	tr|A0A2K5YKH0|A0A2K5YKH0_MANLE
OG0004610	sp|O43610|SPY3_HUMAN	tr|A0A2K5XYH7|A0A2K5XYH7_MANLE
OG0004612	sp|O60292|SI1L3_HUMAN	tr|A0A2K5XUL4|A0A2K5XUL4_MANLE
OG0004613	sp|O60296|TRAK2_HUMAN	tr|A0A2K5YNK7|A0A2K5YNK7_MANLE
OG0004614	sp|O60383|GDF9_HUMAN	tr|A0A2K5ZW94|A0A2K5ZW94_MANLE
OG0004615	sp|O60641|AP180_HUMAN	tr|A0A2K5ZNQ5|A0A2K5ZNQ5_MANLE
OG0004616	sp|O60711|LPXN_HUMAN	tr|A0A2K5Y2W7|A0A2K5Y2W7_MANLE
OG0004617	sp|O75603|GCM2_HUMAN	tr|A0A2K5Z2Z8|A0A2K5Z2Z8_MANLE
OG0004618	sp|O75925|PIAS1_HUMAN	tr|A0A2K6A9S9|A0A2K6A9S9_MANLE
OG0004619	sp|O76095|JTB_HUMAN	tr|A0A2K6A2V4|A0A2K6A2V4_MANLE
OG0004620	sp|O95990|F107A_HUMAN	tr|A0A2K6A8M3|A0A2K6A8M3_MANLE
OG0004621	sp|P08729|K2C7_HUMAN	tr|A0A2K6AGK2|A0A2K6AGK2_MANLE
OG0004622	sp|P13984|T2FB_HUMAN	tr|A0A2K5XJF5|A0A2K5XJF5_MANLE
OG0004623	sp|P17181|INAR1_HUMAN	tr|A0A2K6AKU1|A0A2K6AKU1_MANLE
OG0004624	sp|P34810|CD68_HUMAN	tr|A0A2K6A990|A0A2K6A990_MANLE
OG0004625	sp|P36575|ARRC_HUMAN	tr|A0A2K5ZBV6|A0A2K5ZBV6_MANLE
OG0004626	sp|P40926|MDHM_HUMAN	tr|A0A2K5Z6R8|A0A2K5Z6R8_MANLE
OG0004627	sp|P42081|CD86_HUMAN	tr|A0A2K5ZV54|A0A2K5ZV54_MANLE
OG0004628	sp|P42226|STAT6_HUMAN	tr|A0A2K5ZJC9|A0A2K5ZJC9_MANLE
OG0004629	sp|P56555|DSCR4_HUMAN	tr|A0A2K6A225|A0A2K6A225_MANLE
OG0004630	sp|Q00613|HSF1_HUMAN	tr|A0A2K5XFX7|A0A2K5XFX7_MANLE
OG0004631	sp|Q08AE8|SPIR1_HUMAN	tr|A0A2K5YG06|A0A2K5YG06_MANLE
OG0004632	sp|Q13398|ZN211_HUMAN	tr|A0A2K5YMK9|A0A2K5YMK9_MANLE
OG0004633	sp|Q14679|TTLL4_HUMAN	tr|A0A2K5XZ53|A0A2K5XZ53_MANLE
OG0004634	sp|Q17RF5|ODAPH_HUMAN	tr|A0A2K5XXW5|A0A2K5XXW5_MANLE
OG0004635	sp|Q3MIN7|RGL3_HUMAN	tr|A0A2K5YGC1|A0A2K5YGC1_MANLE
OG0004636	sp|Q495A1|TIGIT_HUMAN	tr|A0A2K5Y3J6|A0A2K5Y3J6_MANLE
OG0004637	sp|Q5VVH5|IKBP1_HUMAN	tr|A0A2K5XCF5|A0A2K5XCF5_MANLE
OG0004638	sp|Q5VVX9|UBE2U_HUMAN	tr|A0A2K5XG29|A0A2K5XG29_MANLE
OG0004639	sp|Q68DC2|ANKS6_HUMAN	tr|A0A2K6AKQ2|A0A2K6AKQ2_MANLE
OG0004640	sp|Q6ZS81|WDFY4_HUMAN	tr|A0A2K5ZX85|A0A2K5ZX85_MANLE
OG0004641	sp|Q76EJ3|S35D2_HUMAN	tr|A0A2K5ZKP6|A0A2K5ZKP6_MANLE
OG0004642	sp|Q7KZ85|SPT6H_HUMAN	tr|A0A2K5Y9Y1|A0A2K5Y9Y1_MANLE
OG0004643	sp|Q8N2G8|GHDC_HUMAN	tr|A0A2K6AIR7|A0A2K6AIR7_MANLE
OG0004644	sp|Q8N8D9|IRAS1_HUMAN	tr|A0A2K5ZJW3|A0A2K5ZJW3_MANLE
OG0004645	sp|Q8N9W5|DAAF3_HUMAN	tr|A0A2K5ZE19|A0A2K5ZE19_MANLE
OG0004646	sp|Q8NA58|PNDC1_HUMAN	tr|A0A2K6AJ33|A0A2K6AJ33_MANLE
OG0004647	sp|Q8NAB2|KBTB3_HUMAN	tr|A0A2K5YVX6|A0A2K5YVX6_MANLE
OG0004648	sp|Q92966|SNPC3_HUMAN	tr|A0A2K5Y9R0|A0A2K5Y9R0_MANLE
OG0004649	sp|Q96H79|ZCCHL_HUMAN	tr|A0A2K5ZFR9|A0A2K5ZFR9_MANLE
OG0004650	sp|Q96N03|VTM2L_HUMAN	tr|A0A2K5XFA7|A0A2K5XFA7_MANLE
OG0004651	sp|Q9BQP9|BPIA3_HUMAN	tr|A0A2K5YF98|A0A2K5YF98_MANLE
OG0004652	sp|Q9BRR9|RHG09_HUMAN	tr|A0A2K5ZJW4|A0A2K5ZJW4_MANLE
OG0004653	sp|Q9BTW9|TBCD_HUMAN	tr|A0A2K5Z9A7|A0A2K5Z9A7_MANLE
OG0004654	sp|Q9GZN6|S6A16_HUMAN	tr|A0A2K5YZS6|A0A2K5YZS6_MANLE
OG0004655	sp|Q9H4M7|PKHA4_HUMAN	tr|A0A2K5Y1X1|A0A2K5Y1X1_MANLE
OG0004656	sp|Q9HAV4|XPO5_HUMAN	tr|A0A2K5Z5C6|A0A2K5Z5C6_MANLE
OG0004657	sp|Q9HCJ3|RAVR2_HUMAN	tr|A0A2K5Z925|A0A2K5Z925_MANLE
OG0004658	sp|Q9NPA1|KCMB3_HUMAN	tr|A0A2K5YKC1|A0A2K5YKC1_MANLE
OG0004659	sp|Q9NPE3|NOP10_HUMAN	tr|A0A2K6A0I8|A0A2K6A0I8_MANLE
OG0004660	sp|Q9NSK7|CS012_HUMAN	tr|A0A2K5ZDL5|A0A2K5ZDL5_MANLE
OG0004661	sp|Q9NYL5|CP39A_HUMAN	tr|A0A2K5YP51|A0A2K5YP51_MANLE
OG0004662	sp|Q9NZ53|PDXL2_HUMAN	tr|A0A2K5XNG5|A0A2K5XNG5_MANLE
OG0004663	sp|Q9P013|CWC15_HUMAN	tr|A0A2K5Z539|A0A2K5Z539_MANLE
OG0004664	sp|Q9P0P8|MRES1_HUMAN	tr|A0A2K5XTT2|A0A2K5XTT2_MANLE
OG0004665	sp|Q9UKI3|VPRE3_HUMAN	tr|A0A2K5Y552|A0A2K5Y552_MANLE
OG0004666	sp|Q9UMX3|BOK_HUMAN	tr|A0A2K5YX79|A0A2K5YX79_MANLE
OG0004667	sp|Q9UNP4|SIAT9_HUMAN	tr|A0A2K5ZHM5|A0A2K5ZHM5_MANLE
OG0004668	sp|Q9Y3C4|TPRKB_HUMAN	tr|A0A2K5ZEN0|A0A2K5ZEN0_MANLE
OG0004669	sp|Q9Y5K2|KLK4_HUMAN	tr|A0A2K5XYZ1|A0A2K5XYZ1_MANLE
OG0004670	sp|Q9Y6J8|STYL1_HUMAN	tr|A0A2K5ZUT5|A0A2K5ZUT5_MANLE
OG0004671	sp|A0A0B4J240|TVA10_HUMAN	tr|A0A2K5XQB8|A0A2K5XQB8_MANLE
OG0004672	sp|O14782|KIF3C_HUMAN	tr|A0A2K5ZAC9|A0A2K5ZAC9_MANLE
OG0004673	sp|O15016|TRI66_HUMAN	tr|A0A2K5XT62|A0A2K5XT62_MANLE
OG0004674	sp|O43824|GTPB6_HUMAN	tr|A0A2K5YC80|A0A2K5YC80_MANLE
OG0004675	sp|O75747|P3C2G_HUMAN	tr|A0A2K5ZCP9|A0A2K5ZCP9_MANLE
OG0004676	sp|O94941|RNF37_HUMAN	tr|A0A2K6ACY0|A0A2K6ACY0_MANLE
OG0004677	sp|O95050|INMT_HUMAN	tr|A0A2K6AF00|A0A2K6AF00_MANLE
OG0004678	sp|P17029|ZKSC1_HUMAN	tr|A0A2K5YUJ0|A0A2K5YUJ0_MANLE
OG0004679	sp|P27216|ANX13_HUMAN	tr|A0A2K5XFN7|A0A2K5XFN7_MANLE
OG0004680	sp|P37288|V1AR_HUMAN	tr|A0A2K5Y5W6|A0A2K5Y5W6_MANLE
OG0004681	sp|P40306|PSB10_HUMAN	tr|A0A2K5ZV93|A0A2K5ZV93_MANLE
OG0004682	sp|P42331|RHG25_HUMAN	tr|A0A2K5ZMI0|A0A2K5ZMI0_MANLE
OG0004683	sp|P50281|MMP14_HUMAN	tr|A0A2K5X9Y4|A0A2K5X9Y4_MANLE
OG0004684	sp|P61296|HAND2_HUMAN	tr|A0A2K5Z4F8|A0A2K5Z4F8_MANLE
OG0004685	sp|P62857|RS28_HUMAN	tr|A0A2K5Z780|A0A2K5Z780_MANLE
OG0004686	sp|Q02643|GHRHR_HUMAN	tr|A0A2K5YRC4|A0A2K5YRC4_MANLE
OG0004687	sp|Q05048|CSTF1_HUMAN	tr|A0A2K5XK69|A0A2K5XK69_MANLE
OG0004688	sp|Q06587|RING1_HUMAN	tr|A0A2K5YZ54|A0A2K5YZ54_MANLE
OG0004689	sp|Q08722|CD47_HUMAN	tr|A0A2K6AJY7|A0A2K6AJY7_MANLE
OG0004690	sp|Q13094|LCP2_HUMAN	tr|A0A2K5ZAZ5|A0A2K5ZAZ5_MANLE
OG0004691	sp|Q13426|XRCC4_HUMAN	tr|A0A2K5ZCS1|A0A2K5ZCS1_MANLE
OG0004692	sp|Q14112|NID2_HUMAN	tr|A0A2K5ZE58|A0A2K5ZE58_MANLE
OG0004693	sp|Q5EBL4|RIPL1_HUMAN	tr|A0A2K5ZQ55|A0A2K5ZQ55_MANLE
OG0004694	sp|Q5KSL6|DGKK_HUMAN	tr|A0A2K5YIY4|A0A2K5YIY4_MANLE
OG0004695	sp|Q5QJ38|TCHL1_HUMAN	tr|A0A2K6AB48|A0A2K6AB48_MANLE
OG0004696	sp|Q5SGD2|PPM1L_HUMAN	tr|A0A2K5YT10|A0A2K5YT10_MANLE
OG0004697	sp|Q5T890|ER6L2_HUMAN	tr|A0A2K5XM04|A0A2K5XM04_MANLE
OG0004698	sp|Q6PH81|CP087_HUMAN	tr|A0A2K6A1Y9|A0A2K6A1Y9_MANLE
OG0004699	sp|Q6UX06|OLFM4_HUMAN	tr|A0A2K5ZUD1|A0A2K5ZUD1_MANLE
OG0004700	sp|Q6UXY8|TMC5_HUMAN	tr|A0A2K6ADL7|A0A2K6ADL7_MANLE
OG0004701	sp|Q6ZVN7|SEML_HUMAN	tr|A0A2K5YU33|A0A2K5YU33_MANLE
OG0004702	sp|Q7Z614|SNX20_HUMAN	tr|A0A2K5Z9J4|A0A2K5Z9J4_MANLE
OG0004703	sp|Q86Y25|Z354C_HUMAN	tr|A0A2K5Y7I0|A0A2K5Y7I0_MANLE
OG0004704	sp|Q86Y33|CD20B_HUMAN	tr|A0A2K5ZMH4|A0A2K5ZMH4_MANLE
OG0004705	sp|Q8IVF4|DYH10_HUMAN	tr|A0A2K5ZE43|A0A2K5ZE43_MANLE
OG0004706	sp|Q8IY95|TM192_HUMAN	tr|A0A2K6A4X0|A0A2K6A4X0_MANLE
OG0004707	sp|Q8IZF5|AGRF3_HUMAN	tr|A0A2K5ZB14|A0A2K5ZB14_MANLE
OG0004708	sp|Q8N239|KLH34_HUMAN	tr|A0A2K5XTH5|A0A2K5XTH5_MANLE
OG0004709	sp|Q8N4S0|CCD82_HUMAN	tr|A0A2K5ZD57|A0A2K5ZD57_MANLE
OG0004710	sp|Q8N983|RM43_HUMAN	tr|A0A2K5YFY2|A0A2K5YFY2_MANLE
OG0004711	sp|Q8N9V3|WSDU1_HUMAN	tr|A0A2K5ZH63|A0A2K5ZH63_MANLE
OG0004712	sp|Q8NBT0|POC1A_HUMAN	tr|A0A2K5ZSH9|A0A2K5ZSH9_MANLE
OG0004713	sp|Q8TDX9|PK1L1_HUMAN	tr|A0A2K5XDT7|A0A2K5XDT7_MANLE
OG0004714	sp|Q8WUX2|CHAC2_HUMAN	tr|A0A2K5YCN0|A0A2K5YCN0_MANLE
OG0004715	sp|Q96AJ9|VTI1A_HUMAN	tr|A0A2K5YSP8|A0A2K5YSP8_MANLE
OG0004716	sp|Q96DG6|CMBL_HUMAN	tr|A0A2K5Y121|A0A2K5Y121_MANLE
OG0004717	sp|Q96DU7|IP3KC_HUMAN	tr|A0A2K5Z4T5|A0A2K5Z4T5_MANLE
OG0004718	sp|Q96GC9|VMP1_HUMAN	tr|A0A2K5Z2M2|A0A2K5Z2M2_MANLE
OG0004719	sp|Q99661|KIF2C_HUMAN	tr|A0A2K6A9I9|A0A2K6A9I9_MANLE
OG0004720	sp|Q9BQ15|SOSB1_HUMAN	tr|A0A2K6ABI5|A0A2K6ABI5_MANLE
OG0004721	sp|Q9BT04|FUZZY_HUMAN	tr|A0A2K5Z668|A0A2K5Z668_MANLE
OG0004722	sp|Q9BTK6|PAGR1_HUMAN	tr|A0A2K6AG39|A0A2K6AG39_MANLE
OG0004723	sp|Q9BTT6|LRRC1_HUMAN	tr|A0A2K5ZTQ7|A0A2K5ZTQ7_MANLE
OG0004724	sp|Q9C0B1|FTO_HUMAN	tr|A0A2K5XL57|A0A2K5XL57_MANLE
OG0004725	sp|Q9C0C4|SEM4C_HUMAN	tr|A0A2K5ZT89|A0A2K5ZT89_MANLE
OG0004726	sp|Q9GZP8|IMUP_HUMAN	tr|A0A2K5XBH8|A0A2K5XBH8_MANLE
OG0004727	sp|Q9H609|ZN576_HUMAN	tr|A0A2K5XH02|A0A2K5XH02_MANLE
OG0004728	sp|Q9H8N7|ZN395_HUMAN	tr|A0A2K5XDM1|A0A2K5XDM1_MANLE
OG0004729	sp|Q9NXL9|MCM9_HUMAN	tr|A0A2K5YC91|A0A2K5YC91_MANLE
OG0004730	sp|Q9P0N5|TM216_HUMAN	tr|A0A2K5XMH3|A0A2K5XMH3_MANLE
OG0004731	sp|Q9P107|GMIP_HUMAN	tr|A0A2K5XJK2|A0A2K5XJK2_MANLE
OG0004732	sp|Q9P1Z9|CC180_HUMAN	tr|A0A2K5Z148|A0A2K5Z148_MANLE
OG0004733	sp|Q9P2B2|FPRP_HUMAN	tr|A0A2K5YSD0|A0A2K5YSD0_MANLE
OG0004734	sp|Q9UHQ7|TCAL9_HUMAN	tr|A0A2K5XIP4|A0A2K5XIP4_MANLE
OG0004735	sp|A0A0U1RRN3|SPTOS_HUMAN	tr|A0A2K6A3J0|A0A2K6A3J0_MANLE
OG0004736	sp|A8MXQ7|IQAK1_HUMAN	tr|A0A2K5Z6E5|A0A2K5Z6E5_MANLE
OG0004737	sp|O00294|TULP1_HUMAN	tr|A0A2K5Z9E5|A0A2K5Z9E5_MANLE
OG0004738	sp|O43151|TET3_HUMAN	tr|A0A2K5YQB9|A0A2K5YQB9_MANLE
OG0004739	sp|O43427|FIBP_HUMAN	tr|A0A2K5XVY2|A0A2K5XVY2_MANLE
OG0004740	sp|O43660|PLRG1_HUMAN	tr|A0A2K5ZHY6|A0A2K5ZHY6_MANLE
OG0004741	sp|O60826|CCD22_HUMAN	tr|A0A2K5YTT2|A0A2K5YTT2_MANLE
OG0004742	sp|O75920|SERF1_HUMAN	tr|A0A2K5XME9|A0A2K5XME9_MANLE
OG0004743	sp|O94777|DPM2_HUMAN	tr|A0A2K5YXB7|A0A2K5YXB7_MANLE
OG0004744	sp|P03891|NU2M_HUMAN	tr|A0A0S1RT63|A0A0S1RT63_MANLE
OG0004745	sp|P05976|MYL1_HUMAN	tr|A0A2K6A0W8|A0A2K6A0W8_MANLE
OG0004746	sp|P06276|CHLE_HUMAN	tr|A0A2K5XCF7|A0A2K5XCF7_MANLE
OG0004747	sp|P07148|FABPL_HUMAN	tr|A0A2K5Y3T9|A0A2K5Y3T9_MANLE
OG0004748	sp|P0C1S8|WEE2_HUMAN	tr|A0A2K5XPQ2|A0A2K5XPQ2_MANLE
OG0004749	sp|P26718|NKG2D_HUMAN	tr|A0A2K5ZIU3|A0A2K5ZIU3_MANLE
OG0004750	sp|P30307|MPIP3_HUMAN	tr|A0A2K5Z6V3|A0A2K5Z6V3_MANLE
OG0004751	sp|P35052|GPC1_HUMAN	tr|A0A2K5YT54|A0A2K5YT54_MANLE
OG0004752	sp|P41143|OPRD_HUMAN	tr|A0A2K5YGA8|A0A2K5YGA8_MANLE
OG0004753	sp|P46098|5HT3A_HUMAN	tr|A0A2K5ZMZ5|A0A2K5ZMZ5_MANLE
OG0004754	sp|P49796|RGS3_HUMAN	tr|A0A2K6A254|A0A2K6A254_MANLE
OG0004755	sp|P49848|TAF6_HUMAN	tr|A0A2K5XA02|A0A2K5XA02_MANLE
OG0004756	sp|Q03111|ENL_HUMAN	tr|A0A2K5YYK8|A0A2K5YYK8_MANLE
OG0004757	sp|Q15772|SPEG_HUMAN	tr|A0A2K5Y6K2|A0A2K5Y6K2_MANLE
OG0004758	sp|Q16621|NFE2_HUMAN	tr|A0A2K5YVY5|A0A2K5YVY5_MANLE
OG0004759	sp|Q5JPI3|CC038_HUMAN	tr|A0A2K5XUT0|A0A2K5XUT0_MANLE
OG0004760	sp|Q5JRM2|CX066_HUMAN	tr|A0A2K5XDZ0|A0A2K5XDZ0_MANLE
OG0004761	sp|Q5T5J6|SWT1_HUMAN	tr|A0A2K5ZME7|A0A2K5ZME7_MANLE
OG0004762	sp|Q5TCQ9|MAGI3_HUMAN	tr|A0A2K5YKF4|A0A2K5YKF4_MANLE
OG0004763	sp|Q6PL24|TMED8_HUMAN	tr|A0A2K5YEH7|A0A2K5YEH7_MANLE
OG0004764	sp|Q6ZMV7|LEKR1_HUMAN	tr|A0A2K5YCG8|A0A2K5YCG8_MANLE
OG0004765	sp|Q6ZNR0|TMM91_HUMAN	tr|A0A2K6A2K1|A0A2K6A2K1_MANLE
OG0004766	sp|Q7RTR2|NLRC3_HUMAN	tr|A0A2K5Y4V4|A0A2K5Y4V4_MANLE
OG0004767	sp|Q7Z3V4|UBE3B_HUMAN	tr|A0A2K5Y5W5|A0A2K5Y5W5_MANLE
OG0004768	sp|Q86UU5|GGN_HUMAN	tr|A0A2K6ACS6|A0A2K6ACS6_MANLE
OG0004769	sp|Q86XP6|GKN2_HUMAN	tr|A0A2K6AEM2|A0A2K6AEM2_MANLE
OG0004770	sp|Q8IZP9|AGRG2_HUMAN	tr|A0A2K5YE53|A0A2K5YE53_MANLE
OG0004771	sp|Q8N8A8|F169B_HUMAN	tr|A0A2K6AGZ3|A0A2K6AGZ3_MANLE
OG0004772	sp|Q8NAT2|TDRD5_HUMAN	tr|A0A2K6ACT4|A0A2K6ACT4_MANLE
OG0004773	sp|Q8TD35|LKAM1_HUMAN	tr|A0A2K5XR89|A0A2K5XR89_MANLE
OG0004774	sp|Q8WVH0|CPLX3_HUMAN	tr|A0A2K5Z1A2|A0A2K5Z1A2_MANLE
OG0004775	sp|Q96AE4|FUBP1_HUMAN	tr|A0A2K5YSB8|A0A2K5YSB8_MANLE
OG0004776	sp|Q96DZ1|ERLEC_HUMAN	tr|A0A2K5Y3L3|A0A2K5Y3L3_MANLE
OG0004777	sp|Q96JW4|S41A2_HUMAN	tr|A0A2K5ZE47|A0A2K5ZE47_MANLE
OG0004778	sp|Q96KB5|TOPK_HUMAN	tr|A0A2K5YGE5|A0A2K5YGE5_MANLE
OG0004779	sp|Q96TA2|YMEL1_HUMAN	tr|A0A2K5ZAT0|A0A2K5ZAT0_MANLE
OG0004780	sp|Q99550|MPP9_HUMAN	tr|A0A2K5ZY79|A0A2K5ZY79_MANLE
OG0004781	sp|Q9BRR6|ADPGK_HUMAN	tr|A0A2K5XLD9|A0A2K5XLD9_MANLE
OG0004782	sp|Q9BUN1|MENT_HUMAN	tr|A0A2K5ZHC0|A0A2K5ZHC0_MANLE
OG0004783	sp|Q9BVP2|GNL3_HUMAN	tr|A0A2K5XVK4|A0A2K5XVK4_MANLE
OG0004784	sp|Q9BXU2|TX13B_HUMAN	tr|A0A2K5Y732|A0A2K5Y732_MANLE
OG0004785	sp|Q9BZI7|REN3B_HUMAN	tr|A0A2K5XHA9|A0A2K5XHA9_MANLE
OG0004786	sp|Q9H7C4|SYNCI_HUMAN	tr|A0A2K5XKS9|A0A2K5XKS9_MANLE
OG0004787	sp|Q9NP73|ALG13_HUMAN	tr|A0A2K5ZYU2|A0A2K5ZYU2_MANLE
OG0004788	sp|Q9NRG9|AAAS_HUMAN	tr|A0A2K5ZEP9|A0A2K5ZEP9_MANLE
OG0004789	sp|Q9NRM1|ENAM_HUMAN	tr|A0A2K5ZY26|A0A2K5ZY26_MANLE
OG0004790	sp|Q9P000|COMD9_HUMAN	tr|A0A2K5YR49|A0A2K5YR49_MANLE
OG0004791	sp|Q9P242|NYAP2_HUMAN	tr|A0A2K5YJQ2|A0A2K5YJQ2_MANLE
OG0004792	sp|Q9UHJ3|SMBT1_HUMAN	tr|A0A2K6AF46|A0A2K6AF46_MANLE
OG0004793	sp|Q9Y3E1|HDGR3_HUMAN	tr|A0A2K5XY06|A0A2K5XY06_MANLE
OG0004794	sp|A0A1B0GVG6|TEX54_HUMAN	tr|A0A2K5Y8G2|A0A2K5Y8G2_MANLE
OG0004795	sp|A2VEC9|SSPO_HUMAN	tr|A0A2K5YCB7|A0A2K5YCB7_MANLE
OG0004796	sp|A6NFA0|F205C_HUMAN	tr|A0A2K5Z9D2|A0A2K5Z9D2_MANLE
OG0004797	sp|A6NMU1|O52A4_HUMAN	tr|A0A2K5YDR5|A0A2K5YDR5_MANLE
OG0004798	sp|A8MW99|MEI4_HUMAN	tr|A0A2K5XUD3|A0A2K5XUD3_MANLE
OG0004799	sp|O00295|TULP2_HUMAN	tr|A0A2K5X9T8|A0A2K5X9T8_MANLE
OG0004800	sp|O14732|IMPA2_HUMAN	tr|A0A2K5Z613|A0A2K5Z613_MANLE
OG0004801	sp|O43324|MCA3_HUMAN	tr|A0A2K5YM71|A0A2K5YM71_MANLE
OG0004802	sp|O43325|LYRM1_HUMAN	tr|A0A2K5ZID8|A0A2K5ZID8_MANLE
OG0004803	sp|O60462|NRP2_HUMAN	tr|A0A2K5Z5G7|A0A2K5Z5G7_MANLE
OG0004804	sp|O60566|BUB1B_HUMAN	tr|A0A2K5XFR9|A0A2K5XFR9_MANLE
OG0004805	sp|O95760|IL33_HUMAN	tr|A0A2K5ZGT7|A0A2K5ZGT7_MANLE
OG0004806	sp|O95831|AIFM1_HUMAN	tr|A0A2K5XDP8|A0A2K5XDP8_MANLE
OG0004807	sp|P04180|LCAT_HUMAN	tr|A0A2K5XJG6|A0A2K5XJG6_MANLE
OG0004808	sp|P0DMB2|CH088_HUMAN	tr|A0A2K5XA56|A0A2K5XA56_MANLE
OG0004809	sp|P14854|CX6B1_HUMAN	tr|A0A2K5Y8L3|A0A2K5Y8L3_MANLE
OG0004810	sp|P16452|EPB42_HUMAN	tr|A0A2K5XHD6|A0A2K5XHD6_MANLE
OG0004811	sp|P19320|VCAM1_HUMAN	tr|A0A2K5ZDW3|A0A2K5ZDW3_MANLE
OG0004812	sp|P40205|NCYM_HUMAN	tr|A0A2K6A1G0|A0A2K6A1G0_MANLE
OG0004813	sp|P63244|RACK1_HUMAN	tr|A0A2K5YQM8|A0A2K5YQM8_MANLE
OG0004814	sp|Q12797|ASPH_HUMAN	tr|A0A2K6ADP4|A0A2K6ADP4_MANLE
OG0004815	sp|Q13395|TARB1_HUMAN	tr|A0A2K6AJU8|A0A2K6AJU8_MANLE
OG0004816	sp|Q14106|TOB2_HUMAN	tr|A0A2K5XHI4|A0A2K5XHI4_MANLE
OG0004817	sp|Q15637|SF01_HUMAN	tr|A0A2K6A085|A0A2K6A085_MANLE
OG0004818	sp|Q15785|TOM34_HUMAN	tr|A0A2K5YT58|A0A2K5YT58_MANLE
OG0004819	sp|Q16363|LAMA4_HUMAN	tr|A0A2K5ZV52|A0A2K5ZV52_MANLE
OG0004820	sp|Q5T0B9|ZN362_HUMAN	tr|A0A2K5Z7J0|A0A2K5Z7J0_MANLE
OG0004821	sp|Q5VWQ8|DAB2P_HUMAN	tr|A0A2K5YAX1|A0A2K5YAX1_MANLE
OG0004822	sp|Q6H8Q1|ABLM2_HUMAN	tr|A0A2K6AJQ9|A0A2K6AJQ9_MANLE
OG0004823	sp|Q6UX53|MET7B_HUMAN	tr|A0A2K5YSK2|A0A2K5YSK2_MANLE
OG0004824	sp|Q6YHK3|CD109_HUMAN	tr|A0A2K5XLH2|A0A2K5XLH2_MANLE
OG0004825	sp|Q7Z3D4|LYSM3_HUMAN	tr|A0A2K5ZWB9|A0A2K5ZWB9_MANLE
OG0004826	sp|Q7Z6M3|MILR1_HUMAN	tr|A0A2K6ABR7|A0A2K6ABR7_MANLE
OG0004827	sp|Q86T26|TM11B_HUMAN	tr|A0A2K5ZRN6|A0A2K5ZRN6_MANLE
OG0004828	sp|Q86VE9|SERC5_HUMAN	tr|A0A2K5Y7N1|A0A2K5Y7N1_MANLE
OG0004829	sp|Q8IUW3|SPA2L_HUMAN	tr|A0A2K5YDX3|A0A2K5YDX3_MANLE
OG0004830	sp|Q8IXM6|NRM_HUMAN	tr|A0A2K5ZWP5|A0A2K5ZWP5_MANLE
OG0004831	sp|Q8IYJ0|PIANP_HUMAN	tr|A0A2K6A6P1|A0A2K6A6P1_MANLE
OG0004832	sp|Q8N4T8|CBR4_HUMAN	tr|A0A2K5Y394|A0A2K5Y394_MANLE
OG0004833	sp|Q8NA31|TERB1_HUMAN	tr|A0A2K5XIV6|A0A2K5XIV6_MANLE
OG0004834	sp|Q8NB42|ZN527_HUMAN	tr|A0A2K5Z761|A0A2K5Z761_MANLE
OG0004835	sp|Q8NF37|PCAT1_HUMAN	tr|A0A2K5XST5|A0A2K5XST5_MANLE
OG0004836	sp|Q8TDX6|CGAT1_HUMAN	tr|A0A2K5Y7G4|A0A2K5Y7G4_MANLE
OG0004837	sp|Q8TEP8|CE192_HUMAN	tr|A0A2K5XVK1|A0A2K5XVK1_MANLE
OG0004838	sp|Q8WX77|IBPL1_HUMAN	tr|A0A2K5YNP0|A0A2K5YNP0_MANLE
OG0004839	sp|Q8WXD9|CSKI1_HUMAN	tr|A0A2K6AK22|A0A2K6AK22_MANLE
OG0004840	sp|Q96AX9|MIB2_HUMAN	tr|A0A2K5Y4X9|A0A2K5Y4X9_MANLE
OG0004841	sp|Q96CM3|RUSD4_HUMAN	tr|A0A2K6A9L3|A0A2K6A9L3_MANLE
OG0004842	sp|Q96DP5|FMT_HUMAN	tr|A0A2K5XHX3|A0A2K5XHX3_MANLE
OG0004843	sp|Q96GX5|GWL_HUMAN	tr|A0A2K6A414|A0A2K6A414_MANLE
OG0004844	sp|Q96Q11|TRNT1_HUMAN	tr|A0A2K5YTP4|A0A2K5YTP4_MANLE
OG0004845	sp|Q99633|PRP18_HUMAN	tr|A0A2K5YHS6|A0A2K5YHS6_MANLE
OG0004846	sp|Q9BPX5|ARP5L_HUMAN	tr|A0A2K5YJU0|A0A2K5YJU0_MANLE
OG0004847	sp|Q9BRJ6|CG050_HUMAN	tr|A0A2K5ZVW7|A0A2K5ZVW7_MANLE
OG0004848	sp|Q9C0F1|CEP44_HUMAN	tr|A0A2K5YIG6|A0A2K5YIG6_MANLE
OG0004849	sp|Q9H0D6|XRN2_HUMAN	tr|A0A2K6A672|A0A2K6A672_MANLE
OG0004850	sp|Q9H0F5|RNF38_HUMAN	tr|A0A2K6A5M3|A0A2K6A5M3_MANLE
OG0004851	sp|Q9H4B4|PLK3_HUMAN	tr|A0A2K6A0H5|A0A2K6A0H5_MANLE
OG0004852	sp|Q9H5V8|CDCP1_HUMAN	tr|A0A2K5Y8S0|A0A2K5Y8S0_MANLE
