Orthogroup	Homo_sapiens	Puma_concolor
OG0003986	sp|P98073|ENTK_HUMAN	tr|A0A6P6H0R7|A0A6P6H0R7_PUMCO
OG0003987	sp|Q12802|AKP13_HUMAN	tr|A0A6P6HHZ3|A0A6P6HHZ3_PUMCO
OG0003988	sp|Q15435|PP1R7_HUMAN	tr|A0A6P6IED3|A0A6P6IED3_PUMCO
OG0003989	sp|Q3SYC2|MOGT2_HUMAN	tr|A0A6P6I9J4|A0A6P6I9J4_PUMCO
OG0003990	sp|Q53HL2|BOREA_HUMAN	tr|A0A6P6IW54|A0A6P6IW54_PUMCO
OG0003991	sp|Q53RY4|KCP3_HUMAN	tr|A0A6P6I5S2|A0A6P6I5S2_PUMCO
OG0003992	sp|Q587J7|TDR12_HUMAN	tr|A0A6P6H431|A0A6P6H431_PUMCO
OG0003993	sp|Q7L804|RFIP2_HUMAN	tr|A0A6P6HE47|A0A6P6HE47_PUMCO
OG0003994	sp|Q8IUF8|RIOX2_HUMAN	tr|A0A6P6H0I8|A0A6P6H0I8_PUMCO
OG0003995	sp|Q8IXS8|F126B_HUMAN	tr|A0A6P6ISZ2|A0A6P6ISZ2_PUMCO
OG0003996	sp|Q8IYI6|EXOC8_HUMAN	tr|A0A6P6H5A0|A0A6P6H5A0_PUMCO
OG0003997	sp|Q8NB50|ZFP62_HUMAN	tr|A0A6P6HUE6|A0A6P6HUE6_PUMCO
OG0003998	sp|Q8NDC4|MORN4_HUMAN	tr|A0A6P6HE43|A0A6P6HE43_PUMCO
OG0003999	sp|Q8TAD7|OCC1_HUMAN	tr|A0A6P6I343|A0A6P6I343_PUMCO
OG0004000	sp|Q8WYQ5|DGCR8_HUMAN	tr|A0A6P6ILP3|A0A6P6ILP3_PUMCO
OG0004001	sp|Q96DB5|RMD1_HUMAN	tr|A0A6P6HRF2|A0A6P6HRF2_PUMCO
OG0004002	sp|Q96IX5|ATPMK_HUMAN	tr|A0A6P6HEW5|A0A6P6HEW5_PUMCO
OG0004003	sp|Q96JE9|MAP6_HUMAN	tr|A0A6P6I8V5|A0A6P6I8V5_PUMCO
OG0004004	sp|Q9BPX1|DHB14_HUMAN	tr|A0A6P6H3J5|A0A6P6H3J5_PUMCO
OG0004005	sp|Q9BRT6|LLPH_HUMAN	tr|A0A6P6I3A4|A0A6P6I3A4_PUMCO
OG0004006	sp|Q9BSE5|SPEB_HUMAN	tr|A0A6P6HYR2|A0A6P6HYR2_PUMCO
OG0004007	sp|Q9BVJ7|DUS23_HUMAN	tr|A0A6P6H6L2|A0A6P6H6L2_PUMCO
OG0004008	sp|Q9BXU9|CABP8_HUMAN	tr|A0A6P6HSP9|A0A6P6HSP9_PUMCO
OG0004009	sp|Q9H008|LHPP_HUMAN	tr|A0A6P6HEG2|A0A6P6HEG2_PUMCO
OG0004010	sp|Q9H1K1|ISCU_HUMAN	tr|A0A6P6IMI6|A0A6P6IMI6_PUMCO
OG0004011	sp|Q9H300|PARL_HUMAN	tr|A0A6P6GZW0|A0A6P6GZW0_PUMCO
OG0004012	sp|Q9H6T3|RPAP3_HUMAN	tr|A0A6P6IDM6|A0A6P6IDM6_PUMCO
OG0004013	sp|Q9H8S5|CCNP_HUMAN	tr|A0A6P6H4E1|A0A6P6H4E1_PUMCO
OG0004014	sp|Q9H9J4|UBP42_HUMAN	tr|A0A6P6HSX8|A0A6P6HSX8_PUMCO
OG0004015	sp|Q9HC10|OTOF_HUMAN	tr|A0A6P6I4D4|A0A6P6I4D4_PUMCO
OG0004016	sp|Q9HCM3|K1549_HUMAN	tr|A0A6P6IAE4|A0A6P6IAE4_PUMCO
OG0004017	sp|Q9NQS3|NECT3_HUMAN	tr|A0A6P6H0U2|A0A6P6H0U2_PUMCO
OG0004018	sp|Q9NS86|LANC2_HUMAN	tr|A0A6P6HU23|A0A6P6HU23_PUMCO
OG0004019	sp|Q9NUJ1|ABHDA_HUMAN	tr|A0A6P6H2N8|A0A6P6H2N8_PUMCO
OG0004020	sp|Q9UBS3|DNJB9_HUMAN	tr|A0A6P6IBX3|A0A6P6IBX3_PUMCO
OG0004021	sp|Q9UQ84|EXO1_HUMAN	tr|A0A6P6I2L7|A0A6P6I2L7_PUMCO
OG0004022	sp|Q9Y5Q9|TF3C3_HUMAN	tr|A0A6P6IVC9|A0A6P6IVC9_PUMCO
OG0004023	sp|Q9Y5Z7|HCFC2_HUMAN	tr|A0A6P6I501|A0A6P6I501_PUMCO
OG0004024	sp|O00622|CCN1_HUMAN	tr|A0A6P6IVW2|A0A6P6IVW2_PUMCO
OG0004025	sp|O43307|ARHG9_HUMAN	tr|A0A6P6INC6|A0A6P6INC6_PUMCO
OG0004026	sp|O94889|KLH18_HUMAN	tr|A0A6P6H8N0|A0A6P6H8N0_PUMCO
OG0004027	sp|O95992|CH25H_HUMAN	tr|A0A6P6H634|A0A6P6H634_PUMCO
OG0004028	sp|P01298|PAHO_HUMAN	tr|A0A6P6HCB2|A0A6P6HCB2_PUMCO
OG0004029	sp|P08574|CY1_HUMAN	tr|A0A6P6HTG8|A0A6P6HTG8_PUMCO
OG0004030	sp|P09603|CSF1_HUMAN	tr|A0A6P6ISR8|A0A6P6ISR8_PUMCO
OG0004031	sp|P50053|KHK_HUMAN	tr|A0A6P6H706|A0A6P6H706_PUMCO
OG0004032	sp|P51959|CCNG1_HUMAN	tr|A0A6P6HV22|A0A6P6HV22_PUMCO
OG0004033	sp|P54257|HAP1_HUMAN	tr|A0A6P6HD87|A0A6P6HD87_PUMCO
OG0004034	sp|P55957|BID_HUMAN	tr|A0A6P6IGE9|A0A6P6IGE9_PUMCO
OG0004035	sp|P56373|P2RX3_HUMAN	tr|A0A6P6I777|A0A6P6I777_PUMCO
OG0004036	sp|P60509|ERB1_HUMAN	tr|A0A6P6HMP3|A0A6P6HMP3_PUMCO
OG0004037	sp|P82909|KGD4_HUMAN	tr|A0A6P6HY80|A0A6P6HY80_PUMCO
OG0004038	sp|Q01151|CD83_HUMAN	tr|A0A6P6HAY8|A0A6P6HAY8_PUMCO
OG0004039	sp|Q10713|MPPA_HUMAN	tr|A0A6P6HUR3|A0A6P6HUR3_PUMCO
OG0004040	sp|Q14549|GBX1_HUMAN	tr|A0A6P6IAH4|A0A6P6IAH4_PUMCO
OG0004041	sp|Q2L4Q9|PRS53_HUMAN	tr|A0A6P6HKV6|A0A6P6HKV6_PUMCO
OG0004042	sp|Q68CJ9|CR3L3_HUMAN	tr|A0A6P6H7W3|A0A6P6H7W3_PUMCO
OG0004043	sp|Q6ZMP0|THSD4_HUMAN	tr|A0A6P6HJ24|A0A6P6HJ24_PUMCO
OG0004044	sp|Q6ZQQ6|WDR87_HUMAN	tr|A0A6P6H5D1|A0A6P6H5D1_PUMCO
OG0004045	sp|Q7L2K0|TEDC2_HUMAN	tr|A0A6P6HA70|A0A6P6HA70_PUMCO
OG0004046	sp|Q8IUG5|MY18B_HUMAN	tr|A0A6P6IM61|A0A6P6IM61_PUMCO
OG0004047	sp|Q8N1L9|BATF2_HUMAN	tr|A0A6P6H788|A0A6P6H788_PUMCO
OG0004048	sp|Q8N302|AGGF1_HUMAN	tr|A0A6P6HXS4|A0A6P6HXS4_PUMCO
OG0004049	sp|Q8N5U0|CK042_HUMAN	tr|A0A6P6ID10|A0A6P6ID10_PUMCO
OG0004050	sp|Q8N8E3|CE112_HUMAN	tr|A0A6P6I5M9|A0A6P6I5M9_PUMCO
OG0004051	sp|Q8NA23|WDR31_HUMAN	tr|A0A6P6H0N5|A0A6P6H0N5_PUMCO
OG0004052	sp|Q8NEZ2|VP37A_HUMAN	tr|A0A6P6IL16|A0A6P6IL16_PUMCO
OG0004053	sp|Q8NFH4|NUP37_HUMAN	tr|A0A6P6I465|A0A6P6I465_PUMCO
OG0004054	sp|Q8TDY4|ASAP3_HUMAN	tr|A0A6P6I0C5|A0A6P6I0C5_PUMCO
OG0004055	sp|Q92828|COR2A_HUMAN	tr|A0A6P6H8S8|A0A6P6H8S8_PUMCO
OG0004056	sp|Q96DE0|NUD16_HUMAN	tr|A0A6P6H082|A0A6P6H082_PUMCO
OG0004057	sp|Q96EH3|MASU1_HUMAN	tr|A0A6P6IC81|A0A6P6IC81_PUMCO
OG0004058	sp|Q96LM9|CT173_HUMAN	tr|A0A6P6IKX0|A0A6P6IKX0_PUMCO
OG0004059	sp|Q9BPY3|F118B_HUMAN	tr|A0A6P6IBI0|A0A6P6IBI0_PUMCO
OG0004060	sp|Q9H0Q3|FXYD6_HUMAN	tr|A0A6P6I9H7|A0A6P6I9H7_PUMCO
OG0004061	sp|Q9H2M9|RBGPR_HUMAN	tr|A0A6P6I644|A0A6P6I644_PUMCO
OG0004062	sp|Q9H4I9|EMRE_HUMAN	tr|A0A6P6I320|A0A6P6I320_PUMCO
OG0004063	sp|Q9HBE5|IL21R_HUMAN	tr|A0A6P6HKN1|A0A6P6HKN1_PUMCO
OG0004064	sp|Q9NP99|TREM1_HUMAN	tr|A0A6P6HYQ8|A0A6P6HYQ8_PUMCO
OG0004065	sp|Q9NSU2|TREX1_HUMAN	tr|A0A6P6HAB5|A0A6P6HAB5_PUMCO
OG0004066	sp|Q9UKG1|DP13A_HUMAN	tr|A0A6P6H7Q2|A0A6P6H7Q2_PUMCO
OG0004067	sp|Q9UKU6|TRHDE_HUMAN	tr|A0A6P6I341|A0A6P6I341_PUMCO
OG0004068	sp|Q9UN30|SCML1_HUMAN	tr|A0A6P6IQ64|A0A6P6IQ64_PUMCO
OG0004069	sp|Q9Y6A1|POMT1_HUMAN	tr|A0A6P6HSP0|A0A6P6HSP0_PUMCO
OG0004070	sp|A6NN90|CB081_HUMAN	tr|A0A6P6IMW6|A0A6P6IMW6_PUMCO
OG0004071	sp|A8MYU2|KCNU1_HUMAN	tr|A0A6P6HPR7|A0A6P6HPR7_PUMCO
OG0004072	sp|O43900|PRIC3_HUMAN	tr|A0A6P6IT26|A0A6P6IT26_PUMCO
OG0004073	sp|P19174|PLCG1_HUMAN	tr|A0A6P6IJN3|A0A6P6IJN3_PUMCO
OG0004074	sp|P20849|CO9A1_HUMAN	tr|A0A6P6I168|A0A6P6I168_PUMCO
OG0004075	sp|P21912|SDHB_HUMAN	tr|A0A6P6ISA5|A0A6P6ISA5_PUMCO
OG0004076	sp|P32745|SSR3_HUMAN	tr|A0A6P6I4M8|A0A6P6I4M8_PUMCO
OG0004077	sp|P36955|PEDF_HUMAN	tr|A0A6P6H8N3|A0A6P6H8N3_PUMCO
OG0004078	sp|P40189|IL6RB_HUMAN	tr|A0A6P6HVL7|A0A6P6HVL7_PUMCO
OG0004079	sp|P43034|LIS1_HUMAN	tr|A0A6P6HHY7|A0A6P6HHY7_PUMCO
OG0004080	sp|P48506|GSH1_HUMAN	tr|A0A6P6HZA7|A0A6P6HZA7_PUMCO
OG0004081	sp|P51798|CLCN7_HUMAN	tr|A0A6P6H9Y1|A0A6P6H9Y1_PUMCO
OG0004082	sp|P55056|APOC4_HUMAN	tr|A0A6P6H5N0|A0A6P6H5N0_PUMCO
OG0004083	sp|P55072|TERA_HUMAN	tr|A0A6P6GVL7|A0A6P6GVL7_PUMCO
OG0004084	sp|P55084|ECHB_HUMAN	tr|A0A6P6I573|A0A6P6I573_PUMCO
OG0004085	sp|P58062|ISK7_HUMAN	tr|A0A6P6HYM9|A0A6P6HYM9_PUMCO
OG0004086	sp|Q03933|HSF2_HUMAN	tr|A0A6P6HZU6|A0A6P6HZU6_PUMCO
OG0004087	sp|Q14249|NUCG_HUMAN	tr|A0A6P6H187|A0A6P6H187_PUMCO
OG0004088	sp|Q16587|ZNF74_HUMAN	tr|A0A6P6IQJ4|A0A6P6IQJ4_PUMCO
OG0004089	sp|Q17RS7|GEN_HUMAN	tr|A0A6P6I5V4|A0A6P6I5V4_PUMCO
OG0004090	sp|Q1RN00|YC018_HUMAN	tr|A0A6P6H334|A0A6P6H334_PUMCO
OG0004091	sp|Q53SF7|COBL1_HUMAN	tr|A0A6P6I9L4|A0A6P6I9L4_PUMCO
OG0004092	sp|Q5SZD1|CF141_HUMAN	tr|A0A6P6I258|A0A6P6I258_PUMCO
OG0004093	sp|Q5VUB5|F1711_HUMAN	tr|A0A6P6IF36|A0A6P6IF36_PUMCO
OG0004094	sp|Q6DT37|MRCKG_HUMAN	tr|A0A6P6H6J0|A0A6P6H6J0_PUMCO
OG0004095	sp|Q6IWH7|ANO7_HUMAN	tr|A0A6P6IEH0|A0A6P6IEH0_PUMCO
OG0004096	sp|Q6UE05|TM270_HUMAN	tr|A0A6P6HSQ8|A0A6P6HSQ8_PUMCO
OG0004097	sp|Q6ZT21|TMPPE_HUMAN	tr|A0A6P6H3H0|A0A6P6H3H0_PUMCO
OG0004098	sp|Q7Z2K6|ERMP1_HUMAN	tr|A0A6P6IGF3|A0A6P6IGF3_PUMCO
OG0004099	sp|Q7Z6J8|UBE3D_HUMAN	tr|A0A6P6HYX7|A0A6P6HYX7_PUMCO
OG0004100	sp|Q86YQ2|LATH_HUMAN	tr|A0A6P6IN00|A0A6P6IN00_PUMCO
OG0004101	sp|Q8IZ26|ZNF34_HUMAN	tr|A0A6P6HRQ7|A0A6P6HRQ7_PUMCO
OG0004102	sp|Q8NEN9|PDZD8_HUMAN	tr|A0A6P6HFN0|A0A6P6HFN0_PUMCO
OG0004103	sp|Q8TCN5|ZN507_HUMAN	tr|A0A6P6H573|A0A6P6H573_PUMCO
OG0004104	sp|Q8WUB2|F216A_HUMAN	tr|A0A6P6IN74|A0A6P6IN74_PUMCO
OG0004105	sp|Q96E29|MTEF3_HUMAN	tr|A0A6P6HRN6|A0A6P6HRN6_PUMCO
OG0004106	sp|Q96HR3|MED30_HUMAN	tr|A0A6P6HRY1|A0A6P6HRY1_PUMCO
OG0004107	sp|Q96KR4|LMLN_HUMAN	tr|A0A6P6H0B2|A0A6P6H0B2_PUMCO
OG0004108	sp|Q96MH7|CE034_HUMAN	tr|A0A6P6HYK7|A0A6P6HYK7_PUMCO
OG0004109	sp|Q96QC0|PP1RA_HUMAN	tr|A0A6P6HBZ5|A0A6P6HBZ5_PUMCO
OG0004110	sp|Q96R05|RET7_HUMAN	tr|A0A6P6GYJ8|A0A6P6GYJ8_PUMCO
OG0004111	sp|Q9BR26|OCSTP_HUMAN	tr|A0A6P6IM48|A0A6P6IM48_PUMCO
OG0004112	sp|Q9H6V9|LDAH_HUMAN	tr|A0A6P6I5R7|A0A6P6I5R7_PUMCO
OG0004113	sp|Q9H8U3|ZFAN3_HUMAN	tr|A0A6P6I1P6|A0A6P6I1P6_PUMCO
OG0004114	sp|Q9NP71|MLXPL_HUMAN	tr|A0A6P6HUL1|A0A6P6HUL1_PUMCO
OG0004115	sp|Q9NPG8|ZDHC4_HUMAN	tr|A0A6P6HTG6|A0A6P6HTG6_PUMCO
OG0004116	sp|Q9NQB0|TF7L2_HUMAN	tr|A0A6P6HCR1|A0A6P6HCR1_PUMCO
OG0004117	sp|Q9NQW8|CNGB3_HUMAN	tr|A0A6P6HSF2|A0A6P6HSF2_PUMCO
OG0004118	sp|Q9NXU5|ARL15_HUMAN	tr|A0A6P6HYY0|A0A6P6HYY0_PUMCO
OG0004119	sp|Q9NYS7|WSB2_HUMAN	tr|A0A6P6IL85|A0A6P6IL85_PUMCO
OG0004120	sp|Q9P0U1|TOM7_HUMAN	tr|A0A6P6H064|A0A6P6H064_PUMCO
OG0004121	sp|Q9UHR5|S30BP_HUMAN	tr|A0A6P6I8E3|A0A6P6I8E3_PUMCO
OG0004122	sp|Q9ULI3|HEG1_HUMAN	tr|A0A6P6H185|A0A6P6H185_PUMCO
OG0004123	sp|Q9UQP3|TENN_HUMAN	tr|A0A6P6HP64|A0A6P6HP64_PUMCO
OG0004124	sp|Q9UQR0|SCML2_HUMAN	tr|A0A6P6IQI3|A0A6P6IQI3_PUMCO
OG0004125	sp|Q9Y215|COLQ_HUMAN	tr|A0A6P6H1X5|A0A6P6H1X5_PUMCO
OG0004126	sp|Q9Y2J4|AMOL2_HUMAN	tr|A0A6P6H051|A0A6P6H051_PUMCO
OG0004127	sp|A0A1B0GV85|RELD1_HUMAN	tr|A0A6P6HR00|A0A6P6HR00_PUMCO
OG0004128	sp|A2A3K4|PTPC1_HUMAN	tr|A0A6P6IGE3|A0A6P6IGE3_PUMCO
OG0004129	sp|A2CJ06|DYTN_HUMAN	tr|A0A6P6GYF7|A0A6P6GYF7_PUMCO
OG0004130	sp|A8MZ26|EFCB9_HUMAN	tr|A0A6P6HUT6|A0A6P6HUT6_PUMCO
OG0004132	sp|O94856|NFASC_HUMAN	tr|A0A6P6HM48|A0A6P6HM48_PUMCO
OG0004133	sp|P06744|G6PI_HUMAN	tr|A0A6P6H2N4|A0A6P6H2N4_PUMCO
OG0004134	sp|P07333|CSF1R_HUMAN	tr|A0A6P6HWP6|A0A6P6HWP6_PUMCO
OG0004135	sp|P0C645|OR4E1_HUMAN	tr|A0A6P6HJN6|A0A6P6HJN6_PUMCO
OG0004136	sp|P0C6T2|OST4_HUMAN	tr|A0A6P6H807|A0A6P6H807_PUMCO
OG0004137	sp|P61165|TM258_HUMAN	tr|A0A6P6H6S4|A0A6P6H6S4_PUMCO
OG0004138	sp|P63173|RL38_HUMAN	tr|A0A6P6HF83|A0A6P6HF83_PUMCO
OG0004139	sp|Q12888|TP53B_HUMAN	tr|A0A6P6HFP1|A0A6P6HFP1_PUMCO
OG0004140	sp|Q12907|LMAN2_HUMAN	tr|A0A6P6HWZ9|A0A6P6HWZ9_PUMCO
OG0004141	sp|Q13823|NOG2_HUMAN	tr|A0A6P6IQS3|A0A6P6IQS3_PUMCO
OG0004142	sp|Q13873|BMPR2_HUMAN	tr|A0A6P6IQ74|A0A6P6IQ74_PUMCO
OG0004143	sp|Q14520|HABP2_HUMAN	tr|A0A6P6HF82|A0A6P6HF82_PUMCO
OG0004144	sp|Q15361|TTF1_HUMAN	tr|A0A6P6IVE3|A0A6P6IVE3_PUMCO
OG0004145	sp|Q15942|ZYX_HUMAN	tr|A0A6P6IAE7|A0A6P6IAE7_PUMCO
OG0004146	sp|Q5HYJ1|TECRL_HUMAN	tr|A0A6P6HQ25|A0A6P6HQ25_PUMCO
OG0004147	sp|Q5JTZ5|CI152_HUMAN	tr|A0A6P6H4B3|A0A6P6H4B3_PUMCO
OG0004148	sp|Q6ZMI0|PPR21_HUMAN	tr|A0A6P6IHQ7|A0A6P6IHQ7_PUMCO
OG0004149	sp|Q6ZU64|CFA65_HUMAN	tr|A0A6P6ICF5|A0A6P6ICF5_PUMCO
OG0004150	sp|Q86VW0|SESD1_HUMAN	tr|A0A6P6IP10|A0A6P6IP10_PUMCO
OG0004151	sp|Q86X45|DAA11_HUMAN	tr|A0A6P6HS36|A0A6P6HS36_PUMCO
OG0004152	sp|Q86XP3|DDX42_HUMAN	tr|A0A6P6I5M3|A0A6P6I5M3_PUMCO
OG0004153	sp|Q86Y79|PTH_HUMAN	tr|A0A6P6H1R2|A0A6P6H1R2_PUMCO
OG0004154	sp|Q86YD3|TMM25_HUMAN	tr|A0A6P6IAW3|A0A6P6IAW3_PUMCO
OG0004155	sp|Q8IY63|AMOL1_HUMAN	tr|A0A6P6I7Z6|A0A6P6I7Z6_PUMCO
OG0004156	sp|Q8N4M1|CTL3_HUMAN	tr|A0A6P6I581|A0A6P6I581_PUMCO
OG0004157	sp|Q8N635|MEIOB_HUMAN	tr|A0A6P6HBE4|A0A6P6HBE4_PUMCO
OG0004158	sp|Q8TAM2|TTC8_HUMAN	tr|A0A6P6HFG8|A0A6P6HFG8_PUMCO
OG0004159	sp|Q8TCB0|IFI44_HUMAN	tr|A0A6P6I4I0|A0A6P6I4I0_PUMCO
OG0004160	sp|Q8WUM0|NU133_HUMAN	tr|A0A6P6H600|A0A6P6H600_PUMCO
OG0004161	sp|Q8WZ04|TOMT_HUMAN	tr|A0A6P6I7B9|A0A6P6I7B9_PUMCO
OG0004162	sp|Q92843|B2CL2_HUMAN	tr|A0A6P6HGX6|A0A6P6HGX6_PUMCO
OG0004163	sp|Q92890|UFD1_HUMAN	tr|A0A6P6ILA2|A0A6P6ILA2_PUMCO
OG0004164	sp|Q92900|RENT1_HUMAN	tr|A0A6P6H8H7|A0A6P6H8H7_PUMCO
OG0004165	sp|Q96C24|SYTL4_HUMAN	tr|A0A6P6IPZ4|A0A6P6IPZ4_PUMCO
OG0004166	sp|Q96HV5|TM41A_HUMAN	tr|A0A6P6H0A4|A0A6P6H0A4_PUMCO
OG0004167	sp|Q99685|MGLL_HUMAN	tr|A0A6P6HPT1|A0A6P6HPT1_PUMCO
OG0004168	sp|Q9BV81|EMC6_HUMAN	tr|A0A6P6H9P4|A0A6P6H9P4_PUMCO
OG0004169	sp|Q9BXU1|STK31_HUMAN	tr|A0A6P6IEX8|A0A6P6IEX8_PUMCO
OG0004170	sp|Q9H511|KLH31_HUMAN	tr|A0A6P6I0L1|A0A6P6I0L1_PUMCO
OG0004171	sp|Q9HCH0|NCK5L_HUMAN	tr|A0A6P6IEG5|A0A6P6IEG5_PUMCO
OG0004172	sp|Q9NXW2|DJB12_HUMAN	tr|A0A6P6HE26|A0A6P6HE26_PUMCO
OG0004173	sp|Q9P219|DAPLE_HUMAN	tr|A0A6P6HH89|A0A6P6HH89_PUMCO
OG0004174	sp|Q9UJU3|ZN112_HUMAN	tr|A0A6P6H500|A0A6P6H500_PUMCO
OG0004175	sp|Q9UKD2|MRT4_HUMAN	tr|A0A6P6GVX3|A0A6P6GVX3_PUMCO
OG0004176	sp|Q9UKK3|PARP4_HUMAN	tr|A0A6P6HXL0|A0A6P6HXL0_PUMCO
OG0004177	sp|Q9UKP3|ITBP2_HUMAN	tr|A0A6P6IQ17|A0A6P6IQ17_PUMCO
OG0004178	sp|Q9UKR0|KLK12_HUMAN	tr|A0A6P6H4H2|A0A6P6H4H2_PUMCO
OG0004179	sp|Q9Y4B5|MTCL1_HUMAN	tr|A0A6P6IH70|A0A6P6IH70_PUMCO
OG0004180	sp|Q9Y4R8|TELO2_HUMAN	tr|A0A6P6HAQ7|A0A6P6HAQ7_PUMCO
OG0004181	sp|A0A087WTH1|TM265_HUMAN	tr|A0A6P6HMI4|A0A6P6HMI4_PUMCO
OG0004182	sp|A0A0D9SF12|CC163_HUMAN	tr|A0A6P6I5K6|A0A6P6I5K6_PUMCO
OG0004183	sp|A0A1W2PR48|TLE7_HUMAN	tr|A0A6P6HM25|A0A6P6HM25_PUMCO
OG0004184	sp|A6NDD5|SYN1L_HUMAN	tr|A0A6P6HIU3|A0A6P6HIU3_PUMCO
OG0004185	sp|O00110|OVOL3_HUMAN	tr|A0A6P6H4X9|A0A6P6H4X9_PUMCO
OG0004186	sp|O00341|EAA5_HUMAN	tr|A0A6P6ILC8|A0A6P6ILC8_PUMCO
OG0004187	sp|O43670|ZN207_HUMAN	tr|A0A6P6H660|A0A6P6H660_PUMCO
OG0004188	sp|O60494|CUBN_HUMAN	tr|A0A6P6IG68|A0A6P6IG68_PUMCO
OG0004189	sp|O60667|FAIM3_HUMAN	tr|A0A6P6HLY3|A0A6P6HLY3_PUMCO
OG0004190	sp|O75129|ASTN2_HUMAN	tr|A0A6P6GZ01|A0A6P6GZ01_PUMCO
OG0004191	sp|O95084|PRS23_HUMAN	tr|A0A6P6ICN0|A0A6P6ICN0_PUMCO
OG0004192	sp|P00813|ADA_HUMAN	tr|A0A6P6IK05|A0A6P6IK05_PUMCO
OG0004193	sp|P07814|SYEP_HUMAN	tr|A0A6P6I655|A0A6P6I655_PUMCO
OG0004194	sp|P0C851|PIRT_HUMAN	tr|A0A6P6HKB5|A0A6P6HKB5_PUMCO
OG0004195	sp|P18124|RL7_HUMAN	tr|A0A6P6HS85|A0A6P6HS85_PUMCO
OG0004196	sp|P24588|AKAP5_HUMAN	tr|A0A6P6HJR9|A0A6P6HJR9_PUMCO
OG0004197	sp|P26045|PTN3_HUMAN	tr|A0A6P6HYU4|A0A6P6HYU4_PUMCO
OG0004198	sp|P47914|RL29_HUMAN	tr|A0A6P6H818|A0A6P6H818_PUMCO
OG0004199	sp|Q02127|PYRD_HUMAN	tr|A0A6P6HL79|A0A6P6HL79_PUMCO
OG0004200	sp|Q0VD83|APOBR_HUMAN	tr|A0A6P6HJ32|A0A6P6HJ32_PUMCO
OG0004201	sp|Q15018|ABRX2_HUMAN	tr|A0A6P6HDX3|A0A6P6HDX3_PUMCO
OG0004202	sp|Q5TA31|RN187_HUMAN	tr|A0A6P6HKV1|A0A6P6HKV1_PUMCO
OG0004203	sp|Q6ZN28|MACC1_HUMAN	tr|A0A6P6IBZ3|A0A6P6IBZ3_PUMCO
OG0004204	sp|Q6ZUA9|MROH5_HUMAN	tr|A0A6P6HSM4|A0A6P6HSM4_PUMCO
OG0004205	sp|Q7L0X0|TRIL_HUMAN	tr|A0A6P6IC51|A0A6P6IC51_PUMCO
OG0004206	sp|Q7Z6I5|SPT12_HUMAN	tr|A0A6P6H7S8|A0A6P6H7S8_PUMCO
OG0004207	sp|Q7Z7F0|KHDC4_HUMAN	tr|A0A6P6H5F1|A0A6P6H5F1_PUMCO
OG0004208	sp|Q7Z7G0|TARSH_HUMAN	tr|A0A6P6H0W8|A0A6P6H0W8_PUMCO
OG0004209	sp|Q8IWD4|CC117_HUMAN	tr|A0A6P6IQP7|A0A6P6IQP7_PUMCO
OG0004210	sp|Q8IYW4|ENTD1_HUMAN	tr|A0A6P6I2C6|A0A6P6I2C6_PUMCO
OG0004211	sp|Q8IYX7|SAXO1_HUMAN	tr|A0A6P6H3M6|A0A6P6H3M6_PUMCO
OG0004212	sp|Q8N148|OR6V1_HUMAN	tr|A0A6P6IA11|A0A6P6IA11_PUMCO
OG0004213	sp|Q8NES8|DB124_HUMAN	tr|A0A6P6IJ80|A0A6P6IJ80_PUMCO
OG0004214	sp|Q8NGQ6|OR9I1_HUMAN	tr|A0A6P6I9E1|A0A6P6I9E1_PUMCO
OG0004215	sp|Q8NHS1|CLDN2_HUMAN	tr|A0A6P6H359|A0A6P6H359_PUMCO
OG0004216	sp|Q8TBC4|UBA3_HUMAN	tr|A0A6P6H9K4|A0A6P6H9K4_PUMCO
OG0004217	sp|Q8TCG1|CIP2A_HUMAN	tr|A0A6P6H0M4|A0A6P6H0M4_PUMCO
OG0004218	sp|Q8WV99|ZFN2B_HUMAN	tr|A0A6P6IJ96|A0A6P6IJ96_PUMCO
OG0004219	sp|Q8WWZ7|ABCA5_HUMAN	tr|A0A6P6I5C6|A0A6P6I5C6_PUMCO
OG0004220	sp|Q969Z4|TR19L_HUMAN	tr|A0A6P6I9J3|A0A6P6I9J3_PUMCO
OG0004221	sp|Q96C92|ENTR1_HUMAN	tr|A0A6P6HSH7|A0A6P6HSH7_PUMCO
OG0004222	sp|Q96M60|F227B_HUMAN	tr|A0A6P6HG24|A0A6P6HG24_PUMCO
OG0004223	sp|Q96NN9|AIFM3_HUMAN	tr|A0A6P6IN89|A0A6P6IN89_PUMCO
OG0004224	sp|Q96NR3|PTHD1_HUMAN	tr|A0A6P6IU17|A0A6P6IU17_PUMCO
OG0004225	sp|Q99720|SGMR1_HUMAN	tr|A0A6P6ISB5|A0A6P6ISB5_PUMCO
OG0004226	sp|Q99933|BAG1_HUMAN	tr|A0A6P6HFH7|A0A6P6HFH7_PUMCO
OG0004227	sp|Q9BYZ8|REG4_HUMAN	tr|A0A6P6GXT1|A0A6P6GXT1_PUMCO
OG0004228	sp|Q9BZD6|TMG4_HUMAN	tr|A0A6P6I9M9|A0A6P6I9M9_PUMCO
OG0004229	sp|Q9C0A6|SETD5_HUMAN	tr|A0A6P6HNQ5|A0A6P6HNQ5_PUMCO
OG0004230	sp|Q9H239|MMP28_HUMAN	tr|A0A6P6HCM4|A0A6P6HCM4_PUMCO
