Orthogroup	Homo_sapiens	Molossus_molossus
OG0007927	sp|Q9ULI4|KI26A_HUMAN	tr|A0A7J8JW66|A0A7J8JW66_MOLMO
OG0007928	sp|Q9Y253|POLH_HUMAN	tr|A0A7J8GSA3|A0A7J8GSA3_MOLMO
OG0007929	sp|Q9Y426|C2CD2_HUMAN	tr|A0A7J8HYU8|A0A7J8HYU8_MOLMO
OG0007930	sp|Q9Y6C2|EMIL1_HUMAN	tr|A0A7J8E1U7|A0A7J8E1U7_MOLMO
OG0007931	tr|A0A1B0GVY2|A0A1B0GVY2_HUMAN	tr|A0A7J8FV18|A0A7J8FV18_MOLMO
OG0007932	sp|A0PJX8|TMM82_HUMAN	tr|A0A7J8FCF2|A0A7J8FCF2_MOLMO
OG0007933	sp|A6PVL3|KNCN_HUMAN	tr|A0A7J8F8J8|A0A7J8F8J8_MOLMO
OG0007934	sp|E9PQX1|TM262_HUMAN	tr|A0A7J8EV77|A0A7J8EV77_MOLMO
OG0007935	sp|O15394|NCAM2_HUMAN	tr|A0A7J8I0N8|A0A7J8I0N8_MOLMO
OG0007936	sp|O60216|RAD21_HUMAN	tr|A0A7J8DUF8|A0A7J8DUF8_MOLMO
OG0007937	sp|O94907|DKK1_HUMAN	tr|A0A7J8DP30|A0A7J8DP30_MOLMO
OG0007938	sp|O95197|RTN3_HUMAN	tr|A0A7J8EU66|A0A7J8EU66_MOLMO
OG0007939	sp|P02786|TFR1_HUMAN	tr|A0A7J8I2Y7|A0A7J8I2Y7_MOLMO
OG0007940	sp|P08476|INHBA_HUMAN	tr|A0A7J8HCF7|A0A7J8HCF7_MOLMO
OG0007941	sp|P08620|FGF4_HUMAN	tr|A0A7J8ERC1|A0A7J8ERC1_MOLMO
OG0007942	sp|P12074|CX6A1_HUMAN	tr|A0A7J8BX19|A0A7J8BX19_MOLMO
OG0007943	sp|P53041|PPP5_HUMAN	tr|A0A7J8CA83|A0A7J8CA83_MOLMO
OG0007944	sp|P53803|RPAB4_HUMAN	tr|A0A7J8DUB7|A0A7J8DUB7_MOLMO
OG0007945	sp|P58546|MTPN_HUMAN	tr|A0A7J8HCG1|A0A7J8HCG1_MOLMO
OG0007946	sp|P61289|PSME3_HUMAN	tr|A0A7J8D1C3|A0A7J8D1C3_MOLMO
OG0007947	sp|P61952|GBG11_HUMAN	tr|A0A7J8HC68|A0A7J8HC68_MOLMO
OG0007948	sp|Q08380|LG3BP_HUMAN	tr|A0A7J8CYT3|A0A7J8CYT3_MOLMO
OG0007949	sp|Q12849|GRSF1_HUMAN	tr|A0A7J8JTT5|A0A7J8JTT5_MOLMO
OG0007950	sp|Q12988|HSPB3_HUMAN	tr|A0A7J8IZ60|A0A7J8IZ60_MOLMO
OG0007951	sp|Q13508|NAR3_HUMAN	tr|A0A7J8JRH6|A0A7J8JRH6_MOLMO
OG0007952	sp|Q13561|DCTN2_HUMAN	tr|A0A7J8FWR3|A0A7J8FWR3_MOLMO
OG0007953	sp|Q14157|UBP2L_HUMAN	tr|A0A7J8CV14|A0A7J8CV14_MOLMO
OG0007954	sp|Q14938|NFIX_HUMAN	tr|A0A7J8IAZ9|A0A7J8IAZ9_MOLMO
OG0007955	sp|Q14993|COJA1_HUMAN	tr|A0A7J8GPY4|A0A7J8GPY4_MOLMO
OG0007956	sp|Q14CM0|FRPD4_HUMAN	tr|A0A7J8J5J8|A0A7J8J5J8_MOLMO
OG0007957	sp|Q15628|TRADD_HUMAN	tr|A0A7J8CBM7|A0A7J8CBM7_MOLMO
OG0007958	sp|Q16288|NTRK3_HUMAN	tr|A0A7J8BLU6|A0A7J8BLU6_MOLMO
OG0007959	sp|Q16719|KYNU_HUMAN	tr|A0A7J8FRX1|A0A7J8FRX1_MOLMO
OG0007960	sp|Q16825|PTN21_HUMAN	tr|A0A7J8JS09|A0A7J8JS09_MOLMO
OG0007961	sp|Q17R89|RHG44_HUMAN	tr|A0A7J8CW27|A0A7J8CW27_MOLMO
OG0007962	sp|Q17RD7|SYT16_HUMAN	tr|A0A7J8K2I9|A0A7J8K2I9_MOLMO
OG0007963	sp|Q3KRA9|ALKB6_HUMAN	tr|A0A7J8C5C7|A0A7J8C5C7_MOLMO
OG0007964	sp|Q5TGI4|SAMD5_HUMAN	tr|A0A7J8GTR2|A0A7J8GTR2_MOLMO
OG0007965	sp|Q5VT52|RPRD2_HUMAN	tr|A0A7J8CTZ0|A0A7J8CTZ0_MOLMO
OG0007966	sp|Q5VYX0|RNLS_HUMAN	tr|A0A7J8DR71|A0A7J8DR71_MOLMO
OG0007967	sp|Q6P4F1|FUT10_HUMAN	tr|A0A7J8GKH0|A0A7J8GKH0_MOLMO
OG0007968	sp|Q6ZN18|AEBP2_HUMAN	tr|A0A7J8FVT1|A0A7J8FVT1_MOLMO
OG0007969	sp|Q6ZUT6|CCD9B_HUMAN	tr|A0A7J8JST0|A0A7J8JST0_MOLMO
OG0007970	sp|Q76G19|PDZD4_HUMAN	tr|A0A7J8J8J8|A0A7J8J8J8_MOLMO
OG0007971	sp|Q86UX7|URP2_HUMAN	tr|A0A7J8ER54|A0A7J8ER54_MOLMO
OG0007972	sp|Q86YP4|P66A_HUMAN	tr|A0A7J8I6B0|A0A7J8I6B0_MOLMO
OG0007973	sp|Q8IYR2|SMYD4_HUMAN	tr|A0A7J8D226|A0A7J8D226_MOLMO
OG0007974	sp|Q8N283|ANR35_HUMAN	tr|A0A7J8CP62|A0A7J8CP62_MOLMO
OG0007975	sp|Q8N3A8|PARP8_HUMAN	tr|A0A7J8J108|A0A7J8J108_MOLMO
OG0007976	sp|Q8N912|NRAC_HUMAN	tr|A0A7J8JSX0|A0A7J8JSX0_MOLMO
OG0007977	sp|Q8NFC6|BD1L1_HUMAN	tr|A0A7J8JQZ0|A0A7J8JQZ0_MOLMO
OG0007978	sp|Q8NGR4|OR5C1_HUMAN	tr|A0A7J8EG09|A0A7J8EG09_MOLMO
OG0007979	sp|Q8TC99|FNDC8_HUMAN	tr|A0A7J8CXS8|A0A7J8CXS8_MOLMO
OG0007980	sp|Q969V6|MRTFA_HUMAN	tr|A0A7J8FZP9|A0A7J8FZP9_MOLMO
OG0007981	sp|Q96A99|PTX4_HUMAN	tr|A0A7J8J3Q8|A0A7J8J3Q8_MOLMO
OG0007982	sp|Q96BR1|SGK3_HUMAN	tr|A0A7J8DUX7|A0A7J8DUX7_MOLMO
OG0007983	sp|Q96DW6|S2538_HUMAN	tr|A0A7J8DDI0|A0A7J8DDI0_MOLMO
OG0007984	sp|Q96GF1|RN185_HUMAN	tr|A0A7J8BZG9|A0A7J8BZG9_MOLMO
OG0007985	sp|Q96K78|AGRG7_HUMAN	tr|A0A7J8HXG0|A0A7J8HXG0_MOLMO
OG0007986	sp|Q96RQ3|MCCA_HUMAN	tr|A0A7J8I1G3|A0A7J8I1G3_MOLMO
OG0007987	sp|Q96RS0|TGS1_HUMAN	tr|A0A7J8DV09|A0A7J8DV09_MOLMO
OG0007988	sp|Q99698|LYST_HUMAN	tr|A0A7J8BMC7|A0A7J8BMC7_MOLMO
OG0007989	sp|Q99835|SMO_HUMAN	tr|A0A7J8HF41|A0A7J8HF41_MOLMO
OG0007990	sp|Q9BRD0|BUD13_HUMAN	tr|A0A7J8END7|A0A7J8END7_MOLMO
OG0007991	sp|Q9BWQ8|LFG2_HUMAN	tr|A0A7J8FX81|A0A7J8FX81_MOLMO
OG0007992	sp|Q9BYV7|BCDO2_HUMAN	tr|A0A7J8ENU6|A0A7J8ENU6_MOLMO
OG0007993	sp|Q9BZS1|FOXP3_HUMAN	tr|A0A7J8J5D3|A0A7J8J5D3_MOLMO
OG0007994	sp|Q9C019|TRI15_HUMAN	tr|A0A7J8GTM1|A0A7J8GTM1_MOLMO
OG0007995	sp|Q9H2A3|NGN2_HUMAN	tr|A0A7J8IAY6|A0A7J8IAY6_MOLMO
OG0007996	sp|Q9H2C0|GAN_HUMAN	tr|A0A7J8C7C1|A0A7J8C7C1_MOLMO
OG0007997	sp|Q9H7X7|IFT22_HUMAN	tr|A0A7J8IYL7|A0A7J8IYL7_MOLMO
OG0007998	sp|Q9H898|ZMAT4_HUMAN	tr|A0A7J8GMZ7|A0A7J8GMZ7_MOLMO
OG0007999	sp|Q9NRJ4|TULP4_HUMAN	tr|A0A7J8GTQ2|A0A7J8GTQ2_MOLMO
OG0008000	sp|Q9NUU6|OTULL_HUMAN	tr|A0A7J8J205|A0A7J8J205_MOLMO
OG0008001	sp|Q9P243|ZFAT_HUMAN	tr|A0A7J8DUW9|A0A7J8DUW9_MOLMO
OG0008002	sp|Q9UKQ2|ADA28_HUMAN	tr|A0A7J8I2S8|A0A7J8I2S8_MOLMO
OG0008003	sp|Q9UKX5|ITA11_HUMAN	tr|A0A7J8JVY8|A0A7J8JVY8_MOLMO
OG0008004	sp|Q9Y228|T3JAM_HUMAN	tr|A0A7J8CUS2|A0A7J8CUS2_MOLMO
OG0008005	sp|A6NKF2|ARI3C_HUMAN	tr|A0A7J8EC64|A0A7J8EC64_MOLMO
OG0008006	sp|I3L3R5|CCER2_HUMAN	tr|A0A7J8C5Z5|A0A7J8C5Z5_MOLMO
OG0008007	sp|O14960|LECT2_HUMAN	tr|A0A7J8I8F4|A0A7J8I8F4_MOLMO
OG0008008	sp|O15178|TBXT_HUMAN	tr|A0A7J8GUK5|A0A7J8GUK5_MOLMO
OG0008009	sp|O95150|TNF15_HUMAN	tr|A0A7J8EH75|A0A7J8EH75_MOLMO
OG0008010	sp|P04155|TFF1_HUMAN	tr|A0A7J8I2X7|A0A7J8I2X7_MOLMO
OG0008011	sp|P26842|CD27_HUMAN	tr|A0A7J8FW65|A0A7J8FW65_MOLMO
OG0008012	sp|P29083|T2EA_HUMAN	tr|A0A7J8I0H7|A0A7J8I0H7_MOLMO
OG0008013	sp|P29536|LMOD1_HUMAN	tr|A0A7J8BM64|A0A7J8BM64_MOLMO
OG0008014	sp|P40692|MLH1_HUMAN	tr|A0A7J8DC69|A0A7J8DC69_MOLMO
OG0008015	sp|P41214|EIF2D_HUMAN	tr|A0A7J8CQF0|A0A7J8CQF0_MOLMO
OG0008016	sp|P41273|TNFL9_HUMAN	tr|A0A7J8IDT1|A0A7J8IDT1_MOLMO
OG0008017	sp|P42858|HD_HUMAN	tr|A0A7J8JV14|A0A7J8JV14_MOLMO
OG0008018	sp|P48775|T23O_HUMAN	tr|A0A7J8IDS6|A0A7J8IDS6_MOLMO
OG0008019	sp|P50748|KNTC1_HUMAN	tr|A0A7J8BXS6|A0A7J8BXS6_MOLMO
OG0008020	sp|P51636|CAV2_HUMAN	tr|A0A7J8HBH3|A0A7J8HBH3_MOLMO
OG0008021	sp|P60174|TPIS_HUMAN	tr|A0A7J8G1Z8|A0A7J8G1Z8_MOLMO
OG0008022	sp|Q03519|TAP2_HUMAN	tr|A0A7J8GTJ8|A0A7J8GTJ8_MOLMO
OG0008023	sp|Q13283|G3BP1_HUMAN	tr|A0A7J8I731|A0A7J8I731_MOLMO
OG0008024	sp|Q13287|NMI_HUMAN	tr|A0A7J8FSN0|A0A7J8FSN0_MOLMO
OG0008025	sp|Q13568|IRF5_HUMAN	tr|A0A7J8HCG5|A0A7J8HCG5_MOLMO
OG0008026	sp|Q13976|KGP1_HUMAN	tr|A0A7J8DRL7|A0A7J8DRL7_MOLMO
OG0008027	sp|Q15050|RRS1_HUMAN	tr|A0A7J8DUW1|A0A7J8DUW1_MOLMO
OG0008028	sp|Q15562|TEAD2_HUMAN	tr|A0A7J8CBI5|A0A7J8CBI5_MOLMO
OG0008029	sp|Q16667|CDKN3_HUMAN	tr|A0A7J8JTH8|A0A7J8JTH8_MOLMO
OG0008030	sp|Q495M9|USH1G_HUMAN	tr|A0A7J8D359|A0A7J8D359_MOLMO
OG0008031	sp|Q5TEC3|ZN697_HUMAN	tr|A0A7J8CV81|A0A7J8CV81_MOLMO
OG0008032	sp|Q6N075|MFSD5_HUMAN	tr|A0A7J8FZK9|A0A7J8FZK9_MOLMO
OG0008033	sp|Q6NXP2|GAR1A_HUMAN	tr|A0A7J8HBK9|A0A7J8HBK9_MOLMO
OG0008034	sp|Q6P2M8|KCC1B_HUMAN	tr|A0A7J8J7H6|A0A7J8J7H6_MOLMO
OG0008035	sp|Q6UB99|ANR11_HUMAN	tr|A0A7J8C8X1|A0A7J8C8X1_MOLMO
OG0008036	sp|Q6ZNB5|XNDC1_HUMAN	tr|A0A7J8ENA8|A0A7J8ENA8_MOLMO
OG0008037	sp|Q7Z6I8|CE024_HUMAN	tr|A0A7J8I3P4|A0A7J8I3P4_MOLMO
OG0008038	sp|Q86TY3|ARMD4_HUMAN	tr|A0A7J8JQK5|A0A7J8JQK5_MOLMO
OG0008039	sp|Q86VM9|ZCH18_HUMAN	tr|A0A7J8CC92|A0A7J8CC92_MOLMO
OG0008040	sp|Q86WI3|NLRC5_HUMAN	tr|A0A7J8C9S3|A0A7J8C9S3_MOLMO
OG0008041	sp|Q8N4L4|SPEM1_HUMAN	tr|A0A7J8D287|A0A7J8D287_MOLMO
OG0008042	sp|Q8NBI5|S43A3_HUMAN	tr|A0A7J8EUI7|A0A7J8EUI7_MOLMO
OG0008043	sp|Q8ND25|ZNRF1_HUMAN	tr|A0A7J8CD70|A0A7J8CD70_MOLMO
OG0008044	sp|Q8NE09|RGS22_HUMAN	tr|A0A7J8DUW8|A0A7J8DUW8_MOLMO
OG0008045	sp|Q8NEJ9|NGDN_HUMAN	tr|A0A7J8JYS4|A0A7J8JYS4_MOLMO
OG0008046	sp|Q8NEN0|ARMC2_HUMAN	tr|A0A7J8GN65|A0A7J8GN65_MOLMO
OG0008047	sp|Q8NHY0|B4GN2_HUMAN	tr|A0A7J8CVY4|A0A7J8CVY4_MOLMO
OG0008048	sp|Q8TDR2|STK35_HUMAN	tr|A0A7J8HLS5|A0A7J8HLS5_MOLMO
OG0008049	sp|Q8WZA0|LZIC_HUMAN	tr|A0A7J8F9G7|A0A7J8F9G7_MOLMO
OG0008050	sp|Q92982|NINJ1_HUMAN	tr|A0A7J8BK74|A0A7J8BK74_MOLMO
OG0008051	sp|Q96EX3|DC2I2_HUMAN	tr|A0A7J8EHM5|A0A7J8EHM5_MOLMO
OG0008052	sp|Q96I76|GPTC3_HUMAN	tr|A0A7J8F9H8|A0A7J8F9H8_MOLMO
OG0008053	sp|Q96II8|LRCH3_HUMAN	tr|A0A7J8I168|A0A7J8I168_MOLMO
OG0008054	sp|Q96LM6|TEX37_HUMAN	tr|A0A7J8FCI5|A0A7J8FCI5_MOLMO
OG0008055	sp|Q99081|HTF4_HUMAN	tr|A0A7J8K2P6|A0A7J8K2P6_MOLMO
OG0008056	sp|Q99643|C560_HUMAN	tr|A0A7J8CTN7|A0A7J8CTN7_MOLMO
OG0008057	sp|Q9BSK0|MALD1_HUMAN	tr|A0A7J8DQ03|A0A7J8DQ03_MOLMO
OG0008058	sp|Q9BXL7|CAR11_HUMAN	tr|A0A7J8I3Y1|A0A7J8I3Y1_MOLMO
OG0008059	sp|Q9BYV9|BACH2_HUMAN	tr|A0A7J8GMX5|A0A7J8GMX5_MOLMO
OG0008060	sp|Q9GZR5|ELOV4_HUMAN	tr|A0A7J8GQG6|A0A7J8GQG6_MOLMO
OG0008061	sp|Q9H112|CST11_HUMAN	tr|A0A7J8HGF8|A0A7J8HGF8_MOLMO
OG0008062	sp|Q9H9P2|CHODL_HUMAN	tr|A0A7J8HY60|A0A7J8HY60_MOLMO
OG0008063	sp|Q9HBD1|RC3H2_HUMAN	tr|A0A7J8EGN6|A0A7J8EGN6_MOLMO
OG0008064	sp|Q9Y478|AAKB1_HUMAN	tr|A0A7J8BZA2|A0A7J8BZA2_MOLMO
OG0008065	sp|Q9Y4C5|CHST2_HUMAN	tr|A0A7J8HZ52|A0A7J8HZ52_MOLMO
OG0008066	tr|A0A494C030|A0A494C030_HUMAN	tr|A0A7J8ERJ6|A0A7J8ERJ6_MOLMO
OG0008068	sp|O00519|FAAH1_HUMAN	tr|A0A7J8F828|A0A7J8F828_MOLMO
OG0008069	sp|O14939|PLD2_HUMAN	tr|A0A7J8D1B3|A0A7J8D1B3_MOLMO
OG0008070	sp|O94979|SC31A_HUMAN	tr|A0A7J8K094|A0A7J8K094_MOLMO
OG0008071	sp|O95202|LETM1_HUMAN	tr|A0A7J8JUT2|A0A7J8JUT2_MOLMO
OG0008072	sp|P02545|LMNA_HUMAN	tr|A0A7J8CRF3|A0A7J8CRF3_MOLMO
OG0008073	sp|P13284|GILT_HUMAN	tr|A0A7J8I740|A0A7J8I740_MOLMO
OG0008074	sp|P17301|ITA2_HUMAN	tr|A0A7J8IYJ5|A0A7J8IYJ5_MOLMO
OG0008075	sp|P23470|PTPRG_HUMAN	tr|A0A7J8DCZ6|A0A7J8DCZ6_MOLMO
OG0008076	sp|P29372|3MG_HUMAN	tr|A0A7J8J0U8|A0A7J8J0U8_MOLMO
OG0008077	sp|P52738|ZN140_HUMAN	tr|A0A7J8C0R5|A0A7J8C0R5_MOLMO
OG0008078	sp|P55008|AIF1_HUMAN	tr|A0A7J8GN41|A0A7J8GN41_MOLMO
OG0008079	sp|P58418|CLRN1_HUMAN	tr|A0A7J8HY67|A0A7J8HY67_MOLMO
OG0008080	sp|P78337|PITX1_HUMAN	tr|A0A7J8IB80|A0A7J8IB80_MOLMO
OG0008081	sp|P78357|CNTP1_HUMAN	tr|A0A7J8CWS8|A0A7J8CWS8_MOLMO
OG0008082	sp|Q02094|RHAG_HUMAN	tr|A0A7J8GTS7|A0A7J8GTS7_MOLMO
OG0008083	sp|Q13618|CUL3_HUMAN	tr|A0A7J8FS15|A0A7J8FS15_MOLMO
OG0008084	sp|Q14703|MBTP1_HUMAN	tr|A0A7J8C9E7|A0A7J8C9E7_MOLMO
OG0008085	sp|Q14746|COG2_HUMAN	tr|A0A7J8BLD9|A0A7J8BLD9_MOLMO
OG0008086	sp|Q15070|OXA1L_HUMAN	tr|A0A7J8JZK0|A0A7J8JZK0_MOLMO
OG0008087	sp|Q1ZZU3|SWI5_HUMAN	tr|A0A7J8EH00|A0A7J8EH00_MOLMO
OG0008088	sp|Q2TBC4|PRIC4_HUMAN	tr|A0A7J8GTI0|A0A7J8GTI0_MOLMO
OG0008089	sp|Q3MIX3|ADCK5_HUMAN	tr|A0A7J8BB22|A0A7J8BB22_MOLMO
OG0008090	sp|Q56NI9|ESCO2_HUMAN	tr|A0A7J8I6Q9|A0A7J8I6Q9_MOLMO
OG0008091	sp|Q5VUJ6|LRCH2_HUMAN	tr|A0A7J8J860|A0A7J8J860_MOLMO
OG0008092	sp|Q68DH5|LMBD2_HUMAN	tr|A0A7J8IZX6|A0A7J8IZX6_MOLMO
OG0008093	sp|Q6GMR7|FAAH2_HUMAN	tr|A0A7J8J673|A0A7J8J673_MOLMO
OG0008094	sp|Q6P1W5|CA094_HUMAN	tr|A0A7J8F6K1|A0A7J8F6K1_MOLMO
OG0008095	sp|Q6PF06|TM10B_HUMAN	tr|A0A7J8EHH1|A0A7J8EHH1_MOLMO
OG0008096	sp|Q6Y2X3|DJC14_HUMAN	tr|A0A7J8FZ48|A0A7J8FZ48_MOLMO
OG0008097	sp|Q6ZVE7|GOT1A_HUMAN	tr|A0A7J8CR69|A0A7J8CR69_MOLMO
OG0008098	sp|Q7Z7A1|CNTRL_HUMAN	tr|A0A7J8ECE8|A0A7J8ECE8_MOLMO
OG0008099	sp|Q7Z7B0|FLIP1_HUMAN	tr|A0A7J8GP50|A0A7J8GP50_MOLMO
OG0008100	sp|Q86V59|PNM8A_HUMAN	tr|A0A7J8CAA7|A0A7J8CAA7_MOLMO
OG0008101	sp|Q8IUZ0|LRC49_HUMAN	tr|A0A7J8JXH2|A0A7J8JXH2_MOLMO
OG0008102	sp|Q8IZ52|CHSS2_HUMAN	tr|A0A7J8FQE9|A0A7J8FQE9_MOLMO
OG0008103	sp|Q8N573|OXR1_HUMAN	tr|A0A7J8DU68|A0A7J8DU68_MOLMO
OG0008104	sp|Q8N9L1|ZIC4_HUMAN	tr|A0A7J8I3W9|A0A7J8I3W9_MOLMO
OG0008105	sp|Q8NFA0|UBP32_HUMAN	tr|A0A7J8D3T6|A0A7J8D3T6_MOLMO
OG0008106	sp|Q8TBP6|S2540_HUMAN	tr|A0A7J8HD42|A0A7J8HD42_MOLMO
OG0008107	sp|Q8TDD2|SP7_HUMAN	tr|A0A7J8FUJ7|A0A7J8FUJ7_MOLMO
OG0008108	sp|Q8TDN7|ACER1_HUMAN	tr|A0A7J8I2X9|A0A7J8I2X9_MOLMO
OG0008109	sp|Q8WTV0|SCRB1_HUMAN	tr|A0A7J8BZN1|A0A7J8BZN1_MOLMO
OG0008110	sp|Q92730|RND1_HUMAN	tr|A0A7J8G142|A0A7J8G142_MOLMO
OG0008111	sp|Q969J5|I22R2_HUMAN	tr|A0A7J8GPL3|A0A7J8GPL3_MOLMO
OG0008112	sp|Q96CN9|GCC1_HUMAN	tr|A0A7J8HAY6|A0A7J8HAY6_MOLMO
OG0008113	sp|Q96H35|RBM18_HUMAN	tr|A0A7J8EGC6|A0A7J8EGC6_MOLMO
OG0008114	sp|Q99624|S38A3_HUMAN	tr|A0A7J8DE78|A0A7J8DE78_MOLMO
OG0008115	sp|Q9BPZ3|PAIP2_HUMAN	tr|A0A7J8I9W0|A0A7J8I9W0_MOLMO
OG0008116	sp|Q9BR01|ST4A1_HUMAN	tr|A0A7J8G290|A0A7J8G290_MOLMO
OG0008117	sp|Q9H6B9|EPHX3_HUMAN	tr|A0A7J8I5I9|A0A7J8I5I9_MOLMO
OG0008118	sp|Q9H799|CPLN1_HUMAN	tr|A0A7J8IWY5|A0A7J8IWY5_MOLMO
OG0008119	sp|Q9HAS3|S28A3_HUMAN	tr|A0A7J8EG85|A0A7J8EG85_MOLMO
OG0008120	sp|Q9NX70|MED29_HUMAN	tr|A0A7J8C9F6|A0A7J8C9F6_MOLMO
OG0008121	sp|Q9P086|MED11_HUMAN	tr|A0A7J8CZY8|A0A7J8CZY8_MOLMO
OG0008122	sp|Q9P2C4|TM181_HUMAN	tr|A0A7J8GUR7|A0A7J8GUR7_MOLMO
OG0008123	sp|Q9P2K9|DISP3_HUMAN	tr|A0A7J8F703|A0A7J8F703_MOLMO
OG0008124	sp|Q9UII6|DS13B_HUMAN	tr|A0A7J8DNH2|A0A7J8DNH2_MOLMO
OG0008125	sp|Q9Y6J0|CABIN_HUMAN	tr|A0A7J8BXL9|A0A7J8BXL9_MOLMO
OG0008126	sp|A0AVT1|UBA6_HUMAN	tr|A0A7J8K2G3|A0A7J8K2G3_MOLMO
OG0008127	sp|A6NED2|RCCD1_HUMAN	tr|A0A7J8BL20|A0A7J8BL20_MOLMO
OG0008128	sp|O60704|TPST2_HUMAN	tr|A0A7J8C0D3|A0A7J8C0D3_MOLMO
OG0008129	sp|O75344|FKBP6_HUMAN	tr|A0A7J8IZ71|A0A7J8IZ71_MOLMO
OG0008130	sp|O75915|PRAF3_HUMAN	tr|A0A7J8D9I0|A0A7J8D9I0_MOLMO
OG0008131	sp|O76039|CDKL5_HUMAN	tr|A0A7J8J5Z4|A0A7J8J5Z4_MOLMO
OG0008132	sp|O95159|ZFPL1_HUMAN	tr|A0A7J8EW42|A0A7J8EW42_MOLMO
OG0008133	sp|P01374|TNFB_HUMAN	tr|A0A7J8GR65|A0A7J8GR65_MOLMO
OG0008134	sp|P02647|APOA1_HUMAN	tr|A0A7J8EN04|A0A7J8EN04_MOLMO
OG0008135	sp|P02775|CXCL7_HUMAN	tr|A0A7J8JZ18|A0A7J8JZ18_MOLMO
OG0008136	sp|P16444|DPEP1_HUMAN	tr|A0A7J8C6Z3|A0A7J8C6Z3_MOLMO
OG0008137	sp|P18405|S5A1_HUMAN	tr|A0A7J8J3R7|A0A7J8J3R7_MOLMO
OG0008138	sp|P21145|MAL_HUMAN	tr|A0A7J8E3H4|A0A7J8E3H4_MOLMO
OG0008139	sp|P30047|GFRP_HUMAN	tr|A0A7J8JTT7|A0A7J8JTT7_MOLMO
OG0008140	sp|P46199|IF2M_HUMAN	tr|A0A7J8E3T9|A0A7J8E3T9_MOLMO
OG0008141	sp|P50454|SERPH_HUMAN	tr|A0A7J8ETW9|A0A7J8ETW9_MOLMO
OG0008142	sp|P51580|TPMT_HUMAN	tr|A0A7J8FCI1|A0A7J8FCI1_MOLMO
OG0008143	sp|P51659|DHB4_HUMAN	tr|A0A7J8IZM2|A0A7J8IZM2_MOLMO
OG0008144	sp|P53708|ITA8_HUMAN	tr|A0A7J8JUC3|A0A7J8JUC3_MOLMO
OG0008145	sp|P54802|ANAG_HUMAN	tr|A0A7J8D070|A0A7J8D070_MOLMO
OG0008146	sp|P57073|SOX8_HUMAN	tr|A0A7J8J2H1|A0A7J8J2H1_MOLMO
OG0008147	sp|Q01826|SATB1_HUMAN	tr|A0A7J8DDE6|A0A7J8DDE6_MOLMO
OG0008148	sp|Q02952|AKA12_HUMAN	tr|A0A7J8GMT1|A0A7J8GMT1_MOLMO
OG0008149	sp|Q03405|UPAR_HUMAN	tr|A0A7J8CA26|A0A7J8CA26_MOLMO
OG0008150	sp|Q08116|RGS1_HUMAN	tr|A0A7J8BMN6|A0A7J8BMN6_MOLMO
OG0008151	sp|Q13625|ASPP2_HUMAN	tr|A0A7J8BNU0|A0A7J8BNU0_MOLMO
OG0008152	sp|Q13686|ALKB1_HUMAN	tr|A0A7J8JQV0|A0A7J8JQV0_MOLMO
OG0008153	sp|Q15047|SETB1_HUMAN	tr|A0A7J8CTW9|A0A7J8CTW9_MOLMO
OG0008154	sp|Q2KHR2|RFX7_HUMAN	tr|A0A7J8K122|A0A7J8K122_MOLMO
OG0008155	sp|Q5T1Q4|S35F1_HUMAN	tr|A0A7J8GSZ6|A0A7J8GSZ6_MOLMO
OG0008156	sp|Q63HQ2|EGFLA_HUMAN	tr|A0A7J8IYH1|A0A7J8IYH1_MOLMO
OG0008157	sp|Q6P1N0|C2D1A_HUMAN	tr|A0A7J8I428|A0A7J8I428_MOLMO
OG0008158	sp|Q6UW68|TM205_HUMAN	tr|A0A7J8ICW7|A0A7J8ICW7_MOLMO
OG0008159	sp|Q70Z53|F10C1_HUMAN	tr|A0A7J8DPI9|A0A7J8DPI9_MOLMO
OG0008160	sp|Q86WU2|LDHD_HUMAN	tr|A0A7J8C880|A0A7J8C880_MOLMO
OG0008161	sp|Q8IVW8|SPNS2_HUMAN	tr|A0A7J8CVF2|A0A7J8CVF2_MOLMO
OG0008162	sp|Q8IZJ3|CPMD8_HUMAN	tr|A0A7J8I4N1|A0A7J8I4N1_MOLMO
OG0008163	sp|Q8N4Z0|RAB42_HUMAN	tr|A0A7J8FB11|A0A7J8FB11_MOLMO
OG0008164	sp|Q8N5J4|SPIC_HUMAN	tr|A0A7J8G1Y9|A0A7J8G1Y9_MOLMO
OG0008165	sp|Q8NA56|TTC29_HUMAN	tr|A0A7J8IEF7|A0A7J8IEF7_MOLMO
OG0008166	sp|Q8NA57|CL050_HUMAN	tr|A0A7J8FVF3|A0A7J8FVF3_MOLMO
OG0008167	sp|Q8NHV5|MOSMO_HUMAN	tr|A0A7J8J1I4|A0A7J8J1I4_MOLMO
OG0008168	sp|Q8TBA6|GOGA5_HUMAN	tr|A0A7J8JTQ9|A0A7J8JTQ9_MOLMO
OG0008169	sp|Q8TBZ9|TEX47_HUMAN	tr|A0A7J8HDS0|A0A7J8HDS0_MOLMO
OG0008170	sp|Q96DN5|TBC31_HUMAN	tr|A0A7J8DUZ9|A0A7J8DUZ9_MOLMO
OG0008171	sp|Q96F24|NRBF2_HUMAN	tr|A0A7J8DQA5|A0A7J8DQA5_MOLMO
OG0008172	sp|Q99805|TM9S2_HUMAN	tr|A0A7J8GM11|A0A7J8GM11_MOLMO
