Orthogroup	Homo_sapiens	Odocoileus_virginianus_texanus
OG0008895	sp|Q13469|NFAC2_HUMAN	tr|A0A6J0X6D5|A0A6J0X6D5_ODOVR
OG0008896	sp|Q15546|PAQRB_HUMAN	tr|A0A6J0YT11|A0A6J0YT11_ODOVR
OG0008897	sp|Q15646|OASL_HUMAN	tr|A0A6J0YNQ6|A0A6J0YNQ6_ODOVR
OG0008898	sp|Q15750|TAB1_HUMAN	tr|A0A6J0WI47|A0A6J0WI47_ODOVR
OG0008899	sp|Q4G1C9|GRPL2_HUMAN	tr|A0A6J0VV74|A0A6J0VV74_ODOVR
OG0008900	sp|Q5T1B0|AXDN1_HUMAN	tr|A0A6J0VFX5|A0A6J0VFX5_ODOVR
OG0008901	sp|Q5T601|AGRF1_HUMAN	tr|A0A6J0Z1D7|A0A6J0Z1D7_ODOVR
OG0008902	sp|Q5TD94|RSH4A_HUMAN	tr|A0A6J0Y7S3|A0A6J0Y7S3_ODOVR
OG0008903	sp|Q5U5R9|HECD2_HUMAN	tr|A0A6J0W2D7|A0A6J0W2D7_ODOVR
OG0008904	sp|Q5VW36|FOCAD_HUMAN	tr|A0A6J0YDR5|A0A6J0YDR5_ODOVR
OG0008905	sp|Q6RW13|ATRAP_HUMAN	tr|A0A6J0XLV6|A0A6J0XLV6_ODOVR
OG0008906	sp|Q6ZNW5|GDPP1_HUMAN	tr|A0A6J0YV67|A0A6J0YV67_ODOVR
OG0008907	sp|Q7Z392|TPC11_HUMAN	tr|A0A6J0W3E8|A0A6J0W3E8_ODOVR
OG0008908	sp|Q86TZ1|TTC6_HUMAN	tr|A0A6J0ZER4|A0A6J0ZER4_ODOVR
OG0008909	sp|Q86X24|HORM1_HUMAN	tr|A0A6J0Z2T2|A0A6J0Z2T2_ODOVR
OG0008910	sp|Q8IUC6|TCAM1_HUMAN	tr|A0A6J0Z8S1|A0A6J0Z8S1_ODOVR
OG0008911	sp|Q8IUH3|RBM45_HUMAN	tr|A0A6J0YSH9|A0A6J0YSH9_ODOVR
OG0008912	sp|Q8N3L3|TXLNB_HUMAN	tr|A0A6J0Z626|A0A6J0Z626_ODOVR
OG0008913	sp|Q8N3Y1|FBXW8_HUMAN	tr|A0A6J0VJI7|A0A6J0VJI7_ODOVR
OG0008914	sp|Q8NBR0|P5I13_HUMAN	tr|A0A6J0Z034|A0A6J0Z034_ODOVR
OG0008915	sp|Q8NCA9|ZN784_HUMAN	tr|A0A6J0Z471|A0A6J0Z471_ODOVR
OG0008916	sp|Q8TDD1|DDX54_HUMAN	tr|A0A6J0X5C7|A0A6J0X5C7_ODOVR
OG0008917	sp|Q92696|PGTA_HUMAN	tr|A0A6J0WFX0|A0A6J0WFX0_ODOVR
OG0008918	sp|Q92847|GHSR_HUMAN	tr|A0A6J0WDW4|A0A6J0WDW4_ODOVR
OG0008919	sp|Q93097|WNT2B_HUMAN	tr|A0A6J0VP41|A0A6J0VP41_ODOVR
OG0008920	sp|Q96IW7|SC22A_HUMAN	tr|A0A6J0Y697|A0A6J0Y697_ODOVR
OG0008921	sp|Q96SQ9|CP2S1_HUMAN	tr|A0A6J0Y389|A0A6J0Y389_ODOVR
OG0008922	sp|Q99966|CITE1_HUMAN	tr|A0A6J0VQ81|A0A6J0VQ81_ODOVR
OG0008923	sp|Q9BQI9|NRIP2_HUMAN	tr|A0A6J0XKW8|A0A6J0XKW8_ODOVR
OG0008924	sp|Q9H6R0|DHX33_HUMAN	tr|A0A6J0Z4W0|A0A6J0Z4W0_ODOVR
OG0008925	sp|Q9HBL7|PLRKT_HUMAN	tr|A0A6J0YP35|A0A6J0YP35_ODOVR
OG0008926	sp|Q9NTX7|RN146_HUMAN	tr|A0A6J0WA34|A0A6J0WA34_ODOVR
OG0008927	sp|Q9P2E9|RRBP1_HUMAN	tr|A0A6J0WC51|A0A6J0WC51_ODOVR
OG0008928	sp|Q9UBR4|LHX3_HUMAN	tr|A0A6J0X6W2|A0A6J0X6W2_ODOVR
OG0008929	sp|Q9UHD2|TBK1_HUMAN	tr|A0A6J0WKV4|A0A6J0WKV4_ODOVR
OG0008930	sp|Q9UK76|JUPI1_HUMAN	tr|A0A6J0WXQ9|A0A6J0WXQ9_ODOVR
OG0008931	sp|Q9UMN6|KMT2B_HUMAN	tr|A0A6J0VQ14|A0A6J0VQ14_ODOVR
OG0008932	sp|Q9UN19|DAPP1_HUMAN	tr|A0A6J0WTI2|A0A6J0WTI2_ODOVR
OG0008933	sp|Q9UPV0|CE164_HUMAN	tr|A0A6J0X265|A0A6J0X265_ODOVR
OG0008934	sp|Q9Y5X9|LIPE_HUMAN	tr|A0A6J0Y1E9|A0A6J0Y1E9_ODOVR
OG0008935	sp|A6NGS2|ERIC4_HUMAN	tr|A0A6J0Y3W3|A0A6J0Y3W3_ODOVR
OG0008936	sp|A8MTZ0|BBIP1_HUMAN	tr|A0A6J0YHG7|A0A6J0YHG7_ODOVR
OG0008937	sp|A8MUP2|CSKMT_HUMAN	tr|A0A6J0Y1S2|A0A6J0Y1S2_ODOVR
OG0008938	sp|A8MV81|HIG1C_HUMAN	tr|A0A6J0XFR2|A0A6J0XFR2_ODOVR
OG0008939	sp|O00308|WWP2_HUMAN	tr|A0A6J0VL67|A0A6J0VL67_ODOVR
OG0008940	sp|O00522|KRIT1_HUMAN	tr|A0A6J0Y892|A0A6J0Y892_ODOVR
OG0008941	sp|O15297|PPM1D_HUMAN	tr|A0A6J0W6R4|A0A6J0W6R4_ODOVR
OG0008942	sp|O43708|MAAI_HUMAN	tr|A0A6J0YF49|A0A6J0YF49_ODOVR
OG0008943	sp|O60583|CCNT2_HUMAN	tr|A0A6J0WEX7|A0A6J0WEX7_ODOVR
OG0008944	sp|O60671|RAD1_HUMAN	tr|A0A6J0XG94|A0A6J0XG94_ODOVR
OG0008945	sp|O75356|ENTP5_HUMAN	tr|A0A6J0YNE4|A0A6J0YNE4_ODOVR
OG0008946	sp|P05981|HEPS_HUMAN	tr|A0A6J0XA13|A0A6J0XA13_ODOVR
OG0008947	sp|P06746|DPOLB_HUMAN	tr|A0A6J0WGZ2|A0A6J0WGZ2_ODOVR
OG0008948	sp|P17931|LEG3_HUMAN	tr|A0A6J0WLH5|A0A6J0WLH5_ODOVR
OG0008949	sp|P22792|CPN2_HUMAN	tr|A0A6J0WMU7|A0A6J0WMU7_ODOVR
OG0008950	sp|P32927|IL3RB_HUMAN	tr|A0A6J0XHM8|A0A6J0XHM8_ODOVR
OG0008951	sp|P42568|AF9_HUMAN	tr|A0A6J0X9C3|A0A6J0X9C3_ODOVR
OG0008952	sp|P43155|CACP_HUMAN	tr|A0A6J0VYN5|A0A6J0VYN5_ODOVR
OG0008953	sp|P54710|ATNG_HUMAN	tr|A0A6J0X0G5|A0A6J0X0G5_ODOVR
OG0008954	sp|P55345|ANM2_HUMAN	tr|A0A6J0Z2M5|A0A6J0Z2M5_ODOVR
OG0008955	sp|P60985|KTDAP_HUMAN	tr|A0A6J0VQL3|A0A6J0VQL3_ODOVR
OG0008956	sp|P63211|GBG1_HUMAN	tr|A0A6J0Z7H4|A0A6J0Z7H4_ODOVR
OG0008957	sp|Q02078|MEF2A_HUMAN	tr|A0A6J0Z2U6|A0A6J0Z2U6_ODOVR
OG0008958	sp|Q02083|NAAA_HUMAN	tr|A0A6J0YDQ3|A0A6J0YDQ3_ODOVR
OG0008959	sp|Q06889|EGR3_HUMAN	tr|A0A6J0XM10|A0A6J0XM10_ODOVR
OG0008960	sp|Q13488|VPP3_HUMAN	tr|A0A6J0WHM9|A0A6J0WHM9_ODOVR
OG0008961	sp|Q14191|WRN_HUMAN	tr|A0A6J0WEE4|A0A6J0WEE4_ODOVR
OG0008962	sp|Q14204|DYHC1_HUMAN	tr|A0A6J0Z4X9|A0A6J0Z4X9_ODOVR
OG0008963	sp|Q14444|CAPR1_HUMAN	tr|A0A6J0Z398|A0A6J0Z398_ODOVR
OG0008964	sp|Q16543|CDC37_HUMAN	tr|A0A6J0Y900|A0A6J0Y900_ODOVR
OG0008965	sp|Q16566|KCC4_HUMAN	tr|A0A6J0X5I1|A0A6J0X5I1_ODOVR
OG0008966	sp|Q53T94|TAF1B_HUMAN	tr|A0A6J0Z2N0|A0A6J0Z2N0_ODOVR
OG0008967	sp|Q5T653|RM02_HUMAN	tr|A0A6J0Z8E5|A0A6J0Z8E5_ODOVR
OG0008968	sp|Q68D86|C102B_HUMAN	tr|A0A6J0XPZ8|A0A6J0XPZ8_ODOVR
OG0008969	sp|Q6UXH8|CCBE1_HUMAN	tr|A0A6J0XGX3|A0A6J0XGX3_ODOVR
OG0008970	sp|Q6ZNL6|FGD5_HUMAN	tr|A0A6J0VWX4|A0A6J0VWX4_ODOVR
OG0008971	sp|Q7Z5J4|RAI1_HUMAN	tr|A0A6J0Z8F0|A0A6J0Z8F0_ODOVR
OG0008972	sp|Q86VH2|KIF27_HUMAN	tr|A0A6J0W4E6|A0A6J0W4E6_ODOVR
OG0008973	sp|Q86VR2|RETR3_HUMAN	tr|A0A6J0X3K9|A0A6J0X3K9_ODOVR
OG0008974	sp|Q86VY4|TSYL5_HUMAN	tr|A0A6J0YIJ8|A0A6J0YIJ8_ODOVR
OG0008975	sp|Q8IW70|T151B_HUMAN	tr|A0A6J0XBW1|A0A6J0XBW1_ODOVR
OG0008976	sp|Q8N112|LSME2_HUMAN	tr|A0A6J0ZBQ0|A0A6J0ZBQ0_ODOVR
OG0008977	sp|Q8NDV1|SIA7C_HUMAN	tr|A0A6J0YB52|A0A6J0YB52_ODOVR
OG0008978	sp|Q8NFW8|NEUA_HUMAN	tr|A0A6J0XMS1|A0A6J0XMS1_ODOVR
OG0008979	sp|Q8WUX9|CHMP7_HUMAN	tr|A0A6J0WD85|A0A6J0WD85_ODOVR
OG0008980	sp|Q8WZ82|OVCA2_HUMAN	tr|A0A6J0YWG3|A0A6J0YWG3_ODOVR
OG0008981	sp|Q96F10|SAT2_HUMAN	tr|A0A6J0VGZ1|A0A6J0VGZ1_ODOVR
OG0008982	sp|Q96JM2|ZN462_HUMAN	tr|A0A6J0XT56|A0A6J0XT56_ODOVR
OG0008983	sp|Q96L42|KCNH8_HUMAN	tr|A0A6J0WC70|A0A6J0WC70_ODOVR
OG0008984	sp|Q96LW2|KS6R_HUMAN	tr|A0A6J0WUZ5|A0A6J0WUZ5_ODOVR
OG0008985	sp|Q96MI6|PPM1M_HUMAN	tr|A0A6J0VX53|A0A6J0VX53_ODOVR
OG0008986	sp|Q96NY9|MUS81_HUMAN	tr|A0A6J0YKB3|A0A6J0YKB3_ODOVR
OG0008987	sp|Q99742|NPAS1_HUMAN	tr|A0A6J0XX03|A0A6J0XX03_ODOVR
OG0008988	sp|Q9BYJ1|LOXE3_HUMAN	tr|A0A6J0VKM9|A0A6J0VKM9_ODOVR
OG0008989	sp|Q9H0X9|OSBL5_HUMAN	tr|A0A6J0WMM8|A0A6J0WMM8_ODOVR
OG0008990	sp|Q9H1H1|GTSFL_HUMAN	tr|A0A6J0YZ44|A0A6J0YZ44_ODOVR
OG0008991	sp|Q9HBJ8|CLTRN_HUMAN	tr|A0A6J0Z551|A0A6J0Z551_ODOVR
OG0008992	sp|Q9HBW1|LRRC4_HUMAN	tr|A0A6J0ZA31|A0A6J0ZA31_ODOVR
OG0008993	sp|Q9HCK8|CHD8_HUMAN	tr|A0A6J0XGT3|A0A6J0XGT3_ODOVR
OG0008994	sp|Q9NPG4|PCD12_HUMAN	tr|A0A6J0YAG0|A0A6J0YAG0_ODOVR
OG0008995	sp|Q9NQE9|HINT3_HUMAN	tr|A0A6J0YWK8|A0A6J0YWK8_ODOVR
OG0008996	sp|Q9NRR5|UBQL4_HUMAN	tr|A0A6J0Z4J1|A0A6J0Z4J1_ODOVR
OG0008997	sp|Q9NZU7|CABP1_HUMAN	tr|A0A6J0Y6N2|A0A6J0Y6N2_ODOVR
OG0008998	sp|Q9UHR4|BI2L1_HUMAN	tr|A0A6J0Y3Q5|A0A6J0Y3Q5_ODOVR
OG0008999	sp|Q9UL49|TCFL5_HUMAN	tr|A0A6J0X8D8|A0A6J0X8D8_ODOVR
OG0009000	sp|Q9UM22|EPDR1_HUMAN	tr|A0A6J0YY60|A0A6J0YY60_ODOVR
OG0009001	sp|Q9UMX9|S45A2_HUMAN	tr|A0A6J0XT53|A0A6J0XT53_ODOVR
OG0009002	sp|Q9UNN8|EPCR_HUMAN	tr|A0A6J0XJL7|A0A6J0XJL7_ODOVR
OG0009003	sp|Q9UPZ9|CILK1_HUMAN	tr|A0A6J0Y9V6|A0A6J0Y9V6_ODOVR
OG0009004	sp|A1L167|U2QL1_HUMAN	tr|A0A6J0Y4S8|A0A6J0Y4S8_ODOVR
OG0009005	sp|A2RU49|HYKK_HUMAN	tr|A0A6J0WTY1|A0A6J0WTY1_ODOVR
OG0009006	sp|O00429|DNM1L_HUMAN	tr|A0A6J0YMZ7|A0A6J0YMZ7_ODOVR
OG0009007	sp|O15013|ARHGA_HUMAN	tr|A0A6J0YLD0|A0A6J0YLD0_ODOVR
OG0009008	sp|O15374|MOT5_HUMAN	tr|A0A6J0WFQ2|A0A6J0WFQ2_ODOVR
OG0009009	sp|O94986|CE152_HUMAN	tr|A0A6J0ZE96|A0A6J0ZE96_ODOVR
OG0009010	sp|O94993|SOX30_HUMAN	tr|A0A6J0XDN9|A0A6J0XDN9_ODOVR
OG0009011	sp|O95707|RPP29_HUMAN	tr|A0A6J0XTW5|A0A6J0XTW5_ODOVR
OG0009012	sp|P05413|FABPH_HUMAN	tr|A0A6J0WPP2|A0A6J0WPP2_ODOVR
OG0009013	sp|P0C221|CC175_HUMAN	tr|A0A6J0YX19|A0A6J0YX19_ODOVR
OG0009014	sp|P25686|DNJB2_HUMAN	tr|A0A6J0YFQ6|A0A6J0YFQ6_ODOVR
OG0009015	sp|P28222|5HT1B_HUMAN	tr|A0A6J0WPI8|A0A6J0WPI8_ODOVR
OG0009016	sp|P35462|DRD3_HUMAN	tr|A0A6J0WG18|A0A6J0WG18_ODOVR
OG0009017	sp|P35858|ALS_HUMAN	tr|A0A6J0WWS2|A0A6J0WWS2_ODOVR
OG0009018	sp|P46091|CML2_HUMAN	tr|A0A6J0WQ47|A0A6J0WQ47_ODOVR
OG0009019	sp|P48645|NMU_HUMAN	tr|A0A6J0XDF2|A0A6J0XDF2_ODOVR
OG0009020	sp|P51685|CCR8_HUMAN	tr|A0A6J0XUY0|A0A6J0XUY0_ODOVR
OG0009021	sp|P51948|MAT1_HUMAN	tr|A0A6J0XIF0|A0A6J0XIF0_ODOVR
OG0009022	sp|P53365|ARFP2_HUMAN	tr|A0A6J0XST8|A0A6J0XST8_ODOVR
OG0009023	sp|P78396|CCNA1_HUMAN	tr|A0A6J0XEF4|A0A6J0XEF4_ODOVR
OG0009024	sp|Q09666|AHNK_HUMAN	tr|A0A6J0ZEX5|A0A6J0ZEX5_ODOVR
OG0009025	sp|Q13029|PRDM2_HUMAN	tr|A0A6J0W0U1|A0A6J0W0U1_ODOVR
OG0009026	sp|Q13639|5HT4R_HUMAN	tr|A0A6J0XWE3|A0A6J0XWE3_ODOVR
OG0009027	sp|Q14896|MYPC3_HUMAN	tr|A0A6J0VNF2|A0A6J0VNF2_ODOVR
OG0009028	sp|Q14C86|GAPD1_HUMAN	tr|A0A6J0VXB9|A0A6J0VXB9_ODOVR
OG0009029	sp|Q562F6|SGO2_HUMAN	tr|A0A6J0XZE9|A0A6J0XZE9_ODOVR
OG0009030	sp|Q5T215|TPC3L_HUMAN	tr|A0A6J0XM49|A0A6J0XM49_ODOVR
OG0009031	sp|Q5VX71|SUSD4_HUMAN	tr|A0A6J0WGJ4|A0A6J0WGJ4_ODOVR
OG0009032	sp|Q5XKK7|F219B_HUMAN	tr|A0A6J0VVL2|A0A6J0VVL2_ODOVR
OG0009033	sp|Q69YN4|VIR_HUMAN	tr|A0A6J0VTM4|A0A6J0VTM4_ODOVR
OG0009034	sp|Q6UWL2|SUSD1_HUMAN	tr|A0A6J0Y6Q2|A0A6J0Y6Q2_ODOVR
OG0009035	sp|Q7L8W6|DPH6_HUMAN	tr|A0A6J0WAM9|A0A6J0WAM9_ODOVR
OG0009036	sp|Q7RTY8|TMPS7_HUMAN	tr|A0A6J0XZ50|A0A6J0XZ50_ODOVR
OG0009037	sp|Q7Z5L9|I2BP2_HUMAN	tr|A0A6J0WYH4|A0A6J0WYH4_ODOVR
OG0009038	sp|Q86UC2|RSPH3_HUMAN	tr|A0A6J0W410|A0A6J0W410_ODOVR
OG0009039	sp|Q86UD0|SAPC2_HUMAN	tr|A0A6J0X7C4|A0A6J0X7C4_ODOVR
OG0009040	sp|Q86UN6|AKA28_HUMAN	tr|A0A6J0X3R5|A0A6J0X3R5_ODOVR
OG0009041	sp|Q86XN7|PRSR1_HUMAN	tr|A0A6J0XU90|A0A6J0XU90_ODOVR
OG0009042	sp|Q8IVH2|FOXP4_HUMAN	tr|A0A6J0WY49|A0A6J0WY49_ODOVR
OG0009043	sp|Q8IWR0|Z3H7A_HUMAN	tr|A0A6J0WNM7|A0A6J0WNM7_ODOVR
OG0009044	sp|Q8N3Z0|PRS35_HUMAN	tr|A0A6J0WEW4|A0A6J0WEW4_ODOVR
OG0009045	sp|Q8N4L8|CCD24_HUMAN	tr|A0A6J0Z9Y1|A0A6J0Z9Y1_ODOVR
OG0009046	sp|Q8N5W9|RFLB_HUMAN	tr|A0A6J0ZBY8|A0A6J0ZBY8_ODOVR
OG0009047	sp|Q8N6Q3|CD177_HUMAN	tr|A0A6J0VNX1|A0A6J0VNX1_ODOVR
OG0009048	sp|Q8N7B6|PACRL_HUMAN	tr|A0A6J0WQQ1|A0A6J0WQQ1_ODOVR
OG0009049	sp|Q8NCE0|SEN2_HUMAN	tr|A0A6J0VSG7|A0A6J0VSG7_ODOVR
OG0009050	sp|Q8NEX6|WFD11_HUMAN	tr|A0A6J0XTH5|A0A6J0XTH5_ODOVR
OG0009051	sp|Q8NHG7|SVIP_HUMAN	tr|A0A6J0WKW7|A0A6J0WKW7_ODOVR
OG0009052	sp|Q8NHY2|COP1_HUMAN	tr|A0A6J0WP32|A0A6J0WP32_ODOVR
OG0009053	sp|Q8TDQ0|HAVR2_HUMAN	tr|A0A6J0YKG5|A0A6J0YKG5_ODOVR
OG0009054	sp|Q8WYA0|IFT81_HUMAN	tr|A0A6J0WQ44|A0A6J0WQ44_ODOVR
OG0009055	sp|Q969X5|ERGI1_HUMAN	tr|A0A6J0YW13|A0A6J0YW13_ODOVR
OG0009056	sp|Q96I34|PP16A_HUMAN	tr|A0A6J0WVY4|A0A6J0WVY4_ODOVR
OG0009057	sp|Q96PQ0|SORC2_HUMAN	tr|A0A6J0XKB4|A0A6J0XKB4_ODOVR
OG0009058	sp|Q96RL1|UIMC1_HUMAN	tr|A0A6J0W173|A0A6J0W173_ODOVR
OG0009059	sp|Q96ST2|IWS1_HUMAN	tr|A0A6J0X0Z4|A0A6J0X0Z4_ODOVR
OG0009060	sp|Q99471|PFD5_HUMAN	tr|A0A6J0XRH6|A0A6J0XRH6_ODOVR
OG0009061	sp|Q99549|MPP8_HUMAN	tr|A0A6J0Y3I4|A0A6J0Y3I4_ODOVR
OG0009062	sp|Q99700|ATX2_HUMAN	tr|A0A6J0XVA4|A0A6J0XVA4_ODOVR
OG0009063	sp|Q99735|MGST2_HUMAN	tr|A0A6J0Y3V8|A0A6J0Y3V8_ODOVR
OG0009064	sp|Q9BRU2|TCAL7_HUMAN	tr|A0A6J0Y7C7|A0A6J0Y7C7_ODOVR
OG0009065	sp|Q9BZJ6|GPR63_HUMAN	tr|A0A6J0YD79|A0A6J0YD79_ODOVR
OG0009066	sp|Q9GZQ6|NPFF1_HUMAN	tr|A0A6J0W5S8|A0A6J0W5S8_ODOVR
OG0009067	sp|Q9H2C2|ARV1_HUMAN	tr|A0A6J0YHT1|A0A6J0YHT1_ODOVR
OG0009068	sp|Q9H306|MMP27_HUMAN	tr|A0A6J0WRB3|A0A6J0WRB3_ODOVR
OG0009069	sp|Q9NQG5|RPR1B_HUMAN	tr|A0A6J0XFL7|A0A6J0XFL7_ODOVR
OG0009070	sp|Q9NRG4|SMYD2_HUMAN	tr|A0A6J0Y0S8|A0A6J0Y0S8_ODOVR
OG0009071	sp|Q9NXR7|BABA2_HUMAN	tr|A0A6J0WYZ4|A0A6J0WYZ4_ODOVR
OG0009072	sp|Q9P218|COKA1_HUMAN	tr|A0A6J0W075|A0A6J0W075_ODOVR
OG0009073	sp|Q9Y3Q8|T22D4_HUMAN	tr|A0A6J0YVY2|A0A6J0YVY2_ODOVR
OG0009074	sp|Q9Y546|LRC42_HUMAN	tr|A0A6J0VU36|A0A6J0VU36_ODOVR
OG0009075	sp|Q9Y581|INSL6_HUMAN	tr|A0A6J0YPS8|A0A6J0YPS8_ODOVR
OG0009076	sp|A2RU54|HMX2_HUMAN	tr|A0A6J0XZL5|A0A6J0XZL5_ODOVR
OG0009077	sp|A6NHQ4|EPOP_HUMAN	tr|A0A6J0WDT4|A0A6J0WDT4_ODOVR
OG0009078	sp|A6NIM6|S15A5_HUMAN	tr|A0A6J0WEB1|A0A6J0WEB1_ODOVR
OG0009079	sp|A6NK89|RASFA_HUMAN	tr|A0A6J0XGF9|A0A6J0XGF9_ODOVR
OG0009080	sp|O00237|RN103_HUMAN	tr|A0A6J0X874|A0A6J0X874_ODOVR
OG0009081	sp|O00754|MA2B1_HUMAN	tr|A0A6J0Z0L6|A0A6J0Z0L6_ODOVR
OG0009082	sp|O14829|PPE1_HUMAN	tr|A0A6J0XD68|A0A6J0XD68_ODOVR
OG0009083	sp|O60522|TDRD6_HUMAN	tr|A0A6J0WF58|A0A6J0WF58_ODOVR
OG0009084	sp|O75503|CLN5_HUMAN	tr|A0A6J0ZFS7|A0A6J0ZFS7_ODOVR
OG0009085	sp|O75594|PGRP1_HUMAN	tr|A0A6J0XWP7|A0A6J0XWP7_ODOVR
OG0009086	sp|O95835|LATS1_HUMAN	tr|A0A6J0YWE1|A0A6J0YWE1_ODOVR
OG0009087	sp|O96028|NSD2_HUMAN	tr|A0A6J0Z937|A0A6J0Z937_ODOVR
OG0009088	sp|P15976|GATA1_HUMAN	tr|A0A6J0Y5S4|A0A6J0Y5S4_ODOVR
OG0009089	sp|P18754|RCC1_HUMAN	tr|A0A6J0VN70|A0A6J0VN70_ODOVR
OG0009090	sp|P21359|NF1_HUMAN	tr|A0A6J0WY57|A0A6J0WY57_ODOVR
OG0009091	sp|P29275|AA2BR_HUMAN	tr|A0A6J0XQT2|A0A6J0XQT2_ODOVR
OG0009092	sp|P35590|TIE1_HUMAN	tr|A0A6J0Z8C2|A0A6J0Z8C2_ODOVR
OG0009093	sp|P55058|PLTP_HUMAN	tr|A0A6J0X1C5|A0A6J0X1C5_ODOVR
OG0009094	sp|P55317|FOXA1_HUMAN	tr|A0A6J0ZFA6|A0A6J0ZFA6_ODOVR
OG0009095	sp|P63272|SPT4H_HUMAN	tr|A0A6J0VK49|A0A6J0VK49_ODOVR
OG0009096	sp|Q00653|NFKB2_HUMAN	tr|A0A6J0XWF5|A0A6J0XWF5_ODOVR
OG0009097	sp|Q01101|INSM1_HUMAN	tr|A0A6J0WF94|A0A6J0WF94_ODOVR
OG0009098	sp|Q07869|PPARA_HUMAN	tr|A0A6J0Y840|A0A6J0Y840_ODOVR
OG0009099	sp|Q08426|ECHP_HUMAN	tr|A0A6J0VMK2|A0A6J0VMK2_ODOVR
OG0009100	sp|Q14565|DMC1_HUMAN	tr|A0A6J0XRH4|A0A6J0XRH4_ODOVR
OG0009101	sp|Q15833|STXB2_HUMAN	tr|A0A6J0ZEG1|A0A6J0ZEG1_ODOVR
OG0009102	sp|Q4L235|ACSF4_HUMAN	tr|A0A6J0XBH6|A0A6J0XBH6_ODOVR
OG0009103	sp|Q5SXH7|PKHS1_HUMAN	tr|A0A6J0W467|A0A6J0W467_ODOVR
OG0009104	sp|Q5T2E6|ARMD3_HUMAN	tr|A0A6J0XWC4|A0A6J0XWC4_ODOVR
OG0009105	sp|Q5TAA0|TTC22_HUMAN	tr|A0A6J0VPB0|A0A6J0VPB0_ODOVR
OG0009106	sp|Q5VVY1|NTM1B_HUMAN	tr|A0A6J0VX28|A0A6J0VX28_ODOVR
OG0009107	sp|Q5VYS8|TUT7_HUMAN	tr|A0A6J0ZAP8|A0A6J0ZAP8_ODOVR
OG0009108	sp|Q629K1|TRIQK_HUMAN	tr|A0A6J0XR28|A0A6J0XR28_ODOVR
OG0009109	sp|Q68DU8|KCD16_HUMAN	tr|A0A6J0WK92|A0A6J0WK92_ODOVR
OG0009110	sp|Q69YZ2|T200B_HUMAN	tr|A0A6J0VL39|A0A6J0VL39_ODOVR
OG0009111	sp|Q6IMI4|ST6B1_HUMAN	tr|A0A6J0X760|A0A6J0X760_ODOVR
OG0009112	sp|Q6P6C2|ALKB5_HUMAN	tr|A0A6J0Z7Y2|A0A6J0Z7Y2_ODOVR
OG0009113	sp|Q6PIV2|FOXR1_HUMAN	tr|A0A6J0VQV6|A0A6J0VQV6_ODOVR
OG0009114	sp|Q6ZQY2|LR74B_HUMAN	tr|A0A6J0YBR2|A0A6J0YBR2_ODOVR
OG0009115	sp|Q6ZXV5|TMTC3_HUMAN	tr|A0A6J0X452|A0A6J0X452_ODOVR
OG0009116	sp|Q702N8|XIRP1_HUMAN	tr|A0A6J0Y1A4|A0A6J0Y1A4_ODOVR
OG0009117	sp|Q7Z7F7|RM55_HUMAN	tr|A0A6J0Y0E3|A0A6J0Y0E3_ODOVR
OG0009118	sp|Q86UB2|BIVM_HUMAN	tr|A0A6J0WM90|A0A6J0WM90_ODOVR
OG0009119	sp|Q86WV1|SKAP1_HUMAN	tr|A0A6J0VMV6|A0A6J0VMV6_ODOVR
OG0009120	sp|Q8IUD6|RN135_HUMAN	tr|A0A6J0XXU9|A0A6J0XXU9_ODOVR
OG0009121	sp|Q8IV20|LACC1_HUMAN	tr|A0A6J0YX86|A0A6J0YX86_ODOVR
OG0009122	sp|Q8IXU6|S35F2_HUMAN	tr|A0A6J0XB21|A0A6J0XB21_ODOVR
OG0009123	sp|Q8IYJ2|CJ067_HUMAN	tr|A0A6J0Y473|A0A6J0Y473_ODOVR
OG0009124	sp|Q969P0|IGSF8_HUMAN	tr|A0A6J0WT98|A0A6J0WT98_ODOVR
OG0009125	sp|Q96AZ1|EFMT3_HUMAN	tr|A0A6J0VVJ1|A0A6J0VVJ1_ODOVR
OG0009126	sp|Q96PV4|PNMA5_HUMAN	tr|A0A6J0Y7J1|A0A6J0Y7J1_ODOVR
OG0009127	sp|Q96SB3|NEB2_HUMAN	tr|A0A6J0Z6N0|A0A6J0Z6N0_ODOVR
OG0009128	sp|Q9BSG1|ZNF2_HUMAN	tr|A0A6J0W9C4|A0A6J0W9C4_ODOVR
OG0009129	sp|Q9BVA6|FICD_HUMAN	tr|A0A6J0W743|A0A6J0W743_ODOVR
OG0009130	sp|Q9BY77|PDIP3_HUMAN	tr|A0A6J0W5Y5|A0A6J0W5Y5_ODOVR
OG0009131	sp|Q9BYJ9|YTHD1_HUMAN	tr|A0A6J0W095|A0A6J0W095_ODOVR
OG0009132	sp|Q9H5J8|TAF1D_HUMAN	tr|A0A6J0VIF5|A0A6J0VIF5_ODOVR
OG0009133	sp|Q9HCC9|LST2_HUMAN	tr|A0A6J0ZA85|A0A6J0ZA85_ODOVR
OG0009134	sp|Q9NRL2|BAZ1A_HUMAN	tr|A0A6J0VM87|A0A6J0VM87_ODOVR
OG0009135	sp|Q9NVV2|CS073_HUMAN	tr|A0A6J0WX40|A0A6J0WX40_ODOVR
OG0009136	sp|Q9NZE8|RM35_HUMAN	tr|A0A6J0X864|A0A6J0X864_ODOVR
