Orthogroup	Homo_sapiens	Camelus_ferus 
OG0003108	sp|Q8N8Q1|C56D1_HUMAN, sp|O14569|C56D2_HUMAN	tr|T0MF81|T0MF81_CAMFR
OG0003109	sp|P05937|CALB1_HUMAN, sp|P22676|CALB2_HUMAN	tr|S9WI99|S9WI99_CAMFR
OG0003110	sp|Q96K62|ZBT45_HUMAN, sp|Q9HC78|ZBT20_HUMAN	tr|S9WLV7|S9WLV7_CAMFR
OG0003111	sp|P35442|TSP2_HUMAN, sp|P07996|TSP1_HUMAN	tr|S9WUH0|S9WUH0_CAMFR
OG0003112	sp|Q9H210|OR2D2_HUMAN	tr|S9X9L2|S9X9L2_CAMFR, tr|S9X9M2|S9X9M2_CAMFR
OG0003113	sp|Q9BZJ7|GPR62_HUMAN, sp|Q9BZJ8|GPR61_HUMAN	tr|S9XAP4|S9XAP4_CAMFR
OG0003114	sp|O60512|B4GT3_HUMAN	tr|S9YE61|S9YE61_CAMFR, tr|S9XEZ2|S9XEZ2_CAMFR
OG0003115	sp|P23229|ITA6_HUMAN, sp|Q13683|ITA7_HUMAN	tr|S9XRC8|S9XRC8_CAMFR
OG0003116	sp|P51148|RAB5C_HUMAN	tr|S9WGP1|S9WGP1_CAMFR, tr|S9Y4I1|S9Y4I1_CAMFR
OG0003117	sp|P35712|SOX6_HUMAN, sp|P35711|SOX5_HUMAN	tr|T0NNL4|T0NNL4_CAMFR
OG0003118	sp|Q9UI30|TR112_HUMAN	tr|S9WM56|S9WM56_CAMFR, tr|S9Y4G3|S9Y4G3_CAMFR
OG0003119	sp|Q29RF7|PDS5A_HUMAN, sp|Q9NTI5|PDS5B_HUMAN	tr|S9XRZ6|S9XRZ6_CAMFR
OG0003120	sp|Q08AI6|S38AB_HUMAN, sp|Q8WUX1|S38A5_HUMAN	tr|S9XYU7|S9XYU7_CAMFR
OG0003121	sp|Q8TC36|SUN5_HUMAN, sp|Q8TAQ9|SUN3_HUMAN	tr|S9YC26|S9YC26_CAMFR
OG0003122	sp|Q9Y6X4|F169A_HUMAN, sp|Q8N8A8|F169B_HUMAN	tr|S9YVY5|S9YVY5_CAMFR
OG0003123	sp|Q5TF58|IFFO2_HUMAN, sp|Q0D2I5|IFFO1_HUMAN	tr|T0NSU5|T0NSU5_CAMFR
OG0003124	sp|Q8NDH3|PEPL1_HUMAN, sp|P28838|AMPL_HUMAN	tr|S9WVA2|S9WVA2_CAMFR
OG0003125	sp|A6NMB9|FIGL2_HUMAN, sp|Q5HY92|FIGN_HUMAN	tr|S9WWN3|S9WWN3_CAMFR
OG0003126	sp|P68036|UB2L3_HUMAN, sp|A0A1B0GUS4|UB2L5_HUMAN	tr|S9X7Q9|S9X7Q9_CAMFR
OG0003127	sp|Q5SRD1|TI23B_HUMAN, sp|O14925|TIM23_HUMAN	tr|S9XSH1|S9XSH1_CAMFR
OG0003128	sp|Q9Y4X5|ARI1_HUMAN, sp|O95376|ARI2_HUMAN	tr|S9Y6M9|S9Y6M9_CAMFR
OG0003129	sp|Q2M3C6|TM266_HUMAN, sp|Q96D96|HVCN1_HUMAN	tr|T0NIE0|T0NIE0_CAMFR
OG0003130	sp|Q9H4B8|DPEP3_HUMAN, sp|Q9H4A9|DPEP2_HUMAN	tr|S9X9A9|S9X9A9_CAMFR
OG0003131	sp|Q96Q15|SMG1_HUMAN, sp|Q6P435|SMG1L_HUMAN	tr|S9XE49|S9XE49_CAMFR
OG0003132	sp|P48307|TFPI2_HUMAN, sp|P10646|TFPI1_HUMAN	tr|S9XV35|S9XV35_CAMFR
OG0003133	sp|Q8IWU4|ZNT8_HUMAN, sp|O14863|ZNT4_HUMAN	tr|S9XX97|S9XX97_CAMFR
OG0003134	sp|P0C7M8|CLC2L_HUMAN, sp|Q96E93|KLRG1_HUMAN	tr|S9Y9M6|S9Y9M6_CAMFR
OG0003135	sp|Q9HCE7|SMUF1_HUMAN, sp|Q9HAU4|SMUF2_HUMAN	tr|S9YYL6|S9YYL6_CAMFR
OG0003136	sp|Q02161|RHD_HUMAN, sp|P18577|RHCE_HUMAN	tr|S9WMU0|S9WMU0_CAMFR
OG0003137	sp|Q8WVQ1|CANT1_HUMAN	tr|S9WR61|S9WR61_CAMFR, tr|S9Y604|S9Y604_CAMFR
OG0003138	sp|O14975|S27A2_HUMAN, sp|Q5K4L6|S27A3_HUMAN	tr|S9X5G2|S9X5G2_CAMFR
OG0003139	sp|Q8TF50|ZN526_HUMAN	tr|T0MIQ6|T0MIQ6_CAMFR, tr|S9XD59|S9XD59_CAMFR
OG0003140	sp|Q9Y385|UB2J1_HUMAN, sp|Q8N2K1|UB2J2_HUMAN	tr|S9XJY6|S9XJY6_CAMFR
OG0003141	sp|Q96PB7|NOE3_HUMAN, sp|Q99784|NOE1_HUMAN	tr|S9XXH1|S9XXH1_CAMFR
OG0003142	sp|O15527|OGG1_HUMAN	tr|S9Y441|S9Y441_CAMFR, tr|T0M330|T0M330_CAMFR
OG0003143	sp|Q02818|NUCB1_HUMAN, sp|P80303|NUCB2_HUMAN	tr|S9YNY9|S9YNY9_CAMFR
OG0003144	sp|P25098|ARBK1_HUMAN, sp|P35626|ARBK2_HUMAN	tr|T0M5M9|T0M5M9_CAMFR
OG0003145	sp|Q7Z2G1|H2BWT_HUMAN, sp|P0C1H6|H2BFM_HUMAN	tr|S9WBK8|S9WBK8_CAMFR
OG0003146	sp|P35212|CXA4_HUMAN, sp|Q8N144|CXD3_HUMAN	tr|S9WMW1|S9WMW1_CAMFR
OG0003147	sp|Q86Y26|NUTM1_HUMAN	tr|S9XNA0|S9XNA0_CAMFR, tr|S9WQV6|S9WQV6_CAMFR
OG0003148	sp|Q15834|CC85B_HUMAN, sp|A6NKD9|CC85C_HUMAN	tr|S9WZM2|S9WZM2_CAMFR
OG0003149	sp|Q15506|SP17_HUMAN, sp|O75952|CABYR_HUMAN	tr|S9Y2D5|S9Y2D5_CAMFR
OG0003150	sp|Q7Z7G2|CPLX4_HUMAN, sp|Q8WVH0|CPLX3_HUMAN	tr|T0M6L5|T0M6L5_CAMFR
OG0003151	sp|P0DJH9|RD3L_HUMAN, sp|Q7Z3Z2|RD3_HUMAN	tr|S9X6U2|S9X6U2_CAMFR
OG0003152	sp|Q8TF46|DI3L1_HUMAN, sp|Q9Y2L1|RRP44_HUMAN	tr|S9XFE1|S9XFE1_CAMFR
OG0003153	sp|Q7L8S5|OTU6A_HUMAN, sp|Q8N6M0|OTU6B_HUMAN	tr|S9WAH3|S9WAH3_CAMFR
OG0003154	sp|Q5VUD6|DIK1B_HUMAN, sp|Q5T7M9|DIK1A_HUMAN	tr|S9WDN1|S9WDN1_CAMFR
OG0003155	sp|Q9NXW2|DJB12_HUMAN, sp|Q8TBM8|DJB14_HUMAN	tr|S9WE70|S9WE70_CAMFR
OG0003156	sp|H3BV60|TGR3L_HUMAN, sp|Q03167|TGBR3_HUMAN	tr|S9WKX8|S9WKX8_CAMFR
OG0003157	sp|Q969W1|ZDH16_HUMAN, sp|Q9H6R6|ZDHC6_HUMAN	tr|S9WR81|S9WR81_CAMFR
OG0003158	sp|Q9Y618|NCOR2_HUMAN	tr|S9Z0M9|S9Z0M9_CAMFR, tr|S9X8F3|S9X8F3_CAMFR
OG0003159	sp|P0CB48|UBFL6_HUMAN, sp|P0CB47|UBFL1_HUMAN	tr|S9XL84|S9XL84_CAMFR
OG0003160	sp|Q96T68|SETB2_HUMAN, sp|Q15047|SETB1_HUMAN	tr|S9XWZ0|S9XWZ0_CAMFR
OG0003161	sp|Q07352|TISB_HUMAN, sp|P47974|TISD_HUMAN	tr|S9Y6V1|S9Y6V1_CAMFR
OG0003162	sp|P49736|MCM2_HUMAN, sp|P33993|MCM7_HUMAN	tr|T0M662|T0M662_CAMFR
OG0003163	sp|Q8WY54|PPM1E_HUMAN, sp|P49593|PPM1F_HUMAN	tr|S9X7Q5|S9X7Q5_CAMFR
OG0003164	sp|Q6PKG0|LARP1_HUMAN, sp|Q659C4|LAR1B_HUMAN	tr|S9XN90|S9XN90_CAMFR
OG0003165	sp|Q8N6M3|FITM2_HUMAN, sp|A5D6W6|FITM1_HUMAN	tr|S9XQP9|S9XQP9_CAMFR
OG0003166	sp|Q15569|TESK1_HUMAN	tr|S9Y3F6|S9Y3F6_CAMFR, tr|S9WA08|S9WA08_CAMFR
OG0003167	sp|Q15527|SURF2_HUMAN	tr|S9XH31|S9XH31_CAMFR, tr|S9WAI7|S9WAI7_CAMFR
OG0003168	sp|Q9H1J7|WNT5B_HUMAN, sp|P41221|WNT5A_HUMAN	tr|S9X045|S9X045_CAMFR
OG0003169	sp|P31268|HXA7_HUMAN, sp|P09629|HXB7_HUMAN	tr|S9XG91|S9XG91_CAMFR
OG0003170	sp|Q8N5C6|SRBD1_HUMAN, sp|Q7KZ85|SPT6H_HUMAN	tr|T0M7G8|T0M7G8_CAMFR
OG0003171	sp|Q96RT1|ERBIN_HUMAN	tr|T0NTL9|T0NTL9_CAMFR, tr|S9XY86|S9XY86_CAMFR
OG0003172	sp|Q96RF0|SNX18_HUMAN	tr|S9XDI9|S9XDI9_CAMFR, tr|S9WVL1|S9WVL1_CAMFR
OG0003173	sp|Q9HBH5|RDH14_HUMAN, sp|Q8NBN7|RDH13_HUMAN	tr|S9XQB8|S9XQB8_CAMFR
OG0003174	sp|Q9NR63|CP26B_HUMAN, sp|Q6V0L0|CP26C_HUMAN	tr|S9YJ95|S9YJ95_CAMFR
OG0003175	sp|Q658Y4|F91A1_HUMAN, sp|P0C866|F91A2_HUMAN	tr|S9YLF8|S9YLF8_CAMFR
OG0003176	sp|Q3MIR4|CC50B_HUMAN, sp|Q9NV96|CC50A_HUMAN	tr|S9WPH9|S9WPH9_CAMFR
OG0003177	sp|Q9NQB0|TF7L2_HUMAN, sp|Q9HCS4|TF7L1_HUMAN	tr|S9WUL7|S9WUL7_CAMFR
OG0003178	sp|Q86Y82|STX12_HUMAN, sp|O15400|STX7_HUMAN	tr|S9YA71|S9YA71_CAMFR
OG0003179	sp|Q9UHD2|TBK1_HUMAN, sp|Q14164|IKKE_HUMAN	tr|T0MHV1|T0MHV1_CAMFR
OG0003180	sp|Q2TAZ0|ATG2A_HUMAN, sp|Q96BY7|ATG2B_HUMAN	tr|T0NQG0|T0NQG0_CAMFR
OG0003181	sp|O95630|STABP_HUMAN, sp|Q96FJ0|STALP_HUMAN	tr|S9WJ29|S9WJ29_CAMFR
OG0003182	sp|P61018|RAB4B_HUMAN, sp|P20338|RAB4A_HUMAN	tr|S9WNW8|S9WNW8_CAMFR
OG0003183	sp|Q3V6T2|GRDN_HUMAN, sp|Q9P219|DAPLE_HUMAN	tr|S9XM36|S9XM36_CAMFR
OG0003184	sp|Q9HCK0|ZBT26_HUMAN, sp|Q9Y330|ZBT12_HUMAN	tr|S9XN33|S9XN33_CAMFR
OG0003185	sp|Q9Y272|RASD1_HUMAN, sp|Q96D21|RHES_HUMAN	tr|S9YCS3|S9YCS3_CAMFR
OG0003186	sp|Q86SZ2|TPC6B_HUMAN, sp|O75865|TPC6A_HUMAN	tr|S9YJD0|S9YJD0_CAMFR
OG0003187	sp|P00441|SODC_HUMAN, sp|P08294|SODE_HUMAN	tr|T0M7R3|T0M7R3_CAMFR
OG0003188	sp|P51801|CLCKB_HUMAN, sp|P51800|CLCKA_HUMAN	tr|T0MHA1|T0MHA1_CAMFR
OG0003189	sp|Q96CQ1|S2536_HUMAN, sp|Q9BSK2|S2533_HUMAN	tr|S9WKK2|S9WKK2_CAMFR
OG0003190	sp|A0AV96|RBM47_HUMAN, sp|Q9NQ94|A1CF_HUMAN	tr|S9X7H5|S9X7H5_CAMFR
OG0003191	sp|Q9Y6C9|MTCH2_HUMAN, sp|Q9NZJ7|MTCH1_HUMAN	tr|S9XMI9|S9XMI9_CAMFR
OG0003192	sp|P07550|ADRB2_HUMAN, sp|P08588|ADRB1_HUMAN	tr|S9YU78|S9YU78_CAMFR
OG0003193	sp|O60880|SH21A_HUMAN, sp|O14796|SH21B_HUMAN	tr|S9Z0H8|S9Z0H8_CAMFR
OG0003194	sp|Q99661|KIF2C_HUMAN, sp|O00139|KIF2A_HUMAN	tr|T0MGF2|T0MGF2_CAMFR
OG0003195	sp|O43157|PLXB1_HUMAN, sp|Q9ULL4|PLXB3_HUMAN	tr|T0NHC5|T0NHC5_CAMFR
OG0003196	sp|Q71RH2|TLC3B_HUMAN, sp|Q8TBR7|TLC3A_HUMAN	tr|T0NRY6|T0NRY6_CAMFR
OG0003197	sp|Q8IVT2|MISP_HUMAN	tr|S9YR46|S9YR46_CAMFR, tr|S9X3E1|S9X3E1_CAMFR
OG0003198	sp|Q6ZVH7|ESPNL_HUMAN, sp|B1AK53|ESPN_HUMAN	tr|S9XEI4|S9XEI4_CAMFR
OG0003199	sp|Q96MG8|PCMD1_HUMAN, sp|Q9NV79|PCMD2_HUMAN	tr|S9XJI5|S9XJI5_CAMFR
OG0003200	sp|Q5R3F8|PPR29_HUMAN, sp|P0C7U0|ELFN1_HUMAN	tr|S9XL47|S9XL47_CAMFR
OG0003201	sp|A6NK02|TRI75_HUMAN, sp|Q495X7|TRI60_HUMAN	tr|S9XQZ1|S9XQZ1_CAMFR
OG0003202	sp|A6NMX2|I4E1B_HUMAN, sp|P06730|IF4E_HUMAN	tr|S9XWK8|S9XWK8_CAMFR
OG0003203	sp|Q86XQ3|CTSR3_HUMAN, sp|Q7RTX7|CTSR4_HUMAN	tr|S9YBZ2|S9YBZ2_CAMFR
OG0003204	sp|Q6S9Z5|ZN474_HUMAN, tr|A0A1B0GTH9|A0A1B0GTH9_HUMAN	tr|T0MK17|T0MK17_CAMFR
OG0003205	sp|Q5XX13|FBW10_HUMAN, sp|O95170|CDRT1_HUMAN	tr|S9WDA9|S9WDA9_CAMFR
OG0003206	sp|P41181|AQP2_HUMAN, sp|P55064|AQP5_HUMAN	tr|S9X6J7|S9X6J7_CAMFR
OG0003207	sp|O43657|TSN6_HUMAN, sp|P41732|TSN7_HUMAN	tr|S9XE85|S9XE85_CAMFR
OG0003208	sp|P57059|SIK1_HUMAN, sp|A0A0B4J2F2|SIK1B_HUMAN	tr|S9XKC8|S9XKC8_CAMFR
OG0003209	sp|P55075|FGF8_HUMAN, sp|O60258|FGF17_HUMAN	tr|S9YKK1|S9YKK1_CAMFR
OG0003210	sp|O15127|SCAM2_HUMAN, sp|O15126|SCAM1_HUMAN	tr|T0MFP5|T0MFP5_CAMFR
OG0003211	sp|Q8N697|S15A4_HUMAN, sp|Q8IY34|S15A3_HUMAN	tr|S9WE47|S9WE47_CAMFR
OG0003212	sp|O95833|CLIC3_HUMAN, sp|O00299|CLIC1_HUMAN	tr|S9XAJ9|S9XAJ9_CAMFR
OG0003213	sp|Q9C0K7|STRAB_HUMAN, sp|Q7RTN6|STRAA_HUMAN	tr|S9XDX0|S9XDX0_CAMFR
OG0003214	sp|Q13542|4EBP2_HUMAN, sp|O60516|4EBP3_HUMAN	tr|S9XQI9|S9XQI9_CAMFR
OG0003215	sp|Q86UP8|GTD2A_HUMAN, sp|Q6EKJ0|GTD2B_HUMAN	tr|S9X016|S9X016_CAMFR
OG0003216	sp|Q7Z460|CLAP1_HUMAN, sp|O75122|CLAP2_HUMAN	tr|S9XL58|S9XL58_CAMFR
OG0003217	sp|Q4G0F5|VP26B_HUMAN, sp|O75436|VP26A_HUMAN	tr|S9YFD5|S9YFD5_CAMFR
OG0003218	sp|Q9NQ39|RS10L_HUMAN, sp|P46783|RS10_HUMAN	tr|S9YJF6|S9YJF6_CAMFR
OG0003219	sp|Q9BRP0|OVOL2_HUMAN, sp|O14753|OVOL1_HUMAN	tr|S9Z217|S9Z217_CAMFR
OG0003220	sp|Q9Y5U8|MPC1_HUMAN, sp|O95563|MPC2_HUMAN	tr|S9W5N4|S9W5N4_CAMFR
OG0003221	sp|Q05195|MAD1_HUMAN, sp|P50539|MXI1_HUMAN	tr|S9XRA2|S9XRA2_CAMFR
OG0003222	sp|O95786|DDX58_HUMAN, sp|Q9BYX4|IFIH1_HUMAN	tr|S9XZ44|S9XZ44_CAMFR
OG0003223	sp|Q96FL9|GLT14_HUMAN, sp|Q10471|GALT2_HUMAN	tr|S9YE43|S9YE43_CAMFR
OG0003224	sp|P16989|YBOX3_HUMAN	tr|T0M9F4|T0M9F4_CAMFR, tr|T0M8R7|T0M8R7_CAMFR
OG0003225	sp|Q12999|TSN31_HUMAN, sp|O95857|TSN13_HUMAN	tr|S9WHE6|S9WHE6_CAMFR
OG0003226	sp|Q8N4N3|KLH36_HUMAN, sp|Q8N239|KLH34_HUMAN	tr|S9X2R2|S9X2R2_CAMFR
OG0003227	sp|P25929|NPY1R_HUMAN, sp|Q99463|NPY6R_HUMAN	tr|S9X6S4|S9X6S4_CAMFR
OG0003228	sp|Q9ULL1|PKHG1_HUMAN, sp|A1L390|PKHG3_HUMAN	tr|S9Y9J7|S9Y9J7_CAMFR
OG0003229	sp|Q92503|S14L1_HUMAN, sp|O43304|S14L5_HUMAN	tr|S9YSA2|S9YSA2_CAMFR
OG0003230	sp|O95298|NDUC2_HUMAN, sp|E9PQ53|NDUCR_HUMAN	tr|S9WC11|S9WC11_CAMFR
OG0003231	sp|P15907|SIAT1_HUMAN, sp|Q96JF0|SIAT2_HUMAN	tr|S9WR49|S9WR49_CAMFR
OG0003232	sp|Q05084|ICA69_HUMAN, sp|Q8NDH6|ICA1L_HUMAN	tr|S9X3B4|S9X3B4_CAMFR
OG0003233	sp|P57082|TBX4_HUMAN, sp|Q99593|TBX5_HUMAN	tr|S9XE82|S9XE82_CAMFR
OG0003234	sp|Q16538|GP162_HUMAN, sp|Q6NV75|GP153_HUMAN	tr|S9XEB8|S9XEB8_CAMFR
OG0003235	sp|P43088|PF2R_HUMAN, sp|P34995|PE2R1_HUMAN	tr|S9XVV7|S9XVV7_CAMFR
OG0003236	sp|O15503|INSI1_HUMAN, sp|Q9Y5U4|INSI2_HUMAN	tr|S9Y788|S9Y788_CAMFR
OG0003237	sp|Q6ZNI0|GCNT7_HUMAN, sp|Q8N0V5|GNT2A_HUMAN	tr|S9YIA7|S9YIA7_CAMFR
OG0003238	sp|P30626|SORCN_HUMAN, sp|P28676|GRAN_HUMAN	tr|S9WHJ2|S9WHJ2_CAMFR
OG0003239	sp|Q96IZ2|ADTRP_HUMAN, sp|Q9NVV5|AIG1_HUMAN	tr|S9X8G0|S9X8G0_CAMFR
OG0003240	sp|Q8N841|TTLL6_HUMAN, sp|A6NNM8|TTL13_HUMAN	tr|S9X9V4|S9X9V4_CAMFR
OG0003241	sp|Q14318|FKBP8_HUMAN	tr|S9XE38|S9XE38_CAMFR, tr|S9WN37|S9WN37_CAMFR
OG0003242	sp|Q8TED4|G6PT3_HUMAN, sp|P57057|G6PT2_HUMAN	tr|S9XED3|S9XED3_CAMFR
OG0003243	sp|Q15722|LT4R1_HUMAN, sp|Q9NPC1|LT4R2_HUMAN	tr|S9XHD2|S9XHD2_CAMFR
OG0003244	sp|P30304|MPIP1_HUMAN, sp|P30307|MPIP3_HUMAN	tr|S9XP06|S9XP06_CAMFR
OG0003245	sp|Q9BX84|TRPM6_HUMAN, sp|Q96QT4|TRPM7_HUMAN	tr|S9XQH8|S9XQH8_CAMFR
OG0003246	sp|P55008|AIF1_HUMAN, sp|Q9BQI0|AIF1L_HUMAN	tr|S9YD16|S9YD16_CAMFR
OG0003247	sp|P51858|HDGF_HUMAN, sp|Q5TGJ6|HDGL1_HUMAN	tr|S9YMK3|S9YMK3_CAMFR
OG0003248	sp|Q5VUY0|ADCL3_HUMAN, sp|Q5VUY2|ADCL4_HUMAN	tr|S9WDY3|S9WDY3_CAMFR
OG0003249	sp|Q96K31|CH076_HUMAN, sp|Q96EF9|ZHX1R_HUMAN	tr|S9X8Y4|S9X8Y4_CAMFR
OG0003250	sp|Q8IVV2|LOXH1_HUMAN	tr|S9Y357|S9Y357_CAMFR, tr|S9WJH7|S9WJH7_CAMFR
OG0003251	sp|Q15643|TRIPB_HUMAN	tr|S9X9Q1|S9X9Q1_CAMFR, tr|S9YBZ4|S9YBZ4_CAMFR
OG0003252	sp|P07306|ASGR1_HUMAN, sp|P07307|ASGR2_HUMAN	tr|T0M3R3|T0M3R3_CAMFR
OG0003253	sp|P11473|VDR_HUMAN, sp|O75469|NR1I2_HUMAN	tr|S9WEG6|S9WEG6_CAMFR
OG0003254	sp|Q9BXU3|TX13A_HUMAN, sp|Q9BXU2|TX13B_HUMAN	tr|S9WKY4|S9WKY4_CAMFR
OG0003255	sp|Q9Y2K6|UBP20_HUMAN, sp|Q8TEY7|UBP33_HUMAN	tr|S9X789|S9X789_CAMFR
OG0003256	sp|Q96EF0|MTMR8_HUMAN, sp|Q9Y217|MTMR6_HUMAN	tr|S9XFV1|S9XFV1_CAMFR
OG0003257	sp|Q9UKP3|ITBP2_HUMAN, sp|Q9UHD1|CHRD1_HUMAN	tr|S9XQA9|S9XQA9_CAMFR
OG0003258	sp|Q8IZM9|S38A6_HUMAN, sp|Q99624|S38A3_HUMAN	tr|T0M3C6|T0M3C6_CAMFR
OG0003259	sp|Q9BRR0|ZKSC3_HUMAN, sp|Q969J2|ZKSC4_HUMAN	tr|S9WID2|S9WID2_CAMFR
OG0003260	sp|Q8N5C8|TAB3_HUMAN, sp|Q9NYJ8|TAB2_HUMAN	tr|S9WX26|S9WX26_CAMFR
OG0003261	sp|P02763|A1AG1_HUMAN, sp|P19652|A1AG2_HUMAN	tr|S9WX48|S9WX48_CAMFR
OG0003262	sp|P06213|INSR_HUMAN	tr|S9YQY7|S9YQY7_CAMFR, tr|S9WYH1|S9WYH1_CAMFR
OG0003263	sp|Q9NXX6|NSE4A_HUMAN, sp|Q8N140|EID3_HUMAN	tr|S9XBU1|S9XBU1_CAMFR
OG0003264	sp|Q9H324|ATS10_HUMAN, sp|Q9UKP5|ATS6_HUMAN	tr|T0NS27|T0NS27_CAMFR
OG0003265	sp|Q6P2I3|FAH2B_HUMAN, sp|Q96GK7|FAH2A_HUMAN	tr|S9XEX7|S9XEX7_CAMFR
OG0003266	sp|Q9BQD7|ANKMT_HUMAN, sp|Q9UJH8|METRN_HUMAN	tr|S9YRW9|S9YRW9_CAMFR
OG0003267	sp|Q9H0Q0|CYRIA_HUMAN, sp|Q9NUQ9|CYRIB_HUMAN	tr|S9WID1|S9WID1_CAMFR
OG0003268	sp|P54368|OAZ1_HUMAN, sp|O95190|OAZ2_HUMAN	tr|S9WM96|S9WM96_CAMFR
OG0003269	sp|P22528|SPR1B_HUMAN, sp|P35321|SPR1A_HUMAN	tr|S9X7H0|S9X7H0_CAMFR
OG0003270	sp|P13236|CCL4_HUMAN	tr|S9XL94|S9XL94_CAMFR, tr|S9YPJ7|S9YPJ7_CAMFR
OG0003271	sp|Q13296|SG2A2_HUMAN, sp|O75556|SG2A1_HUMAN	tr|S9XN77|S9XN77_CAMFR
OG0003272	sp|P11801|KPSH1_HUMAN, sp|Q96QS6|KPSH2_HUMAN	tr|S9Y9P6|S9Y9P6_CAMFR
OG0003273	sp|Q5JX71|F209A_HUMAN, sp|Q5JX69|F209B_HUMAN	tr|S9WV65|S9WV65_CAMFR
OG0003274	sp|Q9UHG0|DCDC2_HUMAN, sp|A8MYV0|DCD2C_HUMAN	tr|S9X3W8|S9X3W8_CAMFR
OG0003275	sp|Q9BZF1|OSBL8_HUMAN, sp|Q9H0X9|OSBL5_HUMAN	tr|S9XAY7|S9XAY7_CAMFR
OG0003276	sp|Q7Z2Q7|LRR70_HUMAN, sp|O15335|CHAD_HUMAN	tr|S9XEM0|S9XEM0_CAMFR
OG0003277	sp|Q9NVN3|RIC8B_HUMAN, sp|Q9NPQ8|RIC8A_HUMAN	tr|S9XEU3|S9XEU3_CAMFR
OG0003278	sp|Q5UE93|PI3R6_HUMAN, sp|Q8WYR1|PI3R5_HUMAN	tr|S9YH26|S9YH26_CAMFR
OG0003279	sp|P27707|DCK_HUMAN, sp|Q16854|DGUOK_HUMAN	tr|S9YTR1|S9YTR1_CAMFR
OG0003280	sp|Q9NU22|MDN1_HUMAN, sp|Q14204|DYHC1_HUMAN	tr|S9XBC2|S9XBC2_CAMFR
OG0003281	sp|Q6NSW5|DE10B_HUMAN, sp|Q8TCE6|DEN10_HUMAN	tr|S9WE84|S9WE84_CAMFR
OG0003282	sp|Q9BVJ6|UT14A_HUMAN, sp|Q5TAP6|UT14C_HUMAN	tr|S9WG24|S9WG24_CAMFR
OG0003283	sp|P10070|GLI2_HUMAN, sp|P10071|GLI3_HUMAN	tr|S9WJM8|S9WJM8_CAMFR
OG0003284	sp|O00300|TR11B_HUMAN, sp|O95407|TNF6B_HUMAN	tr|S9WMB1|S9WMB1_CAMFR
OG0003285	sp|P0DQD5|NPY42_HUMAN, sp|P50391|NPY4R_HUMAN	tr|S9X7W2|S9X7W2_CAMFR
OG0003286	sp|Q13114|TRAF3_HUMAN, sp|O00463|TRAF5_HUMAN	tr|S9XBA9|S9XBA9_CAMFR
OG0003287	sp|P0CG48|UBC_HUMAN, sp|P0CG47|UBB_HUMAN	tr|S9XGH7|S9XGH7_CAMFR
OG0003288	sp|Q8TD46|MO2R1_HUMAN, sp|Q6Q8B3|MO2R2_HUMAN	tr|S9XKQ3|S9XKQ3_CAMFR
OG0003289	sp|Q96B86|RGMA_HUMAN, sp|Q6NW40|RGMB_HUMAN	tr|S9X4K6|S9X4K6_CAMFR
OG0003290	sp|Q969V5|MUL1_HUMAN, sp|Q969K3|RNF34_HUMAN	tr|T0NID1|T0NID1_CAMFR
OG0003291	sp|P63172|DYLT1_HUMAN, sp|P51808|DYLT3_HUMAN	tr|S9XXG4|S9XXG4_CAMFR
OG0003292	sp|Q9UBT2|SAE2_HUMAN, sp|Q8TBC4|UBA3_HUMAN	tr|S9Y0U2|S9Y0U2_CAMFR
OG0003293	sp|Q8IYU8|MICU2_HUMAN, sp|Q86XE3|MICU3_HUMAN	tr|S9YSX8|S9YSX8_CAMFR
OG0003294	sp|Q9NQW5|PRDM7_HUMAN, sp|Q9NQV7|PRDM9_HUMAN	tr|T0MBZ7|T0MBZ7_CAMFR
OG0003295	sp|Q9BS40|LXN_HUMAN, sp|P49788|TIG1_HUMAN	tr|S9WLA3|S9WLA3_CAMFR
OG0003296	sp|O60493|SNX3_HUMAN, sp|Q9UMY4|SNX12_HUMAN	tr|S9WNY2|S9WNY2_CAMFR
OG0003297	sp|Q9P0S3|ORML1_HUMAN, sp|Q8N138|ORML3_HUMAN	tr|S9XHR1|S9XHR1_CAMFR
OG0003298	sp|Q96LY2|CC74B_HUMAN, sp|Q96AQ1|CC74A_HUMAN	tr|S9X479|S9X479_CAMFR
OG0003299	sp|Q7RTY7|OVCH1_HUMAN, sp|Q7RTZ1|OVCH2_HUMAN	tr|S9X6M9|S9X6M9_CAMFR
OG0003300	sp|Q3LFD5|UBP41_HUMAN, sp|Q9UMW8|UBP18_HUMAN	tr|S9XB56|S9XB56_CAMFR
OG0003301	sp|Q9BUT9|MCRI2_HUMAN, sp|C9JLW8|MCRI1_HUMAN	tr|S9YBW0|S9YBW0_CAMFR
OG0003302	sp|O75953|DNJB5_HUMAN, sp|Q9NX36|DJC28_HUMAN	tr|S9WJ99|S9WJ99_CAMFR
OG0003303	sp|Q9UBD3|XCL2_HUMAN, sp|P47992|XCL1_HUMAN	tr|S9XF70|S9XF70_CAMFR
OG0003304	sp|Q7Z494|NPHP3_HUMAN, sp|Q6P2S7|TTC41_HUMAN	tr|S9XQW1|S9XQW1_CAMFR
OG0003305	sp|O95782|AP2A1_HUMAN, sp|O94973|AP2A2_HUMAN	tr|S9XU61|S9XU61_CAMFR
