Orthogroup	Homo_sapiens	Pan_troglodytes
OG0007372	sp|P40222|TXLNA_HUMAN	tr|K7BNC6|K7BNC6_PANTR
OG0007373	sp|P51449|RORG_HUMAN	tr|A0A2I3T288|A0A2I3T288_PANTR
OG0007374	sp|P52737|ZN136_HUMAN	tr|H2QFF2|H2QFF2_PANTR
OG0007375	sp|P52756|RBM5_HUMAN	tr|A0A2I3S1V4|A0A2I3S1V4_PANTR
OG0007376	sp|P54198|HIRA_HUMAN	tr|H2QL84|H2QL84_PANTR
OG0007377	sp|P54284|CACB3_HUMAN	tr|A0A2I3TDB2|A0A2I3TDB2_PANTR
OG0007378	sp|P59044|NLRP6_HUMAN	tr|H2Q2U4|H2Q2U4_PANTR
OG0007379	sp|P81133|SIM1_HUMAN	sp|A2T6X9|SIM1_PANTR
OG0007380	sp|P98161|PKD1_HUMAN	tr|A0A2I3T3E2|A0A2I3T3E2_PANTR
OG0007381	sp|Q12789|TF3C1_HUMAN	tr|K7BH73|K7BH73_PANTR
OG0007382	sp|Q12798|CETN1_HUMAN	tr|H2R6T4|H2R6T4_PANTR
OG0007383	sp|Q13751|LAMB3_HUMAN	tr|A0A2J8QVK7|A0A2J8QVK7_PANTR
OG0007384	sp|Q14108|SCRB2_HUMAN	tr|H2QPQ5|H2QPQ5_PANTR
OG0007385	sp|Q15054|DPOD3_HUMAN	tr|A0A2I3T826|A0A2I3T826_PANTR
OG0007386	sp|Q16890|TPD53_HUMAN	tr|A0A2I3S1K1|A0A2I3S1K1_PANTR
OG0007387	sp|Q5JQS6|GSAML_HUMAN	tr|A0A2J8KNR5|A0A2J8KNR5_PANTR
OG0007388	sp|Q5JYT7|K1755_HUMAN	tr|H2R8Z1|H2R8Z1_PANTR
OG0007389	sp|Q5TCZ1|SPD2A_HUMAN	tr|A0A2I3SRN7|A0A2I3SRN7_PANTR
OG0007390	sp|Q6NS38|ALKB2_HUMAN	tr|H2Q6U0|H2Q6U0_PANTR
OG0007391	sp|Q6P1A2|MBOA5_HUMAN	tr|H2Q5B9|H2Q5B9_PANTR
OG0007392	sp|Q6UW02|CP20A_HUMAN	tr|A0A2I3RK78|A0A2I3RK78_PANTR
OG0007393	sp|Q6UW10|SFTA2_HUMAN	tr|H2R343|H2R343_PANTR
OG0007394	sp|Q6UXV3|YV010_HUMAN	tr|A0A2I3SIG1|A0A2I3SIG1_PANTR
OG0007395	sp|Q6ZSZ6|TSH1_HUMAN	tr|H2QEQ4|H2QEQ4_PANTR
OG0007396	sp|Q7RTP6|MICA3_HUMAN	tr|A0A2I3TBJ7|A0A2I3TBJ7_PANTR
OG0007397	sp|Q7Z5J1|DHI1L_HUMAN	tr|H2QF33|H2QF33_PANTR
OG0007398	sp|Q7Z6V5|ADAT2_HUMAN	tr|H2QTU8|H2QTU8_PANTR
OG0007399	sp|Q8IUL8|CILP2_HUMAN	tr|H2QFV6|H2QFV6_PANTR
OG0007400	sp|Q8IXW0|LMTD2_HUMAN	tr|A0A2I3TQZ6|A0A2I3TQZ6_PANTR
OG0007401	sp|Q8IY51|TIGD4_HUMAN	tr|H2QQA3|H2QQA3_PANTR
OG0007402	sp|Q8TBF5|PIGX_HUMAN	tr|A0A2I3TR01|A0A2I3TR01_PANTR
OG0007403	sp|Q96I59|SYNM_HUMAN	tr|H2Q4H3|H2Q4H3_PANTR
OG0007404	sp|Q96L34|MARK4_HUMAN	tr|H2QL36|H2QL36_PANTR
OG0007405	sp|Q96NB3|ZN830_HUMAN	tr|H2QCN8|H2QCN8_PANTR
OG0007406	sp|Q96NJ5|KLH32_HUMAN	tr|A0A2I3TA31|A0A2I3TA31_PANTR
OG0007407	sp|Q9BQB4|SOST_HUMAN	tr|H2QD54|H2QD54_PANTR
OG0007408	sp|Q9BRN9|TM2D3_HUMAN	tr|A0A2I3STM5|A0A2I3STM5_PANTR
OG0007409	sp|Q9NRN7|ADPPT_HUMAN	tr|H2Q4P2|H2Q4P2_PANTR
OG0007410	sp|Q9NSB8|HOME2_HUMAN	tr|H2Q9Z5|H2Q9Z5_PANTR
OG0007411	sp|Q9NVK5|FGOP2_HUMAN	tr|H2Q5M7|H2Q5M7_PANTR
OG0007412	sp|Q9NXG6|P4HTM_HUMAN	tr|H2QMK5|H2QMK5_PANTR
OG0007413	sp|Q9ULN7|PNM8B_HUMAN	tr|H2R5Y6|H2R5Y6_PANTR
OG0007414	sp|Q9UNF0|PACN2_HUMAN	tr|H2QLU5|H2QLU5_PANTR
OG0007415	sp|Q9Y2R0|COA3_HUMAN	tr|H2QD39|H2QD39_PANTR
OG0007416	sp|Q9Y3A6|TMED5_HUMAN	tr|A0A2I3SJ70|A0A2I3SJ70_PANTR
OG0007417	sp|Q9Y534|CSDC2_HUMAN	tr|K7D015|K7D015_PANTR
OG0007418	sp|Q9Y566|SHAN1_HUMAN	tr|A0A2I3RP67|A0A2I3RP67_PANTR
OG0007419	sp|A0A1B0GTU2|CTXD1_HUMAN	tr|A0A2I3RGT7|A0A2I3RGT7_PANTR
OG0007420	sp|A6NKX4|S22AV_HUMAN	tr|A0A2I3SND0|A0A2I3SND0_PANTR
OG0007421	sp|A9QM74|IMA8_HUMAN	tr|H2QUZ9|H2QUZ9_PANTR
OG0007422	sp|O14948|TFEC_HUMAN	sp|A2T713|TFEC_PANTR
OG0007423	sp|O43633|CHM2A_HUMAN	tr|A0A2I3RL10|A0A2I3RL10_PANTR
OG0007424	sp|O94855|SC24D_HUMAN	tr|K7B5H4|K7B5H4_PANTR
OG0007425	sp|O95630|STABP_HUMAN	tr|H2QI53|H2QI53_PANTR
OG0007426	sp|P08842|STS_HUMAN	tr|A0A2I3TL16|A0A2I3TL16_PANTR
OG0007427	sp|P0C2W1|FBSP1_HUMAN	tr|H2QP11|H2QP11_PANTR
OG0007428	sp|P0DMS9|TMIG3_HUMAN	tr|A0A2I3SUK9|A0A2I3SUK9_PANTR
OG0007429	sp|P34910|EVI2B_HUMAN	tr|A0A2J8LIW4|A0A2J8LIW4_PANTR
OG0007430	sp|P35523|CLCN1_HUMAN	tr|H2QVJ5|H2QVJ5_PANTR
OG0007431	sp|P48681|NEST_HUMAN	tr|K7CIK9|K7CIK9_PANTR
OG0007432	sp|P49683|PRLHR_HUMAN	tr|A0A2J8PC40|A0A2J8PC40_PANTR
OG0007433	sp|P51946|CCNH_HUMAN	tr|A0A2I3TQJ8|A0A2I3TQJ8_PANTR
OG0007434	sp|P55064|AQP5_HUMAN	tr|H2Q5W2|H2Q5W2_PANTR
OG0007435	sp|Q01118|SCN7A_HUMAN	tr|H2R108|H2R108_PANTR
OG0007436	sp|Q02223|TNR17_HUMAN	tr|H2QAL5|H2QAL5_PANTR
OG0007437	sp|Q05586|NMDZ1_HUMAN	tr|H2R107|H2R107_PANTR
OG0007438	sp|Q16674|MIA_HUMAN	tr|A0A2I3RCV3|A0A2I3RCV3_PANTR
OG0007439	sp|Q2KHT4|GSG1_HUMAN	tr|H2Q5H8|H2Q5H8_PANTR
OG0007440	sp|Q2WGN9|GAB4_HUMAN	tr|H2RBP2|H2RBP2_PANTR
OG0007441	sp|Q5T013|HYI_HUMAN	tr|A0A2I3TJS8|A0A2I3TJS8_PANTR
OG0007442	sp|Q5T6S3|PHF19_HUMAN	tr|A0A2I3SXW1|A0A2I3SXW1_PANTR
OG0007443	sp|Q5VWW1|C1QL3_HUMAN	tr|H2Q1P0|H2Q1P0_PANTR
OG0007444	sp|Q6ZRH7|CTSRG_HUMAN	tr|H2QG81|H2QG81_PANTR
OG0007445	sp|Q765I0|UTS2B_HUMAN	tr|A0A2I3TQK0|A0A2I3TQK0_PANTR
OG0007446	sp|Q7Z442|PK1L2_HUMAN	tr|A0A2I3TC87|A0A2I3TC87_PANTR
OG0007447	sp|Q86UN2|R4RL1_HUMAN	tr|H2QBU8|H2QBU8_PANTR
OG0007448	sp|Q86VW1|S22AG_HUMAN	tr|H2QTJ9|H2QTJ9_PANTR
OG0007449	sp|Q86VW2|ARHGP_HUMAN	tr|H2RBT9|H2RBT9_PANTR
OG0007450	sp|Q8IVA1|PCP2_HUMAN	tr|H2QF67|H2QF67_PANTR
OG0007451	sp|Q8IW92|GLBL2_HUMAN	tr|H2Q560|H2Q560_PANTR
OG0007452	sp|Q8IWZ4|TRI48_HUMAN	tr|H2Q4J2|H2Q4J2_PANTR
OG0007453	sp|Q8IZM8|ZN654_HUMAN	tr|H2RI23|H2RI23_PANTR
OG0007454	sp|Q8N5H3|LRA25_HUMAN	tr|H2Q435|H2Q435_PANTR
OG0007455	sp|Q8N7X0|ADGB_HUMAN	tr|H2RDH8|H2RDH8_PANTR
OG0007456	sp|Q8NFJ5|RAI3_HUMAN	tr|K6ZI87|K6ZI87_PANTR
OG0007457	sp|Q8NGY1|O10Z1_HUMAN	tr|H2R2R1|H2R2R1_PANTR
OG0007458	sp|Q92667|AKAP1_HUMAN	tr|A0A2J8MFD2|A0A2J8MFD2_PANTR
OG0007459	sp|Q969E2|SCAM4_HUMAN	tr|A0A2I3T8V3|A0A2I3T8V3_PANTR
OG0007460	sp|Q96A11|G3ST3_HUMAN	tr|A0A2J8QBK4|A0A2J8QBK4_PANTR
OG0007461	sp|Q96A35|RM24_HUMAN	tr|H2R3D9|H2R3D9_PANTR
OG0007462	sp|Q96BT1|CC049_HUMAN	tr|A0A2I3RKQ1|A0A2I3RKQ1_PANTR
OG0007463	sp|Q96I15|SCLY_HUMAN	tr|A0A2I3RAN9|A0A2I3RAN9_PANTR
OG0007464	sp|Q96K83|ZN521_HUMAN	tr|K7BVL1|K7BVL1_PANTR
OG0007465	sp|Q96L96|ALPK3_HUMAN	tr|A0A2I3REQ6|A0A2I3REQ6_PANTR
OG0007466	sp|Q96M83|CCDC7_HUMAN	tr|H2RBE8|H2RBE8_PANTR
OG0007467	sp|Q9BSY9|DESI2_HUMAN	tr|K7BES4|K7BES4_PANTR
OG0007468	sp|Q9C0E4|GRIP2_HUMAN	tr|A0A2I3RKI9|A0A2I3RKI9_PANTR
OG0007469	sp|Q9GZR7|DDX24_HUMAN	tr|H2Q8U7|H2Q8U7_PANTR
OG0007470	sp|Q9H3C7|GGNB2_HUMAN	tr|H2QCR5|H2QCR5_PANTR
OG0007471	sp|Q9H3S7|PTN23_HUMAN	tr|K7B4N8|K7B4N8_PANTR
OG0007472	sp|Q9H7U1|CCSE2_HUMAN	tr|A0A2I3SSR2|A0A2I3SSR2_PANTR
OG0007473	sp|Q9H7Y0|DIK2B_HUMAN	tr|H2RBB6|H2RBB6_PANTR
OG0007474	sp|Q9HBU6|EKI1_HUMAN	tr|H2Q5L6|H2Q5L6_PANTR
OG0007475	sp|Q9NRM7|LATS2_HUMAN	tr|H2Q796|H2Q796_PANTR
OG0007476	sp|Q9NSI5|IGSF5_HUMAN	tr|H2R1Y1|H2R1Y1_PANTR
OG0007477	sp|Q9NYD6|HXC10_HUMAN	tr|H2Q632|H2Q632_PANTR
OG0007478	sp|Q9NZ56|FMN2_HUMAN	tr|H2Q1E7|H2Q1E7_PANTR
OG0007479	sp|Q9P296|C5AR2_HUMAN	tr|A0A2J8K1P1|A0A2J8K1P1_PANTR
OG0007480	sp|Q9UBG3|CRNN_HUMAN	tr|H2Q004|H2Q004_PANTR
OG0007481	sp|Q9UBP4|DKK3_HUMAN	tr|A0A2I3TJP2|A0A2I3TJP2_PANTR
OG0007482	sp|Q9ULD6|INTU_HUMAN	tr|H2QQ52|H2QQ52_PANTR
OG0007483	sp|Q9Y4E8|UBP15_HUMAN	tr|A0A2I3S9E9|A0A2I3S9E9_PANTR
OG0007484	sp|Q9Y5Y4|PD2R2_HUMAN	tr|H2Q3T0|H2Q3T0_PANTR
OG0007485	sp|Q9Y6G5|COMDA_HUMAN	tr|H2QRD0|H2QRD0_PANTR
OG0007486	sp|A6NHN0|OTOL1_HUMAN	tr|A0A2I3S1X9|A0A2I3S1X9_PANTR
OG0007487	sp|O43432|IF4G3_HUMAN	tr|A0A2I3SYF5|A0A2I3SYF5_PANTR
OG0007488	sp|O43505|B4GA1_HUMAN	tr|H2Q465|H2Q465_PANTR
OG0007489	sp|O60701|UGDH_HUMAN	tr|H2QPC9|H2QPC9_PANTR
OG0007490	sp|O95721|SNP29_HUMAN	tr|H2QLA1|H2QLA1_PANTR
OG0007491	sp|O95967|FBLN4_HUMAN	tr|H2Q445|H2Q445_PANTR
OG0007492	sp|O95988|TCL1B_HUMAN	tr|A0A2I3RZQ9|A0A2I3RZQ9_PANTR
OG0007493	sp|P08962|CD63_HUMAN	tr|A0A2J8Q183|A0A2J8Q183_PANTR
OG0007494	sp|P0C2L3|F163B_HUMAN	tr|A0A2I3S5E9|A0A2I3S5E9_PANTR
OG0007495	sp|P11836|CD20_HUMAN	tr|H2R5E3|H2R5E3_PANTR
OG0007496	sp|P12107|COBA1_HUMAN	tr|A0A2I3TI23|A0A2I3TI23_PANTR
OG0007497	sp|P13688|CEAM1_HUMAN	tr|H2QGG8|H2QGG8_PANTR
OG0007498	sp|P24855|DNAS1_HUMAN	tr|A0A2I3SCF8|A0A2I3SCF8_PANTR
OG0007499	sp|P31939|PUR9_HUMAN	tr|H2R0X5|H2R0X5_PANTR
OG0007500	sp|P32320|CDD_HUMAN	tr|H2PY87|H2PY87_PANTR
OG0007501	sp|P35237|SPB6_HUMAN	tr|A0A2I3TGP4|A0A2I3TGP4_PANTR
OG0007502	sp|P35968|VGFR2_HUMAN	tr|H2QPH6|H2QPH6_PANTR
OG0007503	sp|P60510|PP4C_HUMAN	tr|H2RA87|H2RA87_PANTR
OG0007504	sp|P82094|TMF1_HUMAN	tr|K7C054|K7C054_PANTR
OG0007505	sp|P82650|RT22_HUMAN	tr|H2QNG9|H2QNG9_PANTR
OG0007506	sp|Q13319|CD5R2_HUMAN	tr|A0A2I3TEW8|A0A2I3TEW8_PANTR
OG0007507	sp|Q14677|EPN4_HUMAN	tr|K7C225|K7C225_PANTR
OG0007508	sp|Q15619|OR1C1_HUMAN	tr|H2RID9|H2RID9_PANTR
OG0007509	sp|Q17R31|TATD3_HUMAN	tr|H2R844|H2R844_PANTR
OG0007510	sp|Q53FT3|HIKES_HUMAN	tr|H2R445|H2R445_PANTR
OG0007511	sp|Q569G3|CE047_HUMAN	tr|H2QS15|H2QS15_PANTR
OG0007512	sp|Q5SQS7|SH24B_HUMAN	tr|A0A2I3T4W7|A0A2I3T4W7_PANTR
OG0007513	sp|Q6GMV2|SMYD5_HUMAN	tr|H2QI43|H2QI43_PANTR
OG0007514	sp|Q7RTY1|MOT9_HUMAN	tr|A0A2I3RB97|A0A2I3RB97_PANTR
OG0007515	sp|Q7Z3K3|POGZ_HUMAN	tr|A0A2I3RFH0|A0A2I3RFH0_PANTR
OG0007516	sp|Q7Z5H3|RHG22_HUMAN	tr|H2Q1V6|H2Q1V6_PANTR
OG0007517	sp|Q86T29|ZN605_HUMAN	tr|H2QH13|H2QH13_PANTR
OG0007518	sp|Q86XN8|MEX3D_HUMAN	tr|H2QEU9|H2QEU9_PANTR
OG0007519	sp|Q86YF9|DZIP1_HUMAN	tr|H2RA17|H2RA17_PANTR
OG0007520	sp|Q86YJ5|MARH9_HUMAN	tr|H2Q6C3|H2Q6C3_PANTR
OG0007521	sp|Q8N6F7|GCSAM_HUMAN	tr|H2QN38|H2QN38_PANTR
OG0007522	sp|Q8N865|CG031_HUMAN	tr|H2QUA5|H2QUA5_PANTR
OG0007523	sp|Q8N8D1|PDCD7_HUMAN	tr|K7B1L5|K7B1L5_PANTR
OG0007524	sp|Q8N9R8|SCAI_HUMAN	tr|A0A2I3RR98|A0A2I3RR98_PANTR
OG0007525	sp|Q8NA69|TEX45_HUMAN	tr|H2QF63|H2QF63_PANTR
OG0007526	sp|Q8NC74|RB8NL_HUMAN	tr|G2HEF6|G2HEF6_PANTR
OG0007527	sp|Q8NI38|IKBD_HUMAN	tr|H2QG49|H2QG49_PANTR
OG0007528	sp|Q8TD55|PKHO2_HUMAN	tr|K7BB18|K7BB18_PANTR
OG0007529	sp|Q8WVF5|KCTD4_HUMAN	tr|A0A2I3RJP4|A0A2I3RJP4_PANTR
OG0007530	sp|Q92622|RUBIC_HUMAN	tr|H2R347|H2R347_PANTR
OG0007531	sp|Q92956|TNR14_HUMAN	tr|H2PXV1|H2PXV1_PANTR
OG0007532	sp|Q96FV0|LRC46_HUMAN	tr|G2HES2|G2HES2_PANTR
OG0007533	sp|Q96HH4|TM169_HUMAN	tr|A0A2J8NGW5|A0A2J8NGW5_PANTR
OG0007534	sp|Q96KV7|WDR90_HUMAN	tr|A0A2I3SPR5|A0A2I3SPR5_PANTR
OG0007535	sp|Q96NY8|NECT4_HUMAN	tr|A0A2I3SAK0|A0A2I3SAK0_PANTR
OG0007536	sp|Q99676|ZN184_HUMAN	tr|A0A2I3T1I2|A0A2I3T1I2_PANTR
OG0007537	sp|Q99832|TCPH_HUMAN	tr|A0A2I3S761|A0A2I3S761_PANTR
OG0007538	sp|Q9BQ48|RM34_HUMAN	tr|H2R6A9|H2R6A9_PANTR
OG0007539	sp|Q9BSR8|YIPF4_HUMAN	tr|G2HJJ1|G2HJJ1_PANTR
OG0007540	sp|Q9BTE0|NAT9_HUMAN	tr|H2R369|H2R369_PANTR
OG0007541	sp|Q9BTP7|FAP24_HUMAN	tr|H2QFZ5|H2QFZ5_PANTR
OG0007542	sp|Q9GZS1|RPA49_HUMAN	tr|A0A2I3SVI5|A0A2I3SVI5_PANTR
OG0007543	sp|Q9H5I5|PIEZ2_HUMAN	tr|A0A2I3SGP0|A0A2I3SGP0_PANTR
OG0007544	sp|Q9H5V9|STEEP_HUMAN	tr|H2R4K7|H2R4K7_PANTR
OG0007545	sp|Q9HCT0|FGF22_HUMAN	tr|A0A2I3RM59|A0A2I3RM59_PANTR
OG0007546	sp|Q9NQX1|PRDM5_HUMAN	tr|K7BTV3|K7BTV3_PANTR
OG0007547	sp|Q9NR63|CP26B_HUMAN	tr|A0A2I3SUD0|A0A2I3SUD0_PANTR
OG0007548	sp|Q9NUC0|SRTD4_HUMAN	tr|K7ABN2|K7ABN2_PANTR
OG0007549	sp|Q9NV29|TM100_HUMAN	tr|H2QDH1|H2QDH1_PANTR
OG0007550	sp|Q9NVV5|AIG1_HUMAN	tr|A0A2I3SH05|A0A2I3SH05_PANTR
OG0007551	sp|Q9UBV2|SE1L1_HUMAN	tr|H2Q8Q7|H2Q8Q7_PANTR
OG0007552	sp|Q9UKA4|AKA11_HUMAN	tr|H2Q7H6|H2Q7H6_PANTR
OG0007553	sp|Q9UMF0|ICAM5_HUMAN	tr|H2QFB3|H2QFB3_PANTR
OG0007554	sp|Q9Y2I9|TBC30_HUMAN	tr|H2R7H4|H2R7H4_PANTR
OG0007555	sp|Q9Y3I1|FBX7_HUMAN	tr|H2QLJ6|H2QLJ6_PANTR
OG0007556	sp|Q9Y3P9|RBGP1_HUMAN	tr|H2QXV0|H2QXV0_PANTR
OG0007557	sp|Q9Y6J9|TAF6L_HUMAN	tr|A0A2I3REN3|A0A2I3REN3_PANTR
OG0007558	sp|A2A3L6|TTC24_HUMAN	tr|A0A2J8K5C4|A0A2J8K5C4_PANTR
OG0007559	sp|A4D263|SPT48_HUMAN	tr|H2QUK6|H2QUK6_PANTR
OG0007560	sp|A6NJI9|LRC72_HUMAN	tr|H2R5G7|H2R5G7_PANTR
OG0007561	sp|A6NM62|LRC53_HUMAN	tr|A0A2I3THS1|A0A2I3THS1_PANTR
OG0007562	sp|A6QL63|ABTB3_HUMAN	tr|A0A2I3T8D3|A0A2I3T8D3_PANTR
OG0007563	sp|O00198|HRK_HUMAN	tr|H2Q6Y8|H2Q6Y8_PANTR
OG0007564	sp|O15218|GP182_HUMAN	tr|H2R7G5|H2R7G5_PANTR
OG0007565	sp|O94983|CMTA2_HUMAN	tr|K7B4I1|K7B4I1_PANTR
OG0007566	sp|O95749|GGPPS_HUMAN	tr|H2Q1D7|H2Q1D7_PANTR
OG0007567	sp|P03956|MMP1_HUMAN	tr|H2Q4N3|H2Q4N3_PANTR
OG0007568	sp|P03973|SLPI_HUMAN	tr|A4K2P4|A4K2P4_PANTR
OG0007569	sp|P13196|HEM1_HUMAN	tr|H2QMR0|H2QMR0_PANTR
OG0007570	sp|P21781|FGF7_HUMAN	tr|H2Q9E4|H2Q9E4_PANTR
OG0007571	sp|P26640|SYVC_HUMAN	tr|H2QSM5|H2QSM5_PANTR
OG0007572	sp|P30711|GSTT1_HUMAN	tr|H2QLD4|H2QLD4_PANTR
OG0007573	sp|P31947|1433S_HUMAN	tr|H2RC87|H2RC87_PANTR
OG0007574	sp|P41587|VIPR2_HUMAN	tr|H2QVP2|H2QVP2_PANTR
OG0007575	sp|P50548|ERF_HUMAN	tr|H2R3U4|H2R3U4_PANTR
OG0007576	sp|P56202|CATW_HUMAN	tr|H2Q446|H2Q446_PANTR
OG0007577	sp|P60022|DEFB1_HUMAN	sp|P60023|DEFB1_PANTR
OG0007578	sp|Q12912|IRAG2_HUMAN	tr|H2R2N8|H2R2N8_PANTR
OG0007579	sp|Q16849|PTPRN_HUMAN	tr|K6ZLK2|K6ZLK2_PANTR
OG0007580	sp|Q2M1V0|ISX_HUMAN	tr|A0A2J8QPA3|A0A2J8QPA3_PANTR
OG0007581	sp|Q2TAA2|IAH1_HUMAN	tr|H2QHF0|H2QHF0_PANTR
OG0007582	sp|Q52LA3|LIN52_HUMAN	tr|A0A2I3THA1|A0A2I3THA1_PANTR
OG0007583	sp|Q5BJE1|CC178_HUMAN	tr|H2RDD8|H2RDD8_PANTR
OG0007584	sp|Q5HYI7|MTX3_HUMAN	tr|H2RF18|H2RF18_PANTR
OG0007585	sp|Q5RI15|COX20_HUMAN	tr|A0A2I3S9T2|A0A2I3S9T2_PANTR
OG0007586	sp|Q5T6V5|QSPP_HUMAN	tr|K7ANV2|K7ANV2_PANTR
OG0007587	sp|Q5U5X0|LYRM7_HUMAN	tr|H2QRF7|H2QRF7_PANTR
OG0007588	sp|Q68DN1|CB016_HUMAN	tr|H2RE71|H2RE71_PANTR
OG0007589	sp|Q6N063|OGFD2_HUMAN	tr|H2RDY4|H2RDY4_PANTR
OG0007590	sp|Q6NUI1|C144L_HUMAN	tr|H2QCF8|H2QCF8_PANTR
OG0007591	sp|Q6ZRI0|OTOG_HUMAN	tr|H2RBG8|H2RBG8_PANTR
OG0007592	sp|Q76KP1|B4GN4_HUMAN	tr|H2Q2U7|H2Q2U7_PANTR
OG0007593	sp|Q86UX2|ITIH5_HUMAN	tr|A0A2I3SAG3|A0A2I3SAG3_PANTR
OG0007594	sp|Q86XW9|TXND6_HUMAN	tr|A0A2I3SG45|A0A2I3SG45_PANTR
OG0007595	sp|Q8IWZ6|BBS7_HUMAN	tr|K7BD37|K7BD37_PANTR
OG0007596	sp|Q8IXM3|RM41_HUMAN	tr|H2R5Z4|H2R5Z4_PANTR
OG0007597	sp|Q8N165|PDK1L_HUMAN	tr|H2PYD4|H2PYD4_PANTR
OG0007598	sp|Q8N5W8|FA24B_HUMAN	tr|H2R216|H2R216_PANTR
OG0007599	sp|Q8NBP0|TTC13_HUMAN	tr|H2Q1C0|H2Q1C0_PANTR
OG0007600	sp|Q8NFP4|MDGA1_HUMAN	tr|K7BUY7|K7BUY7_PANTR
OG0007601	sp|Q8TBM8|DJB14_HUMAN	tr|H2QPY2|H2QPY2_PANTR
OG0007602	sp|Q92826|HXB13_HUMAN	tr|H2QDC5|H2QDC5_PANTR
OG0007603	sp|Q96EX1|SIM12_HUMAN	tr|A0A2J8LYB7|A0A2J8LYB7_PANTR
OG0007604	sp|Q96H78|S2544_HUMAN	tr|A0A2I3TNT1|A0A2I3TNT1_PANTR
OG0007605	sp|Q96IL0|COA8_HUMAN	tr|A0A2I3TH01|A0A2I3TH01_PANTR
OG0007606	sp|Q96MR9|ZN560_HUMAN	tr|H2QF95|H2QF95_PANTR
OG0007607	sp|Q96PD6|MOGT1_HUMAN	tr|H2QJI3|H2QJI3_PANTR
OG0007608	sp|Q99453|PHX2B_HUMAN	tr|H2QPD7|H2QPD7_PANTR
OG0007609	sp|Q99932|SPAG8_HUMAN	tr|H2QX90|H2QX90_PANTR
OG0007610	sp|Q9BRG2|SH23A_HUMAN	tr|H2QF57|H2QF57_PANTR
OG0007611	sp|Q9C0I1|MTMRC_HUMAN	tr|A0A2I3S8C1|A0A2I3S8C1_PANTR
OG0007612	sp|Q9NQ50|RM40_HUMAN	tr|H2QL85|H2QL85_PANTR
OG0007613	sp|Q9NQV6|PRD10_HUMAN	tr|A0A2I3S7R8|A0A2I3S7R8_PANTR
OG0007614	sp|Q9NRN5|OLFL3_HUMAN	tr|H2PZQ2|H2PZQ2_PANTR
OG0007615	sp|Q9NRX4|PHP14_HUMAN	tr|K7BW03|K7BW03_PANTR
OG0007616	sp|Q9NUQ2|PLCE_HUMAN	tr|K7CGU7|K7CGU7_PANTR
OG0007617	sp|Q9P2R6|RERE_HUMAN	tr|H2PXY0|H2PXY0_PANTR
OG0007618	sp|Q9UID6|ZN639_HUMAN	tr|K7CR12|K7CR12_PANTR
OG0007619	sp|Q9UJH8|METRN_HUMAN	tr|A0A2I3RS73|A0A2I3RS73_PANTR
OG0007620	sp|Q9UJQ7|SCP2D_HUMAN	tr|A0A2I3STI5|A0A2I3STI5_PANTR
OG0007621	sp|Q9UQ05|KCNH4_HUMAN	tr|A0A2J8KFY6|A0A2J8KFY6_PANTR
OG0007622	sp|Q9Y448|SKAP_HUMAN	tr|H2Q962|H2Q962_PANTR
OG0007623	tr|A0A1B0GVB3|A0A1B0GVB3_HUMAN	tr|A0A2I3TLL7|A0A2I3TLL7_PANTR
OG0007624	sp|A6NEL2|SWAHB_HUMAN	tr|A0A2I3SX57|A0A2I3SX57_PANTR
OG0007625	sp|A6NGC4|TLCD2_HUMAN	tr|H2QBU3|H2QBU3_PANTR
OG0007626	sp|O00499|BIN1_HUMAN	tr|H2QIN5|H2QIN5_PANTR
OG0007627	sp|O60512|B4GT3_HUMAN	tr|G2HE03|G2HE03_PANTR
OG0007628	sp|O60725|ICMT_HUMAN	tr|H2PXW4|H2PXW4_PANTR
OG0007629	sp|O75940|SPF30_HUMAN	tr|H2Q2K2|H2Q2K2_PANTR
OG0007630	sp|O95096|NKX22_HUMAN	tr|H2QK20|H2QK20_PANTR
OG0007631	sp|O95342|ABCBB_HUMAN	tr|A0A2I3TIB6|A0A2I3TIB6_PANTR
OG0007632	sp|P00450|CERU_HUMAN	tr|H2QNJ9|H2QNJ9_PANTR
OG0007633	sp|P09327|VILI_HUMAN	tr|H2QJE9|H2QJE9_PANTR
OG0007634	sp|P21854|CD72_HUMAN	tr|A0A2J8QRW3|A0A2J8QRW3_PANTR
OG0007635	sp|P28290|ITPI2_HUMAN	tr|A0A2I3SHT1|A0A2I3SHT1_PANTR
OG0007636	sp|P32019|I5P2_HUMAN	tr|H2R981|H2R981_PANTR
OG0007637	sp|P32321|DCTD_HUMAN	tr|K6ZVZ8|K6ZVZ8_PANTR
OG0007638	sp|P33908|MA1A1_HUMAN	tr|H2QTN5|H2QTN5_PANTR
OG0007639	sp|P42336|PK3CA_HUMAN	tr|A0A2I3T7A8|A0A2I3T7A8_PANTR
OG0007640	sp|P54136|SYRC_HUMAN	tr|H2QRZ0|H2QRZ0_PANTR
OG0007641	sp|P58004|SESN2_HUMAN	tr|K7CUM5|K7CUM5_PANTR
OG0007642	sp|P60568|IL2_HUMAN	tr|H2QQ44|H2QQ44_PANTR
OG0007643	sp|P78364|PHC1_HUMAN	tr|A0A2I3SP68|A0A2I3SP68_PANTR
OG0007644	sp|Q03112|MECOM_HUMAN	tr|A0A2I3RS65|A0A2I3RS65_PANTR
