Orthogroup	Homo_sapiens	Suricata_suricatta
OG0007512	sp|Q9NX58|LYAR_HUMAN	tr|A0A673SV40|A0A673SV40_SURSU
OG0007513	sp|Q9P0M4|IL17C_HUMAN	tr|A0A673V7L5|A0A673V7L5_SURSU
OG0007514	sp|Q9P1V8|SAM15_HUMAN	tr|A0A673TJ31|A0A673TJ31_SURSU
OG0007515	sp|Q9P215|POGK_HUMAN	tr|A0A673UHE2|A0A673UHE2_SURSU
OG0007516	sp|Q9UKI2|BORG2_HUMAN	tr|A0A673T1J2|A0A673T1J2_SURSU
OG0007517	sp|Q9UKV3|ACINU_HUMAN	tr|A0A673VCF2|A0A673VCF2_SURSU
OG0007518	sp|Q9Y279|VSIG4_HUMAN	tr|A0A673VIN4|A0A673VIN4_SURSU
OG0007519	sp|Q9Y483|MTF2_HUMAN	tr|A0A673V212|A0A673V212_SURSU
OG0007520	sp|Q9Y6D9|MD1L1_HUMAN	tr|A0A673TAL7|A0A673TAL7_SURSU
OG0007521	sp|A2RTY3|HEAT9_HUMAN	tr|A0A673V2R4|A0A673V2R4_SURSU
OG0007522	sp|A6NFK2|GRCR2_HUMAN	tr|A0A673VBA1|A0A673VBA1_SURSU
OG0007523	sp|O14594|NCAN_HUMAN	tr|A0A673TGN3|A0A673TGN3_SURSU
OG0007524	sp|O15197|EPHB6_HUMAN	tr|A0A673SNP6|A0A673SNP6_SURSU
OG0007525	sp|O43521|B2L11_HUMAN	tr|A0A673T207|A0A673T207_SURSU
OG0007526	sp|O60241|AGRB2_HUMAN	tr|A0A673U7Z8|A0A673U7Z8_SURSU
OG0007527	sp|O75330|HMMR_HUMAN	tr|A0A673UY92|A0A673UY92_SURSU
OG0007528	sp|O75443|TECTA_HUMAN	tr|A0A673TFP3|A0A673TFP3_SURSU
OG0007529	sp|P00533|EGFR_HUMAN	tr|A0A673TRW3|A0A673TRW3_SURSU
OG0007530	sp|P08240|SRPRA_HUMAN	tr|A0A673U0R1|A0A673U0R1_SURSU
OG0007531	sp|P0C1Z6|TFPT_HUMAN	tr|A0A673UUP2|A0A673UUP2_SURSU
OG0007532	sp|P16455|MGMT_HUMAN	tr|A0A673T3P5|A0A673T3P5_SURSU
OG0007533	sp|P23582|ANFC_HUMAN	tr|A0A673UZ96|A0A673UZ96_SURSU
OG0007534	sp|P28221|5HT1D_HUMAN	tr|A0A673T6A7|A0A673T6A7_SURSU
OG0007535	sp|P49190|PTH2R_HUMAN	tr|A0A673SY79|A0A673SY79_SURSU
OG0007536	sp|Q12934|BFSP1_HUMAN	tr|A0A673UBZ1|A0A673UBZ1_SURSU
OG0007537	sp|Q13651|I10R1_HUMAN	tr|A0A673V855|A0A673V855_SURSU
OG0007538	sp|Q15051|IQCB1_HUMAN	tr|A0A673T304|A0A673T304_SURSU
OG0007539	sp|Q15788|NCOA1_HUMAN	tr|A0A673UU48|A0A673UU48_SURSU
OG0007540	sp|Q16600|ZN239_HUMAN	tr|A0A673SYK2|A0A673SYK2_SURSU
OG0007541	sp|Q1MX18|INSC_HUMAN	tr|A0A673T8G6|A0A673T8G6_SURSU
OG0007542	sp|Q5PSV4|BRM1L_HUMAN	tr|A0A673TUR9|A0A673TUR9_SURSU
OG0007543	sp|Q5T0U0|CC122_HUMAN	tr|A0A673T1U0|A0A673T1U0_SURSU
OG0007544	sp|Q5VZ18|SHE_HUMAN	tr|A0A673T5F9|A0A673T5F9_SURSU
OG0007545	sp|Q6GMV3|PTRD1_HUMAN	tr|A0A673UT01|A0A673UT01_SURSU
OG0007546	sp|Q6U7Q0|ZN322_HUMAN	tr|A0A673TSN0|A0A673TSN0_SURSU
OG0007547	sp|Q6ZVX9|PAQR9_HUMAN	tr|A0A673T3X1|A0A673T3X1_SURSU
OG0007548	sp|Q7Z3E5|ARMC9_HUMAN	tr|A0A673UQD6|A0A673UQD6_SURSU
OG0007549	sp|Q86U44|MTA70_HUMAN	tr|A0A673TJB0|A0A673TJB0_SURSU
OG0007550	sp|Q86YR5|GPSM1_HUMAN	tr|A0A673V4K2|A0A673V4K2_SURSU
OG0007551	sp|Q8IUH5|ZDH17_HUMAN	tr|A0A673UIC0|A0A673UIC0_SURSU
OG0007552	sp|Q8N0W3|FCSK_HUMAN	tr|A0A673V6V0|A0A673V6V0_SURSU
OG0007553	sp|Q8N8N0|RN152_HUMAN	tr|A0A673VDR6|A0A673VDR6_SURSU
OG0007554	sp|Q8NDD1|CA131_HUMAN	tr|A0A673T3G4|A0A673T3G4_SURSU
OG0007555	sp|Q8NGN2|O10S1_HUMAN	tr|A0A673UTD7|A0A673UTD7_SURSU
OG0007556	sp|Q8TBF2|PXL2B_HUMAN	tr|A0A673TT81|A0A673TT81_SURSU
OG0007557	sp|Q8WXF1|PSPC1_HUMAN	tr|A0A673T202|A0A673T202_SURSU
OG0007558	sp|Q96QS1|TSN32_HUMAN	tr|A0A673TYA5|A0A673TYA5_SURSU
OG0007559	sp|Q96SQ7|ATOH8_HUMAN	tr|A0A673UTU7|A0A673UTU7_SURSU
OG0007560	sp|Q99612|KLF6_HUMAN	tr|A0A673UI58|A0A673UI58_SURSU
OG0007561	sp|Q99748|NRTN_HUMAN	tr|A0A673TGC6|A0A673TGC6_SURSU
OG0007562	sp|Q9BQ51|PD1L2_HUMAN	tr|A0A673V583|A0A673V583_SURSU
OG0007563	sp|Q9BZF3|OSBL6_HUMAN	tr|A0A673VRA2|A0A673VRA2_SURSU
OG0007564	sp|Q9BZQ6|EDEM3_HUMAN	tr|A0A673U637|A0A673U637_SURSU
OG0007565	sp|Q9BZZ5|API5_HUMAN	tr|A0A673UGL7|A0A673UGL7_SURSU
OG0007566	sp|Q9HBR0|S38AA_HUMAN	tr|A0A673UUU7|A0A673UUU7_SURSU
OG0007567	sp|Q9HCU8|DPOD4_HUMAN	tr|A0A673TL17|A0A673TL17_SURSU
OG0007568	sp|Q9NQ31|AKIP1_HUMAN	tr|A0A673UBG7|A0A673UBG7_SURSU
OG0007569	sp|Q9NQ60|EQTN_HUMAN	tr|A0A673V840|A0A673V840_SURSU
OG0007570	sp|Q9NRR8|C42S1_HUMAN	tr|A0A673T1W7|A0A673T1W7_SURSU
OG0007571	sp|Q9NVS9|PNPO_HUMAN	tr|A0A673VCM3|A0A673VCM3_SURSU
OG0007572	sp|Q9P267|MBD5_HUMAN	tr|A0A673STV0|A0A673STV0_SURSU
OG0007573	sp|Q9P2E8|MARH4_HUMAN	tr|A0A673TCU5|A0A673TCU5_SURSU
OG0007574	sp|Q9P2V4|LRIT1_HUMAN	tr|A0A673V763|A0A673V763_SURSU
OG0007575	sp|Q9UBS4|DJB11_HUMAN	tr|A0A673T8A9|A0A673T8A9_SURSU
OG0007576	sp|Q9UPT5|EXOC7_HUMAN	tr|A0A673UVR7|A0A673UVR7_SURSU
OG0007577	sp|Q9Y4F3|MARF1_HUMAN	tr|A0A673VU39|A0A673VU39_SURSU
OG0007578	sp|Q9Y620|RA54B_HUMAN	tr|A0A673VA54|A0A673VA54_SURSU
OG0007579	sp|A0A0K0K1B3|TVB30_HUMAN	tr|A0A673SNZ1|A0A673SNZ1_SURSU
OG0007580	sp|A0AVI4|TM129_HUMAN	tr|A0A673UEC7|A0A673UEC7_SURSU
OG0007581	sp|A0JLT2|MED19_HUMAN	tr|A0A673U2Z5|A0A673U2Z5_SURSU
OG0007582	sp|O00421|CCRL2_HUMAN	tr|A0A673U0N8|A0A673U0N8_SURSU
OG0007583	sp|O00625|PIR_HUMAN	tr|A0A673V189|A0A673V189_SURSU
OG0007584	sp|O15078|CE290_HUMAN	tr|A0A673TRE6|A0A673TRE6_SURSU
OG0007585	sp|O15360|FANCA_HUMAN	tr|A0A673UJH9|A0A673UJH9_SURSU
OG0007586	sp|O60293|ZC3H1_HUMAN	tr|A0A673UD33|A0A673UD33_SURSU
OG0007587	sp|O75954|TSN9_HUMAN	tr|A0A673U3J2|A0A673U3J2_SURSU
OG0007588	sp|P01210|PENK_HUMAN	tr|A0A673VQI4|A0A673VQI4_SURSU
OG0007589	sp|P07203|GPX1_HUMAN	tr|A0A673UU74|A0A673UU74_SURSU
OG0007590	sp|P10109|ADX_HUMAN	tr|A0A673UB89|A0A673UB89_SURSU
OG0007591	sp|P11137|MTAP2_HUMAN	tr|A0A673SXX0|A0A673SXX0_SURSU
OG0007592	sp|P22413|ENPP1_HUMAN	tr|A0A673U3B7|A0A673U3B7_SURSU
OG0007593	sp|P33763|S10A5_HUMAN	tr|A0A673TSF6|A0A673TSF6_SURSU
OG0007594	sp|P41226|UBA7_HUMAN	tr|A0A673VDB6|A0A673VDB6_SURSU
OG0007595	sp|P49184|DNSL1_HUMAN	tr|A0A673TTE2|A0A673TTE2_SURSU
OG0007596	sp|P49915|GUAA_HUMAN	tr|A0A673TXQ7|A0A673TXQ7_SURSU
OG0007597	sp|P49959|MRE11_HUMAN	tr|A0A673TCI2|A0A673TCI2_SURSU
OG0007598	sp|Q00534|CDK6_HUMAN	tr|A0A673TBX7|A0A673TBX7_SURSU
OG0007599	sp|Q00987|MDM2_HUMAN	tr|A0A673V7H6|A0A673V7H6_SURSU
OG0007600	sp|Q01449|MLRA_HUMAN	tr|A0A673T6J4|A0A673T6J4_SURSU
OG0007601	sp|Q08629|TICN1_HUMAN	tr|A0A673SVN2|A0A673SVN2_SURSU
OG0007602	sp|Q14814|MEF2D_HUMAN	tr|A0A673UJX4|A0A673UJX4_SURSU
OG0007603	sp|Q15046|SYK_HUMAN	tr|A0A673UI63|A0A673UI63_SURSU
OG0007604	sp|Q15493|RGN_HUMAN	tr|A0A673V7S8|A0A673V7S8_SURSU
OG0007605	sp|Q2TAC6|KIF19_HUMAN	tr|A0A673VEV8|A0A673VEV8_SURSU
OG0007606	sp|Q2TAM9|TUSC1_HUMAN	tr|A0A673T1S3|A0A673T1S3_SURSU
OG0007607	sp|Q495B1|AKD1A_HUMAN	tr|A0A673UG99|A0A673UG99_SURSU
OG0007608	sp|Q49MG5|MAP9_HUMAN	tr|A0A673STE2|A0A673STE2_SURSU
OG0007609	sp|Q4KMZ1|IQCC_HUMAN	tr|A0A673TZS7|A0A673TZS7_SURSU
OG0007610	sp|Q5JRX3|PREP_HUMAN	tr|A0A673UI14|A0A673UI14_SURSU
OG0007611	sp|Q5QJ74|TBCEL_HUMAN	tr|A0A673T7L5|A0A673T7L5_SURSU
OG0007612	sp|Q5VZ89|DEN4C_HUMAN	tr|A0A673TKT5|A0A673TKT5_SURSU
OG0007613	sp|Q68DA7|FMN1_HUMAN	tr|A0A673UAX6|A0A673UAX6_SURSU
OG0007614	sp|Q68DK2|ZFY26_HUMAN	tr|A0A673TP07|A0A673TP07_SURSU
OG0007615	sp|Q68G75|LEMD1_HUMAN	tr|A0A673T5Y1|A0A673T5Y1_SURSU
OG0007616	sp|Q69YU5|BWNIN_HUMAN	tr|A0A673TIS6|A0A673TIS6_SURSU
OG0007617	sp|Q6MZP7|LIN54_HUMAN	tr|A0A673USF1|A0A673USF1_SURSU
OG0007618	sp|Q6UN15|FIP1_HUMAN	tr|A0A673THB7|A0A673THB7_SURSU
OG0007619	sp|Q6ZMM2|ATL5_HUMAN	tr|A0A673US79|A0A673US79_SURSU
OG0007620	sp|Q8N6Y2|LRC17_HUMAN	tr|A0A673SSV1|A0A673SSV1_SURSU
OG0007621	sp|Q8NEA5|CS018_HUMAN	tr|A0A673UH40|A0A673UH40_SURSU
OG0007622	sp|Q8NEX5|WFDC9_HUMAN	tr|A0A673V0T9|A0A673V0T9_SURSU
OG0007623	sp|Q8TBE7|S35G2_HUMAN	tr|A0A673TZ16|A0A673TZ16_SURSU
OG0007624	sp|Q8WYQ4|CV015_HUMAN	tr|A0A673UMU9|A0A673UMU9_SURSU
OG0007625	sp|Q96BT3|CENPT_HUMAN	tr|A0A673UGN4|A0A673UGN4_SURSU
OG0007626	sp|Q96P70|IPO9_HUMAN	tr|A0A673UJ86|A0A673UJ86_SURSU
OG0007627	sp|Q9BRQ8|FSP1_HUMAN	tr|A0A673V629|A0A673V629_SURSU
OG0007628	sp|Q9H1E3|NUCKS_HUMAN	tr|A0A673SYI7|A0A673SYI7_SURSU
OG0007629	sp|Q9H244|P2Y12_HUMAN	tr|A0A673UPE2|A0A673UPE2_SURSU
OG0007630	sp|Q9H267|VP33B_HUMAN	tr|A0A673TYD6|A0A673TYD6_SURSU
OG0007631	sp|Q9HAS0|NJMU_HUMAN	tr|A0A673UC74|A0A673UC74_SURSU
OG0007632	sp|Q9HBU1|BARX1_HUMAN	tr|A0A673U6F2|A0A673U6F2_SURSU
OG0007633	sp|Q9HCE3|ZN532_HUMAN	tr|A0A673URG5|A0A673URG5_SURSU
OG0007634	sp|Q9NSI2|SLX9_HUMAN	tr|A0A673SW16|A0A673SW16_SURSU
OG0007635	sp|Q9NUY8|TBC23_HUMAN	tr|A0A673TRU8|A0A673TRU8_SURSU
OG0007636	sp|Q9UPC5|GPR34_HUMAN	tr|A0A673UXL9|A0A673UXL9_SURSU
OG0007637	sp|Q9Y2M0|FAN1_HUMAN	tr|A0A673UJN4|A0A673UJN4_SURSU
OG0007638	sp|Q9Y6D0|SELK_HUMAN	tr|A0A673UYJ3|A0A673UYJ3_SURSU
OG0007639	sp|A1A4V9|CF119_HUMAN	tr|A0A673U962|A0A673U962_SURSU
OG0007640	sp|A6NCF5|KLH33_HUMAN	tr|A0A673T0Y6|A0A673T0Y6_SURSU
OG0007641	sp|O14678|ABCD4_HUMAN	tr|A0A673U528|A0A673U528_SURSU
OG0007642	sp|O14777|NDC80_HUMAN	tr|A0A673V5Z4|A0A673V5Z4_SURSU
OG0007643	sp|O60235|TM11D_HUMAN	tr|A0A673SSZ5|A0A673SSZ5_SURSU
OG0007644	sp|O60870|KIN17_HUMAN	tr|A0A673TLJ7|A0A673TLJ7_SURSU
OG0007645	sp|O95429|BAG4_HUMAN	tr|A0A673TAI8|A0A673TAI8_SURSU
OG0007646	sp|O95500|CLD14_HUMAN	tr|A0A673SMG2|A0A673SMG2_SURSU
OG0007647	sp|P04062|GBA1_HUMAN	tr|A0A673SZM4|A0A673SZM4_SURSU
OG0007648	sp|P0C0P6|NPS_HUMAN	tr|A0A673TBL2|A0A673TBL2_SURSU
OG0007649	sp|P23352|KALM_HUMAN	tr|A0A673VRC6|A0A673VRC6_SURSU
OG0007650	sp|P26992|CNTFR_HUMAN	tr|A0A673V585|A0A673V585_SURSU
OG0007651	sp|P30084|ECHM_HUMAN	tr|A0A673SZ41|A0A673SZ41_SURSU
OG0007652	sp|P33151|CADH5_HUMAN	tr|A0A673VKB7|A0A673VKB7_SURSU
OG0007653	sp|P33993|MCM7_HUMAN	tr|A0A673TZ51|A0A673TZ51_SURSU
OG0007654	sp|P35611|ADDA_HUMAN	tr|A0A673U212|A0A673U212_SURSU
OG0007655	sp|P48745|CCN3_HUMAN	tr|A0A673VIY3|A0A673VIY3_SURSU
OG0007656	sp|P50406|5HT6R_HUMAN	tr|A0A673UIX7|A0A673UIX7_SURSU
OG0007657	sp|P55017|S12A3_HUMAN	tr|A0A673V921|A0A673V921_SURSU
OG0007658	sp|Q05397|FAK1_HUMAN	tr|A0A673VMC4|A0A673VMC4_SURSU
OG0007659	sp|Q0ZLH3|PJVK_HUMAN	tr|A0A673VSL2|A0A673VSL2_SURSU
OG0007660	sp|Q12908|NTCP2_HUMAN	tr|A0A673USY7|A0A673USY7_SURSU
OG0007661	sp|Q13126|MTAP_HUMAN	tr|A0A673TFK9|A0A673TFK9_SURSU
OG0007662	sp|Q14134|TRI29_HUMAN	tr|A0A673TQF9|A0A673TQF9_SURSU
OG0007663	sp|Q15431|SYCP1_HUMAN	tr|A0A673V235|A0A673V235_SURSU
OG0007665	sp|Q504Q3|PAN2_HUMAN	tr|A0A673UAD9|A0A673UAD9_SURSU
OG0007666	sp|Q52LJ0|FA98B_HUMAN	tr|A0A673U6Z8|A0A673U6Z8_SURSU
OG0007667	sp|Q6DJT9|PLAG1_HUMAN	tr|A0A673VQA4|A0A673VQA4_SURSU
OG0007668	sp|Q6DKK2|TTC19_HUMAN	tr|A0A673VH09|A0A673VH09_SURSU
OG0007669	sp|Q6P1Q0|LTMD1_HUMAN	tr|A0A673TV04|A0A673TV04_SURSU
OG0007670	sp|Q6ZNB7|ALKMO_HUMAN	tr|A0A673T0P1|A0A673T0P1_SURSU
OG0007671	sp|Q7Z7B8|DB128_HUMAN	tr|A0A673UD30|A0A673UD30_SURSU
OG0007672	sp|Q86UV5|UBP48_HUMAN	tr|A0A673TNR1|A0A673TNR1_SURSU
OG0007673	sp|Q86WV6|STING_HUMAN	tr|A0A673TBN8|A0A673TBN8_SURSU
OG0007674	sp|Q8IW00|VSTM4_HUMAN	tr|A0A673SQH0|A0A673SQH0_SURSU
OG0007675	sp|Q8IZV2|CKLF8_HUMAN	tr|A0A673TAJ9|A0A673TAJ9_SURSU
OG0007676	sp|Q8N2C7|UNC80_HUMAN	tr|A0A673SYS4|A0A673SYS4_SURSU
OG0007677	sp|Q8N9N2|ASCC1_HUMAN	tr|A0A673VD57|A0A673VD57_SURSU
OG0007678	sp|Q8TD31|CCHCR_HUMAN	tr|A0A673SSJ0|A0A673SSJ0_SURSU
OG0007679	sp|Q8WUH1|CHUR_HUMAN	tr|A0A673TQ22|A0A673TQ22_SURSU
OG0007680	sp|Q8WWH5|TRUB1_HUMAN	tr|A0A673THB5|A0A673THB5_SURSU
OG0007681	sp|Q92611|EDEM1_HUMAN	tr|A0A673TS87|A0A673TS87_SURSU
OG0007682	sp|Q96AG4|LRC59_HUMAN	tr|A0A673VGH6|A0A673VGH6_SURSU
OG0007683	sp|Q96AQ6|PBIP1_HUMAN	tr|A0A673TCV9|A0A673TCV9_SURSU
OG0007684	sp|Q96H12|MSD3_HUMAN	tr|A0A673UJ34|A0A673UJ34_SURSU
OG0007685	sp|Q96K75|ZN514_HUMAN	tr|A0A673SVH0|A0A673SVH0_SURSU
OG0007686	sp|Q96MF7|NSE2_HUMAN	tr|A0A673UQV9|A0A673UQV9_SURSU
OG0007687	sp|Q96PC2|IP6K3_HUMAN	tr|A0A673UL48|A0A673UL48_SURSU
OG0007688	sp|Q9BQ16|TICN3_HUMAN	tr|A0A673SU40|A0A673SU40_SURSU
OG0007689	sp|Q9BRQ6|MIC25_HUMAN	tr|A0A673UK83|A0A673UK83_SURSU
OG0007690	sp|Q9BUK0|CHCH7_HUMAN	tr|A0A673VDP2|A0A673VDP2_SURSU
OG0007691	sp|Q9BUK6|MSTO1_HUMAN	tr|A0A673SSP5|A0A673SSP5_SURSU
OG0007692	sp|Q9H9R9|DBND1_HUMAN	tr|A0A673VTN5|A0A673VTN5_SURSU
OG0007693	sp|Q9NRM2|ZN277_HUMAN	tr|A0A673VHZ0|A0A673VHZ0_SURSU
OG0007694	sp|Q9NWZ3|IRAK4_HUMAN	tr|A0A673UKX3|A0A673UKX3_SURSU
OG0007695	sp|Q9UEG4|ZN629_HUMAN	tr|A0A673UCJ8|A0A673UCJ8_SURSU
OG0007696	sp|Q9UGP8|SEC63_HUMAN	tr|A0A673V6I2|A0A673V6I2_SURSU
OG0007697	sp|Q9UJ70|NAGK_HUMAN	tr|A0A673T474|A0A673T474_SURSU
OG0007698	sp|Q9UK99|FBX3_HUMAN	tr|A0A673UUH8|A0A673UUH8_SURSU
OG0007700	sp|Q9Y2Y6|TMM98_HUMAN	tr|A0A673UF49|A0A673UF49_SURSU
OG0007701	sp|Q9Y3C8|UFC1_HUMAN	tr|A0A673U557|A0A673U557_SURSU
OG0007702	sp|A1L3X0|ELOV7_HUMAN	tr|A0A673US01|A0A673US01_SURSU
OG0007703	sp|C9JSJ3|MEIOS_HUMAN	tr|A0A673VIM0|A0A673VIM0_SURSU
OG0007704	sp|O00482|NR5A2_HUMAN	tr|A0A673U3S1|A0A673U3S1_SURSU
OG0007705	sp|O14921|RGS13_HUMAN	tr|A0A673TBW9|A0A673TBW9_SURSU
OG0007706	sp|O15033|AREL1_HUMAN	tr|A0A673TZT4|A0A673TZT4_SURSU
OG0007707	sp|O75074|LRP3_HUMAN	tr|A0A673V0Y9|A0A673V0Y9_SURSU
OG0007708	sp|P05067|A4_HUMAN	tr|A0A673U560|A0A673U560_SURSU
OG0007709	sp|P08887|IL6RA_HUMAN	tr|A0A673TDS9|A0A673TDS9_SURSU
OG0007710	sp|P18428|LBP_HUMAN	tr|A0A673UKT7|A0A673UKT7_SURSU
OG0007711	sp|P21741|MK_HUMAN	tr|A0A673TS52|A0A673TS52_SURSU
OG0007712	sp|P35998|PRS7_HUMAN	tr|A0A673URW3|A0A673URW3_SURSU
OG0007713	sp|P37268|FDFT_HUMAN	tr|A0A673UG35|A0A673UG35_SURSU
OG0007714	sp|P55040|GEM_HUMAN	tr|A0A673UYB9|A0A673UYB9_SURSU
OG0007715	sp|P62995|TRA2B_HUMAN	tr|A0A673TMK7|A0A673TMK7_SURSU
OG0007716	sp|P84090|ERH_HUMAN	tr|A0A673TKH4|A0A673TKH4_SURSU
OG0007717	sp|Q00403|TF2B_HUMAN	tr|A0A673T6K5|A0A673T6K5_SURSU
OG0007718	sp|Q04771|ACVR1_HUMAN	tr|A0A673VE95|A0A673VE95_SURSU
OG0007719	sp|Q12872|SFSWA_HUMAN	tr|A0A673VS27|A0A673VS27_SURSU
OG0007720	sp|Q13201|MMRN1_HUMAN	tr|A0A673UQM0|A0A673UQM0_SURSU
OG0007721	sp|Q14139|UBE4A_HUMAN	tr|A0A673VDI6|A0A673VDI6_SURSU
OG0007722	sp|Q14686|NCOA6_HUMAN	tr|A0A673T516|A0A673T516_SURSU
OG0007723	sp|Q495C1|RN212_HUMAN	tr|A0A673UGS2|A0A673UGS2_SURSU
OG0007724	sp|Q49AJ0|F135B_HUMAN	tr|A0A673VKA9|A0A673VKA9_SURSU
OG0007725	sp|Q4LE39|ARI4B_HUMAN	tr|A0A673TH74|A0A673TH74_SURSU
OG0007726	sp|Q6ZW49|PAXI1_HUMAN	tr|A0A673TXP2|A0A673TXP2_SURSU
OG0007727	sp|Q7Z4L9|PPR42_HUMAN	tr|A0A673UHQ8|A0A673UHQ8_SURSU
OG0007728	sp|Q8N3P4|VPS8_HUMAN	tr|A0A673TUX9|A0A673TUX9_SURSU
OG0007729	sp|Q8N490|PNKD_HUMAN	tr|A0A673T783|A0A673T783_SURSU
OG0007730	sp|Q8N7R1|P1L12_HUMAN	tr|A0A673TFD0|A0A673TFD0_SURSU
OG0007731	sp|Q8TD20|GTR12_HUMAN	tr|A0A673UBJ1|A0A673UBJ1_SURSU
OG0007732	sp|Q8TEW6|DOK4_HUMAN	tr|A0A673UPX9|A0A673UPX9_SURSU
OG0007733	sp|Q8WY91|THAP4_HUMAN	tr|A0A673T2I7|A0A673T2I7_SURSU
OG0007734	sp|Q96A56|T53I1_HUMAN	tr|A0A673V4Y6|A0A673V4Y6_SURSU
OG0007735	sp|Q96AN5|TM143_HUMAN	tr|A0A673UW17|A0A673UW17_SURSU
OG0007736	sp|Q96DX5|ASB9_HUMAN	tr|A0A673UMK4|A0A673UMK4_SURSU
OG0007737	sp|Q96M69|LRGUK_HUMAN	tr|A0A673T3T0|A0A673T3T0_SURSU
OG0007738	sp|Q96NB1|CEP20_HUMAN	tr|A0A673VUU7|A0A673VUU7_SURSU
OG0007739	sp|Q96NG3|ODAD4_HUMAN	tr|A0A673VJJ1|A0A673VJJ1_SURSU
OG0007740	sp|Q99536|VAT1_HUMAN	tr|A0A673V6J5|A0A673V6J5_SURSU
OG0007741	sp|Q9BRJ2|RM45_HUMAN	tr|A0A673VG73|A0A673VG73_SURSU
OG0007742	sp|Q9BZE7|EVG1_HUMAN	tr|A0A673UPS9|A0A673UPS9_SURSU
OG0007743	sp|Q9H7E9|CH033_HUMAN	tr|A0A673VGZ0|A0A673VGZ0_SURSU
OG0007744	sp|Q9H8W3|F204A_HUMAN	tr|A0A673SWC5|A0A673SWC5_SURSU
OG0007745	sp|Q9HAP2|MLXIP_HUMAN	tr|A0A673V5X1|A0A673V5X1_SURSU
OG0007746	sp|Q9HBH1|DEFM_HUMAN	tr|A0A673TUN2|A0A673TUN2_SURSU
OG0007747	sp|Q9NRX1|PNO1_HUMAN	tr|A0A673SX35|A0A673SX35_SURSU
OG0007748	sp|Q9NUG6|PDRG1_HUMAN	tr|A0A673UWZ8|A0A673UWZ8_SURSU
OG0007749	sp|Q9NV70|EXOC1_HUMAN	tr|A0A673TBB1|A0A673TBB1_SURSU
OG0007750	sp|Q9NWN3|FBX34_HUMAN	tr|A0A673U6I3|A0A673U6I3_SURSU
OG0007751	sp|Q9P1Y5|CAMP3_HUMAN	tr|A0A673VDK0|A0A673VDK0_SURSU
OG0007752	sp|Q9UBW8|CSN7A_HUMAN	tr|A0A673UAB8|A0A673UAB8_SURSU
OG0007753	sp|Q9UHV9|PFD2_HUMAN	tr|A0A673UE72|A0A673UE72_SURSU
OG0007754	sp|Q9UHW5|GPN3_HUMAN	tr|A0A673UKQ9|A0A673UKQ9_SURSU
OG0007755	sp|Q9ULH7|MRTFB_HUMAN	tr|A0A673VHB5|A0A673VHB5_SURSU
OG0007756	sp|Q9Y222|DMTF1_HUMAN	tr|A0A673T3R2|A0A673T3R2_SURSU
OG0007757	sp|Q9Y242|TCF19_HUMAN	tr|A0A673SX00|A0A673SX00_SURSU
OG0007758	sp|Q9Y314|NOSIP_HUMAN	tr|A0A673UV64|A0A673UV64_SURSU
OG0007759	sp|Q9Y5L0|TNPO3_HUMAN	tr|A0A673U7J1|A0A673U7J1_SURSU
OG0007760	sp|Q9Y5U9|IR3IP_HUMAN	tr|A0A673VJY8|A0A673VJY8_SURSU
OG0007761	sp|A0AVF1|IFT56_HUMAN	tr|A0A673SYD0|A0A673SYD0_SURSU
OG0007762	sp|A8MTA8|F166B_HUMAN	tr|A0A673UA03|A0A673UA03_SURSU
OG0007763	sp|O15047|SET1A_HUMAN	tr|A0A673UF29|A0A673UF29_SURSU
OG0007764	sp|O15403|MOT7_HUMAN	tr|A0A673USK1|A0A673USK1_SURSU
OG0007765	sp|O15446|RPA34_HUMAN	tr|A0A673V3Z2|A0A673V3Z2_SURSU
OG0007766	sp|O43684|BUB3_HUMAN	tr|A0A673T784|A0A673T784_SURSU
OG0007767	sp|O75712|CXB3_HUMAN	tr|A0A673TAR6|A0A673TAR6_SURSU
OG0007769	sp|P13498|CY24A_HUMAN	tr|A0A673UY30|A0A673UY30_SURSU
OG0007770	sp|P15884|ITF2_HUMAN	tr|A0A673VSS4|A0A673VSS4_SURSU
OG0007771	sp|P20073|ANXA7_HUMAN	tr|A0A673U8K2|A0A673U8K2_SURSU
OG0007772	sp|P24385|CCND1_HUMAN	tr|A0A673TCS2|A0A673TCS2_SURSU
OG0007773	sp|P26572|MGAT1_HUMAN	tr|A0A673T6K0|A0A673T6K0_SURSU
OG0007774	sp|P30043|BLVRB_HUMAN	tr|A0A673V7C7|A0A673V7C7_SURSU
OG0007775	sp|P42357|HUTH_HUMAN	tr|A0A673T1I1|A0A673T1I1_SURSU
OG0007776	sp|P60880|SNP25_HUMAN	tr|A0A673T7Q5|A0A673T7Q5_SURSU
OG0007777	sp|P78332|RBM6_HUMAN	tr|A0A673VFE7|A0A673VFE7_SURSU
OG0007778	sp|P80365|DHI2_HUMAN	tr|A0A673UTZ8|A0A673UTZ8_SURSU
OG0007779	sp|Q03188|CENPC_HUMAN	tr|A0A673T574|A0A673T574_SURSU
OG0007780	sp|Q13336|UT1_HUMAN	tr|A0A673THY6|A0A673THY6_SURSU
OG0007781	sp|Q14146|URB2_HUMAN	tr|A0A673T7J2|A0A673T7J2_SURSU
OG0007782	sp|Q14209|E2F2_HUMAN	tr|A0A673TH72|A0A673TH72_SURSU
