Orthogroup	Homo_sapiens	Mus_musculus
OG0006413	sp|Q9H3J6|MTRFR_HUMAN	sp|Q80VP5|MTRFR_MOUSE
OG0006414	sp|Q9NVL8|CC198_HUMAN	sp|Q9CPZ1|CC198_MOUSE
OG0006415	sp|Q9NZ20|PA2G3_HUMAN	sp|Q8BZT7|PA2G3_MOUSE
OG0006416	sp|Q9UPQ4|TRI35_HUMAN	sp|Q8C006|TRI35_MOUSE
OG0006417	sp|Q9UPT6|JIP3_HUMAN	sp|Q9ESN9|JIP3_MOUSE
OG0006418	tr|A0A075B6W7|A0A075B6W7_HUMAN	tr|A0A0G2JFM0|A0A0G2JFM0_MOUSE
OG0006419	sp|A0A1B0GVD1|F237B_HUMAN	tr|Q3UQ24|Q3UQ24_MOUSE
OG0006420	sp|A0A1B0GVS7|MDFI2_HUMAN	tr|B2RVL9|B2RVL9_MOUSE
OG0006421	tr|A0A2R8Y4M2|A0A2R8Y4M2_HUMAN	tr|A0A0G2JFF0|A0A0G2JFF0_MOUSE
OG0006422	sp|A6NK59|ASB14_HUMAN	sp|Q8C6Y6|ASB14_MOUSE
OG0006423	sp|A8MQ03|CRTP1_HUMAN	sp|Q9D1E4|CRTP1_MOUSE
OG0006424	sp|C9JLR9|ZFTA_HUMAN	sp|Q4VA45|ZFTA_MOUSE
OG0006425	sp|O15063|GRRE1_HUMAN	tr|Q8C5X1|Q8C5X1_MOUSE
OG0006426	sp|O43280|TREA_HUMAN	sp|Q9JLT2|TREA_MOUSE
OG0006427	sp|O60613|SEP15_HUMAN	sp|Q9ERR7|SEP15_MOUSE
OG0006428	sp|O75325|LRRN2_HUMAN	tr|Q6PHP6|Q6PHP6_MOUSE
OG0006429	sp|O75343|GCYB2_HUMAN	tr|Q8BXH3|Q8BXH3_MOUSE
OG0006430	sp|O76038|SEGN_HUMAN	sp|Q91WD9|SEGN_MOUSE
OG0006431	sp|O94782|UBP1_HUMAN	sp|Q8BJQ2|UBP1_MOUSE
OG0006432	sp|O94925|GLSK_HUMAN	sp|D3Z7P3|GLSK_MOUSE
OG0006433	sp|P03915|NU5M_HUMAN	sp|P03921|NU5M_MOUSE
OG0006434	sp|P04920|B3A2_HUMAN	sp|P13808|B3A2_MOUSE
OG0006435	sp|P07202|PERT_HUMAN	sp|P35419|PERT_MOUSE
OG0006436	sp|P0DMT0|MLN_HUMAN	sp|Q9CV60|MLN_MOUSE
OG0006437	sp|P12034|FGF5_HUMAN	sp|P15656|FGF5_MOUSE
OG0006438	sp|P12755|SKI_HUMAN	sp|Q60698|SKI_MOUSE
OG0006439	sp|P18825|ADA2C_HUMAN	sp|Q01337|ADA2C_MOUSE
OG0006440	sp|P36508|ZNF76_HUMAN	sp|Q8BMU0|ZNF76_MOUSE
OG0006441	sp|P49238|CX3C1_HUMAN	sp|Q9Z0D9|CX3C1_MOUSE
OG0006442	sp|P52803|EFNA5_HUMAN	sp|O08543|EFNA5_MOUSE
OG0006443	sp|P55259|GP2_HUMAN	sp|Q9D733|GP2_MOUSE
OG0006444	sp|P62256|UBE2H_HUMAN	sp|P62257|UBE2H_MOUSE
OG0006445	sp|Q01780|EXOSX_HUMAN	sp|P56960|EXOSX_MOUSE
OG0006446	sp|Q13370|PDE3B_HUMAN	sp|Q61409|PDE3B_MOUSE
OG0006447	sp|Q15034|HERC3_HUMAN	tr|A6H6S0|A6H6S0_MOUSE
OG0006448	sp|Q15417|CNN3_HUMAN	sp|Q9DAW9|CNN3_MOUSE
OG0006449	sp|Q15654|TRIP6_HUMAN	sp|Q9Z1Y4|TRIP6_MOUSE
OG0006450	sp|Q16206|ENOX2_HUMAN	sp|Q8R0Z2|ENOX2_MOUSE
OG0006451	sp|Q2M2W7|CQ058_HUMAN	sp|Q08AU9|CQ058_MOUSE
OG0006452	sp|Q5H9F3|BCORL_HUMAN	sp|A2AQH4|BCORL_MOUSE
OG0006453	sp|Q5KU26|COL12_HUMAN	sp|Q8K4Q8|COL12_MOUSE
OG0006454	sp|Q5TGS1|HES3_HUMAN	sp|Q61657|HES3_MOUSE
OG0006455	sp|Q66K74|MAP1S_HUMAN	sp|Q8C052|MAP1S_MOUSE
OG0006456	sp|Q68CR7|LRC66_HUMAN	sp|Q8K0B3|LRC66_MOUSE
OG0006457	sp|Q6DN14|MCTP1_HUMAN	sp|E9PV86|MCTP1_MOUSE
OG0006458	sp|Q6NUQ4|TM214_HUMAN	sp|Q8BM55|TM214_MOUSE
OG0006459	sp|Q6T4P5|PLPR3_HUMAN	sp|Q7TPB0|PLPR3_MOUSE
OG0006460	sp|Q6UW78|UQCC3_HUMAN	sp|Q8K2T4|UQCC3_MOUSE
OG0006461	sp|Q6UWP8|SBSN_HUMAN	sp|Q8CIT9|SBSN_MOUSE
OG0006462	sp|Q6W5P4|NPSR1_HUMAN	sp|Q8BZP8|NPSR1_MOUSE
OG0006463	sp|Q6XYQ8|SYT10_HUMAN	sp|Q9R0N4|SYT10_MOUSE
OG0006464	sp|Q6YBV0|S36A4_HUMAN	sp|Q8CH36|S36A4_MOUSE
OG0006465	sp|Q6ZQR2|CFA77_HUMAN	tr|A0A087WRI3|A0A087WRI3_MOUSE
OG0006466	sp|Q86V85|GP180_HUMAN	sp|Q8BPS4|GP180_MOUSE
OG0006467	sp|Q8IV48|ERI1_HUMAN	sp|Q7TMF2|ERI1_MOUSE
OG0006468	sp|Q8N0Y5|OR8I2_HUMAN	tr|A2AVB5|A2AVB5_MOUSE
OG0006469	sp|Q8N187|CARTF_HUMAN	sp|Q8VHI4|CARTF_MOUSE
OG0006470	sp|Q8N393|ZN786_HUMAN	sp|Q8BV42|ZN786_MOUSE
OG0006471	sp|Q8N4W6|DJC22_HUMAN	sp|Q8CHS2|DJC22_MOUSE
OG0006472	sp|Q8NG04|S2610_HUMAN	sp|Q5EBI0|S2610_MOUSE
OG0006473	sp|Q8NH81|O10G6_HUMAN	tr|Q8VEU2|Q8VEU2_MOUSE
OG0006474	sp|Q8TAV3|CP2W1_HUMAN	sp|E9Q816|CP2W1_MOUSE
OG0006475	sp|Q92783|STAM1_HUMAN	sp|P70297|STAM1_MOUSE
OG0006476	sp|Q969S2|NEIL2_HUMAN	sp|Q6R2P8|NEIL2_MOUSE
OG0006477	sp|Q969W1|ZDH16_HUMAN	sp|Q9ESG8|ZDH16_MOUSE
OG0006478	sp|Q96FV2|SCRN2_HUMAN	sp|Q8VCA8|SCRN2_MOUSE
OG0006479	sp|Q96JB2|COG3_HUMAN	sp|Q8CI04|COG3_MOUSE
OG0006480	sp|Q96PL2|TECTB_HUMAN	sp|O08524|TECTB_MOUSE
OG0006481	sp|Q96QU1|PCD15_HUMAN	sp|Q99PJ1|PCD15_MOUSE
OG0006482	sp|Q96SN8|CK5P2_HUMAN	sp|Q8K389|CK5P2_MOUSE
OG0006483	sp|Q99816|TS101_HUMAN	sp|Q61187|TS101_MOUSE
OG0006484	sp|Q9BQ90|KLDC3_HUMAN	sp|Q8VEM9|KLDC3_MOUSE
OG0006485	sp|Q9BS91|S35A5_HUMAN	sp|Q921R7|S35A5_MOUSE
OG0006486	sp|Q9BW66|CINP_HUMAN	sp|Q9D0V8|CINP_MOUSE
OG0006487	sp|Q9BWL3|CA043_HUMAN	sp|Q8R092|CA043_MOUSE
OG0006488	sp|Q9H2G9|GO45_HUMAN	sp|Q8R2X8|GO45_MOUSE
OG0006489	sp|Q9NNW7|TRXR2_HUMAN	sp|Q9JLT4|TRXR2_MOUSE
OG0006490	sp|Q9NVA4|T184C_HUMAN	sp|Q3TPR7|T184C_MOUSE
OG0006491	sp|Q9NYB5|SO1C1_HUMAN	sp|Q9ERB5|SO1C1_MOUSE
OG0006492	sp|Q9UHJ6|SHPK_HUMAN	sp|Q9D5J6|SHPK_MOUSE
OG0006493	sp|Q9UJM8|HAOX1_HUMAN	sp|Q9WU19|HAOX1_MOUSE
OG0006494	sp|Q9ULW2|FZD10_HUMAN	sp|Q8BKG4|FZD10_MOUSE
OG0006495	sp|Q9Y2C4|EXOG_HUMAN	sp|Q8C163|EXOG_MOUSE
OG0006496	sp|Q9Y468|LMBL1_HUMAN	sp|A2A5N8|LMBL1_MOUSE
OG0006497	sp|Q9Y6M1|IF2B2_HUMAN	sp|Q5SF07|IF2B2_MOUSE
OG0006498	sp|A0JD37|TRDV3_HUMAN	tr|A0A075B661|A0A075B661_MOUSE
OG0006499	sp|A2RU14|TM218_HUMAN	sp|Q9CQ44|TM218_MOUSE
OG0006500	sp|O60687|SRPX2_HUMAN	sp|Q8R054|SRPX2_MOUSE
OG0006501	sp|O75182|SIN3B_HUMAN	sp|Q62141|SIN3B_MOUSE
OG0006502	sp|O94953|KDM4B_HUMAN	sp|Q91VY5|KDM4B_MOUSE
OG0006503	sp|O95881|TXD12_HUMAN	sp|Q9CQU0|TXD12_MOUSE
OG0006504	sp|P09960|LKHA4_HUMAN	sp|P24527|LKHA4_MOUSE
OG0006505	sp|P13682|ZNF35_HUMAN	tr|G3X9I0|G3X9I0_MOUSE
OG0006506	sp|P13765|DOB_HUMAN	tr|A0A494BB12|A0A494BB12_MOUSE
OG0006507	sp|P14543|NID1_HUMAN	sp|P10493|NID1_MOUSE
OG0006508	sp|P20674|COX5A_HUMAN	sp|P12787|COX5A_MOUSE
OG0006509	sp|P23458|JAK1_HUMAN	sp|P52332|JAK1_MOUSE
OG0006510	sp|P32242|OTX1_HUMAN	sp|P80205|OTX1_MOUSE
OG0006511	sp|P36896|ACV1B_HUMAN	sp|Q61271|ACV1B_MOUSE
OG0006512	sp|P47804|RGR_HUMAN	sp|Q9Z2B3|RGR_MOUSE
OG0006513	sp|P47869|GBRA2_HUMAN	sp|P26048|GBRA2_MOUSE
OG0006514	sp|P49146|NPY2R_HUMAN	sp|P97295|NPY2R_MOUSE
OG0006515	sp|P49761|CLK3_HUMAN	sp|O35492|CLK3_MOUSE
OG0006516	sp|P52943|CRIP2_HUMAN	sp|Q9DCT8|CRIP2_MOUSE
OG0006517	sp|P57054|PIGP_HUMAN	sp|Q9JHG1|PIGP_MOUSE
OG0006518	sp|P57086|SCND1_HUMAN	tr|Q2M4I6|Q2M4I6_MOUSE
OG0006519	sp|P59046|NAL12_HUMAN	sp|E9Q5R7|NAL12_MOUSE
OG0006520	sp|P59768|GBG2_HUMAN	sp|P63213|GBG2_MOUSE
OG0006521	sp|P60866|RS20_HUMAN	sp|P60867|RS20_MOUSE
OG0006522	sp|Q01518|CAP1_HUMAN	sp|P40124|CAP1_MOUSE
OG0006523	sp|Q13098|CSN1_HUMAN	sp|Q99LD4|CSN1_MOUSE
OG0006524	sp|Q13643|FHL3_HUMAN	sp|Q9R059|FHL3_MOUSE
OG0006525	sp|Q15477|SKIV2_HUMAN	tr|Q6NZR5|Q6NZR5_MOUSE
OG0006526	sp|Q504Y3|ZCPW2_HUMAN	sp|Q08EN7|ZCPW2_MOUSE
OG0006527	sp|Q5THJ4|VP13D_HUMAN	tr|B1ART2|B1ART2_MOUSE
OG0006528	sp|Q5U649|CL060_HUMAN	sp|Q810N5|CL060_MOUSE
OG0006529	sp|Q5UAW9|GP157_HUMAN	sp|Q8C206|GP157_MOUSE
OG0006530	sp|Q6UXG3|CLM9_HUMAN	sp|Q1ERP8|CLM9_MOUSE
OG0006531	sp|Q7Z403|TMC6_HUMAN	sp|Q7TN60|TMC6_MOUSE
OG0006532	sp|Q7Z5A7|TAFA5_HUMAN	sp|Q91WE9|TAFA5_MOUSE
OG0006533	sp|Q8IX21|SLF2_HUMAN	sp|Q6P9P0|SLF2_MOUSE
OG0006534	sp|Q8N1D5|CF107_HUMAN	sp|Q4KKZ1|CF107_MOUSE
OG0006535	sp|Q8N371|KDM8_HUMAN	sp|Q9CXT6|KDM8_MOUSE
OG0006536	sp|Q8N6T7|SIR6_HUMAN	sp|P59941|SIR6_MOUSE
OG0006537	sp|Q8NBE8|KLH23_HUMAN	sp|Q6GQU2|KLH23_MOUSE
OG0006538	sp|Q8NEZ3|WDR19_HUMAN	sp|Q3UGF1|WDR19_MOUSE
OG0006539	sp|Q8TBK6|ZCH10_HUMAN	sp|Q9CX48|ZCH10_MOUSE
OG0006540	sp|Q8TCT6|SPPL3_HUMAN	sp|Q9CUS9|SPPL3_MOUSE
OG0006541	sp|Q8WW52|F151A_HUMAN	sp|Q8QZW3|F151A_MOUSE
OG0006542	sp|Q8WX92|NELFB_HUMAN	sp|Q8C4Y3|NELFB_MOUSE
OG0006543	sp|Q969T9|WBP2_HUMAN	sp|P97765|WBP2_MOUSE
OG0006544	sp|Q96AA3|RFT1_HUMAN	sp|Q8C3B8|RFT1_MOUSE
OG0006545	sp|Q96CS4|ZN689_HUMAN	sp|Q8BKK5|ZN689_MOUSE
OG0006546	sp|Q96EL3|RM53_HUMAN	sp|Q9D1H8|RM53_MOUSE
OG0006547	sp|Q96FB5|MT25B_HUMAN	sp|Q8BZG5|MT25B_MOUSE
OG0006548	sp|Q96MT8|CEP63_HUMAN	sp|Q3UPP8|CEP63_MOUSE
OG0006549	sp|Q96PK6|RBM14_HUMAN	sp|Q8C2Q3|RBM14_MOUSE
OG0006550	sp|Q96SW2|CRBN_HUMAN	sp|Q8C7D2|CRBN_MOUSE
OG0006551	sp|Q99075|HBEGF_HUMAN	sp|Q06186|HBEGF_MOUSE
OG0006552	sp|Q9BRC7|PLCD4_HUMAN	sp|Q8K3R3|PLCD4_MOUSE
OG0006553	sp|Q9BRK0|REEP2_HUMAN	sp|Q8VCD6|REEP2_MOUSE
OG0006554	sp|Q9BWM7|SFXN3_HUMAN	sp|Q91V61|SFXN3_MOUSE
OG0006555	sp|Q9BYU1|PBX4_HUMAN	sp|Q99NE9|PBX4_MOUSE
OG0006556	sp|Q9BYX2|TBD2A_HUMAN	sp|B1AVH7|TBD2A_MOUSE
OG0006557	sp|Q9BZE0|GLIS2_HUMAN	sp|Q8VDL9|GLIS2_MOUSE
OG0006558	sp|Q9BZE9|ASPC1_HUMAN	sp|Q8VBT9|ASPC1_MOUSE
OG0006559	sp|Q9H4B0|OSGL1_HUMAN	sp|Q6PEB4|OSGL1_MOUSE
OG0006560	sp|Q9NX05|F120C_HUMAN	sp|Q8C3F2|F120C_MOUSE
OG0006561	sp|Q9UH65|SWP70_HUMAN	sp|Q6A028|SWP70_MOUSE
OG0006562	sp|Q9UHF4|I20RA_HUMAN	sp|Q6PHB0|I20RA_MOUSE
OG0006563	sp|Q9UJ41|RABX5_HUMAN	sp|Q9JM13|RABX5_MOUSE
OG0006564	sp|Q9UPQ9|TNR6B_HUMAN	sp|Q8BKI2|TNR6B_MOUSE
OG0006565	sp|Q9Y337|KLK5_HUMAN	tr|Q9D140|Q9D140_MOUSE
OG0006566	sp|Q9Y3E7|CHMP3_HUMAN	sp|Q9CQ10|CHMP3_MOUSE
OG0006567	sp|Q9Y4X3|CCL27_HUMAN	sp|Q9Z1X0|CCL27_MOUSE
OG0006568	sp|Q9Y5R5|DMRT2_HUMAN	sp|Q8BG36|DMRT2_MOUSE
OG0006569	sp|Q9Y5Y7|LYVE1_HUMAN	sp|Q8BHC0|LYVE1_MOUSE
OG0006570	sp|Q9Y6K5|OAS3_HUMAN	sp|Q8VI93|OAS3_MOUSE
OG0006571	sp|Q9Y6R0|NUMBL_HUMAN	sp|O08919|NUMBL_MOUSE
OG0006572	sp|A0A096LP01|SIM26_HUMAN	tr|Q3V460|Q3V460_MOUSE
OG0006573	sp|A1IGU5|ARH37_HUMAN	sp|A1IGU4|ARH37_MOUSE
OG0006574	sp|A6NJ69|IGIP_HUMAN	tr|A0A1B0GR74|A0A1B0GR74_MOUSE
OG0006575	sp|A8K0R7|ZN839_HUMAN	tr|E9PUU5|E9PUU5_MOUSE
OG0006576	sp|O43293|DAPK3_HUMAN	sp|O54784|DAPK3_MOUSE
OG0006577	sp|O43716|GATC_HUMAN	sp|Q8CBY0|GATC_MOUSE
OG0006578	sp|O60925|PFD1_HUMAN	sp|Q9CWM4|PFD1_MOUSE
OG0006579	sp|O75830|SPI2_HUMAN	sp|Q9JK88|SPI2_MOUSE
OG0006580	sp|O95433|AHSA1_HUMAN	sp|Q8BK64|AHSA1_MOUSE
OG0006581	sp|O95754|SEM4F_HUMAN	sp|Q9Z123|SEM4F_MOUSE
OG0006582	sp|O95755|RAB36_HUMAN	sp|Q8CAM5|RAB36_MOUSE
OG0006583	sp|O95838|GLP2R_HUMAN	sp|Q5IXF8|GLP2R_MOUSE
OG0006584	sp|P0CG23|ZN853_HUMAN	tr|A0A1D5RM95|A0A1D5RM95_MOUSE
OG0006585	sp|P12955|PEPD_HUMAN	sp|Q11136|PEPD_MOUSE
OG0006586	sp|P18509|PACA_HUMAN	sp|O70176|PACA_MOUSE
OG0006587	sp|P26440|IVD_HUMAN	sp|Q9JHI5|IVD_MOUSE
OG0006588	sp|P40222|TXLNA_HUMAN	sp|Q6PAM1|TXLNA_MOUSE
OG0006589	sp|P48436|SOX9_HUMAN	sp|Q04887|SOX9_MOUSE
OG0006590	sp|P51449|RORG_HUMAN	sp|P51450|RORG_MOUSE
OG0006591	sp|P52756|RBM5_HUMAN	sp|Q91YE7|RBM5_MOUSE
OG0006592	sp|P54198|HIRA_HUMAN	sp|Q61666|HIRA_MOUSE
OG0006593	sp|P54284|CACB3_HUMAN	sp|P54285|CACB3_MOUSE
OG0006594	sp|P59044|NLRP6_HUMAN	sp|Q91WS2|NLRP6_MOUSE
OG0006595	sp|P62079|TSN5_HUMAN	sp|P62080|TSN5_MOUSE
OG0006596	sp|P81133|SIM1_HUMAN	sp|Q61045|SIM1_MOUSE
OG0006597	sp|P98161|PKD1_HUMAN	sp|O08852|PKD1_MOUSE
OG0006598	sp|Q12789|TF3C1_HUMAN	sp|Q8K284|TF3C1_MOUSE
OG0006599	sp|Q12798|CETN1_HUMAN	sp|P41209|CETN1_MOUSE
OG0006600	sp|Q13123|RED_HUMAN	sp|Q9Z1M8|RED_MOUSE
OG0006601	sp|Q13148|TADBP_HUMAN	sp|Q921F2|TADBP_MOUSE
OG0006602	sp|Q13206|DDX10_HUMAN	sp|Q80Y44|DDX10_MOUSE
OG0006603	sp|Q13591|SEM5A_HUMAN	sp|Q62217|SEM5A_MOUSE
OG0006604	sp|Q13751|LAMB3_HUMAN	sp|Q61087|LAMB3_MOUSE
OG0006605	sp|Q14108|SCRB2_HUMAN	sp|O35114|SCRB2_MOUSE
OG0006606	sp|Q15054|DPOD3_HUMAN	sp|Q9EQ28|DPOD3_MOUSE
OG0006607	sp|Q16890|TPD53_HUMAN	sp|O54818|TPD53_MOUSE
OG0006608	sp|Q5JYT7|K1755_HUMAN	sp|Q8BWG4|K1755_MOUSE
OG0006609	sp|Q5TCZ1|SPD2A_HUMAN	sp|O89032|SPD2A_MOUSE
OG0006610	sp|Q6NS38|ALKB2_HUMAN	sp|Q6P6J4|ALKB2_MOUSE
OG0006611	sp|Q6P1A2|MBOA5_HUMAN	sp|Q91V01|MBOA5_MOUSE
OG0006612	sp|Q6UW02|CP20A_HUMAN	sp|Q8BKE6|CP20A_MOUSE
OG0006613	sp|Q6UW10|SFTA2_HUMAN	sp|E9PXB6|SFTA2_MOUSE
OG0006614	sp|Q6ZSZ6|TSH1_HUMAN	sp|Q5DTH5|TSH1_MOUSE
OG0006615	sp|Q7RTP6|MICA3_HUMAN	sp|Q8CJ19|MICA3_MOUSE
OG0006616	sp|Q7Z6V5|ADAT2_HUMAN	sp|Q6P6J0|ADAT2_MOUSE
OG0006617	sp|Q8IUL8|CILP2_HUMAN	sp|D3Z7H8|CILP2_MOUSE
OG0006618	sp|Q8IXW0|LMTD2_HUMAN	sp|Q0VET5|LMTD2_MOUSE
OG0006619	sp|Q8N7P1|PLD5_HUMAN	sp|Q3UNN8|PLD5_MOUSE
OG0006620	sp|Q8TBF5|PIGX_HUMAN	sp|Q99LV7|PIGX_MOUSE
OG0006621	sp|Q92819|HYAS2_HUMAN	sp|P70312|HYAS2_MOUSE
OG0006622	sp|Q96I59|SYNM_HUMAN	sp|Q8BGV0|SYNM_MOUSE
OG0006623	sp|Q96L34|MARK4_HUMAN	sp|Q8CIP4|MARK4_MOUSE
OG0006624	sp|Q96NB3|ZN830_HUMAN	sp|Q8R1N0|ZN830_MOUSE
OG0006625	sp|Q96NJ5|KLH32_HUMAN	tr|A2AJX0|A2AJX0_MOUSE
OG0006626	sp|Q9BQB4|SOST_HUMAN	sp|Q99P68|SOST_MOUSE
OG0006627	sp|Q9BRN9|TM2D3_HUMAN	sp|Q8BJ83|TM2D3_MOUSE
OG0006628	sp|Q9NRN7|ADPPT_HUMAN	sp|Q9CQF6|ADPPT_MOUSE
OG0006629	sp|Q9NSB8|HOME2_HUMAN	sp|Q9QWW1|HOME2_MOUSE
OG0006630	sp|Q9NVK5|FGOP2_HUMAN	sp|Q9CRA9|FGOP2_MOUSE
OG0006631	sp|Q9NXG6|P4HTM_HUMAN	sp|Q8BG58|P4HTM_MOUSE
OG0006632	sp|Q9UHL9|GT2D1_HUMAN	sp|Q9JI57|GT2D1_MOUSE
OG0006633	sp|Q9ULN7|PNM8B_HUMAN	tr|G3X9N3|G3X9N3_MOUSE
OG0006634	sp|Q9UNF0|PACN2_HUMAN	sp|Q9WVE8|PACN2_MOUSE
OG0006635	sp|Q9UQ26|RIMS2_HUMAN	sp|Q9EQZ7|RIMS2_MOUSE
OG0006636	sp|Q9Y2R0|COA3_HUMAN	sp|Q9D2R6|COA3_MOUSE
OG0006637	sp|Q9Y3A6|TMED5_HUMAN	sp|Q9CXE7|TMED5_MOUSE
OG0006638	sp|Q9Y534|CSDC2_HUMAN	sp|Q91YQ3|CSDC2_MOUSE
OG0006639	sp|Q9Y566|SHAN1_HUMAN	sp|D3YZU1|SHAN1_MOUSE
OG0006640	sp|A0A0B4J268|TVA4_HUMAN	tr|A0A075B5Z5|A0A075B5Z5_MOUSE
OG0006641	sp|A0A1B0GTU2|CTXD1_HUMAN	sp|A0A1B0GST9|CTXD1_MOUSE
OG0006642	sp|O14948|TFEC_HUMAN	sp|Q9WTW4|TFEC_MOUSE
OG0006643	sp|O43633|CHM2A_HUMAN	sp|Q9DB34|CHM2A_MOUSE
OG0006644	sp|O94855|SC24D_HUMAN	tr|Q6NXL1|Q6NXL1_MOUSE
OG0006645	sp|O95169|NDUB8_HUMAN	sp|Q9D6J5|NDUB8_MOUSE
OG0006646	sp|O95630|STABP_HUMAN	sp|Q9CQ26|STABP_MOUSE
OG0006647	sp|P0C2W1|FBSP1_HUMAN	sp|Q8K3B1|FBSP1_MOUSE
OG0006648	sp|P0DMS9|TMIG3_HUMAN	sp|G3X8R9|TMIG3_MOUSE
OG0006649	sp|P23435|CBLN1_HUMAN	sp|Q9R171|CBLN1_MOUSE
OG0006650	sp|P34910|EVI2B_HUMAN	sp|Q8VD58|EVI2B_MOUSE
OG0006651	sp|P35523|CLCN1_HUMAN	sp|Q64347|CLCN1_MOUSE
OG0006652	sp|P48681|NEST_HUMAN	sp|Q6P5H2|NEST_MOUSE
OG0006653	sp|P49321|NASP_HUMAN	sp|Q99MD9|NASP_MOUSE
OG0006654	sp|P49683|PRLHR_HUMAN	sp|Q6VMN6|PRLHR_MOUSE
OG0006655	sp|P50616|TOB1_HUMAN	sp|Q61471|TOB1_MOUSE
OG0006656	sp|P51946|CCNH_HUMAN	sp|Q61458|CCNH_MOUSE
OG0006657	sp|P55064|AQP5_HUMAN	sp|Q9WTY4|AQP5_MOUSE
OG0006658	sp|P62807|H2B1C_HUMAN	sp|Q6ZWY9|H2B1C_MOUSE
OG0006659	sp|Q01118|SCN7A_HUMAN	tr|B1AYL1|B1AYL1_MOUSE
OG0006660	sp|Q02223|TNR17_HUMAN	sp|O88472|TNR17_MOUSE
OG0006661	sp|Q05586|NMDZ1_HUMAN	sp|P35438|NMDZ1_MOUSE
OG0006662	sp|Q13064|MKRN3_HUMAN	sp|Q60764|MKRN3_MOUSE
OG0006663	sp|Q16570|ACKR1_HUMAN	sp|Q9QUI6|ACKR1_MOUSE
OG0006664	sp|Q16674|MIA_HUMAN	sp|Q61865|MIA_MOUSE
OG0006665	sp|Q2KHT4|GSG1_HUMAN	sp|Q8R1W2|GSG1_MOUSE
OG0006666	sp|Q2TAY7|SMU1_HUMAN	sp|Q3UKJ7|SMU1_MOUSE
OG0006667	sp|Q5GH76|XKR4_HUMAN	sp|Q5GH67|XKR4_MOUSE
OG0006668	sp|Q5T013|HYI_HUMAN	sp|Q8R1F5|HYI_MOUSE
OG0006669	sp|Q5T6S3|PHF19_HUMAN	sp|Q9CXG9|PHF19_MOUSE
OG0006670	sp|Q5VWW1|C1QL3_HUMAN	sp|Q9ESN4|C1QL3_MOUSE
OG0006671	sp|Q6WCQ1|MPRIP_HUMAN	sp|P97434|MPRIP_MOUSE
OG0006672	sp|Q765I0|UTS2B_HUMAN	sp|Q765I1|UTS2B_MOUSE
OG0006673	sp|Q7L3V2|BOP_HUMAN	tr|D3YWW5|D3YWW5_MOUSE
OG0006674	sp|Q7Z442|PK1L2_HUMAN	sp|Q7TN88|PK1L2_MOUSE
OG0006675	sp|Q86UN2|R4RL1_HUMAN	sp|Q8K0S5|R4RL1_MOUSE
OG0006676	sp|Q86V21|AACS_HUMAN	sp|Q9D2R0|AACS_MOUSE
OG0006677	sp|Q86VW1|S22AG_HUMAN	sp|Q497L8|S22AG_MOUSE
OG0006678	sp|Q86VW2|ARHGP_HUMAN	sp|Q9CWR0|ARHGP_MOUSE
OG0006679	sp|Q8IVA1|PCP2_HUMAN	sp|P12660|PCP2_MOUSE
OG0006680	sp|Q8IZM8|ZN654_HUMAN	sp|Q9DAU9|ZN654_MOUSE
OG0006681	sp|Q8N5H3|LRA25_HUMAN	sp|Q9QUI1|LRA25_MOUSE
OG0006682	sp|Q8N7X0|ADGB_HUMAN	sp|G3UZ78|ADGB_MOUSE
OG0006683	sp|Q8NFJ5|RAI3_HUMAN	sp|Q8BHL4|RAI3_MOUSE
OG0006684	sp|Q8NHH9|ATLA2_HUMAN	sp|Q6PA06|ATLA2_MOUSE
OG0006685	sp|Q8TEB7|RN128_HUMAN	sp|Q9D304|RN128_MOUSE
OG0006686	sp|Q92667|AKAP1_HUMAN	sp|O08715|AKAP1_MOUSE
OG0006687	sp|Q969E2|SCAM4_HUMAN	sp|Q9JKV5|SCAM4_MOUSE
OG0006688	sp|Q96A11|G3ST3_HUMAN	sp|P61315|G3ST3_MOUSE
OG0006689	sp|Q96A35|RM24_HUMAN	sp|Q9CQ06|RM24_MOUSE
OG0006690	sp|Q96BT1|CC049_HUMAN	tr|A0A5F8MPS3|A0A5F8MPS3_MOUSE
OG0006691	sp|Q96I15|SCLY_HUMAN	sp|Q9JLI6|SCLY_MOUSE
OG0006692	sp|Q96K83|ZN521_HUMAN	sp|Q6KAS7|ZN521_MOUSE
OG0006693	sp|Q96L96|ALPK3_HUMAN	sp|Q924C5|ALPK3_MOUSE
OG0006694	sp|Q9BSY9|DESI2_HUMAN	sp|Q9D291|DESI2_MOUSE
OG0006695	sp|Q9C0E4|GRIP2_HUMAN	tr|G3XA20|G3XA20_MOUSE
OG0006696	sp|Q9GZR7|DDX24_HUMAN	sp|Q9ESV0|DDX24_MOUSE
OG0006697	sp|Q9H3C7|GGNB2_HUMAN	sp|Q5SV77|GGNB2_MOUSE
OG0006698	sp|Q9H3S7|PTN23_HUMAN	sp|Q6PB44|PTN23_MOUSE
OG0006699	sp|Q9H7U1|CCSE2_HUMAN	sp|Q3UHI0|CCSE2_MOUSE
OG0006700	sp|Q9H7Y0|DIK2B_HUMAN	sp|Q8C3I9|DIK2B_MOUSE
OG0006701	sp|Q9HBU6|EKI1_HUMAN	sp|Q9D4V0|EKI1_MOUSE
