Orthogroup	Homo_sapiens	Balaenoptera_musculus
OG0007969	sp|P31314|TLX1_HUMAN	tr|A0A8B8VJ93|A0A8B8VJ93_BALMU
OG0007970	sp|Q9UBQ6|EXTL2_HUMAN	tr|A0A8B8VP60|A0A8B8VP60_BALMU
OG0007971	sp|Q13239|SLAP1_HUMAN	tr|A0A8B8VQH5|A0A8B8VQH5_BALMU
OG0007972	sp|Q8WV35|LRC29_HUMAN	tr|A0A8B8VU45|A0A8B8VU45_BALMU
OG0007973	sp|P01137|TGFB1_HUMAN	tr|A0A8B8VXT3|A0A8B8VXT3_BALMU
OG0007974	sp|Q9GZP8|IMUP_HUMAN	tr|A0A8B8VZE9|A0A8B8VZE9_BALMU
OG0007975	sp|P82251|BAT1_HUMAN	tr|A0A8B8VZW1|A0A8B8VZW1_BALMU
OG0007976	sp|Q5VIR6|VPS53_HUMAN	tr|A0A8B8W2W2|A0A8B8W2W2_BALMU
OG0007977	sp|Q9BUZ4|TRAF4_HUMAN	tr|A0A8B8W5V4|A0A8B8W5V4_BALMU
OG0007978	sp|Q7Z6I6|RHG30_HUMAN	tr|A0A8B8W7R9|A0A8B8W7R9_BALMU
OG0007979	sp|Q6ZNG9|KRBA2_HUMAN	tr|A0A8B8W882|A0A8B8W882_BALMU
OG0007980	sp|A2RTY3|HEAT9_HUMAN	tr|A0A8B8WA99|A0A8B8WA99_BALMU
OG0007981	sp|A4FU69|EFCB5_HUMAN	tr|A0A8B8WAB1|A0A8B8WAB1_BALMU
OG0007982	sp|Q6ZUT3|FRMD7_HUMAN	tr|A0A8B8WDJ2|A0A8B8WDJ2_BALMU
OG0007983	sp|O60832|DKC1_HUMAN	tr|A0A8B8WET0|A0A8B8WET0_BALMU
OG0007984	sp|P10911|MCF2_HUMAN	tr|A0A8B8WEX4|A0A8B8WEX4_BALMU
OG0007985	sp|A6NMA1|TR5OS_HUMAN	tr|A0A8B8WGM7|A0A8B8WGM7_BALMU
OG0007986	sp|P35226|BMI1_HUMAN	tr|A0A8B8WPK0|A0A8B8WPK0_BALMU
OG0007987	sp|Q93073|SBP2L_HUMAN	tr|A0A8B8WPM0|A0A8B8WPM0_BALMU
OG0007988	sp|O60240|PLIN1_HUMAN	tr|A0A8B8WQB1|A0A8B8WQB1_BALMU
OG0007989	sp|Q12888|TP53B_HUMAN	tr|A0A8B8WSA2|A0A8B8WSA2_BALMU
OG0007990	sp|Q9BQI4|CCDC3_HUMAN	tr|A0A8B8WXX6|A0A8B8WXX6_BALMU
OG0007991	sp|Q68D91|MBLC2_HUMAN	tr|A0A8B8WZ78|A0A8B8WZ78_BALMU
OG0007992	sp|P60673|PROF3_HUMAN	tr|A0A8B8X5A2|A0A8B8X5A2_BALMU
OG0007993	sp|Q92547|TOPB1_HUMAN	tr|A0A8B8X8N5|A0A8B8X8N5_BALMU
OG0007994	sp|Q13515|BFSP2_HUMAN	tr|A0A8B8XBL2|A0A8B8XBL2_BALMU
OG0007995	sp|A6NLC5|CC070_HUMAN	tr|A0A8B8XC59|A0A8B8XC59_BALMU
OG0007996	sp|Q8WY36|BBX_HUMAN	tr|A0A8B8XET5|A0A8B8XET5_BALMU
OG0007998	sp|Q9H9T3|ELP3_HUMAN	tr|A0A8B8XRT3|A0A8B8XRT3_BALMU
OG0007999	sp|Q6ZVZ8|ASB18_HUMAN	tr|A0A8B8XY38|A0A8B8XY38_BALMU
OG0008000	sp|Q16401|PSMD5_HUMAN	tr|A0A8B8XYT2|A0A8B8XYT2_BALMU
OG0008001	sp|Q96A11|G3ST3_HUMAN	tr|A0A8B8Y7H3|A0A8B8Y7H3_BALMU
OG0008002	sp|P43490|NAMPT_HUMAN	tr|A0A8B8YBL1|A0A8B8YBL1_BALMU
OG0008003	sp|Q9Y616|IRAK3_HUMAN	tr|A0A8B8YK57|A0A8B8YK57_BALMU
OG0008004	sp|Q96RJ3|TR13C_HUMAN	tr|A0A8B8YLQ2|A0A8B8YLQ2_BALMU
OG0008005	sp|Q8N3R3|TCAIM_HUMAN	tr|A0A8B8YSN7|A0A8B8YSN7_BALMU
OG0008006	sp|P51685|CCR8_HUMAN	tr|A0A8B8YUZ2|A0A8B8YUZ2_BALMU
OG0008007	sp|H3BR10|SMLR1_HUMAN	tr|A0A8B8Z001|A0A8B8Z001_BALMU
OG0008008	sp|O43521|B2L11_HUMAN	tr|A0A8B8Z126|A0A8B8Z126_BALMU
OG0008009	sp|Q4VX76|SYTL3_HUMAN	tr|A0A8B8Z4I4|A0A8B8Z4I4_BALMU
OG0008010	sp|Q2TAA2|IAH1_HUMAN	tr|A0A8B8Z5U9|A0A8B8Z5U9_BALMU
OG0008011	sp|Q9H0R4|HDHD2_HUMAN	tr|A0A8B8Z8Z8|A0A8B8Z8Z8_BALMU
OG0008012	sp|Q9BRV8|SIKE1_HUMAN	tr|A0A8B8Z9B5|A0A8B8Z9B5_BALMU
OG0008013	sp|P43246|MSH2_HUMAN	tr|A0A8B8ZCE7|A0A8B8ZCE7_BALMU
OG0008014	sp|Q9H089|LSG1_HUMAN	tr|A0A8C0C636|A0A8C0C636_BALMU
OG0008015	sp|Q9BRS8|LARP6_HUMAN	tr|A0A8C0C9R1|A0A8C0C9R1_BALMU
OG0008016	sp|Q4G0W2|DUS28_HUMAN	tr|A0A8C0CFJ4|A0A8C0CFJ4_BALMU
OG0008017	sp|Q8NCM8|DYHC2_HUMAN	tr|A0A8C0CP22|A0A8C0CP22_BALMU
OG0008018	sp|P08651|NFIC_HUMAN	tr|A0A8C0CT76|A0A8C0CT76_BALMU
OG0008019	sp|Q8NCT3|MACA2_HUMAN	tr|A0A8C0D0E4|A0A8C0D0E4_BALMU
OG0008020	sp|Q9BYX4|IFIH1_HUMAN	tr|A0A8C0D9P8|A0A8C0D9P8_BALMU
OG0008021	sp|Q5BIV9|SPRN_HUMAN	tr|A0A8C0DA61|A0A8C0DA61_BALMU
OG0008022	sp|Q9NXR5|ANR10_HUMAN	tr|A0A8C0DT73|A0A8C0DT73_BALMU
OG0008023	sp|O43148|MCES_HUMAN	tr|A0A8C0DV22|A0A8C0DV22_BALMU
OG0008024	sp|P49842|STK19_HUMAN	tr|A0A8C0DWK0|A0A8C0DWK0_BALMU
OG0008025	sp|P26368|U2AF2_HUMAN	tr|A0A8C0DY98|A0A8C0DY98_BALMU
OG0008026	sp|Q02447|SP3_HUMAN	tr|A0A8C0DZY7|A0A8C0DZY7_BALMU
OG0008027	sp|Q86XQ3|CTSR3_HUMAN	tr|A0A8C0HSX5|A0A8C0HSX5_BALMU
OG0008028	sp|Q5XKP0|MIC13_HUMAN	tr|A0A8C0HUI2|A0A8C0HUI2_BALMU
OG0008029	sp|O75554|WBP4_HUMAN	tr|A0A8C0I3V1|A0A8C0I3V1_BALMU
OG0008030	sp|Q96GQ7|DDX27_HUMAN	tr|A0A8B8VDP3|A0A8B8VDP3_BALMU
OG0008031	sp|Q9UPG8|PLAL2_HUMAN	tr|A0A8B8VE22|A0A8B8VE22_BALMU
OG0008032	sp|P50539|MXI1_HUMAN	tr|A0A8B8VIW3|A0A8B8VIW3_BALMU
OG0008033	sp|Q96IY4|CBPB2_HUMAN	tr|A0A8B8VQK9|A0A8B8VQK9_BALMU
OG0008034	sp|Q6PGQ7|BORA_HUMAN	tr|A0A8B8VR42|A0A8B8VR42_BALMU
OG0008035	sp|Q96B70|LENG9_HUMAN	tr|A0A8B8VUF7|A0A8B8VUF7_BALMU
OG0008036	sp|P62955|CCG7_HUMAN	tr|A0A8B8VUI9|A0A8B8VUI9_BALMU
OG0008037	sp|Q6P280|ZN529_HUMAN	tr|A0A8B8VV46|A0A8B8VV46_BALMU
OG0008038	sp|Q96N66|MBOA7_HUMAN	tr|A0A8B8VVU0|A0A8B8VVU0_BALMU
OG0008039	sp|Q6IPT2|GAR5A_HUMAN	tr|A0A8B8VXR8|A0A8B8VXR8_BALMU
OG0008040	sp|Q8N819|PPM1N_HUMAN	tr|A0A8B8W0B0|A0A8B8W0B0_BALMU
OG0008041	sp|Q969T9|WBP2_HUMAN	tr|A0A8B8WA70|A0A8B8WA70_BALMU
OG0008042	sp|Q96K19|RN170_HUMAN	tr|A0A8B8WBZ1|A0A8B8WBZ1_BALMU
OG0008043	sp|Q7Z2D5|PLPR4_HUMAN	tr|A0A8B8WDU8|A0A8B8WDU8_BALMU
OG0008044	sp|O95069|KCNK2_HUMAN	tr|A0A8B8WF89|A0A8B8WF89_BALMU
OG0008045	sp|Q9NVX0|HAUS2_HUMAN	tr|A0A8B8WKK4|A0A8B8WKK4_BALMU
OG0008046	sp|P35236|PTN7_HUMAN	tr|A0A8B8WLH5|A0A8B8WLH5_BALMU
OG0008047	sp|Q13572|ITPK1_HUMAN	tr|A0A8B8WQF1|A0A8B8WQF1_BALMU
OG0008048	sp|Q9NSY2|STAR5_HUMAN	tr|A0A8B8WT38|A0A8B8WT38_BALMU
OG0008049	sp|Q9P2N5|RBM27_HUMAN	tr|A0A8B8X1M8|A0A8B8X1M8_BALMU
OG0008050	sp|P51124|GRAM_HUMAN	tr|A0A8B8X439|A0A8B8X439_BALMU
OG0008051	sp|P29317|EPHA2_HUMAN	tr|A0A8B8X503|A0A8B8X503_BALMU
OG0008052	sp|Q5VTT5|MYOM3_HUMAN	tr|A0A8B8X6Z2|A0A8B8X6Z2_BALMU
OG0008053	sp|Q9BZQ6|EDEM3_HUMAN	tr|A0A8B8XCC3|A0A8B8XCC3_BALMU
OG0008054	sp|P30533|AMRP_HUMAN	tr|A0A8B8XHZ0|A0A8B8XHZ0_BALMU
OG0008055	sp|Q9NRX4|PHP14_HUMAN	tr|A0A8B8XNY3|A0A8B8XNY3_BALMU
OG0008056	sp|Q5BKZ1|ZN326_HUMAN	tr|A0A8B8XSC3|A0A8B8XSC3_BALMU
OG0008057	sp|Q86Y78|LYPD6_HUMAN	tr|A0A8B8XSE3|A0A8B8XSE3_BALMU
OG0008058	sp|P28330|ACADL_HUMAN	tr|A0A8B8XWD6|A0A8B8XWD6_BALMU
OG0008059	sp|A6NFY4|NEMP2_HUMAN	tr|A0A8B8XXY4|A0A8B8XXY4_BALMU
OG0008060	sp|Q9H210|OR2D2_HUMAN	tr|A0A8B8Y4J6|A0A8B8Y4J6_BALMU
OG0008061	sp|O60711|LPXN_HUMAN	tr|A0A8B8Y9R7|A0A8B8Y9R7_BALMU
OG0008062	sp|P23786|CPT2_HUMAN	tr|A0A8B8YDN1|A0A8B8YDN1_BALMU
OG0008063	sp|Q96QR8|PURB_HUMAN	tr|A0A8B8YHI8|A0A8B8YHI8_BALMU
OG0008064	sp|O95971|BY55_HUMAN	tr|A0A8B8YJC8|A0A8B8YJC8_BALMU
OG0008065	sp|Q6ZVW7|I17EL_HUMAN	tr|A0A8B8YLR2|A0A8B8YLR2_BALMU
OG0008066	sp|Q8IWF2|FXRD2_HUMAN	tr|A0A8B8YNL5|A0A8B8YNL5_BALMU
OG0008067	sp|O15457|MSH4_HUMAN	tr|A0A8B8YNW0|A0A8B8YNW0_BALMU
OG0008068	sp|Q6UWE3|COLL2_HUMAN	tr|A0A8B8YZC5|A0A8B8YZC5_BALMU
OG0008069	sp|Q9Y2D8|ADIP_HUMAN	tr|A0A8B8Z0V0|A0A8B8Z0V0_BALMU
OG0008070	sp|Q12866|MERTK_HUMAN	tr|A0A8B8Z4D9|A0A8B8Z4D9_BALMU
OG0008071	sp|Q8NEN0|ARMC2_HUMAN	tr|A0A8B8Z584|A0A8B8Z584_BALMU
OG0008072	sp|P51523|ZNF84_HUMAN	tr|A0A8B8Z6C2|A0A8B8Z6C2_BALMU
OG0008073	sp|Q12796|PNRC1_HUMAN	tr|A0A8B8Z6N3|A0A8B8Z6N3_BALMU
OG0008074	sp|Q9H939|PPIP2_HUMAN	tr|A0A8B8Z9U9|A0A8B8Z9U9_BALMU
OG0008075	sp|Q9Y2W7|CSEN_HUMAN	tr|A0A8B8ZB04|A0A8B8ZB04_BALMU
OG0008076	sp|Q9UKY7|CDV3_HUMAN	tr|A0A8C0C6G3|A0A8C0C6G3_BALMU
OG0008077	sp|Q96LT7|CI072_HUMAN	tr|A0A8C0C913|A0A8C0C913_BALMU
OG0008078	sp|Q96BR9|ZBT8A_HUMAN	tr|A0A8C0CLR8|A0A8C0CLR8_BALMU
OG0008079	sp|Q99569|PKP4_HUMAN	tr|A0A8C0CNK7|A0A8C0CNK7_BALMU
OG0008080	sp|A6NK58|LIPT2_HUMAN	tr|A0A8C0CQ30|A0A8C0CQ30_BALMU
OG0008081	sp|Q7RTV3|ZN367_HUMAN	tr|A0A8C0CQG5|A0A8C0CQG5_BALMU
OG0008082	sp|Q99729|ROAA_HUMAN	tr|A0A8C0CVW6|A0A8C0CVW6_BALMU
OG0008083	sp|Q15750|TAB1_HUMAN	tr|A0A8C0D4B3|A0A8C0D4B3_BALMU
OG0008084	sp|Q9BU64|CENPO_HUMAN	tr|A0A8C0D7J2|A0A8C0D7J2_BALMU
OG0008085	sp|P04234|CD3D_HUMAN	tr|A0A8C0D9E5|A0A8C0D9E5_BALMU
OG0008086	sp|Q9C0F0|ASXL3_HUMAN	tr|A0A8C0DJ67|A0A8C0DJ67_BALMU
OG0008087	sp|P38484|INGR2_HUMAN	tr|A0A8C0E4Y1|A0A8C0E4Y1_BALMU
OG0008088	sp|P05546|HEP2_HUMAN	tr|A0A8B8V1S6|A0A8B8V1S6_BALMU
OG0008089	sp|Q7Z418|KCNKI_HUMAN	tr|A0A8B8VG71|A0A8B8VG71_BALMU
OG0008090	sp|Q8N4X5|AF1L2_HUMAN	tr|A0A8B8VJP4|A0A8B8VJP4_BALMU
OG0008091	sp|Q8N414|PGBD5_HUMAN	tr|A0A8B8VKS6|A0A8B8VKS6_BALMU
OG0008092	sp|Q14159|SPIDR_HUMAN	tr|A0A8B8VLQ7|A0A8B8VLQ7_BALMU
OG0008093	sp|O75570|RF1M_HUMAN	tr|A0A8B8VQK2|A0A8B8VQK2_BALMU
OG0008094	sp|Q9Y693|LHPL6_HUMAN	tr|A0A8B8VSU4|A0A8B8VSU4_BALMU
OG0008095	sp|O95399|UTS2_HUMAN	tr|A0A8B8VWA2|A0A8B8VWA2_BALMU
OG0008096	sp|Q6P531|GGT6_HUMAN	tr|A0A8B8W2S0|A0A8B8W2S0_BALMU
OG0008097	sp|Q9Y5J1|UTP18_HUMAN	tr|A0A8B8W3F2|A0A8B8W3F2_BALMU
OG0008098	sp|Q6UWR7|ENPP6_HUMAN	tr|A0A8B8WCJ4|A0A8B8WCJ4_BALMU
OG0008099	sp|O43548|TGM5_HUMAN	tr|A0A8B8WL11|A0A8B8WL11_BALMU
OG0008100	sp|Q9H792|PEAK1_HUMAN	tr|A0A8B8WLB1|A0A8B8WLB1_BALMU
OG0008101	sp|Q5TEJ8|THMS2_HUMAN	tr|A0A8B8WLU5|A0A8B8WLU5_BALMU
OG0008102	sp|A6NCF5|KLH33_HUMAN	tr|A0A8B8WMQ2|A0A8B8WMQ2_BALMU
OG0008103	sp|Q14257|RCN2_HUMAN	tr|A0A8B8WN44|A0A8B8WN44_BALMU
OG0008104	sp|Q9BYC5|FUT8_HUMAN	tr|A0A8B8WRW2|A0A8B8WRW2_BALMU
OG0008105	sp|A4FU01|MTMRB_HUMAN	tr|A0A8B8WSK9|A0A8B8WSK9_BALMU
OG0008106	sp|Q7Z5M5|TMC3_HUMAN	tr|A0A8B8WST5|A0A8B8WST5_BALMU
OG0008107	sp|O15318|RPC7_HUMAN	tr|A0A8B8WVV1|A0A8B8WVV1_BALMU
OG0008108	sp|Q13445|TMED1_HUMAN	tr|A0A8B8WWB5|A0A8B8WWB5_BALMU
OG0008109	sp|Q8N2I9|STK40_HUMAN	tr|A0A8B8X0M9|A0A8B8X0M9_BALMU
OG0008110	sp|O43921|EFNA2_HUMAN	tr|A0A8B8X2F3|A0A8B8X2F3_BALMU
OG0008111	sp|Q96EQ0|SGTB_HUMAN	tr|A0A8B8X4E0|A0A8B8X4E0_BALMU
OG0008112	sp|P30679|GNA15_HUMAN	tr|A0A8B8X6D8|A0A8B8X6D8_BALMU
OG0008113	sp|Q9H0Y0|ATG10_HUMAN	tr|A0A8B8X6L5|A0A8B8X6L5_BALMU
OG0008114	sp|Q9ULZ2|STAP1_HUMAN	tr|A0A8B8XEM3|A0A8B8XEM3_BALMU
OG0008115	sp|Q96CB8|INT12_HUMAN	tr|A0A8B8XHP7|A0A8B8XHP7_BALMU
OG0008116	sp|Q9HC07|TM165_HUMAN	tr|A0A8B8XJ35|A0A8B8XJ35_BALMU
OG0008117	sp|Q15257|PTPA_HUMAN	tr|A0A8B8XL67|A0A8B8XL67_BALMU
OG0008118	sp|P17813|EGLN_HUMAN	tr|A0A8B8XMX2|A0A8B8XMX2_BALMU
OG0008119	sp|Q86WK6|AMGO1_HUMAN	tr|A0A8B8XP58|A0A8B8XP58_BALMU
OG0008120	sp|P43005|EAA3_HUMAN	tr|A0A8B8XPZ3|A0A8B8XPZ3_BALMU
OG0008121	sp|Q13201|MMRN1_HUMAN	tr|A0A8B8XQN5|A0A8B8XQN5_BALMU
OG0008122	sp|O00358|FOXE1_HUMAN	tr|A0A8B8XRW1|A0A8B8XRW1_BALMU
OG0008123	sp|P50750|CDK9_HUMAN	tr|A0A8B8XS58|A0A8B8XS58_BALMU
OG0008124	sp|Q8N6G6|ATL1_HUMAN	tr|A0A8B8XY80|A0A8B8XY80_BALMU
OG0008125	sp|Q9NZQ7|PD1L1_HUMAN	tr|A0A8B8XZR8|A0A8B8XZR8_BALMU
OG0008126	sp|P54710|ATNG_HUMAN	tr|A0A8B8Y337|A0A8B8Y337_BALMU
OG0008127	sp|Q96BT7|ALKB8_HUMAN	tr|A0A8B8Y9Y1|A0A8B8Y9Y1_BALMU
OG0008128	sp|Q96M69|LRGUK_HUMAN	tr|A0A8B8YB30|A0A8B8YB30_BALMU
OG0008129	sp|P59536|T2R41_HUMAN	tr|A0A8B8YE73|A0A8B8YE73_BALMU
OG0008130	sp|Q3KQU3|MA7D1_HUMAN	tr|A0A8B8YGW4|A0A8B8YGW4_BALMU
OG0008131	sp|H3BPM6|MKROS_HUMAN	tr|A0A8B8YMF3|A0A8B8YMF3_BALMU
OG0008132	sp|Q96A08|H2B1A_HUMAN	tr|A0A8B8YR91|A0A8B8YR91_BALMU
OG0008133	sp|Q9H0C3|TM117_HUMAN	tr|A0A8B8YT24|A0A8B8YT24_BALMU
OG0008134	sp|Q9NXL9|MCM9_HUMAN	tr|A0A8B8YZL3|A0A8B8YZL3_BALMU
OG0008135	sp|O00311|CDC7_HUMAN	tr|A0A8B8YZR8|A0A8B8YZR8_BALMU
OG0008136	sp|Q5VTY9|HHAT_HUMAN	tr|A0A8B8ZCV8|A0A8B8ZCV8_BALMU
OG0008137	sp|Q6KC79|NIPBL_HUMAN	tr|A0A8C0C909|A0A8C0C909_BALMU
OG0008138	sp|A2RU48|SMCO3_HUMAN	tr|A0A8C0CRG9|A0A8C0CRG9_BALMU
OG0008139	sp|A8MVW5|HECA2_HUMAN	tr|A0A8C0CXK1|A0A8C0CXK1_BALMU
OG0008140	sp|Q9UJM8|HAOX1_HUMAN	tr|A0A8C0D568|A0A8C0D568_BALMU
OG0008141	sp|A6NK89|RASFA_HUMAN	tr|A0A8C0D5C6|A0A8C0D5C6_BALMU
OG0008142	sp|O00429|DNM1L_HUMAN	tr|A0A8C0DCW7|A0A8C0DCW7_BALMU
OG0008143	sp|Q9BPX6|MICU1_HUMAN	tr|A0A8C0DI47|A0A8C0DI47_BALMU
OG0008144	sp|Q96F85|CNRP1_HUMAN	tr|A0A8C0DJE2|A0A8C0DJE2_BALMU
OG0008145	sp|Q8NA61|CBY2_HUMAN	tr|A0A8C0DK37|A0A8C0DK37_BALMU
OG0008146	sp|P0CG20|PRR35_HUMAN	tr|A0A8C0DQH8|A0A8C0DQH8_BALMU
OG0008147	sp|Q96GC9|VMP1_HUMAN	tr|A0A8C0DYY8|A0A8C0DYY8_BALMU
OG0008148	sp|P55107|GDF10_HUMAN	tr|A0A8C0E9Q2|A0A8C0E9Q2_BALMU
OG0008149	sp|Q99727|TIMP4_HUMAN	tr|A0A8C0HYU4|A0A8C0HYU4_BALMU
OG0008150	sp|Q9H993|ARMT1_HUMAN	tr|A0A8C0HZ46|A0A8C0HZ46_BALMU
OG0008151	sp|Q9P2N2|RHG28_HUMAN	tr|A0A8B8V4C9|A0A8B8V4C9_BALMU
OG0008152	sp|Q86VV8|RTTN_HUMAN	tr|A0A8B8V4U6|A0A8B8V4U6_BALMU
OG0008153	sp|Q8TAP8|PPR35_HUMAN	tr|A0A8B8V5N8|A0A8B8V5N8_BALMU
OG0008154	sp|Q9H159|CAD19_HUMAN	tr|A0A8B8V5S6|A0A8B8V5S6_BALMU
OG0008155	sp|Q9NVA1|UQCC1_HUMAN	tr|A0A8B8V8C9|A0A8B8V8C9_BALMU
OG0008156	sp|A8MZG2|CP090_HUMAN	tr|A0A8B8V8D0|A0A8B8V8D0_BALMU
OG0008157	sp|P0CG23|ZN853_HUMAN	tr|A0A8B8VEA6|A0A8B8VEA6_BALMU
OG0008158	sp|O00273|DFFA_HUMAN	tr|A0A8B8VF83|A0A8B8VF83_BALMU
OG0008159	sp|Q9NQG1|MANBL_HUMAN	tr|A0A8B8VFS6|A0A8B8VFS6_BALMU
OG0008160	sp|Q8NCS4|TM35B_HUMAN	tr|A0A8B8VK16|A0A8B8VK16_BALMU
OG0008161	sp|Q86UY5|FA83A_HUMAN	tr|A0A8B8VPR2|A0A8B8VPR2_BALMU
OG0008162	sp|Q8TB36|GDAP1_HUMAN	tr|A0A8B8VQI5|A0A8B8VQI5_BALMU
OG0008163	sp|Q86VI1|EX3L1_HUMAN	tr|A0A8B8VT38|A0A8B8VT38_BALMU
OG0008164	sp|Q6P387|CP046_HUMAN	tr|A0A8B8VU15|A0A8B8VU15_BALMU
OG0008165	sp|Q9UQ90|SPG7_HUMAN	tr|A0A8B8VUX4|A0A8B8VUX4_BALMU
OG0008166	sp|Q6UXV1|IZUM2_HUMAN	tr|A0A8B8VWU6|A0A8B8VWU6_BALMU
OG0008167	sp|Q96L46|CPNS2_HUMAN	tr|A0A8B8W0H0|A0A8B8W0H0_BALMU
OG0008168	sp|P50336|PPOX_HUMAN	tr|A0A8B8W0M7|A0A8B8W0M7_BALMU
OG0008169	sp|Q14494|NF2L1_HUMAN	tr|A0A8B8W363|A0A8B8W363_BALMU
OG0008170	sp|O00623|PEX12_HUMAN	tr|A0A8B8W3T4|A0A8B8W3T4_BALMU
OG0008171	sp|Q02978|M2OM_HUMAN	tr|A0A8B8W620|A0A8B8W620_BALMU
OG0008172	sp|Q13432|U119A_HUMAN	tr|A0A8B8W6Y5|A0A8B8W6Y5_BALMU
OG0008173	sp|Q8IWX7|UN45B_HUMAN	tr|A0A8B8WCE1|A0A8B8WCE1_BALMU
OG0008174	sp|Q5JV73|FRPD3_HUMAN	tr|A0A8B8WFL8|A0A8B8WFL8_BALMU
OG0008175	sp|Q9NXD2|MTMRA_HUMAN	tr|A0A8B8WMS6|A0A8B8WMS6_BALMU
OG0008176	sp|Q7L8W6|DPH6_HUMAN	tr|A0A8B8WR20|A0A8B8WR20_BALMU
OG0008177	sp|Q8NEH6|MNS1_HUMAN	tr|A0A8B8WR54|A0A8B8WR54_BALMU
OG0008178	sp|O60294|TYW4_HUMAN	tr|A0A8B8WUX3|A0A8B8WUX3_BALMU
OG0008179	sp|O43542|XRCC3_HUMAN	tr|A0A8B8WVD2|A0A8B8WVD2_BALMU
OG0008180	sp|Q5U5X0|LYRM7_HUMAN	tr|A0A8B8WYV9|A0A8B8WYV9_BALMU
OG0008181	sp|Q9BYH8|IKBZ_HUMAN	tr|A0A8B8XA01|A0A8B8XA01_BALMU
OG0008182	sp|Q49AR2|CE022_HUMAN	tr|A0A8B8XAM2|A0A8B8XAM2_BALMU
OG0008183	sp|P15088|CBPA3_HUMAN	tr|A0A8B8XAR2|A0A8B8XAR2_BALMU
OG0008184	sp|Q6UWB1|I27RA_HUMAN	tr|A0A8B8XBJ4|A0A8B8XBJ4_BALMU
OG0008185	sp|B9A014|F243A_HUMAN	tr|A0A8B8XDM2|A0A8B8XDM2_BALMU
OG0008186	sp|Q96HF1|SFRP2_HUMAN	tr|A0A8B8XE15|A0A8B8XE15_BALMU
OG0008187	sp|Q8TBZ6|TM10A_HUMAN	tr|A0A8B8XGF9|A0A8B8XGF9_BALMU
OG0008188	sp|Q8N4J0|CARME_HUMAN	tr|A0A8B8XLQ7|A0A8B8XLQ7_BALMU
OG0008189	sp|Q15528|MED22_HUMAN	tr|A0A8B8XML3|A0A8B8XML3_BALMU
OG0008190	sp|P02760|AMBP_HUMAN	tr|A0A8B8XMY3|A0A8B8XMY3_BALMU
OG0008191	sp|Q9NRM0|GTR9_HUMAN	tr|A0A8B8XN99|A0A8B8XN99_BALMU
OG0008192	sp|Q9Y250|LZTS1_HUMAN	tr|A0A8B8XRT0|A0A8B8XRT0_BALMU
OG0008193	sp|O75683|SURF6_HUMAN	tr|A0A8B8XSZ6|A0A8B8XSZ6_BALMU
OG0008194	sp|Q8NEA4|FBX36_HUMAN	tr|A0A8B8XUC3|A0A8B8XUC3_BALMU
OG0008195	sp|Q6ZP01|RBM44_HUMAN	tr|A0A8B8XUI8|A0A8B8XUI8_BALMU
OG0008196	sp|Q8IVL8|CBPO_HUMAN	tr|A0A8B8XVB8|A0A8B8XVB8_BALMU
OG0008197	sp|Q6P3W2|DJC24_HUMAN	tr|A0A8B8Y268|A0A8B8Y268_BALMU
OG0008198	sp|P50454|SERPH_HUMAN	tr|A0A8B8Y3E9|A0A8B8Y3E9_BALMU
OG0008199	sp|P78344|IF4G2_HUMAN	tr|A0A8B8Y5V8|A0A8B8Y5V8_BALMU
OG0008200	sp|P17980|PRS6A_HUMAN	tr|A0A8B8Y8L8|A0A8B8Y8L8_BALMU
OG0008201	sp|O75531|BAF_HUMAN	tr|A0A8B8Y8R9|A0A8B8Y8R9_BALMU
OG0008202	sp|Q96EK9|KTI12_HUMAN	tr|A0A8B8YJ62|A0A8B8YJ62_BALMU
OG0008203	sp|P57723|PCBP4_HUMAN	tr|A0A8B8YMX0|A0A8B8YMX0_BALMU
OG0008204	sp|P08686|CP21A_HUMAN	tr|A0A8B8YQC2|A0A8B8YQC2_BALMU
OG0008205	sp|Q5VUA4|ZN318_HUMAN	tr|A0A8B8YQH4|A0A8B8YQH4_BALMU
OG0008206	sp|P05161|ISG15_HUMAN	tr|A0A8B8YRV2|A0A8B8YRV2_BALMU
OG0008207	sp|Q00872|MYPC1_HUMAN	tr|A0A8B8YRV4|A0A8B8YRV4_BALMU
OG0008208	sp|Q8N1G2|CMTR1_HUMAN	tr|A0A8B8YUK3|A0A8B8YUK3_BALMU
OG0008209	sp|O95870|ABHGA_HUMAN	tr|A0A8B8YUS9|A0A8B8YUS9_BALMU
OG0008210	sp|Q8TCU4|ALMS1_HUMAN	tr|A0A8B8Z4G6|A0A8B8Z4G6_BALMU
OG0008211	sp|Q96JM7|LMBL3_HUMAN	tr|A0A8B8Z512|A0A8B8Z512_BALMU
OG0008212	sp|Q9Y233|PDE10_HUMAN	tr|A0A8B8Z5K3|A0A8B8Z5K3_BALMU
OG0008213	sp|Q9ULB5|CADH7_HUMAN	tr|A0A8B8ZB43|A0A8B8ZB43_BALMU
OG0008214	sp|Q96A61|TRI52_HUMAN	tr|A0A8C0C4J6|A0A8C0C4J6_BALMU
OG0008215	sp|Q01658|NC2B_HUMAN	tr|A0A8C0C8C7|A0A8C0C8C7_BALMU
OG0008216	sp|Q9Y3C1|NOP16_HUMAN	tr|A0A8C0CNE6|A0A8C0CNE6_BALMU
