Orthogroup	Homo_sapiens	Marmota_marmota_marmota
OG0007785	sp|Q9UBS4|DJB11_HUMAN	tr|A0A8C5Z5A3|A0A8C5Z5A3_MARMA
OG0007787	sp|Q9UNU6|CP8B1_HUMAN	tr|A0A8C5Z7X9|A0A8C5Z7X9_MARMA
OG0007788	sp|Q9UPT5|EXOC7_HUMAN	tr|A0A8C5ZBH6|A0A8C5ZBH6_MARMA
OG0007789	sp|Q9UPW6|SATB2_HUMAN	tr|A0A8C5ZGL4|A0A8C5ZGL4_MARMA
OG0007790	sp|Q9Y4F3|MARF1_HUMAN	tr|A0A8C5ZZE7|A0A8C5ZZE7_MARMA
OG0007791	sp|Q9Y620|RA54B_HUMAN	tr|A0A8C5Z2D3|A0A8C5Z2D3_MARMA
OG0007792	sp|A0A0K0K1B3|TVB30_HUMAN	tr|A0A8C5Z434|A0A8C5Z434_MARMA
OG0007793	sp|A0AVI4|TM129_HUMAN	tr|A0A8C5ZAG1|A0A8C5ZAG1_MARMA
OG0007794	sp|A0JLT2|MED19_HUMAN	tr|A0A8C5ZXP1|A0A8C5ZXP1_MARMA
OG0007795	sp|O00421|CCRL2_HUMAN	tr|A0A8C5Z191|A0A8C5Z191_MARMA
OG0007796	sp|O00625|PIR_HUMAN	tr|A0A8C6EPK2|A0A8C6EPK2_MARMA
OG0007797	sp|O15078|CE290_HUMAN	tr|A0A8C5YIX6|A0A8C5YIX6_MARMA
OG0007798	sp|O15360|FANCA_HUMAN	tr|A0A8C5Z4K5|A0A8C5Z4K5_MARMA
OG0007799	sp|O60293|ZC3H1_HUMAN	tr|A0A8C5YPV0|A0A8C5YPV0_MARMA
OG0007800	sp|O75954|TSN9_HUMAN	tr|A0A8C6A0T4|A0A8C6A0T4_MARMA
OG0007801	sp|O95905|ECD_HUMAN	tr|A0A8C5YY04|A0A8C5YY04_MARMA
OG0007802	sp|P01210|PENK_HUMAN	tr|A0A8C5YLS4|A0A8C5YLS4_MARMA
OG0007803	sp|P07203|GPX1_HUMAN	tr|A0A8C5YY01|A0A8C5YY01_MARMA
OG0007804	sp|P11137|MTAP2_HUMAN	tr|A0A8C5ZNK4|A0A8C5ZNK4_MARMA
OG0007805	sp|P15848|ARSB_HUMAN	tr|A0A8C5YZT0|A0A8C5YZT0_MARMA
OG0007806	sp|P22413|ENPP1_HUMAN	tr|A0A8C6EW70|A0A8C6EW70_MARMA
OG0007807	sp|P33763|S10A5_HUMAN	tr|A0A8C5ZYP3|A0A8C5ZYP3_MARMA
OG0007808	sp|P41226|UBA7_HUMAN	tr|A0A8C5YXP3|A0A8C5YXP3_MARMA
OG0007809	sp|P46939|UTRN_HUMAN	tr|A0A8C5YPE2|A0A8C5YPE2_MARMA
OG0007810	sp|P49184|DNSL1_HUMAN	tr|A0A8C5ZLR5|A0A8C5ZLR5_MARMA
OG0007811	sp|P49915|GUAA_HUMAN	tr|A0A8C5ZNA2|A0A8C5ZNA2_MARMA
OG0007812	sp|P49959|MRE11_HUMAN	tr|A0A8C5YSY8|A0A8C5YSY8_MARMA
OG0007813	sp|P51512|MMP16_HUMAN	tr|A0A8C5YZD6|A0A8C5YZD6_MARMA
OG0007814	sp|P56524|HDAC4_HUMAN	tr|A0A8C5YWH1|A0A8C5YWH1_MARMA
OG0007815	sp|Q00534|CDK6_HUMAN	tr|A0A8C6A5W4|A0A8C6A5W4_MARMA
OG0007816	sp|Q01449|MLRA_HUMAN	tr|A0A8C5ZHW8|A0A8C5ZHW8_MARMA
OG0007817	sp|Q08629|TICN1_HUMAN	tr|A0A8C5YZC8|A0A8C5YZC8_MARMA
OG0007818	sp|Q15046|SYK_HUMAN	tr|A0A8C5ZJE7|A0A8C5ZJE7_MARMA
OG0007819	sp|Q2TAC6|KIF19_HUMAN	tr|A0A8C5ZCJ6|A0A8C5ZCJ6_MARMA
OG0007820	sp|Q495B1|AKD1A_HUMAN	tr|A0A8C5Z1C9|A0A8C5Z1C9_MARMA
OG0007821	sp|Q49MG5|MAP9_HUMAN	tr|A0A8C5YST6|A0A8C5YST6_MARMA
OG0007822	sp|Q5JRX3|PREP_HUMAN	tr|A0A8C5ZGN5|A0A8C5ZGN5_MARMA
OG0007823	sp|Q5QJ74|TBCEL_HUMAN	tr|A0A8C6A686|A0A8C6A686_MARMA
OG0007824	sp|Q5VZ89|DEN4C_HUMAN	tr|A0A8C5Z465|A0A8C5Z465_MARMA
OG0007825	sp|Q68DA7|FMN1_HUMAN	tr|A0A8C6A901|A0A8C6A901_MARMA
OG0007826	sp|Q68DK2|ZFY26_HUMAN	tr|A0A8C5YI58|A0A8C5YI58_MARMA
OG0007827	sp|Q68G75|LEMD1_HUMAN	tr|A0A8C5YWW9|A0A8C5YWW9_MARMA
OG0007828	sp|Q69YU5|BWNIN_HUMAN	tr|A0A8C5ZWW4|A0A8C5ZWW4_MARMA
OG0007829	sp|Q6UN15|FIP1_HUMAN	tr|A0A8C6A1X7|A0A8C6A1X7_MARMA
OG0007830	sp|Q6ZMM2|ATL5_HUMAN	tr|A0A8C5ZNQ4|A0A8C5ZNQ4_MARMA
OG0007831	sp|Q6ZT52|FA43B_HUMAN	tr|A0A8C6A099|A0A8C6A099_MARMA
OG0007832	sp|Q719H9|KCTD1_HUMAN	tr|A0A8C5Z532|A0A8C5Z532_MARMA
OG0007833	sp|Q7Z3Z4|PIWL4_HUMAN	tr|A0A8C6ENM8|A0A8C6ENM8_MARMA
OG0007834	sp|Q8N6Y2|LRC17_HUMAN	tr|A0A8C6EVR3|A0A8C6EVR3_MARMA
OG0007835	sp|Q8NEA5|CS018_HUMAN	tr|A0A8C6AD91|A0A8C6AD91_MARMA
OG0007836	sp|Q8NEX5|WFDC9_HUMAN	tr|A0A8C5YY62|A0A8C5YY62_MARMA
OG0007837	sp|Q8NGZ6|OR6F1_HUMAN	tr|A0A8C5ZL59|A0A8C5ZL59_MARMA
OG0007838	sp|Q8TBE7|S35G2_HUMAN	tr|A0A8C6EW91|A0A8C6EW91_MARMA
OG0007839	sp|Q8WYQ4|CV015_HUMAN	tr|A0A8C5YIC9|A0A8C5YIC9_MARMA
OG0007840	sp|Q96BT3|CENPT_HUMAN	tr|A0A8C5ZN62|A0A8C5ZN62_MARMA
OG0007841	sp|Q96P70|IPO9_HUMAN	tr|A0A8C5ZGS0|A0A8C5ZGS0_MARMA
OG0007843	sp|Q9BQS7|HEPH_HUMAN	tr|A0A8C6EYX0|A0A8C6EYX0_MARMA
OG0007844	sp|Q9BRQ8|FSP1_HUMAN	tr|A0A8C5Z5X0|A0A8C5Z5X0_MARMA
OG0007845	sp|Q9H1E3|NUCKS_HUMAN	tr|A0A8C5YUN4|A0A8C5YUN4_MARMA
OG0007846	sp|Q9H244|P2Y12_HUMAN	tr|A0A8C6EV09|A0A8C6EV09_MARMA
OG0007847	sp|Q9H267|VP33B_HUMAN	tr|A0A8C6A3M6|A0A8C6A3M6_MARMA
OG0007848	sp|Q9HAS0|NJMU_HUMAN	tr|A0A8C5ZM16|A0A8C5ZM16_MARMA
OG0007849	sp|Q9HBU1|BARX1_HUMAN	tr|A0A8C5YUZ9|A0A8C5YUZ9_MARMA
OG0007850	sp|Q9HCE3|ZN532_HUMAN	tr|A0A8C5YTS3|A0A8C5YTS3_MARMA
OG0007851	sp|Q9NSI2|SLX9_HUMAN	tr|A0A8C5ZEY0|A0A8C5ZEY0_MARMA
OG0007852	sp|Q9NUY8|TBC23_HUMAN	tr|A0A8C5ZS07|A0A8C5ZS07_MARMA
OG0007853	sp|Q9NXF7|DCA16_HUMAN	tr|A0A8C6EVU7|A0A8C6EVU7_MARMA
OG0007854	sp|Q9P015|RM15_HUMAN	tr|A0A8C5YLL2|A0A8C5YLL2_MARMA
OG0007855	sp|Q9UPC5|GPR34_HUMAN	tr|A0A8C5ZBB0|A0A8C5ZBB0_MARMA
OG0007856	sp|Q9Y2M0|FAN1_HUMAN	tr|A0A8C6A3G1|A0A8C6A3G1_MARMA
OG0007857	sp|Q9Y5R2|MMP24_HUMAN	tr|A0A8C6A991|A0A8C6A991_MARMA
OG0007858	sp|Q9Y6D0|SELK_HUMAN	tr|A0A8C5ZCD3|A0A8C5ZCD3_MARMA
OG0007859	sp|A1A4V9|CF119_HUMAN	tr|A0A8C6AD47|A0A8C6AD47_MARMA
OG0007860	sp|A6NCF5|KLH33_HUMAN	tr|A0A8C6EMN7|A0A8C6EMN7_MARMA
OG0007861	sp|O14678|ABCD4_HUMAN	tr|A0A8C5ZQY5|A0A8C5ZQY5_MARMA
OG0007862	sp|O14777|NDC80_HUMAN	tr|A0A8C5ZCL3|A0A8C5ZCL3_MARMA
OG0007863	sp|O43353|RIPK2_HUMAN	tr|A0A8C5Z435|A0A8C5Z435_MARMA
OG0007864	sp|O60235|TM11D_HUMAN	tr|A0A8C6A8P0|A0A8C6A8P0_MARMA
OG0007865	sp|O60870|KIN17_HUMAN	tr|A0A8C5ZSZ7|A0A8C5ZSZ7_MARMA
OG0007866	sp|O95214|LERL1_HUMAN	tr|A0A8C5Z6M3|A0A8C5Z6M3_MARMA
OG0007867	sp|O95429|BAG4_HUMAN	tr|A0A8C5ZSS2|A0A8C5ZSS2_MARMA
OG0007868	sp|O95500|CLD14_HUMAN	tr|A0A8C6EN72|A0A8C6EN72_MARMA
OG0007869	sp|P04062|GBA1_HUMAN	tr|A0A8C5ZKQ5|A0A8C5ZKQ5_MARMA
OG0007870	sp|P0C0P6|NPS_HUMAN	tr|A0A8C5YTY5|A0A8C5YTY5_MARMA
OG0007871	sp|P17980|PRS6A_HUMAN	tr|A0A8C5ZQ54|A0A8C5ZQ54_MARMA
OG0007872	sp|P23352|KALM_HUMAN	tr|A0A8C6AF73|A0A8C6AF73_MARMA
OG0007873	sp|P26992|CNTFR_HUMAN	tr|A0A8C5Z4A8|A0A8C5Z4A8_MARMA
OG0007874	sp|P30084|ECHM_HUMAN	tr|A0A8C5YUM7|A0A8C5YUM7_MARMA
OG0007875	sp|P33151|CADH5_HUMAN	tr|A0A8C5Z5K4|A0A8C5Z5K4_MARMA
OG0007876	sp|P33993|MCM7_HUMAN	tr|A0A8C5ZIA7|A0A8C5ZIA7_MARMA
OG0007877	sp|P35611|ADDA_HUMAN	tr|A0A8C5ZGB3|A0A8C5ZGB3_MARMA
OG0007878	sp|P48745|CCN3_HUMAN	tr|A0A8C5YM70|A0A8C5YM70_MARMA
OG0007879	sp|P50406|5HT6R_HUMAN	tr|A0A8C6A1T0|A0A8C6A1T0_MARMA
OG0007880	sp|P55017|S12A3_HUMAN	tr|A0A8C5ZC16|A0A8C5ZC16_MARMA
OG0007881	sp|Q05397|FAK1_HUMAN	tr|A0A8C5Z170|A0A8C5Z170_MARMA
OG0007882	sp|Q0ZLH3|PJVK_HUMAN	tr|A0A8C5Z2B5|A0A8C5Z2B5_MARMA
OG0007883	sp|Q13126|MTAP_HUMAN	tr|A0A8C5Z7X7|A0A8C5Z7X7_MARMA
OG0007884	sp|Q13542|4EBP2_HUMAN	tr|A0A8C6EQF9|A0A8C6EQF9_MARMA
OG0007885	sp|Q14134|TRI29_HUMAN	tr|A0A8C6A6G0|A0A8C6A6G0_MARMA
OG0007886	sp|Q15431|SYCP1_HUMAN	tr|A0A8C5ZMN6|A0A8C5ZMN6_MARMA
OG0007888	sp|Q16850|CP51A_HUMAN	tr|A0A8C6A5U5|A0A8C6A5U5_MARMA
OG0007889	sp|Q504Q3|PAN2_HUMAN	tr|A0A8C5ZKT4|A0A8C5ZKT4_MARMA
OG0007890	sp|Q6DJT9|PLAG1_HUMAN	tr|A0A8C5YMX0|A0A8C5YMX0_MARMA
OG0007891	sp|Q6DKK2|TTC19_HUMAN	tr|A0A8C5YR73|A0A8C5YR73_MARMA
OG0007892	sp|Q6P1Q0|LTMD1_HUMAN	tr|A0A8C6A837|A0A8C6A837_MARMA
OG0007893	sp|Q6UXA7|CF015_HUMAN	tr|A0A8C6EXY3|A0A8C6EXY3_MARMA
OG0007894	sp|Q6ZNB7|ALKMO_HUMAN	tr|A0A8C5ZP63|A0A8C5ZP63_MARMA
OG0007895	sp|Q7Z7B8|DB128_HUMAN	tr|A0A8C6ABT3|A0A8C6ABT3_MARMA
OG0007896	sp|Q86UV5|UBP48_HUMAN	tr|A0A8C6A2L3|A0A8C6A2L3_MARMA
OG0007897	sp|Q86WV6|STING_HUMAN	tr|A0A8C5ZDG6|A0A8C5ZDG6_MARMA
OG0007898	sp|Q8IW00|VSTM4_HUMAN	tr|A0A8C5ZYS0|A0A8C5ZYS0_MARMA
OG0007899	sp|Q8IZV2|CKLF8_HUMAN	tr|A0A8C5ZIV9|A0A8C5ZIV9_MARMA
OG0007900	sp|Q8N2C7|UNC80_HUMAN	tr|A0A8C5ZP46|A0A8C5ZP46_MARMA
OG0007901	sp|Q8N9N2|ASCC1_HUMAN	tr|A0A8C6EPP6|A0A8C6EPP6_MARMA
OG0007902	sp|Q8TD31|CCHCR_HUMAN	tr|A0A8C6EXI6|A0A8C6EXI6_MARMA
OG0007903	sp|Q8WWH5|TRUB1_HUMAN	tr|A0A8C5YXW1|A0A8C5YXW1_MARMA
OG0007904	sp|Q92611|EDEM1_HUMAN	tr|A0A8C5Z8P3|A0A8C5Z8P3_MARMA
OG0007905	sp|Q96AG4|LRC59_HUMAN	tr|A0A8C6A7N4|A0A8C6A7N4_MARMA
OG0007906	sp|Q96AQ6|PBIP1_HUMAN	tr|A0A8C6EW35|A0A8C6EW35_MARMA
OG0007907	sp|Q96B96|LDAF1_HUMAN	tr|A0A8C6A8U6|A0A8C6A8U6_MARMA
OG0007908	sp|Q96H12|MSD3_HUMAN	tr|A0A8C5YSY1|A0A8C5YSY1_MARMA
OG0007909	sp|Q96IG2|FXL20_HUMAN	tr|A0A8C6A055|A0A8C6A055_MARMA
OG0007910	sp|Q96MF7|NSE2_HUMAN	tr|A0A8C5YP79|A0A8C5YP79_MARMA
OG0007911	sp|Q96PC2|IP6K3_HUMAN	tr|A0A8C6ACK9|A0A8C6ACK9_MARMA
OG0007912	sp|Q9BQ16|TICN3_HUMAN	tr|A0A8C6EUK8|A0A8C6EUK8_MARMA
OG0007913	sp|Q9BRQ6|MIC25_HUMAN	tr|A0A8C6A493|A0A8C6A493_MARMA
OG0007914	sp|Q9BT30|ALKB7_HUMAN	tr|A0A8C6A2H2|A0A8C6A2H2_MARMA
OG0007915	sp|Q9BUK0|CHCH7_HUMAN	tr|A0A8C5YKY2|A0A8C5YKY2_MARMA
OG0007916	sp|Q9BUK6|MSTO1_HUMAN	tr|A0A8C5ZLK8|A0A8C5ZLK8_MARMA
OG0007917	sp|Q9H1D9|RPC6_HUMAN	tr|A0A8C5YSI5|A0A8C5YSI5_MARMA
OG0007918	sp|Q9H1K6|TLRN1_HUMAN	tr|A0A8C5ZX97|A0A8C5ZX97_MARMA
OG0007919	sp|Q9H9R9|DBND1_HUMAN	tr|A0A8C5Z2I6|A0A8C5Z2I6_MARMA
OG0007920	sp|Q9NRM2|ZN277_HUMAN	tr|A0A8C5ZLH9|A0A8C5ZLH9_MARMA
OG0007921	sp|Q9NWZ3|IRAK4_HUMAN	tr|A0A8C6EYM6|A0A8C6EYM6_MARMA
OG0007922	sp|Q9UEG4|ZN629_HUMAN	tr|A0A8C6ABH9|A0A8C6ABH9_MARMA
OG0007923	sp|Q9UGP8|SEC63_HUMAN	tr|A0A8C5ZI11|A0A8C5ZI11_MARMA
OG0007924	sp|Q9UJ70|NAGK_HUMAN	tr|A0A8C6EPB3|A0A8C6EPB3_MARMA
OG0007925	sp|Q9UK99|FBX3_HUMAN	tr|A0A8C6ERA7|A0A8C6ERA7_MARMA
OG0007926	sp|Q9Y2Y6|TMM98_HUMAN	tr|A0A8C5ZLI4|A0A8C5ZLI4_MARMA
OG0007927	sp|Q9Y3C8|UFC1_HUMAN	tr|A0A8C6A7J7|A0A8C6A7J7_MARMA
OG0007928	sp|A1L3X0|ELOV7_HUMAN	tr|A0A8C5Z882|A0A8C5Z882_MARMA
OG0007929	sp|C9JSJ3|MEIOS_HUMAN	tr|A0A8C5ZM20|A0A8C5ZM20_MARMA
OG0007930	sp|O00482|NR5A2_HUMAN	tr|A0A8C5ZAA3|A0A8C5ZAA3_MARMA
OG0007931	sp|O14921|RGS13_HUMAN	tr|A0A8C6EU05|A0A8C6EU05_MARMA
OG0007932	sp|O15033|AREL1_HUMAN	tr|A0A8C5ZUP8|A0A8C5ZUP8_MARMA
OG0007933	sp|O15119|TBX3_HUMAN	tr|A0A8C5YY57|A0A8C5YY57_MARMA
OG0007934	sp|O75074|LRP3_HUMAN	tr|A0A8C5Z056|A0A8C5Z056_MARMA
OG0007935	sp|P05067|A4_HUMAN	tr|A0A8C5ZSV5|A0A8C5ZSV5_MARMA
OG0007936	sp|P08887|IL6RA_HUMAN	tr|A0A8C5ZTP5|A0A8C5ZTP5_MARMA
OG0007937	sp|P11229|ACM1_HUMAN	tr|A0A8C6ENZ4|A0A8C6ENZ4_MARMA
OG0007938	sp|P18428|LBP_HUMAN	tr|A0A8C6EV61|A0A8C6EV61_MARMA
OG0007939	sp|P21741|MK_HUMAN	tr|A0A8C5ZHI1|A0A8C5ZHI1_MARMA
OG0007940	sp|P24522|GA45A_HUMAN	tr|A0A8C5ZVG0|A0A8C5ZVG0_MARMA
OG0007941	sp|P35998|PRS7_HUMAN	tr|A0A8C5YSC8|A0A8C5YSC8_MARMA
OG0007942	sp|P62995|TRA2B_HUMAN	tr|A0A8C5Z4R1|A0A8C5Z4R1_MARMA
OG0007943	sp|Q00403|TF2B_HUMAN	tr|A0A8C5Z4B5|A0A8C5Z4B5_MARMA
OG0007944	sp|Q04771|ACVR1_HUMAN	tr|A0A8C6A9D2|A0A8C6A9D2_MARMA
OG0007945	sp|Q06830|PRDX1_HUMAN	tr|A0A8C5ZZ22|A0A8C5ZZ22_MARMA
OG0007946	sp|Q12872|SFSWA_HUMAN	tr|A0A8C5YXP5|A0A8C5YXP5_MARMA
OG0007947	sp|Q13201|MMRN1_HUMAN	tr|A0A8C5YZB6|A0A8C5YZB6_MARMA
OG0007948	sp|Q14139|UBE4A_HUMAN	tr|A0A8C6EZ65|A0A8C6EZ65_MARMA
OG0007949	sp|Q14686|NCOA6_HUMAN	tr|A0A8C6EZI9|A0A8C6EZI9_MARMA
OG0007950	sp|Q495C1|RN212_HUMAN	tr|A0A8C5Z7P9|A0A8C5Z7P9_MARMA
OG0007951	sp|Q49AJ0|F135B_HUMAN	tr|A0A8C6EP78|A0A8C6EP78_MARMA
OG0007952	sp|Q4LE39|ARI4B_HUMAN	tr|A0A8C5ZSM4|A0A8C5ZSM4_MARMA
OG0007953	sp|Q6ZVH7|ESPNL_HUMAN	tr|A0A8C6EPL3|A0A8C6EPL3_MARMA
OG0007954	sp|Q6ZW49|PAXI1_HUMAN	tr|A0A8C6A176|A0A8C6A176_MARMA
OG0007955	sp|Q7Z4L9|PPR42_HUMAN	tr|A0A8C5YQF6|A0A8C5YQF6_MARMA
OG0007956	sp|Q8IXA5|SACA3_HUMAN	tr|A0A8C5ZGY5|A0A8C5ZGY5_MARMA
OG0007957	sp|Q8N3P4|VPS8_HUMAN	tr|A0A8C5Z4T4|A0A8C5Z4T4_MARMA
OG0007958	sp|Q8N490|PNKD_HUMAN	tr|A0A8C5ZX81|A0A8C5ZX81_MARMA
OG0007959	sp|Q8TD20|GTR12_HUMAN	tr|A0A8C6A0Z5|A0A8C6A0Z5_MARMA
OG0007960	sp|Q8TEW6|DOK4_HUMAN	tr|A0A8C5ZE68|A0A8C5ZE68_MARMA
OG0007961	sp|Q8WY91|THAP4_HUMAN	tr|A0A8C5Z6G8|A0A8C5Z6G8_MARMA
OG0007962	sp|Q96AN5|TM143_HUMAN	tr|A0A8C5ZI48|A0A8C5ZI48_MARMA
OG0007963	sp|Q96BS2|CHP3_HUMAN	tr|A0A8C5YZA2|A0A8C5YZA2_MARMA
OG0007964	sp|Q96DX5|ASB9_HUMAN	tr|A0A8C5YU96|A0A8C5YU96_MARMA
OG0007965	sp|Q96K19|RN170_HUMAN	tr|A0A8C6AED9|A0A8C6AED9_MARMA
OG0007966	sp|Q96M69|LRGUK_HUMAN	tr|A0A8C5ZI69|A0A8C5ZI69_MARMA
OG0007967	sp|Q96NB1|CEP20_HUMAN	tr|A0A8C6A1D8|A0A8C6A1D8_MARMA
OG0007968	sp|Q96NG3|ODAD4_HUMAN	tr|A0A8C5Z384|A0A8C5Z384_MARMA
OG0007969	sp|Q99536|VAT1_HUMAN	tr|A0A8C5YYY7|A0A8C5YYY7_MARMA
OG0007970	sp|Q9BZE7|EVG1_HUMAN	tr|A0A8C6EUT1|A0A8C6EUT1_MARMA
OG0007971	sp|Q9H7E9|CH033_HUMAN	tr|A0A8C5Z4U6|A0A8C5Z4U6_MARMA
OG0007972	sp|Q9H8Y8|GORS2_HUMAN	tr|A0A8C6AA47|A0A8C6AA47_MARMA
OG0007973	sp|Q9HAP2|MLXIP_HUMAN	tr|A0A8C5YLK5|A0A8C5YLK5_MARMA
OG0007974	sp|Q9HBH1|DEFM_HUMAN	tr|A0A8C6EUI5|A0A8C6EUI5_MARMA
OG0007975	sp|Q9NRX1|PNO1_HUMAN	tr|A0A8C5YXL5|A0A8C5YXL5_MARMA
OG0007976	sp|Q9NUG6|PDRG1_HUMAN	tr|A0A8C6ABM5|A0A8C6ABM5_MARMA
OG0007977	sp|Q9NV70|EXOC1_HUMAN	tr|A0A8C6A627|A0A8C6A627_MARMA
OG0007978	sp|Q9NWN3|FBX34_HUMAN	tr|A0A8C5YPI8|A0A8C5YPI8_MARMA
OG0007979	sp|Q9P1Y5|CAMP3_HUMAN	tr|A0A8C6EXS3|A0A8C6EXS3_MARMA
OG0007980	sp|Q9UBW8|CSN7A_HUMAN	tr|A0A8C5ZSK8|A0A8C5ZSK8_MARMA
OG0007981	sp|Q9UHV9|PFD2_HUMAN	tr|A0A8C6A647|A0A8C6A647_MARMA
OG0007982	sp|Q9UHW5|GPN3_HUMAN	tr|A0A8C5YP07|A0A8C5YP07_MARMA
OG0007983	sp|Q9UKP4|ATS7_HUMAN	tr|A0A8C5YKG4|A0A8C5YKG4_MARMA
OG0007984	sp|Q9ULH7|MRTFB_HUMAN	tr|A0A8C5ZZU6|A0A8C5ZZU6_MARMA
OG0007985	sp|Q9Y222|DMTF1_HUMAN	tr|A0A8C6F040|A0A8C6F040_MARMA
OG0007986	sp|Q9Y242|TCF19_HUMAN	tr|A0A8C6A5E2|A0A8C6A5E2_MARMA
OG0007987	sp|Q9Y314|NOSIP_HUMAN	tr|A0A8C5ZB86|A0A8C5ZB86_MARMA
OG0007988	sp|Q9Y5L0|TNPO3_HUMAN	tr|A0A8C5ZJG6|A0A8C5ZJG6_MARMA
OG0007989	sp|Q9Y5U9|IR3IP_HUMAN	tr|A0A8C5Z0W7|A0A8C5Z0W7_MARMA
OG0007990	sp|A0AVF1|IFT56_HUMAN	tr|A0A8C5ZDQ5|A0A8C5ZDQ5_MARMA
OG0007991	sp|A8MTA8|F166B_HUMAN	tr|A0A8C5Z307|A0A8C5Z307_MARMA
OG0007992	sp|O00238|BMR1B_HUMAN	tr|A0A8C5Z1C0|A0A8C5Z1C0_MARMA
OG0007993	sp|O15047|SET1A_HUMAN	tr|A0A8C5YLT2|A0A8C5YLT2_MARMA
OG0007994	sp|O15403|MOT7_HUMAN	tr|A0A8C6ETJ2|A0A8C6ETJ2_MARMA
OG0007995	sp|O15446|RPA34_HUMAN	tr|A0A8C5ZPI8|A0A8C5ZPI8_MARMA
OG0007996	sp|O75712|CXB3_HUMAN	tr|A0A8C5Z4M2|A0A8C5Z4M2_MARMA
OG0007999	sp|P13498|CY24A_HUMAN	tr|A0A8C6ES90|A0A8C6ES90_MARMA
OG0008000	sp|P15884|ITF2_HUMAN	tr|A0A8C6EP90|A0A8C6EP90_MARMA
OG0008001	sp|P20073|ANXA7_HUMAN	tr|A0A8C6EP70|A0A8C6EP70_MARMA
OG0008002	sp|P26572|MGAT1_HUMAN	tr|A0A8C6A7B9|A0A8C6A7B9_MARMA
OG0008003	sp|P30043|BLVRB_HUMAN	tr|A0A8C6A377|A0A8C6A377_MARMA
OG0008004	sp|P31391|SSR4_HUMAN	tr|A0A8C5YVH2|A0A8C5YVH2_MARMA
OG0008005	sp|P42357|HUTH_HUMAN	tr|A0A8C6A265|A0A8C6A265_MARMA
OG0008006	sp|P48146|NPBW2_HUMAN	tr|A0A8C5YHR3|A0A8C5YHR3_MARMA
OG0008007	sp|P60880|SNP25_HUMAN	tr|A0A8C5YLU8|A0A8C5YLU8_MARMA
OG0008008	sp|P78332|RBM6_HUMAN	tr|A0A8C5YRT6|A0A8C5YRT6_MARMA
OG0008009	sp|P80365|DHI2_HUMAN	tr|A0A8C5ZP03|A0A8C5ZP03_MARMA
OG0008010	sp|Q03188|CENPC_HUMAN	tr|A0A8C6AC33|A0A8C6AC33_MARMA
OG0008011	sp|Q13336|UT1_HUMAN	tr|A0A8C5Z515|A0A8C5Z515_MARMA
OG0008012	sp|Q14146|URB2_HUMAN	tr|A0A8C6ESP1|A0A8C6ESP1_MARMA
OG0008013	sp|Q14209|E2F2_HUMAN	tr|A0A8C5ZYK3|A0A8C5ZYK3_MARMA
OG0008014	sp|Q16512|PKN1_HUMAN	tr|A0A8C6AA19|A0A8C6AA19_MARMA
OG0008015	sp|Q16819|MEP1A_HUMAN	tr|A0A8C6ABV2|A0A8C6ABV2_MARMA
OG0008016	sp|Q49AM3|TTC31_HUMAN	tr|A0A8C5YWI1|A0A8C5YWI1_MARMA
OG0008017	sp|Q5SV97|PERM1_HUMAN	tr|A0A8C6A373|A0A8C6A373_MARMA
OG0008018	sp|Q5T5D7|ZN684_HUMAN	tr|A0A8C5YQM6|A0A8C5YQM6_MARMA
OG0008019	sp|Q5TD97|FHL5_HUMAN	tr|A0A8C5ZAM1|A0A8C5ZAM1_MARMA
OG0008020	sp|Q6E213|AWAT2_HUMAN	tr|A0A8C6EYE3|A0A8C6EYE3_MARMA
OG0008021	sp|Q6P5W5|S39A4_HUMAN	tr|A0A8C6EQW7|A0A8C6EQW7_MARMA
OG0008022	sp|Q6PGQ7|BORA_HUMAN	tr|A0A8C5ZUX0|A0A8C5ZUX0_MARMA
OG0008023	sp|Q6WBX8|RAD9B_HUMAN	tr|A0A8C5YQZ0|A0A8C5YQZ0_MARMA
OG0008024	sp|Q6ZRI8|RHG36_HUMAN	tr|A0A8C5YVP6|A0A8C5YVP6_MARMA
OG0008025	sp|Q71RS6|NCKX5_HUMAN	tr|A0A8C6EVK3|A0A8C6EVK3_MARMA
OG0008026	sp|Q7KZN9|COX15_HUMAN	tr|A0A8C6AC30|A0A8C6AC30_MARMA
OG0008027	sp|Q7Z3E2|CC186_HUMAN	tr|A0A8C5YRF2|A0A8C5YRF2_MARMA
OG0008028	sp|Q7Z5Q1|CPEB2_HUMAN	tr|A0A8C5ZUD6|A0A8C5ZUD6_MARMA
OG0008029	sp|Q7Z7J7|LHPL4_HUMAN	tr|A0A8C5Z8V2|A0A8C5Z8V2_MARMA
OG0008030	sp|Q86WB0|ZC3C1_HUMAN	tr|A0A8C6ETR4|A0A8C6ETR4_MARMA
OG0008031	sp|Q86X40|LRC28_HUMAN	tr|A0A8C6A5G9|A0A8C6A5G9_MARMA
OG0008032	sp|Q8IVS2|FABD_HUMAN	tr|A0A8C5YQ13|A0A8C5YQ13_MARMA
OG0008033	sp|Q8IZF2|AGRF5_HUMAN	tr|A0A8C6ACW2|A0A8C6ACW2_MARMA
OG0008034	sp|Q8NCY6|MSD4_HUMAN	tr|A0A8C5YMV6|A0A8C5YMV6_MARMA
OG0008035	sp|Q8TC29|ENKUR_HUMAN	tr|A0A8C5ZTI4|A0A8C5ZTI4_MARMA
