Orthogroup	Homo_sapiens	Orycteropus_afer_afer
OG0007883	sp|O15393|TMPS2_HUMAN	tr|A0A8B7ADG5|A0A8B7ADG5_ORYAF
OG0007884	sp|O43692|PI15_HUMAN	tr|A0A8B7AZ22|A0A8B7AZ22_ORYAF
OG0007885	sp|O60936|NOL3_HUMAN	tr|A0A8B6ZSA3|A0A8B6ZSA3_ORYAF
OG0007886	sp|O75509|TNR21_HUMAN	tr|A0A8B6ZFA6|A0A8B6ZFA6_ORYAF
OG0007887	sp|O75751|S22A3_HUMAN	tr|A0A8B7A690|A0A8B7A690_ORYAF
OG0007888	sp|P06681|CO2_HUMAN	tr|A0A8B7ANE9|A0A8B7ANE9_ORYAF
OG0007889	sp|P10451|OSTP_HUMAN	tr|A0A8B7API4|A0A8B7API4_ORYAF
OG0007890	sp|P23769|GATA2_HUMAN	tr|A0A8B7AUV3|A0A8B7AUV3_ORYAF
OG0007891	sp|P28070|PSB4_HUMAN	tr|A0A8B7AM51|A0A8B7AM51_ORYAF
OG0007892	sp|P28749|RBL1_HUMAN	tr|A0A8B6ZB32|A0A8B6ZB32_ORYAF
OG0007893	sp|P31942|HNRH3_HUMAN	tr|A0A8B6ZUQ7|A0A8B6ZUQ7_ORYAF
OG0007894	sp|P35070|BTC_HUMAN	tr|A0A8B7AGW5|A0A8B7AGW5_ORYAF
OG0007895	sp|P49767|VEGFC_HUMAN	tr|A0A8B7AMM7|A0A8B7AMM7_ORYAF
OG0007896	sp|P62266|RS23_HUMAN	tr|A0A8B7A696|A0A8B7A696_ORYAF
OG0007897	sp|Q12879|NMDE1_HUMAN	tr|A0A8B6ZS27|A0A8B6ZS27_ORYAF
OG0007898	sp|Q12893|TM115_HUMAN	tr|A0A8B7AQE8|A0A8B7AQE8_ORYAF
OG0007899	sp|Q14863|PO6F1_HUMAN	tr|A0A8B7B8R5|A0A8B7B8R5_ORYAF
OG0007900	sp|Q15120|PDK3_HUMAN	tr|A0A8B7B783|A0A8B7B783_ORYAF
OG0007901	sp|Q16880|CGT_HUMAN	tr|A0A8B7AVX9|A0A8B7AVX9_ORYAF
OG0007902	sp|Q499Z3|SLNL1_HUMAN	tr|A0A8B7ASD1|A0A8B7ASD1_ORYAF
OG0007903	sp|Q5HYC2|K2026_HUMAN	tr|A0A8B7A968|A0A8B7A968_ORYAF
OG0007904	sp|Q5T1C6|THEM4_HUMAN	tr|A0A8B7AMF5|A0A8B7AMF5_ORYAF
OG0007905	sp|Q5TAH2|SL9C2_HUMAN	tr|A0A8B7AH36|A0A8B7AH36_ORYAF
OG0007906	sp|Q6NT32|EST5A_HUMAN	tr|A0A8B7AJD6|A0A8B7AJD6_ORYAF
OG0007907	sp|Q6Y7W6|GGYF2_HUMAN	tr|A0A8B7A207|A0A8B7A207_ORYAF
OG0007908	sp|Q6ZUX7|LHPL2_HUMAN	tr|A0A8B7A2N6|A0A8B7A2N6_ORYAF
OG0007909	sp|Q7Z7J9|CK2N1_HUMAN	tr|A0A8B6ZIH4|A0A8B6ZIH4_ORYAF
OG0007910	sp|Q86WB7|UN93A_HUMAN	tr|A0A8B7AR38|A0A8B7AR38_ORYAF
OG0007911	sp|Q8IYN2|TCAL8_HUMAN	tr|A0A8B7BBL1|A0A8B7BBL1_ORYAF
OG0007912	sp|Q8N1W2|ZN710_HUMAN	tr|A0A8B7A7F9|A0A8B7A7F9_ORYAF
OG0007913	sp|Q8N2H9|PELI3_HUMAN	tr|A0A8B7AA27|A0A8B7AA27_ORYAF
OG0007914	sp|Q92806|KCNJ9_HUMAN	tr|A0A8B7AD32|A0A8B7AD32_ORYAF
OG0007915	sp|Q92886|NGN1_HUMAN	tr|A0A8B7A1Y7|A0A8B7A1Y7_ORYAF
OG0007916	sp|Q96HP8|T176A_HUMAN	tr|A0A8B7B8B6|A0A8B7B8B6_ORYAF
OG0007917	sp|Q96JT2|S45A3_HUMAN	tr|A0A8B7AUE4|A0A8B7AUE4_ORYAF
OG0007918	sp|Q96LK8|SPT32_HUMAN	tr|A0A8B7B437|A0A8B7B437_ORYAF
OG0007919	sp|Q96M34|TEX55_HUMAN	tr|A0A8B7A7M0|A0A8B7A7M0_ORYAF
OG0007920	sp|Q96N23|CFA54_HUMAN	tr|A0A8B7AJB1|A0A8B7AJB1_ORYAF
OG0007921	sp|Q96PB1|CASD1_HUMAN	tr|A0A8B6ZQL2|A0A8B6ZQL2_ORYAF
OG0007922	sp|Q96QK8|SIM14_HUMAN	tr|A0A8B7ABH9|A0A8B7ABH9_ORYAF
OG0007923	sp|Q96RN1|S26A8_HUMAN	tr|A0A8B6ZRA5|A0A8B6ZRA5_ORYAF
OG0007924	sp|Q96S65|CSRN1_HUMAN	tr|A0A8B7A7I2|A0A8B7A7I2_ORYAF
OG0007925	sp|Q9BSK4|FEM1A_HUMAN	tr|A0A8B7ANA1|A0A8B7ANA1_ORYAF
OG0007926	sp|Q9BWT6|MND1_HUMAN	tr|A0A8B7A2J9|A0A8B7A2J9_ORYAF
OG0007927	sp|Q9BXV9|GON7_HUMAN	tr|A0A8B7A420|A0A8B7A420_ORYAF
OG0007928	sp|Q9BZR8|B2L14_HUMAN	tr|A0A8B7B009|A0A8B7B009_ORYAF
OG0007929	sp|Q9H3K2|GHITM_HUMAN	tr|A0A8B7AWT7|A0A8B7AWT7_ORYAF
OG0007930	sp|Q9H9Y6|RPA2_HUMAN	tr|A0A8B7BDL0|A0A8B7BDL0_ORYAF
OG0007931	sp|Q9NVP2|ASF1B_HUMAN	tr|A0A8B7B1M0|A0A8B7B1M0_ORYAF
OG0007932	sp|Q9UJC3|HOOK1_HUMAN	tr|A0A8B7ACA0|A0A8B7ACA0_ORYAF
OG0007933	sp|Q9UKL6|PPCT_HUMAN	tr|A0A8B7ANV3|A0A8B7ANV3_ORYAF
OG0007934	sp|Q9UQQ2|SH2B3_HUMAN	tr|A0A8B6ZQX9|A0A8B6ZQX9_ORYAF
OG0007935	sp|Q9Y234|LIPT_HUMAN	tr|A0A8B7BDP6|A0A8B7BDP6_ORYAF
OG0007936	sp|Q9Y2K1|ZBTB1_HUMAN	tr|A0A8B6ZXP9|A0A8B6ZXP9_ORYAF
OG0007937	sp|Q9Y2V3|RX_HUMAN	tr|A0A8B6ZF75|A0A8B6ZF75_ORYAF
OG0007938	sp|Q9Y330|ZBT12_HUMAN	tr|A0A8B7AP58|A0A8B7AP58_ORYAF
OG0007939	sp|Q9Y4U1|MMAC_HUMAN	tr|A0A8B7AFU7|A0A8B7AFU7_ORYAF
OG0007940	sp|Q9Y580|RBM7_HUMAN	tr|A0A8B6ZKZ5|A0A8B6ZKZ5_ORYAF
OG0007941	sp|Q9Y5T4|DJC15_HUMAN	tr|A0A8B7ADF8|A0A8B7ADF8_ORYAF
OG0007942	sp|A1YPR0|ZBT7C_HUMAN	tr|A0A8B7A242|A0A8B7A242_ORYAF
OG0007943	sp|A5D8V7|ODAD3_HUMAN	tr|A0A8B7AUY3|A0A8B7AUY3_ORYAF
OG0007944	sp|O15055|PER2_HUMAN	tr|A0A8B7A197|A0A8B7A197_ORYAF
OG0007945	sp|O60543|CIDEA_HUMAN	tr|A0A8B7AQS2|A0A8B7AQS2_ORYAF
OG0007946	sp|O75167|PHAR2_HUMAN	tr|A0A8B7AG82|A0A8B7AG82_ORYAF
OG0007947	sp|O75391|SPAG7_HUMAN	tr|A0A8B6ZKU9|A0A8B6ZKU9_ORYAF
OG0007948	sp|O95416|SOX14_HUMAN	tr|A0A8B6ZI83|A0A8B6ZI83_ORYAF
OG0007949	sp|P09884|DPOLA_HUMAN	tr|A0A8B7B3W5|A0A8B7B3W5_ORYAF
OG0007950	sp|P0C7P3|SLN14_HUMAN	tr|A0A8B7ADP7|A0A8B7ADP7_ORYAF
OG0007951	sp|P0DP42|T225B_HUMAN	tr|A0A8B7B1L1|A0A8B7B1L1_ORYAF
OG0007952	sp|P14151|LYAM1_HUMAN	tr|A0A8B6ZLK2|A0A8B6ZLK2_ORYAF
OG0007953	sp|P14784|IL2RB_HUMAN	tr|A0A8B7A135|A0A8B7A135_ORYAF
OG0007954	sp|P15735|PHKG2_HUMAN	tr|A0A8B7AQF6|A0A8B7AQF6_ORYAF
OG0007955	sp|P23921|RIR1_HUMAN	tr|A0A8B6ZU37|A0A8B6ZU37_ORYAF
OG0007956	sp|P25067|CO8A2_HUMAN	tr|A0A8B7ACY0|A0A8B7ACY0_ORYAF
OG0007957	sp|P25786|PSA1_HUMAN	tr|A0A8B7B478|A0A8B7B478_ORYAF
OG0007958	sp|P26196|DDX6_HUMAN	tr|A0A8B6ZKT5|A0A8B6ZKT5_ORYAF
OG0007959	sp|P28331|NDUS1_HUMAN	tr|A0A8B6ZES7|A0A8B6ZES7_ORYAF
OG0007960	sp|P49768|PSN1_HUMAN	tr|A0A8B6ZV46|A0A8B6ZV46_ORYAF
OG0007961	sp|P58549|FXYD7_HUMAN	tr|A0A8B7AYQ4|A0A8B7AYQ4_ORYAF
OG0007962	sp|P61956|SUMO2_HUMAN	tr|A0A8B7BDZ8|A0A8B7BDZ8_ORYAF
OG0007963	sp|P68402|PA1B2_HUMAN	tr|A0A8B6ZKX6|A0A8B6ZKX6_ORYAF
OG0007965	sp|Q02641|CACB1_HUMAN	tr|A0A8B6ZWY7|A0A8B6ZWY7_ORYAF
OG0007966	sp|Q02818|NUCB1_HUMAN	tr|A0A8B6ZZR1|A0A8B6ZZR1_ORYAF
OG0007967	sp|Q14206|RCAN2_HUMAN	tr|A0A8B6ZFA2|A0A8B6ZFA2_ORYAF
OG0007968	sp|Q14508|WFDC2_HUMAN	tr|A0A8B6ZLK6|A0A8B6ZLK6_ORYAF
OG0007969	sp|Q14624|ITIH4_HUMAN	tr|A0A8B7ARG6|A0A8B7ARG6_ORYAF
OG0007970	sp|Q14D04|MELT_HUMAN	tr|A0A8B7A1B2|A0A8B7A1B2_ORYAF
OG0007971	sp|Q15075|EEA1_HUMAN	tr|A0A8B7A8M0|A0A8B7A8M0_ORYAF
OG0007972	sp|Q15822|ACHA2_HUMAN	tr|A0A8B6ZMK0|A0A8B6ZMK0_ORYAF
OG0007973	sp|Q1ED39|KNOP1_HUMAN	tr|A0A8B7AZ80|A0A8B7AZ80_ORYAF
OG0007974	sp|Q5FWF4|ZRAB3_HUMAN	tr|A0A8B7B990|A0A8B7B990_ORYAF
OG0007975	sp|Q5TG30|RHG40_HUMAN	tr|A0A8B6ZB52|A0A8B6ZB52_ORYAF
OG0007976	sp|Q63HM1|KFA_HUMAN	tr|A0A8B7BCZ1|A0A8B7BCZ1_ORYAF
OG0007977	sp|Q68BL7|OLM2A_HUMAN	tr|A0A8B7B317|A0A8B7B317_ORYAF
OG0007978	sp|Q6DHV7|ADAL_HUMAN	tr|A0A8B6ZCS5|A0A8B6ZCS5_ORYAF
OG0007979	sp|Q6NUJ2|CK087_HUMAN	tr|A0A8B6ZGF4|A0A8B6ZGF4_ORYAF
OG0007980	sp|Q6PID6|TTC33_HUMAN	tr|A0A8B7ALN1|A0A8B7ALN1_ORYAF
OG0007981	sp|Q6ZUI0|TPRG1_HUMAN	tr|A0A8B6ZEU7|A0A8B6ZEU7_ORYAF
OG0007982	sp|Q7Z410|TMPS9_HUMAN	tr|A0A8B7AMP0|A0A8B7AMP0_ORYAF
OG0007983	sp|Q7Z624|CMKMT_HUMAN	tr|A0A8B7A3Q6|A0A8B7A3Q6_ORYAF
OG0007984	sp|Q8IWW8|HOT_HUMAN	tr|A0A8B7AK89|A0A8B7AK89_ORYAF
OG0007985	sp|Q8IZ57|NRSN1_HUMAN	tr|A0A8B7AKH1|A0A8B7AKH1_ORYAF
OG0007986	sp|Q8N119|MMP21_HUMAN	tr|A0A8B6ZM49|A0A8B6ZM49_ORYAF
OG0007987	sp|Q8N8R5|CB069_HUMAN	tr|A0A8B6ZCY6|A0A8B6ZCY6_ORYAF
OG0007988	sp|Q8N8V4|ANS4B_HUMAN	tr|A0A8B7B7E9|A0A8B7B7E9_ORYAF
OG0007989	sp|Q8NBU5|ATAD1_HUMAN	tr|A0A8B7A7Y0|A0A8B7A7Y0_ORYAF
OG0007990	sp|Q8TED9|AF1L1_HUMAN	tr|A0A8B7A1M5|A0A8B7A1M5_ORYAF
OG0007991	sp|Q8WU90|ZC3HF_HUMAN	tr|A0A8B6ZFP6|A0A8B6ZFP6_ORYAF
OG0007992	sp|Q8WW01|SEN15_HUMAN	tr|A0A8B6ZJK6|A0A8B6ZJK6_ORYAF
OG0007993	sp|Q92558|WASF1_HUMAN	tr|A0A8B6ZTF3|A0A8B6ZTF3_ORYAF
OG0007994	sp|Q92782|DPF1_HUMAN	tr|A0A8B7B4P9|A0A8B7B4P9_ORYAF
OG0007995	sp|Q96ID5|IGS21_HUMAN	tr|A0A8B6ZDS9|A0A8B6ZDS9_ORYAF
OG0007996	sp|Q96P48|ARAP1_HUMAN	tr|A0A8B6ZU05|A0A8B6ZU05_ORYAF
OG0007997	sp|Q96P88|GNRR2_HUMAN	tr|A0A8B7AK09|A0A8B7AK09_ORYAF
OG0007998	sp|Q96PL5|ERMAP_HUMAN	tr|A0A8B7B1V7|A0A8B7B1V7_ORYAF
OG0007999	sp|Q96Q42|ALS2_HUMAN	tr|A0A8B6ZCD2|A0A8B6ZCD2_ORYAF
OG0008000	sp|Q99417|MYCBP_HUMAN	tr|A0A8B7ACU3|A0A8B7ACU3_ORYAF
OG0008001	sp|Q99747|SNAG_HUMAN	tr|A0A8B7AGI7|A0A8B7AGI7_ORYAF
OG0008002	sp|Q9C009|FOXQ1_HUMAN	tr|A0A8B6ZD55|A0A8B6ZD55_ORYAF
OG0008003	sp|Q9H3Z4|DNJC5_HUMAN	tr|A0A8B7AZ01|A0A8B7AZ01_ORYAF
OG0008004	sp|Q9HCE1|MOV10_HUMAN	tr|A0A8B7AHD5|A0A8B7AHD5_ORYAF
OG0008005	sp|Q9UJY4|GGA2_HUMAN	tr|A0A8B7ATS2|A0A8B7ATS2_ORYAF
OG0008006	sp|Q9UMS5|PHTF1_HUMAN	tr|A0A8B7AIC1|A0A8B7AIC1_ORYAF
OG0008007	sp|Q9UPG8|PLAL2_HUMAN	tr|A0A8B6ZCE7|A0A8B6ZCE7_ORYAF
OG0008008	sp|Q9Y5Y5|PEX16_HUMAN	tr|A0A8B7A9S2|A0A8B7A9S2_ORYAF
OG0008009	sp|A4D1Z8|GRIFN_HUMAN	tr|A0A8B7A4S4|A0A8B7A4S4_ORYAF
OG0008010	sp|A6NES4|MRO2A_HUMAN	tr|A0A8B6ZVZ0|A0A8B6ZVZ0_ORYAF
OG0008011	sp|B2RXH4|BTBDI_HUMAN	tr|A0A8B7B0C0|A0A8B7B0C0_ORYAF
OG0008012	sp|E7ERA6|RN223_HUMAN	tr|A0A8B7A8D2|A0A8B7A8D2_ORYAF
OG0008013	sp|O00221|IKBE_HUMAN	tr|A0A8B6ZFC0|A0A8B6ZFC0_ORYAF
OG0008014	sp|O00322|UPK1A_HUMAN	tr|A0A8B7AZR0|A0A8B7AZR0_ORYAF
OG0008015	sp|O14503|BHE40_HUMAN	tr|A0A8B7AXE4|A0A8B7AXE4_ORYAF
OG0008016	sp|O60499|STX10_HUMAN	tr|A0A8B7B1N5|A0A8B7B1N5_ORYAF
OG0008017	sp|O60637|TSN3_HUMAN	tr|A0A8B7AGQ5|A0A8B7AGQ5_ORYAF
OG0008018	sp|O75818|RPP40_HUMAN	tr|A0A8B6ZD28|A0A8B6ZD28_ORYAF
OG0008019	sp|O95249|GOSR1_HUMAN	tr|A0A8B6ZIV9|A0A8B6ZIV9_ORYAF
OG0008020	sp|O95279|KCNK5_HUMAN	tr|A0A8B6ZPL3|A0A8B6ZPL3_ORYAF
OG0008021	sp|P08567|PLEK_HUMAN	tr|A0A8B6ZRC7|A0A8B6ZRC7_ORYAF
OG0008022	sp|P08709|FA7_HUMAN	tr|A0A8B6ZZR5|A0A8B6ZZR5_ORYAF
OG0008023	sp|P10398|ARAF_HUMAN	tr|A0A8B7BBN9|A0A8B7BBN9_ORYAF
OG0008024	sp|P18074|ERCC2_HUMAN	tr|A0A8B6ZZH6|A0A8B6ZZH6_ORYAF
OG0008025	sp|P20810|ICAL_HUMAN	tr|A0A8B7A3J1|A0A8B7A3J1_ORYAF
OG0008026	sp|P23508|CRCM_HUMAN	tr|A0A8B7ACQ5|A0A8B7ACQ5_ORYAF
OG0008027	sp|P23515|OMGP_HUMAN	tr|A0A8B6ZIM5|A0A8B6ZIM5_ORYAF
OG0008028	sp|P34059|GALNS_HUMAN	tr|A0A8B6ZQH0|A0A8B6ZQH0_ORYAF
OG0008029	sp|P49427|UB2R1_HUMAN	tr|A0A8B7B233|A0A8B7B233_ORYAF
OG0008030	sp|P50135|HNMT_HUMAN	tr|A0A8B7AE17|A0A8B7AE17_ORYAF
OG0008031	sp|P56730|NETR_HUMAN	tr|A0A8B7ARI4|A0A8B7ARI4_ORYAF
OG0008032	sp|Q14254|FLOT2_HUMAN	tr|A0A8B6ZNM3|A0A8B6ZNM3_ORYAF
OG0008033	sp|Q15274|NADC_HUMAN	tr|A0A8B7ALV2|A0A8B7ALV2_ORYAF
OG0008034	sp|Q16627|CCL14_HUMAN	tr|A0A8B7ADP1|A0A8B7ADP1_ORYAF
OG0008035	sp|Q52LR7|EPC2_HUMAN	tr|A0A8B6ZBV7|A0A8B6ZBV7_ORYAF
OG0008036	sp|Q5T1H1|EYS_HUMAN	tr|A0A8B7B340|A0A8B7B340_ORYAF
OG0008037	sp|Q6P656|CF161_HUMAN	tr|A0A8B7A7G3|A0A8B7A7G3_ORYAF
OG0008038	sp|Q70CQ3|UBP30_HUMAN	tr|A0A8B7B053|A0A8B7B053_ORYAF
OG0008039	sp|Q86YI8|PHF13_HUMAN	tr|A0A8B6ZYJ6|A0A8B6ZYJ6_ORYAF
OG0008040	sp|Q8N1B3|CCNQ_HUMAN	tr|A0A8B7B9D2|A0A8B7B9D2_ORYAF
OG0008041	sp|Q8N668|COMD1_HUMAN	tr|A0A8B6ZKK3|A0A8B6ZKK3_ORYAF
OG0008042	sp|Q8N6G5|CGAT2_HUMAN	tr|A0A8B7B0R1|A0A8B7B0R1_ORYAF
OG0008043	sp|Q8NC96|NECP1_HUMAN	tr|A0A8B6ZMW6|A0A8B6ZMW6_ORYAF
OG0008044	sp|Q8TBM7|TM254_HUMAN	tr|A0A8B6ZNZ9|A0A8B6ZNZ9_ORYAF
OG0008045	sp|Q8WWZ3|EDAD_HUMAN	tr|A0A8B7B2L9|A0A8B7B2L9_ORYAF
OG0008046	sp|Q92609|TBCD5_HUMAN	tr|A0A8B6ZGI3|A0A8B6ZGI3_ORYAF
OG0008047	sp|Q96AZ6|ISG20_HUMAN	tr|A0A8B7A8L8|A0A8B7A8L8_ORYAF
OG0008048	sp|Q96CG8|CTHR1_HUMAN	tr|A0A8B6ZG04|A0A8B6ZG04_ORYAF
OG0008049	sp|Q96EC8|YIPF6_HUMAN	tr|A0A8B7B8Y3|A0A8B7B8Y3_ORYAF
OG0008050	sp|Q96GM1|PLPR2_HUMAN	tr|A0A8B7AW35|A0A8B7AW35_ORYAF
OG0008051	sp|Q96IZ0|PAWR_HUMAN	tr|A0A8B7AE50|A0A8B7AE50_ORYAF
OG0008052	sp|Q96MD2|KICS2_HUMAN	tr|A0A8B7A0M6|A0A8B7A0M6_ORYAF
OG0008053	sp|Q9BRU9|UTP23_HUMAN	tr|A0A8B7AC79|A0A8B7AC79_ORYAF
OG0008054	sp|Q9BT49|THAP7_HUMAN	tr|A0A8B7B161|A0A8B7B161_ORYAF
OG0008055	sp|Q9BTF0|THUM2_HUMAN	tr|A0A8B7A5J8|A0A8B7A5J8_ORYAF
OG0008056	sp|Q9C0B5|ZDHC5_HUMAN	tr|A0A8B7AWT6|A0A8B7AWT6_ORYAF
OG0008057	sp|Q9GZQ3|COMD5_HUMAN	tr|A0A8B7B688|A0A8B7B688_ORYAF
OG0008058	sp|Q9H254|SPTN4_HUMAN	tr|A0A8B6ZZQ3|A0A8B6ZZQ3_ORYAF
OG0008059	sp|Q9H2I8|LRMDA_HUMAN	tr|A0A8B7BA74|A0A8B7BA74_ORYAF
OG0008060	sp|Q9H2L4|TMM60_HUMAN	tr|A0A8B7AA32|A0A8B7AA32_ORYAF
OG0008061	sp|Q9H813|PACC1_HUMAN	tr|A0A8B7ATN0|A0A8B7ATN0_ORYAF
OG0008062	sp|Q9H9V9|JMJD4_HUMAN	tr|A0A8B7AYH6|A0A8B7AYH6_ORYAF
OG0008063	sp|Q9HBI0|PARVG_HUMAN	tr|A0A8B6ZWD5|A0A8B6ZWD5_ORYAF
OG0008064	sp|Q9HBY0|NOX3_HUMAN	tr|A0A8B7BAR0|A0A8B7BAR0_ORYAF
OG0008065	sp|Q9NPI5|NRK2_HUMAN	tr|A0A8B7AMR0|A0A8B7AMR0_ORYAF
OG0008066	sp|Q9NQ86|TRI36_HUMAN	tr|A0A8B7B224|A0A8B7B224_ORYAF
OG0008067	sp|Q9NVD3|SETD4_HUMAN	tr|A0A8B6ZZP6|A0A8B6ZZP6_ORYAF
OG0008068	sp|Q9NWM0|SMOX_HUMAN	tr|A0A8B7BF00|A0A8B7BF00_ORYAF
OG0008069	sp|Q9NZJ4|SACS_HUMAN	tr|A0A8B6ZYD6|A0A8B6ZYD6_ORYAF
OG0008070	sp|Q9P016|THYN1_HUMAN	tr|A0A8B7AG40|A0A8B7AG40_ORYAF
OG0008071	sp|Q9P2W9|STX18_HUMAN	tr|A0A8B7AHL4|A0A8B7AHL4_ORYAF
OG0008072	sp|Q9UHP3|UBP25_HUMAN	tr|A0A8B6ZGC4|A0A8B6ZGC4_ORYAF
OG0008073	sp|Q9ULM0|PKHH1_HUMAN	tr|A0A8B6ZXY4|A0A8B6ZXY4_ORYAF
OG0008074	sp|Q9UQC9|CLCA2_HUMAN	tr|A0A8B7AAC4|A0A8B7AAC4_ORYAF
OG0008075	tr|A0A0B4J1T7|A0A0B4J1T7_HUMAN	tr|A0A8B7ANR7|A0A8B7ANR7_ORYAF
OG0008076	sp|A4D2B0|MBLC1_HUMAN	tr|A0A8B7B5L7|A0A8B7B5L7_ORYAF
OG0008077	sp|A6NNL5|CO061_HUMAN	tr|A0A8B7B5X7|A0A8B7B5X7_ORYAF
OG0008078	sp|E5RQL4|FONG_HUMAN	tr|A0A8B6ZJZ4|A0A8B6ZJZ4_ORYAF
OG0008079	sp|O14966|RAB7L_HUMAN	tr|A0A8B7AVF8|A0A8B7AVF8_ORYAF
OG0008080	sp|O15240|VGF_HUMAN	tr|A0A8B6ZR51|A0A8B6ZR51_ORYAF
OG0008081	sp|O15503|INSI1_HUMAN	tr|A0A8B7B6Z8|A0A8B7B6Z8_ORYAF
OG0008082	sp|O43464|HTRA2_HUMAN	tr|A0A8B7AWX4|A0A8B7AWX4_ORYAF
OG0008083	sp|O75420|GGYF1_HUMAN	tr|A0A8B7B1I5|A0A8B7B1I5_ORYAF
OG0008084	sp|O75694|NU155_HUMAN	tr|A0A8B7AP46|A0A8B7AP46_ORYAF
OG0008085	sp|O95396|MOCS3_HUMAN	tr|A0A8B6ZRD9|A0A8B6ZRD9_ORYAF
OG0008086	sp|O95810|CAVN2_HUMAN	tr|A0A8B6ZAP7|A0A8B6ZAP7_ORYAF
OG0008087	sp|P00740|FA9_HUMAN	tr|A0A8B7AQV2|A0A8B7AQV2_ORYAF
OG0008088	sp|P02656|APOC3_HUMAN	tr|A0A8B6ZGK6|A0A8B6ZGK6_ORYAF
OG0008089	sp|P07332|FES_HUMAN	tr|A0A8B7A5V4|A0A8B7A5V4_ORYAF
OG0008090	sp|P07360|CO8G_HUMAN	tr|A0A8B7AB95|A0A8B7AB95_ORYAF
OG0008091	sp|P22670|RFX1_HUMAN	tr|A0A8B7AX76|A0A8B7AX76_ORYAF
OG0008092	sp|P29373|RABP2_HUMAN	tr|A0A8B7AKL5|A0A8B7AKL5_ORYAF
OG0008093	sp|P40261|NNMT_HUMAN	tr|A0A8B6ZG96|A0A8B6ZG96_ORYAF
OG0008094	sp|P40879|S26A3_HUMAN	tr|A0A8B7A3N7|A0A8B7A3N7_ORYAF
OG0008095	sp|P46721|SO1A2_HUMAN	tr|A0A8B7AAH9|A0A8B7AAH9_ORYAF
OG0008096	sp|P47872|SCTR_HUMAN	tr|A0A8B6ZL16|A0A8B6ZL16_ORYAF
OG0008097	sp|P48147|PPCE_HUMAN	tr|A0A8B6ZTN2|A0A8B6ZTN2_ORYAF
OG0008098	sp|P48382|RFX5_HUMAN	tr|A0A8B7AS66|A0A8B7AS66_ORYAF
OG0008099	sp|P53801|PTTG_HUMAN	tr|A0A8B7AFY1|A0A8B7AFY1_ORYAF
OG0008100	sp|P56645|PER3_HUMAN	tr|A0A8B6ZYS8|A0A8B6ZYS8_ORYAF
OG0008101	sp|P56696|KCNQ4_HUMAN	tr|A0A8B7ASB5|A0A8B7ASB5_ORYAF
OG0008102	sp|P78381|S35A2_HUMAN	tr|A0A8B7B9T9|A0A8B7B9T9_ORYAF
OG0008103	sp|P82921|RT21_HUMAN	tr|A0A8B7AMC2|A0A8B7AMC2_ORYAF
OG0008104	sp|P98174|FGD1_HUMAN	tr|A0A8B7B9Z6|A0A8B7B9Z6_ORYAF
OG0008105	sp|Q05682|CALD1_HUMAN	tr|A0A8B7AU17|A0A8B7AU17_ORYAF
OG0008106	sp|Q07011|TNR9_HUMAN	tr|A0A8B6ZYK1|A0A8B6ZYK1_ORYAF
OG0008107	sp|Q13596|SNX1_HUMAN	tr|A0A8B7BBD0|A0A8B7BBD0_ORYAF
OG0008108	sp|Q15643|TRIPB_HUMAN	tr|A0A8B7BBC4|A0A8B7BBC4_ORYAF
OG0008109	sp|Q16739|CEGT_HUMAN	tr|A0A8B6ZLJ4|A0A8B6ZLJ4_ORYAF
OG0008110	sp|Q2VPK5|CTU2_HUMAN	tr|A0A8B6ZNZ3|A0A8B6ZNZ3_ORYAF
OG0008111	sp|Q5D1E8|ZC12A_HUMAN	tr|A0A8B7ACW5|A0A8B7ACW5_ORYAF
OG0008112	sp|Q5W041|ARMC3_HUMAN	tr|A0A8B6ZFZ8|A0A8B6ZFZ8_ORYAF
OG0008113	sp|Q5W0B7|TM236_HUMAN	tr|A0A8B6ZFS2|A0A8B6ZFS2_ORYAF
OG0008114	sp|Q6ICL3|TNG2_HUMAN	tr|A0A8B7BBG2|A0A8B7BBG2_ORYAF
OG0008115	sp|Q6IF63|O52W1_HUMAN	tr|A0A8B7AWZ0|A0A8B7AWZ0_ORYAF
OG0008116	sp|Q6IPR3|TYW3_HUMAN	tr|A0A8B7AJY8|A0A8B7AJY8_ORYAF
OG0008117	sp|Q6NW40|RGMB_HUMAN	tr|A0A8B7AVD1|A0A8B7AVD1_ORYAF
OG0008118	sp|Q6XZF7|DNMBP_HUMAN	tr|A0A8B6ZR84|A0A8B6ZR84_ORYAF
OG0008119	sp|Q6ZSG1|RN165_HUMAN	tr|A0A8B7A3S8|A0A8B7A3S8_ORYAF
OG0008120	sp|Q86UL8|MAGI2_HUMAN	tr|A0A8B7A625|A0A8B7A625_ORYAF
OG0008121	sp|Q8IYS0|ASTRC_HUMAN	tr|A0A8B7AJ26|A0A8B7AJ26_ORYAF
OG0008122	sp|Q8TAZ6|CKLF2_HUMAN	tr|A0A8B6ZS98|A0A8B6ZS98_ORYAF
OG0008123	sp|Q8TDM0|BCAS4_HUMAN	tr|A0A8B6ZLQ0|A0A8B6ZLQ0_ORYAF
OG0008124	sp|Q8TEW8|PAR3L_HUMAN	tr|A0A8B6ZBQ7|A0A8B6ZBQ7_ORYAF
OG0008125	sp|Q92540|SMG7_HUMAN	tr|A0A8B6ZL90|A0A8B6ZL90_ORYAF
