Orthogroup	Homo_sapiens	Cervus_elaphus_hippelaphus
OG0005876	sp|P62917|RL8_HUMAN	tr|A0A212CDX8|A0A212CDX8_CEREH
OG0005877	sp|Q2WGJ8|TM249_HUMAN	tr|A0A212CEB8|A0A212CEB8_CEREH
OG0005878	sp|Q9BUI4|RPC3_HUMAN	tr|A0A212CFG5|A0A212CFG5_CEREH
OG0005879	sp|P24539|AT5F1_HUMAN	tr|A0A212CG63|A0A212CG63_CEREH
OG0005880	sp|Q96E52|OMA1_HUMAN	tr|A0A212CH04|A0A212CH04_CEREH
OG0005881	sp|Q5VY43|PEAR1_HUMAN	tr|A0A212CHH9|A0A212CHH9_CEREH
OG0005882	sp|Q96GM8|TOE1_HUMAN	tr|A0A212CHX0|A0A212CHX0_CEREH
OG0005883	sp|Q5VVC0|SPO16_HUMAN	tr|A0A212CI65|A0A212CI65_CEREH
OG0005884	sp|Q96T66|NMNA3_HUMAN	tr|A0A212CI93|A0A212CI93_CEREH
OG0005885	sp|Q9NPA1|KCMB3_HUMAN	tr|A0A212CJ46|A0A212CJ46_CEREH
OG0005886	sp|Q86UW1|OSTA_HUMAN	tr|A0A212CJA0|A0A212CJA0_CEREH
OG0005887	sp|Q8NEZ4|KMT2C_HUMAN	tr|A0A212CKY3|A0A212CKY3_CEREH
OG0005888	sp|Q14CB8|RHG19_HUMAN	tr|A0A212CPU2|A0A212CPU2_CEREH
OG0005889	sp|Q9H583|HEAT1_HUMAN	tr|A0A212CQ34|A0A212CQ34_CEREH
OG0005890	sp|P52209|6PGD_HUMAN	tr|A0A212CQE7|A0A212CQE7_CEREH
OG0005891	sp|Q6DHV7|ADAL_HUMAN	tr|A0A212CS82|A0A212CS82_CEREH
OG0005892	sp|P40818|UBP8_HUMAN	tr|A0A212CTM5|A0A212CTM5_CEREH
OG0005893	sp|Q63HM2|PCX4_HUMAN	tr|A0A212CVA9|A0A212CVA9_CEREH
OG0005894	sp|Q13724|MOGS_HUMAN	tr|A0A212CX79|A0A212CX79_CEREH
OG0005895	sp|Q96MA6|KAD8_HUMAN	tr|A0A212CY11|A0A212CY11_CEREH
OG0005896	sp|Q9BQB6|VKOR1_HUMAN	tr|A0A212CYN8|A0A212CYN8_CEREH
OG0005897	sp|Q66K64|DCA15_HUMAN	tr|A0A212D103|A0A212D103_CEREH
OG0005898	sp|Q66K74|MAP1S_HUMAN	tr|A0A212D1C4|A0A212D1C4_CEREH
OG0005899	sp|Q9P258|RCC2_HUMAN	tr|A0A212D339|A0A212D339_CEREH
OG0005900	sp|Q9Y235|ABEC2_HUMAN	tr|A0A212D4A8|A0A212D4A8_CEREH
OG0005901	sp|P22033|MUTA_HUMAN	tr|A0A212D518|A0A212D518_CEREH
OG0005902	sp|P49842|STK19_HUMAN	tr|A0A212D5E7|A0A212D5E7_CEREH
OG0005903	sp|Q13480|GAB1_HUMAN	tr|A0A212D766|A0A212D766_CEREH
OG0005904	sp|Q9Y2N7|HIF3A_HUMAN	tr|A0A212DBJ2|A0A212DBJ2_CEREH
OG0005905	sp|Q9UQ10|DHDH_HUMAN	tr|A0A212DDS2|A0A212DDS2_CEREH
OG0005906	sp|Q9UBK5|HCST_HUMAN	tr|A0A212DDV2|A0A212DDV2_CEREH
OG0005907	sp|A5YKK6|CNOT1_HUMAN	tr|A0A212DE46|A0A212DE46_CEREH
OG0005908	sp|Q9NVN3|RIC8B_HUMAN	tr|A0A212DFQ1|A0A212DFQ1_CEREH
OG0005909	sp|Q9GZW8|MS4A7_HUMAN	tr|A0A212DI26|A0A212DI26_CEREH
OG0005910	sp|Q52LR7|EPC2_HUMAN	tr|A0A212C1V7|A0A212C1V7_CEREH
OG0005911	sp|Q5JPI3|CC038_HUMAN	tr|A0A212C3I2|A0A212C3I2_CEREH
OG0005912	sp|Q9P0M2|AKA7G_HUMAN	tr|A0A212C7S7|A0A212C7S7_CEREH
OG0005913	sp|P40189|IL6RB_HUMAN	tr|A0A212C817|A0A212C817_CEREH
OG0005914	sp|P10912|GHR_HUMAN	tr|A0A212C875|A0A212C875_CEREH
OG0005915	sp|P60059|SC61G_HUMAN	tr|A0A212C942|A0A212C942_CEREH
OG0005916	sp|Q9NP97|DLRB1_HUMAN	tr|A0A212CBF2|A0A212CBF2_CEREH
OG0005917	sp|P78364|PHC1_HUMAN	tr|A0A212CDE3|A0A212CDE3_CEREH
OG0005918	sp|Q6UY14|ATL4_HUMAN	tr|A0A212CFT7|A0A212CFT7_CEREH
OG0005919	sp|P13726|TF_HUMAN	tr|A0A212CGD7|A0A212CGD7_CEREH
OG0005920	sp|O43175|SERA_HUMAN	tr|A0A212CH36|A0A212CH36_CEREH
OG0005921	sp|Q14061|COX17_HUMAN	tr|A0A212CJG3|A0A212CJG3_CEREH
OG0005922	sp|A5PL33|KRBA1_HUMAN	tr|A0A212CJM6|A0A212CJM6_CEREH
OG0005923	sp|Q99969|RARR2_HUMAN	tr|A0A212CKN9|A0A212CKN9_CEREH
OG0005924	sp|Q9BPX3|CND3_HUMAN	tr|A0A212CLQ3|A0A212CLQ3_CEREH
OG0005926	sp|O60683|PEX10_HUMAN	tr|A0A212CQ78|A0A212CQ78_CEREH
OG0005927	sp|Q8IXM7|OD3L1_HUMAN	tr|A0A212CT29|A0A212CT29_CEREH
OG0005928	sp|A5LHX3|PSB11_HUMAN	tr|A0A212CUI3|A0A212CUI3_CEREH
OG0005930	sp|P78549|NTH_HUMAN	tr|A0A212CYK7|A0A212CYK7_CEREH
OG0005931	sp|Q5FWF6|ZN789_HUMAN	tr|A0A212CZX2|A0A212CZX2_CEREH
OG0005932	sp|O14617|AP3D1_HUMAN	tr|A0A212D148|A0A212D148_CEREH
OG0005933	sp|O43823|AKAP8_HUMAN	tr|A0A212D1U4|A0A212D1U4_CEREH
OG0005934	sp|Q92935|EXTL1_HUMAN	tr|A0A212D3B7|A0A212D3B7_CEREH
OG0005935	sp|Q53TQ3|IN80D_HUMAN	tr|A0A212D3P7|A0A212D3P7_CEREH
OG0005936	sp|Q9HC21|TPC_HUMAN	tr|A0A212D6P5|A0A212D6P5_CEREH
OG0005937	sp|P18545|CNRG_HUMAN	tr|A0A212D7D6|A0A212D7D6_CEREH
OG0005938	sp|Q9BUM1|G6PC3_HUMAN	tr|A0A212D7H5|A0A212D7H5_CEREH
OG0005940	sp|Q6P1R4|DUS1L_HUMAN	tr|A0A212D8I6|A0A212D8I6_CEREH
OG0005941	sp|Q96JB5|CK5P3_HUMAN	tr|A0A212D8P5|A0A212D8P5_CEREH
OG0005942	sp|Q9NYA4|MTMR4_HUMAN	tr|A0A212DAF2|A0A212DAF2_CEREH
OG0005943	sp|Q9P2W1|HOP2_HUMAN	tr|A0A212DB75|A0A212DB75_CEREH
OG0005944	sp|P40259|CD79B_HUMAN	tr|A0A212DB83|A0A212DB83_CEREH
OG0005945	sp|Q8TAX9|GSDMB_HUMAN	tr|A0A212DBC0|A0A212DBC0_CEREH
OG0005946	sp|P19429|TNNI3_HUMAN	tr|A0A212DBJ8|A0A212DBJ8_CEREH
OG0005948	sp|P25208|NFYB_HUMAN	tr|A0A212DEJ0|A0A212DEJ0_CEREH
OG0005949	sp|Q92730|RND1_HUMAN	tr|A0A212DEU4|A0A212DEU4_CEREH
OG0005950	sp|Q8N9N8|EIF1A_HUMAN	tr|A0A212DG04|A0A212DG04_CEREH
OG0005951	sp|Q99689|FEZ1_HUMAN	tr|A0A212DGF7|A0A212DGF7_CEREH
OG0005952	sp|P46098|5HT3A_HUMAN	tr|A0A212DIR2|A0A212DIR2_CEREH
OG0005953	sp|Q8NBI5|S43A3_HUMAN	tr|A0A212DIZ4|A0A212DIZ4_CEREH
OG0005955	sp|Q8N5Y2|MS3L1_HUMAN	tr|A0A212C006|A0A212C006_CEREH
OG0005956	sp|Q9H7Y0|DIK2B_HUMAN	tr|A0A212C0L3|A0A212C0L3_CEREH
OG0005957	sp|O15294|OGT1_HUMAN	tr|A0A212C0S2|A0A212C0S2_CEREH
OG0005958	sp|Q9UHK0|NUFP1_HUMAN	tr|A0A212C4B1|A0A212C4B1_CEREH
OG0005959	sp|Q9Y263|PLAP_HUMAN	tr|A0A212C5C4|A0A212C5C4_CEREH
OG0005960	sp|Q7Z6K3|PTAR1_HUMAN	tr|A0A212C5C7|A0A212C5C7_CEREH
OG0005961	sp|Q96RT1|ERBIN_HUMAN	tr|A0A212C7Y0|A0A212C7Y0_CEREH
OG0005962	sp|Q9H799|CPLN1_HUMAN	tr|A0A212C8L5|A0A212C8L5_CEREH
OG0005963	sp|Q9BSH3|NICN1_HUMAN	tr|A0A212CA92|A0A212CA92_CEREH
OG0005964	sp|Q96KJ9|COX42_HUMAN	tr|A0A212CAA1|A0A212CAA1_CEREH
OG0005965	sp|Q9NQG6|MID51_HUMAN	tr|A0A212CD25|A0A212CD25_CEREH
OG0005966	sp|Q8TF68|ZN384_HUMAN	tr|A0A212CDK4|A0A212CDK4_CEREH
OG0005967	sp|Q16394|EXT1_HUMAN	tr|A0A212CDT6|A0A212CDT6_CEREH
OG0005968	sp|Q9Y5S9|RBM8A_HUMAN	tr|A0A212CGY1|A0A212CGY1_CEREH
OG0005969	sp|O95168|NDUB4_HUMAN	tr|A0A212CIV5|A0A212CIV5_CEREH
OG0005970	sp|Q86VF7|NRAP_HUMAN	tr|A0A212CN53|A0A212CN53_CEREH
OG0005971	sp|Q12955|ANK3_HUMAN	tr|A0A212CNW8|A0A212CNW8_CEREH
OG0005972	sp|Q70YC5|ZN365_HUMAN	tr|A0A212CPJ4|A0A212CPJ4_CEREH
OG0005973	sp|P25788|PSA3_HUMAN	tr|A0A212CUT3|A0A212CUT3_CEREH
OG0005974	sp|P0C870|JMJD7_HUMAN	tr|A0A212CV56|A0A212CV56_CEREH
OG0005975	sp|A6NI61|MYMK_HUMAN	tr|A0A212CVD7|A0A212CVD7_CEREH
OG0005976	sp|Q5T5Y3|CAMP1_HUMAN	tr|A0A212CWX6|A0A212CWX6_CEREH
OG0005977	sp|Q5SXM2|SNPC4_HUMAN	tr|A0A212CX01|A0A212CX01_CEREH
OG0005978	sp|Q8IWZ8|SUGP1_HUMAN	tr|A0A212D2F8|A0A212D2F8_CEREH
OG0005979	sp|Q96FT7|ASIC4_HUMAN	tr|A0A212D3C5|A0A212D3C5_CEREH
OG0005980	sp|H3BQW9|F229A_HUMAN	tr|A0A212D3R0|A0A212D3R0_CEREH
OG0005981	sp|Q96FE7|P3IP1_HUMAN	tr|A0A212D7W0|A0A212D7W0_CEREH
OG0005982	sp|Q8N6N6|NATD1_HUMAN	tr|A0A212D8J4|A0A212D8J4_CEREH
OG0005983	sp|Q96BS2|CHP3_HUMAN	tr|A0A212DAW7|A0A212DAW7_CEREH
OG0005984	sp|Q86VM9|ZCH18_HUMAN	tr|A0A212DBU9|A0A212DBU9_CEREH
OG0005985	sp|Q8WYQ9|ZCH14_HUMAN	tr|A0A212DCB4|A0A212DCB4_CEREH
OG0005986	sp|P55042|RAD_HUMAN	tr|A0A212DCS5|A0A212DCS5_CEREH
OG0005987	sp|Q9BWC9|CC106_HUMAN	tr|A0A212DE16|A0A212DE16_CEREH
OG0005988	sp|Q6P3W7|SCYL2_HUMAN	tr|A0A212DFX3|A0A212DFX3_CEREH
OG0005989	sp|P43121|MUC18_HUMAN	tr|A0A212DHG1|A0A212DHG1_CEREH
OG0005990	sp|Q9UHJ9|PGAP2_HUMAN	tr|A0A212DHX3|A0A212DHX3_CEREH
OG0005991	sp|Q93063|EXT2_HUMAN	tr|A0A212DIM4|A0A212DIM4_CEREH
OG0005992	sp|O14933|UB2L6_HUMAN	tr|A0A212DIR0|A0A212DIR0_CEREH
OG0005993	sp|Q5JQC9|AKAP4_HUMAN	tr|A0A212BZA1|A0A212BZA1_CEREH
OG0005994	sp|Q9HAI6|TASL_HUMAN	tr|A0A212BZN3|A0A212BZN3_CEREH
OG0005995	sp|Q96NT0|CC115_HUMAN	tr|A0A212C211|A0A212C211_CEREH
OG0005996	sp|Q14331|FRG1_HUMAN	tr|A0A212C2T1|A0A212C2T1_CEREH
OG0005997	sp|Q7Z3Q1|S46A3_HUMAN	tr|A0A212C4M0|A0A212C4M0_CEREH
OG0005998	sp|Q9Y3P8|SIT1_HUMAN	tr|A0A212C5A3|A0A212C5A3_CEREH
OG0005999	sp|P43005|EAA3_HUMAN	tr|A0A212C5M1|A0A212C5M1_CEREH
OG0006000	sp|P04083|ANXA1_HUMAN	tr|A0A212C5Q1|A0A212C5Q1_CEREH
OG0006001	sp|Q5R3K3|CAHM6_HUMAN	tr|A0A212C639|A0A212C639_CEREH
OG0006002	sp|Q9GZP1|NRSN2_HUMAN	tr|A0A212CAP2|A0A212CAP2_CEREH
OG0006003	sp|Q9H4Z3|CAPAM_HUMAN	tr|A0A212CC07|A0A212CC07_CEREH
OG0006004	sp|P09382|LEG1_HUMAN	tr|A0A212CCP9|A0A212CCP9_CEREH
OG0006005	sp|Q9NYZ3|GTSE1_HUMAN	tr|A0A212CCS2|A0A212CCS2_CEREH
OG0006006	sp|Q96CB9|NSUN4_HUMAN	tr|A0A212CH89|A0A212CH89_CEREH
OG0006007	sp|Q9P2H3|IFT80_HUMAN	tr|A0A212CII0|A0A212CII0_CEREH
OG0006008	sp|Q14789|GOGB1_HUMAN	tr|A0A212CJR3|A0A212CJR3_CEREH
OG0006009	sp|E0CX11|STMP1_HUMAN	tr|A0A212CKB2|A0A212CKB2_CEREH
OG0006010	sp|A4D1F6|LRRD1_HUMAN	tr|A0A212CKU0|A0A212CKU0_CEREH
OG0006011	sp|Q8N0U4|F185A_HUMAN	tr|A0A212CLL5|A0A212CLL5_CEREH
OG0006012	sp|Q8TEA7|TBCK_HUMAN	tr|A0A212CLR2|A0A212CLR2_CEREH
OG0006014	sp|Q93038|TNR25_HUMAN	tr|A0A212CRI2|A0A212CRI2_CEREH
OG0006015	sp|Q9UBS9|SUCO_HUMAN	tr|A0A212CRM6|A0A212CRM6_CEREH
OG0006016	sp|Q8IXF0|NPAS3_HUMAN	tr|A0A212CSB4|A0A212CSB4_CEREH
OG0006017	sp|Q92541|RTF1_HUMAN	tr|A0A212CTF4|A0A212CTF4_CEREH
OG0006018	sp|O94986|CE152_HUMAN	tr|A0A212CTW8|A0A212CTW8_CEREH
OG0006019	sp|Q8N3F9|G137C_HUMAN	tr|A0A212CU07|A0A212CU07_CEREH
OG0006020	sp|P37108|SRP14_HUMAN	tr|A0A212CUF7|A0A212CUF7_CEREH
OG0006021	sp|Q96E11|RRFM_HUMAN	tr|A0A212CVJ0|A0A212CVJ0_CEREH
OG0006022	sp|Q8TCX1|DC2L1_HUMAN	tr|A0A212CW88|A0A212CW88_CEREH
OG0006023	sp|Q9Y493|ZAN_HUMAN	tr|A0A212CY53|A0A212CY53_CEREH
OG0006024	sp|Q8IXQ8|PDZD9_HUMAN	tr|A0A212CYB2|A0A212CYB2_CEREH
OG0006025	sp|Q96S06|LMF1_HUMAN	tr|A0A212CZ34|A0A212CZ34_CEREH
OG0006026	sp|Q8WV22|NSE1_HUMAN	tr|A0A212CZD9|A0A212CZD9_CEREH
OG0006027	sp|Q9Y2X0|MED16_HUMAN	tr|A0A212D0F9|A0A212D0F9_CEREH
OG0006028	sp|Q63ZY3|KANK2_HUMAN	tr|A0A212D106|A0A212D106_CEREH
OG0006029	sp|O14949|QCR8_HUMAN	tr|A0A212D1F6|A0A212D1F6_CEREH
OG0006030	sp|Q8IX19|MCEM1_HUMAN	tr|A0A212D291|A0A212D291_CEREH
OG0006031	sp|Q7Z4V5|HDGR2_HUMAN	tr|A0A212D2A4|A0A212D2A4_CEREH
OG0006032	sp|P52272|HNRPM_HUMAN	tr|A0A212D2L3|A0A212D2L3_CEREH
OG0006033	sp|Q5TEJ8|THMS2_HUMAN	tr|A0A212D314|A0A212D314_CEREH
OG0006034	sp|Q8WWG9|KCNE4_HUMAN	tr|A0A212D3T9|A0A212D3T9_CEREH
OG0006035	sp|Q9Y6X5|ENPP4_HUMAN	tr|A0A212D4B0|A0A212D4B0_CEREH
OG0006036	sp|Q3MIW9|MUCL3_HUMAN	tr|A0A212D4I8|A0A212D4I8_CEREH
OG0006037	sp|Q9Y694|S22A7_HUMAN	tr|A0A212D4X8|A0A212D4X8_CEREH
OG0006038	sp|P09543|CN37_HUMAN	tr|A0A212D795|A0A212D795_CEREH
OG0006039	sp|Q9UBX3|DIC_HUMAN	tr|A0A212D7C9|A0A212D7C9_CEREH
OG0006040	sp|Q5MNZ9|WIPI1_HUMAN	tr|A0A212DAB1|A0A212DAB1_CEREH
OG0006041	sp|Q9H9E3|COG4_HUMAN	tr|A0A212DE59|A0A212DE59_CEREH
OG0006042	sp|Q92934|BAD_HUMAN	tr|A0A212DFY7|A0A212DFY7_CEREH
OG0006043	sp|Q6P9B9|INT5_HUMAN	tr|A0A212DGN7|A0A212DGN7_CEREH
OG0006044	sp|Q8N413|S2545_HUMAN	tr|A0A212DH56|A0A212DH56_CEREH
OG0006045	sp|A0A1B0GUA7|TEX51_HUMAN	tr|A0A212C272|A0A212C272_CEREH
OG0006046	sp|Q96LW4|PRIPO_HUMAN	tr|A0A212C2V9|A0A212C2V9_CEREH
OG0006047	sp|P36888|FLT3_HUMAN	tr|A0A212C3N6|A0A212C3N6_CEREH
OG0006048	sp|Q13217|DNJC3_HUMAN	tr|A0A212C4A3|A0A212C4A3_CEREH
OG0006049	sp|O95394|AGM1_HUMAN	tr|A0A212C618|A0A212C618_CEREH
OG0006050	sp|O60673|REV3L_HUMAN	tr|A0A212C6A0|A0A212C6A0_CEREH
OG0006051	sp|Q08J23|NSUN2_HUMAN	tr|A0A212C822|A0A212C822_CEREH
OG0006052	sp|Q9UBX0|HESX1_HUMAN	tr|A0A212C976|A0A212C976_CEREH
OG0006053	sp|Q9HBI0|PARVG_HUMAN	tr|A0A212CC62|A0A212CC62_CEREH
OG0006054	sp|Q6ICB0|DESI1_HUMAN	tr|A0A212CCT9|A0A212CCT9_CEREH
OG0006055	sp|Q9BV10|ALG12_HUMAN	tr|A0A212CDF1|A0A212CDF1_CEREH
OG0006056	sp|Q9Y620|RA54B_HUMAN	tr|A0A212CET2|A0A212CET2_CEREH
OG0006057	sp|Q8IWG1|DNAI3_HUMAN	tr|A0A212CF32|A0A212CF32_CEREH
OG0006058	sp|P20827|EFNA1_HUMAN	tr|A0A212CG93|A0A212CG93_CEREH
OG0006059	sp|Q3ZCV2|LEXM_HUMAN	tr|A0A212CGW6|A0A212CGW6_CEREH
OG0006060	sp|Q8N0U2|TMM61_HUMAN	tr|A0A212CHK3|A0A212CHK3_CEREH
OG0006061	sp|Q9UK59|DBR1_HUMAN	tr|A0A212CJ38|A0A212CJ38_CEREH
OG0006062	sp|Q86SP6|GP149_HUMAN	tr|A0A212CJW2|A0A212CJW2_CEREH
OG0006063	sp|Q13049|TRI32_HUMAN	tr|A0A212CMZ1|A0A212CMZ1_CEREH
OG0006064	sp|P57775|FBXW4_HUMAN	tr|A0A212CN91|A0A212CN91_CEREH
OG0006065	sp|Q8TDM6|DLG5_HUMAN	tr|A0A212CNT5|A0A212CNT5_CEREH
OG0006066	sp|O75900|MMP23_HUMAN	tr|A0A212CQ87|A0A212CQ87_CEREH
OG0006067	sp|Q8N9B5|JMY_HUMAN	tr|A0A212CTW6|A0A212CTW6_CEREH
OG0006068	sp|Q9H972|CN093_HUMAN	tr|A0A212CV83|A0A212CV83_CEREH
OG0006069	sp|P38435|VKGC_HUMAN	tr|A0A212CW12|A0A212CW12_CEREH
OG0006070	sp|A6NNT2|CP096_HUMAN	tr|A0A212CY46|A0A212CY46_CEREH
OG0006071	sp|Q6ZRS2|SRCAP_HUMAN	tr|A0A212CYG6|A0A212CYG6_CEREH
OG0006072	sp|P59773|MNARL_HUMAN	tr|A0A212D0P6|A0A212D0P6_CEREH
OG0006073	sp|P36969|GPX4_HUMAN	tr|A0A212D122|A0A212D122_CEREH
OG0006074	sp|Q969H8|MYDGF_HUMAN	tr|A0A212D1L5|A0A212D1L5_CEREH
OG0006075	sp|Q9BQ95|ECSIT_HUMAN	tr|A0A212D2Q3|A0A212D2Q3_CEREH
OG0006076	sp|Q8IU57|INLR1_HUMAN	tr|A0A212D344|A0A212D344_CEREH
OG0006077	sp|Q2NL82|TSR1_HUMAN	tr|A0A212D8E6|A0A212D8E6_CEREH
OG0006078	sp|Q495M9|USH1G_HUMAN	tr|A0A212D8G5|A0A212D8G5_CEREH
OG0006079	sp|Q9BSJ6|PIMRE_HUMAN	tr|A0A212D9X4|A0A212D9X4_CEREH
OG0006080	sp|Q9UK76|JUPI1_HUMAN	tr|A0A212DA95|A0A212DA95_CEREH
OG0006081	sp|Q8WYA0|IFT81_HUMAN	tr|A0A212DAC8|A0A212DAC8_CEREH
OG0006082	sp|Q9P298|HIG1B_HUMAN	tr|A0A212DAK9|A0A212DAK9_CEREH
OG0006083	sp|Q6UWF3|SCIMP_HUMAN	tr|A0A212DBB0|A0A212DBB0_CEREH
OG0006084	sp|Q8IUW3|SPA2L_HUMAN	tr|A0A212DD05|A0A212DD05_CEREH
OG0006085	sp|P10073|ZSC22_HUMAN	tr|A0A212DD14|A0A212DD14_CEREH
OG0006086	sp|Q9H0I2|ENKD1_HUMAN	tr|A0A212DDV6|A0A212DDV6_CEREH
OG0006087	sp|Q6UWN0|LYPD4_HUMAN	tr|A0A212DE79|A0A212DE79_CEREH
OG0006088	sp|Q9P0U3|SENP1_HUMAN	tr|A0A212DES4|A0A212DES4_CEREH
OG0006089	sp|Q15633|TRBP2_HUMAN	tr|A0A212DFG8|A0A212DFG8_CEREH
OG0006090	sp|Q1KMD3|HNRL2_HUMAN	tr|A0A212DGM7|A0A212DGM7_CEREH
OG0006091	sp|P51965|UB2E1_HUMAN	tr|A0A212C2U7|A0A212C2U7_CEREH
OG0006092	sp|Q9BYX2|TBD2A_HUMAN	tr|A0A212C4T3|A0A212C4T3_CEREH
OG0006093	sp|Q96BK5|PINX1_HUMAN	tr|A0A212C4V1|A0A212C4V1_CEREH
OG0006094	sp|Q8IZT8|HS3S5_HUMAN	tr|A0A212C682|A0A212C682_CEREH
OG0006095	sp|Q96DM3|RMC1_HUMAN	tr|A0A212C6Q0|A0A212C6Q0_CEREH
OG0006096	sp|Q96EQ0|SGTB_HUMAN	tr|A0A212C8N8|A0A212C8N8_CEREH
OG0006097	sp|Q96DB2|HDA11_HUMAN	tr|A0A212C8W8|A0A212C8W8_CEREH
OG0006098	sp|P59923|ZN445_HUMAN	tr|A0A212C9K7|A0A212C9K7_CEREH
OG0006099	sp|Q9NZK5|ADA2_HUMAN	tr|A0A212CCQ9|A0A212CCQ9_CEREH
OG0006100	sp|P12956|XRCC6_HUMAN	tr|A0A212CCW1|A0A212CCW1_CEREH
OG0006101	sp|Q9UGB7|MIOX_HUMAN	tr|A0A212CD68|A0A212CD68_CEREH
OG0006102	sp|Q96I34|PP16A_HUMAN	tr|A0A212CDY1|A0A212CDY1_CEREH
OG0006103	sp|Q9NUL3|STAU2_HUMAN	tr|A0A212CEB2|A0A212CEB2_CEREH
OG0006104	sp|Q9BYD1|RM13_HUMAN	tr|A0A212CEF6|A0A212CEF6_CEREH
OG0006105	sp|P48449|LSS_HUMAN	tr|A0A212CJF2|A0A212CJF2_CEREH
OG0006106	sp|P29972|AQP1_HUMAN	tr|A0A212CKI7|A0A212CKI7_CEREH
OG0006107	sp|Q8WVS4|DC2I1_HUMAN	tr|A0A212CKN2|A0A212CKN2_CEREH
OG0006108	sp|Q53EZ4|CEP55_HUMAN	tr|A0A212CN70|A0A212CN70_CEREH
OG0006109	sp|O95749|GGPPS_HUMAN	tr|A0A212CNE8|A0A212CNE8_CEREH
OG0006110	sp|O60502|OGA_HUMAN	tr|A0A212CNX7|A0A212CNX7_CEREH
OG0006111	sp|Q9H251|CAD23_HUMAN	tr|A0A212CPS0|A0A212CPS0_CEREH
OG0006112	sp|P20023|CR2_HUMAN	tr|A0A212CQG8|A0A212CQG8_CEREH
OG0006113	sp|Q9NPF4|OSGEP_HUMAN	tr|A0A212CU50|A0A212CU50_CEREH
OG0006114	sp|O60566|BUB1B_HUMAN	tr|A0A212CUU2|A0A212CUU2_CEREH
OG0006115	sp|Q9C0C6|CIPC_HUMAN	tr|A0A212CV29|A0A212CV29_CEREH
OG0006116	sp|Q9P2P6|STAR9_HUMAN	tr|A0A212CVC5|A0A212CVC5_CEREH
OG0006117	sp|A6NJV1|F166C_HUMAN	tr|A0A212CVW4|A0A212CVW4_CEREH
OG0006118	sp|O43529|CHSTA_HUMAN	tr|A0A212CVY2|A0A212CVY2_CEREH
OG0006119	sp|O15260|SURF4_HUMAN	tr|A0A212CWC0|A0A212CWC0_CEREH
OG0006120	sp|Q05952|STP2_HUMAN	tr|A0A212CZI3|A0A212CZI3_CEREH
OG0006121	sp|Q9UL40|ZN346_HUMAN	tr|A0A212D0V6|A0A212D0V6_CEREH
OG0006122	sp|A6NEK1|ARRD5_HUMAN	tr|A0A212D2L2|A0A212D2L2_CEREH
OG0006123	sp|Q9NZK7|PA2GE_HUMAN	tr|A0A212D307|A0A212D307_CEREH
OG0006124	sp|Q8NAX2|KDF1_HUMAN	tr|A0A212D3M0|A0A212D3M0_CEREH
OG0006125	sp|Q18PE1|DOK7_HUMAN	tr|A0A212D6Q3|A0A212D6Q3_CEREH
OG0006126	sp|Q53GT1|KLH22_HUMAN	tr|A0A212D8C9|A0A212D8C9_CEREH
OG0006127	sp|P40763|STAT3_HUMAN	tr|A0A212D905|A0A212D905_CEREH
OG0006128	sp|Q6NZY4|ZCHC8_HUMAN	tr|A0A212D989|A0A212D989_CEREH
OG0006129	sp|Q14CW9|AT7L3_HUMAN	tr|A0A212D9Q4|A0A212D9Q4_CEREH
OG0006130	sp|Q9UHP6|RSP14_HUMAN	tr|A0A212D9Q8|A0A212D9Q8_CEREH
OG0006131	sp|Q96GF1|RN185_HUMAN	tr|A0A212D9S0|A0A212D9S0_CEREH
OG0006132	sp|Q3KQZ1|S2535_HUMAN	tr|A0A212DA35|A0A212DA35_CEREH
OG0006133	sp|Q969H0|FBXW7_HUMAN	tr|A0A212DAG8|A0A212DAG8_CEREH
OG0006134	sp|Q2M2W7|CQ058_HUMAN	tr|A0A212DB02|A0A212DB02_CEREH
OG0006135	sp|Q99572|P2RX7_HUMAN	tr|A0A212DB16|A0A212DB16_CEREH
OG0006136	sp|O00110|OVOL3_HUMAN	tr|A0A212DBG1|A0A212DBG1_CEREH
OG0006137	sp|Q96KS0|EGLN2_HUMAN	tr|A0A212DBN5|A0A212DBN5_CEREH
OG0006138	sp|P06744|G6PI_HUMAN	tr|A0A212DC42|A0A212DC42_CEREH
OG0006139	sp|Q8IZF4|AGRG5_HUMAN	tr|A0A212DCD3|A0A212DCD3_CEREH
OG0006140	sp|A0A1W2PS18|PMIS2_HUMAN	tr|A0A212DDA3|A0A212DDA3_CEREH
OG0006141	sp|Q9BPY3|F118B_HUMAN	tr|A0A212DG36|A0A212DG36_CEREH
OG0006142	sp|A6NC98|CC88B_HUMAN	tr|A0A212DGJ7|A0A212DGJ7_CEREH
OG0006143	sp|Q86UD1|OAF_HUMAN	tr|A0A212DHT7|A0A212DHT7_CEREH
OG0006144	sp|O14683|P5I11_HUMAN	tr|A0A212DI15|A0A212DI15_CEREH
OG0006145	sp|Q04941|PLP2_HUMAN	tr|A0A212C0L6|A0A212C0L6_CEREH
OG0006146	sp|Q92575|UBXN4_HUMAN	tr|A0A212C1Y3|A0A212C1Y3_CEREH
OG0006147	sp|Q3LI76|KR151_HUMAN	tr|A0A212C3K4|A0A212C3K4_CEREH
OG0006149	sp|Q4ADV7|RIC1_HUMAN	tr|A0A212C4W2|A0A212C4W2_CEREH
