Orthogroup	Homo_sapiens	Bos_taurus
OG0007100	sp|Q9ULI2|RIMKB_HUMAN	sp|Q0VCE9|RIMKB_BOVIN
OG0007101	sp|Q13291|SLAF1_HUMAN	tr|Q1RML5|Q1RML5_BOVIN
OG0007102	sp|P27037|AVR2A_HUMAN	sp|Q28043|AVR2A_BOVIN
OG0007103	sp|Q8WXG1|RSAD2_HUMAN	sp|Q2HJF9|RSAD2_BOVIN
OG0007104	sp|Q6P2C8|MED27_HUMAN	sp|Q2TBN7|MED27_BOVIN
OG0007105	sp|Q8N543|OGFD1_HUMAN	sp|Q3MI03|OGFD1_BOVIN
OG0007106	sp|Q6GMV3|PTRD1_HUMAN	sp|Q3SZ85|PTRD1_BOVIN
OG0007107	sp|O14495|PLPP3_HUMAN	sp|Q3SZE3|PLPP3_BOVIN
OG0007108	sp|Q8TB61|S35B2_HUMAN	tr|Q3ZBB0|Q3ZBB0_BOVIN
OG0007109	sp|Q9BXN1|ASPN_HUMAN	sp|Q3ZBN5|ASPN_BOVIN
OG0007110	sp|P14550|AK1A1_HUMAN	sp|Q3ZCJ2|AK1A1_BOVIN
OG0007111	sp|P35998|PRS7_HUMAN	sp|Q5E9F9|PRS7_BOVIN
OG0007112	sp|Q07869|PPARA_HUMAN	tr|Q5EA13|Q5EA13_BOVIN
OG0007113	sp|X6R8D5|GUCNB_HUMAN	tr|A0A3Q1LFG5|A0A3Q1LFG5_BOVIN
OG0007114	sp|Q96L03|SPT17_HUMAN	tr|A0A3Q1LVL8|A0A3Q1LVL8_BOVIN
OG0007115	sp|Q9P2E7|PCD10_HUMAN	tr|A0A3Q1LYG2|A0A3Q1LYG2_BOVIN
OG0007116	sp|Q12872|SFSWA_HUMAN	tr|A0A3Q1LYZ4|A0A3Q1LYZ4_BOVIN
OG0007117	sp|O60307|MAST3_HUMAN	tr|A0A3Q1M4R9|A0A3Q1M4R9_BOVIN
OG0007118	sp|Q9NQQ7|S35C2_HUMAN	tr|A0A3Q1M589|A0A3Q1M589_BOVIN
OG0007119	sp|Q9NUU6|OTULL_HUMAN	tr|A0A3Q1M8K2|A0A3Q1M8K2_BOVIN
OG0007120	sp|Q9Y3T6|R3HC1_HUMAN	tr|A0A3Q1MBN1|A0A3Q1MBN1_BOVIN
OG0007121	sp|Q96PI1|SPRR4_HUMAN	tr|A0A3Q1MD48|A0A3Q1MD48_BOVIN
OG0007122	sp|Q5HYC2|K2026_HUMAN	tr|A0A3Q1MR27|A0A3Q1MR27_BOVIN
OG0007123	sp|P23919|KTHY_HUMAN	tr|A0A3Q1N7A8|A0A3Q1N7A8_BOVIN
OG0007124	sp|Q96EX1|SIM12_HUMAN	sp|A5PJ82|SIM12_BOVIN
OG0007125	sp|Q13185|CBX3_HUMAN	tr|A6H7C4|A6H7C4_BOVIN
OG0007126	sp|O60895|RAMP2_HUMAN	tr|A6H7J8|A6H7J8_BOVIN
OG0007127	sp|Q95460|HMR1_HUMAN	sp|C1ITJ8|HMR1_BOVIN
OG0007128	sp|Q5SQQ9|VAX1_HUMAN	tr|E1B853|E1B853_BOVIN
OG0007129	sp|Q9BRS2|RIOK1_HUMAN	tr|E1B887|E1B887_BOVIN
OG0007130	sp|Q2VYF4|LETM2_HUMAN	tr|E1B9Z2|E1B9Z2_BOVIN
OG0007131	sp|Q9NQU5|PAK6_HUMAN	tr|E1BA03|E1BA03_BOVIN
OG0007132	sp|Q9GZU7|CTDS1_HUMAN	tr|E1BDE3|E1BDE3_BOVIN
OG0007133	sp|Q9Y4C1|KDM3A_HUMAN	tr|E1BFC2|E1BFC2_BOVIN
OG0007134	sp|Q8WU58|F222B_HUMAN	tr|E1BFC5|E1BFC5_BOVIN
OG0007135	sp|P51688|SPHM_HUMAN	tr|E1BFX4|E1BFX4_BOVIN
OG0007136	sp|Q6UX68|XKR5_HUMAN	tr|E1BJ07|E1BJ07_BOVIN
OG0007137	sp|Q96P66|GP101_HUMAN	tr|F1MDI5|F1MDI5_BOVIN
OG0007138	sp|Q8N122|RPTOR_HUMAN	tr|F1MG06|F1MG06_BOVIN
OG0007139	sp|Q8NGX8|OR6Y1_HUMAN	tr|F1MG43|F1MG43_BOVIN
OG0007140	sp|Q9NVE7|PANK4_HUMAN	tr|F1MLD0|F1MLD0_BOVIN
OG0007141	sp|Q9BXB7|SPT16_HUMAN	tr|F1MN96|F1MN96_BOVIN
OG0007142	sp|Q9UBN7|HDAC6_HUMAN	tr|F1MQP3|F1MQP3_BOVIN
OG0007143	sp|Q99424|ACOX2_HUMAN	tr|F1MRF5|F1MRF5_BOVIN
OG0007144	sp|Q8NGX9|OR6P1_HUMAN	tr|F1MVG0|F1MVG0_BOVIN
OG0007145	sp|P14920|OXDA_HUMAN	tr|F1MVM4|F1MVM4_BOVIN
OG0007146	sp|O00221|IKBE_HUMAN	tr|F1MVS1|F1MVS1_BOVIN
OG0007147	sp|Q96DB2|HDA11_HUMAN	tr|F1MWX4|F1MWX4_BOVIN
OG0007148	sp|O60312|AT10A_HUMAN	tr|F1MZ89|F1MZ89_BOVIN
OG0007149	sp|Q7Z304|MAMC2_HUMAN	tr|F1MZ93|F1MZ93_BOVIN
OG0007150	sp|Q86Z14|KLOTB_HUMAN	tr|F1N4S9|F1N4S9_BOVIN
OG0007151	sp|Q9HD42|CHM1A_HUMAN	tr|F6RC54|F6RC54_BOVIN
OG0007152	sp|Q01581|HMCS1_HUMAN	tr|F6RJG0|F6RJG0_BOVIN
OG0007153	sp|Q9BXK1|KLF16_HUMAN	tr|G3MWS8|G3MWS8_BOVIN
OG0007154	sp|P51608|MECP2_HUMAN	tr|G3MYE7|G3MYE7_BOVIN
OG0007155	sp|P43652|AFAM_HUMAN	sp|G3MYZ3|AFAM_BOVIN
OG0007156	sp|Q9Y3R0|GRIP1_HUMAN	tr|G3MZP1|G3MZP1_BOVIN
OG0007157	sp|Q7RTU4|BHA09_HUMAN	tr|G3N0S4|G3N0S4_BOVIN
OG0007158	sp|O95158|NXPH4_HUMAN	tr|G3N154|G3N154_BOVIN
OG0007159	sp|P01189|COLI_HUMAN	sp|P01190|COLI_BOVIN
OG0007160	sp|O15540|FABP7_HUMAN	sp|Q09139|FABP7_BOVIN
OG0007161	sp|Q96RU7|TRIB3_HUMAN	sp|Q0VCE3|TRIB3_BOVIN
OG0007162	sp|Q9BQE4|SELS_HUMAN	sp|Q2KI76|SELS_BOVIN
OG0007163	sp|A6NGH7|CC160_HUMAN	sp|Q2T9U9|CC160_BOVIN
OG0007164	sp|Q9UJG1|MSPD1_HUMAN	sp|Q2T9W7|MSPD1_BOVIN
OG0007165	sp|Q12798|CETN1_HUMAN	sp|Q32LE3|CETN1_BOVIN
OG0007166	sp|Q6PI26|SHQ1_HUMAN	sp|Q3MHH1|SHQ1_BOVIN
OG0007167	sp|P55056|APOC4_HUMAN	sp|Q3SYR5|APOC4_BOVIN
OG0007168	sp|Q8NEY3|SPAT4_HUMAN	tr|Q3SZH4|Q3SZH4_BOVIN
OG0007169	sp|Q08830|FGL1_HUMAN	sp|Q3SZZ7|FGL1_BOVIN
OG0007170	sp|P61457|PHS_HUMAN	sp|Q3ZBD3|PHS_BOVIN
OG0007171	sp|Q693B1|KCD11_HUMAN	sp|Q58DF7|KCD11_BOVIN
OG0007172	sp|Q86YW7|GPHB5_HUMAN	tr|A0A0F7RPV8|A0A0F7RPV8_BOVIN
OG0007173	sp|Q9P2K5|MYEF2_HUMAN	tr|A0A3Q1LY89|A0A3Q1LY89_BOVIN
OG0007174	sp|Q2NKQ1|SGSM1_HUMAN	tr|A0A3Q1LYT9|A0A3Q1LYT9_BOVIN
OG0007175	sp|O43854|EDIL3_HUMAN	tr|A0A3Q1LZC5|A0A3Q1LZC5_BOVIN
OG0007177	sp|Q13201|MMRN1_HUMAN	tr|A0A3Q1M2H1|A0A3Q1M2H1_BOVIN
OG0007178	sp|Q9BWG4|SSBP4_HUMAN	tr|A0A3Q1MLD3|A0A3Q1MLD3_BOVIN
OG0007179	sp|P17706|PTN2_HUMAN	tr|A0A3Q1MPM2|A0A3Q1MPM2_BOVIN
OG0007180	sp|Q32MZ4|LRRF1_HUMAN	tr|A0A3Q1MQF7|A0A3Q1MQF7_BOVIN
OG0007181	sp|Q569G3|CE047_HUMAN	tr|A0A3Q1MXC8|A0A3Q1MXC8_BOVIN
OG0007182	sp|A8K8P3|SFI1_HUMAN	tr|A0A3Q1NA26|A0A3Q1NA26_BOVIN
OG0007183	sp|P20273|CD22_HUMAN	tr|A0A3Q1NI55|A0A3Q1NI55_BOVIN
OG0007184	sp|Q96BN6|F149B_HUMAN	sp|A0JNF3|F149B_BOVIN
OG0007185	sp|Q9UJX2|CDC23_HUMAN	sp|A1A4R8|CDC23_BOVIN
OG0007186	sp|Q9NZJ5|E2AK3_HUMAN	tr|A5D791|A5D791_BOVIN
OG0007187	sp|Q5T953|IER5L_HUMAN	tr|E1B8J9|E1B8J9_BOVIN
OG0007188	sp|Q8N6M6|AMPO_HUMAN	tr|E1BA70|E1BA70_BOVIN
OG0007189	sp|Q96PY6|NEK1_HUMAN	tr|E1BBM3|E1BBM3_BOVIN
OG0007190	sp|O15146|MUSK_HUMAN	tr|E1BKP7|E1BKP7_BOVIN
OG0007191	sp|P51530|DNA2_HUMAN	sp|E1BMP7|DNA2_BOVIN
OG0007192	sp|O60928|KCJ13_HUMAN	tr|E1BN00|E1BN00_BOVIN
OG0007193	sp|Q92766|RREB1_HUMAN	tr|E1BN44|E1BN44_BOVIN
OG0007194	sp|Q6P1R3|MSD2_HUMAN	tr|F1MDC7|F1MDC7_BOVIN
OG0007195	sp|Q5M7Z0|RNFT1_HUMAN	tr|F1MDV4|F1MDV4_BOVIN
OG0007196	sp|Q9P1Z0|ZBTB4_HUMAN	tr|F1MFQ4|F1MFQ4_BOVIN
OG0007197	sp|P04201|MAS_HUMAN	tr|F1N011|F1N011_BOVIN
OG0007198	sp|Q8IY22|CMIP_HUMAN	tr|F1N6D6|F1N6D6_BOVIN
OG0007199	sp|Q86TU7|SETD3_HUMAN	tr|F6R2J7|F6R2J7_BOVIN
OG0007200	sp|Q9NQE7|TSSP_HUMAN	tr|G5E657|G5E657_BOVIN
OG0007201	sp|P08034|CXB1_HUMAN	sp|O18968|CXB1_BOVIN
OG0007202	sp|Q92499|DDX1_HUMAN	sp|Q0IIK5|DDX1_BOVIN
OG0007203	sp|P06865|HEXA_HUMAN	sp|Q0V8R6|HEXA_BOVIN
OG0007204	sp|Q96MH6|TMM68_HUMAN	sp|Q0VCR6|TMM68_BOVIN
OG0007205	sp|O43567|RNF13_HUMAN	sp|Q0VD51|RNF13_BOVIN
OG0007206	sp|Q7Z422|SZRD1_HUMAN	sp|Q2KI04|SZRD1_BOVIN
OG0007207	sp|P33947|ERD22_HUMAN	sp|Q2KJ37|ERD22_BOVIN
OG0007208	sp|Q8TC94|ACTL9_HUMAN	sp|Q2T9W4|ACTL9_BOVIN
OG0007209	sp|Q86UX7|URP2_HUMAN	sp|Q32LP0|URP2_BOVIN
OG0007210	sp|Q7Z7H8|RM10_HUMAN	sp|Q3MHY7|RM10_BOVIN
OG0007211	sp|P84090|ERH_HUMAN	sp|Q3SZC0|ERH_BOVIN
OG0007212	sp|O15372|EIF3H_HUMAN	sp|Q56JZ5|EIF3H_BOVIN
OG0007213	sp|P98066|TSG6_HUMAN	tr|Q5W1C4|Q5W1C4_BOVIN
OG0007214	sp|P30532|ACHA5_HUMAN	sp|Q8SPU7|ACHA5_BOVIN
OG0007215	sp|O14863|ZNT4_HUMAN	sp|Q9TTF3|ZNT4_BOVIN
OG0007216	sp|Q92731|ESR2_HUMAN	sp|Q9XSB5|ESR2_BOVIN
OG0007217	sp|Q9Y548|YIPF1_HUMAN	tr|A0A3Q1LL04|A0A3Q1LL04_BOVIN
OG0007218	sp|Q96FF7|MISP3_HUMAN	tr|A0A3Q1LNW2|A0A3Q1LNW2_BOVIN
OG0007219	sp|O15118|NPC1_HUMAN	tr|A0A3Q1LT67|A0A3Q1LT67_BOVIN
OG0007220	sp|Q9C0B0|UNK_HUMAN	tr|A0A3Q1LZ16|A0A3Q1LZ16_BOVIN
OG0007221	sp|Q9UPN6|SCAF8_HUMAN	tr|A0A3Q1LZ51|A0A3Q1LZ51_BOVIN
OG0007222	sp|Q9UQ35|SRRM2_HUMAN	tr|A0A3Q1M0D6|A0A3Q1M0D6_BOVIN
OG0007223	sp|Q15075|EEA1_HUMAN	tr|A0A3Q1M5J6|A0A3Q1M5J6_BOVIN
OG0007224	sp|P07202|PERT_HUMAN	tr|A0A3Q1M790|A0A3Q1M790_BOVIN
OG0007225	sp|A0A1B0GUU1|CQ113_HUMAN	tr|A0A3Q1MBK0|A0A3Q1MBK0_BOVIN
OG0007226	sp|O43147|SGSM2_HUMAN	tr|A0A3Q1MBX0|A0A3Q1MBX0_BOVIN
OG0007227	sp|P17787|ACHB2_HUMAN	tr|A0A3Q1MJN8|A0A3Q1MJN8_BOVIN
OG0007228	sp|Q9NRH2|SNRK_HUMAN	tr|A0A3Q1MRW3|A0A3Q1MRW3_BOVIN
OG0007229	sp|Q7Z7B0|FLIP1_HUMAN	tr|A0A3Q1MZP2|A0A3Q1MZP2_BOVIN
OG0007230	sp|O95868|LY66D_HUMAN	tr|A0A3Q1NBV6|A0A3Q1NBV6_BOVIN
OG0007231	sp|Q67FW5|B3GNL_HUMAN	tr|A0A3Q1NK42|A0A3Q1NK42_BOVIN
OG0007232	sp|P05976|MYL1_HUMAN	sp|A0JNJ5|MYL1_BOVIN
OG0007233	sp|Q68D91|MBLC2_HUMAN	sp|A5PJT0|MBLC2_BOVIN
OG0007234	sp|Q8NFQ8|TOIP2_HUMAN	tr|A5PKH0|A5PKH0_BOVIN
OG0007235	sp|Q5JW98|CAHM4_HUMAN	tr|A6QP96|A6QP96_BOVIN
OG0007236	sp|Q7Z4F1|LRP10_HUMAN	tr|A6QPB1|A6QPB1_BOVIN
OG0007237	sp|Q68CQ4|UTP25_HUMAN	tr|A7YWC9|A7YWC9_BOVIN
OG0007238	sp|Q8N1Q8|THEM5_HUMAN	tr|E1BAC0|E1BAC0_BOVIN
OG0007239	sp|Q96P63|SPB12_HUMAN	tr|E1BDF5|E1BDF5_BOVIN
OG0007240	sp|P57071|PRD15_HUMAN	tr|E1BEG7|E1BEG7_BOVIN
OG0007241	sp|Q5TCX8|M3K21_HUMAN	tr|E1BFV2|E1BFV2_BOVIN
OG0007242	sp|Q14849|STAR3_HUMAN	tr|E1BKK4|E1BKK4_BOVIN
OG0007243	sp|Q92538|GBF1_HUMAN	tr|E1BMC4|E1BMC4_BOVIN
OG0007244	sp|Q9UM47|NOTC3_HUMAN	tr|E1BPT8|E1BPT8_BOVIN
OG0007245	sp|Q9P2E9|RRBP1_HUMAN	tr|F1MDC1|F1MDC1_BOVIN
OG0007246	sp|Q9BZQ2|SHP1L_HUMAN	tr|F1MDF0|F1MDF0_BOVIN
OG0007247	sp|Q8N4S0|CCD82_HUMAN	tr|F1MEZ4|F1MEZ4_BOVIN
OG0007248	sp|Q9NX55|HYPK_HUMAN	tr|F1MGE9|F1MGE9_BOVIN
OG0007249	sp|Q5K4L6|S27A3_HUMAN	tr|F1MIU7|F1MIU7_BOVIN
OG0007250	sp|Q96RD9|FCRL5_HUMAN	tr|F1MRL2|F1MRL2_BOVIN
OG0007251	sp|Q9BTV6|DPH7_HUMAN	tr|F1MY10|F1MY10_BOVIN
OG0007252	sp|Q8N0W7|FMR1N_HUMAN	tr|F1N5M5|F1N5M5_BOVIN
OG0007253	sp|Q8IZR5|CKLF4_HUMAN	tr|F6RCZ6|F6RCZ6_BOVIN
OG0007254	sp|A6NNT2|CP096_HUMAN	tr|G3MYC3|G3MYC3_BOVIN
OG0007255	sp|Q2M389|WASC4_HUMAN	tr|G5E600|G5E600_BOVIN
OG0007256	sp|P11168|GTR2_HUMAN	sp|P58351|GTR2_BOVIN
OG0007257	sp|P10145|IL8_HUMAN	sp|P79255|IL8_BOVIN
OG0007258	sp|P04234|CD3D_HUMAN	sp|Q28072|CD3D_BOVIN
OG0007259	sp|Q9UHD1|CHRD1_HUMAN	sp|Q29RL2|CHRD1_BOVIN
OG0007260	sp|Q9BS18|APC13_HUMAN	sp|Q2NKV2|APC13_BOVIN
OG0007261	sp|Q96K58|ZN668_HUMAN	sp|Q2TA17|ZN668_BOVIN
OG0007262	sp|O95715|CXL14_HUMAN	tr|Q3SYY1|Q3SYY1_BOVIN
OG0007263	sp|O00422|SAP18_HUMAN	sp|Q3T022|SAP18_BOVIN
OG0007264	sp|Q969S2|NEIL2_HUMAN	sp|Q6IE77|NEIL2_BOVIN
OG0007265	sp|Q9Y639|NPTN_HUMAN	tr|A0A3Q1LL79|A0A3Q1LL79_BOVIN
OG0007266	sp|Q7L1V2|MON1B_HUMAN	tr|A0A3Q1LP41|A0A3Q1LP41_BOVIN
OG0007267	sp|O15040|TCPR2_HUMAN	tr|A0A3Q1LPB7|A0A3Q1LPB7_BOVIN
OG0007268	sp|Q9H8M5|CNNM2_HUMAN	tr|A0A3Q1LRB9|A0A3Q1LRB9_BOVIN
OG0007269	sp|Q8WWQ2|HPSE2_HUMAN	tr|A0A3Q1LRF3|A0A3Q1LRF3_BOVIN
OG0007270	sp|Q86SS6|SYT9_HUMAN	tr|A0A3Q1LXE7|A0A3Q1LXE7_BOVIN
OG0007271	sp|Q9UIU6|SIX4_HUMAN	tr|A0A3Q1M669|A0A3Q1M669_BOVIN
OG0007272	sp|Q86UU0|BCL9L_HUMAN	tr|A0A3Q1M6V2|A0A3Q1M6V2_BOVIN
OG0007273	sp|O43548|TGM5_HUMAN	tr|A0A3Q1MID2|A0A3Q1MID2_BOVIN
OG0007274	sp|Q9H825|METL8_HUMAN	tr|A0A3Q1MY71|A0A3Q1MY71_BOVIN
OG0007275	sp|Q8N9B8|RGF1A_HUMAN	tr|A0A3Q1N010|A0A3Q1N010_BOVIN
OG0007276	sp|Q9Y2L5|TPPC8_HUMAN	tr|A0A3Q1N5L8|A0A3Q1N5L8_BOVIN
OG0007277	sp|Q9Y2G4|ANKR6_HUMAN	tr|A0A3Q1NDR9|A0A3Q1NDR9_BOVIN
OG0007278	sp|Q53QV2|LBH_HUMAN	sp|A5PJU8|LBH_BOVIN
OG0007279	sp|Q5TC63|GRTP1_HUMAN	tr|A5PKH1|A5PKH1_BOVIN
OG0007280	sp|Q7L4I2|RSRC2_HUMAN	sp|A6QLS2|RSRC2_BOVIN
OG0007281	sp|Q9Y333|LSM2_HUMAN	tr|A6QQV3|A6QQV3_BOVIN
OG0007282	sp|Q8IU57|INLR1_HUMAN	tr|E1B7G0|E1B7G0_BOVIN
OG0007283	sp|P31267|HXA6_HUMAN	tr|E1B7T2|E1B7T2_BOVIN
OG0007284	sp|Q9UQ26|RIMS2_HUMAN	tr|E1B7V2|E1B7V2_BOVIN
OG0007285	sp|Q8NH05|OR4Q3_HUMAN	tr|E1BAT2|E1BAT2_BOVIN
OG0007286	sp|P47211|GALR1_HUMAN	tr|E1BCM7|E1BCM7_BOVIN
OG0007287	sp|Q8N0Z2|ABRA_HUMAN	tr|E1BCX2|E1BCX2_BOVIN
OG0007288	sp|Q9GZN0|GPR88_HUMAN	tr|E1BHN7|E1BHN7_BOVIN
OG0007289	sp|Q16589|CCNG2_HUMAN	tr|E1BIN6|E1BIN6_BOVIN
OG0007290	sp|Q70EL4|UBP43_HUMAN	tr|E1BKF4|E1BKF4_BOVIN
OG0007291	sp|P30550|GRPR_HUMAN	tr|E1BL07|E1BL07_BOVIN
OG0007292	sp|Q9HD90|NDF4_HUMAN	tr|E1BMG6|E1BMG6_BOVIN
OG0007293	sp|O95793|STAU1_HUMAN	tr|F1MH34|F1MH34_BOVIN
OG0007294	sp|P35573|GDE_HUMAN	tr|F1MHT1|F1MHT1_BOVIN
OG0007295	sp|Q86YI8|PHF13_HUMAN	tr|F1MJH9|F1MJH9_BOVIN
OG0007296	sp|P17022|ZNF18_HUMAN	tr|F1MJI9|F1MJI9_BOVIN
OG0007297	sp|Q96MK3|FA20A_HUMAN	tr|F1MJW4|F1MJW4_BOVIN
OG0007298	sp|Q9NQL9|DMRT3_HUMAN	tr|F1MZ24|F1MZ24_BOVIN
OG0007299	sp|Q6ZWL3|CP4V2_HUMAN	tr|F1N3Z7|F1N3Z7_BOVIN
OG0007300	sp|O75386|TULP3_HUMAN	tr|F1N7S0|F1N7S0_BOVIN
OG0007301	sp|Q6ZW05|PTHD4_HUMAN	tr|F6PVM2|F6PVM2_BOVIN
OG0007302	sp|Q96D71|REPS1_HUMAN	tr|F6Q4T4|F6Q4T4_BOVIN
OG0007303	sp|Q9NWH2|TM242_HUMAN	tr|F6QST6|F6QST6_BOVIN
OG0007304	sp|A0AV96|RBM47_HUMAN	tr|F6RYN2|F6RYN2_BOVIN
OG0007305	sp|Q0P6D6|CCD15_HUMAN	tr|G3MWK5|G3MWK5_BOVIN
OG0007306	sp|Q86WK7|AMGO3_HUMAN	tr|G3MX42|G3MX42_BOVIN
OG0007307	sp|Q86Y56|DAAF5_HUMAN	tr|G3N314|G3N314_BOVIN
OG0007308	sp|Q9NTM9|CUTC_HUMAN	tr|H7BWV5|H7BWV5_BOVIN
OG0007309	sp|P14621|ACYP2_HUMAN	sp|P07033|ACYP2_BOVIN
OG0007310	sp|P50613|CDK7_HUMAN	tr|Q08DX5|Q08DX5_BOVIN
OG0007311	sp|Q06945|SOX4_HUMAN	tr|Q0VCF8|Q0VCF8_BOVIN
OG0007312	sp|Q96K17|BT3L4_HUMAN	sp|Q2KIY7|BT3L4_BOVIN
OG0007313	sp|Q9H106|SIRPD_HUMAN	tr|Q2TA28|Q2TA28_BOVIN
OG0007314	sp|Q9H173|SIL1_HUMAN	sp|Q32KV6|SIL1_BOVIN
OG0007315	sp|Q9NNZ6|PRM3_HUMAN	sp|Q32PA2|PRM3_BOVIN
OG0007316	sp|Q5HYJ1|TECRL_HUMAN	sp|Q3SZ89|TECRL_BOVIN
OG0007317	sp|Q9BWX5|GATA5_HUMAN	sp|Q3SZJ5|GATA5_BOVIN
OG0007318	sp|Q96B21|TM45B_HUMAN	sp|Q3T130|TM45B_BOVIN
OG0007319	sp|Q53HV7|SMUG1_HUMAN	sp|Q59I47|SMUG1_BOVIN
OG0007320	sp|P09493|TPM1_HUMAN	sp|Q5KR49|TPM1_BOVIN
OG0007321	sp|P14784|IL2RB_HUMAN	tr|A0A3Q1LQZ1|A0A3Q1LQZ1_BOVIN
OG0007322	sp|Q8N3A8|PARP8_HUMAN	tr|A0A3Q1LRI8|A0A3Q1LRI8_BOVIN
OG0007323	sp|Q8TCT9|HM13_HUMAN	tr|A0A3Q1M7Q7|A0A3Q1M7Q7_BOVIN
OG0007324	sp|Q587J8|KHDC3_HUMAN	tr|A0A3Q1MIJ4|A0A3Q1MIJ4_BOVIN
OG0007325	sp|O60306|AQR_HUMAN	tr|A0A3Q1MP16|A0A3Q1MP16_BOVIN
OG0007326	sp|Q9BTE1|DCTN5_HUMAN	tr|A0A3Q1MUW5|A0A3Q1MUW5_BOVIN
OG0007327	sp|Q03112|MECOM_HUMAN	tr|A0A3Q1MWB8|A0A3Q1MWB8_BOVIN
OG0007328	sp|Q9NQ03|SCRT2_HUMAN	tr|A0A3Q1N0W9|A0A3Q1N0W9_BOVIN
OG0007329	sp|Q8IZ13|ZBED8_HUMAN	sp|A4Z945|ZBED8_BOVIN
OG0007330	sp|Q9NQ30|ESM1_HUMAN	tr|A5D7V3|A5D7V3_BOVIN
OG0007331	sp|Q8WY22|BRI3B_HUMAN	tr|A5PJF5|A5PJF5_BOVIN
OG0007332	sp|Q96S44|PRPK_HUMAN	tr|A5PK80|A5PK80_BOVIN
OG0007333	sp|Q9NPJ8|NXT2_HUMAN	sp|A6QNX3|NXT2_BOVIN
OG0007334	sp|Q9BRP8|PYM1_HUMAN	sp|A6QPH1|PYM1_BOVIN
OG0007335	sp|Q719I0|AHSA2_HUMAN	sp|A6QQC0|AHSA2_BOVIN
OG0007336	sp|Q99871|HAUS7_HUMAN	tr|A6QQH2|A6QQH2_BOVIN
OG0007337	sp|Q14145|KEAP1_HUMAN	tr|A7MBG4|A7MBG4_BOVIN
OG0007338	sp|P78312|F193A_HUMAN	tr|E1B8T0|E1B8T0_BOVIN
OG0007339	sp|Q86V20|SHLD2_HUMAN	tr|E1BBC8|E1BBC8_BOVIN
OG0007340	sp|Q9BZF2|OSBL7_HUMAN	tr|E1BBD8|E1BBD8_BOVIN
OG0007341	sp|Q86WI0|LHPL1_HUMAN	tr|E1BI07|E1BI07_BOVIN
OG0007342	sp|Q9BZD6|TMG4_HUMAN	tr|E1BIA2|E1BIA2_BOVIN
OG0007343	sp|P52951|GBX2_HUMAN	tr|E1BJ47|E1BJ47_BOVIN
OG0007344	sp|P15088|CBPA3_HUMAN	tr|E1BK06|E1BK06_BOVIN
OG0007345	sp|O60494|CUBN_HUMAN	tr|F1MKV7|F1MKV7_BOVIN
OG0007346	sp|Q92859|NEO1_HUMAN	tr|F1MNL4|F1MNL4_BOVIN
OG0007347	sp|Q6XYQ8|SYT10_HUMAN	tr|F1MRP4|F1MRP4_BOVIN
OG0007348	sp|Q8N9M1|CS047_HUMAN	tr|F1MTX1|F1MTX1_BOVIN
OG0007349	sp|P19793|RXRA_HUMAN	tr|F1MX52|F1MX52_BOVIN
OG0007350	sp|O75533|SF3B1_HUMAN	tr|F1MX61|F1MX61_BOVIN
OG0007351	sp|Q96E35|ZMY19_HUMAN	tr|F1N0C4|F1N0C4_BOVIN
OG0007352	sp|Q7RTY7|OVCH1_HUMAN	tr|F1N5F0|F1N5F0_BOVIN
OG0007353	sp|P54289|CA2D1_HUMAN	tr|F1N7F9|F1N7F9_BOVIN
OG0007354	sp|Q9UJW9|SRTD3_HUMAN	tr|F6QYF1|F6QYF1_BOVIN
OG0007355	sp|Q14050|CO9A3_HUMAN	tr|F6R9Y9|F6R9Y9_BOVIN
OG0007356	sp|Q8NAP8|ZBT8B_HUMAN	tr|G3MXM9|G3MXM9_BOVIN
OG0007357	sp|Q2M2I3|FA83E_HUMAN	tr|G3MYY9|G3MYY9_BOVIN
OG0007358	sp|I3L3R5|CCER2_HUMAN	tr|G3N0X1|G3N0X1_BOVIN
OG0007359	sp|Q9UGN5|PARP2_HUMAN	tr|G3N186|G3N186_BOVIN
OG0007360	sp|O15304|SIVA_HUMAN	tr|G3X7B3|G3X7B3_BOVIN
OG0007361	sp|Q13018|PLA2R_HUMAN	sp|P49259|PLA2R_BOVIN
OG0007362	sp|P37088|SCNNA_HUMAN	sp|P55270|SCNNA_BOVIN
OG0007363	sp|P11279|LAMP1_HUMAN	sp|Q05204|LAMP1_BOVIN
OG0007364	sp|Q9UQK1|PPR3C_HUMAN	sp|Q0VCR4|PPR3C_BOVIN
OG0007365	sp|Q16740|CLPP_HUMAN	sp|Q2KHU4|CLPP_BOVIN
OG0007366	sp|Q8N8Y2|VA0D2_HUMAN	sp|Q2KJB6|VA0D2_BOVIN
OG0007367	sp|Q9NYK6|EURL_HUMAN	tr|Q32L32|Q32L32_BOVIN
OG0007368	sp|Q96EK5|KBP_HUMAN	sp|Q3SYS9|KBP_BOVIN
OG0007369	sp|O15539|RGS5_HUMAN	sp|Q3T0T8|RGS5_BOVIN
OG0007370	sp|Q9Y262|EIF3L_HUMAN	sp|Q3ZCK1|EIF3L_BOVIN
OG0007371	sp|O15083|ERC2_HUMAN	tr|A0A3Q1LK41|A0A3Q1LK41_BOVIN
OG0007372	sp|Q06889|EGR3_HUMAN	tr|A0A3Q1LVC9|A0A3Q1LVC9_BOVIN
OG0007373	sp|Q9NRJ4|TULP4_HUMAN	tr|A0A3Q1M5W3|A0A3Q1M5W3_BOVIN
