Orthogroup	Homo_sapiens	Loxodonta_africana
OG0008897	sp|O96015|DNAL4_HUMAN	tr|G3UED2|G3UED2_LOXAF
OG0008898	sp|P03372|ESR1_HUMAN	tr|G3TES0|G3TES0_LOXAF
OG0008899	sp|P08670|VIME_HUMAN	tr|G3TK83|G3TK83_LOXAF
OG0008900	sp|P11279|LAMP1_HUMAN	tr|G3T6X9|G3T6X9_LOXAF
OG0008901	sp|P15336|ATF2_HUMAN	tr|G3SY82|G3SY82_LOXAF
OG0008902	sp|P16112|PGCA_HUMAN	tr|G3T4I7|G3T4I7_LOXAF
OG0008903	sp|P30041|PRDX6_HUMAN	tr|G3UJ16|G3UJ16_LOXAF
OG0008904	sp|P35219|CAH8_HUMAN	tr|G5E799|G5E799_LOXAF
OG0008905	sp|P51553|IDH3G_HUMAN	tr|G3SZ32|G3SZ32_LOXAF
OG0008906	sp|P60059|SC61G_HUMAN	tr|G3T9W9|G3T9W9_LOXAF
OG0008907	sp|Q13253|NOGG_HUMAN	tr|G3T4H3|G3T4H3_LOXAF
OG0008908	sp|Q4KMG9|TM52B_HUMAN	tr|G3SSM6|G3SSM6_LOXAF
OG0008909	sp|Q53ET0|CRTC2_HUMAN	tr|G3UCN8|G3UCN8_LOXAF
OG0008910	sp|Q5FYB0|ARSJ_HUMAN	tr|G3T5X8|G3T5X8_LOXAF
OG0008911	sp|Q5U5Q3|MEX3C_HUMAN	tr|G3U6G7|G3U6G7_LOXAF
OG0008912	sp|Q5VUM1|SDHF4_HUMAN	tr|G3SQZ3|G3SQZ3_LOXAF
OG0008913	sp|Q6E0U4|DMKN_HUMAN	tr|G3T648|G3T648_LOXAF
OG0008914	sp|Q6P1M3|L2GL2_HUMAN	tr|G3T7X7|G3T7X7_LOXAF
OG0008915	sp|Q7Z698|SPRE2_HUMAN	tr|G3UMR9|G3UMR9_LOXAF
OG0008916	sp|Q86VZ1|P2RY8_HUMAN	tr|G3SMF9|G3SMF9_LOXAF
OG0008917	sp|Q8N4B1|SESQ1_HUMAN	tr|G3UD02|G3UD02_LOXAF
OG0008918	sp|Q8N801|STPG4_HUMAN	tr|G3UK27|G3UK27_LOXAF
OG0008919	sp|Q8N9N8|EIF1A_HUMAN	tr|G3UB38|G3UB38_LOXAF
OG0008920	sp|Q8NBM4|UBAC2_HUMAN	tr|G3T0F1|G3T0F1_LOXAF
OG0008921	sp|Q8TE99|PXYP1_HUMAN	tr|G3T5D8|G3T5D8_LOXAF
OG0008922	sp|Q8WUD6|CHPT1_HUMAN	tr|G3UMF7|G3UMF7_LOXAF
OG0008923	sp|Q8WV60|PTCD2_HUMAN	tr|G3STN4|G3STN4_LOXAF
OG0008924	sp|Q8WY22|BRI3B_HUMAN	tr|G3SZQ6|G3SZQ6_LOXAF
OG0008925	sp|Q92466|DDB2_HUMAN	tr|G3T3E5|G3T3E5_LOXAF
OG0008926	sp|Q93062|RBPMS_HUMAN	tr|G3SL98|G3SL98_LOXAF
OG0008927	sp|Q96DA6|TIM14_HUMAN	tr|G3UIG1|G3UIG1_LOXAF
OG0008928	sp|Q96RP7|G3ST4_HUMAN	tr|G3TQ93|G3TQ93_LOXAF
OG0008929	sp|Q96S19|MTL26_HUMAN	tr|G3TUZ5|G3TUZ5_LOXAF
OG0008931	sp|Q9BQ52|RNZ2_HUMAN	tr|G3UBY7|G3UBY7_LOXAF
OG0008932	sp|Q9BQ70|TCF25_HUMAN	tr|G3SNF0|G3SNF0_LOXAF
OG0008933	sp|Q9BQC3|DPH2_HUMAN	tr|G3TIB6|G3TIB6_LOXAF
OG0008934	sp|Q9BW85|YJU2_HUMAN	tr|G3T0U3|G3T0U3_LOXAF
OG0008935	sp|Q9BYH8|IKBZ_HUMAN	tr|G3SPF6|G3SPF6_LOXAF
OG0008936	sp|Q9H2F9|CCD68_HUMAN	tr|G3SN76|G3SN76_LOXAF
OG0008937	sp|Q9H4B6|SAV1_HUMAN	tr|G3TC20|G3TC20_LOXAF
OG0008938	sp|Q9HB63|NET4_HUMAN	tr|G3STN6|G3STN6_LOXAF
OG0008939	sp|Q9HC57|WFDC1_HUMAN	tr|G3SVN5|G3SVN5_LOXAF
OG0008940	sp|Q9NP58|ABCB6_HUMAN	tr|G3T2Y7|G3T2Y7_LOXAF
OG0008941	sp|Q9NQ34|TMM9B_HUMAN	tr|G3TPW2|G3TPW2_LOXAF
OG0008942	sp|Q9NX63|MIC19_HUMAN	tr|G3SRR8|G3SRR8_LOXAF
OG0008943	sp|Q9P1Q0|VPS54_HUMAN	tr|G3TN17|G3TN17_LOXAF
OG0008944	sp|Q9UBX3|DIC_HUMAN	tr|G3UBA9|G3UBA9_LOXAF
OG0008945	sp|Q9UKX7|NUP50_HUMAN	tr|G3TFQ4|G3TFQ4_LOXAF
OG0008946	sp|A6NEN9|CX065_HUMAN	tr|G3SZR0|G3SZR0_LOXAF
OG0008947	sp|A8MVW0|F1712_HUMAN	tr|G3TMB5|G3TMB5_LOXAF
OG0008948	sp|C9JE40|PATL2_HUMAN	tr|G3UDA9|G3UDA9_LOXAF
OG0008949	sp|O15231|ZN185_HUMAN	tr|G3SQA3|G3SQA3_LOXAF
OG0008950	sp|O43181|NDUS4_HUMAN	tr|G3TEK3|G3TEK3_LOXAF
OG0008951	sp|O60244|MED14_HUMAN	tr|G3T8Q6|G3T8Q6_LOXAF
OG0008952	sp|O95067|CCNB2_HUMAN	tr|G3SV09|G3SV09_LOXAF
OG0008953	sp|O95551|TYDP2_HUMAN	tr|G3SQQ4|G3SQQ4_LOXAF
OG0008954	sp|O95872|GPAN1_HUMAN	tr|G3T3U5|G3T3U5_LOXAF
OG0008955	sp|P00568|KAD1_HUMAN	tr|G3UM89|G3UM89_LOXAF
OG0008956	sp|P02768|ALBU_HUMAN	tr|G3SMX8|G3SMX8_LOXAF
OG0008957	sp|P09629|HXB7_HUMAN	tr|G3TZE8|G3TZE8_LOXAF
OG0008958	sp|P16234|PGFRA_HUMAN	tr|G3T6A2|G3T6A2_LOXAF
OG0008959	sp|P20273|CD22_HUMAN	tr|G3T0K8|G3T0K8_LOXAF
OG0008960	sp|P23229|ITA6_HUMAN	tr|G3SUU1|G3SUU1_LOXAF
OG0008961	sp|P42685|FRK_HUMAN	tr|G3SWI8|G3SWI8_LOXAF
OG0008962	sp|P49790|NU153_HUMAN	tr|G3TFY7|G3TFY7_LOXAF
OG0008963	sp|P51810|GP143_HUMAN	tr|G3TK65|G3TK65_LOXAF
OG0008964	sp|P54368|OAZ1_HUMAN	tr|G3SR50|G3SR50_LOXAF
OG0008965	sp|Q01167|FOXK2_HUMAN	tr|G3T2P4|G3T2P4_LOXAF
OG0008966	sp|Q13326|SGCG_HUMAN	tr|G3SXW0|G3SXW0_LOXAF
OG0008967	sp|Q13761|RUNX3_HUMAN	tr|G3T1P8|G3T1P8_LOXAF
OG0008968	sp|Q13835|PKP1_HUMAN	tr|G3T9Y7|G3T9Y7_LOXAF
OG0008969	sp|Q15773|MLF2_HUMAN	tr|G3TBP9|G3TBP9_LOXAF
OG0008970	sp|Q32MH5|F214A_HUMAN	tr|G3UAG8|G3UAG8_LOXAF
OG0008971	sp|Q504Y0|S39AC_HUMAN	tr|G3SL63|G3SL63_LOXAF
OG0008972	sp|Q5SQ64|LY66F_HUMAN	tr|G3TWG8|G3TWG8_LOXAF
OG0008973	sp|Q5T9C9|PI5L1_HUMAN	tr|G3SM02|G3SM02_LOXAF
OG0008974	sp|Q5TGU0|TSPO2_HUMAN	tr|G3U7U7|G3U7U7_LOXAF
OG0008975	sp|Q5VTH9|DNAI4_HUMAN	tr|G3X8I2|G3X8I2_LOXAF
OG0008976	sp|Q6BDS2|URFB1_HUMAN	tr|G3U6L2|G3U6L2_LOXAF
OG0008977	sp|Q6Q0C0|TRAF7_HUMAN	tr|G3TF71|G3TF71_LOXAF
OG0008978	sp|Q6Q788|APOA5_HUMAN	tr|G3T5B6|G3T5B6_LOXAF
OG0008979	sp|Q6UWZ7|ABRX1_HUMAN	tr|G3SMW5|G3SMW5_LOXAF
OG0008981	sp|Q86TL0|ATG4D_HUMAN	tr|G3T803|G3T803_LOXAF
OG0008982	sp|Q8IW19|APLF_HUMAN	tr|G3T7Q4|G3T7Q4_LOXAF
OG0008983	sp|Q8N9R6|CDRT4_HUMAN	tr|G3UAW8|G3UAW8_LOXAF
OG0008984	sp|Q8NDH3|PEPL1_HUMAN	tr|G3U4Z0|G3U4Z0_LOXAF
OG0008985	sp|Q8NFR9|I17RE_HUMAN	tr|G3T4A9|G3T4A9_LOXAF
OG0008986	sp|Q8WXE9|STON2_HUMAN	tr|G3T8P7|G3T8P7_LOXAF
OG0008987	sp|Q92844|TANK_HUMAN	tr|G3T829|G3T829_LOXAF
OG0008988	sp|Q969L2|MAL2_HUMAN	tr|G3SVM2|G3SVM2_LOXAF
OG0008989	sp|Q96AG3|S2546_HUMAN	tr|G3TI36|G3TI36_LOXAF
OG0008990	sp|Q96AH0|SOSB2_HUMAN	tr|G3TGK5|G3TGK5_LOXAF
OG0008991	sp|Q96B54|ZN428_HUMAN	tr|G3T9X5|G3T9X5_LOXAF
OG0008992	sp|Q96DV4|RM38_HUMAN	tr|G3TAY7|G3TAY7_LOXAF
OG0008993	sp|Q96HB5|CC120_HUMAN	tr|G3TVN9|G3TVN9_LOXAF
OG0008994	sp|Q96J88|ESIP1_HUMAN	tr|G3THQ4|G3THQ4_LOXAF
OG0008995	sp|Q96L03|SPT17_HUMAN	tr|G3ST30|G3ST30_LOXAF
OG0008996	sp|Q96NT0|CC115_HUMAN	tr|G3TB11|G3TB11_LOXAF
OG0008997	sp|Q96PD2|DCBD2_HUMAN	tr|G3SX37|G3SX37_LOXAF
OG0008998	sp|Q9BQS8|FYCO1_HUMAN	tr|G3U0X9|G3U0X9_LOXAF
OG0008999	sp|Q9BV29|CCD32_HUMAN	tr|G3TFF6|G3TFF6_LOXAF
OG0009000	sp|Q9BVM2|DPCD_HUMAN	tr|G3T3T2|G3T3T2_LOXAF
OG0009001	sp|Q9BWV7|TTLL2_HUMAN	tr|G3T7V1|G3T7V1_LOXAF
OG0009002	sp|Q9C0D0|PHAR1_HUMAN	tr|G3UGC5|G3UGC5_LOXAF
OG0009003	sp|Q9H2U9|ADAM7_HUMAN	tr|G3SM03|G3SM03_LOXAF
OG0009004	sp|Q9H501|ESF1_HUMAN	tr|G3SWB3|G3SWB3_LOXAF
OG0009005	sp|Q9NSG2|CA112_HUMAN	tr|G3TD81|G3TD81_LOXAF
OG0009006	sp|Q9P0K8|FOXJ2_HUMAN	tr|G3SRH1|G3SRH1_LOXAF
OG0009007	sp|Q9UGK8|SRGEF_HUMAN	tr|G3TKN1|G3TKN1_LOXAF
OG0009008	sp|Q9UGP5|DPOLL_HUMAN	tr|G3T3S9|G3T3S9_LOXAF
OG0009009	sp|Q9UJU2|LEF1_HUMAN	tr|G3TH00|G3TH00_LOXAF
OG0009010	sp|Q9UL46|PSME2_HUMAN	tr|G3ULS5|G3ULS5_LOXAF
OG0009011	sp|Q9ULJ3|ZBT21_HUMAN	tr|G3U2A2|G3U2A2_LOXAF
OG0009012	sp|Q9UM21|MGT4A_HUMAN	tr|G3U498|G3U498_LOXAF
OG0009013	sp|Q9Y2M2|SSUH2_HUMAN	tr|G3T627|G3T627_LOXAF
OG0009014	sp|Q9Y6T7|DGKB_HUMAN	tr|G3TD14|G3TD14_LOXAF
OG0009015	sp|O00115|DNS2A_HUMAN	tr|G3TGE9|G3TGE9_LOXAF
OG0009016	sp|O00592|PODXL_HUMAN	tr|G3TJN7|G3TJN7_LOXAF
OG0009017	sp|O15554|KCNN4_HUMAN	tr|G3TNZ1|G3TNZ1_LOXAF
OG0009018	sp|O43463|SUV91_HUMAN	tr|G3SVL1|G3SVL1_LOXAF
OG0009019	sp|O60603|TLR2_HUMAN	tr|G3UL46|G3UL46_LOXAF
OG0009020	sp|O76074|PDE5A_HUMAN	tr|G3UMK0|G3UMK0_LOXAF
OG0009021	sp|O94964|SOGA1_HUMAN	tr|G3SPI2|G3SPI2_LOXAF
OG0009022	sp|O95081|AGFG2_HUMAN	tr|G3THZ4|G3THZ4_LOXAF
OG0009023	sp|O95453|PARN_HUMAN	tr|G3TEC9|G3TEC9_LOXAF
OG0009024	sp|O95625|ZBT11_HUMAN	tr|G3SWE7|G3SWE7_LOXAF
OG0009025	sp|P01185|NEU2_HUMAN	tr|G5E6V0|G5E6V0_LOXAF
OG0009026	sp|P06307|CCKN_HUMAN	tr|G3SZV7|G3SZV7_LOXAF
OG0009027	sp|P09455|RET1_HUMAN	tr|G3TU26|G3TU26_LOXAF
OG0009028	sp|P0DTL6|ZTRF1_HUMAN	tr|G3SXZ0|G3SXZ0_LOXAF
OG0009029	sp|P11234|RALB_HUMAN	tr|G3UDV0|G3UDV0_LOXAF
OG0009030	sp|P30559|OXYR_HUMAN	tr|G3UGJ6|G3UGJ6_LOXAF
OG0009031	sp|P40197|GPV_HUMAN	tr|G3SR71|G3SR71_LOXAF
OG0009032	sp|P41145|OPRK_HUMAN	tr|G3TSN3|G3TSN3_LOXAF
OG0009033	sp|P42680|TEC_HUMAN	tr|G3TCI1|G3TCI1_LOXAF
OG0009034	sp|Q12982|BNIP2_HUMAN	tr|G3TCR9|G3TCR9_LOXAF
OG0009035	sp|Q13105|ZBT17_HUMAN	tr|G3SUF4|G3SUF4_LOXAF
OG0009036	sp|Q13113|PDZ1I_HUMAN	tr|G3UIB6|G3UIB6_LOXAF
OG0009037	sp|Q13875|MOBP_HUMAN	tr|G3TWF1|G3TWF1_LOXAF
OG0009038	sp|Q14872|MTF1_HUMAN	tr|G3TJ50|G3TJ50_LOXAF
OG0009039	sp|Q3B820|F161A_HUMAN	tr|G3TUS9|G3TUS9_LOXAF
OG0009040	sp|Q4VX76|SYTL3_HUMAN	tr|G3T3H9|G3T3H9_LOXAF
OG0009041	sp|Q53T59|H1BP3_HUMAN	tr|G3TB07|G3TB07_LOXAF
OG0009042	sp|Q5JR59|MTUS2_HUMAN	tr|G3TGG9|G3TGG9_LOXAF
OG0009043	sp|Q5VTT5|MYOM3_HUMAN	tr|G3SSX9|G3SSX9_LOXAF
OG0009044	sp|Q6PHW0|IYD1_HUMAN	tr|G3SUZ6|G3SUZ6_LOXAF
OG0009045	sp|Q6UX40|TM107_HUMAN	tr|G3T8I2|G3T8I2_LOXAF
OG0009046	sp|Q6VN20|RBP10_HUMAN	tr|G3SZF8|G3SZF8_LOXAF
OG0009047	sp|Q6ZTQ4|CDHR3_HUMAN	tr|G3SQV0|G3SQV0_LOXAF
OG0009048	sp|Q7L3S4|ZN771_HUMAN	tr|G3SWZ9|G3SWZ9_LOXAF
OG0009049	sp|Q86SQ9|DHDDS_HUMAN	tr|G3TJ24|G3TJ24_LOXAF
OG0009050	sp|Q86SX6|GLRX5_HUMAN	tr|G3T0Q9|G3T0Q9_LOXAF
OG0009051	sp|Q86XP0|PA24D_HUMAN	tr|G3STS6|G3STS6_LOXAF
OG0009052	sp|Q8N944|AMER3_HUMAN	tr|G3UC94|G3UC94_LOXAF
OG0009053	sp|Q8NHW6|OTOSP_HUMAN	tr|G3SNU8|G3SNU8_LOXAF
OG0009054	sp|Q8TD90|MAGE2_HUMAN	tr|G3U837|G3U837_LOXAF
OG0009055	sp|Q8TF42|UBS3B_HUMAN	tr|G3T5P7|G3T5P7_LOXAF
OG0009056	sp|Q969H4|CNKR1_HUMAN	tr|G3SQG9|G3SQG9_LOXAF
OG0009057	sp|Q96A09|TET5B_HUMAN	tr|G3TPJ5|G3TPJ5_LOXAF
OG0009058	sp|Q96G79|S35A4_HUMAN	tr|G3TY86|G3TY86_LOXAF
OG0009059	sp|Q99757|THIOM_HUMAN	tr|G3TPH5|G3TPH5_LOXAF
OG0009060	sp|Q9H1Z9|TSN10_HUMAN	tr|G3TBH7|G3TBH7_LOXAF
OG0009061	sp|Q9H2Y7|ZN106_HUMAN	tr|G3SQ17|G3SQ17_LOXAF
OG0009062	sp|Q9H307|PININ_HUMAN	tr|G3T2M3|G3T2M3_LOXAF
OG0009063	sp|Q9NVH2|INT7_HUMAN	tr|G3T3S3|G3T3S3_LOXAF
OG0009064	sp|Q9NZ63|TLS1_HUMAN	tr|G3T4B2|G3T4B2_LOXAF
OG0009065	sp|Q9UDR5|AASS_HUMAN	tr|G3SUI2|G3SUI2_LOXAF
OG0009066	sp|Q9UPA5|BSN_HUMAN	tr|G3TVJ7|G3TVJ7_LOXAF
OG0009067	sp|Q9Y237|PIN4_HUMAN	tr|G3TKF1|G3TKF1_LOXAF
OG0009068	sp|Q9Y2I7|FYV1_HUMAN	tr|G3THU0|G3THU0_LOXAF
OG0009069	sp|Q9Y365|STA10_HUMAN	tr|G3TLV6|G3TLV6_LOXAF
OG0009070	sp|Q9Y4A8|NF2L3_HUMAN	tr|G3SZ25|G3SZ25_LOXAF
OG0009071	sp|Q9Y5I4|PCDC2_HUMAN	tr|G3TUU5|G3TUU5_LOXAF
OG0009072	sp|A6NC97|F172B_HUMAN	tr|G3UJL8|G3UJL8_LOXAF
OG0009073	sp|A6NF36|CC182_HUMAN	tr|G3SRJ0|G3SRJ0_LOXAF
OG0009074	sp|A7E2U8|CD047_HUMAN	tr|G3TS24|G3TS24_LOXAF
OG0009075	sp|A8MTJ6|FOXI3_HUMAN	tr|G3TM21|G3TM21_LOXAF
OG0009076	sp|O00175|CCL24_HUMAN	tr|G3T9H3|G3T9H3_LOXAF
OG0009077	sp|O00541|PESC_HUMAN	tr|G3TQC7|G3TQC7_LOXAF
OG0009078	sp|O14775|GNB5_HUMAN	tr|G3SNL7|G3SNL7_LOXAF
OG0009079	sp|O15335|CHAD_HUMAN	tr|G3T3V1|G3T3V1_LOXAF
OG0009080	sp|O75934|SPF27_HUMAN	tr|G3SRV3|G3SRV3_LOXAF
OG0009081	sp|O94921|CDK14_HUMAN	tr|G3SR59|G3SR59_LOXAF
OG0009082	sp|O95427|PIGN_HUMAN	tr|G3TR63|G3TR63_LOXAF
OG0009083	sp|O95813|CER1_HUMAN	tr|G3TDR2|G3TDR2_LOXAF
OG0009084	sp|P10124|SRGN_HUMAN	tr|G3STW9|G3STW9_LOXAF
OG0009085	sp|P16278|BGAL_HUMAN	tr|G3ULE0|G3ULE0_LOXAF
OG0009086	sp|P19086|GNAZ_HUMAN	tr|G3SZL6|G3SZL6_LOXAF
OG0009087	sp|P27449|VATL_HUMAN	tr|G3TG14|G3TG14_LOXAF
OG0009088	sp|P30273|FCERG_HUMAN	tr|G3TZK4|G3TZK4_LOXAF
OG0009089	sp|P31689|DNJA1_HUMAN	tr|G3SNQ5|G3SNQ5_LOXAF
OG0009090	sp|P48742|LHX1_HUMAN	tr|G3SY40|G3SY40_LOXAF
OG0009091	sp|P49189|AL9A1_HUMAN	tr|G3T340|G3T340_LOXAF
OG0009092	sp|P62312|LSM6_HUMAN	tr|G3SPJ4|G3SPJ4_LOXAF
OG0009093	sp|Q01995|TAGL_HUMAN	tr|G3ST46|G3ST46_LOXAF
OG0009094	sp|Q08AI6|S38AB_HUMAN	tr|G3T0T1|G3T0T1_LOXAF
OG0009095	sp|Q13275|SEM3F_HUMAN	tr|G3SXS9|G3SXS9_LOXAF
OG0009096	sp|Q13637|RAB32_HUMAN	tr|G3TED1|G3TED1_LOXAF
OG0009097	sp|Q15032|R3HD1_HUMAN	tr|G3T311|G3T311_LOXAF
OG0009098	sp|Q15572|TAF1C_HUMAN	tr|G3SXG1|G3SXG1_LOXAF
OG0009099	sp|Q15916|ZBTB6_HUMAN	tr|G3TCH2|G3TCH2_LOXAF
OG0009100	sp|Q2M385|MPEG1_HUMAN	tr|G3TZ27|G3TZ27_LOXAF
OG0009101	sp|Q2T9K0|TMM44_HUMAN	tr|G3TAC1|G3TAC1_LOXAF
OG0009102	sp|Q495T6|MMEL1_HUMAN	tr|G3T298|G3T298_LOXAF
OG0009103	sp|Q5VTH2|FLTOP_HUMAN	tr|G3TMZ7|G3TMZ7_LOXAF
OG0009104	sp|Q5VZE5|NAA35_HUMAN	tr|G3UMN2|G3UMN2_LOXAF
OG0009105	sp|Q66K89|E4F1_HUMAN	tr|G3UJH8|G3UJH8_LOXAF
OG0009106	sp|Q6IQ32|ADNP2_HUMAN	tr|G3SNV2|G3SNV2_LOXAF
OG0009107	sp|Q70CQ2|UBP34_HUMAN	tr|G3TGT7|G3TGT7_LOXAF
OG0009108	sp|Q7L592|NDUF7_HUMAN	tr|G3SMN6|G3SMN6_LOXAF
OG0009109	sp|Q7Z2X4|PCLI1_HUMAN	tr|G3SMG2|G3SMG2_LOXAF
OG0009110	sp|Q86X76|NIT1_HUMAN	tr|G3SXQ9|G3SXQ9_LOXAF
OG0009111	sp|Q8IU89|CERS3_HUMAN	tr|G3SZ80|G3SZ80_LOXAF
OG0009112	sp|Q8IYB7|DI3L2_HUMAN	tr|G3U936|G3U936_LOXAF
OG0009113	sp|Q8N895|ZN366_HUMAN	tr|G3U4S1|G3U4S1_LOXAF
OG0009114	sp|Q8N8X9|MB213_HUMAN	tr|G3TQ67|G3TQ67_LOXAF
OG0009115	sp|Q8N9S9|SNX31_HUMAN	tr|G3TCD5|G3TCD5_LOXAF
OG0009116	sp|Q8N9U0|TAC2N_HUMAN	tr|G3TEN9|G3TEN9_LOXAF
OG0009117	sp|Q8WVM8|SCFD1_HUMAN	tr|G3SXJ3|G3SXJ3_LOXAF
OG0009118	sp|Q8WWL2|SPIR2_HUMAN	tr|G3T4I1|G3T4I1_LOXAF
OG0009119	sp|Q96D70|R3HD4_HUMAN	tr|G3TJK6|G3TJK6_LOXAF
OG0009120	sp|Q96MA6|KAD8_HUMAN	tr|G3TF26|G3TF26_LOXAF
OG0009121	sp|Q96Q07|BTBD9_HUMAN	tr|G3TIZ0|G3TIZ0_LOXAF
OG0009122	sp|Q96RY7|IF140_HUMAN	tr|G3SS33|G3SS33_LOXAF
OG0009123	sp|Q99569|PKP4_HUMAN	tr|G3T7E5|G3T7E5_LOXAF
OG0009124	sp|Q99880|H2B1L_HUMAN	tr|G3TPY4|G3TPY4_LOXAF
OG0009125	sp|Q99999|G3ST1_HUMAN	tr|G3TY68|G3TY68_LOXAF
OG0009126	sp|Q9BQT8|ODC_HUMAN	tr|G3TJ34|G3TJ34_LOXAF
OG0009127	sp|Q9BTT4|MED10_HUMAN	tr|G3TGF3|G3TGF3_LOXAF
OG0009128	sp|Q9BVI4|NOC4L_HUMAN	tr|G3UIQ2|G3UIQ2_LOXAF
OG0009129	sp|Q9GZV3|SC5A7_HUMAN	tr|G3T1H9|G3T1H9_LOXAF
OG0009130	sp|Q9GZY8|MFF_HUMAN	tr|G3T7S7|G3T7S7_LOXAF
OG0009131	sp|Q9H7Z3|NRDE2_HUMAN	tr|G3SVA1|G3SVA1_LOXAF
OG0009132	sp|Q9NQ30|ESM1_HUMAN	tr|G3TH76|G3TH76_LOXAF
OG0009134	sp|Q9UQR1|ZN148_HUMAN	tr|G3U0I1|G3U0I1_LOXAF
OG0009135	sp|Q9Y2L5|TPPC8_HUMAN	tr|G3T2N7|G3T2N7_LOXAF
OG0009136	sp|Q9Y6H5|SNCAP_HUMAN	tr|G3UFG6|G3UFG6_LOXAF
OG0009137	sp|Q9Y6X0|SETBP_HUMAN	tr|G3SSF5|G3SSF5_LOXAF
OG0009138	sp|A6NHZ5|LR14B_HUMAN	tr|G3TKK0|G3TKK0_LOXAF
OG0009139	sp|A8MXK1|VSTM5_HUMAN	tr|G3TM65|G3TM65_LOXAF
OG0009140	sp|O00712|NFIB_HUMAN	tr|G3SMH9|G3SMH9_LOXAF
OG0009141	sp|O14910|LIN7A_HUMAN	tr|G3TDV5|G3TDV5_LOXAF
OG0009142	sp|O60500|NPHN_HUMAN	tr|G3TES9|G3TES9_LOXAF
OG0009143	sp|O75382|TRIM3_HUMAN	tr|G3TCD2|G3TCD2_LOXAF
OG0009144	sp|O75695|XRP2_HUMAN	tr|G3SQD5|G3SQD5_LOXAF
OG0009145	sp|O95602|RPA1_HUMAN	tr|G3TE69|G3TE69_LOXAF
OG0009146	sp|P00750|TPA_HUMAN	tr|G3T547|G3T547_LOXAF
OG0009147	sp|P02008|HBAZ_HUMAN	tr|G3U5A2|G3U5A2_LOXAF
OG0009148	sp|P05813|CRBA1_HUMAN	tr|G3T951|G3T951_LOXAF
OG0009149	sp|P16519|NEC2_HUMAN	tr|G3UKG4|G3UKG4_LOXAF
OG0009150	sp|P29728|OAS2_HUMAN	tr|G3TZQ3|G3TZQ3_LOXAF
OG0009151	sp|P33681|CD80_HUMAN	tr|G3UII3|G3UII3_LOXAF
OG0009152	sp|P34949|MPI_HUMAN	tr|G3T0N4|G3T0N4_LOXAF
OG0009153	sp|P43088|PF2R_HUMAN	tr|G3SVQ3|G3SVQ3_LOXAF
OG0009154	sp|P51398|RT29_HUMAN	tr|G3SVR7|G3SVR7_LOXAF
OG0009155	sp|P54709|AT1B3_HUMAN	tr|G3T5U7|G3T5U7_LOXAF
OG0009156	sp|P54803|GALC_HUMAN	tr|G3SWK6|G3SWK6_LOXAF
OG0009157	sp|Q02962|PAX2_HUMAN	tr|G3SQD4|G3SQD4_LOXAF
OG0009158	sp|Q13009|TIAM1_HUMAN	tr|G3SLP4|G3SLP4_LOXAF
OG0009159	sp|Q14203|DCTN1_HUMAN	tr|G3T6I5|G3T6I5_LOXAF
OG0009160	sp|Q4G0I0|CSMT1_HUMAN	tr|G3UGG5|G3UGG5_LOXAF
OG0009161	sp|Q5T4W7|ARTN_HUMAN	tr|G3TIA8|G3TIA8_LOXAF
OG0009162	sp|Q5VZI3|TM268_HUMAN	tr|G3THQ1|G3THQ1_LOXAF
OG0009163	sp|Q6UWJ8|C16L2_HUMAN	tr|G3TZE4|G3TZE4_LOXAF
OG0009164	sp|Q6UX15|LAYN_HUMAN	tr|G3T8C0|G3T8C0_LOXAF
OG0009165	sp|Q6ZSY5|PPR3F_HUMAN	tr|G3SSI8|G3SSI8_LOXAF
OG0009166	sp|Q7Z429|LFG1_HUMAN	tr|G3U960|G3U960_LOXAF
OG0009167	sp|Q86SG6|NEK8_HUMAN	tr|G3TB80|G3TB80_LOXAF
OG0009168	sp|Q8IZ02|LRC34_HUMAN	tr|G3T5X7|G3T5X7_LOXAF
OG0009169	sp|Q8IZF6|AGRG4_HUMAN	tr|G3TQK8|G3TQK8_LOXAF
OG0009170	sp|Q8N100|ATOH7_HUMAN	tr|G5E7G3|G5E7G3_LOXAF
OG0009171	sp|Q8N6L0|KASH5_HUMAN	tr|G3TRB4|G3TRB4_LOXAF
OG0009172	sp|Q8N8G2|VGLL2_HUMAN	tr|G3T4D8|G3T4D8_LOXAF
OG0009173	sp|Q8NBS3|S4A11_HUMAN	tr|G3U576|G3U576_LOXAF
OG0009174	sp|Q8NI36|WDR36_HUMAN	tr|G3UG64|G3UG64_LOXAF
OG0009175	sp|Q8TAV4|STML3_HUMAN	tr|G3SXJ9|G3SXJ9_LOXAF
OG0009176	sp|Q92820|GGH_HUMAN	tr|G3T7P8|G3T7P8_LOXAF
OG0009177	sp|Q969S0|S35B4_HUMAN	tr|G3TAD3|G3TAD3_LOXAF
OG0009178	sp|Q96JD6|AKCL2_HUMAN	tr|G3UEI0|G3UEI0_LOXAF
OG0009179	sp|Q96Q06|PLIN4_HUMAN	tr|G3UDZ0|G3UDZ0_LOXAF
OG0009180	sp|Q96RU3|FNBP1_HUMAN	tr|G3U493|G3U493_LOXAF
OG0009181	sp|Q99523|SORT_HUMAN	tr|G3TIB4|G3TIB4_LOXAF
OG0009182	sp|Q9BTM1|H2AJ_HUMAN	tr|G3U1G6|G3U1G6_LOXAF
OG0009183	sp|Q9BU89|DOHH_HUMAN	tr|G3T8E8|G3T8E8_LOXAF
