Orthogroup	Homo_sapiens	Propithecus_coquereli
OG0007444	sp|O95429|BAG4_HUMAN	tr|A0A2K6GXP8|A0A2K6GXP8_PROCO
OG0007445	sp|P04062|GBA1_HUMAN	tr|A0A2K6H0I7|A0A2K6H0I7_PROCO
OG0007446	sp|P0C0P6|NPS_HUMAN	tr|A0A2K6F9P2|A0A2K6F9P2_PROCO
OG0007447	sp|P17980|PRS6A_HUMAN	tr|A0A2K6FVM4|A0A2K6FVM4_PROCO
OG0007448	sp|P23352|KALM_HUMAN	tr|A0A2K6EJE9|A0A2K6EJE9_PROCO
OG0007449	sp|P26992|CNTFR_HUMAN	tr|A0A2K6FC81|A0A2K6FC81_PROCO
OG0007450	sp|P30084|ECHM_HUMAN	tr|A0A2K6G425|A0A2K6G425_PROCO
OG0007451	sp|P33151|CADH5_HUMAN	tr|A0A2K6FY94|A0A2K6FY94_PROCO
OG0007452	sp|P33993|MCM7_HUMAN	tr|A0A2K6EXB6|A0A2K6EXB6_PROCO
OG0007453	sp|P35548|MSX2_HUMAN	tr|A0A2K6EMZ9|A0A2K6EMZ9_PROCO
OG0007454	sp|P35611|ADDA_HUMAN	tr|A0A2K6F2E6|A0A2K6F2E6_PROCO
OG0007455	sp|P48745|CCN3_HUMAN	tr|A0A2K6G1C4|A0A2K6G1C4_PROCO
OG0007456	sp|P50406|5HT6R_HUMAN	tr|A0A2K6GQK9|A0A2K6GQK9_PROCO
OG0007457	sp|P55017|S12A3_HUMAN	tr|A0A2K6G0X7|A0A2K6G0X7_PROCO
OG0007458	sp|Q05397|FAK1_HUMAN	tr|A0A2K6GHI6|A0A2K6GHI6_PROCO
OG0007459	sp|Q0ZLH3|PJVK_HUMAN	tr|A0A2K6G6C4|A0A2K6G6C4_PROCO
OG0007460	sp|Q12908|NTCP2_HUMAN	tr|A0A2K6F2I8|A0A2K6F2I8_PROCO
OG0007461	sp|Q13126|MTAP_HUMAN	tr|A0A2K6FB29|A0A2K6FB29_PROCO
OG0007462	sp|Q13542|4EBP2_HUMAN	tr|A0A2K6FRT8|A0A2K6FRT8_PROCO
OG0007463	sp|Q14134|TRI29_HUMAN	tr|A0A2K6F4X6|A0A2K6F4X6_PROCO
OG0007464	sp|Q15431|SYCP1_HUMAN	tr|A0A2K6F6S8|A0A2K6F6S8_PROCO
OG0007466	sp|Q16850|CP51A_HUMAN	tr|A0A2K6FJN8|A0A2K6FJN8_PROCO
OG0007467	sp|Q504Q3|PAN2_HUMAN	tr|A0A2K6FH65|A0A2K6FH65_PROCO
OG0007468	sp|Q52LJ0|FA98B_HUMAN	tr|A0A2K6GL52|A0A2K6GL52_PROCO
OG0007469	sp|Q6DJT9|PLAG1_HUMAN	tr|A0A2K6EHA6|A0A2K6EHA6_PROCO
OG0007470	sp|Q6DKK2|TTC19_HUMAN	tr|A0A2K6FCJ8|A0A2K6FCJ8_PROCO
OG0007471	sp|Q6P1Q0|LTMD1_HUMAN	tr|A0A2K6EZD0|A0A2K6EZD0_PROCO
OG0007472	sp|Q6UXA7|CF015_HUMAN	tr|A0A2K6FLG8|A0A2K6FLG8_PROCO
OG0007473	sp|Q6X4T0|CL054_HUMAN	tr|A0A2K6FMV3|A0A2K6FMV3_PROCO
OG0007474	sp|Q7Z7B8|DB128_HUMAN	tr|A0A2K6GWQ9|A0A2K6GWQ9_PROCO
OG0007475	sp|Q86UV5|UBP48_HUMAN	tr|A0A2K6FHG7|A0A2K6FHG7_PROCO
OG0007476	sp|Q86WV6|STING_HUMAN	tr|A0A2K6ES67|A0A2K6ES67_PROCO
OG0007477	sp|Q8IW00|VSTM4_HUMAN	tr|A0A2K6EVS7|A0A2K6EVS7_PROCO
OG0007478	sp|Q8IZV2|CKLF8_HUMAN	tr|A0A2K6FV96|A0A2K6FV96_PROCO
OG0007479	sp|Q8N2C7|UNC80_HUMAN	tr|A0A2K6H0C3|A0A2K6H0C3_PROCO
OG0007480	sp|Q8N9N2|ASCC1_HUMAN	tr|A0A2K6FB26|A0A2K6FB26_PROCO
OG0007481	sp|Q8TD31|CCHCR_HUMAN	tr|A0A2K6FGY7|A0A2K6FGY7_PROCO
OG0007482	sp|Q8WWH5|TRUB1_HUMAN	tr|A0A2K6GDM5|A0A2K6GDM5_PROCO
OG0007483	sp|Q92611|EDEM1_HUMAN	tr|A0A2K6G440|A0A2K6G440_PROCO
OG0007484	sp|Q96AG4|LRC59_HUMAN	tr|A0A2K6FQB1|A0A2K6FQB1_PROCO
OG0007485	sp|Q96AQ6|PBIP1_HUMAN	tr|A0A2K6GJL3|A0A2K6GJL3_PROCO
OG0007486	sp|Q96B96|LDAF1_HUMAN	tr|A0A2K6GQ78|A0A2K6GQ78_PROCO
OG0007487	sp|Q96H12|MSD3_HUMAN	tr|A0A2K6H010|A0A2K6H010_PROCO
OG0007488	sp|Q96K75|ZN514_HUMAN	tr|A0A2K6EUL0|A0A2K6EUL0_PROCO
OG0007489	sp|Q96MF7|NSE2_HUMAN	tr|A0A2K6GN38|A0A2K6GN38_PROCO
OG0007490	sp|Q96PC2|IP6K3_HUMAN	tr|A0A2K6FZP8|A0A2K6FZP8_PROCO
OG0007491	sp|Q9BQ16|TICN3_HUMAN	tr|A0A2K6GIE7|A0A2K6GIE7_PROCO
OG0007492	sp|Q9BT30|ALKB7_HUMAN	tr|A0A2K6GWJ5|A0A2K6GWJ5_PROCO
OG0007493	sp|Q9BUK0|CHCH7_HUMAN	tr|A0A2K6FGN0|A0A2K6FGN0_PROCO
OG0007494	sp|Q9BUK6|MSTO1_HUMAN	tr|A0A2K6FDN2|A0A2K6FDN2_PROCO
OG0007495	sp|Q9H1K6|TLRN1_HUMAN	tr|A0A2K6GK73|A0A2K6GK73_PROCO
OG0007496	sp|Q9H9R9|DBND1_HUMAN	tr|A0A2K6G7F2|A0A2K6G7F2_PROCO
OG0007497	sp|Q9NRM2|ZN277_HUMAN	tr|A0A2K6FXE5|A0A2K6FXE5_PROCO
OG0007498	sp|Q9NWZ3|IRAK4_HUMAN	tr|A0A2K6GQL3|A0A2K6GQL3_PROCO
OG0007499	sp|Q9UEG4|ZN629_HUMAN	tr|A0A2K6F5I9|A0A2K6F5I9_PROCO
OG0007500	sp|Q9UGP8|SEC63_HUMAN	tr|A0A2K6FWN0|A0A2K6FWN0_PROCO
OG0007501	sp|Q9UJ70|NAGK_HUMAN	tr|A0A2K6F7W7|A0A2K6F7W7_PROCO
OG0007502	sp|Q9Y2Y6|TMM98_HUMAN	tr|A0A2K6FVQ1|A0A2K6FVQ1_PROCO
OG0007503	sp|Q9Y3C8|UFC1_HUMAN	tr|A0A2K6GHM5|A0A2K6GHM5_PROCO
OG0007504	sp|A1L3X0|ELOV7_HUMAN	tr|A0A2K6GHF0|A0A2K6GHF0_PROCO
OG0007505	sp|A6NGG3|CI092_HUMAN	tr|A0A2K6GH73|A0A2K6GH73_PROCO
OG0007506	sp|B2CW77|KILIN_HUMAN	tr|A0A2K6FLG7|A0A2K6FLG7_PROCO
OG0007507	sp|C9JSJ3|MEIOS_HUMAN	tr|A0A2K6F9N9|A0A2K6F9N9_PROCO
OG0007508	sp|O00482|NR5A2_HUMAN	tr|A0A2K6FCB4|A0A2K6FCB4_PROCO
OG0007509	sp|O14921|RGS13_HUMAN	tr|A0A2K6FPN4|A0A2K6FPN4_PROCO
OG0007510	sp|O15033|AREL1_HUMAN	tr|A0A2K6GJG2|A0A2K6GJG2_PROCO
OG0007511	sp|O75074|LRP3_HUMAN	tr|A0A2K6FYY1|A0A2K6FYY1_PROCO
OG0007512	sp|P05067|A4_HUMAN	tr|A0A2K6FBI5|A0A2K6FBI5_PROCO
OG0007513	sp|P08887|IL6RA_HUMAN	tr|A0A2K6GSA6|A0A2K6GSA6_PROCO
OG0007514	sp|P18428|LBP_HUMAN	tr|A0A2K6H025|A0A2K6H025_PROCO
OG0007515	sp|P21741|MK_HUMAN	tr|A0A2K6FDS4|A0A2K6FDS4_PROCO
OG0007516	sp|P24522|GA45A_HUMAN	tr|A0A2K6G7W8|A0A2K6G7W8_PROCO
OG0007517	sp|P37268|FDFT_HUMAN	tr|A0A2K6EH53|A0A2K6EH53_PROCO
OG0007518	sp|P55040|GEM_HUMAN	tr|A0A2K6G682|A0A2K6G682_PROCO
OG0007519	sp|P84090|ERH_HUMAN	tr|A0A2K6F8G9|A0A2K6F8G9_PROCO
OG0007520	sp|Q00403|TF2B_HUMAN	tr|A0A2K6G9G1|A0A2K6G9G1_PROCO
OG0007521	sp|Q04771|ACVR1_HUMAN	tr|A0A2K6FS84|A0A2K6FS84_PROCO
OG0007522	sp|Q13201|MMRN1_HUMAN	tr|A0A2K6FET9|A0A2K6FET9_PROCO
OG0007523	sp|Q14139|UBE4A_HUMAN	tr|A0A2K6GEZ1|A0A2K6GEZ1_PROCO
OG0007524	sp|Q14686|NCOA6_HUMAN	tr|A0A2K6G5H8|A0A2K6G5H8_PROCO
OG0007525	sp|Q495C1|RN212_HUMAN	tr|A0A2K6G410|A0A2K6G410_PROCO
OG0007526	sp|Q49AJ0|F135B_HUMAN	tr|A0A2K6FW35|A0A2K6FW35_PROCO
OG0007527	sp|Q4LE39|ARI4B_HUMAN	tr|A0A2K6GDK0|A0A2K6GDK0_PROCO
OG0007528	sp|Q6ZVH7|ESPNL_HUMAN	tr|A0A2K6GNP6|A0A2K6GNP6_PROCO
OG0007529	sp|Q6ZW49|PAXI1_HUMAN	tr|A0A2K6G6E2|A0A2K6G6E2_PROCO
OG0007530	sp|Q7Z4L9|PPR42_HUMAN	tr|A0A2K6G420|A0A2K6G420_PROCO
OG0007531	sp|Q8IXA5|SACA3_HUMAN	tr|A0A2K6FIQ8|A0A2K6FIQ8_PROCO
OG0007532	sp|Q8N3P4|VPS8_HUMAN	tr|A0A2K6FGB6|A0A2K6FGB6_PROCO
OG0007533	sp|Q8N490|PNKD_HUMAN	tr|A0A2K6FQ98|A0A2K6FQ98_PROCO
OG0007534	sp|Q8TD20|GTR12_HUMAN	tr|A0A2K6GCH9|A0A2K6GCH9_PROCO
OG0007535	sp|Q8TEW6|DOK4_HUMAN	tr|A0A2K6G4W5|A0A2K6G4W5_PROCO
OG0007536	sp|Q8WY91|THAP4_HUMAN	tr|A0A2K6EK94|A0A2K6EK94_PROCO
OG0007537	sp|Q96A56|T53I1_HUMAN	tr|A0A2K6G9Y8|A0A2K6G9Y8_PROCO
OG0007538	sp|Q96AN5|TM143_HUMAN	tr|A0A2K6EVZ2|A0A2K6EVZ2_PROCO
OG0007539	sp|Q96BS2|CHP3_HUMAN	tr|A0A2K6GXV5|A0A2K6GXV5_PROCO
OG0007540	sp|Q96DX5|ASB9_HUMAN	tr|A0A2K6FZ62|A0A2K6FZ62_PROCO
OG0007541	sp|Q96M69|LRGUK_HUMAN	tr|A0A2K6G390|A0A2K6G390_PROCO
OG0007542	sp|Q96NG3|ODAD4_HUMAN	tr|A0A2K6G721|A0A2K6G721_PROCO
OG0007543	sp|Q99536|VAT1_HUMAN	tr|A0A2K6FNV9|A0A2K6FNV9_PROCO
OG0007544	sp|Q9BRJ2|RM45_HUMAN	tr|A0A2K6EYX8|A0A2K6EYX8_PROCO
OG0007545	sp|Q9BZE7|EVG1_HUMAN	tr|A0A2K6G4W6|A0A2K6G4W6_PROCO
OG0007546	sp|Q9H7E9|CH033_HUMAN	tr|A0A2K6FV76|A0A2K6FV76_PROCO
OG0007547	sp|Q9H8W3|F204A_HUMAN	tr|A0A2K6G3A1|A0A2K6G3A1_PROCO
OG0007548	sp|Q9H8Y8|GORS2_HUMAN	tr|A0A2K6F7T7|A0A2K6F7T7_PROCO
OG0007549	sp|Q9HAP2|MLXIP_HUMAN	tr|A0A2K6FY13|A0A2K6FY13_PROCO
OG0007550	sp|Q9HBH1|DEFM_HUMAN	tr|A0A2K6GBU4|A0A2K6GBU4_PROCO
OG0007551	sp|Q9HC77|CENPJ_HUMAN	tr|A0A2K6F6P9|A0A2K6F6P9_PROCO
OG0007552	sp|Q9NRX1|PNO1_HUMAN	tr|A0A2K6GH51|A0A2K6GH51_PROCO
OG0007553	sp|Q9NUG6|PDRG1_HUMAN	tr|A0A2K6G7I7|A0A2K6G7I7_PROCO
OG0007554	sp|Q9NV70|EXOC1_HUMAN	tr|A0A2K6G4H1|A0A2K6G4H1_PROCO
OG0007555	sp|Q9P1Y5|CAMP3_HUMAN	tr|A0A2K6GWL7|A0A2K6GWL7_PROCO
OG0007556	sp|Q9UBW8|CSN7A_HUMAN	tr|A0A2K6GB06|A0A2K6GB06_PROCO
OG0007557	sp|Q9UHV9|PFD2_HUMAN	tr|A0A2K6F995|A0A2K6F995_PROCO
OG0007558	sp|Q9UHW5|GPN3_HUMAN	tr|A0A2K6GWD1|A0A2K6GWD1_PROCO
OG0007559	sp|Q9ULH7|MRTFB_HUMAN	tr|A0A2K6FRT3|A0A2K6FRT3_PROCO
OG0007560	sp|Q9Y222|DMTF1_HUMAN	tr|A0A2K6EIB2|A0A2K6EIB2_PROCO
OG0007561	sp|Q9Y241|HIG1A_HUMAN	tr|A0A2K6GNB4|A0A2K6GNB4_PROCO
OG0007562	sp|Q9Y242|TCF19_HUMAN	tr|A0A2K6GEE0|A0A2K6GEE0_PROCO
OG0007563	sp|Q9Y314|NOSIP_HUMAN	tr|A0A2K6G5L9|A0A2K6G5L9_PROCO
OG0007564	sp|Q9Y5L0|TNPO3_HUMAN	tr|A0A2K6GBD1|A0A2K6GBD1_PROCO
OG0007565	sp|Q9Y5U9|IR3IP_HUMAN	tr|A0A2K6EEN6|A0A2K6EEN6_PROCO
OG0007566	sp|A0AVF1|IFT56_HUMAN	tr|A0A2K6GBM7|A0A2K6GBM7_PROCO
OG0007567	sp|A8MTA8|F166B_HUMAN	tr|A0A2K6GW84|A0A2K6GW84_PROCO
OG0007568	sp|O15047|SET1A_HUMAN	tr|A0A2K6FVR2|A0A2K6FVR2_PROCO
OG0007569	sp|O15403|MOT7_HUMAN	tr|A0A2K6EZ72|A0A2K6EZ72_PROCO
OG0007570	sp|O15446|RPA34_HUMAN	tr|A0A2K6H0G3|A0A2K6H0G3_PROCO
OG0007571	sp|O43684|BUB3_HUMAN	tr|A0A2K6GF09|A0A2K6GF09_PROCO
OG0007573	sp|P13498|CY24A_HUMAN	tr|A0A2K6GD64|A0A2K6GD64_PROCO
OG0007574	sp|P15884|ITF2_HUMAN	tr|A0A2K6FM46|A0A2K6FM46_PROCO
OG0007575	sp|P20073|ANXA7_HUMAN	tr|A0A2K6FQH8|A0A2K6FQH8_PROCO
OG0007576	sp|P24385|CCND1_HUMAN	tr|A0A2K6GTI9|A0A2K6GTI9_PROCO
OG0007577	sp|P30043|BLVRB_HUMAN	tr|A0A2K6EV70|A0A2K6EV70_PROCO
OG0007578	sp|P42357|HUTH_HUMAN	tr|A0A2K6GWD2|A0A2K6GWD2_PROCO
OG0007579	sp|P60880|SNP25_HUMAN	tr|A0A2K6EFR8|A0A2K6EFR8_PROCO
OG0007580	sp|P78332|RBM6_HUMAN	tr|A0A2K6EZ90|A0A2K6EZ90_PROCO
OG0007581	sp|P80365|DHI2_HUMAN	tr|A0A2K6GI39|A0A2K6GI39_PROCO
OG0007582	sp|Q13336|UT1_HUMAN	tr|A0A2K6GU13|A0A2K6GU13_PROCO
OG0007583	sp|Q14146|URB2_HUMAN	tr|A0A2K6G9G4|A0A2K6G9G4_PROCO
OG0007584	sp|Q14209|E2F2_HUMAN	tr|A0A2K6EGJ8|A0A2K6EGJ8_PROCO
OG0007585	sp|Q16819|MEP1A_HUMAN	tr|A0A2K6F032|A0A2K6F032_PROCO
OG0007586	sp|Q49AM3|TTC31_HUMAN	tr|A0A2K6FQX2|A0A2K6FQX2_PROCO
OG0007587	sp|Q58F21|BRDT_HUMAN	tr|A0A2K6ENI6|A0A2K6ENI6_PROCO
OG0007588	sp|Q5SV97|PERM1_HUMAN	tr|A0A2K6GP60|A0A2K6GP60_PROCO
OG0007589	sp|Q5T5D7|ZN684_HUMAN	tr|A0A2K6GNY5|A0A2K6GNY5_PROCO
OG0007590	sp|Q5TD97|FHL5_HUMAN	tr|A0A2K6FEI4|A0A2K6FEI4_PROCO
OG0007591	sp|Q68CP4|HGNAT_HUMAN	tr|A0A2K6GMS5|A0A2K6GMS5_PROCO
OG0007592	sp|Q6E213|AWAT2_HUMAN	tr|A0A2K6F8S0|A0A2K6F8S0_PROCO
OG0007593	sp|Q6P5W5|S39A4_HUMAN	tr|A0A2K6ET69|A0A2K6ET69_PROCO
OG0007594	sp|Q6PGQ7|BORA_HUMAN	tr|A0A2K6G4T9|A0A2K6G4T9_PROCO
OG0007595	sp|Q6QNK2|AGRD1_HUMAN	tr|A0A2K6G646|A0A2K6G646_PROCO
OG0007596	sp|Q6WBX8|RAD9B_HUMAN	tr|A0A2K6FZF9|A0A2K6FZF9_PROCO
OG0007597	sp|Q6ZRI8|RHG36_HUMAN	tr|A0A2K6EQD1|A0A2K6EQD1_PROCO
OG0007598	sp|Q71RS6|NCKX5_HUMAN	tr|A0A2K6GGL3|A0A2K6GGL3_PROCO
OG0007599	sp|Q7KZN9|COX15_HUMAN	tr|A0A2K6EUW7|A0A2K6EUW7_PROCO
OG0007600	sp|Q7Z3E2|CC186_HUMAN	tr|A0A2K6GAV8|A0A2K6GAV8_PROCO
OG0007601	sp|Q7Z7J7|LHPL4_HUMAN	tr|A0A2K6EMM0|A0A2K6EMM0_PROCO
OG0007602	sp|Q86WB0|ZC3C1_HUMAN	tr|A0A2K6FCE1|A0A2K6FCE1_PROCO
OG0007603	sp|Q86X40|LRC28_HUMAN	tr|A0A2K6FAR2|A0A2K6FAR2_PROCO
OG0007604	sp|Q8IVS2|FABD_HUMAN	tr|A0A2K6EFB5|A0A2K6EFB5_PROCO
OG0007605	sp|Q8IZF2|AGRF5_HUMAN	tr|A0A2K6EYZ6|A0A2K6EYZ6_PROCO
OG0007606	sp|Q8NCY6|MSD4_HUMAN	tr|A0A2K6G811|A0A2K6G811_PROCO
OG0007607	sp|Q8NEY8|PPHLN_HUMAN	tr|A0A2K6GI00|A0A2K6GI00_PROCO
OG0007608	sp|Q8TC29|ENKUR_HUMAN	tr|A0A2K6GP13|A0A2K6GP13_PROCO
OG0007609	sp|Q8TDC0|MYOZ3_HUMAN	tr|A0A2K6GDM0|A0A2K6GDM0_PROCO
OG0007610	sp|Q8WWV6|FCAMR_HUMAN	tr|A0A2K6GBK4|A0A2K6GBK4_PROCO
OG0007611	sp|Q92643|GPI8_HUMAN	tr|A0A2K6G876|A0A2K6G876_PROCO
OG0007612	sp|Q96G27|WBP1_HUMAN	tr|A0A2K6EY81|A0A2K6EY81_PROCO
OG0007613	sp|Q96KQ7|EHMT2_HUMAN	tr|A0A2K6ER60|A0A2K6ER60_PROCO
OG0007614	sp|Q96MG8|PCMD1_HUMAN	tr|A0A2K6G0U3|A0A2K6G0U3_PROCO
OG0007615	sp|Q96PE7|MCEE_HUMAN	tr|A0A2K6F9Y0|A0A2K6F9Y0_PROCO
OG0007616	sp|Q96RP8|KCNA7_HUMAN	tr|A0A2K6GLC5|A0A2K6GLC5_PROCO
OG0007617	sp|Q96SC8|DMTA2_HUMAN	tr|A0A2K6GWR9|A0A2K6GWR9_PROCO
OG0007618	sp|Q9H0A0|NAT10_HUMAN	tr|A0A2K6EN97|A0A2K6EN97_PROCO
OG0007619	sp|Q9H116|GZF1_HUMAN	tr|A0A2K6GCT9|A0A2K6GCT9_PROCO
OG0007620	sp|Q9NXS2|QPCTL_HUMAN	tr|A0A2K6FK19|A0A2K6FK19_PROCO
OG0007621	sp|Q9NYZ3|GTSE1_HUMAN	tr|A0A2K6GPB7|A0A2K6GPB7_PROCO
OG0007622	sp|Q9NZU5|LMCD1_HUMAN	tr|A0A2K6GD91|A0A2K6GD91_PROCO
OG0007623	sp|Q9P2F8|SI1L2_HUMAN	tr|A0A2K6FJY1|A0A2K6FJY1_PROCO
OG0007624	sp|Q9UKN8|TF3C4_HUMAN	tr|A0A2K6EMB1|A0A2K6EMB1_PROCO
OG0007625	sp|Q9Y2Y4|ZBT32_HUMAN	tr|A0A2K6EGV2|A0A2K6EGV2_PROCO
OG0007626	sp|Q9Y315|DEOC_HUMAN	tr|A0A2K6EZJ6|A0A2K6EZJ6_PROCO
OG0007627	sp|A6NK58|LIPT2_HUMAN	tr|A0A2K6FFX4|A0A2K6FFX4_PROCO
OG0007628	sp|A8MV24|CQ098_HUMAN	tr|A0A2K6FGC0|A0A2K6FGC0_PROCO
OG0007629	sp|H0UI37|TSTD3_HUMAN	tr|A0A2K6GRN5|A0A2K6GRN5_PROCO
OG0007630	sp|O14610|GBGT2_HUMAN	tr|A0A2K6ES00|A0A2K6ES00_PROCO
OG0007631	sp|O14744|ANM5_HUMAN	tr|A0A2K6FCI4|A0A2K6FCI4_PROCO
OG0007632	sp|O43823|AKAP8_HUMAN	tr|A0A2K6F6T8|A0A2K6F6T8_PROCO
OG0007633	sp|O75762|TRPA1_HUMAN	tr|A0A2K6GND4|A0A2K6GND4_PROCO
OG0007634	sp|O95402|MED26_HUMAN	tr|A0A2K6G5A1|A0A2K6G5A1_PROCO
OG0007635	sp|P02778|CXL10_HUMAN	tr|A0A2K6GDN6|A0A2K6GDN6_PROCO
OG0007636	sp|P03971|MIS_HUMAN	tr|A0A2K6GQX3|A0A2K6GQX3_PROCO
OG0007637	sp|P15260|INGR1_HUMAN	tr|A0A2K6EF74|A0A2K6EF74_PROCO
OG0007638	sp|P16949|STMN1_HUMAN	tr|A0A2K6GZ35|A0A2K6GZ35_PROCO
OG0007639	sp|P19387|RPB3_HUMAN	tr|A0A2K6FC16|A0A2K6FC16_PROCO
OG0007640	sp|P21583|SCF_HUMAN	tr|A0A2K6G7C7|A0A2K6G7C7_PROCO
OG0007641	sp|P21860|ERBB3_HUMAN	tr|A0A2K6GN04|A0A2K6GN04_PROCO
OG0007642	sp|P30519|HMOX2_HUMAN	tr|A0A2K6GPQ5|A0A2K6GPQ5_PROCO
OG0007643	sp|P42768|WASP_HUMAN	tr|A0A2K6H016|A0A2K6H016_PROCO
OG0007644	sp|P43121|MUC18_HUMAN	tr|A0A2K6EJ40|A0A2K6EJ40_PROCO
OG0007645	sp|P58743|S26A5_HUMAN	tr|A0A2K6FFV0|A0A2K6FFV0_PROCO
OG0007647	sp|P81605|DCD_HUMAN	tr|A0A2K6GQ47|A0A2K6GQ47_PROCO
OG0007648	sp|Q13145|BAMBI_HUMAN	tr|A0A2K6GYR9|A0A2K6GYR9_PROCO
OG0007649	sp|Q14690|RRP5_HUMAN	tr|A0A2K6G8A1|A0A2K6G8A1_PROCO
OG0007650	sp|Q2M3R5|S35G1_HUMAN	tr|A0A2K6GY46|A0A2K6GY46_PROCO
OG0007651	sp|Q6IAN0|DRS7B_HUMAN	tr|A0A2K6EMD9|A0A2K6EMD9_PROCO
OG0007652	sp|Q6IBW4|CNDH2_HUMAN	tr|A0A2K6EKE9|A0A2K6EKE9_PROCO
OG0007653	sp|Q6PD62|CTR9_HUMAN	tr|A0A2K6EXB8|A0A2K6EXB8_PROCO
OG0007654	sp|Q6SPF0|SAMD1_HUMAN	tr|A0A2K6F7H4|A0A2K6F7H4_PROCO
OG0007655	sp|Q6ZV50|RFX8_HUMAN	tr|A0A2K6G356|A0A2K6G356_PROCO
OG0007656	sp|Q8IVC4|ZN584_HUMAN	tr|A0A2K6FAU1|A0A2K6FAU1_PROCO
OG0007657	sp|Q8IX03|KIBRA_HUMAN	tr|A0A2K6FBW7|A0A2K6FBW7_PROCO
OG0007658	sp|Q8IZ81|ELMD2_HUMAN	tr|A0A2K6FLY0|A0A2K6FLY0_PROCO
OG0007659	sp|Q8N158|GPC2_HUMAN	tr|A0A2K6GRH5|A0A2K6GRH5_PROCO
OG0007660	sp|Q8N8K9|K1958_HUMAN	tr|A0A2K6F1S6|A0A2K6F1S6_PROCO
OG0007661	sp|Q8WZ19|BACD1_HUMAN	tr|A0A2K6GIG3|A0A2K6GIG3_PROCO
OG0007662	sp|Q96AW1|VOPP1_HUMAN	tr|A0A2K6GPP1|A0A2K6GPP1_PROCO
OG0007663	sp|Q96LT9|RNPC3_HUMAN	tr|A0A2K6ES90|A0A2K6ES90_PROCO
OG0007664	sp|Q96MY7|F161B_HUMAN	tr|A0A2K6EGP7|A0A2K6EGP7_PROCO
OG0007665	sp|Q96RD9|FCRL5_HUMAN	tr|A0A2K6FSE6|A0A2K6FSE6_PROCO
OG0007666	sp|Q96RL7|VP13A_HUMAN	tr|A0A2K6GA68|A0A2K6GA68_PROCO
OG0007667	sp|Q9BRX9|WDR83_HUMAN	tr|A0A2K6FL18|A0A2K6FL18_PROCO
OG0007668	sp|Q9BVK8|TM147_HUMAN	tr|A0A2K6G1W3|A0A2K6G1W3_PROCO
OG0007669	sp|Q9BYD1|RM13_HUMAN	tr|A0A2K6F6T4|A0A2K6F6T4_PROCO
OG0007670	sp|Q9H251|CAD23_HUMAN	tr|A0A2K6GNB1|A0A2K6GNB1_PROCO
OG0007671	sp|Q9H4A6|GOLP3_HUMAN	tr|A0A2K6EI52|A0A2K6EI52_PROCO
OG0007672	sp|Q9H788|SH24A_HUMAN	tr|A0A2K6GQ31|A0A2K6GQ31_PROCO
OG0007673	sp|Q9HBE4|IL21_HUMAN	tr|A0A2K6GHC1|A0A2K6GHC1_PROCO
OG0007674	sp|Q9NQG1|MANBL_HUMAN	tr|A0A2K6EQF3|A0A2K6EQF3_PROCO
OG0007675	sp|Q9NR12|PDLI7_HUMAN	tr|A0A2K6EHW0|A0A2K6EHW0_PROCO
OG0007676	sp|Q9NUN7|ACER3_HUMAN	tr|A0A2K6ET72|A0A2K6ET72_PROCO
OG0007677	sp|Q9NV79|PCMD2_HUMAN	tr|A0A2K6GB57|A0A2K6GB57_PROCO
OG0007678	sp|Q9NWS0|PIHD1_HUMAN	tr|A0A2K6FWP6|A0A2K6FWP6_PROCO
OG0007679	sp|Q9P0K1|ADA22_HUMAN	tr|A0A2K6EX48|A0A2K6EX48_PROCO
OG0007680	sp|Q9UBW7|ZMYM2_HUMAN	tr|A0A2K6FZJ5|A0A2K6FZJ5_PROCO
OG0007681	sp|Q9UJA9|ENPP5_HUMAN	tr|A0A2K6F915|A0A2K6F915_PROCO
OG0007682	sp|Q9UK96|FBX10_HUMAN	tr|A0A2K6EI33|A0A2K6EI33_PROCO
OG0007683	sp|A0A1B0GVV1|SIM35_HUMAN	tr|A0A2K6EQB3|A0A2K6EQB3_PROCO
OG0007684	sp|A6NFY4|NEMP2_HUMAN	tr|A0A2K6GEK9|A0A2K6GEK9_PROCO
OG0007685	sp|O14841|OPLA_HUMAN	tr|A0A2K6GXM2|A0A2K6GXM2_PROCO
OG0007686	sp|O60832|DKC1_HUMAN	tr|A0A2K6GQI4|A0A2K6GQI4_PROCO
OG0007687	sp|P04085|PDGFA_HUMAN	tr|A0A2K6GEX7|A0A2K6GEX7_PROCO
OG0007688	sp|P06756|ITAV_HUMAN	tr|A0A2K6F9W4|A0A2K6F9W4_PROCO
OG0007689	sp|P08133|ANXA6_HUMAN	tr|A0A2K6G9L0|A0A2K6G9L0_PROCO
OG0007690	sp|P08397|HEM3_HUMAN	tr|A0A2K6G6T2|A0A2K6G6T2_PROCO
OG0007691	sp|P10914|IRF1_HUMAN	tr|A0A2K6F5P8|A0A2K6F5P8_PROCO
OG0007692	sp|P14635|CCNB1_HUMAN	tr|A0A2K6FNE2|A0A2K6FNE2_PROCO
OG0007693	sp|P21926|CD9_HUMAN	tr|A0A2K6FGX0|A0A2K6FGX0_PROCO
OG0007694	sp|P24310|CX7A1_HUMAN	tr|A0A2K6GGS6|A0A2K6GGS6_PROCO
