Orthogroup	Homo_sapiens	Balaenoptera_acutorostrata_scammoni
OG0005783	sp|Q14247|SRC8_HUMAN	tr|A0A383Z825|A0A383Z825_BALAS
OG0005784	sp|Q86W74|ANR46_HUMAN	tr|A0A383ZF41|A0A383ZF41_BALAS
OG0005785	sp|Q8IVS8|GLCTK_HUMAN	tr|A0A383ZHZ8|A0A383ZHZ8_BALAS
OG0005787	sp|Q6NUT3|MFS12_HUMAN	tr|A0A383ZND4|A0A383ZND4_BALAS
OG0005788	sp|Q96MG2|JSPR1_HUMAN	tr|A0A383ZNH8|A0A383ZNH8_BALAS
OG0005789	sp|Q16620|NTRK2_HUMAN	tr|A0A383ZPG7|A0A383ZPG7_BALAS
OG0005790	sp|Q13568|IRF5_HUMAN	tr|A0A383ZQ60|A0A383ZQ60_BALAS
OG0005791	sp|P0C7P0|CISD3_HUMAN	tr|A0A383ZRH9|A0A383ZRH9_BALAS
OG0005792	sp|P51449|RORG_HUMAN	tr|A0A383ZTB0|A0A383ZTB0_BALAS
OG0005793	sp|O94830|DDHD2_HUMAN	tr|A0A383ZTJ5|A0A383ZTJ5_BALAS
OG0005794	sp|Q99590|SCAFB_HUMAN	tr|A0A383ZVY6|A0A383ZVY6_BALAS
OG0005795	sp|Q6UWI2|PARM1_HUMAN	tr|A0A383ZXN1|A0A383ZXN1_BALAS
OG0005796	sp|P27695|APEX1_HUMAN	tr|A0A384A030|A0A384A030_BALAS
OG0005797	sp|Q16763|UBE2S_HUMAN	tr|A0A384A283|A0A384A283_BALAS
OG0005798	sp|Q99640|PMYT1_HUMAN	tr|A0A384A2S6|A0A384A2S6_BALAS
OG0005799	sp|P35462|DRD3_HUMAN	tr|A0A384A409|A0A384A409_BALAS
OG0005800	sp|Q9Y2P8|RCL1_HUMAN	tr|A0A384A4J4|A0A384A4J4_BALAS
OG0005801	sp|Q99547|MPH6_HUMAN	tr|A0A384A5Q2|A0A384A5Q2_BALAS
OG0005802	sp|Q9Y6Q1|CAN6_HUMAN	tr|A0A384A6X1|A0A384A6X1_BALAS
OG0005803	sp|Q0VDG4|SCRN3_HUMAN	tr|A0A384A7X6|A0A384A7X6_BALAS
OG0005804	sp|Q14254|FLOT2_HUMAN	tr|A0A384A990|A0A384A990_BALAS
OG0005805	sp|Q96DE0|NUD16_HUMAN	tr|A0A384AAK2|A0A384AAK2_BALAS
OG0005806	sp|Q8IXU6|S35F2_HUMAN	tr|A0A384ABH4|A0A384ABH4_BALAS
OG0005807	sp|Q9H9Q2|CSN7B_HUMAN	tr|A0A384ABR0|A0A384ABR0_BALAS
OG0005808	sp|Q9HC52|CBX8_HUMAN	tr|A0A384AEV3|A0A384AEV3_BALAS
OG0005809	sp|Q70Z53|F10C1_HUMAN	tr|A0A384AJZ9|A0A384AJZ9_BALAS
OG0005810	sp|Q9UBZ4|APEX2_HUMAN	tr|A0A384AKH4|A0A384AKH4_BALAS
OG0005811	sp|O15031|PLXB2_HUMAN	tr|A0A384APS1|A0A384APS1_BALAS
OG0005812	sp|O75879|GATB_HUMAN	tr|A0A384AQP7|A0A384AQP7_BALAS
OG0005813	sp|Q9HAP2|MLXIP_HUMAN	tr|A0A384AQT6|A0A384AQT6_BALAS
OG0005814	sp|Q9NPF8|ADAP2_HUMAN	tr|A0A384ASU3|A0A384ASU3_BALAS
OG0005815	sp|Q9HB20|PKHA3_HUMAN	tr|A0A384ASV0|A0A384ASV0_BALAS
OG0005816	sp|Q9Y2I6|NINL_HUMAN	tr|A0A384AXB3|A0A384AXB3_BALAS
OG0005817	sp|P13671|CO6_HUMAN	tr|A0A384AY37|A0A384AY37_BALAS
OG0005818	sp|Q969M3|YIPF5_HUMAN	tr|A0A384B4J0|A0A384B4J0_BALAS
OG0005819	sp|P19075|TSN8_HUMAN	tr|A0A384B5Z3|A0A384B5Z3_BALAS
OG0005820	sp|Q16581|C3AR_HUMAN	tr|A0A384B927|A0A384B927_BALAS
OG0005821	sp|Q96JB3|HIC2_HUMAN	tr|A0A384B9I6|A0A384B9I6_BALAS
OG0005822	sp|Q9H2F5|EPC1_HUMAN	tr|A0A384BAZ1|A0A384BAZ1_BALAS
OG0005823	sp|P29144|TPP2_HUMAN	tr|A0A384BBY2|A0A384BBY2_BALAS
OG0005824	sp|Q9UBU6|FA8A1_HUMAN	tr|A0A384BC25|A0A384BC25_BALAS
OG0005825	sp|Q86UD1|OAF_HUMAN	tr|A0A452C5M6|A0A452C5M6_BALAS
OG0005826	sp|Q9UIF7|MUTYH_HUMAN	tr|A0A452C7N5|A0A452C7N5_BALAS
OG0005827	sp|Q69YL0|NCAS2_HUMAN	tr|A0A452C9M5|A0A452C9M5_BALAS
OG0005828	sp|P63218|GBG5_HUMAN	tr|A0A452CAL1|A0A452CAL1_BALAS
OG0005829	sp|Q86XX4|FRAS1_HUMAN	tr|A0A452CGC5|A0A452CGC5_BALAS
OG0005830	sp|Q96N23|CFA54_HUMAN	tr|A0A452CHH3|A0A452CHH3_BALAS
OG0005831	sp|Q8WVM0|TFB1M_HUMAN	tr|A0A452CJT2|A0A452CJT2_BALAS
OG0005832	sp|Q8IZL8|PELP1_HUMAN	tr|A0A452CLT6|A0A452CLT6_BALAS
OG0005833	sp|Q6T310|RSLBA_HUMAN	tr|A0A383YN87|A0A383YN87_BALAS
OG0005834	sp|P08243|ASNS_HUMAN	tr|A0A383YPQ6|A0A383YPQ6_BALAS
OG0005835	sp|Q96NL8|CF418_HUMAN	tr|A0A383YQK9|A0A383YQK9_BALAS
OG0005836	sp|Q14108|SCRB2_HUMAN	tr|A0A383YRZ3|A0A383YRZ3_BALAS
OG0005837	sp|Q9NW08|RPC2_HUMAN	tr|A0A383YSG0|A0A383YSG0_BALAS
OG0005838	sp|Q99496|RING2_HUMAN	tr|A0A383YVZ3|A0A383YVZ3_BALAS
OG0005839	sp|Q8WUX9|CHMP7_HUMAN	tr|A0A383YYF6|A0A383YYF6_BALAS
OG0005840	sp|Q5VVH5|IKBP1_HUMAN	tr|A0A383YZF1|A0A383YZF1_BALAS
OG0005841	sp|Q86WK6|AMGO1_HUMAN	tr|A0A383Z2Z3|A0A383Z2Z3_BALAS
OG0005842	sp|Q01780|EXOSX_HUMAN	tr|A0A383Z4F0|A0A383Z4F0_BALAS
OG0005843	sp|Q9HAN9|NMNA1_HUMAN	tr|A0A383Z4J5|A0A383Z4J5_BALAS
OG0005844	sp|Q9Y222|DMTF1_HUMAN	tr|A0A383Z5H5|A0A383Z5H5_BALAS
OG0005845	sp|P61201|CSN2_HUMAN	tr|A0A383Z5X2|A0A383Z5X2_BALAS
OG0005846	sp|P07949|RET_HUMAN	tr|A0A383Z756|A0A383Z756_BALAS
OG0005847	sp|P54277|PMS1_HUMAN	tr|A0A383Z8L9|A0A383Z8L9_BALAS
OG0005848	sp|P56597|NDK5_HUMAN	tr|A0A383ZB68|A0A383ZB68_BALAS
OG0005849	sp|Q96KN2|CNDP1_HUMAN	tr|A0A383ZD44|A0A383ZD44_BALAS
OG0005850	sp|Q8N201|INT1_HUMAN	tr|A0A383ZHZ7|A0A383ZHZ7_BALAS
OG0005851	sp|A6NK89|RASFA_HUMAN	tr|A0A383ZJD4|A0A383ZJD4_BALAS
OG0005852	sp|A6NHS7|MANS4_HUMAN	tr|A0A383ZLL4|A0A383ZLL4_BALAS
OG0005853	sp|Q86U10|LPP60_HUMAN	tr|A0A383ZMI7|A0A383ZMI7_BALAS
OG0005854	sp|Q9NS56|TOPRS_HUMAN	tr|A0A383ZP76|A0A383ZP76_BALAS
OG0005855	sp|P56975|NRG3_HUMAN	tr|A0A383ZST9|A0A383ZST9_BALAS
OG0005856	sp|Q15669|RHOH_HUMAN	tr|A0A383ZUP9|A0A383ZUP9_BALAS
OG0005857	sp|P62249|RS16_HUMAN	tr|A0A383ZY34|A0A383ZY34_BALAS
OG0005858	sp|O43291|SPIT2_HUMAN	tr|A0A383ZY87|A0A383ZY87_BALAS
OG0005859	sp|Q9Y281|COF2_HUMAN	tr|A0A384A081|A0A384A081_BALAS
OG0005860	sp|Q99983|OMD_HUMAN	tr|A0A384A511|A0A384A511_BALAS
OG0005861	sp|Q99592|ZBT18_HUMAN	tr|A0A384A566|A0A384A566_BALAS
OG0005862	sp|Q9BST9|RTKN_HUMAN	tr|A0A384A9T3|A0A384A9T3_BALAS
OG0005863	sp|P49356|FNTB_HUMAN	tr|A0A384AAG5|A0A384AAG5_BALAS
OG0005864	sp|Q96FA7|ZB10P_HUMAN	tr|A0A384ABN9|A0A384ABN9_BALAS
OG0005865	sp|Q9Y2D1|ATF5_HUMAN	tr|A0A384ACK2|A0A384ACK2_BALAS
OG0005866	sp|Q8WWT9|S13A3_HUMAN	tr|A0A384ADH1|A0A384ADH1_BALAS
OG0005867	sp|A6NK06|IRG1_HUMAN	tr|A0A384AG33|A0A384AG33_BALAS
OG0005868	sp|O95639|CPSF4_HUMAN	tr|A0A384AHQ6|A0A384AHQ6_BALAS
OG0005869	sp|Q92902|HPS1_HUMAN	tr|A0A384AJB5|A0A384AJB5_BALAS
OG0005870	sp|Q9NRZ9|HELLS_HUMAN	tr|A0A384AJL6|A0A384AJL6_BALAS
OG0005871	sp|P59773|MNARL_HUMAN	tr|A0A384AN18|A0A384AN18_BALAS
OG0005872	sp|F5H4B4|F227A_HUMAN	tr|A0A384APN7|A0A384APN7_BALAS
OG0005873	sp|Q96HF1|SFRP2_HUMAN	tr|A0A384AQ78|A0A384AQ78_BALAS
OG0005874	sp|Q14232|EI2BA_HUMAN	tr|A0A384AQQ3|A0A384AQQ3_BALAS
OG0005875	sp|Q8N309|LRC43_HUMAN	tr|A0A384AR49|A0A384AR49_BALAS
OG0005876	sp|Q9BVV7|TIM21_HUMAN	tr|A0A384ARR3|A0A384ARR3_BALAS
OG0005877	sp|P52701|MSH6_HUMAN	tr|A0A384ARW4|A0A384ARW4_BALAS
OG0005878	sp|Q92804|RBP56_HUMAN	tr|A0A384ASI3|A0A384ASI3_BALAS
OG0005879	sp|Q70E73|RAPH1_HUMAN	tr|A0A384ATA2|A0A384ATA2_BALAS
OG0005880	sp|A0PJX0|CIB4_HUMAN	tr|A0A384AVC5|A0A384AVC5_BALAS
OG0005881	sp|Q15846|CLUL1_HUMAN	tr|A0A384AW63|A0A384AW63_BALAS
OG0005882	sp|P04844|RPN2_HUMAN	tr|A0A384B0J3|A0A384B0J3_BALAS
OG0005883	sp|Q9UJ14|GGT7_HUMAN	tr|A0A384B160|A0A384B160_BALAS
OG0005884	sp|Q5GH72|XKR7_HUMAN	tr|A0A384B1J9|A0A384B1J9_BALAS
OG0005885	sp|Q8N687|DB125_HUMAN	tr|A0A384B1K4|A0A384B1K4_BALAS
OG0005886	sp|O77932|DXO_HUMAN	tr|A0A384B2N9|A0A384B2N9_BALAS
OG0005887	sp|Q96GR4|ZDH12_HUMAN	tr|A0A384B5Q5|A0A384B5Q5_BALAS
OG0005888	sp|Q8N3P4|VPS8_HUMAN	tr|A0A384B6I9|A0A384B6I9_BALAS
OG0005889	sp|O14594|NCAN_HUMAN	tr|A0A384B746|A0A384B746_BALAS
OG0005890	sp|Q8N3A8|PARP8_HUMAN	tr|A0A384B7H4|A0A384B7H4_BALAS
OG0005891	sp|Q8N2Y8|RUSC2_HUMAN	tr|A0A384BBE3|A0A384BBE3_BALAS
OG0005892	sp|P22676|CALB2_HUMAN	tr|A0A384BF10|A0A384BF10_BALAS
OG0005893	sp|Q8N1G2|CMTR1_HUMAN	tr|A0A384BFF2|A0A384BFF2_BALAS
OG0005894	sp|Q96RS0|TGS1_HUMAN	tr|A0A384BFP8|A0A384BFP8_BALAS
OG0005895	sp|Q9NQ60|EQTN_HUMAN	tr|A0A384BGQ8|A0A384BGQ8_BALAS
OG0005896	sp|P42336|PK3CA_HUMAN	tr|A0A384BHM3|A0A384BHM3_BALAS
OG0005897	sp|A0A1B0GTH6|CS2IP_HUMAN	tr|A0A452CEA1|A0A452CEA1_BALAS
OG0005898	sp|Q96F46|I17RA_HUMAN	tr|A0A452CED5|A0A452CED5_BALAS
OG0005899	sp|P49184|DNSL1_HUMAN	tr|A0A452CJE1|A0A452CJE1_BALAS
OG0005900	sp|O43614|OX2R_HUMAN	tr|A0A452CKA9|A0A452CKA9_BALAS
OG0005901	sp|A8MYZ0|MIY4B_HUMAN	tr|A0A452CLB3|A0A452CLB3_BALAS
OG0005902	sp|O75063|XYLK_HUMAN	tr|A0A452CLD8|A0A452CLD8_BALAS
OG0005903	sp|Q14289|FAK2_HUMAN	tr|A0A452CPM2|A0A452CPM2_BALAS
OG0005904	sp|P49116|NR2C2_HUMAN	tr|A0A452CPN9|A0A452CPN9_BALAS
OG0005905	sp|Q32P28|P3H1_HUMAN	tr|A0A383YP83|A0A383YP83_BALAS
OG0005906	sp|Q5JWR5|DOP1_HUMAN	tr|A0A383YQB9|A0A383YQB9_BALAS
OG0005907	sp|Q15386|UBE3C_HUMAN	tr|A0A383YS21|A0A383YS21_BALAS
OG0005908	sp|Q8TBB0|THAP6_HUMAN	tr|A0A383YS45|A0A383YS45_BALAS
OG0005909	sp|P20073|ANXA7_HUMAN	tr|A0A383YVD3|A0A383YVD3_BALAS
OG0005910	sp|P49810|PSN2_HUMAN	tr|A0A383YWK0|A0A383YWK0_BALAS
OG0005911	sp|Q6P6B7|ANR16_HUMAN	tr|A0A383YYG5|A0A383YYG5_BALAS
OG0005912	sp|Q9NXS2|QPCTL_HUMAN	tr|A0A383YZC6|A0A383YZC6_BALAS
OG0005913	sp|Q2M2I3|FA83E_HUMAN	tr|A0A383YZY5|A0A383YZY5_BALAS
OG0005914	sp|Q68CR1|SE1L3_HUMAN	tr|A0A383Z066|A0A383Z066_BALAS
OG0005915	sp|Q32M78|ZN699_HUMAN	tr|A0A383Z1Q4|A0A383Z1Q4_BALAS
OG0005916	sp|Q9BY76|ANGL4_HUMAN	tr|A0A383Z1S4|A0A383Z1S4_BALAS
OG0005917	sp|P06729|CD2_HUMAN	tr|A0A383Z3D0|A0A383Z3D0_BALAS
OG0005918	sp|Q9H7E2|TDRD3_HUMAN	tr|A0A383Z5S6|A0A383Z5S6_BALAS
OG0005919	sp|A6NMD0|IFM10_HUMAN	tr|A0A383Z7M8|A0A383Z7M8_BALAS
OG0005920	sp|Q8WVY7|UBCP1_HUMAN	tr|A0A383Z8I9|A0A383Z8I9_BALAS
OG0005921	sp|Q8WVJ2|NUDC2_HUMAN	tr|A0A383Z9A6|A0A383Z9A6_BALAS
OG0005922	sp|Q9H4Y5|GSTO2_HUMAN	tr|A0A383ZAF7|A0A383ZAF7_BALAS
OG0005923	sp|Q96PQ0|SORC2_HUMAN	tr|A0A383ZAY3|A0A383ZAY3_BALAS
OG0005924	sp|Q96BN2|TADA1_HUMAN	tr|A0A383ZBB9|A0A383ZBB9_BALAS
OG0005925	sp|Q9BYG4|PAR6G_HUMAN	tr|A0A383ZD60|A0A383ZD60_BALAS
OG0005926	sp|Q6PEX3|KR261_HUMAN	tr|A0A383ZFF5|A0A383ZFF5_BALAS
OG0005927	sp|Q5TGZ0|MIC10_HUMAN	tr|A0A383ZIX6|A0A383ZIX6_BALAS
OG0005928	sp|Q9Y2J8|PADI2_HUMAN	tr|A0A383ZJE7|A0A383ZJE7_BALAS
OG0005929	sp|P41271|NBL1_HUMAN	tr|A0A383ZJS0|A0A383ZJS0_BALAS
OG0005930	sp|P46821|MAP1B_HUMAN	tr|A0A383ZLI1|A0A383ZLI1_BALAS
OG0005931	sp|P58546|MTPN_HUMAN	tr|A0A383ZQG8|A0A383ZQG8_BALAS
OG0005932	sp|P38398|BRCA1_HUMAN	tr|A0A383ZRU2|A0A383ZRU2_BALAS
OG0005933	sp|P55317|FOXA1_HUMAN	tr|A0A383ZTB3|A0A383ZTB3_BALAS
OG0005934	sp|P57739|CLD2_HUMAN	tr|A0A383ZTD8|A0A383ZTD8_BALAS
OG0005935	sp|Q13084|RM28_HUMAN	tr|A0A384A3C7|A0A384A3C7_BALAS
OG0005936	sp|Q01113|IL9R_HUMAN	tr|A0A384A494|A0A384A494_BALAS
OG0005937	sp|Q6ZVN8|RGMC_HUMAN	tr|A0A384A4S7|A0A384A4S7_BALAS
OG0005938	sp|A6NNN8|S38A8_HUMAN	tr|A0A384A5P1|A0A384A5P1_BALAS
OG0005939	sp|Q01831|XPC_HUMAN	tr|A0A384A6Y2|A0A384A6Y2_BALAS
OG0005940	sp|Q8N511|TM199_HUMAN	tr|A0A384A9E0|A0A384A9E0_BALAS
OG0005941	sp|P53582|MAP11_HUMAN	tr|A0A384AA41|A0A384AA41_BALAS
OG0005942	sp|Q14442|PIGH_HUMAN	tr|A0A384AAM8|A0A384AAM8_BALAS
OG0005943	sp|A0A1B0GTZ2|CC196_HUMAN	tr|A0A384AAT4|A0A384AAT4_BALAS
OG0005944	sp|Q9P0V3|SH3B4_HUMAN	tr|A0A384ABV2|A0A384ABV2_BALAS
OG0005945	sp|Q92905|CSN5_HUMAN	tr|A0A384ACN3|A0A384ACN3_BALAS
OG0005946	sp|P56746|CLD15_HUMAN	tr|A0A384AH27|A0A384AH27_BALAS
OG0005947	sp|O15533|TPSN_HUMAN	tr|A0A384AHY2|A0A384AHY2_BALAS
OG0005948	sp|Q05C16|LRC63_HUMAN	tr|A0A384AID7|A0A384AID7_BALAS
OG0005949	sp|Q9BQ13|KCD14_HUMAN	tr|A0A384AK00|A0A384AK00_BALAS
OG0005950	sp|P50120|RET2_HUMAN	tr|A0A384AL53|A0A384AL53_BALAS
OG0005951	sp|O15144|ARPC2_HUMAN	tr|A0A384AL89|A0A384AL89_BALAS
OG0005952	sp|Q8NE79|POPD1_HUMAN	tr|A0A384ATI8|A0A384ATI8_BALAS
OG0005953	sp|P04156|PRIO_HUMAN	tr|A0A384AWH6|A0A384AWH6_BALAS
OG0005954	sp|Q9BZI1|IRX2_HUMAN	tr|A0A384AWT9|A0A384AWT9_BALAS
OG0005955	sp|Q6UXH8|CCBE1_HUMAN	tr|A0A384AXC3|A0A384AXC3_BALAS
OG0005956	sp|Q9NR19|ACSA_HUMAN	tr|A0A384B0W9|A0A384B0W9_BALAS
OG0005957	sp|Q8TBH0|ARRD2_HUMAN	tr|A0A384B7A1|A0A384B7A1_BALAS
OG0005958	sp|P61952|GBG11_HUMAN	tr|A0A384B815|A0A384B815_BALAS
OG0005959	sp|Q9NU22|MDN1_HUMAN	tr|A0A384B8M5|A0A384B8M5_BALAS
OG0005960	sp|A6NDV4|TMM8B_HUMAN	tr|A0A384BCN0|A0A384BCN0_BALAS
OG0005961	sp|C9JDP6|CLD25_HUMAN	tr|A0A384BFE5|A0A384BFE5_BALAS
OG0005962	sp|Q86YV6|MYLK4_HUMAN	tr|A0A452CBC7|A0A452CBC7_BALAS
OG0005963	sp|Q14627|I13R2_HUMAN	tr|A0A452CH72|A0A452CH72_BALAS
OG0005964	sp|Q9NZ56|FMN2_HUMAN	tr|A0A452CHN9|A0A452CHN9_BALAS
OG0005965	sp|P08240|SRPRA_HUMAN	tr|A0A452CHZ7|A0A452CHZ7_BALAS
OG0005966	sp|P48539|PCP4_HUMAN	tr|A0A452CIB4|A0A452CIB4_BALAS
OG0005967	sp|Q9C0E2|XPO4_HUMAN	tr|A0A383YN72|A0A383YN72_BALAS
OG0005968	sp|Q8IXQ3|CI040_HUMAN	tr|A0A383YNA4|A0A383YNA4_BALAS
OG0005969	sp|Q9Y262|EIF3L_HUMAN	tr|A0A383YSD6|A0A383YSD6_BALAS
OG0005970	sp|P43489|TNR4_HUMAN	tr|A0A383YTX8|A0A383YTX8_BALAS
OG0005971	sp|Q8IXM2|BAP18_HUMAN	tr|A0A383YUJ3|A0A383YUJ3_BALAS
OG0005972	sp|O75391|SPAG7_HUMAN	tr|A0A383YUM3|A0A383YUM3_BALAS
OG0005973	sp|Q9NSD9|SYFB_HUMAN	tr|A0A383YVA7|A0A383YVA7_BALAS
OG0005974	sp|Q5BKX5|CS054_HUMAN	tr|A0A383YVH8|A0A383YVH8_BALAS
OG0005975	sp|Q5T5J6|SWT1_HUMAN	tr|A0A383YWH2|A0A383YWH2_BALAS
OG0005976	sp|Q10588|BST1_HUMAN	tr|A0A383YX05|A0A383YX05_BALAS
OG0005977	sp|Q13261|I15RA_HUMAN	tr|A0A383YXW3|A0A383YXW3_BALAS
OG0005978	sp|Q6QNY0|BL1S3_HUMAN	tr|A0A383YZF7|A0A383YZF7_BALAS
OG0005979	sp|P18858|DNLI1_HUMAN	tr|A0A383YZG1|A0A383YZG1_BALAS
OG0005980	sp|P13686|PPA5_HUMAN	tr|A0A383Z1F5|A0A383Z1F5_BALAS
OG0005981	sp|Q9Y3P4|RHBD3_HUMAN	tr|A0A383Z6K4|A0A383Z6K4_BALAS
OG0005982	sp|Q12951|FOXI1_HUMAN	tr|A0A383Z8C3|A0A383Z8C3_BALAS
OG0005983	sp|P48788|TNNI2_HUMAN	tr|A0A383Z8K5|A0A383Z8K5_BALAS
OG0005984	sp|Q14684|RRP1B_HUMAN	tr|A0A383ZC26|A0A383ZC26_BALAS
OG0005985	sp|Q9NRX2|RM17_HUMAN	tr|A0A383ZDD2|A0A383ZDD2_BALAS
OG0005986	sp|Q5SQS8|CJ120_HUMAN	tr|A0A383ZDR8|A0A383ZDR8_BALAS
OG0005987	sp|Q96T53|MBOA4_HUMAN	tr|A0A383ZG98|A0A383ZG98_BALAS
OG0005988	sp|O76062|ERG24_HUMAN	tr|A0A383ZH93|A0A383ZH93_BALAS
OG0005989	sp|Q8WVI0|SMIM4_HUMAN	tr|A0A383ZI19|A0A383ZI19_BALAS
OG0005990	sp|O14905|WNT9B_HUMAN	tr|A0A383ZLA3|A0A383ZLA3_BALAS
OG0005991	sp|P09681|GIP_HUMAN	tr|A0A383ZMY3|A0A383ZMY3_BALAS
OG0005992	sp|P14653|HXB1_HUMAN	tr|A0A383ZNG3|A0A383ZNG3_BALAS
OG0005993	sp|Q5VZE5|NAA35_HUMAN	tr|A0A383ZPH7|A0A383ZPH7_BALAS
OG0005994	sp|Q9P0K9|FRS1L_HUMAN	tr|A0A383ZT65|A0A383ZT65_BALAS
OG0005995	sp|Q8TAY7|F110D_HUMAN	tr|A0A383ZUE2|A0A383ZUE2_BALAS
OG0005996	sp|O94842|TOX4_HUMAN	tr|A0A384A073|A0A384A073_BALAS
OG0005997	sp|Q12913|PTPRJ_HUMAN	tr|A0A384A1S8|A0A384A1S8_BALAS
OG0005998	sp|P23246|SFPQ_HUMAN	tr|A0A384A5P5|A0A384A5P5_BALAS
OG0005999	sp|Q13304|GPR17_HUMAN	tr|A0A384A6F3|A0A384A6F3_BALAS
OG0006000	sp|Q92613|JADE3_HUMAN	tr|A0A384A8Q4|A0A384A8Q4_BALAS
OG0006001	sp|Q8WTR7|ZN473_HUMAN	tr|A0A384ACC2|A0A384ACC2_BALAS
OG0006002	sp|Q6ZNC4|ZN704_HUMAN	tr|A0A384ACT6|A0A384ACT6_BALAS
OG0006003	sp|Q8NEX6|WFD11_HUMAN	tr|A0A384ADL8|A0A384ADL8_BALAS
OG0006004	sp|Q9Y237|PIN4_HUMAN	tr|A0A384ADT4|A0A384ADT4_BALAS
OG0006005	sp|Q9H5N1|RABE2_HUMAN	tr|A0A384AGC3|A0A384AGC3_BALAS
OG0006006	sp|Q15274|NADC_HUMAN	tr|A0A384AGL3|A0A384AGL3_BALAS
OG0006007	sp|Q9UHL9|GT2D1_HUMAN	tr|A0A384AGW5|A0A384AGW5_BALAS
OG0006008	sp|Q9Y4E5|ZN451_HUMAN	tr|A0A384AII1|A0A384AII1_BALAS
OG0006009	sp|Q969W1|ZDH16_HUMAN	tr|A0A384AJJ3|A0A384AJJ3_BALAS
OG0006010	sp|P11137|MTAP2_HUMAN	tr|A0A384AKJ9|A0A384AKJ9_BALAS
OG0006011	sp|Q9BRF8|CPPED_HUMAN	tr|A0A384AM67|A0A384AM67_BALAS
OG0006012	sp|Q8TC29|ENKUR_HUMAN	tr|A0A384AS51|A0A384AS51_BALAS
OG0006013	sp|O76061|STC2_HUMAN	tr|A0A384ASM2|A0A384ASM2_BALAS
OG0006014	sp|Q9H2H8|PPIL3_HUMAN	tr|A0A384ATD2|A0A384ATD2_BALAS
OG0006015	sp|Q7Z4H3|HDDC2_HUMAN	tr|A0A384AU77|A0A384AU77_BALAS
OG0006016	sp|Q9UJA3|MCM8_HUMAN	tr|A0A384AWY2|A0A384AWY2_BALAS
OG0006017	sp|Q8IXH6|T53I2_HUMAN	tr|A0A384B1Z7|A0A384B1Z7_BALAS
OG0006018	sp|Q99808|S29A1_HUMAN	tr|A0A384B2T4|A0A384B2T4_BALAS
OG0006019	sp|P0C6C1|AN34C_HUMAN	tr|A0A384B3R2|A0A384B3R2_BALAS
OG0006020	sp|Q658L1|SAXO2_HUMAN	tr|A0A384B3V1|A0A384B3V1_BALAS
OG0006021	sp|O43598|DNPH1_HUMAN	tr|A0A384B455|A0A384B455_BALAS
OG0006022	sp|Q9UKN8|TF3C4_HUMAN	tr|A0A384B4F6|A0A384B4F6_BALAS
OG0006023	sp|Q8IWT6|LRC8A_HUMAN	tr|A0A384B4N7|A0A384B4N7_BALAS
OG0006024	sp|H3BRN8|PIRC2_HUMAN	tr|A0A384B6T7|A0A384B6T7_BALAS
OG0006025	sp|P56199|ITA1_HUMAN	tr|A0A384B7E5|A0A384B7E5_BALAS
OG0006026	sp|Q9H553|ALG2_HUMAN	tr|A0A384BBR2|A0A384BBR2_BALAS
OG0006027	sp|Q6ZV50|RFX8_HUMAN	tr|A0A384BDI1|A0A384BDI1_BALAS
OG0006028	sp|Q9UQ03|COR2B_HUMAN	tr|A0A384BDT7|A0A384BDT7_BALAS
OG0006029	sp|O00472|ELL2_HUMAN	tr|A0A384BE22|A0A384BE22_BALAS
OG0006030	sp|Q96DM3|RMC1_HUMAN	tr|A0A384BEI0|A0A384BEI0_BALAS
OG0006031	sp|Q9Y244|POMP_HUMAN	tr|A0A384BFP4|A0A384BFP4_BALAS
OG0006032	sp|Q96KW2|P12L2_HUMAN	tr|A0A384BFW1|A0A384BFW1_BALAS
OG0006033	sp|O43688|PLPP2_HUMAN	tr|A0A384BG13|A0A384BG13_BALAS
OG0006034	sp|Q92625|ANS1A_HUMAN	tr|A0A452C619|A0A452C619_BALAS
OG0006035	sp|Q6ZUT6|CCD9B_HUMAN	tr|A0A452CFX2|A0A452CFX2_BALAS
OG0006036	sp|Q8WWL7|CCNB3_HUMAN	tr|A0A452CHG3|A0A452CHG3_BALAS
OG0006037	sp|Q9UJX6|ANC2_HUMAN	tr|A0A452CHJ6|A0A452CHJ6_BALAS
OG0006038	sp|A8MUP6|GS1L2_HUMAN	tr|A0A452CMP7|A0A452CMP7_BALAS
OG0006039	sp|Q495B1|AKD1A_HUMAN	tr|A0A383YTF4|A0A383YTF4_BALAS
OG0006040	sp|Q9H6Y7|RN167_HUMAN	tr|A0A383YUL6|A0A383YUL6_BALAS
OG0006041	sp|Q08999|RBL2_HUMAN	tr|A0A383YXR0|A0A383YXR0_BALAS
OG0006042	sp|Q8WWQ0|PHIP_HUMAN	tr|A0A383YYT3|A0A383YYT3_BALAS
OG0006043	sp|P53634|CATC_HUMAN	tr|A0A383Z094|A0A383Z094_BALAS
OG0006044	sp|P41226|UBA7_HUMAN	tr|A0A383Z0X1|A0A383Z0X1_BALAS
OG0006045	sp|Q96LT9|RNPC3_HUMAN	tr|A0A383Z328|A0A383Z328_BALAS
OG0006046	sp|Q9BU76|MMTA2_HUMAN	tr|A0A383Z507|A0A383Z507_BALAS
OG0006047	sp|Q16445|GBRA6_HUMAN	tr|A0A383Z8V9|A0A383Z8V9_BALAS
OG0006048	sp|Q92947|GCDH_HUMAN	tr|A0A383Z9Z1|A0A383Z9Z1_BALAS
