Orthogroup	Homo_sapiens	Castor_canadensis
OG0004657	sp|O94913|PCF11_HUMAN	tr|A0A8B7W1H5|A0A8B7W1H5_CASCN
OG0004658	sp|Q96NX5|KCC1G_HUMAN	tr|A0A8B7W4T9|A0A8B7W4T9_CASCN
OG0004659	sp|Q5EB52|MEST_HUMAN	tr|A0A8B7W5G3|A0A8B7W5G3_CASCN
OG0004660	sp|Q86XR8|CEP57_HUMAN	tr|A0A8B7W7H0|A0A8B7W7H0_CASCN
OG0004661	sp|Q8N5T2|TBC19_HUMAN	tr|A0A8B7WAP9|A0A8B7WAP9_CASCN
OG0004662	sp|Q969G5|CAVN3_HUMAN	tr|A0A8B7WDQ7|A0A8B7WDQ7_CASCN
OG0004663	sp|P02778|CXL10_HUMAN	tr|A0A8B7WI76|A0A8B7WI76_CASCN
OG0004664	sp|Q8N3F8|MILK1_HUMAN	tr|A0A8C0VU17|A0A8C0VU17_CASCN
OG0004665	sp|P20396|TRH_HUMAN	tr|A0A8C0W1Q3|A0A8C0W1Q3_CASCN
OG0004666	sp|Q86XK2|FBX11_HUMAN	tr|A0A8C0WDV8|A0A8C0WDV8_CASCN
OG0004667	sp|Q99467|CD180_HUMAN	tr|A0A8C0XDT3|A0A8C0XDT3_CASCN
OG0004668	sp|Q96RN5|MED15_HUMAN	tr|A0A8C0XER2|A0A8C0XER2_CASCN
OG0004669	sp|Q9Y5K6|CD2AP_HUMAN	tr|A0A8C0XTG0|A0A8C0XTG0_CASCN
OG0004670	sp|Q13015|AF1Q_HUMAN	tr|A0A250XUP9|A0A250XUP9_CASCN
OG0004671	sp|P23409|MYF6_HUMAN	tr|A0A250XWX8|A0A250XWX8_CASCN
OG0004672	sp|Q13107|UBP4_HUMAN	tr|A0A250Y646|A0A250Y646_CASCN
OG0004673	sp|Q02535|ID3_HUMAN	tr|A0A250Y9B8|A0A250Y9B8_CASCN
OG0004674	sp|P23528|COF1_HUMAN	tr|A0A250YAV1|A0A250YAV1_CASCN
OG0004675	sp|Q96EL2|RT24_HUMAN	tr|A0A250YB05|A0A250YB05_CASCN
OG0004676	sp|O75489|NDUS3_HUMAN	tr|A0A250YE88|A0A250YE88_CASCN
OG0004677	sp|O96008|TOM40_HUMAN	tr|A0A250YGH9|A0A250YGH9_CASCN
OG0004678	sp|Q9Y3P4|RHBD3_HUMAN	tr|A0A250YH85|A0A250YH85_CASCN
OG0004679	sp|O75949|NALF2_HUMAN	tr|A0A8B7TJQ8|A0A8B7TJQ8_CASCN
OG0004680	sp|Q9NQ48|LZTL1_HUMAN	tr|A0A8B7TLY0|A0A8B7TLY0_CASCN
OG0004681	sp|Q86XP0|PA24D_HUMAN	tr|A0A8B7TPF7|A0A8B7TPF7_CASCN
OG0004682	sp|Q96SE0|ABHD1_HUMAN	tr|A0A8B7TSE3|A0A8B7TSE3_CASCN
OG0004683	sp|B1AL88|NALF1_HUMAN	tr|A0A8B7TUG5|A0A8B7TUG5_CASCN
OG0004684	sp|P55000|SLUR1_HUMAN	tr|A0A8B7TYR6|A0A8B7TYR6_CASCN
OG0004685	sp|Q15018|ABRX2_HUMAN	tr|A0A8B7U226|A0A8B7U226_CASCN
OG0004686	sp|Q7L0X2|ERIP6_HUMAN	tr|A0A8B7U2M7|A0A8B7U2M7_CASCN
OG0004687	sp|Q03167|TGBR3_HUMAN	tr|A0A8B7U417|A0A8B7U417_CASCN
OG0004688	sp|P62333|PRS10_HUMAN	tr|A0A8B7U8R6|A0A8B7U8R6_CASCN
OG0004689	sp|Q86WU2|LDHD_HUMAN	tr|A0A8B7U8T2|A0A8B7U8T2_CASCN
OG0004690	sp|Q8TD35|LKAM1_HUMAN	tr|A0A8B7UBL1|A0A8B7UBL1_CASCN
OG0004691	sp|Q14814|MEF2D_HUMAN	tr|A0A8B7UCU0|A0A8B7UCU0_CASCN
OG0004692	sp|Q5VXT5|SYPL2_HUMAN	tr|A0A8B7UGD2|A0A8B7UGD2_CASCN
OG0004693	sp|Q9H490|PIGU_HUMAN	tr|A0A8B7UKF3|A0A8B7UKF3_CASCN
OG0004694	sp|Q9H0I3|CC113_HUMAN	tr|A0A8B7UPX3|A0A8B7UPX3_CASCN
OG0004695	sp|Q8IVW6|ARI3B_HUMAN	tr|A0A8B7UQR5|A0A8B7UQR5_CASCN
OG0004696	sp|Q8WWZ8|OIT3_HUMAN	tr|A0A8B7UR70|A0A8B7UR70_CASCN
OG0004697	sp|C9J7I0|UMAD1_HUMAN	tr|A0A8B7UU67|A0A8B7UU67_CASCN
OG0004698	sp|Q9NRR2|TRYG1_HUMAN	tr|A0A8B7V154|A0A8B7V154_CASCN
OG0004699	sp|Q8N228|SCML4_HUMAN	tr|A0A8B7V156|A0A8B7V156_CASCN
OG0004700	sp|O95231|VENTX_HUMAN	tr|A0A8B7V3Y6|A0A8B7V3Y6_CASCN
OG0004701	sp|Q9C029|TRIM7_HUMAN	tr|A0A8B7V9F6|A0A8B7V9F6_CASCN
OG0004702	sp|Q9BVQ7|SPA5L_HUMAN	tr|A0A8B7VCD6|A0A8B7VCD6_CASCN
OG0004703	sp|Q14676|MDC1_HUMAN	tr|A0A8B7VHC9|A0A8B7VHC9_CASCN
OG0004704	sp|Q2M2E3|ODFP4_HUMAN	tr|A0A8B7VI08|A0A8B7VI08_CASCN
OG0004705	sp|P49770|EI2BB_HUMAN	tr|A0A8B7VJB7|A0A8B7VJB7_CASCN
OG0004706	sp|Q96NZ8|WFKN1_HUMAN	tr|A0A8B7VJC0|A0A8B7VJC0_CASCN
OG0004707	sp|O75363|BCAS1_HUMAN	tr|A0A8B7VK53|A0A8B7VK53_CASCN
OG0004708	sp|P17040|ZSC20_HUMAN	tr|A0A8B7VL77|A0A8B7VL77_CASCN
OG0004709	sp|O43663|PRC1_HUMAN	tr|A0A8B7VRI1|A0A8B7VRI1_CASCN
OG0004710	sp|Q9NR56|MBNL1_HUMAN	tr|A0A8B7VVI5|A0A8B7VVI5_CASCN
OG0004711	sp|Q6BAA4|FCRLB_HUMAN	tr|A0A8B7VYA4|A0A8B7VYA4_CASCN
OG0004712	sp|A6NFD8|HELT_HUMAN	tr|A0A8B7WHE0|A0A8B7WHE0_CASCN
OG0004713	sp|Q8WV48|CC107_HUMAN	tr|A0A8C0W9Z6|A0A8C0W9Z6_CASCN
OG0004714	sp|Q13017|RHG05_HUMAN	tr|A0A8C0WE34|A0A8C0WE34_CASCN
OG0004715	sp|Q9GZV9|FGF23_HUMAN	tr|A0A8C0X135|A0A8C0X135_CASCN
OG0004716	sp|Q06481|APLP2_HUMAN	tr|A0A8C0ZRH5|A0A8C0ZRH5_CASCN
OG0004717	sp|Q6ZUJ8|BCAP_HUMAN	tr|A0A8C0ZVF6|A0A8C0ZVF6_CASCN
OG0004718	sp|P50461|CSRP3_HUMAN	tr|A0A250XW36|A0A250XW36_CASCN
OG0004719	sp|P56749|CLD12_HUMAN	tr|A0A250XWW9|A0A250XWW9_CASCN
OG0004720	sp|O00232|PSD12_HUMAN	tr|A0A250Y180|A0A250Y180_CASCN
OG0004721	sp|Q9H773|DCTP1_HUMAN	tr|A0A250YAS5|A0A250YAS5_CASCN
OG0004722	sp|Q9BQD3|KXDL1_HUMAN	tr|A0A250YB46|A0A250YB46_CASCN
OG0004723	sp|Q9UI14|PRAF1_HUMAN	tr|A0A250YBE3|A0A250YBE3_CASCN
OG0004724	sp|Q07020|RL18_HUMAN	tr|A0A250YBM3|A0A250YBM3_CASCN
OG0004725	sp|P32969|RL9_HUMAN	tr|A0A250YBT8|A0A250YBT8_CASCN
OG0004726	sp|P49914|MTHFS_HUMAN	tr|A0A250YBY9|A0A250YBY9_CASCN
OG0004727	sp|P50914|RL14_HUMAN	tr|A0A250YCF2|A0A250YCF2_CASCN
OG0004728	sp|P62826|RAN_HUMAN	tr|A0A250YCL9|A0A250YCL9_CASCN
OG0004729	sp|O14734|ACOT8_HUMAN	tr|A0A250YFG8|A0A250YFG8_CASCN
OG0004730	sp|P09874|PARP1_HUMAN	tr|A0A250YLV5|A0A250YLV5_CASCN
OG0004731	sp|Q8NI51|CTCFL_HUMAN	tr|A0A8B7TKQ7|A0A8B7TKQ7_CASCN
OG0004732	sp|O43301|HS12A_HUMAN	tr|A0A8B7TMK1|A0A8B7TMK1_CASCN
OG0004733	sp|Q05D60|DEUP1_HUMAN	tr|A0A8B7TQC7|A0A8B7TQC7_CASCN
OG0004734	sp|Q16445|GBRA6_HUMAN	tr|A0A8B7TS69|A0A8B7TS69_CASCN
OG0004735	sp|Q8IZC4|RTKN2_HUMAN	tr|A0A8B7TTH1|A0A8B7TTH1_CASCN
OG0004736	sp|A8MT70|ZBBX_HUMAN	tr|A0A8B7TU58|A0A8B7TU58_CASCN
OG0004737	sp|Q9ULD6|INTU_HUMAN	tr|A0A8B7TW47|A0A8B7TW47_CASCN
OG0004738	sp|Q16619|CTF1_HUMAN	tr|A0A8B7U0G5|A0A8B7U0G5_CASCN
OG0004739	sp|Q8NFI3|ENASE_HUMAN	tr|A0A8B7U2Q9|A0A8B7U2Q9_CASCN
OG0004740	sp|Q9Y6W8|ICOS_HUMAN	tr|A0A8B7U3N7|A0A8B7U3N7_CASCN
OG0004741	sp|Q9BTE0|NAT9_HUMAN	tr|A0A8B7U6S3|A0A8B7U6S3_CASCN
OG0004742	sp|Q9Y5I7|CLD16_HUMAN	tr|A0A8B7U6V2|A0A8B7U6V2_CASCN
OG0004743	sp|Q70CQ2|UBP34_HUMAN	tr|A0A8B7UA55|A0A8B7UA55_CASCN
OG0004744	sp|P68106|FKB1B_HUMAN	tr|A0A8B7UBN8|A0A8B7UBN8_CASCN
OG0004745	sp|Q96M53|TBATA_HUMAN	tr|A0A8B7UCN0|A0A8B7UCN0_CASCN
OG0004746	sp|O15218|GP182_HUMAN	tr|A0A8B7UGV4|A0A8B7UGV4_CASCN
OG0004747	sp|Q8N556|AFAP1_HUMAN	tr|A0A8B7UPY6|A0A8B7UPY6_CASCN
OG0004748	sp|Q9UBR1|BUP1_HUMAN	tr|A0A8B7V0L6|A0A8B7V0L6_CASCN
OG0004749	sp|O14841|OPLA_HUMAN	tr|A0A8B7V3N4|A0A8B7V3N4_CASCN
OG0004750	sp|Q15256|PTPRR_HUMAN	tr|A0A8B7V5P0|A0A8B7V5P0_CASCN
OG0004751	sp|Q92845|KIFA3_HUMAN	tr|A0A8B7V771|A0A8B7V771_CASCN
OG0004752	sp|Q9UII4|HERC5_HUMAN	tr|A0A8B7VDK6|A0A8B7VDK6_CASCN
OG0004753	sp|Q8IVS2|FABD_HUMAN	tr|A0A8B7VFH7|A0A8B7VFH7_CASCN
OG0004754	sp|Q04637|IF4G1_HUMAN	tr|A0A8B7VLI9|A0A8B7VLI9_CASCN
OG0004755	sp|Q86XW9|TXND6_HUMAN	tr|A0A8B7VPH1|A0A8B7VPH1_CASCN
OG0004756	sp|Q5BJH7|YIF1B_HUMAN	tr|A0A8B7VRD7|A0A8B7VRD7_CASCN
OG0004757	sp|Q9NVE5|UBP40_HUMAN	tr|A0A8B7VS02|A0A8B7VS02_CASCN
OG0004758	sp|Q9UDY2|ZO2_HUMAN	tr|A0A8B7VTV2|A0A8B7VTV2_CASCN
OG0004759	sp|P49281|NRAM2_HUMAN	tr|A0A8B7VZ64|A0A8B7VZ64_CASCN
OG0004760	sp|P51460|INSL3_HUMAN	tr|A0A8B7W2Y7|A0A8B7W2Y7_CASCN
OG0004761	sp|Q9H1J5|WNT8A_HUMAN	tr|A0A8B7WAE0|A0A8B7WAE0_CASCN
OG0004762	sp|O95150|TNF15_HUMAN	tr|A0A8B7WEH9|A0A8B7WEH9_CASCN
OG0004763	sp|Q8NE31|FA13C_HUMAN	tr|A0A8B7WG15|A0A8B7WG15_CASCN
OG0004764	sp|Q8NGS0|OR1N1_HUMAN	tr|A0A8B7WGT6|A0A8B7WGT6_CASCN
OG0004765	sp|Q9UPX8|SHAN2_HUMAN	tr|A0A8B7WK37|A0A8B7WK37_CASCN
OG0004766	sp|A6NKG5|RTL1_HUMAN	tr|A0A8B7WKA4|A0A8B7WKA4_CASCN
OG0004767	sp|Q6IEG0|SNR48_HUMAN	tr|A0A8C0WYA7|A0A8C0WYA7_CASCN
OG0004768	sp|O00237|RN103_HUMAN	tr|A0A8C0XAJ0|A0A8C0XAJ0_CASCN
OG0004769	sp|Q9BXG8|SPZ1_HUMAN	tr|A0A8C0XLK8|A0A8C0XLK8_CASCN
OG0004770	sp|Q8IZM9|S38A6_HUMAN	tr|A0A8C0XNB5|A0A8C0XNB5_CASCN
OG0004771	sp|Q13432|U119A_HUMAN	tr|A0A8C0ZLF9|A0A8C0ZLF9_CASCN
OG0004772	sp|Q96AP7|ESAM_HUMAN	tr|A0A250Y033|A0A250Y033_CASCN
OG0004773	sp|Q99985|SEM3C_HUMAN	tr|A0A250Y530|A0A250Y530_CASCN
OG0004774	sp|Q5VIR6|VPS53_HUMAN	tr|A0A250Y5I6|A0A250Y5I6_CASCN
OG0004775	sp|Q76M96|CCD80_HUMAN	tr|A0A250Y604|A0A250Y604_CASCN
OG0004776	sp|O60220|TIM8A_HUMAN	tr|A0A250Y8P7|A0A250Y8P7_CASCN
OG0004777	sp|P56556|NDUA6_HUMAN	tr|A0A250Y9M1|A0A250Y9M1_CASCN
OG0004778	sp|Q9BYN0|SRXN1_HUMAN	tr|A0A250Y9U2|A0A250Y9U2_CASCN
OG0004779	sp|Q9BQY9|DBND2_HUMAN	tr|A0A250YAM3|A0A250YAM3_CASCN
OG0004780	sp|O00559|RCAS1_HUMAN	tr|A0A250YCG4|A0A250YCG4_CASCN
OG0004781	sp|P04179|SODM_HUMAN	tr|A0A250YCN7|A0A250YCN7_CASCN
OG0004782	sp|P49903|SPS1_HUMAN	tr|A0A250YH48|A0A250YH48_CASCN
OG0004783	sp|Q9Y5X3|SNX5_HUMAN	tr|A0A250YHE4|A0A250YHE4_CASCN
OG0004784	sp|P08670|VIME_HUMAN	tr|A0A250YIN8|A0A250YIN8_CASCN
OG0004785	sp|Q14137|BOP1_HUMAN	tr|A0A250YL08|A0A250YL08_CASCN
OG0004786	sp|Q8NGX3|O10T2_HUMAN	tr|A0A8B7TGJ7|A0A8B7TGJ7_CASCN
OG0004787	sp|Q9NQ35|NRIP3_HUMAN	tr|A0A8B7TH23|A0A8B7TH23_CASCN
OG0004788	sp|P11230|ACHB_HUMAN	tr|A0A8B7TKJ2|A0A8B7TKJ2_CASCN
OG0004789	sp|Q9UL52|TM11E_HUMAN	tr|A0A8B7TW55|A0A8B7TW55_CASCN
OG0004790	sp|Q9H1B5|XYLT2_HUMAN	tr|A0A8B7TWG1|A0A8B7TWG1_CASCN
OG0004791	sp|Q6XZF7|DNMBP_HUMAN	tr|A0A8B7TXT8|A0A8B7TXT8_CASCN
OG0004792	sp|O00444|PLK4_HUMAN	tr|A0A8B7U285|A0A8B7U285_CASCN
OG0004793	sp|Q8N9V7|TOPZ1_HUMAN	tr|A0A8B7U2G1|A0A8B7U2G1_CASCN
OG0004794	sp|Q02447|SP3_HUMAN	tr|A0A8B7U2T5|A0A8B7U2T5_CASCN
OG0004795	sp|Q6PF06|TM10B_HUMAN	tr|A0A8B7U2Z6|A0A8B7U2Z6_CASCN
OG0004796	sp|Q6DD88|ATLA3_HUMAN	tr|A0A8B7U5V6|A0A8B7U5V6_CASCN
OG0004797	sp|C9J3V5|TEX22_HUMAN	tr|A0A8B7U759|A0A8B7U759_CASCN
OG0004798	sp|Q86W56|PARG_HUMAN	tr|A0A8B7U7H6|A0A8B7U7H6_CASCN
OG0004799	sp|Q16671|AMHR2_HUMAN	tr|A0A8B7U9F8|A0A8B7U9F8_CASCN
OG0004800	sp|Q5VTL8|PR38B_HUMAN	tr|A0A8B7UCM9|A0A8B7UCM9_CASCN
OG0004801	sp|Q96N46|TTC14_HUMAN	tr|A0A8B7UFS6|A0A8B7UFS6_CASCN
OG0004802	sp|O75335|LIPA4_HUMAN	tr|A0A8B7UHW0|A0A8B7UHW0_CASCN
OG0004803	sp|Q5T5Y3|CAMP1_HUMAN	tr|A0A8B7UJ51|A0A8B7UJ51_CASCN
OG0004804	sp|Q68CR7|LRC66_HUMAN	tr|A0A8B7UN05|A0A8B7UN05_CASCN
OG0004805	sp|Q12948|FOXC1_HUMAN	tr|A0A8B7UPQ2|A0A8B7UPQ2_CASCN
OG0004806	sp|P09086|PO2F2_HUMAN	tr|A0A8B7UU93|A0A8B7UU93_CASCN
OG0004807	sp|Q9Y5Y6|ST14_HUMAN	tr|A0A8B7UUF2|A0A8B7UUF2_CASCN
OG0004808	sp|Q9UJJ9|GNPTG_HUMAN	tr|A0A8B7UZK8|A0A8B7UZK8_CASCN
OG0004809	sp|Q96B02|UBE2W_HUMAN	tr|A0A8B7V8T5|A0A8B7V8T5_CASCN
OG0004810	sp|Q9NVC3|S38A7_HUMAN	tr|A0A8B7VBW8|A0A8B7VBW8_CASCN
OG0004811	sp|Q9H6Q3|SLAP2_HUMAN	tr|A0A8B7VIC1|A0A8B7VIC1_CASCN
OG0004812	sp|Q9UI08|EVL_HUMAN	tr|A0A8B7VIH4|A0A8B7VIH4_CASCN
OG0004813	sp|Q8WW35|DYT2B_HUMAN	tr|A0A8B7VKA7|A0A8B7VKA7_CASCN
OG0004814	sp|Q9UJ78|ZMYM5_HUMAN	tr|A0A8B7VL09|A0A8B7VL09_CASCN
OG0004815	sp|O43150|ASAP2_HUMAN	tr|A0A8B7VST4|A0A8B7VST4_CASCN
OG0004816	sp|Q9NRX2|RM17_HUMAN	tr|A0A8B7VTH2|A0A8B7VTH2_CASCN
OG0004817	sp|Q9Y257|KCNK6_HUMAN	tr|A0A8B7VV95|A0A8B7VV95_CASCN
OG0004818	sp|Q10713|MPPA_HUMAN	tr|A0A8B7VY47|A0A8B7VY47_CASCN
OG0004820	sp|Q9NYF8|BCLF1_HUMAN	tr|A0A8B7W3D8|A0A8B7W3D8_CASCN
OG0004821	sp|Q13461|FOXE3_HUMAN	tr|A0A8B7W725|A0A8B7W725_CASCN
OG0004822	sp|Q9Y6C5|PTC2_HUMAN	tr|A0A8B7W9X5|A0A8B7W9X5_CASCN
OG0004823	sp|A6NGS2|ERIC4_HUMAN	tr|A0A8B7WG19|A0A8B7WG19_CASCN
OG0004824	sp|P24821|TENA_HUMAN	tr|A0A8B7WGY6|A0A8B7WGY6_CASCN
OG0004825	sp|Q92696|PGTA_HUMAN	tr|A0A8C0VTR5|A0A8C0VTR5_CASCN
OG0004826	sp|Q9BTD8|RBM42_HUMAN	tr|A0A8C0W9F8|A0A8C0W9F8_CASCN
OG0004827	sp|Q9H7U1|CCSE2_HUMAN	tr|A0A8C0WAT1|A0A8C0WAT1_CASCN
OG0004828	sp|Q99469|STAC_HUMAN	tr|A0A8C0WT51|A0A8C0WT51_CASCN
OG0004829	sp|Q8IV50|LYSM2_HUMAN	tr|A0A8C0X7P2|A0A8C0X7P2_CASCN
OG0004830	sp|O15537|XLRS1_HUMAN	tr|A0A8C0X8J3|A0A8C0X8J3_CASCN
OG0004831	sp|P52209|6PGD_HUMAN	tr|A0A8C0XIB8|A0A8C0XIB8_CASCN
OG0004832	sp|Q9H7S9|ZN703_HUMAN	tr|A0A8C0XZ11|A0A8C0XZ11_CASCN
OG0004833	sp|Q693B1|KCD11_HUMAN	tr|A0A250XWN0|A0A250XWN0_CASCN
OG0004834	sp|O43505|B4GA1_HUMAN	tr|A0A250Y0G5|A0A250Y0G5_CASCN
OG0004835	sp|Q16204|CCDC6_HUMAN	tr|A0A250Y1L1|A0A250Y1L1_CASCN
OG0004836	sp|O94888|UBXN7_HUMAN	tr|A0A250Y1V8|A0A250Y1V8_CASCN
OG0004837	sp|Q9BY44|EIF2A_HUMAN	tr|A0A250Y325|A0A250Y325_CASCN
OG0004838	sp|Q9NRY4|RHG35_HUMAN	tr|A0A250Y7R5|A0A250Y7R5_CASCN
OG0004839	sp|Q9HD89|RETN_HUMAN	tr|A0A250Y915|A0A250Y915_CASCN
OG0004840	sp|P32119|PRDX2_HUMAN	tr|A0A250YBT9|A0A250YBT9_CASCN
OG0004841	sp|P35249|RFC4_HUMAN	tr|A0A250YGH5|A0A250YGH5_CASCN
OG0004842	sp|Q86UL3|GPAT4_HUMAN	tr|A0A250YIL3|A0A250YIL3_CASCN
OG0004843	sp|P11021|BIP_HUMAN	tr|A0A250YKM9|A0A250YKM9_CASCN
OG0004844	sp|P24928|RPB1_HUMAN	tr|A0A8B7TI51|A0A8B7TI51_CASCN
OG0004845	sp|O43610|SPY3_HUMAN	tr|A0A8B7TLU5|A0A8B7TLU5_CASCN
OG0004846	sp|Q96LP2|FA81B_HUMAN	tr|A0A8B7TPX7|A0A8B7TPX7_CASCN
OG0004847	sp|A6PVL3|KNCN_HUMAN	tr|A0A8B7TYI0|A0A8B7TYI0_CASCN
OG0004848	sp|Q7RTR2|NLRC3_HUMAN	tr|A0A8B7TZ14|A0A8B7TZ14_CASCN
OG0004849	sp|Q53QW1|TEX44_HUMAN	tr|A0A8B7U2F2|A0A8B7U2F2_CASCN
OG0004850	sp|Q6IPT2|GAR5A_HUMAN	tr|A0A8B7U7A4|A0A8B7U7A4_CASCN
OG0004851	sp|Q6ZV73|FGD6_HUMAN	tr|A0A8B7U7I5|A0A8B7U7I5_CASCN
OG0004852	sp|Q12852|M3K12_HUMAN	tr|A0A8B7U8R2|A0A8B7U8R2_CASCN
OG0004853	sp|Q9Y4D2|DGLA_HUMAN	tr|A0A8B7UI81|A0A8B7UI81_CASCN
OG0004854	sp|Q9UJY5|GGA1_HUMAN	tr|A0A8B7UJE9|A0A8B7UJE9_CASCN
OG0004855	sp|P14859|PO2F1_HUMAN	tr|A0A8B7UMH2|A0A8B7UMH2_CASCN
OG0004856	sp|Q96HC4|PDLI5_HUMAN	tr|A0A8B7UNE5|A0A8B7UNE5_CASCN
OG0004857	sp|Q92665|RT31_HUMAN	tr|A0A8B7UUA5|A0A8B7UUA5_CASCN
OG0004858	sp|Q5SW79|CE170_HUMAN	tr|A0A8B7UV07|A0A8B7UV07_CASCN
OG0004859	sp|Q9NPE3|NOP10_HUMAN	tr|A0A8B7UY07|A0A8B7UY07_CASCN
OG0004860	sp|Q8N9W6|BOLL_HUMAN	tr|A0A8B7UZI2|A0A8B7UZI2_CASCN
OG0004861	sp|E9PRG8|CK098_HUMAN	tr|A0A8B7V400|A0A8B7V400_CASCN
OG0004862	sp|Q6PIS1|S23A3_HUMAN	tr|A0A8B7V5W0|A0A8B7V5W0_CASCN
OG0004863	sp|Q14978|NOLC1_HUMAN	tr|A0A8B7V667|A0A8B7V667_CASCN
OG0004864	sp|A8MXE2|B3GT9_HUMAN	tr|A0A8B7V916|A0A8B7V916_CASCN
OG0004865	sp|Q6ICH7|ASPH2_HUMAN	tr|A0A8B7VCB8|A0A8B7VCB8_CASCN
OG0004866	sp|A5PL33|KRBA1_HUMAN	tr|A0A8B7VE55|A0A8B7VE55_CASCN
OG0004867	sp|O60336|MABP1_HUMAN	tr|A0A8B7VGN9|A0A8B7VGN9_CASCN
OG0004868	sp|Q9BXT2|CCG6_HUMAN	tr|A0A8B7VGT3|A0A8B7VGT3_CASCN
OG0004869	sp|Q8IVY1|CA210_HUMAN	tr|A0A8B7VJL7|A0A8B7VJL7_CASCN
OG0004870	sp|P09603|CSF1_HUMAN	tr|A0A8B7VLX2|A0A8B7VLX2_CASCN
OG0004871	sp|P04628|WNT1_HUMAN	tr|A0A8B7VM24|A0A8B7VM24_CASCN
OG0004872	sp|Q7Z7G1|CLNK_HUMAN	tr|A0A8B7VQS3|A0A8B7VQS3_CASCN
OG0004873	sp|Q8N2Y8|RUSC2_HUMAN	tr|A0A8B7W708|A0A8B7W708_CASCN
OG0004874	sp|Q8TDV2|GP148_HUMAN	tr|A0A8B7W867|A0A8B7W867_CASCN
OG0004875	sp|A7MBM2|DISP2_HUMAN	tr|A0A8B7W9U8|A0A8B7W9U8_CASCN
OG0004876	sp|P09016|HXD4_HUMAN	tr|A0A8B7WEL1|A0A8B7WEL1_CASCN
OG0004877	sp|Q9NT22|EMIL3_HUMAN	tr|A0A8B7WGQ0|A0A8B7WGQ0_CASCN
OG0004878	sp|Q13009|TIAM1_HUMAN	tr|A0A8C0VZ70|A0A8C0VZ70_CASCN
OG0004879	sp|Q14623|IHH_HUMAN	tr|A0A8C0WH26|A0A8C0WH26_CASCN
OG0004880	sp|Q92576|PHF3_HUMAN	tr|A0A8C0X0P2|A0A8C0X0P2_CASCN
OG0004881	sp|Q9Y5Y7|LYVE1_HUMAN	tr|A0A8C0X7R9|A0A8C0X7R9_CASCN
OG0004882	sp|Q13469|NFAC2_HUMAN	tr|A0A8C0ZZX2|A0A8C0ZZX2_CASCN
OG0004883	sp|O95147|DUS14_HUMAN	tr|A0A250XW83|A0A250XW83_CASCN
OG0004884	sp|O00186|STXB3_HUMAN	tr|A0A250Y3B1|A0A250Y3B1_CASCN
OG0004885	sp|Q9BW61|DDA1_HUMAN	tr|A0A250Y8Z9|A0A250Y8Z9_CASCN
OG0004886	sp|P0CG13|CTF8_HUMAN	tr|A0A250Y9D0|A0A250Y9D0_CASCN
OG0004887	sp|O60880|SH21A_HUMAN	tr|A0A250Y9Q1|A0A250Y9Q1_CASCN
OG0004888	sp|P09234|RU1C_HUMAN	tr|A0A250YAJ4|A0A250YAJ4_CASCN
OG0004889	sp|Q7Z5L0|VMO1_HUMAN	tr|A0A250YBS3|A0A250YBS3_CASCN
OG0004890	sp|Q9Y324|FCF1_HUMAN	tr|A0A250YBW3|A0A250YBW3_CASCN
OG0004891	sp|Q14696|MESD_HUMAN	tr|A0A250YCZ3|A0A250YCZ3_CASCN
OG0004892	sp|Q86Y82|STX12_HUMAN	tr|A0A250YED7|A0A250YED7_CASCN
OG0004893	sp|Q6PII5|HAGHL_HUMAN	tr|A0A250YEP6|A0A250YEP6_CASCN
OG0004894	sp|P25685|DNJB1_HUMAN	tr|A0A250YG29|A0A250YG29_CASCN
OG0004895	sp|Q13127|REST_HUMAN	tr|A0A250YLZ3|A0A250YLZ3_CASCN
OG0004896	sp|Q8IZF0|NALCN_HUMAN	tr|A0A8B7TNA1|A0A8B7TNA1_CASCN
OG0004897	sp|A8MW99|MEI4_HUMAN	tr|A0A8B7TPG1|A0A8B7TPG1_CASCN
OG0004898	sp|Q8IZF7|AGRF2_HUMAN	tr|A0A8B7TPL1|A0A8B7TPL1_CASCN
OG0004899	sp|Q8IWT3|CUL9_HUMAN	tr|A0A8B7TZ54|A0A8B7TZ54_CASCN
OG0004900	sp|O43548|TGM5_HUMAN	tr|A0A8B7U0W5|A0A8B7U0W5_CASCN
OG0004901	sp|Q9H8V3|ECT2_HUMAN	tr|A0A8B7U612|A0A8B7U612_CASCN
OG0004902	sp|Q15046|SYK_HUMAN	tr|A0A8B7U7U4|A0A8B7U7U4_CASCN
OG0004903	sp|Q75VX8|GARE2_HUMAN	tr|A0A8B7UGZ8|A0A8B7UGZ8_CASCN
OG0004904	sp|Q8IZ13|ZBED8_HUMAN	tr|A0A8B7ULD0|A0A8B7ULD0_CASCN
OG0004905	sp|Q69YH5|CDCA2_HUMAN	tr|A0A8B7UQV5|A0A8B7UQV5_CASCN
OG0004906	sp|Q9HBA0|TRPV4_HUMAN	tr|A0A8B7USM7|A0A8B7USM7_CASCN
OG0004907	sp|Q9H3S5|PIGM_HUMAN	tr|A0A8B7UZA9|A0A8B7UZA9_CASCN
OG0004908	sp|Q7L1W4|LRC8D_HUMAN	tr|A0A8B7V396|A0A8B7V396_CASCN
OG0004909	sp|Q9Y2N7|HIF3A_HUMAN	tr|A0A8B7V651|A0A8B7V651_CASCN
OG0004910	sp|P39059|COFA1_HUMAN	tr|A0A8B7V6K6|A0A8B7V6K6_CASCN
