Orthogroup	Homo_sapiens	Physeter_macrocephalus
OG0005375	sp|Q9NRA1|PDGFC_HUMAN	tr|A0A2Y9T2Q7|A0A2Y9T2Q7_PHYMC
OG0005376	sp|Q9NZU1|FLRT1_HUMAN	tr|A0A2Y9EHT4|A0A2Y9EHT4_PHYMC
OG0005377	sp|Q9UBP9|GULP1_HUMAN	tr|A0A455AIZ7|A0A455AIZ7_PHYMC
OG0005378	sp|Q9ULG3|CFA92_HUMAN	tr|A0A455AGV1|A0A455AGV1_PHYMC
OG0005379	sp|Q9ULX5|RN112_HUMAN	tr|A0A2Y9T4S2|A0A2Y9T4S2_PHYMC
OG0005380	sp|Q9Y2R9|RT07_HUMAN	tr|A0A2Y9EE03|A0A2Y9EE03_PHYMC
OG0005381	sp|Q9Y6M9|NDUB9_HUMAN	tr|A0A2Y9EUZ3|A0A2Y9EUZ3_PHYMC
OG0005382	sp|A4D1E9|GTPBA_HUMAN	tr|A0A2Y9FG03|A0A2Y9FG03_PHYMC
OG0005383	sp|A6NNN8|S38A8_HUMAN	tr|A0A2Y9SY94|A0A2Y9SY94_PHYMC
OG0005385	sp|O00764|PDXK_HUMAN	tr|A0A455BXG4|A0A455BXG4_PHYMC
OG0005386	sp|O15068|MCF2L_HUMAN	tr|A0A2Y9S3R1|A0A2Y9S3R1_PHYMC
OG0005387	sp|O60268|K0513_HUMAN	tr|A0A455ANL4|A0A455ANL4_PHYMC
OG0005388	sp|O75251|NDUS7_HUMAN	tr|A0A2Y9TG77|A0A2Y9TG77_PHYMC
OG0005389	sp|O75783|RHBL1_HUMAN	tr|A0A2Y9FVP9|A0A2Y9FVP9_PHYMC
OG0005390	sp|P01732|CD8A_HUMAN	tr|A0A2Y9TA62|A0A2Y9TA62_PHYMC
OG0005391	sp|P0DJG4|THEGL_HUMAN	tr|A0A2Y9TG02|A0A2Y9TG02_PHYMC
OG0005392	sp|P11150|LIPC_HUMAN	tr|A0A2Y9T7D5|A0A2Y9T7D5_PHYMC
OG0005393	sp|P16989|YBOX3_HUMAN	tr|A0A2Y9T3G9|A0A2Y9T3G9_PHYMC
OG0005394	sp|P22674|CCNO_HUMAN	tr|A0A2Y9FB29|A0A2Y9FB29_PHYMC
OG0005395	sp|P25789|PSA4_HUMAN	tr|A0A2Y9EKL8|A0A2Y9EKL8_PHYMC
OG0005396	sp|P49638|TTPA_HUMAN	tr|A0A2Y9T421|A0A2Y9T421_PHYMC
OG0005397	sp|P53680|AP2S1_HUMAN	tr|A0A2Y9EIQ1|A0A2Y9EIQ1_PHYMC
OG0005398	sp|P60606|CTXN1_HUMAN	tr|A0A2Y9TGM0|A0A2Y9TGM0_PHYMC
OG0005399	sp|Q04912|RON_HUMAN	tr|A0A2Y9SM63|A0A2Y9SM63_PHYMC
OG0005400	sp|Q0ZGT2|NEXN_HUMAN	tr|A0A455B8Q0|A0A455B8Q0_PHYMC
OG0005401	sp|Q13277|STX3_HUMAN	tr|A0A2Y9TJ40|A0A2Y9TJ40_PHYMC
OG0005402	sp|Q13627|DYR1A_HUMAN	tr|A0A2Y9EWY3|A0A2Y9EWY3_PHYMC
OG0005403	sp|Q16586|SGCA_HUMAN	tr|A0A455ASD9|A0A455ASD9_PHYMC
OG0005404	sp|Q2TBA0|KLH40_HUMAN	tr|A0A2Y9EQH1|A0A2Y9EQH1_PHYMC
OG0005405	sp|Q3SX64|OD3L2_HUMAN	tr|A0A2Y9FVD4|A0A2Y9FVD4_PHYMC
OG0005406	sp|Q49A92|CH034_HUMAN	tr|A0A2Y9SX03|A0A2Y9SX03_PHYMC
OG0005407	sp|Q5EBL2|ZN628_HUMAN	tr|A0A2Y9S5N7|A0A2Y9S5N7_PHYMC
OG0005408	sp|Q5GH70|XKR9_HUMAN	tr|A0A2Y9FTX0|A0A2Y9FTX0_PHYMC
OG0005409	sp|Q5T9C2|F102A_HUMAN	tr|A0A455AS86|A0A455AS86_PHYMC
OG0005410	sp|Q6P5S7|RNK_HUMAN	tr|A0A2Y9EF65|A0A2Y9EF65_PHYMC
OG0005411	sp|Q6UW88|EPGN_HUMAN	tr|A0A2Y9FIF6|A0A2Y9FIF6_PHYMC
OG0005412	sp|Q6UWN5|LYPD5_HUMAN	tr|A0A455AQG3|A0A455AQG3_PHYMC
OG0005413	sp|Q70J99|UN13D_HUMAN	tr|A0A455AUA2|A0A455AUA2_PHYMC
OG0005414	sp|Q86SQ6|AGRA1_HUMAN	tr|A0A2Y9SLK7|A0A2Y9SLK7_PHYMC
OG0005415	sp|Q86UU1|PHLB1_HUMAN	tr|A0A455CBP4|A0A455CBP4_PHYMC
OG0005416	sp|Q86YC3|LRC33_HUMAN	tr|A0A2Y9F5D2|A0A2Y9F5D2_PHYMC
OG0005417	sp|Q8IVH4|MMAA_HUMAN	tr|A0A2Y9FNJ2|A0A2Y9FNJ2_PHYMC
OG0005418	sp|Q8IWV1|LAX1_HUMAN	tr|A0A2Y9EXS0|A0A2Y9EXS0_PHYMC
OG0005419	sp|Q8N3F0|MTURN_HUMAN	tr|A0A2Y9F622|A0A2Y9F622_PHYMC
OG0005420	sp|Q8N7Y1|KIAS3_HUMAN	tr|A0A2Y9TB43|A0A2Y9TB43_PHYMC
OG0005421	sp|Q8NB91|FANCB_HUMAN	tr|A0A2Y9RXJ9|A0A2Y9RXJ9_PHYMC
OG0005422	sp|Q92520|FAM3C_HUMAN	tr|A0A2Y9T7B7|A0A2Y9T7B7_PHYMC
OG0005423	sp|Q969T3|SNX21_HUMAN	tr|A0A455AS42|A0A455AS42_PHYMC
OG0005424	sp|Q96GX9|MTNB_HUMAN	tr|A0A2Y9S842|A0A2Y9S842_PHYMC
OG0005425	sp|Q96L08|SUSD3_HUMAN	tr|A0A2Y9S310|A0A2Y9S310_PHYMC
OG0005426	sp|Q96S55|WRIP1_HUMAN	tr|A0A2Y9SG95|A0A2Y9SG95_PHYMC
OG0005427	sp|Q99856|ARI3A_HUMAN	tr|A0A2Y9TL23|A0A2Y9TL23_PHYMC
OG0005428	sp|Q9BQE9|BCL7B_HUMAN	tr|A0A455BXV3|A0A455BXV3_PHYMC
OG0005429	sp|Q9BTA0|F167B_HUMAN	tr|A0A2Y9FJM3|A0A2Y9FJM3_PHYMC
OG0005430	sp|Q9BTX7|TTPAL_HUMAN	tr|A0A2Y9FHB1|A0A2Y9FHB1_PHYMC
OG0005431	sp|Q9BUV8|RCAF1_HUMAN	tr|A0A2Y9EKX8|A0A2Y9EKX8_PHYMC
OG0005432	sp|Q9BXP8|PAPP2_HUMAN	tr|A0A2Y9TGZ3|A0A2Y9TGZ3_PHYMC
OG0005433	sp|Q9BYE2|TMPSD_HUMAN	tr|A0A2Y9EGK6|A0A2Y9EGK6_PHYMC
OG0005434	sp|Q9BZC1|CELF4_HUMAN	tr|A0A2Y9SGH2|A0A2Y9SGH2_PHYMC
OG0005435	sp|Q9C0H2|TTYH3_HUMAN	tr|A0A2Y9SML7|A0A2Y9SML7_PHYMC
OG0005436	sp|Q9GZM8|NDEL1_HUMAN	tr|A0A455C7H6|A0A455C7H6_PHYMC
OG0005437	sp|Q9HCC8|GDPD2_HUMAN	tr|A0A2Y9FDS0|A0A2Y9FDS0_PHYMC
OG0005438	sp|Q9HCU0|CD248_HUMAN	tr|A0A2Y9TD41|A0A2Y9TD41_PHYMC
OG0005439	sp|Q9NUM4|T106B_HUMAN	tr|A0A2Y9F2S9|A0A2Y9F2S9_PHYMC
OG0005440	sp|Q9NWW5|CLN6_HUMAN	tr|A0A2Y9T7C7|A0A2Y9T7C7_PHYMC
OG0005441	sp|Q9NYL4|FKB11_HUMAN	tr|A0A2Y9ERX1|A0A2Y9ERX1_PHYMC
OG0005442	sp|Q9P032|NDUF4_HUMAN	tr|A0A2Y9F7J0|A0A2Y9F7J0_PHYMC
OG0005443	sp|Q9P126|CLC1B_HUMAN	tr|A0A2Y9F2U1|A0A2Y9F2U1_PHYMC
OG0005444	sp|Q9UGI8|TES_HUMAN	tr|A0A2Y9T0D3|A0A2Y9T0D3_PHYMC
OG0005445	sp|Q9UM73|ALK_HUMAN	tr|A0A455BTT6|A0A455BTT6_PHYMC
OG0005446	sp|Q9Y2B9|IPKG_HUMAN	tr|A0A2Y9T8C4|A0A2Y9T8C4_PHYMC
OG0005447	sp|Q9Y3R5|DOP2_HUMAN	tr|A0A2Y9SCD4|A0A2Y9SCD4_PHYMC
OG0005448	sp|Q9Y615|ACL7A_HUMAN	tr|A0A2Y9FD60|A0A2Y9FD60_PHYMC
OG0005449	sp|Q9Y6A9|SPCS1_HUMAN	tr|A0A2Y9F942|A0A2Y9F942_PHYMC
OG0005450	sp|A0A1B0GVM6|CK097_HUMAN	tr|A0A2Y9F1Z9|A0A2Y9F1Z9_PHYMC
OG0005452	sp|B9EJG8|T150C_HUMAN	tr|A0A2Y9RX45|A0A2Y9RX45_PHYMC
OG0005453	sp|O00187|MASP2_HUMAN	tr|A0A2Y9SZ81|A0A2Y9SZ81_PHYMC
OG0005454	sp|O43149|ZZEF1_HUMAN	tr|A0A455C1T9|A0A455C1T9_PHYMC
OG0005455	sp|O43561|LAT_HUMAN	tr|A0A455AQH3|A0A455AQH3_PHYMC
OG0005456	sp|O43567|RNF13_HUMAN	tr|A0A2Y9TBE7|A0A2Y9TBE7_PHYMC
OG0005457	sp|O60294|TYW4_HUMAN	tr|A0A2Y9FKR0|A0A2Y9FKR0_PHYMC
OG0005458	sp|O94829|IPO13_HUMAN	tr|A0A2Y9F180|A0A2Y9F180_PHYMC
OG0005459	sp|P07954|FUMH_HUMAN	tr|A0A2Y9FCK6|A0A2Y9FCK6_PHYMC
OG0005460	sp|P0C025|NUD17_HUMAN	tr|A0A2Y9FUH3|A0A2Y9FUH3_PHYMC
OG0005461	sp|P10620|MGST1_HUMAN	tr|A0A455BD12|A0A455BD12_PHYMC
OG0005462	sp|P11802|CDK4_HUMAN	tr|A0A2Y9F705|A0A2Y9F705_PHYMC
OG0005463	sp|P20248|CCNA2_HUMAN	tr|A0A2Y9FDS9|A0A2Y9FDS9_PHYMC
OG0005464	sp|P41217|OX2G_HUMAN	tr|A0A2Y9EK52|A0A2Y9EK52_PHYMC
OG0005465	sp|P53597|SUCA_HUMAN	tr|A0A2Y9F9Y6|A0A2Y9F9Y6_PHYMC
OG0005466	sp|P55085|PAR2_HUMAN	tr|A0A2Y9FKM2|A0A2Y9FKM2_PHYMC
OG0005467	sp|P63316|TNNC1_HUMAN	tr|A0A2Y9F7X7|A0A2Y9F7X7_PHYMC
OG0005468	sp|P80370|DLK1_HUMAN	tr|A0A2Y9TFB6|A0A2Y9TFB6_PHYMC
OG0005469	sp|Q15464|SHB_HUMAN	tr|A0A455BKS4|A0A455BKS4_PHYMC
OG0005470	sp|Q2V2M9|FHOD3_HUMAN	tr|A0A455AIR4|A0A455AIR4_PHYMC
OG0005471	sp|Q5T7N3|KANK4_HUMAN	tr|A0A2Y9ESG7|A0A2Y9ESG7_PHYMC
OG0005472	sp|Q5TZF3|ANR45_HUMAN	tr|A0A455BKH3|A0A455BKH3_PHYMC
OG0005473	sp|Q6DN72|FCRL6_HUMAN	tr|A0A455B5S3|A0A455B5S3_PHYMC
OG0005474	sp|Q6TDP4|KLH17_HUMAN	tr|A0A2Y9FRG3|A0A2Y9FRG3_PHYMC
OG0005475	sp|Q6UX71|PXDC2_HUMAN	tr|A0A2Y9ETV0|A0A2Y9ETV0_PHYMC
OG0005476	sp|Q86XS8|GOLI_HUMAN	tr|A0A2Y9S896|A0A2Y9S896_PHYMC
OG0005477	sp|Q8NAM6|ZSCA4_HUMAN	tr|A0A455ANE8|A0A455ANE8_PHYMC
OG0005478	sp|Q8NCW5|NNRE_HUMAN	tr|A0A2Y9EWJ3|A0A2Y9EWJ3_PHYMC
OG0005479	sp|Q8TAP8|PPR35_HUMAN	tr|A0A2Y9SJP0|A0A2Y9SJP0_PHYMC
OG0005480	sp|Q8TF44|C2C4C_HUMAN	tr|A0A2Y9TKR3|A0A2Y9TKR3_PHYMC
OG0005481	sp|Q8WWQ2|HPSE2_HUMAN	tr|A0A2Y9SG46|A0A2Y9SG46_PHYMC
OG0005482	sp|Q8WXD0|RXFP2_HUMAN	tr|A0A2Y9T0W4|A0A2Y9T0W4_PHYMC
OG0005483	sp|Q92748|THRSP_HUMAN	tr|A0A2Y9EQN9|A0A2Y9EQN9_PHYMC
OG0005484	sp|Q96B97|SH3K1_HUMAN	tr|A0A455ANN4|A0A455ANN4_PHYMC
OG0005485	sp|Q96DY7|MTBP_HUMAN	tr|A0A2Y9T8M2|A0A2Y9T8M2_PHYMC
OG0005486	sp|Q96EK6|GNA1_HUMAN	tr|A0A2Y9FDM0|A0A2Y9FDM0_PHYMC
OG0005487	sp|Q96FT7|ASIC4_HUMAN	tr|A0A2Y9SQB7|A0A2Y9SQB7_PHYMC
OG0005488	sp|Q96LX7|CCD17_HUMAN	tr|A0A455BB95|A0A455BB95_PHYMC
OG0005489	sp|Q9H668|STN1_HUMAN	tr|A0A455ALT9|A0A455ALT9_PHYMC
OG0005490	sp|Q9H6A0|DEN2D_HUMAN	tr|A0A2Y9EHA3|A0A2Y9EHA3_PHYMC
OG0005491	sp|Q9H6D8|FNDC4_HUMAN	tr|A0A2Y9ETJ5|A0A2Y9ETJ5_PHYMC
OG0005492	sp|Q9H993|ARMT1_HUMAN	tr|A0A2Y9EHM0|A0A2Y9EHM0_PHYMC
OG0005493	sp|Q9H9Y2|RPF1_HUMAN	tr|A0A2Y9ENR9|A0A2Y9ENR9_PHYMC
OG0005494	sp|Q9HCS4|TF7L1_HUMAN	tr|A0A2Y9T5M9|A0A2Y9T5M9_PHYMC
OG0005495	sp|Q9NPB9|ACKR4_HUMAN	tr|A0A2Y9FC83|A0A2Y9FC83_PHYMC
OG0005496	sp|Q9NX57|RAB20_HUMAN	tr|A0A2Y9FBH1|A0A2Y9FBH1_PHYMC
OG0005497	sp|Q9NZL4|HPBP1_HUMAN	tr|A0A2Y9EJJ5|A0A2Y9EJJ5_PHYMC
OG0005498	sp|Q9UFG5|CS025_HUMAN	tr|A0A455B902|A0A455B902_PHYMC
OG0005499	sp|Q9UKM9|RALY_HUMAN	tr|A0A455BZB4|A0A455BZB4_PHYMC
OG0005500	sp|Q9UL58|ZN215_HUMAN	tr|A0A2Y9EZP3|A0A2Y9EZP3_PHYMC
OG0005501	sp|Q9ULL4|PLXB3_HUMAN	tr|A0A455APD2|A0A455APD2_PHYMC
OG0005502	sp|Q9UMR5|PPT2_HUMAN	tr|A0A2Y9FAR5|A0A2Y9FAR5_PHYMC
OG0005503	sp|Q9Y2D1|ATF5_HUMAN	tr|A0A2Y9TIR5|A0A2Y9TIR5_PHYMC
OG0005504	sp|Q9Y2J0|RP3A_HUMAN	tr|A0A2Y9ELT7|A0A2Y9ELT7_PHYMC
OG0005505	sp|Q9Y5X4|NR2E3_HUMAN	tr|A0A2Y9FUH9|A0A2Y9FUH9_PHYMC
OG0005506	sp|Q9Y646|CBPQ_HUMAN	tr|A0A2Y9S750|A0A2Y9S750_PHYMC
OG0005507	sp|Q9Y651|SOX21_HUMAN	tr|A0A2Y9STB0|A0A2Y9STB0_PHYMC
OG0005508	sp|A6NC98|CC88B_HUMAN	tr|A0A455AUM3|A0A455AUM3_PHYMC
OG0005509	sp|O15155|BET1_HUMAN	tr|A0A2Y9TET0|A0A2Y9TET0_PHYMC
OG0005510	sp|O15264|MK13_HUMAN	tr|A0A2Y9SMS0|A0A2Y9SMS0_PHYMC
OG0005511	sp|O43290|SNUT1_HUMAN	tr|A0A2Y9TK43|A0A2Y9TK43_PHYMC
OG0005512	sp|O60271|JIP4_HUMAN	tr|A0A455C4T2|A0A455C4T2_PHYMC
OG0005513	sp|O75309|CAD16_HUMAN	tr|A0A455AW53|A0A455AW53_PHYMC
OG0005514	sp|O75607|NPM3_HUMAN	tr|A0A2Y9F6K4|A0A2Y9F6K4_PHYMC
OG0005515	sp|O94900|TOX_HUMAN	tr|A0A455CBH8|A0A455CBH8_PHYMC
OG0005516	sp|O95400|CD2B2_HUMAN	tr|A0A2Y9ESH4|A0A2Y9ESH4_PHYMC
OG0005517	sp|P27708|PYR1_HUMAN	tr|A0A2Y9SBG0|A0A2Y9SBG0_PHYMC
OG0005518	sp|P28068|DMB_HUMAN	tr|A0A455AEV4|A0A455AEV4_PHYMC
OG0005519	sp|P31314|TLX1_HUMAN	tr|A0A2Y9SJ12|A0A2Y9SJ12_PHYMC
OG0005520	sp|P36956|SRBP1_HUMAN	tr|A0A2Y9T1U2|A0A2Y9T1U2_PHYMC
OG0005521	sp|P39656|OST48_HUMAN	tr|A0A455B4S5|A0A455B4S5_PHYMC
OG0005522	sp|P49842|STK19_HUMAN	tr|A0A2Y9SGE2|A0A2Y9SGE2_PHYMC
OG0005523	sp|P55316|FOXG1_HUMAN	tr|A0A2Y9SBI6|A0A2Y9SBI6_PHYMC
OG0005524	sp|P63220|RS21_HUMAN	tr|A0A2Y9T057|A0A2Y9T057_PHYMC
OG0005525	sp|Q01804|OTUD4_HUMAN	tr|A0A2Y9T2R2|A0A2Y9T2R2_PHYMC
OG0005526	sp|Q13111|CAF1A_HUMAN	tr|A0A455AYT2|A0A455AYT2_PHYMC
OG0005527	sp|Q13459|MYO9B_HUMAN	tr|A0A455ARW2|A0A455ARW2_PHYMC
OG0005528	sp|Q16549|PCSK7_HUMAN	tr|A0A2Y9F870|A0A2Y9F870_PHYMC
OG0005529	sp|Q16816|PHKG1_HUMAN	tr|A0A2Y9EPY6|A0A2Y9EPY6_PHYMC
OG0005530	sp|Q3C1V8|BSH_HUMAN	tr|A0A2Y9FRD4|A0A2Y9FRD4_PHYMC
OG0005531	sp|Q49A26|GLYR1_HUMAN	tr|A0A455BZE7|A0A455BZE7_PHYMC
OG0005532	sp|Q5H913|AR13A_HUMAN	tr|A0A2Y9T2N9|A0A2Y9T2N9_PHYMC
OG0005533	sp|Q5JRA6|TGO1_HUMAN	tr|A0A455B5E3|A0A455B5E3_PHYMC
OG0005534	sp|Q68CP9|ARID2_HUMAN	tr|A0A2Y9SIZ4|A0A2Y9SIZ4_PHYMC
OG0005535	sp|Q6NXP6|NXRD1_HUMAN	tr|A0A455BW69|A0A455BW69_PHYMC
OG0005536	sp|Q6P2D0|ZFP1_HUMAN	tr|A0A2Y9SW74|A0A2Y9SW74_PHYMC
OG0005537	sp|Q6P995|F171B_HUMAN	tr|A0A2Y9F3Q0|A0A2Y9F3Q0_PHYMC
OG0005538	sp|Q6PJG2|MDEAS_HUMAN	tr|A0A455BVZ4|A0A455BVZ4_PHYMC
OG0005539	sp|Q6TFL4|KLH24_HUMAN	tr|A0A455B0N3|A0A455B0N3_PHYMC
OG0005540	sp|Q6UX72|B3GN9_HUMAN	tr|A0A2Y9FKX0|A0A2Y9FKX0_PHYMC
OG0005541	sp|Q6ZMG9|CERS6_HUMAN	tr|A0A2Y9SQI2|A0A2Y9SQI2_PHYMC
OG0005542	sp|Q6ZWL3|CP4V2_HUMAN	tr|A0A2Y9FPG1|A0A2Y9FPG1_PHYMC
OG0005543	sp|Q7Z6E9|RBBP6_HUMAN	tr|A0A2Y9EPJ3|A0A2Y9EPJ3_PHYMC
OG0005544	sp|Q86W47|KCMB4_HUMAN	tr|A0A2Y9ER18|A0A2Y9ER18_PHYMC
OG0005545	sp|Q8IVW6|ARI3B_HUMAN	tr|A0A2Y9F3H9|A0A2Y9F3H9_PHYMC
OG0005546	sp|Q8IXQ6|PARP9_HUMAN	tr|A0A2Y9F7K7|A0A2Y9F7K7_PHYMC
OG0005547	sp|Q8IYL2|TRM44_HUMAN	tr|A0A2Y9EWF1|A0A2Y9EWF1_PHYMC
OG0005548	sp|Q8IYR0|CF206_HUMAN	tr|A0A455BNA3|A0A455BNA3_PHYMC
OG0005549	sp|Q8N3X1|FNBP4_HUMAN	tr|A0A2Y9FIC3|A0A2Y9FIC3_PHYMC
OG0005550	sp|Q8N967|LRTM2_HUMAN	tr|A0A2Y9TAC6|A0A2Y9TAC6_PHYMC
OG0005551	sp|Q8NAV1|PR38A_HUMAN	tr|A0A2Y9FTI6|A0A2Y9FTI6_PHYMC
OG0005552	sp|Q8NCL9|APCDL_HUMAN	tr|A0A2Y9EG44|A0A2Y9EG44_PHYMC
OG0005553	sp|Q8TB22|SPT20_HUMAN	tr|A0A2Y9T9C2|A0A2Y9T9C2_PHYMC
OG0005554	sp|Q8TE68|ES8L1_HUMAN	tr|A0A455ASU7|A0A455ASU7_PHYMC
OG0005555	sp|Q8WU10|PYRD1_HUMAN	tr|A0A2Y9FPD5|A0A2Y9FPD5_PHYMC
OG0005556	sp|Q8WV35|LRC29_HUMAN	tr|A0A455BAB8|A0A455BAB8_PHYMC
OG0005557	sp|Q8WXF3|REL3_HUMAN	tr|A0A2Y9FUQ8|A0A2Y9FUQ8_PHYMC
OG0005558	sp|Q8WZ73|RFFL_HUMAN	tr|A0A2Y9SYR2|A0A2Y9SYR2_PHYMC
OG0005559	sp|Q969Q5|RAB24_HUMAN	tr|A0A2Y9EJM7|A0A2Y9EJM7_PHYMC
OG0005560	sp|Q969R8|ITFG2_HUMAN	tr|A0A2Y9F8C0|A0A2Y9F8C0_PHYMC
OG0005561	sp|Q9BQI7|PSD2_HUMAN	tr|A0A455BJU5|A0A455BJU5_PHYMC
OG0005562	sp|Q9BRS8|LARP6_HUMAN	tr|A0A2Y9T930|A0A2Y9T930_PHYMC
OG0005563	sp|Q9BTD8|RBM42_HUMAN	tr|A0A2Y9EFZ5|A0A2Y9EFZ5_PHYMC
OG0005564	sp|Q9BV23|ABHD6_HUMAN	tr|A0A2Y9FAB8|A0A2Y9FAB8_PHYMC
OG0005565	sp|Q9BYC5|FUT8_HUMAN	tr|A0A455C7B3|A0A455C7B3_PHYMC
OG0005566	sp|Q9H0A6|RNF32_HUMAN	tr|A0A2Y9T8T0|A0A2Y9T8T0_PHYMC
OG0005567	sp|Q9H4A4|AMPB_HUMAN	tr|A0A455B5G2|A0A455B5G2_PHYMC
OG0005568	sp|Q9NP74|PALMD_HUMAN	tr|A0A2Y9F1M6|A0A2Y9F1M6_PHYMC
OG0005569	sp|Q9NTN9|SEM4G_HUMAN	tr|A0A2Y9EH28|A0A2Y9EH28_PHYMC
OG0005570	sp|Q9Y295|DRG1_HUMAN	tr|A0A455AKG1|A0A455AKG1_PHYMC
OG0005571	sp|O15381|NVL_HUMAN	tr|A0A2Y9EW03|A0A2Y9EW03_PHYMC
OG0005572	sp|O75689|ADAP1_HUMAN	tr|A0A455C729|A0A455C729_PHYMC
OG0005573	sp|O76083|PDE9A_HUMAN	tr|A0A455BN19|A0A455BN19_PHYMC
OG0005574	sp|O95059|RPP14_HUMAN	tr|A0A2Y9F9X6|A0A2Y9F9X6_PHYMC
OG0005575	sp|P09012|SNRPA_HUMAN	tr|A0A2Y9FPQ4|A0A2Y9FPQ4_PHYMC
OG0005576	sp|P0C7W0|PRR29_HUMAN	tr|A0A455B6E9|A0A455B6E9_PHYMC
OG0005577	sp|P0CJ78|ZN865_HUMAN	tr|A0A2Y9S470|A0A2Y9S470_PHYMC
OG0005578	sp|P10275|ANDR_HUMAN	tr|A0A2Y9F3J7|A0A2Y9F3J7_PHYMC
OG0005579	sp|P13349|MYF5_HUMAN	tr|A0A2Y9F301|A0A2Y9F301_PHYMC
OG0005580	sp|P19419|ELK1_HUMAN	tr|A0A2Y9EL15|A0A2Y9EL15_PHYMC
OG0005581	sp|P28065|PSB9_HUMAN	tr|A0A2Y9ESA1|A0A2Y9ESA1_PHYMC
OG0005582	sp|P29353|SHC1_HUMAN	tr|A0A2Y9EV45|A0A2Y9EV45_PHYMC
OG0005583	sp|P42702|LIFR_HUMAN	tr|A0A455BI71|A0A455BI71_PHYMC
OG0005584	sp|P51665|PSMD7_HUMAN	tr|A0A2Y9FT94|A0A2Y9FT94_PHYMC
OG0005585	sp|P51787|KCNQ1_HUMAN	tr|A0A2Y9TDV2|A0A2Y9TDV2_PHYMC
OG0005586	sp|P53804|TTC3_HUMAN	tr|A0A455BKP3|A0A455BKP3_PHYMC
OG0005587	sp|P55042|RAD_HUMAN	tr|A0A455ATY4|A0A455ATY4_PHYMC
OG0005588	sp|P56557|TM50B_HUMAN	tr|A0A2Y9F2L8|A0A2Y9F2L8_PHYMC
OG0005589	sp|P78346|RPP30_HUMAN	tr|A0A2Y9FCN2|A0A2Y9FCN2_PHYMC
OG0005590	sp|P82673|RT35_HUMAN	tr|A0A2Y9EW21|A0A2Y9EW21_PHYMC
OG0005591	sp|Q01740|FMO1_HUMAN	tr|A0A2Y9FGN3|A0A2Y9FGN3_PHYMC
OG0005592	sp|Q0VAA2|LR74A_HUMAN	tr|A0A455BT26|A0A455BT26_PHYMC
OG0005593	sp|Q15653|IKBB_HUMAN	tr|A0A2Y9F5Q6|A0A2Y9F5Q6_PHYMC
OG0005594	sp|Q16134|ETFD_HUMAN	tr|A0A2Y9F9E2|A0A2Y9F9E2_PHYMC
OG0005595	sp|Q5J8M3|EMC4_HUMAN	tr|A0A2Y9FP14|A0A2Y9FP14_PHYMC
OG0005596	sp|Q5TGP6|MROH9_HUMAN	tr|A0A2Y9F1K5|A0A2Y9F1K5_PHYMC
OG0005597	sp|Q5TH69|BIG3_HUMAN	tr|A0A455BN69|A0A455BN69_PHYMC
OG0005598	sp|Q6P0A1|F180B_HUMAN	tr|A0A455C7L1|A0A455C7L1_PHYMC
OG0005599	sp|Q6P158|DHX57_HUMAN	tr|A0A2Y9EII6|A0A2Y9EII6_PHYMC
OG0005600	sp|Q6PI78|TMM65_HUMAN	tr|A0A2Y9T2J6|A0A2Y9T2J6_PHYMC
OG0005601	sp|Q6QNY1|BL1S2_HUMAN	tr|A0A2Y9F9M2|A0A2Y9F9M2_PHYMC
OG0005602	sp|Q6ZPD9|D19L3_HUMAN	tr|A0A2Y9FD16|A0A2Y9FD16_PHYMC
OG0005603	sp|Q7RTV5|PXL2C_HUMAN	tr|A0A2Y9FCK9|A0A2Y9FCK9_PHYMC
OG0005604	sp|Q7Z3Z2|RD3_HUMAN	tr|A0A2Y9F5U8|A0A2Y9F5U8_PHYMC
OG0005605	sp|Q8N1Q1|CAH13_HUMAN	tr|A0A2Y9FDZ7|A0A2Y9FDZ7_PHYMC
OG0005606	sp|Q8NBM8|PCYXL_HUMAN	tr|A0A2Y9FUA8|A0A2Y9FUA8_PHYMC
OG0005607	sp|Q8NCE2|MTMRE_HUMAN	tr|A0A2Y9FFP6|A0A2Y9FFP6_PHYMC
OG0005608	sp|Q8TC41|RN217_HUMAN	tr|A0A2Y9SIH8|A0A2Y9SIH8_PHYMC
OG0005609	sp|Q8TDN6|BRX1_HUMAN	tr|A0A2Y9SNI0|A0A2Y9SNI0_PHYMC
OG0005610	sp|Q8WUJ0|STYX_HUMAN	tr|A0A2Y9FC41|A0A2Y9FC41_PHYMC
OG0005611	sp|Q8WUY8|NAT14_HUMAN	tr|A0A455AQE1|A0A455AQE1_PHYMC
OG0005612	sp|Q8WVT3|TPC12_HUMAN	tr|A0A2Y9EDK8|A0A2Y9EDK8_PHYMC
OG0005613	sp|Q8WXI9|P66B_HUMAN	tr|A0A455BL45|A0A455BL45_PHYMC
OG0005614	sp|Q92832|NELL1_HUMAN	tr|A0A2Y9SBB3|A0A2Y9SBB3_PHYMC
OG0005615	sp|Q96A98|TIP39_HUMAN	tr|A0A2Y9F0G5|A0A2Y9F0G5_PHYMC
OG0005616	sp|Q96BT7|ALKB8_HUMAN	tr|A0A2Y9FHR1|A0A2Y9FHR1_PHYMC
OG0005617	sp|Q96HR8|NAF1_HUMAN	tr|A0A2Y9FQB7|A0A2Y9FQB7_PHYMC
