Orthogroup	Homo_sapiens	Pan_paniscus
OG0006079	sp|Q08397|LOXL1_HUMAN	tr|A0A2R9AG59|A0A2R9AG59_PANPA
OG0006080	sp|Q15743|OGR1_HUMAN	tr|A0A2R8Z941|A0A2R8Z941_PANPA
OG0006081	sp|Q16531|DDB1_HUMAN	tr|A0A2R9BBI8|A0A2R9BBI8_PANPA
OG0006082	sp|Q4G0F5|VP26B_HUMAN	tr|A0A2R8ZW95|A0A2R8ZW95_PANPA
OG0006083	sp|Q5T8P6|RBM26_HUMAN	tr|A0A2R8ZV51|A0A2R8ZV51_PANPA
OG0006084	sp|Q5VZQ5|TEX36_HUMAN	tr|A0A2R9B1Y8|A0A2R9B1Y8_PANPA
OG0006085	sp|Q63HM2|PCX4_HUMAN	tr|A0A2R9AFC5|A0A2R9AFC5_PANPA
OG0006086	sp|Q7L591|DOK3_HUMAN	tr|A0A2R9AEB1|A0A2R9AEB1_PANPA
OG0006087	sp|Q7Z333|SETX_HUMAN	tr|A0A2R8Z830|A0A2R8Z830_PANPA
OG0006088	sp|Q7Z3E1|PARPT_HUMAN	tr|A0A2R9A755|A0A2R9A755_PANPA
OG0006089	sp|Q86YN1|DOPP1_HUMAN	tr|A0A2R9BUU0|A0A2R9BUU0_PANPA
OG0006090	sp|Q8IVB5|LIX1L_HUMAN	tr|A0A2R9BTI3|A0A2R9BTI3_PANPA
OG0006091	sp|Q8N0S2|SYCE1_HUMAN	tr|A0A2R8ZY27|A0A2R8ZY27_PANPA
OG0006092	sp|Q8N8W4|PLPL1_HUMAN	tr|A0A2R9A7L4|A0A2R9A7L4_PANPA
OG0006093	sp|Q8N9N5|BANP_HUMAN	tr|A0A2R9ACV0|A0A2R9ACV0_PANPA
OG0006094	sp|Q8NCP5|ZBT44_HUMAN	tr|A0A2R9B7J9|A0A2R9B7J9_PANPA
OG0006095	sp|Q8NDH2|CC168_HUMAN	tr|A0A2R9CAC1|A0A2R9CAC1_PANPA
OG0006096	sp|Q8TAX0|OSR1_HUMAN	tr|A0A2R9APC5|A0A2R9APC5_PANPA
OG0006097	sp|Q8TER5|ARH40_HUMAN	tr|A0A2R9AF45|A0A2R9AF45_PANPA
OG0006098	sp|Q92552|RT27_HUMAN	tr|A0A2R9BLG0|A0A2R9BLG0_PANPA
OG0006099	sp|Q969F9|HPS3_HUMAN	tr|A0A2R8ZYI6|A0A2R8ZYI6_PANPA
OG0006100	sp|Q969H0|FBXW7_HUMAN	tr|A0A2R9B761|A0A2R9B761_PANPA
OG0006101	sp|Q96BI3|APH1A_HUMAN	tr|A0A2R9ASX7|A0A2R9ASX7_PANPA
OG0006102	sp|Q96BP2|CHCH1_HUMAN	tr|A0A2R9B2I5|A0A2R9B2I5_PANPA
OG0006103	sp|Q96HA4|CA159_HUMAN	tr|A0A2R9ADC5|A0A2R9ADC5_PANPA
OG0006104	sp|Q96PG8|BBC3B_HUMAN	tr|A0A2R9BZA9|A0A2R9BZA9_PANPA
OG0006105	sp|Q96RE7|NACC1_HUMAN	tr|A0A2R9B064|A0A2R9B064_PANPA
OG0006106	sp|Q9GZP1|NRSN2_HUMAN	tr|A0A2R8ZGE9|A0A2R8ZGE9_PANPA
OG0006107	sp|Q9H0B3|IQCN_HUMAN	tr|A0A2R9BE93|A0A2R9BE93_PANPA
OG0006108	sp|Q9H190|SDCB2_HUMAN	tr|A0A2R8ZLJ1|A0A2R8ZLJ1_PANPA
OG0006109	sp|Q9H1Y0|ATG5_HUMAN	tr|A0A2R9C3I9|A0A2R9C3I9_PANPA
OG0006110	sp|Q9HCI7|MSL2_HUMAN	tr|A0A2R8ZSD7|A0A2R8ZSD7_PANPA
OG0006111	sp|Q9HCS7|SYF1_HUMAN	tr|A0A2R9CJL3|A0A2R9CJL3_PANPA
OG0006112	sp|Q9NPR2|SEM4B_HUMAN	tr|A0A2R9BXZ1|A0A2R9BXZ1_PANPA
OG0006113	sp|Q9NRR6|INP5E_HUMAN	tr|A0A2R9BY83|A0A2R9BY83_PANPA
OG0006114	sp|Q9NWA0|MED9_HUMAN	tr|A0A2R9CSE1|A0A2R9CSE1_PANPA
OG0006115	sp|Q9NZ42|PEN2_HUMAN	tr|A0A2R9APY8|A0A2R9APY8_PANPA
OG0006116	sp|Q9UJG1|MSPD1_HUMAN	tr|A0A2R9AM97|A0A2R9AM97_PANPA
OG0006117	sp|Q9UJV9|DDX41_HUMAN	tr|A0A2R9A5Z4|A0A2R9A5Z4_PANPA
OG0006118	sp|Q9ULC0|MUCEN_HUMAN	tr|A0A2R9AJR8|A0A2R9AJR8_PANPA
OG0006119	sp|Q9Y673|ALG5_HUMAN	tr|A0A2R9BD74|A0A2R9BD74_PANPA
OG0006120	sp|Q9Y6F1|PARP3_HUMAN	tr|A0A2R9C2I5|A0A2R9C2I5_PANPA
OG0006121	sp|A6NFX1|MFS2B_HUMAN	tr|A0A2R9A4M1|A0A2R9A4M1_PANPA
OG0006122	sp|A6NNX1|RIAD1_HUMAN	tr|A0A2R9A4W8|A0A2R9A4W8_PANPA
OG0006123	sp|O14978|ZN263_HUMAN	tr|A0A2R9ATI4|A0A2R9ATI4_PANPA
OG0006124	sp|O15085|ARHGB_HUMAN	tr|A0A2R9AA57|A0A2R9AA57_PANPA
OG0006125	sp|O15127|SCAM2_HUMAN	tr|A0A2R9A3R5|A0A2R9A3R5_PANPA
OG0006126	sp|O43193|MTLR_HUMAN	tr|A0A2R8ZXY3|A0A2R8ZXY3_PANPA
OG0006127	sp|O43813|LANC1_HUMAN	tr|A0A2R9BWF6|A0A2R9BWF6_PANPA
OG0006128	sp|O75970|MPDZ_HUMAN	tr|A0A2R9A6J9|A0A2R9A6J9_PANPA
OG0006129	sp|P07098|LIPG_HUMAN	tr|A0A2R9A4B8|A0A2R9A4B8_PANPA
OG0006130	sp|P0DPB6|RPAC2_HUMAN	tr|A0A2R9A3G6|A0A2R9A3G6_PANPA
OG0006131	sp|P12259|FA5_HUMAN	tr|A0A2R9BMQ2|A0A2R9BMQ2_PANPA
OG0006132	sp|P12645|BMP3_HUMAN	tr|A0A2R9C6X0|A0A2R9C6X0_PANPA
OG0006133	sp|P14317|HCLS1_HUMAN	tr|A0A2R8ZG77|A0A2R8ZG77_PANPA
OG0006134	sp|P14780|MMP9_HUMAN	tr|A0A2R9BNH8|A0A2R9BNH8_PANPA
OG0006135	sp|P17023|ZNF19_HUMAN	tr|A0A2R8ZG28|A0A2R8ZG28_PANPA
OG0006136	sp|P43235|CATK_HUMAN	tr|A0A2R9C710|A0A2R9C710_PANPA
OG0006137	sp|P48736|PK3CG_HUMAN	tr|A0A2R9CFV4|A0A2R9CFV4_PANPA
OG0006138	sp|P52434|RPAB3_HUMAN	tr|A0A2R9BD68|A0A2R9BD68_PANPA
OG0006139	sp|P54107|CRIS1_HUMAN	tr|A0A2R9A4C2|A0A2R9A4C2_PANPA
OG0006140	sp|P56270|MAZ_HUMAN	tr|A0A2R9C9L2|A0A2R9C9L2_PANPA
OG0006141	sp|P56750|CLD17_HUMAN	tr|A0A2R9AVC4|A0A2R9AVC4_PANPA
OG0006142	sp|P59923|ZN445_HUMAN	tr|A0A2R9BHM2|A0A2R9BHM2_PANPA
OG0006143	sp|P61011|SRP54_HUMAN	tr|A0A2R8ZJZ7|A0A2R8ZJZ7_PANPA
OG0006144	sp|Q14432|PDE3A_HUMAN	tr|A0A2R9CBQ0|A0A2R9CBQ0_PANPA
OG0006145	sp|Q15147|PLCB4_HUMAN	tr|A0A2R8ZPT1|A0A2R8ZPT1_PANPA
OG0006146	sp|Q15782|CH3L2_HUMAN	tr|A0A2R9BQA8|A0A2R9BQA8_PANPA
OG0006147	sp|Q2TAC2|CCD57_HUMAN	tr|A0A2R9AVP2|A0A2R9AVP2_PANPA
OG0006148	sp|Q4G0J3|LARP7_HUMAN	tr|A0A2R9BNI7|A0A2R9BNI7_PANPA
OG0006149	sp|Q4G112|HSF5_HUMAN	tr|A0A2R9CH35|A0A2R9CH35_PANPA
OG0006150	sp|Q5JWR5|DOP1_HUMAN	tr|A0A2R9CM96|A0A2R9CM96_PANPA
OG0006151	sp|Q5SRE5|NU188_HUMAN	tr|A0A2R9BPM5|A0A2R9BPM5_PANPA
OG0006152	sp|Q5SV17|TM240_HUMAN	tr|A0A2R9B9D6|A0A2R9B9D6_PANPA
OG0006153	sp|Q5T0W9|FA83B_HUMAN	tr|A0A2R9A0A2|A0A2R9A0A2_PANPA
OG0006154	sp|Q5TA45|INT11_HUMAN	tr|A0A2R9BUF5|A0A2R9BUF5_PANPA
OG0006155	sp|Q5VW32|BROX_HUMAN	tr|A0A2R9BSZ2|A0A2R9BSZ2_PANPA
OG0006156	sp|Q5VWK5|IL23R_HUMAN	tr|A0A2R8ZPL6|A0A2R8ZPL6_PANPA
OG0006157	sp|Q69YQ0|CYTSA_HUMAN	tr|A0A2R9AC63|A0A2R9AC63_PANPA
OG0006158	sp|Q6IQ20|NAPEP_HUMAN	tr|A0A2R9BCK2|A0A2R9BCK2_PANPA
OG0006159	sp|Q6J4K2|NCLX_HUMAN	tr|A0A2R9BG26|A0A2R9BG26_PANPA
OG0006160	sp|Q6P1M9|ARMX5_HUMAN	tr|A0A2R8ZIX3|A0A2R8ZIX3_PANPA
OG0006161	sp|Q6Y288|B3GLT_HUMAN	tr|A0A2R9A3F3|A0A2R9A3F3_PANPA
OG0006162	sp|Q7L190|DPPA4_HUMAN	tr|A0A2R9AEP5|A0A2R9AEP5_PANPA
OG0006163	sp|Q7Z419|R144B_HUMAN	tr|A0A2R9CQB4|A0A2R9CQB4_PANPA
OG0006164	sp|Q7Z602|GP141_HUMAN	tr|A0A2R8ZJX0|A0A2R8ZJX0_PANPA
OG0006165	sp|Q7Z713|ANR37_HUMAN	tr|A0A2R9AXP5|A0A2R9AXP5_PANPA
OG0006166	sp|Q86XR5|PRIMA_HUMAN	tr|A0A2R9CIK3|A0A2R9CIK3_PANPA
OG0006167	sp|Q8IZQ8|MYCD_HUMAN	tr|A0A2R9C2T8|A0A2R9C2T8_PANPA
OG0006168	sp|Q8N3V7|SYNPO_HUMAN	tr|A0A2R9A6V1|A0A2R9A6V1_PANPA
OG0006169	sp|Q8N4V2|SVOP_HUMAN	tr|A0A2R9A4H1|A0A2R9A4H1_PANPA
OG0006170	sp|Q8TAF8|LHPL5_HUMAN	tr|A0A2R9ACQ5|A0A2R9ACQ5_PANPA
OG0006171	sp|Q8TC90|CCER1_HUMAN	tr|A0A2R8Z7G4|A0A2R8Z7G4_PANPA
OG0006172	sp|Q8WTR2|DUS19_HUMAN	tr|A0A2R9A7Q3|A0A2R9A7Q3_PANPA
OG0006173	sp|Q92625|ANS1A_HUMAN	tr|A0A2R8Z683|A0A2R8Z683_PANPA
OG0006174	sp|Q92665|RT31_HUMAN	tr|A0A2R9AH14|A0A2R9AH14_PANPA
OG0006175	sp|Q96GA7|SDSL_HUMAN	tr|A0A2R9BYD8|A0A2R9BYD8_PANPA
OG0006176	sp|Q96IV0|NGLY1_HUMAN	tr|A0A2R9CNJ2|A0A2R9CNJ2_PANPA
OG0006177	sp|Q96IZ7|RSRC1_HUMAN	tr|A0A2R9B2C3|A0A2R9B2C3_PANPA
OG0006178	sp|Q96MP8|KCTD7_HUMAN	tr|A0A2R9AZ04|A0A2R9AZ04_PANPA
OG0006179	sp|Q96NT5|PCFT_HUMAN	tr|A0A2R9A961|A0A2R9A961_PANPA
OG0006180	sp|Q96QS6|KPSH2_HUMAN	tr|A0A2R9AXZ5|A0A2R9AXZ5_PANPA
OG0006181	sp|Q9BSH4|TACO1_HUMAN	tr|A0A2R9B4Y5|A0A2R9B4Y5_PANPA
OG0006182	sp|Q9BVC6|TM109_HUMAN	tr|A0A2R9A0C0|A0A2R9A0C0_PANPA
OG0006183	sp|Q9GZU1|MCLN1_HUMAN	tr|A0A2R9B983|A0A2R9B983_PANPA
OG0006184	sp|Q9GZU3|TM39B_HUMAN	tr|A0A2R9AFI9|A0A2R9AFI9_PANPA
OG0006185	sp|Q9H6K5|PRR36_HUMAN	tr|A0A2R9C6P8|A0A2R9C6P8_PANPA
OG0006186	sp|Q9NU53|GINM1_HUMAN	tr|A0A2R8ZY48|A0A2R8ZY48_PANPA
OG0006187	sp|Q9NY72|SCN3B_HUMAN	tr|A0A2R9AKY8|A0A2R9AKY8_PANPA
OG0006188	sp|Q9NYL2|M3K20_HUMAN	tr|A0A2R8Z627|A0A2R8Z627_PANPA
OG0006189	sp|Q9P021|CRIPT_HUMAN	tr|A0A2R8ZXF5|A0A2R8ZXF5_PANPA
OG0006190	sp|Q9UID3|VPS51_HUMAN	tr|A0A2R8ZSN9|A0A2R8ZSN9_PANPA
OG0006191	sp|Q9UL33|TPC2L_HUMAN	tr|A0A2R9C6T8|A0A2R9C6T8_PANPA
OG0006192	sp|Q9UPR6|ZFR2_HUMAN	tr|A0A2R9AHR2|A0A2R9AHR2_PANPA
OG0006193	sp|Q9Y2E8|SL9A8_HUMAN	tr|A0A2R9B3M6|A0A2R9B3M6_PANPA
OG0006194	sp|Q9Y3M2|CBY1_HUMAN	tr|A0A2R9AIB6|A0A2R9AIB6_PANPA
OG0006195	sp|A3KMH1|VWA8_HUMAN	tr|A0A2R8Z9I9|A0A2R8Z9I9_PANPA
OG0006196	sp|A4FU01|MTMRB_HUMAN	tr|A0A2R9AFJ1|A0A2R9AFJ1_PANPA
OG0006197	sp|A5YKK6|CNOT1_HUMAN	tr|A0A2R8ZKM3|A0A2R8ZKM3_PANPA
OG0006198	sp|O43683|BUB1_HUMAN	tr|A0A2R9BSZ5|A0A2R9BSZ5_PANPA
OG0006199	sp|O60678|ANM3_HUMAN	tr|A0A2R9CD21|A0A2R9CD21_PANPA
OG0006200	sp|O75175|CNOT3_HUMAN	tr|A0A2R8Z7Q9|A0A2R8Z7Q9_PANPA
OG0006201	sp|O75531|BAF_HUMAN	tr|A0A2R8Z607|A0A2R8Z607_PANPA
OG0006202	sp|O76093|FGF18_HUMAN	tr|A0A2R9CKR2|A0A2R9CKR2_PANPA
OG0006203	sp|O95684|CEP43_HUMAN	tr|A0A2R9BS82|A0A2R9BS82_PANPA
OG0006204	sp|P01033|TIMP1_HUMAN	tr|A0A2R9A894|A0A2R9A894_PANPA
OG0006205	sp|P08686|CP21A_HUMAN	tr|A0A2R9CIH2|A0A2R9CIH2_PANPA
OG0006206	sp|P09486|SPRC_HUMAN	tr|A0A2R9BZI6|A0A2R9BZI6_PANPA
OG0006207	sp|P22760|AAAD_HUMAN	tr|A0A2R9AXS8|A0A2R9AXS8_PANPA
OG0006208	sp|P23246|SFPQ_HUMAN	tr|A0A2R9A9B3|A0A2R9A9B3_PANPA
OG0006209	sp|P23409|MYF6_HUMAN	tr|A0A2R9ALT9|A0A2R9ALT9_PANPA
OG0006210	sp|P32245|MC4R_HUMAN	tr|C3U0E1|C3U0E1_PANPA
OG0006211	sp|P37837|TALDO_HUMAN	tr|A0A2R9ARX4|A0A2R9ARX4_PANPA
OG0006212	sp|P40305|IFI27_HUMAN	tr|A0A2R9AQR4|A0A2R9AQR4_PANPA
OG0006213	sp|P43246|MSH2_HUMAN	tr|A0A2R9AXQ5|A0A2R9AXQ5_PANPA
OG0006214	sp|P43307|SSRA_HUMAN	tr|A0A2R9AKV2|A0A2R9AKV2_PANPA
OG0006215	sp|P51808|DYLT3_HUMAN	tr|A0A2R8ZM92|A0A2R8ZM92_PANPA
OG0006216	sp|P57071|PRD15_HUMAN	tr|A0A2R9AKR8|A0A2R9AKR8_PANPA
OG0006217	sp|P98153|IDD_HUMAN	tr|A0A2R8ZYB7|A0A2R8ZYB7_PANPA
OG0006218	sp|Q13224|NMDE2_HUMAN	tr|A0A2R8ZSD1|A0A2R8ZSD1_PANPA
OG0006219	sp|Q13422|IKZF1_HUMAN	tr|A0A2R9B7I4|A0A2R9B7I4_PANPA
OG0006220	sp|Q13424|SNTA1_HUMAN	tr|A0A2R9A3K5|A0A2R9A3K5_PANPA
OG0006221	sp|Q14153|FA53B_HUMAN	tr|A0A2R8ZVX0|A0A2R8ZVX0_PANPA
OG0006222	sp|Q15036|SNX17_HUMAN	tr|A0A2R9CN12|A0A2R9CN12_PANPA
OG0006223	sp|Q16651|PRSS8_HUMAN	tr|A0A2R8ZNJ0|A0A2R8ZNJ0_PANPA
OG0006224	sp|Q2T9J0|TYSD1_HUMAN	tr|A0A2R9A395|A0A2R9A395_PANPA
OG0006225	sp|Q5SRH9|TT39A_HUMAN	tr|A0A2R9AH31|A0A2R9AH31_PANPA
OG0006226	sp|Q5VVC0|SPO16_HUMAN	tr|A0A2R9B3Q9|A0A2R9B3Q9_PANPA
OG0006227	sp|Q6ZNE5|BAKOR_HUMAN	tr|A0A2R9AQE8|A0A2R9AQE8_PANPA
OG0006228	sp|Q6ZU52|K0408_HUMAN	tr|A0A2R8ZCJ1|A0A2R8ZCJ1_PANPA
OG0006229	sp|Q86TP1|PRUN1_HUMAN	tr|A0A2R9AX72|A0A2R9AX72_PANPA
OG0006230	sp|Q86VI1|EX3L1_HUMAN	tr|A0A2R8ZU25|A0A2R8ZU25_PANPA
OG0006231	sp|Q86XD5|F131B_HUMAN	tr|A0A2R9AII7|A0A2R9AII7_PANPA
OG0006232	sp|Q8IUS5|EPHX4_HUMAN	tr|A0A2R9BZY5|A0A2R9BZY5_PANPA
OG0006233	sp|Q8N6Y1|PCD20_HUMAN	tr|A0A2R8ZDC7|A0A2R8ZDC7_PANPA
OG0006234	sp|Q8NEM7|SP20H_HUMAN	tr|A0A2R9AHY5|A0A2R9AHY5_PANPA
OG0006235	sp|Q8NFQ6|BPIFC_HUMAN	tr|A0A2R9A7V9|A0A2R9A7V9_PANPA
OG0006236	sp|Q8NHG8|ZNRF2_HUMAN	tr|A0A2R9BFT4|A0A2R9BFT4_PANPA
OG0006237	sp|Q8NHU6|TDRD7_HUMAN	tr|A0A2R9CDZ4|A0A2R9CDZ4_PANPA
OG0006238	sp|Q8TBN0|R3GEF_HUMAN	tr|A0A2R9CC83|A0A2R9CC83_PANPA
OG0006239	sp|Q8TDM5|SACA4_HUMAN	tr|A0A2R8ZJ98|A0A2R8ZJ98_PANPA
OG0006240	sp|Q8WTP8|AEN_HUMAN	tr|A0A2R9BUW4|A0A2R9BUW4_PANPA
OG0006241	sp|Q8WW43|APH1B_HUMAN	tr|A0A2R8ZDL1|A0A2R8ZDL1_PANPA
OG0006242	sp|Q92974|ARHG2_HUMAN	tr|A0A2R9CGS6|A0A2R9CGS6_PANPA
OG0006243	sp|Q96AP4|ZUP1_HUMAN	tr|A0A2R8ZRA4|A0A2R8ZRA4_PANPA
OG0006244	sp|Q96AQ9|F131C_HUMAN	tr|A0A2R9BKD3|A0A2R9BKD3_PANPA
OG0006245	sp|Q96EK2|PF21B_HUMAN	tr|A0A2R9AAQ4|A0A2R9AAQ4_PANPA
OG0006246	sp|Q96ME7|ZN512_HUMAN	tr|A0A2R9BBF6|A0A2R9BBF6_PANPA
OG0006247	sp|Q96Q83|ALKB3_HUMAN	tr|A0A2R9A6R0|A0A2R9A6R0_PANPA
OG0006248	sp|Q96T55|KCNKG_HUMAN	tr|A0A2R9CSF1|A0A2R9CSF1_PANPA
OG0006249	sp|Q9BZW8|CD244_HUMAN	tr|A0A2R9B4F6|A0A2R9B4F6_PANPA
OG0006250	sp|Q9C0B7|TNG6_HUMAN	tr|A0A2R9C531|A0A2R9C531_PANPA
OG0006251	sp|Q9H0F6|SHRPN_HUMAN	tr|A0A2R9BCU1|A0A2R9BCU1_PANPA
OG0006252	sp|Q9H0R1|AP5M1_HUMAN	tr|A0A2R9CB95|A0A2R9CB95_PANPA
OG0006253	sp|Q9H0R3|TM222_HUMAN	tr|A0A2R8ZYW0|A0A2R8ZYW0_PANPA
OG0006254	sp|Q9NYJ8|TAB2_HUMAN	tr|A0A2R9AA75|A0A2R9AA75_PANPA
OG0006255	sp|Q9NZF1|PLAC8_HUMAN	tr|A0A2R9B1N9|A0A2R9B1N9_PANPA
OG0006256	sp|Q9Y231|FUT9_HUMAN	tr|A0A2R8Z6C2|A0A2R8Z6C2_PANPA
OG0006257	sp|Q9Y2L6|FRM4B_HUMAN	tr|A0A2R8ZJG5|A0A2R8ZJG5_PANPA
OG0006258	sp|Q9Y680|FKBP7_HUMAN	tr|A0A2R9CLP2|A0A2R9CLP2_PANPA
OG0006259	sp|A0PJX4|SHSA3_HUMAN	tr|A0A2R9A323|A0A2R9A323_PANPA
OG0006260	sp|A4D1P6|WDR91_HUMAN	tr|A0A2R9CLL1|A0A2R9CLL1_PANPA
OG0006261	sp|O00230|CORT_HUMAN	tr|A0A2R9BKQ2|A0A2R9BKQ2_PANPA
OG0006262	sp|O15042|SR140_HUMAN	tr|A0A2R8ZWT0|A0A2R8ZWT0_PANPA
OG0006263	sp|O15258|RER1_HUMAN	tr|A0A2R9AFT6|A0A2R9AFT6_PANPA
OG0006264	sp|O60547|GMDS_HUMAN	tr|A0A2R8ZSP9|A0A2R8ZSP9_PANPA
OG0006265	sp|O60934|NBN_HUMAN	tr|A0A2R8ZPC7|A0A2R8ZPC7_PANPA
OG0006266	sp|O75817|POP7_HUMAN	tr|A0A2R8ZIK2|A0A2R8ZIK2_PANPA
OG0006267	sp|O75871|CEAM4_HUMAN	tr|A0A2R9AIU6|A0A2R9AIU6_PANPA
OG0006268	sp|O75901|RASF9_HUMAN	tr|A0A2R8ZPA4|A0A2R8ZPA4_PANPA
OG0006269	sp|O96007|MOC2B_HUMAN	tr|A0A2R9B0D2|A0A2R9B0D2_PANPA
OG0006270	sp|P01375|TNFA_HUMAN	tr|A0A2R8ZGR1|A0A2R8ZGR1_PANPA
OG0006271	sp|P09871|C1S_HUMAN	tr|A0A2R9CEU6|A0A2R9CEU6_PANPA
OG0006272	sp|P13716|HEM2_HUMAN	tr|A0A2R9C7A2|A0A2R9C7A2_PANPA
OG0006273	sp|P13945|ADRB3_HUMAN	tr|A0A2R9AU01|A0A2R9AU01_PANPA
OG0006274	sp|P15173|MYOG_HUMAN	tr|A0A2R9A8S0|A0A2R9A8S0_PANPA
OG0006275	sp|P17213|BPI_HUMAN	tr|A0A2R9APG6|A0A2R9APG6_PANPA
OG0006276	sp|P28223|5HT2A_HUMAN	tr|A0A2R8Z5S4|A0A2R8Z5S4_PANPA
OG0006277	sp|P30989|NTR1_HUMAN	tr|A0A2R9CQ89|A0A2R9CQ89_PANPA
OG0006278	sp|P37173|TGFR2_HUMAN	tr|A0A2R9CJP6|A0A2R9CJP6_PANPA
OG0006279	sp|P55273|CDN2D_HUMAN	tr|A0A2R9BLY1|A0A2R9BLY1_PANPA
OG0006280	sp|P55851|UCP2_HUMAN	tr|A0A2R8Z8W5|A0A2R8Z8W5_PANPA
OG0006281	sp|P55895|RAG2_HUMAN	tr|A0A2R8ZER4|A0A2R8ZER4_PANPA
OG0006282	sp|P56199|ITA1_HUMAN	tr|A0A2R9BDD7|A0A2R9BDD7_PANPA
OG0006283	sp|Q04844|ACHE_HUMAN	tr|A0A2R8ZRA2|A0A2R8ZRA2_PANPA
OG0006284	sp|Q07973|CP24A_HUMAN	tr|A0A2R9BPE7|A0A2R9BPE7_PANPA
OG0006285	sp|Q12905|ILF2_HUMAN	tr|A0A2R8Z6U5|A0A2R8Z6U5_PANPA
OG0006286	sp|Q14739|LBR_HUMAN	tr|A0A2R9A887|A0A2R9A887_PANPA
OG0006287	sp|Q14973|NTCP_HUMAN	tr|A0A2R9AN81|A0A2R9AN81_PANPA
OG0006288	sp|Q15013|MD2BP_HUMAN	tr|A0A2R9C5N2|A0A2R9C5N2_PANPA
OG0006289	sp|Q16769|QPCT_HUMAN	tr|A0A2R9AL20|A0A2R9AL20_PANPA
OG0006290	sp|Q58WW2|DCAF6_HUMAN	tr|A0A2R9A2N7|A0A2R9A2N7_PANPA
OG0006291	sp|Q5ZPR3|CD276_HUMAN	tr|A0A2R8ZWB2|A0A2R8ZWB2_PANPA
OG0006292	sp|Q63ZE4|S22AA_HUMAN	tr|A0A2R9CA90|A0A2R9CA90_PANPA
OG0006293	sp|Q6P3W2|DJC24_HUMAN	tr|A0A2R9ANH5|A0A2R9ANH5_PANPA
OG0006294	sp|Q6PI47|KCD18_HUMAN	tr|A0A2R9BR65|A0A2R9BR65_PANPA
OG0006295	sp|Q6PKG0|LARP1_HUMAN	tr|A0A2R9CQ42|A0A2R9CQ42_PANPA
OG0006296	sp|Q70HW3|SAMC_HUMAN	tr|A0A2R9A973|A0A2R9A973_PANPA
OG0006297	sp|Q86UA1|PRP39_HUMAN	tr|A0A2R8ZVF2|A0A2R8ZVF2_PANPA
OG0006298	sp|Q86X95|CIR1_HUMAN	tr|A0A2R9C921|A0A2R9C921_PANPA
OG0006299	sp|Q8IY49|PAQRA_HUMAN	tr|A0A2R9C9Q3|A0A2R9C9Q3_PANPA
OG0006300	sp|Q8IZK6|MCLN2_HUMAN	tr|A0A2R9B5J6|A0A2R9B5J6_PANPA
OG0006301	sp|Q8N6M8|IQCF1_HUMAN	tr|A0A2R9BCZ2|A0A2R9BCZ2_PANPA
OG0006302	sp|Q8N987|NECA1_HUMAN	tr|A0A2R9C7Y1|A0A2R9C7Y1_PANPA
OG0006303	sp|Q8N9H8|MUT7_HUMAN	tr|A0A2R9CMV2|A0A2R9CMV2_PANPA
OG0006304	sp|Q8N9T8|KRI1_HUMAN	tr|A0A2R9C8R9|A0A2R9C8R9_PANPA
OG0006305	sp|Q8WWN8|ARAP3_HUMAN	tr|A0A2R9BNW9|A0A2R9BNW9_PANPA
OG0006306	sp|Q969H6|POP5_HUMAN	tr|A0A2R9CJZ7|A0A2R9CJZ7_PANPA
OG0006307	sp|Q969Q1|TRI63_HUMAN	tr|A0A2R9CP58|A0A2R9CP58_PANPA
OG0006308	sp|Q96DT0|LEG12_HUMAN	tr|A0A2R9CBI5|A0A2R9CBI5_PANPA
OG0006309	sp|Q96EP5|DAZP1_HUMAN	tr|A0A2R9AW39|A0A2R9AW39_PANPA
OG0006310	sp|Q96HE9|PRR11_HUMAN	tr|A0A2R9CG96|A0A2R9CG96_PANPA
OG0006311	sp|Q9BQN1|FA83C_HUMAN	tr|A0A2R9BT29|A0A2R9BT29_PANPA
OG0006312	sp|Q9BRH9|ZN251_HUMAN	tr|A0A2R8ZAD2|A0A2R8ZAD2_PANPA
OG0006313	sp|Q9BS18|APC13_HUMAN	tr|A0A2R9ACC0|A0A2R9ACC0_PANPA
OG0006314	sp|Q9BUN5|CC28B_HUMAN	tr|A0A2R9AR44|A0A2R9AR44_PANPA
OG0006315	sp|Q9BXU3|TX13A_HUMAN	tr|A0A2R9CLL4|A0A2R9CLL4_PANPA
OG0006316	sp|Q9BYI3|HYCCI_HUMAN	tr|A0A2R9AZB7|A0A2R9AZB7_PANPA
OG0006317	sp|Q9C0C9|UBE2O_HUMAN	tr|A0A2R9CKJ4|A0A2R9CKJ4_PANPA
OG0006318	sp|Q9HAC7|SUCHY_HUMAN	tr|A0A2R9CDH3|A0A2R9CDH3_PANPA
OG0006319	sp|Q9NUL5|SHFL_HUMAN	tr|A0A2R9BLJ7|A0A2R9BLJ7_PANPA
OG0006320	sp|Q9NZH0|GPC5B_HUMAN	tr|A0A2R9A120|A0A2R9A120_PANPA
OG0006321	sp|Q9P2J5|SYLC_HUMAN	tr|A0A2R8ZY98|A0A2R8ZY98_PANPA
OG0006322	sp|Q9UBI9|HDC_HUMAN	tr|A0A2R9BM59|A0A2R9BM59_PANPA
OG0006323	sp|Q9UBN1|CCG4_HUMAN	tr|A0A2R9AEX2|A0A2R9AEX2_PANPA
OG0006324	sp|Q9UPN6|SCAF8_HUMAN	tr|A0A2R9BX77|A0A2R9BX77_PANPA
