Orthogroup	Homo_sapiens	Microtus_ochrogaster
OG0003429	sp|Q8TBY0|RBM46_HUMAN	tr|A0A8J6H377|A0A8J6H377_MICOH
OG0003430	sp|Q96G97|BSCL2_HUMAN	tr|A0A8J6GBT5|A0A8J6GBT5_MICOH
OG0003431	sp|Q96HD1|CREL1_HUMAN	tr|A0A8J6L430|A0A8J6L430_MICOH
OG0003432	sp|Q96HD9|ACY3_HUMAN	tr|A0A8J6GBV2|A0A8J6GBV2_MICOH
OG0003433	sp|Q96HI0|SENP5_HUMAN	tr|A0A8J6G665|A0A8J6G665_MICOH
OG0003434	sp|Q96NH3|BROMI_HUMAN	tr|A0A8J6GAC3|A0A8J6GAC3_MICOH
OG0003435	sp|Q96SZ5|AEDO_HUMAN	tr|A0A8J6GW79|A0A8J6GW79_MICOH
OG0003436	sp|Q99819|GDIR3_HUMAN	tr|A0A8J6L510|A0A8J6L510_MICOH
OG0003437	sp|Q9BQ61|TRIR_HUMAN	tr|A0A8J6GXT1|A0A8J6GXT1_MICOH
OG0003438	sp|Q9BRA2|TXD17_HUMAN	tr|A0A8J6FWP5|A0A8J6FWP5_MICOH
OG0003439	sp|Q9BU40|CRDL1_HUMAN	tr|A0A8J6GQ02|A0A8J6GQ02_MICOH
OG0003440	sp|Q9BV40|VAMP8_HUMAN	tr|A0A8J6GXZ9|A0A8J6GXZ9_MICOH
OG0003441	sp|Q9BZL4|PP12C_HUMAN	tr|A0A8J6KS65|A0A8J6KS65_MICOH
OG0003442	sp|Q9C086|IN80B_HUMAN	tr|A0A8J6KWA7|A0A8J6KWA7_MICOH
OG0003443	sp|Q9H2E6|SEM6A_HUMAN	tr|A0A8J6GRK5|A0A8J6GRK5_MICOH
OG0003444	sp|Q9H8J5|MANS1_HUMAN	tr|A0A8J6L0J1|A0A8J6L0J1_MICOH
OG0003445	sp|Q9NSK0|KLC4_HUMAN	tr|A0A8J6L3P9|A0A8J6L3P9_MICOH
OG0003446	sp|Q9NZC4|EHF_HUMAN	tr|A0A8J6GUP9|A0A8J6GUP9_MICOH
OG0003447	sp|Q9P0V8|SLAF8_HUMAN	tr|A0A8J6L6F0|A0A8J6L6F0_MICOH
OG0003448	sp|Q9P2E3|ZNFX1_HUMAN	tr|A0A8J6L144|A0A8J6L144_MICOH
OG0003449	sp|Q9UGC6|RGS17_HUMAN	tr|A0A8J6GW72|A0A8J6GW72_MICOH
OG0003450	sp|Q9UL25|RAB21_HUMAN	tr|A0A8J6FZ98|A0A8J6FZ98_MICOH
OG0003451	sp|A6H8M9|CDHR4_HUMAN	tr|A0A8J6GEU2|A0A8J6GEU2_MICOH
OG0003452	sp|A6NKC9|SH2D7_HUMAN	tr|A0A8J6FVH4|A0A8J6FVH4_MICOH
OG0003453	sp|A9YTQ3|AHRR_HUMAN	tr|A0A8J6H4F4|A0A8J6H4F4_MICOH
OG0003454	sp|O14905|WNT9B_HUMAN	tr|A0A8J6GCY6|A0A8J6GCY6_MICOH
OG0003455	sp|O15547|P2RX6_HUMAN	tr|A0A8J6G725|A0A8J6G725_MICOH
OG0003456	sp|O75078|ADA11_HUMAN	tr|A0A8J6GKP9|A0A8J6GKP9_MICOH
OG0003457	sp|O94956|SO2B1_HUMAN	tr|A0A8J6FVP5|A0A8J6FVP5_MICOH
OG0003458	sp|O95156|NXPH2_HUMAN	tr|A0A8J6LAD3|A0A8J6LAD3_MICOH
OG0003459	sp|O95479|G6PE_HUMAN	tr|A0A8J6KL24|A0A8J6KL24_MICOH
OG0003460	sp|O95631|NET1_HUMAN	tr|A0A8J6GJL6|A0A8J6GJL6_MICOH
OG0003461	sp|O95772|STR3N_HUMAN	tr|A0A8J6KIF6|A0A8J6KIF6_MICOH
OG0003462	sp|P06729|CD2_HUMAN	tr|A0A8J6L360|A0A8J6L360_MICOH
OG0003463	sp|P0C0S5|H2AZ_HUMAN	tr|A0A8J6G0U1|A0A8J6G0U1_MICOH
OG0003464	sp|P0C0S8|H2A1_HUMAN	tr|A0A8J6GFK5|A0A8J6GFK5_MICOH
OG0003466	sp|P50591|TNF10_HUMAN	tr|A0A8J6G6W7|A0A8J6G6W7_MICOH
OG0003467	sp|P51816|AFF2_HUMAN	tr|A0A8J6KZ24|A0A8J6KZ24_MICOH
OG0003468	sp|P51888|PRELP_HUMAN	tr|A0A8J6H1W8|A0A8J6H1W8_MICOH
OG0003469	sp|P55082|MFAP3_HUMAN	tr|A0A8J6KX13|A0A8J6KX13_MICOH
OG0003470	sp|P78367|NKX32_HUMAN	tr|A0A8J6GRN8|A0A8J6GRN8_MICOH
OG0003471	sp|Q02241|KIF23_HUMAN	tr|A0A8J6G5S3|A0A8J6G5S3_MICOH
OG0003472	sp|Q13257|MD2L1_HUMAN	tr|A0A8J6GCA7|A0A8J6GCA7_MICOH
OG0003473	sp|Q15084|PDIA6_HUMAN	tr|A0A8J6GYF3|A0A8J6GYF3_MICOH
OG0003474	sp|Q2QGD7|ZXDC_HUMAN	tr|A0A8J6GUF9|A0A8J6GUF9_MICOH
OG0003475	sp|Q32P41|TRM5_HUMAN	tr|A0A8J6H3G3|A0A8J6H3G3_MICOH
OG0003476	sp|Q5EBM0|CMPK2_HUMAN	tr|A0A8J6L267|A0A8J6L267_MICOH
OG0003477	sp|Q5T1R4|ZEP3_HUMAN	tr|A0A8J6G0L7|A0A8J6G0L7_MICOH
OG0003478	sp|Q6IPT4|NB5R5_HUMAN	tr|A0A8J6GSS2|A0A8J6GSS2_MICOH
OG0003479	sp|Q7Z3D6|GLUCM_HUMAN	tr|A0A8J6G166|A0A8J6G166_MICOH
OG0003480	sp|Q7Z6G3|NECA2_HUMAN	tr|A0A8J6FWH6|A0A8J6FWH6_MICOH
OG0003481	sp|Q8IV33|K0825_HUMAN	tr|A0A8J6KPU0|A0A8J6KPU0_MICOH
OG0003482	sp|Q8IYB1|M21D2_HUMAN	tr|A0A8J6G8U8|A0A8J6G8U8_MICOH
OG0003483	sp|Q8N140|EID3_HUMAN	tr|A0A8J6GU41|A0A8J6GU41_MICOH
OG0003484	sp|Q8N539|FBCD1_HUMAN	tr|A0A8J6KWE2|A0A8J6KWE2_MICOH
OG0003485	sp|Q8N5S9|KKCC1_HUMAN	tr|A0A8J6GDS8|A0A8J6GDS8_MICOH
OG0003486	sp|Q8NBJ7|SUMF2_HUMAN	tr|A0A8J6GHU7|A0A8J6GHU7_MICOH
OG0003487	sp|Q8WU66|TSEAR_HUMAN	tr|A0A8J6GX38|A0A8J6GX38_MICOH
OG0003488	sp|Q8WVC0|LEO1_HUMAN	tr|A0A8J6GY64|A0A8J6GY64_MICOH
OG0003489	sp|Q96AQ7|CIDEC_HUMAN	tr|A0A8J6L4E7|A0A8J6L4E7_MICOH
OG0003491	sp|Q9BXK1|KLF16_HUMAN	tr|A0A8J6KUW3|A0A8J6KUW3_MICOH
OG0003492	sp|Q9GZV9|FGF23_HUMAN	tr|A0A8J6H3L6|A0A8J6H3L6_MICOH
OG0003493	sp|Q9H0E9|BRD8_HUMAN	tr|A0A8J6G915|A0A8J6G915_MICOH
OG0003494	sp|Q9H2B4|S26A1_HUMAN	tr|A0A8J6KYV3|A0A8J6KYV3_MICOH
OG0003495	sp|Q9H9C1|SPE39_HUMAN	tr|A0A8J6GSY0|A0A8J6GSY0_MICOH
OG0003496	sp|Q9NRX5|SERC1_HUMAN	tr|A0A8J6GAR5|A0A8J6GAR5_MICOH
OG0003497	sp|Q9NZN5|ARHGC_HUMAN	tr|A0A8J6GPQ3|A0A8J6GPQ3_MICOH
OG0003498	sp|Q9P202|WHRN_HUMAN	tr|A0A8J6GCK3|A0A8J6GCK3_MICOH
OG0003499	sp|Q9P2D0|IBTK_HUMAN	tr|A0A8J6KP41|A0A8J6KP41_MICOH
OG0003500	sp|Q9UBS9|SUCO_HUMAN	tr|A0A8J6G936|A0A8J6G936_MICOH
OG0003501	sp|Q9UHF5|IL17B_HUMAN	tr|A0A8J6GKI2|A0A8J6GKI2_MICOH
OG0003502	sp|Q9UJW2|TINAG_HUMAN	tr|A0A8J6L8N1|A0A8J6L8N1_MICOH
OG0003503	sp|Q9UM63|PLAL1_HUMAN	tr|A0A8J6GVZ5|A0A8J6GVZ5_MICOH
OG0003504	sp|A0AV96|RBM47_HUMAN	tr|A0A8J6KZD3|A0A8J6KZD3_MICOH
OG0003505	sp|A6NL88|SHSA7_HUMAN	tr|A0A8J6KR61|A0A8J6KR61_MICOH
OG0003506	sp|O00254|PAR3_HUMAN	tr|A0A8J6H0E5|A0A8J6H0E5_MICOH
OG0003507	sp|O15417|TNC18_HUMAN	tr|A0A8J6GPJ0|A0A8J6GPJ0_MICOH
OG0003508	sp|O43187|IRAK2_HUMAN	tr|A0A8J6L445|A0A8J6L445_MICOH
OG0003509	sp|O95816|BAG2_HUMAN	tr|A0A8J6KLH2|A0A8J6KLH2_MICOH
OG0003510	sp|P01138|NGF_HUMAN	tr|A0A8J6L896|A0A8J6L896_MICOH
OG0003511	sp|P0CW18|PRS56_HUMAN	tr|A0A8J6GF49|A0A8J6GF49_MICOH
OG0003512	sp|P14923|PLAK_HUMAN	tr|A0A8J6KJ93|A0A8J6KJ93_MICOH
OG0003513	sp|P23434|GCSH_HUMAN	tr|A0A8J6GCT1|A0A8J6GCT1_MICOH
OG0003514	sp|P46059|S15A1_HUMAN	tr|A0A8J6GNL9|A0A8J6GNL9_MICOH
OG0003515	sp|P51828|ADCY7_HUMAN	tr|A0A8J6KRP9|A0A8J6KRP9_MICOH
OG0003516	sp|P55039|DRG2_HUMAN	tr|A0A8J6G959|A0A8J6G959_MICOH
OG0003517	sp|P62314|SMD1_HUMAN	tr|A0A8J6G6G7|A0A8J6G6G7_MICOH
OG0003518	sp|P78406|RAE1L_HUMAN	tr|A0A8J6GGY8|A0A8J6GGY8_MICOH
OG0003519	sp|Q02575|HEN1_HUMAN	tr|A0A8J6L6F4|A0A8J6L6F4_MICOH
OG0003520	sp|Q09MP3|R51A2_HUMAN	tr|A0A8J6GS39|A0A8J6GS39_MICOH
OG0003522	sp|Q13905|RPGF1_HUMAN	tr|A0A8J6G8M5|A0A8J6G8M5_MICOH
OG0003523	sp|Q15276|RABE1_HUMAN	tr|A0A8J6GIC6|A0A8J6GIC6_MICOH
OG0003524	sp|Q16533|SNPC1_HUMAN	tr|A0A8J6H1N2|A0A8J6H1N2_MICOH
OG0003525	sp|Q53GT1|KLH22_HUMAN	tr|A0A8J6G7C3|A0A8J6G7C3_MICOH
OG0003526	sp|Q75T13|PGAP1_HUMAN	tr|A0A8J6GI63|A0A8J6GI63_MICOH
OG0003527	sp|Q7Z2T5|TRM1L_HUMAN	tr|A0A8J6KNC5|A0A8J6KNC5_MICOH
OG0003528	sp|Q7Z478|DHX29_HUMAN	tr|A0A8J6G053|A0A8J6G053_MICOH
OG0003529	sp|Q8IVW4|CDKL3_HUMAN	tr|A0A8J6G8V7|A0A8J6G8V7_MICOH
OG0003530	sp|Q8IW03|SIAH3_HUMAN	tr|A0A8J6L8B8|A0A8J6L8B8_MICOH
OG0003531	sp|Q8IXZ3|SP8_HUMAN	tr|A0A8J6GMI7|A0A8J6GMI7_MICOH
OG0003532	sp|Q8IZL2|MAML2_HUMAN	tr|A0A8J6KQP5|A0A8J6KQP5_MICOH
OG0003533	sp|Q8N103|TAGAP_HUMAN	tr|A0A8J6L2H0|A0A8J6L2H0_MICOH
OG0003534	sp|Q8N4B5|PRR18_HUMAN	tr|A0A8J6FXQ0|A0A8J6FXQ0_MICOH
OG0003535	sp|Q8NG08|HELB_HUMAN	tr|A0A8J6GQI1|A0A8J6GQI1_MICOH
OG0003536	sp|Q8TBX8|PI42C_HUMAN	tr|A0A8J6GTV4|A0A8J6GTV4_MICOH
OG0003537	sp|Q8WXS8|ATS14_HUMAN	tr|A0A8J6GTT6|A0A8J6GTT6_MICOH
OG0003538	sp|Q96CG3|TIFA_HUMAN	tr|A0A8J6FZE5|A0A8J6FZE5_MICOH
OG0003539	sp|Q96KF7|SMIM8_HUMAN	tr|A0A8J6H306|A0A8J6H306_MICOH
OG0003540	sp|Q96S94|CCNL2_HUMAN	tr|A0A8J6GPY8|A0A8J6GPY8_MICOH
OG0003541	sp|Q9BRQ3|NUD22_HUMAN	tr|A0A8J6KR54|A0A8J6KR54_MICOH
OG0003542	sp|Q9H5I1|SUV92_HUMAN	tr|A0A8J6KP38|A0A8J6KP38_MICOH
OG0003543	sp|Q9HCJ1|ANKH_HUMAN	tr|A0A8J6GP30|A0A8J6GP30_MICOH
OG0003544	sp|Q9NXK8|FXL12_HUMAN	tr|A0A8J6GKB1|A0A8J6GKB1_MICOH
OG0003545	sp|Q9NY74|ETAA1_HUMAN	tr|A0A8J6LAT8|A0A8J6LAT8_MICOH
OG0003546	sp|Q9NYZ2|MFRN1_HUMAN	tr|A0A8J6G578|A0A8J6G578_MICOH
OG0003547	sp|Q9P0L9|PK2L1_HUMAN	tr|A0A8J6KNT7|A0A8J6KNT7_MICOH
OG0003548	sp|Q9Y512|SAM50_HUMAN	tr|A0A8J6GGK0|A0A8J6GGK0_MICOH
OG0003549	sp|Q9Y6U7|RN215_HUMAN	tr|A0A8J6KW90|A0A8J6KW90_MICOH
OG0003550	sp|A6NDV4|TMM8B_HUMAN	tr|A0A8J6G0L4|A0A8J6G0L4_MICOH
OG0003551	sp|O14792|HS3S1_HUMAN	tr|A0A8J6KW62|A0A8J6KW62_MICOH
OG0003552	sp|O60381|HBP1_HUMAN	tr|A0A8J6GQZ5|A0A8J6GQZ5_MICOH
OG0003553	sp|O75460|ERN1_HUMAN	tr|A0A8J6G2Q1|A0A8J6G2Q1_MICOH
OG0003554	sp|O75899|GABR2_HUMAN	tr|A0A8J6G292|A0A8J6G292_MICOH
OG0003555	sp|O95936|EOMES_HUMAN	tr|A0A8J6KU37|A0A8J6KU37_MICOH
OG0003556	sp|P0C875|F228B_HUMAN	tr|A0A8J6KV24|A0A8J6KV24_MICOH
OG0003557	sp|P11177|ODPB_HUMAN	tr|A0A8J6KMM6|A0A8J6KMM6_MICOH
OG0003558	sp|P28039|AOAH_HUMAN	tr|A0A8J6GGV0|A0A8J6GGV0_MICOH
OG0003559	sp|P28702|RXRB_HUMAN	tr|A0A8J6GK77|A0A8J6GK77_MICOH
OG0003560	sp|P45877|PPIC_HUMAN	tr|A0A8J6FY92|A0A8J6FY92_MICOH
OG0003561	sp|P85299|PRR5_HUMAN	tr|A0A8J6GNR4|A0A8J6GNR4_MICOH
OG0003562	sp|Q00587|BORG5_HUMAN	tr|A0A8J6GYW4|A0A8J6GYW4_MICOH
OG0003563	sp|Q09327|MGAT3_HUMAN	tr|A0A8J6L8I0|A0A8J6L8I0_MICOH
OG0003564	sp|Q13617|CUL2_HUMAN	tr|A0A8J6KJK9|A0A8J6KJK9_MICOH
OG0003565	sp|Q14623|IHH_HUMAN	tr|A0A8J6KU95|A0A8J6KU95_MICOH
OG0003566	sp|Q2YD98|UVSSA_HUMAN	tr|A0A8J6GR53|A0A8J6GR53_MICOH
OG0003567	sp|Q5H8A4|PIGG_HUMAN	tr|A0A8J6GQJ2|A0A8J6GQJ2_MICOH
OG0003568	sp|Q5T0D9|TPRGL_HUMAN	tr|A0A8J6KYD9|A0A8J6KYD9_MICOH
OG0003569	sp|Q5T7W0|ZN618_HUMAN	tr|A0A8J6GH42|A0A8J6GH42_MICOH
OG0003570	sp|Q6PEW0|PRS54_HUMAN	tr|A0A8J6KLC9|A0A8J6KLC9_MICOH
OG0003571	sp|Q6T4R5|NHS_HUMAN	tr|A0A8J6H2D1|A0A8J6H2D1_MICOH
OG0003572	sp|Q7L8A9|VASH1_HUMAN	tr|A0A8J6L4X9|A0A8J6L4X9_MICOH
OG0003573	sp|Q86XK2|FBX11_HUMAN	tr|A0A8J6KXJ9|A0A8J6KXJ9_MICOH
OG0003574	sp|Q8N4H0|SPA6L_HUMAN	tr|A0A8J6L3E2|A0A8J6L3E2_MICOH
OG0003575	sp|Q8N5M9|JAGN1_HUMAN	tr|A0A8J6L4F7|A0A8J6L4F7_MICOH
OG0003576	sp|Q8TCS8|PNPT1_HUMAN	tr|A0A8J6GBJ0|A0A8J6GBJ0_MICOH
OG0003577	sp|Q8WTW3|COG1_HUMAN	tr|A0A8J6GYQ1|A0A8J6GYQ1_MICOH
OG0003578	sp|Q8WUY1|THEM6_HUMAN	tr|A0A8J6GXR2|A0A8J6GXR2_MICOH
OG0003579	sp|Q92813|IOD2_HUMAN	tr|A0A8J6L5Z6|A0A8J6L5Z6_MICOH
OG0003580	sp|Q92954|PRG4_HUMAN	tr|A0A8J6KNY6|A0A8J6KNY6_MICOH
OG0003581	sp|Q96B01|R51A1_HUMAN	tr|A0A8J6L571|A0A8J6L571_MICOH
OG0003582	sp|Q96DZ9|CKLF5_HUMAN	tr|A0A8J6GF70|A0A8J6GF70_MICOH
OG0003583	sp|Q96F63|CCD97_HUMAN	tr|A0A8J6GKR3|A0A8J6GKR3_MICOH
OG0003584	sp|Q99470|SDF2_HUMAN	tr|A0A8J6GJB5|A0A8J6GJB5_MICOH
OG0003585	sp|Q99963|SH3G3_HUMAN	tr|A0A8J6KS35|A0A8J6KS35_MICOH
OG0003586	sp|Q99988|GDF15_HUMAN	tr|A0A8J6G8K5|A0A8J6G8K5_MICOH
OG0003587	sp|Q9BRQ0|PYGO2_HUMAN	tr|A0A8J6L5Z1|A0A8J6L5Z1_MICOH
OG0003588	sp|Q9GZU8|PIP30_HUMAN	tr|A0A8J6FZH7|A0A8J6FZH7_MICOH
OG0003589	sp|Q9H7J1|PPR3E_HUMAN	tr|A0A8J6GET6|A0A8J6GET6_MICOH
OG0003590	sp|Q9HBT6|CAD20_HUMAN	tr|A0A8J6KZJ6|A0A8J6KZJ6_MICOH
OG0003591	sp|Q9NPF5|DMAP1_HUMAN	tr|A0A8J6G1U5|A0A8J6G1U5_MICOH
OG0003592	sp|Q9NRY4|RHG35_HUMAN	tr|A0A8J6G3D2|A0A8J6G3D2_MICOH
OG0003593	sp|Q9NVF9|EKI2_HUMAN	tr|A0A8J6H0U9|A0A8J6H0U9_MICOH
OG0003594	sp|Q9NZQ3|SPN90_HUMAN	tr|A0A8J6GGP7|A0A8J6GGP7_MICOH
OG0003595	sp|Q9UEY8|ADDG_HUMAN	tr|A0A8J6KQT7|A0A8J6KQT7_MICOH
OG0003596	sp|Q9Y244|POMP_HUMAN	tr|A0A8J6GBJ5|A0A8J6GBJ5_MICOH
OG0003597	sp|A0A1B0GVZ9|TM269_HUMAN	tr|A0A8J6KK02|A0A8J6KK02_MICOH
OG0003598	sp|A2RUB1|MEIOC_HUMAN	tr|A0A8J6GK51|A0A8J6GK51_MICOH
OG0003599	sp|O15050|TRNK1_HUMAN	tr|A0A8J6FZQ4|A0A8J6FZQ4_MICOH
OG0003600	sp|O60242|AGRB3_HUMAN	tr|A0A8J6G608|A0A8J6G608_MICOH
OG0003601	sp|O95274|LYPD3_HUMAN	tr|A0A8J6GAN8|A0A8J6GAN8_MICOH
OG0003602	sp|P00519|ABL1_HUMAN	tr|A0A8J6G800|A0A8J6G800_MICOH
OG0003603	sp|P07492|GRP_HUMAN	tr|A0A8J6KVI8|A0A8J6KVI8_MICOH
OG0003604	sp|P10912|GHR_HUMAN	tr|A0A8J6H2P9|A0A8J6H2P9_MICOH
OG0003605	sp|P12104|FABPI_HUMAN	tr|A0A8J6KK01|A0A8J6KK01_MICOH
OG0003606	sp|P15391|CD19_HUMAN	tr|A0A8J6GQA1|A0A8J6GQA1_MICOH
OG0003607	sp|P20036|DPA1_HUMAN	tr|A0A8J6GLD8|A0A8J6GLD8_MICOH
OG0003608	sp|P20749|BCL3_HUMAN	tr|A0A8J6G783|A0A8J6G783_MICOH
OG0003609	sp|P22692|IBP4_HUMAN	tr|A0A8J6KK99|A0A8J6KK99_MICOH
OG0003610	sp|P25445|TNR6_HUMAN	tr|A0A8J6L3B7|A0A8J6L3B7_MICOH
OG0003611	sp|P29274|AA2AR_HUMAN	tr|A0A8J6GQ28|A0A8J6GQ28_MICOH
OG0003612	sp|P40855|PEX19_HUMAN	tr|A0A8J6GRM5|A0A8J6GRM5_MICOH
OG0003613	sp|P50579|MAP2_HUMAN	tr|A0A8J6GM13|A0A8J6GM13_MICOH
OG0003614	sp|P50747|BPL1_HUMAN	tr|A0A8J6GSC2|A0A8J6GSC2_MICOH
OG0003615	sp|P52630|STAT2_HUMAN	tr|A0A8J6G666|A0A8J6G666_MICOH
OG0003616	sp|P54849|EMP1_HUMAN	tr|A0A8J6L315|A0A8J6L315_MICOH
OG0003617	sp|Q08334|I10R2_HUMAN	tr|A0A8J6KRN6|A0A8J6KRN6_MICOH
OG0003618	sp|Q13118|KLF10_HUMAN	tr|A0A8J6L3N9|A0A8J6L3N9_MICOH
OG0003619	sp|Q14314|FGL2_HUMAN	tr|A0A8J6GN09|A0A8J6GN09_MICOH
OG0003620	sp|Q4ZIN3|MBRL_HUMAN	tr|A0A8J6GPL9|A0A8J6GPL9_MICOH
OG0003621	sp|Q53FV1|ORML2_HUMAN	tr|A0A8J6KQ66|A0A8J6KQ66_MICOH
OG0003622	sp|Q53H64|AK40L_HUMAN	tr|A0A8J6FYR9|A0A8J6FYR9_MICOH
OG0003623	sp|Q5JVL4|EFHC1_HUMAN	tr|A0A8J6G8Q7|A0A8J6G8Q7_MICOH
OG0003624	sp|Q5THR3|EFCB6_HUMAN	tr|A0A8J6GKW4|A0A8J6GKW4_MICOH
OG0003625	sp|Q6ZWJ8|KCP_HUMAN	tr|A0A8J6GD07|A0A8J6GD07_MICOH
OG0003626	sp|Q7Z6R9|AP2D_HUMAN	tr|A0A8J6KQD8|A0A8J6KQD8_MICOH
OG0003627	sp|Q86UT6|NLRX1_HUMAN	tr|A0A8J6GYX2|A0A8J6GYX2_MICOH
OG0003628	sp|Q86VQ1|GLCI1_HUMAN	tr|A0A8J6L5F6|A0A8J6L5F6_MICOH
OG0003629	sp|Q86XE3|MICU3_HUMAN	tr|A0A8J6GEN4|A0A8J6GEN4_MICOH
OG0003630	sp|Q8N1V2|CFA52_HUMAN	tr|A0A8J6GJG5|A0A8J6GJG5_MICOH
OG0003631	sp|Q8N4F0|BPIB2_HUMAN	tr|A0A8J6GGG7|A0A8J6GGG7_MICOH
OG0003632	sp|Q8N8U3|RTL3_HUMAN	tr|A0A8J6GVD2|A0A8J6GVD2_MICOH
OG0003633	sp|Q8N8U9|BMPER_HUMAN	tr|A0A8J6GCN6|A0A8J6GCN6_MICOH
OG0003634	sp|Q8TAC1|RFESD_HUMAN	tr|A0A8J6G8B6|A0A8J6G8B6_MICOH
OG0003635	sp|Q8TAG5|VTM2A_HUMAN	tr|A0A8J6H2D0|A0A8J6H2D0_MICOH
OG0003636	sp|Q8TDU6|GPBAR_HUMAN	tr|A0A8J6GML4|A0A8J6GML4_MICOH
OG0003637	sp|Q8WUA2|PPIL4_HUMAN	tr|A0A8J6KQ92|A0A8J6KQ92_MICOH
OG0003638	sp|Q8WVL7|ANR49_HUMAN	tr|A0A8J6G4Q7|A0A8J6G4Q7_MICOH
OG0003639	sp|Q92569|P55G_HUMAN	tr|A0A8J6G386|A0A8J6G386_MICOH
OG0003640	sp|Q92800|EZH1_HUMAN	tr|A0A8J6KM79|A0A8J6KM79_MICOH
OG0003641	sp|Q96BR5|COA7_HUMAN	tr|A0A8J6L2B8|A0A8J6L2B8_MICOH
OG0003643	sp|Q96GX1|TECT2_HUMAN	tr|A0A8J6KTB3|A0A8J6KTB3_MICOH
OG0003644	sp|Q96LR2|LURA1_HUMAN	tr|A0A8J6G4H5|A0A8J6G4H5_MICOH
OG0003645	sp|Q96MK3|FA20A_HUMAN	tr|A0A8J6GGG6|A0A8J6GGG6_MICOH
OG0003646	sp|Q9BYW2|SETD2_HUMAN	tr|A0A8J6KMM7|A0A8J6KMM7_MICOH
OG0003647	sp|Q9H6Z4|RANB3_HUMAN	tr|A0A8J6GW07|A0A8J6GW07_MICOH
OG0003648	sp|Q9H867|MT21D_HUMAN	tr|A0A8J6FZJ0|A0A8J6FZJ0_MICOH
OG0003649	sp|Q9NPQ8|RIC8A_HUMAN	tr|A0A8J6GBX3|A0A8J6GBX3_MICOH
OG0003650	sp|Q9NU23|LYRM2_HUMAN	tr|A0A8J6H2U1|A0A8J6H2U1_MICOH
OG0003651	sp|Q9NUD7|CT096_HUMAN	tr|A0A8J6GIH3|A0A8J6GIH3_MICOH
OG0003652	sp|Q9NV35|NUD15_HUMAN	tr|A0A8J6L3N4|A0A8J6L3N4_MICOH
OG0003653	sp|Q9NYK6|EURL_HUMAN	tr|A0A8J6GUX4|A0A8J6GUX4_MICOH
OG0003654	sp|Q9ULZ1|APEL_HUMAN	tr|A0A8J6GN45|A0A8J6GN45_MICOH
OG0003655	sp|Q9Y5U5|TNR18_HUMAN	tr|A0A8J6KZ30|A0A8J6KZ30_MICOH
OG0003656	sp|Q9Y6A4|CFA20_HUMAN	tr|A0A8J6G0X1|A0A8J6G0X1_MICOH
OG0003657	sp|A0A1B0GTH6|CS2IP_HUMAN	tr|A0A8J6FU95|A0A8J6FU95_MICOH
OG0003658	sp|O43827|ANGL7_HUMAN	tr|A0A8J6G086|A0A8J6G086_MICOH
OG0003659	sp|O75031|HSF2B_HUMAN	tr|A0A8J6L2Z9|A0A8J6L2Z9_MICOH
OG0003660	sp|P01178|NEU1_HUMAN	tr|A0A8J6GHQ4|A0A8J6GHQ4_MICOH
OG0003661	sp|P02790|HEMO_HUMAN	tr|A0A8J6G532|A0A8J6G532_MICOH
OG0003662	sp|P06454|PTMA_HUMAN	tr|A0A8J6KQ98|A0A8J6KQ98_MICOH
OG0003663	sp|P08833|IBP1_HUMAN	tr|A0A8J6GSP4|A0A8J6GSP4_MICOH
OG0003664	sp|P15407|FOSL1_HUMAN	tr|A0A8J6GBX7|A0A8J6GBX7_MICOH
OG0003665	sp|P20339|RAB5A_HUMAN	tr|A0A8J6GUI6|A0A8J6GUI6_MICOH
OG0003666	sp|P22897|MRC1_HUMAN	tr|A0A8J6KSC6|A0A8J6KSC6_MICOH
OG0003667	sp|P30542|AA1R_HUMAN	tr|A0A8J6GZV6|A0A8J6GZV6_MICOH
OG0003668	sp|P42224|STAT1_HUMAN	tr|A0A8J6GE74|A0A8J6GE74_MICOH
OG0003669	sp|P49720|PSB3_HUMAN	tr|A0A8J6KYA2|A0A8J6KYA2_MICOH
OG0003670	sp|P49773|HINT1_HUMAN	tr|A0A8J6KUU1|A0A8J6KUU1_MICOH
OG0003671	sp|P54845|NRL_HUMAN	tr|A0A8J6KUM1|A0A8J6KUM1_MICOH
OG0003672	sp|P56282|DPOE2_HUMAN	tr|A0A8J6G333|A0A8J6G333_MICOH
OG0003673	sp|P57678|GEMI4_HUMAN	tr|A0A8J6GJT4|A0A8J6GJT4_MICOH
OG0003674	sp|P98077|SHC2_HUMAN	tr|A0A8J6GNU2|A0A8J6GNU2_MICOH
OG0003675	sp|Q03828|EVX2_HUMAN	tr|A0A8J6FY41|A0A8J6FY41_MICOH
OG0003677	sp|Q07864|DPOE1_HUMAN	tr|A0A8J6G2N0|A0A8J6G2N0_MICOH
OG0003678	sp|Q13045|FLII_HUMAN	tr|A0A8J6KN59|A0A8J6KN59_MICOH
OG0003679	sp|Q13415|ORC1_HUMAN	tr|A0A8J6GZ91|A0A8J6GZ91_MICOH
OG0003680	sp|Q502W7|CCD38_HUMAN	tr|A0A8J6KTV6|A0A8J6KTV6_MICOH
OG0003681	sp|Q567V2|M17L2_HUMAN	tr|A0A8J6GCQ8|A0A8J6GCQ8_MICOH
OG0003682	sp|Q5JTN6|WDR38_HUMAN	tr|A0A8J6GZI8|A0A8J6GZI8_MICOH
