Orthogroup	Homo_sapiens	Neovison_vison
OG0007106	sp|P23945|FSHR_HUMAN	tr|A0A8C7C0I1|A0A8C7C0I1_NEOVI
OG0007107	sp|P25100|ADA1D_HUMAN	tr|A0A8C7BRY8|A0A8C7BRY8_NEOVI
OG0007108	sp|P27797|CALR_HUMAN	tr|A0A8C7A8D5|A0A8C7A8D5_NEOVI
OG0007109	sp|P28340|DPOD1_HUMAN	tr|A0A8C7BDL4|A0A8C7BDL4_NEOVI
OG0007110	sp|P29084|T2EB_HUMAN	tr|A0A8C7AKB0|A0A8C7AKB0_NEOVI
OG0007111	sp|P42696|RBM34_HUMAN	tr|A0A8C7AIP8|A0A8C7AIP8_NEOVI
OG0007112	sp|P55212|CASP6_HUMAN	tr|A0A8C7AME1|A0A8C7AME1_NEOVI
OG0007113	sp|P57727|TMPS3_HUMAN	tr|A0A8C7AP44|A0A8C7AP44_NEOVI
OG0007114	sp|P62280|RS11_HUMAN	tr|A0A8C7B1Y9|A0A8C7B1Y9_NEOVI
OG0007115	sp|Q05469|LIPS_HUMAN	tr|A0A8C7B7S2|A0A8C7B7S2_NEOVI
OG0007116	sp|Q06495|NPT2A_HUMAN	tr|A0A8C7BTP0|A0A8C7BTP0_NEOVI
OG0007117	sp|Q12951|FOXI1_HUMAN	tr|A0A8C7C321|A0A8C7C321_NEOVI
OG0007118	sp|Q14152|EIF3A_HUMAN	tr|A0A8C7AP06|A0A8C7AP06_NEOVI
OG0007119	sp|Q14656|TM187_HUMAN	tr|A0A8C7C755|A0A8C7C755_NEOVI
OG0007120	sp|Q14956|GPNMB_HUMAN	tr|A0A8C7B696|A0A8C7B696_NEOVI
OG0007121	sp|Q15043|S39AE_HUMAN	tr|A0A8C7C1N7|A0A8C7C1N7_NEOVI
OG0007122	sp|Q15836|VAMP3_HUMAN	tr|A0A8C7AE44|A0A8C7AE44_NEOVI
OG0007123	sp|Q2KHT3|CL16A_HUMAN	tr|A0A8C7C629|A0A8C7C629_NEOVI
OG0007124	sp|Q4AC94|C2CD3_HUMAN	tr|A0A8C7C8N7|A0A8C7C8N7_NEOVI
OG0007125	sp|Q4J6C6|PPCEL_HUMAN	tr|A0A8C7BBS7|A0A8C7BBS7_NEOVI
OG0007126	sp|Q5JTV8|TOIP1_HUMAN	tr|A0A8C7BP05|A0A8C7BP05_NEOVI
OG0007127	sp|Q5TF21|SOGA3_HUMAN	tr|A0A8C7EIX0|A0A8C7EIX0_NEOVI
OG0007128	sp|Q68J44|DUS29_HUMAN	tr|A0A8C7AKW0|A0A8C7AKW0_NEOVI
OG0007129	sp|Q6VMQ6|MCAF1_HUMAN	tr|A0A8C7BXC8|A0A8C7BXC8_NEOVI
OG0007130	sp|Q7L1V2|MON1B_HUMAN	tr|A0A8C7EUZ7|A0A8C7EUZ7_NEOVI
OG0007131	sp|Q7L5Y9|MAEA_HUMAN	tr|A0A8C7EWW0|A0A8C7EWW0_NEOVI
OG0007132	sp|Q86UB9|TM135_HUMAN	tr|U6CWA3|U6CWA3_NEOVI
OG0007133	sp|Q8IYD9|LAS2_HUMAN	tr|A0A8C7AHV7|A0A8C7AHV7_NEOVI
OG0007134	sp|Q8N0V3|RBFA_HUMAN	tr|A0A8C7AZW0|A0A8C7AZW0_NEOVI
OG0007135	sp|Q8N3K9|CMYA5_HUMAN	tr|A0A8C7AEN8|A0A8C7AEN8_NEOVI
OG0007136	sp|Q8N653|LZTR1_HUMAN	tr|U6CXE5|U6CXE5_NEOVI
OG0007137	sp|Q8TDB6|DTX3L_HUMAN	tr|A0A8C7BBE6|A0A8C7BBE6_NEOVI
OG0007138	sp|Q8WYH8|ING5_HUMAN	tr|U6CVJ7|U6CVJ7_NEOVI
OG0007139	sp|Q96D05|F241B_HUMAN	tr|U6CT70|U6CT70_NEOVI
OG0007140	sp|Q96JY6|PDLI2_HUMAN	tr|A0A8C7C1U9|A0A8C7C1U9_NEOVI
OG0007141	sp|Q96Q05|TPPC9_HUMAN	tr|A0A8C7BGN3|A0A8C7BGN3_NEOVI
OG0007142	sp|Q9BWH2|FUND2_HUMAN	tr|A0A8C7B4B8|A0A8C7B4B8_NEOVI
OG0007143	sp|Q9H2L5|RASF4_HUMAN	tr|A0A8C7BZK3|A0A8C7BZK3_NEOVI
OG0007144	sp|Q9HC36|MRM3_HUMAN	tr|A0A8C7AIH7|A0A8C7AIH7_NEOVI
OG0007145	sp|Q9HCN8|SDF2L_HUMAN	tr|A0A8C7BU03|A0A8C7BU03_NEOVI
OG0007146	sp|Q9NW38|FANCL_HUMAN	tr|A0A8C7B527|A0A8C7B527_NEOVI
OG0007147	sp|Q9NWM3|CUED1_HUMAN	tr|A0A8C7BA49|A0A8C7BA49_NEOVI
OG0007148	sp|Q9NZJ7|MTCH1_HUMAN	tr|A0A8C7BAF1|A0A8C7BAF1_NEOVI
OG0007149	sp|Q9UHA4|LTOR3_HUMAN	tr|A0A8C7ADR6|A0A8C7ADR6_NEOVI
OG0007150	sp|Q9UL54|TAOK2_HUMAN	tr|A0A8C7C416|A0A8C7C416_NEOVI
OG0007151	sp|Q9ULT6|ZNRF3_HUMAN	tr|A0A8C7AC78|A0A8C7AC78_NEOVI
OG0007152	sp|Q9Y2Z2|MTO1_HUMAN	tr|A0A8C7BIH1|A0A8C7BIH1_NEOVI
OG0007153	sp|Q9Y5J7|TIM9_HUMAN	tr|A0A8C7AKP3|A0A8C7AKP3_NEOVI
OG0007154	sp|Q9Y6K8|KAD5_HUMAN	tr|A0A8C7AUI7|A0A8C7AUI7_NEOVI
OG0007155	sp|O43313|ATMIN_HUMAN	tr|A0A8C7EV84|A0A8C7EV84_NEOVI
OG0007156	sp|O75533|SF3B1_HUMAN	tr|A0A8C7AT14|A0A8C7AT14_NEOVI
OG0007157	sp|O95158|NXPH4_HUMAN	tr|A0A8C7AR43|A0A8C7AR43_NEOVI
OG0007158	sp|P0DP57|SLUR2_HUMAN	tr|A0A8C7B957|A0A8C7B957_NEOVI
OG0007159	sp|P18827|SDC1_HUMAN	tr|A0A8C7B2D6|A0A8C7B2D6_NEOVI
OG0007160	sp|P20645|MPRD_HUMAN	tr|A0A8C7ASF6|A0A8C7ASF6_NEOVI
OG0007161	sp|P25205|MCM3_HUMAN	tr|U6CWI2|U6CWI2_NEOVI
OG0007162	sp|P29965|CD40L_HUMAN	tr|A0A8C7A4L8|A0A8C7A4L8_NEOVI
OG0007163	sp|P46060|RAGP1_HUMAN	tr|A0A8C7A7N2|A0A8C7A7N2_NEOVI
OG0007164	sp|P51788|CLCN2_HUMAN	tr|A0A8C7ERI1|A0A8C7ERI1_NEOVI
OG0007165	sp|P51813|BMX_HUMAN	tr|A0A8C7BRP1|A0A8C7BRP1_NEOVI
OG0007166	sp|P54296|MYOM2_HUMAN	tr|A0A8C7ESE7|A0A8C7ESE7_NEOVI
OG0007167	sp|P56177|DLX1_HUMAN	tr|A0A8C7ANN7|A0A8C7ANN7_NEOVI
OG0007168	sp|P57738|TCTA_HUMAN	tr|A0A8C7BX24|A0A8C7BX24_NEOVI
OG0007169	sp|Q01968|OCRL_HUMAN	tr|A0A8C7A353|A0A8C7A353_NEOVI
OG0007170	sp|Q02930|CREB5_HUMAN	tr|A0A8C7B0L3|A0A8C7B0L3_NEOVI
OG0007171	sp|Q03468|ERCC6_HUMAN	tr|A0A8C7AMI0|A0A8C7AMI0_NEOVI
OG0007172	sp|Q16610|ECM1_HUMAN	tr|A0A8C7ET85|A0A8C7ET85_NEOVI
OG0007173	sp|Q19AV6|ZSWM7_HUMAN	tr|U6CUD7|U6CUD7_NEOVI
OG0007174	sp|Q3MJ16|PA24E_HUMAN	tr|U6CU66|U6CU66_NEOVI
OG0007175	sp|Q5MJ70|SPDYA_HUMAN	tr|A0A8C7BEG4|A0A8C7BEG4_NEOVI
OG0007176	sp|Q6BEB4|SP5_HUMAN	tr|A0A8C7AJL0|A0A8C7AJL0_NEOVI
OG0007177	sp|Q6ICB0|DESI1_HUMAN	tr|A0A8C7A9S4|A0A8C7A9S4_NEOVI
OG0007178	sp|Q6KB66|K2C80_HUMAN	tr|A0A8C7AH53|A0A8C7AH53_NEOVI
OG0007179	sp|Q6UUV7|CRTC3_HUMAN	tr|A0A8C7ESU8|A0A8C7ESU8_NEOVI
OG0007180	sp|Q6ZNC4|ZN704_HUMAN	tr|A0A8C7C082|A0A8C7C082_NEOVI
OG0007181	sp|Q6ZSS7|MFSD6_HUMAN	tr|A0A8C7CC86|A0A8C7CC86_NEOVI
OG0007182	sp|Q7L8C5|SYT13_HUMAN	tr|U6CYT7|U6CYT7_NEOVI
OG0007183	sp|Q7Z4G4|TRM11_HUMAN	tr|U6CST2|U6CST2_NEOVI
OG0007185	sp|Q86X55|CARM1_HUMAN	tr|A0A8C7EIK5|A0A8C7EIK5_NEOVI
OG0007186	sp|Q8IV01|SYT12_HUMAN	tr|A0A8C7ER68|A0A8C7ER68_NEOVI
OG0007187	sp|Q8IY45|AMN1_HUMAN	tr|U6CQJ0|U6CQJ0_NEOVI
OG0007188	sp|Q8IZ20|ZN683_HUMAN	tr|A0A8C7EXF1|A0A8C7EXF1_NEOVI
OG0007189	sp|Q8N6V9|TEX9_HUMAN	tr|A0A8C7ACI1|A0A8C7ACI1_NEOVI
OG0007190	sp|Q8N8Y5|ZFP41_HUMAN	tr|A0A8C7B0Y4|A0A8C7B0Y4_NEOVI
OG0007191	sp|Q8N9M1|CS047_HUMAN	tr|A0A8C7AUP0|A0A8C7AUP0_NEOVI
OG0007192	sp|Q8NBN7|RDH13_HUMAN	tr|A0A8C7EQ68|A0A8C7EQ68_NEOVI
OG0007193	sp|Q8NCS4|TM35B_HUMAN	tr|A0A8C7AVV5|A0A8C7AVV5_NEOVI
OG0007194	sp|Q8TB73|NDNF_HUMAN	tr|U6CQ21|U6CQ21_NEOVI
OG0007195	sp|Q8TF46|DI3L1_HUMAN	tr|A0A8C7ESX0|A0A8C7ESX0_NEOVI
OG0007196	sp|Q92985|IRF7_HUMAN	tr|U6DV45|U6DV45_NEOVI
OG0007197	sp|Q969V4|TEKT1_HUMAN	tr|A0A8C7EU23|A0A8C7EU23_NEOVI
OG0007198	sp|Q96I13|ABHD8_HUMAN	tr|A0A8C7BNL2|A0A8C7BNL2_NEOVI
OG0007199	sp|Q96LZ7|RMD2_HUMAN	tr|A0A8C7A4Z0|A0A8C7A4Z0_NEOVI
OG0007200	sp|Q99547|MPH6_HUMAN	tr|A0A8C7BMR7|A0A8C7BMR7_NEOVI
OG0007201	sp|Q99575|POP1_HUMAN	tr|A0A8C7CE48|A0A8C7CE48_NEOVI
OG0007202	sp|Q9BT81|SOX7_HUMAN	tr|A0A8C7C630|A0A8C7C630_NEOVI
OG0007203	sp|Q9BU79|TM243_HUMAN	tr|U6CPT5|U6CPT5_NEOVI
OG0007204	sp|Q9BUV0|RSRP1_HUMAN	tr|A0A8C7BYT1|A0A8C7BYT1_NEOVI
OG0007205	sp|Q9C0D5|TANC1_HUMAN	tr|A0A8C7AKR7|A0A8C7AKR7_NEOVI
OG0007206	sp|Q9GZT3|SLIRP_HUMAN	tr|A0A8C7BHT2|A0A8C7BHT2_NEOVI
OG0007207	sp|Q9H336|CRLD1_HUMAN	tr|U6CRN3|U6CRN3_NEOVI
OG0007208	sp|Q9H9E3|COG4_HUMAN	tr|A0A8C7ACP5|A0A8C7ACP5_NEOVI
OG0007209	sp|Q9HAI6|TASL_HUMAN	tr|U6DXF3|U6DXF3_NEOVI
OG0007210	sp|Q9HCJ6|VAT1L_HUMAN	tr|A0A8C7BL43|A0A8C7BL43_NEOVI
OG0007211	sp|Q9NPA0|EMC7_HUMAN	tr|U6CWF0|U6CWF0_NEOVI
OG0007212	sp|Q9NXR8|ING3_HUMAN	tr|A0A8C7A5P1|A0A8C7A5P1_NEOVI
OG0007213	sp|Q9P246|STIM2_HUMAN	tr|A0A8C7B4D2|A0A8C7B4D2_NEOVI
OG0007214	sp|Q9UJY1|HSPB8_HUMAN	tr|U6CV01|U6CV01_NEOVI
OG0007215	sp|Q9ULJ6|ZMIZ1_HUMAN	tr|A0A8C7A6K4|A0A8C7A6K4_NEOVI
OG0007216	sp|Q9UN86|G3BP2_HUMAN	tr|A0A8C7BCE2|A0A8C7BCE2_NEOVI
OG0007217	sp|Q9Y4F5|C170B_HUMAN	tr|A0A8C7EMC1|A0A8C7EMC1_NEOVI
OG0007218	sp|A4D1S5|RAB19_HUMAN	tr|A0A8C7C6Q8|A0A8C7C6Q8_NEOVI
OG0007219	sp|A6ND36|FA83G_HUMAN	tr|A0A8C7EYE6|A0A8C7EYE6_NEOVI
OG0007220	sp|A6NI56|CC154_HUMAN	tr|A0A8C7BM18|A0A8C7BM18_NEOVI
OG0007221	sp|A6NIK2|LR10B_HUMAN	tr|A0A8C7BVJ3|A0A8C7BVJ3_NEOVI
OG0007222	sp|O60234|GMFG_HUMAN	tr|A0A8C7AZH7|A0A8C7AZH7_NEOVI
OG0007223	sp|O60337|MARH6_HUMAN	tr|A0A8C7BWD6|A0A8C7BWD6_NEOVI
OG0007224	sp|P00749|UROK_HUMAN	tr|U6CT12|U6CT12_NEOVI
OG0007225	sp|P14136|GFAP_HUMAN	tr|A0A8C7C3M4|A0A8C7C3M4_NEOVI
OG0007226	sp|P19823|ITIH2_HUMAN	tr|A0A8C7ES53|A0A8C7ES53_NEOVI
OG0007227	sp|P34925|RYK_HUMAN	tr|A0A8C7BII5|A0A8C7BII5_NEOVI
OG0007228	sp|P35318|ADML_HUMAN	tr|A0A8C7AU61|A0A8C7AU61_NEOVI
OG0007229	sp|P43405|KSYK_HUMAN	tr|A0A8C7BN78|A0A8C7BN78_NEOVI
OG0007230	sp|P49788|TIG1_HUMAN	tr|A0A8C7BYA3|A0A8C7BYA3_NEOVI
OG0007231	sp|P51523|ZNF84_HUMAN	tr|A0A8C7BSD3|A0A8C7BSD3_NEOVI
OG0007232	sp|P52742|ZN135_HUMAN	tr|A0A8C7B3B6|A0A8C7B3B6_NEOVI
OG0007233	sp|P62917|RL8_HUMAN	tr|A0A8C7BYL9|A0A8C7BYL9_NEOVI
OG0007234	sp|Q08AD1|CAMP2_HUMAN	tr|A0A8C7B3W7|A0A8C7B3W7_NEOVI
OG0007235	sp|Q12931|TRAP1_HUMAN	tr|A0A8C7CD84|A0A8C7CD84_NEOVI
OG0007236	sp|Q13451|FKBP5_HUMAN	tr|A0A8C7B119|A0A8C7B119_NEOVI
OG0007237	sp|Q13487|SNPC2_HUMAN	tr|A0A8C7BE37|A0A8C7BE37_NEOVI
OG0007238	sp|Q15006|EMC2_HUMAN	tr|A0A8C7AAS8|A0A8C7AAS8_NEOVI
OG0007239	sp|Q2M3G4|SHRM1_HUMAN	tr|A0A8C7BD89|A0A8C7BD89_NEOVI
OG0007240	sp|Q53GS7|GLE1_HUMAN	tr|A0A8C7AYM9|A0A8C7AYM9_NEOVI
OG0007241	sp|Q5I0X4|CF226_HUMAN	tr|A0A8C7AXZ7|A0A8C7AXZ7_NEOVI
OG0007242	sp|Q6P387|CP046_HUMAN	tr|A0A8C7BLW1|A0A8C7BLW1_NEOVI
OG0007243	sp|Q6UX46|ALKL2_HUMAN	tr|A0A8C7BGH9|A0A8C7BGH9_NEOVI
OG0007244	sp|Q7Z6W7|DNJB7_HUMAN	tr|A0A8C6ZYI2|A0A8C6ZYI2_NEOVI
OG0007245	sp|Q7Z7L7|ZER1_HUMAN	tr|A0A8C7BCF8|A0A8C7BCF8_NEOVI
OG0007246	sp|Q8IXR9|CL056_HUMAN	tr|A0A8C7C3R5|A0A8C7C3R5_NEOVI
OG0007247	sp|Q8N129|CNPY4_HUMAN	tr|A0A8C6ZZ67|A0A8C6ZZ67_NEOVI
OG0007248	sp|Q8N271|PROM2_HUMAN	tr|A0A8C7ESD7|A0A8C7ESD7_NEOVI
OG0007249	sp|Q8N468|MFD4A_HUMAN	tr|A0A8C7BFJ8|A0A8C7BFJ8_NEOVI
OG0007250	sp|Q8N4Q1|MIA40_HUMAN	tr|A0A8C7AXH6|A0A8C7AXH6_NEOVI
OG0007251	sp|Q8NHP6|MSPD2_HUMAN	tr|A0A8C7BLI3|A0A8C7BLI3_NEOVI
OG0007252	sp|Q8NI60|COQ8A_HUMAN	tr|A0A8C7AGQ7|A0A8C7AGQ7_NEOVI
OG0007253	sp|Q8TBB6|S7A14_HUMAN	tr|A0A8C7B3B4|A0A8C7B3B4_NEOVI
OG0007254	sp|Q8TCX1|DC2L1_HUMAN	tr|A0A8C7BMK7|A0A8C7BMK7_NEOVI
OG0007255	sp|Q8WXH5|SOCS4_HUMAN	tr|U6CQX2|U6CQX2_NEOVI
OG0007256	sp|Q92802|N42L2_HUMAN	tr|A0A8C7BQG8|A0A8C7BQG8_NEOVI
OG0007257	sp|Q969Q6|P2R3C_HUMAN	tr|A0A8C7A3T7|A0A8C7A3T7_NEOVI
OG0007258	sp|Q96D42|HAVR1_HUMAN	tr|A0A8C7EKR0|A0A8C7EKR0_NEOVI
OG0007259	sp|Q96KK3|KCNS1_HUMAN	tr|A0A8C7AZP6|A0A8C7AZP6_NEOVI
OG0007260	sp|Q96Q45|TM237_HUMAN	tr|A0A8C7ATL8|A0A8C7ATL8_NEOVI
OG0007261	sp|Q96S79|RSLAB_HUMAN	tr|U6CQG4|U6CQG4_NEOVI
OG0007262	sp|Q99684|GFI1_HUMAN	tr|A0A8C7EU54|A0A8C7EU54_NEOVI
OG0007263	sp|Q9BRK4|LZTS2_HUMAN	tr|A0A8C7BKQ7|A0A8C7BKQ7_NEOVI
OG0007264	sp|Q9BV90|SNR25_HUMAN	tr|A0A8C7ERN1|A0A8C7ERN1_NEOVI
OG0007265	sp|Q9H159|CAD19_HUMAN	tr|A0A8C7AXS1|A0A8C7AXS1_NEOVI
OG0007266	sp|Q9H706|GARE1_HUMAN	tr|A0A8C7BRD6|A0A8C7BRD6_NEOVI
OG0007267	sp|Q9HBG6|IF122_HUMAN	tr|A0A8C7B386|A0A8C7B386_NEOVI
OG0007268	sp|Q9HBH0|RHOF_HUMAN	tr|A0A8C7ETW2|A0A8C7ETW2_NEOVI
OG0007269	sp|Q9HCE0|EPG5_HUMAN	tr|A0A8C7A3X3|A0A8C7A3X3_NEOVI
OG0007270	sp|Q9NRZ9|HELLS_HUMAN	tr|U6CWE1|U6CWE1_NEOVI
OG0007271	sp|Q9NVP4|DZAN1_HUMAN	tr|A0A8C7EPJ5|A0A8C7EPJ5_NEOVI
OG0007272	sp|Q9P0W8|SPAT7_HUMAN	tr|A0A8C7ER69|A0A8C7ER69_NEOVI
OG0007273	sp|Q9UI15|TAGL3_HUMAN	tr|A0A8C7B5W9|A0A8C7B5W9_NEOVI
OG0007274	sp|Q9UJT9|FBXL7_HUMAN	tr|A0A8C7A602|A0A8C7A602_NEOVI
OG0007275	sp|Q9ULL5|PRR12_HUMAN	tr|A0A8C7BA68|A0A8C7BA68_NEOVI
OG0007276	sp|Q9Y2U8|MAN1_HUMAN	tr|A0A8C7B1B2|A0A8C7B1B2_NEOVI
OG0007277	sp|Q9Y3B8|ORN_HUMAN	tr|A0A8C7ARH5|A0A8C7ARH5_NEOVI
OG0007278	sp|Q9Y4Z2|NGN3_HUMAN	tr|A0A8C7AYK8|A0A8C7AYK8_NEOVI
OG0007279	sp|Q9Y5X1|SNX9_HUMAN	tr|A0A8C7ENF2|A0A8C7ENF2_NEOVI
OG0007280	sp|Q9Y6Z7|COL10_HUMAN	tr|A0A8C7EM06|A0A8C7EM06_NEOVI
OG0007281	sp|A4GXA9|EME2_HUMAN	tr|A0A8C7BSE3|A0A8C7BSE3_NEOVI
OG0007282	sp|A8MPS7|YDJC_HUMAN	tr|A0A8C7C788|A0A8C7C788_NEOVI
OG0007283	sp|O14562|UBFD1_HUMAN	tr|A0A8C7AL01|A0A8C7AL01_NEOVI
OG0007284	sp|O14957|QCR10_HUMAN	tr|A0A8C7AMB0|A0A8C7AMB0_NEOVI
OG0007285	sp|O14976|GAK_HUMAN	tr|A0A8C7BZP4|A0A8C7BZP4_NEOVI
OG0007286	sp|O43763|TLX2_HUMAN	tr|A0A8C7BLH5|A0A8C7BLH5_NEOVI
OG0007287	sp|O60287|NPA1P_HUMAN	tr|A0A8C7AIZ8|A0A8C7AIZ8_NEOVI
OG0007288	sp|O60635|TSN1_HUMAN	tr|A0A8C7BNX0|A0A8C7BNX0_NEOVI
OG0007289	sp|O60716|CTND1_HUMAN	tr|A0A8C7BCU6|A0A8C7BCU6_NEOVI
OG0007290	sp|O95843|GUC1C_HUMAN	tr|A0A8C7BM27|A0A8C7BM27_NEOVI
OG0007291	sp|P10073|ZSC22_HUMAN	tr|A0A8C7B4U0|A0A8C7B4U0_NEOVI
OG0007292	sp|P13598|ICAM2_HUMAN	tr|U6CQ97|U6CQ97_NEOVI
OG0007293	sp|P20823|HNF1A_HUMAN	tr|A0A8C7ARL2|A0A8C7ARL2_NEOVI
OG0007294	sp|P22676|CALB2_HUMAN	tr|U6CUV9|U6CUV9_NEOVI
OG0007295	sp|P30411|BKRB2_HUMAN	tr|A0A8C7ACP3|A0A8C7ACP3_NEOVI
OG0007296	sp|P37059|DHB2_HUMAN	tr|U6CXI8|U6CXI8_NEOVI
OG0007297	sp|P53618|COPB_HUMAN	tr|A0A8C7BT50|A0A8C7BT50_NEOVI
OG0007298	sp|P56962|STX17_HUMAN	tr|U6CTI6|U6CTI6_NEOVI
OG0007299	sp|P57737|CORO7_HUMAN	tr|A0A8C7A7Q6|A0A8C7A7Q6_NEOVI
OG0007300	sp|P60006|APC15_HUMAN	tr|A0A8C7BMX7|A0A8C7BMX7_NEOVI
OG0007301	sp|P62993|GRB2_HUMAN	tr|A0A8C7EPG1|A0A8C7EPG1_NEOVI
OG0007302	sp|P78312|F193A_HUMAN	tr|A0A8C7A8C1|A0A8C7A8C1_NEOVI
OG0007303	sp|Q02447|SP3_HUMAN	tr|A0A8C7AWP2|A0A8C7AWP2_NEOVI
OG0007304	sp|Q13057|COASY_HUMAN	tr|A0A8C7B433|A0A8C7B433_NEOVI
OG0007305	sp|Q13261|I15RA_HUMAN	tr|A0A8C7B0L4|A0A8C7B0L4_NEOVI
OG0007306	sp|Q13601|KRR1_HUMAN	tr|A0A8C7EK36|A0A8C7EK36_NEOVI
OG0007308	sp|Q13616|CUL1_HUMAN	tr|A0A8C7ACK9|A0A8C7ACK9_NEOVI
OG0007309	sp|Q13886|KLF9_HUMAN	tr|A0A8C7EPB9|A0A8C7EPB9_NEOVI
OG0007310	sp|Q149N8|SHPRH_HUMAN	tr|A0A8C7C5G3|A0A8C7C5G3_NEOVI
OG0007311	sp|Q16763|UBE2S_HUMAN	tr|A0A8C7B5Y4|A0A8C7B5Y4_NEOVI
OG0007312	sp|Q2LD37|K1109_HUMAN	tr|A0A8C7B377|A0A8C7B377_NEOVI
OG0007313	sp|Q504U0|CD046_HUMAN	tr|A0A8C7AYN3|A0A8C7AYN3_NEOVI
OG0007314	sp|Q5T2T1|MPP7_HUMAN	tr|A0A8C7AJ72|A0A8C7AJ72_NEOVI
OG0007315	sp|Q5TBE3|CI153_HUMAN	tr|A0A8C7B4B6|A0A8C7B4B6_NEOVI
OG0007316	sp|Q68D85|NR3L1_HUMAN	tr|A0A8C7BLJ3|A0A8C7BLJ3_NEOVI
OG0007317	sp|Q6P1N9|TATD1_HUMAN	tr|A0A8C7A9M0|A0A8C7A9M0_NEOVI
OG0007318	sp|Q7Z4H3|HDDC2_HUMAN	tr|A0A8C7A229|A0A8C7A229_NEOVI
OG0007319	sp|Q86WC4|OSTM1_HUMAN	tr|A0A8C7AD05|A0A8C7AD05_NEOVI
OG0007320	sp|Q86YM7|HOME1_HUMAN	tr|A0A8C7A729|A0A8C7A729_NEOVI
OG0007321	sp|Q8N4U5|T11L2_HUMAN	tr|U6CNR1|U6CNR1_NEOVI
OG0007322	sp|Q8N7L0|F216B_HUMAN	tr|A0A8C7A008|A0A8C7A008_NEOVI
OG0007323	sp|Q8NCQ5|FBX15_HUMAN	tr|A0A8C7AWF9|A0A8C7AWF9_NEOVI
OG0007324	sp|Q8NCW0|KREM2_HUMAN	tr|A0A8C7C2P1|A0A8C7C2P1_NEOVI
OG0007325	sp|Q8WUN7|UBTD2_HUMAN	tr|U6CRA8|U6CRA8_NEOVI
OG0007326	sp|Q92542|NICA_HUMAN	tr|A0A8C6ZYZ6|A0A8C6ZYZ6_NEOVI
OG0007327	sp|Q92543|SNX19_HUMAN	tr|U6CYF2|U6CYF2_NEOVI
OG0007328	sp|Q969E3|UCN3_HUMAN	tr|A0A8C7AYL4|A0A8C7AYL4_NEOVI
OG0007329	sp|Q96D71|REPS1_HUMAN	tr|A0A8C7BKE4|A0A8C7BKE4_NEOVI
OG0007330	sp|Q96PX1|RN157_HUMAN	tr|A0A8C7B6R0|A0A8C7B6R0_NEOVI
OG0007331	sp|Q96ST8|CEP89_HUMAN	tr|A0A8C7BTY6|A0A8C7BTY6_NEOVI
OG0007332	sp|Q9BRT9|SLD5_HUMAN	tr|A0A8C7B3G4|A0A8C7B3G4_NEOVI
OG0007333	sp|Q9BWV1|BOC_HUMAN	tr|A0A8C7B9T5|A0A8C7B9T5_NEOVI
OG0007334	sp|Q9BXX0|EMIL2_HUMAN	tr|A0A8C7AZ21|A0A8C7AZ21_NEOVI
OG0007335	sp|Q9BYT1|S17A9_HUMAN	tr|A0A8C7EVA4|A0A8C7EVA4_NEOVI
OG0007336	sp|Q9BZZ2|SN_HUMAN	tr|A0A8C7BQQ2|A0A8C7BQQ2_NEOVI
OG0007337	sp|Q9H477|RBSK_HUMAN	tr|A0A8C7ESS2|A0A8C7ESS2_NEOVI
OG0007338	sp|Q9NP56|PDE7B_HUMAN	tr|A0A8C7BLL5|A0A8C7BLL5_NEOVI
OG0007339	sp|Q9NPI0|TM138_HUMAN	tr|A0A8C7EWF9|A0A8C7EWF9_NEOVI
OG0007341	sp|Q9NRA0|SPHK2_HUMAN	tr|A0A8C7EQB9|A0A8C7EQB9_NEOVI
OG0007342	sp|Q9NYF0|DACT1_HUMAN	tr|A0A8C7AK62|A0A8C7AK62_NEOVI
OG0007343	sp|Q9NZI5|GRHL1_HUMAN	tr|A0A8C7BIE3|A0A8C7BIE3_NEOVI
OG0007344	sp|Q9P2R3|ANFY1_HUMAN	tr|A0A8C7ETI7|A0A8C7ETI7_NEOVI
OG0007345	sp|Q9UBG7|RBPJL_HUMAN	tr|A0A8C7AXP8|A0A8C7AXP8_NEOVI
OG0007346	sp|Q9UPQ0|LIMC1_HUMAN	tr|A0A8C7AJE4|A0A8C7AJE4_NEOVI
OG0007347	sp|Q9UPV7|PHF24_HUMAN	tr|A0A8C7EXN2|A0A8C7EXN2_NEOVI
OG0007348	sp|Q9Y5K5|UCHL5_HUMAN	tr|A0A8C7EV73|A0A8C7EV73_NEOVI
OG0007349	sp|Q9Y6X9|MORC2_HUMAN	tr|A0A8C7EJ21|A0A8C7EJ21_NEOVI
OG0007351	sp|A8MV65|VGLL3_HUMAN	tr|A0A8C7EJR4|A0A8C7EJR4_NEOVI
OG0007352	sp|C9JLW8|MCRI1_HUMAN	tr|A0A8C7ESR9|A0A8C7ESR9_NEOVI
OG0007353	sp|C9JTQ0|ANR63_HUMAN	tr|A0A8C7BA60|A0A8C7BA60_NEOVI
OG0007354	sp|O00189|AP4M1_HUMAN	tr|A0A8C7EIG0|A0A8C7EIG0_NEOVI
OG0007355	sp|O43164|PJA2_HUMAN	tr|A0A8C7EVP9|A0A8C7EVP9_NEOVI
OG0007356	sp|O43493|TGON2_HUMAN	tr|A0A8C7BHQ3|A0A8C7BHQ3_NEOVI
OG0007357	sp|O60231|DHX16_HUMAN	tr|A0A8C7BGB0|A0A8C7BGB0_NEOVI
