Orthogroup	Homo_sapiens	Vicugna_pacos
OG0006474	sp|Q16890|TPD53_HUMAN	tr|A0A6J0B1R9|A0A6J0B1R9_VICPA
OG0006475	sp|Q5JQS6|GSAML_HUMAN	tr|A0A6J3A2H3|A0A6J3A2H3_VICPA
OG0006476	sp|Q5JYT7|K1755_HUMAN	tr|A0A6J0AIM9|A0A6J0AIM9_VICPA
OG0006477	sp|Q5TCZ1|SPD2A_HUMAN	tr|A0A6J3AXE2|A0A6J3AXE2_VICPA
OG0006478	sp|Q6NS38|ALKB2_HUMAN	tr|A0A6I9I9G4|A0A6I9I9G4_VICPA
OG0006479	sp|Q6P1A2|MBOA5_HUMAN	tr|A0A6I9IG17|A0A6I9IG17_VICPA
OG0006480	sp|Q6UW02|CP20A_HUMAN	tr|A0A6I9IA43|A0A6I9IA43_VICPA
OG0006481	sp|Q6UW10|SFTA2_HUMAN	tr|A0A6J0B0I3|A0A6J0B0I3_VICPA
OG0006482	sp|Q7RTP6|MICA3_HUMAN	tr|A0A6J2ZZC9|A0A6J2ZZC9_VICPA
OG0006483	sp|Q7Z5J1|DHI1L_HUMAN	tr|A0A6J3BM05|A0A6J3BM05_VICPA
OG0006484	sp|Q7Z6V5|ADAT2_HUMAN	tr|A0A6I9HYQ1|A0A6I9HYQ1_VICPA
OG0006485	sp|Q8IUL8|CILP2_HUMAN	tr|A0A6I9I0Y2|A0A6I9I0Y2_VICPA
OG0006486	sp|Q8IXW0|LMTD2_HUMAN	tr|A0A6J3ACR8|A0A6J3ACR8_VICPA
OG0006487	sp|Q8IY51|TIGD4_HUMAN	tr|A0A6I9IHK1|A0A6I9IHK1_VICPA
OG0006488	sp|Q8N7P1|PLD5_HUMAN	tr|A0A6I9I021|A0A6I9I021_VICPA
OG0006489	sp|Q8TBF5|PIGX_HUMAN	tr|A0A6J3AZA9|A0A6J3AZA9_VICPA
OG0006490	sp|Q96I59|SYNM_HUMAN	tr|A0A6J0AWT5|A0A6J0AWT5_VICPA
OG0006491	sp|Q96L34|MARK4_HUMAN	tr|A0A6I9IEP3|A0A6I9IEP3_VICPA
OG0006492	sp|Q96NB3|ZN830_HUMAN	tr|A0A6I9IJL5|A0A6I9IJL5_VICPA
OG0006493	sp|Q96NJ5|KLH32_HUMAN	tr|A0A6J3ANK1|A0A6J3ANK1_VICPA
OG0006494	sp|Q9BQB4|SOST_HUMAN	tr|A0A6I9IS24|A0A6I9IS24_VICPA
OG0006495	sp|Q9BRN9|TM2D3_HUMAN	tr|A0A6J3BPV9|A0A6J3BPV9_VICPA
OG0006496	sp|Q9NRN7|ADPPT_HUMAN	tr|A0A6I9ILY3|A0A6I9ILY3_VICPA
OG0006497	sp|Q9NSB8|HOME2_HUMAN	tr|A0A6J3BN36|A0A6J3BN36_VICPA
OG0006498	sp|Q9NVK5|FGOP2_HUMAN	tr|A0A6J2ZYE2|A0A6J2ZYE2_VICPA
OG0006499	sp|Q9NXG6|P4HTM_HUMAN	tr|A0A6J3B8D2|A0A6J3B8D2_VICPA
OG0006500	sp|Q9UHL9|GT2D1_HUMAN	tr|A0A6J0ADH5|A0A6J0ADH5_VICPA
OG0006501	sp|Q9UQ26|RIMS2_HUMAN	tr|A0A6J3BJ23|A0A6J3BJ23_VICPA
OG0006502	sp|Q9Y2R0|COA3_HUMAN	tr|A0A6I9HZ13|A0A6I9HZ13_VICPA
OG0006503	sp|Q9Y3A6|TMED5_HUMAN	tr|A0A6J3AS23|A0A6J3AS23_VICPA
OG0006504	sp|Q9Y534|CSDC2_HUMAN	tr|A0A6I9IB20|A0A6I9IB20_VICPA
OG0006505	sp|Q9Y566|SHAN1_HUMAN	tr|A0A6J3AXV6|A0A6J3AXV6_VICPA
OG0006506	sp|A0A1B0GTU2|CTXD1_HUMAN	tr|A0A6J3BKM9|A0A6J3BKM9_VICPA
OG0006507	sp|A6NKX4|S22AV_HUMAN	tr|A0A6J3A399|A0A6J3A399_VICPA
OG0006508	sp|A9QM74|IMA8_HUMAN	tr|A0A6J3AJ62|A0A6J3AJ62_VICPA
OG0006509	sp|O14948|TFEC_HUMAN	tr|A0A6J0AKP0|A0A6J0AKP0_VICPA
OG0006510	sp|O43633|CHM2A_HUMAN	tr|A0A6J0B0T2|A0A6J0B0T2_VICPA
OG0006511	sp|O95169|NDUB8_HUMAN	tr|A0A6I9IH96|A0A6I9IH96_VICPA
OG0006512	sp|O95630|STABP_HUMAN	tr|A0A6J0B0Y9|A0A6J0B0Y9_VICPA
OG0006513	sp|P08842|STS_HUMAN	tr|A0A6J3A072|A0A6J3A072_VICPA
OG0006514	sp|P0C2W1|FBSP1_HUMAN	tr|A0A6I9I3L1|A0A6I9I3L1_VICPA
OG0006515	sp|P0DMS9|TMIG3_HUMAN	tr|A0A6J0B213|A0A6J0B213_VICPA
OG0006516	sp|P34910|EVI2B_HUMAN	tr|A0A6I9IJJ8|A0A6I9IJJ8_VICPA
OG0006517	sp|P35523|CLCN1_HUMAN	tr|A0A6I9IGQ4|A0A6I9IGQ4_VICPA
OG0006518	sp|P48681|NEST_HUMAN	tr|A0A6I9IKQ0|A0A6I9IKQ0_VICPA
OG0006519	sp|P49321|NASP_HUMAN	tr|A0A6J3B2W2|A0A6J3B2W2_VICPA
OG0006520	sp|P49683|PRLHR_HUMAN	tr|A0A6I9I2Q3|A0A6I9I2Q3_VICPA
OG0006521	sp|P50616|TOB1_HUMAN	tr|A0A6J3AG29|A0A6J3AG29_VICPA
OG0006522	sp|P51946|CCNH_HUMAN	tr|A0A6I9HYL4|A0A6I9HYL4_VICPA
OG0006523	sp|Q02223|TNR17_HUMAN	tr|A0A6J0AIT1|A0A6J0AIT1_VICPA
OG0006524	sp|Q05586|NMDZ1_HUMAN	tr|A0A6J3AI71|A0A6J3AI71_VICPA
OG0006525	sp|Q16570|ACKR1_HUMAN	tr|A0A6I9IPY2|A0A6I9IPY2_VICPA
OG0006526	sp|Q16674|MIA_HUMAN	tr|A0A6J3AV02|A0A6J3AV02_VICPA
OG0006527	sp|Q2KHT4|GSG1_HUMAN	tr|A0A6J2ZZN3|A0A6J2ZZN3_VICPA
OG0006528	sp|Q2TAY7|SMU1_HUMAN	tr|A0A6J0AXZ1|A0A6J0AXZ1_VICPA
OG0006529	sp|Q5GH76|XKR4_HUMAN	tr|A0A6I9I7Z2|A0A6I9I7Z2_VICPA
OG0006530	sp|Q5T013|HYI_HUMAN	tr|A0A6I9I215|A0A6I9I215_VICPA
OG0006531	sp|Q5T6S3|PHF19_HUMAN	tr|A0A6J3AL36|A0A6J3AL36_VICPA
OG0006532	sp|Q6ZRH7|CTSRG_HUMAN	tr|A0A6J3ASP5|A0A6J3ASP5_VICPA
OG0006533	sp|Q765I0|UTS2B_HUMAN	tr|A0A6I9I3N7|A0A6I9I3N7_VICPA
OG0006534	sp|Q7L3V2|BOP_HUMAN	tr|A0A6I9IU42|A0A6I9IU42_VICPA
OG0006535	sp|Q86UN2|R4RL1_HUMAN	tr|A0A6J3B699|A0A6J3B699_VICPA
OG0006536	sp|Q86V21|AACS_HUMAN	tr|A0A6I9IFV4|A0A6I9IFV4_VICPA
OG0006537	sp|Q86VW1|S22AG_HUMAN	tr|A0A6I9IAN1|A0A6I9IAN1_VICPA
OG0006538	sp|Q86VW2|ARHGP_HUMAN	tr|A0A6J0AZI7|A0A6J0AZI7_VICPA
OG0006539	sp|Q8IVA1|PCP2_HUMAN	tr|A0A6J3BK41|A0A6J3BK41_VICPA
OG0006540	sp|Q8IZM8|ZN654_HUMAN	tr|A0A6J0AX74|A0A6J0AX74_VICPA
OG0006541	sp|Q8N5H3|LRA25_HUMAN	tr|A0A6I9IR26|A0A6I9IR26_VICPA
OG0006542	sp|Q8N7B9|EFCB3_HUMAN	tr|A0A6I9HZ59|A0A6I9HZ59_VICPA
OG0006543	sp|Q8N7X0|ADGB_HUMAN	tr|A0A6J3ASY4|A0A6J3ASY4_VICPA
OG0006544	sp|Q8NFJ5|RAI3_HUMAN	tr|A0A6I9I1E8|A0A6I9I1E8_VICPA
OG0006545	sp|Q8NGY1|O10Z1_HUMAN	tr|A0A6I9IM12|A0A6I9IM12_VICPA
OG0006546	sp|Q8TEB7|RN128_HUMAN	tr|A0A6I9IIU4|A0A6I9IIU4_VICPA
OG0006547	sp|Q92667|AKAP1_HUMAN	tr|A0A6I9IMX2|A0A6I9IMX2_VICPA
OG0006548	sp|Q969E2|SCAM4_HUMAN	tr|A0A6I9IC15|A0A6I9IC15_VICPA
OG0006549	sp|Q96A11|G3ST3_HUMAN	tr|A0A6I9IHS5|A0A6I9IHS5_VICPA
OG0006550	sp|Q96A35|RM24_HUMAN	tr|A0A6I9INA3|A0A6I9INA3_VICPA
OG0006551	sp|Q96BT1|CC049_HUMAN	tr|A0A6J3BBG7|A0A6J3BBG7_VICPA
OG0006552	sp|Q96I15|SCLY_HUMAN	tr|A0A6I9ISX5|A0A6I9ISX5_VICPA
OG0006553	sp|Q96K83|ZN521_HUMAN	tr|A0A6J3BLD5|A0A6J3BLD5_VICPA
OG0006554	sp|Q96L96|ALPK3_HUMAN	tr|A0A6J3BN61|A0A6J3BN61_VICPA
OG0006555	sp|Q96M83|CCDC7_HUMAN	tr|A0A6J2ZZV7|A0A6J2ZZV7_VICPA
OG0006556	sp|Q9BSY9|DESI2_HUMAN	tr|A0A6J3BJK7|A0A6J3BJK7_VICPA
OG0006557	sp|Q9GZR7|DDX24_HUMAN	tr|A0A6I9IE67|A0A6I9IE67_VICPA
OG0006558	sp|Q9H3C7|GGNB2_HUMAN	tr|A0A6J0AY02|A0A6J0AY02_VICPA
OG0006559	sp|Q9H3S7|PTN23_HUMAN	tr|A0A6J3B9U6|A0A6J3B9U6_VICPA
OG0006560	sp|Q9H7U1|CCSE2_HUMAN	tr|A0A6J0AXQ3|A0A6J0AXQ3_VICPA
OG0006561	sp|Q9H7Y0|DIK2B_HUMAN	tr|A0A6I9ILB8|A0A6I9ILB8_VICPA
OG0006562	sp|Q9HBU6|EKI1_HUMAN	tr|A0A6I9HYY5|A0A6I9HYY5_VICPA
OG0006563	sp|Q9NSI5|IGSF5_HUMAN	tr|A0A6I9I890|A0A6I9I890_VICPA
OG0006564	sp|Q9NYD6|HXC10_HUMAN	tr|A0A6I9I3S1|A0A6I9I3S1_VICPA
OG0006565	sp|Q9NZ56|FMN2_HUMAN	tr|A0A6J3AB40|A0A6J3AB40_VICPA
OG0006566	sp|Q9P296|C5AR2_HUMAN	tr|A0A6J3AXD6|A0A6J3AXD6_VICPA
OG0006567	sp|Q9UBG3|CRNN_HUMAN	tr|A0A6J3BHW5|A0A6J3BHW5_VICPA
OG0006568	sp|Q9UBP4|DKK3_HUMAN	tr|A0A6I9I4I7|A0A6I9I4I7_VICPA
OG0006569	sp|Q9ULD6|INTU_HUMAN	tr|A0A6I9IHT6|A0A6I9IHT6_VICPA
OG0006570	sp|Q9Y4E8|UBP15_HUMAN	tr|A0A6I9IQE8|A0A6I9IQE8_VICPA
OG0006571	sp|Q9Y5Y4|PD2R2_HUMAN	tr|A0A6J0AY73|A0A6J0AY73_VICPA
OG0006572	sp|Q9Y6G5|COMDA_HUMAN	tr|A0A6I9I548|A0A6I9I548_VICPA
OG0006573	sp|A6NHN0|OTOL1_HUMAN	tr|A0A6J3AQG9|A0A6J3AQG9_VICPA
OG0006574	sp|O43422|P52K_HUMAN	tr|A0A6I9I4L5|A0A6I9I4L5_VICPA
OG0006575	sp|O43432|IF4G3_HUMAN	tr|A0A6J3B2H5|A0A6J3B2H5_VICPA
OG0006576	sp|O43505|B4GA1_HUMAN	tr|A0A6I9IF06|A0A6I9IF06_VICPA
OG0006577	sp|O60701|UGDH_HUMAN	tr|A0A6J3B7L5|A0A6J3B7L5_VICPA
OG0006578	sp|O95721|SNP29_HUMAN	tr|A0A6I9IUE0|A0A6I9IUE0_VICPA
OG0006579	sp|O95967|FBLN4_HUMAN	tr|A0A6J3BM04|A0A6J3BM04_VICPA
OG0006580	sp|O95988|TCL1B_HUMAN	tr|A0A6I9IM38|A0A6I9IM38_VICPA
OG0006581	sp|P08962|CD63_HUMAN	tr|A0A6I9ITP5|A0A6I9ITP5_VICPA
OG0006582	sp|P0C2L3|F163B_HUMAN	tr|A0A6I9IS34|A0A6I9IS34_VICPA
OG0006583	sp|P11836|CD20_HUMAN	tr|A0A6I9IL36|A0A6I9IL36_VICPA
OG0006584	sp|P24855|DNAS1_HUMAN	tr|A0A6I9I664|A0A6I9I664_VICPA
OG0006585	sp|P31939|PUR9_HUMAN	tr|A0A6I9IGK2|A0A6I9IGK2_VICPA
OG0006586	sp|P32320|CDD_HUMAN	tr|A0A6I9HX10|A0A6I9HX10_VICPA
OG0006587	sp|P35968|VGFR2_HUMAN	tr|A0A6J3AYQ6|A0A6J3AYQ6_VICPA
OG0006588	sp|P53805|RCAN1_HUMAN	tr|A0A6I9I6Z6|A0A6I9I6Z6_VICPA
OG0006589	sp|P60510|PP4C_HUMAN	tr|A0A6J0AFY7|A0A6J0AFY7_VICPA
OG0006590	sp|P60893|GPR85_HUMAN	tr|A0A6J0AJG5|A0A6J0AJG5_VICPA
OG0006591	sp|P82094|TMF1_HUMAN	tr|A0A6I9HV66|A0A6I9HV66_VICPA
OG0006592	sp|P82650|RT22_HUMAN	tr|A0A6I9IP12|A0A6I9IP12_VICPA
OG0006593	sp|Q13319|CD5R2_HUMAN	tr|A0A6I9ICT6|A0A6I9ICT6_VICPA
OG0006594	sp|Q14677|EPN4_HUMAN	tr|A0A6J3A3U0|A0A6J3A3U0_VICPA
OG0006595	sp|Q17R31|TATD3_HUMAN	tr|A0A6J0AA61|A0A6J0AA61_VICPA
OG0006596	sp|Q53FT3|HIKES_HUMAN	tr|A0A6I9HYX8|A0A6I9HYX8_VICPA
OG0006597	sp|Q569G3|CE047_HUMAN	tr|A0A6J3BKQ7|A0A6J3BKQ7_VICPA
OG0006598	sp|Q5SQS7|SH24B_HUMAN	tr|A0A6J3AUA0|A0A6J3AUA0_VICPA
OG0006599	sp|Q6GMV2|SMYD5_HUMAN	tr|A0A6I9I4T3|A0A6I9I4T3_VICPA
OG0006600	sp|Q7RTY1|MOT9_HUMAN	tr|A0A6J0AQ11|A0A6J0AQ11_VICPA
OG0006601	sp|Q7Z3K3|POGZ_HUMAN	tr|A0A6J0B2H5|A0A6J0B2H5_VICPA
OG0006602	sp|Q86T29|ZN605_HUMAN	tr|A0A6J0AQL9|A0A6J0AQL9_VICPA
OG0006603	sp|Q86YF9|DZIP1_HUMAN	tr|A0A6J3B4M6|A0A6J3B4M6_VICPA
OG0006604	sp|Q86YJ5|MARH9_HUMAN	tr|A0A6I9INZ2|A0A6I9INZ2_VICPA
OG0006605	sp|Q8IZF3|AGRF4_HUMAN	tr|A0A6J3BFG4|A0A6J3BFG4_VICPA
OG0006606	sp|Q8N6F7|GCSAM_HUMAN	tr|A0A6J3ATM0|A0A6J3ATM0_VICPA
OG0006607	sp|Q8N865|CG031_HUMAN	tr|A0A6J3A6W2|A0A6J3A6W2_VICPA
OG0006608	sp|Q8N8D1|PDCD7_HUMAN	tr|A0A6I9IG67|A0A6I9IG67_VICPA
OG0006609	sp|Q8N9R8|SCAI_HUMAN	tr|A0A6J3AI22|A0A6J3AI22_VICPA
OG0006610	sp|Q8NA69|TEX45_HUMAN	tr|A0A6I9IAC5|A0A6I9IAC5_VICPA
OG0006611	sp|Q8NC74|RB8NL_HUMAN	tr|A0A6J3BDJ8|A0A6J3BDJ8_VICPA
OG0006612	sp|Q8NI38|IKBD_HUMAN	tr|A0A6I9IRJ4|A0A6I9IRJ4_VICPA
OG0006613	sp|Q8TCT1|PHOP1_HUMAN	tr|A0A6J3B4M7|A0A6J3B4M7_VICPA
OG0006614	sp|Q8TD55|PKHO2_HUMAN	tr|A0A6I9IE52|A0A6I9IE52_VICPA
OG0006615	sp|Q8WVF5|KCTD4_HUMAN	tr|A0A6I9IFY1|A0A6I9IFY1_VICPA
OG0006616	sp|Q92622|RUBIC_HUMAN	tr|A0A6J0ADE3|A0A6J0ADE3_VICPA
OG0006617	sp|Q96FV0|LRC46_HUMAN	tr|A0A6I9IMQ0|A0A6I9IMQ0_VICPA
OG0006618	sp|Q96HH4|TM169_HUMAN	tr|A0A6I9I9Y1|A0A6I9I9Y1_VICPA
OG0006619	sp|Q96KV7|WDR90_HUMAN	tr|A0A6J3BEJ5|A0A6J3BEJ5_VICPA
OG0006620	sp|Q96NY8|NECT4_HUMAN	tr|A0A6J3BKK7|A0A6J3BKK7_VICPA
OG0006621	sp|Q99676|ZN184_HUMAN	tr|A0A6J3BEB3|A0A6J3BEB3_VICPA
OG0006622	sp|Q99832|TCPH_HUMAN	tr|A0A6I9I4M1|A0A6I9I4M1_VICPA
OG0006623	sp|Q9BQ48|RM34_HUMAN	tr|A0A6I9I179|A0A6I9I179_VICPA
OG0006624	sp|Q9BSR8|YIPF4_HUMAN	tr|A0A6I9HY00|A0A6I9HY00_VICPA
OG0006625	sp|Q9BTE0|NAT9_HUMAN	tr|A0A6I9I1D7|A0A6I9I1D7_VICPA
OG0006626	sp|Q9BTP7|FAP24_HUMAN	tr|A0A6I9IJU5|A0A6I9IJU5_VICPA
OG0006627	sp|Q9GZS1|RPA49_HUMAN	tr|A0A6J0AIN7|A0A6J0AIN7_VICPA
OG0006628	sp|Q9H5V9|STEEP_HUMAN	tr|A0A6J3A113|A0A6J3A113_VICPA
OG0006629	sp|Q9HCT0|FGF22_HUMAN	tr|A0A6J0AKU6|A0A6J0AKU6_VICPA
OG0006630	sp|Q9NQX1|PRDM5_HUMAN	tr|A0A6J3BME6|A0A6J3BME6_VICPA
OG0006631	sp|Q9NR63|CP26B_HUMAN	tr|A0A6I9I1C6|A0A6I9I1C6_VICPA
OG0006632	sp|Q9NUC0|SRTD4_HUMAN	tr|A0A6J0A9T0|A0A6J0A9T0_VICPA
OG0006633	sp|Q9NV29|TM100_HUMAN	tr|A0A6J0B018|A0A6J0B018_VICPA
OG0006634	sp|Q9NVV5|AIG1_HUMAN	tr|A0A6J3ARN9|A0A6J3ARN9_VICPA
OG0006635	sp|Q9UBV2|SE1L1_HUMAN	tr|A0A6I9I8G4|A0A6I9I8G4_VICPA
OG0006636	sp|Q9UKA4|AKA11_HUMAN	tr|A0A6J3B792|A0A6J3B792_VICPA
OG0006637	sp|Q9UMF0|ICAM5_HUMAN	tr|A0A6J3BIR3|A0A6J3BIR3_VICPA
OG0006638	sp|Q9Y2I9|TBC30_HUMAN	tr|A0A6I9I847|A0A6I9I847_VICPA
OG0006639	sp|Q9Y3I1|FBX7_HUMAN	tr|A0A6I9IAW3|A0A6I9IAW3_VICPA
OG0006640	sp|Q9Y6J9|TAF6L_HUMAN	tr|A0A6I9IJZ4|A0A6I9IJZ4_VICPA
OG0006641	sp|A2A3L6|TTC24_HUMAN	tr|A0A6J3BFS1|A0A6J3BFS1_VICPA
OG0006642	sp|A4D263|SPT48_HUMAN	tr|A0A6J0AY94|A0A6J0AY94_VICPA
OG0006643	sp|A6NJI9|LRC72_HUMAN	tr|A0A6I9IH61|A0A6I9IH61_VICPA
OG0006644	sp|A6NM62|LRC53_HUMAN	tr|A0A6J3B3R0|A0A6J3B3R0_VICPA
OG0006645	sp|O15218|GP182_HUMAN	tr|A0A6I9ISS2|A0A6I9ISS2_VICPA
OG0006646	sp|O94983|CMTA2_HUMAN	tr|A0A6J0AZ07|A0A6J0AZ07_VICPA
OG0006647	sp|O95749|GGPPS_HUMAN	tr|A0A6J0AY61|A0A6J0AY61_VICPA
OG0006648	sp|P10071|GLI3_HUMAN	tr|A0A6J3APE3|A0A6J3APE3_VICPA
OG0006649	sp|P13196|HEM1_HUMAN	tr|A0A6I9HWP7|A0A6I9HWP7_VICPA
OG0006650	sp|P21781|FGF7_HUMAN	tr|A0A6I9ICP8|A0A6I9ICP8_VICPA
OG0006651	sp|P24071|FCAR_HUMAN	tr|A0A6J3AVX2|A0A6J3AVX2_VICPA
OG0006652	sp|P26640|SYVC_HUMAN	tr|A0A6J0AX02|A0A6J0AX02_VICPA
OG0006653	sp|P31947|1433S_HUMAN	tr|A0A6I9HXH6|A0A6I9HXH6_VICPA
OG0006654	sp|P46736|BRCC3_HUMAN	tr|A0A6I9IR27|A0A6I9IR27_VICPA
OG0006655	sp|P49326|FMO5_HUMAN	tr|A0A6I9IK46|A0A6I9IK46_VICPA
OG0006656	sp|P50548|ERF_HUMAN	tr|A0A6J3AYU6|A0A6J3AYU6_VICPA
OG0006657	sp|P56202|CATW_HUMAN	tr|A0A6I9IR76|A0A6I9IR76_VICPA
OG0006658	sp|P60022|DEFB1_HUMAN	tr|A0A6I9HZT7|A0A6I9HZT7_VICPA
OG0006659	sp|Q12912|IRAG2_HUMAN	tr|A0A6I9I2C1|A0A6I9I2C1_VICPA
OG0006660	sp|Q2M1V0|ISX_HUMAN	tr|A0A6J3B0H2|A0A6J3B0H2_VICPA
OG0006661	sp|Q2TAA2|IAH1_HUMAN	tr|A0A6I9HVZ5|A0A6I9HVZ5_VICPA
OG0006662	sp|Q52LA3|LIN52_HUMAN	tr|A0A6J3AMR2|A0A6J3AMR2_VICPA
OG0006663	sp|Q5BJE1|CC178_HUMAN	tr|A0A6I9I2P7|A0A6I9I2P7_VICPA
OG0006664	sp|Q5HYI7|MTX3_HUMAN	tr|A0A6I9HYJ3|A0A6I9HYJ3_VICPA
OG0006665	sp|Q5RI15|COX20_HUMAN	tr|A0A6J3BFE3|A0A6J3BFE3_VICPA
OG0006666	sp|Q5T6V5|QSPP_HUMAN	tr|A0A6I9IDN6|A0A6I9IDN6_VICPA
OG0006667	sp|Q5U5X0|LYRM7_HUMAN	tr|A0A6J3A432|A0A6J3A432_VICPA
OG0006668	sp|Q6N063|OGFD2_HUMAN	tr|A0A6I9IE01|A0A6I9IE01_VICPA
OG0006669	sp|Q6ZRI0|OTOG_HUMAN	tr|A0A6J0APX7|A0A6J0APX7_VICPA
OG0006670	sp|Q76KP1|B4GN4_HUMAN	tr|A0A6J3AB76|A0A6J3AB76_VICPA
OG0006671	sp|Q86UX2|ITIH5_HUMAN	tr|A0A6J0AW17|A0A6J0AW17_VICPA
OG0006672	sp|Q86XW9|TXND6_HUMAN	tr|A0A6J0AZM2|A0A6J0AZM2_VICPA
OG0006673	sp|Q8IWZ6|BBS7_HUMAN	tr|A0A6J3BMH1|A0A6J3BMH1_VICPA
OG0006674	sp|Q8IXM3|RM41_HUMAN	tr|A0A6I9IPA8|A0A6I9IPA8_VICPA
OG0006675	sp|Q8N165|PDK1L_HUMAN	tr|A0A6I9HY08|A0A6I9HY08_VICPA
OG0006676	sp|Q8NBP0|TTC13_HUMAN	tr|A0A6J3AV10|A0A6J3AV10_VICPA
OG0006677	sp|Q8NFP4|MDGA1_HUMAN	tr|A0A6J0AER2|A0A6J0AER2_VICPA
OG0006678	sp|Q8NFT2|STEA2_HUMAN	tr|A0A6I9IJ30|A0A6I9IJ30_VICPA
OG0006679	sp|Q8TBM8|DJB14_HUMAN	tr|A0A6I9ICI1|A0A6I9ICI1_VICPA
OG0006680	sp|Q92826|HXB13_HUMAN	tr|A0A6I9IJZ5|A0A6I9IJZ5_VICPA
OG0006681	sp|Q96EX1|SIM12_HUMAN	tr|A0A6J0ASX7|A0A6J0ASX7_VICPA
OG0006682	sp|Q96H78|S2544_HUMAN	tr|A0A6J0AXW7|A0A6J0AXW7_VICPA
OG0006683	sp|Q96IL0|COA8_HUMAN	tr|A0A6I9IRG2|A0A6I9IRG2_VICPA
OG0006684	sp|Q96PD6|MOGT1_HUMAN	tr|A0A6I9IAV5|A0A6I9IAV5_VICPA
OG0006685	sp|Q96SZ4|ZSC10_HUMAN	tr|A0A6I9I655|A0A6I9I655_VICPA
OG0006686	sp|Q99453|PHX2B_HUMAN	tr|A0A6J3B1E0|A0A6J3B1E0_VICPA
OG0006687	sp|Q99932|SPAG8_HUMAN	tr|A0A6I9I5Y3|A0A6I9I5Y3_VICPA
OG0006688	sp|Q9BRG2|SH23A_HUMAN	tr|A0A6J3BGU9|A0A6J3BGU9_VICPA
OG0006689	sp|Q9BYN7|ZN341_HUMAN	tr|A0A6I9I699|A0A6I9I699_VICPA
OG0006690	sp|Q9C0I1|MTMRC_HUMAN	tr|A0A6J3A788|A0A6J3A788_VICPA
OG0006691	sp|Q9HC58|NCKX3_HUMAN	tr|A0A6J3AAL6|A0A6J3AAL6_VICPA
OG0006692	sp|Q9NQ50|RM40_HUMAN	tr|A0A6J2ZZL5|A0A6J2ZZL5_VICPA
OG0006693	sp|Q9NQV6|PRD10_HUMAN	tr|A0A6I9IH16|A0A6I9IH16_VICPA
OG0006694	sp|Q9NRN5|OLFL3_HUMAN	tr|A0A6I9IM19|A0A6I9IM19_VICPA
OG0006695	sp|Q9NRX4|PHP14_HUMAN	tr|A0A6I9IT39|A0A6I9IT39_VICPA
OG0006696	sp|Q9NUQ2|PLCE_HUMAN	tr|A0A6I9HYZ4|A0A6I9HYZ4_VICPA
OG0006697	sp|Q9NVH6|TMLH_HUMAN	tr|A0A6I9IQ58|A0A6I9IQ58_VICPA
OG0006698	sp|Q9P2R6|RERE_HUMAN	tr|A0A6I9HX35|A0A6I9HX35_VICPA
OG0006699	sp|Q9UID6|ZN639_HUMAN	tr|A0A6J0AT13|A0A6J0AT13_VICPA
OG0006700	sp|Q9UJH8|METRN_HUMAN	tr|A0A6J0AKQ4|A0A6J0AKQ4_VICPA
OG0006701	sp|Q9UJQ7|SCP2D_HUMAN	tr|A0A6J3A9E1|A0A6J3A9E1_VICPA
OG0006702	sp|Q9UQ05|KCNH4_HUMAN	tr|A0A6I9I146|A0A6I9I146_VICPA
OG0006703	sp|Q9Y448|SKAP_HUMAN	tr|A0A6I9I4X1|A0A6I9I4X1_VICPA
OG0006704	sp|A6NEL2|SWAHB_HUMAN	tr|A0A6J0B1U3|A0A6J0B1U3_VICPA
OG0006705	sp|A6NGC4|TLCD2_HUMAN	tr|A0A6I9IKE1|A0A6I9IKE1_VICPA
OG0006706	sp|O00499|BIN1_HUMAN	tr|A0A6J3APL9|A0A6J3APL9_VICPA
OG0006707	sp|O60512|B4GT3_HUMAN	tr|A0A6J0AWK6|A0A6J0AWK6_VICPA
OG0006708	sp|O60725|ICMT_HUMAN	tr|A0A6I9HX29|A0A6I9HX29_VICPA
OG0006709	sp|O75940|SPF30_HUMAN	tr|A0A6I9I1V8|A0A6I9I1V8_VICPA
OG0006710	sp|O95096|NKX22_HUMAN	tr|A0A6I9I6L8|A0A6I9I6L8_VICPA
OG0006711	sp|O95342|ABCBB_HUMAN	tr|A0A6J0ADN4|A0A6J0ADN4_VICPA
OG0006712	sp|P00450|CERU_HUMAN	tr|A0A6J0AHM4|A0A6J0AHM4_VICPA
OG0006713	sp|P15056|BRAF_HUMAN	tr|A0A6J3A9L6|A0A6J3A9L6_VICPA
OG0006714	sp|P21854|CD72_HUMAN	tr|A0A6J3AIS8|A0A6J3AIS8_VICPA
OG0006715	sp|P28290|ITPI2_HUMAN	tr|A0A6J3ALS5|A0A6J3ALS5_VICPA
OG0006716	sp|P32019|I5P2_HUMAN	tr|A0A6J3B3C9|A0A6J3B3C9_VICPA
OG0006717	sp|P32321|DCTD_HUMAN	tr|A0A6I9HWI4|A0A6I9HWI4_VICPA
OG0006718	sp|P42336|PK3CA_HUMAN	tr|A0A6I9IFN7|A0A6I9IFN7_VICPA
OG0006719	sp|P43487|RANG_HUMAN	tr|A0A6J2ZXZ7|A0A6J2ZXZ7_VICPA
OG0006720	sp|P54136|SYRC_HUMAN	tr|A0A6I9I0M7|A0A6I9I0M7_VICPA
OG0006721	sp|P58004|SESN2_HUMAN	tr|A0A6I9HY46|A0A6I9HY46_VICPA
