Orthogroup	Homo_sapiens	Theropithecus_gelada
OG0008055	sp|Q9NSI2|SLX9_HUMAN	tr|A0A8D2FMF3|A0A8D2FMF3_THEGE
OG0008056	sp|Q9NUY8|TBC23_HUMAN	tr|A0A8D2G1L5|A0A8D2G1L5_THEGE
OG0008057	sp|Q9NXF7|DCA16_HUMAN	tr|A0A8D2K9H6|A0A8D2K9H6_THEGE
OG0008058	sp|Q9P015|RM15_HUMAN	tr|A0A8D2FH07|A0A8D2FH07_THEGE
OG0008059	sp|Q9UPC5|GPR34_HUMAN	tr|A0A8D2EVM0|A0A8D2EVM0_THEGE
OG0008060	sp|Q9Y2M0|FAN1_HUMAN	tr|A0A8D2G039|A0A8D2G039_THEGE
OG0008061	sp|Q9Y543|HES2_HUMAN	tr|A0A8D2FD21|A0A8D2FD21_THEGE
OG0008062	sp|A1A4V9|CF119_HUMAN	tr|A0A8D2EZB4|A0A8D2EZB4_THEGE
OG0008063	sp|A6NCF5|KLH33_HUMAN	tr|A0A8D2FBS1|A0A8D2FBS1_THEGE
OG0008064	sp|O14678|ABCD4_HUMAN	tr|A0A8D2G5B0|A0A8D2G5B0_THEGE
OG0008065	sp|O14777|NDC80_HUMAN	tr|A0A8D2FAJ1|A0A8D2FAJ1_THEGE
OG0008066	sp|O43353|RIPK2_HUMAN	tr|A0A8D2G2R3|A0A8D2G2R3_THEGE
OG0008067	sp|O43520|AT8B1_HUMAN	tr|A0A8D2GBN8|A0A8D2GBN8_THEGE
OG0008068	sp|O60870|KIN17_HUMAN	tr|A0A8D2G6A9|A0A8D2G6A9_THEGE
OG0008069	sp|O95429|BAG4_HUMAN	tr|A0A8D2EP05|A0A8D2EP05_THEGE
OG0008070	sp|O95500|CLD14_HUMAN	tr|A0A8D2G7Y7|A0A8D2G7Y7_THEGE
OG0008071	sp|P04062|GBA1_HUMAN	tr|A0A8D2G606|A0A8D2G606_THEGE
OG0008072	sp|P0C0P6|NPS_HUMAN	tr|A0A8D2GKI0|A0A8D2GKI0_THEGE
OG0008073	sp|P17980|PRS6A_HUMAN	tr|A0A8D2G8C4|A0A8D2G8C4_THEGE
OG0008074	sp|P23352|KALM_HUMAN	tr|A0A8D2F719|A0A8D2F719_THEGE
OG0008075	sp|P26992|CNTFR_HUMAN	tr|A0A8D2EV54|A0A8D2EV54_THEGE
OG0008076	sp|P30084|ECHM_HUMAN	tr|A0A8D2GLM6|A0A8D2GLM6_THEGE
OG0008077	sp|P33151|CADH5_HUMAN	tr|A0A8D2EBW4|A0A8D2EBW4_THEGE
OG0008078	sp|P33993|MCM7_HUMAN	tr|A0A8D2K028|A0A8D2K028_THEGE
OG0008079	sp|P35611|ADDA_HUMAN	tr|A0A8D2K6Q7|A0A8D2K6Q7_THEGE
OG0008080	sp|P48745|CCN3_HUMAN	tr|A0A8D2ENU1|A0A8D2ENU1_THEGE
OG0008081	sp|P50406|5HT6R_HUMAN	tr|A0A8D2K8M3|A0A8D2K8M3_THEGE
OG0008082	sp|P55017|S12A3_HUMAN	tr|A0A8D2G057|A0A8D2G057_THEGE
OG0008083	sp|Q05397|FAK1_HUMAN	tr|A0A8D2FD88|A0A8D2FD88_THEGE
OG0008084	sp|Q0ZLH3|PJVK_HUMAN	tr|A0A8D2G0T3|A0A8D2G0T3_THEGE
OG0008085	sp|Q12857|NFIA_HUMAN	tr|A0A8D2ETH6|A0A8D2ETH6_THEGE
OG0008086	sp|Q12908|NTCP2_HUMAN	tr|A0A8D2F706|A0A8D2F706_THEGE
OG0008087	sp|Q13126|MTAP_HUMAN	tr|A0A8D2F664|A0A8D2F664_THEGE
OG0008088	sp|Q14134|TRI29_HUMAN	tr|A0A8D2K8J6|A0A8D2K8J6_THEGE
OG0008089	sp|Q15431|SYCP1_HUMAN	tr|A0A8D2ER87|A0A8D2ER87_THEGE
OG0008091	sp|Q16850|CP51A_HUMAN	tr|A0A8D2JV88|A0A8D2JV88_THEGE
OG0008092	sp|Q504Q3|PAN2_HUMAN	tr|A0A8D2FAT0|A0A8D2FAT0_THEGE
OG0008093	sp|Q52LJ0|FA98B_HUMAN	tr|A0A8D2G6E0|A0A8D2G6E0_THEGE
OG0008094	sp|Q6DJT9|PLAG1_HUMAN	tr|A0A8D2FKJ8|A0A8D2FKJ8_THEGE
OG0008095	sp|Q6DKK2|TTC19_HUMAN	tr|A0A8D2EJI9|A0A8D2EJI9_THEGE
OG0008096	sp|Q6P1Q0|LTMD1_HUMAN	tr|A0A8D2EDM1|A0A8D2EDM1_THEGE
OG0008097	sp|Q6X4T0|CL054_HUMAN	tr|A0A8D2G1E2|A0A8D2G1E2_THEGE
OG0008098	sp|Q6ZNB7|ALKMO_HUMAN	tr|A0A8D2G5Z6|A0A8D2G5Z6_THEGE
OG0008099	sp|Q7Z7B8|DB128_HUMAN	tr|A0A8D2EMP5|A0A8D2EMP5_THEGE
OG0008100	sp|Q86UV5|UBP48_HUMAN	tr|A0A8D2EA08|A0A8D2EA08_THEGE
OG0008101	sp|Q86WV6|STING_HUMAN	tr|A0A8D2K7J9|A0A8D2K7J9_THEGE
OG0008102	sp|Q8IW00|VSTM4_HUMAN	tr|A0A8D2F511|A0A8D2F511_THEGE
OG0008103	sp|Q8IZV2|CKLF8_HUMAN	tr|A0A8D2K5N0|A0A8D2K5N0_THEGE
OG0008104	sp|Q8N2C7|UNC80_HUMAN	tr|A0A8D2EHE8|A0A8D2EHE8_THEGE
OG0008105	sp|Q8N9N2|ASCC1_HUMAN	tr|A0A8D2GC59|A0A8D2GC59_THEGE
OG0008106	sp|Q8WUH1|CHUR_HUMAN	tr|A0A8D2K3E5|A0A8D2K3E5_THEGE
OG0008107	sp|Q8WWH5|TRUB1_HUMAN	tr|A0A8D2GC16|A0A8D2GC16_THEGE
OG0008108	sp|Q92611|EDEM1_HUMAN	tr|A0A8D2K618|A0A8D2K618_THEGE
OG0008109	sp|Q96AG4|LRC59_HUMAN	tr|A0A8D2KAS8|A0A8D2KAS8_THEGE
OG0008110	sp|Q96AQ6|PBIP1_HUMAN	tr|A0A8D2FX88|A0A8D2FX88_THEGE
OG0008111	sp|Q96B96|LDAF1_HUMAN	tr|A0A8D2K5S3|A0A8D2K5S3_THEGE
OG0008112	sp|Q96K75|ZN514_HUMAN	tr|A0A8D2EZZ0|A0A8D2EZZ0_THEGE
OG0008113	sp|Q96L58|B3GT6_HUMAN	tr|A0A8D2EZ81|A0A8D2EZ81_THEGE
OG0008114	sp|Q96MF7|NSE2_HUMAN	tr|A0A8D2F0K9|A0A8D2F0K9_THEGE
OG0008115	sp|Q96MW7|TIGD1_HUMAN	tr|A0A8D2FQL2|A0A8D2FQL2_THEGE
OG0008116	sp|Q96PC2|IP6K3_HUMAN	tr|A0A8D2GLY7|A0A8D2GLY7_THEGE
OG0008117	sp|Q9BQ16|TICN3_HUMAN	tr|A0A8D2FTU8|A0A8D2FTU8_THEGE
OG0008118	sp|Q9BRQ6|MIC25_HUMAN	tr|A0A8D2EWU4|A0A8D2EWU4_THEGE
OG0008119	sp|Q9BT30|ALKB7_HUMAN	tr|A0A8D2FPP4|A0A8D2FPP4_THEGE
OG0008120	sp|Q9BUK0|CHCH7_HUMAN	tr|A0A8D2K3F8|A0A8D2K3F8_THEGE
OG0008121	sp|Q9BUK6|MSTO1_HUMAN	tr|A0A8D2G5Q7|A0A8D2G5Q7_THEGE
OG0008122	sp|Q9H1D9|RPC6_HUMAN	tr|A0A8D2K4G1|A0A8D2K4G1_THEGE
OG0008123	sp|Q9H1K6|TLRN1_HUMAN	tr|A0A8D2E5C6|A0A8D2E5C6_THEGE
OG0008124	sp|Q9H9R9|DBND1_HUMAN	tr|A0A8D2G164|A0A8D2G164_THEGE
OG0008125	sp|Q9NRM2|ZN277_HUMAN	tr|A0A8D2FEH7|A0A8D2FEH7_THEGE
OG0008126	sp|Q9UEG4|ZN629_HUMAN	tr|A0A8D2EU86|A0A8D2EU86_THEGE
OG0008127	sp|Q9UGP8|SEC63_HUMAN	tr|A0A8D2G2Z0|A0A8D2G2Z0_THEGE
OG0008128	sp|Q9UJ70|NAGK_HUMAN	tr|A0A8D2F6C7|A0A8D2F6C7_THEGE
OG0008129	sp|Q9UK53|ING1_HUMAN	tr|A0A8D2FA99|A0A8D2FA99_THEGE
OG0008130	sp|Q9UK99|FBX3_HUMAN	tr|A0A8D2EEW9|A0A8D2EEW9_THEGE
OG0008131	sp|Q9Y2Y6|TMM98_HUMAN	tr|A0A8D2F3B1|A0A8D2F3B1_THEGE
OG0008132	sp|Q9Y3C8|UFC1_HUMAN	tr|A0A8D2ELL4|A0A8D2ELL4_THEGE
OG0008133	sp|A1L3X0|ELOV7_HUMAN	tr|A0A8D2F9F7|A0A8D2F9F7_THEGE
OG0008134	sp|A6NGG3|CI092_HUMAN	tr|A0A8D2K214|A0A8D2K214_THEGE
OG0008135	sp|B2CW77|KILIN_HUMAN	tr|A0A8D2EMQ5|A0A8D2EMQ5_THEGE
OG0008136	sp|C9JSJ3|MEIOS_HUMAN	tr|A0A8D2FXS1|A0A8D2FXS1_THEGE
OG0008137	sp|O00482|NR5A2_HUMAN	tr|A0A8D2G187|A0A8D2G187_THEGE
OG0008138	sp|O14921|RGS13_HUMAN	tr|A0A8D2G590|A0A8D2G590_THEGE
OG0008139	sp|O15033|AREL1_HUMAN	tr|A0A8D2G5W6|A0A8D2G5W6_THEGE
OG0008140	sp|O15119|TBX3_HUMAN	tr|A0A8D2FQE5|A0A8D2FQE5_THEGE
OG0008141	sp|O75074|LRP3_HUMAN	tr|A0A8D2FF48|A0A8D2FF48_THEGE
OG0008142	sp|P05067|A4_HUMAN	tr|A0A8D2GJY8|A0A8D2GJY8_THEGE
OG0008143	sp|P08887|IL6RA_HUMAN	tr|A0A8D2FWS6|A0A8D2FWS6_THEGE
OG0008144	sp|P11229|ACM1_HUMAN	tr|A0A8D2FE22|A0A8D2FE22_THEGE
OG0008145	sp|P15151|PVR_HUMAN	tr|A0A8D2FMV6|A0A8D2FMV6_THEGE
OG0008146	sp|P18428|LBP_HUMAN	tr|A0A8D2DZI3|A0A8D2DZI3_THEGE
OG0008147	sp|P20718|GRAH_HUMAN	tr|A0A8D2FVF2|A0A8D2FVF2_THEGE
OG0008148	sp|P24522|GA45A_HUMAN	tr|A0A8D2FAB3|A0A8D2FAB3_THEGE
OG0008149	sp|P35998|PRS7_HUMAN	tr|A0A8D2EZP5|A0A8D2EZP5_THEGE
OG0008150	sp|P37268|FDFT_HUMAN	tr|A0A8D2FFS3|A0A8D2FFS3_THEGE
OG0008151	sp|P55040|GEM_HUMAN	tr|A0A8D2K9G5|A0A8D2K9G5_THEGE
OG0008152	sp|P62995|TRA2B_HUMAN	tr|A0A8D2FV68|A0A8D2FV68_THEGE
OG0008153	sp|P78395|PRAME_HUMAN	tr|A0A8D2JTV4|A0A8D2JTV4_THEGE
OG0008154	sp|Q00403|TF2B_HUMAN	tr|A0A8D2FYM1|A0A8D2FYM1_THEGE
OG0008155	sp|Q04771|ACVR1_HUMAN	tr|A0A8D2JYT0|A0A8D2JYT0_THEGE
OG0008156	sp|Q12872|SFSWA_HUMAN	tr|A0A8D2GIT6|A0A8D2GIT6_THEGE
OG0008157	sp|Q13201|MMRN1_HUMAN	tr|A0A8D2EAR6|A0A8D2EAR6_THEGE
OG0008158	sp|Q14139|UBE4A_HUMAN	tr|A0A8D2G4V4|A0A8D2G4V4_THEGE
OG0008159	sp|Q14686|NCOA6_HUMAN	tr|A0A8D2EK70|A0A8D2EK70_THEGE
OG0008160	sp|Q495C1|RN212_HUMAN	tr|A0A8D2K537|A0A8D2K537_THEGE
OG0008161	sp|Q49AJ0|F135B_HUMAN	tr|A0A8D2F917|A0A8D2F917_THEGE
OG0008162	sp|Q4LE39|ARI4B_HUMAN	tr|A0A8D2F5U9|A0A8D2F5U9_THEGE
OG0008163	sp|Q6ZVH7|ESPNL_HUMAN	tr|A0A8D2G3E6|A0A8D2G3E6_THEGE
OG0008164	sp|Q6ZW49|PAXI1_HUMAN	tr|A0A8D2EKN0|A0A8D2EKN0_THEGE
OG0008165	sp|Q7RTU7|SCX_HUMAN	tr|A0A8D2FMG3|A0A8D2FMG3_THEGE
OG0008166	sp|Q7Z4L9|PPR42_HUMAN	tr|A0A8D2K5R6|A0A8D2K5R6_THEGE
OG0008167	sp|Q8IXA5|SACA3_HUMAN	tr|A0A8D2FCX2|A0A8D2FCX2_THEGE
OG0008168	sp|Q8N3P4|VPS8_HUMAN	tr|A0A8D2FSQ9|A0A8D2FSQ9_THEGE
OG0008169	sp|Q8N490|PNKD_HUMAN	tr|A0A8D2EZS5|A0A8D2EZS5_THEGE
OG0008170	sp|Q8NGZ2|O14K1_HUMAN	tr|A0A8D2FKA0|A0A8D2FKA0_THEGE
OG0008171	sp|Q8TD20|GTR12_HUMAN	tr|A0A8D2K0J3|A0A8D2K0J3_THEGE
OG0008172	sp|Q8TEW6|DOK4_HUMAN	tr|A0A8D2DZ18|A0A8D2DZ18_THEGE
OG0008173	sp|Q8WY91|THAP4_HUMAN	tr|A0A8D2GET5|A0A8D2GET5_THEGE
OG0008174	sp|Q96A56|T53I1_HUMAN	tr|A0A8D2JTX8|A0A8D2JTX8_THEGE
OG0008175	sp|Q96AN5|TM143_HUMAN	tr|A0A8D2G084|A0A8D2G084_THEGE
OG0008176	sp|Q96BS2|CHP3_HUMAN	tr|A0A8D2FXL2|A0A8D2FXL2_THEGE
OG0008177	sp|Q96K19|RN170_HUMAN	tr|A0A8D2F4K4|A0A8D2F4K4_THEGE
OG0008178	sp|Q96M69|LRGUK_HUMAN	tr|A0A8D2FYB7|A0A8D2FYB7_THEGE
OG0008179	sp|Q96NB1|CEP20_HUMAN	tr|A0A8D2G4W5|A0A8D2G4W5_THEGE
OG0008180	sp|Q96NG3|ODAD4_HUMAN	tr|A0A8D2JYM9|A0A8D2JYM9_THEGE
OG0008181	sp|Q99536|VAT1_HUMAN	tr|A0A8D2EVE9|A0A8D2EVE9_THEGE
OG0008182	sp|Q9BRJ2|RM45_HUMAN	tr|A0A8D2K147|A0A8D2K147_THEGE
OG0008183	sp|Q9BZE7|EVG1_HUMAN	tr|A0A8D2K0K5|A0A8D2K0K5_THEGE
OG0008184	sp|Q9H8W3|F204A_HUMAN	tr|A0A8D2GEC1|A0A8D2GEC1_THEGE
OG0008185	sp|Q9H8Y8|GORS2_HUMAN	tr|A0A8D2FC09|A0A8D2FC09_THEGE
OG0008186	sp|Q9HAP2|MLXIP_HUMAN	tr|A0A8D2GBF2|A0A8D2GBF2_THEGE
OG0008187	sp|Q9HBH1|DEFM_HUMAN	tr|A0A8D2EWR0|A0A8D2EWR0_THEGE
OG0008188	sp|Q9HC77|CENPJ_HUMAN	tr|A0A8D2FQL6|A0A8D2FQL6_THEGE
OG0008189	sp|Q9NUG6|PDRG1_HUMAN	tr|A0A8D2EV10|A0A8D2EV10_THEGE
OG0008190	sp|Q9NV70|EXOC1_HUMAN	tr|A0A8D2FRP8|A0A8D2FRP8_THEGE
OG0008191	sp|Q9NWN3|FBX34_HUMAN	tr|A0A8D2EYQ5|A0A8D2EYQ5_THEGE
OG0008192	sp|Q9P1Y5|CAMP3_HUMAN	tr|A0A8D2FW10|A0A8D2FW10_THEGE
OG0008193	sp|Q9UBW8|CSN7A_HUMAN	tr|A0A8D2JYH6|A0A8D2JYH6_THEGE
OG0008194	sp|Q9UHV9|PFD2_HUMAN	tr|A0A8D2EGT6|A0A8D2EGT6_THEGE
OG0008195	sp|Q9UHW5|GPN3_HUMAN	tr|A0A8D2FHZ3|A0A8D2FHZ3_THEGE
OG0008196	sp|Q9UKP4|ATS7_HUMAN	tr|A0A8D2E9B2|A0A8D2E9B2_THEGE
OG0008197	sp|Q9ULH7|MRTFB_HUMAN	tr|A0A8D2G8Z6|A0A8D2G8Z6_THEGE
OG0008198	sp|Q9Y222|DMTF1_HUMAN	tr|A0A8D2EM08|A0A8D2EM08_THEGE
OG0008199	sp|Q9Y242|TCF19_HUMAN	tr|A0A8D2FL85|A0A8D2FL85_THEGE
OG0008200	sp|Q9Y314|NOSIP_HUMAN	tr|A0A8D2G565|A0A8D2G565_THEGE
OG0008201	sp|Q9Y5L0|TNPO3_HUMAN	tr|A0A8D2FVW5|A0A8D2FVW5_THEGE
OG0008202	sp|Q9Y5U9|IR3IP_HUMAN	tr|A0A8D2GAN9|A0A8D2GAN9_THEGE
OG0008203	sp|A0AVF1|IFT56_HUMAN	tr|A0A8D2GCL3|A0A8D2GCL3_THEGE
OG0008204	sp|A8MTA8|F166B_HUMAN	tr|A0A8D2ERZ0|A0A8D2ERZ0_THEGE
OG0008205	sp|O15047|SET1A_HUMAN	tr|A0A8D2JZQ1|A0A8D2JZQ1_THEGE
OG0008206	sp|O15403|MOT7_HUMAN	tr|A0A8D2GBN6|A0A8D2GBN6_THEGE
OG0008207	sp|O15446|RPA34_HUMAN	tr|A0A8D2FRV1|A0A8D2FRV1_THEGE
OG0008208	sp|O43684|BUB3_HUMAN	tr|A0A8D2KAL5|A0A8D2KAL5_THEGE
OG0008209	sp|O75712|CXB3_HUMAN	tr|A0A8D2FMB5|A0A8D2FMB5_THEGE
OG0008210	sp|P02100|HBE_HUMAN	tr|A0A8D2FYY1|A0A8D2FYY1_THEGE
OG0008211	sp|P0C1H6|H2BFM_HUMAN	tr|A0A8D2F0Y7|A0A8D2F0Y7_THEGE
OG0008213	sp|P13498|CY24A_HUMAN	tr|A0A8D2FT83|A0A8D2FT83_THEGE
OG0008214	sp|P15884|ITF2_HUMAN	tr|A0A8D2GI02|A0A8D2GI02_THEGE
OG0008215	sp|P20073|ANXA7_HUMAN	tr|A0A8D2GAY7|A0A8D2GAY7_THEGE
OG0008216	sp|P24385|CCND1_HUMAN	tr|A0A8D2E537|A0A8D2E537_THEGE
OG0008217	sp|P26572|MGAT1_HUMAN	tr|A0A8D2FT77|A0A8D2FT77_THEGE
OG0008218	sp|P30043|BLVRB_HUMAN	tr|A0A8D2FY84|A0A8D2FY84_THEGE
OG0008219	sp|P31391|SSR4_HUMAN	tr|A0A8D2FSE9|A0A8D2FSE9_THEGE
OG0008220	sp|P42357|HUTH_HUMAN	tr|A0A8D2ED38|A0A8D2ED38_THEGE
OG0008221	sp|P48146|NPBW2_HUMAN	tr|A0A8D2EPY6|A0A8D2EPY6_THEGE
OG0008222	sp|P60880|SNP25_HUMAN	tr|A0A8D2FGS2|A0A8D2FGS2_THEGE
OG0008223	sp|P78332|RBM6_HUMAN	tr|A0A8D2EFJ1|A0A8D2EFJ1_THEGE
OG0008224	sp|P80365|DHI2_HUMAN	tr|A0A8D2EE57|A0A8D2EE57_THEGE
OG0008225	sp|Q03188|CENPC_HUMAN	tr|A0A8D2FM45|A0A8D2FM45_THEGE
OG0008226	sp|Q13336|UT1_HUMAN	tr|A0A8D2G0E2|A0A8D2G0E2_THEGE
OG0008227	sp|Q14146|URB2_HUMAN	tr|A0A8D2EX46|A0A8D2EX46_THEGE
OG0008228	sp|Q14209|E2F2_HUMAN	tr|A0A8D2EFN8|A0A8D2EFN8_THEGE
OG0008229	sp|Q15800|MSMO1_HUMAN	tr|A0A8D2FQM4|A0A8D2FQM4_THEGE
OG0008230	sp|Q16819|MEP1A_HUMAN	tr|A0A8D2GEX6|A0A8D2GEX6_THEGE
OG0008231	sp|Q49AM3|TTC31_HUMAN	tr|A0A8D2FJ60|A0A8D2FJ60_THEGE
OG0008232	sp|Q58F21|BRDT_HUMAN	tr|A0A8D2G4H9|A0A8D2G4H9_THEGE
OG0008233	sp|Q5SV97|PERM1_HUMAN	tr|A0A8D2F1H5|A0A8D2F1H5_THEGE
OG0008234	sp|Q5T5D7|ZN684_HUMAN	tr|A0A8D2G1T3|A0A8D2G1T3_THEGE
OG0008235	sp|Q5TD97|FHL5_HUMAN	tr|A0A8D2FNS4|A0A8D2FNS4_THEGE
OG0008236	sp|Q68CP4|HGNAT_HUMAN	tr|A0A8D2K102|A0A8D2K102_THEGE
OG0008237	sp|Q6E213|AWAT2_HUMAN	tr|A0A8D2ES68|A0A8D2ES68_THEGE
OG0008238	sp|Q6P5W5|S39A4_HUMAN	tr|A0A8D2FPX0|A0A8D2FPX0_THEGE
OG0008239	sp|Q6PGQ7|BORA_HUMAN	tr|A0A8D2EN02|A0A8D2EN02_THEGE
OG0008240	sp|Q6QNK2|AGRD1_HUMAN	tr|A0A8D2GA96|A0A8D2GA96_THEGE
OG0008241	sp|Q6WBX8|RAD9B_HUMAN	tr|A0A8D2FIT4|A0A8D2FIT4_THEGE
OG0008242	sp|Q6ZRI8|RHG36_HUMAN	tr|A0A8D2FVL4|A0A8D2FVL4_THEGE
OG0008243	sp|Q71RS6|NCKX5_HUMAN	tr|A0A8D2EYK1|A0A8D2EYK1_THEGE
OG0008244	sp|Q7KZN9|COX15_HUMAN	tr|A0A8D2FK24|A0A8D2FK24_THEGE
OG0008245	sp|Q7Z3E2|CC186_HUMAN	tr|A0A8D2K8F8|A0A8D2K8F8_THEGE
OG0008246	sp|Q7Z7J7|LHPL4_HUMAN	tr|A0A8D2FUK6|A0A8D2FUK6_THEGE
OG0008247	sp|Q86WB0|ZC3C1_HUMAN	tr|A0A8D2G177|A0A8D2G177_THEGE
OG0008248	sp|Q86X40|LRC28_HUMAN	tr|A0A8D2F4A5|A0A8D2F4A5_THEGE
OG0008249	sp|Q8IVS2|FABD_HUMAN	tr|A0A8D2EID7|A0A8D2EID7_THEGE
OG0008250	sp|Q8IW36|ZN695_HUMAN	tr|A0A8D2FN40|A0A8D2FN40_THEGE
OG0008251	sp|Q8IZF2|AGRF5_HUMAN	tr|A0A8D2GIK1|A0A8D2GIK1_THEGE
OG0008252	sp|Q8N118|CP4X1_HUMAN	tr|A0A8D2E3J9|A0A8D2E3J9_THEGE
OG0008253	sp|Q8NCY6|MSD4_HUMAN	tr|A0A8D2FD76|A0A8D2FD76_THEGE
OG0008254	sp|Q8NEY8|PPHLN_HUMAN	tr|A0A8D2EM44|A0A8D2EM44_THEGE
OG0008255	sp|Q8TC29|ENKUR_HUMAN	tr|A0A8D2EAF3|A0A8D2EAF3_THEGE
OG0008256	sp|Q8TDC0|MYOZ3_HUMAN	tr|A0A8D2EHV2|A0A8D2EHV2_THEGE
OG0008257	sp|Q8WWV6|FCAMR_HUMAN	tr|A0A8D2F285|A0A8D2F285_THEGE
OG0008258	sp|Q92643|GPI8_HUMAN	tr|A0A8D2FHU9|A0A8D2FHU9_THEGE
OG0008259	sp|Q96G27|WBP1_HUMAN	tr|A0A8D2K3S1|A0A8D2K3S1_THEGE
OG0008260	sp|Q96KQ7|EHMT2_HUMAN	tr|A0A8D2GMS4|A0A8D2GMS4_THEGE
OG0008261	sp|Q96MG8|PCMD1_HUMAN	tr|A0A8D2FDU0|A0A8D2FDU0_THEGE
OG0008262	sp|Q96RP8|KCNA7_HUMAN	tr|A0A8D2GAX7|A0A8D2GAX7_THEGE
OG0008263	sp|Q96SC8|DMTA2_HUMAN	tr|A0A8D2E6N2|A0A8D2E6N2_THEGE
OG0008264	sp|Q9H0A0|NAT10_HUMAN	tr|A0A8D2EDK3|A0A8D2EDK3_THEGE
OG0008265	sp|Q9H116|GZF1_HUMAN	tr|A0A8D2FLP7|A0A8D2FLP7_THEGE
OG0008266	sp|Q9H227|GBA3_HUMAN	tr|A0A8D2K9Z7|A0A8D2K9Z7_THEGE
OG0008267	sp|Q9NXS2|QPCTL_HUMAN	tr|A0A8D2FXM5|A0A8D2FXM5_THEGE
OG0008268	sp|Q9NYZ3|GTSE1_HUMAN	tr|A0A8D2EDB4|A0A8D2EDB4_THEGE
OG0008269	sp|Q9NZU5|LMCD1_HUMAN	tr|A0A8D2FXD4|A0A8D2FXD4_THEGE
OG0008270	sp|Q9P2F8|SI1L2_HUMAN	tr|A0A8D2F797|A0A8D2F797_THEGE
OG0008271	sp|Q9UKN8|TF3C4_HUMAN	tr|A0A8D2F6G3|A0A8D2F6G3_THEGE
OG0008272	sp|Q9Y2Y4|ZBT32_HUMAN	tr|A0A8D2EY16|A0A8D2EY16_THEGE
OG0008273	sp|Q9Y315|DEOC_HUMAN	tr|A0A8D2FXN7|A0A8D2FXN7_THEGE
OG0008274	sp|A0A5B6|TVB28_HUMAN	tr|A0A8D2GI09|A0A8D2GI09_THEGE
OG0008275	sp|A6NJY4|T238L_HUMAN	tr|A0A8D2GIH0|A0A8D2GIH0_THEGE
OG0008276	sp|A6NK58|LIPT2_HUMAN	tr|A0A8D2G8Q1|A0A8D2G8Q1_THEGE
OG0008277	sp|A8MV24|CQ098_HUMAN	tr|A0A8D2E466|A0A8D2E466_THEGE
OG0008278	sp|H0UI37|TSTD3_HUMAN	tr|A0A8D2F1B2|A0A8D2F1B2_THEGE
OG0008279	sp|O14610|GBGT2_HUMAN	tr|A0A8D2GKW4|A0A8D2GKW4_THEGE
OG0008280	sp|O14744|ANM5_HUMAN	tr|A0A8D2K4A5|A0A8D2K4A5_THEGE
OG0008281	sp|O43823|AKAP8_HUMAN	tr|A0A8D2JYD1|A0A8D2JYD1_THEGE
OG0008282	sp|O75762|TRPA1_HUMAN	tr|A0A8D2G2X6|A0A8D2G2X6_THEGE
OG0008283	sp|O95402|MED26_HUMAN	tr|A0A8D2F1J0|A0A8D2F1J0_THEGE
OG0008284	sp|P02778|CXL10_HUMAN	tr|A0A8D2F8W2|A0A8D2F8W2_THEGE
OG0008285	sp|P03971|MIS_HUMAN	tr|A0A8D2F6C3|A0A8D2F6C3_THEGE
OG0008286	sp|P0CG13|CTF8_HUMAN	tr|A0A8D2EVY0|A0A8D2EVY0_THEGE
OG0008287	sp|P15260|INGR1_HUMAN	tr|A0A8D2FFV3|A0A8D2FFV3_THEGE
OG0008288	sp|P16949|STMN1_HUMAN	tr|A0A8D2EMR1|A0A8D2EMR1_THEGE
OG0008289	sp|P17535|JUND_HUMAN	tr|A0A8D2FB74|A0A8D2FB74_THEGE
OG0008290	sp|P19387|RPB3_HUMAN	tr|A0A8D2E3S9|A0A8D2E3S9_THEGE
OG0008291	sp|P21583|SCF_HUMAN	tr|A0A8D2E3W0|A0A8D2E3W0_THEGE
OG0008292	sp|P21860|ERBB3_HUMAN	tr|A0A8D2K161|A0A8D2K161_THEGE
OG0008293	sp|P30519|HMOX2_HUMAN	tr|A0A8D2FYS6|A0A8D2FYS6_THEGE
OG0008294	sp|P42768|WASP_HUMAN	tr|A0A8D2EFP7|A0A8D2EFP7_THEGE
OG0008295	sp|P43121|MUC18_HUMAN	tr|A0A8D2GA43|A0A8D2GA43_THEGE
OG0008296	sp|P56915|GSC_HUMAN	tr|A0A8D2EFR6|A0A8D2EFR6_THEGE
OG0008297	sp|P58743|S26A5_HUMAN	tr|A0A8D2F0H9|A0A8D2F0H9_THEGE
OG0008298	sp|P78383|S35B1_HUMAN	tr|A0A8D2GKT1|A0A8D2GKT1_THEGE
OG0008299	sp|P81605|DCD_HUMAN	tr|A0A8D2F3A5|A0A8D2F3A5_THEGE
OG0008300	sp|Q13145|BAMBI_HUMAN	tr|A0A8D2E4S6|A0A8D2E4S6_THEGE
OG0008301	sp|Q14690|RRP5_HUMAN	tr|A0A8D2FYU7|A0A8D2FYU7_THEGE
OG0008302	sp|Q2M3R5|S35G1_HUMAN	tr|A0A8D2EWT9|A0A8D2EWT9_THEGE
OG0008303	sp|Q5H9K5|ZMAT1_HUMAN	tr|A0A8D2EWX7|A0A8D2EWX7_THEGE
OG0008304	sp|Q6DD88|ATLA3_HUMAN	tr|A0A8D2FAV1|A0A8D2FAV1_THEGE
OG0008305	sp|Q6IAN0|DRS7B_HUMAN	tr|A0A8D2E4I2|A0A8D2E4I2_THEGE
