Orthogroup	Homo_sapiens	Bison_bison_bison
OG0004189	sp|Q8IZ26|ZNF34_HUMAN	tr|A0A6P3H1L5|A0A6P3H1L5_BISBI
OG0004190	sp|Q14149|MORC3_HUMAN	tr|A0A6P3H3J2|A0A6P3H3J2_BISBI
OG0004191	sp|Q8WYR4|RSPH1_HUMAN	tr|A0A6P3H3R8|A0A6P3H3R8_BISBI
OG0004192	sp|O14972|VP26C_HUMAN	tr|A0A6P3H3X3|A0A6P3H3X3_BISBI
OG0004193	sp|O15050|TRNK1_HUMAN	tr|A0A6P3H3Y6|A0A6P3H3Y6_BISBI
OG0004194	sp|Q9UBL0|ARP21_HUMAN	tr|A0A6P3H468|A0A6P3H468_BISBI
OG0004195	sp|Q9BZJ0|CRNL1_HUMAN	tr|A0A6P3H811|A0A6P3H811_BISBI
OG0004196	sp|Q9NQC3|RTN4_HUMAN	tr|A0A6P3H9Z3|A0A6P3H9Z3_BISBI
OG0004197	sp|Q9BZW8|CD244_HUMAN	tr|A0A6P3HAN2|A0A6P3HAN2_BISBI
OG0004198	sp|P49368|TCPG_HUMAN	tr|A0A6P3HBP6|A0A6P3HBP6_BISBI
OG0004199	sp|P49760|CLK2_HUMAN	tr|A0A6P3HDG1|A0A6P3HDG1_BISBI
OG0004200	sp|Q14CS0|UBX2B_HUMAN	tr|A0A6P3HDP9|A0A6P3HDP9_BISBI
OG0004201	sp|Q07326|PIGF_HUMAN	tr|A0A6P3HEC8|A0A6P3HEC8_BISBI
OG0004202	sp|Q8N137|CNTRB_HUMAN	tr|A0A6P3HEG4|A0A6P3HEG4_BISBI
OG0004203	sp|Q8N5C7|DTWD1_HUMAN	tr|A0A6P3HEM9|A0A6P3HEM9_BISBI
OG0004204	sp|Q01415|GALK2_HUMAN	tr|A0A6P3HFA4|A0A6P3HFA4_BISBI
OG0004205	sp|P34913|HYES_HUMAN	tr|A0A6P3HGH1|A0A6P3HGH1_BISBI
OG0004206	sp|Q4VC44|FWCH1_HUMAN	tr|A0A6P3HHD7|A0A6P3HHD7_BISBI
OG0004207	sp|P15408|FOSL2_HUMAN	tr|A0A6P3HHY2|A0A6P3HHY2_BISBI
OG0004208	sp|Q9GZT3|SLIRP_HUMAN	tr|A0A6P3HK01|A0A6P3HK01_BISBI
OG0004209	sp|Q9Y4A5|TRRAP_HUMAN	tr|A0A6P3HMZ3|A0A6P3HMZ3_BISBI
OG0004210	sp|P58876|H2B1D_HUMAN	tr|A0A6P3HRC7|A0A6P3HRC7_BISBI
OG0004211	sp|O14579|COPE_HUMAN	tr|A0A6P3HSI9|A0A6P3HSI9_BISBI
OG0004212	sp|Q8NCP5|ZBT44_HUMAN	tr|A0A6P3HUT4|A0A6P3HUT4_BISBI
OG0004213	sp|Q3MJ16|PA24E_HUMAN	tr|A0A6P3HUW8|A0A6P3HUW8_BISBI
OG0004214	sp|Q5VZ03|NXNL2_HUMAN	tr|A0A6P3HUY3|A0A6P3HUY3_BISBI
OG0004215	sp|Q9NSI8|SAMN1_HUMAN	tr|A0A6P3HVV8|A0A6P3HVV8_BISBI
OG0004216	sp|P84103|SRSF3_HUMAN	tr|A0A6P3HWP4|A0A6P3HWP4_BISBI
OG0004217	sp|Q9UMR7|CLC4A_HUMAN	tr|A0A6P3HYU8|A0A6P3HYU8_BISBI
OG0004218	sp|P55789|ALR_HUMAN	tr|A0A6P3I072|A0A6P3I072_BISBI
OG0004219	sp|P52209|6PGD_HUMAN	tr|A0A6P3I0J4|A0A6P3I0J4_BISBI
OG0004220	sp|Q5TA50|CPTP_HUMAN	tr|A0A6P3I0Z9|A0A6P3I0Z9_BISBI
OG0004221	sp|O43166|SI1L1_HUMAN	tr|A0A6P3I241|A0A6P3I241_BISBI
OG0004222	sp|Q00796|DHSO_HUMAN	tr|A0A6P3I545|A0A6P3I545_BISBI
OG0004223	sp|Q86XP0|PA24D_HUMAN	tr|A0A6P3I5W3|A0A6P3I5W3_BISBI
OG0004224	sp|Q9GZV8|PRD14_HUMAN	tr|A0A6P3I6I3|A0A6P3I6I3_BISBI
OG0004225	sp|Q8WXI8|CLC4D_HUMAN	tr|A0A6P3I7G7|A0A6P3I7G7_BISBI
OG0004226	sp|Q99496|RING2_HUMAN	tr|A0A6P3IA20|A0A6P3IA20_BISBI
OG0004227	sp|Q7Z745|MRO2B_HUMAN	tr|A0A6P3IBY5|A0A6P3IBY5_BISBI
OG0004228	sp|Q13794|APR_HUMAN	tr|A0A6P3IF07|A0A6P3IF07_BISBI
OG0004229	sp|Q13216|ERCC8_HUMAN	tr|A0A6P3IIL8|A0A6P3IIL8_BISBI
OG0004230	sp|Q5SWA1|PR15B_HUMAN	tr|A0A6P3IKQ0|A0A6P3IKQ0_BISBI
OG0004231	sp|O60239|3BP5_HUMAN	tr|A0A6P3IL46|A0A6P3IL46_BISBI
OG0004232	sp|Q00059|TFAM_HUMAN	tr|A0A6P3ILS1|A0A6P3ILS1_BISBI
OG0004233	sp|Q99811|PRRX2_HUMAN	tr|A0A6P3ILT3|A0A6P3ILT3_BISBI
OG0004234	sp|Q9BZI7|REN3B_HUMAN	tr|A0A6P3ILV9|A0A6P3ILV9_BISBI
OG0004235	sp|Q96G97|BSCL2_HUMAN	tr|A0A6P3IMM6|A0A6P3IMM6_BISBI
OG0004236	sp|Q9ULM3|YETS2_HUMAN	tr|A0A6P3IPP3|A0A6P3IPP3_BISBI
OG0004237	sp|P51114|FXR1_HUMAN	tr|A0A6P3IRZ8|A0A6P3IRZ8_BISBI
OG0004238	sp|Q86XJ0|CAHM3_HUMAN	tr|A0A6P3ITX9|A0A6P3ITX9_BISBI
OG0004239	sp|Q15257|PTPA_HUMAN	tr|A0A6P3ITY0|A0A6P3ITY0_BISBI
OG0004240	sp|O00767|SCD_HUMAN	tr|A0A6P3IU45|A0A6P3IU45_BISBI
OG0004241	sp|P55036|PSMD4_HUMAN	tr|A0A6P3IUL6|A0A6P3IUL6_BISBI
OG0004242	sp|Q8TAP6|CEP76_HUMAN	tr|A0A6P3IYD8|A0A6P3IYD8_BISBI
OG0004243	sp|P07988|PSPB_HUMAN	tr|A0A6P3J1P6|A0A6P3J1P6_BISBI
OG0004244	sp|O00237|RN103_HUMAN	tr|A0A6P3J1S5|A0A6P3J1S5_BISBI
OG0004245	sp|Q9NYP3|DONS_HUMAN	tr|A0A6P3J1Y1|A0A6P3J1Y1_BISBI
OG0004246	sp|Q9Y241|HIG1A_HUMAN	tr|A0A6P3J238|A0A6P3J238_BISBI
OG0004247	sp|Q7Z698|SPRE2_HUMAN	tr|A0A6P3J4W7|A0A6P3J4W7_BISBI
OG0004248	sp|Q14678|KANK1_HUMAN	tr|A0A6P3J5B4|A0A6P3J5B4_BISBI
OG0004249	sp|A0A1B0GVZ9|TM269_HUMAN	tr|A0A6P3JC29|A0A6P3JC29_BISBI
OG0004250	sp|P09669|COX6C_HUMAN	tr|A0A6P3JEP6|A0A6P3JEP6_BISBI
OG0004251	sp|P09912|IFI6_HUMAN	tr|A0A6P3GFY0|A0A6P3GFY0_BISBI
OG0004252	sp|Q9NZV5|SELN_HUMAN	tr|A0A6P3GG70|A0A6P3GG70_BISBI
OG0004253	sp|Q9Y6U7|RN215_HUMAN	tr|A0A6P3GKG8|A0A6P3GKG8_BISBI
OG0004254	sp|P18510|IL1RA_HUMAN	tr|A0A6P3GLH4|A0A6P3GLH4_BISBI
OG0004255	sp|P41587|VIPR2_HUMAN	tr|A0A6P3GLR6|A0A6P3GLR6_BISBI
OG0004256	sp|Q8WVC6|DCAKD_HUMAN	tr|A0A6P3GMH8|A0A6P3GMH8_BISBI
OG0004257	sp|Q8IW40|CC103_HUMAN	tr|A0A6P3GMI3|A0A6P3GMI3_BISBI
OG0004258	sp|Q05215|EGR4_HUMAN	tr|A0A6P3GMQ1|A0A6P3GMQ1_BISBI
OG0004259	sp|O75031|HSF2B_HUMAN	tr|A0A6P3GNX1|A0A6P3GNX1_BISBI
OG0004260	sp|Q9NPH0|PPA6_HUMAN	tr|A0A6P3GPV3|A0A6P3GPV3_BISBI
OG0004261	sp|Q13797|ITA9_HUMAN	tr|A0A6P3GVV5|A0A6P3GVV5_BISBI
OG0004262	sp|Q9BQ51|PD1L2_HUMAN	tr|A0A6P3GZ23|A0A6P3GZ23_BISBI
OG0004263	sp|Q96NL8|CF418_HUMAN	tr|A0A6P3GZK2|A0A6P3GZK2_BISBI
OG0004264	sp|Q49AJ0|F135B_HUMAN	tr|A0A6P3H1R8|A0A6P3H1R8_BISBI
OG0004265	sp|Q9ULJ3|ZBT21_HUMAN	tr|A0A6P3H405|A0A6P3H405_BISBI
OG0004266	sp|P32241|VIPR1_HUMAN	tr|A0A6P3H556|A0A6P3H556_BISBI
OG0004267	sp|Q8TD16|BICD2_HUMAN	tr|A0A6P3H567|A0A6P3H567_BISBI
OG0004268	sp|Q56NI9|ESCO2_HUMAN	tr|A0A6P3H778|A0A6P3H778_BISBI
OG0004269	sp|Q6ZR37|PKHG7_HUMAN	tr|A0A6P3H7G6|A0A6P3H7G6_BISBI
OG0004270	sp|Q16651|PRSS8_HUMAN	tr|A0A6P3H8N4|A0A6P3H8N4_BISBI
OG0004271	sp|Q9NRD0|FBX8_HUMAN	tr|A0A6P3H8X8|A0A6P3H8X8_BISBI
OG0004272	sp|O60437|PEPL_HUMAN	tr|A0A6P3H9K7|A0A6P3H9K7_BISBI
OG0004273	sp|Q6ZRS2|SRCAP_HUMAN	tr|A0A6P3HAR1|A0A6P3HAR1_BISBI
OG0004274	sp|Q6YN16|HSDL2_HUMAN	tr|A0A6P3HG26|A0A6P3HG26_BISBI
OG0004275	sp|O15060|ZBT39_HUMAN	tr|A0A6P3HG86|A0A6P3HG86_BISBI
OG0004276	sp|Q6P4R8|NFRKB_HUMAN	tr|A0A6P3HJN5|A0A6P3HJN5_BISBI
OG0004277	sp|P07305|H10_HUMAN	tr|A0A6P3HKU7|A0A6P3HKU7_BISBI
OG0004278	sp|Q7L0Y3|TM10C_HUMAN	tr|A0A6P3HM80|A0A6P3HM80_BISBI
OG0004279	sp|Q96B70|LENG9_HUMAN	tr|A0A6P3HMB7|A0A6P3HMB7_BISBI
OG0004280	sp|Q6UXD1|HRCT1_HUMAN	tr|A0A6P3HPD6|A0A6P3HPD6_BISBI
OG0004281	sp|P26006|ITA3_HUMAN	tr|A0A6P3HPG0|A0A6P3HPG0_BISBI
OG0004283	sp|Q96ST3|SIN3A_HUMAN	tr|A0A6P3HSY3|A0A6P3HSY3_BISBI
OG0004284	sp|Q53F19|NCBP3_HUMAN	tr|A0A6P3HT33|A0A6P3HT33_BISBI
OG0004285	sp|O75439|MPPB_HUMAN	tr|A0A6P3HUY2|A0A6P3HUY2_BISBI
OG0004286	sp|O15217|GSTA4_HUMAN	tr|A0A6P3HW81|A0A6P3HW81_BISBI
OG0004287	sp|Q6UWL6|KIRR2_HUMAN	tr|A0A6P3HXK2|A0A6P3HXK2_BISBI
OG0004288	sp|Q6PG37|ZN790_HUMAN	tr|A0A6P3HY80|A0A6P3HY80_BISBI
OG0004289	sp|Q8WXH0|SYNE2_HUMAN	tr|A0A6P3I0F2|A0A6P3I0F2_BISBI
OG0004290	sp|Q8N4E7|FTMT_HUMAN	tr|A0A6P3I174|A0A6P3I174_BISBI
OG0004291	sp|Q02224|CENPE_HUMAN	tr|A0A6P3I415|A0A6P3I415_BISBI
OG0004292	sp|Q9H4M7|PKHA4_HUMAN	tr|A0A6P3I7Q5|A0A6P3I7Q5_BISBI
OG0004293	sp|Q96DE5|APC16_HUMAN	tr|A0A6P3I7X7|A0A6P3I7X7_BISBI
OG0004294	sp|Q96GY3|LIN37_HUMAN	tr|A0A6P3I8X3|A0A6P3I8X3_BISBI
OG0004295	sp|O14776|TCRG1_HUMAN	tr|A0A6P3IAL2|A0A6P3IAL2_BISBI
OG0004296	sp|Q9GZQ4|NMUR2_HUMAN	tr|A0A6P3IAS3|A0A6P3IAS3_BISBI
OG0004297	sp|Q16719|KYNU_HUMAN	tr|A0A6P3IBV3|A0A6P3IBV3_BISBI
OG0004298	sp|P41161|ETV5_HUMAN	tr|A0A6P3IC72|A0A6P3IC72_BISBI
OG0004299	sp|A6NLE4|SIM23_HUMAN	tr|A0A6P3ICZ7|A0A6P3ICZ7_BISBI
OG0004300	sp|Q9BW27|NUP85_HUMAN	tr|A0A6P3IJB6|A0A6P3IJB6_BISBI
OG0004301	sp|Q99570|PI3R4_HUMAN	tr|A0A6P3IL51|A0A6P3IL51_BISBI
OG0004302	sp|P62753|RS6_HUMAN	tr|A0A6P3IM73|A0A6P3IM73_BISBI
OG0004303	sp|O43597|SPY2_HUMAN	tr|A0A6P3IMX4|A0A6P3IMX4_BISBI
OG0004304	sp|Q6ZP82|CC141_HUMAN	tr|A0A6P3IUS0|A0A6P3IUS0_BISBI
OG0004305	sp|O75569|PRKRA_HUMAN	tr|A0A6P3IUT6|A0A6P3IUT6_BISBI
OG0004306	sp|Q9H467|CUED2_HUMAN	tr|A0A6P3IZ97|A0A6P3IZ97_BISBI
OG0004307	sp|Q4L235|ACSF4_HUMAN	tr|A0A6P3IZY3|A0A6P3IZY3_BISBI
OG0004308	sp|P28838|AMPL_HUMAN	tr|A0A6P3J1E4|A0A6P3J1E4_BISBI
OG0004309	sp|Q01658|NC2B_HUMAN	tr|A0A6P3J280|A0A6P3J280_BISBI
OG0004310	sp|P22061|PIMT_HUMAN	tr|A0A6P3J2Q8|A0A6P3J2Q8_BISBI
OG0004311	sp|Q13315|ATM_HUMAN	tr|A0A6P3JAQ5|A0A6P3JAQ5_BISBI
OG0004312	sp|Q969L2|MAL2_HUMAN	tr|A0A6P3JED0|A0A6P3JED0_BISBI
OG0004313	sp|Q86Y39|NDUAB_HUMAN	tr|A0A6P3GIN9|A0A6P3GIN9_BISBI
OG0004314	sp|Q8NDH2|CC168_HUMAN	tr|A0A6P3GK37|A0A6P3GK37_BISBI
OG0004315	sp|Q5ZPR3|CD276_HUMAN	tr|A0A6P3GSQ8|A0A6P3GSQ8_BISBI
OG0004316	sp|Q5TC63|GRTP1_HUMAN	tr|A0A6P3GST1|A0A6P3GST1_BISBI
OG0004317	sp|Q9UBD5|ORC3_HUMAN	tr|A0A6P3H1F7|A0A6P3H1F7_BISBI
OG0004318	sp|Q6PIZ9|TRAT1_HUMAN	tr|A0A6P3H4A0|A0A6P3H4A0_BISBI
OG0004319	sp|P50583|AP4A_HUMAN	tr|A0A6P3H8H8|A0A6P3H8H8_BISBI
OG0004320	sp|Q13347|EIF3I_HUMAN	tr|A0A6P3H9J6|A0A6P3H9J6_BISBI
OG0004321	sp|P31146|COR1A_HUMAN	tr|A0A6P3HAL6|A0A6P3HAL6_BISBI
OG0004322	sp|P43308|SSRB_HUMAN	tr|A0A6P3HDB9|A0A6P3HDB9_BISBI
OG0004323	sp|Q86VW2|ARHGP_HUMAN	tr|A0A6P3HEA3|A0A6P3HEA3_BISBI
OG0004324	sp|Q9H6J7|CSTP1_HUMAN	tr|A0A6P3HEL9|A0A6P3HEL9_BISBI
OG0004325	sp|P52630|STAT2_HUMAN	tr|A0A6P3HG03|A0A6P3HG03_BISBI
OG0004326	sp|Q9BYC9|RM20_HUMAN	tr|A0A6P3HH16|A0A6P3HH16_BISBI
OG0004327	sp|Q8NGV5|O13D1_HUMAN	tr|A0A6P3HHY9|A0A6P3HHY9_BISBI
OG0004328	sp|Q8IWK6|AGRA3_HUMAN	tr|A0A6P3HI26|A0A6P3HI26_BISBI
OG0004329	sp|Q8NFK1|CXG3_HUMAN	tr|A0A6P3HL04|A0A6P3HL04_BISBI
OG0004330	sp|P54098|DPOG1_HUMAN	tr|A0A6P3HLP8|A0A6P3HLP8_BISBI
OG0004331	sp|Q9UGY1|NOL12_HUMAN	tr|A0A6P3HLR4|A0A6P3HLR4_BISBI
OG0004332	sp|O75127|PTCD1_HUMAN	tr|A0A6P3HMY4|A0A6P3HMY4_BISBI
OG0004333	sp|Q8N2Y8|RUSC2_HUMAN	tr|A0A6P3HPK3|A0A6P3HPK3_BISBI
OG0004334	sp|Q9BSW2|EFC4B_HUMAN	tr|A0A6P3HW52|A0A6P3HW52_BISBI
OG0004335	sp|Q9BYD6|RM01_HUMAN	tr|A0A6P3HY14|A0A6P3HY14_BISBI
OG0004337	sp|O60258|FGF17_HUMAN	tr|A0A6P3HYW8|A0A6P3HYW8_BISBI
OG0004338	sp|Q13433|S39A6_HUMAN	tr|A0A6P3HZN6|A0A6P3HZN6_BISBI
OG0004339	sp|Q9BYE9|CDHR2_HUMAN	tr|A0A6P3HZY1|A0A6P3HZY1_BISBI
OG0004340	sp|Q6P4H8|ACKMT_HUMAN	tr|A0A6P3I2F0|A0A6P3I2F0_BISBI
OG0004341	sp|Q9NWN3|FBX34_HUMAN	tr|A0A6P3I2L1|A0A6P3I2L1_BISBI
OG0004342	sp|Q99988|GDF15_HUMAN	tr|A0A6P3I3V6|A0A6P3I3V6_BISBI
OG0004343	sp|Q96BJ8|ELMO3_HUMAN	tr|A0A6P3I3V7|A0A6P3I3V7_BISBI
OG0004344	sp|Q96RL7|VP13A_HUMAN	tr|A0A6P3I449|A0A6P3I449_BISBI
OG0004345	sp|Q9BV81|EMC6_HUMAN	tr|A0A6P3I4F0|A0A6P3I4F0_BISBI
OG0004346	sp|Q5TFG8|ZC21B_HUMAN	tr|A0A6P3I578|A0A6P3I578_BISBI
OG0004347	sp|Q8IZ83|A16A1_HUMAN	tr|A0A6P3I7S7|A0A6P3I7S7_BISBI
OG0004348	sp|Q15836|VAMP3_HUMAN	tr|A0A6P3I909|A0A6P3I909_BISBI
OG0004349	sp|Q9UJP4|KLH21_HUMAN	tr|A0A6P3I914|A0A6P3I914_BISBI
OG0004350	sp|Q8IYT1|GAR4_HUMAN	tr|A0A6P3I9W4|A0A6P3I9W4_BISBI
OG0004351	sp|Q6ZVT0|TTL10_HUMAN	tr|A0A6P3ICH5|A0A6P3ICH5_BISBI
OG0004352	sp|A1X283|SPD2B_HUMAN	tr|A0A6P3ICN7|A0A6P3ICN7_BISBI
OG0004353	sp|Q14697|GANAB_HUMAN	tr|A0A6P3ICP7|A0A6P3ICP7_BISBI
OG0004354	sp|Q6NTF9|RHBD2_HUMAN	tr|A0A6P3IDQ5|A0A6P3IDQ5_BISBI
OG0004355	sp|Q9H7U1|CCSE2_HUMAN	tr|A0A6P3IDX2|A0A6P3IDX2_BISBI
OG0004356	sp|Q13951|PEBB_HUMAN	tr|A0A6P3IEU2|A0A6P3IEU2_BISBI
OG0004357	sp|A9Z1Z3|FR1L4_HUMAN	tr|A0A6P3IFW2|A0A6P3IFW2_BISBI
OG0004358	sp|Q9Y6H3|ATP23_HUMAN	tr|A0A6P3IGE1|A0A6P3IGE1_BISBI
OG0004359	sp|O96008|TOM40_HUMAN	tr|A0A6P3IGE8|A0A6P3IGE8_BISBI
OG0004360	sp|O75792|RNH2A_HUMAN	tr|A0A6P3IH70|A0A6P3IH70_BISBI
OG0004362	sp|Q8N1S5|S39AB_HUMAN	tr|A0A6P3IJ48|A0A6P3IJ48_BISBI
OG0004363	sp|Q02246|CNTN2_HUMAN	tr|A0A6P3IKQ6|A0A6P3IKQ6_BISBI
OG0004364	sp|Q9Y6W3|CAN7_HUMAN	tr|A0A6P3IL45|A0A6P3IL45_BISBI
OG0004365	sp|Q8WWF8|CAPSL_HUMAN	tr|A0A6P3IM41|A0A6P3IM41_BISBI
OG0004366	sp|Q96FF7|MISP3_HUMAN	tr|A0A6P3IP66|A0A6P3IP66_BISBI
OG0004367	sp|Q8N3J6|CADM2_HUMAN	tr|A0A6P3IPT3|A0A6P3IPT3_BISBI
OG0004368	sp|P31260|HXA10_HUMAN	tr|A0A6P3IRD4|A0A6P3IRD4_BISBI
OG0004369	sp|Q9NQ30|ESM1_HUMAN	tr|A0A6P3ITL7|A0A6P3ITL7_BISBI
OG0004370	sp|Q99759|M3K3_HUMAN	tr|A0A6P3IUA6|A0A6P3IUA6_BISBI
OG0004371	sp|Q8WXI3|ASB10_HUMAN	tr|A0A6P3IVL4|A0A6P3IVL4_BISBI
OG0004372	sp|Q01459|DIAC_HUMAN	tr|A0A6P3IW85|A0A6P3IW85_BISBI
OG0004373	sp|Q16513|PKN2_HUMAN	tr|A0A6P3IWD5|A0A6P3IWD5_BISBI
OG0004374	sp|Q96I82|KAZD1_HUMAN	tr|A0A6P3IZT4|A0A6P3IZT4_BISBI
OG0004375	sp|Q5W5W9|RES18_HUMAN	tr|A0A6P3J7Z9|A0A6P3J7Z9_BISBI
OG0004376	sp|Q96QE5|TEFM_HUMAN	tr|A0A6P3J8M9|A0A6P3J8M9_BISBI
OG0004377	sp|A5PLL1|AN34B_HUMAN	tr|A0A6P3JAL1|A0A6P3JAL1_BISBI
OG0004378	sp|Q8WTX7|CAST1_HUMAN	tr|A0A6P3G5X9|A0A6P3G5X9_BISBI
OG0004379	sp|Q5T7P8|SYT6_HUMAN	tr|A0A6P3GBJ1|A0A6P3GBJ1_BISBI
OG0004380	sp|Q86V35|CABP7_HUMAN	tr|A0A6P3GC35|A0A6P3GC35_BISBI
OG0004381	sp|Q9H1I8|ASCC2_HUMAN	tr|A0A6P3GKN0|A0A6P3GKN0_BISBI
OG0004382	sp|Q9H1H1|GTSFL_HUMAN	tr|A0A6P3GLS5|A0A6P3GLS5_BISBI
OG0004383	sp|B2RTY4|MYO9A_HUMAN	tr|A0A6P3GMN3|A0A6P3GMN3_BISBI
OG0004384	sp|Q9Y316|MEMO1_HUMAN	tr|A0A6P3GN10|A0A6P3GN10_BISBI
OG0004385	sp|P04066|FUCO_HUMAN	tr|A0A6P3GPD7|A0A6P3GPD7_BISBI
OG0004386	sp|P29144|TPP2_HUMAN	tr|A0A6P3GTK0|A0A6P3GTK0_BISBI
OG0004387	sp|Q8TBF8|FA81A_HUMAN	tr|A0A6P3GUU4|A0A6P3GUU4_BISBI
OG0004388	sp|Q9HD34|LYRM4_HUMAN	tr|A0A6P3GWN7|A0A6P3GWN7_BISBI
OG0004389	sp|P06400|RB_HUMAN	tr|A0A6P3GZQ4|A0A6P3GZQ4_BISBI
OG0004390	sp|P52594|AGFG1_HUMAN	tr|A0A6P3H0B0|A0A6P3H0B0_BISBI
OG0004391	sp|Q9NU23|LYRM2_HUMAN	tr|A0A6P3H357|A0A6P3H357_BISBI
OG0004392	sp|Q8WVX3|CD003_HUMAN	tr|A0A6P3H3Z9|A0A6P3H3Z9_BISBI
OG0004393	sp|Q96EH3|MASU1_HUMAN	tr|A0A6P3H5Z8|A0A6P3H5Z8_BISBI
OG0004394	sp|Q96BD0|SO4A1_HUMAN	tr|A0A6P3H8N8|A0A6P3H8N8_BISBI
OG0004395	sp|Q96RR4|KKCC2_HUMAN	tr|A0A6P3H940|A0A6P3H940_BISBI
OG0004396	sp|Q5EBL4|RIPL1_HUMAN	tr|A0A6P3HBL4|A0A6P3HBL4_BISBI
OG0004397	sp|Q9UQF2|JIP1_HUMAN	tr|A0A6P3HEV2|A0A6P3HEV2_BISBI
OG0004398	sp|Q7Z404|TMC4_HUMAN	tr|A0A6P3HGH3|A0A6P3HGH3_BISBI
OG0004399	sp|Q9UDV7|ZN282_HUMAN	tr|A0A6P3HH04|A0A6P3HH04_BISBI
OG0004400	sp|P08473|NEP_HUMAN	tr|A0A6P3HKW8|A0A6P3HKW8_BISBI
OG0004401	sp|Q9BXW9|FACD2_HUMAN	tr|A0A6P3HLT2|A0A6P3HLT2_BISBI
OG0004402	sp|Q8TAM2|TTC8_HUMAN	tr|A0A6P3HLX8|A0A6P3HLX8_BISBI
OG0004403	sp|Q0VAM2|RGF1B_HUMAN	tr|A0A6P3HNF6|A0A6P3HNF6_BISBI
OG0004404	sp|O96000|NDUBA_HUMAN	tr|A0A6P3HP59|A0A6P3HP59_BISBI
OG0004405	sp|Q96A29|FUCT1_HUMAN	tr|A0A6P3HQ15|A0A6P3HQ15_BISBI
OG0004406	sp|Q96IV0|NGLY1_HUMAN	tr|A0A6P3HQ31|A0A6P3HQ31_BISBI
OG0004407	sp|Q6ZQW0|I23O2_HUMAN	tr|A0A6P3HQ78|A0A6P3HQ78_BISBI
OG0004408	sp|Q5GH70|XKR9_HUMAN	tr|A0A6P3HRN8|A0A6P3HRN8_BISBI
OG0004409	sp|Q96FT9|IFT43_HUMAN	tr|A0A6P3HTV9|A0A6P3HTV9_BISBI
OG0004410	sp|Q15596|NCOA2_HUMAN	tr|A0A6P3HVE1|A0A6P3HVE1_BISBI
OG0004411	sp|Q5T9G4|ARM12_HUMAN	tr|A0A6P3HWI2|A0A6P3HWI2_BISBI
OG0004412	sp|Q86SQ6|AGRA1_HUMAN	tr|A0A6P3HXY0|A0A6P3HXY0_BISBI
OG0004413	sp|O15061|SYNEM_HUMAN	tr|A0A6P3HXY2|A0A6P3HXY2_BISBI
OG0004414	sp|Q8N2K1|UB2J2_HUMAN	tr|A0A6P3I1F0|A0A6P3I1F0_BISBI
OG0004415	sp|Q99729|ROAA_HUMAN	tr|A0A6P3I1P4|A0A6P3I1P4_BISBI
OG0004416	sp|Q6UWN8|ISK6_HUMAN	tr|A0A6P3I271|A0A6P3I271_BISBI
OG0004417	sp|Q86YD1|PTOV1_HUMAN	tr|A0A6P3IAM9|A0A6P3IAM9_BISBI
OG0004418	sp|O95704|APBB3_HUMAN	tr|A0A6P3ICU4|A0A6P3ICU4_BISBI
OG0004419	sp|Q9HBI5|CC014_HUMAN	tr|A0A6P3IDA9|A0A6P3IDA9_BISBI
OG0004420	sp|Q9BW04|SARG_HUMAN	tr|A0A6P3IDE6|A0A6P3IDE6_BISBI
OG0004421	sp|Q8NCY6|MSD4_HUMAN	tr|A0A6P3IGC8|A0A6P3IGC8_BISBI
OG0004422	sp|Q9BQ61|TRIR_HUMAN	tr|A0A6P3IHD9|A0A6P3IHD9_BISBI
OG0004423	sp|Q9H7C9|AAMDC_HUMAN	tr|A0A6P3IHX1|A0A6P3IHX1_BISBI
OG0004424	sp|P49770|EI2BB_HUMAN	tr|A0A6P3II39|A0A6P3II39_BISBI
OG0004425	sp|Q5T8A7|PPR26_HUMAN	tr|A0A6P3IJY6|A0A6P3IJY6_BISBI
OG0004426	sp|P01042|KNG1_HUMAN	tr|A0A6P3IMD9|A0A6P3IMD9_BISBI
OG0004427	sp|P22304|IDS_HUMAN	tr|A0A6P3INY3|A0A6P3INY3_BISBI
OG0004428	sp|P35658|NU214_HUMAN	tr|A0A6P3ISN4|A0A6P3ISN4_BISBI
OG0004429	sp|P23945|FSHR_HUMAN	tr|A0A6P3ISR9|A0A6P3ISR9_BISBI
OG0004430	sp|Q4G0N7|F229B_HUMAN	tr|A0A6P3IT82|A0A6P3IT82_BISBI
OG0004431	sp|Q5M9Q1|NKAPL_HUMAN	tr|A0A6P3IVZ7|A0A6P3IVZ7_BISBI
OG0004432	sp|Q6ZVH7|ESPNL_HUMAN	tr|A0A6P3J1B9|A0A6P3J1B9_BISBI
OG0004433	sp|Q8TEW8|PAR3L_HUMAN	tr|A0A6P3J7D5|A0A6P3J7D5_BISBI
OG0004434	sp|Q9NX04|CA109_HUMAN	tr|A0A6P3JAI9|A0A6P3JAI9_BISBI
OG0004435	sp|Q6QHK4|FIGLA_HUMAN	tr|A0A6P3G949|A0A6P3G949_BISBI
OG0004436	sp|Q9BXU0|TEX12_HUMAN	tr|A0A6P3GGD3|A0A6P3GGD3_BISBI
OG0004437	sp|P21731|TA2R_HUMAN	tr|A0A6P3GIU8|A0A6P3GIU8_BISBI
OG0004438	sp|Q13651|I10R1_HUMAN	tr|A0A6P3GPV1|A0A6P3GPV1_BISBI
OG0004439	sp|Q9Y484|WIPI4_HUMAN	tr|A0A6P3GSK4|A0A6P3GSK4_BISBI
