Orthogroup	Homo_sapiens	Equus_asinus_asinus
OG0004763	sp|Q16854|DGUOK_HUMAN	tr|A0A8C4M2G8|A0A8C4M2G8_EQUAS
OG0004764	sp|P57052|RBM11_HUMAN	tr|A0A8C4M4D7|A0A8C4M4D7_EQUAS
OG0004765	sp|Q86VF7|NRAP_HUMAN	tr|A0A8C4M4Z7|A0A8C4M4Z7_EQUAS
OG0004766	sp|Q86YW0|PLCZ1_HUMAN	tr|A0A8C4M7E8|A0A8C4M7E8_EQUAS
OG0004767	sp|O43301|HS12A_HUMAN	tr|A0A8C4M7K2|A0A8C4M7K2_EQUAS
OG0004768	sp|P48167|GLRB_HUMAN	tr|A0A8C4M809|A0A8C4M809_EQUAS
OG0004769	sp|Q5XKK7|F219B_HUMAN	tr|A0A8C4M8B2|A0A8C4M8B2_EQUAS
OG0004770	sp|Q8IZL9|CDK20_HUMAN	tr|A0A8C4M8F8|A0A8C4M8F8_EQUAS
OG0004771	sp|Q9H6S0|YTDC2_HUMAN	tr|A0A8C4M8N3|A0A8C4M8N3_EQUAS
OG0004772	sp|Q8WUX2|CHAC2_HUMAN	tr|A0A8C4M9L8|A0A8C4M9L8_EQUAS
OG0004773	sp|Q01201|RELB_HUMAN	tr|A0A8C4M9X4|A0A8C4M9X4_EQUAS
OG0004774	sp|O60271|JIP4_HUMAN	tr|A0A8C4MCN1|A0A8C4MCN1_EQUAS
OG0004775	sp|Q9UQ49|NEUR3_HUMAN	tr|A0A8C4MET7|A0A8C4MET7_EQUAS
OG0004776	sp|Q9Y2M5|KLH20_HUMAN	tr|A0A8C4MGG5|A0A8C4MGG5_EQUAS
OG0004777	sp|P28329|CLAT_HUMAN	tr|A0A8C4MLC2|A0A8C4MLC2_EQUAS
OG0004778	sp|P04637|P53_HUMAN	tr|A0A8C4MNX9|A0A8C4MNX9_EQUAS
OG0004779	sp|Q9P203|BTBD7_HUMAN	tr|A0A8C4MRV3|A0A8C4MRV3_EQUAS
OG0004780	sp|Q9H7P6|MB12B_HUMAN	tr|A0A8C4MT12|A0A8C4MT12_EQUAS
OG0004781	sp|Q6UXB8|PI16_HUMAN	tr|A0A8C4MTU0|A0A8C4MTU0_EQUAS
OG0004782	sp|Q92917|GPKOW_HUMAN	tr|A0A8C4MUL3|A0A8C4MUL3_EQUAS
OG0004783	sp|P07202|PERT_HUMAN	tr|A0A8C4MW63|A0A8C4MW63_EQUAS
OG0004784	sp|Q9Y4A8|NF2L3_HUMAN	tr|A0A8C4MWE3|A0A8C4MWE3_EQUAS
OG0004785	sp|Q9NWS1|PARI_HUMAN	tr|A0A8C4MY30|A0A8C4MY30_EQUAS
OG0004786	sp|Q9BX82|ZN471_HUMAN	tr|A0A8C4MZ62|A0A8C4MZ62_EQUAS
OG0004787	sp|Q9BRR3|PGAP4_HUMAN	tr|A0A8C4N029|A0A8C4N029_EQUAS
OG0004788	sp|Q9Y5Z7|HCFC2_HUMAN	tr|A0A8C4N0F6|A0A8C4N0F6_EQUAS
OG0004789	sp|P20929|NEBU_HUMAN	tr|A0A8C4N127|A0A8C4N127_EQUAS
OG0004790	sp|Q9BYT1|S17A9_HUMAN	tr|A0A8C4N196|A0A8C4N196_EQUAS
OG0004791	sp|P49715|CEBPA_HUMAN	tr|A0A8C4N2X9|A0A8C4N2X9_EQUAS
OG0004793	sp|Q9Y5I7|CLD16_HUMAN	tr|A0A8C4PF31|A0A8C4PF31_EQUAS
OG0004794	sp|Q8N554|ZN276_HUMAN	tr|A0A8C4PFS4|A0A8C4PFS4_EQUAS
OG0004795	sp|Q7Z7B0|FLIP1_HUMAN	tr|A0A8C4PGK2|A0A8C4PGK2_EQUAS
OG0004796	sp|Q6IMN6|CAPR2_HUMAN	tr|A0A8C4PIX8|A0A8C4PIX8_EQUAS
OG0004797	sp|Q9NVR0|KLH11_HUMAN	tr|A0A8C4PJD6|A0A8C4PJD6_EQUAS
OG0004798	sp|A0A1B0GVG6|TEX54_HUMAN	tr|A0A8C4PMD0|A0A8C4PMD0_EQUAS
OG0004799	sp|P17661|DESM_HUMAN	tr|A0A8C4PMN6|A0A8C4PMN6_EQUAS
OG0004800	sp|P23763|VAMP1_HUMAN	tr|A0A8C4PR37|A0A8C4PR37_EQUAS
OG0004801	sp|Q9Y3D8|KAD6_HUMAN	tr|A0A8C4PRZ8|A0A8C4PRZ8_EQUAS
OG0004802	sp|Q96M98|PACRG_HUMAN	tr|A0A8C4PTJ0|A0A8C4PTJ0_EQUAS
OG0004803	sp|Q9BV10|ALG12_HUMAN	tr|A0A8C4PUD6|A0A8C4PUD6_EQUAS
OG0004804	sp|Q8NCL9|APCDL_HUMAN	tr|A0A8C4PVJ0|A0A8C4PVJ0_EQUAS
OG0004805	sp|Q9H013|ADA19_HUMAN	tr|A0A8C4KSN4|A0A8C4KSN4_EQUAS
OG0004806	sp|Q8TDF6|GRP4_HUMAN	tr|A0A8C4KZ38|A0A8C4KZ38_EQUAS
OG0004807	sp|Q92959|SO2A1_HUMAN	tr|A0A8C4L166|A0A8C4L166_EQUAS
OG0004808	sp|Q92786|PROX1_HUMAN	tr|A0A8C4L3L8|A0A8C4L3L8_EQUAS
OG0004809	sp|Q8IV45|UN5CL_HUMAN	tr|A0A8C4L7I3|A0A8C4L7I3_EQUAS
OG0004810	sp|Q8IYK2|CC105_HUMAN	tr|A0A8C4L7U6|A0A8C4L7U6_EQUAS
OG0004811	sp|Q9H583|HEAT1_HUMAN	tr|A0A8C4L911|A0A8C4L911_EQUAS
OG0004812	sp|O43934|MFS11_HUMAN	tr|A0A8C4L9J1|A0A8C4L9J1_EQUAS
OG0004813	sp|O00193|SMAP_HUMAN	tr|A0A8C4LAM7|A0A8C4LAM7_EQUAS
OG0004814	sp|Q7Z5M5|TMC3_HUMAN	tr|A0A8C4LEI7|A0A8C4LEI7_EQUAS
OG0004815	sp|Q49AR2|CE022_HUMAN	tr|A0A8C4LEV2|A0A8C4LEV2_EQUAS
OG0004816	sp|O95218|ZRAB2_HUMAN	tr|A0A8C4LFC5|A0A8C4LFC5_EQUAS
OG0004817	sp|O43143|DHX15_HUMAN	tr|A0A8C4LFX3|A0A8C4LFX3_EQUAS
OG0004818	sp|P48165|CXA8_HUMAN	tr|A0A8C4LGI4|A0A8C4LGI4_EQUAS
OG0004819	sp|P00441|SODC_HUMAN	tr|A0A8C4LGS1|A0A8C4LGS1_EQUAS
OG0004820	sp|Q9H0W7|THAP2_HUMAN	tr|A0A8C4LGU9|A0A8C4LGU9_EQUAS
OG0004821	sp|Q9HBB8|CDHR5_HUMAN	tr|A0A8C4LI22|A0A8C4LI22_EQUAS
OG0004822	sp|Q7L2E3|DHX30_HUMAN	tr|A0A8C4LIA0|A0A8C4LIA0_EQUAS
OG0004823	sp|Q8NCJ5|SPRY3_HUMAN	tr|A0A8C4LNF6|A0A8C4LNF6_EQUAS
OG0004824	sp|Q9UM73|ALK_HUMAN	tr|A0A8C4LNW5|A0A8C4LNW5_EQUAS
OG0004825	sp|P06401|PRGR_HUMAN	tr|A0A8C4LRW6|A0A8C4LRW6_EQUAS
OG0004826	sp|O43924|PDE6D_HUMAN	tr|A0A8C4LSZ2|A0A8C4LSZ2_EQUAS
OG0004827	sp|Q9P0M2|AKA7G_HUMAN	tr|A0A8C4LTA4|A0A8C4LTA4_EQUAS
OG0004828	sp|Q9HAS0|NJMU_HUMAN	tr|A0A8C4LTI9|A0A8C4LTI9_EQUAS
OG0004829	sp|O60936|NOL3_HUMAN	tr|A0A8C4LU74|A0A8C4LU74_EQUAS
OG0004830	sp|Q8TEB1|DCA11_HUMAN	tr|A0A8C4LUD4|A0A8C4LUD4_EQUAS
OG0004831	sp|Q9NQE7|TSSP_HUMAN	tr|A0A8C4LZ10|A0A8C4LZ10_EQUAS
OG0004832	sp|Q96MC2|DRC1_HUMAN	tr|A0A8C4M0D3|A0A8C4M0D3_EQUAS
OG0004833	sp|Q96AB6|NTAN1_HUMAN	tr|A0A8C4M129|A0A8C4M129_EQUAS
OG0004834	sp|Q8NBS9|TXND5_HUMAN	tr|A0A8C4M4N2|A0A8C4M4N2_EQUAS
OG0004835	sp|Q96E52|OMA1_HUMAN	tr|A0A8C4M5J0|A0A8C4M5J0_EQUAS
OG0004836	sp|Q53FT3|HIKES_HUMAN	tr|A0A8C4M760|A0A8C4M760_EQUAS
OG0004837	sp|Q9Y3C7|MED31_HUMAN	tr|A0A8C4M7E7|A0A8C4M7E7_EQUAS
OG0004838	sp|O14683|P5I11_HUMAN	tr|A0A8C4M8T5|A0A8C4M8T5_EQUAS
OG0004839	sp|P52429|DGKE_HUMAN	tr|A0A8C4MDB1|A0A8C4MDB1_EQUAS
OG0004840	sp|Q5T0N1|CFA70_HUMAN	tr|A0A8C4MEG3|A0A8C4MEG3_EQUAS
OG0004841	sp|Q86UQ4|ABCAD_HUMAN	tr|A0A8C4MFD7|A0A8C4MFD7_EQUAS
OG0004842	sp|A6NNB3|IFM5_HUMAN	tr|A0A8C4MFG6|A0A8C4MFG6_EQUAS
OG0004843	sp|Q96S06|LMF1_HUMAN	tr|A0A8C4MH51|A0A8C4MH51_EQUAS
OG0004844	sp|Q53GD3|CTL4_HUMAN	tr|A0A8C4MID5|A0A8C4MID5_EQUAS
OG0004845	sp|Q96RS0|TGS1_HUMAN	tr|A0A8C4MJP5|A0A8C4MJP5_EQUAS
OG0004846	sp|Q5T7V8|GORAB_HUMAN	tr|A0A8C4MKI5|A0A8C4MKI5_EQUAS
OG0004847	sp|Q14103|HNRPD_HUMAN	tr|A0A8C4MKT7|A0A8C4MKT7_EQUAS
OG0004848	sp|Q13261|I15RA_HUMAN	tr|A0A8C4MKV9|A0A8C4MKV9_EQUAS
OG0004849	sp|O43448|KCAB3_HUMAN	tr|A0A8C4MN15|A0A8C4MN15_EQUAS
OG0004850	sp|P0CW18|PRS56_HUMAN	tr|A0A8C4MNS5|A0A8C4MNS5_EQUAS
OG0004851	sp|P79522|PRR3_HUMAN	tr|A0A8C4MSE1|A0A8C4MSE1_EQUAS
OG0004852	sp|Q4G1C9|GRPL2_HUMAN	tr|A0A8C4MU12|A0A8C4MU12_EQUAS
OG0004853	sp|A6PVC2|TTLL8_HUMAN	tr|A0A8C4MU23|A0A8C4MU23_EQUAS
OG0004854	sp|Q96GX2|A7L3B_HUMAN	tr|A0A8C4MUQ4|A0A8C4MUQ4_EQUAS
OG0004855	sp|Q9H0A0|NAT10_HUMAN	tr|A0A8C4MVX3|A0A8C4MVX3_EQUAS
OG0004856	sp|O95631|NET1_HUMAN	tr|A0A8C4N0Z0|A0A8C4N0Z0_EQUAS
OG0004857	sp|Q8IYL3|CA174_HUMAN	tr|A0A8C4N3L0|A0A8C4N3L0_EQUAS
OG0004858	sp|Q9H0F5|RNF38_HUMAN	tr|A0A8C4PEV9|A0A8C4PEV9_EQUAS
OG0004859	sp|Q8IV13|CCNJL_HUMAN	tr|A0A8C4PFA8|A0A8C4PFA8_EQUAS
OG0004860	sp|Q9NWR8|MCUB_HUMAN	tr|A0A8C4PHW5|A0A8C4PHW5_EQUAS
OG0004861	sp|Q8NFI3|ENASE_HUMAN	tr|A0A8C4PHX4|A0A8C4PHX4_EQUAS
OG0004862	sp|Q4G0X4|KCD21_HUMAN	tr|A0A8C4PP33|A0A8C4PP33_EQUAS
OG0004863	sp|Q6NS38|ALKB2_HUMAN	tr|A0A8C4PPL8|A0A8C4PPL8_EQUAS
OG0004864	sp|Q9NVH1|DJC11_HUMAN	tr|A0A8C4PUK3|A0A8C4PUK3_EQUAS
OG0004865	sp|Q7Z410|TMPS9_HUMAN	tr|A0A8C4PV32|A0A8C4PV32_EQUAS
OG0004866	sp|Q5W0U4|BSPRY_HUMAN	tr|A0A8C4PVH2|A0A8C4PVH2_EQUAS
OG0004867	sp|Q9Y421|FA32A_HUMAN	tr|A0A8C4KTV6|A0A8C4KTV6_EQUAS
OG0004868	sp|P48067|SC6A9_HUMAN	tr|A0A8C4KUP9|A0A8C4KUP9_EQUAS
OG0004869	sp|Q96QV1|HHIP_HUMAN	tr|A0A8C4KV45|A0A8C4KV45_EQUAS
OG0004870	sp|O15503|INSI1_HUMAN	tr|A0A8C4KVB4|A0A8C4KVB4_EQUAS
OG0004871	sp|Q99584|S10AD_HUMAN	tr|A0A8C4KX92|A0A8C4KX92_EQUAS
OG0004872	sp|O15265|ATX7_HUMAN	tr|A0A8C4KXG8|A0A8C4KXG8_EQUAS
OG0004873	sp|O75347|TBCA_HUMAN	tr|A0A8C4L204|A0A8C4L204_EQUAS
OG0004874	sp|Q8NCW6|GLT11_HUMAN	tr|A0A8C4L4C8|A0A8C4L4C8_EQUAS
OG0004875	sp|Q99742|NPAS1_HUMAN	tr|A0A8C4L7V8|A0A8C4L7V8_EQUAS
OG0004876	sp|Q6PD74|AAGAB_HUMAN	tr|A0A8C4L9B2|A0A8C4L9B2_EQUAS
OG0004877	sp|Q6ZWK4|RHEX_HUMAN	tr|A0A8C4L9P5|A0A8C4L9P5_EQUAS
OG0004878	sp|Q9UHF0|TKNK_HUMAN	tr|A0A8C4LAJ0|A0A8C4LAJ0_EQUAS
OG0004879	sp|P41214|EIF2D_HUMAN	tr|A0A8C4LCJ4|A0A8C4LCJ4_EQUAS
OG0004880	sp|Q6JEL2|KLH10_HUMAN	tr|A0A8C4LDB6|A0A8C4LDB6_EQUAS
OG0004881	sp|O95372|LYPA2_HUMAN	tr|A0A8C4LDH5|A0A8C4LDH5_EQUAS
OG0004882	sp|Q9UI26|IPO11_HUMAN	tr|A0A8C4LE90|A0A8C4LE90_EQUAS
OG0004883	sp|Q16518|RPE65_HUMAN	tr|A0A8C4LFH0|A0A8C4LFH0_EQUAS
OG0004884	sp|P53805|RCAN1_HUMAN	tr|A0A8C4LH18|A0A8C4LH18_EQUAS
OG0004885	sp|Q9HA64|KT3K_HUMAN	tr|A0A8C4LI88|A0A8C4LI88_EQUAS
OG0004886	sp|Q8N136|DAW1_HUMAN	tr|A0A8C4LIK7|A0A8C4LIK7_EQUAS
OG0004887	sp|P08567|PLEK_HUMAN	tr|A0A8C4LJK0|A0A8C4LJK0_EQUAS
OG0004888	sp|Q9UMS4|PRP19_HUMAN	tr|A0A8C4LM60|A0A8C4LM60_EQUAS
OG0004889	sp|O95178|NDUB2_HUMAN	tr|A0A8C4LMD7|A0A8C4LMD7_EQUAS
OG0004890	sp|O15111|IKKA_HUMAN	tr|A0A8C4LPY7|A0A8C4LPY7_EQUAS
OG0004891	sp|Q9BRQ4|CF300_HUMAN	tr|A0A8C4LS36|A0A8C4LS36_EQUAS
OG0004892	sp|Q9H649|NSUN3_HUMAN	tr|A0A8C4LSG8|A0A8C4LSG8_EQUAS
OG0004893	sp|Q9NXA8|SIR5_HUMAN	tr|A0A8C4LUI5|A0A8C4LUI5_EQUAS
OG0004894	sp|Q9NZQ3|SPN90_HUMAN	tr|A0A8C4LV80|A0A8C4LV80_EQUAS
OG0004895	sp|Q9NRI5|DISC1_HUMAN	tr|A0A8C4LXL0|A0A8C4LXL0_EQUAS
OG0004896	sp|O75150|BRE1B_HUMAN	tr|A0A8C4LZL8|A0A8C4LZL8_EQUAS
OG0004897	sp|Q16558|KCMB1_HUMAN	tr|A0A8C4M2X4|A0A8C4M2X4_EQUAS
OG0004898	sp|P43307|SSRA_HUMAN	tr|A0A8C4M3G9|A0A8C4M3G9_EQUAS
OG0004899	sp|Q6SPF0|SAMD1_HUMAN	tr|A0A8C4M6M3|A0A8C4M6M3_EQUAS
OG0004900	sp|M0R2J8|DCDC1_HUMAN	tr|A0A8C4M8Y9|A0A8C4M8Y9_EQUAS
OG0004901	sp|Q8N4L2|PP4P2_HUMAN	tr|A0A8C4MC70|A0A8C4MC70_EQUAS
OG0004902	sp|Q9H8T0|AKTIP_HUMAN	tr|A0A8C4MIB2|A0A8C4MIB2_EQUAS
OG0004903	sp|Q8IVF5|TIAM2_HUMAN	tr|A0A8C4MJL0|A0A8C4MJL0_EQUAS
OG0004904	sp|Q7Z4K8|TRI46_HUMAN	tr|A0A8C4MLG9|A0A8C4MLG9_EQUAS
OG0004905	sp|Q96EF6|FBX17_HUMAN	tr|A0A8C4MN18|A0A8C4MN18_EQUAS
OG0004906	sp|Q5JTN6|WDR38_HUMAN	tr|A0A8C4MST6|A0A8C4MST6_EQUAS
OG0004907	sp|Q96RJ6|FER3L_HUMAN	tr|A0A8C4MT35|A0A8C4MT35_EQUAS
OG0004908	sp|Q9BXL7|CAR11_HUMAN	tr|A0A8C4MV73|A0A8C4MV73_EQUAS
OG0004909	sp|Q3MIW9|MUCL3_HUMAN	tr|A0A8C4MX75|A0A8C4MX75_EQUAS
OG0004910	sp|Q8TE58|ATS15_HUMAN	tr|A0A8C4MYD4|A0A8C4MYD4_EQUAS
OG0004911	sp|Q9BZE2|PUS3_HUMAN	tr|A0A8C4N4U9|A0A8C4N4U9_EQUAS
OG0004912	sp|O76095|JTB_HUMAN	tr|A0A8C4PF41|A0A8C4PF41_EQUAS
OG0004913	sp|Q9BT25|HAUS8_HUMAN	tr|A0A8C4PF91|A0A8C4PF91_EQUAS
OG0004914	sp|Q13114|TRAF3_HUMAN	tr|A0A8C4PHH8|A0A8C4PHH8_EQUAS
OG0004915	sp|Q9Y6R0|NUMBL_HUMAN	tr|A0A8C4PI45|A0A8C4PI45_EQUAS
OG0004916	sp|P49281|NRAM2_HUMAN	tr|A0A8C4PIU4|A0A8C4PIU4_EQUAS
OG0004917	sp|Q8NHX4|SPTA3_HUMAN	tr|A0A8C4PKC2|A0A8C4PKC2_EQUAS
OG0004918	sp|Q9H4B6|SAV1_HUMAN	tr|A0A8C4PKH7|A0A8C4PKH7_EQUAS
OG0004919	sp|P78357|CNTP1_HUMAN	tr|A0A8C4PLE9|A0A8C4PLE9_EQUAS
OG0004920	sp|P50895|BCAM_HUMAN	tr|A0A8C4PNZ4|A0A8C4PNZ4_EQUAS
OG0004921	sp|P29374|ARI4A_HUMAN	tr|A0A8C4PR56|A0A8C4PR56_EQUAS
OG0004922	sp|Q9NX09|DDIT4_HUMAN	tr|A0A8C4PRD0|A0A8C4PRD0_EQUAS
OG0004923	sp|Q17R60|IMPG1_HUMAN	tr|A0A8C4PSQ9|A0A8C4PSQ9_EQUAS
OG0004924	sp|Q5VWG9|TAF3_HUMAN	tr|A0A8C4PT87|A0A8C4PT87_EQUAS
OG0004925	sp|Q9C0E2|XPO4_HUMAN	tr|A0A8C4PVJ9|A0A8C4PVJ9_EQUAS
OG0004926	sp|O95402|MED26_HUMAN	tr|A0A8C4KRE7|A0A8C4KRE7_EQUAS
OG0004927	sp|P33241|LSP1_HUMAN	tr|A0A8C4KRI1|A0A8C4KRI1_EQUAS
OG0004928	sp|P48995|TRPC1_HUMAN	tr|A0A8C4KUM7|A0A8C4KUM7_EQUAS
OG0004929	sp|Q9BZZ2|SN_HUMAN	tr|A0A8C4KUY3|A0A8C4KUY3_EQUAS
OG0004930	sp|Q99661|KIF2C_HUMAN	tr|A0A8C4L0B1|A0A8C4L0B1_EQUAS
OG0004931	sp|Q8NEC7|GSTCD_HUMAN	tr|A0A8C4L5J2|A0A8C4L5J2_EQUAS
OG0004932	sp|Q9BX79|STRA6_HUMAN	tr|A0A8C4L693|A0A8C4L693_EQUAS
OG0004933	sp|P25815|S100P_HUMAN	tr|A0A8C4L7C7|A0A8C4L7C7_EQUAS
OG0004934	sp|Q9Y2B0|CNPY2_HUMAN	tr|A0A8C4L7X7|A0A8C4L7X7_EQUAS
OG0004935	sp|O43542|XRCC3_HUMAN	tr|A0A8C4L837|A0A8C4L837_EQUAS
OG0004936	sp|Q6NT04|TIGD7_HUMAN	tr|A0A8C4L9M4|A0A8C4L9M4_EQUAS
OG0004937	sp|O14593|RFXK_HUMAN	tr|A0A8C4LCN9|A0A8C4LCN9_EQUAS
OG0004938	sp|P19397|CD53_HUMAN	tr|A0A8C4LCY8|A0A8C4LCY8_EQUAS
OG0004939	sp|O00574|CXCR6_HUMAN	tr|A0A8C4LI51|A0A8C4LI51_EQUAS
OG0004940	sp|Q96AT1|K1143_HUMAN	tr|A0A8C4LLW1|A0A8C4LLW1_EQUAS
OG0004941	sp|Q96SB8|SMC6_HUMAN	tr|A0A8C4LM05|A0A8C4LM05_EQUAS
OG0004942	sp|O43464|HTRA2_HUMAN	tr|A0A8C4LRQ2|A0A8C4LRQ2_EQUAS
OG0004943	sp|Q5T7N3|KANK4_HUMAN	tr|A0A8C4LRS3|A0A8C4LRS3_EQUAS
OG0004944	sp|Q96FX8|PERP_HUMAN	tr|A0A8C4LVB2|A0A8C4LVB2_EQUAS
OG0004945	sp|Q13316|DMP1_HUMAN	tr|A0A8C4LXM5|A0A8C4LXM5_EQUAS
OG0004946	sp|P04437|TVA29_HUMAN	tr|A0A8C4M051|A0A8C4M051_EQUAS
OG0004947	sp|Q8IY22|CMIP_HUMAN	tr|A0A8C4M0A6|A0A8C4M0A6_EQUAS
OG0004948	sp|Q9BYH8|IKBZ_HUMAN	tr|A0A8C4M0G0|A0A8C4M0G0_EQUAS
OG0004949	sp|P39905|GDNF_HUMAN	tr|A0A8C4M1F1|A0A8C4M1F1_EQUAS
OG0004950	sp|P51504|ZNF80_HUMAN	tr|A0A8C4M318|A0A8C4M318_EQUAS
OG0004951	sp|Q6UXB0|F131A_HUMAN	tr|A0A8C4M355|A0A8C4M355_EQUAS
OG0004952	sp|P49750|YLPM1_HUMAN	tr|A0A8C4M3B4|A0A8C4M3B4_EQUAS
OG0004953	sp|A6NHT5|HMX3_HUMAN	tr|A0A8C4M3D6|A0A8C4M3D6_EQUAS
OG0004954	sp|Q9HCL2|GPAT1_HUMAN	tr|A0A8C4M8L5|A0A8C4M8L5_EQUAS
OG0004955	sp|Q86TY3|ARMD4_HUMAN	tr|A0A8C4MB14|A0A8C4MB14_EQUAS
OG0004956	sp|Q9C0D6|FHDC1_HUMAN	tr|A0A8C4MBZ7|A0A8C4MBZ7_EQUAS
OG0004957	sp|P32926|DSG3_HUMAN	tr|A0A8C4MC05|A0A8C4MC05_EQUAS
OG0004958	sp|Q9UIM3|FKBPL_HUMAN	tr|A0A8C4MCA0|A0A8C4MCA0_EQUAS
OG0004959	sp|Q8TE56|ATS17_HUMAN	tr|A0A8C4MFG2|A0A8C4MFG2_EQUAS
OG0004960	sp|P41231|P2RY2_HUMAN	tr|A0A8C4MG69|A0A8C4MG69_EQUAS
OG0004961	sp|O95976|IGSF6_HUMAN	tr|A0A8C4MHH4|A0A8C4MHH4_EQUAS
OG0004962	sp|Q9HB63|NET4_HUMAN	tr|A0A8C4MKR3|A0A8C4MKR3_EQUAS
OG0004963	sp|Q9BZS1|FOXP3_HUMAN	tr|A0A8C4MMW8|A0A8C4MMW8_EQUAS
OG0004964	sp|Q96N19|G137A_HUMAN	tr|A0A8C4MNW7|A0A8C4MNW7_EQUAS
OG0004965	sp|Q7L8A9|VASH1_HUMAN	tr|A0A8C4MQD0|A0A8C4MQD0_EQUAS
OG0004966	sp|Q99497|PARK7_HUMAN	tr|A0A8C4MRJ8|A0A8C4MRJ8_EQUAS
OG0004967	sp|Q15582|BGH3_HUMAN	tr|A0A8C4MST2|A0A8C4MST2_EQUAS
OG0004968	sp|Q92828|COR2A_HUMAN	tr|A0A8C4MWE5|A0A8C4MWE5_EQUAS
OG0004970	sp|P10619|PPGB_HUMAN	tr|A0A8C4N6H3|A0A8C4N6H3_EQUAS
OG0004971	sp|Q6IAA8|LTOR1_HUMAN	tr|A0A8C4PF22|A0A8C4PF22_EQUAS
OG0004972	sp|Q01344|IL5RA_HUMAN	tr|A0A8C4PGY2|A0A8C4PGY2_EQUAS
OG0004973	sp|Q10586|DBP_HUMAN	tr|A0A8C4PHX5|A0A8C4PHX5_EQUAS
OG0004974	sp|Q6P988|NOTUM_HUMAN	tr|A0A8C4PIH6|A0A8C4PIH6_EQUAS
OG0004975	sp|P01270|PTHY_HUMAN	tr|A0A8C4PIJ3|A0A8C4PIJ3_EQUAS
OG0004976	sp|P78552|I13R1_HUMAN	tr|A0A8C4PLW4|A0A8C4PLW4_EQUAS
OG0004977	sp|P28562|DUS1_HUMAN	tr|A0A8C4PMQ5|A0A8C4PMQ5_EQUAS
OG0004978	sp|Q9H1N7|S35B3_HUMAN	tr|A0A8C4PN09|A0A8C4PN09_EQUAS
OG0004979	sp|Q99567|NUP88_HUMAN	tr|A0A8C4PQ68|A0A8C4PQ68_EQUAS
OG0004980	sp|Q96PX9|PKH4B_HUMAN	tr|A0A8C4PS15|A0A8C4PS15_EQUAS
OG0004981	sp|Q8TDN7|ACER1_HUMAN	tr|A0A8C4PVF2|A0A8C4PVF2_EQUAS
OG0004982	sp|Q15311|RBP1_HUMAN	tr|A0A8C4KTS8|A0A8C4KTS8_EQUAS
OG0004983	sp|Q9UJW0|DCTN4_HUMAN	tr|A0A8C4KX02|A0A8C4KX02_EQUAS
OG0004984	sp|Q8N9B5|JMY_HUMAN	tr|A0A8C4L0T4|A0A8C4L0T4_EQUAS
OG0004985	sp|Q53TQ3|IN80D_HUMAN	tr|A0A8C4L1E5|A0A8C4L1E5_EQUAS
OG0004986	sp|P17275|JUNB_HUMAN	tr|A0A8C4L3Y8|A0A8C4L3Y8_EQUAS
OG0004987	sp|Q9NW75|GPTC2_HUMAN	tr|A0A8C4L5L4|A0A8C4L5L4_EQUAS
OG0004988	sp|Q8NEG4|FA83F_HUMAN	tr|A0A8C4L8K3|A0A8C4L8K3_EQUAS
OG0004989	sp|Q13641|TPBG_HUMAN	tr|A0A8C4L954|A0A8C4L954_EQUAS
OG0004990	sp|Q9NZM4|BICRA_HUMAN	tr|A0A8C4L9J9|A0A8C4L9J9_EQUAS
OG0004991	sp|Q6PEY0|CXB7_HUMAN	tr|A0A8C4LA42|A0A8C4LA42_EQUAS
OG0004992	sp|Q8WW35|DYT2B_HUMAN	tr|A0A8C4LBU3|A0A8C4LBU3_EQUAS
OG0004993	sp|O15050|TRNK1_HUMAN	tr|A0A8C4LDW3|A0A8C4LDW3_EQUAS
OG0004994	sp|Q9NUA8|ZBT40_HUMAN	tr|A0A8C4LF90|A0A8C4LF90_EQUAS
OG0004995	sp|Q8WZ71|TM158_HUMAN	tr|A0A8C4LG42|A0A8C4LG42_EQUAS
OG0004996	sp|Q9UNA0|ATS5_HUMAN	tr|A0A8C4LGH0|A0A8C4LGH0_EQUAS
OG0004997	sp|Q92519|TRIB2_HUMAN	tr|A0A8C4LGW9|A0A8C4LGW9_EQUAS
OG0004998	sp|O95750|FGF19_HUMAN	tr|A0A8C4LH96|A0A8C4LH96_EQUAS
OG0004999	sp|Q9HC24|LFG4_HUMAN	tr|A0A8C4LHV6|A0A8C4LHV6_EQUAS
OG0005000	sp|O15540|FABP7_HUMAN	tr|A0A8C4LKT2|A0A8C4LKT2_EQUAS
OG0005001	sp|Q9ULM0|PKHH1_HUMAN	tr|A0A8C4LRH0|A0A8C4LRH0_EQUAS
OG0005002	sp|Q9Y5A9|YTHD2_HUMAN	tr|A0A8C4LSK6|A0A8C4LSK6_EQUAS
OG0005003	sp|Q6UW78|UQCC3_HUMAN	tr|A0A8C4LT47|A0A8C4LT47_EQUAS
OG0005004	sp|Q8N6N2|TTC9B_HUMAN	tr|A0A8C4LUC3|A0A8C4LUC3_EQUAS
OG0005005	sp|Q6PUV4|CPLX2_HUMAN	tr|A0A8C4LUV5|A0A8C4LUV5_EQUAS
OG0005006	sp|Q96K58|ZN668_HUMAN	tr|A0A8C4LUX2|A0A8C4LUX2_EQUAS
OG0005007	sp|Q9H741|SPRNG_HUMAN	tr|A0A8C4LV61|A0A8C4LV61_EQUAS
OG0005008	sp|O00541|PESC_HUMAN	tr|A0A8C4LVD0|A0A8C4LVD0_EQUAS
