Orthogroup	Homo_sapiens	Myotis_lucifugus
OG0007584	sp|O76062|ERG24_HUMAN	tr|G1PS62|G1PS62_MYOLU
OG0007585	sp|O77932|DXO_HUMAN	tr|G1QEP6|G1QEP6_MYOLU
OG0007586	sp|P01286|SLIB_HUMAN	tr|G1NXH5|G1NXH5_MYOLU
OG0007587	sp|P04040|CATA_HUMAN	tr|G1NYF3|G1NYF3_MYOLU
OG0007588	sp|P08195|4F2_HUMAN	tr|G1P7Z4|G1P7Z4_MYOLU
OG0007589	sp|P13378|HXD8_HUMAN	tr|G1QET5|G1QET5_MYOLU
OG0007590	sp|P14921|ETS1_HUMAN	tr|G1Q8A7|G1Q8A7_MYOLU
OG0007591	sp|P22033|MUTA_HUMAN	tr|G1P4X4|G1P4X4_MYOLU
OG0007592	sp|P32249|GP183_HUMAN	tr|G1NV58|G1NV58_MYOLU
OG0007593	sp|P35226|BMI1_HUMAN	tr|G1NW68|G1NW68_MYOLU
OG0007594	sp|P45985|MP2K4_HUMAN	tr|G1NWW3|G1NWW3_MYOLU
OG0007595	sp|P47756|CAPZB_HUMAN	tr|G1PJU6|G1PJU6_MYOLU
OG0007596	sp|P49682|CXCR3_HUMAN	tr|G1PB35|G1PB35_MYOLU
OG0007597	sp|P50402|EMD_HUMAN	tr|G1P472|G1P472_MYOLU
OG0007598	sp|Q00059|TFAM_HUMAN	tr|G1P5H6|G1P5H6_MYOLU
OG0007599	sp|Q05084|ICA69_HUMAN	tr|G1PVF2|G1PVF2_MYOLU
OG0007600	sp|Q14004|CDK13_HUMAN	tr|G1PWL3|G1PWL3_MYOLU
OG0007601	sp|Q14116|IL18_HUMAN	tr|G1Q6X4|G1Q6X4_MYOLU
OG0007602	sp|Q14142|TRI14_HUMAN	tr|G1P3D0|G1P3D0_MYOLU
OG0007603	sp|Q14728|MFS10_HUMAN	tr|G1Q2B1|G1Q2B1_MYOLU
OG0007604	sp|Q14990|ODFP1_HUMAN	tr|G1PIP6|G1PIP6_MYOLU
OG0007605	sp|Q16204|CCDC6_HUMAN	tr|G1P8T7|G1P8T7_MYOLU
OG0007606	sp|Q32P44|EMAL3_HUMAN	tr|G1NT57|G1NT57_MYOLU
OG0007607	sp|Q4G0N8|SL9C1_HUMAN	tr|G1PGX8|G1PGX8_MYOLU
OG0007608	sp|Q5K4E3|POLS2_HUMAN	tr|G1P386|G1P386_MYOLU
OG0007609	sp|Q8IXM7|OD3L1_HUMAN	tr|G1PRA6|G1PRA6_MYOLU
OG0007610	sp|Q8IY82|DRC7_HUMAN	tr|G1PDC5|G1PDC5_MYOLU
OG0007611	sp|Q8N0S6|CENPL_HUMAN	tr|G1PH92|G1PH92_MYOLU
OG0007612	sp|Q8TBB1|LNX1_HUMAN	tr|G1P770|G1P770_MYOLU
OG0007613	sp|Q8WXJ9|ASB17_HUMAN	tr|G1Q548|G1Q548_MYOLU
OG0007614	sp|Q96MC5|MERB1_HUMAN	tr|G1P291|G1P291_MYOLU
OG0007615	sp|Q96S96|PEBP4_HUMAN	tr|G1NWJ1|G1NWJ1_MYOLU
OG0007616	sp|Q99650|OSMR_HUMAN	tr|G1P5G8|G1P5G8_MYOLU
OG0007617	sp|Q9H0B8|CRLD2_HUMAN	tr|G1PWD0|G1PWD0_MYOLU
OG0007618	sp|Q9H169|STMN4_HUMAN	tr|G1P2E5|G1P2E5_MYOLU
OG0007620	sp|Q9H3Y0|CRSPL_HUMAN	tr|G1NSE2|G1NSE2_MYOLU
OG0007621	sp|Q9H5V7|IKZF5_HUMAN	tr|G1PDW4|G1PDW4_MYOLU
OG0007622	sp|Q9HBI5|CC014_HUMAN	tr|G1QDH7|G1QDH7_MYOLU
OG0007623	sp|Q9HCN6|GPVI_HUMAN	tr|G1Q732|G1Q732_MYOLU
OG0007624	sp|Q9NNX1|TUFT1_HUMAN	tr|G1NX97|G1NX97_MYOLU
OG0007625	sp|Q9NR82|KCNQ5_HUMAN	tr|G1PTW5|G1PTW5_MYOLU
OG0007626	sp|Q9NVN3|RIC8B_HUMAN	tr|G1PU81|G1PU81_MYOLU
OG0007627	sp|Q9NWU2|GID8_HUMAN	tr|G1PUH0|G1PUH0_MYOLU
OG0007628	sp|Q9NX58|LYAR_HUMAN	tr|G1NX61|G1NX61_MYOLU
OG0007629	sp|Q9P1V8|SAM15_HUMAN	tr|G1P438|G1P438_MYOLU
OG0007630	sp|Q9P215|POGK_HUMAN	tr|G1PQW7|G1PQW7_MYOLU
OG0007631	sp|Q9UKI2|BORG2_HUMAN	tr|G1P7V5|G1P7V5_MYOLU
OG0007632	sp|Q9UKV3|ACINU_HUMAN	tr|G1Q1R5|G1Q1R5_MYOLU
OG0007633	sp|Q9Y279|VSIG4_HUMAN	tr|G1P162|G1P162_MYOLU
OG0007634	sp|Q9Y483|MTF2_HUMAN	tr|G1P5P5|G1P5P5_MYOLU
OG0007635	sp|Q9Y6D9|MD1L1_HUMAN	tr|G1PCV3|G1PCV3_MYOLU
OG0007636	sp|A2RTY3|HEAT9_HUMAN	tr|G1Q671|G1Q671_MYOLU
OG0007637	sp|A6NFK2|GRCR2_HUMAN	tr|G1PZC6|G1PZC6_MYOLU
OG0007638	sp|O00472|ELL2_HUMAN	tr|G1P4I9|G1P4I9_MYOLU
OG0007639	sp|O14594|NCAN_HUMAN	tr|G1PWN9|G1PWN9_MYOLU
OG0007640	sp|O43521|B2L11_HUMAN	tr|G1PDJ5|G1PDJ5_MYOLU
OG0007641	sp|O60241|AGRB2_HUMAN	tr|G1PDK1|G1PDK1_MYOLU
OG0007642	sp|O60258|FGF17_HUMAN	tr|G1PUB6|G1PUB6_MYOLU
OG0007643	sp|O75330|HMMR_HUMAN	tr|G1NW55|G1NW55_MYOLU
OG0007644	sp|O75443|TECTA_HUMAN	tr|G1PN46|G1PN46_MYOLU
OG0007645	sp|P08240|SRPRA_HUMAN	tr|G1PWM1|G1PWM1_MYOLU
OG0007646	sp|P16455|MGMT_HUMAN	tr|G1P4U1|G1P4U1_MYOLU
OG0007647	sp|P18887|XRCC1_HUMAN	tr|G1P852|G1P852_MYOLU
OG0007648	sp|P23582|ANFC_HUMAN	tr|G1NYC1|G1NYC1_MYOLU
OG0007649	sp|P28221|5HT1D_HUMAN	tr|G1Q9M2|G1Q9M2_MYOLU
OG0007650	sp|P49190|PTH2R_HUMAN	tr|G1PBN2|G1PBN2_MYOLU
OG0007651	sp|Q12934|BFSP1_HUMAN	tr|G1Q0M8|G1Q0M8_MYOLU
OG0007652	sp|Q15051|IQCB1_HUMAN	tr|G1PS06|G1PS06_MYOLU
OG0007653	sp|Q15788|NCOA1_HUMAN	tr|G1PPC2|G1PPC2_MYOLU
OG0007654	sp|Q1MX18|INSC_HUMAN	tr|G1PCR6|G1PCR6_MYOLU
OG0007655	sp|Q5PSV4|BRM1L_HUMAN	tr|G1PAQ8|G1PAQ8_MYOLU
OG0007656	sp|Q5T0U0|CC122_HUMAN	tr|G1PCY9|G1PCY9_MYOLU
OG0007657	sp|Q5VZ18|SHE_HUMAN	tr|G1P4R4|G1P4R4_MYOLU
OG0007658	sp|Q6GMV3|PTRD1_HUMAN	tr|G1PPC5|G1PPC5_MYOLU
OG0007659	sp|Q6PCE3|PGM2L_HUMAN	tr|G1PYQ3|G1PYQ3_MYOLU
OG0007660	sp|Q6U7Q0|ZN322_HUMAN	tr|G1NSJ5|G1NSJ5_MYOLU
OG0007661	sp|Q6ZVX9|PAQR9_HUMAN	tr|G1NYZ0|G1NYZ0_MYOLU
OG0007662	sp|Q7Z3E5|ARMC9_HUMAN	tr|G1P4A3|G1P4A3_MYOLU
OG0007663	sp|Q86U44|MTA70_HUMAN	tr|G1NWN3|G1NWN3_MYOLU
OG0007664	sp|Q8IUH5|ZDH17_HUMAN	tr|G1NXQ5|G1NXQ5_MYOLU
OG0007665	sp|Q8N0W3|FCSK_HUMAN	tr|G1P9G7|G1P9G7_MYOLU
OG0007666	sp|Q8NDD1|CA131_HUMAN	tr|G1P238|G1P238_MYOLU
OG0007667	sp|Q8WXF1|PSPC1_HUMAN	tr|G1PXE3|G1PXE3_MYOLU
OG0007668	sp|Q96SQ7|ATOH8_HUMAN	tr|G1PI54|G1PI54_MYOLU
OG0007669	sp|Q99748|NRTN_HUMAN	tr|G1P8N3|G1P8N3_MYOLU
OG0007670	sp|Q9BQ51|PD1L2_HUMAN	tr|G1PDW5|G1PDW5_MYOLU
OG0007671	sp|Q9BXL8|CDCA4_HUMAN	tr|G1PY71|G1PY71_MYOLU
OG0007672	sp|Q9BZF3|OSBL6_HUMAN	tr|G1P5K1|G1P5K1_MYOLU
OG0007673	sp|Q9BZQ6|EDEM3_HUMAN	tr|G1PNG7|G1PNG7_MYOLU
OG0007675	sp|Q9HBR0|S38AA_HUMAN	tr|G1PEA1|G1PEA1_MYOLU
OG0007676	sp|Q9HCU8|DPOD4_HUMAN	tr|G1P3Y3|G1P3Y3_MYOLU
OG0007677	sp|Q9NQ31|AKIP1_HUMAN	tr|G1PQL5|G1PQL5_MYOLU
OG0007678	sp|Q9NQ60|EQTN_HUMAN	tr|G1Q3B7|G1Q3B7_MYOLU
OG0007679	sp|Q9NRR8|C42S1_HUMAN	tr|L7N145|L7N145_MYOLU
OG0007680	sp|Q9NVS9|PNPO_HUMAN	tr|G1P3Q7|G1P3Q7_MYOLU
OG0007681	sp|Q9P2E8|MARH4_HUMAN	tr|G1PND4|G1PND4_MYOLU
OG0007682	sp|Q9UBS4|DJB11_HUMAN	tr|G1P5V1|G1P5V1_MYOLU
OG0007683	sp|Q9UPT5|EXOC7_HUMAN	tr|G1PTJ7|G1PTJ7_MYOLU
OG0007684	sp|Q9UPW6|SATB2_HUMAN	tr|G1NVV6|G1NVV6_MYOLU
OG0007685	sp|Q9Y4F3|MARF1_HUMAN	tr|G1P2A1|G1P2A1_MYOLU
OG0007686	sp|Q9Y620|RA54B_HUMAN	tr|G1PCM4|G1PCM4_MYOLU
OG0007687	sp|A0A0K0K1B3|TVB30_HUMAN	tr|G1PGL8|G1PGL8_MYOLU
OG0007688	sp|A0AVI4|TM129_HUMAN	tr|G1NXQ8|G1NXQ8_MYOLU
OG0007689	sp|A0JLT2|MED19_HUMAN	tr|G1PAD4|G1PAD4_MYOLU
OG0007690	sp|O00625|PIR_HUMAN	tr|G1PXH5|G1PXH5_MYOLU
OG0007691	sp|O15078|CE290_HUMAN	tr|G1PIZ1|G1PIZ1_MYOLU
OG0007692	sp|O15360|FANCA_HUMAN	tr|G1PNC5|G1PNC5_MYOLU
OG0007693	sp|O60293|ZC3H1_HUMAN	tr|G1PIZ7|G1PIZ7_MYOLU
OG0007694	sp|O75843|AP1G2_HUMAN	tr|G1PVB4|G1PVB4_MYOLU
OG0007695	sp|O75954|TSN9_HUMAN	tr|G1PBQ2|G1PBQ2_MYOLU
OG0007696	sp|O95905|ECD_HUMAN	tr|G1P2M0|G1P2M0_MYOLU
OG0007697	sp|P01210|PENK_HUMAN	tr|G1NX21|G1NX21_MYOLU
OG0007698	sp|P07203|GPX1_HUMAN	tr|G1QFN3|G1QFN3_MYOLU
OG0007699	sp|P10109|ADX_HUMAN	tr|G1Q1S2|G1Q1S2_MYOLU
OG0007700	sp|P11137|MTAP2_HUMAN	tr|G1PQ05|G1PQ05_MYOLU
OG0007701	sp|P15848|ARSB_HUMAN	tr|G1NWQ6|G1NWQ6_MYOLU
OG0007702	sp|P22413|ENPP1_HUMAN	tr|G1PVJ0|G1PVJ0_MYOLU
OG0007703	sp|P33763|S10A5_HUMAN	tr|G1NWN2|G1NWN2_MYOLU
OG0007704	sp|P41226|UBA7_HUMAN	tr|G1PII7|G1PII7_MYOLU
OG0007705	sp|P49184|DNSL1_HUMAN	tr|G1PPU2|G1PPU2_MYOLU
OG0007706	sp|P49915|GUAA_HUMAN	tr|G1PSD6|G1PSD6_MYOLU
OG0007707	sp|P49959|MRE11_HUMAN	tr|G1NWV6|G1NWV6_MYOLU
OG0007708	sp|P52565|GDIR1_HUMAN	tr|G1Q016|G1Q016_MYOLU
OG0007709	sp|P56524|HDAC4_HUMAN	tr|G1PQF2|G1PQF2_MYOLU
OG0007710	sp|Q00534|CDK6_HUMAN	tr|G1PJ96|G1PJ96_MYOLU
OG0007711	sp|Q00987|MDM2_HUMAN	tr|G1PEZ4|G1PEZ4_MYOLU
OG0007712	sp|Q01449|MLRA_HUMAN	tr|G1PJK2|G1PJK2_MYOLU
OG0007713	sp|Q08629|TICN1_HUMAN	tr|G1PB46|G1PB46_MYOLU
OG0007714	sp|Q14814|MEF2D_HUMAN	tr|G1PP07|G1PP07_MYOLU
OG0007715	sp|Q15493|RGN_HUMAN	tr|G1P842|G1P842_MYOLU
OG0007716	sp|Q495B1|AKD1A_HUMAN	tr|G1PUI5|G1PUI5_MYOLU
OG0007717	sp|Q49MG5|MAP9_HUMAN	tr|G1NTD4|G1NTD4_MYOLU
OG0007718	sp|Q4KMZ1|IQCC_HUMAN	tr|G1PWZ2|G1PWZ2_MYOLU
OG0007719	sp|Q5JRX3|PREP_HUMAN	tr|G1NWE6|G1NWE6_MYOLU
OG0007720	sp|Q5QJ74|TBCEL_HUMAN	tr|G1PST3|G1PST3_MYOLU
OG0007721	sp|Q5VZ89|DEN4C_HUMAN	tr|G1P9J3|G1P9J3_MYOLU
OG0007722	sp|Q68DA7|FMN1_HUMAN	tr|G1NV29|G1NV29_MYOLU
OG0007723	sp|Q68DK2|ZFY26_HUMAN	tr|G1P2L8|G1P2L8_MYOLU
OG0007724	sp|Q68G75|LEMD1_HUMAN	tr|G1PIA7|G1PIA7_MYOLU
OG0007725	sp|Q69YU5|BWNIN_HUMAN	tr|G1P3B1|G1P3B1_MYOLU
OG0007726	sp|Q6GYQ0|RGPA1_HUMAN	tr|G1PAP1|G1PAP1_MYOLU
OG0007727	sp|Q6MZP7|LIN54_HUMAN	tr|G1NZ55|G1NZ55_MYOLU
OG0007728	sp|Q6UN15|FIP1_HUMAN	tr|G1P763|G1P763_MYOLU
OG0007729	sp|Q6ZMM2|ATL5_HUMAN	tr|G1P0X0|G1P0X0_MYOLU
OG0007730	sp|Q719H9|KCTD1_HUMAN	tr|G1NTW7|G1NTW7_MYOLU
OG0007731	sp|Q8N6Y2|LRC17_HUMAN	tr|G1P6I4|G1P6I4_MYOLU
OG0007732	sp|Q8NEA5|CS018_HUMAN	tr|G1P9E8|G1P9E8_MYOLU
OG0007734	sp|Q8TBE7|S35G2_HUMAN	tr|G1Q398|G1Q398_MYOLU
OG0007735	sp|Q96BT3|CENPT_HUMAN	tr|G1PFK4|G1PFK4_MYOLU
OG0007736	sp|Q96GJ1|TRM2B_HUMAN	tr|G1PVQ2|G1PVQ2_MYOLU
OG0007737	sp|Q96P70|IPO9_HUMAN	tr|G1P7I3|G1P7I3_MYOLU
OG0007738	sp|Q96QD5|DEPD7_HUMAN	tr|G1NZ97|G1NZ97_MYOLU
OG0007739	sp|Q96RD2|O52B2_HUMAN	tr|G1QFG7|G1QFG7_MYOLU
OG0007740	sp|Q9BQS7|HEPH_HUMAN	tr|G1NTS5|G1NTS5_MYOLU
OG0007741	sp|Q9BRQ8|FSP1_HUMAN	tr|G1P7D9|G1P7D9_MYOLU
OG0007742	sp|Q9H244|P2Y12_HUMAN	tr|G1PID3|G1PID3_MYOLU
OG0007743	sp|Q9H857|NT5D2_HUMAN	tr|G1PSB9|G1PSB9_MYOLU
OG0007744	sp|Q9HAS0|NJMU_HUMAN	tr|G1P8J5|G1P8J5_MYOLU
OG0007745	sp|Q9HCE3|ZN532_HUMAN	tr|G1NSL4|G1NSL4_MYOLU
OG0007746	sp|Q9NSI2|SLX9_HUMAN	tr|G1PXD2|G1PXD2_MYOLU
OG0007747	sp|Q9NUY8|TBC23_HUMAN	tr|G1NWK4|G1NWK4_MYOLU
OG0007748	sp|Q9NXF7|DCA16_HUMAN	tr|G1Q9T8|G1Q9T8_MYOLU
OG0007749	sp|Q9P015|RM15_HUMAN	tr|G1NVQ0|G1NVQ0_MYOLU
OG0007750	sp|Q9UPC5|GPR34_HUMAN	tr|G1NZ61|G1NZ61_MYOLU
OG0007751	sp|Q9Y5R2|MMP24_HUMAN	tr|G1P2H8|G1P2H8_MYOLU
OG0007752	sp|Q9Y6D0|SELK_HUMAN	tr|G1PKY1|G1PKY1_MYOLU
OG0007753	sp|A1A4V9|CF119_HUMAN	tr|G1PH39|G1PH39_MYOLU
OG0007754	sp|A6NCF5|KLH33_HUMAN	tr|G1P263|G1P263_MYOLU
OG0007755	sp|O14678|ABCD4_HUMAN	tr|G1P2N5|G1P2N5_MYOLU
OG0007756	sp|O14777|NDC80_HUMAN	tr|G1NZZ3|G1NZZ3_MYOLU
OG0007757	sp|O43353|RIPK2_HUMAN	tr|G1NTQ4|G1NTQ4_MYOLU
OG0007758	sp|O60870|KIN17_HUMAN	tr|G1NXG8|G1NXG8_MYOLU
OG0007759	sp|O95214|LERL1_HUMAN	tr|G1QB02|G1QB02_MYOLU
OG0007760	sp|P04062|GBA1_HUMAN	tr|G1PMP8|G1PMP8_MYOLU
OG0007761	sp|P0C0P6|NPS_HUMAN	tr|G1QDR0|G1QDR0_MYOLU
OG0007762	sp|P17980|PRS6A_HUMAN	tr|G1PV09|G1PV09_MYOLU
OG0007763	sp|P26992|CNTFR_HUMAN	tr|G1Q802|G1Q802_MYOLU
OG0007764	sp|P30084|ECHM_HUMAN	tr|G1P4K6|G1P4K6_MYOLU
OG0007765	sp|P33151|CADH5_HUMAN	tr|G1NSG3|G1NSG3_MYOLU
OG0007766	sp|P33993|MCM7_HUMAN	tr|G1PPE2|G1PPE2_MYOLU
OG0007767	sp|P35611|ADDA_HUMAN	tr|G1P4H3|G1P4H3_MYOLU
OG0007768	sp|P48745|CCN3_HUMAN	tr|G1P6N1|G1P6N1_MYOLU
OG0007769	sp|P50406|5HT6R_HUMAN	tr|G1P7W9|G1P7W9_MYOLU
OG0007770	sp|P55017|S12A3_HUMAN	tr|G1PC43|G1PC43_MYOLU
OG0007771	sp|Q05397|FAK1_HUMAN	tr|G1PH78|G1PH78_MYOLU
OG0007772	sp|Q0ZLH3|PJVK_HUMAN	tr|G1P5L6|G1P5L6_MYOLU
OG0007773	sp|Q12908|NTCP2_HUMAN	tr|G1PDH6|G1PDH6_MYOLU
OG0007774	sp|Q13542|4EBP2_HUMAN	tr|G1PS00|G1PS00_MYOLU
OG0007775	sp|Q14134|TRI29_HUMAN	tr|G1P4Z6|G1P4Z6_MYOLU
OG0007776	sp|Q15431|SYCP1_HUMAN	tr|G1P5D0|G1P5D0_MYOLU
OG0007778	sp|Q16850|CP51A_HUMAN	tr|G1PXI5|G1PXI5_MYOLU
OG0007779	sp|Q504Q3|PAN2_HUMAN	tr|G1P7R0|G1P7R0_MYOLU
OG0007780	sp|Q52LJ0|FA98B_HUMAN	tr|G1PE30|G1PE30_MYOLU
OG0007781	sp|Q6DJT9|PLAG1_HUMAN	tr|G1Q1Q8|G1Q1Q8_MYOLU
OG0007782	sp|Q6DKK2|TTC19_HUMAN	tr|G1NWU3|G1NWU3_MYOLU
OG0007783	sp|Q6P1Q0|LTMD1_HUMAN	tr|G1PNV8|G1PNV8_MYOLU
OG0007784	sp|Q6ZNB7|ALKMO_HUMAN	tr|G1PV11|G1PV11_MYOLU
OG0007785	sp|Q7Z7B8|DB128_HUMAN	tr|G1NZQ6|G1NZQ6_MYOLU
OG0007786	sp|Q86UV5|UBP48_HUMAN	tr|G1NWT9|G1NWT9_MYOLU
OG0007787	sp|Q86WV6|STING_HUMAN	tr|G1NZ90|G1NZ90_MYOLU
OG0007788	sp|Q8IW00|VSTM4_HUMAN	tr|G1P1M0|G1P1M0_MYOLU
OG0007789	sp|Q8IZV2|CKLF8_HUMAN	tr|G1PLB7|G1PLB7_MYOLU
OG0007790	sp|Q8N2C7|UNC80_HUMAN	tr|G1PQ13|G1PQ13_MYOLU
OG0007791	sp|Q8N9N2|ASCC1_HUMAN	tr|G1P4W3|G1P4W3_MYOLU
OG0007792	sp|Q8TD31|CCHCR_HUMAN	tr|G1PH68|G1PH68_MYOLU
OG0007793	sp|Q8WUH1|CHUR_HUMAN	tr|G1P236|G1P236_MYOLU
OG0007794	sp|Q8WWH5|TRUB1_HUMAN	tr|G1PXG1|G1PXG1_MYOLU
OG0007795	sp|Q92611|EDEM1_HUMAN	tr|G1PM44|G1PM44_MYOLU
OG0007796	sp|Q96AG4|LRC59_HUMAN	tr|G1P507|G1P507_MYOLU
OG0007797	sp|Q96AQ6|PBIP1_HUMAN	tr|G1NXQ9|G1NXQ9_MYOLU
OG0007798	sp|Q96B96|LDAF1_HUMAN	tr|G1P3Z7|G1P3Z7_MYOLU
OG0007799	sp|Q96H12|MSD3_HUMAN	tr|G1Q374|G1Q374_MYOLU
OG0007801	sp|Q96MF7|NSE2_HUMAN	tr|G1NTR7|G1NTR7_MYOLU
OG0007802	sp|Q96PC2|IP6K3_HUMAN	tr|G1PJL0|G1PJL0_MYOLU
OG0007803	sp|Q9BQ16|TICN3_HUMAN	tr|G1PP48|G1PP48_MYOLU
OG0007804	sp|Q9BRQ6|MIC25_HUMAN	tr|G1PAE0|G1PAE0_MYOLU
OG0007805	sp|Q9BT30|ALKB7_HUMAN	tr|G1QC00|G1QC00_MYOLU
OG0007806	sp|Q9BUK0|CHCH7_HUMAN	tr|G1NX15|G1NX15_MYOLU
OG0007807	sp|Q9BUK6|MSTO1_HUMAN	tr|G1PEM6|G1PEM6_MYOLU
OG0007808	sp|Q9H1D9|RPC6_HUMAN	tr|G1PQY0|G1PQY0_MYOLU
OG0007809	sp|Q9H9R9|DBND1_HUMAN	tr|G1PSN8|G1PSN8_MYOLU
OG0007810	sp|Q9NRM2|ZN277_HUMAN	tr|G1NYC5|G1NYC5_MYOLU
OG0007811	sp|Q9NWZ3|IRAK4_HUMAN	tr|G1P7F0|G1P7F0_MYOLU
OG0007812	sp|Q9UEG4|ZN629_HUMAN	tr|G1NTR6|G1NTR6_MYOLU
OG0007813	sp|Q9UGP8|SEC63_HUMAN	tr|G1P4Z7|G1P4Z7_MYOLU
OG0007814	sp|Q9UJ70|NAGK_HUMAN	tr|G1PFI4|G1PFI4_MYOLU
OG0007815	sp|Q9UK99|FBX3_HUMAN	tr|G1P8Z1|G1P8Z1_MYOLU
OG0007816	sp|Q9Y3C8|UFC1_HUMAN	tr|G1P2N4|G1P2N4_MYOLU
OG0007817	sp|A1L3X0|ELOV7_HUMAN	tr|G1PIM9|G1PIM9_MYOLU
OG0007819	sp|O00482|NR5A2_HUMAN	tr|G1PMG2|G1PMG2_MYOLU
OG0007820	sp|O14921|RGS13_HUMAN	tr|G1P2I7|G1P2I7_MYOLU
OG0007821	sp|O15119|TBX3_HUMAN	tr|G1P9L1|G1P9L1_MYOLU
OG0007822	sp|O75074|LRP3_HUMAN	tr|G1PK06|G1PK06_MYOLU
OG0007823	sp|P05067|A4_HUMAN	tr|G1PHP7|G1PHP7_MYOLU
OG0007824	sp|P21695|GPDA_HUMAN	tr|G1P406|G1P406_MYOLU
OG0007825	sp|P21741|MK_HUMAN	tr|G1Q5Q7|G1Q5Q7_MYOLU
OG0007826	sp|P24522|GA45A_HUMAN	tr|G1P308|G1P308_MYOLU
OG0007827	sp|P35998|PRS7_HUMAN	tr|G1PCF2|G1PCF2_MYOLU
OG0007828	sp|P37268|FDFT_HUMAN	tr|G1QA59|G1QA59_MYOLU
OG0007829	sp|P55040|GEM_HUMAN	tr|G1PCJ7|G1PCJ7_MYOLU
OG0007830	sp|P62995|TRA2B_HUMAN	tr|G1P5J2|G1P5J2_MYOLU
OG0007831	sp|P84090|ERH_HUMAN	tr|G1Q058|G1Q058_MYOLU
OG0007832	sp|Q00403|TF2B_HUMAN	tr|G1Q2N5|G1Q2N5_MYOLU
OG0007833	sp|Q04771|ACVR1_HUMAN	tr|G1PFA1|G1PFA1_MYOLU
OG0007834	sp|Q06830|PRDX1_HUMAN	sp|Q6B4U9|PRDX1_MYOLU
OG0007835	sp|Q12872|SFSWA_HUMAN	tr|G1PHY3|G1PHY3_MYOLU
OG0007836	sp|Q13201|MMRN1_HUMAN	tr|G1NSU3|G1NSU3_MYOLU
OG0007837	sp|Q14139|UBE4A_HUMAN	tr|G1PP86|G1PP86_MYOLU
OG0007838	sp|Q14686|NCOA6_HUMAN	tr|G1P890|G1P890_MYOLU
OG0007839	sp|Q49AJ0|F135B_HUMAN	tr|G1PXP7|G1PXP7_MYOLU
OG0007840	sp|Q4LE39|ARI4B_HUMAN	tr|G1PU59|G1PU59_MYOLU
OG0007841	sp|Q6ZW49|PAXI1_HUMAN	tr|G1PPZ9|G1PPZ9_MYOLU
OG0007842	sp|Q70EK9|UBP51_HUMAN	tr|G1PSZ3|G1PSZ3_MYOLU
OG0007843	sp|Q7Z4L9|PPR42_HUMAN	tr|G1P944|G1P944_MYOLU
OG0007844	sp|Q8IXA5|SACA3_HUMAN	tr|G1NV24|G1NV24_MYOLU
OG0007845	sp|Q8N3P4|VPS8_HUMAN	tr|G1P9H4|G1P9H4_MYOLU
OG0007846	sp|Q8N490|PNKD_HUMAN	tr|G1P1Q6|G1P1Q6_MYOLU
OG0007847	sp|Q8TD20|GTR12_HUMAN	tr|G1PVD9|G1PVD9_MYOLU
OG0007848	sp|Q8TEW6|DOK4_HUMAN	tr|G1PT92|G1PT92_MYOLU
OG0007849	sp|Q8WY91|THAP4_HUMAN	tr|G1P8P7|G1P8P7_MYOLU
OG0007850	sp|Q96A56|T53I1_HUMAN	tr|G1PLF5|G1PLF5_MYOLU
OG0007851	sp|Q96AN5|TM143_HUMAN	tr|G1P2X2|G1P2X2_MYOLU
OG0007852	sp|Q96BS2|CHP3_HUMAN	tr|G1NWC4|G1NWC4_MYOLU
OG0007853	sp|Q96DX5|ASB9_HUMAN	tr|G1PXH1|G1PXH1_MYOLU
OG0007854	sp|Q96K19|RN170_HUMAN	tr|G1PIF6|G1PIF6_MYOLU
OG0007855	sp|Q96M69|LRGUK_HUMAN	tr|G1NUE5|G1NUE5_MYOLU
OG0007856	sp|Q96NB1|CEP20_HUMAN	tr|G1P2C7|G1P2C7_MYOLU
OG0007857	sp|Q96NG3|ODAD4_HUMAN	tr|G1PJF3|G1PJF3_MYOLU
OG0007858	sp|Q99536|VAT1_HUMAN	tr|G1QBG7|G1QBG7_MYOLU
OG0007859	sp|Q9BRJ2|RM45_HUMAN	tr|G1NYU3|G1NYU3_MYOLU
OG0007860	sp|Q9BZE7|EVG1_HUMAN	tr|G1QG78|G1QG78_MYOLU
OG0007861	sp|Q9H7E9|CH033_HUMAN	tr|G1Q8C5|G1Q8C5_MYOLU
OG0007862	sp|Q9H8Y8|GORS2_HUMAN	tr|G1NWZ2|G1NWZ2_MYOLU
OG0007863	sp|Q9HAP2|MLXIP_HUMAN	tr|G1PWE4|G1PWE4_MYOLU
OG0007864	sp|Q9HBH1|DEFM_HUMAN	tr|G1QC67|G1QC67_MYOLU
OG0007865	sp|Q9HC77|CENPJ_HUMAN	tr|G1P187|G1P187_MYOLU
OG0007866	sp|Q9NRX1|PNO1_HUMAN	tr|G1PGW2|G1PGW2_MYOLU
OG0007867	sp|Q9NUG6|PDRG1_HUMAN	tr|G1P942|G1P942_MYOLU
OG0007868	sp|Q9NV70|EXOC1_HUMAN	tr|G1PRC2|G1PRC2_MYOLU
OG0007869	sp|Q9P1Y5|CAMP3_HUMAN	tr|G1PH76|G1PH76_MYOLU
OG0007870	sp|Q9UBW8|CSN7A_HUMAN	tr|G1PNK6|G1PNK6_MYOLU
OG0007871	sp|Q9UHV9|PFD2_HUMAN	tr|G1P2M1|G1P2M1_MYOLU
OG0007872	sp|Q9UHW5|GPN3_HUMAN	tr|G1PSI3|G1PSI3_MYOLU
