Orthogroup	Homo_sapiens	Nomascus_leucogenys
OG0005923	sp|P09086|PO2F2_HUMAN	tr|A0A2I3FQW3|A0A2I3FQW3_NOMLE
OG0005924	sp|P30740|ILEU_HUMAN	tr|G1RJE1|G1RJE1_NOMLE
OG0005925	sp|P33552|CKS2_HUMAN	tr|A0A2I3H505|A0A2I3H505_NOMLE
OG0005926	sp|P47897|SYQ_HUMAN	tr|G1R4Y4|G1R4Y4_NOMLE
OG0005927	sp|P47901|V1BR_HUMAN	tr|G1QHX5|G1QHX5_NOMLE
OG0005928	sp|P49069|CAMLG_HUMAN	tr|G1R9Q3|G1R9Q3_NOMLE
OG0005929	sp|P51508|ZNF81_HUMAN	tr|G1QTD4|G1QTD4_NOMLE
OG0005930	sp|P51511|MMP15_HUMAN	tr|G1QT14|G1QT14_NOMLE
OG0005931	sp|P55769|NH2L1_HUMAN	tr|A0A2I3G7W4|A0A2I3G7W4_NOMLE
OG0005932	sp|P98095|FBLN2_HUMAN	tr|G1QYF7|G1QYF7_NOMLE
OG0005933	sp|Q03403|TFF2_HUMAN	tr|G1RWR8|G1RWR8_NOMLE
OG0005934	sp|Q0VFX4|YL016_HUMAN	tr|G1QQR6|G1QQR6_NOMLE
OG0005935	sp|Q13608|PEX6_HUMAN	tr|G1QXB3|G1QXB3_NOMLE
OG0005936	sp|Q14919|NC2A_HUMAN	tr|G1R1X5|G1R1X5_NOMLE
OG0005937	sp|Q15554|TERF2_HUMAN	tr|G1R0E7|G1R0E7_NOMLE
OG0005938	sp|Q2M296|MTHSD_HUMAN	tr|A0A2I3G5M3|A0A2I3G5M3_NOMLE
OG0005939	sp|Q4FZB7|KMT5B_HUMAN	tr|A0A2I3HJJ8|A0A2I3HJJ8_NOMLE
OG0005940	sp|Q6UXF1|TM108_HUMAN	tr|G1QTB2|G1QTB2_NOMLE
OG0005941	sp|Q6ZQY3|GADL1_HUMAN	tr|G1QVT3|G1QVT3_NOMLE
OG0005942	sp|Q7Z353|HDX_HUMAN	tr|G1QQF6|G1QQF6_NOMLE
OG0005943	sp|Q7Z443|PK1L3_HUMAN	tr|G1R164|G1R164_NOMLE
OG0005944	sp|Q7Z699|SPRE1_HUMAN	tr|A0A2I3G9A9|A0A2I3G9A9_NOMLE
OG0005945	sp|Q8IVM0|CCD50_HUMAN	tr|G1R4X3|G1R4X3_NOMLE
OG0005946	sp|Q8IZD0|SAM14_HUMAN	tr|G1RCE2|G1RCE2_NOMLE
OG0005947	sp|Q8N0U7|CA087_HUMAN	tr|G1RXR1|G1RXR1_NOMLE
OG0005948	sp|Q8N7M0|DYLT5_HUMAN	tr|G1RZ44|G1RZ44_NOMLE
OG0005949	sp|Q8WXQ8|CBPA5_HUMAN	tr|A0A2I3GYV0|A0A2I3GYV0_NOMLE
OG0005950	sp|Q8WXX7|AUTS2_HUMAN	tr|A0A2I3G1C1|A0A2I3G1C1_NOMLE
OG0005951	sp|Q8WYP5|ELYS_HUMAN	tr|G1QW10|G1QW10_NOMLE
OG0005952	sp|Q92547|TOPB1_HUMAN	tr|G1QTQ9|G1QTQ9_NOMLE
OG0005953	sp|Q96ES6|MFSD3_HUMAN	tr|G1RJ10|G1RJ10_NOMLE
OG0005954	sp|Q96KP1|EXOC2_HUMAN	tr|G1RIT9|G1RIT9_NOMLE
OG0005955	sp|Q96MR6|CFA57_HUMAN	tr|G1RS39|G1RS39_NOMLE
OG0005956	sp|Q96RN5|MED15_HUMAN	tr|G1R8V2|G1R8V2_NOMLE
OG0005957	sp|Q9BRY0|S39A3_HUMAN	tr|A0A2I3H8R8|A0A2I3H8R8_NOMLE
OG0005958	sp|Q9BT40|INP5K_HUMAN	tr|G1QJ36|G1QJ36_NOMLE
OG0005959	sp|Q9BX26|SYCP2_HUMAN	tr|G1REX7|G1REX7_NOMLE
OG0005960	sp|Q9BXB1|LGR4_HUMAN	tr|G1S847|G1S847_NOMLE
OG0005961	sp|Q9H079|KTBL1_HUMAN	tr|G1RIT7|G1RIT7_NOMLE
OG0005962	sp|Q9H4K7|MTG2_HUMAN	tr|G1S0X7|G1S0X7_NOMLE
OG0005963	sp|Q9H772|GREM2_HUMAN	tr|A0A2I3HLU6|A0A2I3HLU6_NOMLE
OG0005964	sp|Q9NPD8|UBE2T_HUMAN	tr|G1S8Z3|G1S8Z3_NOMLE
OG0005965	sp|Q9NQZ5|STAR7_HUMAN	tr|G1QGJ4|G1QGJ4_NOMLE
OG0005966	sp|Q9NSD9|SYFB_HUMAN	tr|A0A2I3GYC0|A0A2I3GYC0_NOMLE
OG0005967	sp|Q9NWS6|F118A_HUMAN	tr|M3ZCM6|M3ZCM6_NOMLE
OG0005968	sp|Q9NY33|DPP3_HUMAN	tr|G1R2N9|G1R2N9_NOMLE
OG0005969	sp|Q9NYY8|FAKD2_HUMAN	tr|G1R654|G1R654_NOMLE
OG0005970	sp|Q9UHR6|ZNHI2_HUMAN	tr|A0A2I3HPI2|A0A2I3HPI2_NOMLE
OG0005971	sp|Q9UKP6|UR2R_HUMAN	tr|G1SAZ0|G1SAZ0_NOMLE
OG0005972	sp|Q9UKR8|TSN16_HUMAN	tr|A0A2I3GJG1|A0A2I3GJG1_NOMLE
OG0005973	sp|Q9UL45|BL1S6_HUMAN	tr|G1R1Q6|G1R1Q6_NOMLE
OG0005974	sp|Q9ULH0|KDIS_HUMAN	tr|A0A2I3H0W9|A0A2I3H0W9_NOMLE
OG0005975	sp|Q9UPW0|FOXJ3_HUMAN	tr|A0A2I3HZR2|A0A2I3HZR2_NOMLE
OG0005976	sp|Q9XRX5|HHLA3_HUMAN	tr|A0A2I3H811|A0A2I3H811_NOMLE
OG0005977	sp|Q9Y4X4|KLF12_HUMAN	tr|G1S221|G1S221_NOMLE
OG0005978	sp|W5XKT8|SACA6_HUMAN	tr|G1R1X8|G1R1X8_NOMLE
OG0005979	sp|A1L4L8|PL8L1_HUMAN	tr|G1RFF3|G1RFF3_NOMLE
OG0005980	sp|A4D1B5|GSAP_HUMAN	tr|G1REE4|G1REE4_NOMLE
OG0005981	sp|C9JVW0|INAM1_HUMAN	tr|G1S9W6|G1S9W6_NOMLE
OG0005982	sp|O00273|DFFA_HUMAN	tr|A0A2I3HH14|A0A2I3HH14_NOMLE
OG0005983	sp|O00445|SYT5_HUMAN	tr|A0A2I3HHK8|A0A2I3HHK8_NOMLE
OG0005984	sp|O15027|SC16A_HUMAN	tr|G1RA77|G1RA77_NOMLE
OG0005985	sp|O43448|KCAB3_HUMAN	tr|A0A2I3HPR0|A0A2I3HPR0_NOMLE
OG0005986	sp|P00167|CYB5_HUMAN	tr|G1RDF0|G1RDF0_NOMLE
OG0005987	sp|P00441|SODC_HUMAN	tr|G1QTN4|G1QTN4_NOMLE
OG0005988	sp|P01588|EPO_HUMAN	tr|G1RMP4|G1RMP4_NOMLE
OG0005989	sp|P10619|PPGB_HUMAN	tr|G1R517|G1R517_NOMLE
OG0005990	sp|P13994|YJU2B_HUMAN	tr|A0A2I3HV07|A0A2I3HV07_NOMLE
OG0005991	sp|P14416|DRD2_HUMAN	tr|A0A2I3GDU3|A0A2I3GDU3_NOMLE
OG0005992	sp|P17039|ZNF30_HUMAN	tr|G1RIX3|G1RIX3_NOMLE
OG0005993	sp|P20393|NR1D1_HUMAN	tr|A0A2I3G3U8|A0A2I3G3U8_NOMLE
OG0005994	sp|P23610|HAP40_HUMAN	tr|G1S9L5|G1S9L5_NOMLE
OG0005995	sp|P60673|PROF3_HUMAN	tr|A0A2I3GT85|A0A2I3GT85_NOMLE
OG0005996	sp|P61968|LMO4_HUMAN	tr|G1RGS3|G1RGS3_NOMLE
OG0005997	sp|Q05209|PTN12_HUMAN	tr|A0A2I3HGE4|A0A2I3HGE4_NOMLE
OG0005998	sp|Q05215|EGR4_HUMAN	tr|G1RHX9|G1RHX9_NOMLE
OG0005999	sp|Q08397|LOXL1_HUMAN	tr|G1RVT4|G1RVT4_NOMLE
OG0006000	sp|Q15743|OGR1_HUMAN	tr|G1SC85|G1SC85_NOMLE
OG0006001	sp|Q16531|DDB1_HUMAN	tr|G1QPI9|G1QPI9_NOMLE
OG0006002	sp|Q4G0F5|VP26B_HUMAN	tr|G1RPK0|G1RPK0_NOMLE
OG0006003	sp|Q5T8P6|RBM26_HUMAN	tr|A0A2I3GQ65|A0A2I3GQ65_NOMLE
OG0006004	sp|Q5VZQ5|TEX36_HUMAN	tr|H9HA01|H9HA01_NOMLE
OG0006005	sp|Q63HM2|PCX4_HUMAN	tr|G1RTK4|G1RTK4_NOMLE
OG0006006	sp|Q7L591|DOK3_HUMAN	tr|A0A2I3G6G8|A0A2I3G6G8_NOMLE
OG0006007	sp|Q7Z333|SETX_HUMAN	tr|G1RQS7|G1RQS7_NOMLE
OG0006008	sp|Q7Z3E1|PARPT_HUMAN	tr|G1QV49|G1QV49_NOMLE
OG0006009	sp|Q86YN1|DOPP1_HUMAN	tr|G1S7B9|G1S7B9_NOMLE
OG0006010	sp|Q8IVB5|LIX1L_HUMAN	tr|A0A2I3GQU3|A0A2I3GQU3_NOMLE
OG0006011	sp|Q8N8W4|PLPL1_HUMAN	tr|G1RCT3|G1RCT3_NOMLE
OG0006012	sp|Q8N9N5|BANP_HUMAN	tr|A0A2I3HDM7|A0A2I3HDM7_NOMLE
OG0006013	sp|Q8NCP5|ZBT44_HUMAN	tr|G1R7E5|G1R7E5_NOMLE
OG0006014	sp|Q8NDH2|CC168_HUMAN	tr|G1R8M3|G1R8M3_NOMLE
OG0006015	sp|Q8TAX0|OSR1_HUMAN	tr|G1QN89|G1QN89_NOMLE
OG0006016	sp|Q8TER5|ARH40_HUMAN	tr|A0A2I3HCU2|A0A2I3HCU2_NOMLE
OG0006017	sp|Q92552|RT27_HUMAN	tr|A0A2I3GVF9|A0A2I3GVF9_NOMLE
OG0006018	sp|Q969F9|HPS3_HUMAN	tr|G1QRA2|G1QRA2_NOMLE
OG0006019	sp|Q969H0|FBXW7_HUMAN	tr|G1R1R3|G1R1R3_NOMLE
OG0006020	sp|Q96BI3|APH1A_HUMAN	tr|G1RFG4|G1RFG4_NOMLE
OG0006021	sp|Q96BP2|CHCH1_HUMAN	tr|A0A2I3FV85|A0A2I3FV85_NOMLE
OG0006022	sp|Q96HA4|CA159_HUMAN	tr|G1QGK3|G1QGK3_NOMLE
OG0006023	sp|Q96PG8|BBC3B_HUMAN	tr|A0A2I3HC16|A0A2I3HC16_NOMLE
OG0006024	sp|Q99527|GPER1_HUMAN	tr|A0A2I3FQF2|A0A2I3FQF2_NOMLE
OG0006025	sp|Q9BZJ7|GPR62_HUMAN	tr|A0A2I3H759|A0A2I3H759_NOMLE
OG0006026	sp|Q9GZP1|NRSN2_HUMAN	tr|A0A2I3GN06|A0A2I3GN06_NOMLE
OG0006027	sp|Q9H0B3|IQCN_HUMAN	tr|G1R205|G1R205_NOMLE
OG0006028	sp|Q9H190|SDCB2_HUMAN	tr|G1RDW2|G1RDW2_NOMLE
OG0006029	sp|Q9H1Y0|ATG5_HUMAN	tr|G1RSA1|G1RSA1_NOMLE
OG0006030	sp|Q9HCI7|MSL2_HUMAN	tr|G1QUV9|G1QUV9_NOMLE
OG0006031	sp|Q9HCS7|SYF1_HUMAN	tr|A0A2I3GP54|A0A2I3GP54_NOMLE
OG0006032	sp|Q9NPR2|SEM4B_HUMAN	tr|G1RMR3|G1RMR3_NOMLE
OG0006033	sp|Q9NRR6|INP5E_HUMAN	tr|G1RA21|G1RA21_NOMLE
OG0006034	sp|Q9NWA0|MED9_HUMAN	tr|G1RT49|G1RT49_NOMLE
OG0006035	sp|Q9NZ42|PEN2_HUMAN	tr|A0A2I3H000|A0A2I3H000_NOMLE
OG0006036	sp|Q9UJV9|DDX41_HUMAN	tr|A0A2I3GY76|A0A2I3GY76_NOMLE
OG0006037	sp|Q9ULC0|MUCEN_HUMAN	tr|G1RTF6|G1RTF6_NOMLE
OG0006038	sp|Q9Y673|ALG5_HUMAN	tr|G1QMA9|G1QMA9_NOMLE
OG0006039	sp|Q9Y6F1|PARP3_HUMAN	tr|G1R5Y0|G1R5Y0_NOMLE
OG0006040	sp|Q9Y6P5|SESN1_HUMAN	tr|G1RPL2|G1RPL2_NOMLE
OG0006041	sp|A6NFX1|MFS2B_HUMAN	tr|G1QJ14|G1QJ14_NOMLE
OG0006042	sp|A6NNX1|RIAD1_HUMAN	tr|G1RH16|G1RH16_NOMLE
OG0006043	sp|O00623|PEX12_HUMAN	tr|G1RUI6|G1RUI6_NOMLE
OG0006044	sp|O14978|ZN263_HUMAN	tr|G1REP5|G1REP5_NOMLE
OG0006045	sp|O15085|ARHGB_HUMAN	tr|G1RR01|G1RR01_NOMLE
OG0006046	sp|O15127|SCAM2_HUMAN	tr|G1RX83|G1RX83_NOMLE
OG0006047	sp|O43193|MTLR_HUMAN	tr|G1QTN9|G1QTN9_NOMLE
OG0006048	sp|O43813|LANC1_HUMAN	tr|G1R6D9|G1R6D9_NOMLE
OG0006049	sp|O75970|MPDZ_HUMAN	tr|G1S7E0|G1S7E0_NOMLE
OG0006050	sp|P07098|LIPG_HUMAN	tr|A0A2I3HAI2|A0A2I3HAI2_NOMLE
OG0006051	sp|P0DPB6|RPAC2_HUMAN	tr|G1QHN7|G1QHN7_NOMLE
OG0006052	sp|P12259|FA5_HUMAN	tr|G1RYA9|G1RYA9_NOMLE
OG0006053	sp|P12645|BMP3_HUMAN	tr|G1RAW8|G1RAW8_NOMLE
OG0006054	sp|P14780|MMP9_HUMAN	tr|G1R594|G1R594_NOMLE
OG0006055	sp|P17023|ZNF19_HUMAN	tr|G1R1E6|G1R1E6_NOMLE
OG0006056	sp|P43235|CATK_HUMAN	tr|A0A2I3GFT2|A0A2I3GFT2_NOMLE
OG0006057	sp|P48736|PK3CG_HUMAN	tr|G1RC26|G1RC26_NOMLE
OG0006058	sp|P52434|RPAB3_HUMAN	tr|A0A2I3GD60|A0A2I3GD60_NOMLE
OG0006059	sp|P54107|CRIS1_HUMAN	tr|G1QV91|G1QV91_NOMLE
OG0006060	sp|P56270|MAZ_HUMAN	tr|G1R7L1|G1R7L1_NOMLE
OG0006061	sp|P56750|CLD17_HUMAN	tr|G1SA44|G1SA44_NOMLE
OG0006062	sp|P59923|ZN445_HUMAN	tr|G1R1Y2|G1R1Y2_NOMLE
OG0006063	sp|P61011|SRP54_HUMAN	tr|M3ZA05|M3ZA05_NOMLE
OG0006064	sp|Q14432|PDE3A_HUMAN	tr|G1QXA5|G1QXA5_NOMLE
OG0006065	sp|Q15147|PLCB4_HUMAN	tr|G1RW33|G1RW33_NOMLE
OG0006066	sp|Q15782|CH3L2_HUMAN	tr|G1QUJ7|G1QUJ7_NOMLE
OG0006067	sp|Q2TAC2|CCD57_HUMAN	tr|G1RUZ8|G1RUZ8_NOMLE
OG0006068	sp|Q4G0J3|LARP7_HUMAN	tr|G1S2Y6|G1S2Y6_NOMLE
OG0006069	sp|Q4G112|HSF5_HUMAN	tr|G1R9T5|G1R9T5_NOMLE
OG0006070	sp|Q5JWR5|DOP1_HUMAN	tr|A0A2I3GR14|A0A2I3GR14_NOMLE
OG0006071	sp|Q5SRE5|NU188_HUMAN	tr|A0A2I3HU50|A0A2I3HU50_NOMLE
OG0006072	sp|Q5SV17|TM240_HUMAN	tr|A0A2I3HWM8|A0A2I3HWM8_NOMLE
OG0006073	sp|Q5T0W9|FA83B_HUMAN	tr|G1QSV9|G1QSV9_NOMLE
OG0006074	sp|Q5TA45|INT11_HUMAN	tr|A0A2I3GK50|A0A2I3GK50_NOMLE
OG0006075	sp|Q5VW32|BROX_HUMAN	tr|M3Z9G6|M3Z9G6_NOMLE
OG0006076	sp|Q5VWK5|IL23R_HUMAN	tr|A0A2I3HK34|A0A2I3HK34_NOMLE
OG0006077	sp|Q69YQ0|CYTSA_HUMAN	tr|G1S064|G1S064_NOMLE
OG0006078	sp|Q6IQ20|NAPEP_HUMAN	tr|A0A2I3HC02|A0A2I3HC02_NOMLE
OG0006079	sp|Q6J4K2|NCLX_HUMAN	tr|A0A2I3HLM4|A0A2I3HLM4_NOMLE
OG0006080	sp|Q6Y288|B3GLT_HUMAN	tr|G1QJC3|G1QJC3_NOMLE
OG0006081	sp|Q7L190|DPPA4_HUMAN	tr|G1QVA9|G1QVA9_NOMLE
OG0006082	sp|Q7Z419|R144B_HUMAN	tr|G1QM76|G1QM76_NOMLE
OG0006083	sp|Q7Z713|ANR37_HUMAN	tr|A0A2I3HI27|A0A2I3HI27_NOMLE
OG0006084	sp|Q86XR5|PRIMA_HUMAN	tr|G1S5Y0|G1S5Y0_NOMLE
OG0006085	sp|Q8IZQ8|MYCD_HUMAN	tr|A0A2I3HTN8|A0A2I3HTN8_NOMLE
OG0006086	sp|Q8N3V7|SYNPO_HUMAN	tr|A0A2I3HJ60|A0A2I3HJ60_NOMLE
OG0006087	sp|Q8N4V2|SVOP_HUMAN	tr|G1R524|G1R524_NOMLE
OG0006088	sp|Q8N9E0|F133A_HUMAN	tr|G1SBJ9|G1SBJ9_NOMLE
OG0006089	sp|Q8WTR2|DUS19_HUMAN	tr|A0A2I3GEY4|A0A2I3GEY4_NOMLE
OG0006090	sp|Q92625|ANS1A_HUMAN	tr|G1RAS5|G1RAS5_NOMLE
OG0006091	sp|Q96IV0|NGLY1_HUMAN	tr|G1QUL8|G1QUL8_NOMLE
OG0006092	sp|Q96IZ7|RSRC1_HUMAN	tr|G1QVP1|G1QVP1_NOMLE
OG0006093	sp|Q96MP8|KCTD7_HUMAN	tr|A0A2I3HMZ7|A0A2I3HMZ7_NOMLE
OG0006094	sp|Q96NT5|PCFT_HUMAN	tr|G1QNS7|G1QNS7_NOMLE
OG0006095	sp|Q96QS6|KPSH2_HUMAN	tr|G1QLC5|G1QLC5_NOMLE
OG0006096	sp|Q9BSH4|TACO1_HUMAN	tr|A0A2I3H0B9|A0A2I3H0B9_NOMLE
OG0006097	sp|Q9BVC6|TM109_HUMAN	tr|G1RTI5|G1RTI5_NOMLE
OG0006098	sp|Q9GZU1|MCLN1_HUMAN	tr|G1QJD1|G1QJD1_NOMLE
OG0006099	sp|Q9GZU3|TM39B_HUMAN	tr|G1QP85|G1QP85_NOMLE
OG0006100	sp|Q9H6K5|PRR36_HUMAN	tr|G1QKK3|G1QKK3_NOMLE
OG0006101	sp|Q9NU53|GINM1_HUMAN	tr|A0A2I3FXK9|A0A2I3FXK9_NOMLE
OG0006102	sp|Q9NYL2|M3K20_HUMAN	tr|A0A2I3FR90|A0A2I3FR90_NOMLE
OG0006103	sp|Q9NZW4|DSPP_HUMAN	tr|G1REJ9|G1REJ9_NOMLE
OG0006104	sp|Q9P021|CRIPT_HUMAN	tr|G1S4X1|G1S4X1_NOMLE
OG0006105	sp|Q9UID3|VPS51_HUMAN	tr|G1R0C0|G1R0C0_NOMLE
OG0006106	sp|Q9UL33|TPC2L_HUMAN	tr|A0A2I3GVR2|A0A2I3GVR2_NOMLE
OG0006107	sp|Q9UPR6|ZFR2_HUMAN	tr|G1QRH7|G1QRH7_NOMLE
OG0006108	sp|Q9Y2E8|SL9A8_HUMAN	tr|G1R5N9|G1R5N9_NOMLE
OG0006109	sp|Q9Y3M2|CBY1_HUMAN	tr|G1RYT0|G1RYT0_NOMLE
OG0006110	sp|A3KMH1|VWA8_HUMAN	tr|G1QLH1|G1QLH1_NOMLE
OG0006111	sp|A4FU01|MTMRB_HUMAN	tr|G1RF23|G1RF23_NOMLE
OG0006112	sp|A5YKK6|CNOT1_HUMAN	tr|G1QUG4|G1QUG4_NOMLE
OG0006113	sp|O14796|SH21B_HUMAN	tr|A0A2I3HZ26|A0A2I3HZ26_NOMLE
OG0006114	sp|O43683|BUB1_HUMAN	tr|H9H9X6|H9H9X6_NOMLE
OG0006115	sp|O60678|ANM3_HUMAN	tr|G1S807|G1S807_NOMLE
OG0006116	sp|O75159|SOCS5_HUMAN	tr|A0A2I3H0Q6|A0A2I3H0Q6_NOMLE
OG0006117	sp|O75175|CNOT3_HUMAN	tr|G1R356|G1R356_NOMLE
OG0006118	sp|O75531|BAF_HUMAN	tr|G1R238|G1R238_NOMLE
OG0006119	sp|O76093|FGF18_HUMAN	tr|G1QHL5|G1QHL5_NOMLE
OG0006120	sp|O95684|CEP43_HUMAN	tr|G1RLN2|G1RLN2_NOMLE
OG0006121	sp|P01033|TIMP1_HUMAN	tr|G1QT15|G1QT15_NOMLE
OG0006122	sp|P02746|C1QB_HUMAN	tr|G1RA87|G1RA87_NOMLE
OG0006123	sp|P08686|CP21A_HUMAN	tr|G1R458|G1R458_NOMLE
OG0006124	sp|P09486|SPRC_HUMAN	tr|G1S383|G1S383_NOMLE
OG0006125	sp|P22760|AAAD_HUMAN	tr|A0A2I3HBD2|A0A2I3HBD2_NOMLE
OG0006126	sp|P23246|SFPQ_HUMAN	tr|A0A2I3GVW0|A0A2I3GVW0_NOMLE
OG0006127	sp|P23409|MYF6_HUMAN	tr|A0A2I3G118|A0A2I3G118_NOMLE
OG0006128	sp|P32245|MC4R_HUMAN	tr|G1SA07|G1SA07_NOMLE
OG0006129	sp|P37837|TALDO_HUMAN	tr|A0A2I3GLD9|A0A2I3GLD9_NOMLE
OG0006130	sp|P43246|MSH2_HUMAN	tr|M3ZAA0|M3ZAA0_NOMLE
OG0006131	sp|P43307|SSRA_HUMAN	tr|M3ZAD8|M3ZAD8_NOMLE
OG0006132	sp|P48751|B3A3_HUMAN	tr|G1REL9|G1REL9_NOMLE
OG0006133	sp|P51808|DYLT3_HUMAN	tr|A0A2I3H0J1|A0A2I3H0J1_NOMLE
OG0006134	sp|P55010|IF5_HUMAN	tr|A0A2I3G3H3|A0A2I3G3H3_NOMLE
OG0006135	sp|P57071|PRD15_HUMAN	tr|G1RWF9|G1RWF9_NOMLE
OG0006136	sp|P98153|IDD_HUMAN	tr|M3ZCA5|M3ZCA5_NOMLE
OG0006137	sp|Q0VAF6|SYCN_HUMAN	tr|A0A2I3I0J9|A0A2I3I0J9_NOMLE
OG0006138	sp|Q13224|NMDE2_HUMAN	tr|G1QUE1|G1QUE1_NOMLE
OG0006139	sp|Q13422|IKZF1_HUMAN	tr|G1R9W5|G1R9W5_NOMLE
OG0006140	sp|Q13424|SNTA1_HUMAN	tr|G1RG04|G1RG04_NOMLE
OG0006141	sp|Q14153|FA53B_HUMAN	tr|A0A2I3GNK9|A0A2I3GNK9_NOMLE
OG0006142	sp|Q15036|SNX17_HUMAN	tr|G1QTR3|G1QTR3_NOMLE
OG0006143	sp|Q16651|PRSS8_HUMAN	tr|G1S291|G1S291_NOMLE
OG0006144	sp|Q2T9J0|TYSD1_HUMAN	tr|G1RKD6|G1RKD6_NOMLE
OG0006145	sp|Q5SRH9|TT39A_HUMAN	tr|A0A2I3HZY5|A0A2I3HZY5_NOMLE
OG0006146	sp|Q5VVC0|SPO16_HUMAN	tr|G1RHI3|G1RHI3_NOMLE
OG0006147	sp|Q6XYB7|LBX2_HUMAN	tr|A0A2I3GMJ4|A0A2I3GMJ4_NOMLE
OG0006148	sp|Q6ZNE5|BAKOR_HUMAN	tr|G1RQP6|G1RQP6_NOMLE
OG0006149	sp|Q6ZU52|K0408_HUMAN	tr|G1RVC2|G1RVC2_NOMLE
OG0006150	sp|Q7LGC8|CHST3_HUMAN	tr|G1S2X2|G1S2X2_NOMLE
OG0006151	sp|Q86VI1|EX3L1_HUMAN	tr|G1QWJ2|G1QWJ2_NOMLE
OG0006152	sp|Q86XD5|F131B_HUMAN	tr|A0A2I3GCJ2|A0A2I3GCJ2_NOMLE
OG0006153	sp|Q8IUS5|EPHX4_HUMAN	tr|G1RHG6|G1RHG6_NOMLE
OG0006154	sp|Q8N6Y1|PCD20_HUMAN	tr|G1S1F2|G1S1F2_NOMLE
OG0006155	sp|Q8NEM7|SP20H_HUMAN	tr|A0A2I3GNU3|A0A2I3GNU3_NOMLE
OG0006156	sp|Q8NFQ6|BPIFC_HUMAN	tr|G1QYI0|G1QYI0_NOMLE
OG0006157	sp|Q8NHG8|ZNRF2_HUMAN	tr|G1RYR1|G1RYR1_NOMLE
OG0006158	sp|Q8NHU6|TDRD7_HUMAN	tr|G1S4T3|G1S4T3_NOMLE
OG0006159	sp|Q8TBN0|R3GEF_HUMAN	tr|G1QSN9|G1QSN9_NOMLE
OG0006160	sp|Q8TDM5|SACA4_HUMAN	tr|A0A2I3HX42|A0A2I3HX42_NOMLE
OG0006161	sp|Q8WTP8|AEN_HUMAN	tr|A0A2I3GAH5|A0A2I3GAH5_NOMLE
OG0006162	sp|Q8WW43|APH1B_HUMAN	tr|G1RNR0|G1RNR0_NOMLE
OG0006163	sp|Q92974|ARHG2_HUMAN	tr|A0A2I3G9X4|A0A2I3G9X4_NOMLE
OG0006164	sp|Q96AP4|ZUP1_HUMAN	tr|G1RRW9|G1RRW9_NOMLE
OG0006165	sp|Q96DU3|SLAF6_HUMAN	tr|G1RTG2|G1RTG2_NOMLE
OG0006166	sp|Q96EK2|PF21B_HUMAN	tr|G1QGZ0|G1QGZ0_NOMLE
OG0006167	sp|Q96ME7|ZN512_HUMAN	tr|G1QUY5|G1QUY5_NOMLE
OG0006168	sp|Q96Q83|ALKB3_HUMAN	tr|A0A2I3FW85|A0A2I3FW85_NOMLE
OG0006169	sp|Q96T55|KCNKG_HUMAN	tr|G1RL03|G1RL03_NOMLE
OG0006170	sp|Q9BZW8|CD244_HUMAN	tr|G1RU44|G1RU44_NOMLE
OG0006171	sp|Q9C0B7|TNG6_HUMAN	tr|G1R018|G1R018_NOMLE
OG0006172	sp|Q9H0F6|SHRPN_HUMAN	tr|G1RHN5|G1RHN5_NOMLE
OG0006173	sp|Q9H0R1|AP5M1_HUMAN	tr|G1RRC4|G1RRC4_NOMLE
OG0006174	sp|Q9H0R3|TM222_HUMAN	tr|G1REC2|G1REC2_NOMLE
OG0006175	sp|Q9NYJ8|TAB2_HUMAN	tr|G1RZA3|G1RZA3_NOMLE
OG0006176	sp|Q9NZF1|PLAC8_HUMAN	tr|G1RCN7|G1RCN7_NOMLE
OG0006177	sp|Q9UHV2|SRTD1_HUMAN	tr|G1RV26|G1RV26_NOMLE
OG0006178	sp|Q9Y231|FUT9_HUMAN	tr|A0A2I3HAE4|A0A2I3HAE4_NOMLE
OG0006179	sp|Q9Y2L6|FRM4B_HUMAN	tr|G1QPF6|G1QPF6_NOMLE
OG0006180	sp|Q9Y680|FKBP7_HUMAN	tr|G1R2N4|G1R2N4_NOMLE
OG0006181	sp|A0A075B6W5|TVA23_HUMAN	tr|A0A2I3GKH8|A0A2I3GKH8_NOMLE
OG0006182	sp|A0PJX4|SHSA3_HUMAN	tr|A0A2I3GRQ0|A0A2I3GRQ0_NOMLE
OG0006183	sp|A4D1P6|WDR91_HUMAN	tr|G1RSC3|G1RSC3_NOMLE
OG0006184	sp|O00230|CORT_HUMAN	tr|A0A2I3G2D2|A0A2I3G2D2_NOMLE
OG0006185	sp|O15042|SR140_HUMAN	tr|G1QYJ7|G1QYJ7_NOMLE
OG0006186	sp|O15258|RER1_HUMAN	tr|A0A2I3H518|A0A2I3H518_NOMLE
OG0006187	sp|O43768|ENSA_HUMAN	tr|A0A2I3GKJ8|A0A2I3GKJ8_NOMLE
OG0006188	sp|O60547|GMDS_HUMAN	tr|A0A2I3HAY0|A0A2I3HAY0_NOMLE
OG0006189	sp|O60934|NBN_HUMAN	tr|A0A2I3GEG0|A0A2I3GEG0_NOMLE
OG0006190	sp|O75817|POP7_HUMAN	tr|G1RMN6|G1RMN6_NOMLE
OG0006191	sp|O96007|MOC2B_HUMAN	tr|G1RJJ3|G1RJJ3_NOMLE
OG0006192	sp|P01375|TNFA_HUMAN	tr|A0A2I3HVV8|A0A2I3HVV8_NOMLE
