Orthogroup	Homo_sapiens	Monodon_monoceros
OG0003670	sp|Q9UPR3|SMG5_HUMAN	tr|A0A4U1ET99|A0A4U1ET99_MONMO
OG0003671	sp|Q9Y244|POMP_HUMAN	tr|A0A4U1FRH4|A0A4U1FRH4_MONMO
OG0003672	sp|A0A1B0GVZ9|TM269_HUMAN	tr|A0A4U1ERZ9|A0A4U1ERZ9_MONMO
OG0003673	sp|A2RUB1|MEIOC_HUMAN	tr|A0A4U1F576|A0A4U1F576_MONMO
OG0003674	sp|O15050|TRNK1_HUMAN	tr|A0A4U1FIG2|A0A4U1FIG2_MONMO
OG0003675	sp|O95274|LYPD3_HUMAN	tr|A0A4U1FVT3|A0A4U1FVT3_MONMO
OG0003676	sp|P07492|GRP_HUMAN	tr|A0A4U1FH16|A0A4U1FH16_MONMO
OG0003677	sp|P08579|RU2B_HUMAN	tr|A0A4U1FMH3|A0A4U1FMH3_MONMO
OG0003678	sp|P10912|GHR_HUMAN	tr|A0A4U1F4B7|A0A4U1F4B7_MONMO
OG0003679	sp|P13010|XRCC5_HUMAN	tr|A0A4U1FE36|A0A4U1FE36_MONMO
OG0003680	sp|P15391|CD19_HUMAN	tr|A0A4U1FLJ2|A0A4U1FLJ2_MONMO
OG0003681	sp|P20749|BCL3_HUMAN	tr|A0A4V5PB59|A0A4V5PB59_MONMO
OG0003682	sp|P22692|IBP4_HUMAN	tr|A0A4V5PAA4|A0A4V5PAA4_MONMO
OG0003683	sp|P25445|TNR6_HUMAN	tr|A0A4U1F955|A0A4U1F955_MONMO
OG0003684	sp|P29274|AA2AR_HUMAN	tr|A0A4U1EUB7|A0A4U1EUB7_MONMO
OG0003685	sp|P38567|HYALP_HUMAN	tr|A0A4V5P917|A0A4V5P917_MONMO
OG0003686	sp|P40855|PEX19_HUMAN	tr|A0A4U1FG06|A0A4U1FG06_MONMO
OG0003687	sp|P50579|MAP2_HUMAN	tr|A0A4U1FIH4|A0A4U1FIH4_MONMO
OG0003688	sp|P50747|BPL1_HUMAN	tr|A0A4U1FA43|A0A4U1FA43_MONMO
OG0003689	sp|P52630|STAT2_HUMAN	tr|A0A4U1FR51|A0A4U1FR51_MONMO
OG0003690	sp|P54849|EMP1_HUMAN	tr|A0A4U1F0Q5|A0A4U1F0Q5_MONMO
OG0003691	sp|P81172|HEPC_HUMAN	tr|A0A4U1F9Q4|A0A4U1F9Q4_MONMO
OG0003692	sp|Q08334|I10R2_HUMAN	tr|A0A4U1EWY9|A0A4U1EWY9_MONMO
OG0003693	sp|Q0VAQ4|SMAGP_HUMAN	tr|A0A4U1FQT9|A0A4U1FQT9_MONMO
OG0003694	sp|Q13118|KLF10_HUMAN	tr|A0A4U1FDU5|A0A4U1FDU5_MONMO
OG0003695	sp|Q14314|FGL2_HUMAN	tr|A0A4U1FTB4|A0A4U1FTB4_MONMO
OG0003696	sp|Q4ZIN3|MBRL_HUMAN	tr|A0A4V5P7R2|A0A4V5P7R2_MONMO
OG0003697	sp|Q5JVL4|EFHC1_HUMAN	tr|A0A4V5P5V1|A0A4V5P5V1_MONMO
OG0003698	sp|Q5THR3|EFCB6_HUMAN	tr|A0A4V5P7Z8|A0A4V5P7Z8_MONMO
OG0003699	sp|Q68D10|SPT2_HUMAN	tr|A0A4U1ESL3|A0A4U1ESL3_MONMO
OG0003700	sp|Q6JEL2|KLH10_HUMAN	tr|A0A4V5PAF7|A0A4V5PAF7_MONMO
OG0003701	sp|Q6ZVC0|NYAP1_HUMAN	tr|A0A4U1FGV1|A0A4U1FGV1_MONMO
OG0003702	sp|Q7Z4V5|HDGR2_HUMAN	tr|A0A4U1FAR5|A0A4U1FAR5_MONMO
OG0003703	sp|Q86UT6|NLRX1_HUMAN	tr|A0A4V5P8A9|A0A4V5P8A9_MONMO
OG0003704	sp|Q86VQ1|GLCI1_HUMAN	tr|A0A4U1FD56|A0A4U1FD56_MONMO
OG0003705	sp|Q86XE3|MICU3_HUMAN	tr|A0A4U1EZ67|A0A4U1EZ67_MONMO
OG0003706	sp|Q8IXI1|MIRO2_HUMAN	tr|A0A4U1FNF1|A0A4U1FNF1_MONMO
OG0003707	sp|Q8N1V2|CFA52_HUMAN	tr|A0A4U1FE24|A0A4U1FE24_MONMO
OG0003708	sp|Q8N8U3|RTL3_HUMAN	tr|A0A4U1EV35|A0A4U1EV35_MONMO
OG0003709	sp|Q8NHY6|ZFP28_HUMAN	tr|A0A4U1EVB3|A0A4U1EVB3_MONMO
OG0003710	sp|Q8TAC1|RFESD_HUMAN	tr|A0A4V5PA62|A0A4V5PA62_MONMO
OG0003711	sp|Q8TAG5|VTM2A_HUMAN	tr|A0A4U1EQY9|A0A4U1EQY9_MONMO
OG0003712	sp|Q8TDU6|GPBAR_HUMAN	tr|A0A4V5P869|A0A4V5P869_MONMO
OG0003713	sp|Q8WUA2|PPIL4_HUMAN	tr|A0A4U1FLA1|A0A4U1FLA1_MONMO
OG0003714	sp|Q8WVL7|ANR49_HUMAN	tr|A0A4U1FGC2|A0A4U1FGC2_MONMO
OG0003715	sp|Q96BR5|COA7_HUMAN	tr|A0A4U1FJ61|A0A4U1FJ61_MONMO
OG0003716	sp|Q96G30|MRAP2_HUMAN	tr|A0A4V5P6Q6|A0A4V5P6Q6_MONMO
OG0003717	sp|Q96GX1|TECT2_HUMAN	tr|A0A4U1FJR3|A0A4U1FJR3_MONMO
OG0003718	sp|Q96LR2|LURA1_HUMAN	tr|A0A4V5P6F2|A0A4V5P6F2_MONMO
OG0003719	sp|Q9BYW2|SETD2_HUMAN	tr|A0A4U1EF65|A0A4U1EF65_MONMO
OG0003720	sp|Q9H0W7|THAP2_HUMAN	tr|A0A4U1EPW7|A0A4U1EPW7_MONMO
OG0003721	sp|Q9H6Z4|RANB3_HUMAN	tr|A0A4U1F9R8|A0A4U1F9R8_MONMO
OG0003722	sp|Q9H867|MT21D_HUMAN	tr|A0A4U1F0B9|A0A4U1F0B9_MONMO
OG0003723	sp|Q9NU23|LYRM2_HUMAN	tr|A0A4U1F0B8|A0A4U1F0B8_MONMO
OG0003724	sp|Q9NUD7|CT096_HUMAN	tr|A0A4U1EZQ2|A0A4U1EZQ2_MONMO
OG0003725	sp|Q9NV23|SAST_HUMAN	tr|A0A4U1FIQ6|A0A4U1FIQ6_MONMO
OG0003726	sp|Q9NV35|NUD15_HUMAN	tr|A0A4U1EMX8|A0A4U1EMX8_MONMO
OG0003727	sp|Q9NYK6|EURL_HUMAN	tr|A0A4U1EKI5|A0A4U1EKI5_MONMO
OG0003728	sp|Q9Y3T6|R3HC1_HUMAN	tr|A0A4U1EFZ2|A0A4U1EFZ2_MONMO
OG0003729	sp|Q9Y6A4|CFA20_HUMAN	tr|A0A4U1F5E6|A0A4U1F5E6_MONMO
OG0003730	sp|O00743|PPP6_HUMAN	tr|A0A4U1FE31|A0A4U1FE31_MONMO
OG0003731	sp|O43598|DNPH1_HUMAN	tr|A0A4U1FQM6|A0A4U1FQM6_MONMO
OG0003732	sp|O43827|ANGL7_HUMAN	tr|A0A4U1FLL7|A0A4U1FLL7_MONMO
OG0003733	sp|O75031|HSF2B_HUMAN	tr|A0A4V5P7U5|A0A4V5P7U5_MONMO
OG0003734	sp|P01178|NEU1_HUMAN	tr|A0A4U1FF92|A0A4U1FF92_MONMO
OG0003735	sp|P02790|HEMO_HUMAN	tr|A0A4U1FAQ9|A0A4U1FAQ9_MONMO
OG0003736	sp|P06454|PTMA_HUMAN	tr|A0A4U1EIX1|A0A4U1EIX1_MONMO
OG0003737	sp|P08185|CBG_HUMAN	tr|A0A4U1F063|A0A4U1F063_MONMO
OG0003738	sp|P08833|IBP1_HUMAN	tr|A0A4U1F5N5|A0A4U1F5N5_MONMO
OG0003739	sp|P22897|MRC1_HUMAN	tr|A0A4U1EKH7|A0A4U1EKH7_MONMO
OG0003740	sp|P30542|AA1R_HUMAN	tr|A0A4U1F6R0|A0A4U1F6R0_MONMO
OG0003741	sp|P49720|PSB3_HUMAN	tr|A0A4U1FHH2|A0A4U1FHH2_MONMO
OG0003742	sp|P49773|HINT1_HUMAN	tr|A0A4U1F145|A0A4U1F145_MONMO
OG0003743	sp|P54845|NRL_HUMAN	tr|A0A4V5P863|A0A4V5P863_MONMO
OG0003744	sp|P56282|DPOE2_HUMAN	tr|A0A4U1EZH8|A0A4U1EZH8_MONMO
OG0003745	sp|P57678|GEMI4_HUMAN	tr|A0A4U1FCY6|A0A4U1FCY6_MONMO
OG0003746	sp|P98077|SHC2_HUMAN	tr|A0A4V5P7T3|A0A4V5P7T3_MONMO
OG0003747	sp|Q03828|EVX2_HUMAN	tr|A0A4U1FJ78|A0A4U1FJ78_MONMO
OG0003749	sp|Q07864|DPOE1_HUMAN	tr|A0A4U1ERW9|A0A4U1ERW9_MONMO
OG0003750	sp|Q13045|FLII_HUMAN	tr|A0A4U1FTB3|A0A4U1FTB3_MONMO
OG0003751	sp|Q13415|ORC1_HUMAN	tr|A0A4U1FJ52|A0A4U1FJ52_MONMO
OG0003752	sp|Q14542|S29A2_HUMAN	tr|A0A4U1EJQ8|A0A4U1EJQ8_MONMO
OG0003753	sp|Q502W7|CCD38_HUMAN	tr|A0A4U1FIF1|A0A4U1FIF1_MONMO
OG0003754	sp|Q567V2|M17L2_HUMAN	tr|A0A4U1FJF4|A0A4U1FJF4_MONMO
OG0003755	sp|Q5JTN6|WDR38_HUMAN	tr|A0A4U1FDS0|A0A4U1FDS0_MONMO
OG0003756	sp|Q5JU67|CF157_HUMAN	tr|A0A4U1ENW5|A0A4U1ENW5_MONMO
OG0003757	sp|Q5RL73|RBM48_HUMAN	tr|A0A4V5PAL3|A0A4V5PAL3_MONMO
OG0003758	sp|Q5VZ52|MORN5_HUMAN	tr|A0A4U1FCG5|A0A4U1FCG5_MONMO
OG0003759	sp|Q6UWY2|PRS57_HUMAN	tr|A0A4U1EVN8|A0A4U1EVN8_MONMO
OG0003760	sp|Q86TW2|ADCK1_HUMAN	tr|A0A4U1EWR0|A0A4U1EWR0_MONMO
OG0003761	sp|Q8IZ40|RCOR2_HUMAN	tr|A0A4U1FM83|A0A4U1FM83_MONMO
OG0003762	sp|Q8N531|FBXL6_HUMAN	tr|A0A4U1F4W9|A0A4U1F4W9_MONMO
OG0003763	sp|Q8NEF9|SRFB1_HUMAN	tr|A0A4U1FCJ4|A0A4U1FCJ4_MONMO
OG0003764	sp|Q8NHR7|TERB2_HUMAN	tr|A0A4U1EJR6|A0A4U1EJR6_MONMO
OG0003765	sp|Q8NHS2|AATC2_HUMAN	tr|A0A4U1FHG4|A0A4U1FHG4_MONMO
OG0003766	sp|Q8TAE7|KCNG3_HUMAN	tr|A0A4U1FCR8|A0A4U1FCR8_MONMO
OG0003767	sp|Q8TER0|SNED1_HUMAN	tr|A0A4U1F815|A0A4U1F815_MONMO
OG0003768	sp|Q8TES7|FBF1_HUMAN	tr|A0A4U1FTV0|A0A4U1FTV0_MONMO
OG0003769	sp|Q8WXS5|CCG8_HUMAN	tr|A0A4U1EH53|A0A4U1EH53_MONMO
OG0003770	sp|Q96EP9|NTCP4_HUMAN	tr|A0A4U1FLX5|A0A4U1FLX5_MONMO
OG0003771	sp|Q96GS4|BORC6_HUMAN	tr|A0A4U1FEF0|A0A4U1FEF0_MONMO
OG0003772	sp|Q96MX6|DAA10_HUMAN	tr|A0A4U1EIU0|A0A4U1EIU0_MONMO
OG0003773	sp|Q96PD5|PGRP2_HUMAN	tr|A0A4U1EJ59|A0A4U1EJ59_MONMO
OG0003774	sp|Q96Q89|KI20B_HUMAN	tr|A0A4U1F914|A0A4U1F914_MONMO
OG0003775	sp|Q9BTC0|DIDO1_HUMAN	tr|A0A4U1F6E7|A0A4U1F6E7_MONMO
OG0003776	sp|Q9GZV5|WWTR1_HUMAN	tr|A0A4U1F0W3|A0A4U1F0W3_MONMO
OG0003777	sp|Q9HB40|RISC_HUMAN	tr|A0A4U1EH19|A0A4U1EH19_MONMO
OG0003778	sp|Q9NPA3|M1IP1_HUMAN	tr|A0A4U1FFJ4|A0A4U1FFJ4_MONMO
OG0003779	sp|Q9NQX0|PRDM6_HUMAN	tr|A0A4V6WP22|A0A4V6WP22_MONMO
OG0003780	sp|A6NE02|BTBDH_HUMAN	tr|A0A4U1FD67|A0A4U1FD67_MONMO
OG0003781	sp|A6NGH7|CC160_HUMAN	tr|A0A4U1ERF4|A0A4U1ERF4_MONMO
OG0003782	sp|A6NHS7|MANS4_HUMAN	tr|A0A4U1EYJ8|A0A4U1EYJ8_MONMO
OG0003783	sp|O14545|TRAD1_HUMAN	tr|A0A4U1F817|A0A4U1F817_MONMO
OG0003784	sp|O15379|HDAC3_HUMAN	tr|A0A4U1FLQ5|A0A4U1FLQ5_MONMO
OG0003785	sp|O15400|STX7_HUMAN	tr|A0A4U1F2M1|A0A4U1F2M1_MONMO
OG0003786	sp|O43169|CYB5B_HUMAN	tr|A0A4U1EBG0|A0A4U1EBG0_MONMO
OG0003787	sp|O75128|COBL_HUMAN	tr|A0A4V5PAP6|A0A4V5PAP6_MONMO
OG0003788	sp|O95620|DUS4L_HUMAN	tr|A0A4U1EHD4|A0A4U1EHD4_MONMO
OG0003789	sp|O95785|WIZ_HUMAN	tr|A0A4U1EJ56|A0A4U1EJ56_MONMO
OG0003790	sp|P05160|F13B_HUMAN	tr|A0A4U1F5I6|A0A4U1F5I6_MONMO
OG0003791	sp|P09681|GIP_HUMAN	tr|A0A4V5PAE2|A0A4V5PAE2_MONMO
OG0003792	sp|P17275|JUNB_HUMAN	tr|A0A4U1ESD6|A0A4U1ESD6_MONMO
OG0003793	sp|P48764|SL9A3_HUMAN	tr|A0A4V6WNZ3|A0A4V6WNZ3_MONMO
OG0003794	sp|P49207|RL34_HUMAN	tr|A0A4V5PA04|A0A4V5PA04_MONMO
OG0003795	sp|P50539|MXI1_HUMAN	tr|A0A4U1FT56|A0A4U1FT56_MONMO
OG0003796	sp|P52798|EFNA4_HUMAN	tr|A0A4U1ERS1|A0A4U1ERS1_MONMO
OG0003797	sp|P56278|MTCP1_HUMAN	tr|A0A4U1EF28|A0A4U1EF28_MONMO
OG0003798	sp|P56715|RP1_HUMAN	tr|A0A4U1EED7|A0A4U1EED7_MONMO
OG0003799	sp|Q0VG06|FP100_HUMAN	tr|A0A4U1FT88|A0A4U1FT88_MONMO
OG0003800	sp|Q19T08|ECSCR_HUMAN	tr|A0A4U1EZR8|A0A4U1EZR8_MONMO
OG0003801	sp|Q4G0X9|CCD40_HUMAN	tr|A0A4U1FSP7|A0A4U1FSP7_MONMO
OG0003802	sp|Q5T0L3|SPT46_HUMAN	tr|A0A4U1EH25|A0A4U1EH25_MONMO
OG0003804	sp|Q6ICB4|SESQ2_HUMAN	tr|A0A4U1ERG2|A0A4U1ERG2_MONMO
OG0003805	sp|Q6NV74|CRCDL_HUMAN	tr|A0A4U1EYF2|A0A4U1EYF2_MONMO
OG0003806	sp|Q6X4U4|SOSD1_HUMAN	tr|A0A4U1FKC9|A0A4U1FKC9_MONMO
OG0003807	sp|Q6ZN32|ETV3L_HUMAN	tr|A0A4U1EEH6|A0A4U1EEH6_MONMO
OG0003808	sp|Q6ZWE6|PKHM3_HUMAN	tr|A0A4U1FL69|A0A4U1FL69_MONMO
OG0003809	sp|Q70EL2|UBP45_HUMAN	tr|A0A4U1FD25|A0A4U1FD25_MONMO
OG0003810	sp|Q86Z20|CC125_HUMAN	tr|A0A4U1EMA3|A0A4U1EMA3_MONMO
OG0003811	sp|Q8IXQ8|PDZD9_HUMAN	tr|A0A4U1FCK0|A0A4U1FCK0_MONMO
OG0003812	sp|Q8NAA5|LR75A_HUMAN	tr|A0A4U1FS76|A0A4U1FS76_MONMO
OG0003813	sp|Q8TAG6|VEXIN_HUMAN	tr|A0A4U1EQD8|A0A4U1EQD8_MONMO
OG0003814	sp|Q8TCX5|RHPN1_HUMAN	tr|A0A4U1F5K9|A0A4U1F5K9_MONMO
OG0003815	sp|Q8TCY9|URGCP_HUMAN	tr|A0A4U1EG06|A0A4U1EG06_MONMO
OG0003816	sp|Q92685|ALG3_HUMAN	tr|A0A4U1FRM5|A0A4U1FRM5_MONMO
OG0003817	sp|Q96CM8|ACSF2_HUMAN	tr|A0A4U1FKX6|A0A4U1FKX6_MONMO
OG0003818	sp|Q96FH0|BORC8_HUMAN	tr|A0A4U1FJE3|A0A4U1FJE3_MONMO
OG0003819	sp|Q96JK2|DCAF5_HUMAN	tr|A0A4U1FEX4|A0A4U1FEX4_MONMO
OG0003820	sp|Q99675|CGRF1_HUMAN	tr|A0A4U1FLI5|A0A4U1FLI5_MONMO
OG0003821	sp|Q9BRG1|VPS25_HUMAN	tr|A0A4V5PA41|A0A4V5PA41_MONMO
OG0003822	sp|Q9BTA9|WAC_HUMAN	tr|A0A4U1F172|A0A4U1F172_MONMO
OG0003823	sp|Q9BVW5|TIPIN_HUMAN	tr|A0A4U1FAD9|A0A4U1FAD9_MONMO
OG0003824	sp|Q9BXS6|NUSAP_HUMAN	tr|A0A4U1EM34|A0A4U1EM34_MONMO
OG0003825	sp|Q9H093|NUAK2_HUMAN	tr|A0A4U1FD64|A0A4U1FD64_MONMO
OG0003826	sp|Q9HCU9|BRMS1_HUMAN	tr|A0A4U1EJT3|A0A4U1EJT3_MONMO
OG0003827	sp|Q9NQ32|CK016_HUMAN	tr|A0A4U1EG37|A0A4U1EG37_MONMO
OG0003828	sp|Q9NY15|STAB1_HUMAN	tr|A0A4U1EYJ0|A0A4U1EYJ0_MONMO
OG0003829	sp|Q9P206|K1522_HUMAN	tr|A0A4V6WP04|A0A4V6WP04_MONMO
OG0003830	sp|Q9UMR3|TBX20_HUMAN	tr|A0A4U1FRH9|A0A4U1FRH9_MONMO
OG0003831	sp|Q9Y6E7|SIR4_HUMAN	tr|A0A4U1F2E6|A0A4U1F2E6_MONMO
OG0003833	sp|O00566|MPP10_HUMAN	tr|A0A4U1EIA2|A0A4U1EIA2_MONMO
OG0003834	sp|O15056|SYNJ2_HUMAN	tr|A0A4U1EMT2|A0A4U1EMT2_MONMO
OG0003835	sp|O15144|ARPC2_HUMAN	tr|A0A4V6WNZ8|A0A4V6WNZ8_MONMO
OG0003836	sp|O15528|CP27B_HUMAN	tr|A0A4U1FC00|A0A4U1FC00_MONMO
OG0003837	sp|O43310|CTIF_HUMAN	tr|A0A4U1FAW3|A0A4U1FAW3_MONMO
OG0003838	sp|O75347|TBCA_HUMAN	tr|A0A4U1F5U0|A0A4U1F5U0_MONMO
OG0003839	sp|O75953|DNJB5_HUMAN	tr|A0A4V6WP80|A0A4V6WP80_MONMO
OG0003840	sp|P04216|THY1_HUMAN	tr|A0A4U1F1J9|A0A4U1F1J9_MONMO
OG0003841	sp|P05231|IL6_HUMAN	tr|A0A4U1FZY8|A0A4U1FZY8_MONMO
OG0003843	sp|P29972|AQP1_HUMAN	tr|A0A4V5PAY5|A0A4V5PAY5_MONMO
OG0003844	sp|P30040|ERP29_HUMAN	tr|A0A4U1F879|A0A4U1F879_MONMO
OG0003845	sp|P40937|RFC5_HUMAN	tr|A0A4U1FLL4|A0A4U1FLL4_MONMO
OG0003846	sp|P51460|INSL3_HUMAN	tr|A0A4U1FJG0|A0A4U1FJG0_MONMO
OG0003847	sp|P57764|GSDMD_HUMAN	tr|A0A4U1F4U9|A0A4U1F4U9_MONMO
OG0003848	sp|Q01831|XPC_HUMAN	tr|A0A4U1EN16|A0A4U1EN16_MONMO
OG0003850	sp|Q13164|MK07_HUMAN	tr|A0A4V5PBH4|A0A4V5PBH4_MONMO
OG0003851	sp|Q13630|FCL_HUMAN	tr|A0A4U1F4Q6|A0A4U1F4Q6_MONMO
OG0003852	sp|Q15116|PDCD1_HUMAN	tr|A0A4V5P9C3|A0A4V5P9C3_MONMO
OG0003853	sp|Q15813|TBCE_HUMAN	tr|A0A4U1ERW3|A0A4U1ERW3_MONMO
OG0003854	sp|Q16790|CAH9_HUMAN	tr|A0A4U1FDL5|A0A4U1FDL5_MONMO
OG0003855	sp|Q2M2I8|AAK1_HUMAN	tr|A0A4U1ERA3|A0A4U1ERA3_MONMO
OG0003856	sp|Q2NL68|PRSR3_HUMAN	tr|A0A4U1F9M7|A0A4U1F9M7_MONMO
OG0003857	sp|Q3B8N5|PROX2_HUMAN	tr|A0A4U1F6H5|A0A4U1F6H5_MONMO
OG0003858	sp|Q53EZ4|CEP55_HUMAN	tr|A0A4U1FPF6|A0A4U1FPF6_MONMO
OG0003859	sp|Q6UWI2|PARM1_HUMAN	tr|A0A4U1EVG6|A0A4U1EVG6_MONMO
OG0003860	sp|Q7Z589|EMSY_HUMAN	tr|A0A4U1EX79|A0A4U1EX79_MONMO
OG0003861	sp|Q7Z6K3|PTAR1_HUMAN	tr|A0A4U1ET28|A0A4U1ET28_MONMO
OG0003862	sp|Q7Z6M1|RABEK_HUMAN	tr|A0A4V5P9L7|A0A4V5P9L7_MONMO
OG0003863	sp|Q86VD9|PIGZ_HUMAN	tr|A0A4U1FCY0|A0A4U1FCY0_MONMO
OG0003864	sp|Q8IYT4|KATL2_HUMAN	tr|A0A4V5P8I9|A0A4V5P8I9_MONMO
OG0003865	sp|Q8N3R3|TCAIM_HUMAN	tr|A0A4U1FI10|A0A4U1FI10_MONMO
OG0003866	sp|Q8N465|D2HDH_HUMAN	tr|A0A4U1F9X2|A0A4U1F9X2_MONMO
OG0003867	sp|Q8N4L1|T151A_HUMAN	tr|A0A4U1EKU4|A0A4U1EKU4_MONMO
OG0003868	sp|Q8NEG5|ZSWM2_HUMAN	tr|A0A4U1F454|A0A4U1F454_MONMO
OG0003869	sp|Q8NHS3|MFSD8_HUMAN	tr|A0A4U1EPA0|A0A4U1EPA0_MONMO
OG0003870	sp|Q8TC05|MDM1_HUMAN	tr|A0A4U1FBF7|A0A4U1FBF7_MONMO
OG0003871	sp|Q8TC57|M1AP_HUMAN	tr|A0A4U1F2T3|A0A4U1F2T3_MONMO
OG0003872	sp|Q96BZ4|PLD4_HUMAN	tr|A0A4U1F0A8|A0A4U1F0A8_MONMO
OG0003873	sp|Q96NW7|LRRC7_HUMAN	tr|A0A4U1FBD2|A0A4U1FBD2_MONMO
OG0003874	sp|Q9HAT2|SIAE_HUMAN	tr|A0A4U1EHR4|A0A4U1EHR4_MONMO
OG0003875	sp|Q9HCK1|ZDBF2_HUMAN	tr|A0A4U1FNQ7|A0A4U1FNQ7_MONMO
OG0003876	sp|Q9NRF2|SH2B1_HUMAN	tr|A0A4U1FL27|A0A4U1FL27_MONMO
OG0003877	sp|Q9NRS6|SNX15_HUMAN	tr|A0A4U1EKJ9|A0A4U1EKJ9_MONMO
OG0003878	sp|Q9NRX3|NUA4L_HUMAN	tr|A0A4U1FB84|A0A4U1FB84_MONMO
OG0003879	sp|Q9NUJ3|T11L1_HUMAN	tr|A0A4U1FRK6|A0A4U1FRK6_MONMO
OG0003880	sp|Q9UBQ5|EIF3K_HUMAN	tr|A0A4U1EXZ3|A0A4U1EXZ3_MONMO
OG0003881	sp|Q9Y274|SIA10_HUMAN	tr|A0A4U1F5D2|A0A4U1F5D2_MONMO
OG0003882	sp|Q9Y394|DHRS7_HUMAN	tr|A0A4U1F270|A0A4U1F270_MONMO
OG0003883	sp|Q9Y5N5|N6MT1_HUMAN	tr|A0A4V5P889|A0A4V5P889_MONMO
OG0003884	sp|O43182|RHG06_HUMAN	tr|A0A4U1EH16|A0A4U1EH16_MONMO
OG0003885	sp|O43526|KCNQ2_HUMAN	tr|A0A4V5P985|A0A4V5P985_MONMO
OG0003886	sp|O43766|LIAS_HUMAN	tr|A0A4U1ETD1|A0A4U1ETD1_MONMO
OG0003887	sp|O95476|CNEP1_HUMAN	tr|A0A4U1F028|A0A4U1F028_MONMO
OG0003888	sp|O95502|NPTXR_HUMAN	tr|A0A4U1F0F0|A0A4U1F0F0_MONMO
OG0003889	sp|P14415|AT1B2_HUMAN	tr|A0A4U1FE89|A0A4U1FE89_MONMO
OG0003890	sp|P17040|ZSC20_HUMAN	tr|A0A4U1EU73|A0A4U1EU73_MONMO
OG0003891	sp|P19971|TYPH_HUMAN	tr|A0A4U1EFG5|A0A4U1EFG5_MONMO
OG0003892	sp|P26022|PTX3_HUMAN	tr|A0A4U1FET9|A0A4U1FET9_MONMO
OG0003893	sp|P30085|KCY_HUMAN	tr|A0A4U1EQP5|A0A4U1EQP5_MONMO
OG0003894	sp|P50995|ANX11_HUMAN	tr|A0A4U1FKI6|A0A4U1FKI6_MONMO
OG0003895	sp|P51684|CCR6_HUMAN	tr|A0A4U1FLM3|A0A4U1FLM3_MONMO
OG0003896	sp|P52746|ZN142_HUMAN	tr|A0A4U1ESS1|A0A4U1ESS1_MONMO
OG0003897	sp|Q02577|HEN2_HUMAN	tr|A0A4U1FJN8|A0A4U1FJN8_MONMO
OG0003898	sp|Q13526|PIN1_HUMAN	tr|A0A4U1EGR7|A0A4U1EGR7_MONMO
OG0003899	sp|Q14674|ESPL1_HUMAN	tr|A0A4U1FQY5|A0A4U1FQY5_MONMO
OG0003900	sp|Q15466|NR0B2_HUMAN	tr|A0A4U1F425|A0A4U1F425_MONMO
OG0003901	sp|Q155Q3|DIXC1_HUMAN	tr|A0A4U1F245|A0A4U1F245_MONMO
OG0003903	sp|Q3YBR2|TBRG1_HUMAN	tr|A0A4U1EG73|A0A4U1EG73_MONMO
OG0003904	sp|Q5BJH7|YIF1B_HUMAN	tr|A0A4U1EXQ1|A0A4U1EXQ1_MONMO
OG0003905	sp|Q5TEJ8|THMS2_HUMAN	tr|A0A4U1EUE1|A0A4U1EUE1_MONMO
OG0003906	sp|Q5VTE6|ANGE2_HUMAN	tr|A0A4U1EHS2|A0A4U1EHS2_MONMO
OG0003907	sp|Q5VV67|PPRC1_HUMAN	tr|A0A4U1FDY4|A0A4U1FDY4_MONMO
OG0003908	sp|Q6IPU0|CENPP_HUMAN	tr|A0A4U1ELR5|A0A4U1ELR5_MONMO
OG0003909	sp|Q6NUS6|TECT3_HUMAN	tr|A0A4U1EZW4|A0A4U1EZW4_MONMO
OG0003910	sp|Q6ZV89|SH2D5_HUMAN	tr|A0A4U1FV26|A0A4U1FV26_MONMO
OG0003911	sp|Q76FK4|NOL8_HUMAN	tr|A0A4U1EMD0|A0A4U1EMD0_MONMO
OG0003912	sp|Q8IV56|PRR15_HUMAN	tr|A0A4U1EHM9|A0A4U1EHM9_MONMO
OG0003913	sp|Q8IVT2|MISP_HUMAN	tr|A0A4U1EVS9|A0A4U1EVS9_MONMO
OG0003914	sp|Q8IWE2|NXP20_HUMAN	tr|A0A4U1F3U5|A0A4U1F3U5_MONMO
OG0003915	sp|Q8NBT3|TM145_HUMAN	tr|A0A4U1EHX1|A0A4U1EHX1_MONMO
OG0003916	sp|Q8WWI1|LMO7_HUMAN	tr|A0A4U1F5H4|A0A4U1F5H4_MONMO
OG0003917	sp|Q92575|UBXN4_HUMAN	tr|A0A4U1FY05|A0A4U1FY05_MONMO
OG0003918	sp|Q96A70|AZIN2_HUMAN	tr|A0A4U1EUC3|A0A4U1EUC3_MONMO
OG0003919	sp|Q96EY8|MMAB_HUMAN	tr|A0A4U1F470|A0A4U1F470_MONMO
OG0003920	sp|Q9BRX8|PXL2A_HUMAN	tr|A0A4U1FML4|A0A4U1FML4_MONMO
OG0003921	sp|Q9BUR5|MIC26_HUMAN	tr|A0A4U1EY86|A0A4U1EY86_MONMO
OG0003922	sp|Q9BX93|PG12B_HUMAN	tr|A0A4V5P7P4|A0A4V5P7P4_MONMO
OG0003923	sp|Q9BXR0|TGT_HUMAN	tr|A0A4U1EWK1|A0A4U1EWK1_MONMO
OG0003924	sp|Q9BY15|AGRE3_HUMAN	tr|A0A4U1EQR9|A0A4U1EQR9_MONMO
