Orthogroup	Homo_sapiens	Rhinopithecus_roxellana
OG0007728	sp|O43184|ADA12_HUMAN	tr|A0A2K6PRU1|A0A2K6PRU1_RHIRO
OG0007729	sp|O43918|AIRE_HUMAN	tr|A0A2K6PVT9|A0A2K6PVT9_RHIRO
OG0007730	sp|O43921|EFNA2_HUMAN	tr|A0A2K6QDD6|A0A2K6QDD6_RHIRO
OG0007731	sp|O75363|BCAS1_HUMAN	tr|A0A2K6P198|A0A2K6P198_RHIRO
OG0007732	sp|O76062|ERG24_HUMAN	tr|A0A2K6QL39|A0A2K6QL39_RHIRO
OG0007733	sp|O77932|DXO_HUMAN	tr|A0A2K6Q3R0|A0A2K6Q3R0_RHIRO
OG0007734	sp|P01112|RASH_HUMAN	tr|A0A2K6R3R8|A0A2K6R3R8_RHIRO
OG0007735	sp|P01286|SLIB_HUMAN	tr|A0A2K6R933|A0A2K6R933_RHIRO
OG0007736	sp|P04040|CATA_HUMAN	tr|A0A2K6N8V1|A0A2K6N8V1_RHIRO
OG0007737	sp|P07101|TY3H_HUMAN	tr|A0A2K6RK61|A0A2K6RK61_RHIRO
OG0007738	sp|P08195|4F2_HUMAN	tr|A0A2K6QMM6|A0A2K6QMM6_RHIRO
OG0007739	sp|P09668|CATH_HUMAN	tr|A0A2K6NTT2|A0A2K6NTT2_RHIRO
OG0007740	sp|P0DL12|SIM17_HUMAN	tr|A0A2K6RSU9|A0A2K6RSU9_RHIRO
OG0007741	sp|P13378|HXD8_HUMAN	tr|A0A2K6NPE3|A0A2K6NPE3_RHIRO
OG0007742	sp|P14921|ETS1_HUMAN	tr|A0A2K6NID5|A0A2K6NID5_RHIRO
OG0007743	sp|P22033|MUTA_HUMAN	tr|A0A2K6NQD7|A0A2K6NQD7_RHIRO
OG0007744	sp|P32249|GP183_HUMAN	tr|A0A2K6NDS3|A0A2K6NDS3_RHIRO
OG0007745	sp|P35226|BMI1_HUMAN	tr|A0A2K6Q0A4|A0A2K6Q0A4_RHIRO
OG0007746	sp|P47756|CAPZB_HUMAN	tr|A0A2K6Q1Q0|A0A2K6Q1Q0_RHIRO
OG0007747	sp|P49682|CXCR3_HUMAN	tr|A0A2K6QGN6|A0A2K6QGN6_RHIRO
OG0007748	sp|P49770|EI2BB_HUMAN	tr|A0A2K6RCQ2|A0A2K6RCQ2_RHIRO
OG0007749	sp|Q05084|ICA69_HUMAN	tr|A0A2K6RC71|A0A2K6RC71_RHIRO
OG0007750	sp|Q14004|CDK13_HUMAN	tr|A0A2K6NLT7|A0A2K6NLT7_RHIRO
OG0007751	sp|Q14116|IL18_HUMAN	tr|A0A2K6RMJ7|A0A2K6RMJ7_RHIRO
OG0007752	sp|Q14142|TRI14_HUMAN	tr|A0A2K6P8C2|A0A2K6P8C2_RHIRO
OG0007753	sp|Q14728|MFS10_HUMAN	tr|A0A2K6R5D7|A0A2K6R5D7_RHIRO
OG0007754	sp|Q14990|ODFP1_HUMAN	tr|A0A2K6R5B9|A0A2K6R5B9_RHIRO
OG0007755	sp|Q16204|CCDC6_HUMAN	tr|A0A2K6Q595|A0A2K6Q595_RHIRO
OG0007756	sp|Q2M2I5|K1C24_HUMAN	tr|A0A2K6NEL6|A0A2K6NEL6_RHIRO
OG0007757	sp|Q32MK0|MYLK3_HUMAN	tr|A0A2K6RQG6|A0A2K6RQG6_RHIRO
OG0007758	sp|Q32P44|EMAL3_HUMAN	tr|A0A2K6REN0|A0A2K6REN0_RHIRO
OG0007759	sp|Q3SY52|ZIK1_HUMAN	tr|A0A2K6NX45|A0A2K6NX45_RHIRO
OG0007760	sp|Q499Z4|ZN672_HUMAN	tr|A0A2K6NSM8|A0A2K6NSM8_RHIRO
OG0007761	sp|Q4G0N8|SL9C1_HUMAN	tr|A0A2K6QTI0|A0A2K6QTI0_RHIRO
OG0007762	sp|Q5HYR2|DMRTC_HUMAN	tr|A0A2K6P4W0|A0A2K6P4W0_RHIRO
OG0007763	sp|Q5K4E3|POLS2_HUMAN	tr|A0A2K6RFC2|A0A2K6RFC2_RHIRO
OG0007764	sp|Q6UVW9|CLC2A_HUMAN	tr|A0A2K6PQE7|A0A2K6PQE7_RHIRO
OG0007765	sp|Q8IXM7|OD3L1_HUMAN	tr|A0A2K6N7B7|A0A2K6N7B7_RHIRO
OG0007766	sp|Q8IY82|DRC7_HUMAN	tr|A0A2K6RTC7|A0A2K6RTC7_RHIRO
OG0007767	sp|Q8N0S6|CENPL_HUMAN	tr|A0A2K6Q0L9|A0A2K6Q0L9_RHIRO
OG0007768	sp|Q8N319|CF223_HUMAN	tr|A0A2K6QCG7|A0A2K6QCG7_RHIRO
OG0007769	sp|Q8N5I4|DHRSX_HUMAN	tr|A0A2K6PH17|A0A2K6PH17_RHIRO
OG0007770	sp|Q8TBB1|LNX1_HUMAN	tr|A0A2K6NQ52|A0A2K6NQ52_RHIRO
OG0007771	sp|Q8TBZ5|ZN502_HUMAN	tr|A0A2K6NZ00|A0A2K6NZ00_RHIRO
OG0007772	sp|Q8WW33|GTSF1_HUMAN	tr|A0A2K6NCN3|A0A2K6NCN3_RHIRO
OG0007773	sp|Q8WXJ9|ASB17_HUMAN	tr|A0A2K6Q1G0|A0A2K6Q1G0_RHIRO
OG0007774	sp|Q96MC5|MERB1_HUMAN	tr|A0A2K6R8F2|A0A2K6R8F2_RHIRO
OG0007775	sp|Q96S96|PEBP4_HUMAN	tr|A0A2K6RVF2|A0A2K6RVF2_RHIRO
OG0007776	sp|Q99650|OSMR_HUMAN	tr|A0A2K6RPY6|A0A2K6RPY6_RHIRO
OG0007777	sp|Q9BXJ1|C1QT1_HUMAN	tr|A0A2K6QKX0|A0A2K6QKX0_RHIRO
OG0007778	sp|Q9GZN0|GPR88_HUMAN	tr|A0A2K6NNQ6|A0A2K6NNQ6_RHIRO
OG0007779	sp|Q9H0B8|CRLD2_HUMAN	tr|A0A2K6QKC5|A0A2K6QKC5_RHIRO
OG0007780	sp|Q9H169|STMN4_HUMAN	tr|A0A2K6RD60|A0A2K6RD60_RHIRO
OG0007781	sp|Q9H204|MED28_HUMAN	tr|A0A2K6PI86|A0A2K6PI86_RHIRO
OG0007782	sp|Q9H3Y0|CRSPL_HUMAN	tr|A0A2K6P3X4|A0A2K6P3X4_RHIRO
OG0007783	sp|Q9H4M3|FBX44_HUMAN	tr|A0A2K6PTZ3|A0A2K6PTZ3_RHIRO
OG0007784	sp|Q9H5V7|IKZF5_HUMAN	tr|A0A2K6NN86|A0A2K6NN86_RHIRO
OG0007785	sp|Q9HBI5|CC014_HUMAN	tr|A0A2K6NZ87|A0A2K6NZ87_RHIRO
OG0007786	sp|Q9HCN6|GPVI_HUMAN	tr|A0A2K6NSA5|A0A2K6NSA5_RHIRO
OG0007787	sp|Q9NNX1|TUFT1_HUMAN	tr|A0A2K6QZ98|A0A2K6QZ98_RHIRO
OG0007788	sp|Q9NR82|KCNQ5_HUMAN	tr|A0A2K6P5K7|A0A2K6P5K7_RHIRO
OG0007789	sp|Q9NVN3|RIC8B_HUMAN	tr|A0A2K6RHZ6|A0A2K6RHZ6_RHIRO
OG0007790	sp|Q9NWU2|GID8_HUMAN	tr|A0A2K6QFS3|A0A2K6QFS3_RHIRO
OG0007791	sp|Q9NX58|LYAR_HUMAN	tr|A0A2K6PWN6|A0A2K6PWN6_RHIRO
OG0007792	sp|Q9P1V8|SAM15_HUMAN	tr|A0A2K6RFB3|A0A2K6RFB3_RHIRO
OG0007793	sp|Q9P215|POGK_HUMAN	tr|A0A2K6Q075|A0A2K6Q075_RHIRO
OG0007794	sp|Q9UKI2|BORG2_HUMAN	tr|A0A2K6QBJ4|A0A2K6QBJ4_RHIRO
OG0007795	sp|Q9UKV3|ACINU_HUMAN	tr|A0A2K6NA83|A0A2K6NA83_RHIRO
OG0007796	sp|Q9Y279|VSIG4_HUMAN	tr|A0A2K6PS22|A0A2K6PS22_RHIRO
OG0007797	sp|Q9Y483|MTF2_HUMAN	tr|A0A2K6PC26|A0A2K6PC26_RHIRO
OG0007798	sp|Q9Y6D9|MD1L1_HUMAN	tr|A0A2K6RKF2|A0A2K6RKF2_RHIRO
OG0007799	sp|A0A1B0GUA5|SIM32_HUMAN	tr|A0A2K6NIP9|A0A2K6NIP9_RHIRO
OG0007800	sp|A2RTY3|HEAT9_HUMAN	tr|A0A2K6NEK7|A0A2K6NEK7_RHIRO
OG0007801	sp|A6NFK2|GRCR2_HUMAN	tr|A0A2K6RJN8|A0A2K6RJN8_RHIRO
OG0007802	sp|A6NGZ8|SMIM9_HUMAN	tr|A0A2K6QKA5|A0A2K6QKA5_RHIRO
OG0007803	sp|O14594|NCAN_HUMAN	tr|A0A2K6QHA3|A0A2K6QHA3_RHIRO
OG0007804	sp|O15197|EPHB6_HUMAN	tr|A0A2K6P9K9|A0A2K6P9K9_RHIRO
OG0007805	sp|O43521|B2L11_HUMAN	tr|A0A2K6QIJ9|A0A2K6QIJ9_RHIRO
OG0007806	sp|O60241|AGRB2_HUMAN	tr|A0A2K6QJW6|A0A2K6QJW6_RHIRO
OG0007807	sp|O60258|FGF17_HUMAN	tr|A0A2K6QFZ3|A0A2K6QFZ3_RHIRO
OG0007808	sp|O75330|HMMR_HUMAN	tr|A0A2K6PQE4|A0A2K6PQE4_RHIRO
OG0007809	sp|P00533|EGFR_HUMAN	tr|A0A2K6R6K2|A0A2K6R6K2_RHIRO
OG0007810	sp|P03905|NU4M_HUMAN	tr|Q15GN3|Q15GN3_RHIRO
OG0007811	sp|P08240|SRPRA_HUMAN	tr|A0A2K6P0W2|A0A2K6P0W2_RHIRO
OG0007812	sp|P0C1Z6|TFPT_HUMAN	tr|A0A2K6QYY4|A0A2K6QYY4_RHIRO
OG0007813	sp|P18887|XRCC1_HUMAN	tr|A0A2K6QDP4|A0A2K6QDP4_RHIRO
OG0007814	sp|P23582|ANFC_HUMAN	tr|A0A2K6RSS1|A0A2K6RSS1_RHIRO
OG0007815	sp|P28221|5HT1D_HUMAN	tr|A0A2K6NAW6|A0A2K6NAW6_RHIRO
OG0007816	sp|P32856|STX2_HUMAN	tr|A0A2K6NIZ4|A0A2K6NIZ4_RHIRO
OG0007817	sp|P49190|PTH2R_HUMAN	tr|A0A2K6QKB6|A0A2K6QKB6_RHIRO
OG0007818	sp|Q12934|BFSP1_HUMAN	tr|A0A2K6RMY4|A0A2K6RMY4_RHIRO
OG0007819	sp|Q13651|I10R1_HUMAN	tr|A0A2K6PZP5|A0A2K6PZP5_RHIRO
OG0007820	sp|Q15051|IQCB1_HUMAN	tr|A0A2K6Q7K4|A0A2K6Q7K4_RHIRO
OG0007821	sp|Q15788|NCOA1_HUMAN	tr|A0A2K6R4L5|A0A2K6R4L5_RHIRO
OG0007822	sp|Q1MX18|INSC_HUMAN	tr|A0A2K6P9S1|A0A2K6P9S1_RHIRO
OG0007823	sp|Q587I9|SFT2C_HUMAN	tr|A0A2K6RM19|A0A2K6RM19_RHIRO
OG0007824	sp|Q5PSV4|BRM1L_HUMAN	tr|A0A2K6QN00|A0A2K6QN00_RHIRO
OG0007825	sp|Q5T0U0|CC122_HUMAN	tr|A0A2K6RQL9|A0A2K6RQL9_RHIRO
OG0007826	sp|Q5VZ18|SHE_HUMAN	tr|A0A2K6QY57|A0A2K6QY57_RHIRO
OG0007827	sp|Q6GMV3|PTRD1_HUMAN	tr|A0A2K6P1P3|A0A2K6P1P3_RHIRO
OG0007828	sp|Q6PCE3|PGM2L_HUMAN	tr|A0A2K6Q0V0|A0A2K6Q0V0_RHIRO
OG0007829	sp|Q6U7Q0|ZN322_HUMAN	tr|A0A2K6NE79|A0A2K6NE79_RHIRO
OG0007830	sp|Q6UXN2|TRML4_HUMAN	tr|A0A2K6QYQ9|A0A2K6QYQ9_RHIRO
OG0007831	sp|Q6ZVX9|PAQR9_HUMAN	tr|A0A2K6NI30|A0A2K6NI30_RHIRO
OG0007832	sp|Q7Z3E5|ARMC9_HUMAN	tr|A0A2K6PUL4|A0A2K6PUL4_RHIRO
OG0007833	sp|Q86U44|MTA70_HUMAN	tr|A0A2K6P2R6|A0A2K6P2R6_RHIRO
OG0007834	sp|Q86YR5|GPSM1_HUMAN	tr|A0A2K6P2N8|A0A2K6P2N8_RHIRO
OG0007835	sp|Q8IUH5|ZDH17_HUMAN	tr|A0A2K6QUN5|A0A2K6QUN5_RHIRO
OG0007836	sp|Q8N0W3|FCSK_HUMAN	tr|A0A2K6NB43|A0A2K6NB43_RHIRO
OG0007837	sp|Q8N1D0|BWR1B_HUMAN	tr|A0A2K6REZ7|A0A2K6REZ7_RHIRO
OG0007838	sp|Q8NDD1|CA131_HUMAN	tr|A0A2K6PMV6|A0A2K6PMV6_RHIRO
OG0007839	sp|Q8TBF2|PXL2B_HUMAN	tr|A0A2K6NV28|A0A2K6NV28_RHIRO
OG0007840	sp|Q8WXF1|PSPC1_HUMAN	tr|A0A2K6Q8Q8|A0A2K6Q8Q8_RHIRO
OG0007841	sp|Q96QS1|TSN32_HUMAN	tr|A0A2K6Q9I3|A0A2K6Q9I3_RHIRO
OG0007842	sp|Q96SQ7|ATOH8_HUMAN	tr|A0A2K6PE84|A0A2K6PE84_RHIRO
OG0007843	sp|Q99612|KLF6_HUMAN	tr|A0A2K6PSL6|A0A2K6PSL6_RHIRO
OG0007844	sp|Q9BQ51|PD1L2_HUMAN	tr|A0A2K6Q7M0|A0A2K6Q7M0_RHIRO
OG0007845	sp|Q9BXI3|5NT1A_HUMAN	tr|A0A2K6P0J8|A0A2K6P0J8_RHIRO
OG0007847	sp|Q9BZQ6|EDEM3_HUMAN	tr|A0A2K6P6Q9|A0A2K6P6Q9_RHIRO
OG0007848	sp|Q9HBR0|S38AA_HUMAN	tr|A0A2K6RB07|A0A2K6RB07_RHIRO
OG0007849	sp|Q9HCU8|DPOD4_HUMAN	tr|A0A2K6QGY0|A0A2K6QGY0_RHIRO
OG0007850	sp|Q9NQ31|AKIP1_HUMAN	tr|A0A2K6NQK2|A0A2K6NQK2_RHIRO
OG0007851	sp|Q9NQ60|EQTN_HUMAN	tr|A0A2K6RTG4|A0A2K6RTG4_RHIRO
OG0007852	sp|Q9NRR8|C42S1_HUMAN	tr|A0A2K6RTU3|A0A2K6RTU3_RHIRO
OG0007853	sp|Q9NVS9|PNPO_HUMAN	tr|A0A2K6RKX8|A0A2K6RKX8_RHIRO
OG0007854	sp|Q9NXT0|ZN586_HUMAN	tr|A0A2K6RKM7|A0A2K6RKM7_RHIRO
OG0007855	sp|Q9P267|MBD5_HUMAN	tr|A0A2K6NHS4|A0A2K6NHS4_RHIRO
OG0007856	sp|Q9P2E8|MARH4_HUMAN	tr|A0A2K6R7H2|A0A2K6R7H2_RHIRO
OG0007857	sp|Q9P2V4|LRIT1_HUMAN	tr|A0A2K6PGP8|A0A2K6PGP8_RHIRO
OG0007858	sp|Q9UBS4|DJB11_HUMAN	tr|A0A2K6QHI3|A0A2K6QHI3_RHIRO
OG0007860	sp|Q9UNU6|CP8B1_HUMAN	tr|A0A2K6NSI2|A0A2K6NSI2_RHIRO
OG0007861	sp|Q9UPT5|EXOC7_HUMAN	tr|A0A2K6NVU5|A0A2K6NVU5_RHIRO
OG0007862	sp|Q9UPW6|SATB2_HUMAN	tr|A0A2K6RQP8|A0A2K6RQP8_RHIRO
OG0007863	sp|Q9Y4F3|MARF1_HUMAN	tr|A0A2K6N963|A0A2K6N963_RHIRO
OG0007864	sp|Q9Y620|RA54B_HUMAN	tr|A0A2K6QUM6|A0A2K6QUM6_RHIRO
OG0007865	sp|A0AVI4|TM129_HUMAN	tr|A0A2K6R530|A0A2K6R530_RHIRO
OG0007866	sp|A0JLT2|MED19_HUMAN	tr|A0A2K6Q2A0|A0A2K6Q2A0_RHIRO
OG0007867	sp|O00421|CCRL2_HUMAN	tr|A0A2K6RBQ7|A0A2K6RBQ7_RHIRO
OG0007868	sp|O00625|PIR_HUMAN	tr|A0A2K6NNR4|A0A2K6NNR4_RHIRO
OG0007869	sp|O15078|CE290_HUMAN	tr|A0A2K6NIP1|A0A2K6NIP1_RHIRO
OG0007870	sp|O15360|FANCA_HUMAN	tr|A0A2K6NXI1|A0A2K6NXI1_RHIRO
OG0007871	sp|O60293|ZC3H1_HUMAN	tr|A0A2K6QVL3|A0A2K6QVL3_RHIRO
OG0007872	sp|O75954|TSN9_HUMAN	tr|A0A2K6QDV0|A0A2K6QDV0_RHIRO
OG0007873	sp|O95905|ECD_HUMAN	tr|A0A2K6RSC3|A0A2K6RSC3_RHIRO
OG0007874	sp|P01210|PENK_HUMAN	tr|A0A2K6NS21|A0A2K6NS21_RHIRO
OG0007875	sp|P10109|ADX_HUMAN	tr|A0A2K6Q840|A0A2K6Q840_RHIRO
OG0007876	sp|P11137|MTAP2_HUMAN	tr|A0A2K6PKT7|A0A2K6PKT7_RHIRO
OG0007877	sp|P15848|ARSB_HUMAN	tr|A0A2K6PJN1|A0A2K6PJN1_RHIRO
OG0007878	sp|P22413|ENPP1_HUMAN	tr|A0A2K6PYL6|A0A2K6PYL6_RHIRO
OG0007879	sp|P33763|S10A5_HUMAN	tr|A0A2K6Q2G5|A0A2K6Q2G5_RHIRO
OG0007880	sp|P41226|UBA7_HUMAN	tr|A0A2K6NZN0|A0A2K6NZN0_RHIRO
OG0007881	sp|P49184|DNSL1_HUMAN	tr|A0A2K6QFC9|A0A2K6QFC9_RHIRO
OG0007882	sp|P49915|GUAA_HUMAN	tr|A0A2K6Q628|A0A2K6Q628_RHIRO
OG0007883	sp|P52565|GDIR1_HUMAN	tr|A0A2K6PXA7|A0A2K6PXA7_RHIRO
OG0007884	sp|P56524|HDAC4_HUMAN	tr|A0A2K6Q6C9|A0A2K6Q6C9_RHIRO
OG0007885	sp|Q00534|CDK6_HUMAN	tr|A0A2K6P4F4|A0A2K6P4F4_RHIRO
OG0007886	sp|Q08629|TICN1_HUMAN	tr|A0A2K6QNH0|A0A2K6QNH0_RHIRO
OG0007887	sp|Q14814|MEF2D_HUMAN	tr|A0A2K6NBI9|A0A2K6NBI9_RHIRO
OG0007888	sp|Q15046|SYK_HUMAN	tr|A0A2K6R4H9|A0A2K6R4H9_RHIRO
OG0007889	sp|Q15493|RGN_HUMAN	tr|A0A2K6PXI8|A0A2K6PXI8_RHIRO
OG0007890	sp|Q2TAC6|KIF19_HUMAN	tr|A0A2K6N9L6|A0A2K6N9L6_RHIRO
OG0007891	sp|Q495B1|AKD1A_HUMAN	tr|A0A2K6QZ44|A0A2K6QZ44_RHIRO
OG0007892	sp|Q49MG5|MAP9_HUMAN	tr|A0A2K6NZR1|A0A2K6NZR1_RHIRO
OG0007893	sp|Q4KMZ1|IQCC_HUMAN	tr|A0A2K6P0V9|A0A2K6P0V9_RHIRO
OG0007894	sp|Q5JRX3|PREP_HUMAN	tr|A0A2K6R8G0|A0A2K6R8G0_RHIRO
OG0007895	sp|Q5QJ74|TBCEL_HUMAN	tr|A0A2K6QZ50|A0A2K6QZ50_RHIRO
OG0007896	sp|Q5VZ89|DEN4C_HUMAN	tr|A0A2K6QRA2|A0A2K6QRA2_RHIRO
OG0007897	sp|Q68DA7|FMN1_HUMAN	tr|A0A2K6RRN8|A0A2K6RRN8_RHIRO
OG0007898	sp|Q68DK2|ZFY26_HUMAN	tr|A0A2K6NEB2|A0A2K6NEB2_RHIRO
OG0007899	sp|Q68G75|LEMD1_HUMAN	tr|A0A2K6QSP5|A0A2K6QSP5_RHIRO
OG0007900	sp|Q69YU5|BWNIN_HUMAN	tr|A0A2K6PD19|A0A2K6PD19_RHIRO
OG0007901	sp|Q6MZP7|LIN54_HUMAN	tr|A0A2K6RC27|A0A2K6RC27_RHIRO
OG0007902	sp|Q6UN15|FIP1_HUMAN	tr|A0A2K6RSA3|A0A2K6RSA3_RHIRO
OG0007903	sp|Q6ZMM2|ATL5_HUMAN	tr|A0A2K6PMJ2|A0A2K6PMJ2_RHIRO
OG0007904	sp|Q6ZT52|FA43B_HUMAN	tr|A0A2K6NM39|A0A2K6NM39_RHIRO
OG0007905	sp|Q7Z3Z4|PIWL4_HUMAN	tr|A0A2K6NHP8|A0A2K6NHP8_RHIRO
OG0007906	sp|Q8N6Y2|LRC17_HUMAN	tr|A0A2K6NMZ2|A0A2K6NMZ2_RHIRO
OG0007907	sp|Q8NEA5|CS018_HUMAN	tr|A0A2K6N9X0|A0A2K6N9X0_RHIRO
OG0007908	sp|Q8NEX5|WFDC9_HUMAN	tr|A0A2K6PYG8|A0A2K6PYG8_RHIRO
OG0007909	sp|Q8TBE7|S35G2_HUMAN	tr|A0A2K6NPD6|A0A2K6NPD6_RHIRO
OG0007910	sp|Q8WYQ4|CV015_HUMAN	tr|A0A2K6RPG5|A0A2K6RPG5_RHIRO
OG0007911	sp|Q96BT3|CENPT_HUMAN	tr|A0A2K6R7J2|A0A2K6R7J2_RHIRO
OG0007912	sp|Q96GJ1|TRM2B_HUMAN	tr|A0A2K6PCL3|A0A2K6PCL3_RHIRO
OG0007913	sp|Q96P70|IPO9_HUMAN	tr|A0A2K6RTS4|A0A2K6RTS4_RHIRO
OG0007914	sp|Q96T75|DSCR8_HUMAN	tr|A0A2K6PCD6|A0A2K6PCD6_RHIRO
OG0007915	sp|Q9BRQ8|FSP1_HUMAN	tr|A0A2K6P938|A0A2K6P938_RHIRO
OG0007916	sp|Q9H1E3|NUCKS_HUMAN	tr|A0A2K6RQ07|A0A2K6RQ07_RHIRO
OG0007917	sp|Q9H244|P2Y12_HUMAN	tr|A0A2K6RG34|A0A2K6RG34_RHIRO
OG0007918	sp|Q9H267|VP33B_HUMAN	tr|A0A2K6PY10|A0A2K6PY10_RHIRO
OG0007919	sp|Q9HAS0|NJMU_HUMAN	tr|A0A2K6Q6F1|A0A2K6Q6F1_RHIRO
OG0007920	sp|Q9HBU1|BARX1_HUMAN	tr|A0A2K6NA60|A0A2K6NA60_RHIRO
OG0007921	sp|Q9NSI2|SLX9_HUMAN	tr|A0A2K6RUK3|A0A2K6RUK3_RHIRO
OG0007922	sp|Q9NUY8|TBC23_HUMAN	tr|A0A2K6REE3|A0A2K6REE3_RHIRO
OG0007923	sp|Q9NXF7|DCA16_HUMAN	tr|A0A2K6NIN6|A0A2K6NIN6_RHIRO
OG0007924	sp|Q9P015|RM15_HUMAN	tr|A0A2K6QD89|A0A2K6QD89_RHIRO
OG0007925	sp|Q9Y2M0|FAN1_HUMAN	tr|A0A2K6PUC8|A0A2K6PUC8_RHIRO
OG0007926	sp|Q9Y543|HES2_HUMAN	tr|A0A2K6NWS0|A0A2K6NWS0_RHIRO
OG0007927	sp|Q9Y6D0|SELK_HUMAN	tr|A0A2K6QHU3|A0A2K6QHU3_RHIRO
OG0007928	sp|A1A4V9|CF119_HUMAN	tr|A0A2K6R9E7|A0A2K6R9E7_RHIRO
OG0007929	sp|A6NCF5|KLH33_HUMAN	tr|A0A2K6NLY4|A0A2K6NLY4_RHIRO
OG0007930	sp|O14678|ABCD4_HUMAN	tr|A0A2K6QAC1|A0A2K6QAC1_RHIRO
OG0007931	sp|O14777|NDC80_HUMAN	tr|A0A2K6QZ69|A0A2K6QZ69_RHIRO
OG0007932	sp|O43353|RIPK2_HUMAN	tr|A0A2K6RXI2|A0A2K6RXI2_RHIRO
OG0007933	sp|O43520|AT8B1_HUMAN	tr|A0A2K6RVJ3|A0A2K6RVJ3_RHIRO
OG0007934	sp|O60235|TM11D_HUMAN	tr|A0A2K6PIS1|A0A2K6PIS1_RHIRO
OG0007935	sp|O95429|BAG4_HUMAN	tr|A0A2K6R2A9|A0A2K6R2A9_RHIRO
OG0007936	sp|O95500|CLD14_HUMAN	tr|A0A2K6NEN9|A0A2K6NEN9_RHIRO
OG0007937	sp|P0C0P6|NPS_HUMAN	tr|A0A2K6QQQ7|A0A2K6QQQ7_RHIRO
OG0007938	sp|P26992|CNTFR_HUMAN	tr|A0A2K6RJG7|A0A2K6RJG7_RHIRO
OG0007939	sp|P30084|ECHM_HUMAN	tr|A0A2K6RBE8|A0A2K6RBE8_RHIRO
OG0007940	sp|P33151|CADH5_HUMAN	tr|A0A2K6RRI5|A0A2K6RRI5_RHIRO
OG0007941	sp|P33993|MCM7_HUMAN	tr|A0A2K6QGB2|A0A2K6QGB2_RHIRO
OG0007942	sp|P35548|MSX2_HUMAN	tr|A0A2K6QC61|A0A2K6QC61_RHIRO
OG0007943	sp|P35611|ADDA_HUMAN	tr|A0A2K6QM50|A0A2K6QM50_RHIRO
OG0007944	sp|P48745|CCN3_HUMAN	tr|A0A2K6PDU0|A0A2K6PDU0_RHIRO
OG0007945	sp|P50406|5HT6R_HUMAN	tr|A0A2K6PB81|A0A2K6PB81_RHIRO
OG0007946	sp|P55017|S12A3_HUMAN	tr|A0A2K6QFK1|A0A2K6QFK1_RHIRO
OG0007947	sp|Q05397|FAK1_HUMAN	tr|A0A2K6QVP3|A0A2K6QVP3_RHIRO
OG0007948	sp|Q0ZLH3|PJVK_HUMAN	tr|A0A2K6NC47|A0A2K6NC47_RHIRO
OG0007949	sp|Q12908|NTCP2_HUMAN	tr|A0A2K6R1M0|A0A2K6R1M0_RHIRO
OG0007950	sp|Q13126|MTAP_HUMAN	tr|A0A2K6NAI5|A0A2K6NAI5_RHIRO
OG0007951	sp|Q13542|4EBP2_HUMAN	tr|A0A2K6R4M8|A0A2K6R4M8_RHIRO
OG0007952	sp|Q14134|TRI29_HUMAN	tr|A0A2K6P5I3|A0A2K6P5I3_RHIRO
OG0007953	sp|Q15431|SYCP1_HUMAN	tr|A0A2K6RWP8|A0A2K6RWP8_RHIRO
OG0007954	sp|Q16850|CP51A_HUMAN	tr|A0A2K6NVI0|A0A2K6NVI0_RHIRO
OG0007955	sp|Q504Q3|PAN2_HUMAN	tr|A0A2K6R850|A0A2K6R850_RHIRO
OG0007956	sp|Q6DJT9|PLAG1_HUMAN	tr|A0A2K6PF18|A0A2K6PF18_RHIRO
OG0007957	sp|Q6DKK2|TTC19_HUMAN	tr|A0A2K6QAQ5|A0A2K6QAQ5_RHIRO
OG0007958	sp|Q6P1Q0|LTMD1_HUMAN	tr|A0A2K6RC74|A0A2K6RC74_RHIRO
OG0007959	sp|Q6UXA7|CF015_HUMAN	tr|A0A2K6NY00|A0A2K6NY00_RHIRO
OG0007960	sp|Q6X4T0|CL054_HUMAN	tr|A0A2K6R0X7|A0A2K6R0X7_RHIRO
OG0007961	sp|Q6ZNB7|ALKMO_HUMAN	tr|A0A2K6PZ31|A0A2K6PZ31_RHIRO
OG0007962	sp|Q7Z7B8|DB128_HUMAN	tr|A0A2K6Q5F7|A0A2K6Q5F7_RHIRO
OG0007963	sp|Q86UV5|UBP48_HUMAN	tr|A0A2K6R0X4|A0A2K6R0X4_RHIRO
OG0007964	sp|Q86WV6|STING_HUMAN	tr|A0A2K6RUF9|A0A2K6RUF9_RHIRO
OG0007965	sp|Q8IW00|VSTM4_HUMAN	tr|A0A2K6PLG2|A0A2K6PLG2_RHIRO
OG0007966	sp|Q8IZV2|CKLF8_HUMAN	tr|A0A2K6NIA8|A0A2K6NIA8_RHIRO
OG0007967	sp|Q8N2C7|UNC80_HUMAN	tr|A0A2K6QNT3|A0A2K6QNT3_RHIRO
OG0007968	sp|Q8N9N2|ASCC1_HUMAN	tr|A0A2K6NAQ0|A0A2K6NAQ0_RHIRO
OG0007969	sp|Q8TD31|CCHCR_HUMAN	tr|A0A2K6QQ78|A0A2K6QQ78_RHIRO
OG0007970	sp|Q8WWH5|TRUB1_HUMAN	tr|A0A2K6PTI9|A0A2K6PTI9_RHIRO
OG0007971	sp|Q92611|EDEM1_HUMAN	tr|A0A2K6RNC6|A0A2K6RNC6_RHIRO
OG0007972	sp|Q96AG4|LRC59_HUMAN	tr|A0A2K6PAQ2|A0A2K6PAQ2_RHIRO
