Orthogroup	Homo_sapiens	Ovis_aries
OG0008506	sp|P02656|APOC3_HUMAN	tr|W5NWX6|W5NWX6_SHEEP
OG0008507	sp|P07332|FES_HUMAN	tr|W5PSX7|W5PSX7_SHEEP
OG0008508	sp|P22670|RFX1_HUMAN	tr|W5PAV5|W5PAV5_SHEEP
OG0008509	sp|P22748|CAH4_HUMAN	tr|W5Q8Z5|W5Q8Z5_SHEEP
OG0008510	sp|P29373|RABP2_HUMAN	tr|W5P895|W5P895_SHEEP
OG0008511	sp|P31644|GBRA5_HUMAN	tr|W5PHR2|W5PHR2_SHEEP
OG0008512	sp|P40879|S26A3_HUMAN	tr|W5PAD4|W5PAD4_SHEEP
OG0008513	sp|P46721|SO1A2_HUMAN	tr|W5QGQ1|W5QGQ1_SHEEP
OG0008514	sp|P47872|SCTR_HUMAN	tr|W5PSN2|W5PSN2_SHEEP
OG0008515	sp|P48147|PPCE_HUMAN	tr|W5PNX4|W5PNX4_SHEEP
OG0008516	sp|P48382|RFX5_HUMAN	tr|W5QIK2|W5QIK2_SHEEP
OG0008517	sp|P53801|PTTG_HUMAN	tr|W5PRW8|W5PRW8_SHEEP
OG0008518	sp|P56645|PER3_HUMAN	tr|W5PL09|W5PL09_SHEEP
OG0008519	sp|P56696|KCNQ4_HUMAN	tr|W5QGF1|W5QGF1_SHEEP
OG0008520	sp|P78381|S35A2_HUMAN	tr|W5PPE3|W5PPE3_SHEEP
OG0008521	sp|P82921|RT21_HUMAN	tr|A0A6P3E725|A0A6P3E725_SHEEP
OG0008522	sp|P98174|FGD1_HUMAN	tr|W5P8R2|W5P8R2_SHEEP
OG0008523	sp|Q05682|CALD1_HUMAN	tr|W5PD77|W5PD77_SHEEP
OG0008524	sp|Q07011|TNR9_HUMAN	tr|W5PKG1|W5PKG1_SHEEP
OG0008525	sp|Q13596|SNX1_HUMAN	tr|W5QHV6|W5QHV6_SHEEP
OG0008526	sp|Q16739|CEGT_HUMAN	tr|W5P9E0|W5P9E0_SHEEP
OG0008527	sp|Q2VPK5|CTU2_HUMAN	tr|W5PUB4|W5PUB4_SHEEP
OG0008528	sp|Q5D1E8|ZC12A_HUMAN	tr|W5QES4|W5QES4_SHEEP
OG0008529	sp|Q5W041|ARMC3_HUMAN	tr|A0A6P3TJ81|A0A6P3TJ81_SHEEP
OG0008530	sp|Q5W0B7|TM236_HUMAN	tr|W5PQ93|W5PQ93_SHEEP
OG0008531	sp|Q6ICL3|TNG2_HUMAN	tr|W5Q9E6|W5Q9E6_SHEEP
OG0008532	sp|Q6IF63|O52W1_HUMAN	tr|W5Q7D7|W5Q7D7_SHEEP
OG0008533	sp|Q6IPR3|TYW3_HUMAN	tr|W5PSH3|W5PSH3_SHEEP
OG0008534	sp|Q6NW40|RGMB_HUMAN	tr|W5Q9V2|W5Q9V2_SHEEP
OG0008535	sp|Q6XZF7|DNMBP_HUMAN	tr|W5PV06|W5PV06_SHEEP
OG0008536	sp|Q6ZSG1|RN165_HUMAN	tr|W5NYN8|W5NYN8_SHEEP
OG0008537	sp|Q7Z5P4|DHB13_HUMAN	tr|W5P446|W5P446_SHEEP
OG0008538	sp|Q86UL8|MAGI2_HUMAN	tr|W5Q7W8|W5Q7W8_SHEEP
OG0008539	sp|Q8IYL3|CA174_HUMAN	tr|W5PYQ6|W5PYQ6_SHEEP
OG0008540	sp|Q8IYS0|ASTRC_HUMAN	tr|W5QE13|W5QE13_SHEEP
OG0008541	sp|Q8TAZ6|CKLF2_HUMAN	tr|W5NVB0|W5NVB0_SHEEP
OG0008542	sp|Q8TDM0|BCAS4_HUMAN	tr|W5PWI6|W5PWI6_SHEEP
OG0008543	sp|Q8TEW8|PAR3L_HUMAN	tr|W5QAI3|W5QAI3_SHEEP
OG0008544	sp|Q92540|SMG7_HUMAN	tr|W5NTC6|W5NTC6_SHEEP
OG0008545	sp|Q92576|PHF3_HUMAN	tr|W5PS42|W5PS42_SHEEP
OG0008546	sp|Q96E66|LRC51_HUMAN	tr|W5P0W1|W5P0W1_SHEEP
OG0008547	sp|Q96GQ5|RUSF1_HUMAN	tr|W5PJ48|W5PJ48_SHEEP
OG0008548	sp|Q96M93|ADAD1_HUMAN	tr|W5NPK7|W5NPK7_SHEEP
OG0008549	sp|Q9BUD6|SPON2_HUMAN	tr|W5Q3S8|W5Q3S8_SHEEP
OG0008550	sp|Q9GZV4|IF5A2_HUMAN	tr|A0A6P3E541|A0A6P3E541_SHEEP
OG0008551	sp|Q9NP80|PLPL8_HUMAN	tr|W5PDT8|W5PDT8_SHEEP
OG0008552	sp|Q9NYA4|MTMR4_HUMAN	tr|W5PLJ5|W5PLJ5_SHEEP
OG0008553	sp|Q9P2R7|SUCB1_HUMAN	tr|W5PEA2|W5PEA2_SHEEP
OG0008554	sp|Q9UBF8|PI4KB_HUMAN	tr|W5QIJ7|W5QIJ7_SHEEP
OG0008555	sp|Q9UL63|MKLN1_HUMAN	tr|W5P7L3|W5P7L3_SHEEP
OG0008556	sp|Q9UPY3|DICER_HUMAN	tr|A0A6P7D2P2|A0A6P7D2P2_SHEEP
OG0008557	sp|Q9Y2P8|RCL1_HUMAN	tr|W5PVF0|W5PVF0_SHEEP
OG0008558	sp|Q9Y6W5|WASF2_HUMAN	tr|W5NZP9|W5NZP9_SHEEP
OG0008559	sp|A1L1A6|IGS23_HUMAN	tr|W5PH86|W5PH86_SHEEP
OG0008560	sp|A4FU49|SH321_HUMAN	tr|W5QEJ4|W5QEJ4_SHEEP
OG0008561	sp|A6NNP5|CC169_HUMAN	tr|W5PJ15|W5PJ15_SHEEP
OG0008562	sp|O15069|NACAD_HUMAN	tr|W5PX12|W5PX12_SHEEP
OG0008563	sp|O43251|RFOX2_HUMAN	tr|W5QBE8|W5QBE8_SHEEP
OG0008564	sp|O95750|FGF19_HUMAN	tr|W5Q800|W5Q800_SHEEP
OG0008565	sp|P16473|TSHR_HUMAN	sp|P56495|TSHR_SHEEP
OG0008566	sp|P30305|MPIP2_HUMAN	tr|W5NT36|W5NT36_SHEEP
OG0008567	sp|P32314|FOXN2_HUMAN	tr|W5P3U8|W5P3U8_SHEEP
OG0008568	sp|P68106|FKB1B_HUMAN	tr|W5Q8R5|W5Q8R5_SHEEP
OG0008569	sp|P78382|S35A1_HUMAN	tr|W5PU48|W5PU48_SHEEP
OG0008570	sp|P84095|RHOG_HUMAN	tr|W5P784|W5P784_SHEEP
OG0008571	sp|Q05DH4|FHI1A_HUMAN	tr|W5P476|W5P476_SHEEP
OG0008572	sp|Q13185|CBX3_HUMAN	tr|W5PK13|W5PK13_SHEEP
OG0008573	sp|Q15024|EXOS7_HUMAN	tr|W5PNT2|W5PNT2_SHEEP
OG0008574	sp|Q15761|NPY5R_HUMAN	tr|W5NPX6|W5NPX6_SHEEP
OG0008575	sp|Q15825|ACHA6_HUMAN	tr|W5NZZ8|W5NZZ8_SHEEP
OG0008576	sp|Q3B7I2|CNPY1_HUMAN	tr|W5P9X4|W5P9X4_SHEEP
OG0008577	sp|Q4G0S7|CC152_HUMAN	tr|W5PG81|W5PG81_SHEEP
OG0008578	sp|Q53GL0|PKHO1_HUMAN	tr|W5QHX3|W5QHX3_SHEEP
OG0008579	sp|Q5T4F4|ZFY27_HUMAN	tr|W5PNQ0|W5PNQ0_SHEEP
OG0008580	sp|Q6NSI8|SANBR_HUMAN	tr|A0A6P3TDW6|A0A6P3TDW6_SHEEP
OG0008581	sp|Q6NXR4|TTI2_HUMAN	tr|W5NQF2|W5NQF2_SHEEP
OG0008582	sp|Q6NXT6|TAPT1_HUMAN	tr|W5PKF0|W5PKF0_SHEEP
OG0008583	sp|Q6UW32|IGFL1_HUMAN	tr|W5PLC1|W5PLC1_SHEEP
OG0008584	sp|Q6UY09|CEA20_HUMAN	tr|W5PH54|W5PH54_SHEEP
OG0008585	sp|Q6ZWK6|TM11F_HUMAN	tr|W5PEC6|W5PEC6_SHEEP
OG0008586	sp|Q7Z6K1|THAP5_HUMAN	tr|W5P021|W5P021_SHEEP
OG0008587	sp|Q8IZ07|AN13A_HUMAN	tr|W5PXJ6|W5PXJ6_SHEEP
OG0008588	sp|Q8N2R8|FA43A_HUMAN	tr|W5QGR0|W5QGR0_SHEEP
OG0008589	sp|Q8N6M3|FITM2_HUMAN	tr|W5P113|W5P113_SHEEP
OG0008590	sp|Q8NEQ6|SRARP_HUMAN	tr|W5PSP5|W5PSP5_SHEEP
OG0008591	sp|Q8NEU8|DP13B_HUMAN	tr|W5Q700|W5Q700_SHEEP
OG0008592	sp|Q8NGR1|O13A1_HUMAN	tr|W5NXY8|W5NXY8_SHEEP
OG0008593	sp|Q8NI32|LPD6B_HUMAN	tr|W5PI35|W5PI35_SHEEP
OG0008594	sp|Q8TAD4|ZNT5_HUMAN	tr|W5P725|W5P725_SHEEP
OG0008595	sp|Q8TF72|SHRM3_HUMAN	tr|W5Q7D0|W5Q7D0_SHEEP
OG0008596	sp|Q8WVP5|TP8L1_HUMAN	tr|W5Q4X7|W5Q4X7_SHEEP
OG0008597	sp|Q8WVQ1|CANT1_HUMAN	tr|W5NZ32|W5NZ32_SHEEP
OG0008598	sp|Q96A46|MFRN2_HUMAN	tr|W5PSJ4|W5PSJ4_SHEEP
OG0008599	sp|Q96CC6|RHDF1_HUMAN	tr|W5PLR9|W5PLR9_SHEEP
OG0008600	sp|Q96M27|PRRC1_HUMAN	tr|W5Q8M1|W5Q8M1_SHEEP
OG0008601	sp|Q96M89|CC138_HUMAN	tr|W5NRH1|W5NRH1_SHEEP
OG0008602	sp|Q96M91|CFA53_HUMAN	tr|W5P1X3|W5P1X3_SHEEP
OG0008603	sp|Q9BSD7|NTPCR_HUMAN	tr|W5NZG4|W5NZG4_SHEEP
OG0008604	sp|Q9BSF8|BTBDA_HUMAN	tr|A0A6P7EY67|A0A6P7EY67_SHEEP
OG0008605	sp|Q9H211|CDT1_HUMAN	tr|W5PVJ9|W5PVJ9_SHEEP
OG0008606	sp|Q9H4E5|RHOJ_HUMAN	tr|W5QJ22|W5QJ22_SHEEP
OG0008607	sp|Q9H4Q3|PRD13_HUMAN	tr|W5PQ91|W5PQ91_SHEEP
OG0008608	sp|Q9NQT6|FSCN3_HUMAN	tr|W5NWI0|W5NWI0_SHEEP
OG0008609	sp|Q9NUN5|LMBD1_HUMAN	tr|W5PQV2|W5PQV2_SHEEP
OG0008610	sp|Q9NUQ8|ABCF3_HUMAN	tr|W5QHF0|W5QHF0_SHEEP
OG0008611	sp|Q9NZD4|AHSP_HUMAN	tr|A0A6P7DG11|A0A6P7DG11_SHEEP
OG0008612	sp|Q9P2Q2|FRM4A_HUMAN	tr|W5P969|W5P969_SHEEP
OG0008613	sp|Q9UBU6|FA8A1_HUMAN	tr|W5PQ50|W5PQ50_SHEEP
OG0008614	sp|Q9UK85|DKKL1_HUMAN	tr|A0A6P3TKQ5|A0A6P3TKQ5_SHEEP
OG0008615	sp|Q9Y253|POLH_HUMAN	tr|W5PD86|W5PD86_SHEEP
OG0008616	sp|Q9Y426|C2CD2_HUMAN	tr|W5PLH3|W5PLH3_SHEEP
OG0008617	sp|Q9Y6C2|EMIL1_HUMAN	tr|W5QCQ3|W5QCQ3_SHEEP
OG0008618	sp|A6PVL3|KNCN_HUMAN	tr|W5NWZ1|W5NWZ1_SHEEP
OG0008619	sp|E9PQX1|TM262_HUMAN	tr|W5PRJ5|W5PRJ5_SHEEP
OG0008620	sp|O15394|NCAM2_HUMAN	tr|W5Q1V0|W5Q1V0_SHEEP
OG0008621	sp|O43315|AQP9_HUMAN	tr|W5QI67|W5QI67_SHEEP
OG0008622	sp|O60216|RAD21_HUMAN	tr|W5PKY8|W5PKY8_SHEEP
OG0008623	sp|O94907|DKK1_HUMAN	tr|W5PVW9|W5PVW9_SHEEP
OG0008624	sp|O95197|RTN3_HUMAN	tr|W5NYN6|W5NYN6_SHEEP
OG0008625	sp|P02786|TFR1_HUMAN	tr|A0A6P3E4Z4|A0A6P3E4Z4_SHEEP
OG0008626	sp|P08620|FGF4_HUMAN	tr|W5Q807|W5Q807_SHEEP
OG0008627	sp|P53041|PPP5_HUMAN	tr|W5PLM5|W5PLM5_SHEEP
OG0008628	sp|P53803|RPAB4_HUMAN	tr|A0A6P7EEK5|A0A6P7EEK5_SHEEP
OG0008629	sp|P58546|MTPN_HUMAN	tr|W5PIU7|W5PIU7_SHEEP
OG0008630	sp|P59282|TPPP2_HUMAN	tr|W5QEK4|W5QEK4_SHEEP
OG0008631	sp|P61289|PSME3_HUMAN	tr|W5P0N8|W5P0N8_SHEEP
OG0008632	sp|P61952|GBG11_HUMAN	tr|W5NSK2|W5NSK2_SHEEP
OG0008633	sp|Q08380|LG3BP_HUMAN	tr|W5NZ70|W5NZ70_SHEEP
OG0008634	sp|Q12849|GRSF1_HUMAN	tr|W5PQN0|W5PQN0_SHEEP
OG0008635	sp|Q12988|HSPB3_HUMAN	tr|W5P6E2|W5P6E2_SHEEP
OG0008636	sp|Q13508|NAR3_HUMAN	tr|W5Q4D9|W5Q4D9_SHEEP
OG0008637	sp|Q13561|DCTN2_HUMAN	tr|W5P8K0|W5P8K0_SHEEP
OG0008638	sp|Q14157|UBP2L_HUMAN	tr|W5NVV3|W5NVV3_SHEEP
OG0008639	sp|Q14938|NFIX_HUMAN	tr|W5PIG3|W5PIG3_SHEEP
OG0008640	sp|Q14993|COJA1_HUMAN	tr|W5PQQ7|W5PQQ7_SHEEP
OG0008641	sp|Q14CM0|FRPD4_HUMAN	tr|W5PND5|W5PND5_SHEEP
OG0008642	sp|Q15628|TRADD_HUMAN	tr|W5NXI8|W5NXI8_SHEEP
OG0008643	sp|Q16653|MOG_HUMAN	tr|W5Q5D0|W5Q5D0_SHEEP
OG0008644	sp|Q16719|KYNU_HUMAN	tr|W5PJN6|W5PJN6_SHEEP
OG0008645	sp|Q17R89|RHG44_HUMAN	tr|W5Q1T5|W5Q1T5_SHEEP
OG0008646	sp|Q17RD7|SYT16_HUMAN	tr|W5QJ19|W5QJ19_SHEEP
OG0008647	sp|Q3KNS6|ZN829_HUMAN	tr|W5P5Q3|W5P5Q3_SHEEP
OG0008648	sp|Q3KRA9|ALKB6_HUMAN	tr|W5P562|W5P562_SHEEP
OG0008649	sp|Q5TGI4|SAMD5_HUMAN	tr|W5NXA0|W5NXA0_SHEEP
OG0008650	sp|Q5VT52|RPRD2_HUMAN	tr|W5QI14|W5QI14_SHEEP
OG0008651	sp|Q5VYX0|RNLS_HUMAN	tr|W5PXT2|W5PXT2_SHEEP
OG0008652	sp|Q6P4F1|FUT10_HUMAN	tr|W5NQA1|W5NQA1_SHEEP
OG0008653	sp|Q6ZN18|AEBP2_HUMAN	tr|W5QGY9|W5QGY9_SHEEP
OG0008654	sp|Q6ZUT6|CCD9B_HUMAN	tr|W5QG45|W5QG45_SHEEP
OG0008655	sp|Q76G19|PDZD4_HUMAN	tr|W5P8Z0|W5P8Z0_SHEEP
OG0008656	sp|Q86UX7|URP2_HUMAN	tr|W5P409|W5P409_SHEEP
OG0008657	sp|Q86YP4|P66A_HUMAN	tr|W5PDE0|W5PDE0_SHEEP
OG0008658	sp|Q8IYR2|SMYD4_HUMAN	tr|W5PY61|W5PY61_SHEEP
OG0008659	sp|Q8N283|ANR35_HUMAN	tr|W5QHF5|W5QHF5_SHEEP
OG0008660	sp|Q8N3A8|PARP8_HUMAN	tr|W5PF05|W5PF05_SHEEP
OG0008661	sp|Q8N431|RGF1C_HUMAN	tr|W5NUT6|W5NUT6_SHEEP
OG0008662	sp|Q8N912|NRAC_HUMAN	tr|W5PD95|W5PD95_SHEEP
OG0008663	sp|Q8NFC6|BD1L1_HUMAN	tr|W5PF70|W5PF70_SHEEP
OG0008664	sp|Q8TC99|FNDC8_HUMAN	tr|W5PBR2|W5PBR2_SHEEP
OG0008665	sp|Q969V6|MRTFA_HUMAN	tr|W5Q812|W5Q812_SHEEP
OG0008666	sp|Q96A99|PTX4_HUMAN	tr|W5Q2B7|W5Q2B7_SHEEP
OG0008667	sp|Q96BR1|SGK3_HUMAN	tr|W5Q8T6|W5Q8T6_SHEEP
OG0008668	sp|Q96GF1|RN185_HUMAN	tr|W5PIT1|W5PIT1_SHEEP
OG0008669	sp|Q96K78|AGRG7_HUMAN	tr|W5Q9J5|W5Q9J5_SHEEP
OG0008670	sp|Q96RQ3|MCCA_HUMAN	tr|W5QHK3|W5QHK3_SHEEP
OG0008671	sp|Q96RS0|TGS1_HUMAN	tr|W5PYZ2|W5PYZ2_SHEEP
OG0008672	sp|Q99698|LYST_HUMAN	tr|W5P074|W5P074_SHEEP
OG0008673	sp|Q99835|SMO_HUMAN	tr|W5P289|W5P289_SHEEP
OG0008674	sp|Q9BRD0|BUD13_HUMAN	tr|W5NV11|W5NV11_SHEEP
OG0008675	sp|Q9BYV7|BCDO2_HUMAN	tr|W5Q4D5|W5Q4D5_SHEEP
OG0008676	sp|Q9BZS1|FOXP3_HUMAN	tr|W5PKP7|W5PKP7_SHEEP
OG0008677	sp|Q9C019|TRI15_HUMAN	tr|W5Q2J1|W5Q2J1_SHEEP
OG0008678	sp|Q9H2A3|NGN2_HUMAN	tr|W5NQ42|W5NQ42_SHEEP
OG0008679	sp|Q9H2C0|GAN_HUMAN	tr|W5PFW1|W5PFW1_SHEEP
OG0008680	sp|Q9H7X7|IFT22_HUMAN	tr|W5PZK3|W5PZK3_SHEEP
OG0008681	sp|Q9H898|ZMAT4_HUMAN	tr|W5NWE7|W5NWE7_SHEEP
OG0008682	sp|Q9NRJ4|TULP4_HUMAN	tr|W5P2M0|W5P2M0_SHEEP
OG0008683	sp|Q9NUU6|OTULL_HUMAN	tr|W5PUG7|W5PUG7_SHEEP
OG0008684	sp|Q9P243|ZFAT_HUMAN	tr|W5P5A9|W5P5A9_SHEEP
OG0008685	sp|Q9UKX5|ITA11_HUMAN	tr|W5QAW8|W5QAW8_SHEEP
OG0008686	sp|Q9Y228|T3JAM_HUMAN	tr|W5PTQ7|W5PTQ7_SHEEP
OG0008687	sp|A6NKF2|ARI3C_HUMAN	tr|W5PHE7|W5PHE7_SHEEP
OG0008688	sp|I3L3R5|CCER2_HUMAN	tr|W5P7C5|W5P7C5_SHEEP
OG0008689	sp|O14960|LECT2_HUMAN	tr|W5PZT3|W5PZT3_SHEEP
OG0008690	sp|O15178|TBXT_HUMAN	tr|W5P465|W5P465_SHEEP
OG0008691	sp|O60676|CST8_HUMAN	tr|W5P7K3|W5P7K3_SHEEP
OG0008692	sp|O95150|TNF15_HUMAN	tr|W5P7J0|W5P7J0_SHEEP
OG0008693	sp|O95343|SIX3_HUMAN	tr|W5P7X6|W5P7X6_SHEEP
OG0008694	sp|P04155|TFF1_HUMAN	tr|W5PM21|W5PM21_SHEEP
OG0008695	sp|P17174|AATC_HUMAN	tr|W5PS88|W5PS88_SHEEP
OG0008696	sp|P26842|CD27_HUMAN	tr|W5PER9|W5PER9_SHEEP
OG0008697	sp|P29083|T2EA_HUMAN	tr|A0A6P7F2D8|A0A6P7F2D8_SHEEP
OG0008698	sp|P29536|LMOD1_HUMAN	tr|W5NPK8|W5NPK8_SHEEP
OG0008699	sp|P40692|MLH1_HUMAN	tr|W5Q4Z2|W5Q4Z2_SHEEP
OG0008700	sp|P41214|EIF2D_HUMAN	tr|W5P7E3|W5P7E3_SHEEP
OG0008701	sp|P41273|TNFL9_HUMAN	tr|W5P650|W5P650_SHEEP
OG0008702	sp|P42858|HD_HUMAN	tr|W5PXJ0|W5PXJ0_SHEEP
OG0008703	sp|P48775|T23O_HUMAN	tr|W5PAB0|W5PAB0_SHEEP
OG0008704	sp|P50748|KNTC1_HUMAN	tr|W5PI00|W5PI00_SHEEP
OG0008705	sp|P51636|CAV2_HUMAN	sp|Q09YJ1|CAV2_SHEEP
OG0008706	sp|P60174|TPIS_HUMAN	tr|W5P5W9|W5P5W9_SHEEP
OG0008707	sp|Q03519|TAP2_HUMAN	tr|A0A6P7D6F7|A0A6P7D6F7_SHEEP
OG0008708	sp|Q13283|G3BP1_HUMAN	tr|W5PH87|W5PH87_SHEEP
OG0008709	sp|Q13287|NMI_HUMAN	tr|W5PH52|W5PH52_SHEEP
OG0008710	sp|Q13568|IRF5_HUMAN	tr|W5P175|W5P175_SHEEP
OG0008711	sp|Q13976|KGP1_HUMAN	tr|W5PVX3|W5PVX3_SHEEP
OG0008712	sp|Q15050|RRS1_HUMAN	tr|W5Q7K2|W5Q7K2_SHEEP
OG0008713	sp|Q16667|CDKN3_HUMAN	tr|W5QIU2|W5QIU2_SHEEP
OG0008714	sp|Q495M9|USH1G_HUMAN	tr|W5PQF9|W5PQF9_SHEEP
OG0008715	sp|Q5TEC3|ZN697_HUMAN	tr|W5QGS0|W5QGS0_SHEEP
OG0008716	sp|Q6ISU1|PTCRA_HUMAN	tr|W5P264|W5P264_SHEEP
OG0008717	sp|Q6N075|MFSD5_HUMAN	tr|W5Q556|W5Q556_SHEEP
OG0008718	sp|Q6NXP2|GAR1A_HUMAN	tr|W5NYA5|W5NYA5_SHEEP
OG0008719	sp|Q6P2M8|KCC1B_HUMAN	tr|W5PBK7|W5PBK7_SHEEP
OG0008720	sp|Q6UB99|ANR11_HUMAN	tr|W5PWW5|W5PWW5_SHEEP
OG0008721	sp|Q7Z6I8|CE024_HUMAN	tr|W5PUW6|W5PUW6_SHEEP
OG0008722	sp|Q86TY3|ARMD4_HUMAN	tr|W5QIY1|W5QIY1_SHEEP
OG0008723	sp|Q86VM9|ZCH18_HUMAN	tr|W5PT20|W5PT20_SHEEP
OG0008724	sp|Q86WI3|NLRC5_HUMAN	tr|W5QBY8|W5QBY8_SHEEP
OG0008725	sp|Q86XE5|HOGA1_HUMAN	tr|W5PMQ2|W5PMQ2_SHEEP
OG0008726	sp|Q8NBI5|S43A3_HUMAN	tr|W5PHV6|W5PHV6_SHEEP
OG0008727	sp|Q8NE09|RGS22_HUMAN	tr|W5NUD5|W5NUD5_SHEEP
OG0008728	sp|Q8NEJ9|NGDN_HUMAN	tr|W5QDD6|W5QDD6_SHEEP
OG0008729	sp|Q8NEN0|ARMC2_HUMAN	tr|A0A6P3YMP6|A0A6P3YMP6_SHEEP
OG0008730	sp|Q8NHY0|B4GN2_HUMAN	tr|W5P8L8|W5P8L8_SHEEP
OG0008731	sp|Q8TDR2|STK35_HUMAN	tr|W5PBK0|W5PBK0_SHEEP
OG0008732	sp|Q8WZA0|LZIC_HUMAN	tr|W5PA76|W5PA76_SHEEP
OG0008733	sp|Q92982|NINJ1_HUMAN	tr|W5PE42|W5PE42_SHEEP
OG0008734	sp|Q93033|IGSF2_HUMAN	tr|W5QGA5|W5QGA5_SHEEP
OG0008735	sp|Q96EX3|DC2I2_HUMAN	tr|W5PJ19|W5PJ19_SHEEP
OG0008736	sp|Q96GY0|ZC21A_HUMAN	tr|W5PCT2|W5PCT2_SHEEP
OG0008737	sp|Q96I76|GPTC3_HUMAN	tr|W5P1D1|W5P1D1_SHEEP
OG0008738	sp|Q96II8|LRCH3_HUMAN	tr|W5QGC0|W5QGC0_SHEEP
OG0008739	sp|Q96LM6|TEX37_HUMAN	tr|W5QHX0|W5QHX0_SHEEP
OG0008740	sp|Q99081|HTF4_HUMAN	tr|W5QI81|W5QI81_SHEEP
OG0008741	sp|Q99643|C560_HUMAN	tr|W5PJW1|W5PJW1_SHEEP
OG0008742	sp|Q9BSK0|MALD1_HUMAN	tr|W5PNF3|W5PNF3_SHEEP
OG0008743	sp|Q9BXL7|CAR11_HUMAN	tr|W5P2L7|W5P2L7_SHEEP
OG0008744	sp|Q9BYV9|BACH2_HUMAN	tr|W5PS15|W5PS15_SHEEP
OG0008745	sp|Q9H112|CST11_HUMAN	tr|W5P6P8|W5P6P8_SHEEP
OG0008746	sp|Q9H9P2|CHODL_HUMAN	tr|W5Q2C1|W5Q2C1_SHEEP
OG0008747	sp|Q9HBD1|RC3H2_HUMAN	tr|W5PX10|W5PX10_SHEEP
OG0008748	sp|Q9Y478|AAKB1_HUMAN	tr|A0A6P3TAG1|A0A6P3TAG1_SHEEP
OG0008749	sp|Q9Y4C5|CHST2_HUMAN	tr|W5P734|W5P734_SHEEP
OG0008750	sp|A6NDY0|EPAB2_HUMAN	tr|W5PW37|W5PW37_SHEEP
OG0008751	sp|O14939|PLD2_HUMAN	tr|W5P9S5|W5P9S5_SHEEP
OG0008752	sp|O75841|UPK1B_HUMAN	tr|W5QEI2|W5QEI2_SHEEP
OG0008753	sp|O75882|ATRN_HUMAN	tr|W5NX96|W5NX96_SHEEP
OG0008754	sp|O94979|SC31A_HUMAN	tr|W5NU06|W5NU06_SHEEP
OG0008755	sp|O95155|UBE4B_HUMAN	tr|W5P8W0|W5P8W0_SHEEP
OG0008756	sp|O95202|LETM1_HUMAN	tr|W5Q2P3|W5Q2P3_SHEEP
OG0008757	sp|P02545|LMNA_HUMAN	tr|W5P640|W5P640_SHEEP
OG0008758	sp|P0C870|JMJD7_HUMAN	tr|W5QGT6|W5QGT6_SHEEP
OG0008759	sp|P13284|GILT_HUMAN	tr|W5PUW4|W5PUW4_SHEEP
OG0008760	sp|P17301|ITA2_HUMAN	tr|W5PEE6|W5PEE6_SHEEP
OG0008761	sp|P23470|PTPRG_HUMAN	tr|W5PQE4|W5PQE4_SHEEP
OG0008762	sp|P29372|3MG_HUMAN	tr|W5PLZ1|W5PLZ1_SHEEP
OG0008763	sp|P52738|ZN140_HUMAN	tr|W5PFC6|W5PFC6_SHEEP
OG0008764	sp|P55008|AIF1_HUMAN	tr|W5PDK4|W5PDK4_SHEEP
OG0008765	sp|P58418|CLRN1_HUMAN	tr|W5P2C5|W5P2C5_SHEEP
OG0008766	sp|P78337|PITX1_HUMAN	tr|W5PZ46|W5PZ46_SHEEP
OG0008767	sp|P78357|CNTP1_HUMAN	tr|W5NYP3|W5NYP3_SHEEP
OG0008768	sp|Q02094|RHAG_HUMAN	tr|W5PRU0|W5PRU0_SHEEP
OG0008769	sp|Q13203|MYBPH_HUMAN	tr|A0A6P7EL24|A0A6P7EL24_SHEEP
OG0008770	sp|Q13618|CUL3_HUMAN	tr|W5QGT1|W5QGT1_SHEEP
OG0008771	sp|Q14703|MBTP1_HUMAN	tr|W5PKC8|W5PKC8_SHEEP
OG0008772	sp|Q14746|COG2_HUMAN	tr|W5NYQ4|W5NYQ4_SHEEP
OG0008773	sp|Q15070|OXA1L_HUMAN	tr|W5QDS4|W5QDS4_SHEEP
OG0008774	sp|Q1ZZU3|SWI5_HUMAN	tr|W5PLU2|W5PLU2_SHEEP
OG0008775	sp|Q2TAK8|PWP3A_HUMAN	tr|W5PPK7|W5PPK7_SHEEP
OG0008776	sp|Q2TBC4|PRIC4_HUMAN	tr|W5NXC2|W5NXC2_SHEEP
OG0008777	sp|Q3MIX3|ADCK5_HUMAN	tr|W5PW99|W5PW99_SHEEP
OG0008778	sp|Q56NI9|ESCO2_HUMAN	tr|W5PZN9|W5PZN9_SHEEP
OG0008779	sp|Q5VUJ6|LRCH2_HUMAN	tr|W5Q6N2|W5Q6N2_SHEEP
OG0008780	sp|Q68DH5|LMBD2_HUMAN	tr|W5PMV4|W5PMV4_SHEEP
OG0008781	sp|Q6P1W5|CA094_HUMAN	tr|W5QDQ1|W5QDQ1_SHEEP
OG0008782	sp|Q6PF06|TM10B_HUMAN	tr|A0A6P3TGR4|A0A6P3TGR4_SHEEP
OG0008783	sp|Q6Y2X3|DJC14_HUMAN	tr|W5PN96|W5PN96_SHEEP
OG0008784	sp|Q6ZVE7|GOT1A_HUMAN	tr|W5NWP9|W5NWP9_SHEEP
OG0008785	sp|Q7Z7B0|FLIP1_HUMAN	tr|W5P949|W5P949_SHEEP
OG0008786	sp|Q86V59|PNM8A_HUMAN	tr|W5PLP8|W5PLP8_SHEEP
