Orthogroup	Homo_sapiens	Aotus_nancymaae
OG0005316	sp|Q6ZXV5|TMTC3_HUMAN	tr|A0A2K5CFK8|A0A2K5CFK8_AOTNA
OG0005317	sp|O15446|RPA34_HUMAN	tr|A0A2K5CJS0|A0A2K5CJS0_AOTNA
OG0005318	sp|P16442|BGAT_HUMAN	tr|A0A2K5CKK3|A0A2K5CKK3_AOTNA
OG0005319	sp|Q96KR1|ZFR_HUMAN	tr|A0A2K5CQB3|A0A2K5CQB3_AOTNA
OG0005320	sp|P78382|S35A1_HUMAN	tr|A0A2K5CQM6|A0A2K5CQM6_AOTNA
OG0005321	sp|Q9NR23|GDF3_HUMAN	tr|A0A2K5CTR2|A0A2K5CTR2_AOTNA
OG0005322	sp|Q7Z698|SPRE2_HUMAN	tr|A0A2K5CUK2|A0A2K5CUK2_AOTNA
OG0005323	sp|P56282|DPOE2_HUMAN	tr|A0A2K5CWV8|A0A2K5CWV8_AOTNA
OG0005324	sp|Q9H825|METL8_HUMAN	tr|A0A2K5D497|A0A2K5D497_AOTNA
OG0005325	sp|Q96M69|LRGUK_HUMAN	tr|A0A2K5D4B1|A0A2K5D4B1_AOTNA
OG0005326	sp|Q9BQQ3|GORS1_HUMAN	tr|A0A2K5D562|A0A2K5D562_AOTNA
OG0005327	sp|E9PRG8|CK098_HUMAN	tr|A0A2K5D9Z1|A0A2K5D9Z1_AOTNA
OG0005328	sp|Q00059|TFAM_HUMAN	tr|A0A2K5DE64|A0A2K5DE64_AOTNA
OG0005329	sp|P07099|HYEP_HUMAN	tr|A0A2K5DEN4|A0A2K5DEN4_AOTNA
OG0005330	sp|O75973|C1QRF_HUMAN	tr|A0A2K5DFF1|A0A2K5DFF1_AOTNA
OG0005331	sp|Q8N1N2|DYNAP_HUMAN	tr|A0A2K5DFH1|A0A2K5DFH1_AOTNA
OG0005332	sp|Q0VAQ4|SMAGP_HUMAN	tr|A0A2K5DG62|A0A2K5DG62_AOTNA
OG0005333	sp|O95843|GUC1C_HUMAN	tr|A0A2K5DIN6|A0A2K5DIN6_AOTNA
OG0005334	sp|Q9UHF1|EGFL7_HUMAN	tr|A0A2K5DJH4|A0A2K5DJH4_AOTNA
OG0005335	sp|Q9P2E5|CHPF2_HUMAN	tr|A0A2K5DLN5|A0A2K5DLN5_AOTNA
OG0005336	sp|P08582|TRFM_HUMAN	tr|A0A2K5DLR8|A0A2K5DLR8_AOTNA
OG0005337	sp|P53609|PGTB1_HUMAN	tr|A0A2K5DMN9|A0A2K5DMN9_AOTNA
OG0005338	sp|Q9NPF4|OSGEP_HUMAN	tr|A0A2K5DRL7|A0A2K5DRL7_AOTNA
OG0005339	sp|Q92502|STAR8_HUMAN	tr|A0A2K5DSX7|A0A2K5DSX7_AOTNA
OG0005340	sp|Q96CJ1|EAF2_HUMAN	tr|A0A2K5DTB9|A0A2K5DTB9_AOTNA
OG0005341	sp|Q17RS7|GEN_HUMAN	tr|A0A2K5DU03|A0A2K5DU03_AOTNA
OG0005342	sp|O95817|BAG3_HUMAN	tr|A0A2K5DXD3|A0A2K5DXD3_AOTNA
OG0005343	sp|A6BM72|MEG11_HUMAN	tr|A0A2K5E131|A0A2K5E131_AOTNA
OG0005344	sp|P05165|PCCA_HUMAN	tr|A0A2K5E164|A0A2K5E164_AOTNA
OG0005345	sp|Q9BRR9|RHG09_HUMAN	tr|A0A2K5E3F3|A0A2K5E3F3_AOTNA
OG0005346	sp|Q7Z614|SNX20_HUMAN	tr|A0A2K5E761|A0A2K5E761_AOTNA
OG0005347	sp|O00408|PDE2A_HUMAN	tr|A0A2K5E984|A0A2K5E984_AOTNA
OG0005348	sp|Q14157|UBP2L_HUMAN	tr|A0A2K5EDP3|A0A2K5EDP3_AOTNA
OG0005349	sp|Q07654|TFF3_HUMAN	tr|A0A2K5EEN6|A0A2K5EEN6_AOTNA
OG0005350	sp|Q9NS37|ZHANG_HUMAN	tr|A0A2K5EIE3|A0A2K5EIE3_AOTNA
OG0005351	sp|Q96BJ8|ELMO3_HUMAN	tr|A0A2K5EJN5|A0A2K5EJN5_AOTNA
OG0005352	sp|Q15633|TRBP2_HUMAN	tr|A0A2K5EKA2|A0A2K5EKA2_AOTNA
OG0005353	sp|Q1MSJ5|CSPP1_HUMAN	tr|A0A2K5ERN3|A0A2K5ERN3_AOTNA
OG0005354	sp|Q06187|BTK_HUMAN	tr|A0A2K5ETH5|A0A2K5ETH5_AOTNA
OG0005355	sp|Q9UMY1|NOL7_HUMAN	tr|A0A2K5ETS8|A0A2K5ETS8_AOTNA
OG0005356	sp|Q8N6Y2|LRC17_HUMAN	tr|A0A2K5EUA3|A0A2K5EUA3_AOTNA
OG0005357	sp|P28360|MSX1_HUMAN	tr|A0A2K5EV49|A0A2K5EV49_AOTNA
OG0005358	sp|Q9H5F2|CK001_HUMAN	tr|A0A2K5EWM1|A0A2K5EWM1_AOTNA
OG0005359	sp|Q02556|IRF8_HUMAN	tr|A0A2K5EX17|A0A2K5EX17_AOTNA
OG0005360	sp|P58418|CLRN1_HUMAN	tr|A0A2K5EZI9|A0A2K5EZI9_AOTNA
OG0005361	sp|Q96FX8|PERP_HUMAN	tr|A0A2K5EZU9|A0A2K5EZU9_AOTNA
OG0005362	sp|Q8WZ75|ROBO4_HUMAN	tr|A0A2K5F2B6|A0A2K5F2B6_AOTNA
OG0005363	sp|O94966|UBP19_HUMAN	tr|A0A2K5F3A1|A0A2K5F3A1_AOTNA
OG0005364	sp|Q9BXA5|SUCR1_HUMAN	tr|A0A2K5F474|A0A2K5F474_AOTNA
OG0005365	sp|Q9Y3D0|CIA2B_HUMAN	tr|A0A2K5F4D0|A0A2K5F4D0_AOTNA
OG0005366	sp|Q5SY80|CTSRE_HUMAN	tr|A0A2K5F7Q9|A0A2K5F7Q9_AOTNA
OG0005367	sp|O95631|NET1_HUMAN	tr|A0A2K5F8U9|A0A2K5F8U9_AOTNA
OG0005368	sp|P47944|MT4_HUMAN	tr|A0A2K5F9P1|A0A2K5F9P1_AOTNA
OG0005369	sp|Q6UY18|LIGO4_HUMAN	tr|A0A2K5BWB6|A0A2K5BWB6_AOTNA
OG0005370	sp|Q68CZ2|TENS3_HUMAN	tr|A0A2K5C0C6|A0A2K5C0C6_AOTNA
OG0005371	sp|Q8WW62|TMED6_HUMAN	tr|A0A2K5C0U7|A0A2K5C0U7_AOTNA
OG0005372	sp|O14804|TAAR5_HUMAN	tr|A0A2K5C2X1|A0A2K5C2X1_AOTNA
OG0005373	sp|Q8N4V2|SVOP_HUMAN	tr|A0A2K5C317|A0A2K5C317_AOTNA
OG0005374	sp|Q9GZZ0|HXD1_HUMAN	tr|A0A2K5C4F1|A0A2K5C4F1_AOTNA
OG0005375	sp|O95500|CLD14_HUMAN	tr|A0A2K5C4N6|A0A2K5C4N6_AOTNA
OG0005376	sp|E9PB15|PTG3L_HUMAN	tr|A0A2K5C632|A0A2K5C632_AOTNA
OG0005377	sp|Q8NDV3|SMC1B_HUMAN	tr|A0A2K5C7W2|A0A2K5C7W2_AOTNA
OG0005378	sp|Q7Z6J6|FRMD5_HUMAN	tr|A0A2K5CB07|A0A2K5CB07_AOTNA
OG0005379	sp|Q99469|STAC_HUMAN	tr|A0A2K5CC33|A0A2K5CC33_AOTNA
OG0005380	sp|P30273|FCERG_HUMAN	tr|A0A2K5CC77|A0A2K5CC77_AOTNA
OG0005381	sp|Q70CQ1|UBP49_HUMAN	tr|A0A2K5CCN1|A0A2K5CCN1_AOTNA
OG0005382	sp|Q9Y316|MEMO1_HUMAN	tr|A0A2K5CDA8|A0A2K5CDA8_AOTNA
OG0005383	sp|Q6ZUX7|LHPL2_HUMAN	tr|A0A2K5CDD5|A0A2K5CDD5_AOTNA
OG0005384	sp|Q9GZU1|MCLN1_HUMAN	tr|A0A2K5CN37|A0A2K5CN37_AOTNA
OG0005385	sp|Q6ZSJ8|CA122_HUMAN	tr|A0A2K5CNK7|A0A2K5CNK7_AOTNA
OG0005386	sp|P0C0P6|NPS_HUMAN	tr|A0A2K5CR22|A0A2K5CR22_AOTNA
OG0005387	sp|Q8N5M1|ATPF2_HUMAN	tr|A0A2K5CRD9|A0A2K5CRD9_AOTNA
OG0005388	sp|P0CAP2|GRL1A_HUMAN	tr|A0A2K5CRG5|A0A2K5CRG5_AOTNA
OG0005389	sp|P51116|FXR2_HUMAN	tr|A0A2K5CSA9|A0A2K5CSA9_AOTNA
OG0005390	sp|Q14197|ICT1_HUMAN	tr|A0A2K5CT22|A0A2K5CT22_AOTNA
OG0005391	sp|Q68CL5|TPGS2_HUMAN	tr|A0A2K5CWC4|A0A2K5CWC4_AOTNA
OG0005392	sp|P13674|P4HA1_HUMAN	tr|A0A2K5CXK2|A0A2K5CXK2_AOTNA
OG0005393	sp|Q96KR4|LMLN_HUMAN	tr|A0A2K5CY49|A0A2K5CY49_AOTNA
OG0005394	sp|P29373|RABP2_HUMAN	tr|A0A2K5CZU8|A0A2K5CZU8_AOTNA
OG0005395	sp|O95470|SGPL1_HUMAN	tr|A0A2K5D0X1|A0A2K5D0X1_AOTNA
OG0005396	sp|P21145|MAL_HUMAN	tr|A0A2K5D101|A0A2K5D101_AOTNA
OG0005397	sp|P83876|TXN4A_HUMAN	tr|A0A2K5D1W4|A0A2K5D1W4_AOTNA
OG0005398	sp|Q96HL8|SH3Y1_HUMAN	tr|A0A2K5D2M2|A0A2K5D2M2_AOTNA
OG0005399	sp|A1Z1Q3|MACD2_HUMAN	tr|A0A2K5D349|A0A2K5D349_AOTNA
OG0005400	sp|O94905|ERLN2_HUMAN	tr|A0A2K5D447|A0A2K5D447_AOTNA
OG0005401	sp|Q9GZV8|PRD14_HUMAN	tr|A0A2K5D5H0|A0A2K5D5H0_AOTNA
OG0005402	sp|O95872|GPAN1_HUMAN	tr|A0A2K5D7P2|A0A2K5D7P2_AOTNA
OG0005403	sp|P38567|HYALP_HUMAN	tr|A0A2K5DDT1|A0A2K5DDT1_AOTNA
OG0005404	sp|Q92636|FAN_HUMAN	tr|A0A2K5DFG4|A0A2K5DFG4_AOTNA
OG0005405	sp|A6NHN0|OTOL1_HUMAN	tr|A0A2K5DGF4|A0A2K5DGF4_AOTNA
OG0005406	sp|Q5VWI1|TCRGL_HUMAN	tr|A0A2K5DGY9|A0A2K5DGY9_AOTNA
OG0005407	sp|Q32MQ0|ZN750_HUMAN	tr|A0A2K5DIM8|A0A2K5DIM8_AOTNA
OG0005408	sp|P49643|PRI2_HUMAN	tr|A0A2K5DLM6|A0A2K5DLM6_AOTNA
OG0005409	sp|Q5T6X5|GPC6A_HUMAN	tr|A0A2K5DLN6|A0A2K5DLN6_AOTNA
OG0005410	sp|Q92575|UBXN4_HUMAN	tr|A0A2K5DLZ8|A0A2K5DLZ8_AOTNA
OG0005411	sp|Q9H4I3|TRABD_HUMAN	tr|A0A2K5DMM6|A0A2K5DMM6_AOTNA
OG0005412	sp|A6NC98|CC88B_HUMAN	tr|A0A2K5DPL4|A0A2K5DPL4_AOTNA
OG0005413	sp|Q8NB16|MLKL_HUMAN	tr|A0A2K5DQV2|A0A2K5DQV2_AOTNA
OG0005414	sp|Q7Z4Q2|HEAT3_HUMAN	tr|A0A2K5DSG9|A0A2K5DSG9_AOTNA
OG0005415	sp|O94842|TOX4_HUMAN	tr|A0A2K5DTC4|A0A2K5DTC4_AOTNA
OG0005416	sp|P05305|EDN1_HUMAN	tr|A0A2K5DXG5|A0A2K5DXG5_AOTNA
OG0005417	sp|Q8N531|FBXL6_HUMAN	tr|A0A2K5DYJ1|A0A2K5DYJ1_AOTNA
OG0005418	sp|Q96DN0|ERP27_HUMAN	tr|A0A2K5DYV9|A0A2K5DYV9_AOTNA
OG0005419	sp|Q9BQS8|FYCO1_HUMAN	tr|A0A2K5EB56|A0A2K5EB56_AOTNA
OG0005420	sp|Q8WUK0|PTPM1_HUMAN	tr|A0A2K5EBZ1|A0A2K5EBZ1_AOTNA
OG0005421	sp|P0C7W6|CC172_HUMAN	tr|A0A2K5EEE8|A0A2K5EEE8_AOTNA
OG0005422	sp|P62310|LSM3_HUMAN	tr|A0A2K5EL61|A0A2K5EL61_AOTNA
OG0005423	sp|Q9GZQ4|NMUR2_HUMAN	tr|A0A2K5EMP5|A0A2K5EMP5_AOTNA
OG0005424	sp|Q96F05|CK024_HUMAN	tr|A0A2K5ENX2|A0A2K5ENX2_AOTNA
OG0005425	sp|A6NIX2|WTIP_HUMAN	tr|A0A2K5EYS6|A0A2K5EYS6_AOTNA
OG0005426	sp|Q96S38|KS6C1_HUMAN	tr|A0A2K5EYT0|A0A2K5EYT0_AOTNA
OG0005427	sp|Q96RE7|NACC1_HUMAN	tr|A0A2K5F4M6|A0A2K5F4M6_AOTNA
OG0005428	sp|Q9BW11|MAD3_HUMAN	tr|A0A2K5F6M5|A0A2K5F6M5_AOTNA
OG0005429	sp|Q70E73|RAPH1_HUMAN	tr|A0A2K5F755|A0A2K5F755_AOTNA
OG0005430	sp|Q9Y4F5|C170B_HUMAN	tr|A0A2K5F7K5|A0A2K5F7K5_AOTNA
OG0005431	sp|Q8TDD2|SP7_HUMAN	tr|A0A2K5C9L1|A0A2K5C9L1_AOTNA
OG0005432	sp|Q9H3G5|CPVL_HUMAN	tr|A0A2K5CC82|A0A2K5CC82_AOTNA
OG0005433	sp|Q8WXJ9|ASB17_HUMAN	tr|A0A2K5CCH0|A0A2K5CCH0_AOTNA
OG0005434	sp|Q14554|PDIA5_HUMAN	tr|A0A2K5CCH5|A0A2K5CCH5_AOTNA
OG0005435	sp|Q13702|RAPSN_HUMAN	tr|A0A2K5CII2|A0A2K5CII2_AOTNA
OG0005436	sp|Q9UIG5|PS1C1_HUMAN	tr|A0A2K5CL13|A0A2K5CL13_AOTNA
OG0005437	sp|Q9UFF9|CNOT8_HUMAN	tr|A0A2K5CL95|A0A2K5CL95_AOTNA
OG0005438	sp|Q96NA2|RILP_HUMAN	tr|A0A2K5CNY5|A0A2K5CNY5_AOTNA
OG0005439	sp|Q5T3J3|LRIF1_HUMAN	tr|A0A2K5CSE3|A0A2K5CSE3_AOTNA
OG0005440	sp|Q14254|FLOT2_HUMAN	tr|A0A2K5CTL7|A0A2K5CTL7_AOTNA
OG0005441	sp|Q8N126|CADM3_HUMAN	tr|A0A2K5CXV8|A0A2K5CXV8_AOTNA
OG0005442	sp|Q86WW8|COA5_HUMAN	tr|A0A2K5CY56|A0A2K5CY56_AOTNA
OG0005443	sp|Q8N9V3|WSDU1_HUMAN	tr|A0A2K5CYU3|A0A2K5CYU3_AOTNA
OG0005444	sp|Q9Y600|CSAD_HUMAN	tr|A0A2K5D5X4|A0A2K5D5X4_AOTNA
OG0005445	sp|Q5T4T1|T170B_HUMAN	tr|A0A2K5D7N1|A0A2K5D7N1_AOTNA
OG0005446	sp|O75771|RA51D_HUMAN	tr|A0A2K5D7N8|A0A2K5D7N8_AOTNA
OG0005447	sp|P63272|SPT4H_HUMAN	tr|A0A2K5D997|A0A2K5D997_AOTNA
OG0005448	sp|P40222|TXLNA_HUMAN	tr|A0A2K5D9V3|A0A2K5D9V3_AOTNA
OG0005449	sp|Q05195|MAD1_HUMAN	tr|A0A2K5DB33|A0A2K5DB33_AOTNA
OG0005450	sp|A0A1B0GUY1|MRCOL_HUMAN	tr|A0A2K5DB80|A0A2K5DB80_AOTNA
OG0005451	sp|Q86TL0|ATG4D_HUMAN	tr|A0A2K5DBF3|A0A2K5DBF3_AOTNA
OG0005452	sp|Q8WZ64|ARAP2_HUMAN	tr|A0A2K5DC50|A0A2K5DC50_AOTNA
OG0005453	sp|Q6WCQ1|MPRIP_HUMAN	tr|A0A2K5DCY8|A0A2K5DCY8_AOTNA
OG0005454	sp|Q02252|MMSA_HUMAN	tr|A0A2K5DGJ0|A0A2K5DGJ0_AOTNA
OG0005455	sp|P29376|LTK_HUMAN	tr|A0A2K5DI55|A0A2K5DI55_AOTNA
OG0005456	sp|Q9BQM9|CT144_HUMAN	tr|A0A2K5DKS6|A0A2K5DKS6_AOTNA
OG0005457	sp|P63215|GBG3_HUMAN	tr|A0A2K5DN96|A0A2K5DN96_AOTNA
OG0005458	sp|Q8N131|PORIM_HUMAN	tr|A0A2K5DNI9|A0A2K5DNI9_AOTNA
OG0005459	sp|Q13156|RFA4_HUMAN	tr|A0A2K5DQA7|A0A2K5DQA7_AOTNA
OG0005460	sp|O75818|RPP40_HUMAN	tr|A0A2K5DQC1|A0A2K5DQC1_AOTNA
OG0005461	sp|P22570|ADRO_HUMAN	tr|A0A2K5DQC2|A0A2K5DQC2_AOTNA
OG0005462	sp|Q9UPN9|TRI33_HUMAN	tr|A0A2K5DTL5|A0A2K5DTL5_AOTNA
OG0005463	sp|O15354|GPR37_HUMAN	tr|A0A2K5DVB2|A0A2K5DVB2_AOTNA
OG0005464	sp|Q96N87|S6A18_HUMAN	tr|A0A2K5E104|A0A2K5E104_AOTNA
OG0005465	sp|Q16572|VACHT_HUMAN	tr|A0A2K5E211|A0A2K5E211_AOTNA
OG0005466	sp|Q8WXF5|CRGN_HUMAN	tr|A0A2K5E2T1|A0A2K5E2T1_AOTNA
OG0005467	sp|Q96KN8|PLAT5_HUMAN	tr|A0A2K5E3Z3|A0A2K5E3Z3_AOTNA
OG0005468	sp|A0A087WV53|SPEGN_HUMAN	tr|A0A2K5E439|A0A2K5E439_AOTNA
OG0005469	sp|Q8NCF5|NF2IP_HUMAN	tr|A0A2K5E4T4|A0A2K5E4T4_AOTNA
OG0005470	sp|Q9Y6K9|NEMO_HUMAN	tr|A0A2K5E6P3|A0A2K5E6P3_AOTNA
OG0005471	sp|Q14139|UBE4A_HUMAN	tr|A0A2K5E7Q2|A0A2K5E7Q2_AOTNA
OG0005472	sp|Q9BXA9|SALL3_HUMAN	tr|A0A2K5E7X8|A0A2K5E7X8_AOTNA
OG0005473	sp|Q5THK1|PR14L_HUMAN	tr|A0A2K5ED18|A0A2K5ED18_AOTNA
OG0005474	sp|P46977|STT3A_HUMAN	tr|A0A2K5EDD0|A0A2K5EDD0_AOTNA
OG0005475	sp|O76013|KRT36_HUMAN	tr|A0A2K5EGA1|A0A2K5EGA1_AOTNA
OG0005476	sp|Q4VC44|FWCH1_HUMAN	tr|A0A2K5EGH8|A0A2K5EGH8_AOTNA
OG0005477	sp|Q9H9A5|CNO10_HUMAN	tr|A0A2K5EID4|A0A2K5EID4_AOTNA
OG0005478	sp|Q9BTF0|THUM2_HUMAN	tr|A0A2K5EJ56|A0A2K5EJ56_AOTNA
OG0005479	sp|Q96NZ8|WFKN1_HUMAN	tr|A0A2K5EJR0|A0A2K5EJR0_AOTNA
OG0005480	sp|O94887|FARP2_HUMAN	tr|A0A2K5EJX6|A0A2K5EJX6_AOTNA
OG0005481	sp|Q9NQG7|HPS4_HUMAN	tr|A0A2K5EKE7|A0A2K5EKE7_AOTNA
OG0005482	sp|Q8IZN3|ZDH14_HUMAN	tr|A0A2K5ENE2|A0A2K5ENE2_AOTNA
OG0005483	sp|Q9UK73|FEM1B_HUMAN	tr|A0A2K5EV14|A0A2K5EV14_AOTNA
OG0005484	sp|Q16401|PSMD5_HUMAN	tr|A0A2K5EZC9|A0A2K5EZC9_AOTNA
OG0005485	sp|Q8NFP4|MDGA1_HUMAN	tr|A0A2K5EZK0|A0A2K5EZK0_AOTNA
OG0005486	sp|Q63HQ2|EGFLA_HUMAN	tr|A0A2K5F0W7|A0A2K5F0W7_AOTNA
OG0005487	sp|Q4L180|FIL1L_HUMAN	tr|A0A2K5F0Y2|A0A2K5F0Y2_AOTNA
OG0005488	sp|Q0VD83|APOBR_HUMAN	tr|A0A2K5F1W0|A0A2K5F1W0_AOTNA
OG0005489	sp|P23677|IP3KA_HUMAN	tr|A0A2K5F226|A0A2K5F226_AOTNA
OG0005490	sp|Q96N76|HUTU_HUMAN	tr|A0A2K5F4D1|A0A2K5F4D1_AOTNA
OG0005491	sp|O43709|BUD23_HUMAN	tr|A0A2K5F8C8|A0A2K5F8C8_AOTNA
OG0005492	sp|Q92543|SNX19_HUMAN	tr|A0A2K5F8S5|A0A2K5F8S5_AOTNA
OG0005493	sp|P23284|PPIB_HUMAN	tr|A0A2K5F946|A0A2K5F946_AOTNA
OG0005494	sp|Q6TFL3|CC171_HUMAN	tr|A0A2K5FA61|A0A2K5FA61_AOTNA
OG0005495	sp|Q8WY64|MYLIP_HUMAN	tr|A0A2K5BYD5|A0A2K5BYD5_AOTNA
OG0005496	sp|Q8IW52|SLIK4_HUMAN	tr|A0A2K5BZU4|A0A2K5BZU4_AOTNA
OG0005497	sp|Q02410|APBA1_HUMAN	tr|A0A2K5C205|A0A2K5C205_AOTNA
OG0005498	sp|P43080|GUC1A_HUMAN	tr|A0A2K5C5D1|A0A2K5C5D1_AOTNA
OG0005499	sp|Q15714|T22D1_HUMAN	tr|A0A2K5C5I9|A0A2K5C5I9_AOTNA
OG0005500	sp|O15155|BET1_HUMAN	tr|A0A2K5C6N4|A0A2K5C6N4_AOTNA
OG0005501	sp|Q15884|EREP1_HUMAN	tr|A0A2K5CB84|A0A2K5CB84_AOTNA
OG0005502	sp|Q02108|GCYA1_HUMAN	tr|A0A2K5CC36|A0A2K5CC36_AOTNA
OG0005503	sp|Q14749|GNMT_HUMAN	tr|A0A2K5CCN7|A0A2K5CCN7_AOTNA
OG0005504	sp|P82650|RT22_HUMAN	tr|A0A2K5CDJ3|A0A2K5CDJ3_AOTNA
OG0005505	sp|Q96AW1|VOPP1_HUMAN	tr|A0A2K5CI94|A0A2K5CI94_AOTNA
OG0005506	sp|Q6PJW8|CNST_HUMAN	tr|A0A2K5CJ97|A0A2K5CJ97_AOTNA
OG0005507	sp|O95398|RPGF3_HUMAN	tr|A0A2K5CJZ9|A0A2K5CJZ9_AOTNA
OG0005508	sp|P81408|EREP3_HUMAN	tr|A0A2K5CLF1|A0A2K5CLF1_AOTNA
OG0005509	sp|O60928|KCJ13_HUMAN	tr|A0A2K5CMD7|A0A2K5CMD7_AOTNA
OG0005510	sp|Q9NPB0|SMDC1_HUMAN	tr|A0A2K5CN78|A0A2K5CN78_AOTNA
OG0005511	sp|Q9H1U4|MEGF9_HUMAN	tr|A0A2K5CNB6|A0A2K5CNB6_AOTNA
OG0005512	sp|Q9Y4H2|IRS2_HUMAN	tr|A0A2K5CPD5|A0A2K5CPD5_AOTNA
OG0005513	sp|Q8ND07|BBOF1_HUMAN	tr|A0A2K5CSP5|A0A2K5CSP5_AOTNA
OG0005514	sp|Q96DF8|ESS2_HUMAN	tr|A0A2K5CSZ2|A0A2K5CSZ2_AOTNA
OG0005515	sp|P10643|CO7_HUMAN	tr|A0A2K5CTR8|A0A2K5CTR8_AOTNA
OG0005516	sp|O60930|RNH1_HUMAN	tr|A0A2K5CU58|A0A2K5CU58_AOTNA
OG0005517	sp|Q92900|RENT1_HUMAN	tr|A0A2K5CUK7|A0A2K5CUK7_AOTNA
OG0005518	sp|Q14694|UBP10_HUMAN	tr|A0A2K5D0M5|A0A2K5D0M5_AOTNA
OG0005519	sp|W5XKT8|SACA6_HUMAN	tr|A0A2K5D5J9|A0A2K5D5J9_AOTNA
OG0005520	sp|Q9BVV7|TIM21_HUMAN	tr|A0A2K5D7Q2|A0A2K5D7Q2_AOTNA
OG0005521	sp|P35251|RFC1_HUMAN	tr|A0A2K5D8H3|A0A2K5D8H3_AOTNA
OG0005522	sp|Q8N7B6|PACRL_HUMAN	tr|A0A2K5D9E8|A0A2K5D9E8_AOTNA
OG0005523	sp|Q96EM0|T3HPD_HUMAN	tr|A0A2K5DCS8|A0A2K5DCS8_AOTNA
OG0005524	sp|Q8IVB5|LIX1L_HUMAN	tr|A0A2K5DGS0|A0A2K5DGS0_AOTNA
OG0005525	sp|Q15393|SF3B3_HUMAN	tr|A0A2K5DHY5|A0A2K5DHY5_AOTNA
OG0005526	sp|Q8N4L2|PP4P2_HUMAN	tr|A0A2K5DJP4|A0A2K5DJP4_AOTNA
OG0005527	sp|Q9UJN7|ZN391_HUMAN	tr|A0A2K5DJU3|A0A2K5DJU3_AOTNA
OG0005528	sp|O95025|SEM3D_HUMAN	tr|A0A2K5DPU8|A0A2K5DPU8_AOTNA
OG0005529	sp|P29120|NEC1_HUMAN	tr|A0A2K5DPV0|A0A2K5DPV0_AOTNA
OG0005530	sp|Q92504|S39A7_HUMAN	tr|A0A2K5DQH6|A0A2K5DQH6_AOTNA
OG0005531	sp|P30408|T4S1_HUMAN	tr|A0A2K5DS40|A0A2K5DS40_AOTNA
OG0005532	sp|Q86YS7|C2CD5_HUMAN	tr|A0A2K5DTJ5|A0A2K5DTJ5_AOTNA
OG0005533	sp|Q8NA47|CCD63_HUMAN	tr|A0A2K5DUK6|A0A2K5DUK6_AOTNA
OG0005534	sp|A8MV81|HIG1C_HUMAN	tr|A0A2K5DWP3|A0A2K5DWP3_AOTNA
OG0005535	sp|Q9UGM3|DMBT1_HUMAN	tr|A0A2K5DXZ5|A0A2K5DXZ5_AOTNA
OG0005536	sp|A0A1B0GTY4|TEX50_HUMAN	tr|A0A2K5E3F4|A0A2K5E3F4_AOTNA
OG0005537	sp|Q6ICG6|K0930_HUMAN	tr|A0A2K5E4A3|A0A2K5E4A3_AOTNA
OG0005538	sp|P53992|SC24C_HUMAN	tr|A0A2K5E7P1|A0A2K5E7P1_AOTNA
OG0005539	sp|P19237|TNNI1_HUMAN	tr|A0A2K5E941|A0A2K5E941_AOTNA
OG0005540	sp|Q68DH5|LMBD2_HUMAN	tr|A0A2K5EER4|A0A2K5EER4_AOTNA
OG0005541	sp|P02008|HBAZ_HUMAN	tr|A0A2K5EFQ4|A0A2K5EFQ4_AOTNA
OG0005542	sp|O60258|FGF17_HUMAN	tr|A0A2K5EGP3|A0A2K5EGP3_AOTNA
OG0005543	sp|Q6NT32|EST5A_HUMAN	tr|A0A2K5EGR2|A0A2K5EGR2_AOTNA
OG0005544	sp|O94827|PKHG5_HUMAN	tr|A0A2K5ELE6|A0A2K5ELE6_AOTNA
OG0005545	sp|Q9BR39|JPH2_HUMAN	tr|A0A2K5ES36|A0A2K5ES36_AOTNA
OG0005546	sp|Q9Y6X9|MORC2_HUMAN	tr|A0A2K5EVA1|A0A2K5EVA1_AOTNA
OG0005547	sp|Q8WW59|SPRY4_HUMAN	tr|A0A2K5EWG5|A0A2K5EWG5_AOTNA
OG0005548	sp|Q13371|PHLP_HUMAN	tr|A0A2K5EX86|A0A2K5EX86_AOTNA
OG0005549	sp|Q5U4N7|GDAS1_HUMAN	tr|A0A2K5F2P1|A0A2K5F2P1_AOTNA
OG0005550	sp|Q96QK8|SIM14_HUMAN	tr|A0A2K5F322|A0A2K5F322_AOTNA
OG0005551	sp|Q92643|GPI8_HUMAN	tr|A0A2K5F504|A0A2K5F504_AOTNA
OG0005552	sp|Q9Y296|TPPC4_HUMAN	tr|A0A2K5F6H3|A0A2K5F6H3_AOTNA
OG0005553	sp|Q9Y644|RFNG_HUMAN	tr|A0A2K5F6Z1|A0A2K5F6Z1_AOTNA
OG0005554	sp|Q8TF72|SHRM3_HUMAN	tr|A0A2K5F7N9|A0A2K5F7N9_AOTNA
OG0005555	sp|P36969|GPX4_HUMAN	tr|A0A2K5FAC3|A0A2K5FAC3_AOTNA
OG0005556	sp|Q15835|GRK1_HUMAN	tr|A0A2K5BVT3|A0A2K5BVT3_AOTNA
OG0005557	sp|P0C6T2|OST4_HUMAN	tr|A0A2K5BWV3|A0A2K5BWV3_AOTNA
OG0005558	sp|Q8IYW2|CFA46_HUMAN	tr|A0A2K5C161|A0A2K5C161_AOTNA
OG0005559	sp|Q8NAT1|PMGT2_HUMAN	tr|A0A2K5C1S5|A0A2K5C1S5_AOTNA
